-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
0.18987-0.30189i,0.24711-0.36033i,0.23123-0.27424i,0.15874-0.1115i,0.070868+0.023421i,-0.0079879+0.082479i,-0.03331+0.054131i,-0.010777-0.0071341i,0.01149-0.027519i,0.025068-0.0073446i,0.028612+0.0072285i,0.019436+0.0017559i,0.0070601-0.0053i,-0.00021417-0.0068751i,0.001216-0.007212i,0.0063846-0.0068151i,0.0076765-0.0054378i,0.0018658-0.0010603i,-0.0038742+0.0061639i,-0.0010831+0.010413i,0.0040615+0.0083009i,0.0052266+0.0050324i,0.0044132+0.0041597i
0.0057708-0.14489i,0.0085007-0.18229i,0.062001-0.18886i,0.08933-0.17217i,0.076694-0.11291i,0.075777-0.01983i,0.05065+0.026459i,-0.0036252+0.0097877i,-0.037209-0.015594i,-0.033163-0.02529i,-0.014519-0.021339i,-0.0013736-0.0084092i,0.006655+0.0029156i,0.0092688+0.0061668i,0.0052494+0.0038153i,-0.0018717+0.0017898i,-0.0054526+0.0025878i,-0.0050436+0.0021648i,-0.0046548+0.0012641i,-0.0050274+0.0027125i,-0.0033436+0.006275i,0.0041382+0.010343i,0.011599+0.010051i
0.13662+0.18757i,0.14686+0.23648i,0.075671+0.14667i,-0.073193-0.0031446i,-0.20012-0.089525i,-0.21386-0.093174i,-0.1313-0.049807i,-0.059574-0.0020349i,-0.041873+0.021016i,-0.044695+0.025239i,-0.033877+0.024114i,-0.011856+0.017573i,0.0010758+0.0080786i,0.0021481+0.0028442i,0.001305+0.0052492i,0.0022827+0.0068105i,0.0024317+0.0034248i,0.0019823-0.003931i,-0.0012551-0.010231i,-0.0090598-0.0044438i,-0.010509+0.0074317i,-0.0028348+0.012853i,0.0033856+0.0095098i
0.33297+0.10121i,0.38591+0.14171i,0.30457+0.14361i,0.17108+0.11228i,0.059015+0.12918i,-0.015607+0.14732i,-0.023325+0.10487i,0.01156+0.047265i,0.030727+0.019994i,0.033705+0.021098i,0.032667+0.021776i,0.025982+0.017538i,0.017756+0.016549i,0.013579+0.013874i,0.011004+0.01139i,0.0073129+0.010437i,0.0033384+0.0076668i,-0.00042128+0.0029442i,-0.0031874+0.00089312i,-0.0030894+0.0027299i,-0.0026402+0.0028662i,-0.0073602+0.0010649i,-0.011829+0.00074981i
0.057492-0.033279i,0.0049578-0.025138i,0.0059246+0.054094i,0.12353+0.032668i,0.23415-0.12565i,0.21503-0.19621i,0.1157-0.1256i,0.050754-0.057115i,0.034116-0.045299i,0.021797-0.047625i,0.0058891-0.030361i,-0.0026165-0.0065821i,-0.0018715+0.0036938i,-0.0027649+0.0030795i,-0.0092404+0.0030661i,-0.01085+0.0059863i,-0.0031479+0.0066245i,0.0070883+0.0071998i,0.01331+0.0072402i,0.010412-0.00067666i,-0.00217-0.008044i,-0.012139-0.0052595i,-0.012076+0.0018403i
-0.19832+0.23025i,-0.2792+0.27573i,-0.21863+0.22051i,-0.095357+0.075984i,-0.091827-0.084205i,-0.15033-0.16839i,-0.13284-0.14224i,-0.076776-0.082992i,-0.051976-0.047738i,-0.054093-0.015637i,-0.046638+0.01301i,-0.029655+0.015807i,-0.022417+0.0007663i,-0.021455-0.0084734i,-0.019389-0.0090908i,-0.012225-0.0064104i,-0.0028162-0.0020172i,0.0037159+0.001862i,0.0058519+0.0021431i,-0.0014089-4.0765e-05i,-0.010602-0.00062373i,-0.01111-0.000835i,-0.0069626-0.0010934i
-0.022332+0.33037i,0.016466+0.34165i,0.04718+0.25825i,0.087525+0.25789i,0.12328+0.35321i,0.10967+0.36147i,0.049089+0.24256i,-0.0071138+0.12548i,-0.020734+0.073519i,-0.00046274+0.047164i,0.0093129+0.019127i,-0.002707+0.003689i,-0.01648+0.0096829i,-0.017566+0.015505i,-0.011752+0.006332i,-0.011894-0.0036092i,-0.017111-0.0020698i,-0.021053+0.0029965i,-0.021602+0.0049527i,-0.013443+0.0055071i,0.00022656+0.0010469i,0.0065831-0.0086675i,0.0025354-0.013213i
-0.023467-0.072697i,-0.053372-0.25658i,-0.12639-0.33494i,-0.091475-0.24115i,0.097676-0.15855i,0.23289-0.14951i,0.18798-0.1166i,0.095779-0.044201i,0.06053-0.0060336i,0.038301-0.027507i,0.0024561-0.04625i,-0.011635-0.034544i,0.0028389-0.019532i,0.018064-0.01245i,0.019344-0.0081122i,0.009624-0.0022257i,0.0010817+0.002961i,-0.004476+0.0051209i,-0.0070292+0.005423i,-0.00092831-0.001i,0.0041068-0.011001i,0.0033729-0.012926i,0.00076185-0.0074625i
-0.32071-0.20109i,-0.37764-0.24821i,-0.35744-0.16878i,-0.35457-0.058718i,-0.40237-0.051405i,-0.38852-0.066204i,-0.23045-0.043087i,-0.05298-0.046663i,0.0068433-0.062097i,-0.0082244-0.040165i,-0.012883-0.0086542i,0.0027343-0.00056853i,0.013703-0.013509i,0.014386-0.020122i,0.016557-0.014089i,0.017753-0.0098929i,0.013319-0.011541i,0.0079604-0.016331i,0.003523-0.017537i,-0.001879-0.01061i,-0.0028503+0.00050214i,0.003613+0.0045013i,0.0087353-0.0003226i
-0.19145-0.01922i,-0.097425+0.10446i,-0.0043791+0.19955i,-0.028496+0.26132i,-0.072597+0.34131i,-0.057869+0.35317i,-0.036023+0.22749i,-0.048853+0.078968i,-0.053641+0.020777i,-0.014591+0.025343i,0.02586+0.023525i,0.02586+0.011203i,0.00093349+0.0097952i,-0.019112+0.014836i,-0.025599+0.014293i,-0.02183+0.0066085i,-0.01212-0.0028904i,-0.0030313-0.0092144i,-0.00022224-0.010683i,0.001304-0.0036848i,0.0055102+0.0058173i,0.0068193+0.007784i,0.0046038+0.0039653i
0.25427-0.14779i,0.47685-0.17721i,0.58114-0.26505i,0.54301-0.35504i,0.48057-0.38092i,0.38132-0.3571i,0.20719-0.24306i,0.069677-0.073584i,0.023498+0.0191i,0.014199+0.021481i,0.010021+0.0025832i,0.0080582+0.0020008i,0.015135+0.014803i,0.015327+0.018775i,0.0027333+0.017887i,-0.0036437+0.015976i,-0.0018642+0.012655i,0.0018456+0.013781i,0.0047354+0.013255i,0.0039445+0.0046728i,-0.0015127-0.0027142i,-0.0086302-0.00048754i,-0.010715+0.0044984i
0.25777-0.17759i,0.19591-0.208i,0.041691-0.21181i,-0.089994-0.22867i,-0.1805-0.26068i,-0.24433-0.22534i,-0.20753-0.099731i,-0.078869-0.0038756i,0.0093912+0.0076301i,0.014548-0.0023785i,-0.0052101+0.00075163i,-0.011521+0.0020867i,-0.0084426-0.005912i,-0.0055548-0.014058i,-0.00057436-0.017342i,0.0016779-0.015965i,-0.001119-0.0082513i,-0.0018887-0.0012445i,-0.00034648-0.0026996i,-0.0012019-0.0067492i,-0.0040535-0.0063603i,-0.0006623-0.0024784i,0.0083292+0.00029965i
0.030708+0.16017i,-0.11733+0.30093i,-0.19954+0.29862i,-0.18553+0.23316i,-0.11244+0.27732i,0.022949+0.28965i,0.091443+0.14004i,0.041021-0.0083542i,-0.0062948-0.049912i,-0.014455-0.041244i,-0.012845-0.021145i,-0.012045-0.0091586i,-0.018677-0.0091337i,-0.018284-0.016304i,-0.012828-0.025932i,-0.011298-0.02589i,-0.011697-0.017061i,-0.012281-0.009845i,-0.010616-0.0053659i,-0.0038098-0.0033507i,0.0055989-0.0054232i,0.0095454-0.010643i,0.0053967-0.013586i
-0.0027234+0.36629i,0.070007+0.51632i,0.2268+0.55087i,0.3244+0.46469i,0.33218+0.29796i,0.28935+0.11631i,0.18269-0.0055865i,0.062088-0.025234i,-0.0019216-0.0042645i,-0.019183+0.0072997i,-0.014577+0.013205i,-0.0019316+0.015034i,0.011055+0.018781i,0.021038+0.021696i,0.021659+0.021311i,0.019856+0.017805i,0.01617+0.0062327i,0.0061456-0.0049194i,-0.00053321-0.0074869i,0.00051942-0.0071196i,0.0030328-0.0067376i,-7.4257e-06-0.0038427i,-0.0059666+0.0020037i
-0.22983+0.10912i,-0.31926+0.01838i,-0.26323-0.052978i,-0.18138-0.099683i,-0.18527-0.11559i,-0.20022-0.065217i,-0.14502-0.0067899i,-0.067346+0.0059903i,-0.012831+0.020232i,0.027946+0.033193i,0.037318+0.022015i,0.022537+0.0093533i,0.011337+0.00080469i,0.0048335+0.00037576i,0.0053554+0.0075808i,0.01142+0.0058615i,0.01668-0.0030182i,0.021326-0.0096957i,0.019588-0.011011i,0.01087-0.0046892i,0.003609+0.0067892i,0.0023038+0.017076i,0.0035016+0.020992i
-0.28366-0.12886i,-0.36211-0.22507i,-0.24555-0.18846i,-0.041739-0.14917i,0.016045-0.12747i,0.018478-0.027258i,0.086683+0.042773i,0.099968+0.023914i,0.056838-0.0001282i,0.031783-0.016856i,0.014114-0.028596i,0.0029918-0.020961i,-0.0028823-0.010751i,-0.0092527-0.002832i,-0.011572+0.00060397i,-0.012537+0.0031908i,-0.0087696+0.010094i,-0.00061977+0.010451i,0.0025746+0.0030731i,0.0020235+6.4683e-05i,0.0036926+0.0018033i,0.0051255-0.0012985i,0.0036016-0.0088962i
-0.042021-0.25096i,-0.065332-0.24032i,-0.17598-0.055245i,-0.2156+0.079766i,-0.14769+0.035349i,-0.11333-0.049971i,-0.097987-0.041256i,-0.035729+0.00087111i,-0.002842+0.0023875i,-0.020246+0.00090719i,-0.026281+0.007316i,-0.023298+0.001387i,-0.025612-0.00066128i,-0.02366+0.0024997i,-0.023343+0.0030803i,-0.024114+0.0065678i,-0.018842+0.011396i,-0.010713+0.014062i,-0.00050492+0.011524i,0.006863+0.0010135i,0.004868-0.011081i,-0.0027774-0.017347i,-0.0099024-0.01873i
0.14678-0.29056i,0.22566-0.45259i,0.11354-0.49388i,0.00032273-0.32692i,0.036956-0.11778i,0.08269-0.025293i,0.061409-0.028027i,0.014342-0.059783i,-0.017269-0.049797i,-0.00862-0.0041671i,0.0089504+0.01633i,0.01+0.010707i,0.0095993-0.0060247i,0.0045117-0.023275i,-0.0026531-0.027849i,-0.003502-0.02339i,-0.0050352-0.012165i,-0.0064594+0.00024536i,-0.0026959+0.0053312i,0.0026187+0.0037887i,0.0054162+0.0025671i,0.0079073+0.0040321i,0.0068757+0.0043691i
0.12255+0.15157i,0.16756+0.28716i,0.15349+0.36884i,0.15671+0.40998i,0.18215+0.32728i,0.15503+0.15025i,0.053552+0.065747i,-0.027414+0.074727i,-0.040812+0.061194i,-0.027114+0.019582i,-0.014273+0.0011869i,0.0011175+0.0077839i,0.012254+0.014339i,0.015234+0.014034i,0.013124+0.0076678i,0.0041582-0.0027568i,-0.0065741-0.013302i,-0.010496-0.018642i,-0.0087969-0.015567i,-0.0036953-0.0070669i,0.0052227+0.001224i,0.014262+0.0052028i,0.01964+0.0059742i
0.053807+0.29167i,0.10496+0.35095i,0.080496+0.12716i,-0.068726-0.12059i,-0.17904-0.14237i,-0.15968-0.045597i,-0.080007+0.013644i,0.0033759+0.045244i,0.049072+0.052977i,0.037848+0.037411i,0.014661+0.019577i,0.0066456-0.0025185i,0.0017716-0.01254i,0.0033086-0.0028717i,0.011373+0.0027974i,0.016889-0.002811i,0.019221-0.0070288i,0.015779-0.0082537i,0.0090406-0.0046876i,0.0085956+0.00308i,0.010415+0.007787i,0.0071858+0.010133i,0.0056426+0.0084279i
-0.091172-0.10149i,-0.0084686-0.071696i,0.22945-0.11106i,0.30653-0.18803i,0.17265-0.1302i,0.10842+0.023776i,0.16966+0.055337i,0.1782-0.051008i,0.10061-0.11306i,0.042658-0.080345i,0.025361-0.037729i,0.011891-0.0082766i,0.0049945+0.0077421i,0.0043449+0.0042054i,0.003729+0.0017647i,0.0047878+0.0064993i,0.0058461+0.0070647i,0.0092812+0.0013834i,0.012137-0.0083343i,0.0079879-0.011266i,-0.0003841-0.0017814i,-0.0060961+0.0093778i,-0.0080676+0.012856i
-0.3153-0.24182i,-0.65677-0.17002i,-0.78562+0.051244i,-0.63136+0.1544i,-0.38145+0.04729i,-0.22325-0.10245i,-0.2032-0.15546i,-0.22423-0.10483i,-0.18486-0.034097i,-0.10353-0.0056711i,-0.03956-0.0040468i,-0.0094915-0.0067186i,-0.0068547-0.0086627i,-0.015723-0.005677i,-0.020022+0.0011988i,-0.012527+0.0026892i,-0.0009171-0.0027072i,0.0069987-0.0035923i,0.011034-0.00031814i,0.0083969+0.0018799i,0.0011286+0.0012905i,-0.0043915-0.0031299i,-0.0057075-0.0035957i
0.080206-0.1242i,0.069659-0.18485i,0.15534-0.15969i,0.28793-0.1514i,0.26845-0.12777i,0.10524-0.026715i,-0.0034732+0.092749i,-0.0064388+0.16495i,0.024864+0.17084i,0.034622+0.12487i,0.020419+0.070325i,0.011951+0.027942i,0.014482-0.0037148i,0.010577-0.016218i,0.00046278-0.010536i,-0.0061514-0.00043675i,-0.0081471+0.011834i,-0.0063797+0.02322i,-0.0018915+0.026953i,0.0027347+0.025731i,0.004886+0.018679i,0.0028829+0.0068621i,-0.00015772-0.0019862i
0.37701+0.061016i,0.398+0.00057673i,0.25233+0.16973i,0.17948+0.39414i,0.20933+0.35323i,0.19647+0.17668i,0.16776+0.094699i,0.18852+0.03811i,0.1739-0.046078i,0.09121-0.075756i,0.013351-0.036695i,-0.02154+0.012268i,-0.023441+0.036987i,-0.0093173+0.029398i,-0.0041282+0.0027025i,-0.013469-0.013999i,-0.01727-0.016046i,-0.010309-0.013496i,0.0017226-0.010768i,0.0086475-0.01406i,0.0065764-0.015082i,0.0060885-0.0084257i,0.0062216-0.0032631i
0.02784+0.065184i,-0.00044149-0.20163i,-0.19616-0.50194i,-0.37682-0.53732i,-0.35546-0.33379i,-0.18742-0.18518i,-0.059841-0.19734i,-0.065192-0.22343i,-0.11444-0.1604i,-0.10216-0.067419i,-0.037088-0.019326i,0.018417-0.014023i,0.030185-0.014479i,0.020558-0.0050777i,0.017831+0.00060056i,0.019292-0.0013953i,0.014757-0.0023862i,0.004575-0.0034285i,-0.0056615-0.002786i,-0.0072027+0.003329i,-0.0019199+0.0080021i,0.0035874+0.007721i,0.0070323+0.0053459i
-0.12288+0.14309i,0.10864+0.28573i,0.37407+0.3511i,0.43711+0.29108i,0.26979+0.19766i,0.079114+0.18976i,-0.010277+0.20291i,-0.052217+0.18112i,-0.054236+0.16036i,-0.0039958+0.11215i,0.019168+0.035219i,0.00057261-0.0069522i,-0.0076758-0.014446i,-0.0073474-0.014961i,-0.0051182-0.011567i,0.0016656-0.011577i,-0.0016576-0.013959i,-0.0083591-0.0090571i,-0.0047235-0.00064916i,0.0027448+0.008472i,0.0067582+0.018288i,0.0067941+0.021345i,0.0047825+0.015419i
-0.26263-0.061327i,-0.30896-0.032379i,-0.4493-0.089669i,-0.54206-0.13213i,-0.34677-0.12863i,-0.088065-0.14681i,0.012029-0.10514i,0.06734-0.009083i,0.11888+0.018139i,0.10188-0.010015i,0.042679-0.020018i,-0.0024905-0.012598i,-0.021448-0.0071885i,-0.019493-0.0018157i,-0.0011391+0.000982i,0.018206-0.0056281i,0.031984-0.016567i,0.036936-0.022432i,0.031572-0.018567i,0.022731-0.0094413i,0.0081487-0.0030884i,-0.0069647+0.0020545i,-0.011229+0.0042428i
-0.026808-0.24401i,0.024571-0.20632i,0.25101-0.20805i,0.44793-0.28786i,0.33794-0.29589i,0.092661-0.15559i,0.0035511-0.025041i,0.014619-0.0306i,-0.01703-0.066312i,-0.048545-0.020476i,-0.020277+0.0444i,0.025094+0.062259i,0.042758+0.045284i,0.029623+0.020538i,0.0027722+0.013662i,-0.010859+0.024405i,-0.0082653+0.029758i,-0.006215+0.022682i,-0.0128+0.010171i,-0.023762+0.0039776i,-0.026512+0.0035798i,-0.018162-0.0034647i,-0.0088701-0.0114i
0.24912+0.027234i,0.072547+0.24513i,-0.1245+0.55218i,-0.12256+0.71589i,0.020565+0.57875i,0.068804+0.29898i,-0.012079+0.10692i,-0.090322+0.029148i,-0.10861+0.013692i,-0.075607+0.018562i,-0.034533+0.0016123i,-0.022575-0.019619i,-0.017151-0.013113i,-0.0011409-0.0046541i,0.0040441-0.0055848i,5.5306e-05+0.0010917i,0.0035585+0.010529i,0.013809+0.011493i,0.026675+0.005501i,0.033463-0.0031952i,0.023609-0.010095i,0.0057432-0.0067028i,-0.0028038+0.0037329i
0.090097-0.10709i,0.060758-0.38685i,0.030985-0.7133i,-0.07931-0.75661i,-0.14683-0.44022i,-0.038947-0.14215i,0.062858-0.052662i,0.060857-0.0037721i,0.049793+0.031506i,0.031189+0.0065881i,0.0064824-0.010717i,0.0072986-0.0072769i,0.0042289-0.0097241i,-0.00761+0.00021144i,-0.0044341+0.013506i,0.0010826+0.0097657i,-0.001191+0.0093374i,0.0036087+0.015926i,0.014388+0.013338i,0.020649+0.0058008i,0.023678-0.00084162i,0.023755-0.0055786i,0.018382-0.0054874i
-0.011304-0.021898i,-0.056065+0.041925i,0.050745+0.28845i,0.20258+0.42209i,0.16727+0.28634i,-0.00033942+0.15043i,-0.053776+0.10634i,0.0093112+0.038726i,0.045741-0.028619i,0.027948-0.03463i,-0.0017326-0.00030447i,-0.015484+0.030815i,-0.0078713+0.033537i,0.00095512+0.0058793i,-0.010028-0.032031i,-0.031793-0.049724i,-0.04576-0.043421i,-0.049877-0.025874i,-0.044453-0.0035646i,-0.029588+0.016548i,-0.012105+0.029132i,0.0019771+0.03087i,0.0071439+0.021808i
-0.0055618+0.18955i,-0.051567+0.020196i,-0.2609-0.18957i,-0.44549-0.29762i,-0.34265-0.24256i,-0.086158-0.16976i,0.056442-0.13984i,0.06734-0.1073i,0.039529-0.064482i,0.026494-0.023487i,0.029715-0.0056735i,0.020018-0.013717i,-0.00045149-0.014153i,-0.0071011-0.0022222i,0.0069052+0.0073454i,0.031332+0.0075828i,0.044514-0.0029239i,0.034342-0.0061647i,0.017963+0.0089608i,0.010995+0.028097i,0.0056568+0.032456i,-0.006578+0.021069i,-0.018195+0.0058604i
0.13898-0.080735i,0.41571-0.18656i,0.63595-0.20018i,0.68821-0.21241i,0.45305-0.22487i,0.10655-0.09618i,-0.05985+0.084699i,-0.076325+0.15559i,-0.066784+0.15246i,-0.036156+0.12588i,-0.011535+0.082956i,-0.0015574+0.058246i,0.011117+0.036925i,0.0081665+0.014551i,0.0029221+0.014093i,0.012719+0.013687i,0.016739+0.00088609i,0.010707-0.010605i,0.0037084-0.020868i,-0.0096931-0.023751i,-0.020935-0.013833i,-0.016212-0.0054366i,-0.0024336-0.0060178i
0.036113+0.21873i,-0.084568+0.38701i,-0.35308+0.54962i,-0.3423+0.65845i,-0.053342+0.53884i,0.097781+0.24795i,0.045082+0.065837i,0.0017958+0.022083i,0.0090472+0.0085304i,0.0035899-0.011789i,-0.023162-0.03166i,-0.041768-0.033814i,-0.034098-0.016191i,-0.0035401+0.00053459i,0.020014+0.0053455i,0.017897+0.013465i,0.017251+0.021657i,0.023226+0.011115i,0.020981-0.0029597i,0.016371-0.010957i,0.0050807-0.019724i,-0.0096983-0.019749i,-0.014645-0.0095885i
-0.40925+0.080281i,-0.17314+0.13258i,0.16535-0.15889i,0.20848-0.44736i,0.040607-0.38493i,-0.014398-0.17121i,0.0066405-0.073181i,-0.017271-0.044182i,-0.050101-0.041828i,-0.067117-0.040488i,-0.043115-0.013765i,0.0041134-0.015204i,0.0096869-0.039904i,-0.014028-0.027i,-0.025552+0.018614i,-0.019065+0.055579i,-0.002112+0.064579i,0.020765+0.053655i,0.037169+0.033736i,0.031395+0.017872i,0.01867+0.012447i,0.016041+0.0047535i,0.014667-0.0054194i
-0.10694-0.50934i,-0.25967-0.34547i,-0.24849-0.046415i,-0.15119+0.18686i,-0.10401+0.21851i,-0.1452+0.13235i,-0.16978+0.060381i,-0.128+0.0006686i,-0.090327-0.024123i,-0.043655-0.0039877i,-0.0054785-0.0032009i,-0.013174+0.0060145i,-0.005429+0.030642i,0.015178+0.010186i,0.0065879-0.035626i,-0.012131-0.0623i,-0.027023-0.062202i,-0.036804-0.037977i,-0.034297-0.0066915i,-0.023272+0.010455i,-0.014462+0.014588i,-0.0082651+0.017363i,-0.0031215+0.018589i
0.20536-0.03495i,-0.056181-0.14168i,-0.26609-0.23008i,-0.33462-0.21673i,-0.2154-0.093914i,0.01081+0.0054163i,0.15197+0.0076615i,0.15636-0.023483i,0.12066-0.028572i,0.091969-0.024613i,0.065183-0.027053i,0.046097-0.029171i,0.025866-0.026276i,0.0045017-0.0183i,-0.0047673-0.017935i,-0.0064518-0.021435i,-0.0020852-0.012789i,-0.00058672-0.0042699i,-0.0084455+0.0021896i,-0.0051429+0.015553i,0.0081974+0.020806i,0.012528+0.014894i,0.0092262+0.010532i
0.41528-0.21869i,0.46977-0.30489i,0.57796-0.15727i,0.62837-0.13671i,0.41893-0.27198i,0.079176-0.29155i,-0.11068-0.18259i,-0.13158-0.07534i,-0.09444-0.016824i,-0.063884+0.024076i,-0.032344+0.0641i,0.010592+0.069191i,0.025346+0.034835i,-0.0021928+0.0135i,-0.032576+0.020341i,-0.035904+0.018253i,-0.023442+0.0044673i,-0.0089755+0.00619i,0.011859+0.014371i,0.022418+0.0076259i,0.011678-0.00025532i,0.0025664+0.001468i,0.0054097-0.0019132i
0.55824+0.50629i,0.49278+0.1965i,0.10062-0.0069067i,-0.094861+0.077593i,0.023335+0.21795i,0.14773+0.24709i,0.14626+0.2259i,0.10436+0.16661i,0.054436+0.096273i,0.033197+0.056645i,0.03911+0.0088531i,0.01487-0.032151i,-0.0092995-0.014865i,0.0027195+0.013466i,0.010223+0.021219i,0.000983+0.032353i,-0.0012064+0.032869i,-0.0061721+0.0042832i,-0.024742-0.015206i,-0.028158-0.0018456i,-0.012018+0.0079457i,-0.0053346-0.0043838i,-0.010575-0.018505i
-0.86318+0.73532i,-0.49448+0.8829i,-0.068114+0.64217i,0.035975+0.24078i,-0.085287-0.0075407i,-0.17839-0.05466i,-0.16749-0.03183i,-0.096175-0.0013187i,-0.033607-0.009766i,-0.040691-0.048009i,-0.058203-0.028032i,-0.019311+0.0035524i,0.011263-0.0099263i,0.01383-0.022101i,0.029146-0.017709i,0.046672-0.0044593i,0.049348+0.015424i,0.053528+0.027561i,0.058979+0.022229i,0.03837+0.010833i,0.0040792+0.010522i,-0.013116+0.011985i,-0.019006+0.01249i
-0.46528-0.58676i,-0.35807-0.45303i,-0.18095-0.30639i,-0.049768-0.21851i,-0.038547-0.20676i,-0.10864-0.25955i,-0.14006-0.28156i,-0.085632-0.23688i,-0.031548-0.16757i,-0.028716-0.080517i,-0.043075+0.0113i,-0.042849+0.069706i,-0.022409+0.069578i,-0.0035555+0.024572i,0.0052612-0.028865i,0.012165-0.064847i,0.0055094-0.072051i,-0.013617-0.051703i,-0.028896-0.026269i,-0.036834-0.011555i,-0.037019+0.002242i,-0.024964+0.019642i,-0.0022158+0.025994i
0.076776-0.34576i,-0.082951-0.22617i,-0.19903-0.11823i,-0.13968+0.032738i,0.14066+0.15749i,0.48199+0.21988i,0.58511+0.21899i,0.3444+0.16774i,0.094203+0.1407i,0.050915+0.073206i,0.042416-0.05964i,-0.004104-0.12088i,-0.017374-0.095309i,0.0014654-0.068832i,0.013628-0.062084i,-0.0048817-0.044286i,-0.015835-0.0078091i,0.0009225-0.0047032i,0.0020198-0.028411i,-0.0079896-0.025858i,-0.016479-0.0086586i,-0.032277+0.0031139i,-0.038866+0.013681i
0.32866-0.49501i,0.07144-0.35631i,-0.020476-0.10524i,-0.051944-0.016589i,-0.24313+0.013163i,-0.59504+0.13092i,-0.79798+0.28454i,-0.62563+0.30618i,-0.32583+0.1763i,-0.15311+0.08879i,-0.044813+0.087492i,0.043158+0.07319i,0.059532+0.046564i,0.0004276+0.066023i,-0.066271+0.13443i,-0.074492+0.1542i,-0.058417+0.095001i,-0.052848+0.059038i,-0.025261+0.06369i,0.0022507+0.042127i,0.0013969-0.0013487i,-0.0028591-0.026511i,-0.00047708-0.028639i
1.1181+0.31914i,0.9769-0.041769i,0.7299-0.23884i,0.63352-0.2034i,0.62303-0.10399i,0.63646-0.026407i,0.64433+0.0073422i,0.56058-0.026404i,0.36255-0.066795i,0.15875-0.0627i,0.02803-0.046712i,-0.053805-0.027271i,-0.093688+0.020421i,-0.10179+0.065684i,-0.11844+0.076428i,-0.11969+0.07249i,-0.06527+0.044217i,-0.011499-0.012826i,0.00024435-0.038168i,0.015383-0.014308i,0.045816+0.0027904i,0.059608-0.012566i,0.047266-0.032377i
-2.7787+7.4602i,-0.41679+7.6684i,2.7256+6.5675i,3.8277+2.9279i,2.8673-0.58846i,0.54867-2.1293i,-1.2577-1.2721i,-1.3664+0.1469i,-0.26139+0.70404i,0.82903+0.1166i,0.90824-0.79384i,0.31303-1.3219i,-0.46265-1.8468i,-1.3063-2.5003i,-1.5799-2.5604i,-1.0149-1.6226i,-0.34199-0.56229i,-0.26265-0.030961i,-0.60745+0.25914i,-0.62694+0.55505i,-0.11426+0.68127i,0.45237+0.4123i,0.56811-0.085993i
-0.4319-0.36594i,-0.17769-0.33021i,0.19355-0.30936i,0.36329-0.4078i,0.19532-0.38967i,-0.0022719-0.16431i,-0.039353-0.011208i,-0.022545-0.026831i,-0.015795-0.056165i,-0.0085847-0.022644i,0.0075448+0.025929i,0.021199+0.044479i,0.027834+0.042008i,0.03728+0.038762i,0.049302+0.041845i,0.058721+0.037064i,0.046152+0.0083051i,0.014756-0.010263i,0.0028601-0.0053709i,0.011221-0.00094219i,0.019409+0.007794i,0.030798+0.014733i,0.043893+0.0079735i
-0.11938-0.28589i,-0.04467-0.027701i,-0.00020819+0.23424i,0.086454+0.34476i,0.14021+0.20987i,0.035564+0.10929i,-0.042392+0.19494i,0.016955+0.20523i,0.051887+0.087184i,0.045257-0.0078297i,0.040105-0.068931i,3.2659e-05-0.10035i,-0.034572-0.067882i,0.016535-0.018577i,0.10805-0.024419i,0.12323-0.051889i,0.078315-0.040589i,0.061328-0.01809i,0.062521-0.027377i,0.036527-0.041352i,-0.00042257-0.030333i,-0.018302-0.014163i,-0.020128-0.0076455i
0.27041-0.37837i,0.027074-0.1057i,-0.14501+0.007374i,-0.19932-0.05043i,-0.054367-0.0011907i,0.276+0.073392i,0.50727+0.0063748i,0.45167-0.068381i,0.26222-0.05377i,0.11615-0.0045492i,0.039353+0.017058i,0.0089918+0.016831i,0.022051+0.014023i,0.039036+0.0054017i,0.036389+0.017655i,0.034529+0.039615i,0.020106+0.03465i,-0.0096237+0.022092i,-0.016736+0.017738i,0.002038-0.0038076i,0.011288-0.037941i,-0.0066823-0.050222i,-0.032597-0.037239i
0.62451+0.36455i,0.65232+0.25607i,0.70843+0.080176i,0.63507-0.10572i,0.36413-0.21837i,0.13444-0.22828i,0.034365-0.20398i,-0.031288-0.15234i,-0.064187-0.073327i,-0.051709-0.029148i,-0.032062-0.020932i,-0.025414-0.015076i,-0.021477-0.014632i,0.00035651-0.031737i,0.03183-0.062567i,0.042763-0.084695i,0.018838-0.080729i,-0.012121-0.057646i,-0.019881-0.03202i,-0.0026346-0.012693i,0.026831-0.0053466i,0.045606-0.012706i,0.039098-0.024948i
