-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
-0.00027069+0.0012944i,0.00051922+0.0030239i,0.0010139+0.0031568i,0.0011434+0.00089719i,0.0014027-0.00057043i,0.00032067-0.00084605i,-0.00042719-0.0012181i,3.8266e-05-0.00067204i,0.00051207+0.00057928i,0.00091507+0.00031628i,0.00098666-0.00041091i,5.9342e-05-0.00012727i,-0.00062134+9.9404e-05i,-0.00034382-0.0003376i,-0.00023708-0.00057416i,-0.00057645-0.00047839i,-0.00015477-0.00043227i,0.00075786-0.00020677i,0.0010191-0.00059467i,0.00091123-0.00066663i,0.00032912-0.00037503i,-0.00026511+0.00021904i,-0.00063813+0.00034539i
0.0011019-2.5905e-05i,0.00093406-0.00058701i,-0.00023885+0.00017661i,-0.0017374+0.00050008i,-0.0016199+0.00031882i,-0.00039244-0.00011485i,-6.4222e-05-0.00044467i,-0.00023709-0.00016172i,6.9675e-05+0.00015021i,0.00046898+0.00029229i,0.00029785+0.00072344i,-0.00035735+0.0006046i,-0.00064075+0.00038978i,-3.771e-05+0.0002967i,0.00065675+1.7413e-05i,0.00086299+0.0001483i,0.00063885+0.0002756i,-0.00050383+0.00044142i,-0.00093873+0.00025747i,-0.00039459+2.3184e-05i,-0.00014796-2.245e-05i,-0.00031756+5.1521e-05i,-0.00022295-7.9984e-05i
-0.0001242+0.00046006i,-0.00055909-0.00049645i,-0.00023055-0.00090408i,-0.00030562-0.00033521i,-0.00074793+0.00016304i,-0.00095458+0.00055172i,-0.00081361-0.00042017i,-0.00014823-0.0010258i,-2.251e-06+0.00034738i,8.0268e-05+0.00012402i,0.00018843-0.0014487i,-3.4862e-05-0.0010173i,-3.4128e-05-0.00036281i,0.00046247-0.00025293i,0.00045952-2.3754e-06i,-0.00064111+0.00054112i,-0.0014539+0.00043564i,-0.00083934+0.00024471i,8.0157e-05+0.00010362i,0.00078499-5.998e-06i,0.00050011-7.2244e-05i,-0.00026503-0.00015289i,-0.00059084-9.7403e-05i
5.97e-05-4.8704e-06i,0.00010919+0.00082763i,0.00072025+0.0012077i,0.00041384+0.0010253i,0.00019554+0.00028183i,0.0010259-0.00033524i,0.0007305-0.0007291i,-0.00049185-0.00079576i,-0.00039089-0.00038155i,0.00043095-2.5322e-05i,0.00098434+6.1468e-05i,0.0010508-0.00066004i,0.0006606-0.00088836i,-0.00037534-0.0011634i,0.00012804-0.001208i,0.00032544-0.00045338i,-0.00023434-0.00023661i,0.0002003-0.00080051i,0.00073916-0.0008631i,0.00033789+0.00013859i,-2.5291e-05+0.00034432i,-0.00013782-1.2421e-05i,-0.00025753-0.00038328i
-0.00033855+0.00038842i,0.00035614+0.0012416i,0.00096753+0.0012416i,0.00069893-0.00062655i,0.00050072-0.0017295i,-0.00024905-0.001085i,-0.00030022-0.00022871i,-8.2482e-05+0.00025955i,0.00020305+0.00037346i,0.00061671+0.00062219i,0.00042301+0.00030328i,0.00017014-0.00035238i,0.00010889-0.00073673i,-0.0002318-0.00083159i,-0.00041209-0.001191i,-8.1696e-05-0.0012897i,0.00037079-7.0941e-05i,0.00023656+0.00027997i,-0.00033873-0.00048145i,-0.0003027-0.00056723i,0.00012557-0.00067349i,-0.00017478-0.00028578i,-0.0001526+0.00044571i
-0.00092404+0.0014444i,0.00034053+0.0024646i,0.00088463+0.002182i,0.00024013+0.00049691i,9.8168e-05-0.00081924i,-0.00035357-0.00049504i,-9.2335e-06+0.0005765i,-6.5801e-05+0.00087978i,-0.00060962+0.00096426i,-0.00015548+0.00044598i,0.00042325+0.00014566i,5.9454e-05+0.00078619i,-0.00023788+0.00078038i,0.00010792+0.00019658i,-7.9724e-05-0.00073014i,-9.0182e-05-0.00092317i,-0.00029203+3.9176e-05i,-0.00071669+0.0008403i,-0.0006785+0.00051205i,-0.00036568-9.4796e-05i,0.00032666-0.00028324i,0.00076382+0.00013526i,0.0008417+0.00061206i
-0.00019405+0.0016082i,-0.00032615+0.0022088i,-0.00052755+0.0018022i,-0.00057606+0.00014092i,-0.00042664-0.00096187i,0.0002936-0.00055966i,0.00041158-0.00012723i,0.00037669-4.5355e-05i,0.00067966+3.9917e-05i,2.2698e-05-0.00037711i,-0.00039699-0.0009738i,-0.00069691-0.00075023i,-0.00096402-0.00067038i,0.00012712-0.0010225i,0.00031493-0.00091226i,-0.00014059-0.00057308i,0.00023772-0.00022745i,9.099e-05-2.9833e-05i,0.0004432-0.00026979i,0.0012393-0.00018107i,0.0010256+0.00036676i,0.00061705+0.00092608i,-0.00061501+0.0011715i
-0.002888+0.00012496i,-0.0026273+0.002247i,-0.0021099+0.0031598i,-0.0010338+0.001804i,-0.00036364+1.8788e-05i,9.8046e-05-0.00099215i,0.00091259-0.0012338i,0.00067461-0.0010952i,0.00090867-0.00026999i,0.0011201+0.00091005i,0.0011172+0.0011837i,0.0014665+0.00077397i,0.0020383-0.00031916i,0.001607-0.00099969i,0.00082795-0.0011581i,0.0006235-0.00081463i,0.00074797-0.00017932i,0.00073636+0.0007727i,0.00042412+0.00091511i,0.0001806+0.00060991i,-0.00032642+0.00024505i,-0.0010781-0.00074678i,-0.00045955-0.00075969i
-0.00071617-0.00070212i,-0.00097747+6.0563e-05i,-0.0012828+0.00018089i,-0.00039883+6.4232e-05i,0.0002654+0.00013792i,0.00028925-0.00040709i,0.00060156-0.0012648i,0.00014988-0.0011197i,2.6502e-05-0.00012585i,0.00090442+0.00036314i,0.001225-0.00050377i,0.0011773-0.0010206i,0.00093447-0.00016198i,0.0012604+0.0004358i,0.00089766-0.00010899i,0.00013356-0.0012001i,0.00073907-0.0010802i,0.00056757+0.00029902i,-0.00016754+0.00070872i,-4.2757e-05+0.00066715i,0.00015092+0.00068955i,-0.00059635+0.000122i,-0.00051599-0.00033972i
0.00011762-0.0012647i,-0.00085646-0.00115i,-0.0010288+0.00054331i,-0.00085101+0.00093893i,-0.00016827-0.00011898i,0.00036845-0.000195i,0.00056457+0.00018768i,0.00028083-0.00010035i,4.7908e-05-0.00034503i,-0.00016133+0.00016226i,-5.3984e-05+0.00024959i,4.1165e-05-0.00015626i,-5.5766e-05-0.00061069i,-2.1868e-05-0.00062835i,-0.00015668-0.00011748i,4.0099e-05-0.00014614i,0.00048534+0.00063029i,0.00056742+0.00090332i,0.00017143+0.00022774i,-0.00035821-0.00077831i,-0.00027865-0.00094049i,0.0002912+0.00026951i,0.00022445+0.00076063i
-0.00098015+0.00069654i,-0.00023211+0.0016375i,-0.00055957+0.00081133i,-8.8139e-05-0.00070938i,-0.0002579-0.0012347i,-0.0001689+2.5123e-05i,-0.00013121+0.0010043i,-0.00036845+0.00061029i,-0.00076372-0.00038635i,-0.00014555-0.00089458i,0.0004306-0.00065684i,-0.00012305-0.00011701i,-0.00032095+0.00069642i,-0.00034277+0.0001694i,-0.00055484-0.00093056i,-0.00030238-0.00047828i,-3.9289e-05-3.9707e-05i,-0.00010979-0.00028523i,-0.00090562-0.00029841i,-0.00048734-6.1831e-05i,0.00041994+0.00064965i,0.00025411+0.00082981i,-9.5226e-05+0.00012478i
-0.00050705+6.4331e-05i,2.054e-05+0.00090449i,0.00086397+0.00061743i,9.8688e-05-6.0615e-05i,-0.00058127+0.00015571i,-0.00011742+0.00065458i,0.0004118+0.00025228i,0.00060088-0.00011782i,-0.00036247-0.00030263i,-0.00082777-0.00067051i,-0.00034947-0.00015825i,0.00017016+0.00021695i,8.7939e-05-0.00039085i,-0.0001946-0.00014751i,-0.00052321+0.00062512i,-0.00088753+0.00049921i,-0.00088275-0.00035735i,-0.00017178-0.0010678i,0.00061116-0.00011186i,0.0008335+0.00015852i,0.00044837-0.0011489i,-1.8096e-05-0.0015474i,-0.00038807-0.00054867i
-0.0011619+0.00015053i,-0.0010674+0.00057549i,-0.0015124+0.00094725i,-0.0011963+0.00057656i,-0.00031537+0.00034157i,0.00041792+0.0003005i,6.6367e-05+0.00045478i,-0.00024847+0.0002621i,0.00033874+5.4817e-05i,0.00023453+0.00048684i,-0.00020593+0.00034903i,-0.00013541-0.00030846i,2.406e-05-0.0012383i,0.00060277-0.001487i,0.0010621-0.00047531i,0.00057763+0.00055845i,-0.00035069+0.0010039i,-0.00044518+0.00095124i,-0.00026851+0.00088035i,-0.00040188+0.00021084i,-0.00081769-0.00077046i,-5.3221e-06-0.00040991i,0.00086758+0.00052119i
-0.0022071-0.00034058i,-0.003061-0.00010687i,-0.0017805+0.0010198i,-9.0593e-05+0.00043498i,0.0005224-0.00040095i,-0.00021723-0.00032101i,-0.00038172+0.00011116i,-0.00014611+0.00033367i,-0.0003182-5.5181e-05i,0.00016529+2.7873e-06i,0.00021374+0.0002484i,-0.00054465+0.00010262i,-0.00083477-6.2395e-05i,-8.2555e-05-0.00060542i,0.00019324-0.0018336i,0.00023727-0.00089934i,0.00046346+0.00040488i,0.00019289-4.5812e-05i,0.00036451-0.00040805i,0.00067409-0.00034269i,0.001105-0.00036155i,0.0010779+0.00029271i,0.00048083-0.00015407i
0.0011216-0.00027305i,0.0013219-0.00027678i,0.0014399-0.0002574i,0.00058876-0.0016888i,-0.0011018-0.0024119i,-0.0014024-0.00091312i,-0.00022179+0.00013764i,0.00057604-0.00012121i,0.00090591-0.00050794i,0.00056656-0.00043837i,-0.00028754-4.9207e-06i,-0.00063155-0.0005414i,-0.0004413-0.00063428i,-0.00040406+0.00054153i,-0.00025724+0.0014387i,-0.00027234+0.00086801i,-8.3893e-05-9.3543e-06i,-0.00018139-1.2386e-05i,-0.00033384-0.00035247i,4.1586e-05-0.00032479i,0.00017847+0.0002054i,0.00032604+0.00018582i,0.00037722+8.4854e-05i
-0.0011721+0.00074291i,-0.00071143-8.8002e-05i,0.00011258+0.00043253i,0.00037858+0.00034995i,0.00030781-0.00010355i,-0.00042236+0.00011815i,-0.00024673+0.00092777i,-0.00011571+0.0012121i,-0.00028498+0.0014763i,-0.00019002+0.0013758i,0.00027604+0.00049778i,0.00023598-0.00020299i,-0.00042426-0.00088511i,-0.00026427-0.00072408i,-0.00030484-0.00020244i,-0.00056911-0.00020987i,2.6222e-05-0.001058i,0.00061163-0.00095072i,0.00027679-0.00038088i,7.2201e-05-0.00021469i,8.495e-05+4.216e-05i,0.00020439-0.00033845i,4.4996e-05-0.0005864i
-0.00086112+0.0023742i,-0.00071696+0.0021763i,0.00073942+0.00083616i,0.00099212-0.0003618i,0.00076568-0.00058075i,0.00080276-0.00030153i,0.00044422-0.00042215i,-2.2599e-05-0.00057549i,-0.00020907-5.0774e-05i,-0.00034691+3.2796e-05i,-0.00061101+0.0002895i,-0.00079725+0.00064687i,-0.00049887+0.00085653i,-0.00037084+0.00058266i,-0.00050817+6.7466e-05i,-1.6894e-05+7.5076e-05i,4.9719e-05-0.00049963i,0.00026589-0.00084081i,-0.00011999-0.00067319i,-0.00052966-0.0005183i,-0.00023488+0.00022593i,9.63e-05+0.00047742i,0.00010527-6.7406e-05i
-0.002404+0.00055671i,-0.001646+0.00050575i,0.00015727+0.00062798i,0.0011986+0.00033794i,0.0016173-0.00068776i,0.0012475-0.00019289i,0.0015898+0.00030758i,0.0012153-8.8922e-06i,0.0002133-0.00030638i,-0.0002059-0.00053289i,-0.00012999-0.00052345i,-0.00031155-0.00044523i,9.985e-06-0.00011512i,0.0002632-0.00040139i,-0.00016263-0.00075967i,0.00033705-0.00055402i,0.00077274-0.00049671i,0.00050687-0.00065031i,-0.00015033-0.00049969i,8.194e-05-0.00045463i,0.00064289-0.0005054i,0.00016663-0.00041238i,-0.00017387-0.00033i
-0.0017806-0.00043458i,-0.001773+0.00088347i,-0.0012775+0.0020792i,-0.0015909+0.0010484i,-0.0014022-0.00023458i,-0.0004165-0.00038009i,-0.00072557-0.00020359i,-0.00060027+0.0002702i,-3.0963e-05+0.0011011i,1.226e-05+0.00070431i,-6.6269e-05-0.00033509i,0.00034704-0.00048997i,0.00052972-0.00049297i,0.00038589-0.00077471i,0.00023975-0.00026707i,-8.0469e-05+0.00025722i,-0.00044793+7.2148e-05i,-0.00042555+0.00017353i,-0.00025271+0.00018129i,-1.8656e-07+0.0004991i,0.00060098-7.0014e-05i,0.00031472-0.00062808i,-0.0010061-0.00077472i
0.0011381-0.00031169i,0.00035294+0.00049915i,-0.0004914-2.3991e-05i,-0.00031865-0.0011203i,-0.00057619-0.00095438i,-0.00077701-0.00052996i,9.5773e-05+0.0002152i,0.0002713+0.00032594i,0.00039035-0.0001802i,-0.00013818+1.5092e-05i,-0.00086707-0.0002099i,-0.00053063-0.001011i,-0.00043563-0.00074i,-0.00080396-0.00014134i,-0.00029015+0.00038951i,0.00037226+0.00066763i,0.0010772+0.00076498i,0.0015839+0.00092904i,0.00058895+0.0002608i,-0.0003637-0.00042489i,-6.1445e-05-0.00021478i,0.00058964-0.00024344i,0.00016592+8.6121e-05i
0.00065908+0.00083246i,0.00057206+0.0003212i,0.001271-0.00051081i,0.00033746-0.00078458i,-0.0010396-9.0749e-05i,-0.00067893+5.0868e-05i,0.00099885-0.00034024i,0.0015146+2.5196e-05i,0.00094055-1.6468e-05i,-0.00038441-0.00051767i,-0.00087559-0.0003784i,0.0002281+0.00065834i,0.00054831+0.00055507i,-0.00022178-0.00066396i,-0.00037911-0.00087144i,-0.00025603-0.00032664i,-0.0002564-5.2016e-05i,4.9964e-05-0.00028147i,0.00031049+0.00024872i,0.00013531+0.00090738i,0.00079409+0.00033029i,0.0011345-0.00040571i,0.00069651-0.00027392i
-0.00043952+0.0024166i,-0.00058331+0.0032963i,0.00015011+0.0027177i,0.00092908+0.00079419i,0.00053386-0.00032831i,-5.7499e-05-0.00047927i,-0.00037614-0.00013998i,-0.0006426+0.00026516i,-0.00041554+8.2026e-05i,0.00019204-1.3717e-05i,0.00047271+0.00053042i,-0.00026126+2.2541e-05i,-0.00062158-0.00078049i,-0.00078289-0.00097593i,-0.00054037-0.00058086i,0.00021637-0.00016695i,0.00090634+0.00065958i,0.00095873+0.0010647i,-9.1617e-05+0.00047159i,-0.00054171-0.00033262i,0.00044563-0.00032471i,0.0011067+0.00056464i,-6.461e-05+0.00066825i
-0.0014336+0.0014358i,-0.0018502+0.0006105i,-0.0018339+0.0015797i,-0.00057633+0.0018809i,0.0005423+0.00069176i,0.0010429-0.00057146i,0.00019619-0.00061275i,-0.00054263-0.0001535i,-0.00068014+0.00012799i,-0.00017118+8.2724e-05i,0.00060716-0.00034864i,0.00060558-0.00047825i,-5.9455e-05-0.00034365i,-0.00038934-0.00047361i,-0.00053293-0.00081795i,-0.00017408-0.00049827i,-0.00022017-0.00013333i,0.00016533-5.635e-05i,0.00033771+0.00053219i,0.00073514+0.00032577i,0.00095474-0.00051942i,-0.00077545-0.00058589i,-0.0017141-0.00030969i
-0.0012665+0.00038939i,-0.00073693+0.00070415i,-0.0015423+0.00030308i,-0.0020594-0.00020057i,-0.0012484-0.00047726i,-0.00058589-0.00018146i,-0.00038126-0.00017236i,-0.0007057+0.00011427i,-0.00026296+9.3822e-05i,0.00055162+0.00047777i,-0.00012167+0.00085092i,-0.00057532+0.00017452i,0.00049728+0.00024127i,0.00079708+0.00067025i,0.00055744+0.00060331i,0.00046356+0.00050257i,-0.0003317+0.00016091i,-0.00053296-0.00019204i,-0.0004669+0.00031i,-0.00070899+0.00057238i,-0.00016502+0.00062309i,0.00016919+0.0010361i,-0.0006643+0.00095552i
-0.0018332+9.9225e-05i,-0.0010521+0.0012826i,0.00077536+0.0017176i,0.00048083+0.00064454i,-0.00033588-0.00034153i,-0.00012932-0.00047241i,0.00071789+5.8132e-05i,0.00108-0.00028913i,0.0011166-0.00044018i,0.00067379+0.00016615i,-0.00079787-0.00015548i,-0.0014267-0.00077694i,-0.0011236-0.00049043i,-0.00056183+5.7358e-05i,-5.6927e-05+5.324e-05i,-0.00012782-0.00054461i,-0.00019243-0.00017775i,-0.00050151-0.00013988i,-0.00043308-0.00044311i,0.00013071-0.00030685i,0.00012433-0.00035129i,0.00051601-0.00042438i,0.00098864-0.00020113i
-0.00043007-0.0012858i,-0.0011004+0.00041047i,-0.0017809+0.0017896i,-0.0016359+0.0017912i,-0.00080815+0.0011548i,-0.00011594+0.0005619i,-0.00044071+0.00049122i,1.3433e-05+0.00040624i,0.00029748-0.00034477i,-0.00035817-0.00033754i,4.8806e-05-0.00014381i,0.00023643+0.00031625i,-2.4249e-05+0.00097263i,-0.00069603+0.00090021i,-0.00072158+0.00049509i,-0.00023825-0.00024091i,-0.00037183-0.00036085i,-0.0003803+0.00039705i,-0.00023933+0.00022059i,-0.0001248+0.00013674i,-0.00011767+0.0004028i,-0.00056422+0.00043986i,-0.00022285-0.00058302i
0.00071479-0.00025214i,-0.00026801-0.0007833i,-0.00070958-0.0014692i,-0.0010156-0.0018021i,-0.0008241-0.0013956i,-0.00023782-0.00092538i,-0.00029949-0.0006909i,-0.00037737+0.00041771i,-0.0003401+0.00075591i,0.00021555+5.4514e-05i,0.00082533-7.0546e-05i,0.0007605+0.0004388i,0.00044371+0.00076016i,-0.00034492+0.00046608i,-0.00077675+0.00019334i,-0.00064877+0.00013372i,-9.6521e-05-0.00010733i,9.6626e-05+4.1141e-05i,-6.4056e-05+0.00088057i,-4.3019e-05+0.0010445i,0.00049035+0.00039997i,0.00018749-0.00050419i,-0.00037187-0.00097175i
0.00027791+0.0018721i,0.001248+0.0019462i,0.0024776+0.0017152i,0.0021648+0.00026314i,0.00013561-0.00064284i,-0.00082939-0.00042459i,-0.00011801+0.0004037i,0.00055927+0.0010244i,0.00022702+0.00027101i,0.00016817-0.0006219i,0.00061869-0.00082071i,0.00039555-0.00030468i,-0.00012992-0.00012759i,-0.00077631-0.00047786i,-0.00075894-0.00043159i,-0.00059711-0.0002437i,-0.00083958+0.00025315i,-0.00055785+0.00085514i,2.6128e-05+0.00056618i,-3.6571e-05-0.00041839i,-0.00049279-0.0014985i,0.00013196-0.0013066i,0.00061506-0.00034566i
-0.0017986+0.00044272i,-0.0023748+0.00028013i,-0.0027392-7.7264e-05i,-0.0022585+0.00033471i,-0.0010866+0.00057483i,0.00025652+0.00048414i,0.00023018+0.00020177i,-0.00022563+6.1284e-05i,-0.00043557+0.00023209i,0.00034183+0.00022467i,0.0010809+0.00019386i,0.00096055+7.2445e-05i,0.00065823-0.00039727i,-0.0001034-0.00010361i,4.0449e-05+0.00029436i,0.00092701-1.4449e-05i,0.0014365-0.00059117i,0.0013196-0.00070711i,0.0007071-2.0788e-05i,3.1132e-05+0.00010082i,2.8839e-05+2.9284e-05i,0.00038733+0.00051281i,0.00058081+0.00035643i
6.1924e-05+0.0018785i,0.00039962+0.0012903i,0.0012809+8.4441e-05i,0.0011881-0.0015404i,0.00071852-0.0024709i,0.00025639-0.0022633i,-0.00026284-0.001187i,-0.00061248-1.3072e-05i,-0.00077576+0.00058067i,-0.00012757+3.6535e-05i,-0.00012453-4.2121e-05i,-0.0007544-0.00037723i,-0.0013526-0.00043524i,-0.0015928-0.00028006i,-0.00090124-0.00033078i,-7.8156e-05-0.00024905i,0.00059647+0.00028045i,0.00047752+0.00062073i,-0.00013638-0.00057947i,-0.00040192-0.0014192i,-0.000368-0.00030858i,-0.00016365+7.4402e-05i,-5.4665e-05-0.00030763i
-0.00084159+0.00034365i,-0.0010375+0.00077462i,-0.00096107+0.00089348i,0.00038062+0.0011402i,0.00072822+0.00091664i,0.00047897+0.00094896i,0.0010633+0.00045717i,0.00129+6.1208e-06i,0.00054358+3.9734e-05i,-0.00016972+9.7506e-05i,-0.00040681-0.00016873i,-0.00020395-0.00017519i,-0.00023126-0.00055443i,-0.0007819-0.00085139i,-5.9539e-05-0.00019515i,0.00084791+0.00045569i,0.00022167+0.00058904i,-0.00045846+0.00049893i,-0.00060432+0.00020625i,-0.00089015-3.6015e-05i,-0.00063673-0.00065436i,-0.00035106-0.00087427i,-0.00025306-0.0001517i
-0.0030639+0.0011263i,-0.0031329+0.0018489i,-0.0017149+0.0028806i,-0.0010033+0.0017623i,-0.00050735+0.00014217i,-0.0007966-0.00033041i,-0.0011516+0.00024042i,0.00036448+0.00013154i,0.0013455-0.00023406i,0.00085866+0.00013921i,0.00064925+0.00058603i,0.0009797+0.00026721i,0.00033465+0.00041938i,-0.00078642+0.00026962i,-0.00052682-0.00089326i,0.00024551-0.0011227i,0.0004634-0.00069403i,9.765e-05-0.0012074i,9.0032e-05-0.001191i,0.00060562-0.00021527i,0.00073936+0.00043721i,-7.0764e-05+3.1496e-05i,0.00010344-0.00044596i
-0.00042785-0.00098411i,-0.00093509-0.00090823i,-0.00077291-0.00088781i,-0.00035852-0.0008573i,0.00012637-0.00047787i,5.1507e-05-1.339e-05i,-0.00010832+0.00010598i,-0.00012975-0.0003819i,-0.00018251-0.00054815i,-5.7263e-05-0.00050709i,0.0001133-0.0009233i,0.00019179-0.00019507i,-0.00026311+0.00065638i,-0.00036387+0.00078485i,-4.461e-05+0.00084206i,-0.00077479+0.00084632i,-0.0013191+0.0007401i,-0.00066491+0.00022665i,0.00040227+0.00051986i,0.00063666+0.00072184i,0.00029984-0.00022635i,0.00011505-0.00036293i,-0.00030769-0.00021813i
1.0744e-05+0.0012877i,0.00058949+0.00050936i,0.00052428+0.0013069i,0.00032241+0.0010397i,-0.00026253-0.00063289i,-6.8445e-05-0.0011366i,0.00050759-0.0010064i,0.0005159-0.00058844i,-6.0768e-05-0.0003123i,-0.00064498-2.3762e-05i,-0.0005996+0.00026803i,-0.00039339+0.0005642i,-0.00081639-8.3375e-05i,-0.00039295-0.00062655i,3.4672e-05-0.00052894i,-0.00051715+0.00032313i,-0.00076601+8.737e-05i,-0.00072559-0.00063529i,-0.00093909-0.00068043i,-0.00050517-0.00043787i,0.00024383-9.724e-05i,0.00043724+5.7258e-07i,0.00023452+0.00049499i
-0.002507+0.0023146i,-0.0017165+0.0022621i,-0.00015393+0.0022654i,0.00055069+0.001347i,0.00025696+0.00018438i,-0.0002802+5.2468e-05i,-0.00019317-0.0004357i,-6.9152e-05-0.0010113i,-0.00043301-0.00066538i,0.00026067-0.00021565i,0.001236-0.00027576i,0.0017443-0.00037261i,0.0013051-0.00013266i,0.0004576+0.00066184i,0.00056132+0.0011408i,0.0012032+0.00053866i,0.0010929-0.00049097i,2.7423e-05-0.00025461i,-0.00026888+0.00028419i,-0.00019722+0.00023164i,-0.0003006-8.8121e-06i,-0.00041464-0.00034208i,-0.00035296-0.0005933i
-8.9489e-05-8.5959e-07i,0.00038042+0.00041359i,8.4885e-05+0.00088759i,-7.1383e-05-0.00014868i,-0.00022946-0.0008124i,-0.00020796-0.00040359i,0.00037579-0.00061903i,0.00052101-0.00045741i,0.00019754+0.00068205i,0.00014487+0.00077339i,0.00032515-0.00023823i,0.00018499-0.00055997i,6.9754e-06+2.8397e-05i,9.1645e-05+0.00026599i,0.00017631+0.00044363i,-0.00033801+0.00087268i,-0.0005472+0.001006i,-0.00020014+0.00054659i,0.00019472+0.00016436i,0.00051127+0.00013331i,0.00043423+0.00065624i,0.00050555+0.00033742i,0.00092709-0.00038218i
-0.00099688-0.00036186i,-0.0015366-0.00068322i,-0.0018512-0.0004925i,-0.0013407-0.00053904i,-0.00087557-3.1653e-05i,-0.00017197+0.00075901i,0.00056417+0.00041978i,0.00040438-0.00025075i,-0.00026941-0.00029448i,-0.00070788-0.00022301i,-0.00031904-4.9865e-05i,0.00037765+0.00013009i,0.00063433-0.00046675i,0.00088947-0.00028201i,0.00074889+0.0006171i,0.0001341+0.00088341i,-0.00054358+0.00035753i,-0.00035806+0.00057189i,-0.00029174+0.00043588i,-0.0005711-0.00022714i,-0.00030459+4.8093e-05i,0.00019846+0.00069383i,0.00013597+0.00080044i
-9.7685e-05-0.00054103i,-0.0016973-0.00014695i,-0.0022172+0.00061785i,-0.0010605+0.0013581i,-0.00023823+0.00084423i,-0.00024-0.0004415i,9.9585e-05-0.001141i,0.00073135-0.00052124i,0.00089051-9.9802e-05i,0.0011014+0.00034459i,0.0010494+0.00096532i,0.00076915+0.0015399i,0.0003313+0.0017786i,0.00080277+0.00061133i,0.00070331-9.4214e-05i,-9.6966e-05-0.00011454i,-0.00043687-0.00034528i,-0.0010528-0.00057591i,-0.0012946-7.6627e-05i,-0.00084341+0.00042778i,-0.00090709+0.00074236i,-0.00086409-9.4301e-06i,-0.00088145-0.00043848i
-0.0012892+0.0015541i,-0.0010559+0.0025722i,-0.0010753+0.0022993i,-0.00057712+0.00098256i,-6.6757e-05-0.00023732i,0.00011093-0.0010723i,0.00038107-0.00083988i,0.00020306-0.0006363i,0.00014277+3.449e-05i,0.00041167+0.0004146i,0.00087983+0.00020801i,0.0010804+0.00026802i,0.00077368-0.00018961i,0.00067193-0.00040183i,0.00069677+0.00015357i,0.00056072+0.00042593i,0.00070242+8.1918e-05i,0.00027462-0.00023389i,-0.00045024-0.00049587i,-0.00080975-0.00090391i,-0.0001507-0.00066022i,0.00068762+0.00024517i,0.00029295+0.00030719i
-0.0022355-0.0016476i,-0.0016505-0.00099778i,-0.0011579-0.00086091i,-0.0008472-0.00090592i,0.00028388+0.00018152i,0.0013151+0.00098611i,0.0011929+0.00078314i,0.00058005-0.00014662i,0.00011957-0.00010293i,0.00044735+0.00050079i,0.00073877+0.00026113i,0.00012371+0.00038233i,0.00083375-0.00017821i,0.001703-0.00061356i,0.00049065-1.3905e-05i,-0.00098018+4.4297e-06i,-0.0012784-0.00045981i,-0.00060296-0.00038212i,-6.9259e-05-0.00043748i,-3.392e-05-0.0011883i,-0.00025918-0.00079111i,-0.00049349+0.000296i,-0.00015084+0.00062946i
0.00090194+4.5228e-05i,0.0003213-3.5365e-05i,-0.00078259+8.2753e-05i,-0.00085452-0.00040429i,-0.00053527-0.0005384i,-0.00078554+0.00037919i,5.6224e-05+0.00022159i,0.00015147-5.2632e-05i,-0.00011292-0.00048117i,-0.00026296-0.0010391i,-0.00064955-2.3915e-05i,-0.00042912+0.0011274i,-0.00022+0.0011823i,5.3517e-05+0.00038309i,5.9381e-05+0.00022031i,-4.1624e-05+0.00094428i,9.1175e-05+0.00064435i,0.00036201-0.00025989i,-1.3525e-05+0.00045207i,-0.00023891+0.00077093i,0.00052276-0.00010484i,0.0007348-0.00053278i,0.00019891+2.7638e-05i
0.0023939+0.00063897i,0.0013287+0.00094851i,0.00020943-9.6255e-05i,8.5338e-05-0.0014446i,8.7933e-05-0.0015721i,0.00024507-0.00092967i,0.00058602-0.00083776i,-3.3932e-05-0.00085207i,-0.00053352-2.8023e-05i,6.0696e-05+0.00049252i,0.00066637+0.00066904i,4.4264e-05+0.00066419i,-0.00037722+0.00030289i,-0.0002181+0.00014068i,-0.00043801+9.6964e-05i,-0.0007147+0.0003459i,0.00017267+1.1184e-05i,0.000435-0.00046525i,0.0001694-2.0322e-05i,0.00090398-0.00019813i,0.0013108-0.00055362i,0.0012998-0.00056483i,0.00069579-0.00053485i
