-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
-0.58303-0.21397i,-0.23312-0.097649i,0.080788-0.13516i,0.087372-0.15799i,0.019842+0.010551i,0.054271+0.1906i,0.12068+0.20793i,0.15189+0.090437i,0.11212-0.039586i,0.039559-0.091549i,0.011672-0.10279i,0.017746-0.11113i,0.025767-0.09838i,0.033772-0.075871i,0.023859-0.05444i,-0.014733-0.019318i,-0.054613+0.032551i,-0.050162+0.073728i,-0.011431+0.064677i,0.0020321+0.025684i,-0.015653+0.012226i,-0.015991+0.019257i,0.010212+0.011211i
0.39401-0.79369i,0.24347-0.6475i,0.091011-0.34737i,0.0988-0.21175i,0.12818-0.35543i,0.085687-0.54469i,0.021381-0.51374i,-0.012545-0.30185i,0.0036656-0.12446i,0.022339-0.06294i,0.0032437-0.050581i,-0.037622-0.028959i,-0.066776-0.00096716i,-0.071432+0.022303i,-0.057113+0.043246i,-0.022662+0.04911i,0.023831+0.020874i,0.040798-0.02528i,0.013362-0.042408i,-0.0042473-0.027358i,0.013828-0.017167i,0.037586-0.014717i,0.046441-0.010561i
0.50139+0.51767i,0.36259+0.49327i,0.07781+0.26873i,-0.14902+0.19484i,-0.2004+0.36213i,-0.14198+0.55534i,-0.061129+0.53753i,-0.019202+0.32907i,-0.029861+0.16183i,-0.010082+0.10252i,0.042474+0.059475i,0.066337+0.017643i,0.06659-0.0096531i,0.054221-0.032599i,0.034912-0.043772i,0.016149-0.047458i,-0.021012-0.046564i,-0.061176-0.026296i,-0.060462-0.0016595i,-0.038029-0.0023097i,-0.03973-0.018116i,-0.063469-0.022391i,-0.07566-0.0058427i
-0.19577-0.32212i,-0.14444-0.38512i,0.13957-0.3349i,0.33325-0.31511i,0.34803-0.35631i,0.25968-0.35211i,0.13109-0.23246i,0.059136-0.11234i,0.034833-0.09531i,-0.0062867-0.10421i,-0.029739-0.083283i,-0.022211-0.064648i,-0.015738-0.040194i,-0.023176-0.0053348i,-0.041742+0.017059i,-0.046205+0.036189i,-0.013437+0.051713i,0.035505+0.03585i,0.056029+0.0032158i,0.047165-0.0031382i,0.042044+0.015686i,0.047651+0.028002i,0.046299+0.019757i
0.33703+0.1855i,0.14065+0.17213i,-0.062532+0.30342i,-0.10024+0.3372i,-0.18204+0.21813i,-0.31788+0.10892i,-0.30818+0.062136i,-0.14842+0.054868i,-0.014202+0.03101i,0.014089+0.010502i,0.019279+0.027822i,0.025265+0.037071i,0.002845+0.027425i,-0.010014+0.014233i,-0.00063401-0.0068977i,0.0099706-0.023323i,0.017973-0.037173i,0.012559-0.050548i,-0.001395-0.045697i,-0.0083492-0.037241i,-0.016709-0.039576i,-0.028979-0.039073i,-0.038701-0.025115i
-0.11997+0.66925i,0.17389+0.36161i,0.15446-0.014322i,-0.0068528-0.03142i,0.044256+0.1409i,0.18626+0.19827i,0.18787+0.1107i,0.065182+0.015603i,-0.010083+0.015625i,0.03058+0.02846i,0.060942-0.01106i,0.033355-0.036071i,0.0072631-0.028536i,-0.013566-0.021859i,-0.027637-0.010229i,-0.030902+0.012586i,-0.029658+0.044015i,-0.015626+0.062743i,-0.0015449+0.048316i,0.00022319+0.024293i,-0.0014948+0.0072349i,-0.0056418-0.0026917i,-0.013083-0.0078983i
-0.67932-0.45571i,-0.56122-0.26256i,-0.24215-0.12779i,-0.035263-0.16343i,-0.027133-0.24037i,-0.06972-0.27155i,-0.079661-0.20919i,-0.042877-0.080864i,0.010697-0.022106i,0.00030011-0.035667i,-0.030137-0.019967i,-0.013689+0.0014329i,0.0083905-0.015722i,0.0080765-0.037254i,-0.0024768-0.040111i,-0.0048679-0.035851i,0.0065863-0.037785i,0.01492-0.040352i,0.017757-0.031219i,0.025165-0.014787i,0.037428+0.0014592i,0.044251+0.0090481i,0.035738+0.00099568i
0.36614-0.32912i,0.46283-0.1564i,0.39296+0.0077541i,0.21635+0.067567i,0.038943+0.097465i,-0.083199+0.16098i,-0.088878+0.17934i,-0.02844+0.090168i,-0.0096731+0.012583i,0.017645+0.015233i,0.066645-0.01518i,0.047283-0.067745i,0.00039021-0.049757i,0.0018925-0.0098099i,0.02607-0.0019073i,0.032307+0.00040939i,0.010022+0.012751i,-0.018755+0.017418i,-0.027507+0.0063959i,-0.028122-0.0078458i,-0.037494-0.010565i,-0.044723+0.0045672i,-0.031467+0.02797i
0.043137-0.29151i,-0.19015-0.22221i,-0.23054-0.10323i,-0.082677-0.033969i,0.095352-0.050794i,0.20545-0.11002i,0.19377-0.12499i,0.10097-0.055248i,0.052083+0.017862i,0.044619+0.031207i,0.042786+0.040969i,0.056218+0.056182i,0.0518+0.045278i,0.016604+0.041155i,-0.018637+0.056867i,-0.029582+0.062682i,-0.0075217+0.040459i,0.021705+0.010845i,0.029274+0.009237i,0.025788+0.019299i,0.020003+0.010257i,0.0079702-0.0071811i,-0.0083143-0.015165i
0.75076+0.5183i,0.70199+0.39421i,0.41289+0.19468i,0.1307+0.12238i,0.028907+0.18362i,0.040798+0.21475i,0.051611+0.15209i,0.040552+0.052472i,0.0029879-0.00051504i,-0.026811+0.019708i,-0.0071255+0.047163i,0.016143+0.023374i,-0.0078665-0.021276i,-0.049757-0.045552i,-0.059817-0.050326i,-0.038758-0.048609i,-0.017891-0.03588i,-0.0075344-0.021016i,-0.006983-0.019448i,-0.0095758-0.016969i,-0.0097104-0.0059295i,-0.020744+0.0026675i,-0.039601+0.0088346i
-0.7743+0.22747i,-0.74838+0.1152i,-0.41758+0.023407i,-0.16802-0.053294i,-0.18834-0.079378i,-0.25693-0.0050239i,-0.21422+0.069505i,-0.12782+0.063853i,-0.082913+0.016797i,-0.084466-0.011281i,-0.10132+0.004337i,-0.086999+0.046973i,-0.028977+0.06531i,0.019349+0.041166i,0.022986+0.012762i,0.013441+0.013607i,0.014698+0.025217i,0.018006+0.028761i,0.016583+0.026229i,0.01442+0.014799i,0.023651-0.0027607i,0.043367-0.023909i,0.052051-0.044196i
0.04974-0.34219i,0.12521-0.17539i,0.10499+0.076506i,0.11466+0.10571i,0.15359-0.044041i,0.1254-0.17929i,0.060424-0.20441i,0.045457-0.1341i,0.078913-0.077194i,0.086725-0.074379i,0.065158-0.085295i,0.029031-0.095981i,-0.015547-0.086894i,-0.033985-0.061629i,-0.028413-0.041125i,-0.029546-0.024117i,-0.039862-0.014321i,-0.049948-0.013924i,-0.050497-0.0084614i,-0.044644+0.0096534i,-0.045201+0.03879i,-0.043532+0.067842i,-0.022905+0.076534i
0.12405+0.11149i,0.075705-0.098443i,-0.12809-0.22526i,-0.1888-0.061781i,-0.071714+0.11373i,0.032931+0.15449i,0.049861+0.14424i,0.0037795+0.11746i,-0.031513+0.10714i,-0.013075+0.089209i,0.004517+0.052372i,0.011821+0.031196i,0.021399+0.020687i,0.02625+0.019334i,0.030391+0.019255i,0.029777+0.013219i,0.032093+0.013652i,0.041502+0.0099579i,0.039485-0.0089951i,0.024717-0.033739i,0.0094107-0.052848i,-0.0084788-0.055949i,-0.02482-0.037308i
-0.18667+0.064032i,0.035918+0.26471i,0.25579+0.18519i,0.20262+0.030081i,0.066903+0.032092i,0.02756+0.069581i,0.036637+0.044904i,0.053458-0.0086954i,0.025815-0.05058i,-0.013138-0.025043i,0.0078336+0.019176i,0.041955+0.015865i,0.030889-0.0085523i,-0.0064586-0.01231i,-0.02601+0.0033927i,-0.019048-0.00083665i,-0.01622-0.024204i,-0.02129-0.030934i,-0.015665-0.016028i,-0.0038173+0.0011014i,0.0027058+0.0078325i,1.6575e-05+0.0077319i,-0.0031688+0.0096034i
0.02421-0.46689i,-0.28246-0.37126i,-0.34977-0.10501i,-0.22667+0.0001862i,-0.1422-0.071455i,-0.10681-0.11017i,-0.072744-0.096916i,-0.062994-0.062342i,-0.045056-0.023408i,-0.034452-0.026398i,-0.063734-0.025918i,-0.080392+0.01922i,-0.048375+0.052109i,-0.01497+0.032213i,-0.014824-0.0022817i,-0.014843-0.0025726i,0.002971+0.015706i,0.013803+0.020953i,0.013396+0.016404i,0.011481+0.012091i,0.010458+0.010788i,0.0051235+0.001637i,-0.010878-0.01529i
0.10853+0.18506i,0.052426+0.11277i,0.036664+0.019484i,0.051019-0.04037i,0.032766-0.0025149i,-0.011856+0.061084i,-0.031088+0.079039i,-0.0044592+0.046632i,0.0099241-0.0072386i,0.0026633-0.029122i,0.012692-0.042597i,0.0094167-0.069818i,-0.019262-0.066988i,-0.025014-0.035796i,-0.0094843-0.011567i,-0.0026955-0.00064396i,0.00025728-0.0025881i,0.0045583-0.014842i,-0.00070138-0.022302i,-0.0095587-0.022073i,-0.010236-0.019706i,0.0010512-0.014458i,0.015619-0.0087911i
0.35641+0.0086533i,0.33928-0.24497i,0.16408-0.21328i,0.10755-0.0049848i,0.17115+0.070733i,0.18815+0.027827i,0.12147-0.00085445i,0.046168+0.0217i,0.036385+0.043696i,0.050139+0.021306i,0.040632+0.013153i,0.034888+0.025722i,0.03063+0.017938i,0.014822+0.0038457i,0.0042163-0.0084622i,-0.0023299-0.016682i,-0.0052481-0.0053335i,4.1528e-05+0.0098064i,0.0028367+0.0096437i,0.0014976+0.0055408i,0.00068544+0.0048194i,0.0007965+0.0079881i,0.0070612+0.01337i
-0.29029+0.77419i,0.044708+0.76273i,0.12902+0.41059i,-0.071092+0.18542i,-0.23912+0.18725i,-0.25432+0.18734i,-0.17047+0.11924i,-0.08795+0.036231i,-0.067384+0.00038348i,-0.055776+0.0094384i,-0.026439-0.001388i,-0.0052043-0.028388i,0.0038233-0.038762i,0.010016-0.027915i,0.025282-0.0053741i,0.040638+0.003672i,0.033119+1.21e-05i,0.016216+0.003153i,0.012912+0.0032534i,0.016142-0.008794i,0.016066-0.017722i,0.0098729-0.012142i,-0.0006697+0.00017927i
-0.6899-0.9892i,-0.77244-0.69368i,-0.48551-0.30218i,-0.16566-0.21575i,-0.028301-0.30044i,0.0064026-0.31724i,-0.0061358-0.24558i,-0.016021-0.1484i,0.010965-0.093911i,0.022055-0.079724i,0.0034712-0.04339i,-0.010278+0.0057112i,-0.013356+0.02417i,-0.023178+0.018786i,-0.045827+0.019446i,-0.054775+0.032312i,-0.041683+0.028265i,-0.030494+0.0073174i,-0.024189-0.00010024i,-0.012543+0.0098852i,-0.0024787+0.023771i,-0.0042848+0.028999i,-0.014006+0.026184i
0.73456-0.032614i,0.55921-0.024941i,0.25811-0.032069i,0.065317+0.027735i,0.0090239+0.15829i,0.041059+0.24796i,0.10164+0.22083i,0.10079+0.13772i,0.053611+0.095532i,0.041148+0.0743i,0.05229+0.025735i,0.052756-0.018326i,0.044309-0.025143i,0.033148-0.020974i,0.0214-0.028418i,0.011363-0.035336i,0.012386-0.026356i,0.019494-0.0095702i,0.017974+0.0014254i,0.0055403+0.0029599i,-0.011677-0.0074538i,-0.021253-0.024824i,-0.016844-0.037359i
0.03445+0.22575i,-0.017122+0.074373i,0.063591-0.0040774i,0.15345-0.049413i,0.13753-0.12677i,0.04619-0.16973i,-0.054696-0.13677i,-0.075394-0.073405i,-0.033174-0.049511i,-0.01152-0.036336i,-0.0036461+0.004297i,0.0011876+0.034894i,-0.0099395+0.036885i,-0.017724+0.028612i,-0.012923+0.018761i,-0.010139+0.0081163i,-0.011331-0.0008166i,-0.01026-0.0072051i,-0.0055337-0.010537i,0.0017335-0.0094003i,0.014614-0.0034489i,0.029289+0.0080678i,0.032023+0.018246i
0.27404+0.48124i,0.36421+0.34293i,0.14294+0.2372i,-0.096452+0.263i,-0.15224+0.29537i,-0.10666+0.2499i,-0.046769+0.16438i,-0.030401+0.11478i,-0.033974+0.11311i,-0.021088+0.087527i,-0.02573+0.032738i,-0.033219-0.0018738i,-0.018325-0.020892i,-7.0762e-05-0.03454i,0.012982-0.039616i,0.024496-0.031465i,0.031305-0.0099649i,0.026982+0.0070681i,0.012046+0.0092884i,-0.002215+0.00098165i,-0.0085454-0.0075864i,-0.013654-0.0071368i,-0.014965+0.003044i
-0.97297-0.18625i,-0.82966-0.12272i,-0.46165-0.16672i,-0.20924-0.27163i,-0.12637-0.2931i,-0.087665-0.20421i,-0.043792-0.11706i,-0.021603-0.11494i,-0.033114-0.13577i,-0.040096-0.097764i,-0.01312-0.040162i,0.012857-0.015035i,0.017311-0.0075267i,0.01516+0.011172i,0.014114+0.043438i,0.0085747+0.062956i,-0.0089558+0.050992i,-0.028591+0.027122i,-0.027591+0.013727i,-0.0066831+0.0091483i,0.0082666+0.0067303i,0.0046199+0.0039886i,-0.0083312-0.0031881i
0.47073-0.69991i,0.45496-0.53219i,0.31156-0.22973i,0.16788-0.021307i,0.069326+0.066977i,0.038014+0.079225i,0.053206+0.042326i,0.05651+0.028149i,0.058633+0.048504i,0.060744+0.039976i,0.044216+0.015875i,0.036232+0.013474i,0.039588+0.016921i,0.017928+0.0080193i,-0.022907-0.010433i,-0.048421-0.024518i,-0.037493-0.020889i,-0.004749-0.011415i,0.013688-0.0072823i,0.0087218+0.001547i,-0.0030585+0.012957i,-0.0062576+0.015898i,0.00070294+0.0081524i
0.23525+0.56682i,0.113+0.57849i,0.045559+0.3451i,0.046544+0.083299i,0.057589-0.078365i,0.026085-0.11242i,-0.020679-0.06219i,-0.034149-0.030322i,-0.033925-0.030144i,-0.027261-0.019165i,-0.017332-0.0078358i,-0.028118+0.00048834i,-0.043235+0.015732i,-0.032379+0.017745i,-0.0060958+0.0034127i,0.012942-0.014429i,0.01105-0.030814i,-0.0018532-0.03756i,-0.0088889-0.033507i,-0.0088426-0.027849i,-0.003307-0.027284i,0.0024426-0.027413i,0.0022909-0.014629i
0.040006+0.022177i,-0.0092253-0.11812i,-0.061986-0.10396i,-0.0773-0.000437i,-0.056758+0.055833i,-0.051615+0.058693i,-0.051956+0.069132i,-0.033339+0.096406i,0.00017832+0.099677i,0.015752+0.064575i,0.0089946+0.031762i,0.0041362+0.012786i,0.0018285-0.0048829i,-0.0034616-0.017058i,-0.0083968-0.020348i,-0.0034208-0.0079089i,0.011915+0.015322i,0.019952+0.031587i,0.017914+0.037624i,0.017265+0.032266i,0.014158+0.019861i,0.0052768+0.013399i,-0.00075428+0.0089988i
-0.34846+0.19379i,-0.24557+0.13446i,-0.11763+0.0092941i,-0.057468-0.061628i,-0.016826-0.026336i,0.023238+0.029805i,0.035209+0.020473i,0.0037221-0.046782i,-0.054304-0.075477i,-0.071089-0.038941i,-0.041574-0.0076484i,-0.014247-0.0078167i,-0.0016284-0.013021i,0.01088-0.0055596i,0.02806+0.0073154i,0.032512+0.010975i,0.012575+0.0085866i,-0.0066772+0.0066065i,-0.011265+0.0012285i,-0.01147-0.0064143i,-0.0059635-0.0094911i,0.0039407-0.009736i,0.0047678-0.0088937i
-0.19709-0.62356i,-0.099309-0.5108i,0.031149-0.27255i,0.049654-0.13976i,-0.044607-0.070363i,-0.11047-0.016782i,-0.096824+0.0025666i,-0.05187+0.0070623i,-0.016232+8.9487e-05i,-0.007609-0.012026i,-0.0059083-0.0019258i,0.0086543+0.01801i,0.014984+0.020726i,-0.0031568+0.020622i,-0.026687+0.032187i,-0.034143+0.042027i,-0.021133+0.03382i,-0.0026663+0.010835i,0.0078137-0.0028073i,0.016297+0.0049687i,0.022534+0.016041i,0.019687+0.019216i,0.016731+0.014903i
0.5461+0.19859i,0.44634+0.31839i,0.22585+0.29651i,0.12633+0.164i,0.12417+0.0087819i,0.11397-0.09227i,0.085645-0.11327i,0.060214-0.092923i,0.045651-0.071898i,0.03511-0.066862i,0.0030576-0.068582i,-0.031503-0.051471i,-0.034774-0.026287i,-0.02396-0.019927i,-0.022755-0.033128i,-0.026735-0.049265i,-0.0289-0.048555i,-0.027878-0.029802i,-0.023846-0.0097654i,-0.025368-0.0014807i,-0.034225-0.0016233i,-0.041124+0.00010543i,-0.037008+0.0089641i
-0.079111+0.19727i,-0.21197+0.060088i,-0.24074-0.084278i,-0.1731-0.10223i,-0.10033-0.058068i,-0.07331-7.467e-05i,-0.065464+0.076275i,-0.027384+0.10949i,0.012955+0.078307i,0.028865+0.044925i,0.035963+0.02723i,0.033766+0.016854i,0.024852+0.012672i,0.017209+0.0053122i,0.012555+0.0020626i,0.019413+0.013076i,0.031846+0.025138i,0.035+0.027102i,0.029918+0.02535i,0.025112+0.018783i,0.025463+0.0056701i,0.025557-0.010233i,0.01322-0.021623i
-0.043401+0.093292i,0.074093+0.016552i,0.17926-0.0326i,0.1734-0.0014158i,0.12256+0.062244i,0.084007+0.066963i,0.037716+0.0086371i,-0.0017235-0.023912i,-0.015409-0.011611i,-0.016387+0.0086457i,-0.0088294+0.012139i,-0.004726-0.0025267i,-0.0084439-0.014428i,-0.009799-0.015334i,-0.0097444-0.016764i,-0.016096-0.020608i,-0.025499-0.019882i,-0.02729-0.018358i,-0.025914-0.01978i,-0.022923-0.015189i,-0.011246-0.0060691i,0.0054874+0.00035894i,0.018947+0.0028571i
-0.40719-0.14087i,-0.35641-0.078582i,-0.20418+0.007257i,-0.13051-0.0025042i,-0.14275-0.014679i,-0.1079+0.035286i,-0.040364+0.054469i,-0.033074+0.037883i,-0.049029+0.0314i,-0.038909+0.02479i,-0.014705+0.017901i,0.0064431+0.014729i,0.012563+0.0091431i,0.010439+0.01129i,0.020661+0.022009i,0.034531+0.026786i,0.032342+0.023526i,0.017111+0.01846i,0.0066968+0.015271i,0.0092682+0.013373i,0.011122+0.014771i,0.0043509+0.024085i,-0.0028638+0.031149i
0.26745-0.32633i,0.23584-0.26078i,0.13389-0.096947i,0.11235-0.01693i,0.088478-0.055223i,0.0080185-0.092607i,-0.025813-0.089485i,-0.0011848-0.089143i,0.017388-0.097467i,0.0065229-0.094761i,-0.018683-0.071858i,-0.029674-0.040813i,-0.017721-0.018543i,-0.0096621-0.010399i,-0.026546-0.007805i,-0.047594-0.0072032i,-0.044032-0.0073111i,-0.020839-0.0052467i,-0.0047316-0.0035543i,-0.012296-0.00021335i,-0.02971+0.0067543i,-0.038396+0.0080113i,-0.035141+0.0021722i
0.2477+0.20199i,0.15656+0.14741i,-0.025093+0.019803i,-0.10173-0.036781i,-0.046673-0.068766i,0.0042668-0.076423i,0.011639-0.014195i,0.015901+0.035347i,0.029099+0.037857i,0.046189+0.024296i,0.048685+0.0097611i,0.039077+0.010037i,0.032098+0.017604i,0.023483+0.011758i,0.020939+0.0020052i,0.031144-0.0028153i,0.034489-0.0071132i,0.021756-0.010547i,0.0069919-0.011424i,0.0040025-0.014209i,0.0089976-0.025848i,0.0088245-0.04015i,0.00042976-0.04139i
0.020068+0.15242i,0.13298+0.070611i,0.22454-0.049952i,0.19604-0.036168i,0.13097+0.070488i,0.066401+0.1123i,0.0069369+0.079703i,0.0054812+0.041991i,0.02125+0.018769i,0.016609+0.016977i,0.015915+0.012391i,0.0074186-0.0045048i,-0.011193-0.0053017i,-0.018435+0.00078723i,-0.024402+0.0023873i,-0.035642+0.0075719i,-0.039103+0.012227i,-0.031854+0.011633i,-0.018602+0.0072623i,-0.0039851+0.0032423i,0.0089391+0.0058565i,0.023117+0.013468i,0.035429+0.014002i
-0.32696+0.17437i,-0.3097+0.31163i,-0.15488+0.33648i,-0.074926+0.18486i,-0.080114+0.04067i,-0.032935-0.00054387i,0.011704-0.016791i,-0.017601-0.0012852i,-0.035851+0.041945i,-0.013409+0.049701i,0.0033016+0.033333i,0.0098241+0.018378i,0.0084068+0.0052794i,0.0094587+1.0623e-05i,0.023756-0.0081281i,0.03585-0.019803i,0.038145-0.017699i,0.033873-0.0053599i,0.022482+0.0053279i,0.0094969+0.011655i,0.0021421+0.015807i,-0.0021841+0.022274i,-0.0053792+0.030927i
-0.21759-0.39231i,-0.32346-0.41307i,-0.30841-0.25486i,-0.16211-0.1015i,-0.060837-0.020535i,-0.073923+0.04195i,-0.066354+0.067223i,-0.023723+0.022503i,-0.021971-0.028115i,-0.039686-0.030359i,-0.038832-0.013512i,-0.024891-0.0017947i,-0.0090209+0.0033322i,-0.0026445+0.0080487i,-0.0083746+0.020701i,-0.014104+0.031096i,-0.01374+0.023722i,-0.0090274+0.0026656i,-0.0052173-0.013238i,-0.010223-0.014663i,-0.020928-0.0075767i,-0.031156-0.0050837i,-0.037363-0.0090423i
0.40534-0.17204i,0.43223-0.26071i,0.26178-0.25157i,0.10034-0.17997i,0.038315-0.18753i,-0.016073-0.22866i,-0.069015-0.17543i,-0.061146-0.077103i,-0.012422-0.031109i,0.016338-0.034314i,0.015221-0.0308i,0.011892-0.010221i,0.0079254+0.00058916i,-0.0058862+0.0022288i,-0.015094+0.0020825i,-0.011355-0.0022026i,-0.0050481-0.002185i,-0.0068248+0.0053379i,-0.010706+0.011766i,-0.0057829+0.0065495i,0.0011431-0.0094173i,0.0052535-0.023279i,0.0082426-0.028235i
0.23719+0.24421i,0.32769+0.22813i,0.28455+0.10379i,0.1727+0.066319i,0.13118+0.13782i,0.14227+0.15887i,0.13375+0.10265i,0.10463+0.034843i,0.060939+0.00092175i,0.033922+0.0065981i,0.028127+0.0043676i,0.0057614-0.0030665i,-0.014541+0.0046187i,-0.016883+0.003198i,-0.020573-0.0022155i,-0.023532+0.0042715i,-0.018555+0.011282i,-0.0041225+0.011173i,0.011034+0.0039965i,0.017453-0.0022598i,0.020575+0.00056297i,0.024592+0.0087703i,0.025582+0.012904i
-0.19238+0.34485i,-0.14673+0.5005i,0.0027487+0.40905i,0.037768+0.15329i,-0.040621+0.00024794i,-0.07287-0.023398i,-0.073317-0.017665i,-0.070991+0.014745i,-0.030062+0.038164i,0.0052039+0.026591i,0.013587+0.016461i,0.014141+0.0029698i,0.004457-0.011798i,0.00027213-0.011036i,0.0046811-0.013899i,0.0039887-0.02325i,0.0050437-0.025317i,0.0079147-0.021765i,0.0033909-0.012898i,-0.0032208+0.0010511i,-0.004766+0.010155i,-0.005955+0.014722i,-0.0061468+0.019429i
-0.48475-0.15915i,-0.68988-0.14184i,-0.61568-0.0017088i,-0.32104+0.10288i,-0.086072+0.10647i,0.0012295+0.097403i,0.049079+0.076564i,0.05734+0.026842i,0.017572+0.01282i,-0.008957+0.030272i,-0.014418+0.030473i,-0.010387+0.021003i,0.0017896+0.010264i,0.0091086+0.00024351i,0.012921+0.00066356i,0.015344+0.0071018i,0.0064405+0.010565i,-0.0077152+0.010059i,-0.012734+0.0057258i,-0.011837+0.000307i,-0.014315-0.00083048i,-0.020471+0.00011239i,-0.024357+0.00041529i
0.18063-0.48068i,0.21706-0.68858i,0.15435-0.64745i,0.056179-0.44414i,-0.037646-0.28994i,-0.13171-0.20407i,-0.18395-0.10372i,-0.1462-0.023341i,-0.072178-0.01531i,-0.039088-0.03813i,-0.02818-0.036041i,-0.011496-0.022299i,-0.0083232-0.014039i,-0.017596-0.00083983i,-0.02329+0.01372i,-0.02196+0.020289i,-0.010425+0.020905i,0.003033+0.021348i,0.0090728+0.020006i,0.0087034+0.0126i,0.0043523+0.00023599i,0.0024189-0.014158i,0.0037967-0.024308i
0.44446+0.10406i,0.60531+0.16015i,0.5107+0.17614i,0.30306+0.17762i,0.21194+0.15505i,0.20957+0.061413i,0.18993-0.044134i,0.12528-0.085674i,0.058166-0.055641i,0.040461-0.01685i,0.037058-0.011053i,0.01657-0.0040413i,0.0052865+0.005198i,-0.00029262-0.0067949i,-0.0095839-0.022172i,-0.014607-0.025942i,-0.016289-0.023236i,-0.013087-0.02264i,-0.006677-0.0237i,-0.0030846-0.019614i,0.0010418-0.0094449i,0.0065304+0.0040205i,0.010032+0.016534i
-0.011264+0.41207i,0.01022+0.53453i,0.032472+0.35476i,-0.013429+0.065644i,-0.087786-0.03075i,-0.10303+0.038672i,-0.083123+0.10332i,-0.047198+0.10032i,-0.0079567+0.052062i,0.0053123+0.015247i,0.0094564+0.0037964i,0.0074682-0.014372i,-0.0022807-0.025706i,-4.8899e-05-0.017359i,0.0059487-0.0089293i,0.0051673-0.0041514i,0.0035027-0.0024329i,0.0011659-0.0028391i,-0.0023385+0.00042499i,-0.00079675+0.0056512i,0.0046318+0.0066874i,0.0047202+0.0044867i,0.00011309+0.0021121i
-0.45513+0.091749i,-0.63576+0.19448i,-0.48429+0.29234i,-0.14639+0.27054i,0.0379+0.13214i,0.060764+0.0035281i,0.060547-0.06321i,0.052978-0.065855i,0.0388-0.015668i,0.030756+0.023988i,0.019113+0.031794i,0.015121+0.032169i,0.021789+0.022813i,0.022467+0.0045813i,0.016265-0.01035i,0.010463-0.014686i,0.0053234-0.0066501i,0.0022588+0.0059199i,0.0017364+0.011287i,-0.0010081+0.0071137i,-0.0060929+0.0029149i,-0.01016+0.0020653i,-0.0084224+0.0033729i
-0.13155-0.47276i,-0.21127-0.71737i,-0.25519-0.69187i,-0.23476-0.44331i,-0.16122-0.19531i,-0.10782-0.031972i,-0.088566+0.07041i,-0.057963+0.093615i,-0.039341+0.04908i,-0.046032+0.0087166i,-0.040633-0.0054386i,-0.024276-0.015661i,-0.01733-0.013601i,-0.012545+0.0050601i,-0.0035763+0.022279i,0.006034+0.026027i,0.014853+0.016975i,0.018941+0.0052521i,0.013902-0.0022237i,0.0051258-0.0048075i,-0.0015863-0.0054821i,-0.0046743-0.0096543i,-0.0073662-0.013429i
0.43688-0.13701i,0.66763-0.14173i,0.65798-0.036713i,0.45899+0.068586i,0.26057+0.057829i,0.12486-0.043094i,0.043816-0.13056i,-0.00025113-0.13139i,-0.0097187-0.073193i,0.009868-0.034312i,0.021632-0.021565i,0.021009-0.0031734i,0.018664+0.0062093i,0.0067474-0.0010712i,-0.0091398-0.011461i,-0.021054-0.01712i,-0.030055-0.014048i,-0.034707-0.0080834i,-0.029407-0.0055202i,-0.016993-0.0055034i,-0.0054224-0.00435i,0.0053282+0.0019815i,0.011719+0.010535i
0.15563+0.34153i,0.15328+0.46798i,0.021483+0.3467i,-0.12314+0.11631i,-0.14603+0.042073i,-0.055283+0.10162i,0.02819+0.14191i,0.052214+0.10788i,0.0323+0.04418i,0.0078384+0.013794i,0.0026173+0.0042965i,-0.0068597-0.010492i,-0.017017-0.014438i,-0.0089141-0.0074616i,0.0056284+0.00058374i,0.016339+0.0076978i,0.021609+0.0090557i,0.022606+0.0069169i,0.021562+0.0038249i,0.019541+0.0011881i,0.016926-0.00016534i,0.0099347-0.0015571i,-0.00021143-0.0043126i
-0.2722+0.23504i,-0.34888+0.33307i,-0.16856+0.30315i,0.085251+0.1601i,0.12147+0.0034704i,0.008133-0.093287i,-0.059764-0.11509i,-0.042958-0.077546i,0.006291-0.031923i,0.031016-0.012539i,0.026122+0.00087466i,0.025938+0.014868i,0.026823+0.01344i,0.015157+0.0013887i,-0.0014076-0.0074131i,-0.012328-0.0091116i,-0.012567-0.0065453i,-0.0075503-0.0024393i,-0.004903+0.001291i,-0.0052656+0.0024915i,-0.0055101+0.0035845i,-0.0038469+0.00527i,0.0019132+0.004451i
