-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
0.00025511-0.0022654i,-0.00046904-0.0029897i,-0.001557-0.0017274i,-0.0015057+0.00025103i,-0.0011181+0.00068277i,-0.0012711-5.1819e-05i,-0.0010308-0.0006346i,-0.00018983-0.00055494i,0.00074642-0.00027435i,0.00038181-8.4765e-05i,-0.00031097+8.6981e-05i,-0.00031784-2.243e-06i,-0.00041864+0.00018903i,-0.0008694+2.7982e-05i,-0.00055454-0.00067992i,-0.0003517-0.00079828i,-0.00056197-0.00089039i,7.8647e-05-0.00077063i,0.00030667-0.00040535i,0.00032146-0.00010903i,8.8546e-05-0.00028699i,0.0001063-0.00084555i,0.00012852-0.00097399i
-0.00046922-0.0024718i,-0.0016466-0.0016637i,-0.001885-0.00037016i,-0.001708+0.00056919i,-0.0011524+0.0013325i,-0.00048355+0.001174i,0.00051467+0.00060809i,0.0013395+0.00012568i,0.0006681+0.00039326i,-0.00014513+0.0010233i,0.00014799+0.0012798i,0.00010567+0.0014111i,0.00028802+0.0015785i,0.00012502+0.00088914i,-0.000518-0.00040328i,-0.00063354-0.00010917i,-0.00041041+0.00097689i,-0.00083615+0.00084886i,-0.00093126+0.00040502i,-0.00036271+1.1344e-05i,-0.00024842-0.00035355i,-0.00064103-0.00025869i,-0.0006931-3.3022e-05i
-0.0012642-0.002564i,-0.00093932-0.0014382i,0.00065871-0.00050707i,0.00069572-0.00036687i,6.5261e-05-0.0012934i,-0.00040298-0.0021308i,-0.00036958-0.002319i,0.00042506-0.0012783i,0.00075201+0.00015747i,0.00053704+0.00032205i,3.1466e-06+0.00025347i,-0.00067177-0.00032448i,-0.00076241-0.0009399i,-0.00023054-0.00060158i,-0.0004848-0.00037635i,0.00019186-0.0010041i,0.001549-0.0008434i,0.0014177+0.0001023i,0.00056162+0.00083145i,-0.00020494+0.00082243i,0.00067399-6.1721e-05i,0.001076-0.00026448i,-4.3419e-05+8.1836e-05i
0.0040074-0.0036877i,0.0032701-0.0025263i,0.0016667-0.00038827i,0.00085877-0.00031603i,0.00077308-0.00067067i,-0.0002962-0.00080522i,-0.0018289-0.0012445i,-0.0011596-0.0010372i,0.00042137-0.00087483i,0.00089131-6.6192e-05i,0.00066825+0.00086526i,0.00030994+0.00089807i,0.00035559-0.00015987i,0.00089495-0.00069166i,0.00056173-0.0006012i,-0.00020226-0.00057199i,-0.00036246+4.5353e-05i,-0.0007758+0.00055825i,-0.0009373-0.00043386i,-0.00020515-0.00098268i,0.00043421-0.00044175i,0.00030936+0.00031836i,-0.00020307+0.00079121i
0.0024508+0.0023051i,0.0028539+0.0013716i,0.0027058+0.0020015i,0.0024312+0.0018667i,0.0026972+0.0012137i,0.0019979-0.00022735i,0.000825-0.00075461i,-0.00063858-0.00014063i,-0.0014728+0.00042794i,-0.00026521+0.00087072i,0.0015688+0.00081905i,0.0014121+0.00033769i,0.00037282-0.00032461i,0.00047585-0.0010708i,-4.1575e-05-0.00090021i,-0.00045035-0.0006094i,-7.647e-05-0.00065773i,-0.00031542-0.00044893i,-4.6844e-05-4.5365e-05i,0.00050889+0.0003861i,0.00039116+0.00046082i,0.0007314+8.5921e-05i,0.00091312-0.00060796i
-3.2597e-05+0.0023127i,-0.0015646+0.0026279i,-0.002098+0.003613i,-0.0012301+0.0028447i,-0.00067927+0.0014084i,-0.0004472+3.3698e-06i,-0.0010609-0.00078022i,-0.00086389-0.00084071i,5.0768e-05+0.00010722i,0.00026313+0.00096607i,0.00073083+0.00056672i,0.0010812-2.7624e-05i,0.00078147-0.00018883i,0.00082625-0.0005455i,0.00035058-0.0012579i,1.9757e-05-0.00017973i,0.00043311+0.0011275i,0.00054834+0.00089598i,0.00031078+0.00012515i,-6.4932e-05-0.00021948i,-0.00030438+0.00035512i,-0.00014221+0.0010258i,-0.00032946+0.00092539i
-0.0059426+0.00091735i,-0.006739+0.0030007i,-0.0047574+0.0070645i,-0.00023717+0.0069203i,0.003527+0.004464i,0.0042238+0.00075019i,0.0015897-0.00087369i,-0.0002489-0.0006059i,-0.00042382+0.0010818i,0.00080879+0.0021422i,0.0022869+0.00054788i,0.0020842-0.00083971i,0.0011114-0.0022819i,0.000365-0.0035385i,0.00065447-0.0035501i,0.0015264-0.002837i,0.00099508-0.0014724i,-0.00066697-0.00023094i,-0.0013867-0.00014968i,-0.0010071+0.00044303i,-0.00092392+0.00095146i,-0.00036731+0.00042048i,0.0003633-3.0601e-05i
0.0038612-0.001336i,0.0042297-0.0033452i,0.002266-0.0050876i,-0.001164-0.0040882i,-0.0046529-0.0031388i,-0.0059524-0.00092449i,-0.0040416+0.0011083i,-0.0015293+0.0015186i,-0.00030093-0.00016419i,-0.0009958-0.0015062i,-0.0013125-6.4802e-05i,-0.00070716+0.001022i,-0.00045192+0.0018163i,-0.0013647+0.0034382i,-0.0016121+0.0029693i,-0.00063307+0.0014197i,0.00030589+0.0010912i,0.00080658+0.0012777i,0.0011828+0.0016529i,0.0011928+0.00098377i,0.00014434+6.3185e-05i,-0.00045894-0.00038396i,-0.00061365-7.194e-05i
0.00069203-0.0038105i,0.0017776-0.003781i,0.0010133-0.003862i,-0.0018698-0.0022794i,-0.0031488+0.00029387i,-0.0027839+0.0024899i,-0.0017004+0.0021325i,0.00026246+0.0010904i,0.0015381+0.00024379i,0.00015349-5.9734e-05i,-0.00072184+0.00026885i,0.00032144+0.00057837i,0.00087268+0.00035433i,1.7179e-05+0.00095016i,-0.00045149+0.0014542i,4.2205e-05+0.00026783i,0.00033722-0.00017953i,-0.00042406+0.00022293i,-0.00046436+0.00011714i,0.00050132-0.00015253i,0.00051963-0.00013764i,-0.00055405+0.00032038i,-0.00091635+0.00030616i
0.0041466-0.0034977i,0.0015487-0.0034257i,-7.2449e-05-0.0037362i,0.00042034-0.0032017i,-8.717e-05-0.0025016i,-0.0010363-0.0012983i,-0.00050374-0.00026339i,0.00040375+0.00024173i,0.00028616-0.00070342i,0.00038191-0.0013177i,0.00055882-0.0012028i,0.00049106-0.00064461i,0.00017093+0.00045159i,-0.00053132+0.00039446i,-0.00088031-0.00015399i,3.5406e-05+8.6797e-05i,0.0003785-2.1404e-05i,-0.00041165-0.00085974i,-0.00024984-0.00094653i,0.00021594-0.00091311i,-0.00013425-0.0013831i,0.00023273-0.0013257i,-0.0004504-0.00070858i
0.0037114-0.0019014i,0.0026126-0.0022208i,0.00035421-0.0022593i,-0.0014139-0.00088578i,-0.0024535+0.00057761i,-0.0032321+0.0020316i,-0.0023002+0.001133i,-0.00075104-0.0001803i,0.00021861-0.00055605i,0.00037924-0.0002574i,2.1071e-05+0.00018764i,0.0007258+0.00017002i,0.0010777+0.00086065i,0.00052651+0.00083234i,0.00091254+0.00072263i,0.0010887-7.0867e-05i,0.00049853-0.00065941i,0.00069312-2.5037e-05i,0.001159+0.00015457i,0.00095674+0.00035483i,0.0006851+0.0003424i,-0.00024188+0.00040253i,-0.00041564+0.00099112i
0.001991+0.0018043i,0.0016754-0.0002841i,0.0015508-0.00079365i,0.0018255+7.8865e-05i,0.0010097-0.00047241i,-0.00088541-0.0014737i,-0.0013516-0.00094008i,-0.0003863-0.00061614i,-1.9736e-05-0.00058995i,0.00040842-0.00028825i,0.00075955-0.0001178i,0.00013801-0.00017828i,-0.0011108-0.00063775i,-0.0016349-0.00091243i,-0.0015768-0.0013534i,-0.0010783-0.0017558i,0.00045309-0.0010636i,0.0013464-0.00034248i,0.00090289-0.00021399i,0.00021014+0.00033392i,0.00062587-3.9183e-05i,0.0013921-0.00070738i,0.0011739-0.00034012i
0.00062364-0.00044082i,-0.00077127-0.00044613i,-0.0020255-0.00051045i,-0.0018751-0.00055762i,-0.001156-6.6071e-05i,-0.0018214+0.00026077i,-0.0016517+0.00039679i,-0.00063139+0.0010768i,-0.00040035+0.00081819i,-0.00020122+0.00027467i,-0.00018069+0.00044834i,8.4587e-05+0.00064723i,0.00087562+0.00090015i,0.0012692+0.00043079i,0.0010488-4.489e-06i,0.00067122+0.00020057i,0.00027975-0.00018699i,0.00013512-0.00033962i,6.8893e-05-0.00024103i,-4.3637e-05+4.2055e-05i,-0.00032535+0.00039741i,-0.00085325+0.00025636i,-0.00061182-4.3804e-05i
0.0001982-0.0026647i,0.00021255-0.0025695i,0.00047193-0.0013767i,0.00059499+0.00053328i,0.00049625+0.00050699i,0.0005656-6.6117e-05i,0.00026723-0.00015984i,0.0006243-0.00017585i,0.00068709+0.00043191i,-8.9115e-05+0.00059256i,-0.00059743-0.00019142i,-0.00045688-0.00046965i,0.00053856+0.00046846i,0.00043819+0.00054739i,0.00025175-0.00039603i,-0.00023829-6.3241e-06i,-0.0014616+0.00067672i,-0.00161+0.00059876i,-0.00087219+0.00048031i,0.00046769+0.0003016i,0.0010069+0.00012009i,0.00047037+0.00013677i,-0.0007963+0.00027458i
0.00014732-0.0012253i,-0.00058977-0.0016689i,-0.0015198-0.0009461i,-0.0014968-0.00037681i,-0.0012724-0.00046119i,-0.002188+0.00017253i,-0.0015047+0.00016488i,0.00030688+0.00014748i,0.0009249+0.0010125i,0.00063815+0.0013896i,0.00022728+0.0012979i,0.00016659+0.00089216i,6.1114e-05+0.00099315i,0.00024564+0.0011429i,0.00068535+0.000723i,0.00062784+0.0001816i,-0.00045792-0.00025685i,-0.00037031-0.00020352i,0.00077238-0.00055477i,0.0009201-0.00088716i,0.00047018-0.0010248i,0.00020091-0.00080596i,-0.00029363-0.00052883i
0.00041919-0.0030961i,0.0011231-0.0030196i,0.0012132-0.0021373i,0.0005503-0.00027104i,-0.00051709+0.0011017i,-0.00062451+0.0013551i,-0.00044013+0.0010835i,-0.00059639+0.00081749i,-0.00036336+0.00028521i,8.5508e-05-3.2149e-05i,0.00016025+5.4252e-05i,0.00015832-0.0003786i,0.00049219-0.00050305i,-5.1385e-05-0.00061908i,-3.0151e-06-0.00056179i,0.00037635-0.00015271i,0.00020091+2.0536e-05i,-5.6941e-06+0.00059265i,-7.3546e-05+0.00038847i,-0.00023998-0.00026087i,-0.00054581-0.00013793i,-0.00094314+0.00010163i,-0.00039772+0.00048216i
0.0025868-0.002064i,0.0025369-0.0019889i,0.0013405-0.0008731i,0.0011895-0.0002785i,0.00092685-0.00081753i,0.00041325-0.0018107i,-0.00013606-0.0014787i,-0.0008148-0.0006096i,-0.0007191+0.00011357i,-0.00013975-0.00010761i,-9.7511e-05-0.00017586i,0.00038991+0.00021744i,0.00060798+0.00030076i,-0.00012223-0.00014501i,3.5467e-05-0.00075399i,0.00060195-0.00068159i,0.00064104-0.000633i,0.00089363+1.3234e-05i,0.0010038+6.3457e-05i,0.00088477-0.0002805i,0.00047588-0.00010464i,-0.00030692-5.2316e-05i,-0.00045156-2.9509e-05i
0.002496+0.0010422i,0.0023668+0.0020394i,0.0019133+0.0017085i,0.00071392+0.00034216i,-0.00021762-0.0003423i,-0.0012656+0.00065728i,-0.001826+0.00062913i,-0.00027673+0.00047446i,0.00087858+0.0010685i,0.00076883+0.0010424i,0.00021042+0.00054658i,0.0007155-4.7846e-05i,0.0010444-0.00032419i,3.3707e-05-0.00032386i,-0.0011842-0.00076367i,-0.0014634-0.0010491i,-0.00054785-0.00063025i,4.5697e-05-0.00066241i,-0.00019098-0.00040416i,-0.00035559+6.7872e-05i,-0.00015867-0.00065949i,-0.0005072-0.00055556i,-0.00035907-9.0852e-05i
0.00014437-0.00011046i,0.00027198-0.00023903i,0.00015551+0.00051833i,-5.0714e-05+0.00026254i,0.00014171+0.00047121i,-0.00051204+0.00044575i,-0.00048852-0.00032749i,-0.00011482-0.0001854i,-0.00017978+0.00079824i,0.00065277+0.000877i,0.00070656+0.00014704i,6.4402e-05-0.00010884i,0.00051497-2.5729e-05i,0.00031148-0.00024976i,0.00012396+0.00010758i,0.0003187+0.00098674i,0.00051795+0.0010404i,0.00049364-0.00023352i,0.00095458-0.00063689i,0.00052477-0.00017985i,-3.6564e-05-7.264e-05i,4.1285e-05-3.8894e-05i,-1.3498e-06-0.00021165i
0.00019002-0.0017916i,-0.00044955-0.0016871i,-0.0014133-0.0012418i,-0.0011082-0.00047528i,-0.0014653-9.0672e-05i,-0.0018091-1.3463e-06i,-0.0012751-0.00023273i,-0.0010308-0.00083192i,-0.00074666-0.0010858i,-0.00048819-0.00014357i,-0.00037208+0.00072007i,-0.00020247+0.0011516i,0.00046972+0.0013011i,0.00060514+0.00049689i,0.0002453-0.0001689i,-0.00011451+5.5381e-05i,-0.00042434+0.00024099i,-0.00016178+0.00053419i,0.00066508+0.00084659i,0.00069264+0.00075052i,0.00032885-0.00010797i,-0.00013121-0.00071481i,-0.00019023-0.00012062i
0.00086551-0.0045214i,0.00015811-0.0051737i,-0.00043788-0.0040072i,-0.00051313-0.0014833i,-0.00068176-0.00057347i,-0.0013157-0.0009724i,-0.0017949+1.8452e-05i,-0.00066796+1.2528e-05i,0.00071931-0.00032671i,0.00057893-0.00011935i,-0.00026626-0.00023154i,-0.00024888-0.00010654i,0.00053093+0.00016508i,0.00046792+0.00077819i,0.00025626+0.0009229i,0.00054933+5.6221e-05i,0.00083797-0.00080857i,0.00049735-0.00040684i,-0.00035443+0.00035799i,-0.00021804-0.00023028i,0.00010793-0.00065005i,-9.6707e-05+0.00040383i,2.307e-05+0.00075986i
0.0030585-0.0025613i,0.00093252-0.0018369i,-0.00095528-0.001398i,-0.0016346-0.00067734i,-0.0014584+0.000174i,-0.00089646-4.8922e-05i,-0.00028087+0.00013673i,-0.00070364+6.8647e-05i,-0.00062583-0.00055653i,4.1344e-05-0.00095296i,-0.00030789-0.00056784i,-0.00040356+0.00016122i,6.9634e-05+0.0006516i,-0.00032782+0.00040388i,-0.0011542-0.00084863i,-0.00074539-0.0013589i,0.00054516-0.00089073i,0.0005806-0.00061731i,-2.7783e-05-0.00044863i,0.00039093-0.00022978i,0.00070977+0.00028294i,0.001029-0.00023476i,0.00045297-0.00041237i
0.00084724-0.0013095i,0.00058284-0.0016754i,-0.0003916-0.0014063i,-0.00061895+1.2031e-06i,0.0001102+0.00082265i,0.00054242+0.0007479i,0.00018411+0.0001833i,-0.00021652-0.00013814i,-0.00068212+2.7796e-05i,-0.00023655+0.00054003i,0.00070867+0.00080021i,0.0010999+0.00073723i,0.00077795+0.0013758i,0.0002001+0.0018188i,0.00050511+0.00090947i,0.0004188-0.00015052i,-0.00017224+0.00026617i,-0.00087113+0.00061816i,-0.001011+7.1056e-05i,-0.00059436+1.1673e-05i,-0.00054264+0.00017524i,-0.00015234-0.00011531i,-7.4066e-07+0.00034954i
0.0015847-0.0014917i,0.00031834-0.0016426i,-0.00051484-0.0012202i,-0.00016314-0.00016972i,-0.0009085-0.00042428i,-0.0019653-0.00065442i,-0.0010868-0.00042405i,-0.00011776-5.9326e-05i,0.00014782-0.000561i,-2.3116e-05-0.00092017i,1.6817e-05+0.00046759i,0.00020413+0.0012144i,0.00032058+0.00078138i,0.0013351+0.0002388i,0.0010411+0.0009227i,-0.00014164+0.001366i,-0.0002507+0.00040547i,0.00038398-0.00029154i,0.0010896+0.00011597i,0.00065516+0.00028723i,0.00015282+0.00022957i,-0.00016115-0.00014364i,-0.00025312+0.00012822i
0.0013487-0.001177i,0.001582-0.0011848i,-8.1908e-05-0.00094005i,-0.00089162+0.00015664i,-0.00064832+0.00020765i,-0.00061812-0.00030324i,-0.00068793-0.00022975i,-0.00059441-0.00052658i,-0.00035313-0.00050867i,-0.00026895-0.00030189i,-3.9207e-06-3.8002e-05i,0.00025347+0.00032737i,3.6625e-05-5.3458e-05i,-0.00041568-0.00068073i,-0.0003745+1.4123e-05i,-0.00035802+0.00068397i,-0.00058385+0.00033433i,-0.00045653-0.00065339i,0.0002462-0.001288i,0.00076098-0.00082625i,0.00070618-0.00049048i,0.00028618+0.0004348i,-0.00019563+0.00071402i
0.0017126-0.0002488i,0.0011262-0.00054988i,4.5395e-05-0.0010415i,-0.00060294-0.0011248i,-0.0012641-0.00057316i,-0.0021681-9.28e-05i,-0.0024517-0.00039882i,-0.00079457-0.00074885i,0.00038505+1.1245e-05i,-0.000833+0.00097831i,-0.00096881+0.00093324i,-9.2588e-05+0.0011687i,-0.0002959+0.0010492i,-0.00068807+6.75e-06i,-0.00048491-0.00039064i,-0.00023611-0.00016635i,-0.00063248+0.00061424i,-0.00016921+0.00074567i,0.00032555+0.00038061i,0.00015684-7.3429e-05i,0.00026116-0.00035919i,-6.1491e-05+2.7825e-05i,5.5723e-05+0.00042084i
0.00082846-0.00022608i,0.00076062-8.4252e-05i,-0.00038592+0.00031916i,-0.00031434+0.00015756i,-0.00014417-0.0003276i,-0.00015101-0.00097199i,-0.00013614-0.0010918i,-0.00019905-0.0005582i,0.00024667-0.00010081i,0.00052865+7.2567e-05i,1.3567e-05+0.00044179i,-0.00099205+0.00096945i,-0.0013646+0.00043488i,-0.00072914-0.00068843i,-0.00017871-0.00076245i,-0.00029853-0.00058921i,-0.00047754-0.00011617i,-0.00054254+0.00027022i,-0.00032391+0.00019038i,-0.00047756-7.7428e-05i,-0.00083511+0.00039517i,-0.00044766+0.001152i,2.5746e-05+0.001065i
-0.0017462+0.00044186i,-0.0027149+0.0010235i,-0.0020373+0.0017009i,-0.00048363+0.0014215i,-0.00036769+0.00040651i,-0.00083414-9.9176e-05i,-0.00032979-0.0004473i,0.00019861-0.00082102i,-0.00022286-0.00036947i,0.00024928+0.00044664i,0.0012711+0.00048772i,0.0010367-0.00019682i,0.00061697-0.00097048i,0.00067795-0.001015i,0.00068099-0.00042593i,0.0011613+0.00020368i,0.00065887-0.00030066i,-2.0994e-05-0.00037117i,0.00028888+0.00015731i,0.00061449+6.7521e-06i,0.00032924+0.00041923i,-0.00012927+0.0003315i,-0.00016495-0.0001353i
0.0030963-0.0027272i,0.0018093-0.0027634i,0.00083952-0.001668i,0.00056996+2.6878e-05i,0.00037693-0.00028903i,-0.00022691-0.00057486i,-9.4333e-05+4.9629e-05i,0.00062384+0.00045149i,-6.1401e-05+0.00048354i,-0.0010941+0.00039259i,-0.0002748+0.00060798i,0.00068454+0.00056851i,-0.00024704+2.5825e-05i,-0.0012171-0.00070605i,-0.00089554-0.0009508i,-0.0002791-0.00077451i,-5.353e-05-0.00054471i,0.00015612-0.00061985i,-0.00010677-4.2052e-05i,-0.00032507+0.00028013i,8.0051e-06+0.00053426i,-2.7883e-05+0.00059635i,-0.0004549+0.00035156i
6.4444e-05+0.0008876i,0.00032801+0.001213i,-0.00015143+0.0015682i,-0.00038012+0.0013228i,0.00033786+0.00083888i,9.526e-05+0.0003699i,-0.00023288+0.00023608i,-0.00029306-0.00030059i,-0.00020332-0.00038797i,0.00036217+6.7037e-05i,0.00011115+0.00060789i,-0.00010797+0.00037814i,0.0001261-0.00019584i,0.00051549-0.00035162i,0.0007537-0.00058528i,0.00050076-0.00086559i,0.00017488-0.00074275i,-9.734e-05-0.00082694i,0.00015153-0.0011339i,0.00031341-0.0010353i,6.0458e-05+3.5607e-06i,0.00037763+0.00019843i,0.0011376-5.5775e-05i
4.5438e-05+0.00075318i,-0.00022407+0.00032266i,-0.00014499+0.00062505i,-0.00016136+0.0013214i,-0.00084256+0.0012689i,-0.00071197+0.00016147i,-0.00013756-0.0013512i,-0.00039607-0.0011618i,-0.00062113-0.0003556i,-0.00035593+0.00046805i,9.0168e-05+0.0016146i,-0.00015299+0.0017938i,-0.00038516+0.000972i,-0.00028847+0.00037627i,0.00014903+0.00045101i,0.00030662+0.00015112i,-7.9539e-05-0.00050157i,-0.00037096-0.00032736i,-0.00010738+0.0004182i,0.00038311+0.00035451i,0.00068661-0.00041569i,0.00085894-0.00065705i,0.00025447-0.00021102i
-0.0017685-0.00077332i,-0.0025938+0.00044724i,-0.0024875+0.0018172i,-0.0012466+0.0019418i,-0.00058046+0.0010199i,5.8188e-05+0.0004077i,2.141e-05+0.00019868i,0.00010745-0.00036622i,-0.00024155-0.00070189i,-0.00032591-0.00033733i,0.00057648-0.00010781i,0.00092378-0.00048035i,0.0011026-0.00074511i,0.0012282-0.0011098i,0.0011404-0.0015431i,0.0004522-0.00077156i,0.0001241+0.00030199i,-0.00072765+0.00029412i,-0.001862-0.00028782i,-0.00088478+0.0003611i,-0.00024105+0.0014172i,-0.00069312+0.0012926i,-1.1184e-06+0.00092395i
0.0003926-0.0034283i,-0.00027466-0.0025912i,-0.0005923-0.0015618i,-0.00028068-0.00083413i,-0.0013821-0.00025263i,-0.0018092-0.00023794i,-0.00018443-8.2117e-05i,0.00035151+0.00015331i,-4.8124e-05-1.1721e-05i,-0.00030708+0.00022229i,-0.00019615-0.00017223i,0.00021927-0.000473i,0.00036787+0.00030398i,0.0005901+0.00090054i,0.00061736+0.0014575i,0.00031717+0.0010612i,0.0008985-0.00057342i,0.0010135-0.0012252i,0.00057489-0.00047699i,6.0494e-05-0.00030393i,-0.00033362-0.0010137i,-0.00030624-0.0013648i,-5.6892e-05-0.0010639i
0.003412-0.00016311i,0.0018927-0.00089107i,-0.00010699-0.00095451i,-0.00047825-0.00047037i,-0.00078329-0.0007658i,-0.0011516-0.0011201i,-0.0013893-0.00040683i,-0.0011005-0.00042481i,7.752e-05-0.0007452i,3.7676e-05+0.00041673i,-0.0013287+0.00074599i,-0.0015835-0.00020468i,-0.0010763-0.00036508i,-0.0007977+0.00072843i,-0.00053017+0.001202i,-0.00074482+0.00027986i,-0.00067417-0.00020163i,-0.00025067-0.00053854i,0.00017202-0.00054465i,0.00052133+0.0001813i,0.00059639+0.00012504i,-0.00017094-0.00029273i,-0.00072028-3.7248e-05i
0.0021083-0.00025803i,0.0017704-0.00080804i,0.0011965-0.0013365i,0.0013583-0.0013995i,0.0012983-0.0011277i,0.00025816-0.00088254i,-0.00031073-0.00040348i,-4.3469e-05+0.00015643i,-0.00049958+0.00079554i,-0.00089046+0.00066692i,-0.0006503-0.00015608i,-0.00085318-0.00060297i,-0.0013639-0.0010219i,-0.00027793-0.0010003i,0.00096058-8.3269e-05i,0.00073716-2.6059e-05i,0.00011527-0.0006541i,-0.00043107-0.00045775i,-0.0005674-0.00063055i,0.0001803-0.00071394i,0.00040775+4.5641e-06i,0.00018325+0.00032571i,-0.00035545+0.00030891i
0.0021189+0.0001424i,0.0022619-2.7098e-05i,0.0017008+0.00085503i,0.0016063+0.0013295i,0.0010477+0.0011451i,3.3367e-05+0.00091198i,-0.0007142+0.0012144i,-0.00044632+0.0011614i,-0.0002645+0.00026893i,-0.0011428-0.00023764i,-0.0010949+2.665e-05i,-0.00050943+0.00033818i,-0.0006097+3.6924e-05i,-0.00029073+7.9515e-05i,-6.8824e-05+0.00010844i,-0.00021566-0.00035165i,-0.00051993+0.00020111i,-0.00038977+0.00046288i,0.00021108-7.9867e-05i,-5.3238e-05-7.4068e-05i,-0.00051362-0.00018825i,-0.00037888-0.00016671i,-0.00026031+9.0007e-05i
1.839e-05-6.7619e-05i,4.7438e-05+0.00027621i,-0.00022516+0.00075465i,0.00064655+0.00089774i,0.0012533+0.0006898i,0.00058607+0.00011156i,-1.9864e-05-5.9423e-05i,-0.0005225+0.00072628i,-0.0011459+0.00061128i,-0.00029575+0.00037757i,0.00063276-8.7072e-05i,0.00058229-0.00034824i,0.00035306+0.00075735i,0.00014592+0.001012i,-0.00011885+0.000809i,0.00042977+0.00071815i,0.0013773+0.00044097i,0.00060418+0.00018083i,-0.00088361-8.2561e-05i,-0.0011921-0.00028445i,-0.0006048-0.00012747i,-8.0843e-06+0.00010815i,-0.00045856-1.5596e-05i
0.0024778-0.0017735i,0.0016431-0.0016001i,0.0003533-0.0017861i,-0.0006252-0.00098869i,-0.0010512+5.4308e-05i,-0.001313-0.00043386i,-0.001288-0.00081588i,-0.0006657-0.00082089i,0.00025425-0.000873i,-5.9141e-06-0.00038636i,-0.00023668-9.258e-05i,0.00058671-6.0264e-05i,0.00013257+0.00039031i,-0.00052096+0.00075443i,-0.00054684+0.00058151i,-0.00049467+0.00049358i,-0.00022824+0.00045059i,0.0005221+0.00058976i,0.00038936+0.0011212i,7.0331e-05+0.0013704i,-0.00024055+0.0012466i,-0.00093108+0.00070783i,-0.0010439+3.1746e-05i
0.00037566-0.00063735i,0.00018595-0.00030764i,-0.00044179-1.6741e-05i,-0.00033628+0.001394i,0.00034837+0.0011483i,0.00018299-0.00025538i,-0.00046015-0.00075415i,-0.00074392-0.0010652i,-0.00085127-0.00019508i,-0.00088243+0.0006233i,-0.00015824+0.00035511i,0.00064609+0.00052816i,0.00036513+0.00012829i,0.00015555-0.0007861i,0.00046981-0.00057783i,1.1032e-06-0.00051223i,0.00021907-0.00052288i,0.00075344+0.00030976i,0.00066744+0.00035741i,0.00044989+0.00015704i,-0.00027295-9.0663e-05i,-0.0010827-0.00084497i,-0.0013352-0.00059293i
0.0023076-0.0013556i,0.001895-0.0016339i,0.0012545-0.00081681i,4.4366e-06-0.00081731i,-0.00037136-0.0011111i,0.00017298-0.001033i,1.4814e-05-0.00036912i,-0.00036623+5.7976e-05i,0.00039856+0.00026851i,0.00073729+0.00025872i,0.0004644+0.00044357i,-7.3779e-05+0.00089359i,-0.00056237+0.00035701i,-0.00068062-0.00089657i,-0.00087506-0.00055579i,-0.00044102-0.00020348i,-0.00032465-0.00037941i,6.1974e-05+4.4181e-05i,0.00084209+0.00019293i,0.00043707+0.0003454i,0.00064475-0.00022671i,0.0013466-0.00074145i,0.0010154-0.00049698i
-0.00020894+0.0003741i,-0.00025334+0.00035705i,0.00016426+0.00059143i,0.0010023+0.00064987i,0.00099578+0.00022733i,-2.7439e-05-0.00056834i,-0.00014607-0.0004231i,0.00061071-0.00013342i,0.00057272+0.00026345i,-0.00034414+0.00041942i,-0.00031509-0.00036078i,0.00048458-0.00046234i,0.00016262+6.8507e-05i,-0.00056196-7.6192e-05i,-8.5555e-05-0.00030785i,0.00014348-0.00043167i,0.00012732-0.00021644i,0.00056663-0.00022333i,0.0006412-0.0004889i,0.00081682-0.00028534i,-0.00010876+3.4561e-05i,-0.0013322+0.00015573i,-0.0010791-0.00012747i
0.0012858-0.0031938i,-0.00073851-0.0027183i,-0.0017945-0.0011856i,-0.0012957-0.00069961i,-0.00096343-0.00026379i,-0.00027683-0.00014267i,0.00016746-0.00080077i,-0.00037216-0.0014215i,-0.00041346-0.00145i,-0.00012058-0.00063164i,-0.00021992+0.00037586i,-0.00025015+0.0012901i,4.1034e-05+0.00086193i,0.00023199+0.00041522i,0.00091568+8.7946e-05i,0.0015023-0.00022093i,0.0010443-0.00023432i,0.00041842-0.00063604i,-0.00041032-0.00078083i,-0.00056329-0.00068133i,-0.00053432-0.0012467i,-0.0011668-0.00046572i,-0.0012164+6.9941e-05i
