-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
0.151+0.043995i,0.22274+0.050135i,0.18107+0.013946i,0.056268-0.018976i,-0.026547+0.0015948i,-0.038544+0.022777i,-0.040051+0.022597i,-0.032887+0.034947i,-0.012306+0.041501i,-0.0026158+0.026323i,-0.0015116+0.016122i,0.0072802+0.013504i,0.015205+0.0084177i,0.012306+0.0031642i,0.0031109-0.0080224i,-0.010488-0.025539i,-0.017186-0.039985i,-0.015455-0.04141i,-0.015397-0.025515i,-0.016421-0.0024934i,-0.011569+0.011813i,-0.00068218+0.012296i,0.0046503+0.0085311i
0.013416+0.20905i,0.032401+0.32212i,0.06512+0.25839i,0.10569+0.039655i,0.10321-0.12534i,0.065454-0.13766i,0.043413-0.078748i,0.044616-0.040704i,0.036901-0.033758i,0.0041019-0.012404i,-0.009493+0.019384i,0.001712+0.024295i,0.0045354+0.017649i,0.0023406+0.024248i,0.0048277+0.03789i,0.0066576+0.050728i,0.004131+0.055733i,0.0018457+0.039596i,0.00084266+0.0070608i,-0.00082431-0.021408i,-0.00071521-0.0356i,-0.0025922-0.033725i,-0.0045088-0.023869i
-0.10631+0.10542i,-0.10594+0.16642i,0.00023214+0.11765i,0.09757-0.033159i,0.078563-0.13868i,0.014629-0.11337i,-0.0031393-0.04662i,-0.0095949-0.025166i,-0.030966-0.015891i,-0.032427+0.0096203i,-0.016488+0.024547i,-0.008958+0.021938i,-0.011312+0.020709i,-0.009013+0.020798i,0.001788+0.01589i,0.020762+0.0086676i,0.042652+0.005329i,0.048257+0.010024i,0.036279+0.018102i,0.023437+0.027169i,0.013176+0.035567i,0.0021794+0.036274i,-0.0065718+0.02901i
-0.064389-0.11831i,-0.041121-0.19078i,0.054032-0.17368i,0.11226-0.080902i,0.093057-0.0054632i,0.0634+0.016554i,0.041167+0.01224i,0.020946+0.028275i,0.018144+0.047115i,0.021428+0.021694i,0.0089429-0.014679i,-0.0061367-0.025077i,-0.013034-0.020621i,-0.017146-0.012967i,-0.017071-0.0074644i,-0.018332-0.012529i,-0.026922-0.024656i,-0.030177-0.025617i,-0.024752-0.017073i,-0.020328-0.011127i,-0.013438-0.0041678i,-0.00066225+0.0018148i,0.0060448+0.0014413i
0.032868-0.13505i,0.036934-0.19048i,0.02098-0.11428i,0.037792+0.052057i,0.088366+0.13315i,0.088689+0.061706i,0.033181-0.033665i,0.017721-0.050977i,0.041731-0.04123i,0.03768-0.040731i,0.0096327-0.030153i,-0.0067858-0.013243i,-0.01239-0.0048484i,-0.018395+0.0020061i,-0.022694+0.015159i,-0.026244+0.031729i,-0.028189+0.042968i,-0.024077+0.039513i,-0.011216+0.03068i,0.0063804+0.026388i,0.017338+0.016261i,0.016415+0.0015751i,0.013144-0.0018079i
0.018256+0.082111i,-0.044249+0.19307i,-0.1259+0.27954i,-0.11009+0.26288i,-0.034337+0.16523i,-0.02125+0.080533i,-0.053066+0.035653i,-0.077227-0.0084946i,-0.075376-0.030266i,-0.045795-0.015478i,-0.010135+0.0024388i,0.010335+0.0094725i,0.017522+0.0062592i,0.021873-0.0051301i,0.029948-0.014536i,0.045153-0.019546i,0.053465-0.022889i,0.039413-0.021061i,0.008417-0.016095i,-0.019089-0.013311i,-0.031283-0.011172i,-0.030542-0.0068197i,-0.022038-0.00566i
-0.059945+0.13211i,-0.12379+0.26066i,-0.14022+0.30684i,-0.10477+0.21159i,-0.065813+0.099435i,-0.015329+0.074149i,0.050103+0.088644i,0.052805+0.085247i,0.0073246+0.079167i,-0.0025935+0.064723i,0.014121+0.041835i,0.028644+0.02748i,0.033206+0.011577i,0.016818-0.00099209i,-0.010166-0.0041393i,-0.029825-0.0084483i,-0.033353-0.015667i,-0.019672-0.021093i,0.0025755-0.018899i,0.024305-0.012058i,0.035536-0.0084643i,0.031262-0.0072171i,0.018779-0.0022165i
-0.010924-0.09393i,0.010914-0.19914i,0.044839-0.23974i,0.022348-0.18517i,-0.015178-0.10727i,0.039363-0.066628i,0.13306-0.073701i,0.16111-0.077672i,0.11366-0.0535i,0.043341-0.031102i,-0.010316-0.017758i,-0.027686-0.0071564i,-0.019149-0.0059238i,-0.014014-0.0056671i,-0.0145+0.0082092i,-0.013389+0.031145i,-0.012635+0.051514i,-0.010441+0.054913i,-0.0085502+0.038959i,-0.013049+0.022147i,-0.017678+0.013648i,-0.017678+0.0082162i,-0.015888+0.0055855i
0.10865-0.18387i,0.17771-0.38993i,0.14653-0.49537i,0.06458-0.39548i,0.03828-0.24755i,0.0077576-0.19133i,-0.06266-0.17832i,-0.085603-0.15215i,-0.061709-0.11848i,-0.046839-0.073573i,-0.037756-0.031367i,-0.029015-0.0036303i,-0.014682+0.012545i,0.0040913+0.016653i,0.016167+0.015178i,0.025964+0.013735i,0.035271+0.011443i,0.037547+0.0057681i,0.033906-0.0063818i,0.027746-0.01735i,0.018289-0.014306i,0.011398-0.0025862i,0.0084991-0.0019509i
0.080177+0.082043i,0.064995+0.1402i,-0.02709+0.12198i,-0.062296+0.056328i,-0.0098946+0.0097035i,-0.02807+0.013886i,-0.10763+0.10086i,-0.12172+0.16407i,-0.080983+0.12223i,-0.047593+0.060457i,-0.023462+0.030828i,-0.013051+0.013571i,-0.015234+0.0072545i,-0.016764-0.0051716i,-0.025991-0.029502i,-0.043767-0.048146i,-0.053447-0.051973i,-0.046431-0.036057i,-0.033576-0.0091274i,-0.031314+0.014633i,-0.033581+0.028971i,-0.023545+0.029259i,-0.010384+0.021197i
-0.097562+0.28531i,-0.16966+0.52546i,-0.13998+0.59705i,-0.031524+0.43377i,0.020408+0.26263i,0.037857+0.22311i,0.099366+0.22946i,0.15556+0.19083i,0.135+0.11395i,0.086294+0.053812i,0.065489+0.018332i,0.050151-0.0046578i,0.028095-0.0021819i,0.018874+0.013753i,0.019739+0.021622i,0.015374+0.024422i,0.0022702+0.021063i,-0.0080956+0.0086679i,-0.0064237-0.009139i,-0.002631-0.025395i,-0.0030235-0.032191i,-0.002755-0.028155i,0.0011748-0.01931i
-0.18447+0.015132i,-0.19746+0.036965i,-0.041392+0.10068i,0.11299+0.17669i,0.13765+0.19806i,0.14736+0.13614i,0.1596-0.011087i,0.10411-0.10996i,0.042517-0.083021i,0.024287-0.031558i,0.013747-0.0085949i,-0.00023171+0.0069863i,-0.00064963+0.014773i,0.0094396+0.0076196i,0.015941-0.0067603i,0.019699-0.021774i,0.020431-0.032007i,0.011872-0.023781i,0.002165+0.0021841i,0.0052702+0.019275i,0.010991+0.014075i,0.005127+0.0069796i,-0.0010485+0.0088369i
-0.023009-0.37828i,-0.003084-0.6669i,0.0051167-0.72952i,-0.029182-0.47873i,-0.038218-0.18818i,-0.047506-0.093544i,-0.14029-0.10412i,-0.21507-0.057906i,-0.15649+0.0047117i,-0.065581+0.0019224i,-0.033297-0.011684i,-0.015822-0.0071958i,0.0030234-0.013068i,0.012475-0.020615i,0.021479-0.023581i,0.023052-0.02788i,0.0078753-0.027267i,-0.014116-0.019485i,-0.021353-0.012082i,-0.015686-0.018861i,-0.016372-0.030098i,-0.020856-0.026023i,-0.020834-0.012073i
0.21809-0.20183i,0.23514-0.33377i,0.059492-0.33457i,-0.12486-0.20735i,-0.1509-0.094665i,-0.13629-0.046375i,-0.13713+0.041276i,-0.078346+0.11603i,-0.012059+0.091644i,-0.0027632+0.044852i,-0.015889+0.039279i,-0.01621+0.042224i,-0.017442+0.035021i,-0.02827+0.037i,-0.033189+0.04815i,-0.023289+0.055863i,-0.0039661+0.053716i,0.012946+0.042923i,0.019664+0.036371i,0.025993+0.040433i,0.033963+0.039717i,0.030575+0.028418i,0.020523+0.01705i
0.18938+0.31167i,0.23614+0.55183i,0.12531+0.5948i,-0.037041+0.37795i,-0.11688+0.15456i,-0.074209+0.099288i,0.049678+0.087501i,0.11106+0.014441i,0.060774-0.043496i,0.003592-0.027576i,-0.0053348-0.0098246i,-0.0059986-0.01195i,-0.0065962-0.00080813i,0.0074876+0.0076713i,0.024392+0.0011568i,0.034591-0.010879i,0.040126-0.020493i,0.032765-0.026072i,0.010548-0.027475i,-0.011871-0.025826i,-0.019138-0.025559i,-0.014826-0.027188i,-0.012553-0.026356i
-0.095446+0.36912i,-0.045987+0.61329i,0.15476+0.59479i,0.30457+0.30106i,0.22756+0.031579i,0.091369-0.060298i,0.039858-0.098946i,-0.0014087-0.12462i,-0.043914-0.074518i,-0.035101-0.009246i,-0.0063123+0.013731i,0.0033295+0.020486i,0.0016168+0.023823i,-0.00491+0.026198i,-0.013617+0.038249i,-0.015263+0.047113i,-0.013966+0.036219i,-0.0055692+0.016529i,0.0088201+0.0020394i,0.013733-0.0050776i,0.010279-0.0040793i,0.0070512-0.0018594i,0.0065187-0.0030562i
-0.24571-0.11193i,-0.34113-0.25564i,-0.27682-0.34012i,-0.14823-0.26614i,-0.065755-0.12293i,-0.054111-0.03409i,-0.11169-0.0020162i,-0.14554+0.030553i,-0.097344+0.043299i,-0.052796+0.01286i,-0.051591-0.0096309i,-0.048572-0.015615i,-0.039702-0.025767i,-0.031332-0.03349i,-0.016409-0.040828i,-0.0057511-0.040806i,-0.00098882-0.02363i,-0.0048021-0.0078467i,-0.0215-0.0032976i,-0.030166+0.0057676i,-0.015898+0.020488i,0.0053983+0.023455i,0.013205+0.017157i
-0.058471-0.35711i,-0.15808-0.56956i,-0.27092-0.50624i,-0.24028-0.19443i,-0.075966+0.024351i,-0.010072+0.026702i,-0.069447+0.0083488i,-0.077617+0.045315i,-0.030341+0.043226i,-0.0031072+0.013046i,0.0088612-0.0005789i,0.013877-0.0051468i,0.012089-0.0049187i,0.012516+0.0035497i,0.014112+0.015612i,0.014575+0.021148i,0.010997+0.01026i,0.0017613+0.00060105i,0.0049585+0.0022154i,0.022804-0.0062555i,0.028076-0.023521i,0.019098-0.028456i,0.010599-0.022388i
0.1649-0.048378i,0.19032+0.0069503i,0.072144+0.1366i,-0.067763+0.26246i,-0.068133+0.2711i,0.032004+0.14935i,0.09904+0.02491i,0.077906-0.021157i,0.027535-0.01171i,-0.0050961+0.0017294i,-0.028585+0.001791i,-0.045765-0.00075001i,-0.045261-0.0035948i,-0.040494-0.015349i,-0.048206-0.028746i,-0.058529-0.024718i,-0.05238-0.0022046i,-0.033943+0.010672i,-0.02411+0.0082415i,-0.030517+0.014183i,-0.036739+0.027587i,-0.034863+0.034411i,-0.031359+0.030669i
0.07022+0.23221i,0.16525+0.33619i,0.28658+0.23074i,0.26866-0.050981i,0.061973-0.20746i,-0.078768-0.15049i,-0.044914-0.11535i,0.0029547-0.14733i,-0.0006071-0.10619i,0.016383-0.030997i,0.041513-0.0094743i,0.044537-0.010734i,0.038421-0.0019924i,0.03998+0.017212i,0.058157+0.034287i,0.075309+0.032994i,0.072878+0.017235i,0.057526+0.0024925i,0.042955-0.010351i,0.034991-0.019305i,0.02962-0.012996i,0.02506+0.0018616i,0.020096+0.007831i
-0.14775+0.041872i,-0.21869+0.017897i,-0.22076-0.066222i,-0.18447-0.14105i,-0.1115-0.13964i,-0.0087374-0.096477i,0.033795-0.061397i,-0.013053-0.040634i,-0.053354-0.01652i,-0.04348+0.0045852i,-0.02419+0.01449i,-0.018344+0.019007i,-0.019561+0.014296i,-0.032856+0.0029028i,-0.052143+0.00034801i,-0.060477+0.0028765i,-0.057561+0.00059845i,-0.043845-0.0041756i,-0.025216-0.0069066i,-0.015927-0.010791i,-0.017268-0.020635i,-0.018134-0.023306i,-0.010356-0.017698i
0.025603-0.20239i,0.0097855-0.29592i,-0.039383-0.24856i,-0.025625-0.18543i,0.044538-0.22867i,0.0094678-0.23477i,-0.065991-0.11071i,-0.048413+0.0084309i,-0.016855+0.021666i,-0.022768-0.009157i,-0.018027-0.033101i,-0.00048219-0.04791i,0.018339-0.050005i,0.044626-0.046128i,0.068688-0.044319i,0.072669-0.038454i,0.054125-0.01928i,0.028338+0.00087882i,0.012159+0.0064763i,0.003531+0.0067176i,-0.0038844+0.01758i,-0.0066786+0.024643i,-0.0056242+0.016678i
0.26756-0.015873i,0.39156+0.059689i,0.38376+0.23004i,0.34933+0.38332i,0.34403+0.34006i,0.26424+0.10376i,0.14789-0.070542i,0.10452-0.097388i,0.071696-0.085648i,0.0065527-0.034609i,-0.01648+0.037685i,-0.0022152+0.061687i,-0.0014008+0.048305i,-0.020224+0.038007i,-0.040798+0.044898i,-0.039506+0.050106i,-0.023008+0.034064i,-0.015085+0.017666i,-0.010751+0.027809i,0.0070887+0.043631i,0.024785+0.032855i,0.020622+0.013489i,0.0076464+0.010552i
0.073829+0.28777i,0.12326+0.33384i,0.10307+0.14455i,-0.021027-0.0094912i,-0.12482+0.11276i,-0.063365+0.28112i,0.032194+0.18917i,-0.0010175-0.020486i,-0.070887-0.1048i,-0.076002-0.08887i,-0.050873-0.06992i,-0.029677-0.063712i,-0.012705-0.049477i,0.0075905-0.039145i,0.018455-0.052687i,0.0037598-0.069856i,-0.0178-0.068671i,-0.022532-0.054502i,-0.013229-0.044164i,-0.0098985-0.045129i,-0.01973-0.042692i,-0.026323-0.027598i,-0.020409-0.015812i
-0.46873+0.21433i,-0.73726+0.29193i,-0.71584+0.21774i,-0.44654+0.11541i,-0.16084+0.11103i,0.079403+0.10377i,0.19137+0.058014i,0.12966+0.042979i,0.044809+0.053518i,0.017177+0.039552i,0.01063+0.030552i,0.012342+0.043608i,0.0086496+0.053969i,-0.0020963+0.080724i,0.0015822+0.1246i,0.018225+0.14461i,0.028911+0.12729i,0.024418+0.086498i,0.0031279+0.049305i,-0.021819+0.04088i,-0.028007+0.045286i,-0.015004+0.038747i,-0.0025258+0.02756i
-0.36102-0.34619i,-0.57426-0.48831i,-0.63518-0.40368i,-0.55175-0.25838i,-0.40133-0.22006i,-0.22828-0.12861i,-0.060602+0.026033i,0.051527+0.092829i,0.08116+0.061502i,0.048475-0.0028685i,-0.0074149-0.038862i,-0.035298-0.035035i,-0.028098-0.039548i,-0.028272-0.068992i,-0.037547-0.096569i,-0.03376-0.10709i,-0.01402-0.10127i,0.0093768-0.08302i,0.02104-0.06348i,0.021835-0.057133i,0.018657-0.061067i,0.0097157-0.059358i,-0.0031119-0.048025i
0.3647-0.4658i,0.62355-0.61302i,0.78294-0.45772i,0.78225-0.27407i,0.55423-0.31589i,0.12385-0.37753i,-0.16266-0.26683i,-0.13347-0.13508i,-0.031016-0.087778i,0.015879-0.045022i,0.061205-0.012696i,0.082797-0.013974i,0.073781-0.0032214i,0.069857+0.024136i,0.073869+0.046185i,0.073665+0.048922i,0.053926+0.036334i,0.024285+0.029882i,0.010432+0.029585i,0.0076708+0.027825i,0.0012416+0.027448i,-0.0060863+0.027525i,-0.0073352+0.028372i
0.59775-0.0047805i,0.79929-0.13111i,0.56194-0.26341i,0.14509-0.13123i,0.015086+0.22721i,0.083793+0.39624i,0.045497+0.30756i,-0.038025+0.18157i,-0.046991+0.099001i,-0.02089+0.055024i,-0.014701+0.033232i,-0.036415+0.020029i,-0.049255+0.016057i,-0.054011-0.004334i,-0.083036-0.025998i,-0.10399-0.010611i,-0.083612+0.019274i,-0.050041+0.030646i,-0.032559+0.025106i,-0.025926+0.017701i,-0.013508+0.011588i,-0.00015519+0.0016181i,-0.0015386-0.0075886i
0.031865+0.64172i,0.0022587+0.91863i,-0.059964+0.80363i,-0.04293+0.45493i,0.057266+0.19419i,0.15859+0.012051i,0.18957-0.1279i,0.14071-0.15117i,0.082451-0.10892i,0.046932-0.071759i,0.034934-0.038307i,0.038466-0.0082628i,0.045417+0.013315i,0.071766+0.028618i,0.11426+0.028238i,0.13547+0.009362i,0.1205-0.0088637i,0.090565-0.0085507i,0.067654+0.0080359i,0.055485+0.01487i,0.035061+0.0057785i,0.0073613+0.0025583i,-0.00037726+0.0037765i
-0.65363+0.32038i,-0.98883+0.53691i,-0.94123+0.62874i,-0.63422+0.57087i,-0.34931+0.40653i,-0.081816+0.21506i,0.10047+0.054775i,0.11342-0.026108i,0.060564-0.033711i,-0.0027006-0.026986i,-0.052003+0.0098364i,-0.049173+0.043613i,-0.053731+0.028662i,-0.097485+0.028149i,-0.12542+0.068436i,-0.11467+0.10403i,-0.090841+0.10356i,-0.073156+0.066049i,-0.067382+0.012453i,-0.079602-0.021689i,-0.083907-0.016981i,-0.059295+0.0037809i,-0.035611+0.013225i
-0.31997-0.48563i,-0.27608-0.8009i,0.064832-1.0176i,0.2827-1.1162i,0.067627-0.97732i,-0.26787-0.52585i,-0.34128-0.096667i,-0.22367+0.061501i,-0.10176+0.078363i,-0.022992+0.060394i,0.0062905+0.022191i,0.013102-0.011715i,0.025882-0.034073i,0.046156-0.051934i,0.058807-0.079722i,0.05123-0.10528i,0.037892-0.093637i,0.028797-0.050438i,0.028907-0.013698i,0.0415-0.011672i,0.045858-0.036649i,0.03659-0.052672i,0.032621-0.045688i
0.21317-0.60197i,0.17173-0.91313i,-0.085643-0.80376i,-0.19144-0.30308i,0.074175+0.083275i,0.31423+0.10515i,0.26509+0.027512i,0.12928+0.036421i,0.047344+0.046021i,0.00049064+0.037957i,-0.011834+0.047877i,-0.0039181+0.060725i,0.0032664+0.062371i,-0.012017+0.05889i,-0.05077+0.077609i,-0.07847+0.093916i,-0.090431+0.063995i,-0.095715+0.024826i,-0.081343+0.014466i,-0.050425+0.017581i,-0.027413+0.016888i,-0.022281+0.014042i,-0.02563+0.01392i
0.69253+0.039675i,1.0248+0.052687i,0.90611+0.11794i,0.4369+0.2368i,0.036728+0.33079i,-0.18383+0.27942i,-0.26839+0.15208i,-0.22053+0.074595i,-0.11765+0.059302i,-0.0098512+0.053446i,0.056944+0.0069751i,0.048644-0.039872i,0.03011-0.050072i,0.039141-0.06585i,0.029476-0.09779i,-0.01558-0.097505i,-0.05695-0.054977i,-0.061129-0.013617i,-0.023647+0.0044651i,0.024373+0.00071676i,0.050837-0.010387i,0.054504-0.014276i,0.04145-0.017337i
0.10098+0.66372i,0.22931+1.0859i,0.45333+1.2234i,0.6633+1.0208i,0.66655+0.64805i,0.52152+0.24057i,0.33115-0.046147i,0.14437-0.1036i,0.031648-0.054546i,-0.033027-0.023069i,-0.074825+0.012621i,-0.068492+0.047072i,-0.042148+0.066673i,-0.012378+0.096452i,0.044999+0.10654i,0.11478+0.063936i,0.15136-0.00096874i,0.12703-0.034851i,0.055561-0.019227i,-0.0059472+0.01314i,-0.027761+0.023512i,-0.027237+0.022658i,-0.012697+0.030028i
-0.4749+0.17847i,-0.72357+0.092643i,-0.81955-0.29609i,-0.87201-0.60984i,-0.85569-0.43402i,-0.61968-0.0012438i,-0.32391+0.20926i,-0.16758+0.17865i,-0.099262+0.12331i,-0.040397+0.09247i,-0.0067172+0.063929i,-0.0026148+0.035876i,-0.0027158+0.0062657i,-0.0089847-0.030344i,-0.048701-0.051191i,-0.08785-0.04816i,-0.080286-0.058113i,-0.046815-0.070043i,-0.019656-0.052307i,-0.013024-0.02416i,-0.023497+0.00061115i,-0.024753+0.014568i,-0.013884+0.0088454i
-0.52221-0.047625i,-0.78503+0.24865i,-0.6407+0.73698i,-0.033357+0.86984i,0.50661+0.38982i,0.54598-0.19261i,0.29426-0.40474i,0.11291-0.32754i,0.057043-0.21061i,0.025219-0.13808i,0.0066512-0.075224i,0.022626-0.03303i,0.02785-0.011781i,0.021912+0.030952i,0.049056+0.070791i,0.086761+0.088393i,0.10244+0.10881i,0.098109+0.12018i,0.078121+0.096776i,0.054225+0.048953i,0.034584+0.004087i,0.01287-0.011641i,-0.002696+0.0041324i
0.068379-0.59081i,0.01497-0.93616i,0.0022665-0.86701i,0.08386-0.42867i,0.13373-0.036024i,0.1075+0.15365i,0.072927+0.15764i,0.011701+0.046026i,-0.086354-0.050392i,-0.15312-0.073191i,-0.1604-0.042911i,-0.12801+0.011912i,-0.082172+0.03554i,-0.059653+0.01436i,-0.069864-0.0044367i,-0.076864+0.0021173i,-0.051856+0.014439i,-0.020256+0.017142i,-0.0063656+0.0059893i,0.001486-0.021279i,0.0053907-0.046671i,0.0029015-0.04592i,-0.0031683-0.030934i
0.55355-0.14172i,0.86239-0.31811i,0.76207-0.46673i,0.31746-0.40076i,-0.04084-0.16702i,-0.18455-0.02661i,-0.20237-0.010989i,-0.13339-0.001868i,-0.040449+0.034422i,0.03378+0.10187i,0.090631+0.13545i,0.087896+0.092781i,0.031893+0.049873i,-0.0075054+0.037794i,-0.030788+0.030509i,-0.073248+0.027081i,-0.13379+0.028893i,-0.17019+0.03934i,-0.13091+0.061984i,-0.037433+0.07416i,0.032441+0.058438i,0.04503+0.035481i,0.027763+0.020899i
0.098818+0.31757i,-0.12812+0.38851i,-0.59502+0.51932i,-0.76448+0.77035i,-0.29255+0.83011i,0.28972+0.48407i,0.4006+0.071917i,0.21388-0.069361i,0.10406-0.10266i,0.050336-0.21657i,-0.031932-0.25773i,-0.056265-0.18467i,-0.023438-0.12229i,0.00087871-0.093905i,0.030281-0.092712i,0.068163-0.12531i,0.08252-0.15331i,0.054059-0.13684i,0.011155-0.08325i,-0.0088657-0.041226i,-0.018035-0.032523i,-0.033285-0.030454i,-0.037731-0.020096i
0.086398+0.37777i,0.52804+0.57981i,0.99972+0.40133i,0.87935-0.16687i,0.05233-0.608i,-0.71375-0.53362i,-0.78339-0.17125i,-0.40589+0.0798i,-0.093983+0.20611i,0.047012+0.3155i,0.097865+0.31747i,0.086555+0.22106i,0.092793+0.14004i,0.13442+0.092798i,0.12035+0.064632i,0.048276+0.051204i,-0.0071915+0.026638i,-0.031422-0.005457i,-0.043835-0.00047425i,-0.037074+0.039269i,-0.01684+0.072261i,-0.0050807+0.086751i,-0.0036124+0.082268i
-0.58455+0.103i,-0.9334+0.40621i,-0.86334+0.60492i,-0.18426+0.66168i,0.79751+0.7118i,1.4113+0.53213i,1.1936+0.12495i,0.54727-0.093539i,0.11309-0.15615i,-0.11378-0.2441i,-0.2365-0.20237i,-0.21081-0.054715i,-0.14916+0.036127i,-0.13472+0.057862i,-0.1255+0.044381i,-0.076823+0.027228i,0.0095017+0.013684i,0.07001-0.026942i,0.046674-0.083834i,-0.011295-0.10103i,-0.031795-0.089146i,-0.028671-0.077195i,-0.014536-0.047331i
-0.2731-0.24804i,-0.47855-0.17895i,-0.6491+0.13803i,-0.71247+0.53161i,-0.7062+0.71444i,-0.62825+0.68939i,-0.40443+0.5088i,-0.13308+0.24206i,0.030608+0.033815i,0.094968-0.057809i,0.098873-0.080185i,0.039032-0.078569i,-0.028915-0.04801i,-0.01235-0.010888i,0.053909-0.018867i,0.075026-0.043457i,0.049425-0.024453i,0.036024+0.045195i,0.073615+0.10731i,0.11272+0.10614i,0.097432+0.073614i,0.043119+0.044714i,-0.0089162+0.030654i
0.20806+8.1067i,2.8105+6.8424i,6.5608+5.8029i,8.0487+2.6861i,6.8297-0.94971i,3.6693-2.8903i,0.84048-2.0279i,-0.16897-0.39573i,0.22371+0.40439i,0.83215+0.12243i,0.51433-0.58577i,-0.41079-0.95676i,-1.2404-0.95232i,-1.7106-0.56914i,-1.5852+0.019511i,-1.0928+0.41457i,-0.61975+0.41322i,-0.29297+0.1572i,-0.06007-0.074904i,0.08925-0.18563i,0.15248-0.23571i,0.15398-0.20015i,0.15343-0.06248i
-0.0033828-0.19401i,-0.002291-0.64438i,-0.24469-1.0514i,-0.50914-0.98445i,-0.4666-0.58087i,-0.30875-0.24199i,-0.24365-0.050045i,-0.13095+0.054795i,0.043089+0.067492i,0.17628+0.023141i,0.22189-0.043961i,0.18269-0.097911i,0.12965-0.089318i,0.14348-0.064693i,0.20498-0.089242i,0.25208-0.13974i,0.25287-0.174i,0.19811-0.15688i,0.12785-0.085806i,0.074304-0.02839i,0.025543+0.00015223i,0.0084987+0.036442i,0.034667+0.057782i
0.10563+0.28484i,0.37475+0.53269i,0.5221+0.69469i,0.51119+0.6003i,0.50895+0.25483i,0.45986-0.11946i,0.27402-0.2726i,0.08942-0.19607i,-0.019428-0.097169i,-0.11109-0.034452i,-0.13953+0.010156i,-0.10139+0.04242i,-0.060964+0.074171i,-0.034886+0.091106i,-0.018894+0.079102i,-0.01208+0.039757i,0.0051109+5.4857e-06i,0.034853-0.024327i,0.036467-0.03879i,0.0029611-0.030999i,-0.016058-0.0046541i,-0.0077377+0.0076024i,-0.0041234+0.001383i
0.09954+0.036534i,0.30879+0.076848i,0.57307+0.024714i,0.70832-0.13179i,0.57896-0.23286i,0.33943-0.21503i,0.17344-0.16204i,0.087923-0.13965i,0.039338-0.11474i,0.02171-0.072028i,0.017199-0.022718i,0.0036539+0.016981i,-0.010027+0.02736i,-0.013457-0.0079304i,-0.03028-0.059096i,-0.069453-0.047234i,-0.073747+0.040653i,-0.0079564+0.092711i,0.050454+0.040906i,0.045083-0.032101i,0.028179-0.059607i,0.034565-0.070068i,0.038581-0.074743i
0.0035206+0.088236i,-0.11695+0.14594i,-0.35775-0.056597i,-0.63305-0.37057i,-0.63365-0.45838i,-0.3274-0.31392i,-0.024611-0.11777i,0.10518+0.025504i,0.12813+0.084116i,0.097866+0.082483i,0.053344+0.07651i,0.038034+0.08101i,0.015272+0.061238i,-0.053813+0.048915i,-0.098789+0.10176i,-0.074341+0.15235i,-0.049508+0.12273i,-0.069794+0.061907i,-0.090141+0.039066i,-0.072409+0.034378i,-0.053066+0.023132i,-0.054184+0.021229i,-0.043884+0.0186i
-0.096319+0.21096i,-0.078868+0.37777i,0.1256+0.46689i,0.31821+0.30724i,0.19645+0.0070853i,-0.060023-0.067789i,-0.099655+0.087295i,0.021806+0.15659i,0.068497+0.1045i,0.03497+0.063601i,0.015909+0.042008i,0.043924+0.021739i,0.093223+0.005601i,0.11615-0.00012061i,0.10999-0.0057397i,0.093638-0.021877i,0.066926-0.033698i,0.040194-0.026796i,0.032155-0.001889i,0.046362+0.022272i,0.063302+0.029182i,0.065515+0.022797i,0.056356+0.0059457i
-0.24538-0.17539i,-0.38969-0.30353i,-0.2975-0.37856i,-0.030471-0.27978i,0.25066+0.0034155i,0.49415+0.21356i,0.51516+0.13858i,0.27218-0.011092i,0.049229-0.042589i,-0.014316-0.030757i,-0.01616-0.050714i,-0.028856-0.09009i,-0.053718-0.10279i,-0.056565-0.078325i,-0.031954-0.073828i,-0.015382-0.093505i,-0.0031711-0.074854i,0.02967-0.022093i,0.058364+0.0012496i,0.046355-0.0098404i,0.012689-0.023121i,-0.011078-0.030263i,-0.024052-0.021778i
0.041644-0.35496i,0.0012664-0.5639i,-0.12458-0.52332i,-0.21468-0.28405i,-0.18323-0.16983i,-0.17145-0.20916i,-0.18423-0.16002i,-0.12217-0.039653i,-0.048058+0.0018887i,-0.013412-0.0086791i,0.0054878-0.01575i,-0.014976-0.0014334i,-0.046857+0.023768i,-0.053097+0.013731i,-0.072321-0.0011907i,-0.10076+0.02404i,-0.097594+0.050978i,-0.070067+0.030547i,-0.043901-0.016815i,-0.020242-0.041624i,0.0016339-0.039193i,0.01019-0.030518i,0.0049011-0.027227i
