-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
0.00076018-0.00085758i,0.00025105-0.0011982i,0.00020903-0.00098196i,-0.00062414-0.00091904i,-0.0001867-0.0012689i,0.00023032-0.00063878i,-0.00046886+0.00021867i,-0.00085672+0.00039574i,-0.00052844+0.00061843i,0.00015714+0.000654i,-0.00016222+0.00050914i,-0.00082475+0.0009835i,-0.00068925+0.00075649i,0.00011939-0.00014071i,0.00070192-0.00053131i,0.00039519-0.00060413i,-0.00022091+2.5861e-05i,-0.00017636+0.00050456i,0.0003724+0.00017669i,-0.00038571-1.4212e-06i,-0.00050823+0.00023443i,0.00013604+0.00029774i,0.00021172+0.00011253i
0.00011862+0.000598i,-0.00021277+0.0012673i,-0.00068562+0.0017414i,-0.00068672+0.0020121i,0.00063199+0.00096329i,0.001358+0.00051332i,0.00078114+0.00033107i,-5.8184e-05-9.3362e-05i,-0.00015849-0.00030798i,0.00037518-0.00051577i,0.00038769+0.00012333i,0.00060624+0.00036692i,0.00061232+0.00034887i,0.00024006+0.00044127i,0.00018834+2.6337e-05i,-0.00027192-0.00074374i,-0.00031988-0.00095628i,0.00055922-0.00081342i,0.00035996+0.00026738i,-0.00075703+0.0014638i,-0.00054111+0.0011358i,-7.4169e-05+0.00068319i,-0.00056237+0.00083035i
0.00044915-0.00028934i,-0.00018725+0.0006257i,0.00053481+0.0012447i,0.001038+0.00015868i,0.00084539-0.0013452i,0.0002646-0.001332i,-0.00029551-0.00074876i,-0.00051532+0.00018967i,-0.00062667+0.00040269i,-0.00035504-0.00038764i,0.00017114-0.0007616i,0.00094792-0.0005398i,0.000734+0.00013587i,5.9455e-05+0.00093967i,-0.00035381+0.000762i,-0.0006473+5.1376e-05i,-9.5645e-05-6.5604e-05i,-0.00025605+0.00027085i,-0.00036882+0.00071276i,0.00027176+0.00050231i,0.0001511+0.0005049i,-0.00035896+0.00070071i,-0.00074692-0.00029498i
-0.0017176+0.00067726i,-0.00093776+0.00065678i,-1.1931e-05+0.0010379i,2.0692e-05+0.0013923i,-0.00031017+0.00096316i,-0.0010217-0.00020589i,-0.0011719+6.6255e-06i,-0.00061541+0.0013713i,-0.00021401+0.001357i,-0.00073446+0.00088105i,-0.00088758+0.00059347i,-9.0048e-05+0.00040655i,0.00068409+0.00042938i,0.00074156+0.00011679i,-0.00013325-0.00044155i,-0.00043717-0.00071395i,-0.00040744-0.00022163i,-2.9172e-05+4.0622e-05i,0.0003383-1.9908e-05i,8.2631e-05-0.00051023i,-0.00025947-0.00074649i,-0.00025779-0.0004593i,0.00028134-0.00030589i
0.00030423+0.0003818i,0.0011125+0.00068539i,0.0010112+0.00089254i,0.00064287+0.0016625i,9.856e-05+0.0015754i,0.00010379+0.00028666i,0.00034839-8.3901e-05i,-8.4458e-05+0.0001041i,-0.00096544+0.00043393i,-0.00064157+0.00059847i,0.00021963+0.00017949i,0.00073511+0.00015078i,0.00053446+0.0002196i,-8.9568e-05-1.2138e-05i,8.0093e-05+7.8778e-05i,0.0002947+4.9061e-05i,4.0823e-05+0.00026877i,-0.00038806+0.00074632i,-0.00015009+5.0976e-05i,0.00016481-0.00040511i,-5.4402e-05-0.00028229i,-0.00049061-0.0009806i,-0.00067259-0.00083738i
-0.00097174+0.00038412i,0.00010802+0.00047247i,0.00071119+0.0014232i,0.0023247+0.0011631i,0.0035415+0.00019983i,0.0026263-0.00071174i,0.00083134-0.0010381i,4.8123e-05-0.00094838i,-0.00021771+0.00031614i,-0.00084243+0.0012361i,-0.00050201+0.0009079i,-0.00040899+0.00052755i,-0.00045713+8.8755e-05i,3.6493e-06-0.00054786i,-1.2109e-05-0.0012232i,-9.6479e-05-0.0016329i,-9.0667e-05-0.00054757i,-3.3317e-05-0.00011338i,3.752e-05+0.0001143i,-5.4659e-05+0.00033151i,-0.00046027+0.00047173i,-0.00082825+0.0010821i,-0.00062692+0.00077103i
0.0019411+0.00031002i,0.00085735+0.000714i,0.00070808+0.00079364i,0.00038476-0.00022065i,0.00011825-0.0017062i,-0.00070197-0.0016562i,-0.0007475-0.0014207i,-0.00018953-0.00049622i,-0.00040197+0.00051469i,-0.00023613+0.0010346i,0.00013405+0.00090839i,-5.9851e-05+0.00075717i,0.00092349+0.00053078i,0.0018724+0.00012806i,0.0013854+0.0005226i,0.00099515+0.00059188i,0.00039292+5.8353e-05i,0.00014699-0.00026234i,0.00049811+0.0001605i,0.00022635+9.395e-05i,-0.0001794-0.00092728i,0.00019056-0.00095232i,0.000868-0.00078164i
-4.7674e-05-0.0011857i,-0.001208+0.00029784i,-0.0027908+0.0007662i,-0.0020818+0.00084467i,-0.00050182+0.0011224i,-0.00010097+0.0011542i,-0.00040203+0.00049335i,-0.00052972+2.8005e-05i,-0.00072561+0.0013507i,-0.00077369+0.0021058i,0.00033007+0.001642i,0.0015309+0.00052609i,0.0016106-0.00045671i,0.00098801-8.199e-05i,0.00038068-0.00045034i,0.00035111-0.00087131i,-0.00027855+0.00010987i,-0.00073625+0.00062987i,-0.00056628+0.00084959i,-0.0003124+0.00077048i,0.00018055-0.00015547i,-0.00030778-0.00063406i,-0.00021118-0.00040404i
-0.0013611+0.0012817i,-0.0011722+0.001384i,-0.001171+0.0011353i,7.4673e-05+0.00025109i,0.0006248-0.00054052i,7.6196e-05-0.0013367i,-0.00055814-0.00086683i,-0.00090194-0.00039468i,-0.00077665+0.00012441i,-0.00078334+0.00063977i,-0.00043767+0.00024723i,-8.435e-05+0.00016003i,0.00010874+0.00048295i,9.1815e-05+0.00010619i,-0.00047688-0.00039078i,-0.00054352-0.00072837i,-0.00045173-0.00018363i,8.5028e-05+0.00092411i,0.00034636+0.00078424i,-0.00044134-0.0004873i,-0.001094-0.00095191i,-0.0009547-0.00062705i,0.00020624-0.00065358i
0.00042304+0.00017068i,0.00088644+0.00055488i,0.00038625+0.00039104i,-0.00029906+0.0012045i,-0.00015109+0.0012518i,-0.00087538+0.00040938i,-0.0013167+0.00077472i,-0.0011669+0.0015147i,-0.00099654+0.0016664i,-0.00070566+0.0010845i,-7.9981e-05+3.6201e-05i,3.1069e-05-0.00026626i,9.6476e-05+0.00025855i,-0.00030109+0.00082412i,-0.00024791+0.00073667i,0.00019767+0.00027968i,0.0001726+0.00038897i,-7.4951e-05+0.00025651i,-6.0585e-06-0.00016555i,0.00047411-0.00031338i,0.00071571+1.7295e-05i,0.00055404+0.00045226i,0.00038961+0.00042054i
-2.5809e-05-0.00010374i,-0.00072324+0.00035266i,-0.00050064+0.00046215i,0.00086868+0.00069239i,0.00054058+0.00017631i,-0.0011917-0.00052121i,-0.001568+3.9392e-05i,-0.00072048+0.00091333i,-3.6224e-05+0.0013907i,0.00025486+0.0010525i,0.00081021-6.0599e-06i,0.0010228-0.00055735i,0.00034198-0.00062181i,-0.00033105-7.8562e-05i,8.1941e-05+0.00041619i,-0.00032233+0.00034328i,-0.00063795+0.00027318i,-0.00074253+0.0005782i,-0.00073414+0.0011192i,-0.00055342+0.00072627i,-0.00046616-0.00036146i,-0.00040671-0.00017155i,-0.00034677+0.00024155i
-0.0012264+0.0017537i,-0.0011871+0.0019924i,-0.00088957+0.0018794i,0.0007415+0.00055559i,0.00091631-0.0010018i,0.0011878-0.0012543i,0.0013079-9.522e-05i,7.1872e-05+0.00067528i,-0.00133+0.00082178i,-0.00093048+0.00068474i,0.00053595+0.00039029i,0.00060972-0.00010783i,0.00045313-0.00019956i,0.0013281-0.00015015i,0.0014388-0.00019662i,0.00046386-7.1959e-05i,-0.00075867-9.0488e-05i,-0.0012884-0.00035704i,-0.00032354+0.0001828i,1.2892e-05+0.00033813i,0.00014973+7.3053e-05i,0.00010648+0.00039833i,-4.403e-05+0.00054806i
-0.0011011+0.0014042i,-0.00093463+0.0011801i,0.00039698+0.0014107i,0.0011401+0.00083271i,0.0011956-0.00017592i,0.00050536-0.00023458i,-0.00078695+0.00041389i,-0.001526+0.00088695i,-0.001012+0.00057222i,-0.00041019+0.00036297i,2.0601e-05+0.00023641i,0.0005043+0.00021695i,0.0009381+0.00017347i,0.00038156-0.00032751i,-0.00038994-0.0012118i,-0.00055211-0.0010931i,-0.00014362-0.00023751i,-0.0001248-0.00016514i,-0.0002752-0.00033381i,5.0831e-05-0.00043053i,0.00050754-0.00037928i,0.00064447+6.448e-05i,0.0004409+0.00013665i
0.00032774+0.00075828i,0.00038863+0.0012959i,-0.00021437+0.00084279i,0.00078778+0.00018304i,0.0018971-0.00061317i,0.00086892-0.0012807i,-0.00078094-0.0003451i,-0.0011127+0.00039704i,2.8875e-05+0.00023412i,0.0009166+0.00018702i,0.00036689+0.00072982i,0.00026829+0.00061209i,0.00075468-0.00019443i,0.00055525-0.00060611i,-0.00016582-4.668e-05i,-0.0008178+0.00042002i,-0.00046072+0.0002202i,0.00012451+4.0721e-05i,0.00022916-0.00014387i,6.9851e-05-0.00014888i,0.00064801-0.00052441i,0.00095391+0.00036855i,0.00059618+0.00058477i
0.0013029-0.0010599i,0.00067195-0.0017111i,0.00053503-0.0021376i,-2.97e-05-0.0023425i,-1.8723e-05-0.001553i,8.0815e-05+0.00030855i,-0.00058725+0.00055392i,-0.00035955+6.5658e-05i,9.3173e-05+0.00057595i,-6.6003e-05+0.00078661i,-0.00027973+0.0005865i,-0.00028686+0.00034741i,-0.00017885+0.0003831i,-0.00017792+0.00040819i,-0.00020724+0.00039252i,-0.0001844-0.00028996i,0.00027973-0.00069399i,0.00056829-0.00051431i,-0.00013224-0.0003848i,-0.00030341-0.00010327i,0.00018902+0.00012032i,0.00045298-0.00014163i,0.00066185+1.6348e-06i
0.00088742+0.00021393i,0.0011894+0.00058771i,0.00037487+0.0009638i,-0.00019145+5.3331e-05i,0.00011223-0.00086332i,0.00038042-0.00098593i,-0.00047825-0.00069093i,-0.0016414+0.000183i,-0.0010042+0.0013756i,-3.4447e-05+0.0014755i,0.00058119+0.00089493i,0.0011077+0.00031896i,0.00054139+0.00026392i,-0.00046794+0.00099539i,-0.0007826+0.00046171i,-0.00057788-0.0008127i,-0.00019483-0.00043916i,-0.00015198+0.00082264i,-0.00054577+0.0008234i,1.4112e-05+0.00025281i,0.00013381+6.8655e-05i,-0.00035191+0.00036221i,2.3083e-05+0.00088502i
0.00024581+0.0017542i,0.00028476+0.0019577i,0.00069603+0.0013449i,0.00097091+0.00022587i,0.0011649-0.00044883i,0.00055223-0.0012958i,-0.00018383-0.00089013i,-0.00025018+0.00065503i,-0.00089999+0.00089501i,-0.00097953+0.0010757i,-0.00025109+0.00088501i,-1.6741e-05-0.00020883i,0.00060014-0.00029163i,0.0006002+0.00075883i,0.00024564+0.0013273i,0.001155+0.00068823i,0.00095494+0.00033584i,-0.0001907+0.00045627i,-0.00018751+0.00053552i,4.4135e-05+0.00040095i,-9.9361e-05+5.8845e-05i,-0.00057031-0.00028258i,-0.00070668-0.00041971i
-0.00041351-0.0022186i,-0.0010871-0.00044626i,-0.00086573+7.5058e-06i,-0.00076246-2.173e-05i,-0.00097742+7.1723e-07i,-0.00086318+0.00082193i,-0.00037654+0.00064939i,7.0272e-05-0.00073919i,0.00058758-0.00062239i,0.00040861+0.00051534i,6.9779e-06+0.00077793i,0.00058299+0.00036804i,0.0013449+0.00019941i,0.0019762+0.00058705i,0.0016372+1.1758e-05i,0.00057989-0.00053308i,-0.0003972+0.00012703i,-0.00029752+0.00049153i,-0.00025085+0.00036082i,-0.00042989+0.00043375i,-0.00016523+1.2374e-05i,-0.00014421-0.0011269i,-0.00049183-0.0013671i
-0.00026902-0.0004437i,0.00046667+0.00025344i,0.00098681+0.00015441i,0.0010895+0.00038102i,0.0014981+0.00082218i,0.00085866+0.00075067i,-0.0010423+0.00048555i,-0.00090441+0.00052777i,-0.00062567+0.00085617i,-0.00069735+0.001253i,-0.00051868+0.00091269i,-0.00056019+9.4016e-05i,0.00055497-6.1891e-05i,0.00058359+0.00024963i,7.0975e-05+0.00031483i,0.00016171+0.00018924i,0.00016024+0.00018259i,-0.0001629+8.014e-05i,-0.00040007-0.00025003i,-0.00034185-0.00039028i,-0.00043733-0.00038851i,-0.00078835-0.00023585i,-0.00068341+0.0003576i
0.00021512+0.00024035i,0.00018402+0.0006531i,-0.00085183+0.00015321i,-0.0010286-0.0010371i,-3.8635e-05-0.0011876i,0.00017605-6.3592e-08i,0.00011028+0.00055979i,0.00034103+0.00076765i,0.00099499+0.0020942i,0.000842+0.0027594i,8.8947e-05+0.0010928i,0.00069133-0.00019394i,0.00089023-0.00024482i,0.00045232-0.0004153i,0.00060927-0.00035707i,-4.6433e-05+0.00017593i,-0.00048737+0.00074987i,-0.00017784+0.0013819i,-0.00027049+0.0011831i,9.7371e-05+0.00097082i,-0.00021139+0.00091579i,-0.00089011+0.0002184i,-0.0013917-0.00023365i
0.00011569+0.0025753i,0.00018889+0.0030071i,0.00052097+0.0023806i,0.0018078+0.0013354i,0.0022099+9.8514e-05i,0.00074821-0.0010835i,-0.00049449-0.0013395i,-0.00041159-0.00047619i,-0.00044455+0.00055797i,-0.00036099+0.001137i,-3.2448e-06+0.0007203i,0.00057627+0.00016248i,0.00097508-0.00033237i,7.555e-05-0.0004166i,-0.00023326-0.00036936i,-3.6121e-05-0.00095448i,-0.00041905-0.00046397i,-0.00050161+1.096e-06i,-0.00056199-0.00012502i,-0.00053238-0.00029539i,0.00033609-0.00046215i,0.00042064-0.00057591i,-0.00015192-0.0004366i
-0.0018458+0.00059449i,-0.0019815+0.00056897i,-0.0020793+0.0016887i,-0.0015779+0.0017445i,-0.00034734+0.0008737i,0.00028683+0.00082927i,0.00035182+0.00071639i,-4.3037e-05+0.00065346i,-0.00029549+0.00094769i,-0.0001906+0.0011271i,-0.00055268+0.00035202i,-0.0002101+0.00030847i,0.00045957+0.00094438i,0.00055626+8.9325e-05i,0.00074064-0.0015851i,0.0016467-0.0019136i,0.0010157-0.0016282i,-0.00048706-0.0014437i,-0.00084039-0.00076721i,-0.00034178+0.00029612i,-0.00036942+0.00024057i,-0.00059359-0.00081579i,-0.00034972-0.00079848i
0.0007748+0.0014052i,0.00071065+0.00028624i,0.0012469-0.00050005i,0.0012128-0.0018283i,0.00042042-0.0027401i,-4.6495e-05-0.0018012i,-0.00014164-0.0010252i,0.00065838+0.00011581i,0.0014333+0.0013784i,0.00085008+0.00060812i,0.00029224-0.00055105i,9.7109e-06-0.00032998i,-0.00055323+0.00059106i,-0.00066383+0.00083909i,-0.00084053+0.00028369i,-0.00097045+0.00096157i,-0.00032312+0.0014049i,-0.00033994+0.00040195i,3.2913e-05+0.00025949i,0.00058399+0.00014395i,-0.00013877-7.0563e-05i,-0.00011022-0.00014188i,0.00059812-0.00016394i
-0.0017925+0.00029897i,-0.0013417+0.0009334i,-0.0012222+0.0010222i,-0.00027378+0.00028422i,0.00056209-0.00019477i,5.4425e-05-0.00051534i,-0.00035466-0.00072268i,-0.00024056+0.00010577i,-8.9927e-05+0.0011661i,-0.00050814+0.00069693i,-0.00046089-0.00016815i,0.00023612-0.00032982i,0.00057573-0.0002703i,0.001235-8.1989e-06i,0.0013495+8.8553e-05i,0.00065312-0.00019334i,0.00028358-0.00033042i,0.00085824-0.00011943i,0.00050798+0.00025767i,-4.3597e-05+0.00053327i,-3.0168e-05+0.00045951i,-0.00025828+0.00069754i,-0.00014181+0.00072783i
0.00077368+0.0019953i,0.00079301+0.0020417i,0.0015262+0.0015317i,0.0012255+0.00046261i,0.0013246-0.00087008i,0.00047226-0.0017083i,-0.0013941-0.00055668i,-0.0017438+0.00091321i,-0.00064252+0.00091748i,0.00064688+0.00066409i,0.00053622+0.00070463i,-0.00037682+0.0010292i,-0.00016312+0.00050228i,0.00035675-0.00038509i,4.1692e-06-0.00043826i,-0.00020321-7.5955e-05i,-0.00012289+0.00026604i,0.00045213+9.1846e-05i,0.00065963-0.00091738i,-0.00011278-0.00049829i,-0.0005295-9.3262e-05i,-0.00057137-0.00060667i,-0.00052803+5.384e-05i
0.0018194+0.0014165i,0.0007365+0.0016812i,0.00037071+0.00043027i,8.9567e-05-0.00042505i,-0.00030284-0.0012369i,-0.00038042-0.0017173i,-0.00017046-0.00070911i,9.8701e-05+0.00028937i,2.1213e-05+0.00058957i,-0.00017963+0.0005625i,-0.00011272-0.00010213i,-0.00013423+0.00063127i,-0.0005309+0.0012876i,-0.00033873+0.0010806i,0.00028019+0.00060494i,0.00030355-0.00042695i,-0.00024544-0.00042884i,0.0001432-1.54e-05i,0.0007783+0.00033695i,0.00013218+0.00072835i,-0.00029003+0.00053604i,-0.00019793-0.00020371i,-8.3834e-05-0.0011908i
-0.00034094+0.00094199i,-4.1537e-05+0.0016193i,0.00096557+0.0012731i,0.0022156+0.00028967i,0.0020089-0.00033768i,0.00037969-0.00098909i,-0.00071366-0.001281i,-0.0012852-0.00075798i,-0.00084284+8.6328e-05i,-0.00012107+0.00035506i,0.00032976-7.946e-05i,0.00048112-0.0012096i,0.0010732-0.0016075i,0.0012182-0.0003224i,0.0011036+0.0007165i,0.00069351+0.00029311i,-0.00046293-0.00018401i,-0.0012779-0.00048573i,-0.00087302-0.00051281i,0.00011526-0.00053177i,0.00045816-0.00043425i,-0.00016226-6.251e-05i,-0.00083225+0.00017514i
0.0012569+0.00014467i,4.3122e-05+0.0004086i,4.1371e-05+0.00011301i,0.00057121-0.00079364i,0.00016367-0.0015327i,-0.00028038-0.001518i,-0.00034288-0.00094924i,-0.00042788+0.00012619i,-0.0003934+0.0006953i,-0.00017081+0.00045075i,8.8931e-05+0.00014185i,0.00042102+8.2592e-05i,0.00067279+6.7649e-05i,0.00060931+0.00018433i,0.00037965+0.00022863i,0.00092468+0.00035834i,0.00062566+0.00051457i,-0.00021768+0.00050224i,-6.3724e-05+0.00042958i,-0.00051325+0.00040979i,-0.00049871+0.000221i,-0.0002861+0.00013241i,-0.00030117-0.00080111i
-0.0015677+0.00020881i,-0.0019228+0.00046529i,-0.00098878+0.0011535i,0.00020752+0.0015439i,0.00098639+0.0005009i,0.0013011-0.00079546i,0.0010234-0.00058552i,0.00010471+0.00032634i,-0.00067887+1.7101e-05i,-8.4399e-05+0.00058896i,0.00044636+0.0008748i,0.0002229+0.00021419i,0.00015638-4.4335e-05i,0.00071233-0.00018881i,0.00079863-0.00038552i,0.00021128-0.00069162i,-0.00022102-0.00027308i,3.0396e-05+0.00040434i,0.00040237-0.00024966i,9.6222e-05-0.00035722i,-0.00079144+0.00024582i,-0.00082432+0.0010573i,-0.00014515+0.001052i
-0.00035008-0.00033977i,-0.0004279+0.00075914i,-0.00057535+0.0011239i,2.958e-05+0.00079388i,0.0011659+0.00097914i,0.00068982+0.00084384i,-0.00014953+0.0005486i,-0.00014789+0.00069197i,-6.9543e-05+0.00090019i,9.8171e-05+0.00082995i,0.0010215+0.00027109i,0.0014809+0.00012204i,0.0010364+0.00054753i,0.00035488+0.00013754i,-0.00038539-0.00046673i,-0.00084744-0.000391i,-0.00061906-0.00057507i,1.6862e-06-0.0002958i,4.3029e-05+0.00015507i,-0.00013154-0.00032574i,0.00040573-9.7054e-05i,0.00012826+0.00060349i,-0.00041095+0.00078825i
0.0018829+0.0011055i,0.0021606+0.0023923i,0.0018417+0.0018843i,0.00097254+0.0003827i,0.001059-0.001273i,0.00068983-0.0020645i,-0.00012784-0.0012819i,-0.00053655-0.00043019i,0.00042606-0.00030823i,0.0013811-0.00013264i,0.0010889+0.00036057i,0.00088944+0.00062486i,0.00030214+0.00052602i,0.00032573-0.00014278i,0.00045896-0.00052577i,0.00011485-0.00059024i,0.000552-0.00050255i,0.0005256-6.2294e-05i,-0.0006065+0.00050695i,-0.00060949+0.00046822i,-0.00020662+4.7734e-06i,-0.00029845-0.00016997i,-6.8249e-05-0.00018444i
0.00020805-0.00046515i,0.0012196-0.0012743i,0.00051809-0.0019888i,-0.0005913-0.0021261i,-0.0013594-0.0020626i,-0.001616-0.0020978i,-0.001028-0.00083862i,-0.00065897+0.0010237i,-0.001072+0.00095363i,-0.00089621-3.0816e-05i,0.00042586+0.00010512i,0.00054716+0.00038251i,-0.0003581+0.00027099i,-0.00026346+0.00028523i,0.00016444+0.00024496i,-0.00042796+0.00077968i,-0.00055443+0.00064615i,7.8077e-05-9.6586e-05i,0.00032468+0.00034432i,0.00027981+0.0005721i,-0.00031346+0.00021198i,-0.00027451+0.00056322i,0.00064194+0.00020887i
-0.00027788+0.00017035i,-0.0011378-0.00023652i,0.00026506-0.00050052i,0.0008498-0.00035795i,0.00049681-0.00056897i,0.00071246-0.00063807i,0.00045883+0.00023574i,0.00015273+0.0011115i,-8.7459e-05+0.0020428i,-0.00046933+0.0023912i,-3.8963e-05+0.0011576i,0.00044667-0.00022411i,0.00034416-0.0003481i,-0.00060459-0.00027929i,-0.00071029-0.00011138i,0.00034078+0.00023395i,0.00095991+0.00040614i,0.00057243+0.00060356i,0.0002237+0.00034606i,0.00037008+4.6694e-05i,7.0661e-05+0.00072929i,-6.2416e-05+0.0012135i,1.5886e-05+0.00070923i
0.0010875-0.00066031i,0.00040625-0.00040023i,1.0108e-05+0.00016318i,7.518e-05+6.5524e-05i,0.00030927-0.00046669i,-0.00090455-0.00017242i,-0.00083036+0.00038041i,1.6295e-05+0.0010908i,5.7459e-05+0.0013206i,0.0003602+0.0015388i,0.0012102+0.0015193i,0.00093046+0.00093255i,0.00030111+0.0010941i,0.00035965+0.0013497i,-2.7163e-06+0.0007849i,-0.00039555+0.00033108i,3.9644e-05+0.00086959i,0.00042071+0.0011971i,-5.6194e-05+0.00047728i,-0.0004379+0.00022484i,-1.246e-05+0.00014634i,0.00043451+8.6855e-05i,0.00050573+0.00012972i
0.0017248+0.0018164i,0.0021687+0.00092265i,0.0023481+0.0007812i,0.0020861+2.8911e-05i,0.001821-0.0011683i,0.0010788-0.00064269i,-0.00049539+0.00055725i,-0.00077557+0.00065086i,7.8215e-05+0.000794i,0.00039129+0.0011701i,-0.00026023+0.00066377i,-0.00062188+0.00023459i,-0.00015304-2.9673e-05i,0.00039309+0.0003905i,0.00097804+0.0014005i,0.00098634+0.0013941i,-0.00028161+0.00030121i,-0.0011874-0.00015655i,-0.00069591-3.6712e-05i,-0.00052989+0.00020134i,-0.00046305+0.0011257i,1.2081e-05+0.0018793i,3.033e-05+0.0010974i
0.0012193+0.0014933i,0.0017811+0.0015092i,0.0016581+0.001564i,0.0014993-0.00016548i,0.0012836-0.0015683i,1.3751e-05-0.0022734i,-0.0001306-0.0014777i,5.8551e-05+0.00016684i,0.00010132+0.00095845i,0.0001116+0.00092561i,0.00028817+0.00083858i,7.9729e-05+0.00044159i,-0.00049354+0.00016828i,-0.00031998-0.00034547i,0.0001555-0.00049373i,0.0002864-0.00050739i,0.0002959-0.00066105i,0.00017618-0.0010022i,-3.9779e-05+9.0175e-05i,-3.9157e-05+0.00072723i,-0.00031901+6.4131e-05i,-0.00047661-0.00034199i,-0.00034932-0.00018776i
0.00035544+0.00028084i,0.00034328+0.0015208i,0.0001918+0.0018877i,0.0010721+0.000478i,0.0020167-0.00034162i,0.0019432-0.00040775i,0.00061849-0.00025052i,-0.00061717+0.00026986i,-0.00074099+0.00028767i,-0.0001069-0.00020055i,0.00043729-1.6237e-05i,-0.0001344+0.0002428i,-0.00042336-0.00061384i,4.6673e-05-0.0009819i,0.00021531-0.0010208i,0.00053733-0.0012796i,0.00099439-0.0010658i,0.00096909-0.00077112i,0.00087584-0.0007772i,0.00099311+0.00037991i,0.00097237+0.0014267i,0.00050982+0.00062016i,0.00040048-0.00058628i
0.0014627+0.00063593i,0.0013555-0.00018532i,0.0022836+6.9349e-05i,0.0022968-0.00092097i,0.00074365-0.0026435i,-0.0017684-0.0020645i,-0.002087-0.00086533i,-0.00081108-0.00026616i,-6.1422e-05-0.00063989i,0.00051281-3.8598e-05i,0.00028446+0.00094604i,4.2773e-05+0.00039009i,-4.3331e-05+9.8324e-06i,-0.00036456-0.00035865i,-0.00017363-0.00052388i,0.00021538-6.9882e-05i,0.00047708-0.0001366i,0.0012263-0.00067738i,0.00095493-0.00084091i,-0.00072904-0.00058835i,-0.00036524-0.00035576i,0.00063618+0.00017092i,0.00031327+0.00040795i
0.00079274+0.00027743i,-0.00048142+0.00054768i,-0.00041127-0.00039359i,-0.00045358-0.00082193i,-5.0179e-05-0.0011922i,0.00053425-0.0016147i,0.00086731-0.00096673i,0.00074411-3.4354e-05i,-7.2652e-05+0.00066652i,-0.00015489+0.00084073i,0.00031025+0.00038319i,3.1055e-05+0.00050133i,0.00014768+0.0006828i,0.00042684+0.00078939i,0.00062643+0.0010606i,0.00096316+0.00079842i,0.00028422+0.00026193i,-0.00026422-0.00047475i,0.00021255-0.00050535i,0.00037184-0.0003217i,0.00031176-0.00044519i,0.00070613-0.00040648i,0.0006721-0.00055803i
-4.4368e-05-0.00083815i,-0.00066817-0.00030012i,-0.00058545+0.00064371i,-0.00014274-2.203e-05i,-0.00018482-0.0011323i,-0.0003941-0.0007318i,-0.00041813+1.5426e-05i,-0.0005889+2.6298e-05i,-0.00013329-0.00026671i,0.00038063-0.00017078i,-0.00026267-2.9909e-05i,-0.00040736-0.00048868i,0.00038251-0.00063104i,0.0004673+0.00014319i,0.00048144+0.00013591i,0.00062782+0.00018042i,0.00044634+0.00048497i,-0.00039911+0.00029965i,-0.00016645+0.00047537i,2.954e-05+0.0010069i,-0.0004148+0.00074167i,0.0001171-8.3871e-05i,0.00043314-0.000628i
0.0011669+0.00075862i,0.0010323+0.00067151i,0.0017509+0.00084709i,0.0028458+0.00035815i,0.0031965-0.00084892i,0.0014649-0.00091323i,-1.6396e-05+0.0006956i,4.2156e-05+0.0016553i,0.00029216+0.0012798i,-0.00037807+0.00044673i,-0.00080072+0.00010556i,-0.00016558-0.00026463i,-0.00024349-0.00039947i,-0.0006102-0.0003052i,-0.00036089+0.00012792i,-0.00010106+0.00053131i,5.8225e-05-0.00013491i,0.00018774-0.00073184i,0.00076661-0.00043924i,0.00069665-0.000141i,0.00037917+0.00024868i,0.00047631+0.00040285i,0.00073696+0.00029588i
-0.0012639-2.2563e-06i,-0.00095165+0.00034526i,-0.00066674+0.00082273i,-0.0006757+0.0012784i,-0.00050632+0.00080488i,0.00077258+0.00027791i,0.00031276-7.0341e-05i,-0.00063258-0.00019066i,-0.00068479-3.8227e-06i,7.4406e-06+0.00038435i,0.0005904+0.0001107i,0.00040526-0.00024008i,0.00060379-0.00031038i,0.00092652-0.0007974i,0.00063774-0.00013887i,-0.00034076+0.00050031i,-0.00058516-0.00023096i,-0.00084137-0.00048287i,-0.00085865-0.00075087i,-5.8257e-05-0.00068169i,-0.00032145+0.00029397i,-0.0012272+0.00037191i,-0.00088756+0.00013282i
