-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
-0.044937-0.030415i,-0.085722-0.055539i,-0.09604-0.075526i,-0.10912-0.085348i,-0.18301-0.10219i,-0.25773-0.10155i,-0.22363-0.053518i,-0.12092-0.015123i,-0.051976-0.0077264i,-0.025331+0.0060269i,-0.01522+0.022628i,-0.014806+0.028032i,-0.013058+0.023304i,-0.0078128+0.012869i,-0.0047076+0.0052606i,-0.0041436+0.0042678i,-0.0047118+0.0063558i,-0.0016879+0.0081463i,0.0065056+0.0051244i,0.011973-0.00024247i,0.011187+0.00060424i,0.010042+0.0065107i,0.011862+0.007942i
-0.02894-0.024338i,-0.058076-0.047631i,-0.065233-0.059418i,-0.03603-0.0015958i,0.0077956+0.12556i,0.03632+0.21367i,0.038173+0.19123i,0.029744+0.11555i,0.020302+0.055953i,0.0179+0.028222i,0.023209+0.015709i,0.020902+0.0008042i,0.0085624-0.0083027i,0.0011014-0.0092388i,0.0020251-0.012998i,0.0073981-0.017971i,0.013775-0.019413i,0.01413-0.015427i,0.0084097-0.0078958i,0.0028337-0.0017907i,0.0020181-0.00012419i,0.0039187-0.0033311i,0.0040495-0.0067012i
0.031761+0.033502i,0.058265+0.075864i,0.049716+0.098137i,0.060792+0.095142i,0.16667+0.08087i,0.27557+0.051395i,0.25627+0.0047476i,0.14468-0.01517i,0.05912-0.005192i,0.017997-0.01025i,-0.0015222-0.023553i,-0.0053125-0.025962i,-0.0037691-0.018435i,-0.0017878-0.0071891i,-0.00048503-0.0015102i,-0.0011457-0.0018963i,-0.00088917-0.0057556i,-0.0014952-0.0092978i,-0.0039765-0.0069173i,-0.0046006-0.0018742i,-0.0055759-0.0016721i,-0.010655-0.0042534i,-0.014387-0.0020684i
0.0349+0.029752i,0.078048+0.068536i,0.096147+0.077381i,0.043555-0.0008i,-0.057599-0.13145i,-0.11713-0.21517i,-0.10592-0.19047i,-0.064538-0.10672i,-0.033893-0.044917i,-0.024801-0.017724i,-0.02517-0.0043323i,-0.017173+0.0072833i,-0.0027792+0.01225i,0.0060637+0.012008i,0.010077+0.015043i,0.012116+0.021234i,0.010588+0.02357i,0.0078507+0.016177i,0.0022005+0.0031568i,-0.0076915-0.0031051i,-0.011983+0.00080757i,-0.010449+0.0069483i,-0.008398+0.0079344i
-0.014446-0.03979i,-0.0078168-0.093251i,0.01457-0.11518i,-0.0079415-0.09078i,-0.13176-0.049907i,-0.25938+0.017665i,-0.24562+0.071853i,-0.13477+0.057797i,-0.052155+0.022329i,-0.012146+0.01497i,0.0084849+0.018076i,0.012955+0.013268i,0.010496+0.001032i,0.0027131-0.0090197i,-0.0033063-0.011202i,-0.00066427-0.0096784i,0.0026404-0.0069657i,0.0034592-0.003385i,0.0052675-0.00069471i,0.0078464-0.00045734i,0.012165-0.001458i,0.016828-0.0035905i,0.017569-0.0047658i
-0.049439-0.046871i,-0.10567-0.098454i,-0.12644-0.11581i,-0.057166-0.035561i,0.079114+0.10969i,0.17507+0.18301i,0.15764+0.14646i,0.083884+0.076899i,0.038068+0.029859i,0.025189+0.0059502i,0.015895-0.0069904i,0.0014207-0.014169i,-0.01348-0.014418i,-0.022798-0.011919i,-0.028259-0.011971i,-0.031881-0.014327i,-0.029874-0.018122i,-0.022245-0.013938i,-0.010739+0.00054492i,-0.00049556+0.0091594i,0.001472+0.0057251i,-0.0035869-0.00065768i,-0.0052902-0.0049824i
-0.0061488+0.034672i,-0.045678+0.083085i,-0.093818+0.11963i,-0.066212+0.10007i,0.071159+0.016085i,0.19484-0.090705i,0.1806-0.13564i,0.094357-0.090171i,0.034416-0.037857i,-0.0023647-0.023773i,-0.0243-0.0154i,-0.023571-0.0014767i,-0.01174+0.010203i,0.0010201+0.015698i,0.0083303+0.014718i,0.0067892+0.014452i,0.001445+0.0147i,-0.001613+0.011077i,-0.00051881+0.0039375i,0.0017063-0.0024906i,0.00041726-0.0016136i,-0.0030302+0.0058109i,-0.005354+0.010894i
0.046053+0.066709i,0.099936+0.14259i,0.11898+0.16804i,0.041308+0.083765i,-0.10907-0.048626i,-0.21628-0.10119i,-0.18352-0.063545i,-0.087066-0.02549i,-0.037368-0.010525i,-0.027169+0.003241i,-0.014141+0.011164i,0.0030983+0.010424i,0.016886+0.0054111i,0.02677-0.001426i,0.034977-0.0069639i,0.041645-0.0097548i,0.042963-0.0088573i,0.03437-0.0099463i,0.014943-0.011494i,-0.0050096-0.0056277i,-0.01074+0.0020068i,-0.0045705+0.0044986i,-0.0009825+0.005022i
0.029249-0.030061i,0.094384-0.076201i,0.17786-0.11729i,0.1679-0.096957i,0.032588+0.014454i,-0.074631+0.14068i,-0.066644+0.16894i,-0.022107+0.10507i,-0.0001907+0.046334i,0.017953+0.024903i,0.025028+0.0077669i,0.011954-0.0098581i,-0.0043407-0.021879i,-0.015517-0.022918i,-0.01934-0.015297i,-0.017853-0.013764i,-0.015058-0.017841i,-0.0083014-0.01829i,-0.00077693-0.014906i,0.0024238-0.01006i,0.0031755-0.0082601i,0.0030918-0.011439i,0.0027771-0.013576i
-0.027012-0.074627i,-0.059319-0.16832i,-0.08489-0.20616i,-0.027765-0.12599i,0.12194-0.02225i,0.22529+0.0050695i,0.17989-0.019342i,0.077479-0.022123i,0.034789-0.0072409i,0.027913-0.01194i,0.0093597-0.014107i,-0.0076604-0.006309i,-0.017296+0.00097964i,-0.027252+0.011095i,-0.033918+0.021774i,-0.035336+0.029534i,-0.031209+0.030258i,-0.023269+0.025133i,-0.012782+0.021323i,-0.002378+0.017897i,0.0011864+0.013138i,-0.0030376+0.0099748i,-0.0060382+0.0061081i
-0.042452+0.025005i,-0.1332+0.06364i,-0.22976+0.10304i,-0.23315+0.08504i,-0.1359-0.015011i,-0.056874-0.13903i,-0.05346-0.15938i,-0.055166-0.087473i,-0.037156-0.037108i,-0.032975-0.020559i,-0.025445-0.0039208i,-0.0040715+0.0082954i,0.014146+0.011601i,0.02379+0.0060017i,0.024664-0.00155i,0.023666-0.00086787i,0.025215+0.0036357i,0.021363+0.0061423i,0.01324+0.0021989i,0.0087272-0.0080961i,0.0077075-0.013571i,0.0084383-0.011242i,0.0077949-0.0064186i
0.011694+0.085519i,0.024281+0.17982i,0.038916+0.2436i,0.0053831+0.19441i,-0.10822+0.095428i,-0.20104+0.082355i,-0.15338+0.10726i,-0.056081+0.072018i,-0.03019+0.023329i,-0.030779+0.013385i,-0.014944+0.0053306i,-0.0046276-0.011398i,0.0016307-0.018975i,0.0096731-0.02597i,0.011926-0.03786i,0.0069598-0.04952i,-0.00076916-0.052388i,-0.0045325-0.039421i,-0.0034533-0.018395i,-0.004458-0.0016328i,-0.0089123+0.0057041i,-0.012065+0.0062015i,-0.010692+0.006272i
0.060402-0.00080797i,0.16222-0.028014i,0.28085-0.088728i,0.29656-0.11208i,0.21535-0.027878i,0.15948+0.083863i,0.14561+0.095378i,0.10694+0.040562i,0.060166+0.015353i,0.038715+0.0067682i,0.015067-0.0058985i,-0.016009-0.0060135i,-0.03197+0.0010797i,-0.030851+0.0088308i,-0.023238+0.015862i,-0.020579+0.018485i,-0.023166+0.017827i,-0.019929+0.01045i,-0.012241-0.0026934i,-0.00956-0.0090856i,-0.0080526-0.0028329i,-0.0040134+0.0055883i,0.00033582+0.0060423i
0.015432-0.081038i,0.020147-0.18051i,0.01102-0.25696i,0.019504-0.23333i,0.08685-0.16444i,0.14313-0.15752i,0.089335-0.16015i,0.019131-0.091924i,0.022769-0.030497i,0.030024-0.018444i,0.015269-0.0022197i,0.012445+0.015457i,0.011767+0.015759i,0.0083888+0.019071i,0.011984+0.029472i,0.024197+0.037826i,0.036059+0.037463i,0.032918+0.026697i,0.018336+0.019237i,0.0089086+0.01998i,0.01001+0.017311i,0.012349+0.0088131i,0.0081833+0.00174i
-0.048336-0.012279i,-0.14763+0.0049846i,-0.27639+0.06559i,-0.31169+0.11871i,-0.24595+0.079733i,-0.2048+0.0080412i,-0.17679+0.0092334i,-0.1079+0.032804i,-0.051697+0.018372i,-0.027994+0.0042779i,-0.0010918+0.00010879i,0.026219-0.015927i,0.033996-0.030603i,0.022613-0.035512i,0.0094119-0.036328i,0.0074308-0.035668i,0.012995-0.03516i,0.015441-0.03236i,0.011144-0.026006i,0.0042097-0.023702i,-0.0020376-0.027696i,-0.0078641-0.031374i,-0.010147-0.027176i
-0.038798+0.062597i,-0.063113+0.16107i,-0.046917+0.26075i,-0.011813+0.2763i,-0.031515+0.23342i,-0.047021+0.20858i,0.0053172+0.16908i,0.03261+0.080916i,-0.0062025+0.025504i,-0.02489+0.015696i,-0.020532-0.0051224i,-0.031031-0.018028i,-0.035519-0.011994i,-0.031566-0.010909i,-0.035895-0.014786i,-0.049732-0.017327i,-0.061869-0.016209i,-0.052683-0.0064315i,-0.02419+0.0035796i,-0.0022389+0.0066626i,0.0010073+0.010759i,-0.002868+0.017047i,-0.0034381+0.019334i
0.04168+0.023828i,0.13798+0.011452i,0.25137-0.040405i,0.28285-0.10663i,0.23355-0.12519i,0.18467-0.1018i,0.1313-0.10262i,0.053753-0.090088i,0.015668-0.040419i,0.007436-0.013116i,-0.01669+0.0021193i,-0.033933+0.029758i,-0.024653+0.047397i,-0.003728+0.045803i,0.012612+0.035852i,0.018914+0.031017i,0.017604+0.033684i,0.011649+0.030702i,0.0012722+0.015899i,-0.007054+0.0014875i,-0.0052528-0.0025347i,0.0026027-0.00088281i,0.0071734+0.00010484i
0.042549-0.032078i,0.074474-0.11459i,0.056192-0.23623i,-0.019716-0.29974i,-0.06301-0.25519i,-0.068244-0.19425i,-0.093558-0.12473i,-0.076886-0.033849i,-0.014312-0.0022795i,0.0093718-0.0077665i,0.013086+0.0097949i,0.028782+0.012848i,0.031614-0.0038966i,0.027626-0.010329i,0.029785-0.012506i,0.037232-0.016806i,0.046714-0.022691i,0.041827-0.024583i,0.024839-0.010954i,0.012414+0.0085652i,0.0067283+0.015382i,0.003803+0.010966i,0.0018063+0.0061641i
-0.030356-0.027942i,-0.11798-0.031821i,-0.22337+0.01805i,-0.24892+0.10057i,-0.18863+0.13731i,-0.12024+0.14843i,-0.044009+0.15668i,0.025831+0.10946i,0.028629+0.037853i,0.0085379+0.0078954i,0.018151-0.012554i,0.021237-0.045301i,0.0028604-0.059301i,-0.017144-0.047645i,-0.026579-0.026385i,-0.023901-0.013263i,-0.021269-0.013641i,-0.020227-0.019891i,-0.020086-0.022926i,-0.022768-0.0178i,-0.022083-0.0085697i,-0.01775-0.0044657i,-0.01329-0.0047631i
-0.038559+0.012327i,-0.06591+0.075538i,-0.033315+0.18833i,0.074457+0.26541i,0.15234+0.23335i,0.15525+0.13649i,0.13926+0.038386i,0.092266-0.028209i,0.027116-0.029049i,0.00099761-0.013025i,-0.012607-0.021082i,-0.027398-0.012109i,-0.023362+0.0084545i,-0.017392+0.017142i,-0.015824+0.022832i,-0.015292+0.027434i,-0.016234+0.033168i,-0.011243+0.034903i,0.0027466+0.025429i,0.018247+0.011228i,0.025392-6.1017e-05i,0.022534-0.0045651i,0.014768-0.0034106i
0.021807+0.025286i,0.093648+0.041404i,0.18807+0.016137i,0.22013-0.056767i,0.15649-0.11801i,0.060706-0.1465i,-0.036884-0.14395i,-0.091031-0.085378i,-0.06144-0.019993i,-0.023144-0.0016841i,-0.021971+0.012877i,-0.01241+0.037321i,0.014151+0.038409i,0.03086+0.01932i,0.031328-0.0032014i,0.025476-0.018827i,0.023217-0.025005i,0.022569-0.019891i,0.014822-0.010119i,0.0016416-0.010412i,-0.010751-0.018736i,-0.019522-0.021096i,-0.019079-0.013775i
0.021703+0.014435i,0.042802-0.017395i,-0.0050573-0.10849i,-0.1275-0.17772i,-0.20038-0.1394i,-0.17457-0.033671i,-0.12085+0.056776i,-0.069083+0.092483i,-0.020906+0.069349i,-0.0017435+0.037974i,0.0050881+0.028828i,0.010395+0.012947i,0.0032576-0.0071251i,-0.0050644-0.016362i,-0.013665-0.019372i,-0.025459-0.01683i,-0.032467-0.012679i,-0.026217-0.0093672i,-0.0079468-0.0037584i,0.0044079+0.0040803i,0.004058+0.017896i,0.0051557+0.030491i,0.0099547+0.027329i
-0.025374-0.024397i,-0.085055-0.04602i,-0.16091-0.024931i,-0.18921+0.043507i,-0.13312+0.10543i,-0.018741+0.11873i,0.086792+0.088745i,0.12042+0.035406i,0.071729-0.0026075i,0.022612-0.004347i,0.0093604-0.0089207i,-0.0061964-0.020477i,-0.025716-0.012859i,-0.027226+0.0050067i,-0.011623+0.020052i,0.0089047+0.029246i,0.020673+0.031106i,0.012627+0.022773i,-0.01019+0.011602i,-0.024364+0.012535i,-0.013661+0.01815i,0.0039281+0.011428i,0.0056713-0.00080152i
-0.003164-0.033089i,-0.0080141-0.031169i,0.03172+0.029888i,0.12873+0.08483i,0.17793+0.038579i,0.11809-0.052689i,0.047947-0.10839i,0.016979-0.12339i,-0.0051205-0.095091i,-0.016388-0.055602i,-0.013826-0.035488i,-0.0048514-0.020139i,0.0053505-0.0047243i,0.0099749+0.0045636i,0.019294+0.0041188i,0.033819-0.010765i,0.040625-0.02718i,0.0378-0.027944i,0.030158-0.018744i,0.026719-0.015191i,0.021316-0.024107i,0.0065551-0.031566i,-0.0055033-0.024022i
0.024209+0.024004i,0.063101+0.041305i,0.12181+0.0044299i,0.1447-0.078196i,0.086497-0.11157i,-0.017848-0.077743i,-0.1024-0.020876i,-0.11544+0.021956i,-0.066323+0.02444i,-0.025488+0.0025932i,-0.014412-0.0082253i,-0.0051289-0.012712i,0.0047768-0.026572i,0.0024703-0.038171i,-0.014297-0.039534i,-0.035672-0.03622i,-0.047234-0.033864i,-0.042468-0.02941i,-0.027468-0.018823i,-0.018601-0.010878i,-0.024189-0.0050449i,-0.031841+0.006187i,-0.026919+0.015747i
-0.0096119+0.039494i,-0.017453+0.057858i,-0.046201+0.040713i,-0.095429+0.018404i,-0.089342+0.037676i,-0.0094876+0.088777i,0.050942+0.11606i,0.054036+0.11681i,0.045782+0.092166i,0.036016+0.050244i,0.016145+0.024989i,-0.0021134+0.014777i,-0.010392+0.0056753i,-0.013153+0.0030719i,-0.021276+0.01542i,-0.030412+0.043807i,-0.029583+0.072413i,-0.014945+0.074358i,0.0015346+0.044937i,0.0074899+0.015918i,0.013521+0.011514i,0.028066+0.014352i,0.035089+0.0063622i
-0.019268-0.034197i,-0.042397-0.035489i,-0.070488+0.0077326i,-0.075157+0.090676i,-0.027783+0.12482i,0.045257+0.0551i,0.09186-0.032655i,0.089928-0.059377i,0.055809-0.037556i,0.023169-0.0079642i,0.0085953+0.013454i,0.0081263+0.029876i,0.013448+0.038021i,0.021332+0.031725i,0.035338+0.014379i,0.052426-0.0059018i,0.062058-0.017726i,0.053673-0.017301i,0.028184-0.0057235i,0.0071442+0.0082265i,0.00065527+0.0061453i,-0.0039548-0.0075574i,-0.0077953-0.01314i
0.033946-0.045073i,0.051923-0.076962i,0.060595-0.067209i,0.062211-0.041391i,0.014865-0.051073i,-0.075853-0.070422i,-0.12266-0.072339i,-0.10403-0.070221i,-0.07431-0.059248i,-0.0494-0.031547i,-0.022111-0.014957i,-0.0056033-0.014248i,-0.0027851-0.010224i,-0.004066-0.0057719i,-0.0036883-0.013361i,-0.0045795-0.036035i,-0.010867-0.063871i,-0.018344-0.070939i,-0.014962-0.051014i,-0.0058918-0.029191i,-0.0086763-0.017093i,-0.015797-0.0072228i,-0.014601-0.00083857i
0.013072+0.027342i,0.01591+0.02285i,-0.0005636-0.048984i,-0.042116-0.13686i,-0.080711-0.12323i,-0.084813-0.010761i,-0.062411+0.079056i,-0.048064+0.083415i,-0.042052+0.048297i,-0.028566+0.014721i,-0.025275-0.014383i,-0.039319-0.032137i,-0.046272-0.031411i,-0.038419-0.020332i,-0.02933-0.0055519i,-0.026139+0.011863i,-0.029552+0.025289i,-0.031222+0.026704i,-0.024716+0.020614i,-0.01257+0.0179i,0.0026203+0.019997i,0.01136+0.018973i,0.0069361+0.015174i
-0.047614+0.028406i,-0.081025+0.05215i,-0.078592+0.059233i,-0.045079+0.046716i,0.01547+0.035042i,0.096988+0.029625i,0.13485+0.020702i,0.11184+0.017642i,0.076206+0.016497i,0.043361+0.0037777i,0.012094-0.0017813i,-0.00096538+0.0022192i,0.0038759-0.0010543i,0.010068-0.0028504i,0.010033+0.0075847i,0.015015+0.026338i,0.036197+0.042351i,0.05435+0.040899i,0.045465+0.022197i,0.02266+0.0035801i,0.010936-0.0099132i,0.0079725-0.020882i,0.005683-0.019851i
0.0018048-0.040581i,0.020177-0.033581i,0.064507+0.038911i,0.12974+0.10897i,0.15878+0.070867i,0.10843-0.035294i,0.044192-0.095611i,0.026923-0.086202i,0.031009-0.060296i,0.022518-0.034028i,0.022024-0.0057679i,0.037451+0.0046423i,0.04014-0.0070455i,0.020208-0.020206i,-0.0017073-0.027653i,-0.013997-0.035834i,-0.018721-0.043604i,-0.014668-0.041777i,-0.0065383-0.029936i,-0.0058857-0.022188i,-0.019074-0.015131i,-0.029038+0.0011226i,-0.020573+0.010056i
0.059638-0.012443i,0.091996-0.017464i,0.080266-0.040646i,0.03167-0.057063i,-0.028058-0.03572i,-0.091583-0.015182i,-0.12105+0.00090042i,-0.094992+0.01106i,-0.059171+0.0063834i,-0.033315+0.0022246i,-0.011374-0.0025482i,-0.0041585-0.0053967i,-0.012708+0.0037014i,-0.021458+0.016854i,-0.019438+0.024891i,-0.01512+0.02506i,-0.0226+0.020335i,-0.031898+0.014862i,-0.030662+0.0096652i,-0.025751+0.012003i,-0.01634+0.022444i,0.00080858+0.023091i,0.010201+0.0086507i
-0.016023+0.042376i,-0.051944+0.029239i,-0.10904-0.012558i,-0.16145-0.031892i,-0.15785+0.00043304i,-0.086806+0.069127i,-0.025071+0.10284i,-0.015439+0.092382i,-0.015777+0.071486i,-0.013118+0.035794i,-0.028282+0.0045245i,-0.040799+0.00068896i,-0.023985+0.010065i,0.0066659+0.0090701i,0.029278-0.0063105i,0.039162-0.021684i,0.041167-0.020977i,0.033487-0.0063158i,0.022283+0.0076686i,0.024543+0.0098872i,0.033635-0.0016124i,0.028126-0.015185i,0.011085-0.014988i
-0.065537-0.010137i,-0.087167-0.0084767i,-0.069432+0.016975i,-0.039303+0.06244i,-0.00039713+0.097205i,0.05821+0.080924i,0.092294+0.037924i,0.075924+0.010749i,0.042809+0.0021127i,0.019597+0.0040657i,0.0050879+0.0089336i,-0.0004283+0.010583i,0.0064372+0.0053651i,0.017832-0.0072441i,0.014159-0.018099i,-0.00070573-0.022632i,-0.0045138-0.029905i,0.002986-0.036238i,0.0088826-0.026668i,0.0086641-0.009046i,0.0012295-0.0050687i,-0.011728-0.0054401i,-0.016615+0.0043668i
0.037703-0.029015i,0.084191-0.021439i,0.13813+0.021673i,0.1811+0.024428i,0.1676-0.034744i,0.097473-0.078534i,0.052532-0.089626i,0.036949-0.093342i,0.010325-0.070048i,-0.00048477-0.026953i,0.01193-0.0028521i,0.01437-0.0049245i,-0.0040227-0.015952i,-0.028471-0.014679i,-0.038444+0.0055742i,-0.030711+0.03071i,-0.025164+0.042146i,-0.022166+0.032829i,-0.01733+0.0054859i,-0.020896-0.020386i,-0.026323-0.019397i,-0.018194-0.00031088i,-0.0035837+0.0070767i
0.051664+0.054102i,0.051229+0.057217i,0.012637-0.0063291i,-0.040801-0.11142i,-0.090601-0.16396i,-0.11679-0.14896i,-0.11759-0.10157i,-0.093632-0.046508i,-0.05012-0.0133i,-0.019073-0.012442i,-0.0067714-0.021535i,-0.0017045-0.021451i,-0.006843-0.011972i,-0.012669+0.0067858i,-0.00030829+0.025759i,0.025699+0.029127i,0.046822+0.023545i,0.044564+0.019626i,0.022063+0.024016i,0.0052263+0.038791i,0.0085138+0.042757i,0.015675+0.021333i,0.0092607-0.0020203i
-0.047054+0.024698i,-0.082628+0.010978i,-0.1067-0.016521i,-0.10939-0.0022668i,-0.081075+0.03526i,-0.075388+0.062454i,-0.089538+0.098665i,-0.05164+0.11222i,0.00033046+0.064299i,-0.00080365+0.0067042i,-0.017845-0.016265i,-0.010367-0.028008i,0.0054066-0.038782i,0.011396-0.048258i,-0.00075381-0.063146i,-0.026325-0.07433i,-0.040987-0.072638i,-0.02916-0.056795i,-0.0069148-0.039702i,0.0024381-0.03406i,-0.0022031-0.031697i,-0.0078501-0.022316i,-0.0083671-0.011912i
-0.018503-0.076268i,-0.0016733-0.088104i,0.059341-0.0086886i,0.12576+0.11067i,0.15451+0.17153i,0.16419+0.16893i,0.16278+0.1242i,0.12547+0.056241i,0.064023+0.0052333i,0.021937-0.006189i,0.0035763+0.0021923i,-0.0075536+0.011804i,-0.0034054+0.021528i,0.0111+0.023933i,0.011113+0.020274i,-0.0065625+0.023804i,-0.025639+0.03069i,-0.030573+0.029207i,-0.01684+0.023649i,0.002544+0.019109i,0.011032+0.016604i,0.0096989+0.017013i,0.00749+0.016136i
0.066119+0.00086297i,0.10916+0.033208i,0.11369+0.051152i,0.098365+0.029343i,0.095595+0.00134i,0.10966-0.045362i,0.10992-0.11258i,0.051815-0.11782i,-0.0042009-0.044926i,-0.001664+0.014673i,0.0065782+0.032602i,-0.000577+0.048673i,-0.0032136+0.050856i,-0.00073082+0.031555i,0.011897+0.017409i,0.041333+0.010895i,0.064537+0.0041185i,0.054343-0.0018115i,0.018678-0.010292i,-0.014254-0.020883i,-0.026245-0.026936i,-0.020498-0.022565i,-0.0096939-0.011754i
-0.034985+0.078043i,-0.1012+0.093601i,-0.19894+0.026567i,-0.27294-0.068896i,-0.2764-0.12469i,-0.23989-0.1284i,-0.20498-0.09178i,-0.14991-0.028802i,-0.07122+0.016109i,-0.020817+0.011218i,-0.0034461-0.0048655i,0.0099235-0.014164i,0.0099846-0.022515i,-0.0007795-0.017884i,0.0026542-0.011753i,0.010661-0.022306i,0.0095614-0.037765i,0.0077673-0.036949i,0.012841-0.0092777i,0.025597+0.023645i,0.032409+0.030194i,0.020324+0.015667i,0.0057852+0.0053907i
-0.066256-0.038164i,-0.08969-0.082569i,-0.04746-0.086197i,-0.0020879-0.033744i,-0.027157+0.035762i,-0.059911+0.10328i,-0.050289+0.1585i,-0.0046296+0.13624i,0.019622+0.04744i,0.00078915-0.0061696i,-0.014364-0.025436i,-0.023584-0.050491i,-0.033702-0.05871i,-0.037364-0.046074i,-0.052866-0.023572i,-0.07175+0.010255i,-0.068768+0.033652i,-0.047477+0.025352i,-0.032555-0.0049176i,-0.037908-0.022756i,-0.04036-0.010761i,-0.026392+0.0047421i,-0.015708+0.0028783i
0.076813-0.066328i,0.17282-0.082033i,0.22453-0.038548i,0.22293+0.013596i,0.22454+0.020373i,0.2009+0.017558i,0.17754-0.0014175i,0.13973-0.047267i,0.062244-0.062139i,0.011798-0.04038i,-0.0082329-0.024305i,-0.020731-0.0021398i,-0.0062468+0.029351i,0.022561+0.047793i,0.047928+0.050277i,0.065526+0.042323i,0.066632+0.033587i,0.054521+0.031483i,0.043588+0.031344i,0.042866+0.025317i,0.043419+0.012087i,0.03439+0.0011591i,0.020469+0.001733i
0.035619+0.071382i,0.026671+0.146i,0.011245+0.13975i,0.0096934+0.040564i,-0.0052671-0.039138i,-0.0059706-0.097599i,-0.019091-0.13878i,-0.051974-0.10577i,-0.046389-0.034022i,-0.02195+0.0064681i,-0.010994+0.03334i,0.0031432+0.046852i,0.0087508+0.019083i,-0.0073949-0.024603i,-0.026912-0.055883i,-0.036391-0.075094i,-0.03268-0.082179i,-0.026305-0.073361i,-0.029827-0.051322i,-0.041251-0.030341i,-0.045846-0.016284i,-0.033002-0.0088494i,-0.014729-0.0087266i
-0.11853+0.025857i,-0.23062-0.00049012i,-0.31484-0.031752i,-0.30756-0.020077i,-0.23013-0.010365i,-0.17918+0.0072935i,-0.1652+0.06297i,-0.11394+0.10121i,-0.046692+0.074287i,-0.017321+0.024083i,0.0059567-0.0089823i,0.027117-0.036458i,0.017157-0.046968i,-0.0014827-0.03119i,-0.010284-0.0082098i,-0.021693+0.011382i,-0.035675+0.022068i,-0.032709+0.026924i,-0.0059085+0.024766i,0.021623+0.010862i,0.022478-0.0025287i,0.0056822-0.0069991i,-0.0029279-0.005023i
-0.0046917-0.10199i,0.056672-0.14606i,0.14738-0.093017i,0.20553+0.036362i,0.21161+0.13191i,0.18515+0.14281i,0.15538+0.11398i,0.12103+0.070465i,0.071664+0.025303i,0.030352+0.0042494i,-0.0016848-0.0075438i,-0.028389-0.0080339i,-0.027737+0.0095329i,-0.013632+0.022797i,9.3156e-05+0.026096i,0.024768+0.026074i,0.048367+0.02201i,0.044571+0.0079467i,0.0089319-0.0050095i,-0.025559+0.0034238i,-0.027655+0.018057i,-0.016384+0.021177i,-0.014694+0.019381i
0.12291+0.027072i,0.2011+0.062283i,0.19997+0.055017i,0.11597-0.020486i,0.03582-0.068562i,0.039919-0.083322i,0.06998-0.12868i,0.045444-0.13658i,0.017364-0.071113i,0.015649-0.026524i,-0.0048696-0.012537i,-0.022071+0.014415i,0.0025373+0.032483i,0.047017+0.026291i,0.080742+0.0051997i,0.090539-0.026458i,0.075164-0.048067i,0.054443-0.041066i,0.04847-0.018815i,0.054482-0.0099874i,0.050976-0.017424i,0.03559-0.017352i,0.023851-0.0094568i
-0.056601+0.12326i,-0.12406+0.18059i,-0.19142+0.16792i,-0.20741+0.11039i,-0.19023+0.05391i,-0.17888+0.026687i,-0.15898+0.021723i,-0.11248+0.016583i,-0.062668+0.0096045i,-0.035777+0.017509i,-0.016295+0.039128i,0.00035034+0.034619i,-0.016926-0.0073449i,-0.063002-0.040354i,-0.10452-0.036423i,-0.1247-0.0066911i,-0.11345+0.01974i,-0.082998+0.021867i,-0.057336+0.0104i,-0.043655+0.0079739i,-0.028103+0.014354i,-0.0065265+0.0075632i,0.0032718-0.0063843i
-0.12352-0.10303i,-0.204-0.19319i,-0.20608-0.23418i,-0.1527-0.18563i,-0.10102-0.096357i,-0.057147-0.0062874i,-0.021401+0.078916i,0.0015433+0.095428i,-0.0045551+0.041827i,-0.014092-0.005697i,0.0073377-0.04104i,0.022346-0.067247i,0.016365-0.051734i,0.018168-0.012068i,0.02768+0.022942i,0.034329+0.046568i,0.035314+0.049267i,0.034369+0.034841i,0.029022+0.015154i,0.011321-0.0010064i,-0.011115-0.0061958i,-0.025852-0.003314i,-0.026501+3.01e-05i
0.13721-0.083008i,0.26631-0.094041i,0.36023-0.0049893i,0.39083+0.085289i,0.36052+0.06623i,0.25695+0.0025851i,0.1537-0.028323i,0.1001-0.028471i,0.061013-0.021155i,0.023714-0.015016i,-0.011845-0.01141i,-0.032656-0.0022136i,-0.025536+0.011544i,-0.019183+0.017137i,-0.020965+0.0050607i,-0.013355-0.022842i,-0.0044716-0.049473i,-0.0082439-0.053415i,-0.017309-0.029906i,-0.014007-0.0011053i,-0.002957+0.013817i,0.00077455+0.020424i,0.00060876+0.024288i
