-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
-0.0005231-0.00093074i,0.00010889-0.0012799i,0.0014367-0.0010032i,0.0015502-0.00066848i,-0.00022462-0.00027839i,-0.00097032+0.001944i,-0.00017004+0.0040263i,0.00029146+0.0027321i,0.00056108+0.00049736i,0.0011041-0.00017003i,0.001733+0.00031025i,0.0015+0.00023896i,0.00090884-0.0011904i,-0.00019433-0.0022158i,-0.0014788-0.002078i,-0.0022386-0.0011591i,-0.0015011-0.00076933i,-8.6974e-05-0.0013525i,-5.3499e-05-0.0016993i,3.8374e-05-0.0011617i,0.0012575-0.00013773i,0.0021618+0.00045326i,0.0021175+0.00053758i
-0.0017484+0.002858i,-0.00068903+0.0023598i,0.0013935+0.0030701i,0.0032716+0.0042906i,0.0036905+0.0026797i,0.0017074+9.8072e-05i,-0.00042789-0.0010806i,-0.0015706-0.00011979i,-0.001408+0.0013196i,-0.00040191+0.0012637i,0.00046565+0.00082654i,0.00091587+0.00075875i,0.00058527+0.0003379i,0.00036146+0.00096084i,0.00058313+0.0010714i,0.001592-0.0008277i,0.0025052-0.0018925i,0.0022797-0.0013096i,0.0015613-0.00083655i,5.9428e-05-0.0011096i,-0.0018138-0.0013948i,-0.0016022-0.00062633i,-0.00061901-0.00031164i
-0.0013595-0.00039924i,-0.00042581-0.0016543i,-0.00075131-0.0014388i,-0.00019583+0.00076154i,0.0023863+0.00094959i,0.0020583-0.0014936i,-0.001618-0.0031112i,-0.0034546-0.0029372i,-0.0028515-0.0013524i,-0.0014151-0.00023472i,0.00024374-0.00094909i,0.00090947-0.0018954i,0.00092456-0.0022943i,0.000396-0.002485i,-0.0016377-0.0018727i,-0.0040563-0.0013493i,-0.0043134-0.0018558i,-0.0032233-0.0024892i,-0.001442-0.0019852i,7.0125e-05-0.001139i,0.00073486-0.00061817i,0.00078182+0.00062158i,-0.00017726+0.0015404i
0.00016485-0.0018044i,-0.0001142+0.0001163i,-0.00094437-0.00076833i,-0.001359-0.0016757i,-0.00070557-0.00090941i,0.00052022-0.0015976i,2.2911e-05-0.002706i,-0.0013937-0.0018004i,-0.0030608-0.00071141i,-0.0040315-0.00040205i,-0.003348-0.00084667i,-0.0028739-0.00084289i,-0.002566-0.00013802i,-0.0019167+0.0012267i,-0.0007611+0.0031281i,0.00054597+0.0041476i,0.0017419+0.0047603i,0.00060535+0.0036602i,-0.001341+0.0015594i,-0.0014927-0.00018153i,-0.0008677-0.0023913i,-0.0016399-0.0035512i,-0.0010765-0.0025952i
-0.00075735+0.0004601i,-0.00068402+0.00099892i,0.0010143+0.00020219i,0.0032986-0.0011325i,0.0027585-0.0012215i,0.0013463-0.0014832i,0.0012721-0.00046338i,0.00055827+0.00027371i,-0.00031114-0.00026735i,-0.0010758-0.00094827i,-0.0010327-0.0011531i,-0.00063841-0.00017148i,-0.00016426+0.00019572i,0.00081898+5.2233e-06i,0.0020713-0.00030559i,0.0030858-0.0003682i,0.0036867-0.0010152i,0.0033278-0.0016091i,0.0022339-0.00063485i,0.00074084+0.00067019i,-0.00083605+0.0013486i,-0.0014792+0.0015838i,-0.00086013+0.0011408i
-0.0001968-5.3923e-05i,-0.00012978-0.00091884i,0.0019741-0.0011117i,0.003622-0.0025i,0.0022487-0.0054615i,0.0001654-0.0037979i,-8.6162e-05+0.00049448i,0.00050798+0.0010111i,0.00058385-0.00054817i,-0.00032135-0.00035518i,-0.00051256+0.001789i,-0.00039205+0.0024301i,-0.00062227+0.0008971i,-0.0003399-0.00061536i,0.00010429-0.00047181i,7.6191e-05+0.001471i,0.00083449+0.002362i,0.0011336+0.0017113i,-7.7098e-05+0.00045568i,-0.00082278+0.00021021i,-0.00045531+0.00088843i,1.2939e-05+0.0010787i,8.1649e-05+0.0009023i
0.0013647-0.00073857i,0.0015392-0.0017273i,0.0002823-0.0027365i,-0.0013434-0.0028842i,-0.0031149-0.0041033i,-0.0041107-0.0026885i,-0.0028253+0.0009456i,-8.1183e-05+0.0017861i,0.0010017+0.0011241i,4.5788e-05+0.0013788i,-0.00045784+0.0020648i,0.00012847+0.0024171i,0.00048584+0.0023067i,0.0011343+0.0022623i,0.0022586+0.0015837i,0.003887-0.00031213i,0.0046942-0.0015806i,0.0045602-0.0013145i,0.0030407-0.00030604i,0.0010166+0.00066045i,-0.00019991+0.0013511i,-0.00055858+0.0015179i,-0.00065901+0.0015525i
0.00121+0.00035982i,0.00088106-7.9279e-05i,-0.00069472-0.00023833i,-0.0025609+0.0012252i,-0.002861+0.0023424i,-0.0026229+0.0021674i,-0.0017909+0.0018726i,-0.00090411+0.001789i,-0.00086115+0.0021901i,-4.5125e-05+0.0021889i,0.0015062+0.0012963i,0.0027334+0.00046287i,0.0025315+5.2694e-05i,0.0011952-0.0011846i,-0.00019249-0.0025339i,-0.0016095-0.0027988i,-0.0024139-0.0030553i,-0.0018403-0.0036536i,-0.0011227-0.0030983i,-0.0003248-0.0011332i,0.00020749+0.00045059i,0.00022224+0.0007229i,-6.1821e-05+0.0010134i
0.00071984+0.00080063i,0.00094275+0.0020298i,0.0019738+0.0014466i,0.0019595+0.00042586i,0.0017996+0.00053153i,0.0013162+0.00087826i,-0.00037291+0.00075944i,-0.0023098+0.00089605i,-0.0024878+0.0013701i,-0.0015009+0.0019665i,-0.00052936+0.00098911i,-0.00010917-1.3489e-05i,-4.1805e-05+0.00042745i,0.00016518+0.00011707i,-0.00039534+0.00013364i,-0.00072698+0.00038089i,0.00027668+0.00045354i,0.00038895+0.0010895i,-0.00096073+0.0017756i,-0.0014369+0.00063755i,-0.00061937-0.00078303i,-3.8088e-05-0.001341i,0.00028424-0.0015282i
0.00074067-0.0020017i,-0.000259-0.0015811i,0.00018191-0.00052827i,0.0027147-0.00016193i,0.0032007+0.00015676i,0.0016096-3.3444e-05i,8.6206e-05-0.00066334i,-0.0012549-0.0011367i,-0.0024-0.00093457i,-0.0014679-0.00010638i,0.00081761-7.8364e-05i,0.0014017-0.00087998i,0.0011349-0.0010369i,0.00092045-0.00085273i,0.00088965-0.00078267i,0.00096436-0.00061637i,0.00030063-0.0016609i,-0.00012513-0.0025938i,0.00059931-0.0019553i,0.001106-0.00076277i,0.00070089+0.0001338i,0.00069846+0.00034719i,0.00046361+9.3445e-05i
0.00056301-0.00086483i,0.00059454-0.00039051i,0.00094592-0.0006695i,0.0020983-0.0020684i,0.0018826-0.0032693i,0.0015395-0.0023521i,0.00096754-0.0011807i,-0.00015447-0.0016506i,-0.0016548-0.0023407i,-0.0017269-0.0021563i,-0.0013282-0.0019196i,-0.0012133-0.0015233i,-0.0013824-0.0022233i,-0.0018489-0.0024397i,-0.001073-0.00064977i,-0.00047877+0.0015978i,-0.00087355+0.0019639i,-0.0013939+0.0014186i,-0.0020961+0.00096115i,-0.0025658+0.00016187i,-0.0022122-0.00027192i,-0.001497-0.00042644i,-0.00092107-8.6383e-05i
-0.0007118+5.1214e-05i,-0.00060215-0.0014716i,-2.9223e-05-0.0020308i,0.00015-0.0025201i,0.0008638-0.003648i,0.00093228-0.0024876i,0.00070739-0.00040106i,0.0014465+2.5618e-05i,0.0016869-0.00054926i,0.00068811-0.00073581i,-0.00057998+0.00022695i,-0.00086819+0.00077884i,-0.00078437+0.00047961i,8.4055e-05+0.00049009i,0.0014993+0.0012163i,0.0024449+0.0011343i,0.0032064+0.00028326i,0.0036914+0.00066245i,0.0030397+0.00092627i,0.00085467+0.00032164i,-0.00076233+0.00028986i,-0.0011409+0.00066003i,-0.0017275+0.0013177i
-6.9305e-05+0.0010324i,-0.00077322+0.0016653i,-0.00054846+0.0011201i,0.00019168-0.00015361i,-0.0003076-0.0012017i,-0.001039-0.0015123i,-0.00038968-0.001164i,0.0016524+7.1497e-05i,0.001854+0.00039874i,0.00017039-0.00061862i,-0.00049729-0.00051569i,-0.00016595+6.1766e-05i,-0.0004897+0.00086882i,-0.00061789+0.0016916i,-9.007e-05+0.00095587i,-0.00030415-9.3883e-05i,9.833e-05-0.0010864i,9.1592e-05-0.0016228i,-0.0010622-0.0014436i,-0.0014249-0.00038883i,-0.0011758+0.00018812i,-0.00023847+0.00045096i,-0.0001256+0.00073033i
0.0019991-0.00089406i,0.0021241-0.0011262i,0.0021366-0.00072791i,0.0027684-0.00047844i,0.0023756-0.0015696i,0.00048094-0.0019207i,-0.0015123-0.00044456i,-0.0017742+0.0010182i,-0.00096104+0.00089371i,-0.00038449+0.00036796i,0.00080562+0.0009306i,0.0015423+0.0018489i,0.0013195+0.0030543i,0.00094008+0.0034727i,0.0011674+0.0025575i,0.0016101+0.000975i,0.0016111-0.00037674i,0.00091419-0.00061243i,0.00069069+0.00018544i,-0.00020836+0.0014229i,-0.0013688+0.0020331i,-0.00090282+0.0014347i,-0.00012495+0.00082421i
0.00092178-0.0025307i,0.00042853-0.0014212i,6.3834e-05-0.0013125i,-0.00014405-0.000796i,-0.0017224+0.00083942i,-0.0024939+0.0021707i,-0.0020505+0.0017777i,-0.0029852+0.00036518i,-0.0047857+0.00023385i,-0.0052503+0.0013607i,-0.0022259+0.0022534i,0.00063635+0.0018757i,0.0017077+0.00090603i,0.0016976+0.00046128i,0.0012432+4.1031e-05i,0.0015661-0.00091892i,0.0013583-0.0018688i,0.00081874-0.0021428i,0.00086358-0.0017405i,0.0015491-0.00059133i,0.0025051+0.00059597i,0.0021648+0.00054259i,0.0015564+0.00056487i
0.00016991-0.00071301i,8.1947e-05-0.0016568i,0.0001149-0.00301i,-0.00025533-0.0021919i,-0.00022972+0.00016237i,-0.00037714+0.0008497i,-0.001033+8.0484e-06i,-0.0020554-0.00059527i,-0.0024987-3.9158e-05i,-0.0023042+0.00025731i,-0.0017821-0.00052776i,-0.00083159-0.0018681i,-0.00076122-0.0027106i,-0.0010763-0.0022703i,-7.7698e-05-0.0014407i,0.00046417-0.00087018i,-8.983e-05-0.00073264i,-0.000649-0.0004685i,-0.0006148+0.00040586i,-0.00072094+0.0011004i,-0.00062221+0.001168i,-0.00065418+0.00022632i,-0.00044101-5.9616e-05i
-0.00028123+0.0014038i,-0.00075959+0.0034073i,0.0013233+0.0039426i,0.0027461+0.0025578i,0.0016148+0.00026021i,-0.00032-1.7755e-05i,-0.0012198+0.00021804i,-0.0011014-0.00060504i,-0.0012971-0.00065258i,-0.0012441-0.00096566i,-0.0015738-0.0018113i,-0.00040004-0.002286i,0.0013947-0.0018977i,0.0010198-0.0012743i,-5.6906e-05-0.00070535i,0.00047066+0.00042858i,0.0012806+0.0008723i,0.00097175+0.00044607i,0.0010561+0.00065059i,0.00125+0.00028458i,0.00065043-0.00048027i,0.00039036-0.00093329i,0.00043632-0.0010069i
0.0031058-0.0014456i,0.0023719-0.003433i,0.0015213-0.0045466i,0.0013567-0.003473i,0.0014429-0.002918i,0.00095729-0.0022005i,0.00068582-0.00030273i,0.0010312+0.00083787i,0.0015204-0.00037982i,0.0015417-0.002162i,6.4299e-05-0.0025593i,-0.0011575-0.0024616i,-0.00080079-0.0015026i,-0.00016514-0.00034664i,0.00020259-0.00033234i,0.00029775-0.00036577i,0.00041313+0.0002093i,0.00036597+0.00056822i,-0.0003374+0.00096666i,-0.0013236+0.00053082i,-0.001364-0.00030438i,-0.0016018-0.00014962i,-0.002103+0.00043023i
-0.00059284+0.00064668i,0.00035681+0.0011086i,0.0018743+0.001324i,0.0027433-0.00046487i,0.0012075-0.0019529i,-0.00034366-0.0016648i,0.00044571-0.00055043i,0.0017374+0.00061498i,0.0023051+0.00029712i,0.0021117+0.00058607i,0.0012305+0.00092115i,0.00014869+0.001545i,-0.0013145+0.0026693i,-0.0019523+0.0025295i,-0.00084176+0.0024057i,-0.00042915+0.0024845i,-1.9356e-05+0.0017193i,0.00095536+0.0013316i,0.0014445+0.00055572i,0.00053618-0.00021083i,-0.0013332-1.8587e-05i,-0.001373+0.00012358i,-0.0009035+0.00024129i
-2.3586e-05-0.0011538i,-0.00032562-0.0021617i,-0.00072752-0.0030045i,-0.00090467-0.0023481i,-0.00067624-0.0014323i,-3.509e-05-0.00027012i,0.00084662+0.00037882i,0.00070727+0.00064506i,-0.00024907+0.00089337i,-0.00082793+0.0013511i,-0.00032375+0.0023585i,-4.3073e-05+0.002922i,-3.7988e-05+0.0021175i,0.0011005+0.0014221i,0.0015211+0.00097918i,0.0011055-6.2426e-05i,0.0015969-0.00078779i,0.0011295-0.0012339i,-0.00061865-0.0010395i,-0.0017513+0.00031804i,-0.0012281+0.0011513i,-0.00018395+0.0011327i,0.00022524+0.0010126i
-6.7029e-05+0.0017319i,0.0014615+0.0035438i,0.0030203+0.0034018i,0.0023871-5.6864e-05i,0.00068594-0.0029156i,-0.00046814-0.003473i,-0.00081457-0.0024839i,-0.0013776-0.0010248i,-0.0031103-0.00011968i,-0.0044648+0.00081777i,-0.0033015+0.0024602i,-0.0016851+0.0030682i,-0.00076999+0.0017444i,-5.1585e-06+0.00072876i,0.00045787+0.00050219i,0.00086882+0.0003904i,0.0011596-0.00058392i,0.00090298-0.0012977i,0.00028631-0.00092373i,-0.00029395-0.00056909i,-0.00088377-0.00025481i,-0.0008278+0.0008152i,-0.00072899+0.0011437i
1.6907e-05+0.0001542i,0.00056327-0.00017461i,0.0010463+0.00018027i,0.00087515+0.00049349i,-0.00066911+0.00091894i,-0.0028708+0.00069938i,-0.0034902-0.00026381i,-0.0031879-0.00045291i,-0.0034638-0.00026087i,-0.002879+0.00033292i,-0.0016012+0.000602i,-0.00043656+0.00014427i,0.00030404+0.00016861i,0.0014074+0.00055726i,0.0021709+0.00070181i,0.002573+0.00091587i,0.001947+0.00057882i,0.0014088+9.1783e-05i,0.00087491-0.00016184i,0.00024887-0.00067608i,0.00058983-0.00024628i,0.00083927+0.00075863i,0.00058342+0.0014602i
-0.00059633-0.0011445i,-0.0015219-0.00067326i,-0.0016635-0.00058277i,0.00017595-0.00051122i,0.00075258+0.00070312i,0.00035972+0.0021738i,1.5945e-05+0.0023143i,-0.0015942+0.0018468i,-0.002638+0.0012114i,-0.0019698-0.00039951i,-0.00094393-0.0020571i,-0.00072876-0.0025027i,-0.00082453-0.0021133i,-0.0003799-0.0019612i,0.00060574-0.0021145i,0.00079694-0.0012488i,0.00074351-0.00038932i,0.00073343-0.00024353i,5.7401e-05-0.00012502i,-0.00060744+0.00026824i,-0.00061955+7.2934e-05i,4.1227e-05-0.00069954i,1.65e-05-0.00031145i
-0.0015771-0.0018119i,-0.00055662-2.6422e-06i,0.00017917+0.001518i,0.0013869+0.002533i,0.0024756+0.0019637i,0.0027615+0.00068583i,0.0020566+0.0012677i,0.00066962+0.0012248i,-0.00022894+0.00094221i,0.00069988+0.0016422i,0.00087275+0.00072502i,-0.00047119-0.0012056i,-0.0012628-0.0019552i,-0.0012846-0.0010103i,-0.0011753-0.00014343i,-0.00074263-0.00016286i,-8.4089e-05+0.00036078i,0.00042518+0.00078231i,0.000683+0.00024433i,9.5589e-05-0.00046586i,-0.00030982-0.00041785i,-0.00075597-0.00045058i,-0.00032376-0.00096777i
-0.0014411+0.0007407i,0.00035803+0.0024668i,0.0015392+0.0041984i,0.0023703+0.0024964i,0.0011093-0.00075661i,-0.00010475-0.0006871i,0.0010585+0.00016565i,0.0023757-0.00011235i,0.001713+0.00039045i,0.00089403+0.00091138i,0.00083641+0.00097854i,0.00077092+0.00081079i,6.5935e-05+0.00030468i,-0.00050726-0.00046926i,-0.00056013-0.00056878i,-0.00028429-0.00015225i,-0.00037266+0.00056905i,0.00032554+0.0010967i,0.00034136+0.0012058i,-1.5763e-05+0.0005737i,3.9938e-05-0.00023632i,-0.00022382-0.00070785i,0.00011535-0.00066307i
-0.015952+5.587e-05i,-0.015195+0.0045346i,-0.015878+0.014096i,-0.0082146+0.017308i,0.0019312+0.015918i,0.0094268+0.0080256i,0.0072077+0.00060641i,0.0017714-0.00026562i,-0.0019013+0.0016826i,-0.0024009+0.0047631i,-0.00018999+0.004604i,0.00047916+0.0018435i,0.0001892-4.707e-05i,-0.00088342-0.0020804i,-0.0014335-0.0026352i,-0.00069721-0.00099039i,0.00023033+0.00014782i,0.0019872+8.036e-06i,0.0025178-0.00074902i,0.0015665-0.00098383i,0.00099286-0.00087278i,0.00037694-0.00036075i,-0.00021616-0.00013937i
0.0014431+0.00039609i,0.001914-0.00039896i,0.0017027-0.0011355i,0.0011337-0.0017444i,0.00087601-0.0020866i,0.00027505-0.0016785i,-0.00064355-0.0009259i,-9.8049e-05-0.00074423i,-0.00054507-0.0014948i,-0.0021886-0.0014696i,-0.0031181-0.00010675i,-0.0031232+0.0016615i,-0.0017242+0.0031718i,-0.0010796+0.0036258i,-0.00077665+0.0029873i,0.00048924+0.0024597i,0.0012304+0.0024819i,0.0011744+0.0013467i,0.00063963-0.00086122i,-8.8933e-05-0.0013654i,-7.6626e-05-0.00039358i,-0.00046459+0.00022367i,-0.00089991+0.00049615i
0.00014899-0.00054976i,-0.0005355-0.0001165i,-0.0009186-0.00014261i,-0.00097705+0.00010988i,-0.0028571-0.0010426i,-0.0043325-0.0018426i,-0.0038231-0.00095626i,-0.0028714-0.00048331i,-0.0014042-0.0015445i,-0.00064137-0.0017482i,-0.0013558-0.0012109i,-0.0010843-0.00071063i,-1.802e-05+0.00019511i,0.00015135+5.6777e-05i,-8.6689e-05-0.00039699i,0.00063786+0.00073387i,0.0016401+0.0014551i,0.0011667+0.00059195i,0.00059952+0.00018223i,0.00011939+0.00086555i,-4.9889e-05+0.0011119i,-0.00071977+0.00094965i,-0.00074891-0.0001803i
-0.00024748-0.0029439i,-1.445e-05-0.0026821i,0.00061572-0.0015789i,0.00051092+2.964e-05i,-0.00019914+0.0025788i,-0.00024044+0.003347i,-0.00065909+0.0019763i,-0.0013259+0.000827i,-0.0018799-0.00063934i,-0.00056189-0.0015649i,0.00081774-0.001714i,0.00080374-0.0019149i,0.0012235-0.0016842i,0.001588-0.0011441i,0.0012753-0.0013197i,0.0014149-0.0016909i,0.0010647-0.00081709i,-5.5413e-05-7.88e-05i,-0.00034255-5.1626e-05i,0.00030106+0.00051339i,0.00011819+0.00066847i,-0.00021787+3.1365e-05i,1.3293e-05+0.00027793i
3.961e-05+0.0021817i,0.0012142+0.0018962i,0.0020029+0.00045895i,0.001654+0.00011743i,0.00068044+8.3471e-05i,-0.00020168+0.00053081i,-7.7093e-05+0.0010165i,-0.00073007+0.0004315i,-0.0011356+0.0010267i,-0.00052543+0.0020965i,0.00022676+0.0014981i,0.00080672-0.00016541i,0.0015631-0.0014192i,0.001834-0.0015909i,0.00088583-0.0015125i,0.00013268-0.0012343i,8.0221e-05-0.00066551i,0.00047182+0.00019857i,-0.00023725+0.00075762i,-0.001058+0.00011697i,-0.00095836-0.00022292i,-6.0096e-05-7.8772e-05i,0.00083951+0.00040339i
0.00023533+0.002651i,0.0018711+0.0013169i,0.0026527+0.00046023i,0.0035476-0.001133i,0.0037965-0.0023116i,0.0021271-0.0015703i,0.0013015-0.0009778i,0.00057207-0.00028126i,-0.00051029+0.0013494i,-0.0006073+0.0023812i,-0.00095776+0.0024474i,-0.0015145+0.0020009i,-0.0013438+0.0018213i,-0.00085846+0.0013618i,-0.00016441+0.00080745i,0.0012011+0.00088868i,0.0016029+0.00052727i,0.00050607+0.00029649i,-0.00052066+0.00089651i,0.00028406+0.00075065i,0.0004536+0.0002448i,-0.00045608+5.0624e-05i,-0.00037721+0.00046316i
0.00058655-0.0020391i,-0.0006352-0.0012708i,-0.00020572-0.00044433i,9.5446e-05-0.0011185i,1.5291e-05-0.0022093i,5.4018e-05-0.00071739i,0.0006441+5.2126e-05i,0.0010439-0.00017253i,-0.00041677-0.0005781i,-0.0014509-0.00043409i,-0.0013865+0.0012199i,-0.0017062+0.0017487i,-0.0018892+0.0013492i,-0.0013417+0.0017029i,-0.00087983+0.0027916i,-0.00060119+0.0024699i,0.00044161+0.0010844i,0.00088651+0.00032682i,0.00040318-0.0005832i,0.00038548-0.00078894i,0.00068185-0.0001715i,0.0006802+0.00031123i,0.00017047+6.2032e-05i
0.0007943-0.002601i,0.00076859-0.0029577i,0.0002556-0.0032532i,0.00032606-0.0026476i,0.001131-0.0017169i,0.0015284-0.0010824i,0.00055057-0.00019051i,0.00059564+0.00034034i,0.0011642-0.00082731i,-0.00019709-0.0016461i,-0.0018212-0.0014326i,-0.0022896-0.00063391i,-0.0022013+0.00086667i,-0.001522+0.001694i,-0.00077818+0.0015807i,-0.00020664+0.0016873i,0.00050125+0.0018821i,0.00094799+0.0012982i,0.0010779+0.00022808i,0.00089604-0.00059738i,0.00027557-0.00017669i,-0.00018177+6.7082e-05i,3.9818e-05-0.0001729i
-0.00015234+0.002109i,0.00069993+0.0038159i,0.0023771+0.0043292i,0.0028903+0.0018423i,0.0019209-0.00060954i,-0.00031267-0.0015108i,-0.0013606-0.001671i,-0.00015051-0.0016492i,0.00072773-0.001873i,0.0010246-0.0011734i,0.0012652-0.00092966i,0.00097625-0.00099616i,0.00079909-0.00023348i,0.00030714-6.9758e-05i,6.6448e-05-6.2532e-05i,0.00063468+0.00054883i,0.00044556+0.00084296i,-0.00013688-7.9158e-05i,6.2945e-05-0.0004522i,-0.00026465+0.00010899i,-0.00038903-0.0005669i,-0.00060493-0.0016096i,0.00011789-0.0012692i
0.0014579-0.00044835i,0.0012728-0.0018165i,0.0017953-0.0031849i,0.0007792-0.0031966i,-0.0015057-0.0026651i,-0.0022047-0.0017237i,-0.0020127-0.00062373i,-0.0018638+0.0002008i,-0.00070653+0.00063733i,0.00060648+0.0011181i,0.0012878+0.0014577i,0.0018917+0.00095832i,0.0025045+0.00081197i,0.0023667+0.0013688i,0.0013773+0.00033318i,0.0009158-0.0010111i,0.00077639-0.001275i,0.00023469-0.0015523i,-0.00098243-0.0014651i,-0.001466-0.00095039i,-0.0011987-0.000424i,-0.0015541-5.2148e-05i,-0.0017646-0.00012357i
-0.0023737-0.0013568i,-0.0030733-7.6622e-05i,-0.0038246+0.0012693i,-0.0023757+0.0017905i,6.2215e-05+0.0016521i,0.00035257+0.0013119i,-0.00053377+0.0010046i,-0.0017407+0.00098281i,-0.0029431+0.00091426i,-0.0025597+0.0013268i,-0.0012581+0.0015194i,0.0001138+0.00061991i,0.00092688-0.00011363i,0.0011383-0.00076118i,0.0017669-0.0012249i,0.0020181-8.6639e-05i,0.0018141+0.00042683i,0.0014918-0.00034411i,0.00084073-0.000182i,6.8112e-05+0.00015251i,-0.00010392-0.00031096i,-0.0002871-0.00051106i,-0.00053788-0.0001013i
0.00041283+0.00052277i,-0.00041548+7.0564e-05i,0.00039718-0.0010912i,0.0015559-0.001697i,0.0014976-0.0016063i,6.2038e-05-0.00075489i,-0.00017535-1.2484e-07i,-0.0001017+0.00071891i,-0.0018941+0.0010589i,-0.0028294+0.00071284i,-0.0025395+0.00064549i,-0.001981+0.00053188i,-0.0013114+7.8479e-05i,-0.00025754-3.429e-05i,-0.00026882-2.9918e-05i,-0.00037755-0.00030733i,-0.00013373-0.00026738i,0.00050637-0.00045621i,0.0012205-0.00020359i,-0.00014575+0.00039282i,-0.00067076+0.00032825i,-4.4463e-06+0.00017916i,-7.4068e-05+0.00064656i
-0.00087841-0.0011484i,-0.00055383-0.00079849i,-0.00013526-2.8196e-05i,0.0002486+0.00014666i,0.0018054-0.0010671i,0.0023805-0.00061036i,0.001269+0.00061673i,0.00033729-2.0596e-05i,-0.00051937-0.0018562i,-0.0015831-0.0030212i,-0.0014118-0.0027697i,-0.0011489-0.0022304i,-0.0014686-0.001837i,-0.0012362-0.0010333i,-0.00034729-0.00040039i,3.3126e-05+0.00043996i,-0.00033472+0.00052129i,-0.0001551-0.0003736i,-0.00036156-0.00017337i,-0.0011171+0.00065551i,-0.00036884+0.0010085i,0.00078846+0.0012632i,0.0007485+0.0013734i
0.0005304+0.00071368i,0.0024114+0.0010146i,0.0038333+0.00030131i,0.0029194-0.00091619i,3.0614e-06-0.0011801i,-0.0013473-0.001201i,-7.97e-05-0.00054262i,0.0013013+2.7854e-05i,0.0015449-0.00057418i,0.00077547-0.0010244i,-0.00075115-0.00086797i,-0.00056051-0.00088648i,-2.0375e-05-0.00029132i,-0.00044248+0.00048857i,-0.00025907+0.0006064i,0.00012782+0.00070336i,-0.00016199+0.00025128i,-0.00057182+3.5922e-05i,9.1549e-05+0.00017921i,0.00018178+0.00093428i,-0.00023051+0.00092033i,3.2005e-05+9.8957e-05i,0.00045534-2.3199e-05i
-0.002099+0.0002404i,-0.0016785-0.00029044i,-0.00021448-0.00012805i,0.0015321+0.00030218i,0.0021068-0.00037589i,0.0017017-0.0019129i,0.00091437-0.0019746i,0.0015029-0.0007976i,0.0022516-0.00061187i,0.0020612-0.0005094i,0.0013043+0.00056106i,0.00088829+0.0014966i,0.0017635+0.0018724i,0.0023194+0.0017084i,0.00083506+0.00084061i,-0.00072665-9.3922e-05i,-0.00015632-0.00016624i,0.00072308-0.00051279i,0.0010371-0.0010895i,0.00080502-0.0011266i,0.00055415-0.00095841i,0.00021394-0.0007307i,-0.00090419-0.00022813i
0.00035869-0.0010404i,0.00035918-0.0007625i,0.00073377-0.00080871i,-0.00055318-0.00088229i,-0.0013789-0.0011363i,-0.0013959-0.0019003i,-0.0018114-0.0014257i,-0.0016797-0.00052088i,-0.001347+0.00045308i,-0.00056335+0.0013726i,-0.000399+0.0025288i,-0.00086364+0.0029861i,0.00036448+0.0022416i,0.0018241+0.0017008i,0.0019535+0.0012266i,0.00085034+0.00054284i,0.00014065-8.5329e-05i,0.00031393-0.00057857i,0.00029069-0.00080985i,0.00023284-0.0010088i,-9.9383e-05-0.0013016i,-0.00066602-0.0010223i,-0.00076628-0.0005722i
0.0022266+4.8064e-05i,0.0017917-0.0010284i,0.0027236-0.0007102i,0.0025252-0.00024358i,0.0014965-0.0022316i,0.00065366-0.0025944i,-0.0010024-0.0014176i,-0.0026247-0.00038399i,-0.0031479+0.00019894i,-0.002586+0.001004i,-0.002039+0.0013571i,-0.0019581+0.00038184i,-0.0013815+0.00053619i,-0.00057536+0.0010783i,3.7192e-05+0.0002673i,8.18e-05-0.00039195i,-0.00019822-0.00099015i,-0.00013126-0.0011727i,9.1823e-05-7.0428e-05i,-0.00033438+0.0005819i,-0.00093206-0.00034231i,-0.00097369-0.0013294i,-0.00094997-0.0014219i
0.00048788+0.0018487i,0.0023372+0.0029929i,0.0035297+0.0026245i,0.002873+0.00068033i,0.0010736-0.00082135i,-0.00023615-0.00035872i,-0.00095254+0.0003635i,-0.0017897-0.0004049i,-0.0023952-0.0012256i,-0.0027207-0.0013921i,-0.0018382-0.0016882i,-0.00027135-0.0017425i,0.00015325-0.0019885i,-0.000436-0.0021786i,-0.00022521-0.00077929i,0.00067622+0.00019827i,0.00087295+0.00019765i,0.0015783+7.6779e-05i,0.00084655-0.00018021i,-0.00086069-0.00012232i,-0.0012248-0.00048122i,-0.00099298-0.00037264i,-0.00089224+0.0003991i
