-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
-0.0026445+0.0053535i,-0.0065059+0.0077788i,-0.013014+0.0042162i,-0.026945-0.0046077i,-0.033611-0.024521i,-0.015756-0.039946i,0.0024006-0.02657i,0.0059012-0.0031616i,0.0049589+0.0061115i,-0.00022331+0.0011517i,-0.0056279-0.0035776i,-0.0038274-0.0050152i,-0.00018405-0.0066752i,-0.0022763-0.0073895i,-0.0078012-0.005639i,-0.012311-0.0021744i,-0.012848-0.00018718i,-0.0078896-0.0012571i,-0.0015025-0.0036466i,0.0021617-0.0044815i,0.0034077-0.0033316i,0.0071518-0.0016883i,0.011859-0.0019975i
-0.0027773-0.0037813i,-0.00025866-0.0046101i,0.015432+0.0047129i,0.037064+0.022313i,0.036919+0.040744i,0.0031082+0.040796i,-0.019438+0.029221i,-0.0071302+0.019217i,0.0054131+0.0071006i,0.0042414+0.00059745i,0.0024612+0.0010545i,0.0027295-9.8871e-05i,-0.0018024-0.0019692i,-0.0070656+0.0012323i,-0.0081641+0.0071214i,-0.0066858+0.010365i,-0.0043656+0.011225i,-0.0027505+0.010679i,-0.0032629+0.0083039i,-0.0050725+0.0062238i,-0.0062279+0.0070367i,-0.0055128+0.0071228i,-0.0037369+0.0045925i
0.0076648+0.001209i,0.0096013-0.0026278i,0.0072235-0.016972i,0.0099353-0.0431i,0.02683-0.058253i,0.04697-0.042465i,0.047696-0.02125i,0.029534-0.018858i,0.0071232-0.023425i,-0.0065327-0.020058i,-0.0099318-0.012771i,-0.010797-0.0089373i,-0.0090764-0.0076227i,-0.0041897-0.0068531i,-6.0714e-05-0.0051214i,0.00060143-0.0021016i,-0.0010978+0.00091016i,-0.001001+0.003856i,0.0028507+0.0044864i,0.007601+0.0016726i,0.0098484-0.0033794i,0.0086644-0.0089029i,0.0037378-0.012463i
-0.0049706+0.0039434i,-0.0089767+0.0054007i,-0.015225+0.0099521i,-0.031378+0.015354i,-0.052542+0.0066415i,-0.050699-0.015636i,-0.026079-0.030586i,-0.011941-0.030001i,-0.014556-0.018917i,-0.017-0.003585i,-0.011633+0.0037769i,-0.010217+0.0043911i,-0.014053+0.010058i,-0.011468+0.017252i,-0.002565+0.018858i,0.0054772+0.018172i,0.0106+0.015926i,0.01137+0.0098984i,0.0052758+0.0023112i,-0.0033025-0.00083559i,-0.0083617+0.0010322i,-0.008966+0.0045401i,-0.0075402+0.0067439i
0.0028672-0.005782i,0.0066883-0.0073966i,0.015343-0.007827i,0.029889-0.0060225i,0.036498+0.006906i,0.024312+0.027399i,0.0075673+0.027707i,-0.0029256+0.0096454i,-0.0053764+0.0019543i,0.00055316+0.0056103i,0.0072513+0.0081753i,0.0095448+0.010012i,0.011601+0.010333i,0.012538+0.006928i,0.010926+0.0017542i,0.01042-0.0035352i,0.012499-0.006557i,0.011637-0.0064063i,0.0071182-0.0036848i,0.005439+0.0012413i,0.0067286+0.0036274i,0.0065082+0.0038374i,0.0041712+0.0055878i
0.0051165+0.0029156i,-7.4946e-05+0.0012593i,-0.01428-0.0072409i,-0.033042-0.021764i,-0.038933-0.039394i,-0.024991-0.045292i,-0.014977-0.028069i,-0.019301-0.0013116i,-0.019512+0.017063i,-0.011644+0.017847i,-0.0068295+0.01158i,-0.0043592+0.010518i,0.0010484+0.010913i,0.0058114+0.0052636i,0.0060106-0.0021384i,0.0040916-0.0054437i,0.0021624-0.0074074i,-0.00010459-0.010085i,-0.0011908-0.011251i,-0.0012725-0.010486i,-0.0022195-0.0087747i,-0.002391-0.0068657i,-0.00027376-0.0054954i
-0.0011465+0.0028392i,0.0014001+0.005939i,0.0087112+0.01928i,0.0119+0.041995i,-0.0010424+0.058576i,-0.026844+0.049576i,-0.040171+0.032307i,-0.030224+0.027961i,-0.012976+0.026291i,-0.0014953+0.017829i,0.003524+0.007787i,0.006717+0.0022622i,0.0074083-0.00081975i,0.0051157-0.0025449i,0.0031904-0.0025864i,0.0047451-0.003607i,0.0070543-0.0067623i,0.0043339-0.0075464i,-0.00096007-0.0011312i,-0.0032406+0.0065053i,-0.0019843+0.0098383i,0.0010864+0.010446i,0.005274+0.0094258i
0.0032997-0.0034274i,0.0039683-0.0076953i,0.0084039-0.016291i,0.021791-0.026484i,0.040542-0.025117i,0.049363-0.0094304i,0.040394+0.0059708i,0.028399+0.0096991i,0.021794+0.00082555i,0.015118-0.0090375i,0.0097132-0.010711i,0.0090812-0.0097494i,0.0089414-0.012821i,0.0052308-0.016975i,-0.0018878-0.014897i,-0.0097527-0.0089548i,-0.01522-0.0036169i,-0.01513+0.00089006i,-0.0080688+0.0013329i,-0.00017751-0.0043275i,0.001772-0.011614i,-0.00073336-0.013918i,-0.0042111-0.012774i
0.0015753+0.0036653i,0.00019314+0.0074812i,-0.0044983+0.012879i,-0.015248+0.014263i,-0.027632+0.003466i,-0.024346-0.010868i,-0.0031111-0.012432i,0.016148-0.0054537i,0.019288-0.0050091i,0.0091248-0.0069095i,0.00067248-0.0063115i,-0.0039297-0.0070647i,-0.010194-0.0055779i,-0.012933-0.00068272i,-0.0091486+0.0017238i,-0.005121+0.0011055i,-0.0048042+0.0014619i,-0.0051857+0.0031402i,-0.0058226+0.0052373i,-0.008891+0.0075941i,-0.010894+0.0091424i,-0.0081352+0.0098382i,-0.0043951+0.0078373i
0.0017049-0.00018062i,0.0051467-0.003788i,0.019026-0.0057336i,0.03684-0.0037947i,0.042321+0.0059951i,0.029929+0.019933i,0.02006+0.019366i,0.018735+0.0031912i,0.015087-0.0088398i,0.0085146-0.008636i,0.0057071-0.0045913i,0.0055075-0.0027178i,0.0032722-0.0014579i,-0.00066353+0.0016103i,-0.0017385+0.0037432i,0.00072805+0.0041034i,0.0046789+0.0045197i,0.0090614+0.0039005i,0.010758+0.0027884i,0.0098049+0.0012243i,0.0092396-0.00017192i,0.0084481+0.00052001i,0.0058253+0.0022684i
-0.00056901+0.00066922i,-0.0031256-0.00059738i,-0.0096812-0.010535i,-0.015822-0.029492i,-0.012594-0.048149i,-0.0024803-0.051739i,0.00090438-0.041834i,-0.0072452-0.031699i,-0.015979-0.021274i,-0.014925-0.010472i,-0.011362-0.0022867i,-0.011694+0.0034923i,-0.010753+0.0079843i,-0.0061392+0.0078484i,-0.0047225+0.0066507i,-0.0054318+0.0093432i,-0.0040413+0.011066i,-0.0018506+0.0075813i,-0.00076199+0.0007588i,-0.0029477-0.0041708i,-0.0058508-0.0028073i,-0.0069139+0.00035053i,-0.0075789+0.00061865i
0.00057359+0.0006615i,0.0024481+0.0041865i,0.0016247+0.0095372i,-0.0048826+0.018105i,-0.018487+0.024299i,-0.030133+0.016957i,-0.032753+0.0011964i,-0.030079-0.0083744i,-0.026168-0.0045409i,-0.018244+0.0039852i,-0.011068+0.0045181i,-0.009084+0.0024755i,-0.0079744+0.0057112i,-0.0022182+0.008673i,0.0051281+0.0064579i,0.010102+0.0022579i,0.01294-0.0023282i,0.011106-0.0048887i,0.006069-0.00069274i,0.0038723+0.0063784i,0.0061166+0.009365i,0.0096987+0.0069228i,0.01209+0.0031481i
-0.00033174-0.0027307i,-0.0014862-0.0042322i,-0.00043009-0.011705i,0.0066175-0.019125i,0.016933-0.014654i,0.020508-0.0024387i,0.011366+0.0053585i,-0.002163+0.0072683i,-0.0071444+0.0055076i,-0.0036821+0.0025774i,0.0018074+0.00094693i,0.0067088+0.0013398i,0.0099107+0.0013259i,0.0082053+0.0010128i,0.0038313+0.0027368i,0.0016983+0.0047955i,0.0016884+0.0035457i,0.00090704-0.00057319i,-0.0013426-0.0046303i,-0.0025964-0.0083753i,-0.0039318-0.011782i,-0.006124-0.013027i,-0.0073363-0.011049i
0.0027408+0.00069565i,-4.0721e-05+0.0037947i,-0.0045876+0.0089893i,-0.015033+0.011491i,-0.027219+0.0055288i,-0.027287-0.00030411i,-0.017517+0.0078135i,-0.0084923+0.023024i,-0.0014376+0.025694i,0.0015643+0.016218i,0.00048564+0.0099564i,-0.00099394+0.0085414i,-0.00064539+0.0059387i,0.00044027+0.001377i,0.001298-0.0023743i,0.0022157-0.0042065i,0.0011925-0.00385i,-0.0019618-0.0015485i,-0.0042596+0.0020777i,-0.0043898+0.0050897i,-0.0032394+0.0064174i,-0.002403+0.0066053i,-0.0028474+0.005489i
-0.001429+0.00012752i,0.0020711+0.00020701i,0.0076702+0.005651i,0.017604+0.015384i,0.022238+0.024808i,0.014243+0.030919i,0.0053733+0.031635i,0.0054483+0.028119i,0.008963+0.021205i,0.0081222+0.012707i,0.005926+0.0068114i,0.0081783+0.0030936i,0.011043-0.00079368i,0.010739-0.0025831i,0.0090071-0.0027045i,0.0077642-0.0059039i,0.0065794-0.010802i,0.005207-0.010888i,0.0053123-0.0071479i,0.0059172-0.0057243i,0.004908-0.0053003i,0.0032972-0.0043419i,0.0031737-0.0027563i
-0.0027825-0.0016549i,-0.0040907-0.0029766i,-0.0057858-0.0060053i,-0.0018153-0.013514i,0.0080851-0.024056i,0.014341-0.026445i,0.015886-0.018673i,0.013552-0.012172i,0.008791-0.010957i,0.0049885-0.010522i,0.0033597-0.0078466i,0.0035653-0.0042102i,0.0031277-0.0035861i,0.00048327-0.006129i,-0.0023378-0.0066835i,-0.003159-0.0032322i,-0.0025346+0.0016237i,-0.002206+0.0036234i,-0.0037714+0.0023076i,-0.0066513+0.0015551i,-0.0087998+0.0033548i,-0.009075+0.0063286i,-0.0078752+0.0080389i
0.002659-0.0012485i,0.0052056+0.00054381i,0.0053145+0.0022501i,0.00026623+0.0049562i,-0.0061965+0.0061772i,-0.0080795-0.00017056i,-0.00045483-0.012213i,0.0099658-0.021356i,0.010711-0.020095i,0.0046035-0.011162i,-0.00030068-0.0066194i,-0.0040978-0.0074731i,-0.0055979-0.0062234i,-0.0032341-0.003377i,-0.00096245-0.0030343i,-0.0024427-0.0029398i,-0.0043258-0.0018653i,-0.0027256+6.5971e-05i,0.0018776+0.0027578i,0.0065376+0.0049606i,0.010103+0.0054238i,0.012371+0.0032608i,0.012559+0.00064514i
-0.0028439-0.0017329i,-0.0036796-0.0022204i,-0.00050757-0.0065092i,0.0068638-0.01241i,0.014182-0.010465i,0.016696-0.0045028i,0.013924-0.005512i,0.0092035-0.011811i,0.0033592-0.013931i,0.00040742-0.0092571i,0.0027698-0.0054942i,0.0045113-0.0057302i,0.0016124-0.0052i,-0.0034935-0.0015565i,-0.0068754+0.0017665i,-0.0071924+0.0023705i,-0.0064079+0.0015915i,-0.0054362-0.00037362i,-0.0050936-0.0033274i,-0.0065893-0.0050018i,-0.007632-0.0045816i,-0.006493-0.0029725i,-0.0048268-0.0028887i
0.00040661-0.00036056i,-0.00061459-0.0001692i,-0.0031246+0.001139i,-0.0097052-0.0019563i,-0.01827-0.0083257i,-0.019662-0.0094786i,-0.018026-0.0055489i,-0.018817-0.00084551i,-0.017176+0.0022266i,-0.011573+0.0030219i,-0.0070587+0.0038659i,-0.0075437+0.0054552i,-0.010207+0.0053071i,-0.010789+0.002463i,-0.0075527+0.0013391i,-0.0019638+0.0050436i,0.0034247+0.0088921i,0.0041711+0.0085165i,0.0018957+0.0056874i,0.0018785+0.0043697i,0.0035309+0.0039251i,0.0044359+0.0033235i,0.0022345+0.0022403i
0.001156-0.0016253i,0.0018138-0.0012384i,0.0009404+0.00034349i,0.00077479+0.0056155i,-0.0019779+0.011725i,-0.0093473+0.01571i,-0.018106+0.015689i,-0.022603+0.01402i,-0.019606+0.013438i,-0.01279+0.011968i,-0.0093361+0.0094133i,-0.0082672+0.0087431i,-0.0037572+0.0099541i,0.0025783+0.01156i,0.0048199+0.011695i,0.0036137+0.0096533i,0.0027667+0.0047225i,0.0033602-0.00085029i,0.003074-0.0044202i,0.0018791-0.0063386i,0.0010018-0.0067177i,-0.00060185-0.0066583i,-0.0021384-0.0068128i
-0.001026-0.0017428i,-0.0018022-0.0004352i,-0.0021425-0.002581i,-0.0011802-0.0061304i,0.003482-0.0080575i,0.0049193-0.0057113i,0.0012931+0.0011872i,-0.0044259+0.0072252i,-0.0077156+0.0073639i,-0.0054261+0.0025885i,-0.0013842-0.0012323i,0.0022368+0.00080973i,0.0059227+0.0046721i,0.0074488+0.0041564i,0.0066608+0.0006172i,0.0076275-0.0014687i,0.0092967-0.0021142i,0.0072998-0.0014125i,0.00080524+0.0024401i,-0.0054072+0.0059998i,-0.0073988+0.0061859i,-0.0071412+0.0064454i,-0.0065722+0.0076904i
-0.00052829+0.0010166i,0.001413+0.0024698i,0.0032355+0.0046878i,0.0024972+0.007679i,-0.00035996+0.0089496i,-0.00015409+0.0062798i,0.0056833+0.0055268i,0.012857+0.0072221i,0.014048+0.0070254i,0.010042+0.0043092i,0.0058008+0.0016724i,0.0029896+0.00080666i,0.0033888-7.8617e-05i,0.0069168-0.0009509i,0.0094963-0.00051124i,0.0090335-4.4111e-05i,0.0069529-0.0012987i,0.0041548-0.002139i,0.0037101-0.0011204i,0.0061078-0.00028044i,0.0062919-0.0024531i,0.0045025-0.0042864i,0.0042019-0.0026056i
0.0013385+0.0014628i,0.002333+0.0021611i,0.0054791-0.00023047i,0.011041-0.0044671i,0.015924-0.0042501i,0.017723-0.00029618i,0.017632+0.003409i,0.016724+0.0047089i,0.01419+0.0030067i,0.01051+0.0012778i,0.0092942-4.2461e-06i,0.011196-0.0024729i,0.010678-0.0052041i,0.0060884-0.0060846i,0.0010288-0.0059851i,-0.0024893-0.0076086i,-0.0052284-0.0093049i,-0.0067045-0.0073042i,-0.0061395-0.0030302i,-0.0055794-0.00033288i,-0.0061012+0.0019602i,-0.0055681+0.0034169i,-0.002423+0.0021789i
-0.00014661+0.00041071i,-0.00099581+0.00024313i,-0.00057931-0.0013599i,-0.0013111-0.0055742i,-0.0048207-0.011143i,-0.0053082-0.013431i,0.00020685-0.012727i,0.0034476-0.011103i,0.0019572-0.0090571i,0.00057166-0.0062143i,0.00064768-0.0027523i,0.0006804-0.00087i,-0.00159-0.0032941i,-0.0051424-0.0081467i,-0.0053986-0.010318i,-0.0022232-0.008655i,0.0015072-0.0053422i,0.0026685-0.0015661i,0.0030397+0.00095538i,0.0041284+0.0019575i,0.0055601+0.0025272i,0.0059208+0.00372i,0.004758+0.0042906i
0.0012434-0.00011661i,0.0035995-0.00092058i,0.0035018-0.0013387i,0.0013841-0.00068079i,-0.0025086-5.1305e-06i,-0.0076066-0.00084043i,-0.010079-0.0060752i,-0.0098787-0.013517i,-0.0077471-0.013372i,-0.0060145-0.0055539i,-0.0073122+1.0894e-05i,-0.0086443+0.00075955i,-0.0085885+0.0010572i,-0.0074401+0.0036672i,-0.0062242+0.0060237i,-0.006739+0.0068574i,-0.0060193+0.0056112i,-0.0021159+0.0020078i,0.001062-0.0025098i,0.00036752-0.0055302i,-0.0016236-0.0055045i,-0.0022247-0.0047542i,-0.0014889-0.0045796i
-0.00092562+0.0014392i,-0.0011577+0.00062796i,0.00090239-0.00075742i,0.002522-0.0023561i,0.0021104-0.0042597i,5.856e-07-0.0050274i,-0.0026242-0.0054508i,-0.0061635-0.0067128i,-0.0087202-0.0064914i,-0.0075902-0.0048562i,-0.0044677-0.0047097i,-0.0031997-0.004403i,-0.0048745-0.0010939i,-0.0056236+0.0023203i,-0.0049323+0.0026986i,-0.0053773+0.0021009i,-0.0044807+0.0029902i,-0.0017716+0.0036229i,-0.0015145+0.0039199i,-0.0028467+0.0057209i,-0.0019128+0.0076605i,6.5495e-05+0.0062882i,0.00021075+0.0037713i
0.0011806-0.00094787i,0.00036729-0.0017847i,-0.00053971+3.3991e-05i,-0.0030562+0.0028741i,-0.0059096+0.0045275i,-0.0060216+0.0044319i,-0.0051251+0.0051127i,-0.0046258+0.0078271i,-0.0042102+0.0084828i,-0.0030378+0.0063768i,-0.0010718+0.0047704i,-0.0017907+0.00442i,-0.0031303+0.0050259i,-0.0010993+0.0072431i,0.0020591+0.0083181i,0.0047744+0.0076635i,0.0060564+0.0044582i,0.004408-0.00026194i,0.0014883-0.0035074i,0.0013432-0.0054777i,0.0026347-0.0069912i,0.0019609-0.0077712i,0.00042497-0.0058612i
0.0018827+0.00032305i,0.0010803+0.00055405i,0.0017795-2.9936e-05i,0.003841-3.4671e-05i,0.0052946+0.0025381i,0.0036028+0.0078784i,-0.00094387+0.014224i,-0.005072+0.017221i,-0.0042331+0.014353i,-5.0722e-05+0.0094902i,0.003377+0.00609i,0.0049391+0.0044881i,0.0063551+0.0033568i,0.0070215+0.00254i,0.0063487+0.0025375i,0.0055922+0.0023778i,0.0046861+0.001777i,0.0019556+0.0017034i,-0.0016342+0.0020667i,-0.0038027+0.0030935i,-0.0043515+0.0024826i,-0.0046195+0.0013194i,-0.0051562+0.0017158i
0.0016594-0.0016298i,0.0011241-0.0028033i,0.0014397-0.0032882i,0.0034844-0.0046942i,0.0037902-0.0067458i,0.0020913-0.0044014i,0.00065238+0.0015074i,-0.00032651+0.0046225i,-0.00044186+0.0030113i,0.0001668-0.00020014i,0.00027747-0.0023459i,0.0010206-0.00099292i,0.0035477+0.00026217i,0.0055258-0.001925i,0.0063138-0.0036579i,0.0071493-0.0036543i,0.0072711-0.0031934i,0.0052602-0.0012584i,0.0029828+0.0016517i,0.0022428+0.0039941i,0.0022611+0.0047407i,0.0028412+0.0044648i,0.0031101+0.004345i
0.0015328+0.00072715i,0.0017167+0.0011245i,0.0022344+0.002115i,0.0029839+0.00062963i,0.0032901-0.0021362i,0.0023543-0.004319i,0.0034546-0.0055858i,0.0071212-0.0059758i,0.0073831-0.0052674i,0.0037818-0.0043007i,7.7104e-05-0.0024216i,-0.00016987-1.073e-05i,-1.0916e-05+0.0011533i,-0.00012364+0.001147i,0.0011571+0.00073311i,0.0024202-0.0001907i,0.0030881-0.0015573i,0.002237-0.0028333i,-0.00033745-0.0034416i,-0.0027544-0.0035223i,-0.004662-0.0026032i,-0.0056698-0.00065206i,-0.0037338+0.00036788i
0.0016858-0.0013635i,0.0024123-0.0020263i,0.0030609-0.003784i,0.0026609-0.0048774i,0.0020598-0.0046641i,0.0042385-0.0049662i,0.0085698-0.0062999i,0.010282-0.0066701i,0.0073225-0.0064596i,0.0033979-0.0053107i,0.0017184-0.004516i,0.0015431-0.0051321i,-0.00033329-0.0060013i,-0.0029594-0.0068604i,-0.0045691-0.0070477i,-0.0053457-0.0053166i,-0.0036223-0.001785i,-0.00043547+0.0017336i,0.0025751+0.0044172i,0.0046341+0.006426i,0.0051023+0.0068469i,0.0053116+0.0054404i,0.0042893+0.0041401i
-0.00078929+0.00090033i,-0.0019631+0.00096012i,-0.0018964+0.0012677i,-0.0024326-0.00020865i,-0.0042566-0.0022385i,-0.0030284-0.0024962i,0.001135-0.0026614i,0.0024547-0.0029306i,0.00032983-0.0019018i,-0.0011691+0.0012244i,0.00026101+0.0035028i,0.00073455+0.002464i,-0.00098157+0.00070007i,-0.0020136-0.00014399i,-0.0022484-2.0139e-05i,-0.0027808-0.00093371i,-0.0036209-0.0027252i,-0.0033619-0.0038138i,-0.0015315-0.0044323i,-0.00019101-0.0051411i,0.0012259-0.0060726i,0.0024118-0.0065425i,0.0028675-0.0057617i
-0.00058591+0.001903i,0.0015017+0.0010927i,0.0025585+0.0024731i,0.0027048+0.0036688i,0.0016155+0.0030947i,-0.0016705+0.0033622i,-0.0060042+0.0019871i,-0.0093964+0.00033891i,-0.009108+0.0017226i,-0.0049988+0.0049352i,-0.0013732+0.0060345i,-0.00041512+0.0046292i,-4.3246e-05+0.0035393i,0.00012982+0.0025813i,-0.0012547+0.0010654i,-0.0022983+0.00045675i,-0.0011812-6.8825e-05i,0.00018471-0.0012587i,1.6725e-05-0.0014413i,-0.00091988-0.0007691i,-0.0025406-0.00036118i,-0.002991-0.00076785i,-0.0031278-0.00081013i
0.00072036+0.0019859i,0.0013469+0.0014038i,0.0026301+0.0005719i,0.00315+0.00033243i,0.0034309-0.0010209i,0.00033363-0.0017563i,-0.0056038-0.00067317i,-0.0087675+0.00012196i,-0.0076605+0.0014706i,-0.0051605+0.0019286i,-0.003873-9.9737e-05i,-0.0036786-0.0003074i,-0.0021726+0.0010949i,0.00010371+0.0015317i,0.00081804+0.0022588i,0.0011148+0.0043917i,0.0018245+0.0055828i,0.001598+0.0034594i,0.00090816+0.0005655i,0.0014039-0.0011411i,0.0018548-0.0015076i,0.0011867-0.0012263i,-0.00032566-0.0014096i
0.00056625-0.00022452i,0.00088467-0.00029723i,0.0015972+0.00030552i,0.0010737+0.00084274i,0.0018719+0.0017323i,-0.00015109+0.0013357i,-0.0032734+0.0004897i,-0.0030321+0.00095356i,-0.0011807+0.00098529i,0.00079248-0.00042819i,0.00096613-0.00052723i,0.00047509+0.00079457i,0.00042642+0.0015874i,0.0012027+0.0025274i,0.0025148+0.0031991i,0.0023856+0.0028414i,0.0010541+0.00070241i,-0.00034683-0.0019134i,-0.0034622-0.002048i,-0.0070315-0.0014157i,-0.0081766-0.00047565i,-0.0075276+0.00061736i,-0.005877+0.001052i
0.0011654-0.0010394i,0.002493-0.00045491i,0.0052006-0.0024371i,0.0076125-0.0043182i,0.0077447-0.0030788i,0.0063769-0.00044225i,0.0039128+0.0031489i,0.0028466+0.004993i,0.0032696+0.0035717i,0.0024537-0.000278i,0.001332-0.0032759i,0.00069214-0.0029343i,-0.00028558-0.0030131i,-0.0015298-0.0033737i,-0.0013987-0.0012072i,6.1589e-05+0.00046211i,0.0012815+0.0013468i,0.0021674+0.001991i,0.0033273+0.0023946i,0.0036341+0.0033344i,0.0034105+0.0038349i,0.0038156+0.0044328i,0.0034861+0.0046802i
-0.00093204+0.00034696i,-0.0015832+0.0016968i,-0.0011156+0.0019462i,0.0016452-0.00090523i,0.0030228-0.0034724i,0.0025253-0.0024395i,0.0024659+0.00050258i,0.0034895+0.0028793i,0.0023385+0.0018686i,-0.00012922+0.00051771i,0.00032397+0.0013329i,0.0017348+0.0018968i,0.0020205+0.0015726i,0.0029681+0.00051015i,0.0042664+2.9182e-05i,0.0049885+0.00033188i,0.0042078+0.0005588i,0.0019596+0.00026965i,-0.00030195+0.00049725i,-0.002048+0.00046489i,-0.0013239-0.00023401i,0.00089668-0.0011651i,0.0016401-0.0012702i
-0.00082434-0.0013465i,-0.0014323-0.0021661i,-0.0014167-0.00319i,-0.00067489-0.0034762i,-0.0016103-0.0024257i,-0.0024542-0.00034612i,-0.00029571+0.00065839i,0.0016129-0.0008765i,0.00056189-0.0010821i,-0.0011466+0.0024784i,-0.0010436+0.0049974i,-0.00014482+0.0035177i,0.0014462+0.00071352i,0.0022959-0.001054i,0.0023675-0.0032439i,0.0025302-0.0044698i,0.0018437-0.0045759i,0.00089411-0.0035498i,0.00026919-0.0011795i,-0.00060758+0.0012738i,-0.0014915+0.0030824i,-0.0018813+0.0036584i,-0.0012547+0.002104i
-0.00026598-0.0013157i,-0.00035404-0.0005691i,-0.0016681-0.00072685i,-0.0038264-0.0010721i,-0.0049183-0.0015931i,-0.0030701-0.0014062i,0.00072752-0.0017521i,0.0018041-0.002991i,-0.0009954-0.0027095i,-0.0042849-0.00075164i,-0.0044765+3.0801e-05i,-0.0033881+0.00013136i,-0.002324+0.00042063i,-0.001851+0.00043797i,-0.0015793+0.0004579i,-0.000518+0.00093191i,0.0011594+0.0013353i,0.0027581+0.00099796i,0.0032575-0.0001229i,0.0040663-0.0019716i,0.0043723-0.0031326i,0.0037426-0.0032925i,0.0023021-0.0030448i
0.002502+0.0028129i,0.0032912+0.0020419i,0.0044904+0.0011862i,0.0035583+0.00041222i,0.0018681-0.00026183i,0.00060443-0.0012026i,0.00076005-0.0015892i,1.4071e-05-0.0019757i,-0.0010452-0.00088398i,-0.0003355+0.000622i,0.0010173+0.00015063i,0.0021259-0.0003116i,0.0016+0.00053351i,0.0002157+0.0017206i,0.00019478+0.0007549i,0.0003156-0.0026327i,0.00017335-0.0041875i,-0.00025729-0.0033245i,-0.0015904-0.0013991i,-0.0033817+0.00075662i,-0.0044969+0.0014604i,-0.0050795+0.00080761i,-0.0048765-1.7049e-06i
0.00029232-0.00030587i,-0.00081524-0.00032778i,0.0007137-0.00097944i,0.0038451-0.00063876i,0.004757-0.00021095i,0.0018136-0.00056252i,-0.0023702+0.00010786i,-0.0045103+0.0013123i,-0.0033218+0.0010118i,0.00036628-0.00010244i,0.0014791-0.00042063i,0.00038326-0.00074147i,-0.00077328-0.0013097i,-0.0023666-0.0012615i,-0.0043016-0.00011536i,-0.0051539+0.0015345i,-0.0044957+0.0011236i,-0.0026035-0.0011872i,0.0001367-0.0027907i,0.0016053-0.0024586i,0.0021976-0.00093543i,0.0024608+0.0004927i,0.00092888+0.0015262i
0.0010203+0.00051569i,0.0012177+0.001193i,0.0027141+0.00074528i,0.0035646-0.00031937i,0.0027458-0.0019148i,0.00029727-0.0025691i,-0.0036801-0.001872i,-0.0048505-0.00037749i,-0.0032498+0.00055235i,-0.0012468+0.00028932i,-0.00070521-0.0001253i,-0.00087041+0.00049104i,0.00044387+0.0019731i,0.0017503+0.003184i,0.0024038+0.0031868i,0.0031576+0.0030158i,0.0031589+0.0028054i,0.0018293+0.0020823i,-0.00048283+0.001038i,-0.0031957-0.0005086i,-0.0030102-0.0013798i,-0.0013012-0.0017259i,-0.00058381-0.0016327i
-0.0015652+0.00026613i,-0.0013335-0.00031934i,-0.0002458-0.00014183i,0.0012792-0.00029812i,0.002431-0.00066211i,0.00040064-0.0012144i,-0.0027264-0.0014771i,-0.0028584-0.00089243i,-0.0018613-0.00082282i,-0.0013676-0.00045448i,-0.001225+0.00010757i,-0.00046799+1.5697e-05i,0.00090069-0.00024765i,0.001584-0.00092646i,0.0013887-0.00070333i,0.00081869+0.00023702i,0.0008314+0.00075896i,0.00026112+0.00056322i,-0.00094391+0.00055215i,-0.0018068+0.0019614i,-0.0022963+0.0035096i,-0.0015965+0.003076i,-0.000699+0.0021422i
0.00078677+0.0004965i,0.0014721+5.4194e-05i,0.0018814-0.001316i,0.0012011-0.0044384i,0.00083748-0.0065379i,0.00071684-0.0045563i,0.0011665-0.0014768i,0.0021036+8.9799e-05i,0.00091916+0.00083481i,-0.0024739+0.00054784i,-0.004217+0.0002758i,-0.0036123+0.0012297i,-0.0019959+0.0019387i,-0.0011376+0.0011262i,2.5221e-05+0.0017803i,0.0028809+0.0037227i,0.0046481+0.0044446i,0.0037699+0.0029551i,0.0017391+0.00078125i,0.0016021-0.00079151i,0.0013108-0.0019445i,0.00098212-0.0023081i,0.0014955-0.0021782i
0.00024289+0.00098476i,-0.00026875+0.0021615i,0.00047644+0.0020819i,0.00076731+0.00027587i,-0.00086011-0.00061678i,-0.00046245+0.00083231i,0.0027317+0.0029268i,0.0034396+0.0025351i,0.001093+0.00058082i,-0.00031752-1.6146e-06i,0.0003673+0.0011251i,0.0012105+0.0016203i,0.0011572+0.0011038i,0.0012497+0.00016561i,0.0015162-0.0017628i,0.002602-0.0039644i,0.0039918-0.0046156i,0.0040883-0.0031174i,0.0025932-0.00014314i,0.00011888+0.002039i,-0.0012988+0.0025835i,-0.0018924+0.0019504i,-0.0020585+0.00055953i
