-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
-0.0057532+0.049833i,-0.071018+0.064673i,-0.18044+0.036672i,-0.2115+0.01876i,-0.08997+0.052352i,0.053607+0.082166i,0.082842+0.096415i,0.042329+0.095116i,0.0089341+0.0494i,-0.013596+0.0013442i,-0.017482-0.008624i,0.00027874-0.0049389i,0.015937-0.01303i,0.016823-0.028877i,0.011658-0.040879i,0.013051-0.048085i,0.02232-0.048007i,0.031562-0.036725i,0.02839-0.016968i,0.018598+0.011906i,0.020549+0.03418i,0.026974+0.028382i,0.021793+0.0070299i
-0.029002+0.020822i,-0.019208+0.061985i,0.037329+0.11135i,0.063379+0.09634i,0.01094+0.02635i,-0.025537-0.0075423i,0.0066643-0.016281i,0.03859-0.02208i,0.036912-0.0046228i,0.037199+0.0091364i,0.040838-0.0022791i,0.029542-0.011806i,0.014663-0.006701i,0.0069054+0.0021787i,-0.0014742+0.009627i,-0.017167+0.015115i,-0.036879+0.012368i,-0.049564+0.0014074i,-0.051445-0.01502i,-0.053056-0.034494i,-0.058884-0.037326i,-0.056666-0.019056i,-0.040099-0.0021317i
0.029176-0.051902i,0.058649-0.12022i,0.080593-0.15367i,0.090919-0.11516i,0.064122-0.064359i,-0.0072613-0.053701i,-0.065131-0.053694i,-0.071436-0.049355i,-0.053233-0.036725i,-0.046138-0.0093387i,-0.050933+0.015329i,-0.051278+0.021398i,-0.044842+0.017607i,-0.034353+0.021387i,-0.013844+0.029577i,0.01239+0.031844i,0.029743+0.02661i,0.034646+0.022663i,0.039638+0.02961i,0.05028+0.040961i,0.057129+0.039527i,0.048606+0.025886i,0.029249+0.013086i
-0.017751+0.066041i,-0.059758+0.11785i,-0.14139+0.12331i,-0.18588+0.083875i,-0.10536+0.067573i,0.023409+0.075831i,0.070122+0.075148i,0.039637+0.068067i,0.01019+0.046926i,0.0073929+0.015422i,0.021194-0.00064151i,0.042954-0.0061448i,0.052757-0.015895i,0.044506-0.032084i,0.026225-0.048308i,0.0079774-0.057601i,0.00079198-0.054367i,-0.0047677-0.040869i,-0.020755-0.023782i,-0.030137-0.0076823i,-0.018136+0.00036828i,0.00021904-0.0019385i,0.0061544-0.0041606i
-0.0053349-0.025031i,0.045469-0.037106i,0.16596-0.030529i,0.24137-0.042936i,0.15101-0.079261i,7.0762e-05-0.077482i,-0.042054-0.04524i,-0.0029177-0.033067i,0.021056-0.023617i,0.027095-0.0070493i,0.019155-0.0029676i,-0.003631+0.0017527i,-0.01486+0.013191i,-0.011838+0.024478i,-0.011146+0.03609i,-0.018188+0.048096i,-0.029769+0.056334i,-0.028897+0.054169i,-0.0065548+0.033921i,0.007451-0.0043101i,-0.0069588-0.030807i,-0.022866-0.024567i,-0.018935-0.0066288i
0.0030144-0.016435i,-0.047279-0.038169i,-0.16757-0.043384i,-0.24708+0.018046i,-0.16822+0.092256i,-0.025122+0.069753i,0.021202+0.0060109i,0.00093544-0.0057199i,-0.0062316+0.0001673i,-0.011652-0.0031978i,-0.015501-0.0048134i,-0.014283-0.0083042i,-0.018227-0.0084677i,-0.019674-0.00016403i,-0.0064359+0.0052572i,0.018846+0.00073653i,0.040145-0.010136i,0.040969-0.023995i,0.021435-0.025055i,0.010587-0.00094272i,0.020457+0.018232i,0.027747+0.01166i,0.022673-0.00064405i
0.0048175+0.030636i,0.045832+0.065113i,0.13484+0.052016i,0.19202-0.04541i,0.13238-0.11816i,0.030041-0.061591i,-0.0079798+0.013681i,-0.010214+0.017813i,-0.0098312+0.0052479i,0.0029398-0.0011807i,0.013914-0.0078842i,0.020767-0.005911i,0.0284-0.0085178i,0.027388-0.024249i,0.013488-0.04027i,-0.0084368-0.04524i,-0.024791-0.034019i,-0.022828-0.0079552i,-0.014376+0.0092747i,-0.020289+0.0030881i,-0.033038-0.0021811i,-0.031668+0.0040052i,-0.019033+0.0048981i
-0.019189-0.029662i,-0.041973-0.055762i,-0.073846-0.022617i,-0.078712+0.072037i,-0.045667+0.10785i,-0.016163+0.053077i,-0.00065844+0.014758i,0.019712+0.00972i,0.023775+0.0030493i,0.012578+0.00047403i,0.0046695+0.0029739i,-0.004733+0.0054268i,-0.011317+0.01465i,-0.014223+0.034161i,-0.014243+0.057415i,-0.0054176+0.070983i,0.0013349+0.06129i,-0.0022694+0.032075i,-0.0012633+0.0053741i,0.010159-0.0033047i,0.018776-0.0016421i,0.01242-0.0001158i,0.00021048+0.0015919i
0.017397+0.025268i,0.024499+0.026937i,0.00055353-0.026715i,-0.048019-0.099551i,-0.051082-0.093558i,-0.0053937-0.048157i,0.0078798-0.042412i,-0.018425-0.033098i,-0.031164-0.0070871i,-0.034207+0.0027061i,-0.036373+0.0038892i,-0.024277-4.4753e-05i,-0.011577-0.0096599i,-0.00222-0.020316i,0.010643-0.034711i,0.019762-0.04861i,0.026439-0.050243i,0.022055-0.034208i,0.0043345-0.0049476i,-0.0045613+0.019734i,0.0033102+0.022921i,0.015047+0.012562i,0.01581+0.0054614i
-0.0085643-0.0015806i,0.0054139+0.025566i,0.08296+0.084662i,0.17474+0.10796i,0.14996+0.054225i,0.029875+0.021502i,-0.029057+0.04082i,-0.012679+0.031992i,0.00059681+0.0026776i,0.0076728-0.002047i,0.015114+0.0050428i,0.017442+0.013658i,0.022331+0.013911i,0.019697+0.00072983i,0.00010138-0.0079921i,-0.025402-0.0044763i,-0.040161+0.0053763i,-0.028732+0.01018i,-0.0011508-0.0026244i,0.0083936-0.024103i,-0.0069518-0.029653i,-0.020548-0.015903i,-0.015933-0.0020803i
-0.0034476-0.022996i,-0.038419-0.0762i,-0.1481-0.13219i,-0.25269-0.10519i,-0.19875-0.015919i,-0.041404+0.00691i,0.035139-0.020988i,0.028431-0.011342i,0.021461+0.0071646i,0.020573+0.0015945i,0.018888-0.0078705i,0.0096009-0.013333i,-0.0074828-0.0023988i,-0.011899+0.028317i,0.0010386+0.056355i,0.024825+0.064236i,0.036984+0.050193i,0.017239+0.026303i,-0.014235+0.016777i,-0.01973+0.02418i,5.7985e-05+0.025322i,0.015663+0.0098982i,0.014633-0.0046298i
0.012269+0.038753i,0.069442+0.097065i,0.19338+0.1187i,0.27413+0.03596i,0.18988-0.054157i,0.045679-0.042292i,-0.011301-0.010684i,-0.015742-0.018594i,-0.017536-0.012888i,-0.015328+0.0024199i,-0.02019+0.0029096i,-0.022511-0.0018904i,-0.016601-0.01547i,-0.010421-0.041875i,-0.0032653-0.070173i,-0.0056614-0.080987i,-0.01009-0.064363i,0.0029983-0.032441i,0.019168-0.012265i,0.014182-0.010894i,-0.002889-0.010964i,-0.011008-0.0058614i,-0.011014-0.002609i
-0.024295-0.030455i,-0.098644-0.064533i,-0.19796-0.030713i,-0.21506+0.078949i,-0.12044+0.12099i,-0.037466+0.067561i,-0.013513+0.040369i,0.0061299+0.035227i,0.017238+0.0074111i,0.017371-0.0072515i,0.027679-0.003207i,0.037268+0.0017084i,0.039475+0.0090027i,0.029061+0.023763i,0.0048353+0.046717i,-0.012706+0.06069i,-0.019894+0.049372i,-0.024849+0.025554i,-0.022727+0.0075639i,-0.010355+0.00028856i,0.0027718+0.0016153i,0.0047179+0.0075414i,0.0036881+0.011915i
0.034701+0.014476i,0.11003-0.0099077i,0.16275-0.11382i,0.11578-0.22419i,0.037122-0.19602i,0.020889-0.091659i,0.021148-0.04694i,-0.0055161-0.024251i,-0.016457+0.0069065i,-0.012819+0.010835i,-0.022268-0.00050418i,-0.03479-0.0050427i,-0.040598+0.0017205i,-0.027408+0.011392i,0.0055349+0.0080067i,0.037292-0.0022914i,0.052505-0.0055233i,0.04462-0.0011714i,0.022743+0.0073178i,0.0045864+0.015139i,-0.00040799+0.01298i,0.0058665+0.000898i,0.0075443-0.0086626i
-0.034258+0.020726i,-0.07478+0.10929i,-0.054838+0.25234i,0.035383+0.31631i,0.06536+0.21958i,0.01215+0.099364i,-0.0061809+0.053817i,0.016015+0.023225i,0.013726-0.0014474i,-0.0018858-0.00084986i,-0.0046289+0.0059267i,0.0054514+0.0084923i,0.016148-0.0040413i,0.0081242-0.031447i,-0.018252-0.051901i,-0.047473-0.052307i,-0.061189-0.03624i,-0.047705-0.021215i,-0.021853-0.021658i,-0.0066066-0.02945i,-0.0087391-0.025922i,-0.016731-0.008442i,-0.014165+0.0072571i
0.012627-0.054491i,-0.011976-0.17812i,-0.10666-0.31725i,-0.19792-0.32036i,-0.15438-0.19283i,-0.048988-0.095183i,-0.024766-0.060127i,-0.035351-0.03051i,-0.019176-0.019342i,-0.00016729-0.02474i,0.012859-0.022064i,0.017135-0.014103i,0.014412+0.0045749i,0.016837+0.039453i,0.025363+0.07484i,0.037044+0.083787i,0.038821+0.06002i,0.022642+0.031206i,0.0049575+0.025083i,0.004302+0.03413i,0.016729+0.032976i,0.025384+0.016134i,0.023032-0.00053349i
0.029745+0.065086i,0.12847+0.1672i,0.28014+0.23521i,0.33627+0.17151i,0.21374+0.069511i,0.071348+0.049186i,0.033343+0.050394i,0.0224+0.032311i,0.0021765+0.031552i,-0.0038343+0.035527i,-0.013351+0.027453i,-0.027709+0.017441i,-0.034964+0.0040958i,-0.031792-0.019938i,-0.018712-0.05012i,-0.0063623-0.063537i,0.0041002-0.047871i,0.012783-0.024914i,0.011026-0.019063i,-0.0051237-0.024517i,-0.021459-0.023743i,-0.025805-0.017346i,-0.025189-0.010883i
-0.074185-0.036723i,-0.21666-0.058224i,-0.37556-0.01406i,-0.37352+0.084915i,-0.2027+0.10518i,-0.059483+0.029278i,-0.010914-0.013865i,0.016669-0.013548i,0.02614-0.020668i,0.01456-0.023262i,0.018196-0.017219i,0.035851-0.015225i,0.04621-0.020178i,0.033889-0.019439i,0.003086-0.0014753i,-0.026941+0.01948i,-0.044584+0.024498i,-0.045286+0.020776i,-0.029562+0.022977i,-0.0023115+0.023788i,0.018265+0.018521i,0.017194+0.019403i,0.013175+0.023237i
0.079605-0.023743i,0.20716-0.10834i,0.31183-0.2626i,0.26384-0.3584i,0.11912-0.276i,0.025067-0.12444i,-0.020312-0.054577i,-0.051568-0.034315i,-0.044256-0.016524i,-0.021803-0.009148i,-0.019198-0.0052471i,-0.031193+0.0037773i,-0.035459+0.022653i,-0.014391+0.044498i,0.02427+0.048283i,0.05801+0.031715i,0.070636+0.0098978i,0.0615-0.0078097i,0.039909-0.01738i,0.014353-0.014174i,0.0003877-0.0060509i,0.0034494-0.0083283i,0.0057122-0.015513i
-0.041086+0.079638i,-0.085964+0.24107i,-0.085185+0.44204i,-0.0228+0.49178i,0.015833+0.34209i,0.019259+0.18789i,0.050208+0.12322i,0.066993+0.080264i,0.040784+0.051381i,0.021805+0.040683i,0.018713+0.026091i,0.015839+0.010686i,0.0096778-0.0087283i,-0.01032-0.037916i,-0.039526-0.060387i,-0.060073-0.05926i,-0.060607-0.03475i,-0.046954-0.0054548i,-0.035365+0.0070163i,-0.027881-0.0010375i,-0.023526-0.010317i,-0.022681-0.0053062i,-0.016411+0.0058664i
-0.021565-0.095477i,-0.091308-0.26109i,-0.19958-0.42906i,-0.23889-0.43076i,-0.14783-0.29112i,-0.056555-0.18616i,-0.05243-0.13513i,-0.045224-0.084662i,-0.012763-0.057939i,-0.0055316-0.055565i,-0.0073803-0.047153i,0.0023404-0.032078i,0.012599-0.013756i,0.021988+0.014968i,0.031003+0.048528i,0.033508+0.063495i,0.02358+0.047792i,0.010422+0.022061i,0.011578+0.01312i,0.024362+0.018633i,0.033596+0.01969i,0.03234+0.011557i,0.024527+0.00047616i
0.07733+0.057856i,0.23784+0.14197i,0.41344+0.20122i,0.41745+0.1634i,0.2345+0.098854i,0.07379+0.090387i,0.023997+0.082721i,0.0027201+0.047202i,-0.016558+0.027937i,-0.013673+0.032331i,-0.0073886+0.038793i,-0.013804+0.039697i,-0.020973+0.037705i,-0.017134+0.026147i,-0.0072402-0.0015219i,0.0050514-0.027055i,0.018839-0.032698i,0.019201-0.027472i,-0.00027639-0.025636i,-0.025829-0.023183i,-0.038268-0.015886i,-0.033899-0.012234i,-0.027571-0.0091886i
-0.10824+0.016555i,-0.28145+0.059421i,-0.45019+0.13763i,-0.42146+0.18764i,-0.21985+0.14344i,-0.056072+0.054584i,0.0097166+0.016124i,0.029825+0.017932i,0.026543+0.018388i,0.020783+0.01162i,0.022134-0.0040979i,0.026512-0.023156i,0.026641-0.041234i,0.010467-0.049593i,-0.016096-0.03558i,-0.037861-0.0085887i,-0.045119+0.013847i,-0.033586+0.028592i,-0.0075973+0.037812i,0.020238+0.032425i,0.030904+0.016322i,0.022047+0.012476i,0.015142+0.017602i
0.06769-0.078553i,0.17323-0.22938i,0.26445-0.40917i,0.23391-0.4523i,0.11517-0.3202i,0.018272-0.17657i,-0.038558-0.10799i,-0.050214-0.06558i,-0.025122-0.042124i,-0.019068-0.038758i,-0.031446-0.024649i,-0.032782-0.0016298i,-0.021268+0.020817i,0.0039519+0.041481i,0.037077+0.047898i,0.059517+0.03578i,0.055928+0.013126i,0.032841-0.01226i,0.0081856-0.026249i,-0.0068372-0.018413i,-0.0081599-0.0030674i,-0.0011059-0.0020945i,0.0019408-0.010256i
0.0025896+0.1023i,0.022108+0.28565i,0.051241+0.48027i,0.064388+0.49494i,0.042045+0.33999i,0.029754+0.21115i,0.056209+0.14378i,0.05503+0.073557i,0.01827+0.035087i,0.010497+0.039869i,0.025622+0.037663i,0.025736+0.021987i,0.012315+0.0061553i,-0.0084578-0.013649i,-0.033081-0.034133i,-0.046764-0.041019i,-0.038085-0.028705i,-0.017861-0.0063453i,-0.006921+0.0075024i,-0.010003+0.0033648i,-0.015094-0.0035984i,-0.015391-0.0011599i,-0.011796+0.0054765i
-0.075211-0.068841i,-0.20232-0.19247i,-0.3269-0.31811i,-0.311-0.32066i,-0.17045-0.2227i,-0.068045-0.15076i,-0.054665-0.1055i,-0.047662-0.047741i,-0.017422-0.012423i,-0.0015002-0.019598i,-0.0086889-0.032987i,-0.012314-0.033552i,-0.0044893-0.030317i,0.0051339-0.018411i,0.014694+0.00554i,0.018385+0.025026i,0.010484+0.027227i,0.0024624+0.018147i,0.0080428+0.0094351i,0.024386+0.004508i,0.032411+0.001659i,0.02739+0.00084882i,0.020724+0.0010061i
0.099335-0.0040234i,0.26852+0.0006292i,0.42745+0.0050378i,0.39955+0.0032375i,0.21829+0.0032006i,0.079662+0.019099i,0.037286+0.027268i,0.029042+0.014748i,0.018482-0.0047778i,0.0016366-0.0074198i,-0.0052025+0.012328i,-0.0008118+0.031646i,0.0020075+0.042611i,0.0053037+0.044552i,0.0097873+0.028075i,0.012522+0.0035563i,0.013214-0.011046i,0.0036059-0.015185i,-0.021007-0.011742i,-0.043528-0.0010317i,-0.044671+0.0069782i,-0.03052+0.0022133i,-0.020822-0.0048784i
-0.072904+0.069569i,-0.19348+0.17357i,-0.31094+0.27592i,-0.29198+0.27387i,-0.15713+0.18196i,-0.05109+0.10052i,-0.0032169+0.052412i,0.0046399+0.011194i,-0.010354+0.0019927i,-0.00061779+0.016979i,0.020421+0.006567i,0.01894-0.018369i,0.0049079-0.033055i,-0.011399-0.039237i,-0.027334-0.031375i,-0.03596-0.012239i,-0.030438+0.0044417i,-0.007425+0.012162i,0.02146+0.0078904i,0.036199-0.0061222i,0.031399-0.015738i,0.01791-0.0083835i,0.01015+0.0052407i
0.0019511-0.09213i,0.023702-0.24552i,0.052935-0.39903i,0.057784-0.39721i,0.031077-0.26097i,-0.0031427-0.15269i,-0.041856-0.087823i,-0.049764-0.01777i,-0.019906+0.013725i,-0.011932-0.0036604i,-0.029342-0.010151i,-0.030323+0.0033609i,-0.011543+0.012795i,0.0098957+0.019504i,0.029774+0.022222i,0.041726+0.015744i,0.033904+0.0055288i,0.010133-0.00080928i,-0.013967+0.0032276i,-0.021396+0.013987i,-0.013167+0.02004i,-0.0036018+0.013982i,0.0011829+0.0026267i
0.056298+0.069579i,0.13689+0.19102i,0.20563+0.31546i,0.18528+0.31092i,0.10718+0.19919i,0.064564+0.12074i,0.076214+0.077319i,0.082258+0.020361i,0.051145-0.018328i,0.024285-0.011765i,0.027823+0.0052775i,0.030979+0.0071871i,0.018213+0.005285i,0.0015099+0.0031092i,-0.014827-0.0026499i,-0.023176-0.0056888i,-0.017636-0.0056504i,-0.0044605-0.0038486i,0.0033184-0.0010864i,-0.00040659-0.00075i,-0.0075942-0.0027711i,-0.010826-0.0043576i,-0.010555-0.0036716i
-0.084388-0.013725i,-0.21456-0.045849i,-0.33032-0.090405i,-0.30249-0.098605i,-0.17917-0.061112i,-0.10013-0.035485i,-0.083616-0.036394i,-0.083727-0.029141i,-0.066288-0.0018444i,-0.032573+0.010277i,-0.017274-0.0058701i,-0.020811-0.019203i,-0.01937-0.022064i,-0.012581-0.020995i,-0.0027316-0.011841i,0.0048955+0.00016967i,0.0047049+0.0061309i,0.0053194+0.0045209i,0.011755-0.0058389i,0.018679-0.018344i,0.020631-0.018738i,0.018106-0.0070802i,0.01356+0.0033971i
0.061187-0.048975i,0.16917-0.10863i,0.27154-0.14996i,0.25666-0.12976i,0.15501-0.083908i,0.084891-0.046579i,0.054513-0.0028987i,0.042408+0.038413i,0.043535+0.035486i,0.025363+0.0078209i,0.0014654+0.0096129i,0.0029881+0.02585i,0.015182+0.029996i,0.020361+0.027804i,0.018935+0.018253i,0.015463+0.0018098i,0.0097037-0.0087511i,-0.003244-0.0033153i,-0.017647+0.018954i,-0.022771+0.040661i,-0.017838+0.04027i,-0.010699+0.021939i,-0.0059151+0.0044183i
-0.012872+0.061325i,-0.048754+0.17004i,-0.096119+0.25938i,-0.10095+0.23461i,-0.062933+0.14066i,-0.032348+0.077481i,0.0017597+0.027396i,0.024784-0.037079i,0.0087738-0.060109i,0.00090013-0.03249i,0.016483-0.016362i,0.017099-0.022102i,-0.0001922-0.021837i,-0.014421-0.016639i,-0.021231-0.0074722i,-0.022689+0.0071477i,-0.017138+0.015255i,-0.0041797+0.0038563i,0.0088478-0.023463i,0.011155-0.044793i,0.0044558-0.044243i,-0.0013576-0.02705i,-0.0032863-0.010849i
-0.035747-0.060212i,-0.080629-0.15334i,-0.1067-0.24265i,-0.088885-0.2203i,-0.057964-0.1171i,-0.046684-0.054324i,-0.068484-0.0256i,-0.086934+0.017931i,-0.065233+0.04823i,-0.036323+0.037822i,-0.034004+0.018431i,-0.033917+0.014989i,-0.017241+0.014675i,-0.00072647+0.010705i,0.0096926+0.0043116i,0.016145-0.003813i,0.013356-0.0061342i,0.0038335+0.0027325i,-0.0046546+0.016784i,-0.0065084+0.026784i,-0.0018038+0.027406i,0.0026177+0.019491i,0.0042259+0.01218i
0.069644+0.01208i,0.1547+0.046348i,0.22499+0.085913i,0.20547+0.076502i,0.13859+0.024073i,0.10379+0.0013345i,0.10319+0.015247i,0.10831+0.020806i,0.090647-0.00074593i,0.053194-0.015979i,0.032965-0.0074776i,0.032298+0.00046314i,0.026771+0.00038343i,0.014833+0.0017266i,0.0037734+0.0043657i,-0.003729+0.0050892i,-0.006319+0.0020478i,-0.004793+0.00017255i,-0.00047469+0.003837i,0.0030325+0.0085894i,0.00033345+0.0067118i,-0.0038621+0.00042104i,-0.0051546-0.0045226i
-0.044318+0.029211i,-0.12188+0.058255i,-0.19249+0.067575i,-0.18698+0.052176i,-0.14085+0.042945i,-0.11512+0.031957i,-0.092497-0.0095359i,-0.073837-0.055603i,-0.065481-0.054432i,-0.042771-0.0253i,-0.01956-0.017718i,-0.019356-0.020085i,-0.025003-0.014202i,-0.021374-0.0088848i,-0.011707-0.0024139i,-0.0007576+0.0069956i,0.0055416+0.011608i,0.0033291+0.0021688i,-0.005844-0.019934i,-0.014349-0.035045i,-0.012915-0.030916i,-0.0056145-0.015835i,-0.00071654-0.0029974i
0.0025373-0.04928i,0.034283-0.11354i,0.07432-0.15645i,0.084919-0.12771i,0.073848-0.071179i,0.069807-0.032833i,0.043012+0.01163i,0.0070137+0.065582i,0.0036775+0.081221i,0.0049213+0.052756i,-0.0061525+0.03291i,-0.0038629+0.030234i,0.010653+0.021703i,0.017344+0.010115i,0.014155-0.0009323i,0.0074212-0.01311i,0.002107-0.015063i,0.0031525+0.00091438i,0.012332+0.028551i,0.022605+0.047311i,0.023869+0.04333i,0.016134+0.026867i,0.0075211+0.012486i
0.026146+0.037752i,0.045899+0.097807i,0.052112+0.14309i,0.040331+0.11042i,0.023738+0.036288i,0.010511-0.00088669i,0.028351-0.015772i,0.060727-0.044456i,0.058045-0.063986i,0.035755-0.049921i,0.028673-0.02894i,0.025513-0.02337i,0.012462-0.019622i,0.00042714-0.010176i,-0.0049275+0.0018244i,-0.0058792+0.010779i,-0.0060629+0.010187i,-0.0085445-0.001079i,-0.013795-0.018481i,-0.018658-0.032239i,-0.01911-0.032274i,-0.014793-0.021134i,-0.0076949-0.012248i
-0.036708-0.0055711i,-0.085203-0.0316i,-0.12119-0.056674i,-0.1139-0.036494i,-0.091942+0.017647i,-0.08338+0.03714i,-0.08786+0.019277i,-0.097806+0.0060755i,-0.089106+0.012842i,-0.05746+0.017341i,-0.03682+0.0094087i,-0.033459+0.007554i,-0.026941+0.012044i,-0.016964+0.01053i,-0.008174+0.0035334i,-0.00020917-0.0013854i,0.0046071-0.0012968i,0.0044405-0.00035044i,-0.00011035+0.0014143i,-0.0034368+0.0057511i,-0.0015264+0.0091906i,0.0013185+0.0084016i,0.0020285+0.007453i
0.024703-0.01809i,0.072178-0.031202i,0.11785-0.035591i,0.12531-0.041746i,0.12027-0.058388i,0.1232-0.052858i,0.10887-0.0092954i,0.087305+0.037964i,0.071968+0.046633i,0.046659+0.026853i,0.024946+0.015467i,0.023022+0.011379i,0.024714+0.0022227i,0.019681-0.0040016i,0.010944-0.0038639i,-0.00056645-0.0028586i,-0.0077769-0.00078099i,-0.002241+0.0063379i,0.01462+0.012849i,0.028335+0.012321i,0.025574+0.0073258i,0.01434+0.0037566i,0.0051506+0.0014139i
-0.0094977+0.02319i,-0.032155+0.058955i,-0.060875+0.082456i,-0.07302+0.071364i,-0.086334+0.048755i,-0.10413+0.027028i,-0.081705-0.012943i,-0.037997-0.063288i,-0.018735-0.078933i,-0.010185-0.053286i,-0.00031901-0.030646i,-0.0018715-0.021953i,-0.0086829-0.010787i,-0.010434+0.00024054i,-0.0063497+0.0070423i,0.0028373+0.011469i,0.0077778+0.007325i,-0.0038753-0.0040156i,-0.028184-0.012864i,-0.045071-0.014226i,-0.040227-0.010588i,-0.023594-0.0068445i,-0.011203-0.0037152i
-0.011803-0.026595i,-0.020884-0.060805i,-0.020426-0.084521i,-0.0089986-0.059079i,0.012438-0.0084873i,0.033901+0.022437i,0.01869+0.040182i,-0.023313+0.061082i,-0.039998+0.066962i,-0.029545+0.046878i,-0.022451+0.027587i,-0.018263+0.022966i,-0.0092112+0.018634i,-0.00095901+0.010015i,0.0021281+0.00070493i,0.00075923-0.0050435i,0.00044784-0.0026095i,0.0085646+0.0017061i,0.023645+0.0041733i,0.034465+0.0074924i,0.032005+0.009019i,0.020112+0.0069568i,0.0096757+0.0058904i
0.023028+0.0021795i,0.047831+0.015247i,0.06592+0.02113i,0.062985-0.0060956i,0.051523-0.051292i,0.04491-0.066135i,0.051016-0.04836i,0.067958-0.028462i,0.070198-0.020542i,0.047478-0.014807i,0.028541-0.00965i,0.024197-0.01046i,0.019978-0.013152i,0.012672-0.011334i,0.0062972-0.0047219i,0.0017783-2.2749e-06i,-0.0016969+0.0018685i,-0.0049165+0.0064113i,-0.0077062+0.0082888i,-0.0097276+0.0018283i,-0.0098958-0.003979i,-0.0070177-0.0037603i,-0.0035314-0.0029129i
-0.011223+0.0098941i,-0.03493+0.01683i,-0.060099+0.022944i,-0.074052+0.040856i,-0.090406+0.068084i,-0.10576+0.070972i,-0.097369+0.034462i,-0.07988-0.012618i,-0.063192-0.032633i,-0.03888-0.024651i,-0.020941-0.014278i,-0.018784-0.0056012i,-0.018961+0.0051621i,-0.015177+0.011068i,-0.0092455+0.0091204i,-0.0016843+0.0036228i,0.0025316-0.0038067i,-0.004246-0.010243i,-0.017647-0.0065819i,-0.022671+0.0046667i,-0.017163+0.0091405i,-0.011534+0.0059008i,-0.0074504+0.0030516i
0.0048289-0.014646i,0.015401-0.034935i,0.032571-0.052329i,0.053839-0.05773i,0.087272-0.057402i,0.11467-0.039646i,0.098363+0.0023344i,0.055341+0.045939i,0.025103+0.060283i,0.0099402+0.042963i,0.0028621+0.02502i,0.004194+0.016272i,0.0084668+0.0065989i,0.009246-0.0013623i,0.0057491-0.0036887i,-0.00048562-0.0013142i,-0.0026063+0.0047638i,0.008188+0.0069593i,0.027435-0.0029117i,0.036665-0.015564i,0.030252-0.015972i,0.01994-0.0069367i,0.010904+0.0001685i
0.0086927+0.012849i,0.012245+0.027789i,0.010055+0.037089i,-0.0050391+0.023544i,-0.03769-0.0020799i,-0.068855-0.023146i,-0.054534-0.039545i,-0.0064747-0.055248i,0.022012-0.055077i,0.021009-0.035764i,0.013284-0.020432i,0.0080804-0.01544i,0.0037236-0.011989i,-0.0005826-0.0059972i,-0.001721-0.00035157i,0.00019936+0.0013961i,-0.0011141-0.00086299i,-0.0093798+0.0020054i,-0.02167+0.015704i,-0.029192+0.025916i,-0.025288+0.022705i,-0.015363+0.012534i,-0.0081025+0.0035682i
-0.0076271-0.0027101i,-0.017995-0.010038i,-0.026451-0.011153i,-0.024021+0.011395i,-0.012677+0.050324i,-0.0047152+0.071697i,-0.015557+0.062813i,-0.039448+0.041882i,-0.048742+0.022393i,-0.033918+0.0094869i,-0.019509+0.0052242i,-0.015337+0.0077612i,-0.011642+0.012368i,-0.0064243+0.012676i,-0.002692+0.0097303i,4.8945e-05+0.0065686i,0.0019858+0.0022462i,0.0010742-0.0067072i,5.3027e-05-0.018065i,0.0040799-0.02052i,0.0073595-0.014759i,0.0045283-0.008328i,0.00103-0.0021722i
0.0048556-0.0055438i,0.01616-0.0088608i,0.026475-0.021469i,0.035895-0.049606i,0.051971-0.079336i,0.069579-0.082831i,0.071674-0.052385i,0.061065-0.008043i,0.045718+0.018393i,0.025566+0.019384i,0.01316+0.012064i,0.01233+0.0045603i,0.012981-0.0029128i,0.0095371-0.0067138i,0.0047879-0.0050977i,0.0022065+0.00028546i,0.0038517+0.0067672i,0.01155+0.011315i,0.0181+0.0079876i,0.015323-0.0004232i,0.0094673-0.0029719i,0.0078147-0.0018219i,0.0065018-0.0026243i
-0.0051888+0.010646i,-0.0095297+0.019827i,-0.015597+0.033716i,-0.029365+0.048398i,-0.064337+0.057172i,-0.097901+0.0459i,-0.09075+0.011704i,-0.055761-0.027506i,-0.024926-0.042431i,-0.0074192-0.030428i,-0.0028667-0.018263i,-0.006053-0.013179i,-0.0082737-0.0064962i,-0.0072152-0.00025757i,-0.0043978+0.00045555i,-0.0028171-0.0036119i,-0.0056773-0.0070061i,-0.01526-0.0014121i,-0.023732+0.015109i,-0.021603+0.028194i,-0.013342+0.025645i,-0.0087367+0.01445i,-0.0069355+0.0064874i
