-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
0.012391+0.12014i,-0.1473+0.049855i,0.016263+0.13834i,0.29445+0.18306i,0.24974+0.11446i,0.034962+0.094847i,-0.086582+0.065867i,-0.17461+0.011166i,-0.19775+0.013418i,-0.11784+0.026916i,-0.018705+0.017249i,0.0543-0.013397i,0.079103-0.054246i,0.075968-0.07846i,0.08401-0.096085i,0.07869-0.12765i,0.018091-0.15997i,-0.073177-0.13625i,-0.11295-0.047452i,-0.083594+0.016562i,-0.051063+0.025172i,-0.033953+0.024099i,-0.010564+0.015567i
-0.033375+0.49022i,0.32852+0.33203i,0.30817+0.065022i,0.016765+0.023378i,-0.06178+0.20354i,0.088104+0.27329i,0.22622+0.1575i,0.32779-0.023532i,0.37021-0.20013i,0.29048-0.29726i,0.12283-0.25341i,0.019146-0.12574i,0.038329-0.069939i,0.079663-0.093945i,0.1031-0.094528i,0.11692-0.072376i,0.11606-0.049649i,0.11229-0.020345i,0.086805-0.0098205i,0.045101-0.031535i,0.017944-0.06756i,0.0088808-0.081781i,0.015625-0.069209i
-0.77718-0.384i,-0.95897-0.16864i,-0.80871-0.04203i,-0.46568-0.053232i,-0.19806-0.1294i,-0.1162-0.14533i,-0.10799-0.021875i,-0.090727+0.15581i,-0.073956+0.29056i,-0.038304+0.347i,0.039476+0.28506i,0.082767+0.14975i,0.047248+0.05121i,-0.015985+0.018839i,-0.061833+0.028671i,-0.092192+0.062152i,-0.11805+0.096214i,-0.11478+0.11057i,-0.081203+0.092819i,-0.054817+0.059117i,-0.038258+0.034716i,-0.012433+0.012865i,0.014544-0.016331i
0.77486-0.14665i,0.75151-0.00966i,0.62264+0.14078i,0.3691+0.16066i,0.091758+0.18007i,-0.018909+0.22031i,0.018377+0.1054i,0.03365-0.12889i,-0.0039277-0.27779i,-0.010608-0.28083i,-0.006628-0.20896i,-0.022908-0.11151i,0.014025-0.013375i,0.11804+0.038023i,0.19443+0.043337i,0.2072+0.029574i,0.17839-0.021516i,0.093665-0.076282i,-0.0023619-0.069985i,-0.027461-0.046104i,-0.0032663-0.06418i,-0.005156-0.089336i,-0.027746-0.065089i
-0.19328+0.465i,-0.35539+0.18147i,-0.2275-0.045086i,0.15834-0.21038i,0.42091-0.4255i,0.37742-0.53332i,0.12926-0.40277i,-0.088826-0.15573i,-0.15965-0.03168i,-0.18613-0.018663i,-0.14421+0.04328i,-0.023862+0.068352i,0.013831+0.013573i,-0.046658+0.024374i,-0.1039+0.11201i,-0.11831+0.17232i,-0.068566+0.14252i,0.0076745+0.040686i,0.04217-0.030805i,0.056763-0.026989i,0.096451-0.0081947i,0.14759-0.010994i,0.17109-0.030555i
0.26967+5.3261i,2.26+4.6208i,5.4322+4.8778i,6.4774+2.7636i,5.482-0.12898i,2.7582-2.2781i,-0.080316-1.8132i,-0.87533-0.068147i,0.010553+0.84712i,1.0643+0.51077i,0.99469-0.36569i,-0.062657-0.71984i,-1.0763-0.39746i,-1.5595+0.25387i,-1.3165+0.81017i,-0.54978+0.94818i,0.15573+0.69245i,0.38804+0.27089i,0.20013+0.031643i,0.0051009+0.14891i,0.037826+0.34854i,0.10062+0.39771i,0.088498+0.33823i
-0.40555-0.43107i,-0.54353-0.048876i,-0.2008+0.21196i,0.2595+0.13559i,0.4878-0.032553i,0.5166-0.094311i,0.32621-0.10373i,0.031403-0.018157i,-0.063777+0.093579i,-0.0095142+0.088712i,0.025491+0.044932i,0.044749+0.0050955i,0.043891-0.053931i,-0.015363-0.080775i,-0.10565-0.04241i,-0.15681+0.017907i,-0.14351+0.045712i,-0.1044+0.041084i,-0.068589+0.018339i,-0.042272-0.0053524i,-0.0076558-0.01537i,0.03514-0.017516i,0.061007-0.012328i
0.72039+0.18341i,0.74427+0.0018081i,0.54374-0.11747i,0.18667-0.078981i,-0.11745+0.003653i,-0.25527-0.02453i,-0.28596-0.063084i,-0.25289-0.025207i,-0.22162+0.012122i,-0.19734+0.060737i,-0.1035+0.11035i,-0.0020417+0.10885i,0.032137+0.11466i,0.067032+0.14957i,0.10511+0.16075i,0.098068+0.15101i,0.069656+0.11604i,0.04177+0.058592i,0.011359+0.042685i,-0.013817+0.057863i,-0.025068+0.048977i,-0.014513+0.01272i,0.0069135-0.030997i
-0.53536+0.38147i,-0.68904+0.23736i,-0.80381+0.14166i,-0.62961+0.14663i,-0.22683+0.02361i,0.026659-0.19885i,0.056918-0.26617i,0.047758-0.19398i,0.026282-0.1671i,-0.075101-0.17471i,-0.14632-0.11258i,-0.10804-0.052162i,-0.057395-0.046435i,-0.022431-0.029909i,0.03017-0.0068714i,0.062316-0.0057461i,0.057132-0.025222i,0.022732-0.04382i,-0.0041323-0.027206i,0.02563-0.014617i,0.067604-0.043272i,0.066525-0.079132i,0.030353-0.094246i
0.058582-0.23213i,0.33288-0.028077i,0.43726+0.15436i,0.25225+0.33946i,-0.039378+0.52553i,-0.20676+0.57171i,-0.1456+0.45001i,0.018195+0.26901i,0.12216+0.13468i,0.16613+0.065558i,0.14371+0.00045871i,0.071854-0.044565i,0.032704-0.046209i,0.029433-0.045113i,0.028126-0.050064i,0.014162-0.045004i,-0.016409-0.010508i,-0.021703+0.057189i,0.0049702+0.096184i,0.013659+0.068227i,-0.015575+0.021048i,-0.060326+0.0053143i,-0.08321+0.016111i
0.3232-0.072334i,0.18147-0.059537i,0.1555-0.10984i,0.19396-0.23534i,0.23113-0.28608i,0.29189-0.23885i,0.25656-0.19265i,0.1231-0.14119i,0.053976-0.091733i,0.045016-0.08612i,0.027241-0.070504i,0.029606-0.044325i,0.034627-0.083127i,0.002756-0.14801i,-0.020669-0.15865i,-0.009006-0.1183i,0.0034576-0.069778i,0.0045258-0.04621i,-0.0075005-0.03766i,-0.030611-0.017415i,-0.04149+0.003118i,-0.03236+0.011546i,-0.015873+0.019604i
0.040535+0.31325i,-0.012599+0.20318i,-0.093756+0.17255i,-0.01911+0.16813i,0.11462+0.040306i,0.09076-0.062011i,-0.010748+0.037003i,-0.063305+0.19989i,-0.11396+0.28427i,-0.13908+0.28566i,-0.081403+0.21312i,-0.018466+0.11494i,-0.005411+0.079647i,-0.0094995+0.090622i,-0.012415+0.078498i,-0.017904+0.055534i,-0.015145+0.054545i,0.0074335+0.047015i,0.027248+0.02931i,0.016053+0.03965i,-0.0012867+0.072724i,0.0059974+0.080856i,0.014202+0.044544i
-0.18927-0.20852i,-0.021132-0.18415i,-0.0020386-0.19507i,-0.18015-0.2388i,-0.32111-0.25507i,-0.32532-0.23417i,-0.25132-0.1776i,-0.14277-0.078259i,-0.033472+0.028614i,0.040878+0.096814i,0.050858+0.094015i,0.014465+0.056478i,-0.0072392+0.023824i,-0.0036856-0.0062238i,-0.0062804-0.014741i,-0.003258+0.005961i,0.015214+0.016152i,0.014177+0.0052357i,0.0093126-0.011001i,0.036205-0.03269i,0.063051-0.054606i,0.059803-0.066408i,0.037209-0.063118i
0.046203-0.047878i,0.021552+0.10343i,0.19158+0.17572i,0.33098+0.21363i,0.24629+0.32039i,0.11744+0.37796i,0.070763+0.27364i,0.045831+0.09487i,0.011463-0.04075i,-0.0081689-0.10489i,0.004027-0.11694i,0.012969-0.11492i,-0.0084772-0.093412i,-0.018036-0.046965i,0.0063315-0.012309i,0.028618-0.013175i,0.019692-0.033986i,-0.0038894-0.034775i,-0.021971-0.006002i,-0.030436+0.019294i,-0.029516+0.014756i,-0.038222-0.0092823i,-0.060492-0.016825i
0.21886+0.12609i,0.16808-0.079678i,-0.075805-0.12535i,-0.22715-0.016091i,-0.097405+0.021986i,0.088518-0.068909i,0.13063-0.15763i,0.086102-0.17421i,0.044988-0.13941i,0.013221-0.08514i,-0.011616-0.029605i,-0.0056852+0.004526i,0.0075622-0.0070717i,-0.01652-0.035197i,-0.052405-0.042038i,-0.063368-0.022092i,-0.047052+0.0084115i,-0.016215+0.023072i,0.0083186+0.015119i,0.023592+0.0051557i,0.030621+0.011352i,0.03294+0.023697i,0.037226+0.025542i
-0.35678+0.16477i,-0.25154+0.28253i,0.010101+0.24098i,0.25855+0.039246i,0.31038-0.17524i,0.18746-0.26426i,0.031764-0.21908i,-0.07571-0.098403i,-0.11745+0.012053i,-0.1193+0.0692i,-0.10325+0.088554i,-0.078235+0.080896i,-0.055039+0.07392i,-0.022063+0.078732i,0.010161+0.061281i,0.016628+0.025208i,0.0081746+0.0099954i,-0.0021205+0.012737i,-0.015688+0.020303i,-0.033967+0.02927i,-0.051453+0.031861i,-0.055788+0.037019i,-0.039947+0.043675i
0.41818-0.4904i,0.39052-0.65217i,0.11799-0.6007i,-0.22327-0.30957i,-0.37768-0.00085906i,-0.3342+0.14527i,-0.17895+0.18249i,0.0098951+0.15297i,0.11002+0.066975i,0.11763-0.005753i,0.089862-0.047363i,0.038473-0.048105i,0.00036257-0.0023885i,-0.0033546+0.042014i,0.0025085+0.069791i,0.014139+0.090474i,0.034372+0.085334i,0.049588+0.051661i,0.055876+0.0055207i,0.046077-0.027887i,0.02385-0.024888i,0.011872-0.0049287i,0.0099799+0.0028552i
-0.1848+0.41268i,-0.40234+0.58587i,-0.32494+0.62791i,-0.0091744+0.40769i,0.16226+0.1254i,0.16016+0.029696i,0.13726+0.03212i,0.094317+0.0060244i,0.07502-0.0038723i,0.089843-0.022813i,0.070802-0.053766i,0.040167-0.053812i,0.031609-0.057253i,0.010583-0.080442i,-0.030936-0.096038i,-0.060928-0.09846i,-0.060588-0.091616i,-0.039396-0.069759i,-0.015841-0.036894i,0.0081828-0.014895i,0.030413-0.018153i,0.034012-0.025751i,0.022306-0.015559i
0.038641-0.27998i,0.25475-0.45571i,0.21871-0.43179i,0.0042148-0.19257i,-0.088444-0.008229i,-0.091817-0.029341i,-0.12054-0.087121i,-0.10738-0.055948i,-0.065199-0.022754i,-0.059341-0.010448i,-0.054631+0.018343i,-0.023621+0.047455i,0.011045+0.059453i,0.04134+0.060996i,0.068668+0.043902i,0.074022+0.0070881i,0.050133-0.021977i,0.012438-0.033768i,-0.026029-0.03241i,-0.051173-0.017584i,-0.053947+0.00045223i,-0.039895+0.0077326i,-0.024209-0.00019799i
-0.1327-0.10148i,-0.18825+0.053687i,-0.092596+0.035911i,0.0065894-0.10214i,0.014032-0.13843i,0.015484-0.07574i,0.0025547-0.03134i,-0.050789-0.0009956i,-0.089749+0.023542i,-0.10129+0.027286i,-0.090504+0.024332i,-0.06247+0.012058i,-0.041904-0.00033252i,-0.028977-0.0015389i,-0.016691+0.01487i,-0.0069145+0.044361i,-0.0094337+0.062614i,-0.020412+0.06859i,-0.0085144+0.06206i,0.020696+0.036284i,0.032858+0.009922i,0.025747-0.0027845i,0.014038-0.0056677i
0.161+0.16805i,0.073103+0.14737i,-0.015075+0.20671i,-0.015244+0.23687i,0.004941+0.14881i,-0.015084+0.042366i,-0.013494+0.0062463i,0.008517-0.0048899i,-0.0017566+0.0021024i,-0.0092871+0.038803i,0.012027+0.049984i,0.028818+0.018781i,0.025368-0.017731i,0.014278-0.038198i,-0.0045958-0.055725i,-0.028918-0.066477i,-0.027985-0.054137i,0.0053726-0.040473i,0.020462-0.035226i,-0.0026043-0.018835i,-0.022162+0.0015063i,-0.023691+0.0044984i,-0.022894-0.0024896i
-0.19022+0.13041i,-0.073277+0.027036i,-0.029927-0.1133i,-0.066672-0.17177i,-0.061046-0.15651i,-0.011601-0.13419i,-0.0011887-0.12077i,-0.02518-0.096432i,-0.016963-0.057993i,0.020546-0.024378i,0.043586-0.0038759i,0.045704+0.0049325i,0.034205+0.0002227i,0.012508-0.009321i,0.0030068-0.0035113i,0.017771+0.0066i,0.024797-0.0025157i,-0.00030389-0.01377i,-0.026121-0.0087888i,-0.017226+0.00099207i,0.012894+0.0047457i,0.030488+0.002862i,0.025264-0.0027919i
0.056626-0.10561i,0.12108+0.0076772i,0.2114+0.013363i,0.23616+0.0030844i,0.17077+0.1023i,0.10309+0.21951i,0.086814+0.23152i,0.094479+0.15945i,0.061677+0.063315i,-0.0077331-0.0077128i,-0.065647-0.028376i,-0.090065-0.011037i,-0.076974+0.013551i,-0.04746+0.017902i,-0.029704+0.0040684i,-0.025428-0.0018376i,-0.017395+0.0080783i,0.0051772+0.018689i,0.029497+0.023256i,0.035433+0.019779i,0.0177+0.0067516i,-0.0063+0.0023815i,-0.011363+0.013876i
0.28894-0.094116i,0.095379-0.18106i,-0.14338-0.060481i,-0.20145+0.082246i,-0.094389+0.033278i,-0.0094845-0.089947i,0.0036795-0.13108i,0.0003831-0.10203i,0.023111-0.053006i,0.059839-0.018642i,0.078806-0.01659i,0.060661-0.036993i,0.0077481-0.042525i,-0.033172-0.011712i,-0.033294+0.020145i,-0.015308+0.026785i,-0.005725+0.025039i,-0.0089022+0.026037i,-0.014055+0.020096i,-0.016582+0.0038711i,-0.020115-0.003658i,-0.018032-0.00016193i,-0.010413-0.0028767i
-0.19977+0.36946i,-0.047641+0.44001i,0.14506+0.31721i,0.17716+0.11783i,0.029914+0.046461i,-0.089064+0.069403i,-0.094426+0.078476i,-0.065395+0.077683i,-0.042621+0.084022i,-0.024133+0.076059i,-0.014761+0.051877i,-0.0023733+0.038454i,0.029651+0.033815i,0.055294+0.019723i,0.046994+0.010242i,0.029018+0.01723i,0.022867+0.020262i,0.02394+0.0078334i,0.027823-0.00071612i,0.029795+0.0043608i,0.028329+0.0084599i,0.020629+0.0052876i,0.010342+0.0045213i
-0.026069-0.60095i,-0.091521-0.73421i,-0.25953-0.643i,-0.35203-0.34877i,-0.22771-0.11393i,-0.055626-0.064192i,0.0092434-0.068096i,0.016975-0.052149i,0.014947-0.047487i,0.0009185-0.053053i,-0.014713-0.040111i,-0.025047-0.010324i,-0.030563+0.017963i,-0.024597+0.038106i,-0.0041056+0.035608i,0.015114+0.0088874i,0.023-0.011741i,0.02054-0.016141i,0.0018784-0.020989i,-0.024747-0.022054i,-0.033196-0.010918i,-0.022216-0.0026797i,-0.015044-0.0067878i
0.10835+0.40973i,0.1167+0.67488i,0.3036+0.68541i,0.45544+0.35572i,0.35549+0.011957i,0.17475-0.10295i,0.073971-0.1018i,0.011627-0.076163i,-0.019959-0.03056i,-0.0083873-0.010068i,0.010902-0.02662i,0.019574-0.044509i,0.018786-0.051934i,0.0093105-0.052588i,-0.0056747-0.039193i,-0.020256-0.021961i,-0.029192-0.018781i,-0.023484-0.024678i,-0.0023361-0.027465i,0.019488-0.025277i,0.031274-0.019654i,0.029506-0.013404i,0.018547-0.010885i
-0.037788-0.1022i,0.0080578-0.42914i,-0.11399-0.5185i,-0.24484-0.27243i,-0.18493-0.02372i,-0.095336+0.050708i,-0.076262+0.075731i,-0.040205+0.083381i,-0.0096119+0.04806i,-0.027888+0.033907i,-0.041614+0.061436i,-0.021173+0.073879i,0.0046895+0.049944i,0.014222+0.014142i,0.0045573-0.010298i,-0.017275-0.012846i,-0.036018-0.00023415i,-0.051895+0.0097479i,-0.062536+0.019804i,-0.052958+0.031725i,-0.035769+0.027036i,-0.023668+0.017394i,-0.010858+0.019052i
-0.16315-0.016357i,-0.18115+0.15461i,-0.12441+0.18591i,-0.0012008+0.093885i,0.090706+0.033598i,0.10676+0.016981i,0.071694+0.011262i,0.0238+0.010519i,-0.0022176+0.0083226i,-0.0053266+0.0016542i,-2.031e-05-0.0053909i,0.007235-0.0084611i,0.012133+0.0030709i,0.02388+0.021123i,0.048933+0.020225i,0.064+0.0033739i,0.065432+0.0019906i,0.06685+0.023086i,0.061935+0.032896i,0.039413+0.020369i,0.014482+0.010861i,0.001701+0.0072393i,-0.0046479-0.00055484i
0.31559+0.040402i,0.32851+0.098509i,0.33713+0.12683i,0.23101+0.051918i,0.015168-0.028764i,-0.094662-0.021128i,-0.042739-0.016114i,0.030738-0.03836i,0.050187-0.041024i,0.036185-0.033506i,0.0091901-0.035841i,-0.020028-0.037334i,-0.035004-0.039805i,-0.046223-0.054685i,-0.065123-0.051183i,-0.064388-0.018227i,-0.042096-0.0084795i,-0.028305-0.035255i,-0.022727-0.050359i,-0.0086236-0.036708i,0.0049099-0.022208i,0.0031311-0.016538i,-0.0068299-0.009i
-0.11168-0.097905i,-0.26553-0.37608i,-0.46436-0.371i,-0.43579-0.077736i,-0.1795+0.11126i,0.0024189+0.072245i,0.011433-0.0092317i,-0.0361-0.032758i,-0.0495-0.011628i,-0.011132+0.018751i,0.031066+0.025463i,0.040664+0.0090667i,0.021671+0.00010801i,0.0020413+0.022676i,0.0073608+0.041701i,0.021445+0.02866i,0.021784+0.018189i,0.015807+0.032513i,0.015439+0.046333i,0.016515+0.040041i,0.016045+0.027436i,0.019903+0.022433i,0.024519+0.020743i
-0.14959+0.17272i,0.06367+0.50245i,0.31385+0.47196i,0.31435+0.11087i,0.085872-0.10799i,-0.075724-0.068923i,-0.065164+0.018793i,-0.0065194+0.049603i,0.012145+0.037764i,-0.014132+0.014136i,-0.041283+0.01149i,-0.037791+0.028525i,-0.011594+0.03385i,0.011575+0.012796i,0.014234-0.012499i,0.011528-0.021996i,0.016088-0.025464i,0.025107-0.034693i,0.02976-0.042418i,0.020706-0.03947i,0.007256-0.031019i,-0.0029068-0.02467i,-0.0049049-0.023085i
0.19254-0.42324i,0.056683-0.5835i,-0.053575-0.47624i,-0.06281-0.20578i,0.0046453-0.050023i,0.050406-0.052572i,0.021421-0.067222i,-0.0083298-0.047742i,-0.00086629-0.035686i,0.012199-0.030191i,0.011959-0.022312i,-0.0067111-0.016979i,-0.039436+0.001871i,-0.059927+0.040241i,-0.057721+0.066477i,-0.052712+0.066994i,-0.057834+0.059605i,-0.064925+0.055335i,-0.056829+0.051975i,-0.037178+0.038418i,-0.024214+0.021969i,-0.015743+0.016102i,-0.008279+0.016581i
-0.11468+0.55774i,-0.11133+0.62686i,-0.083498+0.54919i,0.015026+0.40162i,0.10346+0.26467i,0.10989+0.16942i,0.058867+0.10126i,-0.00090348+0.067604i,-0.025488+0.060813i,-0.011422+0.040537i,0.010343+0.0032757i,0.027431-0.027163i,0.046481-0.047485i,0.066987-0.060309i,0.077783-0.058307i,0.07306-0.045351i,0.065893-0.032634i,0.064255-0.030502i,0.047521-0.043468i,0.016425-0.042443i,0.0011572-0.021917i,0.0017015-0.013462i,0.0024715-0.015823i
-0.10002-0.25806i,0.070641-0.3433i,0.12271-0.42847i,-0.02195-0.44367i,-0.12496-0.36772i,-0.11049-0.26129i,-0.057685-0.16078i,0.0042489-0.089249i,0.026027-0.071442i,-0.0069024-0.057695i,-0.031142-0.014011i,-0.017231+0.032702i,0.0071909+0.049869i,0.0065484+0.027424i,-0.024111-0.0061332i,-0.052079-0.019056i,-0.058901-0.020105i,-0.054472-0.012197i,-0.036964+0.011499i,-0.011307+0.027319i,0.00078949+0.021402i,-0.00017105+0.0099845i,-0.005148+0.0018283i
0.25226-0.056585i,0.12138-0.0038297i,0.052032+0.11278i,0.11666+0.25835i,0.16351+0.34325i,0.15697+0.30281i,0.12775+0.17085i,0.048177+0.053299i,-0.021514+0.041002i,-0.013586+0.061254i,0.0082758+0.030768i,-0.008842-0.010522i,-0.037116-0.017059i,-0.040226+0.007008i,-0.0086097+0.032797i,0.025781+0.043266i,0.038977+0.052299i,0.039477+0.049809i,0.024478+0.027287i,0.0016342+0.012825i,-0.005092+0.015191i,-0.0020219+0.018336i,-0.0025617+0.019622i
-0.013533+0.32556i,-0.027296+0.30555i,-0.083356+0.18902i,-0.14584-0.016335i,-0.17154-0.18776i,-0.16052-0.19369i,-0.11688-0.079711i,-0.039268+0.014165i,0.01949+0.019662i,0.016673-0.0050372i,-0.0013147+0.0019168i,0.010661+0.011188i,0.028815-0.013281i,0.024455-0.050116i,0.0019529-0.067875i,-0.013765-0.066769i,-0.016483-0.06735i,-0.020206-0.062609i,-0.016162-0.041044i,0.0013003-0.02677i,0.0092982-0.026617i,0.0040349-0.024295i,0.0012062-0.016643i
-0.11558-0.44073i,-0.060299-0.55948i,-0.031521-0.46411i,-0.011228-0.19553i,0.019852-0.01149i,0.0039057-0.0010834i,-0.028862-0.029889i,-0.024315-0.027916i,-0.010589-0.018875i,-0.0016943-0.0021167i,0.0098189+0.010085i,0.013157+0.012637i,0.0095699+0.030231i,0.0069985+0.054855i,-0.00018946+0.056117i,-0.015036+0.041782i,-0.021645+0.034366i,-0.0091474+0.032123i,0.0099887+0.028041i,0.016848+0.021968i,0.0097176+0.0196i,0.0027082+0.023173i,-0.0016141+0.024562i
0.1372+0.15937i,0.079658+0.40428i,0.092367+0.45029i,0.12009+0.27265i,0.091117+0.1468i,0.083311+0.12659i,0.089351+0.073637i,0.052786+0.013129i,0.02998+0.0084832i,0.035606+0.00099857i,0.018519-0.02613i,-0.02173-0.036848i,-0.051803-0.031534i,-0.048691-0.01886i,-0.012333-0.0051839i,0.030873-0.0030939i,0.050721-0.0086144i,0.03575-0.015319i,0.0013545-0.019612i,-0.018549-0.013561i,-0.015038-0.006363i,-0.0094895-0.0059203i,-0.0043725-0.0058782i
-0.12852-0.039297i,-0.17349-0.22041i,-0.17657-0.23821i,-0.12903-0.16814i,-0.077133-0.19408i,-0.074599-0.23321i,-0.085558-0.15238i,-0.054335-0.051712i,-0.019111-0.038104i,-0.022188-0.046569i,-0.018976-0.024391i,0.01072-0.0039399i,0.03747-0.002602i,0.037559-0.011168i,0.0033613-0.013056i,-0.039118-0.0011253i,-0.058812+0.0069459i,-0.046491+0.0094458i,-0.0087992+0.010065i,0.022188-0.00085506i,0.030096-0.011536i,0.032391-0.016027i,0.027703-0.018351i
-0.094563+0.045145i,0.044089+0.10316i,0.095869+0.069855i,0.040679+0.094398i,-0.0024244+0.22527i,0.014648+0.28367i,0.036202+0.19041i,0.014498+0.079206i,-0.026794+0.050863i,-0.029922+0.061285i,-0.0079789+0.049346i,-0.0019415+0.024083i,-0.0097662+0.012393i,-0.013918+0.013085i,0.00092294+0.013274i,0.027049+0.013219i,0.047868+0.019182i,0.049887+0.022168i,0.02024+0.017138i,-0.017381+0.019407i,-0.035011+0.025434i,-0.034669+0.02697i,-0.020739+0.022105i
0.077408+0.010245i,0.029295+0.099675i,0.06284+0.074306i,0.090872-0.11259i,0.073509-0.27277i,0.058072-0.27026i,0.042288-0.18326i,0.027401-0.10588i,0.023968-0.071556i,0.0055119-0.06467i,-0.023144-0.045704i,-0.028507-0.010424i,-0.011308+0.014555i,0.0077886+0.021019i,0.022317+0.016454i,0.026668+0.0012449i,0.013677-0.017418i,0.00067537-0.027828i,0.0074157-0.030875i,0.01994-0.033572i,0.022336-0.035159i,0.017892-0.03625i,0.0078056-0.031183i
0.10037+0.068941i,0.05078-0.092191i,-0.060823-0.038805i,-0.065685+0.19914i,-0.012137+0.29039i,-0.035753+0.18811i,-0.070763+0.10278i,-0.059609+0.072953i,-0.050864+0.057868i,-0.04175+0.056919i,-0.017561+0.047337i,-0.00057077+0.021124i,0.0032535-0.0079612i,-0.0045189-0.032024i,-0.030446-0.038604i,-0.057638-0.017096i,-0.058918+0.011461i,-0.044178+0.021098i,-0.034831+0.017077i,-0.0295+0.017155i,-0.021518+0.02333i,-0.014101+0.027149i,-0.011397+0.024137i
-0.11769+0.078409i,-0.0091392+0.13713i,-0.0012785-0.033936i,-0.13083-0.22043i,-0.17211-0.16086i,-0.043925-0.013621i,0.056782+0.012361i,0.056791-0.015024i,0.052715-0.012611i,0.061327-0.011929i,0.053468-0.016878i,0.031711-0.015783i,0.0036828-0.0057396i,-0.011881+0.015289i,-0.0016277+0.021951i,0.017671-0.0013965i,0.02724-0.022946i,0.028624-0.017201i,0.030027+0.0028204i,0.028295+0.012704i,0.01633+0.0094502i,0.00074465+0.0062806i,-0.0024398+0.001275i
0.15019-0.32697i,0.06222-0.26895i,0.13955-0.028995i,0.29998+0.10445i,0.26961+0.0087428i,0.092087-0.089014i,-0.0063748-0.064497i,-0.0076566-0.0086565i,0.0020122+0.0081233i,-0.0035159+0.0075491i,-0.011791+0.013322i,-0.0043974+0.023151i,0.024921+0.022712i,0.047262+0.0057087i,0.041487-0.0083619i,0.020123-0.0026529i,-0.0036384+0.0050174i,-0.022143+0.00023129i,-0.027387-0.011456i,-0.018254-0.019337i,-0.0018979-0.021521i,0.0070134-0.022528i,0.00033234-0.012436i
0.10387+0.27154i,0.046865+0.15735i,-0.18689+0.065229i,-0.33017+0.11415i,-0.23351+0.18107i,-0.097686+0.15444i,-0.054183+0.097505i,-0.04328+0.068945i,-0.030082+0.051967i,-0.012045+0.034931i,0.006219+0.011422i,-0.00016446-0.017616i,-0.037865-0.029325i,-0.073483-0.015991i,-0.081995+0.0015325i,-0.066099+0.011196i,-0.031275+0.017942i,0.0017065+0.024348i,0.010866+0.031218i,0.003722+0.032724i,-0.0057651+0.032429i,-0.0058309+0.035691i,0.0032756+0.027115i
-0.37542-0.1308i,-0.22611-0.065161i,0.049053-0.13601i,0.14791-0.28807i,0.073433-0.30843i,0.034907-0.20382i,0.051122-0.12285i,0.054785-0.098993i,0.03737-0.091204i,0.0091592-0.081619i,-0.008747-0.065111i,0.00051151-0.042017i,0.0327-0.021647i,0.070265-0.0092001i,0.097306-0.0057163i,0.10149-0.016335i,0.07432-0.035656i,0.038228-0.049987i,0.019653-0.056175i,0.015536-0.04928i,0.0151-0.038876i,0.013294-0.036968i,0.0082237-0.031923i
0.26996-0.20815i,0.15034-0.12579i,0.091721+0.11867i,0.1755+0.28029i,0.20476+0.22947i,0.10712+0.11413i,0.019116+0.056562i,-0.019031+0.036952i,-0.032969+0.039276i,-0.02712+0.050994i,-0.019811+0.060271i,-0.018084+0.067799i,-0.015763+0.058631i,-0.026307+0.028586i,-0.049617+0.0076478i,-0.056793+0.015337i,-0.040219+0.034583i,-0.022118+0.046787i,-0.017562+0.05012i,-0.020863+0.044606i,-0.018509+0.037356i,-0.011491+0.033325i,-0.0069019+0.029151i
-0.040225+0.45707i,-0.035587+0.31122i,-0.18431+0.01809i,-0.37116-0.12251i,-0.34642-0.08233i,-0.16937-0.039695i,-0.05688-0.026176i,-0.011877-0.0036519i,0.018367-0.0056389i,0.016906-0.029718i,-0.00098184-0.047672i,-0.025198-0.058988i,-0.05845-0.042652i,-0.064517+0.0041811i,-0.036512+0.035531i,-0.012132+0.032081i,-0.0021561+0.015709i,0.0059594-0.0043511i,0.015467-0.021925i,0.020603-0.027861i,0.016688-0.024567i,0.010027-0.020011i,0.0077813-0.020375i
-0.26168-0.27043i,-0.11827-0.18842i,0.1718-0.0844i,0.32573-0.068864i,0.22185-0.05967i,0.059355+0.0036013i,0.010326+0.029093i,0.0099576+0.0036099i,-0.0056115+0.0015615i,-0.0071215+0.020237i,0.0058594+0.026272i,0.036177+0.023337i,0.080398-0.0049402i,0.097099-0.052858i,0.077956-0.079972i,0.047333-0.074897i,0.017397-0.052056i,-0.0081054-0.021149i,-0.019108+0.0018491i,-0.018876+0.00676i,-0.018394+0.0018023i,-0.019745+0.00018027i,-0.016507+0.0053801i
