-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
-0.0014844+0.00012729i,-0.0011208+0.0011446i,-0.0017927+0.0032147i,-0.0019482+0.0039561i,-0.001109+0.0025877i,0.00020757+0.00010505i,-0.001206-0.0019884i,-0.003855-0.0018595i,-0.0049946-0.00022962i,-0.0042451+0.0015118i,-0.0023568+0.00313i,-0.00069459+0.0030521i,0.00016647+0.0019385i,0.00040617+0.00079191i,-0.00012332-0.00042674i,-0.00047597-0.00049547i,-0.00059854+5.4229e-05i,-0.00077999-0.00011075i,-0.00096785-0.00010481i,-0.00075278-0.00016523i,-0.00060915+0.00028204i,-0.00078518+0.00074531i,-0.00090551-0.00012849i
0.001057-0.00056288i,0.00064393-0.00088233i,0.00029251-0.00062255i,-0.0006303-0.0011972i,-0.00052613-0.0012266i,-0.00048625-0.00085187i,-0.0006663-0.0010964i,-0.0010745-0.00074561i,-0.0017312+0.00076452i,-0.001228+0.0015655i,-0.00024726+0.0018411i,0.00014672+0.00098298i,0.00026769+0.00015781i,0.00027505+0.0001669i,0.0001985+8.8919e-05i,0.00039678-0.00023493i,0.0002134-0.00052659i,0.00034433-0.0005299i,0.00070109-0.0009391i,0.00060571-0.00084761i,0.00031681-0.00045562i,-0.00045311-0.0002943i,-0.00051305-0.00019603i
0.00074958+0.00015069i,0.00072717+0.0010138i,-0.00092868+0.0015917i,-0.0016233+0.00082452i,-0.00071869+0.00073107i,0.00069754+0.00061346i,0.00086943-0.0012161i,-0.00053836-0.0013426i,-0.0015913-0.00050038i,-0.0016002-0.00030749i,-0.00084101-0.00019942i,-0.00064017-0.00050525i,-0.00016638-0.00094414i,-1.347e-05-0.001245i,5.1419e-06-0.00091516i,0.00050675-0.00026225i,4.9395e-05-0.00037948i,-0.00011448-0.0013045i,8.2382e-05-0.001047i,-7.8211e-05-0.00046902i,-0.0001892-0.00059623i,-0.00025603-0.0003606i,-4.3297e-05-0.00059173i
-0.00056384-0.0005895i,-0.00062221-2.2837e-05i,-0.0014694+0.00015228i,-0.0011656-0.00054805i,8.6983e-06+0.00014347i,0.0010229+0.00071396i,0.00086194-0.00029477i,0.0003573-0.00046078i,0.00038646-0.00014539i,0.00041084+0.00059856i,0.00061411+0.0012824i,0.00075656+0.0012363i,0.0010066+0.00054476i,0.00068324-0.00055858i,-0.00059687-0.0012861i,-0.001164-0.00087532i,-0.00066107-7.9343e-05i,-0.00062628+0.0004101i,-0.0010768+0.00023879i,-0.00059104-0.00055931i,0.00010535-0.00035894i,-0.00040491+0.00032001i,-0.00024404+0.00020079i
0.00061626-0.00039956i,0.00015579-0.00097767i,-0.00029585-0.00038655i,-0.00054185+0.0001991i,-0.0010802-0.0003564i,-0.00020994-0.00061328i,-0.00021343-0.00094331i,-0.00077421-0.00061156i,-0.00092721-0.00010831i,-0.0014826-8.2827e-05i,-0.00087976+0.00029215i,-0.00049581-3.5295e-05i,-0.000677+0.00031124i,-0.00058759+0.0012051i,-0.00028806+0.00092498i,-0.00017218+4.8727e-05i,-1.7759e-05-5.7667e-05i,0.00014252+0.00056024i,0.00011771+6.8453e-05i,0.00027334-0.00062433i,0.00026619-0.0002694i,-0.0001608+3.616e-05i,-0.00044468+0.00010197i
0.00096085-0.000269i,0.00081734+0.00015204i,-0.0011808-0.00094924i,-0.0020535-0.00073313i,-0.0022278+0.00064819i,-0.0020101+0.0011999i,3.6551e-05+0.0007954i,0.001013+0.00028345i,-7.2327e-05+8.539e-08i,-0.00079257+0.00035323i,0.00033335+0.00060078i,0.0015102+2.6529e-05i,0.001548-0.00091768i,0.00063157-0.0010221i,0.00034631-0.0010124i,0.00025288-0.00072845i,7.2651e-05+3.6783e-05i,-0.00013206+0.00019767i,5.8545e-05+0.00013462i,9.0334e-05-0.00025206i,-0.00055881-0.0002442i,-0.00043307+0.00041082i,6.7218e-05+0.00062487i
-3.058e-05-8.1164e-05i,0.00018162-0.00087505i,-0.00034584+5.7083e-05i,-5.4174e-05+0.00056024i,0.0010016+0.00097675i,0.0014354+0.0012306i,0.001148+0.0003726i,-6.9069e-05-0.00035963i,-0.0018282-0.0010514i,-0.001439-0.00055146i,-4.3659e-05+0.00035209i,2.9804e-06-0.00023689i,-0.00031541-0.00081318i,-0.00053918-0.0013057i,-0.001024-0.0016192i,-0.00057867-0.0014968i,-0.00012308-0.00047847i,1.4114e-06+0.00064784i,4.7878e-05+0.00032167i,-0.00017384-0.00027409i,-0.00021247-0.00043791i,0.00019301-9.921e-05i,0.00078356+0.00014966i
2.0483e-05-0.00064827i,0.00085136-0.00041493i,0.00014173+0.00020135i,-0.0007407+0.00014521i,-0.00067851-7.229e-05i,-0.00014+2.5352e-05i,-6.9182e-06-0.00031598i,-0.00014541-0.00042027i,-7.0643e-05-0.00016223i,-0.00071243-0.00066868i,-0.0013181-0.00061169i,-0.00099192-7.5896e-05i,-0.00014645+0.00013754i,0.00043708-0.00042136i,-0.00011529-0.00038969i,-0.00055573-0.00019044i,-9.3825e-05-0.00023743i,0.00024553+0.00071118i,-2.8845e-05+0.0012015i,-0.00072458+0.00061173i,-0.0010576+0.00016052i,-0.00089543-3.2748e-05i,-0.00040763-0.00046273i
0.00076038-0.0017555i,0.00058776-0.0010112i,0.00084995-0.0010455i,0.00079328-0.00082692i,-0.00041657-0.001128i,-0.00041938-0.00081027i,0.00054851-0.0005536i,0.00046623-0.00080383i,0.00027749-0.0006415i,0.00043274-0.00026773i,0.00049247+0.0001455i,1.4436e-05+0.00072296i,0.0001429+0.0012919i,0.00057938+0.0014686i,0.00043743+0.00097583i,0.00018466+0.00095133i,-0.00015449+0.00080894i,-0.00052281+0.00026881i,-0.00052076-0.00022717i,-0.00032881+3.9982e-05i,-0.00026503+0.00043352i,7.73e-05+0.00050043i,0.0003439+0.00089586i
0.00074098+0.00068617i,0.00030491+5.1538e-05i,0.00014735-0.00010184i,-0.00011556-4.9309e-06i,-0.00029569+0.00025053i,0.00042441+0.00010085i,0.0010748-0.00063403i,0.00079471-0.00051851i,-0.00036772-0.00025285i,-0.00093545-0.00083253i,-0.00062589-0.001131i,-0.00049034-0.00081709i,-0.00059765+0.00012728i,-0.00063994+0.0011006i,-0.000114+0.00059256i,6.918e-05+0.0002002i,0.00010445+0.00045334i,0.00043971+0.00018097i,0.00028103+0.0001698i,-0.00048601+0.00013669i,-0.00058783+0.00048845i,-0.00036686+0.00032703i,0.00027887-0.00040366i
-0.00071345+0.00034357i,0.00030586-0.00017224i,0.00036039-6.239e-05i,-0.00028303+0.00059094i,-0.00019124+5.2507e-05i,-5.7145e-05-0.00032786i,-9.4285e-05+5.8713e-05i,4.5145e-05+0.00034153i,-0.0006329+9.7779e-05i,-0.0012249-0.0001441i,-0.0011323-0.00015022i,-0.0011065-0.00011967i,-0.0011911+6.2723e-05i,-0.0010087-7.7854e-05i,-0.000648-0.00070966i,-0.00070291-0.00046485i,-0.0006501+0.00027921i,-0.00038419+0.00031806i,-0.00010047+0.00059838i,0.00046772+0.00065533i,0.00056215+0.00011748i,3.8145e-05+4.8262e-05i,-0.00046207+7.4961e-05i
0.0012954+0.0001275i,0.0012061-0.00064099i,0.0016534-0.00072912i,0.0016583-0.00076258i,0.0014487-0.00062941i,0.00026941-0.00065699i,-0.00042656-0.00035105i,-0.00073199+0.00043521i,-0.0010039-4.7448e-05i,-0.00061339-0.00086185i,6.1201e-05-0.0010068i,-4.7966e-05-0.00032273i,-0.00032193+6.106e-05i,2.3257e-05-0.00049923i,0.00031569-0.00016636i,-0.0002682+1.0168e-05i,-0.00058782+7.295e-05i,-0.00047444+0.0005631i,-0.00010352+0.00046833i,0.0003866+0.00022367i,0.00083609+0.00012327i,0.0012197-3.6382e-05i,-0.00041107+0.00036625i
0.00045458+0.00024354i,2.6229e-05-0.00031178i,-0.0017142-0.0014651i,-0.0021785-0.00071582i,-0.0016448+0.0018203i,-0.0003985+0.002066i,3.433e-05+0.00016095i,-0.0002172-0.00020015i,-0.00069148+0.00023467i,-0.0011124+0.00054643i,-0.00077149+0.0011264i,-8.1786e-05+0.00085281i,0.0006948+4.0343e-05i,6.5737e-05-0.00026248i,-0.00095833-0.00038469i,-0.00085635-0.00021755i,-0.00075147+1.4812e-05i,-0.0011093+0.00029917i,-0.00056305+0.00033091i,0.00038796-0.00025053i,-0.00013139-8.3283e-05i,-0.00067548+0.00072457i,-0.00030252+0.00053253i
-0.00052469+0.00032782i,0.0003057+0.00046015i,0.0011704+0.0010652i,0.0013488+0.0005435i,0.001028+0.00053101i,0.0010672+0.00082492i,0.0002456+0.00048941i,-0.00024222+0.00085188i,-0.000183+0.0012423i,-0.00014763+0.0005103i,0.00047428-5.9194e-06i,0.00014311+1.7637e-05i,0.00022465-6.7863e-05i,0.00065674-6.5572e-05i,8.5809e-05-8.6826e-06i,0.00021004-0.00027877i,0.00039283+0.00013823i,-0.00056669+0.00026781i,-0.0010974-0.00028948i,-0.00041862-0.00017408i,-0.00017706-0.00031155i,-0.00091558-0.0009919i,-0.00095488-0.00091092i
0.0016224-0.00032283i,0.0014074+0.00023705i,0.001584+0.00033781i,0.0015296+4.5825e-05i,0.00076243-0.00040227i,-0.00013748-0.00087272i,-0.00040079-0.00089095i,-0.00078148-0.0012678i,-0.00062609-0.0010867i,0.00011818-0.00021843i,-0.00026893-0.00056456i,-0.0012763-0.00046891i,-0.0016465+0.00052084i,-0.0012453+0.00033857i,-0.0003202+0.00093579i,-0.00012306+0.001445i,-2.0507e-05+0.000479i,0.00034834-0.00036047i,-5.4575e-05+5.7498e-05i,-0.00018763+0.0010383i,-3.9946e-05+0.00083479i,9.9957e-05-0.00037733i,-0.00016157-0.00045405i
0.0014678+0.0010623i,0.0017936+0.00010776i,0.0010794-0.00058819i,0.00068773-0.00067045i,0.0015224+0.00053396i,0.0014625+0.00046352i,0.00062912-5.5875e-06i,-0.00022943+0.00080087i,-0.00055327+0.00086377i,0.00028161+0.000709i,0.00066846+0.00043308i,4.4001e-05-4.8269e-05i,-0.00061065-0.00023123i,-0.00067292-0.00044441i,-0.00018158-0.00039704i,0.00016792-0.00018603i,0.00033956-0.00012758i,0.00042049+0.00016374i,-2.4657e-05+0.00016492i,-0.00060922-0.00011846i,-0.00089186+0.00019333i,-0.00042453-3.4828e-05i,-0.00027578+0.00032654i
-0.00079061+2.8984e-05i,-0.00067434+0.00059994i,-0.00049662+0.00016078i,-0.00090177-0.00053682i,-0.00043296-0.00089167i,0.00083453-0.00095964i,0.0006865-0.00068306i,-0.00030593+2.7193e-05i,-0.00044556+0.0006878i,-0.0010289+0.0005958i,-0.0010597-3.8473e-05i,-0.00017989-3.713e-05i,0.00040806-0.00026547i,0.00051056-0.00074233i,-6.4136e-06-0.00076122i,-0.00045075-0.00016955i,-0.00040206+0.00014363i,-0.00013499-0.00018659i,-0.00028162-0.00033891i,-0.0010387+0.00025112i,-0.00095702+0.0008472i,-0.00063003+0.0011437i,-0.00021872+0.0012059i
0.0026437-0.001532i,0.0017306-0.00042342i,0.00058427+0.00074354i,-0.00064284+0.0012759i,-0.00058002+0.0012816i,0.00010328+0.00080153i,-0.00012712+8.9704e-05i,-5.5997e-06+0.0004488i,0.00058312-0.00015697i,0.0005513-0.0010683i,0.0001233-0.00068851i,-2.4945e-05-0.00011421i,-0.00040652-0.0002157i,-7.7659e-05-0.00048602i,0.00013035+7.7845e-05i,-0.00040158+0.00037975i,-0.00090787-0.00044171i,-0.00057541-0.00066558i,0.00054887+0.00021568i,0.00092511+0.00087522i,0.00053479+0.00038446i,0.00024277-0.00036305i,0.00046301-0.00013147i
3.4605e-06+0.0021986i,-0.00040211+0.0013508i,0.0001091+0.00051629i,0.00012576+0.0010202i,-0.00062619+0.0012922i,-0.00061367+0.0001049i,8.5773e-05-0.00093931i,0.00014089-0.00084172i,-0.00065162+0.00011975i,-0.00083783+0.00024478i,-0.00038182-0.00052309i,-5.6607e-05-0.00058695i,-0.00051986-0.00040242i,-0.0010378-0.00045004i,-0.00083729-0.00066939i,8.6633e-05-0.00048944i,0.00073613-0.00027513i,0.00093711-2.9681e-05i,0.00052576+0.00059879i,-0.00028449+0.0010164i,-0.000292+0.0008181i,-9.4076e-05+0.00032222i,-0.00063371+0.00044245i
-0.00030257-0.0011809i,0.00053589+0.00010376i,0.00036764+0.00079459i,6.2884e-05+0.00037085i,0.00060688-4.4198e-05i,0.00085638+9.5055e-05i,0.00055033+0.00032045i,-0.00022456+6.8066e-05i,-0.0010083-3.7286e-05i,-0.0009478+0.00014722i,-0.00012909+0.0004135i,0.00069462+0.00043935i,0.0010936-0.00079558i,0.00048629-0.0018608i,-0.00042484-0.0013506i,-0.0012394-0.0010969i,-0.00087616-0.0011561i,-0.00011498-0.00032448i,-0.00028401+0.00013524i,-0.00054691+0.00060906i,-0.00071436+0.00075214i,-0.0008673+0.0001649i,0.00029623-0.00035939i
0.0012582-0.00053254i,0.0017278+0.00022929i,0.0017029+0.00026313i,-0.00016704+0.00095929i,-0.00094682+0.001043i,0.00058156+0.00064638i,0.0013035-0.00023427i,0.00056541-0.00056293i,0.00017359-0.00045961i,0.00016746-0.00033594i,0.00044316+0.00010564i,1.53e-06-0.00027974i,0.00040519-0.00095083i,0.00075526-0.00015269i,2.5247e-06+0.00071475i,6.5115e-05+0.00047558i,0.00042147-0.00022462i,-4.322e-05+0.00022836i,0.00030274+0.0014143i,0.00049926+0.0012168i,0.00054416-0.00016357i,0.0013243-0.00076141i,0.0012557-0.00022645i
-0.00034271+0.00099672i,-0.0019351+8.033e-05i,-0.0016286-0.00042144i,-0.0003778-0.0012202i,0.00038374-0.00093676i,0.00097221-3.5963e-05i,0.00014298+0.00030051i,-0.00021466+2.5715e-05i,5.6197e-05-4.8751e-05i,-0.00021736-0.00019618i,-0.00094737-0.00034127i,-0.00086871+2.8111e-05i,-0.00048739+0.00032147i,-0.00064793-0.00029886i,-0.00097143-0.00052066i,-0.0010341+3.4043e-05i,-0.00033578+0.00055255i,9.4089e-05+0.00066197i,-0.00041522+0.00031873i,-0.0010088+0.00038243i,-0.0013231+0.0010214i,-0.0011135+0.00080661i,-0.00079197+0.00076021i
-8.6668e-05-0.00086772i,0.00055312-0.00075617i,8.0285e-05-0.0006052i,-0.00024085-0.00033882i,0.0001972+0.00017636i,-0.00016217+0.00053279i,-0.00023985+0.00026758i,3.7498e-05+0.00012698i,5.4245e-05+0.00062987i,-6.8695e-05+0.00032725i,-0.00039407-0.00066714i,-0.00044809-0.00045307i,0.00037356-0.00034686i,0.00085599-0.00092605i,0.00059395-0.0011539i,0.0003326-0.00085916i,0.00044227-0.00025212i,0.00028074+0.00049172i,-0.00040425+0.00061169i,-0.00019324+0.00029719i,0.00033725-0.00011839i,0.00020295-0.00046055i,-0.00046171-2.975e-05i
0.0028771-0.00026307i,0.0020098-0.00030292i,0.0017917-5.2182e-05i,0.0014252-0.0006908i,0.00061145-0.00095223i,0.0005869-0.00036672i,0.00040685-8.4864e-05i,-0.00030034-0.00027596i,-0.00078433-0.00055135i,-0.00064469-0.00054237i,-0.00052335-0.00061625i,5.9447e-05-0.00017806i,4.1822e-05+6.0291e-05i,-0.00074651-0.0009472i,-0.00060292-0.00087275i,3.9279e-05+7.3251e-05i,-0.00037656+0.00053721i,-0.00074355+0.00048515i,-0.00081672+0.00013572i,-0.00047296+1.4307e-06i,0.00017823+8.7307e-05i,0.00014965+0.00053347i,-3.1225e-05+0.00091709i
-0.0012983+0.0012023i,-0.00152+0.0014362i,-0.002216+0.0021295i,-0.001906+0.0021457i,-0.00039433+0.0012964i,0.00034427-0.0002312i,1.9748e-05-0.0012232i,0.00010669-0.0010785i,-0.00062625-0.000285i,-0.00081875-0.00010943i,-0.00038275-0.00062842i,-0.00032271-0.00048023i,-4.8341e-05-0.00038887i,0.00028662-0.0010241i,-1.3258e-05-0.0004927i,-0.000218+0.00080025i,-0.00018378+0.00090347i,0.00028455+0.00010377i,0.00036517+0.00023761i,-0.00077385+0.00069638i,-0.0012943+0.00096131i,-5.175e-06+0.0006069i,0.00091978+0.00026767i
0.00011597-0.0014331i,0.00043972-0.0013037i,0.00037518-0.0020636i,-0.00097944-0.0020307i,-0.0017093-0.00049821i,-0.0010707+0.00062579i,-0.00053112+0.0004735i,0.00018018+0.00041089i,0.00028816-0.00021253i,-0.00091229-0.0004452i,-0.0017114-0.00035232i,-0.0007911-0.00018451i,0.00035683+0.00057024i,0.00057567+6.9866e-05i,0.000241-0.00088978i,-0.00059502-0.00040455i,-0.0016096-0.00019294i,-0.001259-0.00031075i,-0.00060652-0.00027936i,0.00021215-9.445e-05i,0.00013361+0.00032488i,-0.00058107+0.00013134i,-0.00040911+3.7737e-05i
0.0010453+0.0010038i,0.00017377+0.00083299i,0.00020885-0.00038411i,-0.00040463-0.00077958i,-0.00075151-0.00057106i,-4.6344e-05-0.00016442i,0.00068531-4.5101e-05i,0.00092547-0.00050059i,0.00052132-0.00020781i,0.00010272+0.00020681i,-0.00022388+0.00019834i,-0.00034111+0.00015718i,-8.2035e-05+0.00033634i,0.00019933+0.00061299i,0.00076049+0.00069234i,0.0008348+0.00057835i,0.00033747+0.00014444i,-0.00016352+0.00028782i,-0.00040503+0.00055804i,1.6757e-05-0.00023703i,0.00066794-0.00093777i,-4.7411e-05-0.00035134i,-0.00086746+0.00049862i
0.00049219-0.00015876i,0.00068137+0.00012787i,0.00083687+0.0001285i,0.00016223-0.00097503i,-0.00060105-0.001639i,-0.00085941-0.00053426i,-3.9095e-05+0.0004917i,0.00046008+0.00063763i,9.1489e-05+0.00036924i,3.4163e-05-0.0006021i,0.00019048-0.00072022i,0.00035733+0.00020193i,1.0765e-05+0.0008213i,-0.00030188+0.00041522i,-8.1635e-05-0.00011245i,0.00032398-6.4691e-05i,0.00045042-5.97e-05i,0.00028951+3.5406e-05i,0.00014303+0.00055997i,-0.00039563+9.8082e-05i,-0.00015549-0.00012026i,0.0004811+0.00036802i,0.00066886-0.00020831i
0.00055695-0.0014325i,0.0001521-0.00095193i,-0.00015361+0.0002162i,-0.00063145+0.00086586i,-0.00071538+0.00086571i,4.693e-05+0.00017886i,0.00039279-0.0002908i,0.00054578-0.00073548i,0.00038788-0.0010396i,-0.00068006-0.00017346i,-0.00098705+0.00051569i,-0.00063594+0.00054934i,7.7674e-05+0.00017182i,0.00051423-0.00079795i,-8.4656e-05-0.0001631i,-0.00061937+0.00068944i,-0.0004725+0.00024127i,-0.00060215-0.00029339i,-0.0002374-0.00086565i,0.00066864-6.8755e-05i,0.00053361+0.0004307i,2.564e-05+0.00039874i,-0.00012812+0.00043818i
0.0011765+0.00096706i,0.000352+0.00047044i,-0.0003987-3.6877e-05i,-0.00083505+0.00010303i,-0.0010219+0.00028898i,0.0003535+0.00033668i,0.0014483-0.00020149i,0.0010077+0.00014424i,0.00055585+0.00045349i,-1.0521e-06+0.00026035i,-0.00081763+0.00022364i,-0.00036253-0.00027119i,0.00040297-0.00052371i,0.00043147-0.00010526i,0.0003882+0.00047783i,0.00088+0.00053228i,0.00065834+0.00063501i,0.00016612+0.00092247i,0.00029429+5.4483e-05i,0.00063472-0.0010808i,0.00044977-0.00098271i,-0.0002244-0.00056479i,-0.0003398-0.00050267i
0.00010522-3.1861e-05i,2.2363e-05-0.00051604i,0.00026891-0.00013472i,-6.6636e-05+0.00051745i,0.00015184+0.00012471i,0.00067236+9.2411e-05i,0.00047293+0.00051282i,-0.00016229+0.00011607i,-0.00018696-0.00021701i,-0.00014054-0.00015855i,-0.00047089+7.4857e-05i,-0.00021732+0.00053302i,0.00071858+0.00017393i,0.0010494-0.00023238i,0.00043784-0.00034827i,3.2958e-06-0.00029621i,-0.00055634+6.772e-05i,-0.00045073+0.00025768i,-6.7122e-05+0.00060955i,0.00019345+0.000832i,0.00019272+0.00079571i,-0.00028832+0.00067891i,0.00026948+0.00063774i
-0.0009395+0.00094371i,0.00025441+0.00099972i,-9.7739e-06+0.0020976i,-0.0002515+0.0022139i,0.0016481+0.00076133i,0.0026523-0.00033539i,0.0014805-0.00034931i,0.00042037-0.0008532i,-0.0006193-0.0011323i,-0.00069201-0.00039377i,-0.00030772-0.00018021i,9.4581e-05-0.00012787i,-0.00013828+0.00044687i,-0.00063767+0.00069691i,-0.00059656+0.00091727i,-0.00016569+0.0010545i,9.9768e-05+0.00098011i,-8.78e-05+0.00085847i,-0.00014765+0.00088696i,0.00019308+0.00069754i,0.00024115+0.00012866i,0.00019175-6.1503e-06i,0.00030578+0.00065159i
0.0015121+0.0004155i,0.0023096+0.001079i,0.0018096+0.00090716i,0.00054233-0.0005238i,-0.0002221-0.00087346i,-0.00027008-0.00036324i,-5.4457e-05-0.00016171i,4.8755e-06+3.3924e-05i,-0.00019689-4.949e-06i,-0.00034912-1.5218e-05i,0.00031142-0.00016828i,-0.00018164-0.00043859i,-0.00053372-0.00011417i,-0.0001183+0.00061075i,0.00044584+0.0003973i,0.00066741-0.00026602i,-0.00014858-0.00016202i,-0.00090853+0.00051045i,-0.00043501+0.00061609i,-0.00030324-0.00013445i,-0.0012627-0.00059878i,-0.00066168+0.00030084i,-0.00035842+0.0011131i
-0.0010191-0.00011377i,-0.0011709+0.000137i,-0.001204+0.00066629i,-0.0013414+0.001966i,-0.0017138+0.0028387i,-0.00060629+0.0015986i,0.0004756-3.284e-05i,0.00052155-0.001186i,-7.163e-05-0.0015385i,-1.7771e-05-0.00099214i,-0.00012458-0.00019052i,-0.00098279+0.00020032i,-0.0010135-0.00064752i,-4.9056e-05-0.00075523i,-0.0001325-0.00043382i,-0.001041-0.001179i,-0.00044936-0.0012446i,0.00052592+7.1509e-05i,0.00050033+0.00077508i,0.00041597+0.00038018i,4.6853e-05-0.00026943i,0.00011351-0.00065485i,0.00060215-0.00076401i
0.00012134-0.00018043i,-0.00068289+7.9385e-05i,-0.0020427+0.0010482i,-0.0016481+0.0018181i,-0.0003732+0.0018901i,0.00081826+0.0021028i,0.0015902+0.00059831i,0.0013424-0.00051234i,0.00064665-0.00011742i,0.00014646+0.00035142i,-0.00027486-1.5389e-05i,-0.00014797-0.0004002i,1.6435e-05-1.7748e-05i,-0.00011938+0.00015343i,3.9563e-05-9.6335e-05i,-1.7759e-06-0.00068282i,-6.9591e-05-0.0014921i,-0.00020937-0.0010585i,0.00010473+0.0002538i,2.6783e-05+0.00023698i,-0.0004151-0.00015207i,-0.00029973-0.00021298i,3.4672e-05-4.0266e-06i
-0.0014589-0.00013991i,-5.9672e-06+0.00052037i,-0.0011539+0.0010757i,-0.0021908+0.0017729i,-0.0020742+0.0017727i,1.8563e-06+0.00070312i,0.00089923-0.00022611i,0.0002627-0.00019811i,-3.1109e-05+0.0002522i,-0.0007263+0.00091699i,-0.00094156+0.00075778i,-0.00063788+0.00022013i,-0.00044139+0.0006113i,-0.00061358+0.0011201i,-0.00050984+0.00035713i,-0.00044935-7.7898e-05i,0.00044463+4.8373e-05i,0.00092404+0.00019194i,-0.00024798+0.0001325i,-0.00058831-0.00019847i,-0.00077648-0.00035378i,-0.00053252-7.2506e-05i,0.00045357-0.00045635i
0.00045066-0.0010197i,0.00011059-0.001126i,-0.00069562-0.0010221i,-0.0005417-0.00042547i,0.00049217+0.0011894i,0.00052106+0.00096004i,0.00030271+0.00057779i,0.00010315+0.0010814i,0.00019306+0.0012383i,0.0002485+0.0017018i,-0.00040419+0.0012505i,-0.00060225-0.00036246i,-0.00041102-0.0004197i,5.0892e-05+0.00052773i,0.00046521+0.00031352i,0.00017496-9.9963e-05i,-2.6573e-05-0.00014348i,0.00052079-0.00014285i,0.00058027-0.00011651i,5.9642e-05+0.00033454i,-0.00059576+0.0010831i,-0.00079616+0.00086854i,0.00026113-1.2567e-05i
0.00016034-0.00072346i,0.00023236-0.00097005i,-0.00084515-0.00055179i,-0.0021033-0.00014134i,-0.0021257+0.00035481i,-0.00119+0.00058852i,0.00047149-0.00014499i,0.00087322-8.6558e-05i,5.8556e-05-0.00022157i,-0.00063343-0.00070778i,-0.00038974-9.6162e-05i,7.4853e-05+0.0001878i,0.00054757+0.00019788i,0.00054401+0.00080646i,4.9413e-05+0.00084169i,-0.00026287-2.4919e-05i,-0.00059865-0.00039976i,-0.00069345-0.00038962i,-0.00065005-0.00011364i,1.1353e-06+0.00033651i,-0.00015562-8.8162e-05i,-0.00071171-0.00055582i,-0.0010322-0.0005178i
-0.00024849+0.00035319i,-0.0005336+0.00098038i,-0.0015572+0.00061887i,-0.0016966-0.00081697i,-0.00029274-0.00063629i,0.0005306+0.00037344i,-0.00021708-0.00021404i,-0.00051611-0.00065706i,-0.00054764-0.00064569i,-0.0002482-0.0010596i,0.00032549-0.0008942i,-0.0001597-0.00065703i,-0.00053152-0.00063178i,0.00036754+5.9479e-05i,0.00041872+6.1918e-05i,-4.158e-05-0.00045393i,0.00050359-0.00035807i,0.0009883-0.00062675i,0.0005288-0.00023132i,-0.00045724+0.0003379i,-0.00038394+2.0284e-05i,0.0002136-0.00076858i,8.2647e-05-0.0012714i
0.00041733-0.00091296i,0.00018496-0.00080012i,0.00029466-0.0011394i,-0.00035526-0.000662i,-0.0015338-0.00046556i,-0.0011232-0.00013633i,0.00030105+0.00052374i,0.00077812+1.7122e-05i,9.9317e-05-0.00055715i,-0.0011721-1.9305e-05i,-0.001343-6.8201e-05i,-0.0005778-4.523e-05i,4.233e-05+0.0006463i,-0.00062075+0.00069336i,-0.00075422+0.00010014i,-0.00026529+0.0002936i,-8.7351e-05+0.00067428i,0.0004301+2.5109e-05i,0.00049881-0.00026689i,-3.212e-05+0.00033432i,-0.00023562+0.00048248i,0.00023628+0.00014743i,0.00084133-5.7478e-05i
-0.00028146-4.7372e-05i,0.00053619-0.00016073i,0.00018357-0.00026391i,8.5549e-05-0.00036097i,1.0608e-05+9.9787e-05i,0.00055923-0.0001766i,0.0011821-0.0008756i,0.00077671-0.0012665i,-0.00068122-0.00074664i,-0.0013317+0.00039384i,-0.00059898+0.00042192i,3.8069e-05+0.00047888i,0.00039529-9.1774e-05i,0.0008722-0.0010632i,-0.00015685-0.00066346i,-0.0010378-0.00053183i,-0.00019281-0.00062169i,0.0004808-0.00025588i,0.000152-3.4218e-05i,-0.00031928+0.00052205i,-0.00013981+0.0007318i,0.0002234-0.00011837i,-4.0828e-05-0.00069922i
0.00091598-0.0011127i,-0.00038421-0.00025341i,-0.00030052+3.0027e-05i,0.000165+0.00018158i,-3.5553e-05-1.0648e-05i,-9.6626e-05+0.00021028i,0.00055834+0.00033962i,0.0004709+3.4067e-05i,-8.6525e-05-0.00064752i,-0.00033444-0.0011093i,-0.00028338-0.0010664i,-3.3098e-05+5.4634e-05i,3.1627e-05+0.0011154i,9.3957e-05+0.00046911i,0.00050877-0.00023402i,0.0003736+0.00035543i,0.00015064+0.00059328i,0.00028716+0.00051308i,0.00039486+0.00063869i,1.8282e-05-0.00037443i,-0.00056603-0.000567i,-0.00053511+0.0001599i,7.0887e-05+2.9136e-05i
