-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
-0.10538-0.095431i,-0.05573-0.15546i,0.14233-0.27842i,0.33394-0.44389i,0.35647-0.4671i,0.33984-0.30225i,0.34629-0.15234i,0.225-0.069798i,-0.0067748-0.01815i,-0.19997-0.010272i,-0.26505+0.025285i,-0.19553+0.050879i,-0.12555-0.0039472i,-0.10608-0.036662i,-0.053536-0.02031i,0.0085838-0.025508i,0.042743-0.034978i,0.084837-0.046991i,0.10893-0.092761i,0.074652-0.13325i,0.027214-0.12774i,0.0017898-0.10793i,-0.013776-0.10126i
0.049002-0.11576i,-0.067202-0.15561i,-0.34801-0.10932i,-0.54264+0.019187i,-0.467+0.070677i,-0.32303+0.024647i,-0.22804+0.0048446i,-0.035331-0.076403i,0.16507-0.26222i,0.1799-0.30123i,0.12462-0.16756i,0.096306-0.083703i,0.03579-0.076436i,-0.0019726-0.061649i,0.056132-0.056977i,0.15483-0.090181i,0.21205-0.12676i,0.1798-0.1359i,0.070667-0.11916i,-0.032598-0.071496i,-0.046631+0.0031927i,0.021838+0.059208i,0.071745+0.062535i
0.057185+0.065005i,0.13557+0.018379i,0.167-0.16857i,0.058855-0.32877i,-0.12792-0.26516i,-0.14124-0.074686i,0.023021-0.0073523i,0.032411-0.069729i,-0.19571-0.084531i,-0.33321+0.010079i,-0.23504+0.064876i,-0.15044+0.0035905i,-0.20729-0.036544i,-0.22483+0.0072755i,-0.10748+0.028435i,0.005508-0.040038i,0.0037838-0.11668i,-0.050479-0.1063i,-0.05425-0.027408i,-0.015689+0.011986i,-0.0068513-0.027482i,-0.033898-0.068429i,-0.047889-0.062639i
-0.14335+0.01442i,-0.2422+0.080796i,-0.31367+0.1589i,-0.3049+0.25909i,-0.14554+0.33952i,0.018087+0.31388i,-0.0050375+0.21364i,-0.078315+0.20134i,0.013825+0.27918i,0.17596+0.25939i,0.18694+0.15339i,0.059455+0.13879i,-0.017597+0.22489i,0.010604+0.232i,0.01459+0.11112i,-0.05808+0.0016196i,-0.12384-0.018359i,-0.11562+0.024366i,-0.048421+0.065499i,0.00984+0.053697i,0.023407+0.021315i,0.019908+0.0096726i,0.015456+0.0053019i
0.018891-0.14681i,0.0091346-0.20832i,0.013594-0.21157i,0.0196-0.21935i,-0.017894-0.2465i,-0.026889-0.24544i,0.017241-0.23212i,0.0081175-0.2623i,-0.090093-0.32594i,-0.19555-0.34126i,-0.19654-0.27163i,-0.087019-0.18622i,0.026851-0.1418i,0.06879-0.10599i,0.044602-0.035306i,0.018159+0.07368i,0.037208+0.16346i,0.089232+0.16037i,0.12317+0.062974i,0.085086-0.041487i,-0.0096698-0.065839i,-0.081694-0.022383i,-0.088463+0.021475i
0.11462+0.05123i,0.11435+0.026501i,-0.050205+0.0044482i,-0.24253+0.075489i,-0.26905+0.18417i,-0.16411+0.19831i,-0.063437+0.12681i,-0.022488+0.047187i,-0.036455+0.031159i,-0.033713+0.097266i,0.0334+0.14561i,0.095431+0.13317i,0.087968+0.10173i,0.051983+0.057694i,0.046159-0.00043418i,0.068925-0.05475i,0.090032-0.071824i,0.085455-0.048008i,0.053049-0.019884i,0.016186+0.015977i,0.018366+0.063932i,0.068736+0.078536i,0.10667+0.047021i
-0.088402+0.11736i,-0.062683+0.1503i,0.022582+0.082862i,0.068133-0.0011234i,0.058089-0.00055735i,0.057993+0.012888i,0.04185-0.010074i,0.0052969+0.07696i,0.0096035+0.27406i,0.03386+0.34754i,0.003155+0.22714i,-0.075941+0.070403i,-0.13017+0.00036591i,-0.13492+0.012029i,-0.11137+0.042262i,-0.080638+0.036517i,-0.057272-0.018284i,-0.05472-0.078951i,-0.072007-0.085977i,-0.067936-0.048694i,-0.036901-0.038727i,-0.033053-0.061324i,-0.053841-0.056432i
-0.10743-0.11943i,-0.14225-0.12828i,-0.078103-0.07796i,0.057078-0.058303i,0.15981-0.097947i,0.13538-0.13624i,0.015048-0.10268i,-0.042292-0.045013i,0.037874-0.067847i,0.10654-0.12407i,0.078696-0.085536i,0.053854+0.00084402i,0.071811+0.04503i,0.098538+0.053097i,0.096929+0.023115i,0.042432-0.026205i,-0.032156-0.045031i,-0.067768-0.021837i,-0.040738+0.012497i,0.0058767+0.0066728i,0.011926-0.023361i,0.0001683-0.025267i,0.010143-0.013073i
0.14051-0.082025i,0.096413-0.11981i,-0.090435-0.096351i,-0.28251-0.034988i,-0.36835-0.0060181i,-0.33604+0.015988i,-0.19729+0.062968i,-0.054307+0.0034101i,-0.060883-0.14819i,-0.12682-0.16064i,-0.076281-0.063142i,0.0065484-0.032945i,0.022747-0.04902i,0.034919-0.051823i,0.060214-0.040682i,0.075731-0.0077926i,0.088604+0.023173i,0.098037+0.02442i,0.091403+0.015813i,0.055407+0.029068i,0.018204+0.05693i,0.0083572+0.065043i,0.015598+0.053468i
0.051532+0.17505i,0.1397+0.16737i,0.2481+0.030943i,0.27478-0.090284i,0.19821-0.072568i,0.10646-0.037573i,0.0075102-0.088i,-0.13408-0.044304i,-0.22476+0.15452i,-0.19632+0.26337i,-0.14292+0.20301i,-0.1166+0.12489i,-0.098746+0.078874i,-0.08978+0.037578i,-0.069169-0.0020262i,-0.029588-0.034169i,0.0027954-0.045821i,0.0074773-0.050393i,-0.0066767-0.056192i,-0.0063868-0.035603i,0.01073-0.0028859i,0.011082+0.0039101i,-0.012703-0.0087609i
-0.18499-0.0075056i,-0.25804+0.053068i,-0.25452+0.16621i,-0.1643+0.23532i,-0.018525+0.19963i,0.084675+0.15189i,0.101+0.15985i,0.11125+0.17707i,0.14334+0.15931i,0.15492+0.12029i,0.13953+0.067444i,0.099525+0.014374i,0.072891-0.0048381i,0.0803+0.00015378i,0.07616+0.0055761i,0.049512+0.0048601i,0.030188-0.00091956i,0.021218+0.0048829i,0.017014+0.020663i,0.023375+0.0076246i,0.030955-0.026579i,0.034941-0.028065i,0.044725-0.007016i
0.090342-0.15867i,0.15699-0.24918i,0.22254-0.33072i,0.22224-0.41866i,0.08252-0.43569i,-0.089742-0.32221i,-0.092018-0.14531i,0.048784-0.053637i,0.16029-0.081432i,0.15275-0.12342i,0.07504-0.093105i,0.024237-0.024621i,0.02036-0.0018789i,0.025675-0.03587i,0.022151-0.074541i,0.017374-0.082227i,0.027041-0.060059i,0.04851-0.030435i,0.048561-0.011409i,-0.0013215-0.0032677i,-0.0642+0.0070837i,-0.081248+0.012434i,-0.06492+0.0019618i
0.10883+0.09241i,0.067172+0.11728i,-0.1179+0.099384i,-0.33261+0.13982i,-0.37711+0.26013i,-0.22453+0.33451i,-0.059812+0.26149i,-0.0089906+0.080768i,-0.048645-0.069243i,-0.079175-0.098055i,-0.047687-0.06694i,-0.0071998-0.055578i,-0.014263-0.046332i,-0.03774-0.015438i,-0.046362+0.014032i,-0.055279+0.025436i,-0.073055+0.020196i,-0.074193+0.0079256i,-0.033413-0.0015548i,0.027904-0.0034475i,0.066794+0.0014178i,0.070739+0.0011766i,0.05657-0.0065351i
-0.10941+0.057231i,-0.070195+0.026323i,0.1084-0.095372i,0.26402-0.21867i,0.2819-0.20932i,0.24757-0.11784i,0.17154-0.078224i,0.036013-0.035962i,-0.06221+0.035192i,-0.095228+0.060762i,-0.099611+0.051583i,-0.083662+0.0313i,-0.086154+0.0070738i,-0.10303+0.014731i,-0.080933+0.040191i,-0.026576+0.036497i,0.0027048+0.00835i,-0.0078571-0.012001i,-0.021416-0.019566i,-0.026818-0.029201i,-0.033451-0.039802i,-0.042445-0.032743i,-0.044147-0.004684i
-0.052624-0.14377i,-0.14509-0.14627i,-0.28847+0.0090407i,-0.33699+0.18689i,-0.22686+0.16567i,-0.13341+0.0066139i,-0.14088-0.080637i,-0.15309-0.045189i,-0.10794+0.038737i,-0.029421+0.082223i,0.02321+0.052051i,0.016043+0.023412i,0.014331+0.05356i,0.060238+0.074095i,0.086342+0.043591i,0.057687+0.026411i,0.033775+0.059361i,0.051101+0.092429i,0.068851+0.074358i,0.052609+0.029456i,0.024601+0.00589i,0.017697-0.00057466i,0.023233-0.012746i
0.13954-0.00051515i,0.20462-0.040657i,0.15252-0.14997i,0.020702-0.2086i,-0.076255-0.13675i,-0.088492-0.047174i,-0.017529+0.0014423i,0.071873+0.018694i,0.10835+0.0026446i,0.089246-0.022291i,0.05272-0.028325i,0.037805-0.019014i,0.041717-0.017558i,0.035634-0.01972i,0.028532-0.009814i,0.039112-0.0032806i,0.053475-0.018465i,0.040048-0.044196i,0.0029824-0.04358i,-0.015622-0.014225i,-0.015399+0.0086245i,-0.020304+0.024327i,-0.02184+0.043972i
-0.073604+0.13681i,-0.095954+0.22271i,-0.034917+0.2408i,0.062968+0.20137i,0.15647+0.15705i,0.23266+0.070664i,0.19381-0.073127i,0.065487-0.15826i,-0.019034-0.14204i,-0.04091-0.093066i,-0.044165-0.0376i,-0.03542+0.0072135i,-0.031021+0.013084i,-0.03906+0.002043i,-0.036609-0.011783i,-0.023238-0.043386i,-0.01511-0.074731i,-0.0017099-0.07218i,0.018894-0.039825i,0.032435-0.009966i,0.03926+0.00067159i,0.040242-0.0074308i,0.027614-0.021005i
-0.1116-0.1028i,-0.16977-0.11709i,-0.15347-0.020759i,-0.068709+0.04014i,-0.033647-0.041614i,-0.069672-0.10139i,-0.069438-0.027587i,-0.02641+0.045962i,-0.03569+0.046708i,-0.063844+0.055376i,-0.035368+0.059643i,-0.0053107+0.02648i,0.0017988+0.0094752i,0.026906+0.011287i,0.049008+0.011792i,0.047791+0.03424i,0.039677+0.065197i,0.024165+0.06852i,0.0063078+0.04467i,-0.0064728+0.0159i,-0.016361-0.0021079i,-0.016931-0.0072788i,-0.0034783-0.0068082i
0.14584-0.059182i,0.23105-0.12568i,0.21046-0.18233i,0.10232-0.1716i,-0.034211-0.083484i,-0.14729+0.026225i,-0.16663+0.068103i,-0.11471+0.05433i,-0.039309+0.048546i,0.017811+0.028586i,0.02083+0.0023298i,0.012914+0.0063767i,0.015611+0.0073183i,-0.0050828-0.0054561i,-0.040203-0.02107i,-0.074207-0.047576i,-0.10665-0.06965i,-0.12024-0.062069i,-0.098146-0.020337i,-0.050382+0.017656i,-0.012503+0.022404i,-0.0067675+0.015426i,-0.015094+0.01591i
-0.010991+0.14233i,-0.0053346+0.21704i,-0.019469+0.19141i,-0.042473+0.14048i,0.013169+0.15528i,0.12012+0.17079i,0.16198+0.14871i,0.12472+0.09716i,0.054098+0.03496i,-0.0053704+0.015062i,-0.02408+0.026095i,-0.027834+0.014764i,-0.032288-0.0035179i,-0.0091692-0.009702i,0.033089-0.0072943i,0.066013+0.0079874i,0.089841+0.028476i,0.10431+0.03651i,0.094128+0.018792i,0.055534-0.0097044i,0.017318-0.013501i,0.012227+0.0029359i,0.028937+0.0057968i
-0.09755-0.056113i,-0.10171-0.10653i,0.044357-0.19612i,0.17511-0.32165i,0.11543-0.3552i,-0.018951-0.26693i,-0.096414-0.15263i,-0.10517-0.049409i,-0.060994+0.030603i,-0.014091+0.056844i,0.012602+0.049795i,0.029099+0.038744i,0.02606+0.025782i,-0.0016154+0.018271i,-0.033343+0.016407i,-0.048556+0.011479i,-0.049608+0.0046143i,-0.043962-0.0065932i,-0.034995-0.020105i,-0.030404-0.010736i,-0.026688+0.013409i,-0.019539+0.016605i,-0.02028+0.0021124i
0.061521-0.077742i,-0.0057126-0.09353i,-0.20252+0.033364i,-0.36586+0.22383i,-0.35597+0.29069i,-0.2312+0.24086i,-0.084185+0.1752i,0.021091+0.10585i,0.05634+0.048776i,0.068374+0.013205i,0.055386-0.038818i,-0.00063357-0.073982i,-0.038176-0.050935i,-0.019963-0.017586i,0.012304-0.0095881i,0.019429-0.01116i,0.0099182-0.0094341i,0.0059347-0.0015518i,0.015412+0.0092586i,0.029516+0.0029489i,0.03323-0.02352i,0.024036-0.040422i,0.015174-0.032809i
0.075586+0.071133i,0.15828+0.024269i,0.20431-0.16203i,0.19511-0.2989i,0.20106-0.23337i,0.23409-0.11294i,0.20762-0.10031i,0.12108-0.12059i,0.060236-0.11551i,0.017554-0.096799i,-0.014734-0.034488i,-0.0064396+0.028107i,0.0072688+0.038164i,0.012764+0.031507i,0.033267+0.025407i,0.064966+0.012989i,0.09578+0.0082081i,0.10462+0.0072684i,0.0737-0.0017178i,0.02445-0.0055094i,-0.011862+0.0073333i,-0.026135+0.027945i,-0.019505+0.038048i
-0.11206+0.027565i,-0.18577+0.12286i,-0.17933+0.24263i,-0.11142+0.26507i,-0.049077+0.13089i,-0.035118-0.027139i,-0.047394-0.071918i,-0.054492-0.042896i,-0.065762-0.016245i,-0.067369+0.0058326i,-0.034065+0.020609i,0.0062231+0.014738i,0.021583+0.00089261i,0.00755-0.011642i,-0.023982-0.017939i,-0.050711-0.015618i,-0.063508-0.021685i,-0.058533-0.035129i,-0.027889-0.037599i,0.012293-0.030756i,0.033711-0.027298i,0.027987-0.030867i,0.003796-0.028656i
0.020497-0.10953i,0.0042947-0.17692i,-0.041969-0.16227i,-0.082421-0.08074i,-0.11521-0.0026042i,-0.12867+0.033369i,-0.0891+0.042951i,-0.034662+0.042638i,-0.014361+0.0438i,-0.004435+0.039118i,0.0048967+0.0073239i,-0.012422-0.023794i,-0.036741-0.028882i,-0.032746-0.025008i,-0.0082761-0.024091i,0.0085786-0.02813i,0.003243-0.027601i,-0.013761-0.009371i,-0.029178+0.016522i,-0.039787+0.023706i,-0.043474+0.018803i,-0.027975+0.024328i,0.0085461+0.027596i
0.088142+0.058437i,0.15683+0.073864i,0.17185+0.032037i,0.13193-0.00094537i,0.11323+0.023494i,0.12253+0.03888i,0.08183-0.017649i,0.012981-0.073081i,-0.010941-0.07098i,-0.016839-0.05359i,-0.03801-0.029562i,-0.035824+0.0085535i,-0.0093588+0.037921i,0.0071143+0.04695i,0.0056758+0.041825i,-0.0064196+0.036194i,-0.0096127+0.036355i,0.00070579+0.027061i,0.011482+0.0079058i,0.019816-0.0023863i,0.030439-0.007i,0.029288-0.019172i,0.0060778-0.029332i
-0.086428+0.049536i,-0.12197+0.10429i,-0.07499+0.13388i,0.016026+0.069934i,0.041151-0.065515i,-0.011044-0.11893i,-0.044785-0.020719i,-0.038112+0.076897i,-0.044063+0.081246i,-0.048706+0.074835i,-0.017172+0.07482i,0.010943+0.045201i,0.016085+0.017244i,0.019105+0.0039414i,0.020845-0.01271i,0.019826-0.028514i,0.011476-0.035191i,-0.00025504-0.029815i,-0.0017327-0.01759i,-0.0018608-0.0090288i,-0.012407-0.0023603i,-0.024538+0.010242i,-0.023412+0.023945i
0.0083779-0.10047i,0.016901-0.18777i,0.018386-0.23584i,-0.019868-0.19462i,-0.10435-0.053397i,-0.1501+0.067826i,-0.11692+0.047179i,-0.064933-0.013356i,-0.0044715-0.0091276i,0.047211-0.0087135i,0.039991-0.035476i,0.0058098-0.039119i,-0.0191-0.027953i,-0.033547-0.0075442i,-0.033042+0.025077i,-0.026735+0.051853i,-0.017357+0.068765i,-0.0064233+0.076395i,0.00068811+0.066747i,0.0032806+0.046049i,0.0014161+0.029208i,0.0038684+0.021408i,0.014538+0.016266i
0.047209+0.044873i,0.053313+0.078524i,-0.023382+0.13107i,-0.076965+0.19336i,0.012946+0.19179i,0.14148+0.1334i,0.17994+0.11645i,0.15239+0.11985i,0.090014+0.079278i,0.022963+0.046744i,-0.00021159+0.047781i,0.0055545+0.043357i,0.019241+0.028636i,0.03932+0.00087921i,0.051072-0.034966i,0.056527-0.054902i,0.06321-0.06005i,0.061033-0.063031i,0.042648-0.057943i,0.018683-0.045619i,0.0070179-0.035664i,0.010255-0.035322i,0.0097719-0.040169i
-0.042985+0.010769i,-0.020611-0.022607i,0.060749-0.17927i,0.096917-0.36286i,0.03065-0.38461i,-0.053567-0.27377i,-0.099013-0.18219i,-0.1049-0.13164i,-0.075913-0.081784i,-0.034866-0.036457i,0.008789-0.0098524i,0.038937-0.014393i,0.02349-0.028805i,-0.012353-0.0074866i,-0.024603+0.029026i,-0.024505+0.03097i,-0.030478+0.010199i,-0.032581+0.00040234i,-0.025138+0.0045085i,-0.014225+0.016461i,-0.0061932+0.031202i,-0.0067371+0.042085i,-0.0076882+0.044816i
-0.018458-0.024292i,-0.080848+0.026536i,-0.14346+0.19341i,-0.16199+0.34907i,-0.13884+0.34955i,-0.073715+0.25477i,0.030173+0.16811i,0.093229+0.10237i,0.08142+0.065121i,0.047758+0.03518i,0.0013337+0.0034611i,-0.048994+0.0060243i,-0.053958+0.024731i,-0.022052+0.014221i,0.0015652-0.0077232i,0.010874-0.00068501i,0.019294+0.026158i,0.026+0.037902i,0.02812+0.027245i,0.026492+0.0080907i,0.021109-0.01489i,0.012581-0.038674i,0.0016128-0.048963i
0.037696+0.0016888i,0.05725-0.061609i,0.031962-0.15474i,0.017709-0.17352i,0.078678-0.10337i,0.12396-0.062818i,0.062281-0.071482i,-0.015554-0.068059i,-0.037091-0.056019i,-0.036306-0.040116i,-0.021207-0.016056i,0.0093156-0.0035374i,0.029113-0.0040438i,0.029127-0.014106i,0.01661-0.037689i,0.0021946-0.068329i,-0.010189-0.098076i,-0.019668-0.10489i,-0.023436-0.076054i,-0.024626-0.035673i,-0.024051-0.0035106i,-0.01707+0.018598i,-0.0054804+0.027662i
-0.026101+0.021948i,-0.00080274+0.068631i,0.055278+0.061494i,0.045776-0.037466i,-0.053963-0.14601i,-0.12254-0.17169i,-0.11062-0.14288i,-0.076163-0.11114i,-0.051871-0.080928i,-0.030769-0.04439i,-0.0065173-0.019687i,0.00093688-0.027578i,-0.018489-0.034753i,-0.028757-0.0052809i,-0.014899+0.035742i,-0.0055896+0.062515i,-0.008471+0.083899i,-0.0034578+0.085176i,0.012259+0.052368i,0.023259+0.0095192i,0.019613-0.014627i,0.0063243-0.0094916i,-0.0042325+0.0085053i
0.002868-0.023486i,-0.045008-0.013444i,-0.075894+0.086939i,-0.023941+0.21307i,0.046981+0.25004i,0.057337+0.22093i,0.051839+0.19649i,0.043617+0.1728i,0.021584+0.14486i,0.013779+0.10391i,0.0032669+0.058578i,-0.016198+0.056403i,-0.0071005+0.066859i,0.0079573+0.030204i,0.001332-0.020309i,-0.0020177-0.043061i,0.0083881-0.043438i,0.016454-0.024784i,0.015836+0.0024433i,0.0092432+0.02239i,0.005722+0.028401i,0.012839+0.015615i,0.020065-0.0083624i
0.0362+0.02063i,0.091381-0.048488i,0.095376-0.18454i,0.024941-0.25316i,-0.020449-0.18239i,-0.014773-0.10275i,-0.035665-0.10684i,-0.050973-0.11944i,-0.016958-0.10348i,0.0040148-0.085655i,0.0022585-0.068048i,0.0097999-0.069903i,-0.0020388-0.069735i,-0.023626-0.027141i,-0.019918+0.021639i,-0.008371+0.036386i,-0.011483+0.019655i,-0.027041-0.007935i,-0.041389-0.025798i,-0.044063-0.029035i,-0.039306-0.024909i,-0.034541-0.016035i,-0.031881-0.0011926i
-0.045774+0.0038523i,-0.068168+0.091687i,-0.035588+0.17763i,0.010189+0.14669i,0.0030517+0.011725i,-0.014479-0.050496i,0.020597+0.020439i,0.045336+0.080009i,0.0008038+0.068059i,-0.039027+0.066431i,-0.027277+0.086343i,-0.0092732+0.087154i,0.0054354+0.066502i,0.024512+0.032005i,0.029233-0.0028007i,0.023528-0.012763i,0.026151+0.0056791i,0.038861+0.027689i,0.052188+0.029005i,0.054324+0.010837i,0.043524-0.0061119i,0.03177-0.0085056i,0.029139-0.0015822i
0.045579-0.076189i,0.019728-0.171i,-0.020701-0.23856i,-0.035791-0.18674i,-0.028501-0.012376i,-0.026953+0.1135i,-0.043506+0.081344i,-0.051725+0.025888i,-0.019875+0.030002i,0.016033+0.016118i,0.014934-0.022662i,0.0075117-0.032507i,0.0084394-0.015643i,0.0051163+0.0093546i,0.0097121+0.027283i,0.017147+0.019172i,0.015897-0.0065703i,0.011328-0.021741i,0.0030249-0.012733i,-0.0054251+0.010486i,-0.0037002+0.027506i,0.0016376+0.026372i,0.00089577+0.010037i
0.020093+0.09075i,0.05481+0.1341i,0.042776+0.16797i,0.0042208+0.16889i,0.01869+0.078951i,0.073399-0.031367i,0.11446-0.04835i,0.13238-0.029836i,0.10896-0.046525i,0.046532-0.044481i,0.0020383-0.011465i,-0.014629-0.0023781i,-0.026372-0.017405i,-0.029866-0.029418i,-0.02516-0.033957i,-0.020328-0.027443i,-0.019855-0.012054i,-0.026086-0.0045996i,-0.031707-0.0075761i,-0.033613-0.010064i,-0.036749-0.012732i,-0.038118-0.015832i,-0.036319-0.011709i
-0.098898-0.049461i,-0.12931-0.055171i,-0.1182-0.10584i,-0.096236-0.16895i,-0.098961-0.14902i,-0.10879-0.071301i,-0.10795-0.034471i,-0.12207-0.036914i,-0.12557-0.0097354i,-0.074963+0.026217i,-0.015904+0.025204i,0.0069831+0.02138i,0.020696+0.027271i,0.035173+0.015273i,0.029799-0.0036311i,0.012535-0.0086972i,0.0058762-0.0036498i,0.014348+0.0052386i,0.031787+0.009224i,0.047462+0.0021724i,0.051242-0.00097034i,0.050458+0.0075712i,0.052852+0.010315i
0.089729-0.062824i,0.10221-0.07789i,0.096926-0.042907i,0.067859+0.016426i,0.026143+0.065456i,0.015862+0.068935i,0.025067+0.036091i,0.040447+0.032288i,0.065355+0.037241i,0.060924+0.0097463i,0.036299-0.014704i,0.023797-0.031979i,0.00059194-0.037802i,-0.017918-0.0093753i,-0.0037461+0.019934i,0.017302+0.020285i,0.021872+0.0073574i,0.016807-0.00042243i,0.0067954+0.0018336i,-0.0075671+0.011365i,-0.020262+0.014375i,-0.035008+0.0050301i,-0.052051-0.0010494i
0.0092384+0.12514i,0.0012294+0.16816i,-0.01315+0.20784i,0.03893+0.21723i,0.1302+0.12848i,0.13762+0.019319i,0.083776-0.0029166i,0.050531-0.01222i,0.015839-0.043922i,-0.015679-0.033362i,-0.029935+0.0057064i,-0.039053+0.042576i,-0.028738+0.055608i,-0.021941+0.023036i,-0.043903-0.014637i,-0.060616-0.020112i,-0.055123-0.0087625i,-0.043665-0.00061527i,-0.027792-0.00092765i,-0.010885-0.0082156i,-0.00044676-0.010727i,0.011884-0.004254i,0.027199+0.0006787i
-0.10526-0.057169i,-0.10691-0.12682i,-0.095398-0.2684i,-0.18279-0.3654i,-0.30366-0.27478i,-0.3032-0.11298i,-0.23493-0.049581i,-0.19154-0.032169i,-0.14062+0.002769i,-0.070458+0.0097557i,-0.016629-0.019964i,0.0036864-0.050202i,0.003071-0.046841i,0.01652-0.012233i,0.050076+0.011582i,0.069361+0.012256i,0.064407+0.0021971i,0.04633-0.011275i,0.023133-0.02032i,0.0056133-0.023165i,0.00014946-0.020061i,0.0051393-0.011003i,0.011989-0.0042241i
0.091183-0.067641i,0.10872+0.0012398i,0.15558+0.18508i,0.26558+0.30188i,0.33063+0.23518i,0.29665+0.12669i,0.24787+0.095256i,0.20971+0.092907i,0.15017+0.069738i,0.072856+0.046425i,0.02376+0.047587i,0.019263+0.045252i,0.019119+0.018069i,0.002529-0.0037542i,-0.018437-0.0084864i,-0.032057-0.010711i,-0.028392-0.010628i,-0.0043904-0.0065562i,0.019704-0.0011346i,0.024208+0.0069058i,0.014047+0.0098865i,-0.0072229+0.0013822i,-0.028794-0.0019659i
0.030241+0.1195i,0.0066492+0.056934i,-0.09767-0.081948i,-0.17853-0.14501i,-0.15614-0.1013i,-0.1183-0.056697i,-0.11819-0.056316i,-0.11087-0.079502i,-0.080815-0.080097i,-0.042498-0.053839i,-0.028828-0.035511i,-0.035115-0.0093486i,-0.025794+0.024406i,-0.011353+0.030614i,-0.0025778+0.020823i,0.0072032+0.014961i,0.0019545+0.015838i,-0.023662+0.024169i,-0.041982+0.030672i,-0.035616+0.027497i,-0.016485+0.022931i,0.010265+0.024054i,0.035302+0.018067i
-0.13144-0.012882i,-0.09868+0.015506i,-0.0067128+0.0010888i,-0.033922-0.049297i,-0.13885-0.058205i,-0.12885-0.027279i,-0.047378+0.0035071i,-0.0074408+0.049094i,-0.0012778+0.067634i,-0.0024416+0.045706i,0.014157+0.023224i,0.030347-0.01537i,0.015179-0.045015i,0.0063436-0.036601i,0.017947-0.026472i,0.020608-0.024964i,0.022362-0.021594i,0.032086-0.022845i,0.034907-0.026286i,0.021608-0.027874i,-0.0018168-0.027824i,-0.024735-0.02428i,-0.037808-0.015119i
0.069069-0.13321i,0.024116-0.12248i,0.01293+0.023343i,0.16221+0.14261i,0.31881+0.1245i,0.28906+0.070542i,0.18777+0.033216i,0.12616-0.013105i,0.073411-0.021234i,0.034608+0.010414i,0.013408+0.027427i,0.0021471+0.035169i,0.0049994+0.03118i,0.0025751+0.016196i,-0.010122+0.014081i,-0.018661+0.018618i,-0.017186+0.017228i,-0.0043117+0.013255i,0.012177+0.0076453i,0.022842+0.0033697i,0.029737+0.0032784i,0.034545+0.006588i,0.032901+0.0080152i
0.11016+0.14084i,0.15017+0.066376i,0.034138-0.12768i,-0.19983-0.22379i,-0.33077-0.16452i,-0.28756-0.098436i,-0.2109-0.059876i,-0.15055-0.028566i,-0.083581-0.030197i,-0.03803-0.044765i,-0.023369-0.039049i,-0.019411-0.015393i,-0.011882+0.013694i,0.0025911+0.023687i,0.017199+0.0097206i,0.025949-0.0066637i,0.017657-0.0076283i,-0.0078247+0.011248i,-0.026488+0.032703i,-0.026163+0.038614i,-0.018991+0.031412i,-0.013221+0.018163i,-0.010651+0.0037914i
-0.2066+0.048261i,-0.20438+0.17536i,-0.027179+0.28242i,0.14218+0.26345i,0.16026+0.18134i,0.12552+0.11383i,0.10947+0.052708i,0.075864+0.021824i,0.03716+0.024158i,0.020472+0.022285i,0.016465+0.010197i,0.0050534-0.012044i,-0.017224-0.030925i,-0.030636-0.031608i,-0.035396-0.01836i,-0.034401+0.0013299i,-0.014829+0.0035158i,0.016902-0.024898i,0.028285-0.056872i,0.010638-0.065912i,-0.010606-0.056821i,-0.023639-0.041453i,-0.02638-0.022768i
0.079229-0.24357i,-0.0010343-0.36292i,-0.12235-0.35103i,-0.11696-0.26012i,-0.019111-0.18567i,0.0092007-0.10891i,-0.011509-0.032471i,-0.0092142-0.008831i,-0.0071797-0.0011111i,-0.0092571+0.017546i,-0.0054378+0.019558i,0.0006312+0.013745i,0.0085308+0.009656i,0.018054+0.005731i,0.033253-0.0022856i,0.040037-0.020549i,0.024759-0.026209i,0.00092256-0.0032936i,-0.0036046+0.028328i,0.017512+0.042532i,0.038992+0.039097i,0.048383+0.032706i,0.047899+0.025786i
0.18267+0.22079i,0.3161+0.24757i,0.31513+0.15984i,0.13314+0.094893i,-0.04742+0.088044i,-0.087642+0.052337i,-0.069721+0.014973i,-0.048157+0.014558i,-0.020545-0.012229i,-0.013187-0.052322i,-0.012801-0.048812i,0.0013548-0.019328i,0.015396+0.0064193i,0.010441+0.018681i,-0.012448+0.023284i,-0.029407+0.030685i,-0.027094+0.034735i,-0.015355+0.027878i,-0.0096279+0.012321i,-0.020708-0.00065096i,-0.03591-0.004043i,-0.045172-0.0054964i,-0.046854-0.0054396i
