-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
0.00026382-0.00046319i,-0.0007588-0.0005815i,-0.0011107+0.00028253i,0.00012917+0.0010766i,0.0014226+0.0015256i,0.0015185+0.0023412i,0.00039074+0.004488i,0.00080942+0.0070931i,0.0019628+0.0061125i,0.0026612+0.00097197i,0.0029382-0.0029258i,0.0020816-0.0020704i,0.00083839+0.00030724i,0.00049795+0.0010458i,-0.00042542+0.00092548i,-0.0024976-0.00014106i,-0.002123-0.0023736i,-0.00076123-0.0041016i,-7.7104e-05-0.0043853i,-8.8385e-05-0.002371i,-0.0002335+0.00047796i,-0.0003673+0.0018462i,-0.00032334+0.0012429i
-0.0028583+0.0022325i,-0.0023861+0.0047199i,-0.0012539+0.0051872i,-0.00072929+0.0033676i,-0.00082029+0.0022557i,-7.8975e-05+0.00029368i,0.0018029-0.0021964i,0.0017544-0.0016659i,0.00054675+0.0007068i,0.00020283+0.003135i,0.0016775+0.0043674i,0.0034471+0.0039088i,0.00301+0.0023461i,0.00062156+0.00031214i,-0.00097636-0.0012417i,0.00010959-0.00076589i,0.0012434+0.0013054i,0.00045652+0.0020263i,0.00067012+0.0022038i,0.00056477+0.0019404i,-0.00064449+0.0004699i,-0.00054959-0.00046991i,0.00024656+0.00010905i
0.0029292-0.0024923i,0.0013819-0.0045314i,-0.0016387-0.0033198i,-0.0024796-0.00080762i,-0.00096812-0.00022391i,0.0015785-0.0012594i,0.0046198-0.00051797i,0.0059437-0.00040572i,0.0061999-0.0024084i,0.0048529-0.0038239i,0.0023996-0.0038337i,0.00055729-0.0025938i,0.00099172-0.0015187i,0.0019928-0.00091875i,0.0011769+0.00082854i,-0.0001594+0.0019804i,-0.0014894+0.0010521i,-0.0029446-0.00022139i,-0.0028755-0.00031076i,-0.001461+0.00054183i,0.00039221+0.0012106i,0.001421+0.0020732i,0.00099452+0.0020303i
-0.0012124+0.0012671i,-0.00019062+0.0013744i,-0.00062173+0.0020602i,-7.2058e-05+0.0022336i,-0.00025809+0.001281i,-0.0024862-0.00045424i,-0.0040991-0.0026527i,-0.0039429-0.0033396i,-0.0024517-0.00080955i,0.00034607+0.0018498i,0.0025917+0.002612i,0.0032176+0.0012842i,0.0018124-0.00056256i,-0.00018091-0.00088448i,-0.0012023+0.00017809i,-0.0012305-0.00023974i,0.00024532-0.0012706i,0.0011106-0.00034249i,0.0013266+0.00019943i,0.0012337+0.00054749i,-0.0002173+0.00070133i,-0.0012087+0.00014373i,-0.0011984+0.00033401i
7.9464e-05-0.0030792i,-0.00093249-0.0029504i,-0.0012051-0.0023578i,-0.0024332-0.00083685i,-0.0036075-0.00027467i,-0.0036156-0.0011939i,-0.003436-0.0028529i,-0.0024801-0.0043298i,-0.0019958-0.004204i,-0.0034326-0.0030195i,-0.0046515-0.00090656i,-0.0040259+0.0011357i,-0.00329+0.001082i,-0.0020148-0.00043349i,3.2057e-05-0.00076558i,0.00092155-5.4462e-05i,-0.00020513+0.0012441i,-0.0012243+0.0016167i,-0.00047632+0.001322i,0.00073983+0.0003485i,0.001685-0.00061692i,0.002053-0.00089318i,0.0019563-0.00061853i
0.0016646+0.0027893i,0.00082769+0.0042279i,0.00043413+0.0051522i,0.0008374+0.003668i,0.00075901+0.001903i,-0.00019818+0.0014719i,-0.0017351+0.0029654i,-0.002149+0.0056705i,5.4592e-05+0.0069839i,0.0024815+0.0052356i,0.003718+0.0011695i,0.0020807-0.0012762i,0.00048581+4.2983e-05i,0.0012578+0.0020478i,0.001386+0.0020182i,2.3895e-05+0.00090533i,-0.00022219-0.00022127i,0.0010295-0.0003583i,0.00094155-0.00050798i,-0.00075828-0.00091389i,-0.001207-0.00026267i,-0.00084405+0.0005045i,-0.0009787-0.00010893i
-0.0012266+0.0018351i,0.00062202+0.0021163i,0.00092284+0.0037143i,0.0014026+0.0038681i,0.0016714+0.0025992i,0.00074372+0.00037884i,-0.0012076-0.0014972i,-0.0022382-0.0014131i,-0.0020292-5.2021e-05i,-0.0023992+0.0021641i,-0.0020445+0.0040529i,-0.00042005+0.0043441i,0.00011155+0.0028723i,0.00017104+0.0010069i,0.00026964-0.00090693i,0.00053116-0.0018459i,0.0014692-0.001143i,0.0018625+0.00035561i,0.00066224+0.00044507i,-0.00050235-0.0003328i,-0.00092816-0.00021498i,-0.00075885-0.00042313i,0.00069248-0.00064438i
-0.0012374+0.00099932i,-0.0010134+0.0015319i,-0.00077716+0.0021666i,9.2786e-05+0.0031924i,0.00059162+0.0038244i,0.0022363+0.0026976i,0.0044369+0.0018433i,0.0060764+0.00084043i,0.0075428-0.0013078i,0.0076103-0.0034742i,0.0050689-0.0050013i,0.0014637-0.0042639i,0.0011405-0.0028814i,0.0023546-0.0033041i,0.00091258-0.0033331i,-0.0012657-0.0015615i,-0.0019374+0.00039413i,-0.0016308-4.3218e-05i,-0.00094384-0.0003799i,-0.00040225+0.00088442i,6.5141e-05+0.0019949i,0.00013583+0.0022435i,-0.00017317+0.0018375i
-0.010852+0.0075658i,-0.0095692+0.013885i,-0.004333+0.021309i,0.0019838+0.017316i,0.0078501+0.010402i,0.0089842+0.0027342i,0.002786-0.00088453i,-0.0028406+6.0945e-05i,-0.0036359+0.0030055i,0.00070396+0.0062282i,0.0047522+0.0047428i,0.004952+0.00019358i,0.0021561-0.0031063i,-0.0017672-0.0039292i,-0.0051075-0.0022466i,-0.0047969-0.0004766i,-0.0017824-0.00089207i,0.0002155-0.0021948i,0.0005111-0.0024976i,-0.00018453-0.0019687i,-0.00089442-0.00095178i,-0.0019602-0.00038575i,-0.0021038-0.00043669i
-0.00033987+0.0014i,-0.0023483+0.00019945i,-0.0031031-0.0014938i,-0.0033422-0.001433i,-0.0040467-0.002259i,-0.0034889-0.0024859i,-0.0010534-0.0035502i,0.0009894-0.0047912i,-0.00015408-0.0046853i,-0.0032651-0.0039785i,-0.0047547-0.0029533i,-0.0043361-0.0020187i,-0.0035022-0.0014845i,-0.0027398-0.0012796i,-0.0018367-0.00095018i,-0.00035396+0.00067921i,-1.0743e-05+0.0016147i,-0.00094168+0.00097218i,-0.00092321+0.0011035i,-0.00035617+0.0012298i,3.763e-05+0.00024739i,0.00061277-0.00021595i,0.00079871+0.0008987i
0.0021-0.0005914i,0.002514+0.0001458i,0.0013408-0.0014868i,-0.0005479-0.00083098i,-0.0021361+0.0011398i,-0.0028845+0.0019224i,-0.0019476+0.0025237i,-0.00085017+0.0041339i,-0.00043767+0.0060952i,0.00046541+0.006464i,0.0016653+0.0045525i,0.0020833+0.0022901i,0.0011278+0.00079297i,0.00024503+0.001171i,0.00033713+0.0025675i,-0.00016887+0.0016836i,-0.0010728+0.00096897i,-0.0015303+0.00082307i,-0.00088067-0.00031259i,-0.00069167-0.00046152i,-0.00098922-0.00030105i,-0.00054959-0.00039598i,0.00031336-0.00049744i
0.007094-0.001722i,0.0047378-0.0035928i,0.0027527-0.0028111i,0.0014901-0.00085891i,-0.0010888-0.00069055i,-0.0040525-0.0017229i,-0.0043534-0.0023879i,-0.0040718-0.0027521i,-0.0037739-0.0017864i,-0.0031728-0.00023401i,-0.003278+0.0019735i,-0.0039191+0.0037582i,-0.0033373+0.0039166i,-0.0018874+0.0035308i,-0.0002529+0.002489i,0.00099441+0.00086357i,0.0013799+0.00042613i,0.0017555+0.0013881i,0.0017686+0.00087481i,0.0010938+0.00014431i,0.00037354+0.00042231i,-0.0002497+4.6495e-05i,-0.00035677-0.0011552i
-0.0022609+0.0043517i,-0.0016227+0.0021024i,-0.0011426+0.0017337i,0.00018742+0.0027819i,0.00074936+0.0024574i,0.00064783+0.0013712i,0.0011785+0.0007267i,0.0027377-0.00042353i,0.004863-0.0015461i,0.0064547-0.0025961i,0.0070836-0.0032274i,0.0050256-0.0029694i,0.0028395-0.0017936i,0.0029883-0.0010281i,0.002718-0.0015452i,0.0019872-0.0021362i,0.0013167-0.0015318i,0.0011046-0.00081079i,0.0013202+0.00010894i,0.00089859+0.00065882i,0.00037213+0.00066028i,-0.00017197+0.00076298i,-8.5074e-05+0.00010723i
-0.0022523+0.0033071i,-0.00090975+0.0048044i,0.00055924+0.0050878i,0.00091895+0.0032723i,0.00086204+0.0011782i,0.00017446-0.00036197i,-0.0017088-0.00040889i,-0.0024898+0.00056628i,-0.0021734+0.00077712i,-0.0011616+0.00089101i,-6.2331e-05+0.0014492i,0.00058572+0.001613i,0.0012729+0.0011308i,0.0010995+0.00041389i,0.00061486-0.00073296i,-0.00027179-0.0021387i,-0.00092901-0.0033809i,-0.00027078-0.0033086i,0.00066623-0.0017452i,-0.00011053-0.00071659i,-0.00094646-0.00028801i,-0.00083539+6.9021e-05i,-0.00069592+0.00054107i
0.003881-0.00079099i,0.0021041-0.00069593i,0.00062227+0.00021548i,0.0001011+0.00054613i,-0.00022007+0.0003076i,-0.00015674-0.0014825i,-0.00047967-0.0024206i,0.00079485-0.0019282i,0.0022112-0.0016198i,0.0012298-0.0023702i,0.00028573-0.0038704i,0.00023187-0.0038803i,0.00050969-0.0029416i,9.4931e-05-0.0034851i,-0.0009604-0.0038991i,-0.0011057-0.0025856i,-0.00070649-0.0010428i,0.00017248-0.00068112i,0.00050213-0.00067591i,0.00016405+7.4983e-06i,-8.8891e-05+0.00021009i,-0.00038677-0.00055517i,-0.00029496-0.00058643i
0.0014539+0.0035606i,0.00065051+0.001978i,-0.00030031+0.00057822i,-0.0013427+0.00041448i,-0.0023827+0.00021313i,-0.0020048+0.00049299i,-0.00050145+0.0016104i,-0.00020608+0.0036651i,-0.00083513+0.0054544i,-0.00073501+0.0063955i,0.00036891+0.0054429i,0.0014652+0.0020759i,0.00080952+0.0001889i,-0.0014643+0.00054853i,-0.0026964+0.00089311i,-0.002765+0.0013304i,-0.0021703+0.00083184i,-0.0015456+0.00043485i,-0.0010901+2.2314e-05i,-0.0006007-0.00079505i,-0.00068748-0.0005865i,-0.00030623+0.00035402i,0.0012195+0.0013679i
0.00056048-0.0024751i,0.00049465-0.0020392i,-0.00031951-0.0019658i,-0.0011012-0.00058232i,-0.0018286-0.00037447i,-0.0020138-0.00078002i,-0.0023046-0.0011292i,-0.0028662-0.0026912i,-0.0023342-0.0034541i,-0.0027467-0.001844i,-0.0034613-0.00042586i,-0.003119-0.00039464i,-0.0031945-0.00060216i,-0.0041451-0.00075411i,-0.0033602-0.0002027i,-0.00088623+0.00051689i,0.0001816+0.00018064i,0.00011166-0.00038481i,4.0801e-05-5.4602e-06i,0.00037594+0.00033951i,0.00042953+0.00011098i,-0.00030907-0.00056151i,-0.0005558-0.00096931i
0.0027454-0.0046113i,-3.9147e-05-0.0048959i,-0.00075912-0.0031519i,-0.0014896-0.0020682i,-0.0023145-0.0028578i,-0.0023717-0.0022863i,-0.00078871-0.001458i,0.0018942-0.0020468i,0.003628-0.0015149i,0.0040992-0.00035549i,0.0038717-0.00037996i,0.0034985-0.0010275i,0.0022936-0.00066117i,0.0017324+0.0010537i,0.0020784+0.0020692i,0.0016651+0.0013442i,0.00093265+0.00068887i,0.00057808+0.0012354i,0.00027519+0.0013319i,-7.44e-06+0.0008502i,-0.0001942+0.0004095i,4.6794e-05+0.00039529i,2.3711e-05+0.00028789i
-0.0029468+0.0034599i,-0.0040301+0.0026468i,-0.0029263+0.0010634i,-0.0014837+0.00052576i,-0.00081963+0.0013268i,-0.0013509+0.0010571i,-0.0021211+0.00047546i,-0.002463+1.3134e-05i,-0.003005-0.00049609i,-0.0024374-0.00044438i,-0.00091171+0.00017748i,0.00040041+0.0011298i,0.0012011+0.0017938i,0.00074222+0.00243i,0.00064462+0.0019948i,0.00082813+0.00034422i,0.00061734-0.0011968i,0.00047519-0.001148i,0.00029181-0.00060904i,0.00029337-7.5484e-05i,-7.2397e-05+0.0010187i,-0.00045843+0.0017375i,-0.00049687+0.0015469i
0.00080385-0.0011489i,0.0015039-0.00026113i,-0.0011018-0.0017775i,-0.0033475-0.0015043i,-0.0035841+0.00031717i,-0.0028567+0.00087519i,-0.0011337+4.8806e-05i,0.0011397-0.00025114i,0.0025235-0.00079983i,0.0028577-0.001047i,0.0021596-0.0016613i,0.0014295-0.0011749i,0.0021817-0.00011138i,0.0039301-0.00087078i,0.0041732-0.0023639i,0.0028277-0.0024456i,0.001805-0.00096151i,0.0016583-0.00079089i,0.0014495-0.0010807i,0.00031315-0.00054897i,0.00025645-0.00038738i,0.00025761+4.3589e-05i,0.00052558+9.0807e-05i
0.0026282+0.00038354i,0.0022729+0.00023131i,0.00055012+0.0019292i,0.00086208+0.0028681i,0.0012998+0.0021241i,0.000439+0.0014719i,1.349e-05+0.0022184i,0.00083567+0.0035553i,0.00084671+0.0049352i,0.00035883+0.0059643i,0.00091152+0.0048737i,0.001048+0.001963i,0.00066959-2.3471e-06i,0.00039691-0.0010898i,-0.00022142-0.0015803i,-0.00098348-0.00073267i,-0.0011863+8.4437e-05i,-0.0010839-0.00016822i,-0.00051327-0.00042661i,0.00038978-0.0012093i,0.00024469-0.00080673i,-6.2917e-05+6.4467e-05i,7.0393e-05-0.00021615i
-0.0025345-0.0019107i,-0.0018717-0.0041486i,-0.0016586-0.0045559i,-0.002298-0.0030589i,-0.0028407-0.0021547i,-0.003764-0.00086329i,-0.0039019-0.0014458i,-0.0023022-0.0025455i,-0.0007954-0.0027273i,-0.00044131-0.0022492i,-0.00012536-0.001015i,0.0005182-0.00059274i,0.00034976-0.00072609i,-0.00063473-0.0014653i,-0.001877-0.0023943i,-0.0021921-0.0022842i,-0.00084299-0.0011529i,-0.00037266-0.00070556i,-0.00042785-0.00067739i,-0.00055734-0.00091163i,-0.00045204-0.00082831i,-0.00059957-0.00084602i,-0.00084259-0.00043489i
-0.00026806-0.0020291i,0.00077032-0.00091895i,0.00031532-0.00069231i,-0.00097517+0.00062964i,-0.00086571+0.0019394i,-0.00055054+0.0014914i,-0.00050844-8.372e-05i,0.00066648-0.00088792i,0.00079949-0.00076155i,0.00020793-1.4834e-05i,0.00065686+2.6345e-05i,0.00082247-0.00078321i,0.00030631-0.00074678i,-0.0009263+0.00016802i,-0.0012827+0.0014793i,-0.00070472+0.0024078i,-0.0010254+0.0020439i,-0.0017414+0.0017319i,-0.0020936+0.0017591i,-0.00084169+0.0015686i,-0.00011922+0.00051274i,-0.00042873-0.00022253i,-0.00059457+0.00036152i
0.0020819+0.0037183i,-0.00062934+0.0030404i,-0.0020641+0.0028422i,-0.0013734+0.0017386i,-0.00046452+4.2174e-05i,-0.00088222-0.00035731i,-0.0016166-0.00024387i,-0.0019844+0.00018474i,-0.0025819+0.00040562i,-0.00252-0.00077181i,-0.001448-0.00095344i,-0.00046255+0.0009876i,-0.00065519+0.0018441i,-0.0012942+0.0013942i,-0.0014762+0.0013953i,-0.0010221+0.0013247i,0.00031943+0.00034458i,0.0010783-0.00038499i,0.00044809-7.1785e-05i,-0.00018123+0.00080985i,-0.00027228+0.0018593i,0.00036698+0.0012346i,0.00061277+0.00043767i
-0.0019308+1.4467e-05i,-0.00010425+0.0011372i,0.00062116+0.000792i,0.00063744+0.0006955i,1.662e-05+0.00056227i,-0.00092431+0.00041556i,-0.00059518-0.00040144i,0.0013325-0.00090853i,0.0034973+0.00038418i,0.0038966+0.0014849i,0.0031996+0.0015654i,0.0013681+0.0014347i,0.00019413+0.0019859i,0.0012319+0.002773i,0.0023746+0.0018865i,0.0021693+0.0015788i,0.0015609+0.0015216i,0.0011285+0.00055214i,0.001067+0.00079805i,0.00088072+0.0011924i,0.00061624+0.00044839i,0.00052607-0.00053685i,0.00042089+0.00017146i
0.0011887-6.9222e-05i,0.0024658+0.0013395i,0.0037482+0.0014392i,0.0021639-2.5147e-05i,0.00074368-0.0017931i,-0.00035262-0.0025958i,-0.00064359-0.0010817i,0.0006262+0.0013057i,0.0014811+0.003106i,0.0016225+0.0036364i,0.0015601+0.0024659i,0.0018044+0.0010565i,0.0021607+0.00071491i,0.0020848+0.0013242i,0.00097849+0.00083283i,-0.00033408-0.00043011i,-0.0009233-0.001337i,-0.0010526-0.0019973i,-0.0005605-0.0018524i,-0.00016303-0.00054471i,-0.00046127+0.00038251i,-0.00045107+0.00017362i,0.00015658+0.00034879i
0.0052031+0.0010328i,0.0024601-0.001708i,-2.5096e-05-0.0010283i,-0.000708+0.00019005i,-0.00085649-0.00032978i,-0.0017965-0.0010976i,-0.0025542-0.001592i,-0.0021455-0.0018551i,-0.00011649-0.002565i,0.001736-0.002429i,0.0017813-0.0012713i,0.0013553-0.001429i,0.0013719-0.0017692i,0.0018638-0.0016063i,0.0023239-0.0017154i,0.0019369-0.0014574i,0.00094134-0.00062502i,0.00028891-0.00035968i,0.00019795-0.00085496i,-0.00020512-0.00056256i,-9.1597e-05-0.00024661i,0.00076178+0.00028933i,0.0010458+0.00092359i
-0.0040995+0.0039i,-0.002903+0.0032969i,-0.0016261+0.0028827i,0.0001123+0.0024238i,0.00063537+0.0014648i,0.00029904-0.00010647i,0.00095466-0.0007364i,0.0016819-0.00041799i,0.0012796-0.00039008i,0.00062782-0.00082781i,0.00054361-0.001282i,0.0011338-0.00085068i,0.00094595-0.0011086i,0.0001841-0.0020083i,0.00010307-0.0022781i,-0.0001042-0.00076423i,-0.00063135+0.00076059i,-0.0010532+0.0010361i,-0.001011+0.00124i,-0.00056314+0.00011177i,-3.2465e-06-0.00064764i,0.00062821-6.8071e-05i,0.00013192-0.00041103i
-0.00066046-0.0042743i,0.00024282-0.0014877i,0.00045778+0.00014158i,-0.00031259+0.00034582i,-0.0015063+0.00021421i,-0.001021+0.00053131i,-0.00019658+0.0008341i,-0.00073028+0.00056586i,-0.0018085-0.00039413i,-0.0017174-0.00030976i,-0.0013403+0.00056381i,-0.0014805+0.00076623i,-0.0015974+0.0002187i,-0.0018006-0.0011994i,-0.0020702-0.0018181i,-0.0020247-0.00067503i,-0.0010273-0.00052115i,-0.00085294-0.00033353i,-0.0011723-0.00010992i,-0.0011063-0.00053177i,-0.0014581-5.4189e-05i,-0.0011049+0.00026645i,-0.0003897+0.00021358i
0.0055101+0.0017841i,0.0019681+0.00071618i,-0.0026213-0.0011035i,-0.0031759-0.0013779i,-0.0015913-0.0010706i,-0.0011494-0.0010387i,-0.00051486-0.0013326i,0.0013323-0.0015915i,0.0020356-0.00053865i,0.0011839+0.00072977i,-0.00021687+0.00073991i,-0.0011583+0.0004352i,-0.0013052+0.00028242i,-0.0020899+0.00062013i,-0.0024026+0.00091366i,-0.001331+0.00071376i,-0.00024115+0.0011766i,-0.00025964+0.0010038i,-0.00030568+0.00042232i,-0.00052487+0.00036755i,-0.00093284+8.4784e-05i,-0.00076944+5.4631e-05i,-0.00027911+0.00010848i
-0.0069027-0.00046928i,-0.0058097+0.0013917i,-0.0048838+0.0034009i,-0.0041205+0.0046322i,-0.0032711+0.004163i,-0.0016063+0.0029379i,-0.00028745+0.00088561i,-0.00034447-2.6269e-05i,-0.0004332+0.00054212i,0.001089+0.0015345i,0.0022848+0.0022831i,0.0022582+0.0022623i,0.0017367+0.001556i,0.0012445+0.0013007i,0.00071508+0.0013021i,5.9347e-05+0.00074067i,-0.0003797-0.00039589i,0.00011288-0.00055599i,0.00065677-0.00030921i,0.00052275-0.00087582i,0.0004403-0.0010787i,0.00054633-0.0005747i,0.00052144+9.3524e-05i
0.0012668-0.0055877i,0.0010705-0.0037658i,-0.00029757-0.0027566i,-0.0019489-0.0025951i,-0.0033082-0.0025593i,-0.0035349-0.0012413i,-0.0020961-4.935e-05i,-0.00063758-0.00034915i,0.0016912-0.0010131i,0.0037177-0.0011091i,0.003232-0.00043849i,0.001885+0.00054616i,0.0017033+0.001529i,0.0024988+0.0014386i,0.0025617+0.00024184i,0.0016129-0.00062153i,0.0006089-1.1202e-05i,0.00017516+0.00054913i,0.00054236+0.00043328i,0.00015982+0.00039604i,0.00019917+0.00088789i,0.00061395+0.0011498i,0.00079021+0.00055152i
0.0036994+0.0034614i,0.0016006+0.0015035i,-0.0009622+0.00034126i,-0.0015369+0.00092467i,-0.0012776+0.0011716i,-0.00061531+0.00068865i,0.00015023-6.0191e-05i,-0.00026745-0.00051135i,-0.00089808-0.00033614i,-0.00089715-0.00049131i,-0.00011059-0.00054892i,0.00043326-0.00040631i,0.00073492-0.00031224i,0.00057089-0.00064769i,8.8493e-05-0.00048369i,-0.00010473+0.00019529i,-0.0003625-0.00051909i,-0.00074581-0.0011178i,-0.00090246-0.00043616i,-0.0010284+0.00045656i,-0.0001706-0.00011349i,-4.079e-05-0.00029748i,0.00013636-0.00059081i
-0.0021156+7.8909e-05i,-0.0011744-0.00063423i,0.00042524-0.00064809i,0.00084965-0.0015906i,-6.676e-06-0.0021831i,-0.00036503-0.00088456i,-0.00074054+0.00058455i,-0.0016256+0.00069251i,-0.0019046+0.00043945i,-0.001687+0.00021693i,-0.0023231-0.00012961i,-0.0021524-0.00072334i,-0.00096236-0.0015569i,-0.00014917-0.0016898i,0.00030991-0.0015414i,0.0002489-0.00052141i,7.8782e-05-0.00026608i,3.2383e-06-0.0011533i,-5.9974e-05-0.0011492i,0.0001628-7.1236e-05i,0.00013924+0.00086502i,-0.00013869+0.00046974i,-0.00085991-0.00041577i
0.0038198+0.001743i,0.0043883+0.0034954i,0.0031416+0.003549i,0.0010489+0.0019326i,-0.00067151+0.0017526i,-0.0014998+0.00073947i,-0.0015603-0.00067373i,-0.00018865-0.00080864i,0.0012432-2.2778e-05i,0.00083697+0.00087141i,-9.2875e-05+0.00085874i,-0.00083825+0.00045813i,-0.0012049-5.4203e-05i,-0.0014463-0.00096056i,-0.0015224-0.0012327i,-0.00050609-0.00066567i,-1.668e-05+0.00023787i,4.0552e-05+0.00066509i,-0.00032094+9.8289e-05i,-7.7897e-05+0.00018327i,0.00046405+0.00087385i,0.00017921+0.0011402i,-0.00031211+0.0010638i
0.00032234+0.00062371i,0.00034352+0.00087295i,-0.00014608+0.0017939i,-0.001029+0.0026464i,-0.00043348+0.0014117i,0.00039278+0.00018988i,0.00091744-0.00011761i,0.0013677-3.7134e-05i,0.0012804+0.00028525i,0.0014337+0.00098491i,0.0015629+0.0010617i,0.0006786+0.00052733i,-0.00046808+0.00074271i,-0.0012167+0.00029199i,-0.0008899-0.00052055i,-0.00050366-0.00037981i,-0.00036433-0.00017584i,-0.00039766-0.00064193i,0.00012142-0.001082i,0.00080429-0.0012948i,0.0003381-0.00059056i,-0.00019833+0.00014859i,-6.3411e-05+0.00061406i
-0.0018106-0.0050459i,-0.0014993-0.0056256i,-0.002435-0.0035593i,-0.0027082-0.00085304i,-0.0027606+0.00055963i,-0.0021956+0.00063309i,-0.00083156+0.00017678i,4.8797e-06-0.00083937i,0.00058611-0.0017063i,0.0015909-0.0012033i,0.0028876-0.00030627i,0.002698-1.938e-05i,0.00088179+0.00088298i,-0.00065647+0.0010426i,-0.00081015+0.00051008i,-0.0011289+1.9799e-05i,-0.0015279-0.00053434i,-0.00050968-0.00053827i,0.00052041+0.00033585i,0.00046121+0.0013697i,0.00019857+0.0010785i,-0.00018253+0.00039738i,-0.00013623+0.00043366i
-0.00031091-0.001096i,-0.0028633-1.2065e-05i,-0.0051139+0.00035333i,-0.0048237+0.0013357i,-0.003207+0.0018164i,-0.0017706+0.0012335i,-0.00079279+0.00029126i,-0.00034665-0.00028724i,-0.00053178-0.00050819i,-0.00030638-0.00011857i,0.00056335+0.00046524i,0.0015835+0.00030893i,0.002015+0.0003243i,0.0014388+0.00086997i,0.00093025+0.0012739i,0.00053893+0.00098762i,-0.00045913+0.00016833i,-0.00065809+4.0974e-05i,0.00012654+4.9489e-05i,0.00062852-0.00015634i,0.00078559-0.00019449i,0.00041928+0.00024943i,0.00045748+0.00089738i
0.0010958+0.0007006i,-0.00040415-0.00043095i,-0.0013531-0.0015534i,-0.0011768-0.0013418i,-0.0013575-0.00066001i,-0.0015888-1.1874e-05i,-0.00066625+0.00088036i,-0.00039422+0.0017511i,-0.0017475+0.0012286i,-0.0022789+0.00013317i,-0.0014668-0.00067135i,-0.0004408-0.00016546i,0.00026891+0.00087725i,0.00086119+0.0014548i,0.00077313+0.0014069i,-0.00012276+0.00053167i,-0.0012546+0.00032203i,-0.0011295+0.00061792i,-0.00011493+0.00045989i,0.00032011+0.00055681i,0.00019946+0.00090109i,-0.00057134+0.0005952i,-0.00069593+0.00066772i
-0.00044252-0.0020068i,-0.00058521-0.0010441i,-0.0023875-0.00019134i,-0.0040983-8.2085e-05i,-0.0043117-0.00012144i,-0.0027752+0.00053414i,-0.0011117+0.00012705i,0.00033951-0.0004167i,0.0014733-0.00010106i,0.00085707+0.00048346i,-2.5173e-06+0.00094461i,-0.00040134+0.00076924i,0.00023747-2.6821e-06i,0.001764-0.0010347i,0.0021177-0.0017314i,0.00081558-0.0012929i,-0.00017727+0.00018523i,3.4568e-05+0.0011879i,-5.7259e-05+0.00099374i,0.00022319+0.00061836i,-4.8301e-05+0.00051282i,-0.0010526+0.00054581i,-0.00067815+0.00023367i
0.0047744-0.00072016i,0.0047979-0.0018119i,0.0026274-0.0021632i,-0.00021863-0.0021826i,-0.00063677-0.0025884i,-0.00032566-0.0020437i,-0.00063224-0.00030907i,0.00010019+0.00020553i,0.0017724-1.4097e-05i,0.0023299+0.00015476i,0.0018079+0.00029901i,0.00075365-5.063e-05i,0.00055906-0.00098013i,0.00091833-0.0012196i,0.00056393-0.0010369i,0.00035609-0.00098173i,0.00055875-0.00054768i,0.0009035-0.00013885i,0.00098881-0.00039096i,0.0010323-0.00037713i,0.00096296-0.00043933i,0.00053845-0.00032313i,0.00050436-0.00021621i
-0.00074828+0.0028891i,0.0022563+0.002159i,0.0034187+0.0015984i,0.0024211+0.00089646i,0.00079195-0.00076005i,9.4912e-05-0.0015116i,-0.00013012-0.001415i,9.4761e-05-0.00099324i,0.0012238-0.00063342i,0.0026887-0.00041621i,0.0030214+0.00052905i,0.001581+0.00070862i,-0.00019+0.00029531i,-0.00060598+0.00013511i,-0.00067829-0.00090933i,-0.00051064-0.0013452i,0.00020229-0.00082667i,0.0002606-0.0001619i,0.00066418+0.00045262i,0.00083369+0.00060899i,-0.00011127+0.00034294i,-0.00052869+0.00038037i,-8.8035e-05+1.6858e-05i
0.00020924-0.0014934i,-0.0026474-0.0025217i,-0.0031836-0.001565i,-0.0015506-0.00013264i,-0.0014172-2.7421e-05i,-0.0017559-0.00038947i,-0.0013138-0.00026473i,-0.0012765+0.00023301i,-0.001147+0.000345i,-0.00037214+0.00016161i,-0.00027805+0.00040208i,-0.00048503+0.0006628i,-0.00050323+0.00027156i,-0.00073039+0.00010847i,-0.0010838+0.00078211i,-0.0013812+0.00098401i,-0.0010574+0.00039685i,-0.0004645-0.00016807i,-0.00033054-0.00035561i,-2.0233e-05+0.00020877i,-2.0194e-05+0.00091652i,6.9475e-05+0.00080614i,0.00035828+0.0004096i
