-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
-0.076479-0.083864i,-0.044892-0.12677i,0.0016543-0.10142i,0.013443-0.048428i,-0.0010417-0.024142i,-0.014946-0.024621i,-0.016656-0.019077i,-0.0099823-0.0052375i,-0.0015923-0.00036909i,0.0040751-0.0030357i,0.0078537-0.0036691i,0.0089285-0.00323i,0.0047316-0.0062121i,-0.00034917-0.008577i,-0.0061551-0.0074973i,-0.014656-0.0039616i,-0.020345+0.0045544i,-0.016727+0.013523i,-0.0066171+0.013773i,-0.001006+0.0097463i,-0.00029595+0.0090676i,0.0018098+0.0092392i,0.0033119+0.0055581i
0.090564+0.025123i,0.08258+0.061263i,0.025515+0.043882i,-0.022335-0.00086595i,-0.035095-0.019793i,-0.025636-0.017539i,-0.0099502-0.0074324i,0.0026837+0.00010421i,0.0066362+0.00077472i,0.001715+0.00054078i,-0.0040358+0.00055174i,-0.0047404-0.00050661i,-0.0033872-0.0015443i,-0.0036878-0.0012717i,-0.0020329+0.0010688i,0.0065648+0.0037335i,0.014426+0.0013929i,0.011323-0.0039495i,0.0041271-0.0042132i,0.0017024-0.0018275i,4.0823e-05-0.0027952i,-0.0026612-0.0030776i,-0.002757-0.00032519i
-0.086804+0.017272i,-0.10728-0.015612i,-0.073452-0.024757i,-0.032919-0.0022661i,-0.021767+0.020153i,-0.025677+0.028773i,-0.024609+0.023565i,-0.016771+0.014364i,-0.010404+0.0082207i,-0.0058868+0.0032015i,-0.0037515-0.0018736i,-0.0055318-0.0015602i,-0.0077064+0.0035777i,-0.0068283+0.0071243i,-0.0037244+0.0054007i,-0.00082326-6.817e-05i,0.0026496-0.002251i,0.007269-0.00055548i,0.0069174+0.00028105i,0.002487+0.00016075i,0.0030253+0.00076934i,0.0058629+0.00027288i,0.0044773-0.0013013i
0.05265-0.040357i,0.072478-0.012151i,0.04187+0.025997i,0.001111+0.038365i,-0.0084774+0.030342i,0.00027516+0.017409i,0.0029405+0.0039709i,-0.0024199-0.0070267i,-0.0055488-0.0080826i,-0.0025584-0.0030926i,0.00034897-0.00063789i,-0.00029385-0.001121i,-0.00014964-0.0012384i,0.0016562-0.00020213i,0.00082339-0.0013851i,-0.0050615-0.0067094i,-0.01565-0.012732i,-0.02165-0.012533i,-0.015864-0.0076357i,-0.0071816-0.0047128i,-0.0050467-0.0025322i,-0.0060065+0.0001811i,-0.0035721+0.0015434i
-0.020946+0.057394i,-0.04388+0.055804i,-0.032788+0.03141i,0.0036741+0.017985i,0.031031+0.016275i,0.03414+0.015367i,0.024171+0.0091512i,0.015432+0.0031302i,0.0082637+0.00090183i,0.0034542+0.00084438i,0.002426+0.0030023i,0.0043445+0.0047576i,0.0054608+0.0042461i,0.0029247+0.0029934i,-0.00081951+0.0055173i,-0.0015133+0.014179i,0.0044891+0.020849i,0.010093+0.017892i,0.0074245+0.011475i,0.0043513+0.0084521i,0.0050821+0.0039834i,0.0049749-0.0011467i,0.003136-0.001535i
-0.0085403-0.04849i,0.023532-0.051603i,0.042427-0.022017i,0.034783-0.00093169i,0.02006-0.0039831i,0.011196-0.015188i,0.0060819-0.014321i,0.00070609-0.0052217i,0.00015612+0.00077843i,0.0017587+0.0035104i,0.0024927+0.0041995i,0.0026319+0.0025883i,0.0025385-0.0011847i,0.0031049-0.0035339i,0.0046328-0.0054902i,0.0053343-0.0095195i,0.0025087-0.0095701i,-0.0023464-0.003853i,-0.003447-0.0014536i,-0.0026332-0.0034471i,-0.0036504-0.0026213i,-0.003474+0.0011136i,-0.00097855+0.0014936i
0.02458+0.029523i,0.0081065+0.039169i,-0.0045705+0.014579i,-0.0020298-0.017216i,0.00020073-0.031174i,-0.0021677-0.026071i,-0.0025832-0.014286i,0.0028956-0.0072463i,0.0074711-0.0042181i,0.0065357-0.0023897i,0.0045837-0.0015273i,0.0040332-0.0014997i,0.0043724-0.0016178i,0.0039222-0.0015541i,0.0023427-0.0012323i,0.0025148-0.0023092i,0.0048538-0.0064385i,0.0073777-0.0093837i,0.0080145-0.0065374i,0.0075222-0.0022128i,0.0052085-0.0014679i,0.0021895-0.0025345i,0.00094269-0.0025606i
-0.025597-0.014816i,-0.020331-0.040991i,-0.0059395-0.039869i,-0.0045091-0.019956i,-0.015168-0.0070688i,-0.025948-0.0024124i,-0.025043+0.0019106i,-0.015511+0.0066455i,-0.006245+0.0062086i,0.00014522+0.00044822i,0.0016461-0.0052477i,-0.0019149-0.0054054i,-0.0045607-0.0027677i,-0.0045735-0.002451i,-0.0064004-0.0030083i,-0.011066+0.0025188i,-0.013142+0.014415i,-0.011061+0.019346i,-0.010075+0.012376i,-0.010987+0.0050552i,-0.0080361+0.0041917i,-0.0024553+0.0048894i,-0.00030867+0.0026333i
0.019398+0.0012965i,0.016422+0.020038i,-0.0085218+0.020958i,-0.025546+0.00832i,-0.023032+0.0054753i,-0.013585+0.007866i,-0.0089585+0.0037409i,-0.0090429-0.0046068i,-0.0088449-0.0060135i,-0.0052071-0.0016973i,-0.00010018+0.00025992i,0.0011497-0.00028564i,-0.00019027+0.00083812i,-0.00050365+0.0032439i,0.0019433+0.0045233i,0.0084155-0.0013476i,0.012441-0.013318i,0.0095682-0.019557i,0.0063352-0.015541i,0.0058338-0.00975i,0.0041345-0.0065055i,0.00083676-0.0025698i,-0.0010778+0.00027504i
-0.017103+0.011392i,-0.028383+0.0067677i,-0.019927+0.0049624i,-0.0063051+0.011882i,0.0026469+0.018723i,0.0082381+0.02046i,0.012298+0.014827i,0.012837+0.0059288i,0.0096386+0.00058689i,0.0040745-0.00045778i,-0.00079123+3.73e-05i,-0.0020032+0.0013105i,-0.0010018+0.0018537i,-0.0017319+0.00036639i,-0.0042377-0.00071554i,-0.0070011+0.0013789i,-0.0051976+0.0043312i,-1.1797e-05+0.0073206i,0.00051277+0.009878i,-0.0015778+0.011226i,2.8918e-05+0.0093773i,0.0025641+0.004957i,0.0019959+0.0033362i
0.014861-0.013954i,0.024793-0.0055014i,0.018829+0.011996i,0.0062759+0.016823i,0.0034967+0.0096155i,0.0082661+0.0012541i,0.008442-0.0026801i,0.0034236-0.0027562i,0.00097493-0.00043541i,0.0012324+6.8089e-05i,0.0019433-0.0009055i,0.0028397-0.0018407i,0.0033651-0.0025271i,0.0040967-0.0024719i,0.0030854-0.0031288i,-0.0035522-0.003938i,-0.015215-0.0036926i,-0.02175-0.0047944i,-0.015862-0.0073878i,-0.0067733-0.0094837i,-0.0024253-0.007521i,0.00028329-0.0027782i,0.0022854-0.00069534i
-0.00020412+0.011418i,-0.0055336+0.010737i,0.0011702+0.0017527i,0.012243-0.0024612i,0.014578-0.0063325i,0.00868-0.010375i,0.0027028-0.010973i,0.0019382-0.0094636i,0.0015617-0.0072021i,-0.00043609-0.0037188i,-0.0026578+0.00072254i,-0.001442+0.0036198i,0.00055468+0.0046245i,0.00032558+0.0040452i,0.0019993+0.0052939i,0.010532+0.0082387i,0.02282+0.010068i,0.02724+0.010157i,0.021809+0.0096837i,0.014269+0.0079236i,0.0086143+0.002673i,0.0038554-0.00072926i,0.001106-6.7134e-05i
0.0021143-0.013471i,0.01106-0.020213i,0.014561-0.012834i,0.008121-0.0036916i,-0.00055737-0.0039129i,-0.010476-0.0080271i,-0.016047-0.0037818i,-0.013312+0.0063716i,-0.0060161+0.010735i,0.0010694+0.0078538i,0.0056402+0.0027298i,0.0048882+0.00022594i,0.0014906+0.001153i,0.00078048+0.00061414i,-0.00077958-0.0029797i,-0.008427-0.0051296i,-0.01752-0.0029928i,-0.020532+0.00069443i,-0.018288+5.4345e-05i,-0.015267-0.0021916i,-0.011177-0.0016964i,-0.0054765-0.0010193i,-0.0019046-0.0021291i
0.0022894+0.0086106i,-0.0038095+0.010031i,-0.0064289-0.002131i,-0.0044936-0.01511i,-0.0076385-0.013482i,-0.011083-0.0047601i,-0.0098141+0.00031096i,-0.0075102+0.0010108i,-0.0058214+0.00039775i,-0.0032065+0.0014602i,5.5941e-05+0.0027457i,0.001094+0.0018075i,0.00090311+0.00099456i,0.0010488+0.0011653i,0.0021667+0.00060361i,0.0047237-0.0029618i,0.0072393-0.010188i,0.010459-0.01495i,0.012946-0.012707i,0.01119-0.0076212i,0.0061163-0.0025169i,0.00089379+0.0021135i,-0.00048584+0.0031228i
-0.0056373-0.0058817i,-0.0081692-0.011085i,-0.0083515-0.0073537i,-0.0079217-0.00030022i,-0.0069099+0.0045775i,-0.0030868+0.0090281i,0.0054337+0.0099626i,0.014223+0.005837i,0.017058+4.9612e-05i,0.013414-0.0054219i,0.0071738-0.0083567i,0.0028543-0.0071303i,0.0010962-0.0044276i,-0.00065049-0.0029247i,-0.0029931+0.0007527i,-0.0026577+0.010204i,0.00022759+0.02178i,0.00011002+0.026055i,-0.0041948+0.021922i,-0.0064928+0.016487i,-0.0035437+0.01073i,-0.00055471+0.0046089i,-0.0011341+0.0016575i
0.0068538+0.0013801i,0.0052605+0.0058419i,-0.0051091+0.0069705i,-0.009825+0.005242i,-0.0047239+0.0039485i,0.0028563+0.0032331i,0.0069069+0.00058773i,0.0061403-0.0029297i,0.0023276-0.0022361i,-0.00043991+0.00052603i,-0.00072049+0.00090897i,0.00039123-0.00074661i,0.0017482-0.0016759i,0.0024915-0.0027506i,0.0029631-0.0074203i,0.0014452-0.017713i,-0.002214-0.028205i,-0.0041523-0.030502i,-0.0026188-0.024635i,0.00056437-0.016589i,0.0029533-0.0081239i,0.0036349-0.00075925i,0.0037976+0.001947i
-0.010985+0.0051635i,-0.01207+0.0073629i,-0.0058416+0.0098449i,-0.001296+0.012456i,0.0036209+0.010511i,0.0067133+0.0030538i,0.0052234-0.0068726i,0.0024946-0.013565i,-0.00029318-0.014057i,-0.0016957-0.010658i,-0.0023131-0.006745i,-0.0019879-0.0042613i,-0.001551-0.0027287i,-0.0018659-0.0012603i,-0.0012303+0.0018907i,0.0007412+0.0077364i,0.0049919+0.012383i,0.0088864+0.014558i,0.0092715+0.014986i,0.0079105+0.012271i,0.0055065+0.0060497i,0.0024877+0.00072571i,0.00027505-0.0003588i
0.0088929-0.0081026i,0.012575-0.0046986i,0.0088386+0.0020718i,0.0038081+0.0066663i,-0.00066122+0.0047542i,-0.004012-0.0037671i,-0.0082018-0.0053568i,-0.013784+0.0026446i,-0.012855+0.0098281i,-0.005187+0.012091i,0.00062898+0.011368i,0.00045925+0.0087297i,-0.0024663+0.0050023i,-0.0038438+0.0016613i,-0.0060737-0.00071757i,-0.014188-0.001053i,-0.023603+0.0011894i,-0.02665+0.00084678i,-0.02277-0.0043276i,-0.014969-0.0082963i,-0.0072096-0.0073315i,-0.0013944-0.0042529i,0.0016464-0.002365i
-0.0062726+0.0040301i,-0.0084039+0.0043786i,-0.0013307+0.0022114i,0.0070228-0.00032022i,0.003895-0.0047412i,-0.0048706-0.0055961i,-0.010667-0.0036665i,-0.012643-0.0018177i,-0.01185-0.00067294i,-0.0095418-0.00066493i,-0.0069217-0.000234i,-0.0041383+0.00044012i,-0.0018449+0.0017854i,0.00098817+0.0038201i,0.0055899+0.0032216i,0.01333-0.0023071i,0.021839-0.0083013i,0.025699-0.0079936i,0.022648-0.0034781i,0.015114-0.0016186i,0.0048472-0.001658i,-0.0022776-0.00042669i,-0.0025024+0.0010646i
-0.0015011-0.0041851i,-0.00020344-0.0070989i,-0.0015318-0.0044315i,-0.0037267+0.0007289i,-0.0038542+0.0034608i,-0.0038401+0.0046535i,0.00061458+0.0068005i,0.010827+0.0094711i,0.017521+0.0081677i,0.017844+0.0039572i,0.014696+0.00097029i,0.010714-0.0014293i,0.0077905-0.0024494i,0.0049529-0.0016925i,-0.00051043+0.0017766i,-0.0083548+0.0090801i,-0.013267+0.016669i,-0.013972+0.018665i,-0.013089+0.014725i,-0.011226+0.009316i,-0.0069221+0.0056596i,-0.0022778+0.002268i,-0.00019726-0.00090191i
0.0037269+0.0054515i,0.0022833+0.0064598i,-0.00084392+0.0012084i,-0.0013376-0.0042749i,0.00065561-0.0015621i,0.00097698+0.0031642i,0.0018178+0.0047291i,0.0046414+0.0048991i,0.0040609+0.0035656i,0.00096875+0.0010606i,-0.00027508-0.0016053i,0.00094613-0.0030298i,0.0020121-0.0032569i,0.0022853-0.004778i,0.0036128-0.0073008i,0.0047029-0.011238i,0.0039792-0.016452i,0.0032565-0.019443i,0.0037474-0.017144i,0.0040982-0.010407i,0.0033857-0.0022133i,0.0014837+0.0029746i,-0.00044481+0.0047513i
-0.0082872-0.002079i,-0.010173+0.0010458i,-0.0071614+0.0035847i,-0.004743+0.0029853i,-0.0025882+0.0033752i,0.002086+0.0031081i,0.0069383-0.0026312i,0.0091721-0.0099787i,0.0076454-0.011967i,0.0050783-0.0085926i,0.0046936-0.0060028i,0.0041276-0.0047203i,0.0019062-0.0025224i,-0.00023432-0.00071853i,0.0010503+0.0009245i,0.0071265+0.004518i,0.015168+0.0092895i,0.015945+0.013255i,0.0084971+0.014532i,0.0025749+0.011997i,0.0014013+0.005381i,0.0015068-0.00022312i,0.00032591-0.0012822i
0.010048+0.0024245i,0.0090584+0.002126i,0.0031215+0.0037654i,-0.0011666+0.0045348i,-0.0012066+0.00044866i,-7.0277e-05-0.0037035i,-0.0013357-0.0042454i,-0.0055579-0.0019061i,-0.0092555+0.0033114i,-0.0090935+0.0087255i,-0.0060601+0.010611i,-0.0042268+0.0067126i,-0.0040006+0.00064556i,-0.0040012-0.0021428i,-0.0062735-0.0039814i,-0.014698-0.0089438i,-0.024668-0.013995i,-0.026116-0.014569i,-0.017637-0.012836i,-0.0082455-0.0094121i,-0.0028514-0.0040888i,1.7398e-05-0.00047957i,0.0017028+0.0006097i
-0.0088916+0.0017392i,-0.0089612+0.0027247i,-0.0072837+0.0067904i,-0.0034221+0.0098905i,-0.00051162+0.0052853i,-0.0019167-0.0026516i,-0.0076254-0.008944i,-0.012667-0.011547i,-0.011825-0.010603i,-0.006501-0.008049i,-0.0034425-0.0054587i,-0.0031865-0.0026021i,-0.002328+0.00010554i,-0.0003902+0.0015609i,0.0011002+0.0012818i,0.0038999+0.00037162i,0.0087807-0.00042654i,0.012453-0.00027373i,0.012926+0.0017165i,0.0096193+0.0012873i,0.0039329-0.0013563i,-0.00022333-0.0032175i,-0.0016422-0.0026266i
0.00079919-0.0093898i,0.0024707-0.0071317i,0.00069645-0.0032467i,-0.0038511+0.0010317i,-0.0060223+0.0032583i,-0.0055116+0.0020372i,-0.003327+0.0020928i,0.0017783+0.0046343i,0.0074526+0.0049256i,0.0085538+0.0032234i,0.0066336+0.0021384i,0.0050414+0.0015789i,0.0027299+0.0013061i,-7.5581e-05+0.0012317i,-0.0025949+0.0036008i,-0.0055834+0.011255i,-0.0095563+0.01935i,-0.012444+0.019753i,-0.011842+0.012488i,-0.0086769+0.004571i,-0.0039159+0.0013774i,-0.00056635+0.00083809i,0.0010289-0.00018905i
0.0024326+0.0054218i,-0.0012334+0.0064638i,0.0010593+0.0035415i,0.0047754+0.00027364i,0.0017114-0.00039808i,-0.0035165+0.0014721i,-0.0039871+0.0054044i,-0.0027445+0.0085748i,-0.002341+0.00718i,-0.0020753+0.0024074i,-0.0013728-0.00039769i,0.00042638+0.00021772i,0.0035235+0.00021293i,0.0063944-0.0015199i,0.0060729-0.0048282i,0.0048923-0.010391i,0.0053269-0.017301i,0.0074678-0.019523i,0.0080481-0.014669i,0.0046414-0.0069854i,0.00051281-0.0013698i,-0.0015523+0.0011213i,-0.0012497+0.0023766i
-0.0029089-0.0027087i,-0.0029574-0.0037528i,-0.0029843-0.002499i,-0.0021645+7.9053e-05i,-0.00249+0.0027355i,-0.0018883+0.0046271i,0.0022846+0.0034562i,0.0080588+0.00017917i,0.0098761-0.00058742i,0.0082295+0.0012473i,0.0074698+0.002119i,0.0059647+4.5819e-06i,0.0021677-0.0010851i,-0.00055303+0.00062559i,0.0011358+0.0024137i,0.0065677+0.0068438i,0.011037+0.012878i,0.010031+0.015347i,0.0047253+0.012338i,0.00069441+0.0067624i,-0.00071314+0.0026426i,-0.00042298+0.000716i,0.00021546-0.00015284i
0.00074102-0.001975i,0.00095-0.0006306i,-0.0020094-0.0015374i,-0.0026759-0.0013811i,0.0010179-0.0004048i,0.0026292+0.0007383i,0.0025892+0.0023118i,0.0014727+0.0035672i,-0.0015921+0.0042928i,-0.0045868+0.0042242i,-0.0040847+0.0030823i,-0.0020993+0.0013319i,-0.0013111-0.00040355i,-0.0016372-0.0023734i,-0.0039347-0.0039881i,-0.0073642-0.0068311i,-0.01128-0.010378i,-0.013004-0.011803i,-0.010043-0.0095735i,-0.0045703-0.0049811i,-0.00032564-0.0013195i,0.0017867+0.0005091i,0.0024813+0.00032788i
-0.0061338+0.00063144i,-0.0088936+0.0023381i,-0.0087541+0.0043371i,-0.0057948+0.0043524i,-0.0019328+0.00289i,0.00085819-0.00072684i,9.2865e-05-0.0068138i,-0.0031892-0.013377i,-0.0027241-0.014624i,6.8044e-05-0.010329i,-0.00070071-0.0067104i,-0.0029433-0.0052314i,-0.0033952-0.0023948i,-0.0014497+0.0019683i,0.0010621+0.0019128i,0.0040398-0.0037741i,0.0088289-0.0074225i,0.012048-0.0047449i,0.010096+0.00019277i,0.0055309+0.0015977i,0.0016365+0.00021818i,-0.00046752-0.00081073i,-0.00097496-0.0011571i
0.0022317+0.00097711i,0.0033597+0.0010232i,0.0012746+0.0015593i,-0.00028205+0.0010899i,-0.0014339-0.0012085i,-0.0008098-0.0044948i,0.001491-0.0057601i,0.002673-0.0046653i,0.0032423-0.0026591i,0.0035039-0.00056174i,0.0030856+0.00023798i,0.00381-0.00023794i,0.0035177-0.0014547i,0.00068532-0.0028831i,-0.0021494-0.0019012i,-0.0067839+0.0043812i,-0.014526+0.010591i,-0.017039+0.0097947i,-0.011494+0.0051845i,-0.0049197+0.0020961i,-0.00048106+0.00094268i,0.0012659+0.0004365i,0.0012461-0.00029884i
-0.0052451+0.003068i,-0.0060746+0.0036612i,-0.0056359+0.0044758i,-0.0041951+0.0061901i,-0.0037137+0.0042592i,-0.0048173+0.00011609i,-0.0070981-0.00056234i,-0.0093893+0.0020128i,-0.0089772+0.0029235i,-0.0050914+0.0019718i,-0.0014804+0.0015008i,-0.00060083+0.0025123i,7.8167e-05+0.0034088i,0.0025239+0.0029772i,0.0036742+0.00021946i,0.002331-0.0038261i,0.001894-0.0065936i,0.0038786-0.0070351i,0.0042909-0.0062093i,0.0022545-0.0040606i,0.00043033-0.00079736i,-0.00020358+0.001583i,7.3981e-07+0.0021711i
0.0015724-0.0042406i,0.0025851-0.0017276i,0.0019423+0.00023005i,-0.0003385+0.0016949i,-0.0027762+0.0034782i,-0.0045045+0.0029956i,-0.0039978+0.0016772i,-0.00055605+0.0029053i,0.0018159+0.0054309i,0.0019057+0.0062293i,0.0018009+0.0041651i,0.0024873+0.00080323i,0.0012703-0.00067127i,-0.0013226-0.00082254i,-0.0010423-0.00074676i,0.0043819+0.0026723i,0.010441+0.0087915i,0.0093841+0.011238i,0.0051961+0.0082167i,0.0034674+0.0027563i,0.0020624-0.0015252i,0.00026669-0.0028549i,-0.00058308-0.0019797i
0.0011182+0.0039885i,0.0019929+0.0020577i,0.0027875+0.00091908i,0.0034913+0.00099426i,0.0030967+0.0016524i,0.00059174+0.0034602i,-0.00092927+0.0074982i,0.0003763+0.010738i,0.001351+0.010233i,7.977e-05+0.0070702i,-0.0004088+0.0037518i,-0.00054529+0.0027168i,-0.0007553+0.00097268i,-0.00067397-0.0015094i,-0.0030112-0.001889i,-0.0073492-0.0025036i,-0.0099625-0.0057968i,-0.0093605-0.0086665i,-0.0063792-0.0072491i,-0.0034317-0.0030164i,-0.001237+0.00064718i,-0.0001392+0.0025239i,6.8197e-05+0.0021237i
-0.0049518+0.0014995i,-0.0030872+0.0019217i,0.00028846+0.0026158i,0.0026112+0.0013014i,0.0031442+0.00053759i,0.0018069+0.00079696i,0.00018481-0.001917i,0.00062029-0.0058522i,0.0033062-0.0075165i,0.0058046-0.006103i,0.0045846-0.0043722i,0.0014668-0.0041124i,-0.00059476-0.0028307i,-0.0021724+0.00054156i,-0.0016435+0.0019019i,0.0024313-0.00068141i,0.0072625-0.0041935i,0.0082456-0.0038608i,0.0044856-0.001771i,0.00057538-0.0013262i,-0.0015384-0.001314i,-0.0023271-0.0012234i,-0.0020288-0.0011267i
0.0031272-0.00034086i,0.0035427+0.00086608i,0.002069+0.0013343i,0.00024384+0.00036522i,0.0013602-0.0012022i,0.0038622-0.0030277i,0.0058779-0.003849i,0.0061533-0.0047823i,0.0037822-0.0056274i,0.00064428-0.0037888i,0.00043162-0.00098144i,0.0022799+0.0004506i,0.0028645+0.00084089i,0.0022799+0.00034439i,0.0011+0.00091792i,-0.0019438+0.0031415i,-0.0060892+0.0053214i,-0.0085368+0.0056459i,-0.0066977+0.0044225i,-0.002502+0.0033827i,-2.0781e-05+0.00295i,0.00080002+0.0021792i,0.0014848+0.001203i
0.00035562+0.0039287i,-0.0017512+0.0026633i,-0.0033212+0.0019522i,-0.0022238+0.0018583i,-0.00096767+0.00044944i,-8.1219e-05-0.001156i,-6.3563e-05-0.0024447i,-0.0025092-0.0016517i,-0.0047104-0.0010564i,-0.0038295-0.0022162i,-0.0022923-0.0018767i,-0.002229-0.0013712i,-0.00065697-0.0015192i,0.0019803-0.00051i,0.0022772+0.00027588i,-0.00078327-0.0028034i,-0.0024455-0.0076037i,-0.00052635-0.0080766i,0.00093838-0.0050732i,0.0010462-0.0016507i,0.00044955+0.00037322i,-0.00064842+0.000916i,-0.0011882+0.0013576i
-0.0017429+0.00034001i,0.00049821+0.00024807i,0.0013185+0.0010347i,-0.00090484+0.0011585i,-0.0028962-0.00093128i,-0.0027906-0.0040426i,-0.002786-0.0053037i,-0.0020574-0.0025994i,-0.00058424+0.0031852i,0.00045211+0.0063071i,0.0020332+0.0037618i,0.0030617+0.00095076i,0.0025833-9.5794e-05i,0.0012218-0.0014999i,0.00075868-0.0013649i,0.0036616+0.0025735i,0.0058732+0.007642i,0.0051603+0.0079182i,0.0042092+0.0049118i,0.0045404+0.0018901i,0.0042153-0.00080996i,0.0037494-0.0020371i,0.0032578-0.002012i
-0.002439-0.0017217i,-0.0030811+0.0019267i,-0.0017524+0.0038537i,-0.00074365+0.0038716i,-0.0011311+0.0040249i,-0.0039562+0.0026629i,-0.0055835+0.0019803i,-0.0035309+0.00413i,-0.0008635+0.0052428i,0.00014282+0.0032887i,-0.00013257+0.0006911i,-0.0016283+0.00055382i,-0.0025798+0.00099996i,-0.0016207-9.0367e-05i,-0.0010554-0.0014294i,-0.0036824-0.0015474i,-0.0059542-0.0018989i,-0.0048649-0.0029666i,-0.0036889-0.002277i,-0.0028871+2.9225e-05i,-0.0015172+0.0010942i,-0.00079345+0.0013392i,-0.0003421+0.0013249i
0.0027926+0.0043303i,0.001254+0.0023786i,-8.7892e-05+0.0013452i,-0.00014525+0.0021249i,-0.00064138+0.0035735i,-0.0028013+0.0029968i,-0.0055522+0.0013904i,-0.005174+0.00050575i,-0.00077911-0.00020314i,0.00389-0.00039946i,0.0046469-0.00084249i,0.0023487-0.0022503i,0.001085-0.0022507i,-0.00037569-0.0011315i,-0.0021636-0.00097058i,-0.00068321-0.0029303i,0.004049-0.0051139i,0.0063407-0.0045694i,0.0045856-0.0035851i,0.0017191-0.0031226i,-0.00069842-0.0027229i,-0.0019534-0.001739i,-0.0014982-0.001174i
-0.0017715-0.00013346i,-0.0005212-0.00046303i,3.281e-05+9.766e-05i,0.00046633+0.0010989i,0.0021968+0.0017841i,0.0036075+0.0017187i,0.0044045+0.0011284i,0.0046307-0.00096719i,0.0020149-0.0031304i,-0.0013442-0.0027302i,-0.0013686-0.00051579i,-1.097e-05+0.0017218i,-0.00067932+0.0017169i,-0.0020443+4.7711e-05i,-0.0020436+0.00077884i,-0.002531+0.0036492i,-0.0053526+0.005225i,-0.0070809+0.0040015i,-0.0058138+0.0029849i,-0.0040815+0.002117i,-0.0023142+0.0018875i,-0.00063967+0.0025968i,0.00048198+0.0026481i
-0.00042653-0.0057536i,-0.0023479-0.0043299i,-0.0032992-0.0013524i,-0.0022056+0.00099838i,-0.00040147+0.00136i,0.0012468+0.0021067i,0.0028692+0.0033038i,0.0022176+0.0027612i,0.0006728+2.9702e-05i,0.00021917-0.0036399i,0.00061193-0.0043686i,0.0013131-0.0021636i,0.0030223-0.00070788i,0.0029739-0.00033501i,0.00099131+0.00029106i,-0.0011817-0.00075158i,-0.0015831-0.0034186i,-0.00083745-0.0042244i,1.8659e-05-0.0033025i,-0.00073601-0.0013381i,-0.0020085+0.00075979i,-0.0020753+0.0013038i,-0.0011984+0.00077413i
0.0023547+0.0054553i,0.0018535+0.004144i,0.00059337+0.0019584i,-0.00063806-0.00015141i,-0.0007277-0.0018423i,-0.00044522-0.0041717i,0.00052757-0.0054593i,0.0015677-0.0029949i,0.0012902+0.0018001i,0.001155+0.0052066i,0.0026031+0.0045525i,0.0031727+0.0017059i,0.001519+0.00074818i,0.0001857+0.00063485i,0.00087399-0.00023836i,0.002811+0.00020876i,0.0039037+0.0027403i,0.0037235+0.0046997i,0.0033647+0.0053766i,0.0035498+0.0045634i,0.0038218+0.0024549i,0.0027945+0.00039406i,0.00097472-0.0004091i
-0.0022431-0.00044662i,-0.0036113+0.00053297i,-0.00334+0.0016803i,-0.0032204+0.0023834i,-0.0036479+0.0015181i,-0.0033597-0.00042681i,-0.0022247-0.0018527i,0.00070373-0.0013028i,0.002759-0.00051136i,0.0021879-0.00028222i,0.00014553+7.9136e-05i,-0.0016019+0.00039724i,-0.0012073-0.0012416i,0.00042561-0.002633i,0.00084846-0.0015656i,-0.00043816-0.00080618i,-0.0026826-0.0010697i,-0.0033868-0.0011479i,-0.0019584-0.00055382i,-0.00063136-0.00050828i,0.00016641-0.00084921i,0.0013353-0.0004207i,0.0015476+0.00044715i
-0.00079665+0.0024533i,0.0014814+0.0034066i,0.0028264+0.003416i,0.0011836+0.0019097i,-0.0011039+0.00044147i,-0.0039046-0.0014129i,-0.0075148-0.0028124i,-0.0081733-0.0031267i,-0.0037344-0.0012279i,0.0021398+0.0011393i,0.0047196+0.00062639i,0.0029233-0.00028687i,0.00019214+0.00065193i,-0.00099078+0.001266i,-0.001412+0.00080083i,-0.00083635-0.00084169i,0.0020602-0.0022324i,0.0051643-0.0014995i,0.0048564-0.00093125i,0.002724-0.0011749i,0.00077498-0.0013997i,-1.6044e-05-0.0014005i,-0.00036741-0.00048358i
0.0017301-0.000669i,0.00087311-0.0010396i,-0.00029506+2.9687e-05i,-0.001197+0.0017343i,-0.00084194+0.0013367i,-0.0017387+0.00065507i,-0.0019935-7.5538e-05i,-0.00094942-0.0021279i,-0.0017666-0.003011i,-0.0037624-0.0022916i,-0.0040443-0.00070205i,-0.0026923+0.00046008i,-0.0016821+9.6456e-05i,-0.0011821-0.0016895i,-0.00023939-0.0034986i,0.00024426-0.0026796i,-0.00083303+0.00027977i,-0.0017099+0.0015744i,-0.0025076+0.00092218i,-0.0029395-0.00041233i,-0.0024034-0.0002841i,-0.0010906+0.00014691i,-0.00020115+0.00028651i
