-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
-0.0050066+0.055181i,-0.01194+0.061824i,-0.026337+0.099097i,-0.048297+0.11321i,-0.05771+0.067726i,-0.04016+0.020058i,-0.013118+0.0047035i,0.0017621+0.0012452i,0.0017522-0.0028715i,-0.0030659-0.00552i,-0.0047827-0.005433i,-0.0024777-0.0051355i,-0.00077254-0.0059636i,-0.0011348-0.0040313i,-0.00043297+0.00096416i,5.3432e-05+0.0037481i,-0.00063262+0.0039889i,-0.0011634+0.0029745i,-0.00035348-0.00048278i,0.0013732-0.0041602i,0.0016296-0.0044215i,0.000173-0.0023563i,-0.00052414-0.00071421i
-0.050584+0.0095859i,-0.051453-0.019088i,-0.057199-0.054751i,-0.035178-0.075051i,0.0048137-0.059245i,0.017029-0.026145i,0.0097683-0.0032876i,0.0063771+0.0013582i,0.006113-0.0029863i,0.0064421-0.0055979i,0.0061627-0.0029227i,0.0068287+0.00073893i,0.0094048+0.00040496i,0.0093114-0.001798i,0.0052034-0.0018411i,7.1952e-05-0.0015444i,-0.0020034-0.0023059i,-0.0026112-0.002344i,-0.004267-0.0012711i,-0.0049052+2.9838e-05i,-0.0034202-0.00058084i,-0.0016415-0.0011316i,-0.0015642-0.00091572i
-0.022868-0.032358i,0.018033-0.026111i,0.046548-0.0052464i,0.043481+0.033827i,0.020312+0.050326i,-0.00042433+0.029957i,-0.0061864+0.011375i,0.0018623+0.0059124i,0.008001+0.0024243i,0.0050043+0.0011536i,0.00040612+0.0027011i,-0.0019093+0.0063863i,-0.0012331+0.0093615i,0.0016354+0.0084895i,0.003662+0.0053161i,0.0039879+0.0024995i,0.003284+0.00054172i,0.0028383-0.00060346i,0.0024512-0.0027539i,0.0023846-0.0041312i,0.0027146-0.0036573i,0.0022069-0.0028276i,0.0015997-0.0020974i
0.0049513-0.024606i,-0.001103+0.0035178i,-0.037455+0.006722i,-0.074177-0.015692i,-0.060002-0.032641i,-0.021441-0.031525i,-0.0042548-0.018905i,-0.00068726-0.0035722i,0.0042245+0.001972i,0.0065617-0.00041762i,0.0044818-0.0031892i,-0.000315-0.0045603i,-0.0060833-0.0033133i,-0.0085158-0.00089992i,-0.0068198+0.0010166i,-0.0036906+0.0011139i,-0.0024359+0.00021922i,-0.0019254+0.0011139i,0.00080103+0.0018075i,0.0042638+0.0010644i,0.0053661+0.00062102i,0.0040453+8.6022e-05i,0.0026859-0.00025973i
0.026531-0.018354i,0.010087-0.020342i,0.025638-0.048368i,0.05564-0.065126i,0.058393-0.039867i,0.040985-0.009851i,0.020693-0.0028478i,0.0064905-0.0027154i,0.0020946+0.0010981i,0.0039371+0.0047712i,0.0060434+0.0050067i,0.006039+0.00069399i,0.0043973-0.002162i,0.0020841-0.0023888i,0.0012279-0.0034908i,0.0020321-0.0042468i,0.0027977-0.0038721i,0.0016446-0.0027926i,-0.0017105+0.00032632i,-0.0052124+0.0046706i,-0.0063123+0.0061236i,-0.003852+0.0053721i,-0.0011461+0.0036201i
0.025941+0.0097765i,0.010971+0.012524i,0.016346+0.035843i,0.015738+0.052585i,-0.0029199+0.039979i,-0.0069195+0.019674i,0.0037382+0.0064924i,0.0078611-0.00039539i,0.0038976-0.0017491i,-0.0011538+0.00016828i,-0.0021706+0.0023338i,-0.0020333+0.0024583i,-0.004412+0.0030824i,-0.0053555+0.0044088i,-0.0015197+0.0037243i,0.0027944+0.0026594i,0.0042296+0.0018051i,0.004118-0.00030395i,0.0026402-0.0039169i,0.00077913-0.0055662i,-0.00020975-0.0040063i,-0.00064392-0.0019427i,-0.00040899-0.0010242i
0.0057103+0.025742i,-0.0041017-0.0051271i,-0.017683-0.023447i,-0.015037-0.034364i,0.0017594-0.034982i,0.010628-0.015727i,0.011434+0.0018589i,0.0097133+0.0040025i,0.0082047-0.00039115i,0.0068926-0.0040128i,0.0047626-0.0048363i,0.0033512-0.0057418i,0.0011066-0.0090185i,-0.0022104-0.0094927i,-0.003667-0.0053149i,-0.0027957-0.0012871i,-0.0018188+0.00035347i,-0.0019759+0.0011782i,-0.0018904+0.0015604i,-0.00068972+0.0014399i,0.00066699+0.00028378i,0.0012232-8.4214e-05i,0.00093363+0.0016722i
-0.0067908+0.023542i,0.027919+0.0028768i,0.048824-0.0010483i,0.051663+0.017183i,0.036547+0.027397i,0.010317+0.020557i,-0.0031328+0.013329i,0.00067527+0.0087345i,0.0055136+0.005358i,0.0055503+0.0045352i,0.0043105+0.0053111i,0.0058453+0.0058948i,0.010242+0.0046419i,0.01073+0.0012308i,0.0069698-0.00036146i,0.0032984+0.0012114i,0.0015524+0.0017828i,0.00031752+2.9965e-05i,-0.0013794-0.0024864i,-0.002278-0.0025877i,-0.0023015-0.00048781i,-0.001857+0.00071624i,-0.0021771+0.00071132i
-0.021784+0.010397i,-0.0032073+0.0298i,-0.013061+0.041244i,-0.038688+0.034847i,-0.038222+0.012462i,-0.022432-0.0060933i,-0.014292-0.0056726i,-0.0069522+0.0016331i,-0.00062641+0.0024575i,0.00059593-0.00043764i,-0.0013191-0.00093172i,-0.0044405+0.0017505i,-0.0047142+0.0058084i,-0.0025338+0.0075115i,-0.00053744+0.0056357i,-0.00027254+0.0037733i,-0.00070213+0.0035805i,0.0012871+0.0027898i,0.0044468+0.00042949i,0.0059791-0.0015551i,0.0045185-0.0022381i,0.0018442-0.00258i,0.00082835-0.0030184i
-0.015021-0.026558i,-0.022846-0.0077303i,-0.019641-0.021438i,-0.0056466-0.042686i,0.0089879-0.033193i,0.013304-0.015098i,0.0061957-0.0076088i,0.0015043-0.0030043i,0.0034531+0.00031178i,0.0055041+0.001326i,0.0061216+0.00093777i,0.0048865-0.00078666i,0.0010251-0.0011071i,-0.0012219-0.00096364i,-0.00076023-0.0015979i,0.00019459-0.002491i,0.00023819-0.0024628i,-0.00019787-0.0006501i,-0.00013395+0.0021969i,-0.00019874+0.0044856i,0.00096229+0.0036373i,0.0019788+0.0015108i,0.00056545+0.00076029i
0.0095865-0.028069i,-0.0084153-0.01268i,-0.0039678-0.00093824i,0.0036473+0.0075708i,-0.00091748+0.01227i,0.0012039+0.0075089i,0.0078662-0.0019235i,0.0081614-0.0047332i,0.0050473-0.00186i,0.00087011+0.001861i,-0.0016665+0.0059406i,-0.00208+0.0074713i,-0.0014376+0.0063868i,0.0012344+0.0059921i,0.003715+0.0048479i,0.0046603+0.0025583i,0.0040735+0.0010064i,0.0022768+4.3951e-05i,-5.1364e-05-0.00075497i,-0.0014759-0.00070229i,-0.00097223+0.00041966i,-0.00029419-0.00018322i,-0.00034949-0.0017158i
0.025104-0.0050413i,-0.0036935-0.023605i,-0.020295-0.032043i,-0.019602-0.035198i,-0.0089273-0.030901i,0.0049312-0.014388i,0.012562-0.0018888i,0.011811+0.00010316i,0.0076758-0.002959i,0.0022865-0.0065535i,-0.0020602-0.0076113i,-0.004563-0.0075508i,-0.0079123-0.0064309i,-0.0096535-0.0026579i,-0.0068605+0.0016095i,-0.0027679+0.002524i,-0.00028071+0.0010582i,0.00014638-1.4826e-05i,-0.00023656-0.00066418i,-0.00030802-0.0015098i,0.00019617-0.0013669i,0.0017088-9.3147e-05i,0.0040281+0.00029063i
0.023084+0.012209i,0.034183-0.02548i,0.041745-0.035695i,0.046348-0.020816i,0.037731-0.0046935i,0.019115+0.0072279i,0.0084949+0.010311i,0.0075629+0.006456i,0.0090981+0.0023521i,0.0095719-4.9542e-05i,0.007713+5.0445e-05i,0.0071465-0.00091094i,0.0060923-0.0041455i,0.0021337-0.0062634i,-0.00085077-0.0048652i,-0.00015975-0.0012127i,0.0012196+0.0010635i,0.00051132+0.0003006i,-0.002515-0.001216i,-0.0046408-0.00054051i,-0.0040544+0.0013265i,-0.0021819+0.0026849i,-0.0011503+0.00394i
0.0038437+0.030589i,0.033821+0.027175i,0.033653+0.03206i,0.013106+0.035246i,-0.0012938+0.021557i,-0.0057856+0.0071998i,-0.0046129+0.0052063i,-0.00017216+0.0062029i,0.0017662+0.0054903i,-0.00011937+0.0041212i,-0.0030187+0.0036313i,-0.0025493+0.0043648i,0.00070053+0.0040732i,0.0026206+0.0018179i,0.0024398+0.00051654i,-3.732e-05+0.0011374i,-0.0014911+0.0024119i,0.0001097+0.001364i,0.00065615-0.0024492i,-0.00013119-0.0042044i,-0.00068364-0.0029232i,-0.0010329-0.0015969i,-0.00099692-0.00094591i
-0.027007+0.016694i,-0.0099971+0.036125i,-0.0061878+0.026515i,-0.0070356+0.0039536i,0.00020874-0.0056301i,0.0031807-0.0055374i,6.8655e-06-0.0019179i,-0.0009041+0.00095611i,0.00045898+0.00033806i,0.0027606-0.002012i,0.0045889-0.0041278i,0.0031476-0.0040385i,0.0013134-0.0020471i,0.00046117-0.0011044i,-0.00092171-0.00090456i,-0.0025157-0.0011912i,-0.0026615-0.0017579i,-0.00012229-0.0006378i,0.0024445-0.00048254i,0.0024922-0.0011929i,0.0014559-0.0015453i,0.0013132-0.0013827i,0.00096357-0.00023344i
-0.029594-0.015735i,-0.033045+0.010635i,-0.022914+0.014555i,-0.01166+0.012785i,-0.0043067+0.014805i,-0.000407+0.0076149i,0.00043864-0.0012631i,0.0025133-0.0028394i,0.0046135-0.00054083i,0.0049932+0.00406i,0.0058874+0.0065488i,0.005888+0.0059266i,0.0048082+0.0050201i,0.0045245+0.004197i,0.0037291+0.0013786i,0.0023616-0.0017102i,0.00171-0.0021198i,0.0024131-0.00076642i,0.0029681+0.0014547i,0.0029622+0.0012662i,0.0016671-0.00015417i,-0.00058075-0.0015549i,-0.0023264-0.0028804i
0.0026695-0.035326i,-0.027591-0.026703i,-0.037417-0.019983i,-0.033195-0.019421i,-0.020866-0.017017i,-0.0045813-0.010916i,0.0050122-0.0053109i,0.0071449-0.0018101i,0.0041812-0.0014996i,-0.0015918-0.00085388i,-0.0047819+0.0011746i,-0.0052441+0.0018366i,-0.0055944+0.0023656i,-0.0037149+0.0042938i,5.1875e-05+0.0048986i,0.0016416+0.0035345i,0.0010537+0.0021423i,-0.00073666+0.0023568i,-0.0016125+0.0031636i,0.00074151+0.002439i,0.0036478+0.0014596i,0.004729+0.00020736i,0.0044586-0.0020373i
0.035039-0.023277i,0.012257-0.048223i,0.0075252-0.053419i,0.014527-0.043445i,0.013537-0.02444i,0.0087509-0.0063222i,0.0064891+0.0014882i,0.0064995+0.0026167i,0.0068182+0.0002747i,0.0041823-0.002527i,0.0022274-0.0029251i,0.0013992-0.00325i,-0.0022554-0.0035631i,-0.0044986-0.0016024i,-0.0032253+0.0013789i,-0.0013597+0.0019176i,0.00020419+0.00017681i,-2.9234e-05-0.00068323i,-0.0015193-9.4606e-05i,-0.0025016+0.00077644i,-0.0020059+0.0016838i,-0.00090495+0.0027175i,0.0010152+0.0033681i
0.038226+0.015668i,0.047641-0.009652i,0.043668-0.01077i,0.030896-0.0016693i,0.015154-0.00027277i,0.004678-0.0004623i,0.0026496+0.0016999i,0.0033382+0.0031861i,0.0036125+0.0027581i,0.001289+0.0013765i,-0.0011393+0.0025059i,-0.00073312+0.0036253i,0.00029257+0.0020737i,-0.00068742+0.00029853i,-0.0018991+0.00028435i,-0.00071457+0.0010813i,0.00060655+0.0012199i,-0.00023287+1.1613e-05i,-0.002164-0.0012584i,-0.002054-0.0013031i,-0.00093372+9.8963e-05i,-0.00066563+0.0011143i,-0.00077938+0.0013115i
0.0040356+0.045409i,0.030194+0.036759i,0.027676+0.022441i,0.015959+0.0082284i,0.012024-0.0022843i,0.007486-0.0042693i,0.0025229-0.0018889i,0.0014219-0.00079359i,0.0017581-0.00078161i,0.001058-0.003169i,-0.001398-0.0051861i,-0.0023683-0.0039143i,-0.0013515-0.00258i,-0.0010152-0.0028547i,-0.0020998-0.0017678i,-0.0029162+0.00063854i,-0.0028374+0.0012509i,-0.0019725-0.00077719i,-0.0016624-0.0027525i,-0.0013664-0.0019888i,-0.0010827-0.00039886i,-0.00061006+0.00037082i,-0.00017831+0.0012404i
-0.038632+0.026206i,-0.017113+0.040721i,-0.006062+0.035552i,0.0010263+0.025829i,0.0069502+0.017279i,0.0063168+0.0076928i,0.0044179+0.0010379i,0.0043353-0.0019803i,0.0054145-0.0026007i,0.0070234-0.0020052i,0.0077727-0.0014978i,0.0070877-0.00099636i,0.005251-0.0014592i,0.0034059-0.0027249i,0.0010635-0.0037286i,-0.0013574-0.0035874i,-0.0022499-0.0030386i,0.00032305-0.0026577i,0.0033891-0.0031072i,0.0030346-0.0035487i,0.0010078-0.0033586i,-0.0016143-0.002502i,-0.0031913-0.0015923i
-0.041041-0.02574i,-0.046957+0.0002897i,-0.040061+0.0086761i,-0.030068+0.0077207i,-0.017425+0.0048789i,-0.0038834+0.0018253i,0.0044106+0.0013914i,0.0081732+0.00020131i,0.0069688+1.3163e-05i,0.0036096+0.0023225i,0.0021132+0.0034973i,0.0014623+0.0034019i,0.0014186+0.0025821i,0.0027402+0.00074941i,0.0036053-0.00073781i,0.0032803-0.001944i,0.0025236-0.0018353i,0.002135-5.7718e-05i,0.002895+0.0012772i,0.003158+0.00090975i,0.0030548-0.00041194i,0.0029004-0.0023175i,0.0016713-0.0041436i
0.0010251-0.050317i,-0.02126-0.042695i,-0.023073-0.036663i,-0.015475-0.02904i,-0.0068451-0.01434i,0.00068949-0.0034834i,0.0037475+0.0019994i,0.0055174+0.0046412i,0.0056349+0.0030404i,0.0029661+0.0013365i,0.0019484+0.0010757i,0.001556+0.0010253i,9.8817e-05+0.0014199i,-6.8021e-05+0.0025727i,0.0017354+0.0034492i,0.0023621+0.0029277i,0.0014375+0.0018268i,0.00063189+0.0015793i,6.0508e-05+0.0020895i,0.00047488+0.0027089i,0.0017422+0.0023185i,0.0027768+0.001157i,0.0037427+4.5672e-05i
0.046531-0.022906i,0.032379-0.036709i,0.024973-0.033762i,0.016109-0.023352i,0.0057104-0.011961i,0.0010827-0.0024201i,-0.00079549+0.0022081i,-3.222e-05+0.0050763i,0.0022339+0.0060148i,0.0022288+0.0053678i,0.0012104+0.0054963i,0.0010075+0.0039595i,0.00014314+0.0019784i,-0.00075494+0.0026469i,0.00028873+0.0038725i,0.0018457+0.0028911i,0.0029082+0.0019749i,0.0022921+0.0011802i,0.00042686+0.001076i,-0.00042058+0.00082489i,1.7754e-05+0.00063098i,0.00064732+0.0012704i,0.00080204+0.0012953i
0.042067+0.028869i,0.043291+0.0084828i,0.034847+0.0013702i,0.023599-0.0048097i,0.012679-0.00986i,0.0054224-0.0071083i,0.00076826-0.0031468i,-0.0024001+0.00014953i,-0.0024501+0.0017791i,-0.0032911+0.00088429i,-0.0049376+0.00026124i,-0.0041384+0.00031838i,-0.0030975+0.00015117i,-0.0038375+0.0010568i,-0.0030978+0.0024969i,-0.00039519+0.0036378i,0.0012601+0.0035984i,-0.0004882+0.0018217i,-0.0021008+0.0010634i,-0.0018369+0.001027i,-0.0011443+0.0014766i,-0.0013784+0.0022641i,-0.0015067+0.0012287i
0.0010253+0.049161i,0.015614+0.039544i,0.017837+0.027745i,0.018033+0.01519i,0.015051+0.0044234i,0.0077517-0.0009349i,0.0034901-0.0033678i,0.0018009-0.0053558i,0.00084208-0.0060555i,0.0010466-0.0068966i,0.00072869-0.0062951i,-0.00029159-0.0033576i,-0.0017757-0.0025096i,-0.003417-0.0027376i,-0.0045818-0.0013958i,-0.004993+0.00055712i,-0.0042815+0.0013664i,-0.0027589-0.00036821i,-0.0018617-0.0021711i,-0.0024471-0.0016825i,-0.0033164-0.00012728i,-0.0027741+0.00051979i,-0.0017063+0.00088845i
-0.045224+0.024877i,-0.030919+0.03231i,-0.022825+0.027814i,-0.012644+0.021103i,-0.00090762+0.011738i,0.0047638+0.0018718i,0.0063789-0.002296i,0.007133-0.0032724i,0.0072733-0.0039656i,0.0068461-0.0029127i,0.0052869-0.0010623i,0.00287-0.0012161i,0.0015318-0.0025286i,0.00042382-0.0033302i,-0.00085292-0.0038852i,-0.0012086-0.0031198i,-0.00064308-0.0013905i,0.00020042-0.001145i,0.0011566-0.0027272i,0.00085093-0.0034301i,-0.000184-0.0027487i,-0.0013003-0.0019018i,-0.0024164-0.0016946i
-0.045296-0.027043i,-0.041715-0.013772i,-0.033265-0.010037i,-0.021467-0.005386i,-0.0049844-1.8166e-05i,0.0055857+0.0013912i,0.0074152+0.0026825i,0.0083839+0.0027862i,0.0081759+0.0012282i,0.0061884-7.552e-07i,0.0048158-0.00084474i,0.0035257-0.00055741i,0.0029179-0.00067913i,0.0036253-0.0016603i,0.0032265-0.0015777i,0.0017709-0.0019636i,0.0012205-0.0020158i,0.0010381-0.00038292i,0.0013274+0.00017354i,0.0027109-3.9783e-05i,0.0031266+0.00026972i,0.0023203-0.00054941i,0.0016953-0.0016421i
0.0050003-0.053981i,-0.00093124-0.04686i,0.00042084-0.037839i,-0.0038952-0.022149i,-0.0044744-0.0055575i,0.00071059+0.0027993i,0.0030051+0.00539i,0.0044374+0.0051398i,0.0051953+0.0046387i,0.0045255+0.0050909i,0.0042934+0.0043128i,0.0029249+0.0027219i,0.0019865+0.0022536i,0.0031841+0.0021253i,0.0043315+0.00068933i,0.0036662-0.0015168i,0.0018273-0.0024039i,3.0181e-05-0.0024767i,-0.00018466-0.0013014i,3.8514e-05+0.00033662i,0.00038431+0.00032158i,0.0019789+0.00038794i,0.0025229+0.0015472i
0.044195-0.020382i,0.034892-0.018948i,0.027503-0.016163i,0.012941-0.015706i,0.0004335-0.0084131i,-0.00018104+0.00067105i,0.00063301+0.0034896i,-0.00028152+0.0042545i,-0.00024143+0.0055713i,-0.00062152+0.0070348i,0.00010384+0.0078683i,0.001033+0.0055517i,0.00034746+0.0029165i,0.00029265+0.0030746i,0.0012325+0.0034458i,0.0032497+0.0022088i,0.0040715+0.0006035i,0.0024129-0.00013935i,0.00058206+0.00028394i,4.355e-06+0.0013178i,-0.00062009+0.0018252i,-0.0009685+0.0017574i,-0.00020657+0.0018937i
0.038246+0.029826i,0.031733+0.021398i,0.026946+0.015638i,0.021314+0.0037547i,0.0098263-0.0025153i,0.0016159-0.00042819i,-0.00034861-0.000945i,-0.001788-0.0016156i,-0.004074-0.001215i,-0.0058668-0.001194i,-0.0051595+5.4554e-05i,-0.0036127+0.00097923i,-0.0037788+0.0011415i,-0.0040173+0.0024967i,-0.0029096+0.0034185i,-0.001036+0.0027778i,0.0010352+0.0016861i,0.0017774+0.00175i,0.00057883+0.0023389i,0.00010664+0.0023527i,0.00032375+0.0027681i,0.00031428+0.0026815i,-0.00029055+0.0022755i
-0.0048298+0.045342i,-0.005144+0.035267i,-0.0053481+0.029279i,0.0025304+0.018471i,0.0040051+0.0036292i,-0.00053597-0.0027554i,-0.00048047-0.0039541i,0.0013046-0.0050456i,0.0018293-0.0056473i,0.00067548-0.0054944i,-0.00072574-0.0044106i,-0.0010906-0.003277i,-0.0025715-0.0032461i,-0.0036023-0.0021703i,-0.0032409-1.8618e-05i,-0.0019088+0.0015892i,0.00033458+0.0018291i,0.0013791+0.00083028i,0.00014085+0.00028i,-0.0013835-7.41e-05i,-0.0020104-0.000106i,-0.0018597-2.0138e-05i,-0.0020972-0.00012889i
-0.038609+0.015431i,-0.029889+0.00752i,-0.025323+0.003491i,-0.011786+0.0052787i,0.001269-0.00010077i,0.0045743-0.0049294i,0.0055592-0.0032931i,0.0073944-0.0036068i,0.0076228-0.0053725i,0.0060874-0.0052062i,0.0035474-0.0031544i,0.0022979-0.0022285i,0.0019341-0.0031735i,0.00046043-0.003186i,-0.0006532-0.0022042i,-0.00094207-0.0011369i,-0.00086659+0.00030064i,0.00010025+0.00073207i,0.00094907-0.00033643i,0.00085717-0.0011045i,0.00080028-0.0014798i,0.0011375-0.0020218i,0.0012076-0.0025029i
-0.033282-0.023143i,-0.020408-0.021526i,-0.015736-0.021029i,-0.011779-0.0092924i,-4.8971e-05-0.00065907i,0.0071955-0.0014295i,0.007355-0.00032681i,0.0084442+0.0011359i,0.0093602+0.00093822i,0.0086823+0.00042314i,0.0064721-0.0004627i,0.0035619+0.00050366i,0.0024887+0.00074737i,0.0022704-0.00098098i,0.0017655-0.0018961i,-0.00024524-0.0014226i,-0.0016131-0.00080044i,-0.001233-0.00033434i,-0.00054118+0.0001882i,0.00039278-6.2344e-05i,0.0014579-0.00018617i,0.0021531-0.00028809i,0.0020725-0.0013805i
0.0026045-0.039812i,0.00944-0.027519i,0.009745-0.024007i,-0.00059092-0.014331i,-0.00026555+0.00025051i,0.0071722+0.0038474i,0.007368+0.0027913i,0.0060915+0.0048903i,0.0053921+0.0063121i,0.0047093+0.0064879i,0.0047476+0.0053529i,0.0031317+0.0028713i,0.0020571+0.0014393i,0.0028428+0.0011987i,0.0031597-0.00040291i,0.001569-0.0015213i,8.1071e-05-0.0014867i,-0.00074901-0.001343i,-0.0011049-0.001044i,-0.0011837-0.00044593i,-0.000815+0.00033337i,0.00073291+0.0010712i,0.0023021+0.00053092i
0.030921-0.013594i,0.024397-0.00080677i,0.023095+0.00045979i,0.012846-0.0056048i,0.0039797-0.00095995i,0.00419+0.0049242i,0.0028731+0.0037545i,0.0010668+0.0042917i,-5.4531e-05+0.0055929i,-0.001607+0.005786i,-0.0012067+0.0062981i,0.00083953+0.0049317i,0.0014361+0.0034268i,0.0012313+0.0034746i,0.0012388+0.0027858i,0.00081971+9.1514e-05i,0.00078364-0.0025933i,0.00089693-0.0032342i,0.0010744-0.0022363i,0.0011079-0.00097651i,0.00072844-0.0010074i,0.00014259-0.00014755i,0.00047282+0.0013585i
0.029723+0.01676i,0.013261+0.019958i,0.0097263+0.018954i,0.0083137+0.0051692i,-0.0011165+3.3957e-05i,-0.0049612+0.0050891i,-0.002553+0.0052693i,-0.0011885+0.0016536i,-0.0024238-0.00083232i,-0.0052656-0.0015963i,-0.0058722-0.00031855i,-0.0041195+0.0016346i,-0.0037173+0.0022342i,-0.0040772+0.0023657i,-0.0026374+0.0028063i,0.00031087+0.002026i,0.0031724+0.00015021i,0.003931-0.0009396i,0.0020405-0.0007047i,0.00058037+0.00035909i,3.0307e-05+0.0010396i,-0.0014926+0.0013i,-0.0021905+0.0012963i
0.0010859+0.031009i,-0.011888+0.014444i,-0.014295+0.010502i,-0.0030724+0.0039364i,-0.00096888-0.0045779i,-0.0051514-0.0037083i,-0.0031367-0.00098296i,0.00018472-0.0022724i,0.0014389-0.0043723i,0.00090679-0.0055112i,-0.00067519-0.0047447i,-0.00091063-0.0028897i,-0.00089136-0.0014025i,-0.0014641+0.00013095i,-0.0014819+0.00093065i,-0.00031996+0.0016827i,0.00054834+0.0026516i,0.0013183+0.0018208i,0.00041257+0.00071549i,-0.0012981+0.00037058i,-0.0016022+3.134e-05i,-0.0013167-0.00069121i,-0.00095228-0.0010234i
-0.021256+0.015122i,-0.013854-0.0079756i,-0.015066-0.012806i,-0.0063103-0.0051696i,0.0031988-0.0067746i,0.0017767-0.0095104i,0.00061401-0.0054233i,0.0036433-0.0025141i,0.0055525-0.0025654i,0.0052326-0.0039306i,0.0032262-0.0040574i,0.0019173-0.001669i,0.00069703-7.9618e-05i,-0.00089775-1.6557e-05i,-0.0011016+0.00011877i,0.00016809+0.00087866i,0.000737+0.0010149i,8.4386e-05+0.00057786i,-3.106e-05+0.0010407i,0.00030575+0.00077795i,0.0012025-0.00062784i,0.0011121-0.0012974i,-0.00016924-0.0016064i
-0.023509-0.011289i,-0.0001903-0.01649i,0.002424-0.019353i,0.0002921-0.0085429i,0.0076063-0.0027032i,0.0095974-0.0054987i,0.0062724-0.0042715i,0.0072889-0.00048018i,0.0086814+0.00089541i,0.0077146-5.2414e-05i,0.0050092-0.0013749i,0.0019935-0.001834i,0.00054089-0.0017769i,5.4846e-05-0.0025744i,-0.0007251-0.0018265i,-0.0020131+0.00016617i,-0.0018423+0.0011399i,-0.00048004+0.0019703i,-0.00070963+0.0014378i,-0.00069607+0.00089395i,0.00056043+0.0017811i,0.0018243+0.0012455i,0.002162-0.00046163i
-0.007769-0.022623i,0.01122-0.0032995i,0.016577-0.0021772i,0.0083409-0.00097225i,0.0089207+0.0044628i,0.01384+0.0028011i,0.01043+0.0002627i,0.0061751+0.0023164i,0.0051776+0.0043256i,0.0048861+0.005854i,0.0052605+0.0058621i,0.0041331+0.0033899i,0.002485+0.00070817i,0.0020513-0.00085126i,0.0010868-0.00084672i,-0.00099462-0.00078558i,-0.002243-0.0010294i,-0.0022285-0.00097137i,-0.0024729-0.00129i,-0.0021949-0.0014179i,-0.0010314-0.00037361i,0.0010957+0.00084129i,0.00242+0.00094276i
0.015454-0.012939i,0.0089457+0.012075i,0.010455+0.0144i,0.0042247+0.0049263i,0.00083451+0.0073205i,0.0047941+0.010701i,0.0057136+0.0075331i,0.0038636+0.0051115i,0.0016146+0.0044649i,0.00036543+0.0053005i,0.00081623+0.0053225i,0.00079096+0.0037598i,0.0003122+0.0020404i,0.00038075+0.00078072i,0.00087052+0.00039589i,0.00053796-5.2164e-05i,-0.00061167-0.0016899i,-0.001232-0.002554i,-0.00062762-0.0016833i,-0.00020803-0.00044914i,-0.00015696-0.00017862i,0.00087446+0.00060833i,0.00079639+0.001206i
0.017864+0.0060846i,-0.0083877+0.011894i,-0.010924+0.013003i,-0.0055826+0.0036937i,-0.0067941+0.0031185i,-0.0054857+0.0089897i,-0.0013945+0.0076326i,0.00023403+0.0040005i,0.00010594+0.0013533i,-0.0023631+0.00095534i,-0.0038922+0.0015127i,-0.002302+0.00059433i,-0.00043154+0.00059082i,-0.00033948+0.0014283i,-0.00012422+0.00084551i,0.00084091-0.00082153i,0.00074273-0.0015205i,0.0005593-0.0017723i,0.00035913-0.0015882i,2.0008e-05-0.00024162i,-0.00049989+0.000798i,-0.0012079+0.00142i,-0.00092178+0.001345i
0.0045514+0.013263i,-0.016874-0.0084511i,-0.019478-0.0085336i,-0.0084387-0.0060517i,-0.0064805-0.0064257i,-0.0080595-0.0021794i,-0.0040273+0.0011121i,0.00039941+0.0011285i,0.0016907-0.0012902i,-1.4381e-05-0.0038454i,-0.0011669-0.0027853i,0.00032483-0.00071622i,0.0011423+0.0010529i,0.00070589+0.0017551i,0.0015413+0.0012255i,0.0030006+7.3786e-05i,0.0037-0.0015432i,0.0033286-0.0014886i,0.0026457-0.0003988i,0.001671-0.00081103i,-0.00020253-0.001477i,-0.0012915-0.0012858i,-0.0010977-0.00067044i
0.0001893+0.0094537i,0.0059265-0.023046i,0.0024193-0.027299i,0.0048085-0.018052i,0.0050514-0.016743i,-0.001439-0.012836i,-0.0036195-0.0048861i,-3.9801e-05-0.00084555i,0.0029794-0.00148i,0.0037884-0.0040391i,0.0010889-0.0040822i,-0.00090667-0.0012893i,-0.00066559+0.0014476i,-0.00068968+0.0026308i,-0.00095776+0.0027219i,-0.00016284+0.0035156i,0.0013477+0.0043057i,0.0019084+0.003389i,0.0014361+0.0022149i,0.00072288+0.0020657i,0.0013374+0.0011531i,0.0013584-0.00088434i,0.00034424-0.0017517i
