0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
0.00026579+0.0026301i,0.00043689+0.0021365i,-0.00037543+0.001754i,0.00025434+0.00088389i,0.0019108+0.00010625i,0.0014872-0.0011837i,-3.4139e-05-0.0014638i,-0.00095198-0.00030141i,-0.00046682+0.00067788i,0.00057019+0.0006246i,0.0011532+0.00030688i,0.00089335+6.991e-06i,0.0005827-8.2495e-05i,1.629e-06+0.00029003i,-0.00033634+0.00016817i,0.00020168+0.00024543i,0.00034277+0.00015334i,0.00031651-0.00054311i,0.001265-0.00018167i,0.0012188+0.0002462i,0.00015698+0.00041164i,1.3219e-05+0.00066493i,0.00030302-5.117e-06i
-0.00049155-0.0010471i,0.00013131-0.0023555i,-6.2638e-05-0.0017183i,-0.00052697-8.9315e-05i,-0.00024596-0.00013651i,0.00036361-0.001019i,0.00047772-0.00066393i,0.0005811+0.00049855i,0.00073883+0.0013153i,0.00073349+0.0010521i,0.000649+7.6539e-05i,-6.1599e-05+0.00024121i,4.2906e-05-2.0724e-05i,0.00073044-0.00037134i,0.00016181-0.0003523i,-2.3248e-05+0.00010734i,0.00032869+0.00055951i,0.00055555+0.00012995i,0.00040115+4.1164e-05i,0.00046884+6.6321e-05i,0.0003927-0.00018173i,-7.8344e-05-0.00068644i,-5.1159e-05-0.00063469i
-0.0035981-0.00093749i,-0.0032342-0.00043647i,-0.0037177+0.00073127i,-0.0025792+0.0025237i,-0.0015972+0.0026853i,-0.00059836+0.001016i,0.00029325+0.00032735i,-0.00021581+0.00068826i,-0.00070163+0.00085939i,-0.0001658+0.00097814i,-9.0925e-05+0.00089382i,-8.2339e-05+0.00057882i,-0.00037979+0.00067135i,-0.00058032+0.00134i,0.00014353+0.00063802i,0.0010408+3.4281e-05i,0.00085953-4.0323e-05i,0.00023764-0.00019008i,-0.00028461+0.0004967i,-0.00067462+0.00048955i,-0.0011363+8.9228e-05i,-0.00075006+0.00040889i,0.00035034+0.001044i
0.0010831-0.00017626i,0.0011184-0.0010935i,0.0011995-0.00058733i,0.0014103+0.00015256i,0.0018227+0.00029913i,0.0013809-0.00015289i,-9.9934e-05-0.00015289i,-7.3376e-05+0.00070197i,0.00037971+0.0016603i,0.0003984+0.0017192i,0.0006369+0.00073873i,0.00046934-0.00010874i,0.00019525-0.00038302i,0.00016181+9.0428e-05i,0.00023645+0.00048861i,-0.00050673+0.00028296i,-0.00070077+0.00053418i,-7.292e-05+0.0013275i,3.2863e-05+0.0014477i,4.0621e-05+0.00079727i,-6.4181e-05+0.00013432i,1.4827e-05-0.00016469i,4.8751e-05+0.00022372i
-0.00021831+0.0024148i,0.00041528+0.00069738i,0.00057975+0.00014942i,2.8174e-05+0.0014152i,0.00016872+0.00089228i,-0.00018152-0.00063442i,-0.00066131-0.00010463i,-0.00052219+0.00078424i,-0.00026717+0.00079334i,0.0004636+0.00097644i,0.00084858+0.0010328i,4.9825e-06+0.0005489i,-0.00033804-0.00028551i,-0.00049584-0.0006191i,-0.00035016-0.00047514i,0.00016695+2.3445e-05i,0.00016672+0.00010593i,0.00020152-0.00033836i,-9.3578e-06-0.00027079i,-0.00010925+0.00020893i,-0.00017008+0.0005798i,-1.8438e-05+0.00078826i,-0.00010354+0.00089838i
-0.0019746-0.0028087i,-0.0029014-0.0023259i,-0.0027896-0.0019004i,-0.0011514-0.0010546i,-0.00054718-0.00046374i,-0.00073686-2.7478e-05i,-0.00073551+0.00020873i,-0.0003049+0.0003906i,-0.00026149+0.00073781i,0.00014556+0.00070554i,0.00036516+0.0010373i,-0.00026236+0.00087696i,-0.00034592-1.9788e-05i,-0.00030389+9.1966e-05i,-0.00051469+3.6292e-05i,-0.00079258-0.00043606i,-0.00063394-0.00052826i,1.0876e-05-4.6561e-05i,0.00039769+0.00081763i,-7.6151e-05+0.00090485i,-0.000465+0.00040549i,-0.00021144-3.5565e-05i,-9.3562e-05+0.00048013i
0.0038675+0.00052372i,0.0033295-0.00023652i,0.0028897-0.0014108i,0.0022442-0.0011914i,0.0010341-0.0009627i,-0.0011352-0.0005821i,-0.0014843-0.00018017i,-0.0005237+0.00047855i,0.00023657+0.00073896i,0.0012375+0.00058262i,0.0016704+0.00069598i,0.001021+0.00061256i,-6.2145e-05+0.00022529i,-0.00066288-3.4162e-05i,-0.00050014-0.00032773i,0.00022878-0.00022033i,0.00065595+0.00032778i,0.00096791-0.000178i,0.00089056-0.00057369i,4.9875e-05-0.00013848i,-0.00075589+0.00019657i,-0.0010496+0.00023532i,-0.00075401+5.5725e-05i
-0.0033021-0.00018892i,-0.0023529+0.00035467i,-0.0015666+0.001221i,-0.0011098+0.00086044i,7.3872e-05-0.00015698i,0.0012268-0.0010486i,0.00092773-0.0022479i,0.00069903-0.0009168i,0.00045762+0.00033102i,-4.0545e-05-0.00039509i,0.00047976-0.00072876i,0.0015346-0.00020077i,0.0013324+0.00035316i,0.00029668+0.00052883i,-0.00017561+0.00035686i,-5.8484e-05-0.0002776i,-0.00016303-0.00065993i,0.0002095-0.00073519i,0.00047632-0.00079894i,0.00046477-0.00080126i,0.00094455-9.9828e-05i,0.00062748+0.0001281i,-0.00015732-8.5821e-05i
0.0035887-0.00025599i,0.002829-0.00053076i,0.0019857-0.00090631i,0.0015592-0.0007486i,0.00094867-0.0013642i,-0.00030824-0.0019812i,-0.00062132-0.0010754i,-0.00046623+0.00060235i,-0.00045309+0.0013696i,0.00041321+0.00092244i,0.00041016+0.00048967i,-0.00046377-0.0002002i,-9.0256e-05-0.00012881i,0.00038266-0.00028725i,0.00024132-0.000646i,-0.00030454-0.00046512i,-7.3382e-05-0.00056504i,0.00079657-0.0006036i,0.00080984-0.00062136i,0.0005758-0.0010144i,0.00057319-0.00091296i,0.00049464-0.00047286i,8.1626e-06-0.00019911i
-0.0014826-1.4237e-05i,-0.0015823+8.9342e-05i,-0.0029553+0.00039556i,-0.0021533+0.0011522i,-0.00069516+0.00077332i,-0.00095328-0.00051117i,-0.00073897-0.00083636i,0.00015386+1.7487e-05i,0.0015255-3.2957e-05i,0.0016184+0.00036185i,0.000749+0.0017192i,-0.00015261+0.0011118i,-0.0010772+0.00040652i,-0.00094936+0.00055138i,-8.2168e-05+0.00027777i,0.00029477-0.00034015i,0.00033684-0.0002991i,0.00028003+3.2617e-05i,-0.00024421+0.00010297i,-0.0002319-0.00030571i,0.00024729-0.00029254i,0.00045451-0.00048073i,0.00065165-0.00067404i
0.0028689-0.0023202i,0.003344-0.0016142i,0.0016871-0.0017776i,0.00067572-0.0022572i,-7.0338e-05-0.0015308i,-0.00092674-0.0004776i,-0.0011934-0.00020638i,-0.0011157+0.00041363i,-0.00022687+0.00082561i,0.00031287+0.0005279i,-3.1644e-05+0.00011486i,-0.00048284-4.7313e-05i,-0.00050543+7.1163e-05i,-0.0010644-0.00033378i,-0.0012384-0.00082957i,-0.00035704-0.00082549i,0.00044112-0.0012214i,0.00060569-0.0010243i,0.00071042-0.00092426i,0.00083873-0.00096542i,-0.00060067-0.00043962i,-0.0012526-0.00068318i,-3.1657e-05-0.00068119i
0.002118+0.0004599i,0.00074627-0.0003289i,-0.00079503-0.0010551i,-0.0003289-0.0012853i,0.00096715-0.0013082i,0.0015085-0.0016945i,0.00014522-0.00093009i,-0.0015051+0.00033625i,-0.00090635+0.00090487i,0.00011866+0.00056949i,0.00019726+0.00047513i,-2.7962e-05+0.00021318i,-0.00023138-0.00043689i,-0.00068878-0.00029255i,-0.00020413+0.00033285i,0.00045517+0.00098652i,-0.0001808+0.00074444i,-4.309e-06+0.00059782i,0.00014095+0.00050055i,-0.00061865+0.00056864i,-0.00050669+0.00075436i,6.8805e-05-0.00014742i,0.00034831-0.00052968i
0.0012776-0.0012523i,0.0019928-0.0011168i,0.0011374-0.00088977i,-0.0010314-0.0012593i,-0.0013263-0.0019166i,-0.00068326-0.0016i,-0.00055731-0.00047722i,-7.1329e-05-2.4535e-05i,0.00041305+0.00040507i,-0.00033849+0.00108i,-3.1164e-05+0.0011992i,0.00074782+0.00027894i,0.00057648+0.00040667i,-6.7436e-06+0.00096504i,-1.9812e-05+0.00020657i,0.00089392-0.0011719i,0.00091466-0.00062493i,0.00025389+6.2629e-05i,0.00021593-1.5002e-05i,0.00013295+0.00034647i,8.9349e-05+0.00030183i,0.00013595-0.00030956i,-0.00032161+0.00033635i
-0.0016749+0.0019011i,-0.0017856+0.001099i,-0.0013302+0.00018891i,-0.00056306+0.00033947i,0.00064365+5.2334e-05i,0.00025421-5.7335e-05i,-0.001025+0.00054142i,-0.00075979+0.0011529i,0.00062107+0.00069629i,0.00073688+0.00032896i,-9.6e-05+0.00045289i,-0.00068159+0.00080337i,-0.00048749+0.00029393i,-0.00030434-6.5578e-07i,-0.00042883-0.00015556i,-0.00086906-0.0011717i,-0.00075499-0.0011495i,2.762e-05+0.00026122i,0.00020621+0.00069996i,-1.0905e-05-0.00010786i,0.00017477-0.00077056i,0.00015215-0.0005685i,-0.00036245-0.00026779i
0.00062647-0.0013785i,0.00022267-0.0013376i,-0.00071832+0.00080608i,-0.0013421+0.0019684i,-0.00070061+0.0014998i,0.00020354+0.00079964i,-0.00048345+0.00071296i,-0.00045185+0.00017534i,0.00027296+0.00040806i,0.00041786+0.00078687i,0.0010226+0.00057231i,0.00085705+0.00022369i,0.00055535-2.9872e-06i,0.0011506-0.00019497i,0.00068497-0.00017977i,4.8603e-05+0.00054633i,0.00014499+0.00098004i,-0.00025919+0.00089356i,-0.00042462+0.00031415i,0.00034047-0.00025753i,0.00040832+0.00033589i,7.1353e-05+0.0010616i,1.0741e-05+0.0010499i
0.002237+0.001264i,0.00086356+0.00014214i,-0.00022715-0.0024801i,-0.00041735-0.0027182i,0.00036012-0.0018939i,0.00074316-0.0015866i,0.0001391-0.0010612i,-1.5529e-05+0.00020134i,0.00054677+0.0014913i,0.00041224+0.0013264i,4.2813e-05+0.00060643i,0.00013887+0.00078884i,-0.00032409+0.00035683i,-0.00096702-0.00054565i,-0.00036588-0.00063538i,-0.00048494-2.3778e-05i,-0.0011167+0.0011221i,-0.00023216+0.0010649i,0.00095464-9.347e-05i,0.0012659-0.00049891i,0.00056024-0.00051209i,-0.00022449-0.00038064i,0.0001509+0.00058931i
-0.0025979-0.0022103i,-0.0033339-0.0016584i,-0.0026094-0.00093174i,-0.00090555-0.00099641i,-5.7818e-05-0.00069828i,-0.00012117-0.00067049i,-0.00035913-0.00021222i,-0.00075098+0.00057109i,-0.00034159+0.00042061i,-0.00020307+0.00074129i,0.00018285+0.0011747i,0.00061815+0.0010412i,-0.00031756+1.1342e-05i,-0.00083547-0.00077297i,-0.00083623-0.00036202i,-0.00089068-0.00026188i,-3.6908e-05+0.00015324i,0.00053855+0.00027498i,0.00021948-1.38e-05i,-0.00029017-0.00018468i,-0.00022381-0.00047941i,3.048e-05-0.00049545i,0.00019381-0.00051367i
0.0009213+0.00012902i,-0.00074761+0.00097779i,-0.0018734+0.00016154i,-0.0010724+0.00025324i,-0.0006602+0.00066945i,-0.00095408+0.00046318i,-0.00027677-0.00016536i,0.00028963+0.0010257i,0.00044732+0.001199i,0.00094951+0.0002648i,0.00076058-7.4692e-05i,-1.8252e-07-0.00051574i,-0.00038004-0.00086346i,-6.4685e-05-0.00063288i,1.8376e-07-0.00030265i,-0.00017181-0.00043549i,-0.00044759-0.00035431i,-0.00076717-7.8497e-05i,-0.0010511+0.00010981i,-0.001044+0.00069784i,-0.0003854+0.00088155i,5.1845e-06+0.00030634i,8.3847e-05+3.3341e-05i
-0.0030051+0.0012431i,-0.001649+0.00041648i,-0.00037852+0.00033094i,-0.00071436+0.0015319i,-0.00016476+0.00091157i,5.8025e-05-0.00055736i,-0.00065845-0.00089452i,-0.00019136-0.00034234i,0.00067874+0.00019973i,0.0008075+0.00088539i,0.00056218+0.0015304i,-8.0774e-05+0.00091983i,0.00028568+0.00011245i,0.00081205+0.00050788i,0.00038089+0.0010968i,-0.00029345+0.0010043i,-0.00050728+0.0011393i,-0.00033096+0.00087527i,-0.00066817+0.00058848i,-0.0004539+0.00086073i,-0.00065155+0.00084937i,-0.00072151+0.00031671i,-0.00055095-0.00044282i
-0.0020175-0.00041838i,-0.0011342-0.00017611i,-0.0007078+0.00068631i,0.00021497+0.00070402i,0.0017931-7.6598e-05i,0.0017725-0.0014667i,0.0005132-0.0012247i,-0.00011852-4.3977e-05i,0.00040745+0.00029096i,0.00076471+0.00043262i,0.00078274+0.00085571i,0.00020562+0.0011062i,-0.00043627+0.00043206i,-0.00056452-0.00045527i,-0.00020418-0.00056027i,-7.781e-05+2.6945e-05i,-0.00042958+0.00031157i,-0.00039397-0.00034857i,-2.6865e-05-0.0011917i,0.00029978-0.00069565i,0.00061057+0.00073062i,0.0005954+0.0011212i,0.00045657+0.00098044i
-5.0638e-05+0.0026623i,0.00050123+0.0018886i,0.00062638+0.00090415i,0.0010017+0.00098576i,0.00071175+0.00041115i,0.00047417-0.00084801i,-0.0001071-0.00086263i,-0.00040857+3.2532e-05i,-9.9428e-05+0.00064249i,0.0006931+0.0008227i,0.00076997+0.00061952i,0.00034228+0.00023639i,0.0007584-0.00019641i,0.00017928-0.00095356i,-0.00038764-0.00068447i,-5.5144e-05+0.00047825i,-4.7837e-05+0.00071116i,0.00013975+0.00046905i,0.00092623+0.00096585i,0.0012656+0.0017495i,0.00058944+0.0012474i,-0.00028301+0.00013172i,-0.0010685-0.0001105i
-0.0014211+0.00051813i,-0.00091987-0.00027296i,-0.0012648-0.00082233i,-0.00077002-0.00017183i,-6.5178e-05+0.00017513i,0.00024657-0.00058595i,-0.00030978-0.001109i,-0.00030868-0.00021532i,0.00015021+0.0010688i,-4.7773e-06+0.0011959i,-0.00042787+0.00088396i,-0.00062216-6.5645e-05i,-8.8819e-06-0.0007604i,-0.00023445-0.00071909i,-0.001079-0.00045386i,-0.0014899-0.00020841i,-0.00092032-0.00087319i,-0.0004514-0.0002888i,-0.00091786+0.00048744i,5.6234e-05+0.00023206i,0.00074601+0.00037812i,0.00095894+0.00013883i,0.0012729-0.00046305i
0.00030066-0.0025133i,4.0935e-06-0.0022625i,-0.00067247-0.0018187i,-0.00028785-0.00083804i,-0.0005779+0.00064271i,-0.0010606-1.1851e-05i,-0.00083829-0.00064182i,-0.00035195+0.00072679i,0.00075221+0.0019085i,0.0014594+0.0013244i,0.00092598+0.0010622i,0.00046352+0.00094959i,0.00069406+0.00050307i,0.00066426+0.00049302i,-1.5169e-05+0.00074258i,-0.00016228+0.00023044i,9.9483e-05-0.00053859i,8.7101e-05+1.0625e-05i,0.00027411+0.0008476i,0.0001837+0.00032622i,0.00024671-1.8507e-05i,5.3903e-05-0.00051782i,-0.00058757+1.7808e-05i
-0.0037381+0.00023927i,-0.0041251+0.00051639i,-0.0044505+0.0006004i,-0.0041634+0.001355i,-0.0022111+0.0016063i,-0.00091779+0.0006498i,-0.0010411-0.00034608i,-0.00010165+0.00011301i,0.0011033+0.00076805i,0.0004714+0.00063603i,-0.00039529+0.0011105i,-0.00083903+0.0018655i,0.00011735+0.00098676i,0.00072943+3.2284e-05i,2.5901e-05+0.00070954i,5.5979e-05+0.00095678i,0.00067439+0.00053402i,0.00088633+0.00087389i,0.00087226+0.0010425i,0.00059928+0.00089521i,1.6185e-05+0.00056932i,-0.00015906-0.00014926i,-0.00053373-0.00046331i
-0.00037993-0.0010588i,0.0002101-0.0025286i,0.0011559-0.0025688i,0.0016293-0.0012224i,0.00088477-0.0011893i,-0.00029051-0.0014722i,-0.00037861-0.00027872i,0.00026427+0.0010618i,0.00080412+0.0011084i,0.0006466+0.0009994i,0.00043075+0.00097389i,7.9033e-05+0.00037018i,-0.00038601-0.00090401i,-3.3517e-05-0.0016534i,0.0004575-0.00092425i,-4.0865e-05-0.00043531i,-0.00055905+9.3503e-05i,-0.00031284+0.00011947i,0.00037382+0.00011655i,0.00065918+0.00052952i,0.00054932+0.0010563i,2.1769e-05+0.00063993i,-0.00037375-0.00020093i
0.0023601-0.00076086i,0.0021925-0.0016694i,0.0011563-0.0020499i,-0.00019921-0.0018331i,-0.00013564-0.0011342i,1.6443e-05-0.0010695i,-0.00046672-0.00059017i,0.00017459+0.00051819i,0.00076089+0.00049191i,0.0008029+0.00050008i,0.0010394+0.0010289i,0.0010481+0.00051432i,-7.2353e-05-0.0011223i,-0.00073503-0.0011914i,-0.0005057-0.00061559i,-0.00016528-0.00029224i,2.7033e-06+0.00052036i,-0.0001041+0.00054212i,8.9452e-06+3.6333e-05i,0.00048777-0.00049049i,0.0010001-0.00029596i,0.00014418+0.00088975i,-0.00062093+0.00075603i
-0.0019793-0.00084186i,-0.0015094-0.0018106i,-0.0037235-0.0029484i,-0.004413-0.0018881i,-0.0039139+4.3427e-05i,-0.0028432+0.0023316i,-0.0015784+0.0047374i,0.00074079+0.0063427i,0.0035673+0.0058676i,0.0053282+0.003391i,0.0055724+0.00076671i,0.0046397-0.0012832i,0.003189-0.0018106i,0.0012171-0.00087242i,-0.0011539-0.00075333i,-0.0012896-0.00051468i,4.1002e-05+0.00026769i,0.00083622+0.00063621i,0.0010747+0.0016032i,0.00072984+0.0015371i,8.5837e-05+0.00011879i,-0.0005498-0.00050262i,-0.00060635-9.88e-05i
0.00046349-0.0017813i,0.0005526-0.00041356i,0.00098633+0.00024953i,0.00084943-0.00055578i,0.0012703-0.0011531i,0.0014162-0.0014035i,0.00077913-0.0012978i,0.00050327-0.0010678i,0.00051864-0.00092053i,0.00045761-0.00040156i,-0.00096332+0.00040069i,-0.0012725+0.0010092i,-0.00040502+0.00050042i,-0.00039225-0.00074442i,-1.6202e-05-0.0013455i,7.3266e-05-0.0010808i,0.00012962-0.00039651i,0.00071921+0.00077499i,0.00064961+0.00054707i,0.00020881-0.00053678i,0.00036686-0.00013061i,0.00060097-0.00054224i,0.00084992-0.00022326i
-0.0012549+0.0027456i,-0.00077728+0.0019062i,-0.0011661+0.0016186i,-0.0003003+0.0019036i,9.11e-05+0.00070125i,-6.664e-05-0.0013477i,-5.1753e-05-0.0018155i,-0.00023052-0.00062813i,-0.00016495-0.00013605i,7.3035e-05-0.00014533i,-0.00036935+0.00064564i,-0.0015069+0.0012879i,-0.0012769+0.00018063i,-0.00043655-0.0010928i,-5.2836e-05-0.00085708i,5.854e-05-2.0356e-05i,-0.00015766+0.00041764i,9.1021e-05+8.3898e-05i,0.00085428+0.00037695i,0.00053766+0.000832i,-0.00019281+0.00019194i,-0.00015746-0.0003085i,-0.00057852-0.00039725i
0.001066+5.9636e-05i,0.00073116-0.00050595i,0.0011364-0.0021322i,0.0017029-0.0019811i,0.0014428-0.00073208i,-1.1373e-05-0.00056175i,-0.00071362-0.00081912i,-0.00050948-0.00064288i,-0.00076265-0.00014875i,-0.00092379+0.00064908i,-0.00025044+0.000857i,2.5594e-05+0.00020947i,-0.00027178-0.00059375i,-0.00032689-0.00086752i,-0.00077665-0.00050841i,-0.00086334-0.00039611i,-0.00051437-0.00059765i,-0.00040334+0.00036882i,6.252e-05+0.0012255i,0.00018435+0.0011778i,5.9653e-05+0.00018855i,-0.00036051-0.00030611i,-0.0005415-0.00027482i
-0.00044705-0.00041248i,-0.00050556-0.0013845i,-0.00063038-0.0018997i,-0.00021355-0.0012176i,0.00039305-0.0011474i,0.00018539-0.001036i,-0.00019886-0.00044144i,-0.00022546-5.8146e-05i,0.00052471+0.00056722i,0.0013047+0.00097712i,0.0013495+0.00085618i,0.00067769+0.00076133i,0.00042401+8.6406e-05i,0.00068006-0.00025758i,-2.8214e-05-3.4572e-05i,-0.00083869-0.00021489i,-8.7397e-05-0.000491i,0.00077909+8.5441e-05i,0.00045222+0.00045216i,0.000178+0.00059154i,-0.00041896+0.000285i,-0.00052749-0.00037322i,-0.00059781-0.0003087i
0.0012792-0.00072751i,0.0020065+0.00023747i,0.00054681+0.00054755i,-0.00035428-0.00072691i,-2.732e-05-0.0010894i,0.00015299-0.0011045i,-0.0001483-0.0014305i,-0.00019748-0.00091726i,0.00023277+0.00037528i,0.00032262+0.00094317i,0.00063061+0.00077427i,0.00087337-0.0001755i,0.0007637-0.00095413i,0.00065036-0.00030201i,0.00032-0.00042839i,0.00016963-0.0011114i,0.0006648-0.000868i,0.00098255-0.00054157i,0.00094924-0.00045613i,0.00057502-0.00095259i,0.00015139-0.00068926i,-6.0862e-05+0.00010236i,-0.00021779+0.00019745i
-0.0010482+0.001722i,-0.00073495+0.0017392i,-0.0011433+0.0021298i,-0.00074962+0.0020046i,0.00063796+0.00048856i,0.00063054-0.0014967i,-0.00018406-0.0015636i,-0.00055297-3.0328e-05i,-0.00048245+0.0010768i,0.0001421+0.00085718i,0.00035382-0.0003389i,0.00056354-0.00066839i,0.00048917-5.2182e-06i,-5.1854e-05+5.0137e-07i,-5.7419e-05+0.00012799i,-0.00014713+0.00046029i,9.4362e-05+0.00020239i,0.00025083+3.1554e-06i,0.00049929-0.00023873i,0.0004849+0.00058762i,1.1868e-05+0.0010797i,-0.00043654+0.00028866i,-0.00066529-2.8183e-05i
0.00013569+0.001034i,0.00035705-0.00091264i,0.0012055-0.0010701i,0.00080185-0.0012735i,0.0013167-0.0021546i,0.00064702-0.0019199i,-0.0010538-0.0015044i,-0.0015949-0.00086563i,-0.0010828+0.00023121i,0.00026714+0.00086839i,0.0008006+0.00066612i,0.00040799+0.00041139i,3.4739e-05+0.00094561i,0.0004994+0.00010789i,0.00034286-0.0015684i,-9.1342e-05-0.0015927i,-0.00018913-0.00069361i,-4.693e-06-0.00058454i,0.00015425-0.00065823i,0.00042452-0.00031527i,0.00028173-0.0001337i,-7.2717e-05-0.00045944i,-1.3193e-05-0.0010426i
-0.0019528-0.00032525i,-0.0027835+0.0003284i,-0.0033527-0.00075964i,-0.0021221-0.00069604i,-0.00077823+0.00030452i,-0.00038693-0.00027607i,-0.00042609-0.00067258i,-0.00046431-0.00024056i,-0.00067771+5.1874e-06i,8.6937e-05+0.00024695i,0.00058778+0.00067222i,4.2635e-05+0.00053436i,-0.00020015+0.00018602i,-0.00042747-0.00023123i,-0.00087255-0.00067319i,-0.00086584-0.00050095i,-0.00061437-6.2396e-05i,0.00020597+0.00027994i,0.0006335+0.00084547i,-0.00033448+0.0011286i,9.2223e-05+0.0003364i,0.00091663+0.00044075i,-7.8656e-05+0.00049536i
0.0012873+0.0013283i,0.0013161+0.001254i,0.00054631+0.00079788i,0.00028544+0.00038104i,0.00066822-0.00052105i,0.00077559-0.0015455i,0.00095958-0.00093983i,0.00050842+0.00031914i,0.00066504+0.00054412i,0.00084898+0.00012588i,0.00020582+0.00083733i,-1.038e-05+0.0001294i,0.00019457-0.00090517i,0.00017109-0.00072766i,-0.00037627-0.001174i,-0.0010144-0.00074691i,-0.00090629+0.00031979i,0.0005893+0.00038652i,0.0010587-0.00010191i,0.00031914-0.00080959i,2.2389e-05-0.00087353i,4.3612e-05-2.4869e-05i,0.00047556+7.7027e-05i
-0.00048251-0.0013442i,-0.0002841-0.0014843i,-0.0003018-0.00078573i,-0.00077975-7.0121e-05i,-0.00048802+0.00027601i,-0.00014185+0.00046884i,-0.0009976+0.00012641i,-0.00087323-0.00061778i,0.0002801+0.00054205i,-8.3596e-05+0.0014473i,-0.00058752+0.0012123i,-0.00020741+0.00091065i,-0.00071739+0.00054207i,-0.0014967+0.00062091i,-0.00077343+0.00084043i,-0.00012362+0.00028658i,0.00023485-0.00021557i,0.00046078-0.00033462i,0.00020019-0.00032292i,0.00048408-0.00017566i,0.00065406-0.0003008i,0.00035072-0.00049001i,-9.4066e-05-0.0003507i
0.00043812-0.001417i,0.0006258-0.00086909i,0.00050785-0.0020771i,-0.00027348-0.0014035i,-0.0012327-0.00029148i,-0.0018366-0.00064646i,-0.0010853-0.00052938i,-0.00085321+0.00035594i,-0.00016124+0.00064778i,0.00046316+0.00022911i,0.00010437-0.00021264i,0.00028266+0.00018065i,0.00038853+0.00018245i,-0.00033389-0.00068037i,-0.00051369-0.00096517i,-0.00064306-0.0011652i,-0.00053095-0.0011699i,0.00026676-9.9676e-05i,0.00050646+0.00078612i,0.00076372+0.00090117i,0.00016957+0.00011921i,-0.0005906+0.00041867i,0.00011168+0.00081351i
0.0023382+0.0012332i,0.0016751+4.1886e-05i,0.0013067-0.0015605i,0.0013422-0.0014576i,0.00172-0.00053233i,0.00046654-0.00057154i,-0.0013388-0.00072328i,-0.0015798+0.00055667i,-0.00048473+0.00070445i,0.00069067-0.00022593i,0.0011714+0.00030022i,0.00097988+0.00061098i,0.00053521+0.00019987i,0.00065761-0.00023442i,0.00037535-0.00054068i,-0.00062062-0.00064471i,-0.00038879-0.00059888i,0.00048268+5.929e-05i,0.00065769+0.00051669i,0.00084094-5.3163e-05i,0.00046124+2.7181e-05i,-0.00022468+0.00022073i,-0.00047491-3.2268e-05i
-0.0028225-0.0030306i,-0.0027005-0.0029534i,-0.0031853-0.0025647i,-0.0024515-0.00055351i,-0.00091964+0.00072273i,-0.00014055+0.00042128i,0.00043335+0.00064727i,7.498e-05+0.00063892i,-0.0004626+7.3371e-05i,0.00048928+0.00037297i,0.00097149+0.00027795i,-0.00042425-0.00030372i,-0.0017507+0.00015625i,-0.0013143+0.00058831i,-0.0009972+0.00016135i,-0.0010366-0.00028633i,-0.00013652-0.00043862i,-0.00022924-0.00069444i,-0.00072782-0.00058995i,-0.00014413-0.00056716i,-2.9534e-05-0.00032909i,-1.2498e-05+0.00035295i,0.0003555+0.00054236i
0.0034086+0.00075768i,0.0015203+0.00061871i,0.00077791-0.00010781i,0.00069468-0.001391i,0.00040212-0.0010398i,-0.00047344-0.0003818i,-0.00088085-0.00029986i,-0.00081169+0.00076975i,-0.0001575+0.0013216i,-0.00030218+0.00063561i,-0.00095926-0.00049923i,-0.00098182-0.0009576i,-0.00094041-0.00054297i,-0.00092768-0.00074696i,-0.00073018-0.00048286i,-0.00044383+7.853e-05i,-0.00044+0.0002918i,-0.0004323+0.00011861i,-0.00029872-0.00039581i,-0.00013077-0.00047492i,0.00030803-6.7318e-05i,-9.1832e-05-0.00013035i,-0.0010333-0.00048871i
-0.0023436-0.0011204i,-0.0032147-0.0020736i,-0.0034424-0.0022491i,-0.0022371-0.00077873i,-0.0006853-0.00012379i,3.6425e-05-0.00061762i,-7.2287e-06-0.00099184i,-0.00054293-0.0010829i,-0.00097817-0.00027641i,-0.0013901+0.00026563i,-0.0009138-0.00025334i,5.7031e-05+9.9538e-05i,0.00031574+0.00096818i,0.00036908+0.0011327i,0.00022034+0.00038526i,-9.9991e-06+0.00057061i,-4.6677e-06+0.00073396i,3.8453e-05+0.00010119i,0.0005742-0.00042917i,0.00091297-0.00093194i,0.0007753-0.00049895i,0.00013682-0.00048571i,-5.3317e-05-0.00051517i
