0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
-0.1826+0.1166i,0.033171+0.0072423i,0.1387-0.11144i,0.16788-0.19138i,0.20007-0.27917i,0.18907-0.30283i,0.15576-0.22847i,0.11565-0.15193i,0.075935-0.090941i,0.063351-0.05086i,0.03679-0.046977i,-0.010758-0.044873i,-0.047919-0.031466i,-0.074674-0.0032948i,-0.086767+0.039786i,-0.078383+0.082156i,-0.0441+0.11292i,0.013705+0.10756i,0.056245+0.05766i,0.051821+0.011544i,0.032689+0.00092751i,0.028727+0.0014904i,0.025344-0.00026608i
0.10589-0.37809i,0.026899-0.33694i,0.073716-0.2855i,0.059781-0.33604i,-0.11879-0.34863i,-0.22768-0.26337i,-0.1751-0.18567i,-0.087866-0.13762i,-0.030369-0.098168i,-0.0056438-0.05926i,0.0083846-0.0076951i,0.019159+0.032362i,0.012791+0.048515i,0.012386+0.05844i,0.036152+0.063176i,0.070682+0.059117i,0.10231+0.033335i,0.10117-0.021479i,0.050915-0.063444i,0.0061566-0.060726i,-0.00043364-0.047238i,-0.0076405-0.044677i,-0.026748-0.030626i
-0.17904+0.38522i,-0.24728+0.23448i,-0.31709+0.029051i,-0.36667-0.014891i,-0.35571+0.12169i,-0.26625+0.24029i,-0.15511+0.22492i,-0.074452+0.15021i,-0.032685+0.089369i,-0.027253+0.040837i,-0.031894+0.0048775i,-0.022742-0.015276i,-0.0084148-0.020615i,0.0031-0.022861i,0.011034-0.036495i,0.016673-0.059288i,0.0096851-0.07793i,-0.023821-0.074496i,-0.063109-0.032915i,-0.075775+0.02469i,-0.064233+0.054102i,-0.047488+0.051985i,-0.024927+0.042769i
0.0021047-0.17257i,0.041288+0.034704i,-0.0063936+0.19719i,-0.047309+0.23505i,0.038466+0.19661i,0.11641+0.087015i,0.073959-0.018329i,0.0087863-0.034882i,0.010143-0.0067203i,0.046502+0.010562i,0.055036+0.0044141i,0.022599-0.0066554i,-0.0067878-0.0045457i,-0.0090674-0.0013914i,-0.0084283-0.010949i,-0.023893-0.034007i,-0.041807-0.049226i,-0.036225-0.030283i,0.0060961+0.0004949i,0.05696+0.0008822i,0.069307-0.016618i,0.0473-0.016455i,0.025927-0.005228i
0.41681-0.005908i,0.37288-0.26911i,0.21971-0.30252i,0.13335-0.14154i,0.14332-0.062157i,0.12686-0.059986i,0.057849-0.01443i,0.020614+0.030164i,0.016979+0.022005i,-0.0012577-0.0047779i,-0.030221-0.0080337i,-0.042346+0.0094426i,-0.038127+0.013885i,-0.038202+0.00083528i,-0.043792-0.0011965i,-0.053109+0.013935i,-0.062386+0.030986i,-0.057269+0.035121i,-0.044313+0.022926i,-0.033225+0.0068937i,-0.0237-0.006921i,-0.016784-0.014987i,-0.0098025-0.011253i
-0.61633+0.09526i,-0.65599+0.26038i,-0.50726+0.35749i,-0.30516+0.30367i,-0.19491+0.13373i,-0.15008-0.02575i,-0.090798-0.092492i,-0.026538-0.09827i,0.010439-0.094717i,0.011695-0.088215i,0.0023033-0.060558i,0.0036475-0.022224i,-0.00037356+0.0094547i,-0.0067087+0.039738i,0.0035356+0.058286i,0.022815+0.057705i,0.035466+0.046429i,0.036947+0.025157i,0.034156-0.00090989i,0.028035-0.017242i,0.014694-0.015904i,0.0020173-0.0050762i,-0.0016466+0.0026885i
0.42081-0.041324i,0.41776+0.017457i,0.38789+0.050944i,0.32508+0.0381i,0.22913+0.049038i,0.11464+0.052658i,0.0078192+0.04798i,-0.03287+0.069262i,-0.024241+0.075206i,-0.01227+0.069424i,0.0094219+0.058307i,0.028561+0.032423i,0.03456+0.020518i,0.037641+0.018089i,0.032134-0.00098511i,0.019248-0.019445i,0.011155-0.015799i,0.0033517-0.001718i,-0.014835+0.0046941i,-0.03361+0.0031552i,-0.033888+0.0023049i,-0.018958+0.0032876i,-0.0086116+0.0040904i
-0.040312+0.26717i,0.080588+0.12836i,0.086487+0.018172i,0.073883-0.02471i,0.062421-0.11442i,-0.029724-0.15313i,-0.09404-0.062635i,-0.072837+0.015813i,-0.049031+0.040932i,-0.035138+0.053749i,-0.019091+0.046146i,-0.0094312+0.023149i,0.0022917+0.0042705i,0.014017-0.0051092i,0.014583-0.0065342i,0.0073933-0.0071586i,0.0065946-0.0095884i,0.018832-0.0050396i,0.036427+0.0080462i,0.045838+0.016244i,0.04277+0.0088598i,0.032062-0.0040683i,0.022673-0.0078481i
-0.14473-0.46755i,-0.18943-0.35164i,-0.058924-0.18262i,0.028001-0.095124i,-0.050736-0.011488i,-0.10569+0.1071i,-0.037378+0.13647i,0.059788+0.068938i,0.1148-0.00070379i,0.12228-0.039862i,0.090996-0.048771i,0.051742-0.04105i,0.024565-0.043192i,0.005954-0.048816i,-0.011057-0.036101i,-0.023848-0.010748i,-0.024632-0.0031641i,-0.016289-0.019362i,-0.015436-0.038017i,-0.025538-0.042192i,-0.029785-0.033508i,-0.021448-0.026076i,-0.010933-0.021762i
0.080447+0.34375i,-0.01639+0.27133i,-0.051984+0.1441i,0.028103+0.039728i,0.1232+0.026861i,0.18073+0.083105i,0.19736+0.10866i,0.15694+0.078868i,0.095219+0.039316i,0.04083+0.022615i,0.010332+0.02652i,0.0016369+0.018342i,-0.021479-0.00086192i,-0.05229-0.0014462i,-0.050078+0.0077698i,-0.023254+0.0068211i,-0.0069104+0.0062236i,0.0027485+0.0098764i,0.014457+0.015438i,0.022747+0.028056i,0.022857+0.03629i,0.01359+0.028477i,0.0044363+0.012528i
0.0013177+0.005826i,0.28579+0.10818i,0.39505+0.037905i,0.24718-0.098836i,0.11749-0.14464i,0.10287-0.17062i,0.065575-0.20293i,-0.0019973-0.1726i,-0.028313-0.12185i,-0.019716-0.086059i,-0.0008108-0.055339i,0.004957-0.035465i,-0.0014293-0.012764i,0.0063076+0.0072744i,0.019921+0.011528i,0.0237+0.0067172i,0.023282-0.0041727i,0.011354-0.021452i,-0.011373-0.034326i,-0.023626-0.033784i,-0.016778-0.028874i,-0.0047039-0.023445i,-0.002838-0.015778i
0.33585-0.36009i,0.093447-0.68848i,-0.2092-0.72589i,-0.30568-0.47563i,-0.19758-0.26577i,-0.081-0.18589i,-0.042801-0.10738i,-0.01484-0.029143i,-0.0019486+0.014585i,-0.0054256+0.032293i,-0.0098587+0.01952i,-0.026032+0.0056138i,-0.034482+0.014974i,-0.025057+0.026948i,-0.0086652+0.024634i,0.0035062+0.010368i,0.0020167+0.0022862i,-0.0043544+0.012719i,-0.0028873+0.029523i,0.0095408+0.038014i,0.018871+0.029718i,0.01179+0.013677i,0.00024686+0.0082485i
-0.57645+0.25306i,-0.70516+0.39971i,-0.69762+0.51579i,-0.55642+0.48502i,-0.42687+0.28849i,-0.36292+0.079867i,-0.24636-0.028714i,-0.11147-0.076043i,-0.037706-0.091293i,-0.010488-0.084162i,-0.0063507-0.063701i,-0.0028447-0.028371i,0.010793-0.0042192i,0.020334-0.0040226i,0.021935-0.014156i,0.019365-0.021189i,0.016944-0.025472i,0.017432-0.033455i,0.016303-0.045477i,0.0099817-0.057214i,0.00088257-0.052378i,-0.00099404-0.032697i,0.0052513-0.015458i
0.18646+0.0026977i,0.17974+0.28494i,0.24624+0.49603i,0.33015+0.49288i,0.30754+0.42036i,0.18949+0.35567i,0.058445+0.24467i,-0.029283+0.13882i,-0.052915+0.091064i,-0.04209+0.075752i,-0.03066+0.061731i,-0.013985+0.039154i,0.0028414+0.015752i,0.0057714+0.0028394i,-0.0040432-0.0040841i,-0.018485-0.0086943i,-0.022528-0.00082636i,-0.010598+0.017094i,0.0007317+0.02734i,-0.0020327+0.025651i,-0.0075338+0.018018i,-0.0041293+0.0085376i,0.0040353-0.00061908i
0.26423+0.3821i,0.6055+0.31938i,0.8018+0.11846i,0.68542-0.14012i,0.40848-0.29041i,0.1979-0.25039i,0.078618-0.13795i,0.0010051-0.049195i,-0.0296+0.0099855i,-0.022219+0.030884i,-0.012286+0.027947i,-0.010631+0.023774i,-0.0088351+0.018935i,-0.0042502+0.0093836i,-0.010003+0.0071388i,-0.017953+0.019895i,-0.010012+0.023117i,0.0067414-0.0038393i,0.011524-0.040791i,-0.00072897-0.055421i,-0.014998-0.039938i,-0.023241-0.014114i,-0.023286+0.0029294i
-0.072957-0.7126i,-0.061637-1.0154i,-0.1009-1.1075i,-0.22238-0.81089i,-0.23275-0.34798i,-0.1092-0.070395i,-0.016089+0.014565i,0.035949+0.053444i,0.089635+0.059172i,0.10915+0.026015i,0.082915+0.0011209i,0.046624-0.0033041i,0.017366-0.0089579i,-0.0086358-0.009156i,-0.02008+0.0063922i,-0.013543+0.022201i,-0.0091268+0.024689i,-0.022337+0.025508i,-0.036848+0.044083i,-0.03118+0.066958i,-0.010106+0.063951i,0.0056435+0.039368i,0.0064697+0.018946i
-0.12162+0.20756i,-0.56366+0.15036i,-0.83079+0.15838i,-0.63003+0.17611i,-0.2983+0.068694i,-0.14263-0.057861i,-0.081879-0.050468i,-0.004651-0.0090643i,0.035995-0.029745i,0.0057267-0.040217i,-0.012286-0.011746i,0.0075516+0.0041264i,0.0096891+0.003845i,-0.0039199+0.012059i,0.00047443+0.01736i,0.017967+0.0048013i,0.027677-0.010699i,0.028664-0.0094625i,0.033868-0.0038072i,0.042009-0.007179i,0.044785-0.0052543i,0.045106+0.0075915i,0.043805+0.015988i
-0.2145+0.22493i,-0.099445+0.56381i,0.010784+0.74186i,0.05374+0.64735i,0.037395+0.45549i,0.00072278+0.29348i,0.00029779+0.15103i,0.008135+0.028132i,-0.010781-0.039181i,-0.018372-0.046543i,-0.0027738-0.046558i,-0.0021541-0.057719i,-0.007759-0.044757i,0.012071-0.0090412i,0.042305+0.007886i,0.048485-0.0081673i,0.026208-0.023612i,0.010006-0.014075i,0.012099+0.0047368i,0.011168+0.0079845i,0.0013777-0.0084438i,-0.0093157-0.027342i,-0.012044-0.031478i
0.48852-0.017394i,0.58581+0.016817i,0.60587+0.079462i,0.54335-0.0054545i,0.39711-0.14477i,0.22913-0.11903i,0.13779-0.0013479i,0.098145+0.057918i,0.059063+0.065134i,0.041619+0.060575i,0.034616+0.04204i,0.0099141+0.030264i,-0.0037306+0.031405i,0.0024951+0.0039069i,-0.0076055-0.0386i,-0.033989-0.043831i,-0.037435-0.019634i,-0.012431-0.012854i,0.012439-0.032701i,0.019833-0.046541i,0.012343-0.034461i,0.0036102-0.01461i,-0.0031681-0.0081378i
-0.1581+0.024623i,0.072971-0.2273i,0.17246-0.44012i,-0.021903-0.37021i,-0.22199-0.12379i,-0.18562+0.018541i,-0.063409-0.013583i,-0.010865-0.070129i,-0.0023534-0.062993i,0.0014039-0.048127i,-0.017957-0.040151i,-0.029091-0.012262i,-0.013706-0.0011845i,-0.019796-0.014634i,-0.041868-0.0096302i,-0.041012+0.013035i,-0.029152+0.023867i,-0.032961+0.021023i,-0.052711+0.020926i,-0.064417+0.027978i,-0.052848+0.03218i,-0.03205+0.029401i,-0.017312+0.023486i
-0.15427-0.33063i,-0.51492-0.32643i,-0.64731-0.18919i,-0.3795+0.0159i,-0.0044544+0.11809i,0.17377+0.056988i,0.12999-0.024345i,0.048469-0.025957i,0.030031-0.010656i,0.016046-0.010022i,0.0057861+0.010325i,0.02172+0.015978i,0.017357-0.00088012i,-0.018951+0.012573i,-0.041887+0.049095i,-0.029368+0.072379i,0.0068307+0.07298i,0.041635+0.055572i,0.056671+0.028891i,0.05483+0.007033i,0.044593-0.0028026i,0.033911-0.0066196i,0.023876-0.0036868i
0.047617+0.53432i,0.17899+0.58847i,0.19838+0.45368i,0.14772+0.20178i,0.087446-0.035289i,-0.0087152-0.14664i,-0.081711-0.11328i,-0.091617-0.046338i,-0.081334-0.016231i,-0.063356+0.010142i,-0.023462+0.024616i,0.0017745+0.0088466i,-0.0032558+0.004008i,0.014807+0.03232i,0.067571+0.0539i,0.10184+0.029951i,0.085209-0.01491i,0.038633-0.038363i,-0.0026157-0.03162i,-0.023622-0.01984i,-0.030162-0.021048i,-0.030927-0.021551i,-0.023047-0.012579i
-0.10348-0.41594i,-0.13326-0.34101i,-0.077357-0.18998i,-0.0089582-0.13598i,-0.029947-0.1486i,-0.095415-0.11563i,-0.10391-0.038536i,-0.04423+0.016361i,0.022724+0.032498i,0.058161+0.014125i,0.045926-0.021926i,-0.00075426-0.03151i,-0.022593-0.014749i,0.0036585-0.029023i,0.024106-0.074721i,0.0072852-0.093482i,-0.011056-0.070303i,-0.00011309-0.040183i,0.026735-0.027676i,0.040151-0.023124i,0.030481-0.012484i,0.01445-0.0017125i,0.0060972+0.0020021i
0.34499+0.21964i,0.40593+0.073603i,0.28955-0.075177i,0.025669-0.11866i,-0.20292-0.058406i,-0.24359+0.043781i,-0.13884+0.08581i,-0.043482+0.052942i,-0.026143+0.012004i,-0.046405+0.0033916i,-0.050342+0.011836i,-0.025582+0.017459i,0.0027641+0.0093036i,-0.005158-0.017195i,-0.04419-0.049732i,-0.075769-0.067891i,-0.091293-0.060955i,-0.097627-0.033403i,-0.096637-0.0042061i,-0.086994+0.012284i,-0.064445+0.019355i,-0.036684+0.023203i,-0.019104+0.021044i
-0.43304-0.18234i,-0.50732-0.12938i,-0.44519+0.035777i,-0.24631+0.28639i,0.0028375+0.44918i,0.13873+0.39614i,0.1249+0.22157i,0.061226+0.084169i,0.031383+0.030767i,0.03527+0.017731i,0.02939+0.01712i,0.020323+0.020377i,0.013397+0.0099053i,-0.017177+0.0094236i,-0.057007+0.043375i,-0.067928+0.084848i,-0.040406+0.096168i,0.00092677+0.073617i,0.032198+0.045045i,0.049449+0.02985i,0.052475+0.018767i,0.042304+0.0015282i,0.02273-0.008465i
0.45499+0.17903i,0.49721+0.2334i,0.50318+0.19099i,0.5083-0.012752i,0.44374-0.22148i,0.32174-0.24504i,0.19553-0.1232i,0.1072-0.014003i,0.062845+0.026731i,0.046139+0.043963i,0.053658+0.051578i,0.055272+0.029474i,0.030386+0.010981i,0.01605+0.034487i,0.038363+0.069993i,0.065841+0.066915i,0.05931+0.036128i,0.027229+0.013347i,-0.0051973+0.0081371i,-0.02135+0.013075i,-0.01395+0.016519i,-0.00037411+0.016555i,0.0071841+0.01468i
-0.30981+0.062792i,-0.22402-0.043906i,-0.15894-0.16081i,-0.17382-0.19314i,-0.18863-0.18386i,-0.14828-0.17514i,-0.066426-0.15449i,-0.0096494-0.11606i,0.018143-0.075028i,0.043294-0.07906i,0.040718-0.10637i,0.011042-0.08766i,0.0036497-0.042525i,0.03402-0.026375i,0.071065-0.035764i,0.085257-0.035426i,0.081261-0.020572i,0.073969-0.0091082i,0.073326-0.0065716i,0.074063-0.013042i,0.053909-0.023265i,0.023377-0.025992i,0.0096215-0.018878i
0.20246-0.15169i,0.14237-0.075641i,0.030801-0.042559i,-0.11212-0.072207i,-0.21538-0.05845i,-0.22324-0.031121i,-0.17179-0.02509i,-0.094929-0.017282i,-0.04729-0.029886i,-0.067154-0.029945i,-0.081358-0.00197i,-0.052751+0.0056372i,-0.032489-0.0055032i,-0.036782-0.019481i,-0.047532-0.041475i,-0.05205-0.062897i,-0.048908-0.065694i,-0.043618-0.052807i,-0.042504-0.047075i,-0.046142-0.04896i,-0.040853-0.040907i,-0.02215-0.026303i,-0.0079167-0.022692i
-0.16638+0.16869i,-0.21067+0.0238i,-0.2556+0.018137i,-0.21242+0.21778i,-0.11006+0.35661i,-0.06897+0.32511i,-0.086193+0.21874i,-0.089274+0.12686i,-0.069153+0.076713i,-0.051391+0.055327i,-0.052057+0.049128i,-0.049469+0.046909i,-0.02851+0.034974i,-0.01716+0.020429i,-0.027317+0.018659i,-0.031817+0.025696i,-0.016662+0.022837i,0.00070476+0.0072313i,0.0044046-0.0062871i,-0.0036856-0.0069788i,-0.016416+0.0009523i,-0.023802+0.0074424i,-0.020973+0.010595i
-0.051306-0.16093i,-0.018922+0.064686i,0.10677+0.17713i,0.2448+0.074703i,0.3095-0.046256i,0.27004-0.064128i,0.17531-0.00855i,0.11225+0.037052i,0.088268+0.041636i,0.075303+0.047996i,0.074442+0.05798i,0.059337+0.040866i,0.023857+0.020371i,-0.001217+0.023525i,-0.0072893+0.034016i,-0.012528+0.030452i,-0.023986+0.019564i,-0.029643+0.014791i,-0.031689+0.014106i,-0.035799+0.017986i,-0.028358+0.025318i,-0.011399+0.025642i,-0.0025149+0.021688i
0.1743+0.11106i,0.11617-0.087669i,0.0046445-0.19666i,-0.04544-0.17733i,-0.047166-0.15281i,-0.01729-0.10401i,0.052169-0.031308i,0.083922-0.010006i,0.061196-0.015918i,0.051025-0.034425i,0.050548-0.058482i,0.044144-0.043664i,0.053182-0.014411i,0.069116-0.015371i,0.065962-0.027542i,0.045924-0.022455i,0.029671-0.0079918i,0.022116+0.0058996i,0.029472+0.024715i,0.048507+0.033867i,0.049209+0.019162i,0.029622+0.005082i,0.020958+0.0054377i
-0.2128-0.010986i,-0.11769+0.20695i,0.0096487+0.30451i,0.003981+0.20983i,-0.075359+0.087276i,-0.082992-0.024788i,-0.044574-0.12436i,-0.020219-0.13945i,-0.0039011-0.10051i,-0.011324-0.067337i,-0.030324-0.050957i,-0.035915-0.050243i,-0.047108-0.054343i,-0.068033-0.043399i,-0.066959-0.022986i,-0.041648-0.010441i,-0.018444-0.0066877i,-0.00070497-0.013453i,0.010084-0.032112i,0.0113-0.045481i,0.011733-0.03996i,0.0094629-0.030665i,-0.00096584-0.02738i
0.37802-0.073592i,0.33809-0.27901i,0.21739-0.29442i,0.16345-0.10046i,0.15672+0.057119i,0.078103+0.09591i,-0.021069+0.084757i,-0.055447+0.066245i,-0.044351+0.055626i,-0.025448+0.048483i,-0.020056+0.039512i,-0.016275+0.034622i,-0.0018417+0.03533i,0.011032+0.03348i,0.014571+0.023837i,0.016921+0.0097092i,0.023095-0.0020242i,0.017076-0.003037i,0.0025093+0.0075849i,-0.0038101+0.013089i,-0.0084912+0.0079555i,-0.014545+0.0075343i,-0.015389+0.01194i
-0.38438+0.22353i,-0.26282+0.34169i,-0.032862+0.2249i,0.087512-0.018308i,0.076244-0.1427i,0.035117-0.12562i,-0.0046238-0.066287i,-0.019026-0.022498i,-0.0080537-0.0018108i,0.0101+0.019061i,0.031157+0.036592i,0.026533+0.027751i,-0.0050408+0.017723i,-0.020342+0.029087i,-0.0091049+0.039513i,0.0024461+0.031419i,0.003466+0.016363i,0.0033979+0.00046193i,-0.0048501-0.01633i,-0.019966-0.019689i,-0.02121-0.0093419i,-0.012287-0.00017788i,-0.0091147+0.0058407i
0.28166-0.32473i,0.091085-0.4931i,-0.17309-0.46136i,-0.26886-0.28875i,-0.21837-0.13154i,-0.13667-0.0058262i,-0.05946+0.087923i,-0.0075374+0.10294i,0.011582+0.058545i,0.017903+0.0095375i,0.021143-0.015179i,0.029515-0.011952i,0.053619-0.0040825i,0.074914-0.014069i,0.067219-0.031032i,0.035198-0.034994i,0.0061175-0.026027i,-0.0072561-0.0046434i,-0.0040865+0.026064i,0.0083572+0.043768i,0.016808+0.03821i,0.022294+0.02152i,0.027282+0.0057519i
-0.31256+0.47832i,-0.1819+0.66213i,-0.054322+0.58921i,-0.082245+0.35716i,-0.13471+0.17193i,-0.097826+0.055936i,-0.029161-0.020369i,-0.0027253-0.042937i,-0.0082914-0.019029i,-0.013241+0.0043519i,-0.013892-0.0014946i,-0.020877-0.019317i,-0.042585-0.028356i,-0.065686-0.023771i,-0.064365-0.0055026i,-0.037206+0.01693i,-0.0069522+0.025015i,0.010823+0.0054543i,0.010719-0.028621i,0.00017344-0.041765i,-0.0028282-0.029505i,4.0326e-05-0.021305i,-0.0031465-0.021014i
0.1915-0.57935i,0.084595-0.65754i,-0.014476-0.41857i,0.002035-0.051437i,0.066628+0.16782i,0.077702+0.18103i,0.036837+0.11007i,0.012927+0.056133i,0.021475+0.019713i,0.020534-0.004445i,-0.00081054-0.00050286i,-0.011592+0.01894i,0.003377+0.029043i,0.020699+0.024411i,0.018376+0.013551i,0.0058919+0.0030938i,-0.0055235-0.00062377i,-0.01477+0.014321i,-0.01171+0.038068i,0.0030376+0.04112i,0.011619+0.020492i,0.0084361+0.0011211i,0.0016195-0.006112i
-0.10351+0.53785i,0.0087056+0.57017i,0.15862+0.33472i,0.234+0.017397i,0.20639-0.18118i,0.1317-0.20786i,0.065737-0.13374i,0.03359-0.063188i,0.013479-0.025493i,-0.0028251+0.0012558i,-0.00093836+0.022093i,0.0053708+0.029509i,-0.0012435+0.02879i,-0.012943+0.034864i,-0.012302+0.036756i,-0.0022169+0.025578i,0.010761+0.012361i,0.023375-0.0088522i,0.019782-0.038784i,-0.0013372-0.052171i,-0.020364-0.038594i,-0.024925-0.012926i,-0.017112+0.0046166i
-0.013804-0.58807i,-0.16075-0.6002i,-0.28769-0.35707i,-0.30269-0.094764i,-0.23445+0.025905i,-0.15825+0.023395i,-0.093841-0.0045616i,-0.045063-0.01717i,-0.013786-0.02875i,-0.0027887-0.041934i,-0.0047126-0.043049i,0.0023361-0.032118i,0.026999-0.028934i,0.049528-0.041627i,0.045724-0.051605i,0.020408-0.047309i,-0.0014428-0.034669i,-0.0060951-0.011629i,0.0028585+0.016049i,0.0093855+0.027823i,0.0057019+0.02141i,0.0025702+0.012442i,0.0040751+0.0055196i
0.2234+0.60792i,0.34101+0.65695i,0.38292+0.46559i,0.30878+0.18109i,0.15823-0.0079968i,0.029906-0.037416i,-0.0091176-3.2484e-05i,0.004634+0.02457i,0.0049708+0.045303i,-1.0018e-05+0.068611i,0.0066295+0.062971i,0.0024745+0.028099i,-0.029932-0.0022089i,-0.066333-0.0085719i,-0.071303+0.0023829i,-0.045745+0.013138i,-0.015429+0.0097187i,0.0018261-0.014545i,-0.00064516-0.042819i,-0.010986-0.045222i,-0.013322-0.019798i,-0.0051127+0.0045747i,0.0052488+0.011364i
-0.20918-0.50929i,-0.23046-0.56276i,-0.17351-0.35035i,-0.11287-0.037555i,-0.076342+0.15967i,-0.048581+0.1753i,-0.04064+0.088937i,-0.041707+0.02164i,-0.015711-0.0077018i,0.01044-0.032961i,0.0056417-0.041197i,-0.0054373-0.026033i,-0.0029414-0.0062199i,0.0091762+0.0070171i,0.01921+0.0082253i,0.013874+0.00068426i,-0.0043359+0.00034903i,-0.017879+0.020515i,-0.011133+0.045752i,0.0080234+0.047325i,0.021026+0.026194i,0.019766+0.004243i,0.01115-0.0035566i
0.29537+0.42822i,0.29993+0.38341i,0.24734+0.10328i,0.23723-0.1798i,0.24056-0.26614i,0.19886-0.17912i,0.12913-0.046578i,0.080864+0.021587i,0.049277+0.032323i,0.030637+0.040132i,0.031838+0.041385i,0.028685+0.027689i,0.0082548+0.023149i,-0.0082026+0.03185i,-0.0077543+0.035804i,0.0045271+0.029791i,0.017627+0.021253i,0.023884+0.0070865i,0.018595-0.015082i,0.0058213-0.030938i,-0.0039709-0.029698i,-0.0068829-0.017634i,-0.0026569-0.0077839i
-0.42084-0.26523i,-0.48364-0.25357i,-0.46778-0.078271i,-0.41466+0.09411i,-0.31249+0.12611i,-0.17619+0.056527i,-0.067834-0.012308i,-0.026242-0.034049i,-0.018575-0.035134i,-0.013887-0.046993i,-0.010989-0.05964i,-0.0063007-0.055759i,0.01326-0.04453i,0.039918-0.039666i,0.047787-0.039892i,0.03325-0.033121i,0.017862-0.017238i,0.014632+0.0041273i,0.013908+0.025831i,0.0091757+0.032163i,0.0036656+0.018878i,-0.001683+0.0028639i,-0.0057647+3.9982e-05i
0.38566+0.21703i,0.43107+0.26546i,0.35156+0.16933i,0.24634+0.0038318i,0.14322-0.098257i,0.043231-0.094963i,-0.0068905-0.040583i,-0.0010477+4.371e-05i,0.013139+0.019949i,0.017033+0.041675i,0.013586+0.055635i,0.00016784+0.047459i,-0.023617+0.02988i,-0.05003+0.017431i,-0.060895+0.016571i,-0.045156+0.018247i,-0.018828+0.0045979i,-0.0041846-0.023543i,-0.00074489-0.044845i,-0.00060081-0.041801i,-0.0026021-0.021569i,-0.0027203-0.0027865i,0.00080632+0.0046065i
-0.3692-0.15705i,-0.34796-0.20863i,-0.19618-0.11617i,-0.092734+0.05337i,-0.061703+0.14241i,-0.040378+0.10241i,-0.02882+0.018836i,-0.025983-0.023376i,-0.021855-0.038748i,-0.02326-0.06066i,-0.029-0.064901i,-0.021068-0.035231i,0.0055412-0.0031756i,0.031391+0.0094754i,0.03906+0.0087714i,0.02622+0.0037669i,0.0039211+0.0029233i,-0.011208+0.011338i,-0.010059+0.024541i,0.0017872+0.027362i,0.0085177+0.015631i,0.0044692+0.0067509i,0.0015624+0.0075636i
0.32601-0.010725i,0.2821-0.0098594i,0.12956-0.083549i,0.061438-0.16602i,0.078327-0.17007i,0.06693-0.10036i,0.028593-0.022294i,0.017568+0.0083679i,0.021928+0.009077i,0.017945+0.023555i,0.015861+0.043611i,0.015922+0.039614i,0.00508+0.020276i,-0.012117+0.011341i,-0.018484+0.015024i,-0.01241+0.019102i,-0.0057465+0.018387i,-0.0045501+0.0094922i,-0.0067716-0.010959i,-0.0091563-0.02812i,-0.0087936-0.025919i,-0.0068409-0.016009i,-0.0081471-0.011474i
-0.25668+0.076821i,-0.25589+0.087776i,-0.14493+0.15087i,-0.052847+0.18651i,-0.028339+0.12655i,-0.021882+0.054375i,-0.0052904+0.023801i,-0.0037607+0.013642i,-0.022694+0.009811i,-0.036849+0.0030197i,-0.030923-0.01235i,-0.010966-0.022127i,0.013963-0.025223i,0.033798-0.032192i,0.037201-0.038389i,0.027327-0.032822i,0.019793-0.017814i,0.018212-0.00010725i,0.010458+0.020993i,-0.00082471+0.03553i,-0.0039081+0.030419i,-0.0021994+0.017806i,0.00051455+0.011568i
0.29496-0.072197i,0.31229-0.023809i,0.20243-0.00079707i,0.066956-0.035811i,-0.018291-0.05326i,-0.048696-0.041001i,-0.053688-0.027932i,-0.0448-0.014649i,-0.0099174+0.0071481i,0.030267+0.026865i,0.03683+0.034383i,0.0091899+0.02765i,-0.031482+0.014877i,-0.060428+0.010188i,-0.061398+0.011792i,-0.039878+0.0065043i,-0.016015-0.005549i,-0.00011075-0.015973i,0.011883-0.025469i,0.01738-0.030308i,0.014958-0.023949i,0.0091208-0.01544i,0.00087922-0.012237i
-0.13516+0.16052i,-0.10167+0.078607i,0.033279+0.020228i,0.1408+0.051504i,0.15055+0.098792i,0.10877+0.10806i,0.069021+0.091641i,0.044763+0.07663i,0.026389+0.053586i,0.011101+0.014198i,0.0042369-0.019055i,0.010041-0.022778i,0.027005-0.0059821i,0.040645+0.0046108i,0.036473+0.00031282i,0.017897-0.0059626i,0.0030475-0.0052606i,-0.00065202+0.0007312i,-0.00044018+0.012593i,0.0015162+0.022047i,0.004801+0.017718i,0.0070247+0.010998i,0.010591+0.010341i
0.053539-0.090082i,0.0051306-0.069456i,-0.14063-0.055753i,-0.23783-0.069164i,-0.20661-0.064786i,-0.12282-0.047222i,-0.063407-0.02725i,-0.023002-0.003577i,0.015738+0.010467i,0.036393+0.013097i,0.034986+0.014874i,0.02081+0.0094803i,-0.0017019-0.0015577i,-0.020342-0.0019162i,-0.025938+0.0078653i,-0.023655+0.015318i,-0.018929+0.016783i,-0.0117+0.011065i,-0.0039867-0.0070606i,-0.0024809-0.024819i,-0.0057317-0.026583i,-0.0069737-0.021329i,-0.011344-0.015536i
