-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
0.07674-0.96061i,0.17498-0.70001i,0.27343-0.29999i,0.14819-0.02387i,-0.021388+0.24891i,0.052414+0.50292i,0.23254+0.49035i,0.24166+0.23012i,0.10293+0.02615i,0.03652-0.017655i,0.070373-0.038761i,0.06794-0.062099i,0.028813-0.020251i,0.023348+0.032103i,0.046499+0.037263i,0.071977+0.021981i,0.075413+0.0066222i,0.051389+0.0019512i,0.034312+0.0046958i,0.030762-0.0017582i,0.020551-0.012371i,0.0083477-0.029571i,-0.005579-0.053994i
0.82546-0.40109i,0.49474-0.40414i,0.16736-0.36259i,0.055623-0.47277i,-0.037408-0.65415i,-0.16759-0.7184i,-0.2553-0.62302i,-0.22187-0.37225i,-0.071871-0.12685i,0.012553-0.038452i,-0.021794+0.014023i,-0.0165+0.065233i,0.022605+0.025971i,0.026448-0.029184i,0.040353-0.048118i,0.058548-0.070834i,0.03627-0.077088i,-0.0083848-0.039341i,-0.026423+0.010593i,-0.015412+0.038774i,-0.01265+0.045885i,-0.020751+0.041306i,-0.027139+0.027544i
1.0329+0.64637i,0.92742+0.26888i,0.4639-0.022038i,0.16056-0.027293i,0.2582-0.094694i,0.39809-0.4043i,0.24144-0.63787i,-0.05543-0.52415i,-0.14134-0.22443i,-0.01742-0.095928i,0.028421-0.11749i,-0.0058937-0.069658i,0.0084745-0.025395i,-0.014808-0.06182i,-0.11007-0.076273i,-0.17203-0.020937i,-0.13518+0.04844i,-0.056143+0.062305i,-0.028465+0.031261i,-0.042387+0.013268i,-0.045155+0.020082i,-0.031957+0.035138i,-0.016564+0.038927i
-1.5886+8.471i,0.25213+8.6404i,3.4134+7.074i,4.5644+3.0271i,3.6332-0.6176i,1.4045-2.3191i,-0.51805-1.5979i,-1.0764-0.019504i,-0.34089+0.89304i,0.66269+0.42878i,0.70641-0.63356i,0.14046-1.2758i,-0.34394-1.8112i,-0.74787-2.5654i,-0.84864-2.8463i,-0.62092-1.9849i,-0.4126-0.76464i,-0.52033-0.07496i,-0.84293+0.26934i,-0.81255+0.54709i,-0.38991+0.63609i,-0.019408+0.44684i,0.086144+0.092913i
-0.85963-0.033617i,-0.41639+0.15219i,-0.011097+0.10463i,-0.054819+0.026538i,-0.20525+0.061607i,-0.26849-0.0027977i,-0.38255-0.098292i,-0.40632-0.037251i,-0.29596+0.029614i,-0.2306+0.028077i,-0.17896+0.040432i,-0.088645+0.042655i,-0.019333+0.016278i,-0.0070098-0.023374i,-0.049196-0.04328i,-0.079043-0.017552i,-0.04682+0.0032617i,-0.0021605-0.0026688i,0.016411-0.017116i,0.01758-0.027804i,0.016166-0.026654i,0.0081995-0.027533i,-0.014288-0.026328i
-0.15453-1.0632i,-0.2605-0.91245i,-0.26533-0.59243i,-0.33354-0.38077i,-0.52701-0.2082i,-0.57644+0.029015i,-0.38689+0.12335i,-0.19264+0.012856i,-0.090523-0.035168i,-0.010752+0.025353i,0.045547+0.071924i,0.075093+0.077918i,0.068506+0.050885i,0.026551+0.029885i,0.0094975+0.023264i,0.013072+0.0010188i,-0.0027216-0.015604i,-0.013599-0.0033797i,0.00034839+0.012535i,0.015277+0.017507i,0.01337+0.014268i,0.0078386+0.0073207i,0.0097364+0.0085955i
0.92174-0.22404i,0.57879-0.17748i,0.16897-0.099852i,0.041588-0.13616i,0.0053997-0.28001i,-0.11311-0.4471i,-0.25081-0.50726i,-0.29414-0.36225i,-0.21148-0.16395i,-0.10409-0.079745i,-0.060614-0.057424i,-0.049982-0.026141i,-0.044122-0.011345i,-0.05453-0.024137i,-0.081061-0.039245i,-0.10327-0.035926i,-0.088295-0.0097986i,-0.051989+0.016359i,-0.039249+0.035423i,-0.037912+0.057039i,-0.012917+0.062653i,0.02059+0.035905i,0.029146-0.00075946i
0.93175+0.82482i,1.0553+0.56095i,0.82964+0.29763i,0.56344+0.24949i,0.38304+0.25621i,0.09698+0.32301i,-0.11471+0.47808i,-0.045168+0.47291i,0.070025+0.26676i,0.062246+0.12733i,0.041827+0.11506i,0.038381+0.091622i,0.0012333+0.034779i,-0.032975-0.0095582i,-0.018509-0.03588i,0.024777-0.054631i,0.042861-0.061787i,0.031908-0.050869i,0.021182-0.034581i,0.0062933-0.033902i,-0.020983-0.03519i,-0.036829-0.015452i,-0.022064+0.0063214i
-0.73261+0.55189i,-0.65153+0.28973i,-0.51684-0.0056036i,-0.33798-0.02975i,-0.10125-0.026688i,0.052147-0.16093i,0.097462-0.24529i,0.11488-0.20276i,0.10257-0.11312i,0.048879-0.048218i,-0.010747-0.026808i,-0.030246-0.018032i,-0.0055966-0.012633i,0.012503-0.0049228i,0.010755+0.012305i,0.0090546+0.018346i,0.007704+0.0045001i,0.010221-0.012372i,0.017405-0.024262i,0.019647-0.029816i,0.015165-0.028054i,0.0052025-0.015961i,0.0047889+0.0037662i
-0.73634-0.3831i,-0.54058-0.070595i,-0.2852+0.14952i,-0.29531+0.19295i,-0.39374+0.28888i,-0.35146+0.40678i,-0.22945+0.40234i,-0.12162+0.25759i,-0.0651+0.059421i,-0.049623-0.047143i,-0.019635-0.062282i,-0.0060857-0.066701i,-0.021875-0.041673i,-0.0086522+0.0023806i,0.021136+0.021175i,0.027718+0.024878i,0.013324+0.032571i,-0.0032053+0.04683i,-0.0032791+0.050553i,0.0078851+0.035259i,0.0171+0.016885i,0.019881+0.0018774i,0.014094-0.010549i
0.19314-1.0686i,0.031709-0.87773i,0.065184-0.43356i,0.20842-0.23393i,0.16125-0.25209i,0.018081-0.18462i,-0.0003273-0.055788i,0.04565+0.017323i,0.063926+0.047595i,0.046077+0.032352i,0.0054569+0.0087512i,-0.0024372+0.017565i,0.020378+0.025196i,0.022641+0.014899i,0.0058594-0.0029905i,-0.0043704-0.022986i,9.216e-05-0.037332i,0.010271-0.02907i,0.019954+0.00093018i,0.026569+0.021619i,0.025231+0.020458i,0.014169+0.012427i,-0.0061749+0.015563i
0.95737+0.18i,0.84431+0.019083i,0.60834-0.21071i,0.43875-0.39489i,0.26233-0.37998i,0.088391-0.15427i,-0.011769+0.053774i,-0.02896+0.090157i,-0.020064+0.025713i,-0.0038667+0.0020308i,0.040788+0.012927i,0.052734-0.010889i,0.0054855-0.030906i,-0.020663-0.023554i,-0.0032423-0.015653i,0.013257-0.013552i,0.0090016-0.0089149i,-0.0035252-0.0093393i,-0.015601-0.019265i,-0.028992-0.012046i,-0.034394+0.016043i,-0.027573+0.033233i,-0.015258+0.028821i
0.086921+0.8931i,0.071163+0.58687i,-0.13754+0.26317i,-0.2284+0.2346i,-0.072182+0.19654i,0.052586-0.0071529i,0.056943-0.15517i,0.052812-0.14738i,0.074274-0.066193i,0.089748-0.017033i,0.061867-0.011765i,0.025293+0.0030096i,0.017157+0.011777i,0.011283+0.0084105i,0.0087301+0.018607i,0.024786+0.02295i,0.033811+0.011994i,0.020782+0.0055606i,0.0070424+0.0088653i,0.0076492+0.0024826i,0.0037391-0.0121i,-0.010955-0.010156i,-0.014702+0.0069106i
-1.0165+0.34856i,-0.82879+0.43765i,-0.45346+0.36149i,-0.18962+0.29458i,-0.032037+0.28688i,0.026595+0.19909i,-0.056396+0.096633i,-0.15004+0.11393i,-0.13695+0.15472i,-0.074134+0.11745i,-0.028284+0.046421i,-0.0039368-0.0053298i,0.011653-0.025905i,0.021633-0.022146i,0.013135-0.0083116i,-0.0050097+0.010465i,-0.014+0.017145i,-0.017189+0.006787i,-0.018558-0.0025315i,-0.01415-0.0068837i,0.0021416-0.014161i,0.02173-0.033311i,0.023621-0.053707i
-0.17501-0.69106i,-0.0075753-0.38122i,0.13853-0.12412i,0.0082056-0.11393i,-0.18177-0.092716i,-0.1999+0.0023895i,-0.10066+0.058425i,0.0028672+0.039221i,0.026203-0.014883i,-0.025262-0.0095185i,-0.043352+0.053941i,-0.020401+0.075815i,-0.024824+0.052836i,-0.041042+0.035717i,-0.036545+0.024716i,-0.027564+0.0093587i,-0.028969-0.0018173i,-0.02814-0.000207i,-0.013242+0.0090516i,0.0013511+0.014049i,-0.0015562+0.0088697i,-0.018579-2.3894e-05i,-0.038044-0.0059092i
0.69565-0.78873i,0.33367-0.92968i,0.0033828-0.67692i,0.0033615-0.38637i,0.031733-0.33806i,-0.017351-0.31694i,-0.0099086-0.22136i,0.010939-0.15581i,0.015944-0.1032i,0.03874-0.072958i,0.038383-0.072018i,0.027521-0.044682i,0.036579-0.017161i,0.032927-0.015105i,0.025593-0.017383i,0.033365-0.02079i,0.046125-0.026746i,0.04281-0.031676i,0.015897-0.02369i,-0.0064087-0.00065354i,-0.005636+0.020097i,0.0035834+0.024137i,0.0041978+0.020351i
0.60125+0.87803i,0.59845+0.88388i,0.47674+0.69415i,0.39107+0.4315i,0.24516+0.23906i,-0.002854+0.15763i,-0.18707+0.12973i,-0.2011+0.09714i,-0.12743+0.039401i,-0.07622+0.0087695i,-0.051179+0.022006i,-0.039575+0.022644i,-0.03868+0.0091275i,-0.018231-0.0045346i,0.0062199-0.016538i,0.0082277-0.019661i,-0.0035676-0.015248i,-0.0053576-0.0058802i,0.0098765-0.0070147i,0.016437-0.022411i,0.0060667-0.032735i,-0.0019214-0.028803i,0.0085608-0.024429i
-0.36597+0.5058i,-0.045613+0.21785i,0.10843-0.125i,0.030365-0.093205i,0.0438+0.091422i,0.11403+0.12935i,0.10194+0.11787i,0.094934+0.15304i,0.10918+0.17092i,0.10071+0.13407i,0.067439+0.060224i,0.020372+0.0058245i,-0.012482-0.0056645i,-0.031837+0.0049774i,-0.038191+0.025063i,-0.021524+0.040498i,-0.0035465+0.038756i,-0.0042107+0.03182i,-0.012793+0.030335i,-0.011831+0.024886i,-0.0027906+0.0089735i,0.0025478-0.01148i,-0.0037435-0.021885i
-0.96551-0.49411i,-1.0466-0.32266i,-0.81336-0.17086i,-0.56448-0.11251i,-0.399-0.030586i,-0.23323+0.018802i,-0.10319-0.037315i,-0.070378-0.10957i,-0.08187-0.11373i,-0.063457-0.06173i,0.0011209-0.013268i,0.061624-0.0096068i,0.070639-0.021009i,0.053188-0.015656i,0.033019-0.010117i,0.0092474-0.0091573i,-0.0044181-0.0079478i,-0.0041964-0.014095i,-0.0042042-0.020702i,-0.0059577-0.012589i,-0.0014761+0.0042462i,0.0075689+0.013897i,0.014784+0.014391i
0.35267-0.49881i,0.17942-0.14746i,0.032205+0.26271i,-0.040261+0.26933i,-0.13492+0.071806i,-0.18098-0.00070896i,-0.1087+0.01974i,-0.018957+0.032891i,0.008175+0.010553i,-0.031298-0.0090613i,-0.066919+0.012593i,-0.053401+0.029143i,-0.030843+0.0099706i,-0.021108-0.012565i,-0.0096171-0.021846i,0.0018074-0.027125i,0.0032561-0.028291i,0.00035826-0.018102i,0.0054646-0.0031447i,0.011911+0.0033724i,0.0079472+0.0032064i,0.00033549+0.00066891i,-0.0021857-0.010362i
0.94274+0.065458i,0.98152-0.30822i,0.79359-0.48784i,0.65085-0.38726i,0.5432-0.27772i,0.35124-0.21392i,0.14007-0.1137i,0.021871-0.016958i,0.0038644+0.042789i,0.044594+0.044089i,0.055938+0.0070225i,0.025101+0.0054902i,0.016804+0.025512i,0.022797+0.022687i,0.018366+0.016243i,0.018369+0.021774i,0.030841+0.025231i,0.039978+0.0076876i,0.028169-0.018509i,0.0079571-0.027715i,0.00086437-0.024462i,0.0098428-0.0193i,0.022818-0.016916i
-0.38964+0.88165i,-0.41847+0.85819i,-0.4069+0.59034i,-0.26999+0.35312i,-0.08607+0.1708i,-0.023763+0.023417i,-0.040724-0.046913i,-0.030053-0.072126i,-0.0037466-0.096512i,-0.017349-0.093522i,-0.039219-0.049884i,-0.026934-0.022317i,-0.01105-0.022163i,-0.00029346-0.012079i,0.012785-0.0025272i,0.010299-0.0068154i,-0.0096048-0.0085956i,-0.02305+0.0031589i,-0.017289+0.015821i,-0.0048951+0.01487i,0.0035841+0.0072474i,0.0068142+0.0010086i,0.01201+0.0016142i
-0.51782-0.093477i,-0.23182+0.030351i,0.045925+0.056418i,-0.027504+0.067118i,-0.16064+0.14113i,-0.10859+0.1473i,-0.042513+0.071762i,-0.055039+0.045105i,-0.075283+0.068939i,-0.055555+0.080846i,-0.0094744+0.050892i,0.014479+0.0076235i,0.0082118-0.0097482i,-0.011863-0.0068591i,-0.025951+0.0043403i,-0.016447+0.011174i,-0.0016433+0.0030792i,0.00012638-0.003882i,-0.0017265-0.00055576i,0.0010196-0.0011941i,0.001596-0.0045216i,0.00036349+0.0025922i,0.0019994+0.014151i
0.058746-0.84383i,-0.056894-0.87436i,-0.069129-0.70761i,-0.057214-0.53331i,-0.098515-0.32112i,-0.12297-0.10046i,-0.087342-0.00055092i,-0.028951+0.0022354i,0.01864-0.023468i,0.028969-0.035368i,0.01288-0.002948i,0.0079575+0.038125i,0.012191+0.048825i,0.012302+0.039581i,0.0084871+0.021908i,0.0014026+0.0058891i,0.00016477-0.0013403i,0.0064522-0.0092798i,0.0074219-0.015713i,0.006372-0.007157i,0.015933+0.0092905i,0.032461+0.012845i,0.03678+0.0064653i
0.4696+0.080033i,0.13739+0.077717i,-0.25852+0.15253i,-0.27824+0.13719i,-0.10992-0.021712i,-0.03706-0.10311i,0.0093373-0.021082i,0.079811+0.051635i,0.10255+0.041833i,0.054824-0.0019389i,-0.015516-0.02375i,-0.048695-0.011907i,-0.038752-0.00044426i,-0.017692+0.00015372i,0.0041422+0.00082628i,0.017881+0.0024516i,0.012736+0.0060121i,0.00083197+0.018319i,-0.002712+0.029314i,-0.0078976+0.026119i,-0.024346+0.016825i,-0.038645+0.012486i,-0.036266+0.012427i
0.24423+0.63002i,0.59691+0.56235i,0.71161+0.35666i,0.53636+0.286i,0.31199+0.27438i,0.13038+0.16328i,-0.019397+0.028111i,-0.11642-0.031782i,-0.13354-0.0043492i,-0.057676+0.048921i,0.030759+0.03287i,0.040026-0.020601i,0.0054996-0.028803i,-0.013812-0.011374i,-0.017893+0.0004714i,-0.010948+0.0082338i,0.0036206+0.011329i,0.015444+0.0081526i,0.020074+0.0044853i,0.021099-0.0016012i,0.020613-0.0083531i,0.020099+0.0036896i,0.023651+0.026199i
-0.72461-0.010871i,-0.79266+0.062833i,-0.57426+0.04339i,-0.3135+0.013703i,-0.15013+0.049744i,-0.05295+0.082004i,-0.0060769+0.076673i,0.028754+0.071291i,0.05766+0.036096i,0.038347-0.010304i,0.0086133-0.011275i,0.016473-0.0013602i,0.026073-0.017324i,0.015534-0.028049i,0.005828-0.020312i,-0.001352-0.012464i,-0.011504-0.011047i,-0.024494-0.015556i,-0.033271-0.0189i,-0.025293-0.011259i,-0.0067611-0.0042755i,-0.0012143-0.0088976i,-0.012319-0.0097556i
0.028827-0.45898i,-0.048878-0.3736i,-0.031397-0.15506i,0.0085131-0.10842i,-0.012915-0.1707i,-0.010198-0.13437i,0.042821-0.066761i,0.052135-0.050447i,0.0092765-0.035466i,-0.019924-0.0047497i,-0.011045+0.023702i,0.016109+0.043911i,0.037875+0.049304i,0.038558+0.035574i,0.018144+0.019066i,0.0014357+0.014266i,0.0029723+0.01449i,0.01521+0.014444i,0.024391+0.012242i,0.017772+0.0059273i,-0.0030962+0.0057916i,-0.020619+0.011539i,-0.026496+0.0065478i
0.56617+0.010063i,0.67458-0.1285i,0.55406-0.19832i,0.34454-0.18775i,0.148-0.15247i,-0.0074709-0.12704i,-0.091671-0.11926i,-0.106-0.10052i,-0.063714-0.063687i,-0.017882-0.036275i,-0.019243-0.023925i,-0.051421-0.014687i,-0.071352-0.0018363i,-0.054397+0.0073183i,-0.016952+0.00014307i,0.0078584-0.0145i,0.014719-0.020813i,0.015207-0.020861i,0.012403-0.019101i,0.007823-0.013193i,0.0076457-0.0075378i,0.012145-0.0052898i,0.014318-0.0031431i
-0.13771+0.30608i,-0.20825+0.2234i,-0.32587+0.057808i,-0.2892+0.065338i,-0.073077+0.13821i,0.063957+0.12642i,0.044907+0.13305i,0.013247+0.16636i,0.017055+0.14019i,0.015882+0.060232i,-0.0013837-0.0069256i,-0.011291-0.033264i,-0.007807-0.040845i,-0.0083301-0.031798i,-0.0048392-0.004581i,0.0046899+0.015602i,-0.0012208+0.018097i,-0.021396+0.011624i,-0.030445+0.0032154i,-0.021214-0.0030092i,-0.0093311-0.0038936i,-0.0027747-0.0011475i,0.0018263+0.0024413i
-0.20601+0.060801i,-0.10866+0.24516i,0.073393+0.28986i,0.096211+0.18027i,0.0022777+0.080372i,-0.041145+0.016958i,-0.013759-0.053285i,0.024359-0.11572i,0.016798-0.12328i,-0.0062325-0.048605i,0.014616+0.032519i,0.052031+0.052852i,0.0612+0.039261i,0.042854+0.022189i,0.011702+0.0096606i,-0.0082188+0.006364i,-0.0042673+0.0069667i,0.0085086+0.011198i,0.013435+0.020715i,0.011523+0.021906i,0.0069784+0.0088463i,-0.0052915-0.0033473i,-0.023013-0.0075306i
-0.040286-0.25043i,-0.20514-0.30604i,-0.27895-0.21391i,-0.24844-0.10805i,-0.20781-0.049576i,-0.14969-0.0051195i,-0.08527+0.02855i,-0.041442+0.057318i,0.0024647+0.06343i,0.014879+0.026169i,-0.015254-0.010168i,-0.044061-0.025027i,-0.050816-0.027737i,-0.030583-0.026935i,-0.0021779-0.032925i,0.0082484-0.037045i,0.0079914-0.0347i,0.0082796-0.033843i,0.0056741-0.0327i,4.8926e-05-0.020478i,0.00073982-0.0005182i,0.010199+0.0049988i,0.01638-0.0034997i
0.14077-0.0056451i,0.18866-0.087637i,0.1386-0.058692i,0.12154+0.046702i,0.14094+0.085795i,0.11371+0.086454i,0.077015+0.094839i,0.035447+0.074294i,-0.026027+0.052932i,-0.033508+0.042999i,0.0036652+0.013826i,0.022471-0.0045202i,0.016602+0.0037917i,0.00040024+0.02264i,-0.0067991+0.042445i,-0.0032031+0.04792i,-0.0078161+0.042426i,-0.018164+0.041093i,-0.013662+0.038041i,-0.00059748+0.020995i,-0.0025826+0.00097837i,-0.0089491-0.0020122i,0.0030342+0.0053807i
0.047571+0.13907i,0.20135+0.28293i,0.33424+0.20717i,0.28527-0.057428i,0.08454-0.22589i,-0.061142-0.20513i,-0.072785-0.14681i,-0.02227-0.11833i,0.018749-0.094285i,0.025677-0.055561i,0.018267-0.0067489i,0.020981+0.02379i,0.027595+0.020718i,0.020794+0.0027816i,0.0054166-0.0055116i,-0.00045546-0.0037512i,0.0092645-0.0055576i,0.01738-0.012427i,0.010748-0.013995i,-0.00010355-0.0074393i,-0.0034898-0.00069997i,-0.006729+0.00080129i,-0.018769+0.0011651i
0.018907-0.089013i,-0.18651-0.18147i,-0.35031-0.15965i,-0.32665-0.0021892i,-0.15909+0.10535i,-0.035255+0.075935i,-0.046203+0.042399i,-0.0766+0.064692i,-0.046219+0.066217i,-0.010864+0.024883i,-0.011332-0.017177i,-0.030189-0.033466i,-0.030076-0.025236i,-0.0065637-0.022865i,0.0047711-0.032344i,-0.0025112-0.028976i,-0.0040723-0.015503i,0.006159-0.010645i,0.014303-0.013304i,0.014418-0.0085403i,0.016219-0.0020644i,0.022004-0.0066027i,0.02319-0.014159i
0.0012468+0.25995i,0.15639+0.19213i,0.25013+0.10965i,0.2425+0.12597i,0.21382+0.15529i,0.15903+0.1002i,0.10066+0.020995i,0.068476-0.016844i,0.04296-0.01864i,0.020288+0.0017416i,0.02138+0.024936i,0.034952+0.027025i,0.021686+0.01768i,-0.0063202+0.024732i,-0.0075247+0.032867i,0.0028327+0.021181i,-0.0050816+0.012456i,-0.021362+0.019738i,-0.027534+0.028706i,-0.016677+0.02607i,-0.00322+0.017671i,0.0023368+0.016435i,0.008264+0.017725i
-0.38582-0.15277i,-0.34688-0.055008i,-0.20681-0.085684i,-0.17887-0.26623i,-0.25026-0.29305i,-0.23653-0.12404i,-0.14897+0.016591i,-0.088185+0.060255i,-0.047108+0.052581i,-0.029219+0.019424i,-0.030903+0.0075462i,-0.016653+0.014985i,0.0053815-0.00032765i,0.016325-0.024175i,0.015047-0.029705i,0.012756-0.024047i,0.017475-0.023972i,0.022204-0.030139i,0.017842-0.033331i,0.0035822-0.026796i,-0.010947-0.012497i,-0.020093-0.0035379i,-0.028267-0.003091i
0.34427-0.47609i,0.15229-0.46772i,-0.088899-0.16704i,-0.08177+0.14424i,0.058159+0.15836i,0.084568+0.0053825i,0.037998-0.059479i,0.031846-0.070023i,0.018397-0.089i,-0.0040459-0.06931i,-0.0045752-0.038741i,-0.018656-0.026706i,-0.029338-0.0059816i,-0.021294+0.0066328i,-0.019807+0.0047157i,-0.02535+0.0079693i,-0.02662+0.012824i,-0.022533+0.014477i,-0.010375+0.014841i,0.0036008+0.0085476i,0.0087842-0.0039638i,0.009635-0.011355i,0.013853-0.0067433i
0.44405+0.63956i,0.55002+0.5975i,0.53501+0.34331i,0.47836+0.12475i,0.39156+0.020499i,0.2767-0.024739i,0.17263-0.045121i,0.10334-0.025775i,0.074181+0.032293i,0.067538+0.064409i,0.048384+0.048413i,0.025994+0.022466i,0.0066723+0.006539i,-0.0079882+0.011208i,-0.0028978+0.02266i,0.0086661+0.019576i,0.0099051+0.012922i,0.0043535+0.0095093i,-0.004037+0.0032698i,-0.0098228+0.00032635i,-0.0077291+0.0048781i,-0.0035365+0.013251i,0.00058836+0.015725i
-0.7718+0.24117i,-0.77534+0.22519i,-0.58155+0.043138i,-0.52331-0.11465i,-0.51222-0.041555i,-0.35843+0.12271i,-0.20237+0.15999i,-0.15745+0.12524i,-0.14003+0.090106i,-0.10437+0.047594i,-0.062543+0.017341i,-0.021575+0.0025552i,0.0086283-0.0093213i,0.026288-0.020273i,0.029378-0.025307i,0.024695-0.024574i,0.019903-0.021154i,0.017541-0.01525i,0.014094-0.0078525i,0.0044404+0.00036128i,-0.0035788+0.0049479i,-0.0059952-0.00059468i,-0.012614-0.0085749i
-0.034126-0.8202i,-0.013373-0.77166i,0.020549-0.31999i,0.077633+0.079499i,0.093682+0.12566i,0.038793-0.006029i,0.023254-0.083185i,0.063513-0.10947i,0.077028-0.12448i,0.046591-0.10278i,0.01695-0.056936i,0.0071389-0.02114i,0.003784-0.0028144i,-0.0082181+0.0068512i,-0.018702+0.015047i,-0.016102+0.019098i,-0.013901+0.011913i,-0.020097+0.0019538i,-0.020136+0.0017459i,-0.0076629+0.0049513i,0.0034965+0.0028904i,0.007126+0.0011541i,0.012208+0.0047963i
0.78512+0.16605i,0.83806+0.14095i,0.62568-0.040743i,0.43434-0.22736i,0.29981-0.25444i,0.13605-0.13692i,0.0013108-0.00081959i,-0.053255+0.081454i,-0.032077+0.11091i,0.019749+0.078458i,0.033503+0.02429i,0.017663+0.0061167i,0.0080175+0.0079091i,0.004497+0.0059619i,0.0049127+0.0023785i,0.0064466-0.00028556i,0.010677+0.0024196i,0.020101+0.0024729i,0.024928-0.0034372i,0.019436-0.0088815i,0.0070914-0.0098324i,-0.0041391-0.0060658i,-0.0094098-0.0042477i
-0.31972+0.63556i,-0.4405+0.60607i,-0.47648+0.36346i,-0.48195+0.23604i,-0.38836+0.24266i,-0.20202+0.20243i,-0.076541+0.12086i,-0.022471+0.055707i,-0.014451+0.001404i,-0.036773-0.0094853i,-0.027834+0.0096605i,-0.0080487+0.0038468i,-0.0075091-0.0061433i,-0.00039073-0.0088922i,0.0046272-0.020999i,-0.0026427-0.029506i,-0.011187-0.025747i,-0.015416-0.011875i,-0.013726+0.0024817i,-0.0072533+0.0066225i,0.0026734+7.8872e-05i,0.0075852-0.0099658i,0.0013405-0.012721i
-0.48554-0.35502i,-0.42972-0.32153i,-0.13113-0.078708i,0.13849+0.10822i,0.19593+0.10484i,0.13128+0.00056707i,0.080155-0.071781i,0.067697-0.077314i,0.068473-0.053671i,0.047688-0.028324i,0.012176-0.0070806i,-5.5772e-05+0.0040948i,0.0038188-0.00057598i,-0.0027003-0.0017547i,-0.0080308+0.014024i,-0.00037823+0.027735i,0.0054474+0.023415i,0.0033808+0.0081906i,0.00028776-0.0058834i,-0.0024026-0.0091558i,-0.0015848+0.0016594i,0.0052739+0.014474i,0.014945+0.017943i
0.3622-0.35329i,0.38341-0.36972i,0.2324-0.36389i,0.064493-0.43828i,-0.054923-0.42576i,-0.14423-0.23226i,-0.16863-0.053347i,-0.16253+0.0097615i,-0.1376+0.032786i,-0.064772+0.028381i,-0.0082751-0.0011756i,0.00098479-0.0098016i,-0.0025142+0.0026132i,-0.0032258+0.011639i,0.00071571+0.014436i,0.0054052+0.014457i,0.0096569+0.014015i,0.012991+0.012365i,0.010764+0.011406i,0.0022437+0.009063i,-0.012409+0.0053845i,-0.023299+0.0060601i,-0.021358+0.0050939i
0.26632+0.32863i,0.20331+0.35674i,-0.0011973+0.33576i,-0.14916+0.35634i,-0.11495+0.27139i,0.0015426+0.084338i,0.07688-0.022215i,0.11963-0.037536i,0.11157-0.044284i,0.052187-0.027197i,0.023323+0.0067567i,0.022447+0.011652i,0.011538+0.0011597i,0.0020754-0.0075737i,-0.0038591-0.018584i,-0.011081-0.025957i,-0.013396-0.028582i,-0.014615-0.026713i,-0.015331-0.017397i,-0.010412-0.008193i,-0.0025482-0.0093714i,-0.0018314-0.018428i,-0.0077272-0.016831i
-0.2378+0.21425i,-0.15483+0.19248i,0.098138+0.10201i,0.31291+0.030456i,0.33358+0.0070511i,0.20932-0.00074309i,0.063284-0.015979i,-0.030159-0.0074211i,-0.044147+0.022748i,-0.019949+0.032474i,-0.015529+0.023248i,-0.015723+0.020644i,-0.0010591+0.015299i,0.0097966+0.0079644i,0.01475+0.0073055i,0.018092+0.0072007i,0.015826+0.0091137i,0.012946+0.010835i,0.014769+0.0062525i,0.016109+0.0011117i,0.020154+0.001986i,0.029883+0.0043411i,0.031865+0.00095315i
-0.20532-0.23593i,-0.23465-0.29244i,-0.23952-0.32934i,-0.28741-0.34928i,-0.31251-0.24662i,-0.22587-0.070313i,-0.10891+0.01882i,-0.062787+0.014794i,-0.055714-0.0056796i,-0.044625-0.016317i,-0.028868-0.019337i,-0.020422-0.018449i,-0.024477-0.0065337i,-0.021956+0.011854i,-0.0088301+0.021105i,0.0011607+0.020155i,0.00084634+0.01357i,-0.0076331+0.0082443i,-0.014244+0.0065506i,-0.014233+0.007223i,-0.012606+0.01153i,-0.010808+0.019035i,-0.0060198+0.019392i
0.18488-0.18787i,0.17652-0.13587i,0.063324+0.052299i,-0.015066+0.25318i,0.01943+0.29128i,0.070759+0.15704i,0.094153+0.054159i,0.12121+0.042583i,0.12444+0.034173i,0.076902+0.011044i,0.030658-0.00020107i,0.021634-0.0033145i,0.023711-0.01592i,0.01184-0.030431i,-0.0082405-0.029976i,-0.021329-0.020199i,-0.017621-0.012133i,-0.0053072-0.010748i,2.2962e-05-0.0114i,-0.0040889-0.0097224i,-0.014465-0.010962i,-0.025588-0.013662i,-0.029386-0.0061778i
