-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
-0.29638-0.016552i,-0.42283+0.13675i,-0.43276+0.32968i,-0.39004+0.42374i,-0.33778+0.38274i,-0.26379+0.28105i,-0.17887+0.15417i,-0.10606+0.029489i,-0.078698-0.043838i,-0.081713-0.049332i,-0.071336-0.028122i,-0.043755-0.011699i,-0.013783-0.00042691i,0.0011445-0.0031898i,-0.011922-0.024061i,-0.033683-0.036775i,-0.034903-0.024683i,-0.013201-0.004707i,0.013374+0.0033733i,0.028771+0.0022629i,0.037011+0.0022307i,0.040007+0.00042315i,0.032549-0.0028012i
0.26443-0.1865i,0.32394-0.271i,0.26292-0.18439i,0.14057+0.014396i,0.0672+0.15657i,0.064255+0.20826i,0.077678+0.1929i,0.060832+0.14291i,0.031424+0.11342i,0.014285+0.084729i,-0.0095706+0.038209i,-0.039447+0.011467i,-0.048402+0.0073223i,-0.04844+0.013659i,-0.04842+0.033169i,-0.02795+0.047459i,0.009686+0.036751i,0.028809+0.0049251i,0.016549-0.023794i,-0.0013813-0.034806i,-0.010117-0.038459i,-0.016294-0.035782i,-0.014143-0.023889i
-0.0039525+0.28107i,0.11726+0.33511i,0.31084+0.23983i,0.51777+0.11706i,0.59717+0.02655i,0.51043-0.07371i,0.3372-0.11575i,0.16587-0.078074i,0.077148-0.024888i,0.070222+0.0050236i,0.071722+0.01128i,0.052801+0.015558i,0.042691+0.026587i,0.060422+0.035152i,0.084709+0.032596i,0.079335+0.014302i,0.045597-0.0098111i,0.015719-0.021612i,0.0017949-0.024529i,-0.008483-0.028483i,-0.019065-0.028563i,-0.020986-0.020924i,-0.016454-0.013035i
-0.26382-0.19744i,-0.41679-0.25152i,-0.46769-0.34337i,-0.48368-0.49467i,-0.50981-0.5144i,-0.46685-0.36367i,-0.3378-0.21348i,-0.18901-0.10388i,-0.084921-0.051263i,-0.062332-0.058359i,-0.081408-0.044835i,-0.07164-0.0084007i,-0.033677+0.0020706i,0.0015495-0.024935i,0.013975-0.068923i,0.0073976-0.087283i,-0.0014842-0.072224i,-0.012268-0.04617i,-0.025024-0.013729i,-0.029391+0.023363i,-0.024716+0.050387i,-0.017303+0.051367i,-0.013326+0.03544i
0.32167-0.051042i,0.37183-0.088702i,0.21149+0.035104i,0.019114+0.27306i,-0.013154+0.3924i,0.012185+0.3616i,0.001893+0.2601i,-0.010232+0.11567i,-0.035203+0.0078681i,-0.060117-0.010525i,-0.053249+0.0037206i,-0.032761+0.0053343i,-0.022459-0.0052675i,-0.048344-0.017725i,-0.096015-0.0089797i,-0.11628+0.019026i,-0.095056+0.037356i,-0.052916+0.033748i,-0.013053+0.019004i,0.019044+0.0001462i,0.043194-0.021971i,0.046874-0.035486i,0.031463-0.02787i
-0.17058+0.26936i,-0.15387+0.3603i,-0.077806+0.28478i,-0.01492+0.16059i,0.037764+0.09868i,0.10876+0.044538i,0.11821+0.0095311i,0.066754+0.024873i,0.037697+0.048494i,0.037349+0.059512i,0.047324+0.062884i,0.050696+0.047167i,0.027392+0.028844i,0.0085587+0.048216i,0.026755+0.087131i,0.057687+0.090566i,0.058847+0.057861i,0.029515+0.029008i,0.0059731+0.021619i,0.003222+0.017789i,-0.0032286+0.0049403i,-0.02246+9.4479e-05i,-0.025302+0.0024336i
-0.10999-0.2828i,-0.17215-0.27628i,-0.037294-0.11676i,0.22982-0.018422i,0.33376-0.070061i,0.23778-0.12902i,0.15823-0.11926i,0.12023-0.10091i,0.063189-0.083471i,0.027012-0.062865i,0.0051962-0.061523i,-0.018084-0.05118i,-0.011099-0.022589i,0.024475-0.016837i,0.052028-0.040367i,0.045374-0.056223i,0.023372-0.04437i,0.0177-0.027446i,0.01922-0.032719i,-0.00052771-0.042694i,-0.033892-0.02616i,-0.042191+0.0056314i,-0.025321+0.020103i
0.31963+0.10496i,0.40674-0.011217i,0.20111-0.21134i,-0.1712-0.33575i,-0.37467-0.29846i,-0.35414-0.17754i,-0.26272-0.090847i,-0.15958-0.033947i,-0.075173-0.0051678i,-0.04751-0.0025217i,-0.045641+0.0097859i,-0.03845+0.02092i,-0.030773+0.013185i,-0.028447-0.015446i,-0.042435-0.05328i,-0.059755-0.064331i,-0.056214-0.043234i,-0.043549-0.012643i,-0.034426+0.015547i,-0.015497+0.035903i,0.017892+0.043709i,0.04144+0.033624i,0.034054+0.016447i
-0.29391+0.15852i,-0.30654+0.31472i,-0.11342+0.41295i,0.11852+0.43289i,0.18605+0.39801i,0.15848+0.31827i,0.1337+0.19909i,0.085052+0.061725i,0.018978-0.010093i,-0.010519+0.0017407i,-0.001698+0.027484i,0.0088584+0.040734i,0.0088717+0.04464i,-0.0039663+0.04913i,-0.019627+0.071149i,-0.020726+0.089256i,-0.010829+0.078795i,0.00037759+0.049845i,0.0062727+0.024677i,0.0084044+0.0094417i,0.012003-0.0090857i,0.00803-0.02881i,-8.5881e-05-0.0319i
0.062739-0.35152i,-0.036456-0.4951i,-0.18574-0.47316i,-0.24366-0.32849i,-0.15789-0.19092i,-0.066321-0.12051i,-0.03979-0.065026i,-0.024455-0.011316i,-0.0017098+0.0034061i,0.0078486-0.015053i,0.0088809-0.035901i,0.011182-0.04576i,0.013083-0.036985i,0.024148-0.014596i,0.045804-0.00015629i,0.058153+0.0042379i,0.049903+0.010477i,0.038174+0.017642i,0.037823+0.010639i,0.030345-0.016056i,0.0032902-0.035764i,-0.022776-0.026622i,-0.029386-0.003949i
0.22217+0.30154i,0.39267+0.35362i,0.48706+0.23559i,0.43983+0.030889i,0.28791-0.065801i,0.17652-0.0085277i,0.15209+0.026568i,0.10529+0.0030226i,0.02672+0.0088141i,-0.013278+0.024656i,-0.032082+0.010809i,-0.049482-0.010664i,-0.049638-0.020873i,-0.042362-0.029228i,-0.038933-0.042344i,-0.028605-0.044622i,-0.005119-0.035098i,0.010948-0.032479i,-0.002157-0.032467i,-0.023842-0.012497i,-0.022857+0.018411i,-0.0053091+0.033554i,0.0078297+0.031141i
-0.38035-0.063088i,-0.59561-0.017536i,-0.72601+0.081821i,-0.71049+0.19912i,-0.4975+0.2072i,-0.23611+0.065399i,-0.13056-0.045782i,-0.10076-0.028935i,-0.043479+0.0062405i,-0.010654+0.009792i,-0.012498+0.026157i,-0.019728+0.047733i,-0.022872+0.057327i,-0.017166+0.062561i,-0.009016+0.064905i,0.0019161+0.053214i,0.015308+0.025841i,0.020915+0.0039317i,0.016512+0.004655i,0.013463+0.016645i,0.014764+0.01704i,0.013611+0.0059747i,0.014611-0.0026045i
0.31051-0.20508i,0.46379-0.27651i,0.57253-0.20037i,0.60848-0.063937i,0.4907-0.0072139i,0.26696+0.00092971i,0.13121+0.0071825i,0.085151-0.014724i,0.04644-0.026571i,0.032193-0.022737i,0.02583-0.028112i,0.01332-0.011076i,0.023866+0.018468i,0.048512+0.018185i,0.061156-0.0087532i,0.046541-0.0365i,0.012572-0.047916i,-0.0089157-0.043708i,-0.00076507-0.033558i,0.020416-0.032625i,0.028587-0.039537i,0.018142-0.03695i,0.00048765-0.027219i
-0.041089+0.34882i,-0.034891+0.45451i,-0.019194+0.34496i,-0.024187+0.10052i,-0.074605-0.065573i,-0.14101-0.10015i,-0.18868-0.066209i,-0.16631-0.021002i,-0.098788-0.022342i,-0.065527-0.030789i,-0.045267-0.0074454i,-0.0090323+0.00022132i,0.014679-0.024001i,0.017532-0.057273i,0.0026147-0.075157i,-0.019179-0.061964i,-0.031818-0.033393i,-0.039171-0.011093i,-0.047334-0.00064492i,-0.053013+0.0026092i,-0.052379+0.0093023i,-0.041555+0.018351i,-0.023091+0.019516i
-0.22172-0.30235i,-0.29991-0.44328i,-0.27195-0.49793i,-0.20578-0.41966i,-0.1409-0.19217i,-0.017795+0.069589i,0.13542+0.1502i,0.16792+0.062813i,0.086437+0.010559i,0.021611+0.023895i,-0.0067485+0.03392i,-0.013487+0.033406i,-0.015027+0.02103i,-0.049808+0.015632i,-0.097218+0.033453i,-0.10933+0.0551i,-0.085182+0.060179i,-0.047292+0.048639i,-0.014876+0.030965i,-0.0017883+0.016954i,-0.0027843+0.0066648i,-0.0014467-0.003759i,0.0014755-0.0076069i
0.33389+0.043335i,0.37342+0.092043i,0.16358+0.21268i,-0.077522+0.34065i,-0.085039+0.28579i,-0.0020496+0.081446i,-0.01553-0.022702i,-0.032893+0.0030805i,-0.0021224+0.011279i,0.016607-0.015206i,0.024425-0.037079i,0.01445-0.05254i,-0.0099594-0.040155i,-0.0011122-0.0016369i,0.042579+0.029439i,0.076972+0.037501i,0.078652+0.031877i,0.062121+0.027651i,0.049229+0.02839i,0.044567+0.028275i,0.042838+0.02619i,0.033867+0.019002i,0.015589+0.0051488i
-0.24618+0.23848i,-0.2484+0.32517i,-0.01889+0.23795i,0.23294+0.028775i,0.2537-0.080093i,0.1846-0.082227i,0.16253-0.10616i,0.1067-0.1114i,0.033993-0.05214i,0.0041639-0.0046384i,-0.014421+0.0081742i,-0.027736+0.016562i,-0.022423+0.018069i,-0.0081964+0.014952i,0.0048544+0.0073154i,0.010199-0.00083348i,0.01173+0.0011122i,0.010501-0.0021582i,-0.0023476-0.019502i,-0.015915-0.029715i,-0.016476-0.027312i,-0.012752-0.020222i,-0.0097344-0.006101i
0.015188-0.34936i,-0.035684-0.46724i,-0.1465-0.34437i,-0.21609-0.091073i,-0.20008+0.015477i,-0.23516+0.007202i,-0.27958+0.047055i,-0.19783+0.072767i,-0.090701+0.028579i,-0.056047-0.00035811i,-0.047715+0.0093805i,-0.041834+0.021536i,-0.031558+0.031046i,-0.008723+0.020916i,0.0058204-0.013521i,0.006126-0.040001i,0.0093432-0.042181i,0.015827-0.026919i,0.020166-0.0080976i,0.020114-0.0028064i,0.014449-0.0077868i,0.008135-0.0075311i,0.0055721-0.0013048i
0.2351+0.25109i,0.35557+0.2992i,0.35339+0.13683i,0.22094-0.076421i,0.11042-0.084097i,0.12848+0.02139i,0.16214+0.035384i,0.10971+0.0017409i,0.036691+0.0034395i,0.014359+0.021543i,0.033835+0.027274i,0.053565+0.022832i,0.052619+0.020531i,0.037916+0.026938i,0.023154+0.040791i,0.015855+0.042669i,0.012319+0.018049i,0.0046288-0.01252i,-0.010739-0.02269i,-0.025116-0.010867i,-0.031786+0.0033206i,-0.032667+0.0047615i,-0.0262-0.0010057i
-0.35325-0.0045552i,-0.4956+0.087026i,-0.38377+0.28203i,-0.084858+0.38775i,0.091513+0.26931i,0.077108+0.12816i,0.046531+0.092426i,0.03396+0.041669i,-0.00098046-0.024153i,-0.025647-0.049716i,-0.039417-0.055408i,-0.042397-0.04388i,-0.018914-0.035931i,0.00016175-0.063726i,-0.0066329-0.098805i,-0.025565-0.1i,-0.04142-0.071079i,-0.042653-0.037549i,-0.028022-0.0098721i,-0.0066283+0.0067853i,0.009586+0.011203i,0.013618+0.015734i,0.010238+0.021887i
0.28484-0.26476i,0.41367-0.4989i,0.30567-0.72409i,0.010839-0.75051i,-0.15415-0.5409i,-0.097227-0.33795i,-0.0050383-0.24779i,0.025366-0.13649i,0.042421-0.0057909i,0.056036+0.045607i,0.039922+0.034303i,0.010603+0.016899i,-0.012054+0.011143i,-0.030195+0.026935i,-0.038496+0.053668i,-0.033972+0.066096i,-0.026776+0.063477i,-0.017803+0.056866i,0.0045432+0.047039i,0.027695+0.026575i,0.030149+0.0027031i,0.021528-0.006108i,0.016188-0.0048932i
-0.070037+0.38043i,-0.11586+0.63615i,-0.068019+0.74562i,0.029326+0.62273i,0.045731+0.41584i,-0.0015004+0.26631i,-0.05314+0.14765i,-0.086843+0.05158i,-0.079122+0.004205i,-0.059685-0.0073732i,-0.051887+0.0045989i,-0.037635+0.013002i,-0.024431+0.002633i,-0.023803-0.0011382i,-0.026939+0.01222i,-0.019518+0.03098i,0.0016116+0.04061i,0.021294+0.030193i,0.020624-0.0010278i,-0.0020663-0.029533i,-0.020733-0.033365i,-0.016318-0.027109i,-0.0052855-0.025148i
-0.20173-0.29646i,-0.35021-0.48683i,-0.48703-0.45284i,-0.48333-0.19058i,-0.316-0.0085833i,-0.16891-0.0051713i,-0.093608-0.0070782i,-0.007899+0.0060955i,0.049306-0.015427i,0.052065-0.033042i,0.046283-0.029505i,0.035957-0.017953i,0.026683+0.0049291i,0.048829+0.026479i,0.086055+0.021753i,0.095787-0.0029902i,0.075219-0.022487i,0.041713-0.031035i,0.003769-0.025631i,-0.022059-0.0038692i,-0.026414+0.018341i,-0.026096+0.022649i,-0.028653+0.017412i
0.36117+0.11152i,0.66118+0.22773i,0.87271+0.22609i,0.82588+0.10096i,0.58783+0.044292i,0.37277+0.071969i,0.21177+0.07243i,0.064067+0.048826i,-0.027763+0.025797i,-0.064962+0.018767i,-0.070496+0.03125i,-0.058353+0.033191i,-0.050851+0.01745i,-0.057086-0.0056166i,-0.068066-0.023804i,-0.06202-0.028097i,-0.039629-0.027219i,-0.018102-0.014371i,0.0033559+0.013144i,0.029312+0.028792i,0.046422+0.02134i,0.045648+0.0098574i,0.035933+0.0063436i
-0.33308+0.11808i,-0.63413+0.1414i,-0.76896+0.14409i,-0.59545+0.10709i,-0.33951+0.015981i,-0.20236-0.040355i,-0.087158-0.027981i,0.029284-0.022399i,0.057623-0.033485i,0.041874-0.03291i,0.038566-0.028113i,0.040415-0.01616i,0.049059+0.00012102i,0.059786-0.00032119i,0.056278-0.012781i,0.033213-0.020095i,0.0048904-0.017653i,-0.0068332-0.01718i,-0.0052557-0.031073i,-0.0069941-0.047478i,-0.01443-0.046406i,-0.016895-0.029537i,-0.010261-0.013423i
0.16133-0.28304i,0.37166-0.46637i,0.468-0.54261i,0.36034-0.44641i,0.25239-0.27468i,0.22144-0.15621i,0.13557-0.10125i,0.018813-0.05023i,-0.029622+0.0069915i,-0.025556+0.040583i,-0.020934+0.042552i,-0.026703+0.029361i,-0.033039+0.019101i,-0.039252+0.022092i,-0.040819+0.034076i,-0.031194+0.039785i,-0.019219+0.032505i,-0.015078+0.018978i,-0.020758+0.010949i,-0.031201+0.012843i,-0.032104+0.011913i,-0.024361-0.00072774i,-0.020886-0.011449i
0.064944+0.29823i,0.0099711+0.56466i,-0.04314+0.65939i,-0.086388+0.45069i,-0.19273+0.17216i,-0.26543+0.050421i,-0.18491+0.019055i,-0.075753-0.02066i,-0.042376-0.040771i,-0.035553-0.037665i,-0.024576-0.041479i,-0.01487-0.044052i,-0.0047183-0.042685i,0.0021344-0.048382i,7.274e-05-0.053084i,-0.0086374-0.039403i,-0.014708-0.011228i,-0.016654+0.014255i,-0.00898+0.035639i,0.01392+0.047882i,0.029971+0.043215i,0.023373+0.035013i,0.012067+0.031755i
-0.222-0.1846i,-0.32753-0.4526i,-0.35114-0.59218i,-0.25474-0.41906i,-0.081154-0.1495i,0.047417-0.031469i,0.042689-0.010373i,-0.0064354+0.017594i,0.002943+0.038478i,0.032553+0.034285i,0.033596+0.03545i,0.018711+0.046623i,0.0052971+0.052887i,0.0056589+0.062616i,0.017208+0.068356i,0.028416+0.056283i,0.037501+0.035407i,0.045774+0.013442i,0.049749-0.016456i,0.039751-0.048019i,0.01863-0.058621i,0.003798-0.048449i,-0.00035296-0.034528i
0.24061+0.007559i,0.42613+0.16798i,0.44656+0.30068i,0.23045+0.27718i,-0.015242+0.2157i,-0.1064+0.20841i,-0.051423+0.17133i,0.023673+0.08686i,0.031464+0.021443i,0.0017853-0.0022155i,-0.016784-0.014526i,-0.019045-0.025859i,-0.014598-0.033146i,-0.014466-0.045726i,-0.018405-0.052875i,-0.017256-0.042916i,-0.012166-0.029499i,-0.013336-0.019825i,-0.028691-0.010775i,-0.04664-0.00085395i,-0.046113+0.010091i,-0.029062+0.017397i,-0.011724+0.017559i
-0.14682+0.13062i,-0.3609+0.14971i,-0.42432+0.13966i,-0.19616+0.12887i,0.10058+0.064803i,0.22885-0.045067i,0.1804-0.092419i,0.086027-0.062748i,0.042673-0.033909i,0.027592-0.033826i,0.012421-0.026688i,0.0072488-0.0069116i,0.010048+0.0091636i,0.018888+0.016765i,0.028509+0.0098201i,0.026906-0.0045373i,0.016009-0.015732i,0.0045151-0.015736i,-4.3268e-05+0.0053819i,0.0053415+0.035667i,0.011686+0.048468i,0.0076587+0.038074i,-0.00077233+0.021807i
0.035645-0.18435i,0.21667-0.32551i,0.34222-0.35905i,0.24602-0.23408i,0.052047-0.062339i,-0.049568+0.044859i,-0.036764+0.046739i,-0.0098142-0.0066462i,-0.026262-0.027255i,-0.042252-0.0019816i,-0.038638+0.01725i,-0.034922+0.017288i,-0.036583+0.014842i,-0.048013+0.016335i,-0.058775+0.02155i,-0.054092+0.026759i,-0.038311+0.03242i,-0.014614+0.032835i,0.01763+0.012398i,0.043766-0.023245i,0.047473-0.046484i,0.038867-0.044492i,0.032078-0.03128i
0.068399+0.11026i,0.010461+0.28921i,-0.052732+0.3297i,0.00051885+0.13656i,0.10944-0.093923i,0.11158-0.213i,0.0097939-0.19739i,-0.055194-0.10129i,-0.041514-0.043495i,-0.025819-0.0392i,-0.020404-0.027605i,-0.0052086-0.010722i,0.012302-0.0025856i,0.03038-0.0048966i,0.039705-0.014438i,0.034299-0.021601i,0.021596-0.026009i,0.0063532-0.030108i,-0.017087-0.031469i,-0.04249-0.022669i,-0.048522-0.0082913i,-0.039231-0.0019839i,-0.032918+0.00042686i
-0.1021-0.018322i,-0.1724-0.17093i,-0.18078-0.25301i,-0.17073-0.16102i,-0.19003-0.01126i,-0.16356+0.11837i,-0.069269+0.16883i,-0.0071633+0.11452i,-0.011874+0.06686i,-0.0088508+0.063278i,0.0059941+0.048916i,0.0042449+0.028356i,-0.00068898+0.016989i,-0.0041862+0.016595i,-0.0078139+0.027764i,-0.0041877+0.036996i,0.0050964+0.036519i,0.0086339+0.031718i,0.0045713+0.033861i,0.00097529+0.037979i,-0.001027+0.031219i,-0.0032059+0.018872i,-0.0020283+0.011027i
0.068218-0.049761i,0.20185+0.016578i,0.24663+0.079774i,0.15602+0.048937i,0.056467-0.037875i,-0.0039425-0.0986i,-0.042251-0.0841i,-0.033436-0.024887i,9.1069e-05-0.001766i,0.0016564-0.010258i,-0.013876-0.012808i,-0.01836-0.0071529i,-0.0096429-0.0050753i,0.0046354-0.0179i,0.009152-0.035803i,0.0014809-0.041951i,-0.009229-0.034112i,-0.01212-0.020681i,0.0057231-0.011019i,0.035817-0.0084185i,0.049224-0.0098677i,0.040046-0.00593i,0.026588+0.0021908i
-0.0063878+0.0545i,-0.13901+0.075964i,-0.22235+0.050942i,-0.17072+0.042361i,-0.073519+0.10571i,0.02861+0.16251i,0.1222+0.12587i,0.12518+0.043804i,0.072665+0.011458i,0.052957+0.012543i,0.048846+0.0051599i,0.032933-0.0015728i,0.013976-0.0028969i,0.0011318+0.0038274i,0.0033986+0.012507i,0.014252+0.012361i,0.021949+0.0078056i,0.023706-0.0023271i,0.0081742-0.022669i,-0.025366-0.042707i,-0.048333-0.042584i,-0.045206-0.027299i,-0.030271-0.018684i
-0.02584-0.019623i,0.042782-0.093296i,0.097037-0.10447i,0.063118-0.050685i,0.00061037-0.040246i,-0.059638-0.06962i,-0.10372-0.070388i,-0.080626-0.049733i,-0.038694-0.047742i,-0.03918-0.043958i,-0.048828-0.0184i,-0.035386+0.0024442i,-0.019007+0.0030031i,-0.018737-0.0067109i,-0.030353-0.012731i,-0.04017-0.009825i,-0.041077-0.0028503i,-0.036145+0.0089953i,-0.028295+0.029979i,-0.013869+0.052021i,0.0035069+0.054805i,0.010524+0.039145i,0.0080085+0.024611i
0.018985-0.018897i,0.021836+0.074947i,0.008194+0.14155i,0.0061401+0.12068i,0.029806+0.095763i,0.089407+0.074075i,0.12732+0.016549i,0.083421-0.024954i,0.025657-0.017413i,0.014635-0.0069356i,0.017024-0.012892i,0.0048946-0.016095i,-0.0084017-0.0053427i,-0.0060516+0.010676i,0.010623+0.018616i,0.024251+0.015858i,0.026482+0.0067259i,0.023665-0.0050689i,0.022555-0.012412i,0.020991-0.012509i,0.014796-0.0074863i,0.009492-0.0017736i,0.0072576-0.00029236i
0.01467+0.032097i,-0.028058-0.033821i,-0.030169-0.079691i,0.035677-0.038477i,0.078702+0.017555i,0.028178+0.039668i,-0.051444+0.051045i,-0.068473+0.04978i,-0.044515+0.031341i,-0.035206+0.022996i,-0.029903+0.028973i,-0.012879+0.028844i,0.0029448+0.022768i,0.0060054+0.01402i,-0.0036588+0.0054027i,-0.013071+0.0060104i,-0.012345+0.013657i,-0.006249+0.017748i,0.00122+0.0083988i,0.0089564-0.012545i,0.012255-0.027821i,0.0084129-0.028584i,0.0015628-0.021859i
-0.054423+0.0019773i,0.0052069+0.013065i,0.042226+0.0087189i,0.0086298-0.051002i,-0.0097352-0.12785i,0.023489-0.16214i,0.054936-0.14306i,0.043931-0.088034i,0.016417-0.035338i,0.012533-0.01983i,0.012947-0.027393i,-2.8243e-05-0.02079i,-0.0034608-0.0014807i,0.0064976+0.0062734i,0.014821+0.002881i,0.016199-0.00427i,0.011347-0.013198i,-0.00030962-0.018244i,-0.019206-0.0076579i,-0.037405+0.017636i,-0.041958+0.034208i,-0.033072+0.031649i,-0.02345+0.021584i
0.04802-0.049591i,0.0018644-0.018514i,-0.028566+0.01301i,0.00096082+0.030037i,0.022947+0.056728i,-0.0017111+0.088433i,-0.036781+0.099574i,-0.032671+0.071169i,-0.0088074+0.031321i,-0.0056819+0.022307i,-0.0078804+0.031431i,-0.0024819+0.025936i,0.0021296+0.0071662i,0.0016695-0.0054379i,-0.0021391-0.0023465i,-0.0016276+0.0081429i,0.004244+0.014658i,0.015973+0.017084i,0.037995+0.0098057i,0.059885-0.0099645i,0.061213-0.026i,0.043565-0.023116i,0.026082-0.0082281i
0.0018946+0.078942i,0.01425+0.033898i,0.01097-0.018212i,-0.039717-0.03563i,-0.10465-0.056828i,-0.11182-0.078552i,-0.054835-0.077719i,-0.014815-0.057029i,-0.017299-0.028093i,-0.022084-0.017558i,-0.026393-0.021835i,-0.02545-0.013341i,-0.012589-0.0027966i,-2.1194e-05-0.0048119i,0.008237-0.016243i,0.0087654-0.027122i,0.0012799-0.026946i,-0.011181-0.020635i,-0.027617-0.013981i,-0.040445-0.0039956i,-0.03982+0.0047724i,-0.026638+0.0053335i,-0.012129+0.00017199i
-0.070211-0.058291i,-0.056903-0.028417i,-0.019728+0.0029521i,0.037113+0.0010951i,0.10567+0.013564i,0.12479+0.052087i,0.079121+0.078693i,0.041894+0.065022i,0.031171+0.023689i,0.021384+0.0045102i,0.021866+0.011129i,0.021602+0.0090834i,0.0075399+0.0031465i,-0.0076774+0.0050863i,-0.017475+0.0092479i,-0.020162+0.010878i,-0.012491+0.0092635i,0.002077+0.0042515i,0.0077091-0.0044364i,-0.0021856-0.012686i,-0.012138-0.014439i,-0.011307-0.0087812i,-0.0050415-0.0021588i
0.099244-0.0029406i,0.068985-0.0050224i,-0.010361-0.00083525i,-0.11239+0.022923i,-0.20941+0.047559i,-0.20763+0.03601i,-0.10588-0.010303i,-0.028777-0.03047i,-0.0079069-0.0055961i,-0.0047703+0.010803i,-0.013663+0.0076174i,-0.016682+0.0039715i,-0.011273-0.00083228i,-0.0079964-0.0047888i,-0.0039572-0.0053313i,-0.0045538-0.0031418i,-0.011315+0.0026809i,-0.016515+0.011094i,-0.0053689+0.025721i,0.021041+0.043089i,0.038621+0.047659i,0.034607+0.03626i,0.019172+0.019792i
-0.079105+0.081629i,-0.060144+0.075531i,0.004179+0.05874i,0.095543+0.059317i,0.19313+0.055048i,0.21013+0.04771i,0.13114+0.05344i,0.061203+0.03412i,0.030724-0.0057973i,0.015607-0.017705i,0.013299-0.011351i,0.0071898-0.0048572i,0.00046578+0.007548i,0.0011043+0.015338i,0.0027211+0.017267i,0.0088621+0.018842i,0.016531+0.013001i,0.016236-0.0037855i,0.0020721-0.028344i,-0.017996-0.052967i,-0.025611-0.062501i,-0.020613-0.053072i,-0.013402-0.036805i
0.008825-0.1205i,0.0086507-0.11228i,0.0044049-0.063218i,-0.022212-0.017752i,-0.065183+0.033011i,-0.057748+0.042886i,-0.015931-0.017744i,-0.01501-0.049986i,-0.023321-0.024182i,-0.014823-0.0053063i,-0.013828-0.00077423i,-0.015899+0.0041341i,-0.013552+0.0053495i,-0.0083641+0.0022163i,-0.0064878-0.0053626i,-0.0096349-0.0096134i,-0.0092471-0.0041157i,-0.0056073+0.0099407i,0.0010329+0.026846i,0.008983+0.036443i,0.010093+0.033546i,0.002871+0.023984i,-0.0056127+0.016592i
0.086779+0.090849i,0.08453+0.086692i,0.059433+0.038632i,0.083471-0.031625i,0.13906-0.13027i,0.11936-0.16369i,0.050842-0.086957i,0.01427-0.028593i,-0.0098875-0.028927i,-0.024946-0.028945i,-0.01719-0.023857i,-0.0026174-0.015464i,0.012196-0.0020586i,0.023231+0.005767i,0.027784+0.0098102i,0.026628+0.0088319i,0.018873-0.00060891i,0.0096051-0.011412i,-0.000208-0.015105i,-0.010633-0.0071282i,-0.016297+0.0037103i,-0.0141+0.0083389i,-0.0073539+0.010246i
-0.1398-0.018142i,-0.13878-0.022161i,-0.094255-0.022184i,-0.10172+0.0086717i,-0.13831+0.081783i,-0.12119+0.097704i,-0.086305+0.033771i,-0.062461+0.0098474i,-0.028775+0.029077i,-0.0054789+0.027922i,-0.0033086+0.019594i,-0.0074239+0.013478i,-0.014357+0.0044209i,-0.019067-0.0031165i,-0.017371-0.010095i,-0.012929-0.011107i,-0.0065486-0.0023925i,0.0021383+0.0060529i,0.014443-0.00049111i,0.027851-0.018717i,0.031356-0.027996i,0.024387-0.020688i,0.016483-0.010972i
0.11428-0.085556i,0.1169-0.086128i,0.088362-0.051031i,0.091326-0.069207i,0.081232-0.13557i,0.035247-0.11159i,0.025175-0.0069919i,0.037534+0.034058i,0.021518+0.019696i,-0.0027654+0.015088i,-0.01484+0.012819i,-0.012889+0.0072186i,-0.00017144-0.0020395i,0.0061054-0.011782i,0.0036172-0.013968i,-0.00042972-0.014555i,-0.0050919-0.01483i,-0.011651-0.0109i,-0.025445+0.0038168i,-0.041701+0.023771i,-0.044529+0.029092i,-0.0331+0.019998i,-0.019176+0.010528i
-0.027808+0.1495i,-0.036148+0.15084i,-0.072485+0.084161i,-0.13152+0.079581i,-0.12578+0.13011i,-0.064936+0.10295i,-0.033093+0.027697i,-0.012329+0.0051273i,0.017539+0.0054926i,0.023395-0.0043852i,0.011697-0.0064858i,-0.00069767-0.0022462i,-0.011038+0.0068829i,-0.015693+0.015498i,-0.017977+0.018499i,-0.016631+0.019648i,-0.0088415+0.01633i,0.004053+0.0085091i,0.020655-0.0018326i,0.03537-0.0098405i,0.038204-0.0079934i,0.029318-0.0014449i,0.017303+0.0011451i
