-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
-0.00040935-0.0010952i,0.00032182-0.00089187i,3.1119e-05-0.00074197i,-0.00012339-0.00067673i,-0.00037039-5.8583e-05i,-0.00038694+0.0004248i,-6.2736e-05+0.0004218i,0.00052818-7.3817e-05i,-2.182e-05-0.0006958i,-0.00095656-0.0010137i,-0.00050549-0.0012551i,-0.00062773-0.0010513i,-0.0013327-2.0813e-05i,-0.0012373+0.00080892i,-0.0010571+0.00058225i,-0.00081135-0.00049065i,-0.00070447-0.0007402i,0.00029877+0.00020519i,0.00068839+0.000877i,-5.8379e-05+0.00077611i,-0.00029194+0.00017084i,-0.00032804-0.00018123i,-0.00051506-0.00036558i
0.0033262+0.0017127i,0.003495+0.0011627i,0.0048621+0.001258i,0.0035732+0.00013065i,0.0016265-0.0011361i,-8.4305e-05-0.00027499i,6.3228e-05+0.0013019i,0.0010378+0.0010444i,0.0014499+8.5916e-05i,0.0016603-0.00063827i,0.00084-0.00048117i,0.00024939-0.00028476i,-0.00025838-0.00069434i,-0.00033988-0.001319i,-6.491e-07-0.0015947i,-4.1345e-05-0.00090521i,-0.0002304-0.00074055i,-0.00046602-0.00046078i,-0.00016155+0.00056417i,0.00035758+0.00063507i,0.00022402-8.6977e-05i,0.00032699-9.1836e-05i,0.00048274+0.00011576i
-0.00015742+0.0019389i,-0.0016227+0.0020698i,-0.0024083+0.0020429i,-0.0015871+0.0018235i,-0.00077019+0.0014638i,-0.00027046+0.00091012i,0.00010747+0.00096386i,0.00034497+0.00036924i,0.00042188-0.00090301i,0.00027979-0.0010683i,-0.00045176-0.0010951i,-0.0011668-0.001148i,-0.0011272-0.00079849i,-0.00074709-0.00049324i,-0.00062117-0.00069328i,-0.00083623-0.00085291i,-0.0001752+4.2918e-05i,0.00063562+0.00038646i,4.2342e-05-0.00033946i,-0.00049187-0.00049248i,-0.0009005-0.00031147i,-0.00098774-0.00014238i,0.00016355+0.000127i
-0.00043633-0.0008412i,-0.00021305-0.0017182i,-0.00023205-0.0023155i,-0.00077065-0.0017218i,-1.7496e-05-0.00021691i,0.0012051+0.00054869i,0.0012838+0.0011184i,0.00052649+0.00074929i,-0.00023805-0.001224i,5.0574e-06-0.0021852i,-0.00068437-0.0017915i,-0.001909-0.0013308i,-0.0017769-0.00084305i,-0.00066176-0.0002051i,-0.00036543-0.00024934i,-0.00063006-0.00048487i,0.0002172-0.00019644i,0.0011725-0.00011833i,0.0010695+0.00013613i,0.00025505-0.00033079i,-0.00057422-0.00049958i,-0.00097372-0.00027311i,-0.00092322-0.00035672i
0.0019972-0.0016523i,0.001507-0.0005197i,0.0016654+0.00085418i,0.0008224+0.00045042i,6.0411e-05+0.00039821i,-0.00051944+0.00081229i,-0.00045123+0.00046489i,0.0003361-0.00042403i,0.00016525-0.0017637i,-0.00051549-0.0022694i,-0.00097627-0.0018871i,-0.00059574-0.00043951i,-0.00087946+0.00029559i,-0.0014292-2.7102e-05i,-0.00073069+0.00014763i,0.00020781+0.00024485i,0.00024299+3.2971e-05i,-7.5597e-05+0.00051475i,-0.00025929+0.00021204i,-0.00023291-0.0006285i,0.00029831-0.00031806i,0.0002952-0.00059192i,0.00029374-0.00084671i
0.00175+0.00034794i,0.0017628-0.00037495i,0.0011906-0.00073249i,0.00088957-0.00019587i,0.00022042+0.00081241i,0.00020003+0.0012408i,0.0013148+0.0013758i,0.0016628+0.00066931i,0.00040104-0.00086387i,-0.00030496-0.0012085i,-0.00085541-0.0008108i,-0.002156-0.0011392i,-0.0020461-0.00072592i,-0.00076257+0.00019251i,-0.00044929+0.00063364i,-0.0011505+0.00036569i,-0.0010934-1.8279e-05i,-0.00045943+0.00049836i,-0.00039114+0.0001838i,-0.00015362-0.00090157i,-0.00040803-0.00061726i,-0.00010781+6.5362e-05i,0.00040708-0.00022779i
-0.0020608-0.0043045i,-0.0018958-0.0049936i,-0.0026614-0.0039477i,-0.0035469-0.0009996i,-0.0030855+0.0012922i,-0.0015279+0.0029523i,0.0010097+0.0021522i,0.0015338-0.00017849i,6.5876e-06-0.00088833i,-0.0013222-0.0012308i,-0.0019294-0.0011148i,-0.0022244-0.00011309i,-0.0020877+0.00049836i,-0.001116+0.00013113i,-0.00033611-9.7911e-05i,-0.00040363+0.00037994i,-4.0347e-05+0.00044575i,0.00045239+0.00034239i,0.00030667+0.00045963i,0.00011046-0.0001952i,0.00050511-0.00020499i,0.00041792+0.00036982i,0.00033591+0.00069028i
0.00050845-0.0010086i,0.00023058-0.00046848i,-0.00044187-0.00081819i,-0.00063696-0.0009918i,-0.0005535+0.00019186i,4.7025e-05+0.0012234i,0.00024363+0.0013586i,0.00088086+0.00087777i,0.0012635-0.00024875i,3.064e-05-0.0010391i,-0.00058152-0.0011474i,-0.00092495-0.001392i,-0.0018705-0.0010393i,-0.0015258+0.00015087i,-0.00044917+0.00031958i,-0.00023501-0.00090601i,-0.0005293-0.00087682i,0.00021987+4.0201e-05i,0.0016051+0.0002375i,0.00097624+0.00020079i,-0.00020868-1.8933e-05i,-1.8371e-05+4.4128e-05i,7.2959e-05+0.00047263i
0.0035174+3.7531e-05i,0.0035092-0.00073432i,0.0030011-0.00085203i,0.0018196-0.00091849i,0.00015882-0.00093646i,-0.0011229-0.00038691i,-0.00043367-0.00011523i,0.00098431+0.00043369i,0.0006921-0.00075754i,-0.00056884-0.002186i,-0.0016179-0.0021376i,-0.0018723-0.0010456i,-0.000804-0.00036503i,0.00054875-0.00014502i,0.00046711+0.00017579i,0.00017123+0.00017729i,0.00043023+4.302e-05i,0.00031181+8.8702e-05i,0.00049199+0.00045545i,-1.6157e-05+0.00072014i,-0.0011255+0.00042411i,-0.0013041+0.00019301i,-0.0006488-0.00054286i
0.0014623+0.0011796i,0.00136+0.0015303i,0.00049889+0.0017791i,0.00021493+0.00076618i,2.3465e-05+0.00012537i,-0.00061076+0.00040947i,-0.00049816+0.00038735i,0.00019726-0.00025036i,0.00040035-0.0012423i,0.00038873-0.0017338i,-0.00010524-0.0013415i,-9.2723e-05-0.00054605i,-0.00046289+2.6448e-05i,-0.000525+0.00029078i,-0.00027336+0.00014165i,8.1765e-05-0.00028096i,0.00056156-0.00032976i,-0.00025754-0.0002366i,-0.00090617-0.00048182i,-0.00074189-1.2149e-05i,-0.00066365+0.0002664i,-0.00024319-2.6275e-05i,0.00022052+0.00041809i
-0.00010514-0.0021558i,-2.2797e-05-0.0028172i,7.0597e-05-0.0019863i,-4.4636e-06-0.0004421i,0.00037952+0.0002614i,-4.7279e-05+0.0012402i,0.0010307+0.0011456i,0.0019689-0.00015854i,0.00047444-0.00027723i,-0.00017585-4.815e-05i,-7.647e-05-0.00052175i,-0.00068913-0.00055133i,-0.00084644-0.00053677i,-0.00050779-0.00044947i,0.00049488-0.0001295i,0.00094011+0.0002395i,1.2836e-05+0.00070687i,0.00037502+0.00070162i,0.0007683+0.00063509i,-0.00020362+0.00046393i,-0.00036076+0.00047375i,-0.00039215+0.00026293i,-0.00025152+0.00016333i
0.00074516+0.0013063i,0.00014559+0.0021146i,-0.00052902+0.0021919i,-0.00050451+0.00095586i,-0.00066331+0.00077272i,-0.00030611+0.00077374i,0.00057905+0.00047705i,0.0010294+0.00051139i,0.00095659-0.00061721i,0.00073616-0.0013363i,-0.00061184-0.00055576i,-0.0009734-0.00070063i,0.00016197-0.0012667i,-1.2172e-05-0.00092441i,0.00028147-0.00035436i,0.00062936-1.0143e-05i,-0.00017563-0.00030221i,0.00028228-0.00051173i,0.00048014-0.0007i,-6.0932e-05-0.0011455i,0.00064287-0.0011127i,0.00090326-0.00021955i,0.00043646+0.00037115i
0.0021576+0.00095497i,0.0013452+0.0015475i,0.0018154+0.001068i,0.0018913+0.00015014i,0.00021312-1.0129e-05i,-0.0015138+0.0011337i,-0.0010007+0.0013785i,0.00057954+0.00055263i,0.00065066-0.00023208i,0.00025626-0.0012026i,-0.00022054-0.0010315i,-0.0010177-0.00036502i,-0.00088121-0.00092852i,-0.00064604-0.0011998i,-0.00029353-0.00049126i,0.00010364-0.00016303i,0.00033438+0.00030734i,0.00014046+0.00036639i,-0.00053305+0.00017521i,-0.00055692-0.0002486i,-0.00018685-0.00040334i,-0.00040514-0.00080357i,-7.4297e-05-0.00094938i
-0.0010708-0.0017354i,0.00055912-0.0022004i,-0.00026832-0.0021937i,-0.00083113-0.0017334i,-0.0009469+7.3435e-05i,-0.00036002+0.0017462i,0.00051161+0.0024023i,0.00078743+0.00071047i,0.0007168-0.00055257i,-0.00020553-0.00095172i,-0.00076229-0.00088713i,-0.0014667-0.0002863i,-0.0013236-0.00013184i,-0.00035833-0.00043053i,0.00053429-0.0011274i,0.00090117-0.00037021i,0.0002157+0.0014239i,-0.0007322+0.0013846i,-0.00071759-5.8026e-05i,-0.00027431-0.00062219i,0.00032926-0.0004194i,0.00045097+0.00016178i,-0.00033221+0.00011255i
0.0022227+0.0022512i,0.0035561+0.0022505i,0.0018891+0.0016948i,-0.00014638+0.00080056i,-0.00015632-0.00011748i,0.0012313-0.00032612i,0.0018567-0.00023373i,0.0013082-0.00029644i,0.00088785-0.00087401i,0.00029915-0.0016718i,-0.00054061-0.0012584i,-0.0010422-0.00027184i,-0.0011821+0.00050614i,-0.00070339+0.00081472i,-0.000254+0.0004904i,-0.0007252-1.8959e-05i,-0.0013397-9.0679e-05i,-0.0011635+0.00028803i,-0.00026183+2.6951e-05i,0.00046798-0.0014713i,0.00064667-0.0010956i,0.00035922-0.00020776i,0.00011736-0.00050542i
-0.0017089+0.00071381i,-0.0035274+0.001681i,-0.0033515+0.00094051i,-0.0020459+0.00066429i,-0.0014872+0.0019068i,-0.00053252+0.0029595i,0.00081271+0.0022537i,0.0009359+0.00066735i,0.00040438-0.0010248i,-5.1964e-07-0.0011755i,-0.0011489-0.00044669i,-0.0017917-7.5679e-06i,-0.0011043+0.00042394i,-0.00038217+0.00032574i,0.00053914-7.8611e-05i,0.0012419+0.00012065i,0.00060022+0.00079552i,-0.00052214+7.8668e-05i,-0.0001301-0.00046778i,0.00021885-0.00012495i,-0.00026365+2.7527e-06i,-0.00035334-0.0004172i,-0.00026079-0.00073373i
0.0015167-0.00068539i,0.0018958-0.0022504i,0.002178-0.0020462i,0.0015118-0.0016424i,0.00065478-0.0013988i,0.00014258-0.00030551i,-2.008e-05+0.00082086i,0.00077375+0.00020312i,0.0017302-0.00049181i,0.0014838-0.00060098i,0.00013797-0.00028762i,-0.0015445-3.2029e-06i,-0.0019195-0.00014075i,-0.00049217-5.5552e-05i,0.00028562+0.00096065i,9.188e-05+0.0010986i,-0.00038804+0.00031471i,-0.0008274+0.00013312i,-0.00069496+0.00068394i,-0.00044674+0.0012243i,0.00062085+0.00044473i,0.001443-0.00055817i,0.00069483-0.00082844i
0.0015744+0.0024585i,0.0022308+0.0034397i,0.001375+0.0042051i,0.00031537+0.0030032i,0.00064204+0.00094396i,0.00075038+0.00086505i,0.0005947+0.00081125i,0.0008345+0.00025901i,-7.6058e-05+9.5236e-05i,-0.00089004-0.00041077i,-0.00092633-0.00061132i,-0.0010846-0.0001343i,-0.00092827+0.00070033i,-0.00042458+0.00032244i,-0.00040285-0.00055845i,-0.00042591-0.00017626i,-0.00048435+0.0003458i,0.00012818+8.217e-05i,0.00041426+0.00023937i,0.00058611+0.00014773i,0.00067331-0.0009104i,0.00050326-0.00093853i,-0.00050712-0.0006075i
0.0010782+0.0024502i,0.00065479+0.0024991i,0.00070274+0.0014978i,0.00041035-0.00016072i,-9.8732e-05-0.0005682i,-0.00061955+0.00049777i,-0.0003087+0.0021516i,0.00046962+0.0012742i,0.0014855-0.00025998i,0.00092916-0.00058799i,-3.5421e-05-0.00090777i,-0.0003619-0.00095646i,-0.00050236+0.00015192i,0.00022949+0.00079832i,0.00086851+0.00027444i,0.00077192-9.7776e-05i,0.00047229-0.00017617i,-0.00011343-4.5268e-05i,-0.00023719+0.00042702i,-0.00053636+0.00035206i,-0.0007154+0.00011036i,-0.00042405-0.00011573i,-0.00024728-8.2761e-05i
0.0010784-0.0020167i,0.0017438-0.0025569i,0.0013001-0.0020769i,-0.00034804-0.00072311i,-0.0010956+0.00045575i,-0.0013961+0.0017186i,-0.00067425+0.0020879i,0.00017242+0.0007997i,0.00024845-0.00033704i,-0.00036482-0.00076997i,-0.0018483-0.0011927i,-0.0018896-0.001072i,-0.0012776-0.00034325i,-0.00066637-0.00054153i,0.00037681-0.00035073i,0.00060441+0.0008435i,0.00069649+0.0012674i,0.00047278+0.00073064i,-0.00020885-0.00063125i,8.7034e-05-0.0012273i,0.00025036-0.0010751i,-3.1894e-06-0.00014628i,-0.0004508+0.00042164i
-0.0013954+0.0019317i,-0.0012492+0.0014292i,-0.001688+0.00127i,-0.0007827+0.0017719i,0.00012833+0.0019988i,0.00046345+0.001155i,0.0012975+0.0006275i,0.0017805-0.00010684i,0.0012105-0.00083199i,-9.7569e-05-0.0011526i,-0.00048907-0.0010487i,-0.00076666-0.00029199i,-0.00087154+0.0001133i,-0.00014541+7.9148e-05i,0.0002124-0.00035513i,0.00019731-0.00050411i,0.00027531-0.00077051i,7.0003e-05-0.0003447i,-0.00012823+5.671e-05i,0.00035049-0.00030652i,0.00067156-0.00063672i,0.00018976-7.4515e-05i,1.7657e-05+0.00045313i
-0.0019243-0.00035948i,-0.0015166+0.00016313i,-0.0025184-0.0010375i,-0.0030026-0.0018773i,-0.0033525-0.00078409i,-0.0022996+0.00022889i,-0.00038645+0.00034016i,0.00093528+0.00024944i,0.00079928-0.00036596i,0.00010531-0.0006303i,-0.00078539-0.00055492i,-0.00082092-0.00096529i,-0.00024409-0.00072605i,-7.6879e-05-0.00026092i,5.4239e-05+0.00024453i,-0.00016186+0.0009189i,0.0001637+0.0007106i,0.00045855-0.00045741i,0.00036731-0.00044108i,0.00035019-0.00026223i,0.00014632+1.9093e-05i,0.00026489-0.00017894i,0.00035034-0.00070449i
0.00087602-0.00028003i,-0.00042605-0.00046955i,-0.00067252-0.0012707i,-0.00023989-0.000599i,-0.00024959+0.00091428i,-0.00017615+0.0019556i,0.00098939+0.00172i,0.0012758+0.0010088i,0.00056763-6.1315e-05i,0.00039758-0.0009812i,-0.00059607-0.0013231i,-0.0011335-0.00072026i,0.00013573-4.0098e-05i,0.00027351-0.00067689i,3.7535e-05-0.00096685i,-0.00034726-0.00021993i,-0.00041831+0.00038372i,0.00022375+0.00035858i,0.00044476+0.00031168i,0.00086757-0.00028078i,0.0014053-0.00031271i,0.00028396-0.00026476i,-0.00091611-0.00041285i
0.001429+0.00052212i,0.0017463+7.0075e-05i,0.001019+0.0011017i,0.00026352+0.001439i,-8.8015e-05+0.00088093i,-0.0002603+0.00086943i,0.00043549+0.0012835i,0.0004623+0.00099669i,-0.00084815-0.00027029i,-0.0011988-0.0009026i,-0.0010691-0.00060119i,-0.0011846-0.00024321i,-0.00098916-0.00035452i,-0.00071525-0.00089438i,-0.00072155-0.00086996i,-0.00086262-0.00015061i,-6.3139e-05+0.00064446i,0.00076639+0.00028603i,0.00067035-0.00052052i,0.00049281-0.00065506i,0.00034107-0.00065533i,0.00030922-0.00019151i,-0.00057073+0.00021384i
-0.0007548-0.002713i,-0.00071509-0.0019962i,-0.001455-0.0030313i,-0.0021096-0.0023465i,-0.0016567-0.00036238i,-0.0003922+0.00080262i,0.00092109+0.0010031i,0.00080258+0.00019951i,-0.00051981-0.00033554i,-0.0010667-0.00025867i,-0.0014538-0.00024971i,-0.0019847-5.872e-05i,-0.0017915+0.00091858i,-0.0013837+0.00096727i,-0.00073543+0.0002101i,-8.3537e-05-0.00075634i,0.00058831-0.00071843i,0.00063085+0.00065544i,9.6611e-05+0.00096112i,-0.00014573-0.00016725i,0.00037319-0.00097574i,0.00031281-0.00058888i,-0.0005047-0.0002244i
-0.0021454-0.00105i,-0.0030481-0.0012332i,-0.0034579-0.00091724i,-0.0027-0.00088233i,-0.00099829+0.00026963i,0.00058946+0.0016802i,0.00023026+0.0017068i,-0.00029035+0.00045567i,0.00056141-0.00021662i,0.0010556+8.215e-05i,0.00041356-0.00025852i,-0.00018929-0.00051278i,7.1996e-05+0.00034472i,0.00010833+0.0012617i,-0.0005856+0.00032767i,-0.00049468-0.001059i,-0.00047709-0.00052819i,-3.5691e-05+0.00087399i,0.00071029+0.00039713i,0.00095561-0.0004444i,0.0013457-0.00012548i,0.0013514-0.00010561i,0.0012247+0.00037262i
-0.0017103+0.00044869i,-0.00049362+0.00037603i,-0.0013794+0.0012086i,-0.0018498+0.0020251i,-0.0010047+0.0020138i,-0.00070147+0.0015563i,0.00036092+0.00012597i,0.0014439-0.0014657i,0.00042346-0.0016248i,-0.00086179-0.00093281i,-0.0013386-0.0001529i,-0.00087704-8.3329e-06i,0.00012549+0.00065276i,9.2483e-05+0.00090658i,8.7873e-05+0.00064399i,0.00048165+0.00046988i,4.2261e-05-0.00011067i,-0.00049247-0.00017443i,-0.00071383-0.00013228i,0.00014115-0.00021686i,0.00073366-0.00018833i,-1.7109e-05-2.545e-05i,-0.00022053+0.00018745i
0.0014846-0.00030628i,0.0016766+0.00026865i,0.001979+0.00048201i,0.0013112+0.0004727i,0.00017989+0.0010088i,0.00024033+0.0022247i,0.0017089+0.0021771i,0.0020378+0.00047726i,0.0010599-0.00070896i,0.00018181-0.00088092i,-0.00073545-0.00051783i,-0.0009467-0.00025471i,-0.00043921-0.0002543i,-9.4789e-05-0.0005128i,1.8709e-05-0.00016313i,-0.0002877+0.00011725i,-0.00019978-7.7557e-05i,-0.00013576+0.00019363i,-0.00052209+0.00043636i,-0.00050529+0.00056309i,-0.00059813+0.00067486i,-0.0012231+0.00046568i,-0.0010102-9.891e-05i
0.00034501-0.00010141i,-9.6137e-05-0.0010574i,0.0014577-0.0011437i,0.00083287-0.0016589i,9.0461e-05-0.0016205i,0.00064645-0.00064145i,0.0011903-0.00018495i,0.00089036-0.0007342i,7.4143e-05-0.0012641i,-0.0006578-0.0011238i,-0.00088985-0.0015295i,-0.0015271-0.0010429i,-0.0019812+0.00013197i,-0.0012825+0.00096726i,-0.00062323+0.00090237i,-0.0002414+0.00012727i,-0.00062206+0.00014858i,-0.00071457+0.00015975i,-0.00040514-0.00074053i,9.9295e-05-0.00088565i,0.00037413-0.00028385i,-3.2992e-05-0.00013902i,0.00018442-0.00018952i
-0.002457-0.001076i,-0.0016976-0.00091284i,-0.0028864+0.0001206i,-0.0036864+0.0001504i,-0.0018782+0.00056169i,-0.0011254+0.0010688i,-0.00084689+0.00092878i,1.8802e-05+0.00046166i,0.00025691-7.4366e-05i,-6.4983e-05+4.2349e-06i,-0.00042405-8.5472e-05i,-0.00091312-0.00079274i,-0.0015771+0.00019502i,-0.0013983+0.00091105i,-0.00047206+0.00031212i,-0.00028139-0.00027366i,-0.00054522-0.00032339i,-0.00045772+0.00025031i,0.00037675+0.00093621i,0.0006769+0.00070928i,0.00027041+3.0279e-05i,0.00010911+0.0006293i,0.00032353+0.00089643i
0.0014832-0.0016421i,0.0016239-0.0012975i,0.0016468-0.00081564i,0.00085112-0.0003968i,0.00024459+0.0005223i,-5.2211e-05+0.0019521i,0.00034323+0.0021988i,0.0012851+0.0016889i,0.00063962+0.00028047i,-0.0007029-0.001366i,-0.00093811-0.0019527i,-0.00055261-0.0016524i,-0.000319-0.00092032i,-0.00037845-7.004e-05i,-0.00048471+0.00035114i,-0.00053233+0.00061474i,6.5938e-05+0.00055994i,0.00061959+8.1831e-05i,0.00010277-0.00042559i,-0.00019096-0.00038112i,0.00047365-0.0003411i,0.00052744-9.191e-06i,5.1139e-05+0.00017458i
0.0011649-0.00024815i,0.0014649+0.00070739i,0.00042626+0.00047534i,-0.00029578-0.00011501i,-0.00049124-0.00061754i,-0.00021578-0.00053317i,0.00030596+0.00060844i,0.00082538+3.947e-05i,0.00085263-0.0012479i,-4.2315e-05-0.0017675i,-0.0010322-0.0016629i,-0.00071883-0.0011867i,-0.00041869-0.00026496i,-0.00020256+0.0002993i,0.00017191+0.0002873i,0.00029517+0.00052493i,0.00018329+0.00076716i,0.00017856+0.00027659i,0.00046536-0.00021633i,0.00015331-0.00021596i,-0.00034744+9.7496e-05i,-0.00016923+0.00042029i,-0.00017006+0.00029249i
0.0028477+0.0035577i,0.0027992+0.0032391i,0.00339+0.0022809i,0.0026463+0.0015768i,0.00021178+0.00089324i,-0.00073654+0.00031781i,-0.00010456+0.00092161i,0.0012328+0.00088519i,0.00095073+5.5521e-05i,-0.00013817-0.0011555i,-0.00036771-0.0016502i,-0.00074591-0.0012398i,-0.0012056-0.00054654i,-0.0013292+5.8263e-05i,8.9372e-05-0.00014594i,0.00066247-0.00047651i,0.00016552-0.00047326i,-0.0001314+5.0921e-05i,-0.00021632+0.0001631i,-0.0005977-0.00015028i,-0.00037862-0.00055705i,-0.0002831-0.00061949i,-0.00047041-0.00018249i
0.0020273-0.002002i,0.002555-0.0018788i,0.0013624-0.0025914i,0.00038593-0.0023113i,-0.00016257+3.939e-05i,0.00017646+0.0020927i,-0.00031072+0.002048i,-0.0006933+0.0001482i,-0.00025398-0.0017654i,-0.00053159-0.0023316i,-0.0013643-0.0015405i,-0.0018514-0.00088395i,-0.0019589-0.0011127i,-0.0010489-0.0010367i,-0.00032684-0.00056837i,-0.00066742-0.00028584i,-0.0010227+0.00018046i,-0.0010981+0.00035472i,-0.00018835-0.00036292i,0.00012888-0.00035829i,-0.00039314-0.00012279i,-0.00042595-8.3344e-05i,-0.00070122+0.00048571i
0.0010164+0.0022269i,0.0001823+0.0027465i,0.00023589+0.0023156i,0.00031192+0.0014512i,-9.9648e-05+0.00065874i,-0.00073266+0.00027539i,2.3591e-05+0.00016611i,0.00046881-0.00075918i,0.00031171-0.0009213i,-5.3667e-05-0.00077015i,-0.00044692-0.001449i,-0.00075233-0.0014855i,-0.00081947-0.0010332i,-0.00018809-0.00041905i,0.0006016-3.0127e-05i,0.0006952+1.6637e-06i,0.00037983+1.3018e-05i,0.00038529+0.00018041i,0.00072398-3.4931e-06i,0.0004133+0.00039527i,-2.4596e-06+0.00034409i,0.00024547-0.00025336i,0.0010333-9.202e-05i
0.00016562-0.0021708i,0.0008346-0.0031116i,0.00067068-0.003498i,-0.00016495-0.002711i,-0.001051-0.00085919i,-0.00088967+0.0003925i,-0.00034721+0.00054182i,8.7361e-05-0.00058663i,0.00073802-0.0021033i,0.00012695-0.0016697i,-0.00090531-0.00082942i,-0.00077133-0.00092002i,-0.00033507-0.00037989i,-0.0007352+0.0002786i,-0.00118+0.00027327i,-0.00059792+6.3644e-05i,-0.00032825+7.655e-07i,-0.00042835-0.00047294i,-0.00025775-0.00048189i,-5.7127e-08+2.0729e-05i,0.00052062+0.00033396i,0.00068121+0.00078446i,0.00016009+0.00065813i
0.0014602+0.00078163i,0.0012377+0.00073578i,-0.00010719+0.001145i,-0.00057414+0.00051542i,-0.0011555+0.00018685i,-0.0017476+0.0010331i,-0.00012103+0.0018967i,0.0015274+0.0025993i,0.00086599+0.00068448i,0.00060098-0.0015261i,2.4201e-05-0.0017532i,-0.0018749-0.0016056i,-0.00224-0.0012772i,-0.0010555-0.00078775i,-0.00084447-0.00030952i,-0.0010501+0.00050748i,-0.00060819+0.0012235i,0.00072809+0.0012815i,0.00097056+0.0010211i,0.00061099+0.00093894i,-7.7309e-05+0.00030948i,-0.00051276-0.00040348i,-0.00025348-8.5429e-05i
0.0014591+0.0019297i,0.0026354+0.0014204i,0.0028198+0.0010783i,0.0018107+0.0010851i,0.0010493+0.0011702i,0.00079811+0.0010291i,0.0014337+0.00049356i,0.0023561-0.00029576i,0.0010882-0.00060896i,-0.00073068-0.00080786i,-0.0012325-0.00057501i,-0.0011056-0.00052401i,-0.00084343+8.5132e-05i,-0.0005949+0.00069793i,-0.00041519+0.00045783i,-0.00022924+0.00053645i,-0.00046632+0.00073298i,-3.5115e-05-0.0001683i,0.00047619-0.00045155i,0.00074178-4.273e-05i,0.00034928+0.00029832i,-8.8345e-05+0.00021014i,-6.1327e-05-0.00021331i
0.0010141+7.3833e-06i,0.0023653-0.00057018i,0.0017039+0.00028052i,0.00065097+0.00066027i,9.6422e-05+0.00018248i,-0.00016486-7.4808e-05i,0.00042994+3.7087e-06i,0.00051782-0.00095525i,0.00019242-0.0011166i,-0.00054523-0.00085864i,-0.00087077-0.001572i,-0.0004497-0.0021186i,-0.00016736-0.0013595i,9.2537e-05-0.00052601i,0.00026362+9.7579e-06i,0.00024844+0.00076063i,-0.00023657+0.0008129i,0.00014907+0.00055243i,0.0007028+0.00066714i,-7.0968e-05+0.00020117i,-0.00042822-0.00081879i,0.00022399-0.00066071i,0.00060023+0.00014356i
-0.0013812-0.00059913i,-0.00095554+0.00043627i,-0.0016031+0.00062138i,-0.0011797-7.6894e-05i,-0.00018457+0.00014275i,0.00049041+0.0011889i,0.00024149+0.00094157i,0.00042248+0.00010057i,0.00029668-0.00030194i,-0.00026386-0.00095693i,0.00011117-0.0017311i,6.8064e-06-0.0012036i,-0.00069564-0.00018632i,-0.001383+0.00046291i,-0.0015405+0.0003235i,-0.0010423+0.00012055i,-0.00019494+0.00070425i,-0.00010755+0.00048515i,-0.00098682-0.0002415i,-0.00055929-0.00019477i,0.00013193-8.9926e-05i,1.3014e-05-5.7436e-05i,0.0003866+0.00039775i
6.9094e-05-0.002522i,0.00023342-0.0033328i,1.042e-05-0.0035027i,-0.00098931-0.0024255i,-0.0021312+9.9095e-05i,-0.0014825+0.0012592i,0.00014508+0.001026i,0.00092632+2.9226e-05i,2.9073e-05-0.0019017i,-0.00096732-0.0023706i,-0.00063734-0.0016513i,-0.00043386-0.0010207i,-0.0012955-4.8699e-05i,-0.0014392+0.00015915i,-0.00075923+6.6288e-05i,0.0002868+0.00041922i,0.00060001+0.00055038i,-3.0173e-05+0.00053597i,0.00083301+0.00015281i,0.0017391+0.00029311i,0.00079173+0.00030808i,0.00034301-3.7873e-05i,-0.00032426+0.00012727i
0.00046532-0.00067756i,0.0019236+0.0010118i,0.0015372+0.0016435i,0.00088677+0.0013666i,0.0011475+0.0019121i,0.00097152+0.0023023i,0.0010393+0.0020157i,0.0011243+0.00032004i,0.00078317-0.00083641i,6.0628e-05-0.00095644i,-0.00064511-0.0012201i,-0.00099807-0.0011863i,-0.0011135-0.0004869i,-0.00046997+5.5073e-05i,6.5917e-05-0.00010352i,0.00027562-0.0002974i,-0.00015527-0.00027059i,-0.00026897-0.00040097i,0.00011563+8.1334e-05i,0.00012433+0.0007287i,0.00012502+0.00043765i,0.00012809-0.00036971i,-0.00057337-0.00063137i
-0.0019758-0.0010247i,-0.0025594-0.00023796i,-0.0027288+0.00056693i,-0.0022282+0.0012161i,-0.00083746+0.0013932i,0.00023065+0.0013025i,0.0012341+0.00080347i,0.0023602+0.00012976i,0.0021311-0.0006366i,0.0012919-0.0015881i,0.0003448-0.0016383i,-0.00059444-0.0008037i,-0.00088501-0.00060365i,-0.00056255-0.00064786i,-0.00073109-0.00021648i,-0.00056483-7.9034e-05i,-0.00024968-0.00026359i,-0.00068599-0.00025327i,-0.0005558-0.00037254i,-0.00015634-0.00038636i,-0.00029207-0.0003882i,-0.00014607-0.0006135i,-0.0001016-0.00056148i
