0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.094822+0.13671i,-0.1908+0.16248i,-0.20714+0.098506i,-0.1153+0.022975i,-0.015213-0.010292i,0.036234-0.012016i,0.049836-0.0012785i,0.041222+0.0066401i,0.033239+0.010244i,0.034363+0.012532i,0.033778+0.01301i,0.024524+0.010548i,0.011905+0.0065868i,0.0024445+0.005541i,-0.0020082+0.005236i,-0.0018773+0.0048498i,-0.00064274+0.0056555i,-0.00019908+0.0051495i,-0.00079028+0.0034927i,-0.0013632+0.00078018i,-0.0016793-0.0015541i,-0.001586-0.0028905i,-0.00069863-0.004126i
0.027252-0.14183i,0.10564-0.19391i,0.14939-0.14076i,0.095655-0.046623i,0.014144+0.0059619i,-0.032041+0.021207i,-0.045438+0.016152i,-0.037269+0.0064934i,-0.026494+0.0026785i,-0.026766+0.0018296i,-0.029479+0.0003179i,-0.02377-0.0010086i,-0.012773-0.0026453i,-0.0048628-0.0042548i,-0.0012363-0.0031116i,1.5558e-05-0.0016127i,-8.0929e-05-0.00055066i,-0.00031633+0.0010127i,5.895e-05+0.0017855i,0.0015474+0.0023289i,0.0028562+0.0020606i,0.0032104+0.0020951i,0.002738+0.0028746i
0.032931+0.11477i,-0.0083662+0.18543i,-0.059837+0.1503i,-0.053675+0.051584i,-0.014036-0.0068032i,0.018437-0.024201i,0.035049-0.021649i,0.031021-0.011153i,0.023699-0.0068595i,0.025238-0.011733i,0.027368-0.014521i,0.022369-0.0097219i,0.013392-0.0023299i,0.0064419+0.0041843i,0.0022285+0.0057012i,0.0016462+0.0026973i,0.0046144-9.3567e-05i,0.0064061-0.0010608i,0.0039065-0.0017469i,0.00054077-0.0021267i,-0.0016957-0.0015298i,-0.0036202-0.00079456i,-0.0041938-0.0014541i
-0.077155-0.083276i,-0.066224-0.16049i,-0.011519-0.15601i,0.015714-0.067306i,0.0056817+0.0042953i,-0.008226+0.034084i,-0.020349+0.036227i,-0.024085+0.024002i,-0.020792+0.017068i,-0.018992+0.020748i,-0.018958+0.023552i,-0.016517+0.018574i,-0.011899+0.011025i,-0.0066395+0.0049072i,-0.0020124+0.00053465i,-0.0010292-0.0017288i,-0.0020466-0.0030219i,-0.00216-0.0034682i,-0.00037046-0.0028921i,0.0011598-0.0021516i,0.00091602-0.0012086i,0.00087681+0.00012473i,0.0013763+0.0021177i
0.084228+0.038972i,0.094831+0.099133i,0.042126+0.11293i,-0.0046853+0.055737i,-0.0094982-5.7745e-05i,-0.00059842-0.027748i,0.010185-0.035424i,0.015797-0.028636i,0.012533-0.023164i,0.006198-0.025156i,0.0061019-0.026918i,0.010585-0.022652i,0.011898-0.014265i,0.0091453-0.0064783i,0.0057243-0.0012993i,0.003433+0.0018322i,0.0013155+0.0024911i,-0.0011501+0.001157i,-0.002561+0.00029066i,-0.0028149+0.00035396i,-0.0026584+0.0014046i,-0.0014693+0.0016037i,-0.00078778+0.00028083i
-0.076036+0.00039455i,-0.10904-0.041097i,-0.076658-0.07152i,-0.02256-0.044611i,0.0041612-0.0056017i,0.00904+0.016418i,0.0029184+0.027779i,-0.0025729+0.026906i,0.00078331+0.022062i,0.0059771+0.02184i,0.0045685+0.025496i,-0.00082292+0.024244i,-0.0043127+0.016477i,-0.0045189+0.0077248i,-0.0039319+0.0013683i,-0.0047135-0.00018276i,-0.0050272+0.00098713i,-0.0039397+0.0022608i,-0.0016028+0.0023375i,1.5094e-05+0.0011115i,0.00055816-2.9425e-05i,0.00096018-0.00042768i,0.0013707+0.00027287i
0.061723-0.027893i,0.099858-0.00027064i,0.083542+0.039794i,0.031734+0.033175i,-0.0044546+0.0018171i,-0.018699-0.016114i,-0.017598-0.022818i,-0.010482-0.020276i,-0.0092635-0.013179i,-0.013348-0.011623i,-0.015835-0.017778i,-0.011938-0.022231i,-0.0076977-0.019642i,-0.0061414-0.01274i,-0.0034124-0.0064745i,0.00068816-0.0036594i,0.004054-0.0023579i,0.0039959-0.00053693i,0.0021972+0.00048814i,0.0010176+0.00062345i,4.4394e-06+0.00037136i,-0.0011419-0.0004858i,-0.0029708-0.00097166i
-0.032034+0.045205i,-0.069232+0.034869i,-0.065138-0.0045853i,-0.02367-0.022027i,0.0031635-0.010129i,0.014331+0.0060459i,0.0168+0.01796i,0.012607+0.017429i,0.011494+0.0093629i,0.017263+0.0046342i,0.022902+0.0074256i,0.019737+0.012513i,0.011238+0.013176i,0.0062679+0.0098803i,0.0038394+0.0056764i,0.00077361+0.0030051i,-0.00077462+0.0013773i,-0.00047539-0.00086056i,0.0007065-0.0022017i,0.0013898-0.0020813i,0.00057718-0.001038i,0.00099847-0.00065998i,0.0024051-0.0005062i
0.013045-0.044809i,0.05026-0.056777i,0.058552-0.032463i,0.020174-0.0056289i,-0.011663+0.0029072i,-0.022979+0.0026849i,-0.022236-0.0052135i,-0.016279-0.0096987i,-0.011586-0.0051749i,-0.012664+0.0014366i,-0.017814+0.0013099i,-0.019064-0.0039425i,-0.014647-0.0055873i,-0.008548-0.0030096i,-0.0039935-0.0015843i,-0.001318-0.001603i,-0.00089573-0.0011019i,-0.0021265-0.0011706i,-0.0027656-0.0013896i,-0.0033205-0.00063944i,-0.0026023+0.0001226i,-0.0013793+0.00095829i,-0.0015359+0.0023741i
0.0062658+0.036814i,-0.022932+0.052208i,-0.045201+0.029944i,-0.030948+0.0019878i,-0.007431-0.003138i,0.0098752-0.0031421i,0.019491-0.00036715i,0.019454+0.003207i,0.014339-0.00033615i,0.010893-0.0094813i,0.012616-0.012647i,0.014812-0.0066116i,0.013296-0.0015089i,0.010139-0.001317i,0.0059152-0.00094721i,0.0019243+0.0014379i,0.00073224+0.0036723i,0.000197+0.0040864i,-0.0012235+0.0012753i,-0.00088938-0.0010514i,0.00019059-0.00097649i,0.0011407-0.0016614i,0.0024349-0.0030074i
-0.022937-0.026576i,-0.010489-0.045171i,0.010857-0.031767i,0.013117-0.0020367i,0.0064406+0.013219i,-0.0027626+0.014742i,-0.015168+0.011792i,-0.017418+0.010193i,-0.0099344+0.011515i,-0.0037327+0.014326i,-0.0055231+0.014713i,-0.010679+0.011514i,-0.01149+0.0067108i,-0.0089784+0.004301i,-0.0062647+0.0030827i,-0.0035381+0.00077923i,-0.0013516-0.0005837i,-0.00012683+0.00093997i,2.7592e-05+0.0013419i,-0.001486+0.0010427i,-0.0020286+0.0012191i,-0.0011605+0.0022325i,-0.00076828+0.0036155i
0.020968+0.019216i,0.018183+0.037851i,-0.0019329+0.039386i,-0.005836+0.017891i,0.0032093-0.00252i,0.0061929-0.013523i,0.0063785-0.017001i,0.0033742-0.014782i,-0.0018932-0.010687i,-0.0043195-0.0084567i,-0.0012201-0.0096242i,0.0041543-0.010394i,0.0068173-0.007831i,0.0057901-0.0047629i,0.0050671-0.0020565i,0.0059822-0.00026023i,0.0062944-0.00093693i,0.0053059-0.0022623i,0.0038479-0.0027313i,0.0023212-0.0027417i,0.00094835-0.0030844i,0.00017066-0.0028387i,-0.0014791-0.0025333i
-0.016224+0.0029048i,-0.017872-0.015151i,0.0017853-0.026674i,0.01373-0.01918i,0.0099432-0.0086988i,0.0040593+0.0021661i,0.00068972+0.010475i,0.0018559+0.0091233i,0.0058578+0.0044973i,0.0095625+0.003901i,0.0099158+0.0065677i,0.0055344+0.0073344i,0.00058029+0.0061995i,-0.00025341+0.0050367i,-0.00036874+0.0032848i,-0.0021231+0.00103i,-0.0033746-0.00041585i,-0.0032221-0.00068072i,-0.001984+0.0002287i,-0.00078379+0.0015124i,0.00071146+0.0025277i,0.0030903+0.0020521i,0.004075+0.00085707i
0.01518-0.0049498i,0.025009+0.0075833i,0.017349+0.013222i,-0.0012185-0.00039282i,-0.012194-0.0093938i,-0.013828-0.0089674i,-0.0086773-0.0063925i,-0.0045904-0.0017621i,-0.0041211+0.0016572i,-0.0052136+0.0023399i,-0.0064464+0.00021091i,-0.0042508-0.0034527i,0.00029015-0.0050459i,0.0024989-0.0058804i,0.0030722-0.0063403i,0.0022994-0.0052748i,-0.00020417-0.0041659i,-0.0020782-0.0038345i,-0.0035788-0.0031791i,-0.0040348-0.0022915i,-0.0028888-0.0015942i,-0.0022035-0.00082592i,-0.0025837+0.00050438i
-0.0076572+0.0087276i,-0.01754-0.0039793i,-0.014285-0.018672i,-0.0049398-0.016162i,-0.0032416-0.0053965i,0.0012236+0.0023183i,0.0054882+0.0065307i,0.0056518+0.0066166i,0.0065723+0.0021096i,0.008865-0.0057598i,0.0082203-0.0088479i,0.0028154-0.005931i,-0.0025609-0.0031037i,-0.0057112-0.001595i,-0.0064021+9.1765e-05i,-0.0056045+0.0037184i,-0.0037795+0.00721i,-0.00053147+0.0076671i,0.0014128+0.0056856i,0.0012758+0.0032549i,0.0012424+0.0014937i,0.001288-0.00034956i,0.00099115-0.0021542i
0.00091693-0.0034582i,0.010075-0.0055039i,0.006373+0.0029022i,-0.0060581+0.0085579i,-0.0090803+0.0079342i,-0.0074569+0.0045263i,-0.0075999-0.00062138i,-0.0072753-5.2775e-05i,-0.0030065+0.0035378i,0.0013631+0.0037485i,0.001165+0.0013912i,0.00037559-0.00049797i,0.0001042-0.00103i,-0.0015148-0.0021832i,-0.0019624-0.0022975i,-0.00043792-0.00091987i,0.00050606-7.0222e-05i,-0.00033772+0.00021878i,-0.0009973+0.00039257i,-0.0019319-9.0933e-05i,-0.0036842+0.00025515i,-0.0036619+0.0021575i,-0.0013531+0.0030699i
-0.0034698+0.0055732i,-0.012018+0.011628i,-0.016465+0.0065748i,-0.0086408+0.0024416i,0.0011436+0.0032453i,0.0047935+0.00035816i,0.0037819-0.0041959i,0.00015674-0.0063704i,-0.0047944-0.0065636i,-0.0074853-0.0054678i,-0.0062817-0.0032845i,-0.0053105+0.00054428i,-0.0053201+0.0054344i,-0.0033091+0.0090073i,-0.0001283+0.0098277i,0.0023735+0.007381i,0.0035253+0.0034531i,0.0045542-0.001074i,0.0051747-0.0034738i,0.003894-0.0026198i,0.0018954-0.0011536i,0.00050091-0.00040387i,-0.00097419-0.00045585i
0.0024427-0.0097028i,0.0056592-0.010184i,0.010037-0.0024227i,0.0088792+0.0046679i,0.0049568+0.0058078i,0.0021108+0.0059477i,0.0010079+0.0058724i,0.0029461+0.0035994i,0.0035817+0.0013029i,0.0016746+0.0021998i,0.0010263+0.0039436i,0.00314+0.0017927i,0.0060186-0.0021729i,0.0072992-0.0027538i,0.0072942-0.0013044i,0.005127-0.0013981i,0.0013839-0.0028425i,-0.0022611-0.0020328i,-0.0036038+0.00019049i,-0.0024584+0.0017379i,-0.00061213+0.002611i,0.0012019+0.0025368i,0.0030204+0.0010996i
0.00061809+0.0066299i,0.0014959+0.0090248i,-0.00015482+0.0045215i,0.0025641-0.0047218i,0.0032959-0.0088598i,0.00062842-0.0050918i,-0.0016462+0.0015259i,-0.0039122+0.0062828i,-0.0031331+0.0085632i,-0.00047093+0.008102i,-7.4653e-05+0.0061956i,0.00039015+0.0063747i,0.0018276+0.0068827i,0.0040321+0.0040906i,0.0054608+0.00046402i,0.0031734-0.0015894i,-0.0001998-0.0023276i,-0.0013584-0.002353i,-0.0017785-0.0027535i,-0.0022273-0.0030908i,-0.0007537-0.0017303i,0.00062938-0.0003471i,0.00061591+0.0010666i
-0.0023156-0.0039796i,0.0011301-0.010032i,0.007659-0.013469i,0.0048378-0.011863i,-0.0016688-0.010917i,-0.0027698-0.0075911i,-0.0016174-0.004189i,-0.00093719-0.0030091i,0.0002832-0.00088735i,0.0031603-0.00099214i,0.0050683-0.004572i,0.0037205-0.0082763i,-0.00019419-0.011519i,-0.0041006-0.012567i,-0.0058087-0.0101i,-0.0050236-0.0049259i,-0.0033942+0.00099906i,-0.0016316+0.0039392i,0.00038464+0.0040725i,0.0010659+0.0035734i,0.00023815+0.0015345i,-0.00038644-0.0012165i,-0.0010122-0.0030571i
0.0050822-0.00073101i,0.0039852+0.0017158i,-0.0027318-0.0026976i,-0.011851-0.0080672i,-0.013848-0.0055052i,-0.0092888-0.002422i,-0.0033992-0.0017254i,0.00081791-0.00081538i,0.0041722-0.00092933i,0.0050933-0.0022179i,0.0038426-0.0016595i,0.0027847+0.00201i,0.0012724+0.0052556i,-0.0024748+0.0046089i,-0.0050343+0.0027526i,-0.0050978+0.0021709i,-0.0038949+0.0013279i,-0.0025428+0.00020514i,-0.0018334-0.00035903i,-0.0016826-0.00046193i,-0.0021834-0.00024853i,-0.0015222-0.00034024i,0.00063079+0.00021122i
-0.0045513+0.00063355i,-0.0092224-0.0027746i,-0.010035-0.0054857i,-0.0086567-0.001111i,-0.0064204+0.0053794i,-0.0019749+0.007383i,0.000563+0.0043026i,0.0002603-0.0001665i,-0.00094586-0.0024198i,-0.0032202-0.0029016i,-0.005784-0.0026624i,-0.0078552-0.0025901i,-0.0088241-0.0012998i,-0.0074417+0.0023105i,-0.0047415+0.005459i,-0.0011045+0.0046417i,0.0031079+0.0018746i,0.0057261+0.00088104i,0.0054024+0.00075389i,0.0035813+0.00066829i,0.00044807+0.00040454i,-0.0030448+0.00066082i,-0.004595+0.0012793i
0.0072731+0.0039271i,0.0084616+0.0028398i,0.0040624+0.0045118i,-9.6497e-05+0.0051025i,-0.0006833+0.0039704i,-0.0010451+0.0037457i,-0.000587+0.0037753i,0.00065325+0.0020294i,0.0011681-0.0014787i,-0.0001127-0.0046676i,-0.001037-0.0051093i,0.00070738-0.0016903i,0.0032508+0.002428i,0.0039081+0.0046221i,0.004784+0.0043438i,0.0033274+0.0026282i,-0.00082764+0.001683i,-0.0035829+0.0015261i,-0.003566+0.0010103i,-0.0018746+0.00047006i,3.1158e-05+0.0011182i,0.001412+0.00098132i,0.00246-0.00075643i
0.00078256-0.0017332i,-0.0014468+0.00043759i,0.00097373+0.00063834i,0.0056009+0.00078886i,0.0066977-0.00024215i,0.0027092-0.0015749i,-0.0022139+0.00087141i,-0.0046219+0.0047243i,-0.0042083+0.0062972i,-0.0012069+0.0057544i,0.00048268+0.004935i,-0.0011204+0.0039602i,-0.001317+0.0015436i,0.0015568-0.0017895i,0.0042147-0.0033826i,0.0043053-0.0036444i,0.0030201-0.00367i,0.0037106-0.0030891i,0.0031317-0.0022651i,0.0010169-0.0020918i,3.1756e-05-0.00089913i,-0.00014925+0.0013421i,0.00013729+0.0028557i
0.0028219-0.0016248i,0.0043567-0.0012243i,0.0058678-0.0011876i,0.0035331-0.0031415i,0.00044687-0.004918i,-0.00014887-0.003299i,-0.00026486-0.0020608i,-0.0026237-0.0028321i,-0.0051695-0.0016687i,-0.004902+0.00044007i,-0.002207+0.0012731i,0.0010567+0.00016549i,0.0031098-0.0015103i,0.0020232-0.0034986i,-0.00067375-0.0046419i,-0.0021569-0.0024888i,-0.0028778+0.00064327i,-0.0017087+0.002385i,-0.00052504+0.0026928i,-0.0013089+0.0020473i,-0.00071349+0.00096849i,0.00013495-0.00027668i,-0.00032129-0.0012969i
-0.0020345+0.0031417i,0.0011472+0.000808i,0.002062-0.0054481i,0.0013783-0.0099241i,-0.0011577-0.008789i,-0.0010483-0.0039439i,0.0029947-0.00053268i,0.0075592-0.00014279i,0.011236+1.1412e-05i,0.011037+0.00025556i,0.0074942+3.5294e-05i,0.0029182-0.00053233i,-0.001911-0.0027012i,-0.0051135-0.0044134i,-0.0051556-0.004313i,-0.0030947-0.0032233i,-0.00091828-0.003779i,-0.00029841-0.004989i,-0.00094042-0.004536i,-4.3757e-05-0.00288i,0.00043794-0.00048351i,-2.4172e-05+0.0011473i,-0.00057225+0.0011744i
0.00062004-0.0043592i,-0.0014275-0.008903i,-0.0036968-0.011466i,-0.0078052-0.0086035i,-0.0095898-0.00392i,-0.00686+0.0010223i,-0.0039129+0.0047036i,-0.002846+0.0059351i,-0.0014234+0.0050098i,-0.00081895+0.0027456i,-0.002026-0.00019033i,-0.0013625-0.0017732i,-0.0004345+0.00078178i,-0.0014979+0.0051896i,-0.0029012+0.0066289i,-0.0028582+0.0061966i,-0.0013865+0.0057301i,-9.2235e-05+0.0048719i,-0.00017537+0.0036214i,-0.00070143+0.002014i,-0.00015605+0.00058169i,-0.00019627-0.0010831i,-0.001294-0.0012713i
0.0025797+0.00076125i,-0.0012854+0.0025587i,-0.0068826+0.0027525i,-0.0099292+0.003292i,-0.0090476+0.0044382i,-0.0067101+0.0022931i,-0.0044407-0.0012158i,-0.0020385-0.004783i,-0.00032569-0.008693i,-0.0003361-0.010239i,-0.00042706-0.0078006i,-0.00046208-0.0041445i,-0.0017173-0.00085922i,-0.0018984+0.0015091i,0.00038053+0.0024243i,0.0018938+0.00044268i,0.00090805-0.0023729i,-0.0015244-0.0032248i,-0.0023366-0.0023585i,-0.0015054-0.0013126i,-0.0013041-0.0013647i,-0.0011993-0.0014393i,-0.00087537-0.0012685i
0.0004223+0.0011814i,0.00042339+0.0024695i,0.00086731+0.0041851i,0.00066805+0.0054616i,0.00022962+0.0050038i,0.00010348+0.0040716i,-0.00022109+0.0033238i,-0.0012115+0.00382i,-0.0014533+0.0051627i,-0.0010082+0.0056539i,-0.00095086+0.0052393i,0.00080648+0.0036248i,0.0047148+0.0020583i,0.0078154+0.0014505i,0.008116+0.0010366i,0.0044484+0.00044233i,0.0020261+0.001352i,0.0028815+0.0025605i,0.0027841+0.0018955i,0.0014337+0.0007213i,0.00026421+0.00076206i,-0.0005041+0.0011852i,-0.00027917+0.0012452i
0.00044308+0.00071313i,0.0039056+0.00052195i,0.0070278+0.000913i,0.0067141+0.0013557i,0.0044906+0.00044451i,0.0023524-0.0010261i,0.00024689-0.0021101i,-0.0027405-0.0032348i,-0.0059556-0.0032892i,-0.0063841-0.0022345i,-0.0051839-0.0014033i,-0.003676-0.0003612i,-0.0031691+6.3799e-05i,-0.0031442-0.0017381i,-0.0017276-0.003866i,-0.0002778-0.0039934i,-0.0011856-0.0032329i,-0.0023989-0.0025988i,-0.0015957-0.0021068i,-0.0012088-0.00069456i,-0.0016488+0.0014486i,-0.0020992+0.0022511i,-0.002765+0.0012418i
0.0015199-0.0029794i,0.00074197-0.0041017i,0.0015691-0.0065568i,0.0033343-0.0070502i,0.0041138-0.0059476i,0.0051595-0.0032656i,0.006635+0.00023499i,0.0094629+0.0025005i,0.012045+0.0037705i,0.011744+0.0027532i,0.0087075-0.00060261i,0.0050322-0.0034483i,0.0026294-0.004558i,0.00064905-0.0043346i,-0.0011169-0.0027237i,-0.0021719-0.00067369i,-0.0013024+0.00023959i,-7.8319e-05-0.00056648i,0.00049397-0.00085187i,0.0013339-0.00051292i,0.0015191-0.00030296i,0.0017988-0.0003835i,0.0024991-0.0015833i
-0.00011521-0.0023365i,-0.00012374-0.0033167i,-0.00040177-0.0063512i,-0.0031968-0.0090668i,-0.006565-0.006939i,-0.0069776-0.0018323i,-0.0065015+0.0021359i,-0.0064641+0.0055132i,-0.0050362+0.0075979i,-0.0027851+0.0057998i,-0.0021349+0.0031887i,-0.0029636+0.0037003i,-0.0046963+0.0054193i,-0.0063551+0.0058999i,-0.0054535+0.0047716i,-0.0034685+0.0029593i,-0.0031246+0.0014218i,-0.003625+0.0011103i,-0.0033369+0.0013516i,-0.0022382+0.00089598i,-0.0013958+0.0010011i,-0.0010818+0.0021067i,-0.001202+0.0027458i
-0.0015026-0.0012946i,-0.0025363-0.00080242i,-0.0058178-0.0018818i,-0.0076623-0.0017709i,-0.0065543-0.00055206i,-0.0035589+0.00086607i,-0.0010976-0.0025105i,0.0011287-0.0084048i,0.0032599-0.010531i,0.002741-0.0083851i,0.00051191-0.0055969i,-0.00081738-0.0047452i,-0.0011222-0.0046502i,0.00052488-0.0022828i,0.0017271+0.0013872i,0.0019604+0.0020393i,0.002111-0.00013157i,0.0019843-0.00074482i,0.0008455-0.00011304i,-3.3954e-05+1.1697e-05i,0.00011298-0.0013758i,-0.00036266-0.002907i,-0.00047961-0.0031182i
0.0025737-0.0035422i,0.0018859-0.0038815i,-0.0019123-0.0020595i,-0.0044507+0.0020486i,-0.0033424+0.0037448i,-0.0016403+0.002439i,-0.00079927+0.0025772i,0.00053388+0.0034148i,0.0016649+0.0028562i,0.0011596+0.002118i,0.00060473+0.0029483i,0.0017605+0.0046577i,0.0035135+0.0045348i,0.0037588+0.0031172i,0.0031545+0.0014293i,0.0028209-0.00031988i,0.0019879-0.00040094i,0.001144+0.00043032i,-0.00024129+0.0006672i,-0.001509+0.0011203i,-0.0014234+0.0023716i,-0.0012359+0.0033468i,-0.00017327+0.0029991i
-0.00071565+0.003025i,-0.0019813+0.0040128i,-0.00073101+0.0025962i,-0.0006746+0.001959i,-0.0011227+0.0023367i,-0.0011453+0.0020317i,-0.0021483+0.00051611i,-0.0048212-0.0009258i,-0.0068584-0.0014297i,-0.006162-0.0017971i,-0.0045422-0.0015609i,-0.0037584-0.0016756i,-0.003474-0.0024196i,-0.002067-0.0032013i,-0.0016228-0.0037517i,-0.0017425-0.0028844i,-0.0013678-0.001292i,-0.00020391-0.0016793i,0.00092326-0.002016i,0.00085348-0.00089072i,-0.00063129-0.00078386i,-0.001667-0.0015311i,-0.0022427-0.0010187i
-0.0024074-0.00079128i,0.0001055-0.0014492i,0.0027284-0.00033512i,0.005253+0.00061981i,0.0058966+0.00035267i,0.0041664+0.00050031i,0.0024045+0.0015784i,0.0018877+0.0026239i,0.0025077+0.0041152i,0.004287+0.0049958i,0.0056644+0.0031194i,0.0050991+0.00046552i,0.0026988-0.00036148i,-0.00076175-0.00039605i,-0.0028167-0.0008244i,-0.0020885-0.0004375i,-0.00099281+0.00058743i,-0.0010498+0.0015924i,-0.0007328+0.001164i,6.0711e-05+0.00011911i,0.00068595+0.00023108i,0.0017526+0.00089994i,0.0024364+0.00040394i
0.0034595+0.0013487i,0.0031561+0.001288i,0.0032138+4.005e-05i,0.0023257-0.0023713i,-0.00032838-0.003878i,-0.0021016-0.0022582i,-0.0033785+0.00074578i,-0.0047329+0.0036051i,-0.0056085+0.0052878i,-0.0047246+0.0048185i,-0.0031898+0.0019446i,-0.0029847-0.00084186i,-0.0031713-0.00063003i,-0.0028734+0.00010354i,-0.0032453+0.00087014i,-0.0034695+0.0023982i,-0.0023837+0.0034282i,-0.0016422+0.0018533i,-0.0016392-5.1553e-05i,-0.001392-0.0012222i,-0.00043325-0.0022183i,-0.0004311-0.0019319i,-0.00089289-0.00072361i
-0.003304+0.00076332i,-0.0023785-0.0018769i,-0.0022751-0.0049447i,-0.0022338-0.0050509i,-0.0015921-0.0025239i,-0.00071996-0.0015901i,0.00096821-0.0031124i,0.0040168-0.0048328i,0.0067205-0.0064414i,0.0060815-0.0064617i,0.0031361-0.0042925i,0.0021879-0.0025963i,0.0023276-0.00086122i,0.0024981+0.002679i,0.0041989+0.0039842i,0.0051287+0.0020661i,0.0040496+0.00071616i,0.0024316+0.00030052i,0.0014616+0.0001403i,0.00077663-0.0001011i,0.00019373+0.00016339i,9.5821e-05+0.00056445i,-0.00034287-0.00040656i
0.0019267-0.0011938i,0.0013278-0.0021388i,-0.0022156-0.0029388i,-0.004404-0.0041621i,-0.0038731-0.0030662i,-0.0024481-0.00033778i,-0.00020295+0.0025195i,0.0028965+0.0052415i,0.004875+0.0056714i,0.003568+0.0032684i,0.00020435+0.0015637i,-0.0020498+0.0016625i,-0.0010876+0.0011654i,0.0010041-9.2991e-05i,0.0012989-4.1532e-05i,0.0010546+0.00055605i,0.0012545+0.00092259i,0.0012845+0.00060101i,0.00010183+0.00048272i,-0.0009289+0.00081201i,-0.0015878+6.6048e-05i,-0.002305-0.00093325i,-0.0021288-0.00033046i
-0.0010667+0.0032623i,-0.0029921+0.0050417i,-0.0029796+0.0044675i,-0.0015736+0.0020247i,-0.0019066+0.0013244i,-0.0023867+0.0015801i,-0.0020097-5.6116e-05i,-0.0040307-0.0018989i,-0.0060885-0.002024i,-0.0053094-0.00084277i,-0.0030977+0.00040239i,-0.00071834-0.00035406i,0.00054414-0.00043816i,0.00037299-0.00050543i,0.00076223-0.0028088i,0.0018799-0.0044453i,0.0016498-0.0042707i,0.0003175-0.0033825i,4.9681e-06-0.0019657i,5.9328e-05-0.00012234i,-8.2375e-05+0.00053261i,9.4315e-05+0.001086i,-0.0004124+0.0012567i
0.0045506+0.0017538i,0.0062451+0.00013594i,0.0067195-0.0021285i,0.0033571-0.0020912i,-0.00069708-0.00065361i,-0.0010934+0.0011249i,3.2024e-05+0.00092389i,0.00052335-0.00046037i,0.00073242-0.00041559i,-0.00011702+0.00097429i,-0.00091559+0.0020601i,-0.0010036+0.0010464i,-0.0024307-0.0015667i,-0.0049364-0.0034501i,-0.0060604-0.0025145i,-0.0048839+9.1925e-05i,-0.0022556+0.0012239i,-0.0018366+0.0012482i,-0.0018406+0.001345i,-0.00027249+0.0011897i,3.7233e-05+0.00068328i,-0.00057264+4.097e-06i,-0.00012975-0.00043465i
-0.00048079-0.0036691i,-0.0017893-0.0042965i,-0.0027058-0.0040165i,-0.0021267-0.0019713i,-0.0010254-0.00091784i,-0.00075729-0.00020718i,-0.0020178+0.0003978i,-0.0028119+0.0012475i,-0.0024997+0.0019682i,-0.0012665+0.0015883i,0.0004646+0.00026552i,0.0020881-0.00063998i,0.003194-0.00012365i,0.0027979+0.00035472i,0.00097945+0.00021695i,-0.00062992-0.00069383i,-0.0008514-0.0016312i,-0.00046269-0.0011081i,0.00032646-0.00081i,0.00093816-0.00086565i,0.0012382-0.00098645i,0.0017395-0.0001187i,0.001505+0.0011865i
-0.00132-0.0037062i,-0.0025477-0.0022658i,-0.0028124-0.0022258i,-0.0014925-0.0032489i,-0.00073758-0.0019448i,-0.0014437-0.00042823i,-0.00068778-0.00018296i,0.0014467-0.00013508i,0.0045262-0.00057431i,0.0058516-0.00196i,0.0034336-0.0021316i,0.00050465-0.00047015i,-0.0022911+0.0012609i,-0.003836+0.0033529i,-0.0026431+0.0049082i,-0.00068033+0.0053655i,0.0010182+0.0046365i,0.001387+0.002719i,0.0014081+0.0010061i,0.0011411+0.00026027i,-7.4621e-05+0.00011195i,-0.0016011-0.00019173i,-0.0019758-0.00022342i
0.0001862+0.0022667i,0.0005932+0.0026541i,-0.00064762+0.00067138i,-0.0015352-0.0014244i,-0.0027716-0.0020671i,-0.0027046-0.000688i,-0.0018529+0.0022697i,-0.00041061+0.0052298i,0.0011559+0.007182i,0.0019849+0.0051706i,0.00092214+9.0395e-05i,-0.00045093-0.0027783i,0.0011007-0.0024844i,0.0038446-0.0023692i,0.0036022-0.0027254i,0.0015708-0.0028544i,0.00049334-0.0017075i,0.00040601-0.00053568i,-6.2829e-05-0.0001798i,-0.00065848-0.00087132i,-0.0010986-0.0015121i,-0.00092729-0.0012885i,0.00038184-0.00025742i
