-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
0.11242+0.03377i,0.10431+0.098866i,0.082607+0.15388i,0.12451+0.10525i,0.17113-0.010386i,0.11708-0.048159i,0.039288-0.0085523i,0.012221+0.0066739i,-0.002862-0.0059922i,-0.024982-0.010701i,-0.039855-0.011416i,-0.036923-0.020524i,-0.024372-0.038652i,-0.018808-0.05299i,-0.019082-0.050364i,-0.018032-0.031063i,-0.014283-0.0072417i,-0.0077089+0.011667i,-0.0037995+0.025045i,-0.0028014+0.033541i,0.0024779+0.030974i,0.0094808+0.016993i,0.012469+0.0028016i
0.079945+0.27552i,0.2185+0.31277i,0.29475+0.16467i,0.19971-0.0065949i,0.035932-0.063336i,-0.030393-0.060789i,-0.016425-0.050755i,0.00051103-0.035278i,0.00026224-0.020317i,0.0038408+0.0014003i,0.017784+0.01475i,0.018354+0.01897i,0.012039+0.023611i,0.009561+0.019618i,0.010874+0.010775i,0.024305+5.9799e-05i,0.039353-0.016513i,0.043686-0.03268i,0.03938-0.039228i,0.030874-0.034549i,0.019099-0.026253i,0.0041252-0.019567i,-0.0096678-0.01125i
-0.011188-0.35541i,-0.039344-0.49678i,-0.10445-0.42489i,-0.15364-0.17765i,-0.12271+0.039944i,-0.060616+0.10586i,-0.031602+0.074241i,-0.022546+0.045897i,0.0022205+0.031879i,0.020142+0.0032535i,0.012911-0.013408i,0.0089434-0.0090635i,0.010438+0.0039421i,0.007727+0.025806i,0.0028917+0.042235i,-0.0081874+0.043823i,-0.02167+0.038586i,-0.033419+0.031794i,-0.041895+0.022749i,-0.04213+0.011986i,-0.03142+0.0053104i,-0.012529+0.0030074i,0.0023295-0.0016622i
-0.037509-0.053199i,-0.14618-0.10318i,-0.19969-0.11306i,-0.11681-0.12855i,-0.018225-0.1589i,0.0031999-0.12586i,-0.0034405-0.051737i,-0.0011818-0.013184i,-0.0055304-0.0059664i,-0.016626-0.00035511i,-0.024316-0.001395i,-0.029514-0.01328i,-0.030691-0.029701i,-0.026732-0.040875i,-0.017429-0.040495i,-0.0063666-0.03046i,0.0014332-0.017322i,0.0088308-0.0032211i,0.018939+0.01153i,0.025861+0.01925i,0.020189+0.016281i,0.0056911+0.0089526i,-0.0039205+0.0053261i
-0.077022+0.37978i,0.0067613+0.60143i,0.11515+0.59799i,0.11367+0.40636i,0.023077+0.23832i,-0.026513+0.12343i,-0.017002+0.025656i,-0.0076382-0.02398i,-0.0050673-0.027845i,0.0065346-0.019203i,0.022172-0.013055i,0.028293-0.0034472i,0.025776+0.0077417i,0.020162+0.0049828i,0.0092968-0.0090441i,0.00059962-0.023858i,0.00090146-0.036079i,0.005355-0.045882i,0.0021326-0.050824i,-0.0069125-0.043477i,-0.0078998-0.024231i,-0.0032117-0.005983i,0.00036367+0.0058687i
0.015415-0.24562i,-0.023114-0.3252i,-0.035491-0.21968i,0.01323-0.034417i,0.089763+0.0571i,0.11446+0.061139i,0.076252+0.054926i,0.042226+0.051715i,0.03241+0.033427i,0.012617+0.0092297i,-0.015176+0.002135i,-0.019394+0.0075629i,-0.0011014+0.012395i,0.018538+0.014844i,0.030429+0.014822i,0.029239+0.01587i,0.013675+0.025423i,-0.0036656+0.040986i,-0.0073274+0.052324i,-0.0017217+0.048449i,0.0028815+0.028568i,0.0055436+0.0050446i,0.0034345-0.010845i
0.13327+0.056484i,0.17903-0.040585i,0.14697-0.22798i,0.058973-0.36045i,-0.029835-0.34986i,-0.075847-0.22816i,-0.061233-0.09794i,-0.028422-0.038028i,-0.017197-0.017766i,-0.010462+0.00062107i,-0.0019611+0.0045329i,-0.0069349-0.0066847i,-0.024624-0.021243i,-0.04541-0.029682i,-0.056416-0.024921i,-0.045082-0.013016i,-0.018412-0.0092137i,0.0024293-0.017304i,0.010762-0.026983i,0.01232-0.026041i,0.0073469-0.015513i,0.0002453-0.0038328i,-0.00080582+0.0047804i
0.05322+0.075885i,0.13207+0.14411i,0.12238+0.15018i,0.0058334+0.15545i,-0.083133+0.19397i,-0.07404+0.15411i,-0.044052+0.051842i,-0.035763+0.0037702i,-0.02121-0.002013i,-0.0014595-0.0069458i,0.012454-0.0084083i,0.018296-0.0025371i,0.019125+0.011669i,0.018315+0.028514i,0.015235+0.038233i,0.0091196+0.031588i,-5.5186e-05+0.010046i,-0.01158-0.0092696i,-0.023031-0.010428i,-0.024108-0.0028987i,-0.013387-0.0022301i,-0.0029448-0.0056542i,0.0023744-0.0090065i
-0.26573-0.3463i,-0.51895-0.38623i,-0.56529-0.15293i,-0.3192+0.085813i,-0.036098+0.093312i,0.061468+0.022738i,0.045739+0.0079643i,0.034353+0.010344i,0.031214+0.0076977i,0.014854+0.00076895i,-0.0096457+0.0022928i,-0.012545+0.01111i,0.0094631+0.0043826i,0.034477-0.016378i,0.045976-0.039985i,0.036764-0.048388i,0.019024-0.024532i,0.015687+0.014065i,0.028344+0.030721i,0.031178+0.019747i,0.014391+0.0070149i,-0.0040084+0.0029065i,-0.015837+0.0038901i
0.062037+0.3781i,0.21801+0.48619i,0.34764+0.33249i,0.29771+0.031961i,0.098941-0.12461i,-0.03778-0.074757i,-0.040902-0.0044795i,-0.02093-0.0018792i,-0.021204-0.013721i,-0.017051-0.017355i,-0.0077577-0.02549i,-0.0081342-0.034309i,-0.025033-0.032993i,-0.046067-0.022834i,-0.052518-0.0065405i,-0.037379+0.0062116i,-0.011575-0.00013031i,0.00072019-0.021582i,-0.010655-0.031743i,-0.023292-0.017808i,-0.014986+0.0016658i,0.0040233+0.0086699i,0.017006+0.0085751i
0.21547+0.06672i,0.42048+0.027977i,0.43988-0.080062i,0.24097-0.063282i,0.091018+0.079238i,0.08072+0.10785i,0.061371+0.041881i,0.029562+0.022758i,0.025868+0.022872i,0.027816+0.018203i,0.02891+0.01598i,0.020553+0.015045i,0.016319+0.022949i,0.024766+0.029782i,0.027241+0.026989i,0.020938+0.015724i,0.0083895+0.0039958i,-0.0058827+0.00016311i,-0.0060643+0.0051596i,0.0076799+0.0081537i,0.011308-0.0015913i,0.00078518-0.011046i,-0.006895-0.014538i
-0.20899-0.41033i,-0.5812-0.5763i,-0.78281-0.45669i,-0.58416-0.22607i,-0.2544-0.15368i,-0.099817-0.14663i,-0.065121-0.08202i,-0.033207-0.029797i,-0.003692-0.017325i,0.00161-0.016218i,-0.011988-0.0053997i,-0.0126+0.0061601i,-0.00052074-0.0071963i,-0.0013377-0.030101i,-0.013877-0.037358i,-0.022945-0.027796i,-0.018017-0.0094092i,-0.0035411+0.0080074i,0.0033058+0.012384i,-0.00026134+0.0075433i,-0.0040421+0.0083011i,-0.0043282+0.012171i,-0.0032591+0.014772i
0.13538+0.29308i,0.29839+0.47185i,0.36257+0.47279i,0.24233+0.27287i,0.034891+0.11178i,-0.078808+0.086816i,-0.049528+0.071526i,-0.017194+0.021296i,-0.038806-0.0044014i,-0.051624-0.0046583i,-0.04408-0.010403i,-0.032101-0.011608i,-0.02451-0.0029973i,-0.019586+0.010446i,-0.0049038+0.022241i,0.013429+0.021725i,0.018136+0.0082756i,0.011627-0.0079195i,0.0066757-0.0090319i,0.007124-0.00077834i,0.010737-0.0015684i,0.013766-0.0096178i,0.014572-0.015865i
-0.0038025-0.079773i,0.14148-0.06074i,0.28601-0.005066i,0.29331+0.10639i,0.24294+0.17567i,0.20826+0.11371i,0.13056+0.0032964i,0.052092-0.022581i,0.041556-0.0027164i,0.054982-0.0024544i,0.05684-0.0054249i,0.044445-0.0051466i,0.032866+0.00091418i,0.039043+0.003436i,0.038968-0.009029i,0.017855-0.021052i,-0.0018714-0.016236i,-0.0069604-0.0031382i,5.179e-05-0.0069561i,0.0030924-0.023931i,-0.0076802-0.027773i,-0.016915-0.014687i,-0.020065-0.0016035i
-0.30572-0.13947i,-0.59946-0.2622i,-0.64881-0.34543i,-0.42287-0.36932i,-0.21271-0.3301i,-0.13905-0.20789i,-0.11445-0.054882i,-0.065818+0.02165i,-0.018318+0.015696i,-0.0098991+9.7155e-06i,-0.016887+0.0011681i,-0.012578-0.0036825i,-0.012882-0.023595i,-0.028929-0.039137i,-0.039127-0.033744i,-0.026246-0.017761i,-0.0028732-0.011374i,0.0074504-0.011286i,-0.0051303+0.0028698i,-0.017074+0.030989i,-0.010065+0.042279i,-0.0014525+0.028886i,0.0021447+0.015983i
0.38106+0.33721i,0.62106+0.40498i,0.53527+0.28533i,0.20964+0.11979i,-0.029628+0.076668i,-0.06763+0.096517i,0.0087401+0.072301i,0.050153+0.009731i,0.018196-0.014547i,-0.0048687+0.0042227i,-0.0054514+0.012652i,-0.0084295+0.016386i,-0.0027825+0.023104i,0.0022027+0.025735i,0.00039005+0.026442i,0.0017992+0.021528i,0.0017204+0.011599i,-0.0013497+0.0013637i,0.0028561-0.007162i,0.012322-0.013111i,0.016851-0.0142i,0.015515-0.011052i,0.013563-0.010641i
0.0086957-0.21321i,-0.018811-0.20068i,-0.054796-0.011483i,-0.026104+0.20782i,0.070667+0.22331i,0.095359+0.066043i,0.015724-0.041089i,-0.034578-0.032186i,-0.010403-0.017087i,0.014163-0.041864i,0.010403-0.052988i,-0.0015843-0.032682i,0.001032-0.0039628i,0.022244+0.00993i,0.035346+0.0050069i,0.020949-0.0021674i,-0.0030176+0.0011547i,-0.011935+0.010792i,-0.0079717+0.013296i,-0.0078865+0.0036228i,-0.013888-0.0048601i,-0.014616-0.0039703i,-0.011659-0.0011368i
-0.33698-0.20414i,-0.52209-0.26799i,-0.41019-0.2358i,-0.17173-0.21956i,-0.10872-0.18873i,-0.12507-0.052253i,-0.077035+0.055827i,-0.032304+0.066129i,-0.026557+0.053226i,-0.033667+0.048052i,-0.031339+0.039315i,-0.010986+0.013446i,-0.0053216-0.022636i,-0.021315-0.041503i,-0.027028-0.040986i,-0.011684-0.039512i,0.0061668-0.041173i,0.011168-0.034946i,0.012749-0.015706i,0.019131+0.0046334i,0.02221+0.010843i,0.015365+0.0043209i,0.0065604+0.00099639i
0.26404+0.27325i,0.49927+0.32035i,0.54437+0.18316i,0.38575+0.044916i,0.23134+0.042009i,0.17258+0.031101i,0.13046-0.044913i,0.073783-0.087518i,0.041968-0.067771i,0.043349-0.038791i,0.04296-0.027545i,0.026642-0.01526i,0.012844-3.2207e-06i,0.0047178+0.01165i,-0.0047523+0.02298i,-0.0092797+0.034935i,-0.00025266+0.040457i,0.011112+0.026036i,0.0040894-0.0026329i,-0.013603-0.020381i,-0.018472-0.020663i,-0.009709-0.015655i,-0.0022477-0.010552i
-0.097322+0.05343i,-0.21315+0.095221i,-0.32237+0.089245i,-0.30339+0.059648i,-0.16118-0.012664i,-0.083913-0.082267i,-0.093492-0.034263i,-0.057896+0.037668i,-0.0076498+0.015387i,-0.014194-0.022119i,-0.034391-0.015202i,-0.034964+0.0052892i,-0.013755+0.017638i,0.016962+0.0052668i,0.029156-0.023929i,0.018505-0.04185i,-0.0021435-0.039225i,-0.016644-0.019611i,-0.013621+0.0070401i,-0.0018692+0.025245i,0.0025119+0.027438i,-0.0030136+0.021049i,-0.0061468+0.014613i
-0.098072-0.21301i,-0.16491-0.28774i,-0.15823-0.23205i,-0.15065-0.14912i,-0.21077-0.068166i,-0.20837+0.059551i,-0.086807+0.10918i,-0.0084619+0.06358i,-0.011045+0.052328i,-0.0037057+0.072191i,0.019876+0.064956i,0.028757+0.028157i,0.011821-0.010699i,-0.017241-0.018285i,-0.028207-0.0021973i,-0.016456+0.0045067i,-0.002972-0.0059338i,-0.00079845-0.014771i,-0.0051465-0.013198i,-0.0062608-0.0092658i,-0.0015073-0.0061778i,0.0037423-0.0068335i,0.0041177-0.0098364i
0.38876+0.073266i,0.57449+0.11979i,0.56412+0.17919i,0.43841+0.23084i,0.31979+0.21099i,0.21652+0.080588i,0.099045-0.053748i,0.0081733-0.086174i,-0.0053656-0.067431i,0.014685-0.079851i,0.0069374-0.096151i,-0.010872-0.064741i,-0.0058496-0.011838i,0.012888+0.018133i,0.025109+0.026238i,0.027513+0.034197i,0.03072+0.040705i,0.033255+0.031969i,0.03041+0.015519i,0.023505+0.0020556i,0.0118-0.008076i,0.0019959-0.0095605i,-0.00011246-0.0033375i
-0.35447+0.034932i,-0.44327+0.011177i,-0.36157-0.074383i,-0.21188-0.12613i,-0.079169-0.089794i,-0.0094751-0.028646i,-0.0079292+0.022225i,0.0042889+0.048292i,0.019493+0.025872i,-0.0027012+0.006561i,-0.022558+0.015357i,-0.019132+0.013328i,-0.0094357-0.0081343i,-0.012065-0.036348i,-0.032972-0.057863i,-0.053694-0.067181i,-0.060703-0.0602i,-0.050065-0.038815i,-0.027484-0.022175i,-0.011439-0.014761i,-0.0072392-0.0080874i,-0.0092072-0.0030796i,-0.011848-0.0005457i
-0.25349-0.17526i,-0.38357-0.19756i,-0.35618-0.18918i,-0.22194-0.19887i,-0.12762-0.17899i,-0.076453-0.083096i,-0.01677-0.0084961i,0.011737-0.0018778i,0.0082979+0.010087i,0.012402+0.029113i,0.020552+0.027294i,0.02304+0.0086892i,0.010633-0.0087499i,-0.0029765+0.00035241i,0.013585+0.02469i,0.045674+0.031918i,0.059584+0.015229i,0.044897-0.00065282i,0.013983+0.0066372i,-0.0048686+0.027086i,-0.0014217+0.036561i,0.009324+0.027432i,0.014272+0.014225i
0.65064+0.39403i,0.83543+0.55395i,0.6561+0.59181i,0.33234+0.46382i,0.094322+0.22345i,-0.030415+0.019644i,-0.061466-0.04245i,-0.049644-0.03259i,-0.041179-0.033953i,-0.037979-0.036143i,-0.036299-0.02235i,-0.028186+0.010244i,0.0065406+0.038639i,0.039529+0.03268i,0.037759+0.0060533i,0.016947-0.0073046i,0.00074791-0.00039326i,-0.0025536+0.0034103i,0.0042484-0.0086433i,0.010154-0.027093i,0.0064874-0.037131i,-0.00045274-0.029876i,-0.00057949-0.01915i
-0.2966-0.19036i,-0.22166-0.35233i,-0.059639-0.42934i,-0.030975-0.28225i,-0.050917+0.001154i,-0.0021736+0.15775i,0.035+0.11763i,0.036493+0.049484i,0.041435+0.027134i,0.049188+0.015746i,0.04749-0.0027196i,0.028464-0.025943i,-0.004598-0.043463i,-0.03257-0.046993i,-0.050301-0.035495i,-0.06274-0.018946i,-0.06188-0.0048781i,-0.046557+0.0049804i,-0.028975+0.011871i,-0.017984+0.019871i,-0.013179+0.021163i,-0.013556+0.01132i,-0.019284+0.0021042i
-0.26382-0.46451i,-0.51158-0.51545i,-0.49154-0.38403i,-0.20418-0.24286i,0.012693-0.18411i,0.024145-0.13999i,-0.031408-0.079044i,-0.04313-0.025235i,-0.011081+0.0027744i,0.0024278-0.0035492i,-0.015011-0.010853i,-0.019403-0.0099223i,-0.015161-0.010455i,-0.013062-0.0081044i,0.0045737-0.010767i,0.03743-0.021412i,0.061838-0.033764i,0.05831-0.033923i,0.041077-0.017766i,0.029982-0.0047109i,0.02284-0.00044286i,0.018867+0.00049922i,0.018314+0.0024486i
0.44752+0.69428i,0.53677+0.86755i,0.3338+0.77615i,0.10152+0.51118i,0.030672+0.21968i,0.026408+0.036419i,0.024719+0.0021855i,0.024088-0.0024411i,0.0035969-0.036387i,-0.018311-0.050737i,-0.019354-0.035389i,-0.01125-0.0048452i,0.012283+0.019534i,0.027623+0.026122i,0.0090606+0.03375i,-0.015035+0.041611i,-0.021131+0.04308i,-0.013557+0.033252i,-0.011262+0.010194i,-0.019207-0.010296i,-0.022475-0.020025i,-0.020428-0.018016i,-0.013932-0.0083189i
-0.42086-0.14358i,-0.27107-0.17858i,0.015095-0.23942i,0.07494-0.27033i,-0.034015-0.16831i,-0.050226-0.028081i,-0.0041475+0.0088618i,0.0016398-0.00014936i,-0.0067436+0.015077i,-0.0026683+0.033004i,0.0035125+0.029031i,0.0031414+0.0098252i,-0.00343-0.013243i,0.00040397-0.032735i,0.019626-0.040875i,0.030742-0.038601i,0.017901-0.037738i,-0.0052695-0.035938i,-0.013724-0.017669i,-0.001401+0.01761i,0.011902+0.041619i,0.014041+0.037695i,0.0075383+0.019749i
0.26624-0.4549i,0.14831-0.50716i,0.022381-0.33756i,-0.022937-0.1441i,-0.10749-0.041387i,-0.19451+0.015133i,-0.15771+0.049896i,-0.071047+0.060037i,-0.018134+0.060768i,0.010797+0.04706i,0.020575+0.024936i,0.026057+0.011032i,0.028246+0.0063644i,0.016252+0.0084771i,0.0036777-0.0016893i,-0.0012169-0.025526i,-0.00083634-0.032493i,0.0028914-0.012397i,0.0085047+0.0046497i,0.011261-0.0073018i,0.0067726-0.02515i,0.0044105-0.026417i,0.0056687-0.02059i
0.19153+0.57022i,0.20272+0.47089i,0.0050243+0.26692i,-0.10065+0.26397i,0.074224+0.30727i,0.21967+0.17681i,0.1358+0.0046149i,0.022917-0.057506i,0.0088822-0.057823i,0.019172-0.064415i,0.00061058-0.060394i,-0.027176-0.038308i,-0.03419-0.017721i,-0.026461-0.0061633i,-0.029462+0.0080622i,-0.039507+0.032461i,-0.033145+0.045191i,-0.010793+0.031648i,0.0025545+0.010309i,-0.002679+0.0019397i,-0.01412-0.00079162i,-0.024537-0.0030502i,-0.025471+0.002309i
-0.674-0.34405i,-0.66035-0.16041i,-0.26537-0.0016347i,0.069024-0.11633i,0.085415-0.25212i,-0.0056185-0.16775i,-0.012491-0.015184i,0.03583+0.028776i,0.039311-0.021326i,-0.0086215-0.051807i,-0.030622-0.037299i,-0.022351-0.027335i,-0.01982-0.030842i,-0.024894-0.039926i,-0.024608-0.049662i,-0.0034075-0.053442i,0.020128-0.052267i,0.020011-0.042052i,0.0063513-0.020251i,0.002558+0.0042001i,0.01196+0.015987i,0.020467+0.0073914i,0.018646-0.0081998i
0.63444-0.025448i,0.61349-0.0084619i,0.40116+0.034786i,0.16528+0.016524i,-0.050566-0.058385i,-0.14325-0.076191i,-0.072891-0.039758i,-0.0079076-0.016995i,0.00096004+0.024164i,0.024382+0.063104i,0.040793+0.057159i,0.037277+0.04428i,0.041528+0.037385i,0.045315+0.03547i,0.044122+0.043205i,0.034096+0.040434i,0.01851+0.026741i,0.0071658+0.011394i,-6.7453e-05+0.0004589i,-0.0025484-0.0038656i,-0.0010347-0.0089795i,-0.00086319-0.0068739i,-9.2978e-05+0.0059001i
-0.054195+0.52822i,0.068923+0.31861i,-0.013312-0.030188i,-0.17057-0.06362i,-0.11784+0.10392i,0.0030736+0.10824i,-0.010087+0.0063317i,-0.060852-0.029059i,-0.050198-0.030014i,-0.013458-0.05451i,-0.0043797-0.073933i,-0.013827-0.054819i,-0.0051741-0.020405i,0.019728-0.012378i,0.037427-0.03234i,0.038489-0.046054i,0.026578-0.038486i,0.0097594-0.022132i,0.0025955-0.012878i,0.0062275-0.011588i,0.0046666-0.0066519i,0.00010756-0.0011176i,-0.0039186-0.0051029i
-0.40531-0.81301i,-0.45617-0.65165i,-0.2022-0.2367i,0.051469-0.019157i,0.057111+0.038077i,-0.020574+0.1133i,-0.012933+0.1156i,0.017871+0.059066i,0.012453+0.035431i,-0.023752+0.038541i,-0.050145+0.046703i,-0.033459+0.024395i,-0.021803-0.022959i,-0.046733-0.040811i,-0.077889-0.023418i,-0.086235-0.00010053i,-0.071936+0.012179i,-0.043735+0.0151i,-0.013085+0.018741i,0.002914+0.02892i,0.004119+0.037877i,-0.0024562+0.033328i,-0.0098774+0.02365i
0.44199+0.3962i,0.22652+0.34366i,-0.084811+0.25335i,-0.1212+0.20302i,0.021425+0.10163i,0.050536+0.015081i,-0.043714+0.038424i,-0.081096+0.061938i,-0.02767+0.010012i,0.019902-0.060282i,0.033025-0.076567i,0.022436-0.049473i,0.0024106-0.019218i,0.0027547-0.0045707i,0.018862-0.010669i,0.030542-0.026338i,0.042599-0.038979i,0.045017-0.036317i,0.024292-0.013902i,-0.0042407-0.0024759i,-0.023883-0.018351i,-0.024555-0.034094i,-0.0039973-0.03944i
-0.36321+0.46562i,-0.036841+0.49662i,0.2315+0.18468i,0.12857-0.1415i,-0.082144-0.20892i,-0.10006-0.19469i,0.0012192-0.2102i,0.074935-0.18416i,0.098689-0.1448i,0.069125-0.09863i,0.0085476-0.031758i,-0.014835+0.026384i,0.017447+0.028933i,0.033204-0.0051463i,0.014586-0.016681i,0.0035049-0.016069i,-0.0043144-0.020567i,-0.022921-0.021729i,-0.041448-0.018826i,-0.031178-0.0041316i,0.0051024+0.0075453i,0.021708+0.0038547i,0.0085347+0.010422i
0.32794-0.93196i,0.33902-0.92329i,0.35666-0.54422i,0.30125-0.22316i,0.10163-0.036695i,-0.033161+0.17253i,0.020834+0.27546i,0.048628+0.24049i,0.0081113+0.22894i,0.030229+0.18806i,0.055756+0.047177i,0.015376-0.04766i,-0.0075957-0.036073i,0.021814-0.017918i,0.054476-0.018258i,0.068487-0.0080372i,0.058994+0.0010938i,0.041074+0.005062i,0.035281+0.008287i,0.026395+0.0099953i,0.0086875+0.015914i,0.0025049+0.022969i,0.0045079+0.013526i
-0.0088087+0.66631i,-0.30383+0.52828i,-0.61242+0.29495i,-0.56659+0.2196i,-0.27406+0.0916i,-0.12224-0.18401i,-0.16357-0.32359i,-0.17205-0.26243i,-0.11374-0.19491i,-0.10163-0.13784i,-0.096793-0.027324i,-0.032118+0.035744i,0.0090813+0.012019i,-0.015572-0.0011579i,-0.048781+0.001298i,-0.062779-0.0095863i,-0.048156-0.012729i,-0.022439-0.017894i,-0.016676-0.037312i,-0.019763-0.055149i,-0.015619-0.056328i,-0.009324-0.042135i,-0.0064749-0.021757i
-0.50128-0.036137i,-0.25655+0.17725i,0.13977+0.25857i,0.30987+0.16961i,0.3034+0.16159i,0.28786+0.23689i,0.23385+0.22619i,0.16392+0.16616i,0.13089+0.12341i,0.12505+0.079008i,0.11042+0.006961i,0.045626-0.049982i,-0.024934-0.041019i,-0.042587-0.016409i,-0.043017-0.006336i,-0.056971+0.00934i,-0.065092+0.020386i,-0.036811+0.02826i,0.026189+0.0402i,0.060932+0.044679i,0.035986+0.040698i,-0.0053452+0.028738i,-0.02558+0.0064132i
0.71613-0.47742i,0.64312-0.53409i,0.3864-0.38279i,0.15765-0.25672i,-0.059917-0.23394i,-0.275-0.17976i,-0.35866-0.057724i,-0.27673+0.0034263i,-0.16756-0.080208i,-0.16039-0.15146i,-0.15693-0.086059i,-0.064453-0.013515i,0.015877-0.035696i,0.027534-0.081224i,0.031564-0.10847i,0.057614-0.13479i,0.082363-0.15138i,0.0503-0.13673i,-0.029646-0.062419i,-0.055025+0.025146i,-0.01283+0.046359i,0.027053+0.01853i,0.048558-0.0019432i
-0.31055+0.59245i,-0.19567+0.34182i,-0.14819-0.18026i,-0.3084-0.38094i,-0.41445-0.12435i,-0.25664+0.13515i,-0.015022+0.097721i,0.10048-0.029294i,0.15574-0.043111i,0.21917-0.045966i,0.15936-0.078199i,0.03619-0.033798i,0.013828+0.018644i,0.022837+0.0045244i,0.0085538+0.0061273i,0.008955+0.032039i,0.014859+0.045727i,0.030042+0.041869i,0.049291+0.013727i,0.039278-0.015223i,0.0045397-0.025916i,-0.025054-0.022627i,-0.039002-0.0097545i
-0.36752-0.49995i,-0.46277-0.1972i,-0.2965+0.30295i,0.014044+0.44526i,0.12006+0.18988i,0.03447-0.099564i,0.037535-0.22221i,0.10605-0.17653i,0.12461-0.066791i,0.084629-0.038378i,-0.0094225-0.069877i,-0.055535-0.065712i,0.01437-0.056571i,0.089626-0.08939i,0.11066-0.13713i,0.11642-0.17025i,0.10524-0.17675i,0.066639-0.1416i,0.015559-0.07673i,-0.029822-0.024672i,-0.055249-0.010944i,-0.058479-0.022802i,-0.044633-0.029608i
1.3245+7.7968i,4.0923+7.1417i,7.1653+5.8839i,7.6412+2.2831i,5.9869-1.3488i,3.0161-3.0707i,0.4068-1.969i,-0.3806+0.097661i,0.37628+1.2373i,1.2371+0.81977i,0.89091-0.27935i,-0.18264-0.77797i,-1.0342-0.49948i,-1.3893+0.17899i,-1.1495+0.72864i,-0.60024+0.82479i,-0.13026+0.58263i,0.05068+0.21766i,-0.08757-0.042244i,-0.32521-0.081206i,-0.41485-0.04518i,-0.34334-0.031963i,-0.19527-0.041996i
-0.68581+0.26441i,-0.49088+0.19123i,-0.18487-0.097064i,-0.16396-0.29388i,-0.29896-0.24821i,-0.31271-0.13128i,-0.20964-0.033169i,-0.10133+0.038428i,-0.046054+0.093898i,-0.0093661+0.14332i,0.032751+0.1257i,0.045725+0.058807i,0.041765+0.028546i,0.062162+0.024054i,0.11332+0.0027133i,0.17003-0.040367i,0.17897-0.076825i,0.12554-0.085756i,0.050132-0.07614i,0.0049545-0.052448i,0.0018869-0.025538i,0.0092403-0.019239i,-0.0036019-0.021545i
0.33072-0.493i,0.00010252-0.4184i,-0.41548-0.01287i,-0.42872+0.31806i,-0.20057+0.28944i,-0.094109+0.20976i,0.023633+0.30123i,0.15405+0.26625i,0.096228+0.081406i,-0.02213-0.0012631i,-0.02752-0.0047385i,0.00051059-0.018529i,-0.018494-0.022242i,-0.053644-0.0088802i,-0.076708+0.0056081i,-0.095115+0.01102i,-0.11219+0.020248i,-0.10504+0.04729i,-0.065559+0.06612i,-0.023867+0.054586i,-0.0070242+0.028256i,-0.017879+0.011655i,-0.038184+0.0063557i
-0.093457+0.36136i,-0.16713+0.31555i,-0.21665+0.26997i,-0.13463+0.31221i,0.074849+0.3306i,0.26387+0.31115i,0.31761+0.26815i,0.21807+0.1914i,0.030938+0.14798i,-0.081154+0.1223i,-0.075386+0.03775i,-0.056976-0.032627i,-0.049091-0.0014077i,-0.0074342+0.065141i,0.052003+0.083597i,0.07621+0.055347i,0.043365+0.027731i,-0.001318+0.025321i,-0.014898+0.016763i,-0.010024+0.00069122i,0.0036246+0.0029185i,0.014896+0.0088946i,0.0095364+0.017878i
-0.50142-0.10701i,-0.41449+0.098051i,-0.0088956+0.17887i,0.2583+0.05152i,0.16795+0.0060118i,-0.012522+0.16663i,-0.072166+0.33684i,-0.021572+0.31861i,0.020384+0.13996i,-0.0069206+0.02411i,-0.01529+0.021858i,0.00019492+0.013707i,-0.01383-0.00759i,-0.035769-0.02025i,-0.06718-0.034572i,-0.099898-0.031659i,-0.094081-0.0085773i,-0.054599+0.019481i,-0.012687+0.026549i,0.0097018+0.0082734i,0.009541-0.0073092i,-0.00043217-0.0070713i,-0.0053381-0.0020879i
0.7458+0.1495i,0.74241-0.0060343i,0.29799-0.14978i,-0.081245-0.046088i,-0.039376+0.17251i,0.18363+0.25202i,0.29547+0.18346i,0.23279+0.070883i,0.11208+0.039837i,0.063616+0.053283i,0.033697+0.022094i,-0.015264+0.014311i,-0.011292+0.036683i,0.02227+0.038201i,0.03381+0.040696i,0.018766+0.044577i,-0.017939+0.036531i,-0.036108+0.018504i,-0.012666-0.0085345i,0.019872-0.028107i,0.026197-0.025542i,0.0044081-0.00070575i,-0.019265+0.027153i
