-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
4.2915e-05-0.0017448i,-0.00027931-0.0018073i,-5.4545e-05-0.0016521i,-0.00019459-0.0015472i,-0.00071522-0.0012524i,-0.00073159-0.00011714i,-3.041e-05+2.0552e-05i,0.00045171-0.00020337i,0.00020928-0.00018852i,-0.00026738+0.00011187i,-0.00044167+0.00072837i,-0.00060207+0.00047647i,-0.0010737+0.00043198i,-0.0010903+0.00034977i,-0.00026605+2.4761e-05i,-0.00010343-0.0004003i,-0.00023047-0.00090942i,-0.0002649-0.00037598i,-0.00047464+0.00034554i,-0.00052823+7.6553e-05i,-0.0007887+0.00047722i,-0.00096302+0.0011173i,-0.00094797+0.00040846i
-0.0018214-0.00048728i,-0.0010798-0.00076247i,-0.00050088-0.00061079i,-0.00019829-0.00030842i,-0.00062987-0.00018679i,-0.00023048-0.00043196i,0.0011301-0.00026892i,0.0019125+0.00013024i,0.0009888+0.00011607i,-0.00028645-0.00024345i,-0.00069219+0.00025474i,-0.00053394+0.00061848i,0.0003833+0.00021517i,0.00016458+0.00028544i,-0.00048561+5.23e-06i,-0.00034561-0.00033497i,3.4852e-05+0.00025011i,-0.0005347+0.00044233i,-0.0011082+0.00024243i,-0.00049829+5.1489e-05i,0.00043059+0.00042278i,0.00051723+0.00073712i,0.00061836-9.5201e-05i
0.0002178+0.00047199i,5.427e-06+0.00071278i,-0.00015881+0.00075318i,-0.00076788+0.00062065i,-0.00087257+0.00044429i,-0.001115+0.00072744i,-0.0011895+0.0007367i,-0.0002711-5.4028e-05i,8.2822e-05-0.00048693i,-0.00043229-3.6907e-05i,-0.0011884+0.00047178i,-0.0011952+0.00078878i,-0.0003469+0.0004047i,-0.00014072-0.00038687i,-8.8324e-05-0.00068768i,0.00020624-0.00067828i,-0.00033265-0.00046599i,-0.0012055-0.00029086i,-0.0011345-0.00010551i,-0.00078478+0.00039529i,-0.00043707+0.00076589i,4.5435e-06+0.00045269i,0.00016918+9.6733e-06i
-0.0035384+0.0023627i,-0.0043463+0.0028902i,-0.0039245+0.002374i,-0.002181+0.0015723i,-0.00075797+0.00074644i,-0.00044935-4.3698e-05i,-0.0012562-0.00033572i,-0.0012165-0.00011689i,-0.00016534-9.9596e-05i,-9.169e-05-0.0005802i,-0.00055514-0.00032141i,-1.5875e-05+0.00015003i,0.0004308+0.00028304i,0.00029849-0.0001274i,0.00040552-0.00018692i,0.00054907+7.8289e-05i,4.5053e-05-0.00088192i,-0.00062509-0.0013581i,-0.0011785-0.00045778i,-0.0014995+0.00019924i,-0.001226+0.00051838i,0.00036132+0.00010013i,0.00080848-0.00065602i
-0.00071588-0.00062865i,-0.00053027-0.0013112i,0.00087862-0.00081192i,7.5493e-05+0.00037209i,-0.00057748+0.00037921i,-0.00074279+0.00036412i,-0.00076089+0.0010613i,0.00012772+0.00063921i,0.00034382-0.00032702i,-0.00036479-8.5712e-05i,-0.00087746+0.00060593i,-0.00096129+0.0007177i,-0.00052871+0.00019869i,-0.00042757+2.5368e-05i,-0.0006415+0.00040017i,-0.00062593+0.0003598i,-0.00048095-0.00045243i,2.1731e-06-6.5272e-05i,9.6516e-05+0.00058955i,-0.00032179+0.0003542i,0.00027977+0.00039703i,0.00093468+0.00045786i,0.00066361-0.00013178i
0.0023958-0.0027628i,0.0020889-0.0024432i,0.0023646-0.002625i,0.0021946-0.0020517i,0.00028407-0.0013037i,-0.0012287-0.00034669i,-0.00025796+0.00086602i,0.00047106+0.00083351i,0.00018807-7.2365e-05i,-0.00033168-0.00055603i,-0.00092041-0.0002512i,-0.00079319+0.00019631i,-0.00033693-0.00091063i,-4.9702e-05-0.0015879i,0.00027127-0.00058792i,0.00020914-0.00040083i,-0.00033193-0.00058667i,-0.0004693-0.0003795i,-0.00053026-0.00013904i,-0.00073128-0.00044911i,-0.00087402-0.00033551i,-0.00029114-0.00030847i,0.00048507-0.00045515i
0.0025248+0.0010622i,0.0027822+0.0002486i,0.0031118-0.00074551i,0.0022781-0.0012365i,0.00078367-0.00075687i,-6.6535e-05+0.00049414i,0.00063535+0.0012229i,0.0012084+0.00095584i,0.00048112-6.7699e-05i,6.5208e-05-0.00099088i,-0.00021865-0.0013564i,-0.0011012-0.00099263i,-0.001466-0.00077221i,-0.00028773-0.00078659i,0.00065643-0.00018708i,0.00043168+8.5523e-05i,8.2861e-05+0.00021785i,-1.4321e-05+0.00034434i,-0.00030823+0.00014414i,-0.0011538+0.00011577i,-0.00059483+0.00013446i,0.00067563+0.00035644i,0.00093232+0.00048716i
-0.00070998-0.001345i,-0.00097206-0.0010537i,-0.0012244-0.00080495i,-0.0010674-0.00031267i,-0.0014247+0.00046442i,-0.0013957+0.0011109i,-0.0011035+0.00048048i,-0.00068835-7.1228e-05i,-0.00046193+0.00090696i,-0.0005912+0.0011153i,-0.00067301+0.00069975i,-0.00024061+0.0001027i,-0.00019042-0.0004101i,-0.0003429-7.3931e-05i,-0.00012484-0.0001159i,-5.6177e-05-0.00034179i,-0.00040774+5.4875e-05i,-0.0006721+0.00045189i,-0.00047602-0.00015674i,-0.00037248-0.00088427i,-2.7258e-05-0.00050899i,0.00036872+0.00033943i,0.00026551+0.00098213i
-0.00098576+0.00021631i,-6.8305e-05-0.00066554i,0.0001323+0.00036409i,-0.00018377+0.00088253i,-0.00017257+0.00068735i,-0.000728+0.0004639i,-0.0010699+0.00059322i,-0.00051695-0.00018227i,7.1421e-05-0.00057176i,-0.00011629+4.8631e-06i,0.00034711-5.8489e-05i,0.00076286-0.0010447i,0.00020062-0.0013269i,-4.7976e-05-0.0004092i,0.00085664+0.00032028i,0.00062949+0.00052511i,-0.00028501+0.00059065i,-2.4736e-05+0.00062805i,0.00016984+0.00029036i,-5.1605e-05+5.0301e-05i,-0.00038801+5.645e-06i,-0.00079609+0.00052163i,-0.00030529+0.00037834i
0.0021588-0.0014433i,0.0018419-0.00090776i,0.0025977-0.0012658i,0.0018532-0.0016832i,0.00022968-0.00070018i,-0.00015649+0.00023317i,7.1515e-05+0.00022424i,0.00046956-0.00028165i,0.00033605-0.0011913i,1.6541e-05-0.0017806i,1.391e-06-0.0023078i,-0.00027151-0.0012608i,-0.00021881+0.00011472i,-0.00048773-0.00019665i,-0.0013525-0.00094298i,-0.00091476-0.00065663i,-0.00020503+0.00084639i,-0.00063994+0.0013465i,-0.00047608+0.00060505i,-0.00059136+0.00010986i,-0.00096483-1.519e-05i,-0.00033411-0.00052475i,-0.00011844-0.00082757i
0.00060538-0.00017183i,0.00026586+0.0001284i,5.0254e-05+0.00078892i,-0.00048363-6.2085e-05i,-0.0010656-0.00070629i,-0.0015134-0.00040916i,-0.00024055+0.00022322i,0.00090035+0.0003093i,0.00051461+4.4152e-05i,0.00040437-0.00014325i,0.00021075-4.1366e-05i,-0.00018069-0.00035421i,0.0002019-0.00074732i,0.00028999-0.00094668i,9.2527e-05-0.00090819i,0.00046436-0.00017485i,0.00087341-0.00040893i,0.000894-0.00067522i,1.0215e-05+0.00027269i,1.2099e-05+0.00087611i,-6.2388e-06+0.00049159i,-0.0013226-0.00058568i,-0.0013048-0.00068428i
0.00065006+0.00028849i,0.00030094+0.0007399i,0.00029933+0.0013334i,0.00031816+0.0012312i,0.00033427+0.0010923i,-0.00027763+0.00088942i,-0.00034395+0.00080307i,-7.4689e-05+0.00074829i,-0.00026828+0.00029457i,-0.00050832+0.0010314i,-0.00010597+0.0010069i,0.00084429-6.6373e-05i,0.00052007-0.00059085i,-0.00055387-0.00056296i,-0.00016032-0.00028389i,0.0004688-0.00048378i,0.00040646-5.8622e-05i,6.0249e-05+0.00042205i,6.6092e-05+0.00049393i,0.00026305+0.00096569i,-0.00014415+0.0010475i,-0.0010269+0.00031674i,-0.001401-0.00049762i
0.00050528+0.0013984i,0.00040986+0.0015641i,0.0011483+0.00099441i,0.0010589-0.0002767i,0.00021446-0.00058127i,-0.00047937-0.00052435i,-0.00011059-9.7107e-05i,0.00022035+0.00047311i,0.00023206-0.00033643i,3.7711e-06-0.0012494i,-0.00023279-0.0010506i,0.00073539-0.00018727i,0.001422+8.485e-05i,0.00056776-0.00066125i,5.4011e-06-6.2055e-05i,0.00014927+0.00072669i,-2.5251e-05+0.00045393i,-0.00041745+0.00075883i,-0.00014445+0.00063514i,0.00033456-0.00044177i,8.9436e-05-0.00047008i,-0.00049328+0.00011679i,-0.00081965+0.00047257i
-0.0011374-0.00086451i,-0.0015526-0.00072457i,-0.0015463-0.0003786i,-0.0015605+0.00092762i,-0.00095501+0.00091216i,-0.00031038+0.00066734i,0.00059333+0.00052556i,0.0017712+0.00059258i,0.00099324+0.00041789i,0.00045751+8.2414e-05i,0.00095868-0.00020116i,0.00066854-0.00025533i,-0.00014507-0.00021832i,-0.00041948-9.9163e-05i,-0.00034561+0.00063643i,-0.00024676+0.00073428i,-0.0010066+0.00016683i,-0.00099094-0.00013153i,-0.00069348+0.00051166i,-0.00067394+0.00079883i,-0.00020876+0.00058889i,0.00047689+0.00018115i,0.0004414-4.1519e-05i
7.7291e-05+0.00095398i,-0.00070124+0.0014038i,-0.00033109+0.0009924i,0.00048922+0.0010088i,0.00015061+0.0020063i,-0.00013564+0.0017531i,0.00032783+0.00082248i,0.0011721-0.00030144i,0.0010182-0.00049407i,0.00047384-0.00034608i,0.00022903-0.00060158i,0.00049989-0.00055664i,6.9485e-05-8.3245e-05i,-0.00083584-0.00022131i,-0.00055631-0.00063541i,5.2699e-05-0.00030194i,-4.3724e-06-0.00051852i,-0.00041385-0.0012103i,-0.00028085-0.00067202i,-0.00038821-0.00055459i,-0.00034961+5.1506e-05i,0.00017204+0.00053602i,-0.00017528-0.00031307i
-0.00058825+0.0023211i,-0.00068928+0.0027331i,0.0011533+0.0021539i,0.0018664+0.00066763i,0.0018181-0.00022279i,0.00079609+9.1806e-05i,0.00026584+0.0002018i,-2.9299e-05-0.00016519i,-0.0003718-0.00028323i,-0.00015897+0.00035835i,1.2998e-05+0.00035558i,0.00039966-0.0002668i,0.00073099-0.00047771i,0.00070795+0.00014681i,-0.00017312+0.00038845i,-0.00077051-0.00049058i,-0.00022826-0.00060807i,4.748e-05-9.6105e-05i,-0.00038608+6.9926e-05i,0.00011041+0.00036197i,0.00078438+0.00034545i,0.00046447+8.2316e-05i,-0.00014752+0.00049924i
0.0011852-0.00050519i,0.00050417-0.00070488i,0.00057838-0.00018458i,0.00044612+0.00039315i,0.00025337+0.00026814i,0.00062223-4.2595e-05i,0.00040158-6.939e-06i,-3.4463e-05+0.00034781i,0.00036093-8.7642e-05i,0.00078399-0.0004807i,0.00074208+5.8365e-05i,0.00051967-0.00027902i,-0.00036036-0.00071312i,-0.0011614-0.00087952i,-0.00060613-0.00098661i,-0.00045661-0.00035778i,-0.00022491+0.00027736i,0.00032241+0.00058514i,4.6944e-05+0.00064219i,-0.00024476+0.00054064i,-0.00024928+0.00043641i,-0.00015452-3.037e-05i,4.4347e-05-0.00083988i
-0.00083965-0.0012885i,-0.00071245-0.00067488i,-0.0022419-0.00070025i,-0.0033498+3.1721e-05i,-0.0023941+0.00071572i,-0.00052984+0.00049688i,0.00044438+0.00053704i,0.00065341+0.00030095i,0.00074219-0.0003785i,0.0003554-0.00089892i,-0.00016235-0.00099865i,-0.00034305-0.00059683i,0.00018889-0.00065774i,-0.00037832-0.00016571i,-0.001503+0.0005108i,-0.00081349-4.9879e-05i,-0.0006402-0.00092933i,-0.00098835-0.0010093i,-0.0002469-0.00050443i,0.00031242+0.00022158i,-0.00028817+0.00037092i,-0.00037084-0.00023003i,-6.4607e-05-0.00031529i
-0.00038706-0.0010916i,-0.0012767-0.001449i,-0.00065165-0.002013i,0.00023466-0.0013635i,2.3177e-05-0.00013975i,-0.00016305+0.00092337i,-0.00012047+0.001532i,0.00015189+0.0012132i,-2.1072e-05+0.00064062i,-0.00054662+0.00012019i,-0.00037152-0.00032688i,-6.4824e-05-0.00032573i,-0.0004993-0.00028348i,-0.00038305-2.509e-05i,-0.00023402+0.00033571i,-0.00050589+0.00056765i,-0.00074222+0.00073249i,-0.00041167+0.00033479i,0.00031516+0.00017397i,0.00069694+0.00094587i,0.00012046+0.0013188i,-0.0011916+0.00026837i,-0.0015881-0.00013602i
0.001252-0.00027014i,0.0023997-0.00076422i,0.0027356-0.00018308i,0.0013552-0.00067012i,0.00020485-0.0011501i,-0.00076891-0.00087431i,-0.0004841-0.00053247i,0.00078626-0.00011765i,0.0012161+0.00022094i,0.0003727+0.00043842i,-2.8745e-05-8.8358e-05i,0.00017618-0.00065404i,0.0001249-0.00092148i,-0.00077724-0.0012952i,-0.0015052-0.00088425i,-0.0012607-6.8059e-06i,-0.00091449-2.6074e-05i,-0.00069054+0.00042294i,0.00026452+0.0012552i,0.00042341+0.00086519i,2.0047e-05+0.0006685i,0.00050555+0.00061572i,8.4428e-05+0.00030261i
0.0012342+0.00026704i,0.00045379+0.00029596i,-0.00031421-0.00081647i,-0.00073881-0.0014066i,-0.00050269-0.0011207i,-9.6614e-05-0.00068408i,0.00025683-4.9841e-05i,0.00083496+0.00031903i,0.00075272-0.00061143i,0.00017113-0.00095427i,0.00016246-0.00038745i,0.00013876-0.00074748i,-0.00027609-0.001069i,-7.6019e-06-0.0013728i,0.00062554-0.00088769i,0.00054673-0.00013294i,6.2994e-05-4.8806e-05i,-0.0003674-0.00017617i,-0.0012505+0.00025412i,-0.0010252+0.00071762i,0.00010077+0.00068755i,0.00036061+0.00072174i,0.00054065+0.00048296i
0.0010861-0.0014716i,0.00064941-0.0014422i,0.00089284-0.00061248i,-0.0001184+0.00017153i,-0.0015879+0.00036413i,-0.0022223+0.00028467i,-0.001306+0.00022321i,0.00028722-0.00050586i,0.00076273-0.00076823i,0.00030114-0.00052821i,0.00020062-0.00034286i,0.00020402-0.00030052i,-0.00032846-0.000472i,-0.00073456-5.0808e-05i,-0.00050089-0.00053193i,0.00010892-0.0010375i,-3.073e-05-0.00063893i,-0.00045126-0.00030611i,0.00019421-0.0002786i,0.00053643-7.141e-05i,5.5931e-05-0.00061079i,-2.5654e-06-0.00096956i,-0.00011076+3.7791e-05i
0.0023956-1.2602e-05i,0.0024968-0.00015159i,0.0017769-0.0010178i,0.0012303-0.0010458i,3.7267e-05-0.00047179i,-0.00045659-5.5908e-05i,0.00037261+0.00089881i,0.00041756+0.00088251i,0.00020195-0.00040189i,-0.00073823-0.00039267i,-0.00078248+0.00030799i,0.00014532-0.00039644i,3.1038e-05-0.00069144i,-0.00077602-0.00039794i,-0.00012993+7.4535e-05i,0.00059038+0.00030396i,0.00079542-0.00027136i,0.00028602-0.00042861i,-0.00060752+0.00045542i,-0.00062566+0.00068705i,-0.00023127-0.00044348i,0.00026714-0.00055302i,0.00065247+0.00024856i
-3.2132e-05+0.001455i,-0.0005044+0.0010683i,-0.0002096+0.0011386i,6.4977e-05+0.00034166i,0.00041707-0.00050655i,0.0001888+0.00013124i,0.00037207+0.0008017i,0.0012645+0.00097915i,0.00076519+0.00057657i,-0.00017435+0.00047478i,2.8591e-05+0.00096459i,8.9136e-05+0.00041824i,0.00038792-0.00068343i,0.00088182-0.00081847i,0.00071562-0.00081253i,0.00020071-0.00020227i,-8.0812e-05+0.00049059i,-0.00058023+0.00073568i,-0.00079482+0.00048351i,3.2058e-05+0.00042285i,-5.1529e-05+0.00041351i,-0.00049053-2.9736e-05i,-0.00044302-0.00057344i
-0.00020972-0.0019271i,-0.00078638-0.0019683i,-0.0013974-0.001624i,-0.0016375-0.0004256i,-0.0014673+0.00060169i,-0.00091205+0.00044021i,-0.00075288+0.00011194i,9.6687e-06-0.00050555i,0.00037337-0.00070766i,-0.0004146-0.00015764i,-0.0012124-0.00034215i,-0.00069045-0.00086098i,-0.00053323-0.00024364i,-0.0008831-0.00027832i,-0.00072577-0.00068721i,-0.00022774-0.0004812i,-0.00017238-0.00057361i,-0.0002885-0.00022896i,-0.00064115-0.0001883i,-0.00061425-0.0011415i,-0.00090379-0.00068201i,-0.00095713+0.00027136i,-0.00074551+0.00036698i
-0.00066237-0.00037348i,6.8091e-05+0.00020722i,-0.00025664+0.00053313i,-0.00019911+0.00093734i,-0.00013771+0.00072521i,-0.00037639+0.00024872i,0.00039321+8.4079e-06i,0.0013175-6.1796e-05i,0.00073892-0.00016213i,-0.00018114-0.00010127i,-0.00055305+0.00050803i,-0.0012567+0.00066632i,-0.0006914-0.00018226i,-0.00092848-0.00075904i,-0.0010041-0.00048698i,7.2642e-05-0.00011878i,0.0004388+0.00024507i,-0.00022634+0.00039436i,-2.33e-05+8.6785e-05i,1.5711e-05+3.7386e-05i,-0.00028608+0.00053057i,-9.9701e-05+0.00059088i,-7.723e-05+0.00054565i
-3.466e-05-0.0023875i,-0.0014013-0.0026186i,-0.0019766-0.0024544i,-0.0019337-0.0014431i,-0.0019765-0.00035365i,-0.0019831+0.00062445i,-0.00069754+0.0010123i,0.000551+0.00042619i,0.0003388-0.00033925i,-0.00057804-0.00028468i,-0.00068858+0.00023145i,2.6783e-05+0.00024593i,-0.00068693-7.0352e-05i,-0.0010665+0.00037478i,-0.00043424+0.00057297i,-0.00019154+0.00047464i,-0.00038439+0.0004891i,-0.00051489+0.00049031i,-4.3676e-05+0.0002206i,0.00051208+4.5771e-05i,0.0004818-0.00023088i,7.9351e-05-0.000414i,-0.00040616-0.00023192i
-0.00015489-0.0027659i,-0.0003061-0.0031651i,0.00022303-0.0032104i,-0.00042965-0.0022244i,-0.0010772-0.00035528i,-0.0016072+0.00081953i,-0.0015607+0.00037051i,-0.00033511-0.00061002i,0.00019373-0.00088031i,-0.00052997-0.00041775i,-0.0010867-6.2375e-05i,-0.00099103-0.00028442i,-0.00056385-0.00083319i,-0.00016996-0.0014055i,0.00054505-0.00081418i,0.00053476-0.0002492i,0.0003349-0.00030068i,0.00010915-0.00052118i,-0.00050361-0.00035842i,-0.00040202-7.6774e-05i,1.0795e-05+0.00024185i,0.00048248-9.4993e-05i,0.00074382-0.00055812i
0.0018216+0.00071013i,0.0017399+0.00087127i,0.0014361+0.00087247i,0.0003057+0.00067647i,0.00020299+0.00045405i,-0.00048538-9.729e-05i,-0.00066819-0.00042696i,0.00094339-0.00043284i,0.0013385-0.00028081i,0.00045019+0.00023132i,0.00062048+0.00059068i,0.0011416+0.00063666i,5.9276e-05+0.0003271i,-0.00074049+0.0001776i,-0.00016303-0.00011015i,0.00051852-0.0005293i,0.00017274-0.00032972i,-0.00041277+0.00015934i,-0.00029527+0.00077441i,-0.00019504+0.0014969i,-0.00051167+0.0016711i,-0.00053693+0.0011766i,-3.2803e-06+0.00038559i
0.00097244+1.8237e-05i,0.00077859+3.7638e-05i,0.001546-0.00042148i,0.0014941-0.0008367i,0.0005874-0.00079937i,-0.00024133-0.00052225i,-0.00094647+0.00025699i,-0.00034293+0.00046161i,-1.2801e-05+4.2832e-05i,-0.00064243-0.00023188i,-0.00067709-0.00040884i,-0.00029755-0.00070987i,0.00030639-0.0013726i,0.00060002-0.0017965i,0.00012266-0.0010401i,-0.00015306-0.00073665i,0.00032205-0.00023707i,-3.8082e-05+0.00060075i,-0.00071406-0.00036631i,1.3202e-07-0.00095148i,0.00037647-0.00025473i,0.0002958-0.00032944i,0.0011802-0.00036523i
-0.00174-0.0013252i,-0.0028781-0.0012031i,-0.0028845-0.00014542i,-0.0010992+0.00065577i,-0.0002574+0.00025911i,2.7828e-05-0.0005633i,0.00058418+3.1349e-05i,0.00045162-0.00014514i,0.0003984-3.6445e-05i,0.00044735+0.0004924i,0.00065108+0.00081324i,6.9423e-05+0.00018646i,-0.0002985-0.00024442i,9.0531e-05+6.5406e-05i,-4.4806e-05+0.00019882i,-0.00025643+4.9561e-05i,-0.00044074-0.00045974i,-6.0967e-06-0.00027314i,0.00036546+0.0002586i,-0.00010706+0.00028515i,-0.00044065-1.6269e-05i,-0.00048324-5.6322e-05i,-8.3212e-05-9.0148e-05i
0.00059883-0.0013468i,0.0008296-0.0016319i,0.00064449-0.0023034i,-0.00070846-0.0017557i,-0.001484-0.0016044i,-0.0013935-0.00070391i,-0.00069635+0.00038606i,0.00033714-0.00023867i,0.00042841-0.00040457i,-0.00015079-7.4522e-05i,-0.00024267+0.0004699i,0.00016033-0.00056994i,0.0002728-0.0020673i,9.9795e-05-0.0021635i,-0.00063238-0.001849i,-0.0012498-0.001264i,-0.00076767-0.0011705i,-0.00031356-0.00084472i,-0.0004515-0.00048336i,-0.00060903-0.00046224i,-0.00093978-0.00025348i,-0.00080717-9.7561e-05i,-0.00050194-0.00066565i
0.00010273+9.3591e-05i,0.0011354+0.0012808i,0.00099266+0.00084251i,0.00099083-0.0011836i,0.0010483-0.0021371i,0.00019213-0.0012579i,2.6821e-05+0.0002754i,0.00088574+0.00048314i,0.0011157-0.00016687i,0.00035522-0.00013399i,-0.0001016-0.00094549i,0.00070979-0.0021918i,0.00033751-0.001575i,0.0002393-0.00041102i,0.00021912-1.5899e-05i,-0.00099892+0.00025459i,-0.0014598+0.00029192i,-0.00092099-1.4619e-05i,-5.0571e-05+7.5722e-05i,0.0003358+0.00027362i,0.00043785+0.00032003i,0.00041641+0.00083452i,7.8998e-05+0.00093747i
0.0019224-0.00018817i,0.0019312-0.00055728i,0.0019813-0.0011508i,0.00084891-0.0015407i,-0.00035473-0.0015114i,-0.00032067-0.00036573i,0.00084463+0.00069089i,0.001224+0.00041839i,0.0003847-0.00069916i,-0.00059747-0.001588i,-0.00048269-0.0017178i,-9.0609e-05-0.0014137i,-3.1961e-05-0.00098523i,-0.00020135-0.00038768i,-0.00033124-0.00040277i,-0.00086656-0.00055448i,-0.0010773-2.2327e-05i,-0.00054383+0.00056365i,-0.00084765+0.00081399i,-0.00061696+0.00096537i,-9.5076e-05+0.00076796i,-5.0419e-05+9.5118e-05i,-8.191e-05+4.3683e-05i
0.00093252+0.00055472i,0.0013811+0.0015617i,0.0022311+0.0017837i,0.0017082+0.00054057i,0.00018814-0.00033262i,-0.00083961-0.00031058i,-0.00060708+0.00012986i,0.000187+0.00030647i,0.00042874+0.00056521i,-0.00022509+0.00079058i,-0.00096379+0.00015441i,-0.00057635-0.00081132i,0.00017466-0.00052088i,-0.00013602+0.00023213i,-0.00065745+0.00025448i,-0.00054274-0.00021487i,-0.0002704-0.00013809i,0.00042673+0.00017826i,0.00079058+0.00017356i,-3.8217e-05+2.3465e-05i,-0.00059439-0.00050204i,-0.0010058-0.00010539i,-0.00078971+0.00023972i
-0.00095898+0.00096403i,-0.0013412+0.0011534i,-0.0010189+0.00033072i,-0.0002364-0.00024847i,0.00043254-0.00034639i,0.00033849+7.0073e-05i,0.00014045+0.0010316i,0.0005638+0.00031051i,0.00034413-0.00097191i,-0.00090064-0.00067765i,-0.00083843+0.00077152i,-0.00017025+0.00067751i,-0.00031643-0.00045625i,-0.00041724+0.00013497i,-2.8414e-06+0.00027454i,0.00036691-0.00035329i,0.00011209-0.00028904i,-0.000588-0.00016156i,-0.00044071-0.00016119i,0.00012492-1.9213e-05i,0.00024315-9.7535e-05i,-0.00014587-0.00018145i,-0.00055485+0.00017462i
-0.00042392-0.0015962i,-0.0006357-0.001482i,-0.0014602-0.002408i,-0.002042-0.001837i,-0.0020032+6.5686e-06i,-0.0019831+0.00092539i,-0.00083253+0.00068265i,0.00013099+0.00099328i,-0.00013377+0.00099296i,-0.0013941+0.00031615i,-0.0013424+0.00059844i,-0.00066716+0.00080125i,-0.00058022+0.00018118i,-0.00066269+0.00027348i,-0.00029618+0.00059247i,0.00010212+0.00012963i,0.00024781+0.00028975i,0.00027051+0.00054503i,9.9787e-05+0.0002556i,2.8887e-06+0.00060537i,-0.00031209+0.00089848i,-0.00058115+0.00087878i,-7.3972e-05+0.00068547i
0.0011696+0.0021429i,0.001948+0.0029105i,0.0018186+0.0010373i,0.0013373-0.0005805i,0.00056145-0.00091144i,0.00013298-0.00031812i,-0.00042641+0.00097658i,-9.8459e-05+0.00059727i,-8.7748e-05-0.0006461i,-0.00060127-0.00076367i,-0.00044181-0.00062112i,-0.00057848-0.00052615i,-0.00061724-0.00059837i,-0.00029705-0.00062274i,-0.00046936-4.3171e-05i,-0.00069905-0.00014395i,-0.00048424-0.00023376i,-0.00015124+0.0004393i,0.0006013+0.00042734i,0.00076887-0.0002017i,0.00044368-2.5696e-06i,0.0002889+0.00014638i,0.00043706-0.0002678i
-0.0019447+0.0033814i,-0.0023993+0.0030934i,-0.0021633+0.0027051i,-0.0010425+0.0019608i,0.0004279+0.00098186i,0.00068698+0.00049223i,0.00010459+0.00028354i,-1.8404e-05-8.3637e-05i,0.00042402-1.6201e-05i,0.00028848-8.0875e-05i,1.0044e-05+0.00075977i,-0.00050386+0.00097969i,-0.0003389-0.00029993i,0.00016686-0.00099822i,0.00038133-0.00037394i,0.00075248+0.00017316i,0.00035618-0.00024176i,-0.00034317-0.00010454i,-0.00075878-9.2493e-05i,-0.00052309-0.00049481i,-0.00021446-0.00044137i,0.00063275-0.00040524i,0.0014309-2.8992e-05i
-0.0010618-0.0013978i,-0.0009573-0.0012957i,-0.00019707-0.00097847i,0.0015472+0.00019862i,0.0018885+0.0015762i,0.00037099+0.0018371i,-0.00053173+0.0010753i,-4.0443e-05+0.0002848i,0.00052184-0.00015776i,0.00018689-0.00080568i,-1.763e-05-4.0322e-05i,0.00019006+0.00084307i,-7.5466e-05-6.4254e-05i,3.0042e-05-0.00066054i,0.00042568-0.00015929i,0.00053042+9.362e-05i,0.0003975+0.0002203i,2.7412e-05+0.000869i,-0.00053443+0.00082654i,-0.00047993-5.6041e-05i,0.00012985-0.00036564i,0.00043151-0.00033404i,0.00044053-0.0010986i
0.0019872-0.0013821i,0.0023704-0.00018233i,0.0014064-0.00011362i,-0.00025106-0.0011216i,-0.00043061-0.0013585i,3.1866e-05-0.00072219i,7.7032e-05-0.00059197i,-2.8128e-05-0.00099158i,-0.00015116-0.0011158i,-0.00011458-0.0012697i,0.00012034-0.0012559i,-0.00032211-0.00082492i,-0.0011424-0.00071166i,-0.00094694-0.00042672i,-0.00091771-6.4899e-05i,-0.0008203-0.00048874i,-0.00026427-0.00083875i,4.8094e-05-0.00068793i,0.00017641-0.00020064i,-4.2232e-05-0.00012845i,-0.00031236+0.00019318i,0.00017357+0.0010353i,0.00023893+0.00047114i
0.00029411-0.0013694i,-6.1211e-05-0.0011513i,-0.00096933-0.0021692i,-0.0013452-0.0027958i,-0.0012966-0.0020245i,-0.00075626-0.00056538i,1.9057e-05+7.139e-05i,0.00052865-9.9657e-05i,0.00084754-0.00039604i,0.00013056-0.0010142i,-0.00092624-0.00076663i,-0.00039316-0.00027411i,7.306e-05-0.00012219i,-0.00028185+0.0006367i,-0.00029155+0.00057667i,8.5328e-05+0.00013452i,0.00029602+0.00039565i,-0.0004262+0.00018691i,-0.00075236+0.00015657i,-0.00093252+0.0002221i,-0.00090896+0.00022294i,-0.00096273+0.00063387i,-0.00073973+0.00064544i
