-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
0.0025997-0.079945i,0.026356-0.10015i,0.018998-0.036386i,0.0070504+0.072671i,0.014132+0.12435i,0.0063733+0.096986i,-0.015422+0.050687i,-0.011021+0.019254i,0.001345+0.0039591i,0.0049235+0.002394i,0.00721+0.0057893i,0.0085123+0.0042768i,0.0084777-0.00078236i,0.0049539-0.0039325i,-0.001547-0.0032475i,-0.0054017-0.00085009i,-0.0030853+0.0021292i,0.000804+0.006048i,-0.0001583+0.0086572i,-0.0048621+0.0073487i,-0.0083562+0.0041436i,-0.0089533+0.003861i,-0.0086739+0.0061547i
-0.0896-0.027827i,-0.13286-0.097011i,-0.10496-0.15711i,-0.025412-0.19036i,0.019047-0.18578i,0.02543-0.12723i,0.026151-0.054326i,0.015265-0.016309i,0.0023225-0.0062991i,0.00013761-0.0058639i,0.0017595-0.0084721i,0.0021974-0.0086674i,0.0001532-0.0081784i,-0.0041788-0.0059881i,-0.0047649-0.0018352i,-0.001288+0.00089845i,0.0025521-0.0011076i,0.0063561-0.006329i,0.0090056-0.0084125i,0.010388-0.0047973i,0.0084817+0.0020682i,0.0062521+0.0065251i,0.0087898+0.0061977i
-0.014928+0.12372i,-0.07867+0.21473i,-0.14989+0.26079i,-0.18918+0.24231i,-0.16761+0.19441i,-0.1147+0.12753i,-0.066408+0.061386i,-0.032167+0.023859i,-0.010457+0.010163i,-0.0029639+0.0034721i,-0.0035786+0.0018906i,-0.0057026+0.0026122i,-0.0080095+0.0038052i,-0.007867+0.0060861i,-0.0048596+0.0072167i,-0.00073812+0.0051517i,0.0012434+0.0032991i,-0.0014806+0.0019112i,-0.0069828-0.0015593i,-0.011568-0.0047529i,-0.0086369-0.0045966i,-0.0013708-0.0039171i,-0.00013285-0.005476i
0.13629+0.0024479i,0.24803+0.013026i,0.34928+0.01176i,0.36385-0.0079327i,0.29092-0.027363i,0.19316-0.027097i,0.10948-0.014698i,0.054527-0.0067916i,0.02296-0.0069194i,0.0064491-0.0063265i,-0.0011235-0.0049103i,-0.0038733-0.0015296i,-0.0014266+0.0037317i,0.0039757+0.0053012i,0.0075851+0.002266i,0.0060711-0.0016754i,0.0004507-0.0043976i,-0.0046441-0.0037761i,-0.0023623+0.0031226i,0.0051655+0.010919i,0.0071458+0.010169i,0.0028832+0.0045617i,0.0007163+0.0025414i
-0.027576-0.13795i,-0.063273-0.22587i,-0.1438-0.28372i,-0.21402-0.24884i,-0.21509-0.16294i,-0.16036-0.099395i,-0.092561-0.064912i,-0.042264-0.034905i,-0.014966-0.0099003i,-0.0039251+0.0040146i,-0.00082478+0.011145i,0.0017731+0.012918i,0.006004+0.0089841i,0.0069037+0.0011996i,0.002721-0.0065043i,-0.0027747-0.0082843i,-0.0058503-0.0029593i,-0.0051165+0.0039352i,-0.0036518+0.0011745i,-0.0050531-0.011512i,-0.0070257-0.015966i,-0.007213-0.0092341i,-0.0058911-0.0042029i
-0.11681+0.014888i,-0.15003+0.077859i,-0.11207+0.16678i,-0.0023272+0.20759i,0.081587+0.17507i,0.080687+0.12733i,0.041818+0.090782i,0.019914+0.049032i,0.012004+0.013707i,0.010839-0.0027093i,0.014195-0.008705i,0.015462-0.011614i,0.011551-0.013441i,0.0050264-0.012362i,-0.0022872-0.0057368i,-0.0044114+0.0034136i,0.0023242+0.007045i,0.008457+0.0041589i,0.0067625+0.0060736i,7.6203e-05+0.016248i,-0.0039487+0.021105i,-0.0039276+0.016014i,-0.0031206+0.011045i
0.00041396+0.11142i,0.022972+0.096673i,0.027236+0.0076686i,-0.010655-0.10838i,-0.056487-0.15583i,-0.046793-0.13113i,-0.014636-0.087114i,-0.010763-0.042489i,-0.014724-0.012405i,-0.014721-0.0050455i,-0.01673-0.0075123i,-0.017912-0.010004i,-0.017813-0.0095695i,-0.016467-0.0057174i,-0.0085594-7.5356e-05i,0.002927+0.0030236i,0.0087886+0.0010453i,0.0070474-0.0047298i,0.0054938-0.013054i,0.010714-0.02057i,0.015603-0.020162i,0.013505-0.012567i,0.010203-0.0069435i
0.10667+0.019851i,0.12976+0.033476i,0.095009+0.10131i,0.034723+0.19341i,0.013067+0.22111i,-0.0027901+0.16619i,-0.016929+0.09632i,1.7902e-05+0.048037i,0.016883+0.018948i,0.014128+0.0081519i,0.0073554+0.0089814i,0.001684+0.012429i,-0.0022993+0.016291i,-0.0028824+0.016701i,-0.0017221+0.010248i,-0.0022483+0.00013096i,-0.0051955-0.0080025i,-0.0094843-0.0078891i,-0.015485+0.00035337i,-0.022552+0.0098053i,-0.023397+0.011241i,-0.016026+0.0047875i,-0.008968+3.2422e-05i
0.029526-0.13773i,0.024485-0.20429i,0.083767-0.2563i,0.15349-0.27517i,0.15032-0.24482i,0.10652-0.17465i,0.072245-0.10541i,0.039829-0.063665i,0.0088345-0.039792i,-0.0040517-0.020169i,-0.0034799-0.0065676i,0.002415+0.0019101i,0.0098816+0.0057961i,0.013534+0.0048139i,0.011637+0.0019827i,0.0032069+0.00043488i,-0.0057969+0.0027006i,-0.0059014+0.006459i,0.0058195+0.005662i,0.020267-0.00085256i,0.021822-0.0046074i,0.012957-0.00098017i,0.0065959+0.0017492i
-0.13402+0.00015332i,-0.22575+0.052962i,-0.31825+0.082698i,-0.34245+0.08924i,-0.28358+0.089642i,-0.19116+0.084561i,-0.11348+0.063752i,-0.061568+0.042531i,-0.02482+0.03303i,-0.0023844+0.024358i,0.0067757+0.014491i,0.0095998+0.0059079i,0.010515-0.0031104i,0.0075829-0.0097193i,0.0015153-0.010197i,-0.00095961-0.0053041i,0.0029946+4.449e-05i,0.0069826+0.0021216i,-0.0021839+0.00040583i,-0.022617+6.9855e-05i,-0.030135+0.0031436i,-0.018801+0.0030052i,-0.0099962-0.00050967i
-0.0031372+0.10542i,0.1221+0.16722i,0.2327+0.19086i,0.26485+0.15716i,0.24147+0.092061i,0.19232+0.036018i,0.12611+0.0080324i,0.067845-0.0021208i,0.032756-0.012571i,0.012958-0.020114i,0.0021574-0.020758i,-0.0025201-0.018392i,-0.0061539-0.016222i,-0.0097331-0.012587i,-0.0095362-0.0026868i,-0.0045939+0.0075097i,0.00062264+0.0088543i,0.0024419+0.0043551i,0.010054+0.0056582i,0.027951+0.011842i,0.036106+0.0099722i,0.024117+0.0036965i,0.011305+0.0048806i
0.075267-0.024026i,0.063412-0.14642i,-0.0058609-0.23865i,-0.094558-0.22547i,-0.15122-0.1542i,-0.1514-0.099434i,-0.11507-0.060833i,-0.067012-0.025916i,-0.031403-0.004156i,-0.017168+0.0046958i,-0.013301+0.0073639i,-0.014352+0.0079921i,-0.017182+0.0099016i,-0.014086+0.0095458i,-0.0032323+0.0029198i,0.0069089-0.0056984i,0.0098493-0.011116i,0.0069986-0.014531i,-0.0041825-0.021231i,-0.022979-0.029612i,-0.032541-0.0294i,-0.025134-0.01878i,-0.011753-0.010368i
0.010542-0.058559i,-0.059069-0.015792i,-0.067177+0.093743i,0.022225+0.17018i,0.10495+0.16188i,0.10153+0.12519i,0.072947+0.087971i,0.05984+0.038042i,0.041942+0.001434i,0.023697-0.0069779i,0.01295-0.0041142i,0.0096933+0.0024036i,0.01224+0.0084334i,0.010461+0.010892i,0.0017922+0.0078324i,-0.0075671+0.0018363i,-0.014397-0.0030903i,-0.017401-0.0015724i,-0.011354+0.012788i,0.004639+0.030623i,0.01657+0.036295i,0.015273+0.027813i,0.0078745+0.016563i
-0.059789-0.004252i,-0.051214+0.013712i,-0.0013269-0.055252i,0.0028681-0.18348i,-0.041346-0.22143i,-0.044619-0.16571i,-0.024621-0.10955i,-0.031805-0.061115i,-0.036575-0.015523i,-0.024649+0.0060662i,-0.010781+0.010463i,0.0005527+0.0071424i,0.0072903-0.0010871i,0.011764-0.0046498i,0.015818-2.4163e-05i,0.015336+0.0076315i,0.011437+0.013973i,0.0090902+0.01472i,0.0059284+0.00034942i,-0.0041153-0.023423i,-0.011447-0.03419i,-0.006927-0.027771i,-0.00053679-0.018488i
-0.0017151+0.09447i,0.02392+0.11927i,-0.021305+0.14546i,-0.096065+0.19852i,-0.090336+0.21766i,-0.042124+0.17125i,-0.021951+0.1128i,-0.0033565+0.072692i,0.020766+0.039092i,0.029031+0.012745i,0.025278-0.003529i,0.016308-0.010513i,0.0060459-0.0093597i,-0.0026232-0.0084596i,-0.0091801-0.010297i,-0.0093782-0.011204i,-0.0047637-0.010594i,-0.0014512-0.0072446i,-0.0018219+0.007703i,-0.00075727+0.033889i,0.0024249+0.045196i,-0.00028985+0.031365i,-0.0068351+0.017849i
0.076526-0.04954i,0.14359-0.10933i,0.19743-0.14008i,0.22969-0.11993i,0.20649-0.11376i,0.12713-0.12291i,0.055932-0.10084i,0.01851-0.068916i,-0.0047709-0.052088i,-0.019329-0.037559i,-0.023169-0.023681i,-0.020258-0.013664i,-0.01613-0.0080191i,-0.013915-0.0027641i,-0.01041+0.0057412i,-0.0049662+0.012002i,-0.00025275+0.011208i,0.004375+0.0035132i,0.01213-0.014032i,0.018803-0.039303i,0.013515-0.050584i,0.0030347-0.033559i,0.0037847-0.01049i
-0.08393-0.077046i,-0.1932-0.074497i,-0.27428-0.044885i,-0.24828-0.022244i,-0.18102+0.0057194i,-0.1293+0.042835i,-0.076265+0.058628i,-0.028436+0.045529i,-0.0050759+0.032948i,0.0038789+0.02821i,0.0061201+0.02221i,0.0026829+0.017124i,-0.0011369+0.013182i,-0.0023243+0.0077287i,-0.0010489-0.00022915i,0.0018923-0.0082276i,0.0039959-0.012265i,-0.00212-0.01091i,-0.019805+0.0015687i,-0.036467+0.024837i,-0.034913+0.041723i,-0.018183+0.037418i,-0.0074779+0.020863i
-0.04009+0.12576i,0.02646+0.18878i,0.12933+0.21679i,0.16936+0.14309i,0.14628+0.044499i,0.12586+0.0014193i,0.10233-0.02321i,0.057512-0.035321i,0.02458-0.026785i,0.011557-0.019652i,0.0042724-0.012408i,0.0062963-0.0024829i,0.011523+0.0029693i,0.013428+0.0060796i,0.010771+0.010282i,0.0036327+0.012955i,-0.0053139+0.013451i,-0.0062608+0.015602i,0.01045+0.011175i,0.033708-0.0089656i,0.042472-0.029074i,0.032929-0.031143i,0.020112-0.020177i
0.10202+0.026754i,0.11315-0.076684i,0.056991-0.21155i,-0.068436-0.22639i,-0.14774-0.12985i,-0.14083-0.053629i,-0.11142-0.015031i,-0.072482+0.015889i,-0.030766+0.024454i,-0.010737+0.019974i,-0.00070038+0.015373i,0.0057169+0.0064439i,0.0052855-0.0014958i,0.0063668-0.0076619i,0.0091037-0.016013i,0.011193-0.020827i,0.013477-0.017485i,0.011107-0.014174i,-0.0066897-0.0094346i,-0.03625+0.0058157i,-0.051347+0.020846i,-0.042334+0.017175i,-0.029207+0.0041085i
0.044924-0.12658i,-0.032996-0.05647i,-0.10299+0.081632i,-0.057793+0.19766i,0.037014+0.19362i,0.066771+0.1172i,0.05819+0.061884i,0.050674+0.020988i,0.033698-0.01363i,0.016977-0.026106i,0.0047374-0.027149i,-0.0061961-0.022517i,-0.0090069-0.014536i,-0.012928-0.0056947i,-0.023761+0.0048286i,-0.0288+0.010626i,-0.02443+0.0090869i,-0.012718+0.0053703i,0.0089185+0.0047457i,0.037222+0.002602i,0.051005-0.0048243i,0.038102-0.005646i,0.020831+0.0026487i
-0.14757-0.066367i,-0.069808-0.046813i,0.059719-0.054295i,0.13928-0.11324i,0.1115-0.14763i,0.039281-0.11243i,-0.0018422-0.064745i,-0.017254-0.033187i,-0.027835-0.0061813i,-0.030281+0.011127i,-0.023821+0.01818i,-0.014713+0.018112i,-0.0089493+0.012132i,-0.0022904+0.0084739i,0.011143+0.011491i,0.023208+0.015965i,0.026493+0.014575i,0.017861+0.0058603i,-0.0044208-0.008838i,-0.035914-0.018322i,-0.054048-0.012283i,-0.042145-0.0010131i,-0.019699+0.00054158i
-0.072904+0.19375i,-0.065473+0.15086i,-0.088506+0.06252i,-0.129+0.0021396i,-0.11017+0.0034755i,-0.039613+0.021525i,0.0086511+0.018641i,0.021127+0.010578i,0.028337+0.010268i,0.035139+0.008733i,0.034832+0.0023248i,0.028335-0.00096164i,0.018857+0.0012285i,0.010757+0.00214i,0.0040279-0.0051693i,-0.0034643-0.017331i,-0.01165-0.021716i,-0.015631-0.010056i,-0.0042835+0.012102i,0.025312+0.026393i,0.05064+0.024457i,0.04876+0.0139i,0.030287+0.0079878i
0.25798+0.029318i,0.24444-0.0065838i,0.18894-0.0043819i,0.12253+0.023211i,0.05025+0.017957i,-0.0044583-0.01243i,-0.036027-0.02387i,-0.039659-0.017072i,-0.024635-0.017253i,-0.016266-0.024063i,-0.016728-0.021069i,-0.013107-0.012308i,-0.0039381-0.0085289i,0.0044373-0.0077061i,0.0062415-0.0047701i,0.0018236+0.0021395i,0.0010849+0.010531i,0.006095+0.0079694i,0.0021222-0.010793i,-0.020554-0.031278i,-0.042815-0.036345i,-0.042191-0.028363i,-0.025374-0.020424i
-0.046637-0.24754i,-0.13475-0.22951i,-0.19338-0.1474i,-0.15704-0.0451i,-0.076739+0.03232i,-0.028691+0.058607i,-0.0024398+0.057293i,0.019572+0.043988i,0.018993+0.020745i,0.0049747+0.0085581i,0.00027876+0.0046043i,-0.00086424+0.0008731i,-0.0047484+7.2002e-05i,-0.013278-0.0018936i,-0.022747-0.0052856i,-0.019074-0.0073604i,-0.0050246-0.010119i,0.0020151-0.0092729i,0.00079225+0.0094594i,0.0084758+0.037875i,0.021854+0.048905i,0.020519+0.036878i,0.0058644+0.022008i
-0.24655+0.10143i,-0.16483+0.2238i,-0.010071+0.27098i,0.090254+0.18175i,0.10667+0.05905i,0.080231-0.0029498i,0.050138-0.027802i,0.018774-0.037956i,-0.0025888-0.021934i,-0.0066783-0.0032651i,-0.0084555+0.0014964i,-0.008106+0.0021337i,-0.002697+0.004061i,0.0040036+0.013186i,0.010371+0.026919i,0.010746+0.031928i,0.0037776+0.024368i,7.2775e-05+0.011464i,0.0048389-0.0084712i,0.0055271-0.033919i,-0.0073009-0.047341i,-0.018199-0.035908i,-0.01431-0.016422i
0.15273+0.18345i,0.23939+0.026236i,0.24299-0.19122i,0.13746-0.27501i,0.028038-0.20652i,-0.0019065-0.10672i,-0.0047547-0.042472i,-0.0048257-0.006012i,0.0040846+0.010354i,0.014437+0.016905i,0.022177+0.019584i,0.023599+0.014989i,0.016488+0.0059063i,0.011317-0.0053404i,0.015559-0.018623i,0.018289-0.028752i,0.010969-0.027589i,-0.0018044-0.017887i,-0.013949-0.0034859i,-0.016534+0.018303i,-0.0035341+0.03817i,0.012572+0.039468i,0.015767+0.027751i
0.15251-0.16569i,-0.0035658-0.17558i,-0.21352-0.079791i,-0.26789+0.045323i,-0.18994+0.077224i,-0.11623+0.033284i,-0.066933+0.00068877i,-0.032193-0.0090079i,-0.010858-0.017033i,-0.00017691-0.028305i,0.00035549-0.037016i,-0.0034178-0.034522i,-0.0041161-0.022879i,-0.0031996-0.011547i,-0.010807-0.0053386i,-0.021881-0.0021867i,-0.024+0.004189i,-0.014244+0.012011i,-0.00032811+0.0082825i,0.0050277-0.011518i,0.00046799-0.032706i,-0.0020023-0.038828i,0.0041805-0.034313i
-0.1885-0.11725i,-0.15035+0.01668i,-0.0011131+0.17264i,0.12359+0.2024i,0.1352+0.14855i,0.076595+0.10627i,0.032774+0.083612i,0.024333+0.057878i,0.015563+0.026631i,-0.010667+0.0071138i,-0.031836+0.0092605i,-0.030903+0.016782i,-0.020268+0.013002i,-0.015537+0.0015341i,-0.012637-0.0036129i,-0.0012503+0.0028816i,0.017233+0.00932i,0.024703+0.0065967i,0.01269+0.0073516i,-0.0047993+0.023308i,-0.011894+0.038699i,-0.013561+0.035711i,-0.02018+0.024809i
-0.11054+0.24042i,-0.033161+0.14501i,0.0354-0.046757i,0.03921-0.1613i,0.032565-0.15177i,0.043581-0.10632i,0.039905-0.077258i,0.024075-0.055726i,0.0099539-0.030633i,0.010238-0.0017566i,0.02494+0.011585i,0.032068+0.0092068i,0.024382+0.01116i,0.0095695+0.02084i,-0.0014757+0.030423i,-0.004544+0.025682i,-0.0074753+0.0057983i,-0.0096385-0.0090249i,0.00028944-0.012986i,0.019187-0.019846i,0.026651-0.02997i,0.019298-0.025018i,0.015785-0.0083613i
0.28089+0.015666i,0.24907+0.0024102i,0.12808-0.0067723i,0.020629-0.0052273i,-0.027743-0.0037701i,-0.038943+0.0085426i,-0.030002+0.024807i,-0.025845+0.024269i,-0.016957+0.02057i,0.003478+0.008544i,0.0063513-0.010593i,-0.004863-0.019994i,-0.0050463-0.020476i,0.011477-0.017756i,0.030328-0.015839i,0.032648-0.010335i,0.019212+0.0001481i,0.004397+0.0039739i,-0.0077538-0.0025041i,-0.019111-0.0037031i,-0.023084+0.0076147i,-0.015578+0.014985i,-0.0076149+0.0083924i
-0.016938-0.31933i,-0.080081-0.29576i,-0.082884-0.1859i,-0.053519-0.08671i,-0.038966-0.034205i,-0.01672-0.025944i,0.0079546-0.034653i,0.020327-0.028865i,0.019347-0.019806i,0.0045326-0.017725i,-0.0083808-0.0057101i,-0.0095168+0.0090176i,-0.0080134+0.0088032i,-0.013654-0.003206i,-0.021668-0.018997i,-0.021875-0.031685i,-0.013914-0.030591i,-0.0064587-0.015714i,-0.0040939+0.00069684i,-0.0032737+0.0061683i,0.0011339-0.00032443i,0.0065265-0.0084924i,0.0083714-0.010194i
-0.32814+0.1857i,-0.28973+0.24778i,-0.21039+0.25185i,-0.12912+0.21446i,-0.06074+0.15893i,-0.043949+0.10053i,-0.055528+0.060197i,-0.042596+0.041227i,-0.017261+0.019627i,-0.0099684+0.0031698i,-0.0072063-0.0037471i,-0.0017151-0.0073798i,0.0013383-0.0055653i,0.0032606-0.0013799i,-0.0035157+0.0042789i,-0.015015+0.013188i,-0.017388+0.019449i,-0.010843+0.022794i,-0.0028655+0.02598i,-7.6402e-05+0.026232i,-0.0045879+0.022864i,-0.012499+0.016546i,-0.017673+0.010389i
0.21992+0.23484i,0.33746+0.15041i,0.36655+0.010137i,0.30823-0.086987i,0.22051-0.11791i,0.14266-0.089094i,0.091431-0.042176i,0.056767-0.023238i,0.024246-0.014467i,0.0057875+0.0012042i,0.0013944+0.013394i,-0.00091853+0.018871i,-0.0054031+0.02005i,-0.01294+0.020069i,-0.012228+0.023984i,6.6577e-05+0.026938i,0.012739+0.018601i,0.019458-0.0016138i,0.021199-0.019464i,0.020444-0.026428i,0.019282-0.027467i,0.017597-0.02073i,0.01738-0.0066113i
0.19638-0.32835i,0.01071-0.41682i,-0.17153-0.37814i,-0.2252-0.26323i,-0.20368-0.148i,-0.15407-0.072846i,-0.095955-0.036304i,-0.05758-0.01666i,-0.030259+0.0012649i,0.0014403+0.0077031i,0.021666-0.0038669i,0.023678-0.015339i,0.021716-0.011809i,0.028394+0.0019845i,0.039443+0.011017i,0.040617+0.0060732i,0.024245-0.0050286i,-0.00074843-0.011595i,-0.017717-0.011418i,-0.022014-0.0045038i,-0.022073+0.0064405i,-0.019188+0.0098908i,-0.013398+0.00019089i
-0.28998-0.073991i,-0.31347+0.15552i,-0.21146+0.35368i,-0.092583+0.37057i,-0.012512+0.27906i,0.041552+0.18017i,0.069313+0.091742i,0.064094+0.031635i,0.043338-0.0015295i,0.01351-0.019186i,-0.016095-0.015581i,-0.026964-0.0061196i,-0.020207-0.011008i,-0.010701-0.027933i,-0.0098254-0.046302i,-0.012419-0.048192i,-0.006606-0.029023i,0.0026612-0.0051233i,0.0056611+0.0085951i,0.0028348+0.0067492i,0.0038298+0.00029432i,0.0075322+0.00086845i,0.0056682+0.010006i
-0.034057+0.2973i,0.19169+0.21609i,0.31894+0.018422i,0.26363-0.087984i,0.15896-0.085618i,0.074862-0.077921i,-0.0015879-0.068941i,-0.031825-0.042126i,-0.029933-0.020216i,-0.024777-0.00093674i,-0.0039907+0.014873i,0.016267+0.019647i,0.015556+0.01783i,-0.002895+0.013267i,-0.025462+0.014979i,-0.035777+0.017644i,-0.033912+0.011616i,-0.02641+0.0059313i,-0.018237+0.0086827i,-0.011609+0.016206i,-0.009374+0.017182i,-0.0085649+0.0084423i,-0.0034642-0.0010568i
0.2044-0.014491i,0.11962-0.19002i,-0.06148-0.26167i,-0.11311-0.20615i,-0.050171-0.13382i,-0.020752-0.069187i,-0.010129+0.0016044i,0.0056939+0.033852i,0.015217+0.032743i,0.022947+0.017439i,0.013704-0.0089778i,-0.0068015-0.02265i,-0.016453-0.016662i,-0.013985-0.0012454i,-0.0017253+0.016361i,0.011756+0.027477i,0.01929+0.027627i,0.023028+0.016473i,0.02625-0.001882i,0.026292-0.019887i,0.019477-0.028883i,0.0105-0.024362i,0.0043634-0.013094i
-0.046299-0.19782i,-0.15739-0.074822i,-0.11409+0.081815i,-0.0354+0.076351i,-0.052771-0.0052911i,-0.068532-0.025295i,-0.034612-0.030348i,-0.011627-0.043105i,-0.0047377-0.038439i,-0.0038075-0.022287i,-0.0069744+0.0061935i,-0.0022911+0.025522i,0.0042294+0.023697i,0.010689+0.022048i,0.024762+0.016375i,0.03572+0.00028307i,0.031526-0.016594i,0.016128-0.028994i,-0.0063616-0.029011i,-0.025571-0.010172i,-0.028734+0.01344i,-0.020852+0.019018i,-0.012368+0.00919i
-0.10074+0.042961i,-0.051882+0.11954i,-0.014964+0.10295i,-0.055282+0.11568i,-0.070584+0.17747i,-0.025572+0.17033i,-0.0008354+0.10619i,-0.00026175+0.062631i,0.0012978+0.02903i,0.0020664+0.00028384i,0.012482-0.019509i,0.02284-0.030202i,0.026814-0.027484i,0.028988-0.032518i,0.015264-0.045828i,-0.0089233-0.045036i,-0.024981-0.024404i,-0.029394+0.009123i,-0.016254+0.03442i,0.0091505+0.03078i,0.025158+0.012482i,0.022925+0.0070818i,0.013577+0.013099i
0.050835+0.072963i,0.12746+0.045197i,0.11949+0.022847i,0.12933+0.024226i,0.17496-0.0013046i,0.14409-0.038772i,0.074896-0.034275i,0.049115-0.019165i,0.033226-0.011078i,0.0052387-0.00020808i,-0.021032+0.0067332i,-0.032802+0.014153i,-0.030266+0.015538i,-0.036932+0.0066888i,-0.05053+0.0076998i,-0.049666+0.016754i,-0.031728+0.017949i,-0.0064955+0.0082508i,0.0059775-0.0055424i,-0.0037786-0.0096746i,-0.015799-0.0036214i,-0.010076-0.0026868i,0.0021064-0.0097896i
-0.014343-0.075203i,-0.025918-0.19787i,-0.012607-0.26616i,-0.012252-0.29817i,-0.063656-0.27582i,-0.080979-0.17559i,-0.04377-0.080893i,-0.026144-0.037835i,-0.019398-0.0095023i,0.0041007+0.011683i,0.022817+0.01736i,0.022001+0.012162i,0.006774+0.0088i,-0.0018653+0.021773i,0.0071445+0.038966i,0.020221+0.041753i,0.023824+0.026995i,0.016535+0.0059531i,0.0074876-0.0092966i,0.0089499-0.01639i,0.012452-0.022402i,0.0030131-0.026148i,-0.0097411-0.018265i
-0.062462+0.040539i,-0.17845+0.10111i,-0.23763+0.14356i,-0.21941+0.16813i,-0.14789+0.16479i,-0.082024+0.10371i,-0.050916+0.030619i,-0.032971+0.0053997i,-0.01507+1.6063e-05i,-0.013885-0.015629i,-0.01927-0.022498i,-0.012635-0.01824i,-0.0004691-0.012839i,0.013682-0.0093845i,0.032185-0.011047i,0.047084-0.0147i,0.048896-0.01672i,0.033723-0.018319i,0.006882-0.016868i,-0.019609-0.008412i,-0.035049+0.0083434i,-0.030067+0.023364i,-0.011442+0.022537i
0.21147+0.025729i,0.30247+0.12718i,0.34274+0.18099i,0.29931+0.15149i,0.20606+0.089167i,0.11437+0.05954i,0.050877+0.061969i,0.026756+0.047168i,0.015486+0.01211i,0.0029741+0.0012738i,0.0045726+0.0069656i,0.012695+0.0054945i,0.018359-0.00021418i,0.017928-0.014293i,0.0041296-0.033126i,-0.016873-0.044618i,-0.034492-0.039923i,-0.040859-0.014063i,-0.029074+0.01881i,-0.00027148+0.03545i,0.028718+0.026744i,0.034773+0.0092707i,0.020247+0.0013323i
-0.0583-0.19665i,-0.05637-0.37169i,-0.07457-0.44548i,-0.080899-0.35768i,-0.059362-0.21583i,-0.029421-0.11182i,0.0033549-0.058435i,0.025595-0.036553i,0.028627-0.0196i,0.025806-0.01411i,0.012556-0.018692i,-0.0055025-0.011336i,-0.01214-0.0038829i,-0.017828-0.0044483i,-0.034363-0.00087475i,-0.049329+0.012237i,-0.044747+0.02577i,-0.020772+0.025556i,0.0047119+0.0070466i,0.0076869-0.014608i,-0.0081676-0.01853i,-0.014511-0.0093241i,-0.0065051-0.0015177i
-0.28009+0.1974i,-0.37503+0.28687i,-0.37689+0.28144i,-0.27135+0.17825i,-0.1487+0.074276i,-0.073516+0.031561i,-0.033096+0.017067i,-0.017625-0.0018244i,-0.018161-0.010289i,-0.020662+0.0017615i,-0.018954+0.01615i,-0.014694+0.017584i,-0.017856+0.014804i,-0.023568+0.023334i,-0.015354+0.03531i,0.0057748+0.03769i,0.02434+0.025798i,0.028503+0.0019898i,0.014629-0.017193i,0.0031452-0.018734i,0.0089851-0.015465i,0.014607-0.019925i,0.011297-0.021856i
0.3055+0.0087568i,0.48264+0.051203i,0.50989+0.072055i,0.32874+0.09262i,0.13064+0.12037i,0.056356+0.082409i,0.029449+0.0064435i,-0.0040061-0.0074947i,-0.015713+0.018272i,-0.0054789+0.020225i,0.0088238+0.0022563i,0.015226-0.007104i,0.01953+0.0021955i,0.033816+0.010725i,0.049308+0.010741i,0.05607+0.0088299i,0.05024+0.0037208i,0.02966-0.0018179i,0.0056221+0.001288i,-0.012852+0.0070994i,-0.030156+0.010633i,-0.038815+0.018605i,-0.031762+0.01948i
-0.085394-0.24871i,-0.23261-0.36776i,-0.25161-0.32245i,-0.074839-0.18088i,0.10178-0.094356i,0.10707-0.052728i,0.035822+0.0058734i,0.034084+0.03041i,0.062431+2.3567e-05i,0.048207-0.022652i,0.016082-0.014733i,0.0094235-0.0051801i,0.016352-0.016896i,0.011597-0.036308i,0.0035226-0.050312i,0.00023511-0.061224i,-0.0085201-0.057601i,-0.019519-0.029656i,-0.015018+0.0029475i,0.0062961+0.018642i,0.027793+0.020358i,0.034969+0.015452i,0.026673+0.013536i
-0.13901+0.33066i,-0.1332+0.45339i,-0.13082+0.38839i,-0.16144+0.12408i,-0.20977-0.11223i,-0.18249-0.13978i,-0.065785-0.079568i,-0.0024395-0.063832i,-0.015871-0.056368i,-0.015632-0.028583i,0.0022119-0.0058374i,8.1405e-05+0.0027053i,-0.015662+0.0068445i,-0.028889+0.014459i,-0.046287+0.022147i,-0.068826+0.024705i,-0.070803+0.023023i,-0.039619+0.014015i,-0.0093474-0.0059712i,-0.0090395-0.025182i,-0.024729-0.032722i,-0.034361-0.028481i,-0.027904-0.017659i
