0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
-0.00094646+0.0026559i,0.0010664+0.003179i,0.0026282+0.0014446i,0.0013728+0.00056935i,-0.00082928+0.0017136i,-0.00097736+0.00233i,0.0005157+0.0014895i,0.0039448+0.0012389i,0.0078756+0.0020766i,0.010342+0.0012992i,0.010273-0.0014888i,0.0073547-0.0031261i,0.0033031-0.0027317i,0.0011476-0.0022147i,0.00086606-0.0029352i,0.00092716-0.0029948i,0.00029258-0.0014819i,-0.00099533+0.00035331i,-0.0017024+0.00049551i,-0.00045031-0.00055265i,0.00034752-0.0003709i,0.00022059+0.00031867i,0.001195-0.00035976i
0.0018925-0.00056169i,0.0010042+0.002386i,0.0020504+0.0043631i,0.0041739+0.0054354i,0.0030885+0.0048549i,0.00099038+0.0027755i,-0.00032664+0.0022867i,-0.0021782+0.0030467i,-0.0049081+0.0050207i,-0.0060095+0.0075299i,-0.0040481+0.0083418i,4.3209e-05+0.0062907i,0.0023169+0.0030351i,0.0015584+0.0013016i,0.00071116+0.0022477i,0.00066372+0.002342i,0.00074369+0.00038408i,0.0013164+0.00021689i,0.001516+0.00052102i,0.0008276+0.00016292i,-9.2102e-05-0.000322i,-0.001007-0.0011797i,-0.0016006-0.00093563i
0.0017237-0.0027693i,0.0017119-0.0057043i,0.0020798-0.0030688i,0.0043917+0.0015616i,0.0046675+0.0039887i,0.0018478+0.0039048i,-0.00060193+0.0028466i,-0.0006872+0.00051737i,0.00063097-0.0030846i,0.00036089-0.0066345i,-0.0016248-0.0078335i,-0.0033008-0.0053339i,-0.0037479-0.0022235i,-0.0023056-0.00099256i,-0.0011052-0.00073996i,-0.00080859-0.00016133i,-0.00017573+0.0011682i,-4.9296e-05+0.0020634i,-0.00016359+0.0016804i,-0.00039676+0.00071864i,-0.00092896+0.00058516i,-0.00083498+0.00036778i,-0.00074326-0.00065879i
-0.0039682+0.0052022i,-0.00079512+0.005369i,0.002513+0.0053669i,0.0050797+0.0041651i,0.0063105+0.0004997i,0.0047038-0.0019361i,0.0016045-0.0015115i,0.00066108+0.001541i,0.00097014+0.0056156i,0.0017652+0.0076535i,0.0040391+0.0052038i,0.0051779+0.00080625i,0.0041491-0.00089755i,0.0037878-0.0003333i,0.0031645+0.0012051i,0.0015791+0.0018922i,-1.353e-05+0.00055565i,-0.00047988-0.0014886i,-0.00039909-0.0018835i,-0.00065198-0.00074988i,-0.00079057+0.00048218i,-0.0012351+0.0010048i,-0.0014308+0.0018467i
-0.0021078-0.011262i,-0.0047278-0.010656i,-0.0085037-0.0091214i,-0.0072187-0.0060223i,-0.0024259-0.0027665i,-7.8969e-05-0.0018019i,-0.0012128-0.00094003i,-0.0032825-0.0020199i,-0.0063846-0.0038439i,-0.0087719-0.0035941i,-0.0090994-0.0012419i,-0.0067821+0.0018326i,-0.0037465+0.0033098i,-0.0017236+0.0025256i,-0.0010813+0.0011328i,-0.0004448+0.00059049i,0.00093512+0.0016078i,0.0014303+0.001994i,0.00066614+0.0017508i,0.00072384+0.00057324i,0.0011577+4.2733e-05i,0.00020267+9.2042e-05i,-0.00072203-0.00084394i
0.002069+0.0023062i,0.0026758+0.0021347i,0.0034148+0.0014643i,0.0021392-0.00014515i,-0.0004672-0.00093437i,-0.0014572-0.0011334i,1.4416e-06-0.0010535i,0.0024778-0.00028456i,0.0071761+0.00010352i,0.0105-0.00099636i,0.0092912-0.0024819i,0.0057444-0.004127i,0.0031641-0.0053806i,0.0025508-0.0050402i,0.0024645-0.0037133i,0.00083484-0.0024078i,-0.00092156-0.0018302i,-0.0015374-0.00086543i,-0.0010211-3.9749e-05i,9.1745e-05+0.00021772i,0.00030452+0.00064696i,0.00094049+0.00065984i,0.0016362+0.00012231i
-0.00062986+0.0014657i,-0.002227+0.0017771i,-0.0044113+0.00288i,-0.0051565+0.0038157i,-0.0045706+0.0039715i,-0.0026107+0.0035737i,-0.0013093+0.0029523i,-0.0020077+0.0044781i,-0.0032371+0.0079703i,-0.0044384+0.011398i,-0.004119+0.013094i,-0.00056913+0.010866i,0.0028144+0.0069425i,0.0024519+0.003599i,0.00074003+0.0013425i,0.00093085+0.0002784i,0.0013801-0.00047576i,0.0017059-0.00021909i,0.0018754-0.00012527i,0.001349-0.00075644i,0.0014201-0.0010612i,0.0010841-0.00014914i,-8.7396e-05+0.00078484i
0.00035806-0.0060425i,0.00087155-0.0084943i,0.0010188-0.0053435i,0.0019903+0.00039608i,0.0014439+0.0023955i,-0.00067182+0.0025861i,-0.00089282+0.0019542i,-0.00078483+6.7242e-05i,-0.0012258-0.0039039i,-0.0017336-0.0075902i,-0.0029616-0.0088658i,-0.0042242-0.0077155i,-0.0048741-0.0047807i,-0.0046598-0.0022537i,-0.0032191-0.0011463i,-0.0027659-0.00017465i,-0.003116+0.0010162i,-0.0027222+0.0013752i,-0.001817+0.0015186i,-0.001049+0.0016064i,-0.00053908+0.0010036i,-5.9221e-05-0.00034045i,-0.00028001-0.0011526i
0.0015478+0.0016691i,0.003556+0.0071624i,0.0039591+0.0086268i,0.0028493+0.0065439i,0.0030331+0.0049139i,0.002303+0.0030669i,0.00022182+0.0018611i,0.00019416+0.0015903i,0.0024219+0.0020426i,0.0061801+0.0031139i,0.01054+0.0033829i,0.011189+0.0013556i,0.0083489-0.00035826i,0.0048551+0.00022039i,0.0021564+0.00022575i,0.0006156-0.00069856i,-0.00071598-0.00095463i,-0.00095179-0.0016276i,-0.00044506-0.0018866i,-0.0006145-0.0016593i,-0.0010982-0.0011342i,-0.0012554-6.118e-05i,-0.0012725+0.00069698i
0.0017412-0.0036747i,-0.00036327-0.0072458i,-0.00092984-0.0089478i,0.00070751-0.0061675i,0.0014802-0.0013983i,0.00088187-0.00037314i,-5.9349e-05-0.0006447i,-0.0010852-0.0013855i,-0.0031485-0.0036366i,-0.0071443-0.0042626i,-0.0094544-0.0019658i,-0.0090237+0.0016721i,-0.0081373+0.0037189i,-0.0060608+0.0036862i,-0.0027624+0.0035702i,-0.00028875+0.0034565i,0.00022019+0.0033189i,-0.00037291+0.0029016i,-0.00037803+0.0016629i,0.00055918+0.00090005i,0.00037693+0.00061728i,-0.0008495+8.3099e-05i,-0.00097847-0.00049779i
0.0012447-0.0046502i,0.0011279-0.0046479i,0.0013232-0.0038255i,0.0011256-0.0030362i,0.00057475-0.0019372i,0.00076088-0.00055869i,0.0012606-0.00093315i,0.0027585-0.0012764i,0.0062593-0.0017771i,0.0084579-0.0031956i,0.0080896-0.0048302i,0.0058044-0.0059862i,0.0036838-0.0049592i,0.0026314-0.0027247i,0.00165-0.0013537i,0.0011182-0.00091527i,0.00047851-0.00090154i,0.00016825-0.00086542i,0.00059359-0.00016795i,0.00080686+0.00039868i,0.00082401+0.00058964i,0.00078941+0.00060223i,0.00073789+0.00011374i
-0.00091263+0.0044187i,-0.0004085+0.0062185i,-0.00094542+0.0051765i,-0.001848+0.0019328i,-0.0013935-0.00019732i,-0.00084808+0.00021173i,-0.0023254+0.0015256i,-0.0035751+0.0040603i,-0.0053887+0.0082762i,-0.0075954+0.01182i,-0.0073217+0.012602i,-0.0040607+0.011276i,-0.00011022+0.0084649i,0.001887+0.0046878i,0.002733+0.002269i,0.0039289+0.00133i,0.0039931+0.0010752i,0.0031136+0.0012253i,0.0016387+0.001465i,-0.00015313+0.0014108i,-0.00088503+0.00096638i,-0.00038239+0.00089577i,0.00064015+0.00065269i
-0.0003582-0.0064817i,0.00014467-0.0077519i,-0.001586-0.0057899i,-0.0023656-0.0011816i,-0.00078724+0.0017033i,0.00049851+0.0013643i,0.00081992+0.0015859i,-0.00070228+0.00039154i,-0.0026057-0.0035622i,-0.0043726-0.0073749i,-0.0040858-0.0098624i,-0.0023024-0.0093988i,-0.0025905-0.0074756i,-0.0024046-0.005136i,-0.0020832-0.002244i,-0.0033807-0.0013786i,-0.0035477-0.0016929i,-0.0021881-0.0021166i,-0.00061952-0.0019395i,0.00062567-0.0013563i,0.0013641-0.00019708i,0.0018221+0.00066838i,0.0015818+0.00012352i
-0.00043095+0.0025156i,-0.0017588+0.0045259i,-0.0018985+0.0062157i,-0.00081409+0.0057458i,-0.00038929+0.0047011i,-0.00091809+0.0030607i,-0.0016342+0.0019964i,8.067e-05+0.0020272i,0.004665+0.0028617i,0.0088057+0.0048628i,0.011736+0.0073816i,0.012052+0.0079269i,0.0087371+0.0057044i,0.005156+0.0034985i,0.0029559+0.00070838i,0.0016599-0.0019446i,0.00073424-0.0019059i,0.00021193-0.0011468i,-0.00028188-0.0009525i,-0.0011622-0.0008513i,-0.0012261-0.00065915i,-0.00019827-0.00074743i,0.00093668-0.00061391i
0.0015553-0.00057487i,0.0024291-0.0012719i,0.003102-0.00086259i,0.0024451+0.00058918i,0.00056913+0.0016892i,-0.00059282+0.0018529i,-0.00065717+0.00076896i,0.00019079+0.00038023i,-0.00056515+0.00066187i,-0.0036608+0.00036632i,-0.0069288+2.1544e-05i,-0.0086384-0.00039029i,-0.0076132-0.0011167i,-0.0051037-0.0013199i,-0.0029116+8.7247e-05i,-0.0016684+0.0012968i,-0.0016972+0.0017273i,-0.0019611+0.0018343i,-0.0018683+0.0021755i,-0.0012357+0.0016372i,-0.00048856+4.2419e-05i,-0.00078826-0.00040186i,-0.00087446-0.00014317i
0.00089516-0.0021845i,0.002576-0.0023044i,0.0042787-0.0019582i,0.0071155-0.00091856i,0.0072543-0.00010631i,0.0039639-0.0005475i,0.0014022-0.00048935i,0.0016504-0.00055821i,0.0034219-0.0018429i,0.0062339-0.0032614i,0.0086929-0.0056666i,0.0082524-0.0074322i,0.0064347-0.0061002i,0.0043797-0.0040357i,0.0021783-0.0026416i,0.0007437-0.00086863i,0.00051672-0.00021972i,0.00079615-0.00026312i,0.0010012+0.00065071i,0.00016403+0.0012812i,-0.0009055+0.0010141i,-0.00098977+0.0006806i,-0.00080534+0.00019186i
-0.00040723+0.001127i,-0.0026397+0.0016524i,-0.0025008+0.00022024i,-0.00084916-0.00078342i,0.00074341-0.00039729i,0.00051787-0.00032937i,-0.00070308-0.00092101i,-0.0015875-0.00096242i,-0.0036674+0.0015858i,-0.0059625+0.0056667i,-0.0066627+0.0083563i,-0.0062509+0.0087623i,-0.0045788+0.0067495i,-0.0019382+0.0049237i,-7.3195e-05+0.0041004i,0.00068518+0.0038288i,0.0014746+0.0029564i,0.001153+0.0014227i,0.00021924+4.6553e-05i,0.00021131-0.0010573i,0.00027282-0.00051106i,7.1333e-05+0.00069466i,0.0001653+0.0012753i
0.0023799-0.00086688i,0.0021073-0.002193i,0.00046943-0.0027098i,-0.0010151-0.0019542i,-0.0011571-0.0006489i,-0.00083957+0.00042193i,-0.00087747+0.00048902i,-0.0016848-0.0012368i,-0.0035606-0.0050744i,-0.0041012-0.0087866i,-0.0029345-0.0091356i,-0.0016063-0.0072012i,-0.00044139-0.0060496i,0.0001287-0.0038079i,-0.00094216-0.001667i,-0.0017884-0.0018407i,-0.0011082-0.0020646i,0.00025427-0.0019013i,0.00082892-0.0011133i,0.00082564+0.00058494i,0.00041266+0.0013585i,0.00024835+0.00052559i,-0.00013752-0.00010425i
0.0028177-0.0012572i,0.0035464-0.00084382i,0.003425-0.00022036i,0.001893+0.00079903i,-0.00011545+0.0016004i,-0.0010795+0.0017666i,-0.0020162+0.0019677i,-7.374e-05+0.0026462i,0.0046763+0.0037732i,0.0074058+0.0058828i,0.0068625+0.0085584i,0.0048242+0.009526i,0.0019012+0.0078295i,0.00034713+0.0047214i,0.0012086+0.0016031i,0.0014734-0.00036032i,0.00056518-0.00091201i,-4.7726e-05-0.00027476i,-0.00027506+0.00020097i,-2.8258e-05-0.00015324i,-8.039e-05-0.00020851i,-4.8649e-05-0.00028349i,-0.00018261-0.00030144i
-0.0013493-0.005066i,-0.0033422-0.0059112i,-0.0039663-0.004898i,-0.0024718-0.0017558i,-0.0019416+0.0010184i,-0.0016313+0.001776i,-0.001102+0.0021158i,-0.0016492+0.0030566i,-0.0023414+0.0033473i,-0.0042226+0.002005i,-0.006515-0.00011656i,-0.0066544-0.0020453i,-0.0039163-0.0028938i,-0.0017389-0.0021358i,-0.0010066-0.00076526i,-0.0017617-0.00047279i,-0.0018962-0.0012699i,-0.0015019-0.001342i,-0.0010439-0.00087777i,-0.00031012-0.00064284i,0.00025089-0.00038434i,0.00011952-0.00050665i,0.0004914-0.00044073i
0.0035662+0.00066561i,0.004652+0.0016306i,0.0040176+0.0020766i,0.0021961+0.00050694i,0.00093913-0.0003489i,0.00067441+0.00090423i,0.001064+0.0018005i,0.0012111+0.0009363i,0.0021538-0.00078139i,0.005207-0.0014472i,0.0080376-0.0013302i,0.0087452-0.00067292i,0.0071014+8.0432e-06i,0.0053715-0.00037344i,0.0038994-0.0010928i,0.0020499-0.00083305i,0.00090361-0.00027026i,0.00063342+0.00036159i,-0.00015344+0.00060865i,-0.00058273+0.00031839i,-0.00056986-1.4427e-07i,0.00017775-7.5249e-05i,0.00067051-0.00056902i
5.1951e-05-0.0011836i,-0.0002114-0.0010337i,0.00020564-0.001484i,0.0012775-0.00093205i,0.0014+0.00043598i,-0.00073239+0.00072455i,-0.0018758+0.00056745i,-0.0011568-0.00074165i,-0.0022634-0.0011211i,-0.0052992+0.0014832i,-0.0069299+0.004086i,-0.0068045+0.0038878i,-0.0056897+0.0023716i,-0.0038521+0.0021982i,-0.0012852+0.0024414i,0.00011001+0.0019097i,-0.00090202+0.0012869i,-0.0007042+0.00059408i,0.00012068-0.0001796i,-7.9189e-05-0.00087328i,-0.00015635-0.0011183i,-0.00029085-0.00079098i,-0.00088273+0.00045689i
-0.0014014-0.0018013i,-0.0033412-0.001361i,-0.0033985-0.000205i,-0.0010962-0.0003392i,0.0013424+6.0714e-05i,0.0014509+0.00058672i,0.00063558-0.00035979i,8.1111e-05-0.0018345i,-0.00069181-0.0046805i,-0.00095347-0.0072953i,0.00016042-0.0070033i,0.0015746-0.0056909i,0.0017613-0.0048433i,0.00096206-0.0034252i,0.00044841-0.0022727i,-0.00031863-0.0016933i,-0.00065885-0.0011049i,-0.00013532-0.00027664i,0.00059132+0.00059399i,-4.444e-05+0.00082893i,-0.00076253+0.0004018i,-0.0010675+0.00044146i,-0.0013275+7.6761e-05i
0.0048764-0.00051914i,0.0062325-0.00056317i,0.0064544-0.00085602i,0.0038691-0.00035107i,0.00025924+0.00044293i,-0.0015779+0.0018337i,-0.0011902+0.0031473i,0.00097449+0.0032473i,0.0033728+0.0022754i,0.0034941+0.003012i,0.0018977+0.0053034i,0.00039736+0.0066785i,-0.0014512+0.0053228i,-0.0013431+0.0026703i,0.00015967+0.0015283i,0.00060531+0.0010089i,0.00037004+0.00045757i,6.5729e-05+0.00014039i,-0.00039776+0.00020078i,-0.00096603+0.00019135i,-0.0014828+0.00042013i,-0.00041107+0.0001955i,0.0011356-0.00021152i
-0.0002922+0.0023975i,-9.7353e-05+0.00034549i,0.00073025-0.0016835i,0.0014959-0.0029243i,0.0021537-0.0033755i,0.0010989-0.0041934i,-0.00086754-0.0028595i,-0.0034272+0.0013491i,-0.0043586+0.0041654i,-0.004054+0.0022374i,-0.0039489-0.001584i,-0.0022451-0.0034658i,-9.84e-05-0.0034563i,-0.00057363-0.0029284i,-0.0016943-0.0021717i,-0.0017844-0.0013762i,-0.00072443-0.00071388i,-0.00074783-0.00091906i,-0.00092217-0.00043086i,-0.0006041+0.00059925i,-0.00031294+0.00091435i,0.00016455+0.00088537i,0.00099265+0.00067354i
-0.025252-0.022733i,-0.032026-0.024363i,-0.044622-0.0060839i,-0.03317+0.016022i,-0.012558+0.026816i,0.0053333+0.018474i,0.0062954+0.0044203i,-0.00066971+0.0013546i,-0.0038525+0.0024035i,-0.0016249+0.0055481i,0.0050881+0.0081328i,0.0082362+0.0066827i,0.0079432+0.0042607i,0.0090142+0.0017798i,0.0086778-0.00037021i,0.0034644-0.00032915i,-0.0015047+0.0027822i,-0.0013377+0.0043141i,-0.00066557+0.0024357i,-0.0015512+0.0012468i,-0.0006477+0.00024027i,-0.00047518-0.0008564i,-0.0018392-0.0010608i
-0.00050085+0.00030444i,-0.0018881+0.0016302i,-0.0022357+0.0043786i,-0.00094887+0.005179i,0.00055954+0.0034161i,0.0030716+0.0018461i,0.0031457+0.0020914i,0.0015701+0.0025742i,0.00047856+0.0026608i,-0.0020621+0.0023207i,-0.0037497+0.0015722i,-0.0030709-4.0718e-05i,-0.0019739-0.0013269i,-0.0020617-0.00026581i,-0.0018365+0.00019296i,-0.0011816-0.00045848i,-0.00082289-0.00078815i,-0.0010521-0.00067101i,0.00036947-7.0306e-05i,0.0018892-1.1426e-05i,0.0014933+0.00012526i,0.00069529+0.00016843i,0.00027615-0.00017024i
0.0054347-0.0026139i,0.0092717-0.0029078i,0.0077537-0.0030011i,0.0031866-0.00070008i,-0.00088906+0.0016695i,-0.0020653+0.0013193i,-0.0014648-3.2839e-05i,0.00024402-0.0011115i,0.0017298-0.0033939i,0.0018216-0.0053712i,0.0023126-0.0052448i,0.0032581-0.003529i,0.0029085-0.0015231i,0.002036-0.0014824i,0.0011939-0.0017173i,0.00022365-0.00043509i,-0.00054405+0.00049312i,-0.00062045+0.00043454i,0.00032656-0.00026917i,0.00013356-0.00086197i,-0.00017105-0.00078484i,-0.00018641-0.0004045i,-0.00056253-0.00055424i
-0.0033613+0.0039451i,-0.0044132+0.0041787i,-0.0014023+0.0045722i,0.0014865+0.0043378i,0.0026009+0.0028494i,0.0015908-0.00012632i,-0.00045517-0.0010815i,-0.00019678+0.00044631i,0.0023304+0.0020252i,0.0028237+0.0027124i,0.00077823+0.003115i,-0.0011172+0.0025504i,-0.0014094-4.5491e-05i,-0.00061329-0.0010664i,-0.0010814-0.00021231i,-0.0016305+5.5963e-05i,-0.00081515+0.00028146i,-0.00029093+0.000148i,-0.00075245-0.00093415i,-0.0014715-0.0013274i,-0.0016887-0.0010832i,-0.0011907-0.00029363i,-0.00038344+0.00053279i
-0.0034775-0.0030955i,-0.0012432-0.003811i,-0.0015426-0.0022933i,-0.0014309+0.00083344i,0.00053413+0.0025627i,0.0012233+0.00017868i,7.2078e-06-0.0015604i,-0.0010514+1.9046e-05i,-0.0009821+0.0018683i,-0.00035887+0.00023238i,0.00017475-0.0015418i,0.00036149-0.0010525i,0.00075805-0.00078573i,0.00082161-0.001556i,0.00030893-0.0020391i,0.00022307-0.0006303i,-0.00017466+0.0010249i,-0.00030481+0.00048052i,-0.0010981-0.0012973i,-0.0016932-0.0013785i,-0.00050484-0.00018806i,0.0002999+0.00060232i,0.00071514+0.0013706i
-0.00026891+0.0010875i,-0.0015587+0.0016388i,-0.0024663+0.0029733i,-0.00087125+0.0034362i,0.0013071+0.0019701i,0.00033211+0.0010372i,-0.00046423+0.0009334i,-0.00048062+0.00035989i,-0.00057227+0.00047258i,0.00093514+0.001495i,0.0021629+0.002514i,0.00056845+0.0035803i,-0.00048723+0.0039819i,0.00024321+0.0031037i,0.0010111+0.0016098i,0.00020392+0.0014556i,-0.00086243+0.0014854i,-0.00060292+0.00084577i,-0.00079975+0.00081214i,-0.0015313+0.0011714i,-0.0012574+0.00065365i,-0.00049437-4.4721e-05i,-0.00012143-0.00012565i
-0.00024362+0.0076586i,-0.0004254+0.0084054i,0.00036842+0.0069508i,0.00088536+0.0038676i,0.00012311+0.0015127i,-0.0011702+0.00035964i,-0.00068354+0.0003253i,0.00088415+4.2093e-05i,0.00059332-2.5678e-05i,-0.0022317+0.00027137i,-0.0034508-0.00059693i,-0.0021583-0.0014425i,-0.0012516-0.00070887i,-0.001677+0.00013438i,-0.0010191-2.0265e-05i,0.00042505+0.00035877i,0.00049498+0.00023507i,-8.1755e-05+0.00016119i,-0.00046981+0.0011196i,-0.00021121+0.0015216i,0.00025254+0.00064545i,-0.00010376-0.00064719i,-0.00041687-0.00072287i
0.0061405-0.0045446i,0.0089337-0.0041709i,0.01015-0.002792i,0.0081171-0.0009076i,0.0035776+0.00012546i,-0.00047852+0.00033921i,-0.0016471+0.00031353i,-0.00051447+0.00012027i,0.0015061-0.0014951i,0.0022-0.002564i,0.0027228-0.0021689i,0.003037-0.00084875i,0.002466-0.00020422i,0.0019397-0.00041625i,0.0012272-0.00018903i,0.00044051-0.00041037i,0.00080271-0.00077334i,0.0012408-0.0004254i,0.0015828+0.00034552i,0.0021462+0.0010807i,0.0020756+0.00111i,0.0007553+0.00025127i,5.1444e-06-0.00021274i
6.783e-05+0.00096691i,-0.00012872-0.00051302i,-0.0001711-0.0034625i,0.0004746-0.0027431i,0.00098478+0.00035222i,0.0011146+0.0017842i,0.0011887+0.0017278i,0.0014197+0.0014308i,0.001143+0.0016569i,0.00085284+0.0019277i,0.00032976+0.0012875i,-0.00049774+0.00029214i,-0.00050243+0.00038829i,-9.5729e-05+0.00025148i,0.0004-0.00037807i,0.00096533-0.00097832i,0.0007691-0.00044458i,-1.8255e-05-3.4937e-05i,0.00043343-0.00033328i,0.0008993-0.00070772i,0.00038469-0.00057429i,0.00047684+0.00031867i,0.00033731+7.9111e-05i
-0.0028863-0.0013178i,-0.0045637-0.0023697i,-0.0059704-0.0028346i,-0.0043191-0.0020636i,-0.0008906-0.001426i,0.00069813-0.0018445i,-0.00010174-0.0017997i,-0.00077424-0.00088907i,-0.0011655+3.7e-05i,-0.0011512-0.00022969i,-0.000459-0.0010438i,0.00015453-0.0012687i,0.00018276-0.0012975i,-4.5549e-05-0.0013529i,-0.00018375-0.0010737i,-0.001136-6.4515e-05i,-0.00138+7.4321e-05i,-0.00025644-0.00076689i,0.00054975-0.0014315i,0.00040357-0.0014915i,4.3563e-05-0.00065427i,0.00018342+0.00026585i,0.00042757-0.00018357i
0.0010127+0.0037558i,0.0016034+0.0060493i,0.0023932+0.0074416i,0.0029954+0.0057006i,0.0021648+0.0028745i,-0.0002318+0.0010671i,-0.0010768+0.00044703i,-0.0010214+0.0003602i,-0.0016187+0.00033761i,-0.0014325+0.00091777i,-0.0015026+0.0020556i,-0.0027384+0.0020346i,-0.0034364+0.0016978i,-0.0027149+0.0017086i,-0.0015128+0.0017513i,-0.0009037+0.0017327i,-0.00080346+0.0011878i,-0.00066937+0.00049707i,-1.0599e-05-0.0003929i,-0.00039298-0.001434i,-0.0011915-0.0010901i,-0.00062822-0.00016022i,-0.00034815-0.00042695i
-0.00081997+0.00033941i,0.00066413-0.00060111i,0.0034398+0.000231i,0.0033858+0.0010205i,0.0016446+0.00036861i,-7.6607e-05-0.00014987i,-0.00069833-0.00040879i,-4.249e-05-0.0011535i,5.3862e-05-0.0015874i,-0.00050287-0.0012123i,-0.00075181-0.0010027i,-0.00012066-0.00089585i,-0.00020265-0.00069715i,-0.0017018-0.00036249i,-0.0023635+0.00014562i,-0.0013589+0.00086512i,-0.0007755+0.00083213i,-0.00087254+0.00075724i,-0.0015313+0.00065809i,-0.0016167+0.00092121i,-0.00087156+0.00099674i,0.00020933-0.00035311i,0.00086117-0.001487i
-0.00072151+0.0032338i,0.0016369+0.0033826i,0.0025013+0.0011528i,0.0022238-0.00049632i,0.0024077-0.00015116i,0.0017079-0.00063133i,0.00066641-0.00079239i,0.0018198+0.00022152i,0.0034124+0.0007213i,0.0035901-0.00012184i,0.0030538+0.00019015i,0.0019055+0.0014737i,0.0018471+0.00047078i,0.0021174-0.00014154i,0.00099327+0.00021736i,0.00029905+0.00015782i,0.00013131+9.0997e-05i,-0.00028064-0.0003633i,-0.00040099-0.00014879i,-0.00044596+0.0014057i,0.00017804+0.0016152i,0.00032305+0.0008267i,-0.00037822+0.00015812i
-0.0024729-0.0012015i,-0.0041627-0.0013419i,-0.0034059+0.0021366i,-0.00064628+0.0037861i,0.0017861+0.0015893i,0.0015284-2.679e-05i,-5.2183e-05-0.0011436i,5.8315e-06-0.00039885i,0.00046138+0.0017478i,0.00089572+0.0025929i,0.00085505+0.0016042i,0.00081887+0.00031028i,0.001153+0.00024669i,0.00072862+0.00015218i,0.00027889-0.00027552i,0.00069748-0.00056849i,0.0011021-8.4911e-05i,0.00057183+0.001296i,-0.00024224+0.001805i,-0.00017902+0.0012904i,0.00014085+0.00087693i,0.00017206+0.00039311i,8.4523e-05+0.00018109i
-0.001904+0.0024038i,-0.0011164+0.0033251i,-0.00017016+0.0041826i,0.00048949+0.0040428i,0.0015218+0.0017822i,0.0013174+0.00059034i,-0.00032878+0.00087886i,-0.0008203+0.0005987i,-0.0015663+0.0010613i,-0.0017345+0.0018366i,-0.00055455+0.001834i,-0.00035427+0.0013036i,0.00011623+0.00065972i,0.00059978+0.0002919i,0.00045323-0.00014077i,0.00046517-0.00051378i,-0.00012914+0.00025833i,-0.00081749+0.00088247i,0.00034419+0.00056154i,0.0010518+0.00032476i,0.00051986-0.00050398i,-9.5214e-05-0.00047969i,-0.0005479-0.00010613i
-0.0018385-0.00053698i,-0.0009774+0.0016391i,0.00036733+0.0017602i,0.0019831+0.0014018i,0.0018453+0.0019502i,-8.256e-05+0.0011933i,-0.0010662+0.00021115i,-0.0009465-0.00039354i,-0.0023525-0.0016i,-0.0028392-0.0019035i,-0.0016442-0.0011399i,-0.0010998-0.00017189i,-0.00056981-0.00027303i,0.00058031-0.00032159i,0.00066802+0.0003519i,-0.00078686+0.0006291i,-0.0017823-0.00013773i,-0.0010355-0.00086942i,0.00052834-0.00090446i,0.0010637-0.0015314i,0.0008117-0.0016755i,0.00017506-0.00073457i,-0.00042414+5.3044e-05i
0.0012708+0.001266i,0.0018778-0.00096892i,0.0018032-0.0002508i,0.0015153+0.00084522i,0.0012459+0.001272i,0.00037402+0.00099988i,4.6648e-06+0.0001495i,0.0005494+0.00045607i,0.0012005+0.00051966i,0.00070998-0.00012347i,0.0004531-0.00012518i,0.00034965-0.00078382i,-0.00052031-0.0013475i,-0.0010567-0.0012348i,-0.00049535-0.00081444i,-0.00048409-0.0003041i,-0.0012359-0.00059169i,-0.0015694-0.0016399i,-0.0014328-0.0019011i,-0.0011462-0.00075889i,-0.00081953-0.00017497i,-0.00069795-0.00055626i,-0.00040628-4.1053e-05i
-0.0010551-0.0036562i,-0.001245-0.0046641i,-0.0025008-0.0025461i,-0.0022671-0.00041743i,-0.00035986-0.00029436i,0.00066648-0.00041577i,0.00022402+0.00060157i,0.0008573+0.0020477i,0.0021358+0.0021303i,0.0024868+0.0015314i,0.0021762+0.0009811i,0.001159+0.00031537i,2.066e-05-0.0004523i,0.00019763-0.00071891i,0.00035171-4.9425e-05i,0.00098958-2.9699e-06i,0.0018577-0.00056633i,0.0011073-0.00062728i,3.6154e-05-0.00072592i,-0.00029116-0.00042616i,-0.00059297-8.5974e-05i,-0.00053995-0.00036542i,-0.00010612-0.00037559i
