0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
-0.15309+0.016109i,-0.24514-0.040963i,-0.21978-0.10049i,-0.1154-0.083916i,-0.073761-0.043292i,-0.087632-0.031969i,-0.08251-0.024558i,-0.045922-0.012171i,-0.013647-0.010008i,-0.0025181-0.017711i,-0.0013913-0.023529i,-3.0543e-06-0.020606i,0.0027166-0.011713i,0.0029426-0.0046669i,-0.0017958-0.0018115i,-0.0095076-0.00086194i,-0.014402+0.0016544i,-0.01436+0.0051422i,-0.010224+0.0057009i,-0.0064625+0.003402i,-0.0055223+0.0015319i,-0.005115+0.0010385i,-0.0046742-0.0011098i
0.096554-0.08148i,0.18699-0.08275i,0.18648-0.036336i,0.095152-0.021353i,0.051631-0.042832i,0.070269-0.042515i,0.079751-0.025057i,0.056248-0.010344i,0.028062+0.0047139i,0.022284+0.020347i,0.028624+0.02489i,0.025863+0.0162i,0.01435+0.0072073i,0.009832+0.0027791i,0.013835-0.00043698i,0.016331-0.0030198i,0.013021-0.0034926i,0.0081796-0.0037505i,0.0052841-0.0042379i,0.004483-0.0050142i,0.0054239-0.0056248i,0.0065976-0.0042071i,0.0066317-0.0016041i
-0.034095+0.096401i,-0.097357+0.1385i,-0.12323+0.10322i,-0.082057+0.05474i,-0.055737+0.055221i,-0.061444+0.064777i,-0.055667+0.050184i,-0.033615+0.018503i,-0.020158-0.0047109i,-0.023314-0.010644i,-0.029116-0.011855i,-0.027351-0.014818i,-0.01862-0.014525i,-0.010162-0.0084712i,-0.0071108-0.00092197i,-0.0060303+0.0046801i,-0.0028953+0.0061201i,0.00081678+0.0051703i,0.00034026+0.0040122i,-0.002439+0.0036263i,-0.0030381+0.0044971i,-0.0035441+0.0041626i,-0.0051538+0.0029936i
-0.018771-0.084798i,0.004775-0.13491i,0.036029-0.10705i,0.019224-0.043443i,-0.0094353-0.032354i,-0.004415-0.052867i,0.0063943-0.055719i,0.0071728-0.035342i,0.0094218-0.014684i,0.017315-0.0094985i,0.020902-0.010659i,0.015421-0.0050731i,0.007852+0.0017165i,0.0020832-0.0012698i,-0.001213-0.008656i,-0.0024691-0.010535i,-0.0015338-0.0078293i,-0.00081113-0.0052789i,-0.0017671-0.0045109i,-0.002499-0.0037023i,-0.0028472-0.002946i,-0.0019605-0.0024507i,0.00051327-0.0023341i
0.053963+0.047019i,0.059142+0.088103i,0.027236+0.087916i,0.019071+0.058427i,0.036305+0.056117i,0.031948+0.067616i,0.010079+0.058125i,-0.008368+0.034164i,-0.014921+0.015902i,-0.015534+0.012936i,-0.017694+0.017818i,-0.019435+0.018192i,-0.017158+0.013007i,-0.012333+0.0093864i,-0.0085204+0.0088047i,-0.0052289+0.0085516i,-0.0028195+0.0069739i,-0.0011016+0.0035945i,2.236e-05+0.0023486i,0.00045648+0.004138i,0.0014007+0.0057465i,0.0022373+0.0054089i,0.0016852+0.004206i
-0.05879-0.012426i,-0.072959-0.040191i,-0.042376-0.049923i,-0.013703-0.022778i,-0.01713-0.010368i,-0.0271-0.025011i,-0.024195-0.029394i,-0.01045-0.017633i,0.0010887-0.01069i,0.0030716-0.016287i,0.0030671-0.020984i,0.010171-0.015632i,0.016378-0.0068791i,0.012289-0.0013393i,0.004745-0.0006643i,0.0017087-0.0029948i,0.00054647-0.003293i,-0.00082027-0.00087212i,-0.00086373+0.00097128i,-2.5913e-05+0.00051297i,0.00077729-0.00061893i,0.0010755-0.00072258i,0.0012419-0.0016661i
0.04648-0.023663i,0.066918-0.0089309i,0.053284+0.0049498i,0.03567-0.010789i,0.046032-0.019844i,0.054468-0.0035535i,0.041412+0.014899i,0.020191+0.019286i,0.0071855+0.017277i,0.0058349+0.018783i,0.008802+0.022004i,0.0076423+0.021488i,0.0039989+0.016855i,0.0052558+0.01222i,0.0081386+0.0097356i,0.0083611+0.0068946i,0.0062521+0.0017921i,0.0040408-0.0015948i,0.0034133-0.0019813i,0.0051699-0.0015488i,0.0059773-0.0017991i,0.0045004-0.0022893i,0.0030769-0.00052941i
-0.023284+0.032214i,-0.047736+0.031384i,-0.042592+0.011325i,-0.018282+0.003481i,-0.022207+0.0078101i,-0.038002+0.0060236i,-0.035415-0.00038601i,-0.018244-0.0060654i,-0.0098509-0.0090945i,-0.014081-0.0072192i,-0.015299-0.0070099i,-0.0097059-0.014555i,-0.0038629-0.019486i,-0.0015203-0.015728i,-0.00096733-0.0098725i,-0.0027642-0.005441i,-0.0031109-0.0031921i,-0.00039287-0.00088585i,0.00077364+0.00044622i,-0.00031073-0.0011065i,-0.0020942-0.0018471i,-0.002834-0.0014679i,-0.0028597-0.0014228i
0.004854-0.032975i,0.016891-0.041482i,0.011171-0.024314i,-0.011746-0.015166i,-0.012746-0.028788i,0.0098936-0.031938i,0.025045-0.019391i,0.021145-0.0055408i,0.01351+0.0013499i,0.013356+0.00086298i,0.016693-0.0017042i,0.014567+1.9255e-05i,0.008226+0.0036274i,0.0043334+0.0024067i,0.00138-0.0012267i,-0.0013537-0.0023926i,-0.0031351-0.0012022i,-0.0043706-0.0013924i,-0.0043191-0.0037406i,-0.0043096-0.0042617i,-0.0041958-0.0038096i,-0.002251-0.0026759i,0.0011196-0.00032119i
0.016463+0.018993i,0.017072+0.02726i,0.0051282+0.015836i,0.0012952+0.011243i,0.0005122+0.026192i,-0.0080767+0.034758i,-0.015294+0.025983i,-0.015845+0.010344i,-0.01189+0.0040718i,-0.0083674+0.0077007i,-0.0091655+0.0090646i,-0.01282+0.0047595i,-0.012582+0.00044919i,-0.008645-0.00049587i,-0.0059797+1.7646e-05i,-0.0042946+8.432e-05i,-0.0021945+0.00074162i,-0.00029801+0.00061601i,0.00081809+0.00055253i,3.1849e-05+0.0018002i,-0.00071254+0.0030677i,-0.00058379+0.0039542i,-0.001304+0.0029212i
-0.022706-0.0060602i,-0.02661-0.0070171i,-0.011717+0.0032508i,-0.0074216+0.012697i,-0.013269+0.0050498i,-0.011804-0.011673i,-0.0047844-0.016746i,0.0037356-0.010609i,0.0081892-0.0070112i,0.0065861-0.010438i,0.0032735-0.012489i,0.0021809-0.0073518i,0.0034958-0.0010171i,0.0045936+0.0010958i,0.0042467+0.001105i,0.0040444+0.0011238i,0.0028943+0.0011574i,0.0009182+0.0014732i,-0.0012595+0.0025698i,-0.0017899+0.0040282i,-0.00093618+0.0041971i,-6.7661e-05+0.0026096i,0.00095093-0.00024568i
0.01581-0.0098084i,0.016135-0.0054993i,0.011691+0.00065345i,0.019822+0.00038829i,0.027575+0.0077193i,0.021731+0.017046i,0.0071387+0.01832i,-0.0024516+0.014636i,-0.00089652+0.01089i,0.0044085+0.0088343i,0.00428+0.0091457i,0.0011007+0.0091581i,0.0002664+0.0062079i,8.1675e-05+0.0029205i,-0.00087374+0.0021177i,-0.00086336+0.0018424i,0.00042401-0.00036285i,0.0020307-0.0013302i,0.0025512-0.00019256i,0.0029863+0.00021938i,0.0033652-0.00081058i,0.0035681-0.00052358i,0.0021712+0.00086829i
-0.0045148+0.016169i,-0.0027829+0.0095134i,0.0067537+0.0021874i,0.012285+0.0046572i,0.0036916+0.0019861i,-0.0064845-0.0057191i,-0.0065734-0.011877i,-0.002586-0.012649i,-0.0026087-0.0092385i,-0.0077227-0.005642i,-0.0099721-0.0034675i,-0.0049588-0.0022959i,-0.00068043-0.00072461i,-0.0015078+0.00016929i,-0.0022759-0.0012714i,-0.001829-0.0026223i,-0.0014536-0.000677i,-0.0011235+0.0017777i,-0.00010815+0.0018556i,0.00064953+0.00099264i,0.00099384-0.00047678i,0.00039376-0.0014528i,-0.0017691-0.0016909i
-0.0077716-0.01436i,-0.0065154-0.015316i,-0.01328-0.013859i,-0.014563-0.016784i,0.0034565-0.017066i,0.017741-0.0093243i,0.018268+0.0022338i,0.011555+0.006692i,0.0044+0.0033853i,0.0022348-0.0007697i,0.0054043-0.0021227i,0.0070126-0.0023343i,0.0034037-0.002432i,0.00017413-0.0012531i,-0.00028602+0.0004015i,0.00027094+0.00074683i,-0.00065597+0.00027753i,-0.0015233-0.0010311i,-0.00021749-0.0031779i,0.00053384-0.0047089i,-0.00081321-0.0038047i,-0.00048161-0.0015011i,0.0016666+0.00010143i
0.008576+0.0013097i,0.0083819+0.0038084i,0.0093882-0.0011815i,0.0058972-0.0026616i,-0.0026866+0.0045536i,-0.0095348+0.0084921i,-0.012991+0.0051452i,-0.011018+0.00043886i,-0.0083917+0.0004709i,-0.0074739+0.0052806i,-0.0046897+0.0075225i,0.0002296+0.0047033i,0.0045297+0.0021704i,0.0054673+0.0026261i,0.0031119+0.0034006i,0.0013905+0.0026728i,0.0025131+0.00043573i,0.0038713-0.0002634i,0.0031288+9.3251e-05i,0.0019043+4.4181e-05i,0.0013001+0.00030911i,4.6184e-05+0.00078296i,-0.0019561+0.001426i
-0.0055524-0.0013518i,-0.011528-0.00046929i,-0.014321+0.0063909i,-0.016328+0.0068216i,-0.014947-0.0023654i,-0.0069266-0.0078066i,0.0010182-0.0056507i,0.0043941-0.00059598i,0.0030712+0.00067855i,-5.188e-05-0.0026838i,-0.0031114-0.0066379i,-0.0060762-0.0066714i,-0.0073896-0.002435i,-0.0038868+0.00071884i,0.00050931+0.0011916i,0.0010273-2.015e-05i,-0.0014795-0.00091891i,-0.0035174-0.00069158i,-0.004682-0.00048819i,-0.0047558+4.9502e-05i,-0.0034994+0.00054932i,-0.0017509-0.00037239i,-0.0007774-0.0018996i
0.013444-0.0019591i,0.016419-0.0060054i,0.014015-0.0055834i,0.014283+0.0019921i,0.0092673+0.0057348i,-0.00052835+0.0052597i,-0.0052363+0.0043833i,-0.003954+0.0033331i,0.0026724+0.0039836i,0.0089179+0.0051141i,0.0091948+0.0041505i,0.0068797+0.00098131i,0.0062834-0.0034801i,0.0058325-0.0051186i,0.0039798-0.003767i,0.0019311-0.001876i,0.00017168-0.0022692i,2.3473e-05-0.003182i,0.00056021-0.001668i,0.00068877-0.00015166i,0.00053004-0.00037206i,0.00099884-0.0007953i,0.0015636+0.00025451i
-0.0055161+0.0028215i,-0.0013357+0.005999i,0.0019014+0.0077668i,-0.0001714+0.011098i,-0.00073287+0.009136i,-0.0013928+0.0026899i,-0.00014499-0.00064409i,0.002441+0.00043598i,0.0011029+0.0033505i,-0.0021987+0.0049575i,-0.0053185+0.004869i,-0.0057625+0.006714i,-0.0033794+0.0078453i,-0.0016878+0.003055i,-0.0019227-0.0021182i,-0.0035995-0.0011371i,-0.0033251+0.0039424i,-0.00067697+0.0072505i,0.00029276+0.0070341i,-0.00054453+0.0057361i,-0.0018442+0.0042538i,-0.002689+0.0021885i,-0.002929+0.00080501i
-0.0034256-0.0090577i,-0.0054832-0.0098727i,-0.003443-0.013416i,0.0013326-0.015392i,0.005231-0.006582i,0.0055833+0.0025198i,0.003477+0.005335i,0.00049695+0.0019245i,-0.0001568-0.0049557i,0.001024-0.0086756i,0.0022567-0.0074264i,0.00061847-0.0062081i,-0.0042998-0.0064899i,-0.0075355-0.0045319i,-0.0064173-0.00049387i,-0.0027575+0.001137i,-0.00077255-0.00026488i,-0.0010603-0.0012539i,-0.0010763-0.0015173i,-0.00035232-0.0019741i,0.00021197-0.0024833i,0.0010758-0.0024832i,0.0020741-0.0020715i
0.011535+0.005078i,0.012904+0.0054154i,0.01552+0.0051903i,0.014855+0.0028174i,0.0057714+0.00067624i,-0.0005942+0.002235i,-0.00093036+0.0020548i,-0.00011736-0.0008072i,5.351e-05-0.0020257i,-0.00071466-2.8713e-05i,-0.00098577+0.0038271i,0.0026279+0.0060299i,0.0059401+0.0075887i,0.003928+0.0089414i,0.00040062+0.0073564i,3.7227e-05+0.004972i,0.0028548+0.0031117i,0.0062818+0.00058234i,0.0073274+0.0002087i,0.005107+0.0013755i,0.0027461+0.0025239i,0.0019974+0.0033373i,0.0012583+0.0036198i
-0.0066959+0.0021429i,-0.01076-0.0029199i,-0.01397-0.0047199i,-0.011437-0.0037955i,-0.0035322-0.0048046i,0.0017037-0.0045945i,0.0019314-0.0017606i,-0.00072846-0.00012689i,-0.0049017-0.0022593i,-0.0071713-0.004756i,-0.0058339-0.0060183i,-0.0055508-0.0057496i,-0.0061815-0.0022123i,-0.0023311+0.0021472i,0.0018987+0.0037147i,0.0017623+0.0010278i,-0.0015021-0.0029414i,-0.0052244-0.0040392i,-0.0060593-0.003128i,-0.004376-0.0019326i,-0.0028602-0.0011191i,-0.0023314-0.00058898i,-0.0018262-0.00098242i
-0.00033031-0.0019589i,0.0026813-0.0013373i,0.0029551+0.0029354i,0.002372+0.0076771i,0.0038761+0.0060334i,0.0019399-0.00053765i,-0.0012339-0.0021682i,-0.00066606+0.0008881i,0.0025508+0.003453i,0.0057879+0.0054236i,0.0078676+0.0054666i,0.009091+0.0012023i,0.010606-0.0049213i,0.010885-0.0059499i,0.0085706-0.0038424i,0.0057025-0.0023124i,0.0034521-0.0022608i,0.0022535-0.0035135i,0.0019361-0.0038726i,0.0017663-0.0023549i,0.0026095-0.00084254i,0.0032201-0.00022117i,0.0031714+0.0003753i
0.0010649+0.0048399i,0.001548+0.010663i,0.0018996+0.012689i,0.001337+0.0090336i,0.0015228+0.0044773i,-0.00018076-0.00021814i,-0.0029463-0.00058888i,-0.0038411+0.0047063i,-0.0042145+0.009897i,-0.0055636+0.010997i,-0.0083069+0.0082886i,-0.009386+0.0070862i,-0.0061287+0.0069236i,-0.001738+0.0019608i,-0.0003908-0.0033286i,-0.0024452-0.002006i,-0.0041513+0.0028963i,-0.0035237+0.0059649i,-0.0023215+0.0051557i,-0.0018114+0.003509i,-0.0017673+0.0021012i,-0.002556+0.0015092i,-0.0035696+0.0012082i
0.0011649-0.0015552i,0.0010152-0.004732i,0.0060583-0.0056442i,0.010538-0.0050741i,0.0063786-0.0036886i,0.0016212-0.0030515i,0.00013337-0.0025646i,-0.00031197-0.0034894i,0.0015712-0.0051289i,0.0038252-0.0059402i,0.0047969-0.0062239i,0.0018503-0.0072059i,-0.0041429-0.008i,-0.0078281-0.0064656i,-0.007549-0.0044866i,-0.0040154-0.003145i,-0.00080908-0.0017769i,0.00019227-0.0016901i,0.00077022-0.0022674i,0.00061204-0.0027912i,0.00029879-0.0036246i,0.0010586-0.0040592i,0.0012829-0.0035484i
0.0019282-0.0011285i,0.0041872-0.0022413i,0.0066943-0.00025353i,0.0069544+0.0012401i,0.0019234+7.3779e-05i,-0.0035525+0.0024808i,-0.001793+0.0053643i,0.0050123+0.0039584i,0.0093828+0.0005218i,0.008106+0.00036901i,0.004544+0.0046096i,0.0042021+0.0063648i,0.0043646+0.0050061i,0.00075007+0.0046094i,-0.0023352+0.0047376i,-0.0016631+0.0045341i,0.00027303+0.0041306i,0.0014733+0.0032444i,0.0017327+0.0024473i,0.0011046+0.0014018i,-0.00026176+0.00060849i,-0.00057458+0.0011683i,0.00017856+0.0018456i
-0.003305+0.0013145i,-0.0027553-0.0015074i,-0.0041911-0.0040651i,-0.0039099-0.0040571i,-0.00019251-0.00053764i,0.0013173+0.0027003i,0.00076761+0.0031756i,-0.00039666+0.0020606i,-0.0022111-0.00084975i,-0.0037088-0.0033625i,-0.0031697-0.0050644i,-0.0024321-0.0052967i,-0.0036498-0.0022866i,-0.0042595+0.0027603i,-0.0019097+0.004542i,-0.0002696+0.0012257i,-0.00067155-0.0023548i,-0.0026645-0.0035363i,-0.0040466-0.00249i,-0.0037556-0.00024068i,-0.003009+0.00039289i,-0.0021062+0.00058813i,-0.0023288+0.00071483i
-0.0065928+0.0016916i,-0.0076868+0.0040572i,-0.0090256+0.0061346i,-0.0068097+0.0073995i,-0.00068655+0.0088096i,0.0031036+0.0058525i,0.0018939+0.0014382i,-0.00047399-0.0019063i,-0.0011459-0.0046851i,0.00051874-0.0038641i,0.0040852+0.0012564i,0.0066823+0.0041012i,0.0065797+0.0020503i,0.005358+0.00022644i,0.0058006+0.0012128i,0.0060686+0.0021544i,0.0043915+0.0023818i,0.0019307+0.0028211i,0.0014354+0.0025102i,0.0025839+0.0014664i,0.0020979+0.0012528i,0.0016152+0.0015397i,0.0019558+0.0010776i
-0.00051901+0.0037372i,-0.0019482+0.0057962i,-0.0011366+0.0075566i,0.001349+0.0073447i,0.0028154+0.0046336i,0.0020037-0.00085889i,-0.00016956-0.0037421i,-0.0019073-0.00058153i,-0.0030291+0.0048245i,-0.0048382+0.0058786i,-0.0071356+0.001612i,-0.0075601-0.0012158i,-0.0044093+0.00079996i,0.00057638+0.0004198i,0.0016755-0.0026769i,-0.0013292-0.00329i,-0.0019544-0.0015617i,0.00073062+0.0001644i,0.0020297+0.00072144i,0.0012996+0.00089379i,0.0013423+0.001243i,0.0012986+0.0010346i,0.00084737+0.00084475i
-0.00015941+0.0020749i,0.0020366+0.00089075i,0.005595+0.0037533i,0.0096023+0.0047295i,0.010613+0.0011581i,0.0060413-0.0021734i,-0.00039799-0.002516i,-0.0048612-0.0005337i,-0.00589+0.0014075i,-0.0024321-6.3577e-05i,0.0028933-0.0030354i,0.0039389-0.0047829i,0.0012874-0.0050443i,-0.00065913-0.0041471i,-0.00020173-0.0035698i,0.00043687-0.0028008i,0.00054071-0.00072836i,0.0012752+2.2348e-05i,0.0015914-0.0013284i,0.0015937-0.0024131i,0.0013908-0.0025799i,0.00042596-0.0020562i,-0.00094788-0.001426i
0.0074035-0.0016903i,0.0095752-0.0036552i,0.0094128-0.0030451i,0.0078495-0.00090645i,0.0046726-0.0021891i,-8.1516e-05-0.00081656i,-0.00059622+0.0022421i,0.004183+0.0028564i,0.0082125+0.0024291i,0.0068711+0.003269i,0.0019076+0.0055142i,-0.0010664+0.0060641i,-0.002127+0.0035303i,-0.0036338+0.0014902i,-0.0049021+0.0011826i,-0.0040918+0.0013876i,-0.0019779+0.00047388i,-0.001454-0.0011858i,-0.001771-0.0015934i,-0.0013544-0.0013779i,-0.00056937-0.0022076i,0.00016415-0.0020885i,0.0005833-0.001123i
-0.00042794+0.004394i,0.0018638+0.0037707i,0.0048467+1.3912e-05i,0.0049357-0.00415i,0.0029001-0.0058454i,-7.8991e-05-0.0040327i,-0.00080752+0.0011776i,0.00038432+0.0057931i,0.00079809+0.0062248i,0.00030738+0.0032915i,-0.00022856-0.00094044i,0.00044094-0.0025006i,0.00081649-0.0011881i,0.00066203+0.00012245i,0.00057808+0.00044336i,0.00076396+4.5405e-05i,0.00069101-0.00021203i,3.0744e-06-5.9277e-05i,-0.00039661-0.00035951i,-0.0014056-0.001733i,-0.0029215-0.001677i,-0.0035545+0.00045328i,-0.0029126+0.0016676i
-0.0027077-0.0032073i,-0.0044064-0.0055188i,-0.0033133-0.0070751i,-0.0025588-0.0065933i,-0.0033692-0.0026819i,-0.0034013+0.0017815i,-0.001559+0.0037243i,0.0017293-0.00043211i,0.003263-0.0068685i,0.0016569-0.0075274i,0.0015622-0.0016325i,0.0026971+0.0043175i,0.0020078+0.0058196i,0.00032978+0.0046866i,0.00062835+0.003828i,0.0016101+0.0031742i,-0.00046889+0.0019402i,-0.00277+0.0012572i,-0.0024395+0.0016287i,-0.0010503+0.0030873i,-0.00072127+0.0032727i,-0.0011146+0.001725i,-0.0012447+0.00038051i
-0.00044581-0.002017i,-0.0009568-9.7896e-05i,-0.0030546+0.00073595i,-0.0048321+0.0016785i,-0.0052058+0.0026988i,-0.0035874+0.0025403i,-0.0006168+0.0011093i,0.002007+0.00046201i,0.0036568+3.5724e-05i,0.0026317-0.00066016i,-0.0012385-0.002415i,-0.0028077-0.004789i,-0.00097762-0.0052513i,0.0011473-0.004875i,0.00064656-0.0049914i,-0.00041761-0.0038463i,-0.00011156-0.0015737i,0.0013959-9.8487e-05i,0.0025849+0.00089229i,0.0019227+0.0019374i,0.0010483+0.0020991i,0.0012968+0.002558i,0.0018022+0.002327i
0.00052962+0.0050669i,0.0009986+0.0059642i,0.00023106+0.008824i,0.0012491+0.011015i,0.0038996+0.0081821i,0.003952+0.0041394i,-4.5578e-05+0.0014995i,-0.0064752-0.00053569i,-0.010282+0.00041638i,-0.0071181+0.0027804i,0.00048919+0.0029335i,0.0051958+0.0020293i,0.0048236+0.0023776i,0.0026091+0.0023949i,0.00094091+0.001245i,0.00087492-0.00028105i,0.00074214-0.00068258i,0.00051894-8.5871e-05i,0.0013101-0.00062372i,0.0019344-0.00052307i,0.0020514-8.6949e-05i,0.0011506+0.00021921i,-0.00051584+0.00075926i
-0.0036524-0.00013826i,-0.0015725-0.0014653i,0.00099416+0.001152i,0.0037067+0.0057427i,0.0062626+0.0058522i,0.0047453+0.0010435i,0.00058891-0.0028427i,-0.0013258-0.003858i,-0.0014437-0.0036327i,-0.0019705-0.001996i,-0.0035518+0.00083735i,-0.0048558+0.0020891i,-0.0052223+0.00096572i,-0.0047782+0.00024004i,-0.0039986+0.00078319i,-0.0024898+0.0010328i,-0.00088113-4.7473e-05i,-9.1819e-05-0.00191i,-0.00030317-0.0023954i,0.00036142-0.0024053i,0.00086219-0.0022608i,0.0012618-0.0018114i,0.0014973-0.0023126i
-0.0057108-0.003047i,-0.0048671+0.0011019i,-0.0013093+0.0045991i,0.0042775+0.0043467i,0.0074393+0.0018787i,0.0044529-0.00068274i,0.00016572+0.0010466i,0.00062646+0.0056425i,0.0022948+0.0083177i,0.0021857+0.0055081i,0.0019463-0.00057369i,0.0027842-0.0036044i,0.0044457-0.0022195i,0.0065299-0.00089452i,0.0060264-0.00046474i,0.0026914+0.00049506i,0.000268+0.0013146i,-0.0006034+0.0013464i,-0.0018944+6.6911e-05i,-0.0029251-0.0015995i,-0.0026189-0.0011499i,-0.0019979+0.00064083i,-0.0011572+0.0014272i
0.0019442-0.0039521i,0.0028114-0.0043513i,0.0036253-0.0039807i,0.0033235-0.0042353i,0.0023172-0.0021845i,0.00050898+0.00074634i,-0.0010745+0.0030847i,-0.0005347+0.0036638i,-0.0011135+0.0016422i,-0.0019099+0.00067097i,-0.0001996+0.0025585i,0.00050107+0.0043724i,-0.0017435+0.0050427i,-0.0031369+0.0044839i,-0.00086696+0.0030249i,0.0015517+0.0023555i,0.0014183+0.0015931i,0.0002697+0.0013359i,-0.0010386+0.0017839i,-0.0017054+0.0018252i,-0.0021293+0.0016376i,-0.0026433+0.00054917i,-0.0031494-0.00082265i
0.0016814+0.001167i,0.0030323-0.0017319i,0.0030071-0.004584i,0.0016856-0.0067277i,-0.0014245-0.0061184i,-0.0030593-0.0031701i,-0.00036544-0.0011808i,0.0044784+0.00023814i,0.0082797+0.00027198i,0.0072339-0.0022872i,0.003092-0.0041525i,0.00031831-0.0044562i,0.00013347-0.0055384i,0.00079554-0.0064131i,0.00010976-0.0054271i,-0.0011557-0.0031013i,-0.0019469-0.0012994i,-0.0011024-0.00060207i,0.0006358+0.00052462i,0.0011457+0.0016282i,0.00098236+0.0012506i,0.0018826+0.0012836i,0.002851+0.0015446i
-0.0050051+0.0024759i,-0.0060682+0.0031728i,-0.0069064+0.002863i,-0.0069733+0.0021702i,-0.0053681+0.00086153i,-0.0033548+0.00022043i,-0.002175+0.00013072i,-0.0023239-6.0897e-05i,-0.0045012+0.0020288i,-0.00403+0.0050284i,-0.00027325+0.0057858i,0.0024523+0.0051986i,0.0027316+0.0053729i,0.0020464+0.0051339i,0.0015362+0.0020306i,0.001558-0.0012582i,0.0015319-0.0014657i,0.0017354-0.00076474i,0.0016375-0.0011407i,0.0012745-0.00092596i,0.0010754+0.00040952i,0.00046112+0.00089329i,0.00010511+0.0016867i
0.0014968-0.0021178i,0.0025543-0.0014145i,0.0032393+0.0017921i,0.0018626+0.0053737i,0.00060012+0.0048649i,-0.00021901+0.0012399i,-0.00066669-0.0028366i,-0.0011424-0.0070391i,-0.0029814-0.0099346i,-0.0052886-0.0091353i,-0.0065884-0.0046823i,-0.0063246-0.0011276i,-0.0051538-0.0016957i,-0.0048007-0.0019928i,-0.0045158+0.00028077i,-0.0033944+0.0024023i,-0.0021735+0.0020472i,-0.0013789+0.00080744i,-0.0013612+0.00057921i,-6.9576e-05-5.8696e-05i,0.00086332-0.00090933i,0.00095234-0.00090484i,0.0012322-0.0022559i
0.0024524+0.0018563i,0.0016061+0.0020573i,0.00029234+0.0029853i,0.0011724+0.0070848i,0.0046327+0.009829i,0.0054435+0.0064383i,0.0035222+0.0029792i,0.0034377+0.0038476i,0.0050041+0.0054156i,0.0068523+0.0035989i,0.0070216-0.0010548i,0.0056396-0.0040393i,0.0042961-0.0029648i,0.0039388-0.00083674i,0.002769-8.2696e-05i,0.00017657-0.0002208i,-0.00088045+0.00055896i,-0.00049446+0.00087877i,-0.0011553+0.0005284i,-0.0018834+8.2696e-05i,-0.00099414+1.0258e-05i,-0.00029883+0.00066525i,0.00027044+0.00075794i
-0.0079935+0.0030048i,-0.0072264+0.0043487i,-0.00097497+0.0053228i,0.0062227+0.0046829i,0.0084372+0.0046666i,0.0047905+0.0031154i,-0.00083466+0.0019987i,-0.0045217+0.0030756i,-0.0056912+0.0034919i,-0.0046227+0.0043421i,-0.001644+0.0055576i,0.0001517+0.0047104i,-0.00014467+0.003326i,-0.00041485+0.0027996i,0.00097411+0.0032258i,0.0027634+0.002941i,0.0027045+0.0022925i,0.0010978+0.0022384i,-0.00072066+0.001332i,-0.0010791-0.00039657i,-0.00089254-0.0010128i,-0.0013773-0.0012875i,-0.0023348-0.0016361i
0.00079699-0.0021477i,0.0019119-0.002401i,0.0045856-0.0015293i,0.0059288-0.0021612i,0.0046246-0.0036109i,0.0020279-0.0023483i,0.00076122-0.00053559i,0.0029518-0.00021069i,0.0057472-0.00051106i,0.0055617-0.0026457i,0.0021062-0.0046686i,-4.6028e-05-0.0038051i,0.0010083-0.0032737i,0.0017797-0.0035602i,-9.2125e-05-0.0033i,-0.0016786-0.0022653i,-0.00083791-0.0014927i,0.00045079-0.00052104i,-6.1655e-05+0.001445i,-0.00083111+0.0027389i,-0.00014413+0.0018353i,0.00081279+0.0006791i,0.00097946+0.00070974i
0.0009598+0.0018788i,0.00121+0.0012991i,0.00215-0.00020817i,0.003353-0.0029062i,0.0023475-0.0053086i,-7.0047e-05-0.0043045i,-0.0016457-0.00031825i,-0.001736+0.0034448i,-0.0014376+0.0062173i,-0.0011492+0.0073455i,-0.00035552+0.0056716i,0.00083064+0.0027159i,0.0015936+0.0014259i,0.0014491+0.0018932i,0.0019527+0.001298i,0.0029209+1.3806e-05i,0.002718-6.0839e-05i,0.0013627-0.00036357i,0.00097557-0.00060942i,0.00098287-0.00035301i,4.4571e-05+0.00036828i,-0.00064568+0.0014412i,-0.00026752+0.0027497i
-0.00056804+0.0026136i,-0.0016963+0.0016387i,-0.002155+0.0023762i,-0.0035548+0.001778i,-0.0031533-0.00060823i,-0.0022481-0.0018065i,-0.0017868-0.0034051i,-0.0023863-0.0062575i,-0.0041663-0.0079264i,-0.0067827-0.0075799i,-0.007386-0.0046399i,-0.0048827-0.0010089i,-0.0028533+0.00072065i,-0.0034674+0.00065958i,-0.0038436+0.0012625i,-0.0026002+0.0016142i,-0.0011318+0.00022614i,-0.00058795-0.00038697i,-0.00013218+0.00055714i,0.0010288+0.00071522i,0.0016393+0.00012102i,0.0016821-4.637e-05i,0.0013036-0.00079561i
