0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
0.39522+0.3416i,0.34667+0.47182i,0.42186+0.28406i,0.34219-0.041089i,0.093358-0.12039i,-0.010443-0.011816i,-0.018851+0.031278i,-0.033953+0.043508i,-0.013209+0.04459i,-0.018548+0.017101i,-0.050467+0.030345i,-0.038224+0.048629i,-0.0089403+0.022953i,0.0018045-0.007039i,0.00063404-0.0072984i,0.010324+0.012i,0.028915+0.014144i,0.029326-0.0013i,0.011642-0.0066721i,-0.0075202+0.00091372i,-0.012126+0.0067957i,-0.0053567-0.0031795i,-0.015459-0.020663i
0.75757+0.59516i,1.0239+0.22793i,0.7252-0.1803i,0.24359-0.22258i,0.021019-0.054629i,0.011079+0.032348i,0.067274+0.024847i,0.084887-0.028475i,0.028082-0.042363i,0.0033664+0.002161i,0.037062+0.020128i,0.057248+0.0096087i,0.051949+0.0075174i,0.043407+0.012361i,0.040779+0.014296i,0.033634+0.0019947i,0.011733-0.009349i,-0.0083185-0.0060704i,-0.013266-0.00093386i,-0.0051109-0.0012263i,0.0037756-0.0014401i,-0.00037102+0.007026i,-0.0075882+0.024517i
-0.67604-1.1441i,-0.89935-1.114i,-0.86256-0.61869i,-0.52473-0.10448i,-0.13117+0.092273i,0.041706+0.051221i,0.02887-0.026197i,-0.014569-0.049689i,-0.0090122-0.030739i,0.027426-0.030916i,0.035433-0.062507i,0.011214-0.0833i,-0.016799-0.068879i,-0.033518-0.02936i,-0.036206-0.0015033i,-0.037867-0.00043271i,-0.040211-0.0022641i,-0.033944+0.0044647i,-0.016525+0.01415i,0.0042386+0.019299i,0.013355+0.019814i,0.016622+0.022204i,0.030264+0.026369i
-0.13627+0.37263i,-0.28114+0.5819i,-0.20625+0.53635i,-0.15636+0.28694i,-0.23144+0.16842i,-0.18976+0.22943i,-0.056122+0.23477i,0.005406+0.15644i,0.0056015+0.084073i,-0.018038+0.04929i,-0.034821+0.055161i,-0.029967+0.067971i,-0.012522+0.067676i,0.010706+0.049471i,0.021022+0.021612i,0.019452+0.013822i,0.021715+0.017529i,0.02233+0.011408i,0.01174-0.0016871i,-0.0040014-0.010038i,-0.0083067-0.014614i,0.0037062-0.026173i,0.015731-0.041851i
0.32008+0.54885i,0.62476+0.49327i,0.73592+0.26312i,0.58406+0.040718i,0.32184-0.072032i,0.084038-0.095021i,-0.06453-0.048672i,-0.092226+0.01748i,-0.050308+0.034352i,-0.019504+0.020032i,-0.01426+0.011787i,-0.015086+0.0071855i,-0.017831-0.002795i,-0.018763-0.011552i,-0.015336-0.012882i,-0.0068664-0.013433i,0.00052282-0.016538i,0.0006541-0.019395i,-0.0016596-0.016108i,-0.00089411-0.011262i,-0.0012017-0.012379i,-0.0090869-0.014141i,-0.018971-0.01656i
0.22242-0.41898i,0.18022-0.6267i,-0.16791-0.60076i,-0.38721-0.25273i,-0.24397+0.0033579i,-0.055512-0.036726i,0.0078434-0.089611i,0.044098-0.07225i,0.045686-0.052501i,0.03071-0.0085041i,0.05277+0.022778i,0.072371+0.013673i,0.060629-0.0042772i,0.032507-0.016914i,0.011083-0.018575i,0.00046711-0.015517i,-0.0093176-0.012065i,-0.014084-0.0011469i,-0.0058044+0.011221i,0.0059283+0.018552i,0.0071198+0.021992i,-0.0023176+0.023186i,-0.014779+0.030768i
-0.54096-0.38661i,-0.83208-0.16851i,-0.6467+0.14606i,-0.225+0.19356i,-0.025809+0.095423i,-0.0084802+0.092783i,0.016026+0.060658i,-0.0078238-0.016977i,-0.038478-0.024024i,-0.01889-0.029947i,-0.013091-0.062087i,-0.024294-0.060978i,-0.022855-0.030314i,-0.014323-0.0019973i,-0.015772+0.0095548i,-0.022495+0.020329i,-0.013427+0.028973i,0.0018322+0.021186i,0.0045179+0.0059449i,-0.0030469-0.0079783i,-0.010395-0.007011i,-0.0042744+0.006411i,0.0084685+0.01145i
0.18402+0.80337i,0.44154+0.95162i,0.64035+0.76562i,0.5311+0.39849i,0.25951+0.18697i,0.10259+0.18019i,0.071339+0.20336i,0.06743+0.16991i,0.050613+0.096833i,0.027525+0.044121i,0.019257+0.029696i,0.018859+0.022041i,0.012061+0.014792i,0.0094633+0.020815i,0.016796+0.031706i,0.026861+0.027786i,0.02848+0.014549i,0.025872-0.0012454i,0.022385-0.018813i,0.01574-0.02447i,0.013093-0.01882i,0.009984-0.015704i,0.0048761-0.016109i
0.2737-0.45808i,0.41603-0.72695i,0.28339-0.78538i,0.046863-0.49289i,-0.013815-0.13161i,0.048787-0.043227i,0.029338-0.10387i,-0.012359-0.090762i,-0.0028846-0.030224i,0.0023029+0.012107i,-0.010997+0.024298i,-0.023977+0.018461i,-0.024453+0.01066i,-0.016521-0.0025959i,-0.0082966-0.017898i,0.0017673-0.034084i,0.0015789-0.042835i,-0.011588-0.028568i,-0.021209-0.0012408i,-0.01855+0.018164i,-0.012788+0.017124i,-0.015802+0.0044693i,-0.018636-0.00095359i
0.04448-0.13862i,-0.25616-0.33348i,-0.54823-0.45911i,-0.52727-0.40147i,-0.36548-0.30792i,-0.29962-0.16351i,-0.21195+0.0065885i,-0.099974+0.046977i,-0.070526+0.015375i,-0.062273+0.0071538i,-0.031447+0.0094066i,-0.0042038+0.0064872i,0.0061944-0.0010977i,0.0054952-0.0071605i,-0.00045027-0.010948i,-0.01606-0.0016046i,-0.02065+0.019538i,-0.0087409+0.026669i,-0.0026375+0.017496i,-0.0041855+0.0077918i,-0.001433+0.0063953i,0.011082+0.0099525i,0.018232+0.007971i
-0.73867+0.31727i,-0.77755+0.74993i,-0.37912+1.0702i,0.085144+0.86367i,0.25485+0.3925i,0.17558+0.063741i,0.062914-0.06103i,0.0087683-0.059465i,0.019466-0.024724i,0.046162-0.012632i,0.048225-0.014516i,0.033938-0.014089i,0.024432-0.011173i,0.016595-0.0052819i,0.00089713+0.0066455i,-0.0078183+0.019141i,-0.0034598+0.019106i,0.0038456+0.0077205i,0.0078789-0.004567i,0.0079267-0.013269i,0.0058697-0.012676i,0.0057881-0.0033157i,0.010181+0.0031839i
0.60537-0.059239i,0.97929-0.06405i,0.85676-0.21588i,0.31697-0.24957i,-0.03373-0.048002i,0.018462+0.13854i,0.12107+0.15387i,0.10217+0.10764i,0.055137+0.07687i,0.026129+0.049725i,0.017205+0.025315i,0.020132+0.0072199i,0.011055+0.0037725i,0.0029853+0.0090515i,0.010687+0.010148i,0.024316+0.0034768i,0.027637-0.0084121i,0.014066-0.016699i,0.0011769-0.010629i,0.0037528+0.0022247i,0.010049+0.001741i,0.003806-0.011097i,-0.010687-0.014562i
0.24551-0.34935i,0.021183-0.58329i,0.017338-0.64738i,0.08349-0.49243i,0.023172-0.27796i,-0.067465-0.1224i,-0.065419-0.058487i,-0.006715-0.075034i,0.018766-0.097112i,0.013135-0.077741i,0.001133-0.050059i,-0.019676-0.032483i,-0.030837-0.020556i,-0.023405-0.012788i,-0.0073315-0.011894i,0.0018889-0.024104i,-0.0063729-0.030126i,-0.018119-0.013381i,-0.020051+0.0067265i,-0.019041+0.013412i,-0.019455+0.013583i,-0.01581+0.014401i,-0.0089057+0.012382i
-0.3132+0.55894i,-0.55864+0.30152i,-0.8499+0.2926i,-0.69605+0.38865i,-0.34092+0.31966i,-0.17018+0.1839i,-0.1164+0.11804i,-0.10083+0.09186i,-0.091593+0.085112i,-0.063509+0.067575i,-0.047228+0.043148i,-0.035591+0.0318i,-0.015434+0.02321i,-0.0058658+0.015644i,-0.016215+0.011513i,-0.030471+0.017588i,-0.022739+0.029413i,0.0051389+0.029191i,0.02727+0.013292i,0.028998-0.0078395i,0.017165-0.016343i,0.0097105-0.0070644i,0.012934+0.0041014i
-0.74753-0.1867i,-0.20893+0.42241i,0.24625+0.44962i,0.1805+0.14924i,0.010378+0.0088924i,0.026106-0.027826i,0.052441-0.08237i,0.0233-0.090127i,-0.00043243-0.056993i,-0.0096705-0.021216i,0.0048976+0.0038448i,0.022494+0.011817i,0.018061+0.009831i,0.0060921+0.0054873i,0.0027306+0.0035908i,0.0055741+0.0046264i,0.0055476+0.0031543i,0.0015611-0.003003i,-0.0048229-0.0070465i,-0.0072712+0.001203i,-0.00046606+0.01072i,0.0078995+0.0062442i,0.0083917-0.003016i
1.3894-0.61184i,0.98282-0.71995i,0.69986-0.49573i,0.54497-0.2376i,0.3551-0.10782i,0.15648-0.040712i,0.009523+0.025579i,-0.027346+0.086657i,0.015797+0.078056i,0.03831+0.02669i,0.030764+0.0030524i,0.028199-0.0012366i,0.028887-0.0010595i,0.028808+0.00019733i,0.026653-0.003482i,0.022377-0.0063355i,0.0198-0.0099127i,0.010735-0.018138i,-0.0034084-0.023771i,-0.013682-0.024999i,-0.020571-0.024094i,-0.020432-0.019562i,-0.013136-0.017085i
-0.59872+0.95473i,-0.56512+0.40324i,-0.62907+0.050268i,-0.53395+0.11323i,-0.29882+0.21463i,-0.12564+0.16662i,-0.014054+0.10009i,0.055177+0.031004i,0.045216-0.015541i,0.022536+0.00041892i,0.026291+0.010294i,0.016171-0.0049646i,-0.0020628-0.0083669i,-0.0099945-0.00012668i,-0.0085919+0.0049886i,-0.0062646-0.00068204i,-0.012068-0.0031441i,-0.015243+0.0098467i,-0.0061629+0.023426i,0.012341+0.026317i,0.027653+0.022068i,0.02174+0.014684i,0.0040535+0.012949i
-0.43566-0.60805i,-0.32898-0.059954i,-0.13767+0.23085i,0.039749+0.09622i,0.08415-0.045569i,0.055807+0.014947i,0.05037+0.07637i,0.031166+0.057759i,0.0014722+0.029924i,-0.014246+0.0024564i,-0.027391-0.0097471i,-0.029934-0.0011309i,-0.018652-0.0026219i,-0.012298-0.010499i,-0.017145-0.0067498i,-0.018133+0.0064087i,-0.0072579+0.011639i,0.0028956+0.0038028i,-0.00042643-0.0015857i,-0.01516+0.0026048i,-0.025979+0.012041i,-0.017133+0.015891i,-0.0031477+0.0080309i
0.59876+0.42342i,0.63487+0.29246i,0.55246+0.145i,0.3405+0.11096i,0.1589+0.049124i,0.072531-0.066008i,0.046277-0.13834i,0.031938-0.13818i,0.009986-0.085656i,0.010092-0.026681i,0.024058-0.009478i,0.022391-0.014067i,0.0094573-0.007835i,0.0062905+0.0014671i,0.014968-0.00042955i,0.018553-0.0050763i,0.014901-0.00055828i,0.012051+0.00024794i,0.0087913-0.010701i,0.0085032-0.025487i,0.010817-0.036277i,0.0088516-0.031468i,0.0079576-0.01571i
-0.44408-0.60129i,-0.35133-0.6325i,-0.18356-0.58968i,-0.11824-0.47575i,-0.11242-0.28756i,-0.12473-0.14999i,-0.17533-0.061729i,-0.17695+0.012883i,-0.11561+0.02674i,-0.078237+0.0018768i,-0.066539-0.0007981i,-0.042286+0.012073i,-0.014305+0.018114i,-0.0026761+0.014426i,-0.0055444+0.0044664i,-0.010433-0.005992i,-0.013444-0.010391i,-0.012272-0.0037397i,-0.0015359+0.0080017i,0.011503+0.016255i,0.013007+0.017009i,0.0018225+0.0092738i,-0.010338+0.0017816i
0.63021+0.24324i,0.17158+0.26159i,-0.14854+0.27649i,-0.1405+0.19638i,-0.090139+0.12767i,-0.047242+0.16201i,0.045563+0.16335i,0.081979+0.09279i,0.059252+0.05482i,0.051755+0.052525i,0.052274+0.039287i,0.036824+0.013687i,0.013665-0.0056455i,-0.0015604-0.0090416i,-0.0069011-0.0016483i,-0.0049444+0.0034929i,-0.00028453-0.0018039i,-0.0014668-0.0084345i,-0.0095379-0.0053079i,-0.016744+0.0020887i,-0.017081+0.0062011i,-0.0095446+0.0077171i,-0.0023205+0.0087761i
-0.55508+0.71961i,-0.14331+0.53496i,0.096042+0.35125i,0.11876+0.20963i,0.097265+0.091345i,0.077268+0.044677i,0.058928+0.036325i,0.041593+0.029132i,0.027353+0.025314i,0.016712+0.021491i,0.010332+0.019903i,0.011588+0.015267i,0.012386+0.0050394i,0.012964+0.005992i,0.013327+0.017202i,0.0079352+0.027182i,0.0038461+0.03205i,0.0073312+0.025191i,0.010437+0.0067322i,0.0063233-0.0076884i,0.00077486-0.0073981i,0.0037677+0.0034272i,0.015168+0.011152i
-0.11743-0.9374i,0.071133-0.67923i,0.060616-0.51568i,-0.13902-0.30128i,-0.19699-0.074187i,-0.067812-0.038269i,0.018736-0.087913i,0.033842-0.082935i,0.038053-0.061299i,0.034662-0.056119i,0.027221-0.056561i,0.010827-0.049707i,-0.0087555-0.027612i,-0.016217-0.0098724i,-0.010012-0.010204i,0.00076262-0.017674i,0.0039358-0.019177i,-0.0024616-0.01259i,-0.0071334-0.0018187i,-0.0018862+0.0077574i,0.0058652+0.0086865i,0.0067757-0.0010324i,0.0031585-0.012169i
0.51473-0.043049i,0.028009-0.10004i,-0.13719-0.12266i,-0.055475-0.11022i,-0.018223-0.082811i,-0.095333-0.047949i,-0.17113-0.011799i,-0.16921+0.0036358i,-0.11967-0.0022942i,-0.07329-0.010145i,-0.05206-0.0092389i,-0.036841+0.0041752i,-0.008534+0.013497i,0.014528+0.00088575i,0.018155-0.018136i,0.013674-0.021789i,0.014307-0.013404i,0.019351-0.0069237i,0.019283-0.0059938i,0.011602-0.0074972i,0.00087782-0.0095813i,-0.0060766-0.010003i,-0.00794-0.0095385i
-0.089044+0.6327i,-0.10781+0.47613i,-0.17269+0.48996i,-0.12678+0.46426i,-0.026218+0.32455i,0.037507+0.19752i,0.078442+0.14295i,0.097775+0.11336i,0.069784+0.075195i,0.019449+0.056292i,0.0036588+0.057248i,0.010126+0.044674i,0.0049154+0.024198i,-0.0096022+0.022734i,-0.019076+0.033828i,-0.018344+0.029117i,-0.018451+0.0087513i,-0.019376-0.0018423i,-0.010254+0.00020342i,0.0059421+0.0012128i,0.019909-0.00061921i,0.018909-0.0035054i,0.0029471+0.00015256i
-0.31299-0.018964i,0.052828+0.085798i,0.23998+0.077692i,0.2327+0.020446i,0.1482-0.019674i,0.069332-0.024873i,0.025756-0.030881i,-0.0048026-0.03428i,-0.0048816-0.014547i,0.018092-0.0027735i,0.017392-0.0053551i,0.005706-0.005109i,-0.00039187-0.010637i,-0.0066625-0.020838i,-0.011686-0.022635i,-0.013143-0.009227i,-0.008073+0.0053911i,-0.0042256+0.0030664i,-0.010484-0.0035517i,-0.020671+0.0015751i,-0.026299+0.013696i,-0.018399+0.021911i,-0.00015466+0.017215i
0.0031515-0.42127i,-0.040806-0.2959i,0.011304-0.19722i,0.047213-0.092829i,0.032206-0.03692i,0.0035005-0.0045119i,0.025269+0.033284i,0.070644+0.017183i,0.053781-0.019475i,0.017483-0.015936i,0.022098-0.013304i,0.029314-0.027656i,0.021507-0.024772i,0.019905-0.0069942i,0.027017+0.00095556i,0.028238-0.0024628i,0.016339-0.0022852i,0.0041015+0.0041549i,-0.00031482+0.0010175i,-0.00086416-0.01658i,-0.0016584-0.032142i,-0.0044587-0.029595i,-0.0059642-0.011484i
0.25713-0.01744i,0.097954-0.045232i,0.046847-0.082847i,0.040868-0.11418i,0.0054124-0.054716i,-0.027826+0.0064556i,-0.060515-0.006944i,-0.093113-0.031816i,-0.083914-0.03754i,-0.051085-0.041002i,-0.037072-0.026961i,-0.031404+0.0037435i,-0.019618+0.024583i,-0.011081+0.024991i,-0.012806+0.012534i,-0.01448+0.0038061i,-0.0058441+0.0030416i,0.0054381+0.0055687i,0.013136+0.010409i,0.019238+0.016033i,0.022662+0.018528i,0.019732+0.013854i,0.011621+0.0031007i
0.17898+0.28727i,0.16471+0.15964i,0.10444+0.015294i,0.011608-0.13333i,-0.044414-0.14839i,0.014822-0.055353i,0.093543+0.0014509i,0.091859+0.029831i,0.053991+0.068213i,0.035116+0.087404i,0.033816+0.06806i,0.028804+0.027297i,0.013443-0.0040072i,0.00111-0.016096i,-0.00010682-0.016811i,0.0018029-0.01722i,-0.0010426-0.018564i,-0.0049737-0.014311i,-0.0096915-0.0051535i,-0.018139+0.0051085i,-0.023905+0.0080465i,-0.017662+0.001871i,-0.0061547-0.0034816i
-0.32729+0.15651i,-0.16744-0.025768i,-0.11289-0.075951i,-0.047108+0.023328i,0.037314+0.040344i,0.021002-0.047809i,-0.063288-0.10586i,-0.10238-0.086932i,-0.072143-0.047188i,-0.031645-0.034873i,-0.018325-0.030373i,-0.012411-0.010526i,-0.0001613+0.0090411i,0.0034185+0.017115i,-0.0041563+0.02475i,-0.0056524+0.035829i,0.0035217+0.03446i,0.010832+0.018534i,0.011289+0.0017873i,0.010897-0.0075163i,0.011328-0.0089894i,0.010492-0.0057001i,0.0077966-0.0031515i
-0.29278-0.43631i,-0.26553-0.18745i,-0.32297-0.079917i,-0.40114-0.0074614i,-0.34259+0.076237i,-0.19577+0.11859i,-0.068127+0.13078i,0.022437+0.10597i,0.061435+0.046145i,0.048781+0.0014348i,0.023843-0.012376i,0.0047186-0.022423i,-0.011718-0.030376i,-0.019022-0.026313i,-0.017119-0.022646i,-0.016184-0.024428i,-0.017904-0.019824i,-0.016647-0.010809i,-0.011185-0.0050045i,-0.0033486+0.0013056i,-2.7667e-06+0.009353i,-0.0054049+0.011131i,-0.013245+0.0061468i
0.52124-0.082528i,0.22092+0.12293i,0.16157+0.26327i,0.21918+0.20547i,0.18317+0.072558i,0.058608+0.0057522i,-0.034873+0.0068307i,-0.062156+0.0051376i,-0.063-0.0075738i,-0.049756-0.011367i,-0.034038-0.011047i,-0.019072+0.0021489i,0.0080973+0.016232i,0.032953+0.016077i,0.045969+0.016717i,0.049692+0.014841i,0.03852+0.0056338i,0.020801+0.00064017i,0.0090037-0.0042244i,0.0031792-0.013988i,0.00027193-0.020854i,-0.0024449-0.015178i,-0.0017047-0.00084255i
0.11216+0.50771i,0.1537+0.16482i,0.12036+0.056454i,0.040634+0.076848i,0.003656+0.082993i,0.055221+0.079599i,0.11672+0.067129i,0.12319+0.049044i,0.085133+0.031521i,0.039731+0.032648i,0.028539+0.040801i,0.026108+0.022019i,-0.0026078+0.0033601i,-0.028536+0.0056586i,-0.035513+0.0063483i,-0.035104+0.0021182i,-0.027615+0.0022446i,-0.017962+0.0063655i,-0.010269+0.013446i,0.0031239+0.018574i,0.018971+0.016157i,0.023472+0.0076959i,0.015153+0.00079913i
-0.43693-0.044569i,-0.094633-0.02609i,0.12936-0.069964i,0.20776-0.10653i,0.12308-0.11927i,-0.004924-0.11616i,-0.056764-0.11007i,-0.060139-0.085508i,-0.038608-0.033863i,-0.0096326-0.007315i,-0.011051-0.005079i,-0.015027+0.0067121i,-0.0012221+0.007091i,0.0070789-0.0090555i,0.0095656-0.020716i,0.013075-0.021185i,0.01447-0.01406i,0.012976-0.0065842i,0.0038466-0.001812i,-0.015465+0.0018079i,-0.031435+0.0072437i,-0.024743+0.012731i,-0.00083276+0.0080428i
-0.026988-0.36369i,-0.12974-0.18203i,-0.17671-0.13135i,-0.17481-0.073936i,-0.10296+0.02819i,-0.022226+0.089222i,0.015831+0.097637i,0.026628+0.067724i,0.016172+0.026579i,0.0045867+0.012995i,0.013152+0.003489i,0.015179-0.01388i,0.0042367-0.011275i,-0.0009992+0.0020436i,-0.0064171+0.012166i,-0.011208+0.019636i,-0.0074206+0.01704i,0.00061812+0.0059659i,0.0091385-0.0062656i,0.013423-0.018375i,0.011433-0.029255i,0.0036816-0.031076i,-0.0073713-0.019698i
0.34542-0.030591i,0.20062-0.048221i,0.1026-0.038681i,0.029381-0.038434i,-0.02233-0.020653i,-0.045949-0.004571i,-0.045612-0.028124i,-0.038173-0.056936i,-0.021302-0.060345i,-0.0051905-0.051524i,-0.0024243-0.027343i,0.0057833+0.0022687i,0.014984+0.009217i,0.012209+0.0035608i,0.010771-0.0045001i,0.0083976-0.015405i,-0.0015545-0.016993i,-0.0063157-0.0087361i,0.00016696-5.165e-05i,0.0083004+0.01148i,0.011313+0.024636i,0.010748+0.026637i,0.0081586+0.015254i
0.058602+0.32144i,-0.031904+0.19056i,-0.09483+0.083961i,-0.10188-0.004761i,-0.054596-0.033716i,0.0093334-0.011023i,0.035303+0.03876i,0.036785+0.072961i,0.022128+0.065346i,0.0063972+0.044888i,0.0032844+0.014537i,-0.01101-0.018102i,-0.02618-0.022941i,-0.02154-0.0094i,-0.010349+0.0074215i,0.0006826+0.018144i,0.0065765+0.010758i,2.8541e-05-0.0013358i,-0.010247-0.0054808i,-0.014229-0.007028i,-0.015404-0.010585i,-0.016262-0.013007i,-0.01511-0.0088822i
-0.33315+0.084381i,-0.17131+0.00039464i,-0.064912+0.063359i,0.029634+0.15171i,0.066253+0.12149i,0.032397+0.030947i,-0.01517-0.05493i,-0.060964-0.090321i,-0.069973-0.063433i,-0.045284-0.027745i,-0.023367-0.0051209i,-0.0037704+0.01014i,0.0073367+0.015042i,0.002898+0.01273i,-0.0081485+0.0050614i,-0.016769+0.0020308i,-0.013695+0.011335i,-0.0031178+0.016402i,0.0001718+0.010504i,0.0025074+0.0062254i,0.013668+0.0069409i,0.024822+0.0082744i,0.025635+0.0066749i
-0.061972-0.26872i,0.093845-0.053357i,0.093148-0.028622i,-0.0047595-0.058009i,-0.046697-0.045745i,-0.022972+0.014501i,0.020234+0.086745i,0.057019+0.11283i,0.056054+0.09011i,0.031347+0.055397i,0.0064917+0.032194i,-0.011734+0.02192i,-0.01239+0.010458i,-0.0020799-0.0038627i,0.0086508-0.011704i,0.015434-0.014322i,0.011093-0.015494i,0.00085403-0.010504i,-0.0058033-0.002531i,-0.012651-6.9721e-06i,-0.023239+0.00124i,-0.029052+0.0039264i,-0.024908+0.003876i
0.28307-0.16003i,0.049913-0.024221i,0.083987+0.054707i,0.15155+0.047426i,0.11015+0.020088i,0.038432-0.032277i,-0.022555-0.08313i,-0.058359-0.075222i,-0.041051-0.031034i,0.0010927-0.0073257i,0.028908-0.0065923i,0.041054-0.0062569i,0.043037-0.0005225i,0.036349+0.0064988i,0.023384+0.011286i,0.011289+0.012865i,0.0090949+0.011148i,0.013194+0.0058194i,0.016105-3.7655e-05i,0.018569-0.0077428i,0.021413-0.021904i,0.020533-0.029177i,0.01871-0.021313i
0.19708+0.29965i,0.12427-0.069643i,-0.046556-0.22202i,-0.17145-0.19374i,-0.1783-0.11173i,-0.12146-0.014335i,-0.039738+0.062886i,0.040453+0.072976i,0.063523+0.026068i,0.025025-0.0054738i,-0.010979+0.00089657i,-0.02155+0.0055122i,-0.029226-0.0014794i,-0.035796-0.0067322i,-0.03031-0.0081707i,-0.019251-0.011246i,-0.01681-0.014602i,-0.017654-0.0098567i,-0.0077264+0.0024825i,0.0042673+0.015445i,0.0066878+0.026827i,0.0016861+0.028329i,-0.0074439+0.018064i
-0.4415+0.19998i,-0.20822+0.27471i,-0.016726+0.24722i,0.10937+0.16788i,0.13048+0.090887i,0.074668+0.015352i,0.007185-0.036495i,-0.02597-0.047923i,-0.017765-0.038255i,0.0075436-0.035067i,0.020664-0.041495i,0.015153-0.040872i,0.007516-0.028987i,0.0081016-0.013165i,0.0097006-0.00059038i,0.010266+0.0084908i,0.013652+0.011192i,0.014117+0.0029645i,0.0036675-0.0073778i,-0.01172-0.011732i,-0.022354-0.013511i,-0.020235-0.012823i,-0.0030347-0.0099927i
-0.033824-0.47871i,-0.11231-0.35515i,-0.2193-0.21129i,-0.27577-0.071463i,-0.22075+0.04771i,-0.10013+0.1357i,0.0088071+0.15198i,0.039635+0.09132i,-0.00078083+0.035529i,-0.035983+0.038206i,-0.02664+0.054632i,-0.0064983+0.044756i,-0.0021043+0.027428i,-0.0047195+0.013887i,-0.0083765+0.0014882i,-0.01471-0.0037405i,-0.019002+0.0033638i,-0.01539+0.0111i,-0.0064594+0.0049481i,0.0020045-0.0038486i,0.011091-0.0009026i,0.016328+0.0070584i,0.005979+0.012167i
0.37154+0.14723i,0.38507+0.22306i,0.39751+0.19243i,0.34554+0.10144i,0.23642-0.02256i,0.11169-0.12576i,0.025304-0.16063i,-0.012202-0.12967i,-0.013677-0.072789i,0.0036931-0.047699i,0.0034848-0.052163i,-0.0064085-0.040478i,-0.0019691-0.018039i,0.0083993-0.0059124i,0.018819-0.0025246i,0.026193-0.0067171i,0.023934-0.015236i,0.012092-0.017556i,0.0016421-0.0081964i,-0.002533+0.0014874i,-0.0091866+0.0048285i,-0.012927+0.0044485i,-0.0031804-0.0022779i
-0.13105+0.10414i,-0.31442+0.020412i,-0.30526+0.010362i,-0.22448+0.0145i,-0.15828+0.082174i,-0.060992+0.15057i,0.0088631+0.14409i,0.01404+0.10795i,0.00016542+0.0835i,-0.004649+0.073274i,0.0018249+0.063514i,0.0032857+0.042778i,-0.0048123+0.02495i,-0.012846+0.017003i,-0.020271+0.017094i,-0.019684+0.021231i,-0.0093876+0.021107i,0.001+0.015537i,0.0059034+0.0091673i,0.0096171+0.003537i,0.017613-0.0052675i,0.019786-0.014623i,0.0083251-0.010031i
0.049119+0.083529i,0.26364-0.1122i,0.27244-0.16349i,0.22481-0.12995i,0.14077-0.15645i,-0.0016095-0.18955i,-0.092583-0.16754i,-0.094914-0.1143i,-0.047049-0.069561i,-0.010009-0.06053i,-0.013838-0.053101i,-0.01736-0.026483i,-0.0069123-0.0085607i,0.00042686-0.0073835i,0.004106-0.013426i,0.0012337-0.019755i,-0.0062269-0.020892i,-0.012113-0.014785i,-0.01205-0.0017304i,-0.0076567+0.010529i,-0.0052655+0.018404i,-0.001219+0.019875i,0.0053664+0.0073345i
-0.35344-0.080156i,-0.27827+0.13671i,-0.22452+0.11345i,-0.20112+0.076413i,-0.085772+0.14733i,0.065962+0.19314i,0.11213+0.17874i,0.093287+0.14472i,0.06308+0.097065i,0.03897+0.064996i,0.040943+0.045325i,0.042826+0.016211i,0.029492-0.0047897i,0.017201-0.0061509i,0.011127+0.0020154i,0.009422+0.011488i,0.011479+0.015637i,0.014584+0.009445i,0.010269-0.0039432i,-0.0019642-0.014847i,-0.013682-0.020558i,-0.021299-0.020742i,-0.020476-0.0089942i
0.34858-0.37191i,0.12155-0.33921i,0.041412-0.19939i,0.028114-0.12474i,-0.064556-0.13416i,-0.16764-0.11998i,-0.167-0.080824i,-0.10994-0.059688i,-0.063618-0.048257i,-0.042293-0.037156i,-0.03482-0.020383i,-0.020736+0.00063482i,-0.0047938+0.011616i,0.0013122+0.0083707i,9.336e-05-0.0034841i,-0.0053877-0.013268i,-0.013333-0.012329i,-0.015545-0.0035622i,-0.0051441+0.0022652i,0.0088296-9.3027e-05i,0.015583-0.00024845i,0.017351+0.0035619i,0.015183-0.00088552i
0.14752+0.54462i,0.16484+0.40188i,0.067964+0.22343i,-0.018484+0.12567i,0.056732+0.091297i,0.1605+0.056972i,0.17185+0.046022i,0.14017+0.044488i,0.086262+0.024471i,0.035589+0.017381i,0.016512+0.012383i,0.0022112-0.0039291i,-0.012153-0.0089595i,-0.014548-0.0032346i,-0.0069216+0.0063352i,0.007388+0.01205i,0.017912+0.0036776i,0.015187-0.0084852i,0.0055135-0.0087328i,0.00065164-0.00019423i,-0.0032087+0.0052799i,-0.011949+0.006234i,-0.015331+0.0099635i
