0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
0.0018798+0.0026878i,0.00068885+0.003378i,0.0009051+0.0025944i,0.001611+0.00053915i,-0.00014776-0.0015922i,-0.0024505-0.0016712i,-0.0022231-0.00093144i,-0.00077052-0.00036219i,0.00012755-0.00032206i,0.00026319-0.0007772i,0.00038073-0.00046185i,0.00058063+0.00050878i,0.00012651+0.0001737i,-0.00030235-0.00058754i,-0.00025981-0.00045979i,-9.5559e-05-0.00044011i,0.00073149-0.00018762i,0.00071877+0.00022903i,5.1711e-05+0.00041626i,-0.00078269+0.00023991i,-0.0014097-6.6661e-05i,-0.001266+8.5289e-06i,-0.00071458+0.00014085i
-0.0007749+0.0026557i,-5.6852e-05+0.0011286i,0.0012887-0.00013253i,-0.00028045-0.00052667i,-0.0016274-0.00041185i,-0.0014964-0.00031654i,-0.001553-0.00036943i,-0.0010554+0.00030158i,-0.00030372+0.00061195i,0.00019472+0.00020468i,-0.00012481+0.0007278i,-0.00029883+0.00062726i,-0.0001674+0.00016887i,-0.0008703-0.00049097i,-0.00082693-0.0014595i,4.1739e-05-0.0010771i,-0.00024535+0.00054397i,-0.00056488+0.00051952i,-0.00046415-0.00012273i,-0.0001672-1.7946e-05i,-0.0001102-8.5722e-05i,-0.00010729+0.00020672i,-0.00075862-0.00036669i
-0.0020537+0.00084339i,-0.0025083+0.00057918i,-0.0018649+0.00091389i,-0.00095598+0.0012656i,-0.0010359+0.00033061i,-0.0020104+0.00047389i,-0.0016808+0.0011025i,-0.00018792+0.00052093i,6.3994e-05-2.4109e-05i,0.00020517+0.00021064i,0.00076761+0.00077192i,0.00038957+0.00072616i,-0.00051049-0.00016781i,-0.00074226-0.00090322i,-0.0010746-0.00078303i,-0.0010399+0.00015181i,-0.00028385+0.00081786i,-0.00014531+0.00064067i,-0.00045547+0.00025796i,-0.00057957+0.00013671i,-0.00045955+0.00019323i,0.00025724+0.00054682i,0.00084292+0.00044907i
0.00024156-0.00061231i,0.00049015+1.3694e-05i,0.002375-0.00027485i,0.0014311-0.00090521i,-0.0014645-0.0018697i,-0.0028726-0.0013213i,-0.0028719+0.00058281i,-0.0022289+0.00083949i,-0.0012267+0.00046988i,-0.00039074-0.00018177i,-0.00049153-0.00085475i,-0.00071517-0.00068464i,-0.00056971-0.00056845i,-0.00086343-0.00070876i,-0.00077703-0.00037698i,0.00024159-0.00028438i,0.00010627-0.00066397i,-0.00092284-0.00046489i,-0.00095046-7.3451e-05i,0.00014277+0.00069339i,0.00041064+0.0012177i,0.00024592+0.00099561i,0.00041916+0.00084755i
0.00038274+0.0016955i,8.0501e-05+0.0024396i,-4.9338e-08+0.0010794i,-0.0011367-4.0478e-05i,-0.0027089-0.00024488i,-0.0026371-9.5064e-05i,-0.0016446+0.00048404i,-0.00093419+0.00090455i,-0.00013663+0.00094977i,-0.00032149+0.00071635i,-0.00041849+0.00016116i,0.00021177-0.00045548i,0.00023065-0.00072778i,8.3186e-05-1.363e-05i,0.00093523+0.00020884i,0.0013805-0.00014072i,0.00089353+7.6538e-05i,0.00012981+0.00011888i,-0.0004095-0.0008488i,-0.00039678-0.0012005i,-0.00072954-0.00039541i,-8.3262e-05+1.6989e-05i,0.00034375-0.00036478i
-0.00030719-0.0016191i,8.2305e-06-0.0028178i,0.00019187-0.0027726i,-0.00037538-0.0019967i,-0.0014642-0.00037665i,-0.0022394+0.0006037i,-0.0022827+0.00041505i,-0.001443+0.00071208i,-0.00070113+0.0010273i,-3.8132e-06+0.00044804i,-3.4536e-05+0.00068945i,-0.00018284+0.00079757i,-8.2588e-05+0.0005073i,-0.00028281+0.0003453i,-0.00039343+0.00053672i,4.8392e-05+0.00089761i,-0.00021415+0.00063696i,-0.00039355+7.344e-05i,0.00082527+0.00011595i,0.0010523+0.00068757i,0.00023875+0.00043402i,-0.0002852+0.00028398i,-0.00029535+0.00018461i
0.0012214+0.0024853i,0.0010745+0.0023766i,0.0016618+0.0016477i,0.002178+0.00032829i,0.00065783-0.00036205i,-0.0012053-0.00049168i,-0.0020766+5.9e-05i,-0.0017436+0.00042121i,-0.00085782-0.00028792i,0.00035394-0.0008428i,0.00064624+1.3011e-05i,0.00024002+0.00070772i,0.0002316+0.00012769i,-0.00039394-0.0003424i,-0.00049315-0.00011999i,0.0002237+0.00071105i,0.00049566+0.00064135i,0.00045731+0.0010414i,0.00050784+0.0016081i,0.00026052+0.00091152i,0.0003644+0.00055371i,0.00044296+0.00096722i,0.00026401+0.0010261i
-0.00029598-0.0025009i,-0.0024025-0.0025465i,-0.0040743-0.0019066i,-0.0049382-0.00089067i,-0.0043867-2.9436e-05i,-0.0032155+0.00033737i,-0.0020568-0.00017736i,-0.0015181-0.00051588i,-0.0015753+0.00053951i,-0.0021195+0.0015525i,-0.0015981+0.0016224i,2.1678e-05+0.00085571i,0.0010579+0.00018908i,0.00066823+0.00059439i,0.00075106+0.00059063i,0.00078134+0.0004793i,0.00018036+0.00068312i,-0.00011026+0.0001761i,-0.00028195+0.00012836i,-0.0001541-0.00014354i,6.3318e-05-0.00051529i,0.00035664+5.8049e-05i,0.00033586+0.00025575i
0.0018501+0.0024911i,0.0021998+0.0026882i,0.0031623+0.00079081i,0.0018218-0.0012729i,-0.00084566-0.0018034i,-0.001942-0.00060985i,-0.0014815+0.00053546i,-0.00059157+0.00075487i,-0.00026519-0.00020059i,-0.00043269-0.00065185i,-0.00012662-0.00037596i,-0.00012804-0.0002333i,-0.0010893+6.1172e-05i,-0.0013238+0.00052667i,-0.00015461+0.00051211i,0.00071077+0.00052143i,0.00066673+0.00016035i,0.0007292-8.5889e-05i,0.00098121+0.00066334i,0.00060959+0.00062523i,-0.000238+0.0002879i,-0.00028584+0.00019786i,0.00035242-0.00018453i
-0.001066+0.00068409i,-0.0023859+0.00049384i,-0.0015536+0.001562i,-0.00036214+0.001433i,-0.001211+0.00013325i,-0.0024345-0.00049563i,-0.0014691+8.3992e-05i,-0.00033647+0.00012339i,-0.0004053-9.7689e-05i,0.00023077-0.00024433i,0.00052517-0.00017496i,0.00053795+0.00026234i,0.00038689-0.00026218i,-0.00057574-0.00053487i,-0.00050009+0.0003834i,0.00044627-0.00015241i,0.00052752-0.00060708i,-0.00013722-0.00070473i,-0.00026188-0.00016873i,-0.00017468+0.00052041i,0.00030429+0.00010386i,0.0003451-3.6935e-05i,-0.00071952-0.00036599i
-8.0979e-05+0.00090638i,0.00027267+0.00041494i,-0.00066813+0.0002534i,-0.0017511-0.0012638i,-0.0031406-0.0016653i,-0.0034571-0.00089186i,-0.0023734-0.00056306i,-0.0021335+0.00053366i,-0.0018757+0.00069496i,-0.00082906+0.00011852i,-0.00035046+0.00051737i,-0.00028115+0.00073626i,-4.1274e-05+0.00012573i,0.00034524+0.00044429i,-0.00038031+0.00052228i,-0.00059335-0.00015014i,0.0002806+0.00013683i,0.00023155+0.00066237i,-0.00031461+6.9779e-05i,-0.00028187-0.00018398i,0.00012289-0.0002191i,0.00047154-0.00051564i,0.0002726-0.0001575i
-0.00061077+0.0014027i,0.0010092+0.0015125i,0.0016374+0.00064836i,0.00075581+0.00022498i,-0.00042059-0.00037103i,-0.0017314+8.0174e-05i,-0.0016453+0.00067816i,-0.00058136+0.00018952i,0.00023426-0.00024717i,0.00066513-0.00049292i,0.00041657-0.0009862i,-0.00032168-0.0012062i,-0.0010684-0.0002835i,-0.00098793+0.00059403i,-0.0006204+0.00055115i,7.6297e-05+0.00026908i,0.00052518-0.0002405i,-1.0207e-05-0.0011768i,-0.00012204-0.00016261i,-0.00018112+0.00060574i,-0.0008386+0.0001914i,-0.00056508+0.00034547i,0.00014175+0.00070792i
0.00095506-0.0032459i,-0.00023166-0.002886i,-6.0887e-05-0.0025765i,-0.0004285-0.0016543i,-0.0017263-0.00084744i,-0.0022142-0.00047838i,-0.0012349-0.00038318i,-0.0012417-0.0010839i,-0.001184-0.0010907i,-0.00027054-0.00056395i,0.00061319-0.00025167i,0.0012747+0.00040591i,0.0011313+0.00089395i,0.00052461+0.00013479i,0.00012039-0.00068961i,0.00026313-0.00091225i,0.00019989-0.00038706i,-0.00064868+0.00028644i,-0.00090162-5.0126e-05i,-0.00054281-0.00059018i,-4.7578e-05-0.0009967i,0.00040319-0.00038592i,0.00013319+0.00038003i
0.00043519+0.0022892i,0.00027434+0.0035387i,-0.00023693+0.0031599i,-0.00080217+0.00082502i,-0.0013305-0.00043889i,-0.0016437-0.00034108i,-0.00065001+0.0001256i,5.771e-05-4.2236e-05i,-0.00083484-0.00077148i,-0.0013176-0.00016752i,-0.00071886+0.0007019i,0.00075455+6.7876e-05i,0.0006245-8.5978e-05i,-0.00023402-5.631e-05i,-0.00048398-5.0272e-05i,-0.0014949-0.00036757i,-0.0012041-0.00027141i,0.00010819-8.0577e-05i,0.00048953-0.00011523i,0.00026589-1.1174e-05i,-0.00030527+0.00025762i,-0.00035125-4.0477e-05i,-0.00022443-0.00026553i
0.0025426+0.0027331i,0.0038522+0.00061519i,0.0034337-0.0018093i,0.00088388-0.0027704i,-0.0016224-0.0024352i,-0.0021757-0.0014635i,-0.0014377+0.00016315i,-0.00037847+0.00066285i,0.00044266+5.2185e-05i,0.00013823-0.00048083i,-0.00019735-0.00028546i,-0.00013505+0.00067736i,-0.0003831+0.0012902i,-0.0007006+0.00078924i,-0.00037725+0.00038995i,-6.3482e-05+8.4138e-05i,-0.00038295-0.00096945i,-0.0011816-0.0005728i,-0.00094943+0.00032515i,-0.00044777+0.00085645i,-0.00074089+0.00075049i,-0.00047177+2.9268e-05i,-0.00013563-0.00036037i
-0.0012985-0.0005774i,-0.00018143+0.00079703i,0.00014863+0.00226i,-8.1618e-05+0.0015008i,-0.00098674-0.000115i,-0.0014294-0.00025805i,-0.0010477-0.00061778i,-0.00081722-0.00020791i,-0.00088308+0.00035598i,-0.0007383+0.00032343i,7.3166e-07+0.00085219i,0.00017189+0.0010974i,-4.2587e-06+0.00050198i,0.00010921+0.00044515i,-0.00049558+3.572e-05i,-0.00064693-0.00013663i,0.00012882+0.00034792i,0.00027382+0.00086062i,-0.00065823+0.00033298i,-0.00076299-0.00043168i,-0.00030762+3.2507e-05i,-8.9558e-05-9.2565e-05i,-0.00024128-0.00038858i
0.0012498-0.00078141i,0.00013382-0.00087798i,-0.0011427-0.0017189i,-0.0031575-0.0018204i,-0.004388-0.0016411i,-0.0039733-0.00021484i,-0.0025822+0.0009008i,-0.00073661+0.00067464i,0.00038613-0.00023734i,-0.00016254-0.00017708i,-0.0012132+5.5477e-05i,-0.00060065-0.00033941i,0.00017943-0.00026481i,6.1114e-05-0.0001519i,-0.0004011+0.00022885i,-0.00031076+0.00062755i,0.00011548-3.6786e-05i,0.00054082-0.00015777i,0.000258+0.0006793i,-0.00053563+0.00084431i,-0.00057039+0.00020262i,-0.0004835-0.00018232i,-0.00021209-0.00024369i
0.001246-0.0013505i,0.0012949-0.00022267i,0.0008786-0.00097513i,-0.0011892-0.0015809i,-0.0023074-0.0014437i,-0.0013647-0.00060937i,-0.00024207-8.9802e-05i,-0.00030001-0.00035488i,-0.00096988-0.00034862i,-0.00040594-3.0964e-05i,0.00056079+0.00030754i,0.00070825+0.00050988i,0.00053781+0.00099046i,-4.4052e-05+0.00074474i,-5.8509e-06-0.00012686i,9.4248e-05-0.00014675i,-0.00036977+3.3984e-05i,-7.3222e-05+3.9864e-05i,0.00043883-0.00075522i,0.00041576-0.0012926i,0.00063483-3.9406e-05i,0.00029547+0.0007907i,8.754e-05-6.3819e-05i
-0.0018544+0.00057309i,-0.0025758+0.00013452i,-0.0024808+0.00055852i,-0.001904-0.00036011i,-0.0013991-0.00094632i,-0.0023773+5.4673e-05i,-0.0032799+0.00058047i,-0.0019799+0.0004454i,-0.00057309-6.1059e-05i,-0.0006739-0.00012992i,-0.0011339-9.1683e-05i,-0.0010793-0.00022865i,-0.00096004+2.2215e-05i,-0.00085444-0.00013945i,-0.0006552-0.00055068i,-8.4417e-05-0.00011461i,0.00065962+0.00026247i,0.00046605+0.00019051i,0.00010811+9.9512e-05i,-0.0002426+0.00046952i,-0.00043189-0.0001033i,-0.00013941-0.0003305i,0.00035955+0.00054198i
0.00098272+0.0011809i,0.001749+0.00018866i,0.001591-8.1818e-05i,0.00032374-0.00075182i,-0.0011026-0.0010055i,-0.0020514-0.00031348i,-0.0017292-0.00066328i,-0.00064414-0.00069096i,-0.00035176+7.4547e-05i,-0.00072124+0.00059878i,-0.00042456+0.00022875i,-3.0935e-05+0.00022638i,-0.00056721+0.00050103i,-0.00062772+0.00023728i,-0.00019302+4.3322e-05i,0.00025543-7.8967e-05i,0.00034179-0.00018623i,-0.00016937-2.9989e-05i,-6.1804e-05-0.00025928i,-1.5672e-05+0.00039521i,-0.00061262+0.0016575i,-7.1545e-05+0.0011945i,0.00041129+0.0014412i
-0.003208+0.0020526i,-0.0029971+0.0041259i,-0.0023433+0.0036574i,-0.0016531+0.0020514i,-0.00080734+0.00025365i,-0.0014103-0.00044245i,-0.0016718-0.00013554i,-0.0010524+0.00054652i,-0.00076779+0.00078597i,-0.0004979+0.00042356i,-0.00030848-0.00013405i,-0.00044842-0.00093429i,-0.00054577-0.00092372i,-0.00033658-1.7596e-06i,-8.6438e-05+0.00050529i,-1.4871e-05+0.00052202i,0.00055143+0.0005223i,0.00037776+0.00040154i,-0.00041042+0.00018434i,-0.00044552-0.00041001i,-9.1964e-05-0.00079473i,0.00026348-0.00032768i,0.00059287-0.00022261i
0.0005228-0.0013213i,0.00042399-0.0023787i,0.00063848-0.0017988i,-5.3073e-05-0.00079419i,-0.0011339+2.4924e-05i,-0.0019278+0.00085263i,-0.0022454+0.0011247i,-0.0021042+0.0008407i,-0.0010751+0.00055272i,-0.00038503+0.0010167i,9.2251e-05+0.001207i,9.3195e-05+0.00040488i,0.00013034-0.00044056i,6.6798e-05-0.0013231i,-0.00027824-0.0013514i,-0.00051446-0.00048668i,5.2324e-05+9.5551e-05i,0.00056492-3.3976e-05i,0.00059082-0.00048164i,0.00026041-0.00067845i,0.00026638+0.00037375i,0.00058333+0.0014438i,0.00055456+0.00047984i
0.00070546-0.00012691i,4.2338e-05-0.00097536i,-0.0011642+0.00022511i,-0.0018409+0.00013752i,-0.0024432-0.00074948i,-0.0028925-0.00076912i,-0.0021156+7.3631e-05i,-0.00060153+0.00078568i,0.00034258+0.00049616i,0.00020146-0.00017795i,-5.5632e-05+5.8467e-05i,5.6712e-05+0.00086497i,0.00075927+0.0010805i,0.0012696+0.00020688i,0.0004953-0.00038755i,-9.5366e-05+0.00076804i,-0.00041229+0.00075272i,-0.0013035+0.00012171i,-0.00084493+0.00066501i,-5.7587e-05+0.00058492i,1.8775e-05+7.7242e-05i,3.2399e-05+0.00052256i,5.2738e-05+0.00094098i
-0.00032849-0.0010333i,-0.00028389-0.002725i,7.0905e-05-0.0033264i,-0.00083481-0.0030226i,-0.0015825-0.002294i,-0.0019739-0.0014476i,-0.0016549-0.00018976i,-0.00086949+0.00036108i,-0.00057623+0.00077316i,-0.0010349+0.0014057i,-0.0016022+0.0017561i,-0.0008696+0.001124i,0.00010724+0.00047991i,-0.00012226+0.00042333i,0.00010354+0.00020272i,-0.00021189-0.00021333i,-0.00061309+6.8708e-05i,0.00021209+0.00035535i,0.0006224+0.00045789i,0.00052874+0.00018844i,0.00039458+7.507e-05i,0.00056744-5.2668e-06i,0.00078198-9.9684e-05i
-8.9627e-05-0.001496i,0.0002106-0.00057626i,0.0001241+0.00067054i,-0.00099916+0.0011873i,-0.0019815+0.00053779i,-0.0025792-4.4248e-05i,-0.0025473-0.00040881i,-0.0018103-0.00068961i,-0.0014581-0.0010653i,-0.001223-0.00063818i,-0.00084336+0.00045767i,-0.00022188+0.0008111i,-0.00024341+0.0003736i,-0.00081694+0.0003801i,-0.00051053+0.00091163i,-8.051e-05+0.00057529i,-2.2125e-05+0.00013429i,0.00042457+0.00045406i,0.0001955+0.00073647i,1.6255e-05+0.00088349i,0.00029841+7.5966e-05i,0.00066804-0.00032027i,0.0004069+0.00038297i
0.00084111-0.0013464i,-0.00029571-0.0024589i,-0.0015454-0.002354i,-0.0016325-0.0012419i,-0.0019242-0.00078928i,-0.0022049-0.00043846i,-0.001702+0.00054907i,-0.00096574+0.00086833i,-0.00074185+0.00014488i,-0.00075653+0.00053422i,-0.00020749+0.00082493i,-0.00017647+0.00064i,-0.00013354+0.00095819i,0.0002734+0.0012104i,-0.00022867+0.0006995i,-0.00046751-0.00039161i,-4.5503e-05-0.00088057i,0.00050698-0.0011375i,0.00069807-0.0011218i,0.00048879-0.00043355i,0.00053106+0.0002527i,0.00074028+0.00020653i,2.6342e-05-0.00059282i
-0.00014845+0.0019118i,0.0010192+0.00083075i,0.0015277+0.0010758i,0.00085857+0.00073489i,-0.00047245-0.00020587i,-0.0013758-0.00031775i,-0.0010502-5.5512e-05i,-0.00049827-0.00013622i,-0.00062974-0.00015477i,-0.00075803-0.00049814i,-0.00061622-0.00063313i,-0.00080444-0.00027218i,-0.00065507+7.3868e-05i,2.3329e-05+0.00025565i,3.6323e-05-3.334e-05i,1.2763e-05-0.00021329i,0.0004466+0.00024491i,8.3231e-05+2.1707e-05i,-0.00038121-0.00059835i,-0.0010439-0.00028751i,-0.0011243+0.00035941i,-0.00016612+0.00048188i,-0.00045809+0.00026711i
-0.0018515-0.0016328i,-0.0013761-0.0013707i,-0.0011774-0.00087653i,-0.0017005-0.0014186i,-0.0029038-0.0013338i,-0.0029736-0.00023419i,-0.002378+0.00099411i,-0.0015627+0.00079852i,-0.0011078-4.3967e-05i,-0.0010697+2.5778e-05i,-0.00093389+0.00022226i,0.00011061+0.00013279i,0.00047489-0.00012953i,0.00019053-0.00065955i,4.8852e-05-0.00078141i,-0.00031999+0.00011595i,-0.00026922+0.00052488i,0.00016905+0.00038713i,0.00042178+0.00041229i,0.00076901-0.0003156i,0.00020635-0.00053414i,-0.00030368-0.00030289i,-0.00039657-0.00034567i
-0.00083608+0.00034051i,-0.0012372+0.00091276i,-0.0010551+0.00079632i,-0.0011751+0.00022097i,-0.0014909-0.00047737i,-0.0013601-0.00019804i,-0.0014371+0.00049468i,-0.00098729+0.00053843i,-0.00050305+0.00026042i,-0.00038176+4.066e-05i,0.00035922+0.00074385i,0.00078038+0.00082975i,0.00068095+0.00046868i,0.00048222+0.00029241i,0.00033231-9.7018e-05i,0.00017004-0.00075684i,0.0010546-0.00050323i,0.0013468+0.00012644i,0.0008505+0.00012984i,0.00052801+0.00029908i,0.00014377+0.00079562i,0.0001678+0.0010979i,-0.00014273+0.00032536i
-0.0018885+0.00084617i,-0.00056078+0.0012942i,4.3485e-05+0.0011147i,-0.00012224+0.00035126i,-0.0012099-0.0003272i,-0.0024457-0.00090272i,-0.0028609-0.00064895i,-0.0018222+0.00021064i,-0.00096172+0.00036378i,-0.00015808+0.00015292i,0.00040657+0.0002144i,0.00038312-0.00040704i,0.00013921-0.00048818i,-0.00012829-0.00063539i,-7.6031e-05-0.0011781i,-0.00028693-0.00093337i,0.00015453+0.00026174i,0.0005565+0.0010262i,0.00026515+0.00095737i,0.00020566-0.00037792i,0.00015826-0.0011723i,-6.0861e-05-0.00094764i,-0.0002289-0.00035009i
-0.0011534-0.00035266i,-0.00077084-0.00099779i,-0.00038187-0.00094693i,-0.00037736-0.0011872i,-0.00057791-0.0010228i,-0.0017343-0.00077266i,-0.0023357-0.00040967i,-0.0016525+0.00012865i,-0.00061806+0.00018222i,-0.00039771+6.5846e-05i,-0.00076647+6.8662e-05i,-0.00094853+8.6646e-06i,-0.00067073-0.0011903i,4.7036e-05-0.00098331i,0.00027797+0.00016382i,0.00071846+0.00027967i,0.0011873-3.1737e-05i,0.0011835-0.00012672i,0.00081114+0.00033302i,-0.00046035+0.00039035i,-0.0015582-0.00034919i,-0.00082296-0.00068074i,-0.0001147-0.0002126i
-0.0010693+0.00064741i,-0.00095722+0.0015772i,0.00048207+0.0026374i,0.00066862+0.0008253i,9.5237e-05-0.00082809i,-0.0013279-0.0002897i,-0.0021895-0.00033402i,-0.00064086-0.00046135i,0.00063672-1.4199e-05i,0.00038216-0.0002738i,-0.00048772-0.00050895i,-0.00093074+0.00044336i,-0.00086461+0.00074418i,-0.00093886-0.00032757i,-0.00078245-0.0013791i,-0.00013795-0.0010957i,0.00025225-0.00048725i,0.00019528+0.00012428i,0.00017427+0.00018122i,0.00010554-0.00069126i,-0.00027156-0.00033608i,-0.00021309+0.00027771i,0.00061231+2.548e-06i
0.00066466+0.0046332i,0.00090891+0.0039375i,0.002187+0.00085727i,0.0014426-0.0010402i,-0.0004952-0.0017085i,-0.0015853-0.0016587i,-0.0019012-0.00088484i,-0.0006645+0.00020742i,0.00041435+0.00032912i,-0.00045919+0.00022953i,-0.0011527+0.00011966i,-7.218e-05-0.00027422i,0.0003301-0.00039649i,0.0002642-0.00049571i,0.00045107-0.00063934i,0.00021575-0.00050078i,1.0463e-05+0.00019029i,0.00014563+7.6235e-05i,0.00093694-8.019e-05i,0.00026656+0.00024582i,-0.0006255+6.9017e-05i,-0.00031396+0.00028544i,-0.00020654+0.00057546i
0.0022774+6.8833e-05i,0.0027084-0.00060752i,0.0021027-0.001742i,-0.00029962-0.0030434i,-0.0017923-0.0029356i,-0.002486-0.0014085i,-0.0024287-0.00044697i,-0.001323+0.00016909i,-0.00030701+0.00076068i,7.143e-05+0.00078107i,0.00057911+0.00037129i,0.00081065-0.00020004i,0.0005382+0.00034777i,0.00049791+0.0012076i,-0.00039938+0.0011587i,-0.0010366+0.00049318i,-0.00093845-9.7332e-05i,-0.00076259+1.1806e-05i,-0.0010783+0.00061323i,-0.0010257+0.00077485i,1.5448e-05+3.4464e-06i,8.46e-05-0.00034276i,-9.0675e-05-0.00011193i
0.0010388-0.00049535i,0.00049478-0.00036142i,-2.7553e-05-0.000557i,-0.00075024-0.0014457i,-0.0024594-0.0014784i,-0.003591-0.0006145i,-0.0027403-0.00012551i,-0.00054554-0.00023182i,0.00060519-0.00084812i,0.00041041-0.0011i,-0.00015501+8.1409e-06i,-0.00052139+0.00098669i,-0.00041001+0.0010838i,-3.9968e-05+0.00040796i,7.005e-05+3.6555e-05i,4.5442e-05-0.00045801i,-9.0148e-05-0.00012998i,-0.00023579+0.00067332i,-3.9726e-05+0.00031734i,8.2453e-05+9.9427e-05i,-0.00037077+0.00025624i,-0.00030117+0.00011303i,0.0003447-0.00018375i
-5.2777e-05+0.0022408i,0.00013573+0.0026932i,0.0013845+0.0013508i,0.00059902-0.00028162i,-0.0010196-0.0011207i,-0.0016442-0.00097678i,-0.0016777-0.0003419i,-0.0015843+8.3628e-05i,-0.0011416+0.00021618i,-0.00044721+0.00017535i,-9.6099e-05-0.00014599i,-0.0001018+0.00029342i,0.00020742+0.00029192i,0.00058376+8.6517e-05i,-6.1524e-05+0.00034102i,-8.6186e-05-5.0672e-05i,0.00048236-0.00038328i,0.00016861-0.00051419i,0.00047248+6.775e-05i,0.0010854+0.0004488i,0.0011678+4.0956e-05i,0.00069659-0.00030844i,0.00049333-0.00026069i
0.0003432-0.001465i,0.00080076-0.00056414i,-0.00059465+2.3736e-06i,-0.0015754+0.00016289i,-0.002135-0.00015592i,-0.0027138-0.00020824i,-0.002426+0.00020881i,-0.0010857-0.00011947i,-0.00039694-0.00020647i,-0.00046442+0.00021077i,0.00021912-3.9184e-05i,0.0007251-4.8159e-05i,0.00053454+8.9653e-06i,0.00014992+5.6745e-05i,5.0006e-05+0.00023672i,0.0003556+0.00013324i,-0.0001345-0.00031429i,-0.00069805+8.2235e-06i,-4.0985e-05+0.00074679i,-2.8224e-05+0.00099758i,-0.0010462-0.00016034i,-0.00096325-0.00092437i,-9.5899e-05+0.00032002i
0.00060168-0.0012613i,-0.00050816-0.00048582i,-0.0012951-3.3886e-05i,-0.0020481-0.00032648i,-0.0028824-0.0012023i,-0.0026634-0.0015916i,-0.0020316-0.00094012i,-0.0012496-0.0010015i,-0.00042858-0.0012967i,-0.00033925-0.00068073i,-0.00071729-8.0733e-05i,-0.0007346+0.00047491i,-0.00066234+0.00055961i,-0.0004086-0.00023798i,-0.00020672-0.00039075i,-0.00064769+4.5813e-05i,-0.00092469+0.0007619i,-0.00061526+0.00042581i,-0.00057827-0.00024056i,-0.00016883-0.00019642i,0.00067593+7.986e-05i,0.00059718+0.00020159i,0.00062562-0.00020608i
-0.00044768-0.00012589i,-0.0018844+0.00023986i,-0.0027315-5.2779e-05i,-0.0025767-0.00031166i,-0.0028303+0.00018357i,-0.0023147+0.00023976i,-0.0021104+0.00027972i,-0.0014174+0.00087165i,-0.00028988+0.0010685i,-0.00034449+0.00092367i,-0.00048055+0.00133i,-9.6807e-05+0.0018093i,0.00059185+0.00091381i,0.00081258+0.00019798i,9.4812e-05-0.00022599i,-0.00014533-0.00056272i,6.4389e-05-0.00023531i,0.0001173+0.00041894i,-0.00030269+9.1818e-05i,-0.0011041-0.00039265i,-0.0010389-0.00051952i,-0.00043318-0.0002379i,0.00010007+0.00015172i
0.00051138-0.0038387i,-0.00048831-0.0035037i,-0.0020162-0.0016803i,-0.0029048-0.0011626i,-0.0027008-5.0528e-05i,-0.0019019+0.0011845i,-0.00084023+0.00061118i,-0.00032481+0.00032837i,-0.0007214+0.00041379i,-0.00094833+0.0004529i,-0.00054463+0.00050293i,0.00035849+0.0010894i,0.00041869+0.000887i,-3.1779e-06+0.00084358i,0.0001303+0.00045389i,0.0003073-8.2907e-05i,0.00011992+0.00016959i,0.00026299+0.00037169i,0.00019656-0.00034901i,-0.00045823-0.001052i,4.8551e-06-0.00058028i,0.00039072-0.00066992i,2.8436e-05-0.00050167i
0.00041926-0.00053747i,0.00026501+0.00060625i,2.5731e-06+0.00088213i,-0.00011415-0.00057526i,-0.00084083-0.00072879i,-0.0016954-0.00015984i,-0.00099303-0.00019748i,-0.00077383-0.00030562i,-0.0006026+3.5066e-05i,-0.00010486+0.00096159i,-0.00020379+0.0011114i,1.4009e-05+0.00085259i,0.00011165+0.00044288i,0.00033013-0.00016855i,0.00052599-0.00037339i,0.00024778-0.00011796i,-0.00048727+0.00017466i,-0.00015833-7.6915e-05i,0.00039515+8.7258e-05i,0.00057708+0.00072386i,0.00082052+0.00035856i,0.00055612-0.00033568i,-0.00025086-0.00049906i
-0.00057182+0.0013207i,-0.0017101+4.2058e-05i,-0.0014429-0.0010641i,-0.00087994-0.0012847i,-0.0011474-0.00080487i,-0.0019571-5.3259e-05i,-0.0023714-1.6968e-05i,-0.001624-0.00035941i,-0.00058668-0.00070458i,-0.00031492+4.3251e-05i,-0.00032811+0.00079053i,-0.00011215+0.0003182i,-6.5184e-05-0.00052935i,-1.4803e-05-0.00039747i,-0.00023895-0.00018481i,-0.00027412-0.00016217i,-7.0936e-05-0.00040266i,-0.00024183-0.00096803i,-0.00011478-0.00050191i,0.00069377-0.00020103i,0.00097015+0.0001768i,0.00062074+9.3293e-05i,-0.00026903-1.1707e-05i
