-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
0.0036067-0.0020567i,0.013145-0.020511i,0.042321-0.074969i,0.071168-0.16906i,0.045234-0.23839i,-0.027098-0.20719i,-0.057348-0.11158i,-0.03143-0.037849i,-0.011379-0.0014104i,-0.012951+0.014011i,-0.012864+0.015578i,-0.004854+0.012433i,0.0044807+0.0071803i,0.0067204+0.0026792i,0.0036379+0.0048572i,-0.00019706+0.011246i,-0.0050823+0.014943i,-0.006567+0.011675i,-0.0042366+0.0060195i,-0.00099312+0.0029324i,0.0022704+0.0016671i,0.0033509+0.0013401i,0.00036547+0.00069339i
-0.0041443-0.0017319i,-0.024026+0.0031509i,-0.087008+0.01751i,-0.18114+0.056094i,-0.21973+0.1138i,-0.15328+0.14432i,-0.062918+0.11253i,-0.016971+0.050523i,0.0059127+0.011561i,0.022513+0.00018626i,0.022311-0.0034009i,0.011492-0.0049824i,0.00076354-0.0038915i,-0.0029381-0.0018949i,-0.00025287-0.0060118i,0.0030547-0.013952i,0.0048556-0.015315i,0.0019901-0.0077127i,-0.0039756+0.0031005i,-0.0058068+0.0095657i,-0.0029859+0.0091944i,0.00073292+0.0057095i,0.0037935+0.0054712i
0.0054058+0.0039721i,0.022122+0.017801i,0.0714+0.059613i,0.16009+0.10479i,0.22633+0.083651i,0.20256-0.0058874i,0.11588-0.059399i,0.043107-0.035591i,0.010154-0.010871i,-0.0065875-0.010147i,-0.01373-0.0033134i,-0.011516+0.010665i,-0.0053405+0.020844i,-0.0022169+0.021616i,-0.007155+0.017865i,-0.01374+0.014987i,-0.01489+0.010568i,-0.0096349+0.0054989i,-0.0026506+0.002298i,-0.00061004+0.0017548i,-0.0029166+0.0037133i,-0.003847+0.0034692i,-0.0023953-0.0014451i
-0.0015974-0.0071448i,-0.0013094-0.025332i,-0.0040246-0.082568i,-0.02504-0.16962i,-0.068175-0.20107i,-0.10243-0.12343i,-0.079802-0.032872i,-0.028221-0.015531i,-0.0058539-0.01643i,2.9671e-05+0.0015973i,0.0097369+0.010293i,0.016866+0.0028473i,0.016427-0.0097662i,0.011402-0.014825i,0.011529-0.0091861i,0.019038-0.0019649i,0.022915+0.002286i,0.018616+0.00029175i,0.010203-0.0067239i,0.0031958-0.01078i,-0.00032805-0.0098386i,-0.00068138-0.0069481i,-0.00073648-0.0037787i
-0.0050961+0.0029345i,-0.024904+0.016767i,-0.076121+0.05893i,-0.13366+0.13754i,-0.12341+0.20282i,-0.03211+0.17601i,0.023917+0.082866i,-0.0023015+0.023365i,-0.026316+0.0049274i,-0.018257-0.010933i,-0.011211-0.023015i,-0.013385-0.024596i,-0.015911-0.018778i,-0.015441-0.01245i,-0.015287-0.0095005i,-0.01785-0.011046i,-0.019294-0.014399i,-0.016027-0.012694i,-0.0096756-0.0072862i,-0.0025663-0.0038983i,0.0016351-0.003576i,0.0015879-0.0037047i,0.0016952-0.0029587i
-0.00056436-0.0040149i,0.020334-0.00172i,0.080843+0.0062523i,0.17158+0.00033548i,0.20003-0.043044i,0.1116-0.077382i,0.016847-0.045127i,0.0064514+0.0054116i,0.018929+0.020187i,0.0039138+0.01913i,-0.0084757+0.020263i,-0.003265+0.017964i,0.0065412+0.010719i,0.012393+0.0044032i,0.012849+0.0050893i,0.010215+0.011419i,0.0061257+0.017368i,0.0041289+0.016981i,0.0047108+0.011307i,0.0052626+0.0058647i,0.0055298+0.0040479i,0.0053757+0.0042808i,0.0021664+0.0027574i
0.00060549-0.0060304i,-0.0081661-0.027288i,-0.038401-0.084968i,-0.10168-0.15381i,-0.15059-0.15032i,-0.11946-0.067806i,-0.040157-0.010946i,0.0031258-0.016285i,0.010767-0.024671i,0.023614-0.013444i,0.03206-0.0077991i,0.023226-0.0092021i,0.005271-0.0080524i,-0.0066225-0.0068022i,-0.0075768-0.011421i,-0.0030768-0.019936i,0.004129-0.023659i,0.0063171-0.01903i,0.0010569-0.0088721i,-0.0035951+0.0017406i,-0.0051518+0.0062344i,-0.0048312+0.0040023i,-0.0031438+0.0028196i
0.0060183+0.0032016i,-0.0019944+0.026079i,-0.025131+0.093712i,-0.039055+0.19072i,-0.011548+0.2195i,0.028939+0.13852i,0.018192+0.047892i,-0.013278+0.030369i,-0.011417+0.03477i,-0.0041789+0.01199i,-0.010644-0.0035051i,-0.014626+0.0019634i,-0.010807+0.012403i,-0.0046449+0.019725i,-0.0042331+0.022231i,-0.010867+0.02267i,-0.016755+0.021333i,-0.015557+0.017856i,-0.0087796+0.012966i,-0.0036085+0.0072379i,-0.0018226+0.0030535i,8.6071e-05+0.0022074i,0.0033761-0.00022328i
0.0024986+0.00083174i,0.024982+0.0021961i,0.084401-0.011392i,0.15972-0.052367i,0.17148-0.088298i,0.09674-0.068466i,0.043131-0.013054i,0.047141-0.00020395i,0.03831-0.019991i,0.01175-0.010271i,0.004323+0.010367i,0.011336+0.011083i,0.015148-0.0010257i,0.013914-0.012229i,0.014543-0.015145i,0.018638-0.012124i,0.020178-0.0076878i,0.016456-0.0056579i,0.010974-0.0077126i,0.0052432-0.011795i,-0.0010851-0.014493i,-0.0044668-0.014438i,-0.0036866-0.011121i
-0.0087591-0.001558i,-0.035069-0.016987i,-0.095593-0.056238i,-0.17964-0.09295i,-0.21265-0.07528i,-0.14373-0.033697i,-0.061181-0.042032i,-0.052891-0.063875i,-0.065591-0.044109i,-0.044859-0.023158i,-0.021835-0.02508i,-0.015688-0.026276i,-0.015423-0.017576i,-0.015988-0.008612i,-0.019264-0.0032841i,-0.023818-0.0037091i,-0.025061-0.0098788i,-0.022449-0.012583i,-0.017311-0.0083201i,-0.0087902-0.0019267i,0.00044133+0.0047682i,0.0036631+0.0086553i,0.0027308+0.008733i
0.0023052+0.0022321i,0.0024867+0.01783i,0.0073725+0.076431i,0.035847+0.16481i,0.072888+0.18574i,0.061622+0.11705i,0.0088877+0.068304i,-0.00082453+0.070288i,0.025018+0.057659i,0.017662+0.029856i,-0.0039026+0.019983i,-0.0056081+0.018899i,0.0022986+0.01406i,0.0089414+0.010193i,0.014492+0.010672i,0.019915+0.01559i,0.021007+0.019928i,0.016957+0.019045i,0.01232+0.014912i,0.009384+0.0093038i,0.0087128+0.0018552i,0.009617-0.0043727i,0.0077474-0.0055981i
0.003498+0.00014391i,0.029294-0.016772i,0.089126-0.06501i,0.14318-0.14269i,0.13285-0.18138i,0.086768-0.13525i,0.077235-0.071538i,0.074939-0.057227i,0.044249-0.054191i,0.029867-0.028936i,0.038715-0.012004i,0.035428-0.011752i,0.017278-0.011835i,0.00047894-0.011629i,-0.0075814-0.015122i,-0.0082198-0.019793i,-0.0033054-0.019989i,0.0030995-0.017313i,0.002374-0.013613i,-0.005889-0.0045765i,-0.012183+0.0069893i,-0.013095+0.011963i,-0.012041+0.010243i
-0.0023126+0.0040012i,-0.023623+0.0044593i,-0.090287+0.008317i,-0.18942+0.022791i,-0.22852+0.045736i,-0.17619+0.050185i,-0.12795+0.026371i,-0.10907+0.028879i,-0.067909+0.051252i,-0.02455+0.035635i,-0.015639+0.0065301i,-0.019302-0.0026379i,-0.014887-0.00044432i,-0.0085719+0.0069501i,-0.005279+0.014171i,-0.0073724+0.017463i,-0.0113+0.017435i,-0.011418+0.015479i,-0.0074353+0.012377i,-0.00010684+0.0055465i,0.006045-0.0025098i,0.0096466-0.0043371i,0.012815-0.0018363i
0.0015477+0.010347i,0.0089875+0.043162i,0.033677+0.11427i,0.092614+0.18435i,0.1434+0.18187i,0.12867+0.12171i,0.091999+0.088188i,0.083053+0.063846i,0.068667+0.014238i,0.031207-0.0065574i,0.0076826+0.0090134i,0.0055758+0.01767i,0.0081327+0.0098841i,0.011771-0.0028018i,0.014384-0.012909i,0.014105-0.018708i,0.01003-0.018938i,0.0058707-0.014826i,0.0059428-0.012683i,0.0031736-0.014676i,-0.0064031-0.016389i,-0.014345-0.015483i,-0.01444-0.014092i
-0.0017403+0.0013753i,-0.00033401-0.026264i,0.024479-0.10294i,0.051525-0.20747i,0.037996-0.24617i,0.0023037-0.20184i,-0.013326-0.15746i,-0.031542-0.13255i,-0.056838-0.08702i,-0.050286-0.042601i,-0.027954-0.031692i,-0.017213-0.029492i,-0.012888-0.018287i,-0.013393-0.0078378i,-0.01869+0.00027746i,-0.021397+0.0064036i,-0.01811+0.0084372i,-0.014161+0.0079352i,-0.012703+0.0072067i,-0.0063962+0.0096339i,0.0068829+0.013836i,0.014635+0.015086i,0.0109+0.0141i
-0.0093058-0.0015726i,-0.035129-0.0082332i,-0.099333+0.0025702i,-0.17256+0.056545i,-0.17555+0.11807i,-0.1093+0.1379i,-0.061107+0.12329i,-0.030993+0.10535i,0.0099628+0.077136i,0.020843+0.039723i,0.0027704+0.022511i,-0.0059714+0.019311i,-0.0068478+0.014508i,-0.0060331+0.012504i,0.001191+0.013152i,0.010784+0.013978i,0.016333+0.012581i,0.016609+0.0094055i,0.013649+0.0082402i,0.0088171+0.0044277i,0.0027382-0.0039951i,-0.00092412-0.010666i,0.00096233-0.011015i
0.0094751-0.0022733i,0.041626+0.015853i,0.11067+0.06396i,0.19126+0.1093i,0.22095+0.090635i,0.18642+0.020802i,0.14668-0.025763i,0.11494-0.043613i,0.065085-0.051812i,0.031359-0.035687i,0.037261-0.015671i,0.041804-0.012015i,0.028339-0.01215i,0.012878-0.012768i,0.00012941-0.015274i,-0.0084699-0.016377i,-0.012228-0.01242i,-0.011669-0.0093981i,-0.010506-0.0093227i,-0.012917-0.0020519i,-0.012102+0.012849i,-0.0072577+0.02172i,-0.0067344+0.018506i
0.0048633-0.0013496i,0.0091956-0.018906i,0.00015939-0.076738i,-0.045337-0.16816i,-0.11347-0.20397i,-0.15073-0.14106i,-0.14351-0.066282i,-0.11747-0.018462i,-0.077825+0.024449i,-0.036996+0.035407i,-0.023749+0.014867i,-0.023737-0.0010486i,-0.015681-0.0083068i,-0.0075677-0.0080472i,-0.0037281-0.0018956i,-0.00064535+0.00067892i,0.0034528-0.0018629i,0.0070092-0.0033396i,0.007126-0.00090734i,0.0075096-0.0020613i,0.0088544-0.011106i,0.0076262-0.017819i,0.0072416-0.014282i
-0.0044547+0.016488i,-0.035202+0.043953i,-0.10754+0.097434i,-0.16761+0.16709i,-0.13077+0.19864i,-0.031344+0.16195i,0.033445+0.10903i,0.051599+0.070447i,0.052285+0.02491i,0.035636-0.0031299i,0.015004+0.0057768i,0.0083926+0.019553i,0.01003+0.02257i,0.012882+0.018352i,0.015884+0.0076999i,0.014375-0.0030205i,0.0035265-0.0076674i,-0.0062174-0.0097098i,-0.0041482-0.011708i,-0.0018111-0.010892i,-0.0085572-0.0029187i,-0.013116+0.0048961i,-0.010386+0.0017666i
-0.0030027+0.0023986i,0.011596+0.0036463i,0.08672+0.0043131i,0.20946-0.0054977i,0.25316-0.035742i,0.16787-0.078643i,0.056723-0.09898i,-0.0064245-0.089582i,-0.03438-0.061083i,-0.037924-0.038884i,-0.025066-0.039487i,-0.014152-0.038181i,-0.0077009-0.023331i,-0.005823-0.012199i,-0.0084273-0.0051688i,-0.006129+0.0038597i,0.0014226+0.013933i,0.0039221+0.020249i,0.00075601+0.017234i,0.0030653+0.010993i,0.015306+0.0037377i,0.024118-0.003883i,0.01986-0.0039752i
-0.0037362-0.016555i,-0.010193-0.06167i,-0.03317-0.14011i,-0.08676-0.19731i,-0.13503-0.15615i,-0.1289-0.034111i,-0.083839+0.053424i,-0.038486+0.066409i,-0.0034696+0.046355i,0.0098174+0.027652i,0.00042224+0.022972i,-0.0099667+0.021846i,-0.018127+0.013886i,-0.022105+0.010518i,-0.01669+0.012813i,-0.010673+0.011566i,-0.0085473+0.0045999i,-0.0051539-0.0024508i,0.00012315-0.0024974i,-0.00032705-0.0012197i,-0.011857-0.0023685i,-0.023074-0.00043978i,-0.018654+0.0039017i
0.0092248+0.00358i,0.0094663+0.03187i,-0.01512+0.10813i,-0.052277+0.20847i,-0.039955+0.22887i,0.023945+0.13588i,0.065777+0.031123i,0.057448-0.016145i,0.027671-0.024498i,0.014458-0.017333i,0.030364-0.007926i,0.041193-0.0089047i,0.031933-0.014179i,0.021151-0.017344i,0.01062-0.018794i,0.0015887-0.013947i,-0.00014081-0.00011677i,-0.00037002+0.0094255i,-0.0018512+0.0079335i,-0.0013612+0.0077718i,0.0070712+0.012756i,0.016983+0.012957i,0.013604+0.0085301i
0.0090425+0.0095216i,0.039141+0.025097i,0.10419+0.031049i,0.17419-0.01816i,0.16545-0.096925i,0.073021-0.11521i,-0.0015385-0.061292i,-0.011991-0.0045759i,-0.0026653+0.022449i,-0.0064307+0.025554i,-0.020141+0.014389i,-0.026357+0.002009i,-0.01847-0.0081528i,-0.011841-0.013301i,-0.013593-0.012707i,-0.016198-0.0159i,-0.01113-0.024003i,-0.0018738-0.025613i,0.0014858-0.01822i,-0.0020977-0.012781i,-0.010479-0.016805i,-0.01979-0.022074i,-0.01921-0.019571i
-0.015201+0.0059159i,-0.049553-0.0067273i,-0.12861-0.050527i,-0.21447-0.094253i,-0.2152-0.070651i,-0.11541-0.0056665i,-0.010183+0.012677i,0.026022-0.008467i,0.022265-0.019339i,0.017888-0.012383i,0.01354+0.00533i,0.01263+0.023304i,0.015421+0.033156i,0.019052+0.035655i,0.025489+0.031198i,0.024889+0.025219i,0.0083047+0.023568i,-0.0095696+0.01933i,-0.013125+0.01132i,-0.0087389+0.01147i,-0.0031641+0.023749i,0.0058838+0.032678i,0.011131+0.024339i
-0.0088563-0.0037481i,-0.024704+0.014006i,-0.026481+0.071423i,0.015437+0.16676i,0.066856+0.20697i,0.059534+0.1338i,-0.0075747+0.04523i,-0.052334+0.019048i,-0.042677+0.014446i,-0.020331-0.0076939i,-0.00993-0.034521i,-0.0084004-0.041912i,-0.0087526-0.027562i,-0.0075479-0.015023i,-0.0026067-0.012258i,0.008738-0.01469i,0.024738-0.019171i,0.031828-0.016189i,0.024599-0.0095272i,0.017021-0.010271i,0.0164-0.021035i,0.014936-0.030628i,0.011859-0.026025i
0.0035009-0.011361i,0.039444-0.043384i,0.12162-0.099147i,0.19256-0.16726i,0.15944-0.19386i,0.056253-0.13258i,0.0082801-0.04279i,0.021756-0.011655i,0.024997-0.020299i,0.011138-0.014914i,-0.00044616+0.00084404i,-0.0088464+0.0077918i,-0.018865+0.006509i,-0.027476+0.0093478i,-0.030116+0.021357i,-0.032943+0.031666i,-0.039336+0.028933i,-0.038747+0.015509i,-0.027432+0.0051349i,-0.017909+0.0027876i,-0.019923+0.0086498i,-0.023689+0.018878i,-0.019361+0.021436i
0.0022653-0.0050641i,-0.0092156-0.010537i,-0.068059-0.019992i,-0.17061-0.020639i,-0.21002-0.0049237i,-0.14171+0.00070604i,-0.072353-0.023308i,-0.057714-0.034087i,-0.049644-0.01407i,-0.021286+0.0041806i,0.013444+0.0087104i,0.034815-0.0012761i,0.036972-0.020567i,0.031524-0.036507i,0.024244-0.043112i,0.021512-0.034377i,0.029416-0.0095178i,0.034365+0.012905i,0.027789+0.016992i,0.022002+0.011272i,0.0257+0.0028523i,0.028671-0.0089933i,0.021912-0.013072i
0.010677+0.0092189i,0.010272+0.056084i,0.01389+0.14981i,0.048336+0.23159i,0.10465+0.21318i,0.12821+0.13035i,0.11027+0.090227i,0.092679+0.085692i,0.075273+0.059404i,0.035791+0.027011i,-0.0047351+0.014085i,-0.02197+0.010604i,-0.019444+0.0062675i,-0.014991-0.0012121i,-0.023753-0.0128i,-0.044176-0.02796i,-0.058076-0.045264i,-0.049452-0.05017i,-0.02869-0.03703i,-0.02064-0.021983i,-0.027185-0.012492i,-0.032774-0.0055833i,-0.028925-0.0029684i
0.0019132+0.0021159i,0.0085281-0.010661i,0.024654-0.062812i,0.033436-0.13527i,0.012162-0.15158i,-0.0085331-0.10254i,0.010744-0.074922i,0.02139-0.085124i,-0.0046007-0.072645i,-0.02028-0.033253i,-0.014747-0.002622i,-0.0043127+0.017402i,0.0092823+0.033886i,0.024542+0.042548i,0.043606+0.044129i,0.057009+0.046849i,0.047781+0.055879i,0.022841+0.057212i,0.0043272+0.0438i,0.0012116+0.032632i,0.0092348+0.030037i,0.019074+0.02618i,0.019156+0.017358i
-0.015739-0.0034079i,-0.050605-0.015727i,-0.1141-0.033297i,-0.17864-0.015124i,-0.18843+0.04981i,-0.1463+0.096076i,-0.11786+0.096513i,-0.10291+0.087015i,-0.058119+0.072798i,-0.010412+0.034626i,0.0052926-0.010106i,-0.001338-0.032742i,-0.018548-0.0321i,-0.032433-0.023115i,-0.032023-0.019052i,-0.015634-0.029357i,0.010871-0.048817i,0.028024-0.055176i,0.027596-0.04211i,0.021069-0.030783i,0.011261-0.030796i,-0.0009931-0.028838i,-0.0027449-0.019619i
0.0036533-0.0037916i,0.018651+0.007016i,0.077418+0.045734i,0.16803+0.075703i,0.2092+0.03012i,0.16412-0.051031i,0.10518-0.073234i,0.084357-0.054976i,0.062048-0.052716i,0.028467-0.045793i,0.012542-0.02108i,0.0064121-0.0022384i,-0.0031527+0.0058914i,-0.013392+0.015906i,-0.022888+0.038324i,-0.034282+0.06531i,-0.048252+0.075375i,-0.05262+0.058569i,-0.041813+0.029153i,-0.027377+0.01055i,-0.013934+0.0096992i,-0.001374+0.012889i,0.0031829+0.010155i
0.015823-0.013484i,0.038015-0.041011i,0.067306-0.097627i,0.067584-0.16357i,0.024545-0.18225i,-0.033946-0.14022i,-0.075228-0.094672i,-0.090055-0.059238i,-0.070749-0.013726i,-0.030247+0.018623i,0.002992+0.023098i,0.024968+0.012143i,0.039671-0.011407i,0.04264-0.040182i,0.038954-0.063185i,0.041097-0.073261i,0.054981-0.061464i,0.063202-0.033904i,0.049353-0.0099926i,0.03045-0.00070064i,0.019664-0.0056663i,0.011341-0.013797i,0.0047091-0.010648i
0.0080427+0.0084357i,-0.01682+0.020353i,-0.091402+0.048438i,-0.17966+0.1055i,-0.16898+0.16666i,-0.049404+0.18508i,0.055371+0.15654i,0.091854+0.10783i,0.087134+0.050766i,0.054531+0.0091784i,0.014002+0.0010761i,-0.0095374+0.0059671i,-0.016268+0.011741i,-0.018234+0.017937i,-0.029223+0.014487i,-0.055057-0.00029741i,-0.079498-0.0165i,-0.077932-0.024686i,-0.052469-0.022437i,-0.034047-0.012941i,-0.029857+0.0016689i,-0.023744+0.012132i,-0.01453+0.010614i
0.0093389+0.020755i,0.027609+0.055362i,0.060937+0.11052i,0.091827+0.14183i,0.077874+0.10024i,0.030519+0.018204i,0.003136-0.044273i,-0.010026-0.075946i,-0.035588-0.069214i,-0.0495-0.035976i,-0.038856-0.015014i,-0.025777-0.0042565i,-0.0089448+0.011452i,0.019147+0.022079i,0.052446+0.02575i,0.079975+0.032267i,0.085591+0.043637i,0.062595+0.050444i,0.028345+0.04533i,0.0086087+0.034717i,0.0063952+0.02203i,0.0064167+0.0082755i,0.002114-0.00147i
-0.015639+0.0041139i,-0.015724-0.0085565i,0.00096607-0.068339i,0.014135-0.15294i,-0.013129-0.16408i,-0.067182-0.079659i,-0.088863+0.020163i,-0.065388+0.071462i,-0.024743+0.066527i,0.0033508+0.035061i,0.010109+0.0052741i,0.0030017-0.015734i,-0.015002-0.029233i,-0.038048-0.033679i,-0.056507-0.032217i,-0.063461-0.035241i,-0.053711-0.047323i,-0.031105-0.052669i,-0.0057489-0.040062i,0.010713-0.027081i,0.0098388-0.022131i,0.0024177-0.013008i,0.0028082-0.0036271i
-0.02148-0.0016031i,-0.069261+2.4983e-05i,-0.12673+0.024559i,-0.12758+0.064376i,-0.037123+0.068893i,0.064555+0.020619i,0.08708-0.032586i,0.055582-0.050378i,0.023218-0.044147i,0.0072994-0.034321i,0.0074541-0.021852i,0.0090422-0.0088665i,0.0040611+0.003083i,-0.00054106+0.019913i,-0.00081013+0.046323i,0.00037449+0.073872i,0.0011636+0.087927i,-1.8865e-05+0.075616i,-0.0018973+0.04173i,-0.00095999+0.013994i,0.0060215+0.0051402i,0.012587+0.0008623i,0.010831-0.003508i
0.0068162-0.019987i,0.028661-0.036614i,0.07756-0.021242i,0.13999+0.025391i,0.15505+0.039211i,0.096114+0.0073556i,0.015461-0.0058787i,-0.025039+0.021924i,-0.016346+0.04894i,0.0027506+0.050527i,0.0067795+0.041144i,0.012102+0.030395i,0.024595+0.0092226i,0.027025-0.022065i,0.022765-0.054159i,0.021583-0.079968i,0.023003-0.088555i,0.023227-0.069091i,0.02011-0.033483i,0.01668-0.0099409i,0.011048-0.0060294i,0.00256-0.005288i,-0.0029481+0.0021411i
0.02015-0.016257i,0.05202-0.056793i,0.05193-0.13979i,-0.026662-0.20891i,-0.12153-0.16698i,-0.11697-0.043794i,-0.019579+0.019271i,0.055629-0.0091312i,0.05996-0.040754i,0.037179-0.035305i,0.020444-0.015715i,0.011388-0.0024099i,0.00026843+0.0037877i,-0.015643+0.012284i,-0.032034+0.024163i,-0.0446+0.03457i,-0.05062+0.04222i,-0.046297+0.034696i,-0.034358+0.011736i,-0.03079-0.0020223i,-0.029282+0.0013492i,-0.019071+0.0050675i,-0.0089279+0.0021394i
0.017889+0.032822i,0.023085+0.087436i,-0.0074565+0.16146i,-0.076321+0.20443i,-0.11612+0.16891i,-0.093636+0.083812i,-0.07184+0.014106i,-0.0709-0.010726i,-0.06723-0.012097i,-0.055275-0.011338i,-0.038893-0.015726i,-0.028363-0.019829i,-0.017157-0.010675i,0.0099496+0.00097032i,0.046206+9.1255e-05i,0.071906-0.010441i,0.077385-0.023845i,0.059171-0.027433i,0.025452-0.014354i,0.0041614+0.0025257i,0.00062606+0.0092687i,-0.00046832+0.0089933i,-0.002048+0.006886i
-0.024868+0.033861i,-0.024952+0.09137i,0.037247+0.15139i,0.16972+0.14985i,0.24661+0.067321i,0.18269-0.018425i,0.093905-0.02483i,0.068274+0.0070358i,0.063358+0.011137i,0.045314+0.0010932i,0.026572-0.0022255i,0.010721-0.0040579i,-0.0015418-0.0069212i,-0.0090083-0.011885i,-0.025991-0.017647i,-0.05378-0.014988i,-0.070893-0.0023611i,-0.06021+0.0084831i,-0.026784+0.0072792i,-0.0010784-0.0037853i,0.0027739-0.010997i,0.0025138-0.0093029i,0.0062514-0.0066971i
-0.041716-0.026164i,-0.11875-0.065613i,-0.19297-0.12035i,-0.20014-0.14908i,-0.13279-0.10908i,-0.062045-0.045849i,-0.049481-0.031765i,-0.06951-0.044257i,-0.068835-0.03483i,-0.038725-0.01956i,-0.010267-0.016137i,0.0020253-0.015836i,0.0012785-0.0099743i,-0.0036569+0.0091867i,0.00015199+0.03442i,0.017351+0.047617i,0.036558+0.044638i,0.040678+0.033999i,0.024679+0.024517i,0.0081355+0.020765i,0.0041828+0.016978i,0.0012827+0.0084894i,-0.0037753+0.001876i
0.015167-0.054887i,0.0070165-0.11379i,-0.045825-0.12221i,-0.10681-0.019527i,-0.099304+0.095466i,-0.02918+0.13018i,0.016783+0.124i,0.01954+0.12311i,0.020004+0.10393i,0.013977+0.066967i,-0.0046976+0.042888i,-0.0093116+0.032057i,0.0019525+0.016761i,0.0059231-0.0077116i,-0.001324-0.030515i,-0.0148-0.044257i,-0.033144-0.048828i,-0.042664-0.038337i,-0.026612-0.017564i,-7.061e-05-0.0066658i,0.01291-0.0073689i,0.015858-0.0060349i,0.014831-0.0031544i
0.05759+0.0017117i,0.15369-0.017552i,0.25853-0.080692i,0.26784-0.16668i,0.15495-0.2019i,0.028802-0.17011i,-0.0025647-0.12616i,0.026339-0.10937i,0.029708-0.094146i,0.013598-0.05774i,0.013182-0.019856i,0.021524-0.001215i,0.017855-0.0058422i,-0.001578-0.017685i,-0.019739-0.014366i,-0.016339+0.0071422i,0.0058576+0.030652i,0.02508+0.030973i,0.020929+0.0075347i,-4.418e-05-0.0089919i,-0.012085-0.0080676i,-0.012335-0.0067143i,-0.0096889-0.0063353i
0.01377+0.058076i,0.043525+0.12601i,0.059277+0.15905i,0.0082474+0.10576i,-0.076271+0.039845i,-0.0995+0.04866i,-0.074605+0.075936i,-0.058258+0.071114i,-0.04131+0.047037i,-0.022398+0.014893i,-0.014905-0.012141i,-0.015157-0.019517i,-0.013876-0.0046815i,0.0010922+0.015305i,0.023134+0.01814i,0.030164+0.00085407i,0.018809-0.024567i,0.0051395-0.036759i,0.0015691-0.024903i,0.0070998-0.0071485i,0.0077363+0.0029512i,0.0017518+0.011391i,-0.001951+0.014951i
-0.061076+0.026865i,-0.1294+0.10063i,-0.16448+0.22426i,-0.086496+0.32829i,0.061262+0.3052i,0.15694+0.15799i,0.16966+0.025916i,0.1399-0.021069i,0.093049-0.025195i,0.04505-0.014598i,0.016598+0.0048242i,0.0024835+0.012884i,-0.0026482+0.014745i,0.0057338+0.015474i,0.011631+0.0090649i,0.0045255+0.008882i,-0.0050359+0.024964i,-0.0055897+0.038267i,-0.0014574+0.027013i,-0.0034147+0.0039062i,-0.006817-0.0074998i,-0.0042017-0.0087833i,-0.0013863-0.0069252i
-0.045591-0.05007i,-0.12397-0.096049i,-0.18321-0.115i,-0.13684-0.10375i,-0.04895-0.095598i,-0.048191-0.090258i,-0.10474-0.0707i,-0.11849-0.052279i,-0.087705-0.028848i,-0.038283-0.00090848i,0.0031194-0.00034351i,0.011791-0.014639i,-0.0035731-0.01839i,-0.025588-0.0081327i,-0.035519+0.0084876i,-0.025419+0.0085901i,-0.0101-0.014063i,-0.006333-0.031129i,-0.013975-0.018864i,-0.01751+0.0063835i,-0.013089+0.013369i,-0.0097982+0.0051051i,-0.0068337-0.0013082i
0.043088-0.049657i,0.080313-0.14494i,0.058344-0.24945i,-0.036399-0.25826i,-0.097526-0.15412i,-0.063433-0.031352i,5.6372e-06+0.0366i,0.028295+0.052674i,0.024857+0.032692i,0.0069109+0.0042745i,-0.010715-0.0077419i,-0.011076-0.010064i,0.0032184-0.014147i,0.016195-0.020702i,0.019901-0.022124i,0.010891-0.010592i,-0.0053581+0.011472i,-0.012897+0.026776i,-0.0044847+0.021933i,0.0063145+0.0072913i,0.009763+0.0032405i,0.012058+0.0067792i,0.011473+0.004557i
0.043456+0.025775i,0.11409+0.025645i,0.17421-0.013491i,0.15568-0.054813i,0.086408-0.057165i,0.043168-0.065763i,0.0099429-0.091648i,-0.021164-0.081682i,-0.02335-0.034929i,-0.0084029+0.0008859i,0.006642+0.015951i,0.017988+0.018445i,0.020122+0.0018777i,0.01164-0.026375i,-0.0053925-0.044587i,-0.013968-0.044711i,-0.0012615-0.038666i,0.01625-0.034596i,0.01518-0.026183i,0.0033563-0.011753i,0.0021302-0.005245i,0.00587-0.0087053i,0.0064107-0.0095387i
-0.014572+0.062757i,0.011675+0.17823i,0.074202+0.28946i,0.11056+0.27784i,0.060272+0.16822i,-0.014443+0.11295i,-0.028405+0.12592i,-0.0030206+0.12417i,0.029877+0.073064i,0.045044+0.005074i,0.02952-0.029801i,0.010923-0.022008i,-0.0011357+0.0068301i,-0.0078462+0.038298i,-0.0027708+0.055059i,-0.0019282+0.051948i,-0.017875+0.043394i,-0.030149+0.038396i,-0.016274+0.030966i,0.0041019+0.013892i,0.0014379+0.0021091i,-0.0102+0.00591i,-0.010792+0.0077784i
