-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
0.12903+0.0066651i,0.26993+0.047199i,0.34475+0.085693i,0.26028+0.067543i,0.10315+0.023404i,0.012422+0.0060924i,0.0048126-0.007237i,0.011886-0.022091i,0.0034209-0.019797i,-0.0022044-0.0095238i,0.0035028-0.0050324i,0.010843-0.0017807i,0.012354+0.00072467i,0.0084796-0.0028416i,0.0046659-0.0054364i,0.0045755-0.0028911i,0.0047619+0.00034855i,0.0013251+0.00032268i,-0.0028895-0.0018681i,-0.0050518-0.0017191i,-0.0044617+0.00069746i,-0.0025732+0.0020702i,-0.0015891+0.0043516i
-0.039282+0.11026i,-0.11743+0.22252i,-0.18219+0.27975i,-0.14618+0.21557i,-0.058453+0.09433i,-0.013163+0.018882i,0.0014206+0.011709i,0.010633+0.018089i,0.0087581+0.0074961i,0.0023637-0.0013998i,-0.00065399+0.0027573i,-0.0050011+0.007377i,-0.0074585+0.0053957i,-0.0027384+0.0021764i,0.00070928+0.0018002i,-0.0017628+0.0029605i,-0.0060231+0.0035229i,-0.0080018+0.0037911i,-0.0062356+0.0042543i,-0.003247+0.0052213i,-0.00091901+0.0045159i,-0.00064718+0.0011624i,-0.0031678-0.0022309i
-0.086608-0.06418i,-0.16424-0.16992i,-0.19301-0.24869i,-0.1461-0.20109i,-0.068772-0.085698i,-0.016575-0.020452i,-0.011374-0.0078307i,-0.01811-0.0048962i,-0.0091031-0.0023021i,0.00032503-0.0010898i,-0.0037854-0.0019849i,-0.010809-0.0044127i,-0.01142-0.0036558i,-0.0097313+0.0019997i,-0.0080679+0.0055787i,-0.0054033+0.0028602i,-0.002332-0.0014116i,1.0615e-05-0.0010378i,0.0019084+0.0035999i,0.0030317+0.0056874i,0.0034501+0.0040062i,0.0032747+0.0010725i,0.0049046-0.002174i
0.086188-0.059561i,0.20382-0.095075i,0.28414-0.095467i,0.2275-0.06696i,0.10252-0.032816i,0.030011-0.0049707i,0.018737-0.001546i,0.019374-0.0085086i,0.010102-0.0048758i,0.0011068-0.00094834i,-9.1418e-05-0.0060306i,0.0047629-0.01034i,0.0083576-0.0086019i,0.005821-0.0060463i,0.0029312-0.0061449i,0.0046393-0.0061189i,0.0070168-0.0036687i,0.0085715-0.0011158i,0.0087249-0.00095798i,0.007183-0.0029493i,0.0045465-0.0041773i,0.0020619-0.0013231i,0.0014408+0.0049257i
0.03342+0.093823i,0.032856+0.20908i,0.0037864+0.28408i,-0.011579+0.23i,-0.0065686+0.10921i,-0.011502+0.036203i,-0.010267+0.025955i,-0.00080171+0.027139i,0.00013055+0.014636i,-0.00072238+0.0021835i,0.0039229-0.00035841i,0.0063665+0.0023126i,0.0050732+0.0047244i,0.0057234+0.0046413i,0.0071045+0.0048128i,0.005505+0.0057496i,0.0018136+0.0052496i,0.00080336+0.0013951i,0.001948-0.0041466i,0.00088902-0.0062492i,-0.0012955-0.0043178i,-0.0033443-0.0023341i,-0.0069484-0.0021928i
-0.080218+0.0028632i,-0.1812-0.038768i,-0.2428-0.095677i,-0.19467-0.096184i,-0.093327-0.05152i,-0.029659-0.026562i,-0.020245-0.019541i,-0.023494-0.011015i,-0.012849-0.0044629i,-0.0001039-0.0010185i,0.0024707+0.0035688i,-0.0013954+0.0047344i,-0.0037962+0.0027444i,-0.0041245+0.00343i,-0.005244+0.0048607i,-0.0070442+0.0037959i,-0.0071224-6.1469e-05i,-0.0074133-0.0026668i,-0.0095225-0.0021785i,-0.011003-0.0011559i,-0.0083436-0.00023116i,-0.0029663-0.0016953i,0.0017409-0.0052642i
0.023367-0.073794i,0.08951-0.15071i,0.15722-0.18639i,0.14431-0.14247i,0.076643-0.06753i,0.037874-0.019085i,0.029869-0.011961i,0.022661-0.016397i,0.010978-0.0087631i,0.0010662+0.0015171i,-0.0051215+0.002025i,-0.0053533-0.0026984i,-0.0032836-0.0063449i,-0.0040207-0.0095593i,-0.0048806-0.01148i,-0.0037986-0.010514i,-0.001613-0.0057589i,-0.0015505-0.00044967i,-0.0039681+0.0029214i,-0.0038316+0.0045521i,-0.00070745+0.0041393i,0.0012715+0.0037271i,0.0028943+0.0056884i
0.0591+0.044637i,0.10821+0.12638i,0.11935+0.19749i,0.083468+0.17333i,0.038225+0.092385i,0.005009+0.042323i,-0.0043004+0.031143i,-0.00061324+0.025417i,-0.0021509+0.012882i,-0.0063179+0.0015096i,-0.0052082-0.0038987i,-0.0017269-0.001646i,0.00067225+0.0038179i,0.0024891+0.0056495i,0.0040532+0.0056089i,0.0047548+0.0061009i,0.0028139+0.0060125i,0.0013057+0.0061793i,0.0049458+0.0071999i,0.0077538+0.0073072i,0.0061852+0.0052592i,0.0019316+0.0022197i,-0.0036489+0.0011121i
-0.051672+0.039874i,-0.13682+0.054167i,-0.20572+0.036907i,-0.17889+0.010765i,-0.093607-0.0019151i,-0.03748-0.012056i,-0.024802-0.01596i,-0.02087-0.01273i,-0.009048-0.010981i,0.0014407-0.0093512i,0.0058852-0.0056969i,0.0050652-0.0018531i,0.0013894+0.0010108i,-0.0012369+0.0031688i,-0.0031163+0.0050828i,-0.0042123+0.0044178i,-0.0026187+0.0012019i,0.0013431-0.00070158i,0.0051328-0.0014999i,0.0061097-0.0034991i,0.0048871-0.00426i,0.0037191-0.0043371i,0.0028324-0.0065205i
-0.01293-0.059063i,-0.00037789-0.13894i,0.036495-0.19407i,0.053118-0.16005i,0.038767-0.08118i,0.031901-0.029795i,0.033246-0.018174i,0.02826-0.01764i,0.019423-0.0081737i,0.01158+0.0033121i,0.0053705+0.0069532i,0.0014485+0.0039328i,-0.00080796-0.00059678i,-0.0020214-0.0040298i,-0.0019897-0.0068617i,-0.0013284-0.008442i,-0.0010215-0.007134i,-0.0020237-0.0058119i,-0.0035989-0.0075433i,-0.002965-0.0089754i,-0.00152-0.0068391i,0.00028921-0.003263i,0.0034061+0.00012579i
0.055456+0.0042447i,0.12082+0.040617i,0.15713+0.091253i,0.12343+0.097796i,0.061553+0.063017i,0.020558+0.042308i,0.010031+0.039492i,0.010825+0.033134i,0.0056927+0.021559i,-0.0020363+0.011167i,-0.0047687+0.0038964i,-0.0031493+0.00049479i,0.00011666-1.9134e-05i,0.0032906-0.00095945i,0.00665-0.0016668i,0.0078184-0.0004645i,0.0040671+4.9967e-05i,-0.0021934-0.0012858i,-0.0062716-0.0019147i,-0.0071358+0.00049843i,-0.0059289+0.0030998i,-0.0043547+0.0037333i,-0.0043887+0.0044833i
-0.015416+0.049546i,-0.062074+0.09458i,-0.11898+0.10713i,-0.12034+0.072434i,-0.073366+0.03154i,-0.042096+0.005577i,-0.034818-0.00068642i,-0.028458+0.0023851i,-0.017434+0.0013473i,-0.0067037-0.0023062i,0.00027555-0.0052705i,0.0014108-0.0060218i,-0.00068811-0.0049722i,-0.002685-0.0033595i,-0.0042588-0.0011499i,-0.0039983+0.0017931i,-0.0024948+0.0035941i,-0.0013022+0.0052267i,-0.0015543+0.0089724i,-0.0021687+0.01058i,-0.0016257+0.0080293i,-0.00070412+0.0033804i,-0.00036846-0.00095164i
-0.028667-0.022506i,-0.049492-0.08343i,-0.043437-0.13984i,-0.018267-0.12829i,0.00026962-0.073535i,0.011667-0.036558i,0.01503-0.024201i,0.010601-0.018211i,0.0065422-0.0099239i,0.0064973-0.0016417i,0.0068696+0.0039494i,0.0049417+0.0045811i,0.0015289+0.0027716i,-0.003014+0.0017354i,-0.0054427-0.00016096i,-0.0043523-0.0011497i,-0.001878+0.00027955i,0.00061954+0.0027595i,0.0037487+0.0043849i,0.0062954+0.0039793i,0.005913+0.0022537i,0.0045218+0.0011107i,0.0051203+0.0012624i
0.033692-0.017178i,0.090827-0.018326i,0.13584+0.0048981i,0.11714+0.027308i,0.062295+0.028326i,0.025614+0.027903i,0.015094+0.028957i,0.011482+0.022243i,0.004259+0.013161i,-0.0029375+0.0091931i,-0.0064867+0.0084411i,-0.0049602+0.0073767i,-0.0002911+0.0048458i,0.0027061+0.0020974i,0.0043578+0.0010803i,0.0050705+0.00076699i,0.0036389-0.001699i,0.0036509-0.0056086i,0.0053316-0.0085249i,0.0056746-0.0077307i,0.0031338-0.0049712i,0.00029604-0.0025667i,-0.0014146+0.00026819i
0.0071695+0.035998i,-0.0074511+0.083324i,-0.041947+0.11346i,-0.057618+0.090044i,-0.04332+0.044205i,-0.033718+0.014082i,-0.032873+0.0043413i,-0.026149+0.0025725i,-0.015631-0.0010784i,-0.0090208-0.0052016i,-0.0076242-0.0086946i,-0.0067198-0.0085396i,-0.0044203-0.0053481i,-0.0028327-0.0032982i,-0.0021903-0.0014518i,-0.0023987+9.959e-05i,-0.0015286-0.00015773i,-0.00032978-0.0016466i,-0.0023024-0.0033917i,-0.0046971-0.0047727i,-0.0041092-0.0044236i,-0.0021218-0.003015i,-0.001306-0.002828i
-0.027533-0.005156i,-0.06156-0.032257i,-0.077562-0.072322i,-0.055473-0.078806i,-0.021806-0.051126i,0.00055747-0.032179i,0.0084536-0.029033i,0.00729-0.024727i,0.0042734-0.015841i,0.0051165-0.0090783i,0.0077758-0.0068533i,0.0075227-0.0051899i,0.0047863-0.0018644i,0.0032833-0.00064297i,0.0017503-0.0012201i,-0.00060534-0.00071269i,-0.0018343+0.0011314i,-0.00392+0.0024749i,-0.0074029+0.003271i,-0.007726+0.003734i,-0.0051454+0.00287i,-0.0019991+0.00094923i,0.0014548-0.00024202i
0.012911-0.019624i,0.050182-0.042254i,0.090392-0.041606i,0.088493-0.018533i,0.053993-0.0016568i,0.029843+0.0079942i,0.022542+0.013256i,0.017924+0.01124i,0.01086+0.0070708i,0.0063774+0.0059814i,0.0048508+0.0080088i,0.0026168+0.0077799i,-0.0001487+0.0044263i,-0.0017117+0.0012667i,-0.0010575-0.00098393i,0.00049866-0.0013018i,-2.0899e-05-0.00071123i,-0.0013664+0.00031351i,-0.0012639+0.0026896i,-0.00031616+0.0049368i,0.00023069+0.0045685i,0.0007822+0.0025872i,-0.00016269+0.0023567i
0.016364+0.019274i,0.023139+0.055023i,0.010797+0.08671i,-0.0085532+0.076476i,-0.01481+0.042383i,-0.01721+0.021296i,-0.018398+0.014794i,-0.01344+0.0099209i,-0.0069246+0.0044016i,-0.0052724+0.0015611i,-0.0075725-0.00023102i,-0.0091526-0.00062597i,-0.0083783+0.00093576i,-0.0060711+0.00083708i,-0.0031903+0.0001025i,-0.00099102+0.00029544i,0.0017527-0.00058992i,0.0050729-0.00092876i,0.0075032+0.00015665i,0.0077104+0.00077326i,0.0050841+0.00024324i,0.0014445-0.00056595i,-0.0010341-0.0019144i
-0.018053+0.010709i,-0.048598+0.0042048i,-0.071094-0.018865i,-0.058208-0.035741i,-0.028398-0.031418i,-0.010936-0.02565i,-0.0049229-0.022364i,-0.0016803-0.014736i,-4.4436e-05-0.0073068i,0.00077109-0.0066125i,0.0028375-0.0093638i,0.0043356-0.010304i,0.0047454-0.0077385i,0.0050078-0.0039268i,0.0036773-0.0017469i,0.0017166-0.00052248i,0.00066+0.00046274i,-4.286e-05-1.4765e-05i,0.0011822-0.0018912i,0.0023444-0.0027966i,0.0021193-0.0019585i,0.0015483-0.0010852i,0.0018376-0.0013558i
0.0034457-0.015229i,0.020141-0.039984i,0.045923-0.05124i,0.052247-0.035416i,0.038136-0.013281i,0.027727+0.00088389i,0.023925+0.008416i,0.017412+0.0086146i,0.0092316+0.0041821i,0.0063485+0.001258i,0.0080933+0.0025482i,0.0077543+0.0037389i,0.0050133+0.002609i,0.0014708+0.001889i,-0.00065435+0.0012327i,-0.00084118+0.00075876i,-0.0017735-0.00017177i,-0.0044479-0.0017241i,-0.0065259-0.0027133i,-0.005984-0.0020941i,-0.003341-0.00083709i,-0.00041922-6.8874e-05i,0.00090023+0.00061608i
0.018966+0.0057853i,0.035529+0.025291i,0.036949+0.050504i,0.020428+0.051815i,0.0042175+0.032804i,-0.0056577+0.021294i,-0.010621+0.018875i,-0.008952+0.013715i,-0.0042889+0.0068599i,-0.0022824+0.0049402i,-0.0046628+0.0070048i,-0.0070878+0.0069142i,-0.0062061+0.0037492i,-0.0049769-9.0182e-05i,-0.0041203-0.002137i,-0.0018336-0.0020758i,0.00015146-0.00072422i,-0.0001562+0.0010619i,-0.0018611+0.0025809i,-0.0030097+0.0031583i,-0.0018826+0.0022344i,-0.0012817+0.00086755i,-0.0021294+0.00070208i
-0.0091564+0.013906i,-0.029977+0.021052i,-0.051019+0.014213i,-0.047242-0.0023656i,-0.026177-0.0096419i,-0.013896-0.011955i,-0.010854-0.013242i,-0.0069262-0.0099139i,-0.0032986-0.0042422i,-0.0032785-0.0022527i,-0.0044775-0.0057205i,-0.0037123-0.0075908i,-0.0014362-0.005471i,0.00092064-0.0032708i,0.0023282-0.0013119i,0.0024612-3.3277e-06i,0.0022146+0.0013404i,0.0022519+0.0029886i,0.002067+0.0043565i,0.0017446+0.0043687i,0.0013553+0.0027872i,0.00083815+0.0011907i,0.00089208-0.00024209i
-0.0057894-0.0062215i,-0.0041504-0.025942i,0.0088017-0.043017i,0.020363-0.036001i,0.017599-0.017485i,0.014799-0.0062057i,0.015516-0.00094668i,0.012101+0.0013029i,0.006073+0.0013988i,0.0043756-0.00026816i,0.0067618-0.0023208i,0.0062756-0.001479i,0.0033218+0.00080304i,0.00063513+0.0013349i,-0.0012808+0.0018593i,-0.0017849+0.0016575i,-0.0016504-0.00032377i,-0.00073588-0.0015392i,0.00096003-0.0022068i,0.0021878-0.0024715i,0.0023886-0.0011969i,0.0014444+0.00072302i,0.0010979+0.0013244i
0.015414-0.0023704i,0.031569+0.0036989i,0.040007+0.019648i,0.028485+0.026802i,0.012465+0.020116i,0.0019076+0.016385i,-0.0034856+0.016164i,-0.003965+0.011931i,-0.0020502+0.0055006i,6.1026e-06+0.0042757i,0.00048464+0.006465i,-0.00037015+0.0064037i,-0.0011004+0.0039867i,-0.0017899+0.00036505i,-0.0023074-0.0013636i,-0.0015507-0.0013259i,-0.00035979-0.002439i,0.00064992-0.0036983i,0.00079284-0.004189i,0.00045281-0.0036727i,0.00040266-0.0026979i,0.00037165-0.00029364i,-0.0010633+0.0014855i
-0.00079219+0.009421i,-0.012247+0.019564i,-0.028943+0.021755i,-0.03153+0.011845i,-0.020399+0.0020788i,-0.013538-0.0028658i,-0.010785-0.0053526i,-0.0061003-0.0048267i,-0.002951-0.0018645i,-0.0041573-2.5267e-05i,-0.0065601+0.00011561i,-0.0060374-0.0015208i,-0.0029062-0.0029461i,0.0013045-0.0028059i,0.0039634-0.0018008i,0.0041796-3.3786e-05i,0.0026738+0.00095413i,-0.00048896+0.0015383i,-0.0028474+0.0013507i,-0.0031761+3.0923e-05i,-0.0019698-6.1333e-05i,-0.000959+0.0004769i,-0.00075327-0.00044251i
-0.0021484-0.0022453i,-0.0041332-0.013949i,-0.0027852-0.027834i,0.0027959-0.028062i,0.0054649-0.016925i,0.0067724-0.0099529i,0.0087278-0.0060678i,0.0078244-0.0023673i,0.0035514-0.0008005i,0.0013819-0.002319i,0.0022945-0.0046326i,0.0031243-0.0042013i,0.0024258-0.0013375i,0.00046183+0.0011042i,-0.0005871+0.0014946i,-0.0011841+0.0016732i,-0.0017193+0.0014276i,-0.0025679+0.0015317i,-0.0030104+0.0028363i,-0.0023791+0.0026875i,-0.001216+0.000943i,0.00022339-0.00053845i,0.001386-0.00069573i
0.0084194-0.00064755i,0.022052-0.0022553i,0.033163+0.0031569i,0.027489+0.0084507i,0.015721+0.008617i,0.0086314+0.010529i,0.0044827+0.012127i,0.0016564+0.0086093i,0.0012839+0.0033128i,0.0033907+0.00053547i,0.00532+0.00046276i,0.0046001+0.00060461i,0.0016705+0.00028811i,-0.00099667-0.00078125i,-0.0023609-0.0030659i,-0.0017835-0.0040534i,0.00036059-0.0031082i,0.0027607-0.0017569i,0.0041107-0.00023487i,0.004029+0.0018072i,0.0026509+0.0019902i,0.0015632+0.001175i,0.00091124+0.0010155i
0.0057477+0.0099321i,0.0028056+0.019091i,-0.0061364+0.023169i,-0.01265+0.016396i,-0.011674+0.007422i,-0.0098619+0.0021577i,-0.0091646-0.0005578i,-0.0051547-0.0016505i,-0.00052726-0.00011627i,-2.9796e-05+0.002964i,-0.0013885+0.0044486i,-0.0019703+0.0041736i,-0.0015938+0.0029275i,0.00010967+0.001628i,0.0019508+0.00081641i,0.0027548+0.00095679i,0.0025322+0.0015195i,0.0019717+0.0016605i,0.0021077+0.0013352i,0.0024334+0.00043821i,0.001498+0.00014924i,5.3118e-05+0.00043853i,-0.0010475-0.00034343i
-0.0097352+0.00061498i,-0.018347-0.0054009i,-0.020164-0.015726i,-0.011073-0.017791i,-0.0019617-0.01081i,0.0031177-0.0062369i,0.0055419-0.0052543i,0.0054337-0.0027362i,0.0030767-0.00010759i,-0.00089553+0.00035313i,-0.003436-0.0003404i,-0.0026972-0.00030475i,-0.0014591+0.00087117i,-0.00065217+0.0020848i,-0.0008258+0.0044971i,-0.0026906+0.0050279i,-0.0038817+0.0019161i,-0.0043039-0.0016428i,-0.0037305-0.0035265i,-0.0023359-0.0034927i,-0.0006082-0.0019179i,0.00013659-0.0011651i,-0.00011998-0.0014226i
0.0045929-0.0046955i,0.014264-0.0073534i,0.023608-0.0049623i,0.021+0.0013646i,0.011716+0.0043909i,0.0077132+0.007483i,0.0060177+0.010142i,0.0037937+0.0085364i,0.0013653+0.0044992i,-0.00058433+0.00093288i,-0.00037818-0.0011059i,0.00056835-0.00243i,0.00031995-0.0027006i,0.00039847-0.0019446i,0.00061441-0.0021952i,0.0010179-0.003327i,0.0013128-0.0036241i,0.0010009-0.0032682i,-0.00068869-0.002216i,-0.0017575-0.0013874i,-0.00081087-0.00083738i,7.843e-05+0.00010614i,0.00035901+0.00072552i
0.0041832-0.0012768i,0.004813+0.0045282i,-0.00081663+0.012276i,-0.0052335+0.013632i,-0.003246+0.010617i,-0.0016186+0.0072717i,-0.003184+0.0040506i,-0.0039657+0.0013733i,-0.002571+0.00048875i,-0.00056378+0.0014896i,0.00089364+0.0020383i,0.0017332+0.0014181i,0.0017153+0.0011625i,0.0023548+0.0010813i,0.0039069+3.4657e-05i,0.0049946+0.00023742i,0.0045119+0.0022767i,0.0031413+0.0052459i,0.001777+0.0058321i,0.0006008+0.0040132i,0.00032303+0.0019754i,3.901e-05+0.00068021i,-7.3565e-05+0.0005358i
-0.00048406+0.0026646i,-0.0052598+0.0021608i,-0.0096875-0.003556i,-0.0095845-0.0087833i,-0.0064653-0.007035i,-0.003655-0.0043485i,-0.0013526-0.0045984i,0.00033824-0.0039872i,-0.00052093-0.0018814i,-0.0025297-3.1584e-05i,-0.0034789+0.0013806i,-0.0032867+0.0023721i,-0.0022631+0.0028894i,-0.0025409+0.0027849i,-0.0033809+0.0029935i,-0.0035417+0.0036452i,-0.0030933+0.0029042i,-0.0022863+0.0011985i,-0.00095347+0.00060939i,0.00064537+0.00059064i,0.0012891+0.00044493i,0.00091458+6.1575e-05i,0.00022869+0.00010371i
-0.00011517-0.0010298i,0.0027427-0.005477i,0.0084025-0.0082984i,0.010754-0.0041828i,0.0069581+7.7764e-05i,0.0039913+0.0021937i,0.0032226+0.0044566i,0.0012734+0.003533i,-0.0011695-0.0010451i,-0.0018131-0.0045038i,-0.0016715-0.0052676i,-0.0023806-0.0044353i,-0.0024759-0.0037373i,-0.001954-0.0032497i,-0.0020768-0.0035192i,-0.0015644-0.0040284i,1.2925e-05-0.0039291i,0.0014964-0.0039871i,0.0024116-0.0041364i,0.002516-0.0031321i,0.0015392-0.0015167i,6.3614e-05-0.0011319i,-0.00040184-0.00077175i
0.0078878+0.0091606i,0.013555+0.014286i,0.01434+0.016871i,0.0082526+0.013231i,0.0015276+0.0088835i,-0.0033142+0.0076356i,-0.0047698+0.0043198i,-0.0026905-0.00033809i,9.5064e-05-0.0024552i,0.0028129-0.0020093i,0.0039574-0.0016274i,0.003531-0.0019241i,0.0021447-0.0020723i,0.0011891-0.0015388i,0.0023002-0.00047533i,0.003313+0.00029711i,0.0030276+0.0022398i,0.0018455+0.0030205i,0.00080935+0.00097651i,0.00024374-0.00050689i,-1.9635e-05-0.001054i,-5.0495e-05-0.00059268i,0.00028085-0.00015495i
-0.0022672+0.0013432i,-0.0067592-0.0011131i,-0.011764-0.0045942i,-0.011766-0.0065692i,-0.0074962-0.0055367i,-0.0040986-0.004397i,-0.00083366-0.0045669i,0.0019008-0.0030918i,0.0018257-0.0012021i,0.00084744+0.00051626i,0.00086147+0.0026885i,0.0016976+0.0028935i,0.001565+0.0017452i,-0.0004554+0.0018297i,-0.0020557+0.0026652i,-0.0020122+0.0027281i,-0.0024108+0.0014556i,-0.0034511+0.00067929i,-0.0035569+0.0014907i,-0.0021252+0.0014722i,-0.0008482-8.4815e-06i,2.3765e-05-0.00011155i,0.00047936+0.0010899i
-0.0014351-0.004893i,-0.00066714-0.0062571i,0.0025092-0.006884i,0.0047388-0.0039206i,0.003462-0.00054779i,0.003875+0.00013859i,0.0059188+0.0014324i,0.0056037+0.0022159i,0.0024102+0.00043617i,-0.0018848-0.00017831i,-0.0041342-0.0002884i,-0.0034994+0.00043126i,-0.0026818+0.0011302i,-0.0017184-0.00047655i,-0.00086502-0.002152i,-0.00025882-0.0030782i,0.0003222-0.0034295i,0.00015896-0.0024874i,5.1521e-06-0.0010325i,-5.2831e-05+0.00073869i,-0.00041399+0.0016443i,-0.00076076+0.00027354i,-0.0013699-0.00099782i
0.0016808-0.0050939i,0.004718-0.0036249i,0.0057121+0.0021192i,0.0031877+0.0062638i,0.00080228+0.0061504i,-0.0008005+0.0051938i,-0.0014403+0.0040007i,0.00011773+0.0021473i,0.0017088+0.00042171i,0.0027991-0.00063239i,0.0040024-0.0012572i,0.0038816-0.0019173i,0.0033579-0.0023362i,0.0036481-0.0015516i,0.004161-0.00086639i,0.003362-0.0003196i,0.0025839+0.00031332i,0.0028343+0.0010135i,0.0026817+0.00062548i,0.0021495-0.00067928i,0.0011488-0.0015182i,0.00072982-0.0018449i,0.0012969-0.0015299i
0.0038991+0.0042703i,0.0016897+0.0057774i,-0.0023822+0.0051079i,-0.0037956+0.0012708i,-0.0015935-0.0006658i,0.00075566-0.00020457i,0.0026169-0.00074888i,0.0032915-0.00038355i,0.0028391+0.0021831i,0.0024817+0.0035558i,0.0034535+0.0031635i,0.0038064+0.0013785i,0.00302+0.00072342i,0.0011859+0.0018756i,-0.00067128+0.0024755i,-0.00059594+0.002775i,-0.0012928+0.0018145i,-0.0026639+0.0001158i,-0.0023768-0.00075812i,-0.00067743-0.0010124i,0.00027745-0.00088994i,0.00032564+4.9806e-05i,0.00061183+0.00061179i
0.0021497+0.0028546i,0.0012276+0.0021232i,0.00041016-0.001267i,0.00074237-0.0023607i,0.0008944-0.001191i,0.0017492-0.00050216i,0.002628+0.0017773i,0.0022085+0.0035619i,-0.00055375+0.0027138i,-0.0039611+0.0022615i,-0.0041924+0.0035255i,-0.001819+0.0045803i,-0.00031338+0.0038366i,-0.00064183+0.0014423i,-0.0021534-0.00021519i,-0.0021448-0.0012807i,-0.0010346-0.0017356i,-0.00089342-0.0015599i,-0.0024066-0.0016053i,-0.0027161-0.0011009i,-0.0018319+0.00050731i,-0.0015038+0.0013593i,-0.0014532+0.0013982i
0.00087815+0.00090828i,0.0046903+0.001338i,0.0070092+0.0025041i,0.0050756+0.0031067i,0.002097+0.0031208i,0.00050462+0.0034638i,0.00011814+0.0047469i,0.00083176+0.0041803i,0.00033339+0.00010698i,-0.0013652-0.0033614i,-0.0035572-0.00323i,-0.0048435-0.00088812i,-0.0034219+0.00034657i,-0.00028311-3.6979e-05i,0.0017183-0.00096981i,0.0023535-0.00034715i,0.002359+0.0014943i,0.0014113+0.0013633i,-0.00021591-1.2748e-06i,-0.0013425-0.00060095i,-0.00054858-0.00073102i,8.5911e-05-0.0011158i,-1.3404e-05-0.0011111i
0.004197+0.00088647i,0.0042235+0.0023932i,0.0013762+0.0032229i,-0.0014701+0.0018328i,-0.0015177+0.0010533i,-0.0011696+0.0017482i,-0.00038855+0.0022432i,5.6487e-05+0.0015355i,0.0011636+0.00053344i,0.0031705-0.00027089i,0.0032872-0.0029808i,0.00096578-0.0048252i,-0.00076038-0.0034164i,-0.00065758-0.00059636i,-0.00063226+0.00076582i,2.9715e-05+0.0010265i,0.00045952+0.0011431i,0.0005246+0.0016604i,0.0010705+0.002089i,0.0016791+0.0011613i,0.0012993+0.00071722i,0.001078+0.00047192i,0.001478-0.0004779i
-0.0023387+0.00097767i,-0.0033419-0.0009895i,-0.0025235-0.0042137i,-0.00076906-0.0048593i,5.7074e-06-0.0026519i,-0.00045527+0.00031087i,-0.00038574+0.0027365i,1.5058e-05+0.0030389i,-0.00029033+0.0028202i,-0.00047598+0.0030801i,0.00032825+0.0030625i,0.0019233+0.0017218i,0.0021771+0.0012467i,0.0001166+0.0015526i,-0.0024645+0.00070689i,-0.0029892-0.00013699i,-0.0014718-0.0010161i,-0.0005861-0.0010707i,9.8204e-05-0.00093734i,0.00074601-0.00083346i,0.00027786-0.00014245i,-0.00059821+0.00076623i,-0.00061769+0.001337i
0.0018112-0.00052054i,0.0047109+0.00030569i,0.0050854+0.00057261i,0.0029212+0.0016665i,0.00089837+0.003269i,-0.00050864+0.0037984i,-0.0013717+0.0035332i,-0.0017204+0.003088i,-0.0027571+0.0014996i,-0.0036055+0.00052777i,-0.0034085+0.00088834i,-0.0031393+0.0013412i,-0.0028418+0.0020548i,-0.0016479+0.0013807i,0.00020522+0.00018445i,0.00045442-0.00046194i,0.00030445-0.0011219i,0.00010004-0.0020627i,-0.0013396-0.0027522i,-0.00096406-0.0024802i,-0.00021418-0.001395i,-0.0017051-0.00063077i,-0.0021021+5.7633e-05i
0.0019375-0.0015692i,0.0028914-0.00070229i,0.0011952+0.00067972i,-0.0010802+0.0012618i,-0.001414+0.001642i,-0.001788+0.0013262i,-0.002184-0.00017858i,-0.0020187-0.0019963i,-0.0013563-0.0024644i,-0.00021014-0.0018366i,0.00069449-0.0021105i,-0.00054179-0.002718i,-0.0015481-0.002641i,-0.00021821-0.00085457i,0.0012018+0.00087885i,0.0017361+0.0006362i,0.0013323+0.00022148i,0.00092556-0.00016558i,0.00039746-0.00067992i,-0.000606-0.00070675i,-0.00063357-0.00063507i,0.00031038-0.00075135i,0.0013493-0.00085757i
0.0033525+0.0026788i,0.0034966+0.0024498i,0.0015663+0.0020419i,1.6055e-05+0.00031815i,4.5705e-06-5.9481e-05i,-9.547e-05+0.00031542i,0.00019775-0.0004835i,0.00050462-0.0012204i,-0.00012626+0.00023268i,0.00085357+0.0019626i,0.0032739+0.0018601i,0.0052738-0.00065958i,0.0050742-0.001973i,0.0024768-0.0011165i,0.00058958+0.00027432i,0.0001513+0.00069425i,-0.00067076+0.00087731i,-0.0016036+0.0017448i,-0.0012257+0.0027696i,-0.00021642+0.0028789i,0.00064902+0.0011753i,0.0012404-0.00027722i,0.001692+0.00025736i
