0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
-0.11868+0.057798i,-0.33257+0.1391i,-0.57699+0.25116i,-0.63548+0.31672i,-0.46525+0.2422i,-0.25199+0.089658i,-0.11914+0.021617i,-0.041775+0.031976i,-0.0046871+0.027513i,-0.0069422+0.0082278i,-0.012947+0.0028664i,-0.011833+0.0048954i,-0.010315+0.0032135i,-0.0082865-0.0012138i,-0.0078971-0.0055363i,-0.0088951-0.0071017i,-0.0079641-0.0051852i,-0.0051152+0.00045994i,-0.0030504+0.0071749i,-0.0028894+0.0082391i,-0.0021572+0.0046596i,-0.0012943+6.625e-05i,-0.0015633-0.0025156i
0.040234-0.12478i,0.1279-0.33733i,0.23009-0.58701i,0.24957-0.66822i,0.19369-0.49082i,0.1378-0.22793i,0.080473-0.084194i,0.015929-0.042348i,-0.01104-0.017857i,0.0027289-0.0070943i,0.01106-0.0099875i,0.0069815-0.011634i,0.0052332-0.0088546i,0.0066017-0.0040027i,0.0091589+0.0010677i,0.0097931+0.0025387i,0.0073005+0.00037063i,0.003808-0.0035859i,0.001719-0.007075i,0.0010351-0.0066476i,0.0016042-0.0034016i,0.0032033-0.0008143i,0.0034141+3.3718e-05i
0.06095+0.10259i,0.14915+0.30162i,0.2365+0.54488i,0.25096+0.62607i,0.15955+0.47617i,0.041637+0.26307i,0.0092781+0.12498i,0.034039+0.048214i,0.033255+0.009788i,0.010156+0.0074641i,-3.7283e-05+0.011082i,0.00038533+0.00999i,0.0022976+0.0087321i,0.00195+0.0060007i,-0.00054878+0.0044271i,-0.00045902+0.0042497i,0.00017581+0.0038138i,7.3977e-05+0.0035992i,0.0021039+0.0030776i,0.0051145+0.0013947i,0.0042008-0.00026557i,0.00046211+0.0011989i,-0.0020201+0.0048701i
-0.11316-0.019553i,-0.31067-0.090371i,-0.53879-0.20438i,-0.60012-0.26715i,-0.42969-0.23322i,-0.20595-0.15729i,-0.093115-0.077841i,-0.058676-0.011432i,-0.031688+0.013819i,-0.011879+0.0019439i,-0.008483-0.0073752i,-0.011335-0.0051613i,-0.011619-0.0019009i,-0.0070541-0.00061592i,-0.002054-0.0026756i,-0.0014205-0.0049338i,-0.0029003-0.005097i,-0.0036719-0.0035994i,-0.0039376-0.00062692i,-0.0034733+0.00098658i,-0.0023014-0.00031182i,-0.00076999-0.0025959i,-0.00058511-0.0049507i
0.083136-0.072162i,0.26186-0.15727i,0.49321-0.2207i,0.58124-0.19626i,0.44648-0.095363i,0.25319-0.014156i,0.13115-0.008883i,0.061509-0.031555i,0.019102-0.030045i,0.0080823-0.0097012i,0.011751-0.00016075i,0.011615-0.0045353i,0.0077903-0.0077495i,0.0051517-0.0042968i,0.0046064+0.00079319i,0.0046604+0.0042088i,0.0032817+0.0057117i,0.00088983+0.0043365i,-0.0007302+0.0005819i,-0.0015435-0.0021672i,-0.0020511-0.001607i,-0.00079359+0.0014895i,0.0025163+0.0028479i
-0.0057638+0.1014i,-0.063326+0.27635i,-0.17709+0.4716i,-0.25623+0.50945i,-0.22791+0.34888i,-0.14381+0.16904i,-0.064049+0.089495i,-0.0087468+0.055539i,0.0057035+0.022746i,-0.0081883+0.0057255i,-0.013641+0.0046784i,-0.006772+0.0064068i,-0.0012223+0.0053547i,0.00018868+0.0015232i,-0.0019299-0.0017241i,-0.0053629-0.0024241i,-0.0057123-0.0013382i,-0.003316-0.00087032i,-0.0005141+2.4666e-05i,0.00019574+0.0012541i,-4.8849e-05+0.0014012i,-0.0013085+0.00069566i,-0.0037582+0.0010698i
-0.064447-0.067161i,-0.14179-0.22108i,-0.18598-0.43087i,-0.13981-0.51491i,-0.051559-0.3908i,-0.0042723-0.21131i,-0.012-0.1041i,-0.029609-0.048255i,-0.021715-0.018474i,-0.0028536-0.013739i,0.0019423-0.01405i,-0.0028769-0.0092339i,-0.0058317-0.0032652i,-0.0040677+0.00091366i,0.00082675+0.0014104i,0.0032468-0.0018156i,0.0044678-0.0022816i,0.0063244+0.00087372i,0.0051144+0.0036898i,0.0027221+0.0045068i,0.0019721+0.0038548i,0.0029254+0.0014156i,0.0043422-0.0020515i
0.090167-0.0038775i,0.24043+0.038602i,0.39892+0.14478i,0.41092+0.23572i,0.26886+0.21617i,0.13084+0.13398i,0.077818+0.064887i,0.059156+0.019245i,0.034804+0.0033255i,0.016379+0.0084604i,0.01009+0.0079521i,0.0076809+0.0015014i,0.0042694-0.0030893i,-0.00032207-0.0045431i,-0.0022032-0.0015167i,-0.00044592+0.0026938i,-0.0016018+0.0038859i,-0.005478+0.0010006i,-0.0054478-0.0023291i,-0.0011927-0.0034438i,0.0016062-0.0026713i,0.001358+0.00010186i,0.0013821+0.0035024i
-0.047994+0.065216i,-0.17284+0.13343i,-0.3498+0.15874i,-0.42379+0.095247i,-0.31859+0.017115i,-0.17086-0.0034348i,-0.086707+0.015499i,-0.044112+0.03121i,-0.019079+0.023062i,-0.011023+0.0039496i,-0.0090697-0.0035346i,-0.005145+0.00056155i,0.00034188+0.0048188i,0.0048048+0.0038244i,0.0035954+0.0002494i,0.00099897-0.0025232i,0.0022406-0.0033567i,0.0048274-0.0026819i,0.0052578-0.0010105i,0.0039161-0.00061818i,0.0026882-0.0020322i,0.00056879-0.0022302i,-0.0029371-0.0016703i
-0.0077859-0.068656i,0.026251-0.19166i,0.12344-0.31896i,0.21072-0.31863i,0.19216-0.1955i,0.1139-0.094295i,0.052904-0.062023i,0.015548-0.048796i,-0.0015781-0.027783i,0.0013306-0.0084969i,0.0044834-0.0020867i,-0.0011758-0.0026103i,-0.0070402-0.00017376i,-0.0070608+0.003977i,-0.0026426+0.0036789i,1.7619e-05+0.0018564i,-0.0011823+0.0026693i,-0.0041864+0.0053273i,-0.0070507+0.0071474i,-0.006524+0.0060191i,-0.0036362+0.0032252i,-0.00030474+0.00013147i,0.0033654-0.0027319i
0.051228+0.036303i,0.107+0.13357i,0.12373+0.27896i,0.064701+0.33866i,0.0016353+0.2484i,-0.0023024+0.13553i,0.02215+0.078217i,0.03178+0.042594i,0.018246+0.015142i,-0.0012556+0.0047739i,-0.0065648+0.0031589i,-0.0018286-0.0010213i,0.00041909-0.00702i,-0.00094536-0.0094851i,-0.0025051-0.0064271i,-0.0028628-0.0033925i,-0.0025947-0.0040857i,-0.0013899-0.0058911i,0.00082538-0.0071471i,0.0011863-0.005917i,-0.0010662-0.0010288i,-0.0020504+0.0031148i,-0.0024922+0.0051771i
-0.055745+0.011639i,-0.14793-0.014701i,-0.24179-0.0987i,-0.23276-0.17817i,-0.13537-0.15892i,-0.069678-0.082976i,-0.055445-0.03014i,-0.041272-0.0081604i,-0.018732-0.0058294i,-0.0043528-0.010958i,-0.00042206-0.0098991i,0.00044957-0.0026314i,0.0035321+0.0021197i,0.0064221+0.001933i,0.004678-0.00056056i,0.0012201-0.0019158i,0.0018083+0.00030619i,0.0041914+0.0052342i,0.004243+0.0088946i,0.0033126+0.0077531i,0.002132+0.0037653i,0.0010739+0.00096588i,-0.0002441-0.00085949i
0.02776-0.045737i,0.10205-0.09235i,0.21173-0.10016i,0.25455-0.041518i,0.18183+0.0062072i,0.094095+0.0013425i,0.054464-0.016791i,0.034932-0.021633i,0.019503-0.0098149i,0.012025+0.0039633i,0.0068761+0.005249i,0.0004192+0.0003023i,-0.0038263+4.1038e-05i,-0.0035456+0.0027757i,-0.00052888+0.0027486i,0.00097435+0.0007922i,-0.00035081-0.0009009i,-0.0026608-0.0030123i,-0.0036172-0.0048391i,-0.0024908-0.0040344i,-0.00062004-0.0013413i,0.0014666-1.2915e-06i,0.004816+0.00044878i
0.012043+0.043543i,-0.0049376+0.11496i,-0.073694+0.1823i,-0.14251+0.16556i,-0.12521+0.093073i,-0.060152+0.052196i,-0.018851+0.046759i,-0.0042674+0.042723i,-0.0031314+0.026445i,-0.0062396+0.0086886i,-0.0046628-0.00012875i,-0.00050595-0.002106i,0.00072487-0.0032491i,-0.001564-0.0046717i,-0.0029738-0.002669i,-0.00030275+0.00032851i,0.0035188+0.0010228i,0.005429-0.00037052i,0.0060641-0.002101i,0.005133-0.0032051i,0.0020224-0.0031087i,-0.0015148-0.0016123i,-0.0040391+0.00020721i
-0.034407-0.016863i,-0.066673-0.069694i,-0.066581-0.152i,-0.016582-0.18309i,0.017836-0.12561i,0.0077405-0.064258i,-0.0096814-0.041365i,-0.015863-0.031484i,-0.010524-0.020305i,-0.00039974-0.010137i,0.0034013-0.0042228i,0.00073384+0.0010161i,0.00087884+0.0046804i,0.0041155+0.0036917i,0.0032488-0.00071182i,-0.00034163-0.0024596i,-0.00298-0.00014255i,-0.0053639+0.0029825i,-0.0069671+0.0051295i,-0.0061944+0.0052552i,-0.0036948+0.0039485i,-0.0016337+0.0015255i,-0.0010025-0.0013234i
0.027744-0.011172i,0.080486-0.0005171i,0.12984+0.055033i,0.11606+0.11041i,0.06338+0.096334i,0.043191+0.048974i,0.046532+0.020455i,0.039081+0.0078283i,0.019228+0.0025468i,0.0023336+0.0040109i,-0.0034485+0.0035457i,-0.0038802-0.0014072i,-0.0037261-0.0019218i,-0.0017185+0.0014776i,0.0026211+0.0036589i,0.0040188+0.002781i,0.002673+0.00022087i,0.0017709-0.0020494i,0.0017213-0.0033509i,0.00097655-0.0027038i,-0.00060295-2.184e-05i,-0.00061426+0.0027681i,0.0020377+0.0031959i
-0.0086697+0.026991i,-0.045188+0.049261i,-0.10613+0.04377i,-0.12612+0.0016012i,-0.081111-0.019242i,-0.0397+0.0015892i,-0.026863+0.022725i,-0.01861+0.020387i,-0.010181+0.0059115i,-0.0051328-0.0045442i,-0.0014768-0.0068924i,0.00095245-0.0047119i,0.00059276-0.0036745i,-0.0031757-0.0049175i,-0.0073777-0.0039324i,-0.0078813-0.00018028i,-0.0051599+0.0022718i,-0.0020564+0.003251i,0.0010317+0.0032214i,0.0038677+0.0029362i,0.0043962+0.001798i,0.0023771+0.00048978i,-0.0011448+0.00016144i
-0.0081964-0.017838i,0.0023376-0.053789i,0.043698-0.087356i,0.084008-0.07482i,0.068016-0.036108i,0.026291-0.021505i,0.0068475-0.024326i,0.0063406-0.022068i,0.0095424-0.011165i,0.0096963-0.0011762i,0.0071672+0.0026597i,0.0030729+0.0028556i,0.0021765+0.0015905i,0.0052204-0.00088127i,0.0063759-0.0038057i,0.0039913-0.0063576i,0.0010632-0.0059024i,-0.00076124-0.003014i,-0.0019144-0.0012984i,-0.0029185-0.00019393i,-0.0036184+0.0012186i,-0.0011176+0.00093931i,0.0027997-0.00040306i
0.01384+0.0024446i,0.030715+0.02537i,0.022499+0.066127i,-0.01338+0.0794i,-0.024298+0.048712i,-0.0035615+0.023332i,0.01261+0.02074i,0.013211+0.021898i,0.0038494+0.017531i,-0.0039526+0.010874i,-0.0047773+0.0045527i,-0.0025435+0.00022207i,-0.0016256-9.7586e-05i,-0.0013338+0.0029876i,0.00049297+0.0059011i,0.0030626+0.0063174i,0.0047446+0.0044457i,0.0053336+0.00052236i,0.0039241-0.0018962i,0.0019189-0.0017068i,0.00067841-0.002273i,0.00011625-0.0022486i,-4.8691e-05-0.00090824i
-0.011205+0.0089128i,-0.033234+0.0033059i,-0.053456-0.028144i,-0.043123-0.058855i,-0.02037-0.045757i,-0.015777-0.015756i,-0.019666-0.0036247i,-0.018549-0.0041425i,-0.010288-0.0065992i,-0.0018049-0.0078666i,0.0016361-0.0066671i,0.00064842-0.003682i,-0.0024467-0.0015742i,-0.004936-0.0021i,-0.0056187-0.0045707i,-0.0054153-0.0056015i,-0.0042101-0.0042519i,-0.0031589-0.0014314i,-0.0025221+0.00076744i,-0.0025166+0.001023i,-0.0023303+0.0016295i,-0.0013959+0.001775i,-0.0018514+0.00053839i
-0.00072619-0.013463i,0.015513-0.023736i,0.044167-0.012356i,0.053096+0.018267i,0.032773+0.025472i,0.02079+0.0049385i,0.023224-0.011539i,0.022377-0.013332i,0.015038-0.006907i,0.0072799+0.00030603i,0.0015612+0.0016841i,-0.0021283-0.0010091i,-0.00061484-0.0033158i,0.0046665-0.0021921i,0.0072054+0.0011869i,0.0060393+0.002495i,0.0036463+0.0014224i,0.0015453+0.0005613i,0.00039532+0.00025078i,0.00091941+0.00044356i,0.00061366+0.0010115i,-0.00035956+0.0018128i,0.00010232+0.0028099i
0.0056713+0.0059521i,0.0018311+0.018307i,-0.021627+0.029828i,-0.040472+0.019868i,-0.026805+0.0050063i,-0.0040563+0.010961i,0.0048845+0.021161i,0.0014087+0.017538i,-0.0047384+0.0068577i,-0.0063981-0.00012706i,-0.0042806-0.0029022i,-0.00050615-0.0030142i,0.001877+0.00033247i,0.0018082+0.0031461i,-0.00081336+0.0034301i,-0.0040424+0.0034238i,-0.0042138+0.0025018i,-0.0016239+0.0010086i,0.00049532+0.00020767i,0.0010429+7.9464e-05i,0.0015234-0.00036801i,0.0015618-0.0012954i,0.0012485-0.0018399i
-0.0041538+0.002057i,-0.006865-0.0092206i,0.0029013-0.028904i,0.022023-0.032857i,0.021767-0.015505i,0.0039652-0.0041136i,-0.0057558-0.0036569i,-0.0037568-0.0059181i,0.00070764-0.0069596i,0.0035079-0.0038819i,0.0036189-0.001115i,2.4239e-05+0.0012934i,-0.0044957+0.0035442i,-0.0066154+0.0021548i,-0.0034645-0.0018551i,0.00026141-0.0047137i,0.00031876-0.0042487i,5.827e-06-0.00059332i,0.00075442+0.0018331i,0.0010557+0.00022503i,0.00081057-0.0019768i,-7.6497e-06-0.0019413i,8.9419e-05-0.0013407i
0.0028532-0.0056797i,0.011654-0.0037408i,0.015747+0.0096901i,0.0045858+0.0221i,-0.0041038+0.014701i,0.0020116+0.0038202i,0.012568+0.003941i,0.01537+0.0074166i,0.0084563+0.0090628i,0.0020473+0.008195i,8.6763e-05+0.0046307i,-2.5142e-05+3.4711e-05i,0.0012828-0.0048074i,0.0033642-0.0061599i,0.0021775-0.002447i,-0.00024007+0.0017176i,0.00010167+0.0022778i,0.00041934+0.00045214i,8.9962e-05+0.0003606i,-4.1044e-05+0.001851i,-0.00031448+0.0025586i,-0.0013505+0.0021662i,-0.0013591+0.0017701i
7.895e-05+0.0041853i,-0.0056323+0.0040292i,-0.015995-0.0058265i,-0.016794-0.021251i,-0.0068495-0.017901i,-0.001303-0.00029361i,-0.0038639+0.0096205i,-0.0079937+0.0089151i,-0.0088602+0.0035144i,-0.0069083-0.0016246i,-0.0035606-0.0028299i,-0.00054008-0.00046244i,0.0014392+0.0044488i,0.002513+0.0059953i,0.0023233+0.0017203i,0.0019053-0.0022253i,0.0020806-0.0032278i,0.0020861-0.0031274i,0.00089465-0.0028801i,0.00015603-0.0023538i,0.00044867-0.0015917i,0.00079159-0.0014606i,0.00096946-0.0012247i
-0.0067509-0.0034901i,-0.0046623-0.0068578i,0.0041522-0.0035424i,0.012303+0.0079219i,0.0063622+0.012112i,0.00017429+0.0040717i,0.001641-0.0057336i,0.0055591-0.011641i,0.0068495-0.011151i,0.0055212-0.0072591i,0.0029736-0.0042712i,-0.0021727-0.0029235i,-0.0082779-0.0021448i,-0.010135-0.00092263i,-0.005382+0.0015552i,0.00074068+0.0032281i,0.0025877+0.0021522i,0.0013153+0.00067643i,0.00050147-0.00012087i,0.0010849+6.4014e-05i,0.0012424+0.0016508i,0.00023527+0.0023718i,-0.00045978+0.0018749i
0.0011213-0.0026106i,0.0014117-0.00072004i,-0.0063113+0.0055631i,-0.015713+0.0069015i,-0.010473+0.0023679i,0.0033905+0.0025624i,0.012066+0.0067308i,0.010758+0.0081897i,0.0048638+0.0058669i,0.0011592+0.0027681i,0.001038-1.7311e-05i,0.0022353-0.0045131i,0.0060369-0.0083666i,0.0096006-0.0088948i,0.0049313-0.0065425i,-0.0026967-0.0028058i,-0.0052975-0.00069944i,-0.0044037+0.00019733i,-0.0032101+0.0010291i,-0.0025217+0.00080591i,-0.0027554+0.00019612i,-0.0029287-5.0391e-05i,-0.0020491-0.00047386i
-0.0024179+0.0032423i,-0.0016126-0.00013823i,0.0032872-0.0066087i,0.012238-0.0093712i,0.014459-0.0036642i,0.0057822+0.0022891i,-0.0029699+0.002874i,-0.0069504-0.00053514i,-0.0077518-0.0035272i,-0.0059443-0.0031867i,-0.0024347-0.00070448i,0.00075374+0.0030149i,0.0020312+0.0094117i,0.0027328+0.012906i,0.0047267+0.0084506i,0.0058185+0.0015273i,0.0045683-0.0012828i,0.0027813-0.0013862i,0.0018898-0.0021042i,0.0023442-0.0026074i,0.002968-0.0023715i,0.0024678-0.0014849i,0.0015918+0.00024565i
0.0019969-0.0026113i,0.0053922-0.002698i,0.0077433-0.00041309i,0.0030795+0.0044214i,-0.0022474+0.0033149i,0.00021734-0.0010854i,0.0051859-0.0018391i,0.0072383-0.00032577i,0.0053245+0.00094393i,0.0026348+0.00080679i,0.00066805-0.00041894i,-0.0026379-0.0019332i,-0.0073675-0.0048344i,-0.012258-0.0057072i,-0.012212-0.0018064i,-0.0074083+0.0027297i,-0.0032124+0.0043465i,-0.00080607+0.0046048i,0.00011387+0.0042306i,-0.00040181+0.0034759i,-0.0016313+0.0026443i,-0.0011692+0.0020145i,-0.00078155+0.0012632i
-0.0034786-0.0011512i,-0.0037504-0.0020941i,-0.0063524-0.0057987i,-0.0070014-0.011136i,-0.0014923-0.0086503i,0.0039261-7.4412e-05i,0.0051579+0.0060259i,0.0031305+0.0074275i,0.00012102+0.0064112i,-0.00026993+0.0050789i,0.0018219+0.0033682i,0.0040754+0.00061971i,0.0088193-0.0022441i,0.013532-0.0041451i,0.011024-0.0058216i,0.004431-0.0070435i,0.00062057-0.0059035i,-0.00081691-0.0036294i,-0.0011768-0.0015777i,-0.00092017-0.00078413i,0.00016266-0.0010142i,0.00086195-0.0013589i,0.0001008-0.0010645i
4.5168e-05+0.00096599i,0.00096568+0.0012504i,0.0032537+0.001396i,0.0047742+0.0040707i,0.00092709+0.0071775i,-0.002051+0.0070929i,0.00014809+0.0034228i,0.0029022-0.0021614i,0.0014922-0.0051736i,-0.0021747-0.0052511i,-0.0039047-0.0028091i,-0.0046559+0.0014485i,-0.0066305+0.0071688i,-0.0069164+0.011376i,-0.0017257+0.010673i,0.0042402+0.007092i,0.0055357+0.0042301i,0.0040566+0.00095003i,0.0026789-0.0020589i,0.0022473-0.001725i,0.0025517+0.00067223i,0.0018312+0.0007204i,0.0010175-0.00081146i
-0.0019017-0.0010969i,-0.0037505+0.00020743i,-0.0077586+0.0031852i,-0.010918+0.0056811i,-0.008622+0.0034718i,-0.0010046+0.0018869i,0.0054276+0.0025949i,0.0082558+0.0019125i,0.0079491-0.00096087i,0.0060265-0.003535i,0.0032773-0.0047105i,-0.00059632-0.006552i,-0.0038382-0.0098733i,-0.0057401-0.011346i,-0.0077355-0.0072631i,-0.0084283-0.0020908i,-0.0077442+6.2786e-06i,-0.0062274+0.00098621i,-0.0037164+0.0010239i,-0.0024156+0.00069289i,-0.003029+0.00049344i,-0.0020848-0.00015842i,-0.00010228-0.00024802i
0.0021962-0.0007865i,0.0046438-0.0046698i,0.005496-0.0087462i,0.0076374-0.008758i,0.0091561-0.0033604i,0.0071732+0.0025763i,0.0040197+0.0053156i,7.8829e-05+0.0039732i,-0.0029859+0.0031313i,-0.0024198+0.0044824i,0.0016021+0.0037605i,0.0056229+0.0025162i,0.0086886+0.0038725i,0.011115+0.0039975i,0.010102+0.00055057i,0.0062223-0.0021401i,0.003183-0.0039946i,0.0014134-0.0045955i,0.00026935-0.0029198i,0.00036787-0.0013032i,-0.00014143+4.4339e-05i,-0.0014567+0.0019743i,-0.0015645+0.0023742i
0.0019218+0.00026943i,0.0050385-0.00079995i,0.0064242-0.0015705i,0.0035827+0.00092152i,5.2997e-05+0.0026882i,-0.00070775+0.001628i,-0.00015965+0.00067546i,-0.0004535-0.0013478i,-0.0017481-0.0036297i,-0.0035788-0.0037923i,-0.0049145-0.0022375i,-0.0060217+0.00048378i,-0.0086041+0.0039622i,-0.010092+0.0061713i,-0.0071021+0.006285i,-0.0031725+0.0058514i,-0.00060412+0.0054603i,0.0013197+0.0046574i,0.0015336+0.0037317i,0.0013614+0.0025697i,0.0019616+0.00026505i,0.0019633-0.00096614i,0.0015458-0.00099834i
-0.0015586-0.002819i,-0.0028584-0.0037711i,-0.0058091-0.0055783i,-0.0066707-0.0070786i,-0.0030374-0.0051095i,0.0022379-0.00078571i,0.0047288+0.0014013i,0.0046431+0.0013781i,0.0042766+0.0013796i,0.0047686+0.0011733i,0.0046239-0.00073512i,0.0025865-0.0039627i,0.0015654-0.0073297i,0.0026942-0.0082142i,0.0013498-0.0072706i,-0.001325-0.0054118i,-0.0028024-0.0028148i,-0.0034543-0.0008566i,-0.0030187+6.3165e-05i,-0.0025233+0.00010553i,-0.0017309+0.00059987i,-0.00091432+0.001481i,-0.00086919+0.0021037i
0.0011934-0.0011714i,0.0024504-0.0016478i,0.0039372-0.0015483i,0.0054891-6.0446e-05i,0.0041383+0.0030372i,0.0020137+0.0045033i,0.0029379+0.0037524i,0.0032108+0.0027409i,0.00077585+0.0024489i,-0.0012277+0.003769i,-0.00077889+0.0049472i,0.0010475+0.0053507i,0.0034461+0.0063452i,0.0060951+0.0065926i,0.0079816+0.0052005i,0.0077653+0.0024598i,0.0061597-0.00023585i,0.0048605-0.0016083i,0.0039611-0.0023772i,0.0022471-0.0026457i,2.0843e-05-0.0030186i,-0.0014919-0.0030021i,-0.0015806-0.0020072i
-0.00065204+0.003297i,-0.00047082+0.0050443i,-0.0024215+0.0068101i,-0.0034321+0.0062175i,-0.0024503+0.003602i,0.0010611+0.0027972i,0.0042862+0.003024i,0.005486+0.0013384i,0.0028835-0.0024606i,-0.0010838-0.0063007i,-0.0039253-0.0065375i,-0.0062983-0.0044416i,-0.0078537-0.0026442i,-0.0081803-0.0016038i,-0.0060813+7.0907e-06i,-0.0038356+0.0020961i,-0.003075+0.0025375i,-0.0020002+0.0019775i,-0.0010423+0.0022244i,2.2242e-05+0.0030924i,0.0018594+0.0030107i,0.0028124+0.0016843i,0.0023501+0.00040529i
0.00024101-0.0024422i,0.00080351-0.0071698i,0.0010967-0.010387i,0.00061786-0.0077829i,0.00086714-0.0026913i,0.0017991+0.0017846i,0.0023224+0.0042805i,0.0022337+0.0033596i,0.0021359+0.00048782i,0.0029537-0.00077551i,0.0043771-0.002349i,0.0048126-0.0045285i,0.0047192-0.0039995i,0.0039946-0.0018662i,0.0018354-0.0013161i,-0.00043094-0.0018518i,-0.0015339-0.001993i,-0.0018625-0.0016949i,-0.0010299-0.0019281i,-0.0012885-0.0020942i,-0.0030757-0.0010887i,-0.0030816+0.00084106i,-0.0030081+0.0016373i
0.00049115+0.002545i,0.0035552+0.001983i,0.0056737+0.002715i,0.0043013+0.0033208i,0.0025954+0.0023235i,0.0014944+0.0014091i,0.00085626+0.00081928i,-0.00052872-0.00025205i,-0.0032623-0.00011527i,-0.0043326+0.0016914i,-0.0031237+0.0030918i,-0.0020934+0.0035647i,-0.0019501+0.0039224i,-0.0012621+0.0029398i,0.00019274+0.000697i,0.00085815-0.00058643i,0.0013459-0.0014598i,0.0016211-0.0011409i,0.0022506+4.2759e-06i,0.0030679+0.00033752i,0.0035489-0.00053925i,0.0039797-0.0017988i,0.0033056-0.001852i
0.0031078-0.0028987i,0.0021341-0.0021342i,-0.0012213-0.0033304i,-0.004386-0.0033723i,-0.0041687-0.0013851i,-0.002312+0.00091274i,-3.6577e-05+0.0021555i,0.0014971+0.0010249i,0.0012497-0.0024025i,0.00028359-0.0038264i,-0.00096697-0.0041899i,-0.0019273-0.0042095i,-0.0026503-0.0032778i,-0.0028903-0.0016625i,-0.003085-0.0002073i,-0.0026801+0.00039186i,-0.0020727+0.0023133i,-0.0013235+0.0037645i,-0.0014646+0.0035132i,-0.0018943+0.0038705i,-0.00057931+0.0039325i,0.00097564+0.0028946i,0.00096481+0.0019136i
-0.0010361-0.0034908i,-0.00099133-0.0059671i,0.00070122-0.00628i,0.0032395-0.0038954i,0.0042545-0.00067825i,0.0043014+0.0010525i,0.0040154+0.0026336i,0.0047162+0.0031011i,0.0057512+0.0027351i,0.0059083+0.0029424i,0.0063011+0.0024682i,0.0056097+0.0014493i,0.0043091+0.0017692i,0.0035362+0.0025381i,0.0021164+0.0011131i,0.00047271-0.00090516i,-0.00095026-0.0018789i,-0.0019029-0.0017281i,-0.00081301-0.0011519i,-0.00027431-0.0016368i,-0.0017975-0.0029405i,-0.0026056-0.0028295i,-0.0011257-0.0014146i
0.0023332+0.0011887i,0.0024069+0.0027599i,0.0021393+0.0033541i,6.6802e-05+0.0012194i,-0.0017413-0.0019322i,-0.0010003-0.0012465i,0.0017444+0.0019851i,0.0040668+0.0027702i,0.0020971+0.0011396i,-0.0026038-0.00026671i,-0.0050524-0.00034038i,-0.0050944+0.00076825i,-0.0046792+0.00059234i,-0.0029271+0.00013871i,-0.0011461+0.00028617i,0.00079675+0.0012279i,0.0031161+0.0011798i,0.0041808-0.00076093i,0.003449-0.0009963i,0.002927+0.0012017i,0.0028328+0.0010023i,0.0021304-0.00090946i,0.00084622-0.0010245i
-0.0023388-0.0034446i,-0.0024011-0.0062423i,-0.0035636-0.0072031i,-0.0028693-0.0047363i,-0.00023379-0.0017909i,0.0021336+0.0010904i,0.0030233+0.0032102i,0.0019889+0.0021639i,0.00026721-0.0013853i,9.601e-05-0.0040691i,-0.00062754-0.0054399i,-0.0010934-0.0051288i,0.00050004-0.003182i,0.00089406-0.0015922i,-0.00064554-0.00041066i,-0.0018634+0.00060044i,-0.0034037+0.00081603i,-0.0034078+0.0010539i,-0.001959+0.001224i,-0.0015592+0.00091508i,-0.0017235+0.0010584i,-0.00078359+0.0019483i,-8.6248e-05+0.0015352i
-1.457e-05+0.0052485i,0.0033637+0.0031596i,0.0046275+0.002206i,0.0034147+0.0029859i,0.0020369+0.0016672i,0.0011972+0.00057724i,0.0012161+0.00045679i,0.00072311-0.00032775i,-0.00020746+0.00029782i,4.6739e-05+0.0017904i,0.00058775+0.0015493i,0.00088121+0.0010969i,-0.00027562+0.00083346i,-0.0016661-0.00024407i,-0.0019034-0.00081496i,-0.0012809-0.0010481i,-0.00069921-0.0018462i,-0.001721-0.0018721i,-0.0020981-0.0014013i,-0.0010185-0.0016411i,-0.00087092-0.0019519i,-0.0012241-0.0012784i,-0.00091724-0.00091763i
-0.0024385+0.00014304i,-0.00026625+0.0027911i,-0.00016634+0.0040835i,0.00090613+0.003504i,0.0031775+0.0030338i,0.004956+0.0038097i,0.0045443+0.0038464i,0.0016803+0.0016553i,-0.0017617+0.00026697i,-0.0030464+0.0012228i,-0.0019857+0.00052993i,-0.0019208-0.0020192i,-0.0015792-0.002551i,5.1391e-06-0.0024372i,0.0009162-0.0022695i,0.0013751-0.00032603i,0.0021562+0.0015266i,0.0026826+0.0017039i,0.0026431+0.0009191i,0.0017857+0.0014543i,0.0014888+0.0021089i,0.0019274+0.001217i,0.0016242-3.59e-05i
