0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
-0.0061874+0.00071186i,-0.0083351-0.00067555i,-0.007315-0.0024206i,-0.0030826-0.003227i,0.0010138-0.0022742i,0.0028019-0.0015097i,0.0042765-0.0020977i,0.0047244-0.0032823i,0.00339-0.0035863i,0.0029623-0.0027639i,0.0036616-0.0018823i,0.0026399-0.0020429i,0.0022517-0.0016266i,0.0033616-0.00043348i,0.003243-0.00018625i,0.000855-0.00076476i,-0.0022538+2.3884e-05i,-0.0040068+0.0019657i,-0.0044263+0.0026129i,-0.0038864+0.0022191i,-0.0031596+0.0022449i,-0.0021999+0.0025145i,-0.0014241+0.0020894i
7.9801e-05-0.0038268i,0.0004762-0.0025727i,0.00018578-0.0013024i,-0.0015793-0.00093952i,-0.0026772-0.0002143i,-0.0014979+0.0019658i,0.0015556+0.0038872i,0.0043872+0.0041298i,0.0029794+0.002525i,2.1415e-05+0.00080245i,-0.0012084+0.001025i,-0.001626+0.0015292i,-0.0022574+0.0020823i,-0.0017565+0.0025695i,4.8497e-05+0.0022248i,0.0016337+0.0017759i,0.0030506-0.00030211i,0.0035411-0.0036084i,0.0029703-0.0051522i,0.0022099-0.0042582i,0.0014635-0.0035191i,0.00064936-0.0031031i,-0.00040832-0.001757i
0.0033919+0.001612i,0.0017689-0.0012499i,0.00037264-0.0030878i,-0.0004967-0.0022746i,-0.00068402-0.0016661i,-0.00030665+0.00026959i,0.00053448+0.0032971i,0.0018963+0.0038315i,0.0014996+0.00093526i,0.00029837-0.0030863i,0.00015096-0.0033398i,0.00064735-0.002215i,0.00051197-0.002293i,0.00034201-0.0024056i,0.00011098-0.0018327i,-0.00062583-0.00066112i,-0.00048094+0.0011501i,0.0010142+0.0023858i,0.0024717+0.0021093i,0.0032319+0.0023093i,0.0032959+0.0031673i,0.0026548+0.0024671i,0.0015245+0.0011334i
0.00047434+0.0025568i,0.0041096+0.0023183i,0.0054585+0.00034316i,0.0043482+0.00038479i,0.0020337+0.0016529i,0.001676+0.0024129i,0.0023464+0.0022777i,0.0013923+0.0017209i,0.0010101+0.00097598i,0.0013057+0.0011091i,0.00042672+0.0014206i,-0.00029975+0.0018347i,-0.00014833+0.0021713i,-0.000841+0.0022916i,-0.00077803+0.0015859i,-0.00088618+0.00024411i,-0.0024697-0.0011285i,-0.0034789-0.0014987i,-0.004132-0.001126i,-0.0051943-0.0010346i,-0.0057507-0.0008515i,-0.0046412-0.00060138i,-0.0034342-0.00067694i
0.0012866+0.0011398i,0.0025668-0.00012898i,0.002162-0.0016724i,0.0021722-0.0022923i,0.0027822-0.001269i,0.0025554+0.0019201i,0.0026672+0.0039006i,0.0018492+0.0029758i,-6.515e-05+0.0018953i,-0.00059107+0.00057928i,-0.00027069-0.0019781i,-0.00076248-0.0033245i,-0.0019878-0.0024819i,-0.0028484-0.0021017i,-0.0024808-0.0011559i,-0.00047541+0.0005302i,0.0013432+0.00054312i,0.0017201+0.00013275i,0.0024436+2.9483e-05i,0.0034053-0.0011247i,0.0033558-0.0022768i,0.0027729-0.001667i,0.0016235-8.4252e-05i
-0.00047449-0.0018003i,-0.0014903-0.0013351i,-0.0032015+0.00041909i,-0.0022073+0.0020418i,0.00083818+0.0021768i,0.0030179+0.0022333i,0.0034153+0.00157i,0.0021445-0.0017923i,-0.00064319-0.0029288i,-0.0013474-0.00046845i,0.0011923+0.0011886i,0.0030535+0.00061003i,0.0032562-0.00033764i,0.0038898-0.00090297i,0.0031453-0.0011138i,0.00081469-0.00061485i,-0.00082844+0.00033311i,-0.0021204+0.0011886i,-0.0024747+0.0018511i,-0.0018355+0.003434i,-0.0012954+0.0045297i,-0.00077994+0.0042798i,-0.00017015+0.0036361i
0.0014824-0.00039355i,0.0033319-0.00017829i,0.0021667-0.001719i,0.00084237-0.0029435i,0.0012824-0.0011359i,0.0021872+0.0015469i,0.0034024+0.0026272i,0.0039798+0.0014814i,0.0018644-0.0001755i,-0.001089+0.00029362i,-0.0024605+0.0011645i,-0.0027795+0.0012566i,-0.0021815+0.0022831i,-0.00093208+0.0025621i,-0.00015708+0.0009484i,0.00069957-0.00075017i,0.001701-0.0016756i,0.0012122-0.0016502i,-0.00054287-0.0013333i,-0.001282-0.0020345i,-0.00091048-0.0025101i,-0.00090999-0.0031471i,-0.0014909-0.0029595i
-0.00040869+0.0010764i,0.0012022+0.00030132i,0.0019063+0.00067438i,0.0018056+0.0012299i,0.0011929+0.00098178i,0.0019873+0.0025989i,0.0034264+0.0036294i,0.0039515+0.0011122i,0.002829-0.0016311i,0.00067407-0.0029964i,-0.00064025-0.0041655i,-0.001006-0.0045363i,-0.0018671-0.0029688i,-0.0022171-0.0016449i,-0.00088179-0.0010798i,0.00050409-8.9104e-05i,0.0011492-0.00013078i,0.00098513-0.00065631i,0.0015421-0.00076092i,0.0035409-2.103e-05i,0.0045685+0.0005766i,0.0038442+0.00031354i,0.002361+0.00012862i
-0.0013191+0.00070108i,-0.0012201-0.00095865i,-0.0014821-0.0022773i,-0.0016885-0.0019523i,-0.0013097-0.00038495i,-0.0008664+0.0020687i,0.0004352+0.0041586i,0.0025596+0.0038357i,0.0034628+0.00072516i,0.003552-0.0012048i,0.0028358-0.00058817i,0.002093+0.00063693i,0.0026481+0.0002711i,0.0023774+0.00074572i,0.00078311+0.00037565i,0.00015998-0.00066943i,0.00035833-0.00020493i,1.6583e-05+0.00033918i,-0.0018383+0.00073876i,-0.0035002+0.0013328i,-0.0033752+0.0011055i,-0.0031274+0.0003644i,-0.0021901-0.00034836i
0.00069049-0.0011806i,0.0011625-0.0017664i,0.0010611-0.0029486i,0.0016061-0.002844i,0.0022555-0.0014553i,0.0018317+0.00019924i,0.0019999+0.0022599i,0.0022738+0.0028561i,0.0011531+0.0022464i,0.0001317+0.001552i,-0.0018369-0.00020442i,-0.0038436-0.0011654i,-0.0043886+0.00076496i,-0.0032641+0.0024993i,-0.0014161+0.0028527i,-0.00065178+0.0015296i,-0.00072424-0.00068511i,-0.0013295-0.00065244i,-0.0012249-0.00025817i,-0.00082262-0.0013772i,5.5364e-06-0.0023829i,0.00051153-0.0020974i,0.00013694-0.00066759i
0.00078528-0.0020707i,0.00050383-6.9108e-05i,-0.00061612+0.0010328i,-0.00075495+0.0014371i,-0.00031575+0.0021512i,-0.00060964+0.0034407i,-0.00098916+0.003038i,-0.0010807+0.0021739i,-0.0004886+0.0020142i,0.0015137+0.00060014i,0.0036781-0.0025203i,0.0036223-0.0037664i,0.0019412-0.0039917i,0.0010104-0.0039026i,0.00031556-0.001514i,-0.00086673+0.00046365i,-0.00095835+0.00088701i,1.3801e-05+0.00057347i,0.00082205+0.0004295i,0.0016041+0.0017951i,0.0014589+0.0035812i,0.00080177+0.0038809i,0.0010261+0.0021198i
0.0021311-0.0015344i,0.002178-0.0038537i,0.0011912-0.0063158i,0.00015304-0.0057303i,0.0014131-0.0025563i,0.0030776+0.00018239i,0.0025351+0.001239i,0.00067748+0.00070419i,-0.00099951+0.00087097i,-0.0009705+0.0028862i,-0.0001193+0.0047829i,0.00015928+0.0048661i,0.0017685+0.0045909i,0.0032797+0.0023043i,0.0020881-0.0012317i,0.00037133-0.0023974i,0.00013523-0.00040119i,0.00095414+0.0013064i,0.00065447+0.00091952i,-1.6743e-06+0.00032588i,-0.00064761-0.00020247i,-0.00057469-0.00058138i,0.00065158-0.00058433i
0.00043141-0.00024308i,-2.9074e-05-4.562e-06i,-0.0013614+9.3386e-05i,-0.00094805+0.00070741i,-4.6126e-05+0.0014858i,0.0012544+0.0019352i,0.0038597+0.00067069i,0.0040747-0.0027663i,0.00068925-0.0044508i,-0.0029459-0.0040796i,-0.0047619-0.0038886i,-0.005338-0.0026641i,-0.0055232-0.00014823i,-0.0040443+0.0012i,-0.0015321+0.0011294i,0.00030577+0.00028461i,8.2659e-05-0.00059104i,-0.001208-0.0011858i,-0.00069231-0.0016429i,0.0005119-0.001965i,0.0013759-0.0025657i,0.0020515-0.0019424i,0.0013514-0.0010474i
-0.00018231+0.00052884i,0.0014249-0.00038095i,0.0013821+0.00010071i,-0.00040779+0.00043081i,-0.00099071-9.4337e-05i,0.00059999+0.0014888i,0.0036046+0.002796i,0.0053455+0.0009683i,0.0041192-0.0022257i,0.0029701-0.003365i,0.0035698-0.0034234i,0.0033875-0.0034089i,0.0019554-0.002873i,0.0010819-0.0022097i,0.00055111-0.0011331i,0.00014313-0.00046114i,0.00056591-0.00061565i,0.0015397-0.00021576i,0.0022136-3.8915e-05i,0.0014845+5.938e-05i,0.0005386+0.0003698i,0.00020197+0.00042587i,-2.8838e-05+0.00020784i
-0.0002565-0.0028423i,0.0002563-0.0051111i,-0.00045345-0.0054648i,-0.00023412-0.0027411i,0.0005717+0.00078541i,0.0023919+0.0031881i,0.003968+0.0038921i,0.0048534+0.0026227i,0.0045861+0.00053864i,0.0026586+0.00015714i,8.2778e-05+0.002102i,-0.0013481+0.0031297i,0.00034483+0.0038716i,0.0018016+0.0038613i,0.0018791+0.0014713i,0.00088448-0.00068918i,-0.0010298-0.00013352i,-0.0028688+0.0012402i,-0.0033819+0.001034i,-0.0038038+0.0005531i,-0.0036666+0.00035183i,-0.0027589+5.2989e-06i,-0.0019796-5.9654e-05i
-0.0024047-0.002471i,-0.0030575-0.0014741i,-0.0039622-0.0012836i,-0.0027145-0.00016244i,-0.00019137+0.0022306i,0.002582+0.0044067i,0.003866+0.0045975i,0.0027966+0.0041537i,0.00049431+0.0035287i,-0.00028438+0.0015903i,-0.00032201-0.0015051i,-0.0019552-0.0028325i,-0.0041773-0.0016112i,-0.0040596+0.00016878i,-0.0018156+0.0019356i,-0.00039067+0.0024272i,0.00056124+0.0012298i,0.00093406-0.0003716i,0.00071789-0.002207i,0.00088405-0.0033836i,0.001616-0.0027952i,0.0022485-0.00093049i,0.0017856+0.00016271i
-0.0001006-0.0020519i,0.00029794-0.0045918i,-0.001487-0.0066663i,-0.0029528-0.0055185i,-0.0023689-0.0024335i,-0.0032745-0.00013171i,-0.0042965+0.0016126i,-0.0035571+0.0027236i,-0.0019889+0.002917i,0.00026536+0.0018795i,0.0031718+0.00027534i,0.0044912-0.0008362i,0.0040204-0.0025173i,0.0032022-0.0037857i,0.0016379-0.0025793i,-9.311e-05-0.00038636i,-0.00044323+0.00086689i,0.00043605+0.0019239i,0.0014049+0.0023277i,0.0017567+0.0022894i,0.0010627+0.0028483i,0.00043727+0.0025752i,0.00016463+0.0012287i
0.0028662+2.2452e-05i,0.0025176-0.0010747i,0.0012588-0.0015319i,0.00088292-0.00062161i,0.00054334+0.0010875i,0.0019211+0.0023075i,0.0037123+0.0024136i,0.0027139+0.0016681i,3.824e-05+0.00058671i,-0.0020465+0.0010702i,-0.0030747+0.0019375i,-0.0027096+0.0026696i,-0.001658+0.0040066i,-0.00072508+0.00412i,0.00057746+0.002936i,0.0018479+0.00059973i,0.0012321-0.0013172i,-0.00055273-0.0019544i,-0.00095947-0.0016379i,-0.0013544-0.0013829i,-0.0012984-0.0025225i,-0.00083278-0.0027645i,-0.000708-0.0015854i
-0.0024235+0.0029616i,0.0004935+0.0019668i,0.0023817-0.00082619i,0.0022793-0.0023114i,0.001618-0.0010661i,0.0016632+0.0012955i,0.003491+0.0017248i,0.0035221-0.0017376i,6.2904e-06-0.0050135i,-0.0023985-0.0046346i,-0.0026656-0.0041021i,-0.0034408-0.0032672i,-0.0037322-0.0017446i,-0.0023046-0.0011132i,-0.0013642-0.00038752i,-0.0016038+0.00034894i,-0.00061791-6.586e-05i,0.0010436-0.00097355i,0.0022284-0.0013898i,0.0027321-0.001347i,0.0030176-0.000699i,0.0021286+0.00035862i,0.00097266+0.00050466i
0.00011728-0.0035072i,0.00014052-0.0035941i,-0.0010289-0.0014523i,-0.00028836+0.00064532i,0.00049799+0.0018515i,0.0025886+0.0027921i,0.0060496+0.001396i,0.0064607-0.0018165i,0.0042202-0.0043409i,0.0026537-0.0034586i,0.0025753-0.0011322i,0.002581-0.00044763i,0.0028603-9.9894e-05i,0.0028099+0.00046908i,0.0014733-0.00059974i,-0.00026677-0.0016184i,-0.0014798-0.00079975i,-0.0013206+0.00025972i,-0.00049644+0.00099998i,-0.0005047+0.0021359i,-0.0016872+0.0027018i,-0.0028425+0.0015851i,-0.0024745+0.0011759i
-0.00017519-0.0046258i,-0.0013478-0.0056457i,-0.0053174-0.0031777i,-0.0054971+0.00075382i,-0.0033667+0.0027611i,-0.00028056+0.0060123i,0.0040044+0.0073638i,0.0062419+0.0034799i,0.0038389-4.2895e-05i,-3.491e-05+0.00048261i,-0.0016539+0.0019673i,-0.0020649+0.0027075i,-0.0018098+0.0043305i,-0.0011053+0.0060626i,0.00031547+0.0052394i,0.0017549+0.0026198i,0.0014277+0.00089223i,0.00064226+0.00021333i,0.00012612-0.001462i,0.00025923-0.0028659i,0.0011008-0.0033913i,0.0015576-0.002692i,0.00080215-0.00064838i
-0.001438-0.024536i,-0.0050022-0.027916i,-0.019338-0.022446i,-0.019772-0.0047922i,-0.012187+0.010261i,-0.00036277+0.016646i,0.0079374+0.012421i,0.0089351+0.0061858i,0.0046191+0.0010127i,-0.0012299+0.00018478i,-0.0013846+0.0017775i,0.00054147+0.00069506i,0.0020586+0.0010251i,0.0036455+0.0057149i,0.0034248+0.010024i,0.0018542+0.0086221i,0.00033105+0.0028488i,0.0010189-0.00088701i,0.0034728-0.0017981i,0.0048256-0.0020296i,0.0035098-0.0007898i,0.00061072+0.0012988i,-0.00055362+0.0024301i
0.0012936+0.0055032i,0.0015688+0.0052673i,0.0056182+0.0016763i,0.0046781-0.0021657i,0.0016452-0.0030464i,-0.0016487-0.0022877i,-0.0042747+0.0014313i,-0.0037718+0.0052085i,-0.001165+0.0058868i,0.0022675+0.0045125i,0.00369+0.0035072i,0.0033824+0.001129i,0.0023349-0.0018472i,0.0010154-0.0027202i,0.00053336-0.0031024i,0.0011693-0.0026941i,0.0013757-0.0016259i,0.00055209-0.00056784i,-0.00039315+0.0010847i,-0.0010884+0.0015451i,-0.001327+0.00051506i,-0.0010754-0.00079838i,-0.0001305-0.0013978i
-0.0018181+0.0013229i,-0.00019768+0.0011971i,0.0012293+0.0016452i,0.0021965+0.00011679i,0.0022985-0.0020935i,0.00035447-0.0038916i,-0.0024155-0.0039799i,-0.0048494-0.0028797i,-0.0059795-0.00086686i,-0.0044438+0.00032184i,-0.0033155+0.0004656i,-0.0037048+0.0016673i,-0.0037204+0.0030163i,-0.0027485+0.0015017i,-0.0019843-0.00062813i,-0.0011474-0.00029691i,0.00042745+0.00066005i,0.0013476+0.00147i,0.00085073+0.0011315i,0.00069063-0.00043397i,0.0021149-0.00057142i,0.0029692+0.00029783i,0.0013562+0.00024178i
0.0030584+0.0027332i,0.0030945+0.0013185i,0.0044653+7.8973e-06i,0.0046542-0.00067187i,0.0037415-0.0013718i,0.0019954-0.00059404i,0.0015585+0.00050995i,0.0011211-0.0014093i,-0.00079145-0.003387i,-0.00059894-0.0037725i,-0.00027061-0.0050921i,-0.001223-0.0061313i,-0.0013387-0.0055677i,-0.00099046-0.0045702i,-0.00097318-0.0043705i,-0.00096254-0.0038528i,-0.0016635-0.0021825i,-0.0014908-0.00052259i,-6.5412e-05+0.00027091i,-7.0056e-05+0.0012996i,-0.00083598+0.0025332i,-0.00081032+0.0026623i,-0.00041302+0.0011653i
0.0057919+0.0045912i,0.0074253+0.0036095i,0.0067051+0.00063348i,0.0040189-0.00028025i,0.0020904-7.7767e-05i,0.0018307-0.00054879i,0.0028711-0.0011446i,0.0035574-0.0026644i,0.0027988-0.0032336i,0.0015446-0.0012557i,0.0010854+0.0011585i,0.0025664+0.0016642i,0.0029874+0.0020762i,0.001988+0.002389i,0.0022246+0.0019394i,0.0014881+0.00089063i,0.00029598-8.2533e-05i,0.00073487-0.00020558i,0.0006333+0.00061322i,0.00033377+0.00046991i,-0.00023093-0.001067i,-0.0010202-0.0018522i,-0.00084568-0.0018396i
-0.0026404+0.0024998i,-0.0014954+0.0010226i,-0.00043879-0.00086337i,0.00017251-0.0014262i,0.00046638+0.00037268i,0.0012324+0.0039214i,0.003827+0.0060609i,0.0062773+0.0044806i,0.0049693+0.0011183i,0.0010393-0.00024336i,-0.0013065+7.6133e-05i,-0.0025858+0.00025109i,-0.004303+0.00079646i,-0.0046484+0.0011752i,-0.0028375+0.0010289i,-0.0014173+0.00079053i,-0.00079608+0.00097438i,-0.00094976+0.0011285i,-0.0014804+0.0001948i,-0.00049834-0.00080042i,0.0013231-0.00014588i,0.0020448+0.0014071i,0.0010811+0.0018565i
-0.0004712-0.00048634i,-0.0018472+0.0010659i,-0.0011421+0.0024218i,-6.0122e-05+0.0021268i,-0.00040568+0.0012801i,-0.001029+0.0016506i,-0.00089928+0.0040081i,0.00021595+0.0054119i,0.0020226+0.0041636i,0.0026611+0.00052144i,0.0011528-0.0019893i,0.00066024-0.0033202i,0.00034108-0.0046941i,-0.00027392-0.0045363i,-0.00017401-0.0042655i,0.00024522-0.0046993i,0.00087202-0.0041625i,0.0013909-0.0034362i,0.0014471-0.0020665i,0.00096149-0.00011091i,-0.00016039+0.0012472i,-0.00068257+0.0014671i,-7.0318e-05-0.00040926i
0.0032302-0.0015247i,0.003755-0.0033507i,0.0023898-0.0029517i,0.00098143-0.0019962i,-0.00024703-0.00049573i,-0.0018399+0.0021984i,-0.0026183+0.0048291i,-0.0014569+0.0058199i,0.00066163+0.0042916i,0.00186+0.0019259i,0.0018878+0.0017785i,0.0025364+0.0024824i,0.0031424+0.0021319i,0.0019908+0.001479i,0.0008965+0.0016593i,0.0017556+0.0012535i,0.0023761+0.00092373i,0.0019423+0.0009692i,0.00074549+0.00067543i,-0.0010107-0.00015319i,-0.00079292-0.0011368i,0.00038899-0.00091005i,0.0011531-2.6981e-05i
3.7033e-05+0.0045006i,0.0023475+0.003008i,0.0035904+0.0010264i,0.0039535-0.00094253i,0.0044364-0.0020458i,0.0032504-0.0021928i,0.00063512-0.0011313i,-0.0022002+0.00022953i,-0.0041221+0.0011069i,-0.0037904+0.0015498i,-0.0037146+1.9736e-05i,-0.0050026-0.0016759i,-0.0047267-0.0010698i,-0.002641-0.00069275i,-0.0010592-0.00080956i,-0.0015443-0.00075433i,-0.0022405-0.00066078i,-0.0020389-0.00083565i,-0.0017824-0.00046625i,-0.0011285+0.00032787i,-8.9478e-05+0.0012957i,0.00012286+0.0015029i,-0.00040689+6.1726e-05i
-0.0016987-0.0015309i,-0.0018177-0.00098176i,-0.001717-0.0014871i,-0.0024512-0.00072564i,-0.0026883+0.0015209i,-0.0016237+0.0029053i,0.00071035+0.00046844i,0.0015952-0.0039469i,0.00063563-0.0050379i,0.00043679-0.0035344i,0.0015927-0.0034092i,0.0027194-0.0042778i,0.0029873-0.0041941i,0.0022443-0.0018404i,0.0013327-0.00010113i,0.0013907-8.686e-05i,0.0018106-0.00028769i,0.0016456+0.00059822i,0.001961+0.0011657i,0.0022+0.0012113i,0.00010948+0.00086175i,-0.0017355-0.00084927i,-0.0013795-0.0010263i
-0.00080828-0.0002442i,-0.00098378-0.00020645i,0.00069065+0.00051275i,0.002244+0.0015465i,0.0029918+0.00079734i,0.0039788-0.00036563i,0.0056531-0.00049619i,0.0051021-0.0015623i,0.0021964-0.0017575i,0.00026385+0.00054303i,0.00059247+0.002144i,0.0010596+0.0026823i,0.0013952+0.0032918i,0.0017939+0.0023432i,0.0015921+0.0006022i,0.00099914+0.00062562i,-0.0009202+0.0012027i,-0.0022706+0.001459i,-0.0016465+0.0012437i,-0.0012009+0.00060256i,-0.00089864+0.0003269i,-0.00017769+0.00049027i,-2.2167e-05+0.00026573i
0.0018764+0.0021344i,0.0028527+0.0002555i,0.0025312-0.0013056i,0.0013665-0.0016991i,0.00085785-0.00013215i,0.000697+0.001705i,0.0021322+0.0027934i,0.0052788+0.0016032i,0.0050699-0.0009529i,0.0018774-0.0025632i,-0.00076779-0.0024099i,-0.0031102-0.0023031i,-0.0042025-0.0017339i,-0.0032601-0.00057301i,-0.0021505-0.00049019i,-0.0013527-6.4326e-06i,-0.0002854+0.00018402i,8.9078e-05-0.00091682i,-0.00047-0.0019018i,0.00033384-0.0010778i,0.0010403+0.00038272i,0.00035206+0.0013581i,-0.00057316+0.00086753i
-0.0012857+0.0019363i,0.0010861+0.0018863i,0.0011605+0.00084436i,0.00056203-0.0001117i,0.0019344+0.00060346i,0.0030754+0.0026511i,0.0040588+0.0050056i,0.0046114+0.0059712i,0.0029374+0.0047714i,0.0018991+0.0022274i,0.0029421-0.0008773i,0.0036324-0.0024947i,0.0025652-0.0024291i,0.00086895-0.0020226i,0.00050185-0.0014996i,0.00093996-0.0014985i,0.0010202-2.0536e-05i,0.00075827+0.0011905i,-4.0096e-05+0.0010524i,-0.00057489+0.0011335i,-0.00064728+0.00077594i,-8.4698e-05-5.4149e-05i,0.00088677-0.00086838i
-0.0034301-0.001598i,-0.0037376-0.0018642i,-0.0038656-0.00036841i,-0.002659+0.0016583i,-0.0014559+0.002276i,-0.0014335+0.0021548i,-0.0014171+0.0033341i,-0.0014869+0.0032843i,-0.0016578+0.0018973i,-0.0015197+0.001295i,-0.001668+0.0022537i,-0.0017892+0.0027283i,-0.0013852+0.0026565i,0.00024509+0.0022116i,0.001441+0.0010995i,0.00095327-9.6419e-05i,-3.588e-05-0.00046121i,-0.00088889-0.00013714i,-0.0011211+5.2124e-05i,-0.00043771-0.00064675i,0.0011157-0.0013927i,0.0018703-0.0008579i,0.0012006-0.00050079i
-4.7511e-05-4.9014e-05i,0.002155+0.00023087i,0.0026392+0.00029224i,0.0031462+0.00035699i,0.0031705+0.00060594i,0.0022024+0.0016451i,0.0010142+0.002837i,-0.00071122+0.002289i,-0.0014325+0.00058999i,-0.0013719-0.00062547i,-0.0015895-0.002332i,-0.0024463-0.0044542i,-0.0033084-0.00465i,-0.0026955-0.0032159i,-0.00109-0.001955i,-0.00028882-0.0016536i,0.00057615-0.0012232i,0.0018597-0.00054743i,0.0024847-0.00017485i,0.0021062+0.00069421i,0.0012221+0.0016685i,0.00048929+0.0016512i,-0.00029741+0.0011666i
-0.0008365-0.00034833i,-0.00072441-0.00071337i,-0.0007214-0.0017701i,-0.0011351-0.0019027i,-0.00012084-0.00072577i,0.00070451+0.00030184i,0.00015321-0.00063724i,-0.00061952-0.0029066i,-0.0012488-0.0034186i,-0.00084168-0.0015767i,0.0016924-0.00073918i,0.0034733-0.001109i,0.0031111-0.001535i,0.0029902-0.0023359i,0.0025858-0.0020792i,0.0019271-0.0013839i,0.0004247-0.00069309i,-0.00091852-4.4355e-05i,-0.0011949+0.00040462i,-0.0011657+0.00052558i,-0.001171-0.00026265i,-0.0011527-0.0011344i,-0.00071192-0.00079213i
-0.0036712-0.00030818i,-0.0037348+0.00011017i,-0.0029364+0.0018518i,-0.0018144+0.0032165i,5.3042e-05+0.0033259i,0.002496+0.0024437i,0.0032999+0.00081785i,0.0033349-0.0015957i,0.0022286-0.0028201i,0.0010797-0.00068739i,0.00022379+0.0017093i,-0.0010954+0.0024123i,-0.0015116+0.0030513i,-0.00011541+0.0032453i,0.0012296+0.0023961i,0.0009351+0.0016646i,3.509e-05-4.7861e-05i,0.00044766-0.0012503i,0.00077378-0.0012434i,0.0006804-0.00095953i,0.0014233-0.0002698i,0.0016466+7.5536e-05i,0.00071788+0.00071638i
0.00089392-0.00334i,0.00037738-0.0023457i,0.00058414-0.00047206i,0.0011129-0.00032808i,0.00079414-0.00050726i,0.00059263+0.0016757i,0.0020378+0.0031275i,0.0040193+0.0020005i,0.0031591+0.00070356i,0.00095275-2.3278e-06i,8.8752e-05-0.0014115i,-0.00027663-0.0029455i,-0.0012734-0.0027958i,-0.0020763-0.0023258i,-0.0023091-0.0024645i,-0.0020693-0.0017233i,-0.0010309-0.00017335i,-0.00040127+0.00093297i,0.00024956+0.0014853i,0.00022503+0.0021651i,-0.00081527+0.0020457i,-0.0010413+0.0013751i,-0.00057905+0.0011892i
0.0026277-0.00099241i,0.0046229-0.0036977i,0.0043159-0.0053575i,0.0030593-0.0047895i,0.0028677-0.0020834i,0.0035436+0.00063656i,0.0040214+0.0026407i,0.0043878+0.0031882i,0.0038519+0.0015123i,0.001776+0.00073825i,0.0017228+0.0014796i,0.0028206+0.0011294i,0.0025162+0.00046848i,0.0029938+0.00043968i,0.0035094-0.00020749i,0.0024169-0.00048211i,0.00088-0.00056775i,-0.00021793-0.00055325i,-0.0012227+8.7324e-05i,-0.0013981+0.00022024i,-0.00049248-0.00075127i,0.00045881-0.0010597i,0.00020843-0.0010284i
-0.0035391+0.0036059i,-0.0035396+0.0040232i,-0.0022926+0.0030521i,-0.0010769+0.0009531i,-0.00090722+0.00070503i,-0.00040126+0.002116i,2.4714e-05+0.0034216i,4.3099e-05+0.003887i,-0.00060692+0.0031694i,-0.0013894+0.0011814i,-0.0024081+0.00043881i,-0.0036232+0.00067727i,-0.0031541+0.0003992i,-0.0026188+0.00051586i,-0.0023196+0.00053608i,-0.0020468+0.00036231i,-0.0010124+0.00050006i,8.8763e-05+0.00086278i,0.00072829+0.00083047i,0.00069756+0.00037112i,0.00027871-0.0001273i,9.818e-05+0.00025256i,-0.00021568+0.00067279i
0.00052288-0.00066384i,0.0011567+0.00065951i,0.0030245+0.0018237i,0.002697+0.0014695i,0.0017789+0.0001708i,0.00072936+0.00013025i,0.00018993+0.0015912i,-0.00075416+0.0021256i,-0.0014197+0.00072486i,-0.00089823-0.0010275i,0.00018648-0.0032485i,0.00095803-0.005028i,0.00035098-0.0059719i,-0.00055666-0.0062393i,-0.0012419-0.0049947i,-0.00090917-0.0030999i,-0.00038011-0.0013048i,-0.00069571-0.00055225i,-0.00114-0.0006144i,-0.00087634-0.00068419i,-0.00083437-0.00064038i,-0.00063861+0.00012122i,-0.0002984+0.00053578i
-0.0014957+0.0010782i,-0.00061001-0.00011866i,1.8467e-05-0.00084241i,0.00039825+0.00016569i,0.0018069+0.0017561i,0.002489+0.0016016i,0.0010245+0.00043882i,-0.00025748-0.000644i,-0.00074955-5.8291e-05i,0.00049796+0.0011701i,0.0022231+0.00060462i,0.0027894+0.00057654i,0.0030776+0.001097i,0.0042907+0.00097304i,0.0038449+0.00071476i,0.0022352+0.00072555i,0.0011116+0.00043116i,0.00017097-0.00091515i,-8.2077e-05-0.0016348i,-4.8725e-05-0.0010308i,-0.00040731-0.00016428i,-0.0004784+0.00038957i,0.00041684+0.00090074i
-9.5886e-05+0.00013814i,-0.00057482-0.0011186i,-0.0017664-0.0013624i,-0.0022256-0.00098784i,-0.0017367-0.00061206i,0.0010378-0.00019499i,0.0035261-0.00075161i,0.0025837-0.0017747i,1.7211e-05-0.0021874i,-0.00016445-0.0011954i,0.00040044-0.00051744i,-0.0012164-0.00042168i,-0.0032392+0.0014331i,-0.0037308+0.0024742i,-0.0029899+0.0019488i,-0.0016891+0.0014086i,-0.00028073+0.0012581i,0.00031003+0.00087182i,0.00040923+0.00086074i,0.0012252+0.00053951i,0.0014887+0.00046281i,0.00060939+0.00036599i,0.00069332+0.00014185i
