-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
-0.0089991-0.027486i,-0.025204-0.054222i,-0.080956-0.067655i,-0.15701-0.061987i,-0.16864-0.043233i,-0.093769-0.011333i,-0.021228+0.0062818i,0.0016461-0.00063038i,0.0079925-0.0030553i,0.014622+0.0040581i,0.016767+0.0069596i,0.011137+0.0030314i,0.0013732-0.0023655i,-0.0036392-0.0025565i,-0.0027522-0.0013078i,-0.0028514-0.0028111i,-0.0053801-0.0027046i,-0.0053631+0.0016246i,-0.0020295+0.0063586i,0.00073781+0.0061457i,0.0028916+0.0027595i,0.0063065+0.00075005i,0.0088705-8.219e-05i
0.038543-0.012193i,0.073209-0.015558i,0.10402-0.033334i,0.11324-0.048709i,0.077728-0.032032i,0.012331-0.015425i,-0.014799-0.016939i,0.00095737-0.016556i,0.0081978-0.0080791i,0.00087023+0.0051133i,-0.00071256+0.013914i,0.0028863+0.010181i,0.0034838+0.00071954i,0.0018813-0.0053269i,-0.0004451-0.0080868i,-0.0045098-0.0095409i,-0.0082738-0.0069974i,-0.010558-0.0028069i,-0.011941-0.0016041i,-0.012202+0.00046238i,-0.011883+0.0035138i,-0.011967+0.0038306i,-0.010982+0.0042751i
0.010384+0.034169i,0.0050946+0.043501i,-0.0012418+0.010938i,-0.012794-0.058551i,-0.030201-0.10374i,-0.019824-0.078843i,0.0071848-0.027909i,0.018289-0.003876i,0.0092165+0.0012001i,-0.0036479+0.0015964i,-0.0096198-3.0825e-05i,-0.009617+0.00028107i,-0.006234+0.00067458i,-0.0017137-0.00071918i,0.0037367-0.0023993i,0.0075724-0.0036441i,0.0085262-0.0058292i,0.0050183-0.0086658i,-0.0034906-0.0086921i,-0.0087579-0.0058241i,-0.0048202-0.0038312i,0.0015597-0.0020874i,0.0039567+0.00044553i
-0.038283+0.011298i,-0.043416+0.030069i,-0.010574+0.071839i,0.0533+0.11982i,0.090197+0.10672i,0.074296+0.037523i,0.049537-0.0015452i,0.035098+0.0064309i,0.022558+0.0098392i,0.0090328+0.0018756i,-0.00088892-0.00083884i,-0.0044174+0.0024676i,-0.0023315+0.0068168i,0.0014995+0.007152i,0.0044196+0.0047718i,0.0069256+0.0032215i,0.0071677+0.0020279i,0.0056959-0.0014751i,0.0060431-0.0071503i,0.0053715-0.0096668i,0.00014044-0.0071343i,-0.0055708-0.0047213i,-0.0083567-0.004566i
-0.016506-0.043646i,-0.027412-0.072181i,-0.030185-0.097367i,-0.022703-0.11638i,0.0076538-0.10039i,0.032888-0.031195i,0.021527+0.034961i,0.0014295+0.04718i,-0.0037615+0.032336i,0.0032486+0.019447i,0.0083748+0.0094974i,0.0037289+0.0028783i,-0.0024823+0.0013024i,-0.0037026+0.0031129i,-0.0028341+0.0078141i,-0.0019014+0.01182i,0.0012175+0.011337i,0.0045827+0.0082803i,0.0039213+0.0055889i,0.0028776+0.0048658i,0.0047074+0.0040327i,0.0051154+0.0034939i,0.0042374+0.004114i
0.043102-0.020889i,0.059157-0.01338i,0.038271+0.041043i,-0.0014625+0.12851i,-0.019222+0.17719i,-0.012836+0.14147i,-0.014987+0.074243i,-0.025979+0.039717i,-0.019155+0.02387i,-0.0067175+0.010338i,-0.0029695+0.0035187i,-0.0015853-0.00047836i,-0.00073386-0.0044053i,-0.0019681-0.0049588i,-0.0071293-0.0022724i,-0.012545+0.00077957i,-0.013882+0.0026609i,-0.0088338+0.0057824i,0.0023805+0.0087425i,0.009047+0.0071301i,0.0055211+0.0034404i,0.00013946+0.0017236i,-0.0012319-8.9552e-06i
0.027963+0.0369i,0.045597+0.048514i,0.057259+0.002261i,0.060916-0.070378i,0.038822-0.084347i,-0.027192-0.039102i,-0.076164-0.013413i,-0.069794-0.025814i,-0.047266-0.029418i,-0.029137-0.016449i,-0.012598-0.01022i,-0.002678-0.011299i,-0.00096608-0.01213i,-0.0043394-0.011307i,-0.0088912-0.0096395i,-0.010236-0.0094319i,-0.0068482-0.0082i,-0.003113-0.0049566i,-0.0067312-0.0046349i,-0.011556-0.0058913i,-0.0082062-0.0040902i,-0.0022495-0.0007049i,0.00013224+0.0026938i
-0.042389+0.031539i,-0.088466+0.048753i,-0.12626+0.066753i,-0.16858+0.091219i,-0.19453+0.08812i,-0.13449+0.02399i,-0.044174-0.044471i,-0.0069933-0.06019i,-0.0041514-0.043047i,-0.0065817-0.028604i,-0.0095368-0.019298i,-0.0089698-0.0082618i,-0.0060123+9.9355e-05i,-0.0014948+0.0012792i,0.0042458-0.0052072i,0.0066185-0.012547i,0.0034027-0.014325i,-0.00051004-0.0097963i,0.00083795-0.0011597i,0.0043497+0.0038254i,0.0036048-0.00025498i,0.00054228-0.0044758i,-0.0005806-0.0039557i
-0.030365-0.0397i,-0.022424-0.076664i,0.030004-0.088757i,0.10816-0.098122i,0.14403-0.12792i,0.1063-0.13113i,0.067128-0.10255i,0.058915-0.074443i,0.040472-0.054197i,0.013378-0.028642i,0.0024866-0.0035796i,0.0028979+0.0081643i,0.0033988+0.0072322i,0.0033141+0.0017578i,0.0065258-0.0016076i,0.010525-0.0011615i,0.010118+0.0014066i,0.0053192-9.6718e-05i,-0.0024103-0.0071551i,-0.0064071-0.011328i,-0.0033888-0.0076309i,0.00071198-0.0038145i,-0.00023306-0.0026864i
0.046572-0.037191i,0.060003-0.052687i,0.0091809-0.066298i,-0.09124-0.073867i,-0.11341-0.05073i,-0.017916+0.0015974i,0.078604+0.047363i,0.089214+0.052119i,0.058989+0.034967i,0.038813+0.017439i,0.023547+0.0056047i,0.010101+0.0028275i,0.0038278+0.0034218i,0.0030858+0.0053475i,0.0034328+0.0090468i,0.0023412+0.010653i,-0.00025123+0.0081922i,-0.002136+0.0070612i,-0.0015426+0.014256i,0.0015153+0.022333i,0.0032535+0.018759i,0.00089112+0.010239i,0.00012823+0.0053602i
0.050218+0.049525i,0.079963+0.089024i,0.13231+0.12409i,0.21423+0.13846i,0.24044+0.1358i,0.1602+0.11827i,0.061257+0.10061i,0.032408+0.087096i,0.0375+0.055631i,0.028496+0.025063i,0.015013+0.011726i,0.0067722+0.0025596i,0.0046194-0.0049546i,0.0046738-0.0068404i,-0.00083583-0.0036117i,-0.0057552+0.0028124i,-0.0048843+0.0073311i,4.9129e-05+0.0040172i,0.004277-0.0080001i,0.0025204-0.016897i,0.0008994-0.011431i,0.0028868-0.0013227i,0.0030206+0.0026493i
-0.049312+0.053957i,-0.08454+0.057193i,-0.12433+0.0076756i,-0.16846-0.062018i,-0.1974-0.077703i,-0.18753-0.0031786i,-0.14538+0.07421i,-0.10296+0.083842i,-0.064364+0.066352i,-0.02397+0.046243i,0.0010585+0.016891i,0.0049134-0.004258i,0.00029211-0.0046005i,-0.0039736+0.0019418i,-0.0047604+0.0019494i,-0.003232-0.0036748i,-0.0029188-0.0082577i,-0.0055395-0.0060884i,-0.010784+0.003637i,-0.01436+0.011356i,-0.014365+0.01028i,-0.012491+0.0064404i,-0.0088944+0.0050711i
-0.058333-0.038145i,-0.080709-0.040683i,-0.058975+0.01677i,-0.0087155+0.11872i,0.019407+0.15405i,-0.0076385+0.048133i,-0.059187-0.060435i,-0.072849-0.058498i,-0.048272-0.021871i,-0.030655-0.007933i,-0.024782-0.00071912i,-0.016241+0.0047886i,-0.0092328+0.0056269i,-0.0022499+0.0013801i,0.0018929-0.0055518i,0.00053137-0.0070409i,-0.001425-0.0022524i,0.0018398-0.00036063i,0.01042-0.007882i,0.014415-0.014964i,0.010219-0.012351i,0.0059237-0.006159i,0.0039134-0.0030981i
0.0417-0.068858i,0.072053-0.12074i,0.081748-0.17452i,0.063951-0.25653i,0.031669-0.31188i,0.0075058-0.25341i,-0.0040379-0.15991i,-0.023162-0.11763i,-0.045895-0.083747i,-0.041483-0.035852i,-0.019513-0.0034771i,-0.0059575+0.0083103i,-0.0041639+0.0082197i,-0.0084434+0.0047842i,-0.008523+0.0044168i,-0.0042134+0.0032643i,-0.0021756-0.00104i,-0.0048687-0.0035608i,-0.014744+0.0011125i,-0.021371+0.0074424i,-0.017836+0.004416i,-0.013587-0.0038858i,-0.01018-0.0055142i
0.068973+0.048775i,0.092719+0.093819i,0.054274+0.14645i,0.004808+0.22272i,0.035627+0.26437i,0.12724+0.17535i,0.1706+0.032587i,0.1305-0.033351i,0.075385-0.036452i,0.037766-0.033607i,0.009966-0.025745i,-0.0020889-0.012026i,3.5852e-06-0.0050819i,0.00439-0.0048875i,0.0043969-0.0051989i,0.0012684-0.0039934i,-0.0010031-0.00080449i,0.0054137+0.0029307i,0.021275+0.0036722i,0.032631-5.668e-05i,0.028334-0.0027251i,0.018055+1.1917e-05i,0.0112+0.0027351i
-0.045096+0.07107i,-0.058654+0.099994i,0.0046918+0.06419i,0.10981-0.019191i,0.13721-0.052455i,0.079794+0.015271i,0.045028+0.084976i,0.057796+0.059031i,0.047726+0.002938i,0.018402-0.0065184i,0.009825+0.00037328i,0.0068705-0.0043235i,0.00029394-0.0083659i,-0.00347-0.006951i,-0.0047123-0.0046292i,-0.0003614-0.0050795i,0.0052895-0.0068492i,0.0028296-0.0077175i,-0.0096383-0.0081645i,-0.021146-0.0067935i,-0.017818-0.0065951i,-0.0091742-0.0094961i,-0.0064949-0.0072748i
-0.080321-0.047134i,-0.1388-0.079281i,-0.21346-0.052464i,-0.3144+0.049176i,-0.35696+0.15293i,-0.25778+0.19063i,-0.10579+0.16521i,-0.015364+0.12937i,0.019612+0.093399i,0.027042+0.044586i,0.017083+0.0026962i,0.0091544-0.015682i,0.0064636-0.012832i,0.008374-0.00024699i,0.012893+0.0049328i,0.011161+0.0037237i,0.0047846+0.0062028i,0.0012089+0.013065i,0.0085933+0.021104i,0.018172+0.022318i,0.015138+0.018946i,0.0071781+0.01701i,0.0031637+0.011437i
0.050233-0.08186i,0.10506-0.11129i,0.15607-0.10256i,0.19055-0.11117i,0.15956-0.16521i,0.016837-0.18691i,-0.10856-0.11278i,-0.096074-0.021173i,-0.033713+0.0034227i,-0.014308+0.00051774i,-0.011323+0.0092026i,-0.0016926+0.015563i,0.0038918+0.010951i,0.00078601+0.0015282i,-0.0048261-0.0016375i,-0.0054748+0.0039725i,-0.0034968+0.0060881i,-0.0059853-0.0056113i,-0.017681-0.021102i,-0.028194-0.023266i,-0.023005-0.015145i,-0.010309-0.009633i,-0.003854-0.0068485i
0.087059+0.055199i,0.10781+0.074732i,0.046432+0.016833i,-0.072704-0.10566i,-0.13734-0.17029i,-0.090484-0.13997i,-0.030327-0.088415i,-0.041104-0.04151i,-0.049741+0.010366i,-0.011842+0.028597i,0.013214+0.017534i,0.014449+0.013637i,0.011908+0.013838i,0.0054907+0.012694i,-0.00092493+0.010717i,-0.0063707+0.0053241i,-0.010042+0.00012202i,-0.0097973+0.0026254i,-0.0045683+0.014098i,0.0016695+0.022399i,0.0020413+0.020675i,-0.00089554+0.017245i,0.00073913+0.014859i
-0.058694+0.1082i,-0.087844+0.16327i,-0.032226+0.20276i,0.14402+0.22841i,0.30849+0.18451i,0.30944+0.041322i,0.17311-0.080487i,0.054171-0.092057i,0.0099056-0.057961i,-0.0042911-0.027354i,-0.012023-0.0019254i,-0.017181+0.012464i,-0.015881+0.011955i,-0.0093058-0.0016475i,-0.0056693-0.011931i,-0.0041551-0.012541i,-0.0010244-0.0099076i,0.0064979-0.011256i,0.01176-0.023977i,0.0085067-0.03617i,0.0035673-0.032007i,0.0027801-0.018555i,0.0014013-0.009302i
-0.11259-0.060901i,-0.15086-0.11907i,-0.12998-0.17197i,-0.10537-0.17787i,-0.10809-0.097404i,-0.071486+0.047411i,0.014422+0.10731i,0.037858+0.037946i,-0.010719-0.010074i,-0.025707+0.0032591i,-0.006205+0.0042208i,-0.0021362-0.0080072i,-0.0084932-0.0070168i,-0.010164+0.0015853i,-0.0061333+0.0058549i,0.00044041+0.003215i,0.001524+0.0012401i,-0.0042114+0.0069685i,-0.0085614+0.020478i,-0.0069217+0.029555i,-0.0044198+0.021896i,-0.0078644+0.0097727i,-0.01053+0.0060312i
0.051669-0.1188i,0.083068-0.15278i,0.067914-0.057711i,0.012405+0.13435i,-0.0085588+0.25464i,0.014954+0.19841i,0.030205+0.083216i,0.047157+0.028285i,0.056989-0.0040989i,0.030173-0.030904i,-0.0007785-0.034495i,-0.011958-0.031856i,-0.010588-0.024698i,0.0023361-0.012727i,0.011981-0.0075931i,0.0098769-0.0035954i,0.0076581+0.00053355i,0.012372-0.0018554i,0.020726-0.011854i,0.021641-0.021336i,0.014342-0.018587i,0.0083854-0.01058i,0.0043576-0.0081345i
0.13907+0.055186i,0.2222+0.086575i,0.23352+0.052525i,0.15666-0.083281i,0.0066532-0.20172i,-0.1281-0.14976i,-0.12887-0.0067722i,-0.045761+0.045528i,-0.0030815+0.015697i,-0.003723+0.0039927i,0.0052327+0.0088514i,0.018196+0.002792i,0.017256-0.0046453i,0.0051148-0.0034443i,-0.0050358+0.0013249i,-0.0052665+0.0024852i,-0.0031421+0.0001776i,-0.0083102-0.0028017i,-0.021719+0.0015093i,-0.02765+0.0114i,-0.018528+0.012324i,-0.0081537+0.0057152i,-0.0021892+0.0026334i
-0.058498+0.14452i,-0.11839+0.23393i,-0.18956+0.24612i,-0.21456+0.21461i,-0.12528+0.1763i,0.0049224+0.084323i,0.04028-0.0093764i,0.015444-0.0035334i,0.02537+0.034551i,0.03328+0.022484i,0.014238+0.0087336i,0.0093709+0.0073122i,0.0098621-4.8769e-05i,0.0050271+4.8139e-06i,0.0044737+0.0021404i,0.0032153+9.2118e-05i,0.0018825+0.001135i,0.00751+0.0067126i,0.020849+0.0084629i,0.028962+0.0020061i,0.023406-0.0024358i,0.014855+6.5254e-05i,0.010409+0.0014245i
-0.16009-0.054919i,-0.24795-0.084631i,-0.19844-0.091393i,-0.032064-0.096788i,0.064201-0.12056i,0.029103-0.11292i,-0.030898-0.054945i,-0.046191-0.012538i,-0.038506-0.0022847i,-0.029185+0.0090568i,-0.016778+0.024492i,-0.003494+0.033647i,0.002179+0.026692i,-0.0051454+0.0093671i,-0.012081-0.00043659i,-0.01067-0.0018515i,-0.0096568-0.00075246i,-0.013394+0.00018347i,-0.022326+0.00057173i,-0.026652+0.0037332i,-0.0189+0.0079592i,-0.0090652+0.007803i,-0.0043867+0.0057799i
0.04397-0.1715i,0.056098-0.29934i,0.00081027-0.33995i,-0.10904-0.23953i,-0.14799-0.051613i,-0.059859+0.083191i,0.032991+0.062834i,0.024165+0.0017332i,-0.0077993+0.0071806i,0.0090774+0.010036i,0.015499-0.014829i,0.00075676-0.01789i,-0.0010201-0.0044372i,0.0034244+0.0020348i,0.0053534+0.0026402i,0.0021922-0.00039057i,-0.0037859-0.0022538i,-0.0054462+0.0025187i,0.00084873+0.010831i,0.0090843+0.013653i,0.0082404+0.0089803i,0.002469+0.0047027i,-0.00022456+0.0027248i
0.17457+0.038956i,0.2982+0.062046i,0.34633+0.060291i,0.30623+0.021567i,0.20425-0.053586i,0.059301-0.11092i,-0.038165-0.078522i,-0.037912-0.030705i,-0.021985-0.028625i,-0.023018-0.02007i,-0.014958-0.0072129i,-0.014337-0.0015054i,-0.0099489+0.007737i,0.0054148+0.0040795i,0.010051-0.0082872i,0.0082521-0.013381i,0.008431-0.014688i,0.0063453-0.023205i,-0.0038011-0.035968i,-0.018542-0.033528i,-0.021324-0.016293i,-0.013061-0.0022985i,-0.0083952+0.0030524i
-0.025892+0.18096i,-0.012599+0.27622i,0.041479+0.24825i,0.067008+0.10728i,0.013049+0.012484i,-0.018873+0.030156i,0.022977+0.050549i,0.042568+0.021361i,0.014063+0.0071295i,0.00031947+0.018874i,0.0087651+0.013721i,0.0081213-0.0056192i,-0.00096792-0.011429i,-0.0052135-0.0016324i,-0.0028452+0.010141i,0.0057023+0.013833i,0.012709+0.0095093i,0.01182+0.0071214i,0.010836+0.010651i,0.011722+0.0087839i,0.0063541+3.9893e-05i,-0.0026821-0.0041526i,-0.0043984-0.0026937i
-0.18058-0.014789i,-0.28008+0.02259i,-0.27729+0.13167i,-0.13673+0.22619i,0.056195+0.16885i,0.12733+0.0085294i,0.051875-0.0669i,0.0021085-0.036672i,0.013309-0.024997i,-0.0045842-0.029396i,-0.026554-0.0063217i,-0.022761+0.0026741i,-0.022866-0.0031173i,-0.0203+0.0014261i,-0.0090432+0.0075368i,-0.00075609+0.013563i,0.0030559+0.018881i,0.0085353+0.016608i,0.015838+0.0038643i,0.013607-0.0080465i,0.0064193-0.0090866i,0.0025337-0.0066474i,-0.00137-0.0041166i
0.012921-0.16997i,-0.013677-0.24367i,-0.068643-0.21463i,-0.10488-0.1018i,-0.10565+0.0244i,-0.071382+0.10513i,-0.0039706+0.10263i,0.032183+0.048848i,0.02611+0.014584i,0.021622+0.0026588i,0.02049-0.0051352i,0.020104-0.0093647i,0.012218-0.014317i,-0.0075601-0.013456i,-0.022359-0.0074605i,-0.028693-0.0021563i,-0.028342+0.004011i,-0.024441+0.010969i,-0.020211+0.020944i,-0.0088373+0.025036i,0.0054575+0.015054i,0.010111+0.0023027i,0.008743-0.0032287i
0.16538+0.0224i,0.20226-0.018147i,0.10329-0.086248i,-0.048433-0.090531i,-0.079237-0.017455i,0.0026337+0.014005i,0.030951-0.023748i,0.0011565-0.037223i,0.0032568-0.021614i,0.017695-0.028013i,0.0093339-0.033932i,0.0019639-0.02065i,0.0076224-0.0083503i,0.01426-0.0088742i,0.012263-0.015458i,0.00051883-0.019576i,-0.01008-0.015821i,-0.0099576-0.0081437i,-0.002381-0.0069692i,0.001309-0.0081949i,-0.00054136-0.0022967i,0.00074338+0.0055337i,0.0027555+0.0055211i
-0.03976+0.15876i,-0.0021429+0.19414i,0.066605+0.10566i,0.065404-0.04071i,-0.05029-0.10613i,-0.14521-0.045423i,-0.10186+0.043705i,-0.021301+0.05936i,-0.0098844+0.037773i,-0.01128+0.040854i,0.010826+0.041429i,0.026173+0.031837i,0.032169+0.021745i,0.029532+0.0028108i,0.019573-0.016699i,0.012204-0.027026i,0.0080518-0.027933i,0.0014331-0.027365i,-0.011017-0.024969i,-0.018919-0.013546i,-0.013777-0.0030781i,-0.0061793+0.0017004i,-0.0018455+0.0041685i
-0.15545-0.059053i,-0.18051-0.051867i,-0.088085-0.033665i,0.035425-0.045246i,0.092856-0.061536i,0.088191-0.04778i,0.050955-0.035583i,0.01501-0.027968i,0.0046331-0.0099747i,0.00070785+0.00028753i,-0.0075143+0.0047586i,-0.01118+0.0077159i,-0.010533+0.011696i,-0.0029641+0.024066i,0.011116+0.032748i,0.020043+0.027068i,0.016442+0.013235i,0.0081224+0.0059911i,0.0085229+0.0066792i,0.011868+0.0036582i,0.0050456-0.0028936i,-0.0048873-0.0045119i,-0.0073987-0.00087972i
0.076784-0.15618i,0.082685-0.17032i,0.069362-0.053517i,0.078682+0.063385i,0.071482+0.037481i,0.0045845-0.030122i,-0.047045-0.0049674i,-0.031846+0.044583i,-0.010686+0.043104i,-0.014889+0.030769i,-0.018441+0.02839i,-0.02087+0.020306i,-0.025839+0.010242i,-0.024107+0.0054813i,-0.013124+0.0040121i,0.00037732+0.0027856i,0.01032+0.0014913i,0.014859+0.00037451i,0.010477-0.00058962i,0.0029628+0.0015671i,0.0038865+0.0053809i,0.0070907+0.003058i,0.0050518-0.0009179i
0.15235+0.094135i,0.18584+0.12118i,0.10888+0.10774i,0.030339+0.10559i,0.052759+0.13108i,0.097236+0.10417i,0.082699+0.015053i,0.0342-0.033725i,0.013356-0.023291i,0.018255-0.02007i,0.010782-0.034239i,-0.0057437-0.038877i,-0.018174-0.030072i,-0.0278-0.013087i,-0.031941+0.0056735i,-0.027073+0.017255i,-0.017027+0.018305i,-0.010489+0.014386i,-0.0076261+0.014158i,-0.0034725+0.015011i,0.00089858+0.013298i,0.0034451+0.011057i,0.002739+0.0074515i
-0.11902+0.15234i,-0.17743+0.18859i,-0.19528+0.12074i,-0.19002+0.027909i,-0.16683-0.017758i,-0.10795-0.025581i,-0.056962-0.0073629i,-0.043455+0.0031939i,-0.046892-0.0040625i,-0.042598-0.0056952i,-0.025489+0.00012877i,-0.0092629+0.0021962i,0.0040003-0.0034065i,0.01397-0.019671i,0.013483-0.029253i,0.011724-0.018579i,0.013113-0.00046231i,0.015725+0.0067269i,0.015536-0.001575i,0.0049617-0.0094172i,-0.0073804-0.0054058i,-0.010887+0.0026778i,-0.0056398+0.00695i
-0.15995-0.13798i,-0.21048-0.19947i,-0.15347-0.1898i,-0.067896-0.12313i,-0.043544-0.037772i,-0.032982+0.026069i,0.0074895+0.024449i,0.038086-0.015156i,0.03314-0.035701i,0.023462-0.02694i,0.02817-0.011953i,0.033153-0.0030172i,0.029076+0.0021045i,0.017196+0.0055804i,-0.0025253+0.0069777i,-0.02145+0.0052213i,-0.02844-0.00090938i,-0.026127-0.0081109i,-0.021001-0.010007i,-0.016527-0.0083237i,-0.014454-0.0062198i,-0.011756-0.0035289i,-0.0099661-0.0029716i
0.15971-0.17878i,0.23845-0.25065i,0.22774-0.23071i,0.14868-0.16328i,0.085292-0.12139i,0.034869-0.093135i,-0.014075-0.04729i,-0.033147-0.0089566i,-0.022057-0.0067231i,-0.017569-0.011372i,-0.022279-3.6297e-05i,-0.018451+0.0086171i,-0.006902+0.01239i,0.0092865+0.015733i,0.023991+0.010458i,0.022264+0.0011087i,0.0067971-0.00088639i,-0.0036194+0.0061016i,-0.0010243+0.012575i,0.0055679+0.0092407i,0.0050063-0.0019278i,0.0010011-0.0093109i,0.00047194-0.0065548i
0.18336+0.17105i,0.25882+0.24364i,0.23648+0.23391i,0.15754+0.16822i,0.093145+0.10805i,0.065281+0.059324i,0.058597+0.015427i,0.054898-0.0031028i,0.044082+0.0060333i,0.029499+0.014721i,0.017422+0.013046i,0.0072821+0.0032424i,-0.013804-0.0055984i,-0.036041-0.0053159i,-0.043385-0.011168i,-0.037715-0.025328i,-0.024017-0.033572i,-0.01284-0.032822i,-0.0113-0.02476i,-0.0089106-0.013152i,0.00024997-0.0029133i,0.007399+0.00041363i,0.0075819-0.0029932i
-0.17588+0.20735i,-0.22548+0.30773i,-0.17247+0.28949i,-0.078049+0.16829i,-0.028474+0.0612i,-0.0061031+0.026613i,0.0072502+0.017692i,-0.0042876+0.00045106i,-0.019515-0.015225i,-0.024226-0.022923i,-0.026933-0.025548i,-0.024587-0.021457i,-0.012614-0.016966i,0.0041652-0.012564i,0.020907-0.0022048i,0.031257+0.010645i,0.026499+0.01889i,0.013153+0.019612i,0.0057372+0.016573i,0.0049112+0.0095387i,0.0035591-0.00014599i,-0.00060691-0.0022158i,-0.0016499+0.0036435i
-0.21577-0.19605i,-0.33721-0.253i,-0.34995-0.20525i,-0.25374-0.099395i,-0.13916-0.021151i,-0.062209+0.022318i,0.0068774+0.050603i,0.059018+0.045857i,0.063241+0.027354i,0.04725+0.015589i,0.033157+0.010497i,0.022655+0.011399i,0.016859+0.0052289i,0.0076301-0.011093i,-0.0011855-0.02201i,0.00086101-0.024226i,0.012582-0.023993i,0.025573-0.024721i,0.025941-0.025106i,0.013307-0.01754i,0.0031459-0.004752i,0.0009783+0.0012227i,0.0020584+0.00076416i
0.20228-0.21238i,0.2368-0.31402i,0.16561-0.27453i,0.074164-0.1402i,0.015121-0.055478i,-0.037889-0.030519i,-0.074186+0.0005846i,-0.048005+0.022836i,0.0017208+0.012651i,0.027655+0.0017446i,0.031273-0.0074831i,0.019461-0.013114i,0.012486+0.0016254i,0.020942+0.026807i,0.025581+0.046859i,0.017286+0.05317i,0.002911+0.042919i,-0.0091616+0.029591i,-0.012957+0.024015i,-0.0084457+0.020098i,-0.00069304+0.01129i,0.00061614+0.0014458i,-0.0054758+0.0013837i
0.21422+0.18911i,0.34467+0.18223i,0.33739+0.045145i,0.20313-0.049016i,0.10239-0.012716i,0.084404+0.023085i,0.063134+0.0081331i,0.016793+0.021011i,-0.0033556+0.055485i,-0.0021266+0.063892i,-0.0014447+0.053928i,0.00060318+0.034396i,-0.0064759+0.0080941i,-0.023093-0.014731i,-0.027543-0.030574i,-0.014929-0.036644i,0.0016988-0.026481i,0.013333-0.010584i,0.016651-0.0046377i,0.010178-0.0030355i,0.0018426+0.0044108i,0.0044279+0.010309i,0.0097402+0.0032693i
-0.20804+0.21276i,-0.23036+0.35164i,-0.13698+0.35338i,-0.053947+0.20127i,-0.039541+0.043749i,-0.052123-0.033747i,-0.065683-0.057846i,-0.072878-0.056145i,-0.07473-0.041308i,-0.066538-0.021471i,-0.03948-0.0061198i,-0.01113-0.0054927i,-0.0072164-0.0068122i,-0.018183+0.0019239i,-0.030083+0.019036i,-0.038462+0.03526i,-0.040122+0.034059i,-0.041366+0.018117i,-0.040963+0.0059638i,-0.029953+0.0014318i,-0.014214-0.0014582i,-0.0058908-0.0042338i,-0.0076656-0.0033493i
-0.1732-0.2147i,-0.24381-0.22099i,-0.1653-0.093306i,-0.011922+0.007872i,0.029399+0.02046i,0.016149+0.05983i,0.046978+0.084556i,0.03845+0.040946i,-0.016116+0.0027073i,-0.043834-0.010695i,-0.047287-0.014679i,-0.036417-0.0069022i,-0.0047875-0.010069i,0.024644-0.030502i,0.036389-0.049004i,0.034835-0.051196i,0.026255-0.033156i,0.022362-0.0083007i,0.025336+0.0044981i,0.021797+0.0015488i,0.0081994+0.00067654i,0.0030425+0.0096442i,0.014491+0.012172i
0.19645-0.15867i,0.1339-0.24022i,-0.081136-0.22813i,-0.19929-0.13593i,-0.12277-0.090393i,-0.066506-0.12528i,-0.073484-0.1139i,-0.038417-0.063289i,0.010234-0.048118i,0.026963-0.044444i,0.023686-0.033405i,0.010099-0.019327i,0.00034641+0.0058603i,-0.0012129+0.030737i,-0.0082113+0.038502i,-0.024034+0.028943i,-0.032952+0.0087642i,-0.026821-0.012937i,-0.019649-0.022224i,-0.015394-0.015921i,-0.010831-0.0068191i,-0.01195-0.002697i,-0.016801+0.00053971i
0.15929+0.22078i,0.26471+0.21508i,0.2969+0.11914i,0.21189+0.096648i,0.096287+0.15797i,0.050249+0.17303i,0.043763+0.12533i,0.039843+0.070131i,0.029136+0.032621i,0.018156+0.017916i,0.012031+0.0083505i,0.00095225+0.0029242i,-0.0046091+0.010013i,0.0098656+0.012942i,0.033762+0.0034814i,0.051549-0.0078291i,0.049863-0.0097773i,0.030713+0.00041775i,0.012616+0.012677i,0.0021015+0.013857i,-0.0073209+0.0073293i,-0.013187+0.0071198i,-0.0062754+0.014044i
-0.23613+0.093831i,-0.2342+0.084278i,-0.12686-0.03227i,-0.040544-0.17156i,0.016768-0.21118i,0.079994-0.17706i,0.087381-0.15623i,0.049723-0.11773i,0.035758-0.066967i,0.021636-0.031306i,0.0076967+0.0070974i,0.012162+0.016866i,-0.0066495-0.0028487i,-0.047286-0.0057639i,-0.068809+0.0016111i,-0.066685+0.00042501i,-0.049341-0.0047599i,-0.025121-0.013071i,-0.010825-0.019816i,-0.0061266-0.017489i,-0.0025295-0.016664i,-0.0041283-0.024465i,-0.01222-0.027738i
