-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
0.04803-0.2616i,0.051843-0.31016i,0.041364-0.176i,0.037165-0.0326i,-0.0063807-0.013043i,-0.071227-0.015577i,-0.062375+0.012898i,-0.017039+0.024634i,-0.0065017+0.022688i,-0.010069+0.01848i,-0.0075541+0.012156i,0.00076374+0.011088i,0.01129+0.0070025i,0.015807+0.0015308i,0.017557+0.0010945i,0.017144+0.0030049i,0.012702+0.0033431i,0.0018684+0.00039516i,-0.020757-0.0011095i,-0.043574+0.00070083i,-0.046352-0.0027359i,-0.033403-0.0096316i,-0.019248-0.010342i
0.17724+0.20127i,0.22664+0.24474i,0.15204+0.18651i,0.079652+0.14712i,0.13394+0.13052i,0.19176+0.040716i,0.12689-0.035714i,0.043975-0.025543i,0.019371-0.00095496i,0.013333+0.0034386i,0.0089695-0.0018483i,0.0019004-0.010601i,-0.0067965-0.0096883i,-0.0086069-0.0033884i,-0.0093647-0.002789i,-0.012618-0.0069817i,-0.012837-0.0076477i,-0.0043778-0.0040534i,0.017173-0.00052492i,0.040362+0.0011588i,0.044356+0.0038104i,0.029716+0.0091501i,0.015174+0.011492i
-0.26913+0.015658i,-0.31787+0.030404i,-0.17129-0.005909i,-0.026286-0.091493i,-0.046012-0.10316i,-0.092456-0.012522i,-0.058393+0.034531i,-0.014754+0.014918i,0.0022169+0.0033457i,0.0051427+0.0055836i,0.0042932+0.009561i,0.0096315+0.0070934i,0.011038-0.0034302i,0.0062914-0.0093914i,0.001789-0.010745i,-0.00049924-0.0073483i,-0.0017919-0.0015638i,-0.0062259+0.000327i,-0.0131+0.00067561i,-0.017694-0.0011101i,-0.015558-0.0065587i,-0.0096485-0.011622i,-0.00369-0.012379i
0.14693-0.23038i,0.16053-0.29414i,0.081852-0.18582i,0.05134-0.055212i,0.087902-0.090213i,0.064662-0.16926i,0.017205-0.12664i,0.011803-0.056531i,0.011385-0.037998i,0.0042508-0.032326i,-0.0049535-0.023327i,-0.016406-0.007231i,-0.015989+0.0076195i,-0.0092185+0.011443i,-0.0058616+0.012949i,-0.0019406+0.013454i,0.0016138+0.010588i,0.0038439+0.0056855i,0.00083255-0.0040129i,-0.010889-0.015599i,-0.021852-0.016663i,-0.022024-0.0069002i,-0.015714-4.296e-05i
0.08884+0.25654i,0.13369+0.30059i,0.080811+0.14384i,-0.074912+0.0078852i,-0.15957+0.078899i,-0.091797+0.16292i,-0.02502+0.11405i,-0.019686+0.046278i,-0.016412+0.021075i,-0.0078449+0.010511i,-0.00078958+0.003885i,0.0035283-0.0056395i,0.00010192-0.013252i,-0.0058944-0.012779i,-0.0078815-0.0081528i,-0.0028337-0.0061541i,0.0038092-0.010413i,0.0068885-0.011162i,0.01277+0.0012189i,0.020665+0.02227i,0.020984+0.033747i,0.01395+0.028747i,0.0079457+0.020259i
-0.25866-0.083805i,-0.34372-0.065598i,-0.21602+0.023361i,-0.011856+0.026078i,0.022494-0.08337i,-0.047028-0.12272i,-0.043111-0.075602i,-0.014568-0.042331i,-0.01773-0.022281i,-0.021625-0.0064136i,-0.019986+0.0043783i,-0.0094432+0.017591i,0.0070862+0.019052i,0.014046+0.0098376i,0.011685+0.0028475i,0.0043371+0.0011993i,-0.0037223+0.0025162i,-0.011788+7.3881e-05i,-0.024334-0.011639i,-0.03154-0.024019i,-0.022481-0.025227i,-0.0065047-0.017994i,0.0016995-0.011755i
0.23268-0.14657i,0.27578-0.22444i,0.10779-0.16298i,-0.056538+0.054468i,-0.004246+0.21415i,0.087426+0.18253i,0.065767+0.098352i,0.03107+0.059831i,0.027781+0.038374i,0.024231+0.020723i,0.019167+0.0057231i,0.0092428-0.0056983i,-0.0010459-0.0029419i,-0.0021529+0.0042619i,0.0018012+0.0041892i,0.0033657-0.0012957i,0.0014513-0.0032814i,0.0013264+0.0010863i,0.0079143+0.0073967i,0.01536+0.011057i,0.014716+0.0081896i,0.0077991+0.0024212i,0.0025798-0.0017763i
-0.027112+0.28282i,0.030419+0.39037i,0.16211+0.24473i,0.18914-0.039966i,0.055584-0.14864i,-0.047441-0.084312i,-0.05499-0.040516i,-0.046799-0.027601i,-0.040224-0.0082237i,-0.027386+0.0059199i,-0.011401+0.016153i,0.0078893+0.014167i,0.013383+2.7784e-05i,0.0054629-0.0085888i,-0.0020992-0.0075129i,-0.0049663-0.0021859i,-0.0025283+0.00047452i,0.0014226+0.0010188i,0.0019272+0.0065528i,0.0020821+0.015942i,0.0045784+0.019615i,0.0076182+0.014431i,0.007422+0.0077588i
-0.19326-0.20308i,-0.32692-0.24853i,-0.31542-0.079169i,-0.097651+0.11656i,0.12506+0.098539i,0.16942+0.0049278i,0.12072-0.0024642i,0.08136+0.00051517i,0.047781-0.020919i,0.021315-0.029899i,0.0020274-0.027793i,-0.013339-0.014877i,-0.01373-0.0010574i,-0.0050169+0.0019327i,-0.00023109+0.0006427i,-0.0011068-0.00090386i,-0.0032382-0.0005704i,-0.0040465-0.0025077i,-0.0045827-0.016991i,-0.0043576-0.037904i,-0.0046239-0.044256i,-0.0062904-0.033408i,-0.0062208-0.019649i
0.28813-0.012991i,0.42423-0.10197i,0.29659-0.25785i,-0.029966-0.30936i,-0.21796-0.18118i,-0.18181-0.059525i,-0.10757-0.026112i,-0.064384+0.0027531i,-0.028343+0.029281i,-0.0050084+0.030788i,0.0081792+0.017245i,0.011501-0.00028506i,0.0051035-0.0071357i,-0.0010554-0.003795i,-0.00042112+0.000539i,0.0058001+0.0023472i,0.010638-0.00018622i,0.0095711-0.00044506i,0.0057504+0.012446i,0.0022182+0.028617i,-0.0014682+0.030162i,-0.0030954+0.01974i,-0.0024368+0.011138i
-0.18147+0.23156i,-0.22298+0.41786i,-0.054088+0.46905i,0.17854+0.29992i,0.21485+0.072396i,0.12295-0.031318i,0.072699-0.04535i,0.040104-0.050806i,0.0048955-0.038796i,-0.013272-0.019358i,-0.022602-0.0049326i,-0.017675+0.0071372i,-0.0039165+0.0063721i,0.0015345-0.0019304i,-0.0011671-0.0053521i,-0.0072174-0.0054103i,-0.011811-0.0046225i,-0.011361-0.0059289i,-0.010375-0.010573i,-0.012397-0.009702i,-0.013414-0.00094641i,-0.0088232+0.0076923i,-0.0016483+0.0094225i
-0.050813-0.28983i,-0.16919-0.46294i,-0.34454-0.39405i,-0.42165-0.10183i,-0.3152+0.1079i,-0.17366+0.12627i,-0.096258+0.094691i,-0.030755+0.069546i,0.020174+0.033066i,0.033728+0.0036285i,0.026302-0.0092667i,0.012619-0.010273i,0.0046944-0.0029359i,0.0032689+0.0029112i,0.0033636+0.0033508i,0.0018018+0.00024008i,-0.0023205-0.00127i,-0.0047482-0.00098197i,0.00018651-0.0057861i,0.0089536-0.0159i,0.013911-0.022031i,0.011694-0.021477i,0.0054655-0.017631i
0.25309+0.15746i,0.48105+0.21557i,0.60206+0.089626i,0.49679-0.12794i,0.27314-0.19021i,0.11437-0.12494i,0.037583-0.081525i,-0.0084425-0.051299i,-0.024742-0.020454i,-0.020381-0.0014332i,-0.011371+0.013565i,-0.0020245+0.016484i,-0.0024351+0.0074347i,-0.0083236+0.00077678i,-0.007897+0.0015013i,-0.0011342+0.0046938i,0.0049071+0.0054773i,0.0042638+0.0065296i,-0.0034187+0.016439i,-0.011766+0.030787i,-0.012888+0.034836i,-0.0067447+0.027981i,-0.0020561+0.017062i
-0.2833+0.075813i,-0.49121+0.19233i,-0.50608+0.35393i,-0.2805+0.43464i,-0.054638+0.34478i,0.02762+0.2128i,0.047726+0.13001i,0.045272+0.054184i,0.018633-0.002325i,-0.0031486-0.019374i,-0.010095-0.020113i,-0.0081808-0.014972i,-0.0010217-0.0097204i,0.0038943-0.0088774i,0.002495-0.0080956i,-0.0019519-0.0060068i,-0.0046422-0.0040356i,-0.0025473-0.0055806i,0.0023296-0.01362i,0.0058306-0.02098i,0.0055577-0.0204i,0.0023818-0.014928i,-0.00054717-0.0072616i
0.13436-0.26034i,0.21539-0.50688i,0.15194-0.67439i,-0.023756-0.62369i,-0.098371-0.41609i,-0.061301-0.23467i,-0.03994-0.12458i,-0.033607-0.040761i,-0.01901+0.010633i,-0.0056396+0.025242i,0.0063632+0.020655i,0.0098169+0.014114i,0.0057362+0.014592i,0.0040285+0.014907i,0.0048576+0.010452i,0.0061459+0.0044442i,0.0056514-0.0011303i,0.0029458-0.0028932i,0.0043791-0.0014988i,0.013668-0.0014816i,0.021812-0.0044167i,0.020865-0.007777i,0.013667-0.0082913i
0.091792+0.2698i,0.18963+0.51579i,0.30704+0.61691i,0.35272+0.47396i,0.26401+0.25313i,0.14794+0.10651i,0.086069+0.024622i,0.037677-0.014941i,7.8414e-05-0.0096693i,-0.013354+0.0061246i,-0.016638+0.0082272i,-0.01351+0.0019493i,-0.0079988-0.0054312i,-0.0050624-0.0084891i,-0.0030763-0.0074547i,-0.0010377-0.004259i,0.0018371-0.0014004i,0.00031568-0.0016031i,-0.0099942-0.00033388i,-0.024678+0.0054776i,-0.032919+0.010185i,-0.028494+0.011982i,-0.01549+0.011293i
-0.24833-0.12312i,-0.4934-0.23944i,-0.65477-0.25616i,-0.60074-0.14797i,-0.40702-0.063289i,-0.23845-0.035172i,-0.13755-0.0030807i,-0.054586+0.017639i,0.0025411+0.0085682i,0.019349-0.0047424i,0.015724-0.0084076i,0.011017-0.0044297i,0.011111-0.0010913i,0.0090903-0.0011543i,0.0035063-0.002366i,-0.004373-0.004688i,-0.011171-0.0053923i,-0.0093345-0.0047203i,0.00063289-0.0092547i,0.010764-0.017757i,0.012907-0.020919i,0.0095666-0.017678i,0.0053265-0.013421i
0.24979-0.086162i,0.51197-0.15428i,0.66275-0.20864i,0.56748-0.20119i,0.35283-0.12043i,0.17764-0.048593i,0.07307-0.025712i,0.020394-0.0093256i,0.0075325+0.0010331i,0.0073362-0.00033023i,0.0010894+0.001541i,-0.0068685+0.0038022i,-0.013518+0.0025173i,-0.016178+0.0019346i,-0.010925+0.005106i,-0.0022993+0.0084049i,0.0018941+0.007184i,-0.00083332+0.0062756i,-0.005573+0.011502i,-0.0060512+0.019134i,-0.0017855+0.022807i,0.0028189+0.019924i,0.0034269+0.010513i
-0.10937+0.22159i,-0.25312+0.43913i,-0.34535+0.5658i,-0.30364+0.49119i,-0.20533+0.30791i,-0.11515+0.17331i,-0.031853+0.10064i,0.0093835+0.035609i,0.0048723-0.0065407i,-0.0061021-0.014799i,-0.0051618-0.011084i,0.0011012-0.0090286i,0.0045516-0.010461i,0.0048658-0.012316i,0.0034924-0.009833i,0.0021657-0.0037441i,0.0025126+0.0013184i,0.0031708+0.0013568i,-0.0017105-0.001163i,-0.013353-0.0022836i,-0.021305-0.0030608i,-0.02132-0.0019929i,-0.017565+0.001029i
-0.070259-0.22386i,-0.1006-0.47631i,-0.078239-0.64053i,-0.016388-0.56497i,0.046334-0.34458i,0.067251-0.16805i,0.043464-0.076968i,0.020698-0.028592i,0.0068443-0.0051443i,-0.00064901+0.0038185i,0.00065087+0.0090993i,0.0019653+0.014199i,0.0011835+0.017162i,0.0025973+0.014438i,0.0034836+0.0075345i,0.0020413-0.00034299i,3.4779e-06-0.005266i,0.0017913-0.0041779i,0.013788-0.0014993i,0.031294-0.0024192i,0.039647-0.0040907i,0.034076-0.004219i,0.022739-0.0026878i
0.19061+0.10537i,0.35955+0.26377i,0.42159+0.40118i,0.30939+0.38767i,0.14384+0.25408i,0.057753+0.12149i,0.02929+0.031372i,-0.0015604-0.0084226i,-0.021239-0.0035645i,-0.018688+0.0074277i,-0.010331+0.0050588i,-0.0045908-0.0018354i,-0.0010713-0.0051309i,-0.00092092-0.0044862i,-0.0020547-0.0028571i,-0.0017385-0.0012317i,0.00041649-0.0010499i,2.6794e-05-0.0035757i,-0.0077343-0.0046612i,-0.017243-0.00049363i,-0.019801+0.0044046i,-0.01529+0.0056974i,-0.0078148+0.0052387i
-0.193+0.056297i,-0.41172+0.044009i,-0.54424-0.028751i,-0.45031-0.1096i,-0.24297-0.14045i,-0.1111-0.11631i,-0.06385-0.06662i,-0.031188-0.025781i,-0.0062073-0.0081839i,0.0029203-0.0028977i,0.0042953-0.00026611i,0.006762+0.0013257i,0.0099461+0.0010391i,0.0091033-0.00013294i,0.0064537-0.0011435i,0.0041526-0.0024552i,0.0018292-0.0024213i,-0.00030014-0.0032977i,-0.0020083-0.0097496i,-0.0043652-0.020723i,-0.0073327-0.027339i,-0.0068638-0.023998i,-0.0030936-0.016909i
0.097428-0.15347i,0.26024-0.26891i,0.40503-0.27368i,0.38372-0.13539i,0.23568+0.0041358i,0.099557+0.042381i,0.021435+0.036364i,-0.0081796+0.037329i,-0.0052351+0.029027i,0.00035573+0.012809i,-0.003848+0.0042991i,-0.0091357+0.0011514i,-0.010167-0.0015328i,-0.010027-0.0017451i,-0.0095846+0.0012787i,-0.0088639+0.0040337i,-0.0093523+0.0037944i,-0.0089278+0.0051848i,-0.0043462+0.012643i,0.0033723+0.021416i,0.0089223+0.024821i,0.0097504+0.019748i,0.0068689+0.011846i
0.032378+0.16503i,-0.011093+0.33935i,-0.11577+0.41593i,-0.19497+0.28826i,-0.18777+0.10421i,-0.11761+0.026561i,-0.039465+0.017501i,0.0015912+0.004555i,0.0072768-0.0070579i,0.0024283-0.0095454i,0.00037318-0.0088525i,0.00070951-0.0081522i,-0.00040759-0.0082235i,-0.00069766-0.0066406i,0.00065927-0.003068i,0.0026737-0.00071953i,0.0044512-0.0007364i,0.0033378-0.0019671i,-0.006471-0.0041431i,-0.020195-0.0039409i,-0.024919-0.0019251i,-0.021863-0.0011259i,-0.017167-0.0011652i
-0.11749-0.085318i,-0.18536-0.23209i,-0.13684-0.34921i,0.010545-0.29926i,0.10485-0.14232i,0.099045-0.032549i,0.069092+0.0039487i,0.053699+0.0075752i,0.035224+0.0027883i,0.015183+0.0025233i,0.0040395+0.0063602i,-0.00030325+0.0086162i,-0.0012871+0.0069594i,-0.00039498+0.0035112i,0.0016666+0.0016449i,0.0027663+0.0023137i,0.0029985+0.0041059i,0.0048689+0.004638i,0.012827+0.0020446i,0.023804-0.0016303i,0.026223-0.0032269i,0.019722-0.0015766i,0.013246+0.0021203i
0.1283-0.016342i,0.25297+0.040478i,0.27095+0.15147i,0.12647+0.20726i,-0.013426+0.15191i,-0.039769+0.067207i,-0.023649+0.0063946i,-0.021741-0.021284i,-0.020372-0.017929i,-0.01339-0.0082932i,-0.0075779-0.003217i,-0.0035914+0.0008035i,-0.00045749+0.003116i,4.6852e-05+0.00035315i,-0.0031284-0.0038802i,-0.0077219-0.006332i,-0.0093514-0.0088893i,-0.0077173-0.0086062i,-0.0059329-0.0023453i,-0.0052109+0.0074769i,-0.0036874+0.014491i,-0.0018859+0.013631i,-0.00093584+0.0083318i
-0.072124+0.089037i,-0.18855+0.1183i,-0.26353+0.045758i,-0.18556-0.083825i,-0.038439-0.13269i,0.027108-0.10469i,0.020466-0.069032i,0.0050399-0.040536i,0.0005445-0.020926i,0.0043435-0.0092454i,0.0071357-0.0024175i,0.0090211+0.0016632i,0.01048+0.0018816i,0.009224+1.9333e-06i,0.0079424-0.00014775i,0.0094637+5.642e-05i,0.011531-0.00070341i,0.0092767-0.0048045i,0.0025896-0.014155i,-0.0033334-0.026462i,-0.0041443-0.031017i,-0.0009403-0.025685i,0.0023921-0.018616i
-0.00029285-0.091418i,0.060861-0.16879i,0.15536-0.14367i,0.17156-0.0022385i,0.089162+0.093109i,0.0091792+0.081867i,-0.029631+0.052359i,-0.037199+0.041384i,-0.024604+0.031883i,-0.013095+0.019734i,-0.0079976+0.0095857i,-0.0035238+0.0034865i,-2.2392e-05+0.00066073i,0.00034365+0.00010387i,-0.0016879+0.0018246i,-0.0045158+0.0045313i,-0.0083761+0.0054157i,-0.0099337+0.006388i,-0.005034+0.010555i,0.0022009+0.015213i,0.0059097+0.015303i,0.0050287+0.012187i,0.0018016+0.008996i
0.054963+0.055907i,0.055921+0.13672i,-0.020374+0.16432i,-0.10798+0.063624i,-0.113-0.05211i,-0.065403-0.066583i,-0.024965-0.030646i,-0.0061545-0.0076838i,-0.0044925-0.0025549i,-0.0069755-0.0052409i,-0.0065874-0.0078834i,-0.0057641-0.0080323i,-0.0055894-0.0074091i,-0.0044128-0.0061129i,-0.0038229-0.0055188i,-0.0033197-0.0060357i,-0.001702-0.0066198i,-0.0017976-0.0055659i,-0.00822-0.0032161i,-0.017546-0.00031879i,-0.020733+0.00152i,-0.017095-0.00048509i,-0.010817-0.002475i
-0.064196-0.0069484i,-0.10275-0.061133i,-0.055831-0.12184i,0.060521-0.096754i,0.11255-0.0068889i,0.084852+0.043683i,0.057894+0.046627i,0.048082+0.032265i,0.034661+0.016577i,0.018636+0.0090412i,0.0080127+0.0057199i,0.0018072+0.0028388i,-0.0005628+0.00097675i,-0.00057275+0.0020914i,0.00091347+0.0048606i,0.0035875+0.0072951i,0.00386+0.0082938i,0.0047912+0.0058334i,0.0099944-0.0010737i,0.01632-0.0078854i,0.017179-0.0083564i,0.012923-0.0029719i,0.0089182+0.0009223i
0.042491-0.032616i,0.092671-0.019526i,0.079744+0.046157i,-0.027807+0.093714i,-0.10572+0.067422i,-0.085052+0.019271i,-0.038424-0.0145i,-0.014618-0.024773i,-0.0070418-0.013872i,-0.0070517-0.0024781i,-0.0087348+0.0028284i,-0.0081398+0.0056456i,-0.0060885+0.0056734i,-0.0045793+0.0026532i,-0.0038922-0.0010105i,-0.0047603-0.0038727i,-0.0060058-0.0058355i,-0.0064773-0.0048534i,-0.0065245+0.0020754i,-0.0075122+0.010054i,-0.0077097+0.012248i,-0.0062494+0.0097371i,-0.0046194+0.0056603i
-0.010791+0.040516i,-0.052504+0.055137i,-0.077832+0.001042i,-0.023319-0.084421i,0.057271-0.096958i,0.07813-0.059852i,0.053146-0.039164i,0.023408-0.03182i,0.0097476-0.025469i,0.0087173-0.018235i,0.0065321-0.0087004i,0.0055008-0.00099467i,0.0078206+0.00074295i,0.0082603-0.000456i,0.0060302-0.00064957i,0.0059203-0.0011175i,0.0073267-0.0018145i,0.0062176-0.0034942i,0.0013091-0.0096726i,-0.0026793-0.016833i,-0.0016599-0.018015i,0.0029863-0.013703i,0.0059508-0.0086481i
-0.016279-0.033792i,0.0022323-0.059851i,0.0459-0.021946i,0.054637+0.078613i,0.0096628+0.1173i,-0.028763+0.077587i,-0.042073+0.040633i,-0.037152+0.022826i,-0.020247+0.013147i,-0.0066376+0.0085856i,0.00065618+0.0067404i,0.0051183+0.0047219i,0.0053871+0.0034199i,0.0024707+0.0026368i,0.00039979+0.0025852i,0.00042601+0.003455i,-0.00050858+0.0028236i,-0.0020136+0.0018332i,0.0015914+0.0038077i,0.006708+0.0081825i,0.0064106+0.01028i,0.0028647+0.0096951i,0.00014485+0.0079676i
0.029502+0.014134i,0.032054+0.040805i,-0.014408+0.035641i,-0.064969-0.035037i,-0.051563-0.094169i,-0.019432-0.082504i,-0.0085891-0.041032i,-0.0079329-0.010485i,-0.012828-0.00091774i,-0.015249-0.0023222i,-0.0096646-0.0042364i,-0.0031164-0.006029i,-0.0013592-0.0091004i,-0.0017944-0.011059i,-0.0022996-0.0099671i,-0.0030952-0.0069226i,-0.0041689-0.0042938i,-0.0068815-0.0022302i,-0.011603+0.00058578i,-0.016091+0.0023544i,-0.015255+0.00010246i,-0.010158-0.0036445i,-0.0057382-0.0042798i
-0.023851+0.0067316i,-0.032981-0.010493i,0.011356-0.036425i,0.08467-0.021403i,0.097529+0.02875i,0.060535+0.051544i,0.03388+0.045795i,0.023547+0.031928i,0.014448+0.016993i,0.0072246+0.0070593i,0.0033373+0.00083672i,-0.00084506-0.00098636i,-0.0029019+0.0010931i,-0.0025522+0.0028035i,-0.0020937+0.0032019i,-0.0016423+0.0026045i,-0.00094489+0.0019533i,0.0019839+0.00020938i,0.0073316-0.0035397i,0.012136-0.0059729i,0.01334-0.0042501i,0.011452-0.00041451i,0.007241+0.0010562i
0.008872-0.013362i,0.019411-0.0079922i,-0.0032508+0.028237i,-0.070387+0.048192i,-0.10806+0.021675i,-0.077283-0.008771i,-0.029823-0.02135i,-0.0054711-0.015686i,-0.00043438-0.00038456i,-0.0019547+0.0089773i,-0.0052879+0.0079089i,-0.0090953+0.0046323i,-0.009828+0.0039788i,-0.0068212+0.0036888i,-0.002592+0.0027551i,-0.00012261+0.0017402i,0.0012219+0.00066922i,0.00080127+2.9852e-05i,-0.0011696+0.0016905i,-0.0031818+0.0043769i,-0.0056845+0.0040571i,-0.0073235+0.0016592i,-0.0076047-0.00011987i
0.0040405+0.016456i,-0.0099048+0.015472i,-0.018202-0.024672i,0.014276-0.070642i,0.054124-0.062807i,0.056719-0.029748i,0.03831-0.016744i,0.018984-0.017252i,0.0091973-0.015327i,0.0051538-0.010844i,0.00058388-0.0049558i,0.00023295+0.0016627i,0.0032814+0.0039603i,0.0051926+0.0028226i,0.0050515+0.0021282i,0.0036209+0.001077i,0.00058626+6.6724e-05i,-0.0020406-0.0010751i,-0.0044768-0.0045354i,-0.0053056-0.0097572i,-0.0012675-0.010992i,0.0040028-0.0073581i,0.0055472-0.0039914i
-0.011671-0.0069378i,-0.0020312-0.0067295i,0.02165+0.027058i,0.022502+0.084825i,-0.0055616+0.094915i,-0.027037+0.059131i,-0.032053+0.026291i,-0.020835+0.0072585i,-0.0021797-0.00012037i,0.0078671-0.0018238i,0.0073382+0.00041506i,0.0050589+0.0029163i,0.0049128+0.0031011i,0.0032484+0.0015779i,0.00017599-0.00023264i,-0.00036899-0.00059261i,0.0013098-0.00097245i,0.002837-0.00032444i,0.0046934+0.0026221i,0.0049953+0.0068974i,0.0019966+0.0095284i,-0.0010887+0.0089945i,-0.0012728+0.0060922i
0.0072018+0.0035309i,0.0019674+0.012197i,-0.026506+0.0056003i,-0.047663-0.033173i,-0.025241-0.059898i,0.00031154-0.048566i,0.0025616-0.022268i,-0.0025255-0.0037266i,-0.0072571-0.0002188i,-0.007976+0.0001507i,-0.001571+0.0011831i,0.0058544-0.0023205i,0.0068088-0.0079117i,0.0040493-0.010296i,0.0014988-0.0087016i,0.0012995-0.0060784i,0.0011179-0.0038507i,-0.0015881-0.0029834i,-0.0063625-0.0016845i,-0.0096819-0.00030628i,-0.00814-0.0019565i,-0.00404-0.0033529i,-0.0012013-0.0034455i
-0.0074635+0.0044673i,-0.0044859-0.006331i,0.02901-0.021149i,0.074045-0.011262i,0.074849+0.017599i,0.044084+0.030167i,0.021932+0.025915i,0.010578+0.015411i,0.00091943+0.0046849i,-0.0045008-0.00091976i,-0.0040449-0.0030839i,-0.001962-0.0027206i,-0.00053925-0.0014075i,-0.00060041-0.0011533i,-0.0015068-0.0011371i,-0.0033604-0.0012941i,-0.0047251-0.0013876i,-0.0031389-0.0018508i,0.00091724-0.0031619i,0.0047703-0.0025909i,0.006436+0.0021407i,0.0055323+0.0053517i,0.0031379+0.0042265i
0.0057102-0.001346i,0.0093357+0.0053742i,-0.0053383+0.0261i,-0.044699+0.030659i,-0.062478+0.0056584i,-0.041824-0.01565i,-0.01419-0.020429i,-0.0012383-0.010588i,0.0004155+0.0028328i,0.0010045+0.0065543i,-0.00031224+0.0025149i,-0.0050844-0.0012864i,-0.0075003-0.0010765i,-0.0064005+0.00092425i,-0.004715+0.0016282i,-0.0020321+0.0010502i,0.00058068-4.6663e-06i,0.0015295-0.00025818i,0.0011576+0.0016425i,-0.00067385+0.0034324i,-0.0030422+0.0019004i,-0.0046138-0.0012068i,-0.0039432-0.0029484i
-0.001357+0.0068959i,-0.0096803+0.0022422i,-0.016567-0.026053i,-0.0035168-0.054766i,0.015909-0.046377i,0.019622-0.024263i,0.012861-0.014597i,0.003041-0.0095401i,-0.002569-0.00156i,-0.0040969+0.003757i,-0.0047756+0.0046978i,-0.0028708+0.0055327i,-0.00080672+0.0057656i,0.0005398+0.0051475i,0.0024577+0.0049638i,0.0031486+0.0048089i,0.0023827+0.0044305i,-0.00052432+0.002832i,-0.0029503-0.0021625i,-0.00075503-0.0071074i,0.0042081-0.0067998i,0.0067017-0.0026776i,0.0062189-0.00074342i
-0.00076033-0.00036538i,0.0052154+0.00087854i,0.021075+0.021073i,0.020604+0.054104i,-0.0014064+0.059183i,-0.018664+0.037732i,-0.02142+0.01656i,-0.011986+0.0040622i,-0.00029085-0.0013085i,0.0031346-0.0048834i,-0.00026179-0.0034398i,-0.0019373+0.0025461i,0.00031776+0.0054802i,0.0013868+0.0041037i,-0.00088571+0.0023076i,-0.003156+0.00098951i,-0.0035875-2.8561e-05i,-0.0022063+0.00046265i,0.00016824+0.0023813i,0.0011927+0.0043478i,-0.00087679+0.005161i,-0.0024312+0.004607i,-0.0020197+0.0032582i
0.0061433-0.0028858i,0.0017112+0.0020176i,-0.019883+0.0038872i,-0.034139-0.0087314i,-0.020392-0.018987i,-0.0046171-0.01207i,-0.00019456+0.0011519i,0.0021425+0.0056723i,0.003831+0.00026224i,0.0038657-0.0015371i,0.0042947+0.001754i,0.0051143+0.0010236i,0.0038433-0.0037616i,0.0021325-0.0072898i,0.0017977-0.0081171i,0.0032079-0.0066664i,0.0043308-0.0046722i,0.0037432-0.0029422i,0.00092893-0.002094i,-0.001545-0.0030268i,-0.0010957-0.0053447i,0.00048149-0.0061192i,0.0013428-0.004922i
-0.0025609+0.0033464i,-0.00025197-0.0041105i,0.019805-0.016063i,0.047811-0.012949i,0.0513+0.0038734i,0.03462+0.013997i,0.0205+0.013086i,0.011898+0.0047124i,0.0025776-0.0034681i,-0.0048731-0.0038066i,-0.0038746-0.00026121i,0.0022423-0.0012955i,0.0043449-0.0044503i,0.0022687-0.0048021i,0.00052264-0.002646i,-0.00028243-0.00089623i,-0.0023423-0.00078011i,-0.0031931-0.0023516i,-0.0015268-0.0042536i,-0.00028138-0.0022979i,-0.00027322+0.0020751i,-0.0011396+0.0045419i,-0.0011337+0.0050224i
-6.8165e-06+0.0023083i,0.003976+0.0078937i,0.0044387+0.021486i,-0.0089514+0.022912i,-0.015014+0.0067415i,-0.0057954-0.0084733i,0.0046424-0.014736i,0.0064492-0.01169i,0.0021611-0.0058427i,0.0012945-0.0031733i,0.00066945-0.0036974i,-0.0024801-0.0036538i,-0.0041964-0.0025011i,-0.0052701-0.0024171i,-0.005865-0.0025143i,-0.0053965-0.0025695i,-0.0049783-0.003124i,-0.0040586-0.003322i,-0.0041291-0.0016417i,-0.0063339+0.00088354i,-0.0067016+0.00010498i,-0.0047802-0.0015421i,-0.0031711-0.0015188i
0.0034131-0.0020347i,-0.0040939-0.0076094i,-0.014988-0.026938i,-0.013917-0.045751i,-0.0048615-0.042551i,0.00094638-0.030319i,0.00085032-0.022213i,-0.0045631-0.012275i,-0.0057815-1.1073e-05i,-0.0019548+0.0058897i,-0.00078936+0.0027741i,-0.0034169-0.00060977i,-0.0045649+0.00046298i,-0.0024184+0.0025746i,0.0004935+0.0035989i,0.0028475+0.0045856i,0.0029235+0.0038094i,6.76e-05+0.0015023i,-0.0021938+0.0004009i,-0.00029646+0.00059671i,0.0038072+0.0011004i,0.0061782+0.0017089i,0.0047917+0.0015488i
