-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
-0.001836-0.0024071i,-0.0024491-0.0016219i,-0.0024439-0.00086096i,-0.0012395-0.00032865i,-0.00022221+0.00020084i,0.00014789-0.00014203i,0.0006686-0.00034491i,0.00011924+6.1878e-05i,-0.00075583+0.00027971i,-0.0004626-8.2513e-05i,-0.00017973-0.00040523i,-0.00045591+0.00053445i,-0.00068439+0.00052112i,0.00011423+4.1329e-05i,0.00067617+0.00072912i,0.00066459+0.0005524i,0.00054186-8.0442e-05i,-0.00010445-0.00049272i,-0.00073423-0.0010525i,1.6771e-05-0.0011033i,0.0010661-0.00085649i,0.00087692-0.00022542i,0.00015315+0.00044213i
0.0010187+0.00051456i,0.0016116+0.00054708i,0.0017786+0.00037903i,0.0015518+0.00049247i,0.00017039+0.00036754i,-0.00066884-0.00017752i,2.0038e-05-0.00059817i,0.00070396-0.00090541i,0.00013935-0.00074873i,-0.00070342-0.00084684i,-0.0011888-0.00046867i,-0.0012241-0.0001634i,-0.00046931-0.00024108i,0.00058398-0.00045772i,0.00066669-0.00087863i,2.2838e-05-0.00060145i,-0.00019291-0.00045445i,0.00032072-0.0012698i,0.00079585-0.001907i,0.00020381-0.0010939i,-0.000189-0.00091027i,-3.1739e-05-0.0009619i,0.00014741-0.00055471i
0.0022571+0.0014198i,0.0031176+0.0016009i,0.0037929+0.00094337i,0.0023649+0.00013224i,0.0011224-0.00035067i,0.00022161-0.00055533i,0.00045868-0.0001729i,0.00086846-0.00021721i,0.00034063-0.00042243i,-0.00089458-0.00061925i,-0.0014293-0.00046119i,-0.00071906-0.00011958i,2.882e-05-9.8367e-05i,0.00041829-7.8509e-05i,0.00053965-6.5682e-05i,0.00011829+0.00022179i,-0.00038127+7.6674e-05i,-0.00070466-0.00057194i,-0.00058702-0.00024843i,-2.9067e-05-0.00016516i,0.00031609-0.00070519i,0.000326-0.0008346i,-0.0003658-0.00058306i
-0.0023109-0.00091395i,-0.0033623-0.00019954i,-0.0038116+0.00052856i,-0.0022519+0.00074225i,-0.00080217+0.00083811i,0.00014995+0.0012185i,0.00051022+0.00087609i,-0.00014633-8.0181e-05i,-0.00043776-0.00035307i,-0.00034016-0.00047116i,-0.00070932-0.00011792i,-0.00069929+0.00082297i,5.1402e-05+0.0010464i,0.00026272+0.0002397i,-0.00040677-0.00042283i,-0.00064504-0.00014117i,-0.00048843+0.00025338i,-0.00047651-9.8593e-05i,-0.00043438-0.0011863i,-4.654e-05-0.0012866i,0.0002169-0.00015513i,0.00024492+0.00027561i,0.00050352+0.0003274i
0.0044092-7.7138e-05i,0.005223-0.00082028i,0.0049337-0.0016499i,0.0036162-0.0016782i,0.0024188-0.0013154i,0.0017729-0.0016166i,0.0014211-0.0013755i,0.00074215-0.00056196i,-0.00031214-0.00060648i,-0.0009328-0.00041842i,-0.0010985-0.00029005i,-0.00099316+2.5476e-05i,-0.00033002-0.0001909i,-0.00011818-0.00074485i,-0.0004045-0.00079691i,-0.0002502-0.00071578i,-0.00028065-4.0878e-05i,-0.00025635+0.00011681i,-7.7308e-06-0.00053965i,-0.0001191-0.00061079i,4.5859e-05-0.00041922i,0.00062387-0.00017505i,0.0007349-9.3562e-05i
0.0014143+0.00038594i,0.00055702-2.4884e-05i,-0.00031845+0.00035123i,-0.00093356+0.00019789i,-0.00059003-0.00016619i,-7.8981e-05+0.0001849i,0.00059382-0.00023522i,0.00059527-0.00074635i,3.8966e-05-0.00049674i,-0.00063553-0.00030304i,-0.0012235+0.00018115i,-0.00097197+0.00070407i,-0.00031603+0.0010626i,0.00036726+0.00056948i,0.00051576-6.0491e-05i,0.00022348-0.00054833i,0.00054016-0.00085585i,0.00072233-0.00010667i,0.00010173-0.00038532i,-2.4327e-05-0.0014431i,-0.00018915-0.0012422i,-0.00034984-0.00043971i,-3.8873e-05-0.00020103i
-6.1324e-05-0.00079927i,-0.00016065-0.0023275i,0.00010806-0.0021787i,-0.00031192-0.001187i,-0.00053467-0.00064855i,0.00025144-0.0010169i,0.0010439-0.00099766i,0.00034798-0.0011449i,-0.00039712-0.00060996i,-0.00069273+0.00027381i,-0.0009008+0.00088789i,-0.0008535+0.0011106i,-0.00090341+0.00081471i,-0.00085595+0.000314i,-0.00064331-0.00010018i,-0.0006509-0.00018236i,-0.00063138-0.00051665i,0.00033778-0.0016818i,0.0010166-0.0018578i,0.00079871-0.0004459i,0.00027285-0.00020157i,0.00020503-0.00013583i,-1.7062e-05+0.00049685i
0.0026404+0.00048024i,0.0024866+0.0010672i,0.0015873+0.00011953i,0.00057225-4.8396e-05i,0.0003462+0.00061082i,0.00057421+0.00041504i,0.00021286-5.9509e-05i,-0.0001777-0.00047824i,-0.00016468-0.00049677i,-8.6715e-05-0.00024782i,-0.00035053-0.00017342i,-0.00077788+4.7799e-05i,-0.00036218+0.00030895i,0.0008846+0.00058164i,0.0018592+0.00034944i,0.0014331-0.00026637i,0.00049849-0.00057659i,0.00018928-0.00062591i,0.00034527-0.00017229i,0.00035376+0.00035497i,-0.00023425-0.00021671i,-0.00028926-0.0012674i,-4.3164e-05-0.0013675i
0.00014628-0.001375i,0.00058275-0.0021211i,-0.00078922-0.0021677i,-0.00042865-0.00099944i,0.00033209+0.00015464i,0.0002054+0.00076184i,0.00055997+0.0010023i,0.00031486+0.00012573i,-0.00022903-0.00036291i,-0.00098313-0.00064381i,-0.0013407-0.00076966i,-0.0011029-4.4892e-05i,-0.00072345-0.00022042i,2.2991e-05-0.00044837i,0.00017163-0.00054247i,0.00010667-0.0014529i,-9.1652e-05-0.0014672i,0.00010117-0.0010569i,0.00077679-0.0011063i,0.00028385-0.00053963i,-0.000606+0.00030484i,-0.00018125+0.00040689i,0.0004051-0.00018804i
0.0010443-0.00059407i,0.00095906-0.0010038i,0.00094507-0.0017631i,-0.00028624-0.0014238i,-0.0016042-0.0010563i,-0.00078463-0.0011365i,0.00055649-0.0017155i,0.00056032-0.0016466i,0.00028187-0.00088255i,-0.00018167-0.00062504i,-0.00070597-0.00018007i,-0.00018551+0.00010563i,0.0010421+0.00028143i,0.0010554+0.0003044i,0.00085535+2.3575e-05i,0.0010745-9.9529e-06i,0.00030704-0.00015198i,-0.0011017-0.0004331i,-0.0014053-0.00037587i,-0.00081598-0.0002391i,-0.00058345-0.00048431i,-0.00067157-0.00079539i,-0.00029529-0.0006557i
-0.00021061+0.0019765i,-0.0014186+0.0027939i,-0.0028688+0.0036269i,-0.0016622+0.0027845i,7.4489e-05+0.0012243i,0.00065267+0.0010287i,0.00055778-0.0002365i,0.00045478-0.00068045i,0.0010474-0.0001118i,0.0015675-0.00024459i,0.00061077-0.00051446i,0.00025588+0.00020306i,0.00066929+0.00029709i,0.00098468-0.00068716i,0.00077105-0.00052064i,-0.00014338-0.00030664i,-0.00063046-0.00093543i,-0.0007175-0.0010308i,-0.00043414-0.00076287i,-1.7149e-05-0.00059967i,0.00063345-0.00039006i,0.00070444+0.00039468i,7.6133e-05+0.00074291i
-0.0020733-0.00086953i,-0.0018548-0.0019543i,-0.00071847-0.0021938i,-2.024e-05-0.0018148i,0.00064367-0.0012097i,0.0007285-0.00072019i,0.00038324-0.00085277i,0.00043047-0.0010918i,0.00053256-0.00073739i,-0.00010914-0.00045381i,-0.0005342+7.8742e-05i,-0.0007995+0.00050699i,-0.00067079-5.8175e-05i,-0.00014919-0.00057125i,0.00010016-0.00049852i,0.00069341-0.00020857i,0.0010241-0.0004092i,0.0008987-0.00050854i,0.00031296+2.0633e-05i,-0.00032907-0.00036005i,-0.00035457-0.00060407i,0.00030715-0.00028956i,0.00059458-0.00031137i
0.00071202-0.00074554i,0.0010808+4.934e-05i,0.002039+0.00026647i,0.0010242-0.00046037i,0.00014219-0.00029609i,0.00043546+0.00012597i,0.00073067-0.00021336i,0.00079985-0.00057479i,0.00053274-4.5015e-06i,4.1537e-05+0.0002801i,0.00020721+0.00057697i,7.8757e-05+0.00023403i,-0.0005059-0.00025341i,-0.00066813-0.00021326i,-0.00072758-3.4903e-05i,-0.00080014-0.00024736i,-0.0010007-0.00079038i,-0.00083636-0.001231i,-0.0002158-0.00073334i,-0.0002449-0.00042692i,-0.00040309-0.00030284i,5.7889e-06-0.00043373i,0.0004906-0.00049509i
-0.0019513+0.0015708i,-0.0025527+0.0019448i,-0.0022504+0.0016913i,-0.00090612+0.0013329i,0.00021866+0.00084837i,0.001379+0.00023858i,0.00113+0.00028061i,-0.00042069+0.00031325i,-0.00060202-0.000267i,-9.691e-06-0.00063724i,0.0007718-0.00024369i,0.0014228+0.00073222i,0.0011254+0.0014789i,0.0005661+0.00094082i,0.00010454+1.2555e-05i,1.9255e-05-0.00043729i,0.0011931+5.7917e-05i,0.0007289+4.7865e-05i,-0.00071361-0.00051701i,-0.0006713-0.00020672i,-0.00018446+0.00038534i,0.00029664+8.683e-05i,0.00033115+0.0004053i
-0.00023449+0.00057047i,-0.00084462+0.00092031i,0.00021445+0.0012371i,0.00032737+0.00095492i,0.00030246+0.00090387i,0.00068541+0.00077753i,0.00047547+0.00038223i,-4.4323e-05-0.00058381i,-0.00049358-0.00018765i,-0.00048001+0.0010823i,0.00047209+0.00064544i,0.0013293+0.00054911i,0.0010069+0.0012186i,0.00037373+0.00077904i,0.00013151-0.00010837i,0.00026124-0.00077891i,0.00020769-0.00033809i,-0.00037467+0.00013045i,-0.00020732-0.00024245i,-8.3801e-05-0.00018795i,-0.00018679+0.00051587i,0.0001816+0.00020533i,-0.00041751-0.00018665i
-0.0011972-0.001294i,-0.00082975+7.4386e-06i,-0.00078628+0.0020689i,-0.0011151+0.002151i,-0.00088103+0.002063i,-0.00013059+0.0016021i,-5.7502e-05+8.7081e-05i,-0.00055723-0.00020469i,-0.00042454-6.7071e-05i,-0.00024824-0.00023259i,-0.00079986+3.4805e-06i,-0.00056264-5.44e-06i,1.1881e-05-0.00012105i,0.00011409-0.0001956i,0.00028386-4.9052e-05i,0.00066914+0.00028923i,0.00047219-0.00054483i,-0.00028721-0.0012679i,-0.00087174-0.00037473i,-0.00052656-0.00026988i,-6.0273e-05+0.00041989i,-0.00018231+0.0010587i,0.0001569-0.00017094i
0.0013517-0.002111i,0.0020216-0.0014168i,0.0018186-0.0023047i,0.0011651-0.0022401i,8.3638e-05-0.0010345i,0.00042317-0.00025194i,0.0013122+0.0001655i,0.00027584-0.00053368i,-0.00053413-0.0011456i,-0.0010203-0.00073853i,-0.0018541+4.99e-05i,-0.0016636+0.0009368i,-0.00078378+0.00052161i,-0.00046765-0.00099997i,-0.00084601-0.0012895i,-0.00048506-0.00041875i,0.00057754+0.00035617i,-0.0001984+0.00021305i,-0.00060231+0.00041975i,0.00022628+0.0002789i,0.00052165-9.3197e-05i,0.00026933+0.00040615i,0.00024805+0.00072768i
-0.0021076-0.00032628i,-0.001718-9.8903e-05i,-0.0018241+0.00046138i,-0.0018322+0.00096506i,-0.001101+0.00017482i,-0.00048981-7.5818e-05i,-0.00036699+0.00094646i,-0.0004657+0.00074718i,-0.0008088-0.00024455i,-0.00018264-0.00024443i,0.00022951-0.00020436i,0.00040322+6.2509e-05i,0.00041482+0.0002385i,8.6264e-05-0.00029743i,0.0002718-2.5078e-05i,0.00058344+0.00012988i,0.00082847-0.00042735i,0.0012084-0.0011881i,0.00079008-0.00094652i,-0.00018812-0.00023772i,-0.00034407-1.3513e-05i,0.00040575+0.00048402i,0.00061717+0.00095877i
0.0009951-0.00096698i,0.0011261-0.00019535i,-5.9172e-05-0.00095423i,-0.00084677-0.0012507i,-0.0013559-2.618e-05i,-0.00074392+0.00023388i,-0.00016344-0.00035186i,-0.000279-0.00060762i,-0.00033569-0.00073299i,-0.0010201-0.00086127i,-0.00085456-0.00092051i,-0.00026434+8.8455e-05i,0.00015621+0.00052027i,0.00039474+0.000111i,0.00022412-0.00066595i,0.00012592-0.00052963i,-7.2055e-05+0.00013593i,-6.1374e-05-0.00043638i,-0.00036259-0.00088318i,-0.00042783-0.0014235i,0.00015333-0.0012186i,0.00016162-0.00022411i,0.00037892+0.00012826i
0.0019585+0.00095539i,0.0025086+0.0015108i,0.0026107+0.0014905i,0.0017377+0.0011821i,0.00056061+0.00041303i,-0.00046626+0.00074649i,-0.0007249+0.0017465i,-8.5727e-05+0.0012547i,0.00027252+0.00018768i,-0.000839+0.00027578i,-0.001671+0.00035322i,-0.0017666-0.00038261i,-0.0010796-0.00079149i,0.00038834-0.0013881i,0.0013625-0.0013516i,0.00010655-5.0375e-05i,-0.00078956-0.000581i,-0.00045126-0.00065648i,-0.00081725+0.00018747i,-0.00012407-0.00054171i,0.00068398-0.00076814i,0.00062603-0.00026253i,0.0006751-0.00031348i
-0.0021477+0.00054427i,-0.0029159-0.00065829i,-0.0027318-0.00086568i,-0.0013449-0.00092528i,-0.00015282-0.00058573i,0.00019484-0.00024188i,0.00064976-0.00055985i,0.001241-0.0011877i,0.0013237-0.0014065i,0.00077876-0.00035181i,-0.0003979+0.00081295i,-0.00088625+0.0011809i,-0.00090368+0.0012834i,-0.00075694+0.00030124i,3.9102e-05-0.00044621i,0.00068468-0.0002091i,0.00084065-3.8502e-05i,0.00057805+0.00024752i,0.00036306+0.00011135i,-0.00019517-0.00035312i,2.1871e-05-0.00078426i,0.00046734-0.00041854i,0.0006544+1.666e-05i
0.00019635-0.0010718i,0.00032405-0.002052i,0.00047732-0.0026036i,0.00018332-0.0015076i,-0.00077585-0.00042734i,-0.00057045+0.00079131i,0.00031101+0.00077878i,0.00015888-0.00011994i,-0.00091598+6.206e-05i,-0.0014832+0.00011718i,-0.00071155+0.0001137i,-0.00041454+0.001037i,-0.0007434+0.00075081i,-0.00071686-0.00053169i,-0.00047257-0.00055174i,0.00028498-0.00039305i,0.00033411-0.00075644i,-0.00016549-0.00080177i,-5.662e-05-1.489e-05i,-9.032e-06-0.00011377i,-0.0003412-0.00041384i,-0.00038312+0.00046005i,5.0002e-05+0.0012355i
0.00073401+0.00085263i,0.00026088+0.0020533i,0.00065872+0.0025681i,0.00094485+0.00083729i,0.00091361-0.00044649i,0.00082541-0.00037419i,0.00080926-0.00064394i,0.00023768-0.00044579i,-0.00011866+0.00016181i,-0.00027307+6.2867e-05i,-0.00033156-0.00010885i,0.00025853-0.00024667i,0.00029561-0.00027139i,-0.00011712-0.00048391i,-0.00054432-0.00020801i,-0.00082398+0.00050149i,-0.00051966+0.00065945i,-0.00065546-0.00015446i,-5.2709e-05-0.0013566i,0.00070776-0.00078427i,7.1424e-05+2.2317e-05i,-0.0002422+0.00020583i,0.00019062+0.00039396i
0.0011133+0.0010547i,0.0012226+0.0018849i,0.00078029+0.00091491i,0.00051491-0.00045975i,0.00081466-0.00093626i,0.0011426+0.00025283i,0.001188+0.0008893i,0.00052485+0.00028655i,0.00014791+0.00014089i,0.00019137-1.0794e-05i,0.00063545+0.00017871i,0.00020203-5.7753e-05i,-0.00046101-0.00023028i,-0.00035332+3.9028e-05i,-0.00057453+5.2571e-06i,-0.00043526+2.7698e-05i,0.00030483-0.00033949i,0.00032108-0.00050692i,-0.00025926-0.00081103i,-2.6252e-05-0.00046541i,0.00045825-0.00015829i,8.0707e-05-0.00035244i,-0.001058+0.00011924i
-0.001768-0.0014126i,-0.0026343-0.0023233i,-0.0018277-0.00074196i,-0.0010189+0.00024794i,-0.0010949+1.3143e-05i,-0.00048054+0.00011095i,0.00021284-8.9481e-05i,-0.00036179-0.00026114i,-0.00083716+0.00019259i,-0.0010502+0.001166i,-0.001212+0.0015742i,-0.00070847+0.0010911i,-0.00019552+0.00012623i,-0.0006088-0.00055674i,-0.00065344-0.00032723i,0.00047357-4.7359e-05i,3.1238e-05+0.00037612i,-0.00070631+0.0005771i,-0.00020558-8.6374e-05i,0.000421-0.00084819i,-0.00011395-0.00098026i,-0.00060364-0.00059724i,-0.00027922+0.00051579i
0.001608-0.00054915i,0.002096+0.00010229i,0.00061008+0.00039426i,-0.00056816-0.00046357i,-0.00046911-0.00079649i,-0.00039043-0.0011419i,0.00026016-0.0010028i,0.00012743-0.0008274i,-0.0009497-0.00060737i,-0.001224+0.00011864i,-0.00067722+8.651e-05i,-0.00014082+6.0059e-06i,0.00024608-0.0001817i,2.6074e-05-0.00049867i,-0.00022183-0.00033661i,0.00016562-0.000106i,0.00075285-0.00018965i,0.00011281-0.00039322i,-0.00072-6.27e-05i,-0.00040815+0.00092593i,-0.00046027+0.00065737i,-0.00082956-4.76e-05i,-0.00033256+0.00028495i
0.0016808+5.6348e-05i,0.0018818+0.00029829i,0.0024099+8.5138e-05i,0.0017481-0.00012652i,0.001067+0.00091864i,0.00096237+0.0019869i,0.00063462+0.0013451i,0.00025286+0.0001971i,2.1445e-05-0.00033381i,-0.00023562-0.00013358i,-0.00094904-0.00014895i,-0.0015066+5.4552e-05i,-0.0015939+0.00070058i,-0.00088634+0.00014087i,-0.00094107-0.00026162i,-0.00064423-0.00037596i,0.00037081-0.00098254i,0.00043913-0.00092826i,0.00029517-0.00015362i,7.8408e-05+0.00073414i,-0.00040406+0.0007885i,-0.00051902+0.00039559i,-0.00039796+0.00043621i
-0.0047713+0.0032077i,-0.0066033+0.003113i,-0.0065151+0.0036054i,-0.0037804+0.0029321i,-0.0015597+0.002009i,-0.00079604+0.00047482i,-0.00053416-0.00092243i,-0.00029932-0.00012079i,-0.00040096+0.00040957i,7.8012e-05-0.00014109i,0.00053517-8.2687e-05i,4.0337e-05+0.00027745i,0.00010329+0.0005309i,0.00052925+0.00030232i,9.9105e-05-0.00018083i,-0.00060941+9.5088e-05i,-0.00075089+7.4014e-05i,-0.00038682-0.00093535i,0.00012572-0.0016413i,-0.00013092-0.00091039i,-0.0006784+0.00025443i,-0.00045137+0.00094222i,-0.0002885+0.0004503i
0.0013044-0.00049066i,0.0014323-0.00031081i,0.0019556+0.00015896i,0.0022186+0.00042686i,0.0017072-0.00020756i,0.0015385-0.00083162i,0.0016685-0.00056341i,0.00064354-0.00054594i,2.4871e-05-0.00049393i,3.1467e-05-0.00052198i,0.00039262-0.00060444i,0.00085974-0.00023392i,0.00049906-0.00023276i,0.00022442+3.764e-06i,4.8966e-05+0.00034384i,0.00023855+0.00026002i,0.00053488+7.3602e-06i,0.0001903-0.0002493i,-0.00017845-0.0011015i,-0.00022985-0.00098676i,-0.00026697-0.0005886i,0.0002069-0.00051422i,0.00012384-0.00028343i
0.00054564+0.0012302i,0.00098619+0.0015838i,0.00073796+0.0018269i,0.00010778+0.00059806i,-0.00058057+0.00016982i,-0.00075698+9.435e-05i,-0.00030458+9.9967e-06i,-4.0352e-05+0.00073439i,0.00016228+0.00076897i,0.00017627+0.00017351i,4.665e-05+0.00026551i,0.00024839+0.00026619i,0.00080504+0.00049814i,0.0011835+0.00028759i,0.00088398-6.4678e-05i,0.00070447+0.00023633i,0.00028112+0.00028725i,-0.00035407-0.0005126i,0.00015455-0.0011941i,0.00014875-0.00091344i,-0.00071285-0.00048002i,-0.00084578-0.00062155i,-0.00021415-0.00080132i
-0.0031444-0.00077934i,-0.003164-0.00038598i,-0.003009-0.00068862i,-0.0014807-0.00073448i,0.00055458-0.00026139i,0.0010897+0.0006426i,0.00090434+0.00052723i,0.00057055-1.3596e-05i,-0.00024483+0.00030777i,-0.0002714-0.00013171i,-0.0005366-2.8399e-05i,-0.00035762+0.001088i,0.00044214+0.00052096i,0.00031059-0.00023062i,0.00025704+0.00043432i,0.00085386+0.00058527i,0.0010497-0.00036521i,0.00056816-0.001519i,0.0004662-0.0013727i,0.00020531-0.0010123i,-0.00034823-0.00064679i,-0.00057456-2.986e-06i,-0.00026327-0.00030386i
0.0024095-7.1076e-05i,0.0023122-0.00095832i,0.0023011-0.0017366i,0.001137-0.0011067i,-2.6532e-05-0.00031884i,-0.00051096+0.00038633i,-0.00046743+0.00082188i,0.0003426+0.00044186i,0.0002694-0.00016668i,-0.00050991-0.00065613i,-0.00019435-0.00053938i,-0.00010769-2.888e-05i,-0.00011538+1.9949e-05i,0.00017043-0.00071237i,9.2807e-06-0.00071629i,-8.2966e-05-0.00051519i,0.00014417-0.00047711i,0.00052162-0.00025788i,0.00039728-0.00027223i,8.6724e-05+2.0151e-05i,0.00027479+0.00076678i,0.00053526+0.0010956i,0.00078412+0.0007868i
0.0002052-5.2393e-05i,0.00024546+0.00014066i,0.0003381+0.00071804i,0.00061091+0.00078962i,0.001214+0.00088388i,0.0008317+0.001269i,0.00023979+0.0014338i,2.2706e-05+0.00057747i,0.00042271-0.00030061i,0.00043082-0.00038356i,2.8829e-05-2.9701e-05i,-0.00014881+0.0002502i,0.00021802+0.00026272i,0.00079738-9.8684e-05i,0.00084625-0.00051316i,0.00012647-0.0004441i,-0.00078-0.00068007i,-0.00061798-0.0013546i,-0.00048927-0.0010502i,-0.00058179-4.5945e-05i,7.8066e-05+0.00051342i,0.00054517+0.0011277i,0.00029785+0.00047361i
0.00081649-0.0022059i,0.001013-0.0011188i,0.0010002-0.0012892i,0.0013168-0.0015302i,0.00034251-0.0014705i,-0.00066287-0.0017645i,-0.00012035-0.0019149i,0.00044635-0.00155i,0.0001875-0.0010713i,-0.00064987-0.0007383i,-0.0017311+0.00014889i,-0.0019698+0.00062828i,-0.0011449+0.00021534i,6.0342e-05-0.00025506i,0.00089136-0.00068732i,0.00030174-0.00039756i,-0.00069901-0.00052939i,-0.00031383-0.0011461i,0.00063856-0.0012641i,0.00056459-0.0013079i,0.00031639-0.00052315i,0.00012244+0.00024137i,0.00055113+0.00055575i
-0.00023789+0.0032388i,-0.00021953+0.003362i,-0.00040549+0.0023742i,0.00013946+0.00049182i,0.00042242+4.5003e-06i,-4.5511e-05-0.00084041i,-0.00025971-0.0012248i,8.8604e-05-0.00027641i,0.00039902+0.00038591i,0.00035543+0.00056566i,-0.00062199+0.00075608i,-0.00086307+2.7259e-05i,0.00029113+0.00012421i,0.00046416+0.00057801i,-0.00020893-0.0001787i,-0.00013388-0.00078818i,1.1915e-05-0.00054219i,0.00027563+0.00033461i,0.00027566+0.00058766i,-0.00035014+0.00022836i,-0.00072018-3.2915e-05i,-0.00052316-0.00048175i,-0.00046334-3.4123e-05i
-0.0019318+0.00013961i,-0.0019861+0.0012819i,-0.0017365+0.0016321i,-0.0010545+0.00085122i,0.00016143+0.00016257i,0.00015792+0.00021143i,2.2795e-05+0.00029688i,0.00060478+8.7112e-05i,0.00058626-0.00018213i,-0.00029608-0.00023122i,-0.00083713+6.6943e-05i,-0.00018018+0.00048199i,0.00051661+0.00040125i,0.0009435+4.6312e-06i,0.00082489-0.0003522i,0.00022773-0.00036387i,0.00028297-0.00025623i,0.00058458-0.000529i,6.9449e-05-0.00078397i,-0.00019225-0.0013848i,-0.00010533-0.0013383i,-0.00033722-0.0010616i,-0.00098482-0.00070138i
0.003198-0.00026264i,0.0029788-0.00038271i,0.0034898+0.00057709i,0.0030136+0.0010629i,0.0018177+0.00036615i,0.0014247+0.00014971i,0.001172-0.00031431i,0.00055844-0.00019794i,-0.00048982-0.00013772i,-0.00087358-0.00055344i,-0.00077601-0.00071621i,-0.00017858+7.0401e-05i,-0.00013599-0.00037168i,-0.00046981-0.001206i,-0.00039023-0.00082055i,-0.00031891-0.00056712i,-0.00010719-0.0011369i,0.0007046-0.0018837i,0.00031234-0.00080543i,-0.0002082-0.00044241i,0.00012555-2.4517e-05i,-9.8148e-05+0.00019719i,-0.00014699-8.7769e-05i
0.00082767+0.0021532i,0.0004616+0.001622i,0.0003705+0.0010304i,0.00077316+0.00029281i,0.00084709-0.00064502i,5.649e-05-0.00095513i,2.5163e-06-0.00079296i,0.00040037-0.00042073i,-0.0003019-0.0003176i,-0.00071771-0.00038034i,0.00010605-0.00048047i,0.0008321-0.00021269i,0.000703-0.00012417i,0.00026116-0.00019307i,0.00027596+0.00063072i,0.00019425+0.0010668i,0.00067101+0.00052277i,0.00080091-0.00018192i,-0.00013566-0.00063764i,-0.00033625-0.00099385i,-2.0887e-05-0.00069403i,-0.00015387-0.00017203i,-8.2984e-05-0.00030218i
-0.0027043+0.00083114i,-0.0026646+0.0016608i,-0.0016674+0.0016725i,-0.00018479+0.0018159i,0.00013784+0.0021161i,0.00016502+0.0010703i,-8.8013e-05+0.0002411i,-0.00083044-0.00024326i,-0.0009221+0.00014654i,-0.00064567+0.00015753i,-0.00032176+0.00012287i,-0.0008454+0.00019314i,-0.00088349-1.1427e-05i,-0.00025658-0.00019547i,-1.44e-05-0.00059982i,-0.00051326-0.00076631i,-0.00059303-0.00076744i,-0.0005637-0.00072663i,-0.00061914-0.001363i,-0.00074084-0.0013747i,-0.00055365-0.00054164i,0.00030579-2.2348e-05i,0.00018745-3.3463e-05i
0.00062328+0.0017127i,0.00017979+0.0025464i,0.00017953+0.0033292i,0.00073906+0.0020643i,0.0011631+0.00047752i,0.00091588+0.00017026i,0.0005918+0.00044924i,0.00078612-4.5373e-05i,0.00033049-0.00057748i,-0.00057307-0.0011935i,-0.00023774-0.0011469i,0.00092776-0.00048864i,0.00089736-0.00024436i,0.00080578-0.00030986i,0.0009659-7.797e-05i,0.00065439+0.0001315i,0.00046296-0.00057999i,-0.00043848-0.0008656i,-0.0009912-0.00023323i,-0.00072825-0.00021415i,-0.00034408-0.00076645i,0.00046206-0.00077844i,0.00074598-0.00045217i
0.0038976+0.00018802i,0.0039206+0.00078119i,0.0026177+0.00017279i,0.0013198-0.0011355i,0.00061976-0.0016408i,-0.00016003-0.00070908i,-0.0004221+0.00043426i,-0.00053146+0.00053724i,-0.00074984+0.00010787i,-0.00076035-2.4017e-05i,-5.0022e-05-0.00025133i,9.47e-05-0.00020147i,-0.00044508+0.000216i,-0.00010084-0.0008627i,7.8189e-06-0.0014941i,-0.00018365-0.00093077i,-0.00033342-0.0011801i,-0.00069745-0.0011203i,-0.00043573-0.00059653i,-0.00077624+0.00024742i,-0.00073277-6.8177e-05i,9.6781e-05-0.00023762i,0.0002937+0.00026156i
-0.0022538+0.0037914i,-0.0028592+0.0033671i,-0.002342+0.0033343i,-0.00047622+0.0023997i,0.00094121+0.0022661i,0.0012783+0.0012573i,0.0008765-0.00055983i,0.00086087-0.00060616i,0.00040237+0.00019681i,-0.00026334+0.00054121i,-0.00022428+5.8161e-05i,1.0868e-05-7.6544e-05i,0.00023612-0.0001201i,0.00026018-9.1483e-05i,0.00051661+2.7115e-06i,0.00014929-0.00027758i,-0.00041876-0.00079356i,-9.8421e-05-0.0011347i,0.00065906-0.0012122i,0.00068983-0.0008513i,-7.2101e-05-0.00083156i,-0.0010416-0.00086176i,-0.00093024-0.00020235i
0.001196-0.00086175i,0.00060439-0.0013168i,0.0011156-0.0029292i,0.00027511-0.002372i,-0.00097194-0.001069i,-0.00099638-0.00086247i,-0.00041065-0.00086783i,-0.0003102-0.00039681i,-0.00040237-7.4777e-05i,-0.00065232+0.00018656i,-0.00065446-0.00029577i,-9.0155e-05-0.0005268i,0.0004873-0.00051835i,0.00093136-0.00078995i,0.00050998-0.00063762i,0.0001419-0.0011479i,-0.00025957-0.001002i,-0.00077973-0.00052347i,-0.00040311-0.00099681i,-0.00027054-0.0010089i,-0.00081201-0.00040417i,-0.00093833-0.00044207i,8.9073e-05+0.00012282i
