-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
-0.15347+0.62112i,0.34215+0.62861i,0.44777+0.54464i,0.28149+0.54396i,0.168+0.54512i,0.11619+0.37396i,0.077153+0.15571i,0.061721+0.030417i,0.04997-0.036549i,0.015706-0.052226i,-0.006432-0.011156i,-0.0041894+0.013637i,-0.021937-0.0044549i,-0.05496-0.022974i,-0.067642-0.033204i,-0.067146-0.040067i,-0.054526-0.030576i,-0.018016-0.011036i,0.012539+0.00023246i,0.010841+0.0074893i,-0.0059545+0.012005i,-0.015512+0.011099i,-0.013228+0.012331i
0.18437-1.0206i,0.13172-0.98906i,0.11869-0.7346i,0.18957-0.42469i,0.2956-0.26863i,0.2727-0.20734i,0.14588-0.11909i,0.0585-0.038573i,0.010903+0.013004i,-0.00080011+0.049761i,0.017453+0.042448i,0.015176+0.030203i,0.0088065+0.06148i,0.021765+0.088162i,0.021216+0.080931i,-0.00055172+0.071722i,-0.020269+0.069502i,-0.033546+0.066998i,-0.030831+0.06599i,-0.011111+0.051451i,0.0033339+0.029003i,0.010674+0.021856i,0.015549+0.018703i
0.23616+0.33917i,-0.058046+0.26819i,-0.095712+0.23474i,0.026009+0.071094i,-0.008725-0.10396i,-0.10684-0.093836i,-0.085841-0.014474i,-0.017194-0.001782i,0.012715-0.01978i,0.014157-0.023261i,0.0032975-0.018267i,0.0012431-0.013943i,0.019672-0.018572i,0.033851-0.028446i,0.035577-0.016008i,0.046485+0.012394i,0.06884+0.02132i,0.085536-0.0034041i,0.077556-0.041763i,0.045032-0.049589i,0.021116-0.025252i,0.01695-0.013144i,0.013294-0.016994i
-0.75859+0.2748i,-0.40671+0.23526i,-0.1633+0.045645i,-0.14512-0.11038i,-0.19514-0.12932i,-0.1644-0.05072i,-0.069111+0.013035i,-0.028172+0.021687i,-0.032823+0.017425i,-0.028611-0.00040805i,-0.024233-0.0216i,-0.016119-0.029553i,-0.0075956-0.047068i,-0.0084408-0.062383i,-0.0013294-0.064192i,0.0067674-0.072924i,-0.0085676-0.083625i,-0.044917-0.067747i,-0.070467-0.027987i,-0.06317+0.00049789i,-0.038401+0.0004398i,-0.019535-0.0080403i,-0.0083837-0.0059097i
0.50198-0.31576i,0.41571-0.081731i,0.24564+0.037816i,-0.00045714+0.13977i,-0.10791+0.28381i,-0.020381+0.27379i,0.0474+0.13301i,0.035423+0.051714i,0.0010285+0.035768i,-0.033561+0.043887i,-0.044166+0.05646i,-0.043666+0.045844i,-0.056894+0.040286i,-0.064461+0.051279i,-0.055929+0.050407i,-0.043014+0.040546i,-0.025541+0.035892i,-0.00028636+0.032575i,0.027361+0.028752i,0.047263+0.022224i,0.043897+0.0088047i,0.017912-0.0011355i,-0.002165-0.0035156i
0.31724+0.096937i,0.12839-0.26593i,0.033219-0.30891i,0.1904-0.19974i,0.33261-0.17865i,0.26603-0.18012i,0.12059-0.13567i,0.054514-0.093426i,0.044632-0.067613i,0.035207-0.041142i,0.026842-0.023737i,0.016558-0.0087321i,0.015812+0.014922i,0.02846+0.02947i,0.032122+0.026553i,0.022214+0.014864i,0.009808+0.0058014i,0.0026561-0.00094885i,-0.0044563-0.015418i,-0.015743-0.03153i,-0.022928-0.031877i,-0.019579-0.018941i,-0.014404-0.011524i
-0.87051+0.18876i,-0.54373+0.38316i,-0.26143+0.251i,-0.20149+0.033331i,-0.19389-0.039607i,-0.12545-0.041501i,-0.032566-0.048396i,-0.0038237-0.060186i,-0.023982-0.053162i,-0.02895-0.02798i,-0.017697-0.0045046i,0.0021075+0.0029617i,0.023102-0.017425i,0.027056-0.045189i,0.01598-0.048284i,0.00904-0.029015i,0.018885-0.013574i,0.030607-0.013535i,0.027822-0.014977i,0.013255-0.0079605i,-0.00091807-0.0016341i,-0.0056275-0.0013282i,-0.0061133+0.0025717i
0.77531-0.39834i,0.51817-0.40396i,0.1719-0.32459i,-0.080149-0.21342i,-0.13917-0.11557i,-0.075492-0.04515i,-0.029395-0.0048765i,-0.025461+0.023896i,-0.033795+0.044099i,-0.040237+0.051639i,-0.03667+0.041271i,-0.038093+0.020364i,-0.051065+0.015525i,-0.058364+0.024696i,-0.047255+0.02983i,-0.027197+0.021245i,-0.026801+0.0082687i,-0.044657+0.011296i,-0.050507+0.028265i,-0.03748+0.03952i,-0.022173+0.036594i,-0.01548+0.028724i,-0.0085711+0.021997i
0.079013+0.3022i,0.069633+0.091444i,0.023681+0.12786i,0.066067+0.28108i,0.10628+0.29449i,0.077502+0.17086i,0.04067+0.057087i,0.042453+0.0036651i,0.050681-0.022182i,0.046866-0.02226i,0.04404-0.0072036i,0.035326-0.00052485i,0.021953+0.0038314i,0.016082+0.00828i,0.015532+0.0033073i,0.011257-0.0062205i,0.0091726-0.0083178i,0.02288-0.012367i,0.039445-0.029218i,0.044255-0.03658i,0.042393-0.026048i,0.035647-0.017982i,0.020936-0.019204i
-1.0813-0.48388i,-1.0062-0.32166i,-0.60585-0.25154i,-0.19483-0.29725i,-0.0089861-0.315i,-0.00483-0.17123i,-0.00091247-0.0028685i,0.0056526+0.031865i,-0.019408+0.017362i,-0.024838+0.0082871i,-0.018747-0.0045731i,-0.0068744+0.0017739i,0.024409+0.0069846i,0.045346-0.0058183i,0.037149-0.020091i,0.013844-0.023296i,-0.0094911-0.017435i,-0.033175+0.0040803i,-0.047251+0.035377i,-0.040525+0.040351i,-0.026068+0.022094i,-0.012884+0.012146i,-0.0019341+0.0092742i
0.83212+0.69912i,0.63182+0.89672i,0.27342+0.72756i,-0.12141+0.41825i,-0.2886+0.27983i,-0.14463+0.16045i,-0.013826-0.0040265i,-0.019269-0.042785i,-0.022913+0.0001312i,-0.021314+0.011775i,-0.034013+0.0068039i,-0.038452-0.0026504i,-0.04887-0.013757i,-0.061531-0.013917i,-0.05739+0.00066245i,-0.032524+0.021756i,0.0058733+0.025427i,0.043372-0.0013005i,0.056832-0.038731i,0.036666-0.053193i,0.0066057-0.042414i,-0.014686-0.027667i,-0.024102-0.010554i
0.21605-0.041399i,0.48028-0.29613i,0.47692-0.19662i,0.4424+0.079917i,0.41714+0.12806i,0.2324+0.024799i,0.053378-0.0010352i,0.031837+0.0044931i,0.046174-0.0154i,0.035163-0.0093012i,0.035127+0.0069503i,0.031774-0.00041115i,0.017483-0.004753i,0.01527+0.0055779i,0.022886+0.0061013i,0.016998-0.01324i,-0.0076411-0.020032i,-0.028617+0.0011336i,-0.029051+0.027278i,-0.01834+0.042786i,-0.0081371+0.042031i,0.0032249+0.031726i,0.017238+0.018043i
-0.54062-0.75338i,-0.4797-0.61369i,-0.21443-0.4646i,-0.032267-0.36371i,-0.012954-0.25384i,-0.043784-0.10271i,-0.037822+0.012847i,-0.016897+0.026559i,-0.021696-0.0051755i,-0.022917-0.012193i,-0.012473-0.0043953i,-0.0030371+0.011009i,0.016615+0.0255i,0.030771+0.022123i,0.022241+0.012537i,0.012236+0.014302i,0.016012+0.011412i,0.013492-0.010312i,-0.0011737-0.027717i,-0.0030137-0.027462i,0.0058106-0.020247i,0.0033257-0.013917i,-0.0097638-0.0089306i
0.19737+0.4927i,-0.19387+0.33173i,-0.36969+0.10167i,-0.31075-0.13877i,-0.23537-0.22219i,-0.10488-0.10175i,0.041818-0.006466i,0.061885-0.0083415i,0.0055498-0.0059015i,-0.035903-0.0082891i,-0.056137-0.024301i,-0.053135-0.031656i,-0.045164-0.037766i,-0.04393-0.03858i,-0.036363-0.026417i,-0.025808-0.010997i,-0.02127+0.0027414i,-0.011042+0.024531i,0.0089268+0.039964i,0.017623+0.029564i,0.011357+0.010932i,0.0051974+0.00090859i,0.0020673-0.0038086i
0.061316+0.37747i,0.43499+0.52654i,0.37407+0.5194i,0.040368+0.55063i,-0.088301+0.57625i,0.0047072+0.35228i,0.052969+0.079286i,0.043645+0.0027083i,0.056092+0.014533i,0.051245+0.023366i,0.035261+0.038561i,0.029554+0.029674i,0.016049+0.0040156i,-0.00023045-0.0038419i,0.001972-0.0014633i,0.01837-0.0086791i,0.02712-0.026091i,0.022211-0.045433i,0.0064567-0.055338i,-0.010554-0.043228i,-0.01564-0.01993i,-0.011705-0.0024257i,-0.004855+0.0086573i
-0.16568-1.0112i,-0.29831-1.0104i,-0.08734-0.72085i,0.2514-0.45494i,0.35086-0.34945i,0.1531-0.24095i,-0.02549-0.10341i,-0.049242-0.04497i,-0.041383-0.033798i,-0.02675-0.0060942i,-0.0096695+0.0050414i,-0.023989+0.011233i,-0.030552+0.041979i,-0.0086019+0.058221i,-0.0012024+0.039616i,-0.0201+0.022426i,-0.033385+0.024456i,-0.029364+0.032322i,-0.013212+0.037304i,0.0056918+0.031159i,0.01417+0.014886i,0.015239+0.00033631i,0.014565-0.012382i
0.18064+1.004i,0.10609+0.76972i,-0.093709+0.31202i,-0.23901-0.010528i,-0.19989-0.092386i,-0.036581-0.06675i,0.047212-0.056884i,0.017255-0.046965i,-0.012999-0.027493i,-0.013563-0.026859i,-0.0017785-0.025952i,0.024276-0.014532i,0.042701-0.017827i,0.033891-0.030973i,0.020252-0.025589i,0.020453-0.014063i,0.019096-0.015587i,0.0079682-0.018193i,-0.0056788-0.01959i,-0.016537-0.02105i,-0.021053-0.015934i,-0.023294-0.010665i,-0.027721-0.0041134i
-0.21764-0.30634i,-0.11757-0.028213i,-0.071198+0.19165i,-0.080966+0.21235i,-0.12146+0.12128i,-0.14103+0.058591i,-0.087128+0.066985i,-0.012372+0.063937i,0.009305+0.040759i,-0.0049761+0.032558i,-0.018448+0.028618i,-0.019877+0.015785i,-0.011638-0.0023026i,-0.0017522-0.0088218i,0.0083633-0.0075645i,0.0089195-0.0089062i,0.0030642-0.002685i,0.0069929+0.01077i,0.012249+0.018715i,0.003639+0.021771i,-0.0081313+0.023937i,-0.0091623+0.025568i,0.00026616+0.026228i
0.58121-0.56382i,0.5246-0.69799i,0.35671-0.49447i,0.18219-0.14704i,0.11221+0.067152i,0.091544+0.080486i,0.052398+0.024909i,0.019143+0.0076793i,0.01046+0.011145i,0.013003+0.018529i,0.013873+0.020998i,-0.0002741+0.01013i,-0.025667+0.0057151i,-0.044239+0.0095168i,-0.047498+0.0082447i,-0.033829+0.0068029i,-0.0095306+1.0247e-06i,0.0056776-0.019203i,0.0084765-0.028367i,0.016615-0.020335i,0.02567-0.013995i,0.021281-0.01224i,0.01233-0.0091832i
-0.93353+0.60735i,-1.0205+0.49433i,-0.69555+0.24061i,-0.25431-0.0048377i,-0.062633-0.10341i,-0.039969-0.016197i,-0.00089818+0.050753i,0.022571+0.010163i,0.0056992-0.027893i,-0.0017726-0.039707i,-0.00088329-0.037462i,0.0022693-0.0092976i,0.015282+0.015611i,0.031277+0.017386i,0.034451+0.0093159i,0.018835+0.0046533i,-0.0034635+0.0086884i,-0.015005+0.020399i,-0.010478+0.026645i,-0.0024917+0.017987i,0.0021654+0.0059487i,0.0078668-0.004578i,0.0063799-0.018933i
0.42516-0.043957i,0.51457+0.31229i,0.30578+0.41384i,0.013884+0.34342i,-0.045995+0.23558i,0.036689+0.05034i,0.030149-0.078671i,-0.014689-0.053505i,-0.0069983-0.0015836i,-0.0019428+0.0068692i,0.0038867+0.0029261i,0.028526-0.018165i,0.035053-0.041571i,0.015701-0.037099i,0.0012876-0.013177i,0.006429+0.0019379i,0.013025-0.0045854i,0.0070044-0.020553i,-0.0077885-0.030006i,-0.021705-0.024857i,-0.027642-0.011999i,-0.030002+0.0029314i,-0.025165+0.019463i
0.38672-0.075619i,0.39395-0.25511i,0.43043-0.23182i,0.42437-0.18748i,0.25692-0.17599i,0.056669-0.089286i,-0.0075682+0.01062i,0.01268+0.025086i,0.0019196-0.00088547i,-0.027947+0.0022614i,-0.048007+0.005969i,-0.072463+0.0039632i,-0.076931+0.018382i,-0.048771+0.020476i,-0.025886+0.00082854i,-0.02418-0.0051897i,-0.020667+0.011435i,-0.0051993+0.029037i,0.013072+0.039202i,0.025001+0.038653i,0.027856+0.024967i,0.026527+0.010359i,0.022796-0.00080852i
-0.41046-0.076601i,-0.24701-0.2786i,-0.16696-0.42099i,-0.16627-0.3252i,-0.086721-0.13976i,0.014719-0.038883i,0.049879-0.0059429i,0.044583-0.00081979i,0.033281-0.0053247i,0.033754-0.0093157i,0.034601-0.0044769i,0.029495+0.0064464i,0.021064+0.0062876i,0.009129+0.0063893i,0.012359+0.014957i,0.029435+0.003415i,0.029898-0.025288i,0.009475-0.041745i,-0.0089429-0.048209i,-0.017604-0.04835i,-0.023105-0.035519i,-0.023819-0.018919i,-0.01776-0.0086503i
-0.0030243-0.018377i,-0.30331+0.25475i,-0.39712+0.32103i,-0.34411+0.18411i,-0.29927+0.080425i,-0.19663+0.074582i,-0.056858+0.058392i,-0.0015455+0.017016i,-0.012559+0.0060483i,-0.024888+0.015345i,-0.020627+0.026042i,0.0045886+0.035126i,0.037854+0.028544i,0.047926+0.004472i,0.022673-0.011098i,-0.0087649+0.0016574i,-0.012328+0.026419i,0.0085787+0.043437i,0.028959+0.046909i,0.032512+0.036579i,0.024706+0.019696i,0.01355+0.0042089i,0.0014067-0.0026994i
0.41977-0.012431i,0.55036-0.27078i,0.40754-0.20956i,0.26432+0.028737i,0.2527+0.11268i,0.19021+0.0078324i,0.04988-0.079321i,-0.03011-0.061121i,-0.027143-0.02015i,-0.010536-0.0033117i,-0.010389-0.012096i,-0.031386-0.04155i,-0.069271-0.049371i,-0.08064-0.021425i,-0.045119-0.0059335i,-0.010025-0.020752i,-0.0069752-0.036022i,-0.024004-0.042676i,-0.045391-0.039223i,-0.048862-0.019245i,-0.031136+0.0031857i,-0.012265+0.016095i,-0.00034708+0.017682i
-0.7568+0.035464i,-0.69809+0.23236i,-0.36577+0.17862i,-0.13174+0.019958i,-0.093323-0.019142i,-0.076562+0.041974i,-0.022506+0.063857i,0.014479+0.026141i,0.017984-0.0091679i,0.017226-0.015703i,0.023956+0.0042016i,0.037056+0.037473i,0.061949+0.051057i,0.071317+0.034057i,0.045592+0.020799i,0.019741+0.023378i,0.015337+0.021488i,0.027781+0.01694i,0.051797+0.0081909i,0.059221-0.0070867i,0.040958-0.017453i,0.021593-0.021263i,0.010163-0.019999i
0.53975-0.030897i,0.25969-0.10501i,-0.024319-0.077674i,-0.048861-0.067874i,0.042693-0.13414i,0.057346-0.15302i,0.0095034-0.072032i,-0.014281+0.0084249i,-0.014727+0.029936i,-0.019494+0.021895i,-0.020405+0.0099769i,-0.017578-0.0026231i,-0.01819-0.0075793i,-0.019859-0.0082888i,-0.022015-0.014779i,-0.030119-0.016786i,-0.036396-0.0073685i,-0.043076-0.0024525i,-0.060607+0.0010929i,-0.063135+0.011148i,-0.042755+0.017042i,-0.024677+0.017644i,-0.014145+0.016736i
-0.017961+0.45998i,0.33158+0.54538i,0.39288+0.42605i,0.15722+0.27559i,-0.041308+0.21606i,-0.062131+0.14995i,0.0045543+0.064238i,0.045078+0.0070717i,0.02856-0.015482i,-0.0058778-0.01691i,-0.02049-0.023579i,-0.017305-0.042828i,-0.019154-0.060946i,-0.027983-0.057644i,-0.019066-0.026244i,0.0078058+0.003699i,0.024559+0.011962i,0.032953+0.0082715i,0.044951-0.0022676i,0.04089-0.016571i,0.018718-0.02209i,0.0011213-0.018477i,-0.0054582-0.014723i
-0.11228-0.86845i,-0.23179-0.91337i,-0.12889-0.65535i,0.030849-0.40739i,0.052668-0.28276i,-0.0034779-0.13643i,-0.018206-0.019513i,-0.0072368+0.012341i,0.012266+0.020475i,0.040653+0.027827i,0.040982+0.039332i,0.014193+0.064716i,-0.0024914+0.093407i,-0.0011531+0.10249i,-0.0019793+0.076343i,-0.0072776+0.035608i,-0.0053878+0.0092739i,-0.012871+0.0074295i,-0.027483+0.02732i,-0.024271+0.04511i,-0.0097161+0.040569i,0.001679+0.026854i,0.0066009+0.01677i
0.14908+0.71401i,0.068835+0.5766i,-0.098771+0.32367i,-0.17991+0.26995i,-0.11158+0.30599i,-0.0034667+0.19755i,0.021092+0.037718i,-0.0087715-0.033097i,-0.036749-0.039929i,-0.050196-0.036534i,-0.037268-0.039833i,-0.0047646-0.050208i,0.022191-0.06225i,0.035423-0.066813i,0.040579-0.055645i,0.030399-0.035035i,0.014248-0.016789i,0.022585-0.014809i,0.038957-0.033811i,0.032788-0.046222i,0.015904-0.03514i,0.0064795-0.018947i,-0.00056163-0.0089859i
-0.38585-0.35453i,-0.27465-0.163i,-0.033058-0.044388i,0.12364-0.14495i,0.1336-0.21945i,0.10484-0.1371i,0.081822-0.037906i,0.055689+0.0031644i,0.047994+0.010826i,0.045066-0.00076045i,0.02913-0.011889i,0.0061159-0.01325i,-0.013055-0.0036152i,-0.0164+0.0096803i,-0.010096+0.015143i,0.0016796+0.012361i,0.0064807-0.00082908i,-0.011215-0.0037285i,-0.026999+0.016811i,-0.016458+0.027857i,-7.8591e-05+0.015615i,0.0062577+0.0014357i,0.0086895-0.0041908i
0.55743+0.11811i,0.49186+0.036775i,0.26151+0.045659i,0.10348+0.14673i,0.064503+0.14537i,0.0019309+0.03624i,-0.055934-0.0087287i,-0.039296+0.0022101i,-0.025047+0.0010027i,-0.04361+0.021351i,-0.058707+0.051785i,-0.060967+0.061443i,-0.051296+0.051408i,-0.042471+0.024262i,-0.038997-0.0027711i,-0.031361-0.013884i,-0.016692-0.0072052i,0.0033671-0.006471i,0.012481-0.025006i,-4.6305e-05-0.033202i,-0.014453-0.020496i,-0.016774-0.0065596i,-0.01229+0.00073136i
-0.57237+0.11019i,-0.5239-0.0074031i,-0.35363-0.24658i,-0.28401-0.4024i,-0.24843-0.33191i,-0.11945-0.15716i,-0.0088642-0.05472i,0.006791-0.026869i,-0.0051987-0.018654i,0.0036112-0.024361i,0.029324-0.026419i,0.059774-0.017754i,0.078792-0.011715i,0.076575-0.0039521i,0.055097+0.006001i,0.020634+0.0069835i,-0.0086239+0.0035561i,-0.017618+0.01238i,-0.010568+0.02705i,-0.00090554+0.028014i,0.0013402+0.017508i,-0.0013138+0.010308i,-0.0037584+0.0059256i
0.54175-0.25695i,0.45914-0.060912i,0.229+0.28468i,0.14899+0.4845i,0.12015+0.40067i,0.00905+0.21766i,-0.042774+0.10939i,-0.018459+0.055038i,-0.0082674+0.039718i,-0.0074081+0.050259i,-0.0048946+0.034224i,-0.017608-0.005116i,-0.04544-0.035077i,-0.07057-0.041281i,-0.068532-0.024065i,-0.034267+0.0014317i,0.0036557+0.0090108i,0.013885-0.013246i,0.00025952-0.036389i,-0.0084267-0.033465i,-0.003966-0.01866i,0.0024692-0.010299i,0.0054972-0.0078898i
-0.37332+0.28132i,-0.35224+0.13404i,-0.22868-0.096035i,-0.17538-0.21199i,-0.10394-0.16031i,0.027539-0.082975i,0.072702-0.070932i,0.035525-0.059169i,0.023226-0.037979i,0.027473-0.038344i,0.012065-0.031067i,-0.00046559-0.0043019i,0.0053599+0.022221i,0.02277+0.034894i,0.032541+0.023142i,0.019129+0.0014729i,-0.0041122+0.0023026i,-0.0099844+0.029599i,0.0016692+0.052406i,0.0077604+0.049686i,0.0017724+0.033106i,-0.004307+0.020071i,-0.0067305+0.014081i
0.036537-0.39002i,0.084001-0.27549i,0.19764-0.038673i,0.2969+0.076073i,0.23214+0.062205i,0.081223+0.054131i,0.013483+0.060174i,0.012928+0.039227i,0.0073958+0.013579i,0.0026432+0.0052709i,0.0098945+0.0036526i,0.012153+0.0044824i,0.0061684+0.014033i,0.0023821+0.026038i,0.00043985+0.031814i,0.0017708+0.024756i,0.0085825+0.003152i,0.0088932-0.021958i,0.00075514-0.037854i,-0.00056037-0.038091i,0.0050367-0.028063i,0.006403-0.018132i,0.0053515-0.013363i
0.11492+0.57346i,0.034099+0.55281i,-0.13094+0.2977i,-0.22495+0.083724i,-0.15541-0.013706i,-0.031048-0.064174i,0.0048988-0.059049i,-0.0086235-0.011777i,-0.013976+0.0092937i,-0.026033-0.0053566i,-0.029638-0.024479i,-0.017341-0.042457i,-0.0051449-0.062947i,0.0013099-0.080345i,0.0036392-0.073838i,0.0055401-0.039178i,0.0098248-0.0072667i,0.019241+0.0060137i,0.026642+0.014305i,0.022216+0.018553i,0.0126+0.015283i,0.0089296+0.010446i,0.0076159+0.0082377i
-0.17774-0.43237i,0.0035704-0.43001i,0.21316-0.30172i,0.22673-0.1992i,0.092935-0.099009i,-0.014721+0.00079636i,-0.019608+0.032416i,0.013711+0.0055052i,0.015525-0.011489i,0.0018809+0.012524i,-0.015277+0.041858i,-0.035142+0.062674i,-0.037502+0.083191i,-0.024876+0.091083i,-0.0087474+0.069496i,0.00044825+0.023627i,-0.010412-0.010957i,-0.032889-0.017135i,-0.044418-0.017882i,-0.040276-0.023967i,-0.032741-0.024421i,-0.026859-0.017798i,-0.02219-0.011141i
0.42144+0.15966i,0.31153+0.074561i,0.058161-0.0090199i,-0.082979+0.0014114i,-0.068735+0.0065662i,-0.0075376-0.030097i,0.016841-0.047269i,0.0036631-0.037006i,-0.013335-0.022446i,-0.012571-0.013626i,0.010988-0.0095582i,0.038819-0.01868i,0.042439-0.042436i,0.019993-0.056333i,-0.0061307-0.044232i,-0.017197-0.016535i,-0.0045742+0.0055748i,0.023346+0.012906i,0.041931+0.01569i,0.041828+0.019921i,0.032155+0.019639i,0.022037+0.014532i,0.017753+0.0088349i
-0.52346-0.026152i,-0.54721-0.051699i,-0.43301-0.056653i,-0.2916+0.01388i,-0.15504+0.10575i,-0.061447+0.12427i,-0.018571+0.076107i,-0.0037133+0.027762i,-0.0003068+0.017922i,0.0099233+0.023751i,0.015167+0.019591i,0.012971+0.014803i,0.020409+0.010842i,0.032796+0.0033125i,0.034969-0.0023731i,0.018809-0.0030365i,-0.0040217-0.0027057i,-0.022056-0.0045574i,-0.038182-0.0079595i,-0.043072-0.008782i,-0.032793-0.0041862i,-0.020218+0.00053623i,-0.013558+0.0023109i
0.33437-0.26796i,0.28696-0.15041i,0.23311+0.041781i,0.25623+0.069945i,0.24184-0.024668i,0.1575-0.07883i,0.07131-0.062898i,0.023595-0.022271i,0.017422-0.0059447i,0.0040357-0.01767i,-0.026528-0.027386i,-0.053589-0.029615i,-0.080097-0.015978i,-0.092765+0.010893i,-0.076359+0.022905i,-0.03916+0.015083i,-0.0084812+0.0028217i,0.0081227-0.0029544i,0.028944-0.00067361i,0.041136-0.00024006i,0.032301-0.0043021i,0.019391-0.0068879i,0.01236-0.0077226i
-0.22787+0.5038i,-0.21302+0.45826i,-0.17115+0.28691i,-0.14363+0.15831i,-0.10923+0.078247i,-0.072178+0.038688i,-0.046761+0.032346i,-0.026368+0.019881i,-0.015697+9.5816e-05i,-0.00085702-0.0044522i,0.026784+0.0082408i,0.055934+0.021286i,0.077269+0.014431i,0.081195-0.005454i,0.060128-0.013134i,0.027329-0.003832i,0.0069513+0.010639i,-0.0031522+0.019896i,-0.019638+0.020073i,-0.030632+0.015926i,-0.024286+0.010746i,-0.014441+0.0066318i,-0.0086468+0.0068921i
-0.036103-0.39093i,0.040768-0.30841i,0.14431-0.25205i,0.13728-0.28388i,0.037706-0.24798i,-0.01986-0.14406i,-0.013185-0.065634i,-0.0017427-0.0274i,-0.010119-0.0082559i,-0.029165+0.0040229i,-0.041547-0.0017366i,-0.051082-0.011578i,-0.052821+0.00066175i,-0.038305+0.01857i,-0.015461+0.023087i,0.005739+0.013468i,0.018144-0.0045088i,0.024898-0.020378i,0.03262-0.030478i,0.030195-0.030895i,0.017106-0.021775i,0.0072338-0.013147i,0.0021728-0.012024i
0.39707+0.28792i,0.34454+0.24378i,0.1396+0.24768i,-0.025189+0.31166i,-0.075875+0.30479i,-0.053533+0.22174i,-0.0054306+0.1305i,0.025925+0.060127i,0.030906+0.024422i,0.029753+0.01158i,0.026446+0.0022002i,0.019556-0.0075348i,0.0082166-0.020626i,-0.0071242-0.031115i,-0.013726-0.028971i,-0.0085223-0.017678i,-0.0080951-0.0074512i,-0.020129+0.0041765i,-0.032023+0.021993i,-0.028727+0.029239i,-0.016818+0.019905i,-0.0092481+0.011426i,-0.0057911+0.011925i
-0.39751-0.12844i,-0.2558-0.21502i,-0.063365-0.34985i,0.017754-0.38893i,0.05615-0.27093i,0.081874-0.13501i,0.062294-0.071507i,0.02323-0.047406i,-0.0044647-0.029785i,-0.013109-0.0048155i,-0.011299+0.028059i,0.00034942+0.052891i,0.024448+0.058297i,0.044354+0.05028i,0.041788+0.02974i,0.019105+0.0037874i,7.8982e-05-0.0070984i,0.0012738-0.011872i,0.010122-0.027129i,0.010601-0.03235i,0.0062484-0.018285i,0.0034122-0.0074876i,0.00027804-0.0069469i
0.30233-0.26042i,0.11399-0.2089i,-0.062143+0.014707i,-0.072574+0.22061i,-0.022598+0.23949i,0.0032748+0.13794i,0.0092149+0.054324i,0.0067533+0.026053i,0.0092613+0.01701i,0.0089325-0.0055525i,0.0036151-0.035235i,-0.0043867-0.059723i,-0.023254-0.070896i,-0.041802-0.063048i,-0.040685-0.040895i,-0.023957-0.013828i,-0.0077719+0.0043036i,-0.00040573+0.017457i,-0.00075795+0.034948i,-0.0010351+0.040965i,-0.0010357+0.028462i,-0.0024583+0.016197i,0.00075016+0.011741i
-0.21623+0.38415i,-0.18587+0.28147i,-0.14679+0.056725i,-0.089393-0.13227i,-0.015163-0.21197i,0.01303-0.1905i,-0.00791-0.12515i,-0.025189-0.066325i,-0.020539-0.027013i,-0.0092264-0.0050022i,-0.0029856+0.010677i,0.0027477+0.021995i,0.0089485+0.022324i,0.010827+0.013677i,0.0039774+0.0037761i,-0.0070175-0.00082201i,-0.011439-0.0057495i,-0.0099495-0.017485i,-0.0056756-0.029614i,0.001332-0.03304i,0.0070881-0.02587i,0.0075153-0.015782i,0.0019948-0.010219i
-0.13444-0.30662i,-0.1171-0.085051i,0.0050066+0.15746i,0.095537+0.24318i,0.074764+0.20288i,0.0081509+0.12709i,-0.01151+0.077305i,0.013066+0.039076i,0.020208-0.0041842i,-0.0023399-0.017863i,-0.02038-0.0060257i,-0.029294+0.0090363i,-0.0313+0.030601i,-0.021174+0.047063i,-0.0046096+0.045179i,0.010528+0.030041i,0.016081+0.019102i,0.0162+0.020942i,0.018447+0.021547i,0.012465+0.014758i,0.0017658+0.007629i,0.00076357+0.0024316i,0.0066245-0.00208i
0.3802+0.25098i,0.33024+0.09404i,0.15328-0.11475i,-0.025817-0.26497i,-0.12697-0.28022i,-0.11833-0.17117i,-0.066718-0.064697i,-0.047636-0.011644i,-0.045858+0.018229i,-0.024812+0.024769i,0.0082548+0.0094386i,0.032357-0.012997i,0.036846-0.034221i,0.028691-0.044096i,0.016107-0.035363i,0.0041659-0.016116i,-0.0018088-0.0041273i,-0.0087179-0.0058336i,-0.020297-0.010662i,-0.024161-0.011208i,-0.020469-0.0093888i,-0.020281-0.006633i,-0.021634-0.0032442i
