-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
-0.0009503+0.0021143i,-0.00025868+0.0013812i,0.000132+8.5473e-05i,-0.00089373-0.00077352i,-0.0012414-0.0012509i,-0.00064473-0.0020759i,-0.00059437-0.001451i,-0.00031683-0.0002094i,-7.9797e-05+0.00069471i,-0.00060641+0.0015526i,2.4719e-05+0.0014049i,0.00050187+0.0012098i,0.00025138+0.00060972i,-0.00049533-0.00064235i,-0.000818-0.00090888i,-0.0003948-0.00015203i,1.8283e-06+0.00046365i,0.00012415+0.0006923i,-0.00030664+0.0006759i,-0.00075456+0.00055083i,-0.00106-0.0003093i,-0.00093469-0.00085458i,-0.00025924-0.0010521i
0.0029969-0.00077727i,0.00061261-0.0012705i,0.00050367-0.0017586i,-0.00020657-0.0020512i,-0.0017246-0.0023597i,-0.0012811-0.00155i,-0.00061085+0.00024964i,-0.00018467+0.0014648i,1.6898e-05+0.00081247i,-0.0001761-0.00055107i,-0.00030929-0.0013832i,-0.00069483-0.00094348i,-0.00069007-0.00010328i,-0.0004457+0.00083923i,-8.3714e-05+0.00056169i,0.00080407-0.0013066i,0.00077053-0.0018598i,-0.00015555-0.00072505i,-0.00047457+0.00040013i,-0.00072541+0.00069111i,-0.00036768-5.6149e-05i,-0.00013565-0.00058511i,-0.00010032-0.00073129i
0.0034314+0.0019896i,0.0038332+0.0023701i,0.0036796+0.0011693i,0.0021926-0.00081052i,0.00033001-0.0016293i,-0.0005075-0.00070545i,-0.00071415-0.00013482i,-0.00052509+0.00016095i,5.8939e-05+0.00046983i,0.00047066-5.0744e-06i,-6.475e-06-0.00019532i,-0.00075045-0.00023666i,-0.00060179+2.1436e-05i,-0.00025112+0.00034623i,-7.3367e-06-0.00036487i,0.00056367-0.00042853i,0.00097859+0.00019112i,0.00064459-5.8375e-05i,-3.0218e-05-0.00062061i,-0.00020847-0.00045483i,0.00030337+0.00015264i,0.00026261+0.00033845i,-0.00017463+0.00036211i
-0.0028829+0.001514i,-0.002051+0.0003512i,0.00014759-0.00075147i,0.00035699-0.00015956i,-0.00064309-8.4504e-05i,-0.00076485-0.00064609i,-0.00066842-2.699e-05i,-0.00048409+0.00073449i,-0.00040142+0.001139i,-0.00069825+0.00064595i,-0.00011396-0.00050677i,0.00026433-0.00094655i,0.00076588-0.0013044i,0.00049317-0.0010603i,-0.00024011-0.00033748i,0.00012648-0.00033836i,0.00041863-0.00078655i,0.00058467-0.0010042i,0.0001461-0.00032387i,-0.00060462+6.3531e-06i,-0.00073375-0.00019956i,-0.00022872-0.00032134i,0.00041381-0.00087058i
0.001978-0.00082883i,0.0011113-0.00033676i,0.00098408+0.00017317i,0.0010253+0.00010041i,0.00033808-0.00053486i,-0.00099084-0.00043216i,-0.0016587+0.00039289i,-0.00031134-2.7159e-05i,0.0011211-0.00052037i,0.0014902-0.00013711i,0.00093128-0.00015914i,4.233e-05-0.00020543i,-0.00072647+0.00056722i,-0.00043526+0.00045376i,-0.00038862-0.00047023i,-0.0008182-0.00096104i,-0.0010801-0.00054259i,-0.00061006+0.00050354i,-0.00027204+0.00045893i,0.00074047+0.00019853i,0.00054514+5.1237e-05i,-0.00035912-0.00047269i,-0.0005705-0.0001123i
0.0026494-0.00028689i,0.00069038-1.5055e-05i,9.5948e-05-0.00050936i,-0.00033359-4.3228e-05i,-0.00090304+0.00043208i,-0.00044965+0.00061606i,-0.0004565+0.00032557i,-0.00041831+0.00021109i,-0.00015981+0.00017873i,0.00016733-0.00013852i,0.00030564-0.00040169i,0.00043098+0.00035204i,0.00048686+0.0011929i,-4.4575e-05+0.00036257i,0.00014774-0.0001929i,0.00083216+0.00020285i,0.00058104-3.3177e-05i,-0.00016695-0.0004116i,-0.000235-0.00017932i,8.2279e-05+0.00070203i,0.00040769+0.0011641i,0.0010415-4.4457e-05i,0.0011619-0.00089176i
-0.0012681+0.0011025i,0.00020199-1.2168e-06i,0.0014427-0.00080215i,0.0013132-0.0011978i,0.00099185-0.0014881i,0.00049107-0.001029i,0.00067534-0.00030397i,0.00089674+0.00023477i,0.00087708+0.00046732i,0.00049932+4.5247e-05i,-0.00013623-0.00059499i,6.0623e-06-0.0004268i,0.00077077+9.8557e-05i,0.00059466+0.00047067i,-0.00026327+0.00045054i,-0.00071511-0.00025975i,-0.00050222+0.00035328i,-0.00033229+0.00058718i,-0.00011086-0.00059455i,-9.817e-05-0.001064i,7.9539e-05-0.00046098i,0.00070523+0.00037338i,0.00045109+0.0012535i
0.0010269-0.0010707i,0.0012956-0.0010192i,-0.00028617-0.00016277i,-0.0010008+0.00072147i,0.00050234+0.0009823i,0.00073245+0.00085647i,0.00026837-0.00029725i,-1.847e-05-0.00096646i,1.7996e-05-0.00049198i,0.0010176+0.0004319i,0.0010794+0.00080447i,0.00044029+0.00032885i,0.0006309-5.5915e-05i,0.00059243-8.6126e-06i,0.00041886-0.00034306i,0.00017718-0.00069336i,-7.2305e-05+0.00026561i,-0.00024175+0.0011892i,-0.0001815+0.00081513i,-7.8487e-05-0.00013737i,-0.00028663-3.8314e-05i,-9.1201e-05+0.00053786i,-0.00017088-5.1545e-05i
-0.0017143+0.001236i,-0.0011667+0.00095224i,-0.00048639+0.0015588i,0.0002767+0.0026257i,0.00082625+0.0014716i,0.00062371-0.0003898i,-5.9838e-05-0.0010289i,-4.288e-05-0.00059153i,-0.0001557+3.1271e-05i,-0.0006712+0.00045962i,-0.00018506+0.00032126i,7.0359e-05-0.00020172i,-0.00033632-0.00096196i,7.4838e-06-0.000442i,0.00024492+0.00035544i,0.00023519+0.00055175i,5.9623e-05+0.00011944i,-0.00023775-0.00088977i,0.0001322-0.00050325i,1.8518e-05+0.0011447i,-0.00069239+0.0016727i,-0.00052322+0.00044243i,-0.00080298-0.00073643i
-0.00028571+0.00033958i,9.6488e-05+0.00014629i,0.0004569-0.001373i,8.1735e-05-0.0016936i,-0.00029909-0.00067143i,-0.00036471+0.00062078i,0.0001699+0.00044628i,0.00026832-0.00043316i,0.00013842-0.00023759i,0.00026876-0.0001566i,-0.00028802-0.0010836i,-0.00022196-0.00090419i,1.7585e-05+7.5223e-05i,-0.00027665+0.00030283i,-7.1381e-05-1.3336e-05i,0.00012051-0.0002454i,0.00030226+0.00012925i,3.8422e-06+0.00024744i,-0.00029922-2.0115e-05i,-0.00026159+0.00024981i,-2.1585e-05+0.00037866i,0.00016578-0.0003605i,-0.00023013-0.00033299i
0.00020356-0.0029344i,0.00014933-0.0017034i,-0.0015144-0.00025793i,-0.0017859+0.00088943i,-0.00048127+0.0012554i,-0.00010385-0.00028206i,-0.00071187-0.00094235i,-0.0011365+3.7094e-05i,-0.0013165+0.00068146i,-0.0010173+0.00051215i,-0.00022166+5.5597e-05i,0.00054766-0.0002159i,0.00059643-0.00026006i,-5.5555e-06-0.00031346i,-7.757e-05-0.00013121i,0.00013306+6.1464e-05i,6.6847e-05+0.00012741i,-0.00029981-0.00016397i,-0.00064483+2.2873e-05i,-0.00075649+0.00032098i,-0.00021344+0.00042113i,0.0010018+0.0008451i,0.00075966+0.00028599i
0.0015485-0.00015281i,0.0013145+0.0010635i,0.0014071+0.00061219i,0.00092909-0.0011059i,0.00015503-0.0014218i,0.00016093-0.00043623i,0.00043558-0.00033692i,0.00056482-0.00052846i,0.0007412-0.00039943i,0.00027655-0.00073511i,-0.00088216+0.00021144i,-0.0012514+0.00099176i,-0.00089216+0.00025658i,-0.00051851-0.00061323i,-0.00045278-0.00069856i,-0.00076446-0.00019643i,-0.0010334-0.0002141i,-0.0003427-0.00077801i,7.989e-05-0.00056823i,-0.00020546+0.00027697i,0.00053912+0.00039742i,0.00057672-0.00017122i,9.2021e-05-0.00045133i
0.0017595+0.0024011i,0.0021198+0.0015528i,0.0016385-0.00089452i,0.00090804-0.0019453i,-0.00065797-0.0016194i,-0.0019684-0.001467i,-0.001153-0.0010629i,-0.00019379-0.00050833i,-5.6557e-05-0.00051663i,-0.00040345-0.0005106i,-0.00098364-3.6706e-05i,-0.0010216+0.00097392i,-0.00036012+0.0011663i,0.00021321+0.00054641i,-7.9592e-05-0.00065362i,0.00026775-0.00098947i,0.00074341+0.0002418i,0.00072642+0.00039763i,0.00037821+7.851e-05i,-0.00021312+7.3119e-05i,-4.9854e-05+0.00020976i,-0.00067832+0.00030287i,-0.00091372+0.00022957i
-0.0011148+0.0015712i,-0.00095576+0.0011461i,-8.6302e-06+0.00050451i,0.00044894-0.00030492i,0.00035272-0.0010727i,0.00020195-0.00062278i,0.00055369-0.00043587i,0.0010226-0.00064282i,0.00064149-0.00037385i,0.00010578+0.00074475i,-0.00055184+0.00109i,-0.00057739+1.2227e-05i,-0.00034541-0.00054327i,-2.9264e-05-0.00084614i,0.00052622-0.00076408i,0.00049565+0.00032515i,0.00014532+0.00046158i,6.0948e-05+0.00045178i,-2.9262e-05+0.00038284i,2.6449e-05+0.00033485i,0.00033915+0.00015799i,0.00025141+0.00011261i,0.00021313-8.2991e-05i
0.00028885-0.0029615i,-0.00035657-0.0022921i,-0.00079206-0.001486i,-0.00029315+0.00010027i,0.00025261+0.0012969i,8.8405e-05+0.00085264i,-0.00053779-0.00035185i,-0.00103-0.0003108i,-0.0008395-3.1774e-06i,0.00037416+0.00028892i,0.0012209+0.0007357i,0.00084364+0.0006261i,0.00097373+0.00052807i,0.00051686+0.00066463i,-0.00013502+0.001276i,6.5395e-05+0.0012328i,-7.4002e-05+0.00032688i,-8.4252e-05-0.00013876i,-9.5394e-05-0.00033091i,-0.0001503-0.00082176i,9.9143e-05-0.0006868i,0.00018355-0.00039201i,0.00075573-9.6769e-05i
0.0041141-0.00018003i,0.0029125-0.0011963i,0.0011668-0.0019236i,-0.00054476-0.0015591i,-0.0013624-0.0015189i,-0.0011681-0.001423i,-0.00053843-0.00063459i,0.00023134-0.00017203i,0.00029701-0.00044937i,-0.00024275-0.00076408i,-4.9247e-05-0.00072424i,0.0002583-4.865e-05i,-0.00059034+0.0002685i,-0.00094893-0.00036134i,-0.00052542-0.00076517i,0.00023507-0.00072248i,-5.5948e-05-0.00026457i,-7.9014e-05-0.00013715i,8.7995e-05-0.00033562i,-0.00071503-7.4099e-05i,-0.00039883+0.00036651i,-0.00021311+0.00018092i,-0.00080893-0.00020002i
-0.001454+0.00059593i,-0.0016928+0.0012126i,-0.0016322+0.00065071i,-0.0010307-0.00012633i,-0.0013986-0.0007218i,-0.001405-0.0012772i,-0.0013774-0.00087247i,-0.0012875+7.6498e-05i,-0.0006406+0.00038578i,-0.00069905+0.00094473i,-0.0010014+0.00087132i,-0.00015653-0.00023305i,0.00026158-0.00025736i,7.8608e-05-6.9351e-05i,0.00012899-3.7189e-05i,0.00039632-9.863e-06i,-5.7799e-06-0.00042795i,7.4912e-05-0.00072809i,0.00058171-0.00021618i,0.00045785+0.00010666i,-0.00012496-3.2895e-05i,-0.00028157-0.0002374i,0.00057489-0.00053205i
0.00028491+0.00044854i,0.00058177+0.00091043i,0.00067566+0.00086448i,0.00027116+0.00015369i,-6.0634e-05-0.00087491i,-0.00031027-0.0011649i,-0.00043619-0.0003916i,-0.00041343+2.7695e-05i,-0.00051182+7.7369e-06i,-0.00073322-0.00050421i,-0.00071389-0.00041537i,-0.00091121+0.00028635i,-0.0007986+0.00034223i,-0.00016118+0.00040136i,-0.00031687+0.00049172i,0.00033492+0.000954i,0.0010062+0.0015189i,0.001107+0.0004779i,0.00040205-0.00028985i,-0.00074224+0.00028603i,-0.0010938+0.00044104i,-0.00083588+0.00023868i,-0.00037799-7.65e-05i
0.0025186-9.8316e-05i,0.0030985+0.0004783i,0.001787-0.00094446i,0.00014619-0.0020913i,-0.00018043-0.0016408i,-0.00038941-0.00074298i,-0.00019987-0.00039324i,-0.00014663-0.00085392i,-0.00012161-0.0010431i,8.9773e-05-0.00072319i,-4.8093e-05+0.00011294i,-0.00024221+0.00038735i,-0.00066766-0.00042328i,-0.0001323-0.0011072i,0.00042255-0.00056618i,0.0001938+0.00026253i,-0.00037195-0.00021945i,-0.00046433-0.0010476i,0.00012431-0.00021038i,0.00051352+0.00017657i,0.00036158-0.00035351i,0.00066276-0.00069049i,0.00050733-0.0009249i
-0.0017599+0.00052458i,-0.0015003+0.00015723i,-0.00067705+0.00035615i,-0.00028284-0.00045086i,-6.5637e-05-0.0017073i,0.0003088-0.0016316i,-5.8284e-05-0.00033649i,-0.0002317+0.00030858i,5.3127e-05-0.00019521i,1.2789e-05-0.0012148i,-0.00018739-0.00098589i,-0.00023115-0.00012638i,0.00033688-0.00041308i,0.00048434-0.001171i,-0.00038184-0.0010936i,-0.00028343-0.00062892i,0.00091873-0.0003732i,0.00059079-1.1194e-05i,4.3463e-05+0.00046747i,0.00032232+0.00062445i,0.00066857+2.9319e-05i,0.00099073-0.0008744i,0.00033534-0.00075914i
0.0015502-0.0017033i,0.0025139-0.001775i,0.0024272-0.00046573i,0.0015407-0.00073551i,-5.3579e-05-0.001243i,-0.0013994-0.00081538i,-0.00076525-0.0011446i,0.00093013-0.00080314i,0.0010201-0.00021759i,0.0008408-0.00058593i,0.0012271-0.00088077i,0.00087664+8.7239e-05i,0.0001336+0.00065602i,-0.00077537+7.6691e-05i,-0.00060527-0.00014223i,-0.00051095+0.0002912i,-0.001231+0.00033542i,-0.00087852+0.00010644i,0.00014823+0.00022482i,-0.00032247-0.00028734i,-0.00092584-0.0011294i,-0.00047084-0.00031293i,-0.0003368+0.00018522i
0.00048601+0.0011417i,0.00054619+0.0017125i,8.4957e-05+0.00085519i,-0.00081476+0.00057956i,-0.0013606+0.00017809i,-0.00069587-0.00072977i,0.00030634-0.0011107i,0.00088735-0.001027i,0.0008035-0.00063167i,0.00076497+0.0003777i,0.00088833+0.00071786i,0.00065889+4.2964e-05i,0.00091575-0.00031383i,0.00097027+0.00051705i,0.00039646+0.0010251i,-7.2789e-05+0.00065529i,-0.00059578+0.00023683i,-0.0013276-0.0005051i,-0.00077695-0.00041844i,9.2911e-05+0.00067596i,-0.00045995+0.0014591i,-0.00060339+0.00082429i,0.00047511+0.00017674i
-0.00080788-0.0003622i,-0.0019474-0.00066801i,-0.002996-0.0012834i,-0.0025182-0.00057829i,-0.0015223-0.00073101i,-0.00077814-0.00087504i,-0.00067431+1.6258e-05i,-0.00057705+0.00064609i,-0.00036865+0.00016484i,-2.6222e-05-0.00042536i,7.5896e-05-0.00047519i,-0.00036123+0.00047197i,-0.00015281+0.0011134i,-0.00024958+0.00059308i,-0.00054785+6.1995e-05i,-0.00011545-0.000484i,0.00018293-0.00038063i,-0.00026405+0.00011894i,-0.00058273-8.9019e-05i,-0.00032033+2.1795e-06i,-0.0002442-0.0001423i,-0.00041951-0.00051814i,-0.00089748-0.00032569i
0.0019468-0.0008334i,0.0016138-0.00089283i,0.0019459-0.00058126i,0.001256-0.00079314i,0.00049076-0.0011914i,-5.3729e-05-0.0017384i,0.00014164-0.0018076i,-0.00023716-0.0010981i,-0.00086631-0.00072346i,-0.00068612-0.00029829i,-0.00067187-0.00016496i,-0.00088975-0.00032113i,-0.00062667-2.6822e-05i,-0.0003198-0.00064801i,-0.00035401-0.0013073i,-0.00071977-0.00093697i,-0.00067538-0.0011478i,3.6007e-05-0.0015317i,0.0010966-0.0003876i,0.00077378+0.0010987i,5.4853e-05+0.001147i,0.00012025+0.00042232i,-0.00042748-0.00058036i
0.0022486+0.00044617i,0.0019988+0.0010593i,0.0016846-0.00035349i,0.00030024-0.0014601i,-0.00071068-0.00015503i,-0.00026963+0.00053535i,0.0002145-0.00025819i,-0.00019193-0.00061714i,-0.00059944-0.00071931i,-0.00032844-0.00029344i,0.00049431+0.00096407i,0.00061663+0.00096619i,2.743e-05+0.00038986i,-4.4301e-05+0.00014813i,0.00019565-3.1519e-05i,7.102e-05-0.00030535i,-2.8603e-05-0.00044158i,-0.00030149-0.00036189i,-0.00082706-0.00059027i,-0.00039305-0.00044828i,0.00056777-0.00019328i,0.00036104+0.00011654i,-0.00070507+0.00035575i
-0.0007929+0.00091197i,-0.0013971-0.00053835i,-0.0014561-0.00072927i,-0.00085703-0.00081678i,5.0722e-05-0.0016213i,0.00076241-0.0016874i,0.00033906-0.00078421i,-0.00058766-0.00025345i,-0.00074398+8.9534e-05i,0.00010393+0.00027026i,0.00070876+0.00064221i,0.00032958+0.00036035i,-0.00028015-0.00013175i,-0.00010986-0.00013171i,0.00023706+0.00043684i,-0.0002693+0.00096298i,-0.00066639+0.00063957i,-0.00021118+8.0062e-05i,-0.00011053-0.0002216i,-0.00085357+3.5236e-05i,-0.00039332+0.0004438i,0.00037063+0.00034452i,-5.6829e-05+0.00030981i
0.0011087-0.00088969i,0.0022144+0.00024613i,0.0026622+0.00021844i,0.0012373-7.318e-05i,-0.00052784-0.00012491i,-0.0012956-3.2195e-05i,-0.0010158-0.00071988i,-0.00052115-0.00039182i,-0.00056119-8.9284e-05i,-0.00056631-0.00066338i,-0.0005388-0.00049261i,-0.00031436-0.00022134i,-0.00058141-2.6428e-05i,-0.00076396+0.00017813i,-0.00029095-0.00020257i,-0.00013932-1.4356e-05i,-0.0001081+0.00017462i,0.00016344-0.00039734i,0.00040423-0.00018703i,5.0151e-05-2.399e-05i,-0.00034168-0.00060907i,0.00012165-0.00072464i,0.00047752-0.00030642i
0.0011042+0.0014966i,0.0008795+0.0021188i,0.00096014+0.0019696i,-0.00021539+0.00040103i,-0.00049251-0.00043935i,6.1931e-05-0.00018833i,1.6688e-06-0.00011103i,-2.6329e-05-0.00057451i,0.00017003-0.00014611i,0.0004218+0.00024377i,1.2948e-05-0.00065801i,-0.0002428-0.0014764i,0.00013454-0.00096994i,7.2645e-05-0.00014463i,-0.0001006-0.00017459i,-0.00039732-7.8895e-05i,-0.00061859-7.9639e-05i,-0.00086113-0.00017324i,-0.00024275+0.00020287i,6.8008e-06+0.00056042i,-0.00047852+0.00068167i,-0.00028739-0.00015187i,0.00049724-0.0010755i
0.0021674-0.0013903i,0.00061617-0.0016077i,0.0009723-0.0018498i,0.00011755-0.001265i,-0.0013824-0.00049492i,-0.0019051-0.00035281i,-0.0016561-0.00047977i,-0.00096438-0.001477i,-0.00047829-0.0018837i,-0.00090465-0.00065712i,-0.0016075-7.0956e-05i,-0.001571+0.00017325i,-0.0012739-0.00011135i,-0.0010719-0.00098818i,-0.0007788-0.00030115i,-0.00075382+0.00045041i,-0.0004909-7.6825e-05i,-0.00040997-0.00056452i,-0.00028861-0.00073429i,9.347e-06-0.00085433i,-0.00020454-0.00060791i,-0.00057487-0.00023639i,-0.00069156+0.00043573i
0.002292+0.00036256i,0.0025534-0.00024183i,0.0017389-0.00014232i,0.00076998-0.00034286i,-3.1001e-05-0.00064754i,-0.00083592-0.00047652i,-0.00066283-0.00038957i,-1.6049e-05-0.00024974i,0.00019407+2.0863e-05i,0.00032894+0.00037379i,-6.6728e-05+0.00042441i,-0.00024295+9.203e-05i,-0.00037697+0.00015947i,-0.00094405-9.1753e-05i,-0.0010694+0.00013725i,-0.00073845+0.00010367i,-0.00027086-0.00030852i,-1.324e-05+0.00047577i,-0.00034929+0.00064432i,-0.00063341+0.00046201i,-0.00051546+0.00015573i,1.4331e-05-0.00014961i,0.00064289-0.00016527i
0.0018962-0.0005525i,0.00094342-0.0011798i,0.0001424-0.0012248i,-6.6763e-05-0.00078416i,-1.5868e-05+4.9128e-05i,-0.0010584+0.00068523i,-0.0013644+0.00016715i,-4.4252e-05-0.00068561i,0.00064781-0.0008493i,0.00056878-0.0004258i,-5.8666e-06+0.00057497i,-0.001061+0.00090562i,-0.00030541+0.00025688i,0.00032439-0.00054291i,1.8118e-05-0.00098722i,0.00047992-0.0014699i,6.5437e-05-0.0009562i,-0.00039276-0.00042687i,-0.00070527-0.00016377i,-0.00045626+0.00023338i,0.00011944+4.4013e-05i,-9.3395e-05+0.00031747i,-0.00032662+0.00015056i
-0.00032559+0.0014215i,5.078e-05+0.0013922i,0.00050879+0.00044022i,0.00058153-0.00061872i,0.00015489-0.0008897i,-3.0407e-05-0.00044703i,-0.0002133+0.00011326i,-0.00015488-8.3052e-05i,0.00029325-0.00092415i,0.00015952-0.00095585i,0.00023675-0.00031736i,0.00084585+0.0003535i,0.00051086+0.00087446i,-0.00049956+0.00080823i,-0.00035729+0.00053004i,0.00020089+0.00037861i,-0.00031148+0.00042018i,-0.00057697+0.00010263i,1.3122e-05-0.000392i,0.00029356-5.1269e-05i,-0.00028369+0.00021382i,-0.00021204-0.00012708i,0.00041149+0.00070062i
-0.00049386-0.00034538i,-1.5964e-05-0.00011388i,1.1915e-05-0.00026716i,-0.00030836+0.00023837i,0.0009625+0.00045445i,0.0014661+0.00016028i,0.00063958-0.00035145i,3.1821e-05-0.00051396i,-0.00042015-0.00054759i,-0.00014335-0.00060237i,0.0005522+0.00038614i,0.00065118+0.00069564i,6.7224e-05-7.6446e-05i,-0.00016568-0.00053729i,0.00017017-0.00048233i,8.9054e-05+0.0005128i,-0.00042251+0.00062694i,-0.00069496+0.0001001i,-0.0008324+0.00015325i,-0.00032872+4.2826e-05i,-0.00045712-0.0004066i,4.295e-05-0.00047695i,0.00037295-9.8657e-05i
0.00059379+0.00097075i,0.00073171+0.0015071i,0.00069922+0.0004621i,0.00066226-0.0007186i,-0.00029567-0.0012615i,-0.00055321-0.00072105i,0.00033127-0.00016948i,0.00086168-0.00034115i,0.00054352+0.00024665i,-0.0002116+0.00036567i,-0.00045506+0.00021677i,-0.00048352+2.9038e-05i,-0.00034891-3.1546e-05i,-0.00011671+0.00031416i,0.00021072+9.5908e-05i,4.8027e-05-0.00068964i,-5.2176e-05-0.00075533i,0.00040463-0.0005333i,0.00097903-0.00050735i,0.0004877-0.00049683i,-0.00049617-0.00025593i,-0.00082947-3.332e-05i,-0.00063671-0.00042205i
0.00033194-0.0018908i,0.00053266-0.0024109i,-0.00092489-0.0024739i,-0.0016285-0.0012656i,-0.00088881-0.00047854i,-0.00068347-0.00026855i,-0.00091874-0.00033352i,-0.0011772-0.00054544i,-0.0011763-0.00038635i,-0.00055907+6.8498e-05i,0.00017818+0.00039461i,0.00041306+0.00043972i,-0.00050715+0.00039382i,-0.00027549+0.00052034i,0.00032876+1.2835e-05i,1.3117e-05-0.00052896i,-0.00012762-0.00076949i,0.00024651-0.0010024i,0.00032757-0.00031209i,-6.8651e-05-5.926e-05i,-0.00012572+0.00010869i,0.00025047+0.00048713i,-7.0344e-05+0.00019552i
-0.00092274-0.00045634i,-0.00013802+0.00020796i,0.00051503+0.00034751i,-0.00019676+0.0012459i,-0.00040257+0.0017749i,0.00019103+0.00085291i,0.0010763+0.00025516i,0.00094086+0.00018729i,-0.00063055+0.00060704i,-0.00060886+0.00057405i,-0.00016195+0.00040529i,-0.00051123+0.0001289i,-5.1512e-05+0.00039528i,0.00027617+0.00097748i,0.00049815+0.00073846i,0.0010989+0.00025162i,0.00086684-0.00013449i,9.5286e-05-0.00058918i,-0.00032211-4.9246e-05i,-0.00042758+0.00038209i,-0.00025287+0.00062427i,-0.00035094+0.00027754i,-3.6474e-05+4.0149e-05i
0.0013224+0.00044594i,0.00069955-0.00043043i,0.00083695-0.00074836i,0.00019823-6.1689e-06i,-0.0005235-0.00021452i,-0.00025737-0.00097704i,3.2784e-05-0.00019747i,-0.00017141+0.00074543i,-0.00011678+0.00093655i,0.00023485+0.00064777i,-0.00018379-0.00030611i,-0.00034806-0.00046226i,-0.00016567+8.734e-05i,-8.8325e-05+3.3191e-05i,-0.00041513-4.1101e-05i,-0.00075818+6.2242e-06i,-0.00064747-0.00020292i,-3.3949e-05-0.00032933i,-0.00019018-0.0004767i,-0.00043777-0.0015544i,0.00022615-0.00093754i,0.00014359+0.00042064i,0.00026437-0.00033112i
0.0020177-0.0020434i,0.0020869-0.001008i,0.00092088-0.0014908i,-0.000606-0.0018107i,-0.0016398-0.0021405i,-0.0010249-0.0026632i,8.2924e-06-0.0017488i,3.9062e-05-0.00086719i,-0.00060451-8.8451e-05i,-0.00078947+0.00049618i,-0.00080505+0.00034954i,-0.00061306+0.0005236i,-0.00040366+0.00063427i,-2.5674e-06+0.00026751i,8.2284e-05+7.5254e-05i,-0.00036557+0.00061557i,-0.00044622+0.00052298i,-0.00027386+0.00011408i,-0.0002656+0.00015741i,-1.3069e-05-0.00021723i,0.00040231-0.00033189i,0.00041915+0.00020811i,0.00060104+0.00031046i
0.0002059+0.0017428i,0.00015316+0.00066609i,0.00019567-0.00023297i,-0.00057588-0.00028036i,-0.0013684-0.00086856i,-0.00090426-0.00035623i,-0.00048843+0.00077744i,-0.00018461+0.00029017i,0.0003786-0.00086373i,0.00019269-0.00064867i,-0.00048383-0.0007908i,-1.6828e-05-0.0009068i,-5.9056e-05-0.00040032i,-0.00060618-0.00012217i,-0.00024275+0.00029504i,0.00051017+8.704e-06i,0.00036148+0.00024926i,0.00013528+0.00078056i,-0.00029102+0.00032469i,-0.00057265+7.8691e-05i,3.1645e-05+0.00070782i,-0.00012141+6.1264e-05i,-0.00013036-0.00083833i
0.0013138-0.0016129i,0.00071181-0.00090916i,-0.00038155-0.00048619i,-0.00067819+3.6628e-05i,-0.00043947+9.6403e-06i,-0.00046878-0.00045283i,-0.0006806-9.0378e-05i,-0.00019209-0.00022728i,7.9992e-05-0.00077107i,-0.00027935-0.00046759i,-0.00037716+0.0002439i,-0.00050927+0.00030493i,-9.9134e-05+0.00030774i,0.00011672+2.9223e-05i,-5.9963e-05-0.00012543i,-0.00029405-0.00023042i,-3.6449e-05-0.0004496i,0.0011076-0.0004856i,0.0010054-0.00047059i,-5.6e-06-0.00013908i,-0.00054506-0.00013254i,-0.00050058-0.00041944i,0.00016992-0.00020346i
0.0018502+0.0015743i,0.0018155+0.0011758i,0.0015067+0.0013175i,0.00092517-6.2079e-05i,0.00068919-0.00069875i,-2.7672e-06-0.00070175i,-9.6777e-05-0.00034383i,4.1321e-05+0.00043031i,-0.000585+0.00023246i,-0.00019886-0.00044896i,0.00023089-0.00077286i,0.00044649-0.00031531i,0.00011807-0.00028409i,-0.00060288-0.0010002i,-5.671e-05-0.00097646i,0.00046235-0.00023036i,0.00073497-9.3213e-05i,0.00083385+7.2838e-05i,7.1265e-05-7.207e-05i,0.00022766-0.00029972i,0.00039852+0.0002907i,-0.00023333+0.00029588i,-0.0013267-0.00031951i
0.00017557+0.00092811i,8.575e-05+0.001605i,0.00077474+0.00064582i,0.00070218+0.00051848i,-0.00074248+0.00022868i,-0.0016517-0.00036926i,-0.00070694-0.00046434i,0.00033931-0.00029478i,1.5794e-05+0.00015014i,-0.00074662+0.00046628i,-0.00097361+0.00071465i,-0.00042812+0.00070792i,0.00057638+0.00042782i,0.00093404-0.00025629i,0.0010689-0.00080813i,0.00051295-0.00024786i,-0.00028973-0.00015486i,-9.6187e-05-0.00074207i,0.00031133-0.00037033i,0.00045235-0.00078059i,0.00022856-0.0013149i,2.7838e-05-0.00061671i,0.00012173+0.00021269i
