-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
0.0051048+0.00056973i,0.0069141-0.0071343i,0.011644-0.013413i,0.0128-0.014506i,0.0079542-0.0089223i,0.0024115+0.00089789i,0.00041423+0.0066489i,-0.00070517+0.0056205i,-0.0019211+0.0041507i,-0.0003321+0.0061838i,0.0039514+0.0057421i,0.009291-0.00022784i,0.011032-0.0060995i,0.008332-0.0051589i,0.0040801-0.00062771i,0.0012697+0.0010984i,0.00022475+0.0011168i,-0.00016065+0.0019692i,-0.00058586+0.0031448i,-0.0002932+0.0047769i,0.00060744+0.0045102i,0.001095+0.0014752i,0.0013629-0.00049978i
-0.0021532+0.003466i,0.00076289+0.0022507i,0.0016481-0.0028139i,-0.00078485-0.011856i,-0.004779-0.013549i,-0.0088017-0.0049134i,-0.0087435+0.003818i,-0.0058541+0.0072578i,-0.0047367+0.0054983i,-0.006054+0.0018962i,-0.0071601+0.0039204i,-0.0060109+0.011209i,-0.0036451+0.014954i,-0.002943+0.011208i,-0.0030974+0.0050007i,-0.0029754+0.0019742i,-0.0024312+0.0014738i,-0.0016408+0.00090337i,-0.0015995+0.00026604i,-0.0017482-4.2188e-05i,-0.0016663+0.00093202i,-0.001297+0.0026341i,-0.0010069+0.0032655i
-0.0062207-0.0034107i,-0.0058592-0.0029105i,-0.0061309-0.0036437i,-0.0073102-0.0064191i,-0.0097427-0.0086374i,-0.012415-0.0089492i,-0.014117-0.0062364i,-0.011929-0.0033217i,-0.0060338-0.0027241i,-0.00046661-0.0044895i,-0.00055163-0.0073829i,-0.0057858-0.010097i,-0.0093146-0.010227i,-0.0073445-0.0070575i,-0.0023043-0.0052252i,0.00073378-0.005154i,0.0011123-0.0043464i,0.0017675-0.0027576i,0.0022995-0.0015337i,0.0019996-0.0012405i,0.0014357-0.00061929i,-0.00013132-0.00045838i,-0.00089052-0.00092023i
0.0022978-0.0034025i,0.00031767+0.0021703i,-0.0034564+0.0099097i,-0.004829+0.012595i,-0.0047403+0.0057462i,-0.0063016-0.0049193i,-0.006555-0.010565i,-0.0031557-0.0095558i,0.0010649-0.0044203i,0.0030484+0.0023461i,0.0052267+0.0076087i,0.0098271+0.0071236i,0.012856+0.0034809i,0.010163+0.0019324i,0.0060974+0.0021997i,0.0054254+0.0015939i,0.0053755-0.00024922i,0.0032498-0.00079503i,0.00072475-0.0006008i,-0.00096991-0.00079455i,-0.001425-0.001172i,-0.00024314-0.0016841i,0.0018423-0.0010838i
-0.0023993-0.00028139i,-0.0029566+0.0042414i,0.00029767+0.010173i,0.0066639+0.012004i,0.0099011+0.0066303i,0.0085686-0.0027171i,0.006442-0.007039i,0.0056958-0.0052235i,0.0031815-0.0034552i,-0.0024236-0.0017336i,-0.0069797+0.0013182i,-0.0090559+0.0052269i,-0.0093427+0.0071793i,-0.0067596+0.0045344i,-0.003099+0.0026101i,-0.0016683+0.0032905i,-0.0020553+0.0031674i,-0.0017363+0.0020209i,-0.001077+0.00052662i,-0.00087426-0.0011873i,-0.0010353-0.0016723i,-0.0011302-0.00043897i,-8.0522e-05+0.00035128i
-1.8675e-05-0.0014692i,-0.00026892-0.0060685i,0.0028046-0.0078895i,0.0076237-0.0046755i,0.0098841-0.0010469i,0.009171-0.0004791i,0.0071856+0.00022888i,0.0042597+0.00067117i,0.0025563-0.0018359i,0.0038925-0.0063433i,0.0067383-0.011625i,0.0061218-0.015759i,0.002525-0.016077i,0.00062501-0.011751i,-0.0012155-0.0066217i,-0.0034939-0.0036818i,-0.0038147-0.002229i,-0.0026641-0.00045747i,-0.0015989+0.0019566i,-0.00018032+0.0032084i,0.00045563+0.0025558i,0.00011213+0.00075766i,-0.00018537-0.00086868i
0.0025793-0.0021862i,0.0017261-0.0017957i,0.00010098-0.0020162i,-0.00042962-0.0032465i,0.0011531-0.0023543i,0.0027591+0.00078579i,0.0017401+0.0025377i,0.00045565+0.0021646i,0.0012012+0.0025996i,0.0027833+0.0056504i,0.0051488+0.0091422i,0.0081712+0.0097501i,0.009068+0.0073429i,0.0060395+0.0043256i,0.0022254+0.0016354i,0.0011215+0.00063657i,0.0005987+0.00072083i,-0.00041268+0.00027687i,-0.00022723-0.00024i,7.7061e-05-0.0006624i,0.00041935-0.0013097i,0.0014901-0.0007427i,0.0016394+0.00077878i
0.0038101+0.0013145i,0.0018558+3.389e-05i,-0.0011306-0.004127i,-0.0058897-0.006715i,-0.0082651-0.0034974i,-0.0077462+0.00089263i,-0.0079666+0.0024959i,-0.0085653+0.0036563i,-0.0081348+0.0035438i,-0.0089346+0.0015033i,-0.01191+0.00083661i,-0.013567+0.0019602i,-0.012294+0.0024205i,-0.0081364+0.0023425i,-0.0044807+0.0025106i,-0.0040472+0.0029255i,-0.0026976+0.0030517i,9.9878e-05+0.0023998i,0.0020626+0.0015293i,0.0024901+0.0011991i,0.0021394+0.001151i,0.0010761+0.0018318i,-0.00049619+0.0019939i
-0.00015861+0.00067713i,-7.0286e-05-0.0032537i,-0.0010853-0.0045294i,-0.0051131-0.0041524i,-0.0091049-0.0041519i,-0.011604-0.0034584i,-0.01372-0.0022956i,-0.012238-0.00042275i,-0.0055416-0.0001835i,0.0012916-0.0030215i,0.0047565-0.0062653i,0.0067325-0.007277i,0.0066699-0.0060314i,0.0047579-0.0039342i,0.0026289-0.0041124i,0.0012222-0.0049487i,-5.6337e-05-0.0038819i,-0.0010892-0.0024764i,-0.0017562-0.0014584i,-0.0019934-0.0005411i,-0.0018251+0.00037546i,-0.0014419+0.00016953i,-0.00047246+0.0004816i
0.00041004+0.0041136i,0.0024607+0.0061402i,0.0044114+0.006589i,0.0022848+0.0027957i,-0.0026317-0.0027794i,-0.0063224-0.0067619i,-0.0069638-0.007467i,-0.0034471-0.0033127i,0.0013084+0.0025716i,0.0027935+0.0070481i,0.0022071+0.011435i,0.002872+0.013863i,0.003283+0.011486i,0.0036308+0.0057654i,0.0055143+0.0019027i,0.0068934+0.00068105i,0.0059455+5.2821e-05i,0.004118-0.00067259i,0.0016059-0.0017263i,-0.00018956-0.0014754i,-6.7027e-05-0.00042193i,0.00035417+0.00065069i,-0.00036485+0.0010829i
0.0015948+0.0048441i,0.0031974+0.005756i,0.006477+0.0053778i,0.0094974+0.0028002i,0.0085619-0.002132i,0.0046198-0.0066271i,0.0019512-0.0051969i,0.0026368-0.0010122i,0.0019514-0.00014979i,-0.0022297-0.0017639i,-0.0066442-0.0024139i,-0.0091464-0.0023762i,-0.0088097-0.0032089i,-0.0062607-0.0025736i,-0.0042654-0.00090616i,-0.0040664+0.00021668i,-0.0041685+0.0014725i,-0.0028455+0.0025289i,-0.0015927+0.0031897i,-0.0013596+0.0028463i,-0.001485+0.0021636i,-0.0012286+0.0014407i,-0.0015474-0.00016529i
-0.0026973-0.0035031i,-0.0032743-0.0040326i,0.00067097-0.0015563i,0.0070753+0.00069304i,0.0096072-0.00094317i,0.0072909-0.0037442i,0.0050626-0.0027311i,0.0038443-0.0014343i,0.0028995-0.0034378i,0.0046974-0.005885i,0.0073872-0.0068003i,0.0085633-0.0073647i,0.0065462-0.0069404i,0.0014903-0.005693i,-0.002182-0.0042767i,-0.0037947-0.0038752i,-0.0030534-0.0032008i,-0.001375-0.002029i,-0.00079149-0.0019087i,-0.0020071-0.0017335i,-0.0026295-0.001208i,-0.0012689-0.00093435i,-4.6977e-05-0.00065089i
-5.6929e-05+0.0011582i,0.00041848+0.0035748i,-0.00077141+0.0047765i,9.3246e-05+0.0027183i,0.0031694+0.00033763i,0.0031869-0.00057471i,-0.00030108-0.0010684i,-0.0025543-0.0011527i,-0.0029382+0.0001819i,-0.0026616+0.0035289i,-0.0016556+0.0074801i,-0.00043408+0.008675i,-0.00015697+0.0068423i,0.00010213+0.0043111i,0.00066702+0.0036244i,0.00058727+0.0046768i,0.00011078+0.0046585i,0.00098064+0.0026096i,0.0021635+0.00070827i,0.0019032-0.00027139i,0.00084741-0.00046053i,-2.1121e-05-5.3379e-05i,-0.00083571-0.00017004i
-0.0021434-0.0046788i,-0.0057181-0.008427i,-0.0096639-0.010739i,-0.012398-0.0082298i,-0.012321-0.0034264i,-0.0093277-0.00015564i,-0.0086351+0.0010342i,-0.009234+0.00058776i,-0.0079301-0.0010083i,-0.0078966-0.0032667i,-0.0089949-0.0043388i,-0.0084458-0.0035035i,-0.0062534-0.0022055i,-0.0035233-0.00014176i,-0.0025186+0.0019569i,-0.0038364+0.0021811i,-0.0043802+0.0020895i,-0.0031651+0.001988i,-0.0024197+0.0010679i,-0.0018741+0.00076686i,-0.0020564+0.0012744i,-0.002083+0.00047636i,-0.00093489-0.00075639i
-0.0017477+0.0036243i,-0.0034514+0.0019981i,-0.0085191-0.00019268i,-0.014442-0.00071507i,-0.015591-0.00034193i,-0.014234-0.00043503i,-0.013505-0.000152i,-0.010072+0.00039042i,-0.0028486+0.00025988i,0.0042182-0.00085922i,0.0073449-0.0012494i,0.0078421-0.0021918i,0.0070204-0.0038257i,0.0042813-0.0048159i,0.0026126-0.0053331i,0.0030972-0.0050618i,0.0034321-0.0038728i,0.0024382-0.0016867i,0.0011874-0.00047699i,0.00048911-0.0010793i,-0.00015179-0.0017924i,-0.00037292-0.0014509i,-0.00045996-0.00042126i
0.0062207-0.005114i,0.0067588-0.0071973i,0.0046503-0.005511i,0.00050699-0.0029232i,-0.0034877-0.0028891i,-0.0050329-0.0037608i,-0.0044519-0.002259i,-0.00035423+0.00071827i,0.0034683+0.0033421i,0.002271+0.0062679i,0.0005214+0.0090717i,0.0013041+0.0099972i,0.0034604+0.0081481i,0.0052977+0.0044298i,0.0057446+0.0018731i,0.0048732+0.0014089i,0.0034776+0.0012914i,0.0024569+0.0015684i,0.0018276+0.0012728i,0.0016928+7.9827e-05i,0.0017839+0.00049032i,0.00085734+0.001232i,-0.00082411+0.00087473i
-0.0058711-0.0020554i,-0.0020354-0.0026299i,0.0068507-0.0056333i,0.01113-0.0076916i,0.0073691-0.0092795i,0.0022591-0.0088771i,0.0025239-0.0053459i,0.00352-0.0015176i,0.0015907-0.00055585i,-0.0011167-0.0021095i,-0.0043312-0.0038328i,-0.0065155-0.0041858i,-0.0078536-0.0025172i,-0.0082638-0.00055017i,-0.0063067-0.00024935i,-0.0046402-0.0013062i,-0.0037124-0.0020798i,-0.0025545-0.0013868i,-0.0017947-0.00062471i,-0.0010338-3.2402e-05i,-0.00067419+0.00082979i,-0.00017169+0.00062698i,5.5981e-05-8.3747e-05i
0.010604-0.0021034i,0.013983-0.0065094i,0.015329-0.011904i,0.013535-0.014169i,0.010203-0.012417i,0.0059224-0.0081829i,0.0028478-0.0041464i,0.0022312-0.0016316i,0.0030175-0.0012519i,0.0040678-0.0030617i,0.0059585-0.0048142i,0.0076538-0.005063i,0.0048151-0.0044641i,-7.8832e-06-0.003078i,-0.0021831-0.0013779i,-0.0018868-0.00077063i,-0.00099717-0.001535i,-0.00090574-0.0019843i,-0.00070197-0.0014776i,-0.00031216-0.001308i,0.00050407-0.0011984i,0.00099599-0.00066904i,0.00085514-0.00038834i
0.0013348-0.0014195i,-0.00071898-0.002047i,-0.0013766+4.0257e-05i,0.0015671-0.0013858i,0.0047044-0.003833i,0.0037482-0.0034027i,-0.0001142-0.0018378i,-0.0038306-0.0010655i,-0.0048809+0.000153i,-0.0031397+0.0027238i,-0.0016156+0.0062607i,-0.00038155+0.008615i,0.0013633+0.0096325i,0.0020173+0.0092281i,0.0013781+0.0068329i,0.00022907+0.004378i,-0.00089406+0.0035379i,-0.00067319+0.0030388i,-0.00034755+0.001744i,-0.00061229+0.00099914i,-0.00064885+0.0009034i,-0.00060644+0.0011339i,-0.00043166+0.0001927i
0.0019155+0.0057961i,0.0047883+0.0064247i,0.0045026+0.0089033i,0.0013823+0.0092939i,-0.00072993+0.0070805i,-0.0036569+0.0044317i,-0.0060246+0.0024158i,-0.0062484+0.00074691i,-0.0061344-0.00031159i,-0.0057885-0.0010392i,-0.0066443-0.0014345i,-0.0082867-0.0027769i,-0.0094139-0.0037828i,-0.0092538-0.002652i,-0.006143-0.0018905i,-0.0027906-0.0001387i,-0.00087002+0.0011153i,0.00076843+0.0010557i,0.0006282+0.0018271i,-0.00038774+0.0013771i,-0.00077398+6.4076e-05i,-0.00048332-0.00025045i,0.00028395-0.00012918i
-0.0083771-0.0028128i,-0.0064491-0.00057994i,-0.0040386+0.0052485i,-0.0017599+0.0094245i,-0.0005939+0.0083805i,-0.0015005+0.0027424i,-0.0045667-0.00037349i,-0.0048205+2.5465e-05i,-0.0010035+0.00091554i,0.0028182+0.00091405i,0.005457-0.00029084i,0.0076777-0.0017826i,0.0089465-0.0046614i,0.0087904-0.0071544i,0.0063928-0.0065017i,0.0038231-0.0040324i,0.0028902-0.0022226i,0.0030019-0.0011171i,0.00266-0.00095225i,0.0012155-0.0011794i,0.00018876-0.00035002i,0.00034195+0.00078369i,0.0013468+0.0011584i
-0.0016991-0.00015361i,-0.0041184+0.0024461i,-0.0041381+0.0026613i,-0.0053082+0.0010231i,-0.0065361+0.00057037i,-0.0056763+0.00082138i,-0.0040094+0.00040665i,-0.00067025+0.0014905i,0.0023138+0.002195i,0.00090783+0.0043008i,-0.0012458+0.0086057i,-0.0016279+0.01063i,-0.0011212+0.010056i,-0.00063518+0.0077632i,-0.00036493+0.0034556i,0.00012275+0.00014825i,0.00071078-0.0005748i,0.00094385-0.00083756i,0.00084245-0.00036524i,0.00052014+0.00082586i,9.7566e-05+0.0017376i,0.00041001+0.0012917i,0.0005102+0.00058763i
0.0044507-0.0025384i,0.00055898-0.004501i,-0.0040535-0.005907i,-0.0053441-0.0058168i,-0.0036257-0.0051587i,-0.0015367-0.0055436i,-0.00016907-0.0041594i,0.0016142-0.0016788i,0.0016286-0.0012415i,-0.0011314-0.0021778i,-0.003721-0.0037202i,-0.0054819-0.0058596i,-0.0069872-0.0069153i,-0.0065634-0.0055053i,-0.0045479-0.0027754i,-0.0030886-0.0019696i,-0.0034763-0.0017367i,-0.0042744-0.00043978i,-0.003777+0.00073249i,-0.0036027+4.7978e-05i,-0.0031519-0.00081527i,-0.0010513-0.00048258i,1.7578e-05+2.4158e-05i
0.0024417+0.0050379i,0.00091849+0.0024927i,0.0011499-0.0019051i,0.0027821-0.0068148i,0.0025535-0.0094649i,-0.00027647-0.0090002i,-0.001983-0.0056691i,-0.0019981-0.0032175i,-0.00017562-0.0023652i,0.003322-0.0018367i,0.0057133-0.0019735i,0.0079117-0.0012015i,0.010311-0.00091359i,0.0085609-0.0012327i,0.0042345-0.00052021i,0.0012395+6.1107e-05i,-0.00031513-0.00050698i,-0.00038334-0.0011719i,-0.00057322-0.001431i,3.3788e-05-0.00084549i,0.00085581-0.00010859i,0.00048706+0.00025022i,2.8424e-05+0.0012085i
-0.0055588+0.0004866i,-0.0027374-0.00093573i,0.0014421-0.0016423i,0.0051727-0.0032284i,0.0056335-0.0060874i,0.0023579-0.0057258i,-0.0026927-0.0033245i,-0.0057939-0.0016085i,-0.0052396+6.4526e-05i,-0.0029817+0.0020218i,-0.002278+0.0046381i,-0.0042858+0.0074608i,-0.0064745+0.0084129i,-0.0055883+0.0069961i,-0.0025335+0.0048217i,0.00026452+0.0034747i,0.0010573+0.0038052i,0.0008954+0.0037926i,0.00062347+0.0030606i,0.00024109+0.0022714i,0.00028963+0.00117i,-0.00023766+0.00021752i,-0.00046584+1.0124e-05i
-0.0071666-0.0064809i,-0.0064099-0.0065975i,-0.004335-0.0046152i,-0.0022292-0.0028618i,-0.0010009-0.0016243i,-0.0019841-0.0013263i,-0.0040161-0.0012244i,-0.0039594-0.0002358i,-0.0024761+0.000865i,-0.0029075-0.00044085i,-0.0040336-0.0036761i,-0.0037755-0.0075343i,-0.0032492-0.010228i,-0.0019408-0.0098287i,-0.00086114-0.0053567i,-0.00063498-0.0010156i,-0.00067033+0.00031995i,-0.0011923+0.00028188i,-0.00060373+9.6587e-05i,9.9349e-05-0.0008671i,0.00034601-0.001152i,0.00029014-0.00036575i,0.0008483-0.00062965i
0.0041517-0.0017518i,0.0014046+0.00073222i,-0.0011685+0.0018828i,-0.0023788+0.0027264i,-0.0027829+0.0028064i,-0.0025188+0.0013905i,-0.0022902+0.00058194i,-0.00098315+0.0012757i,0.00013399+0.001616i,0.0013058+0.0019594i,0.0047759+0.002962i,0.0093503+0.0037213i,0.011078+0.0041798i,0.0088934+0.0028401i,0.0056906+0.00055762i,0.0035447-0.0011545i,0.0033402-0.0025637i,0.0026147-0.0027617i,0.001699-0.0026083i,0.0017426-0.0021571i,0.00072108-0.0006381i,-0.00019511-0.00014464i,-0.0001387+0.00052637i
0.0067016-0.00024371i,0.0062939-0.0007005i,0.0051793+0.0016207i,0.003676+0.0045448i,0.0017057+0.0031729i,-0.00030497+0.00028526i,-0.000643-0.00087722i,0.00063266-0.0008792i,0.0011768+0.00031381i,-5.1173e-05+0.0029575i,-0.0021214+0.0053797i,-0.0042158+0.0063765i,-0.0062039+0.00552i,-0.0065722+0.0036213i,-0.0039387+0.0018669i,-0.00086833+0.0014293i,-0.00048295+0.0019547i,-0.0010123+0.0028377i,-0.0012687+0.0024762i,-0.0018719+0.0018247i,-0.0021979+0.0015565i,-0.0015037+0.00037649i,-0.00025415-0.00062593i
-0.0056383+0.0025875i,-0.0045199+0.0021068i,-0.0023796+0.0020139i,-0.00082818+0.0011737i,-0.00061163-0.0018154i,-0.0020017-0.0053421i,-0.002064-0.0058288i,-0.0010189-0.0038914i,-0.00076133-0.0028184i,-0.00068721-0.0031088i,5.1011e-05-0.003791i,0.0014193-0.006308i,0.0029518-0.009783i,0.0022374-0.0094736i,-0.00022305-0.0055985i,-0.0022748-0.0029799i,-0.0029629-0.0023218i,-0.0035233-0.0013462i,-0.0032891-0.00038645i,-0.0012591+0.00032441i,0.00025079+0.00098686i,0.00040736+0.0010239i,0.00051051+0.00028918i
0.00013603-0.001044i,0.00076553+0.0021475i,0.0013259+0.0026897i,0.00036635-0.0015481i,-0.00041989-0.0052991i,-0.00081758-0.0067621i,-0.003396-0.0062819i,-0.0054455-0.0036761i,-0.0026663-0.0013581i,0.0016361-4.6797e-05i,0.0037393+0.0023059i,0.0049591+0.0056475i,0.0052827+0.0073502i,0.0035188+0.0050351i,0.0020468+0.0014005i,0.0017172+5.8413e-06i,0.0029109+0.00021893i,0.0032914+0.0010897i,0.0020085+0.0015516i,0.0010454+0.0018378i,0.00021333+0.0016342i,-0.00032051+0.00057623i,-0.00022984+0.00032743i
0.003382-0.00053406i,0.00094984-0.0024257i,0.00073178-0.0053718i,-6.497e-05-0.0092255i,-0.0017563-0.0088996i,-0.0035285-0.0062526i,-0.0066529-0.0041274i,-0.0079066-0.0022551i,-0.0050015-0.00072811i,-0.0030172-0.00013678i,-0.0047376+0.00091847i,-0.0080006+0.0017518i,-0.0092796+0.00086604i,-0.0071768-0.0001927i,-0.0043216-0.00044917i,-0.0022652+0.0005411i,-0.0014858+0.002274i,-0.0014488+0.0027286i,-0.00065308+0.0014389i,0.00038429-0.00013248i,0.00077473-0.00039813i,0.00071149-0.00058325i,0.00044139-0.00069408i
0.0025706+0.0061503i,0.001661+0.003064i,-0.00059918+0.00039751i,-0.0010062-0.00015418i,-0.00096065+0.0004486i,-0.0011746-0.00017916i,-0.000973-0.00041546i,-0.00031755-0.00012082i,0.00049421-0.00013408i,-0.00015277-0.00059289i,-0.00097281-0.0019896i,0.00054172-0.0039362i,0.0033818-0.0048843i,0.0038231-0.0037959i,0.0021958-0.002515i,0.00083043-0.0015701i,-0.00014462-0.0022795i,-0.00081953-0.0026239i,-0.00017338-0.0017517i,0.00063784-0.0015771i,0.00074261-0.0016405i,0.00068023-0.001217i,0.001043-0.0007685i
-0.0015014+0.0025405i,0.0024072+0.00059296i,0.0065344+0.00052931i,0.0080299+0.00071005i,0.0066904-0.00084924i,0.0031072-0.0023647i,0.00095067-0.0011142i,0.00093757+0.00078435i,0.0014403+0.0014501i,0.0023841+0.0016214i,0.002185+0.0033494i,0.0012051+0.0059536i,0.000272+0.0062365i,-0.00028262+0.0041839i,0.00025168+0.001111i,0.0013116+8.4822e-05i,0.0016682+0.00055611i,0.00032294+0.00021881i,-0.001194-0.00043973i,-0.0025125-0.00076795i,-0.0025744-0.00015365i,-0.0017139+0.0004129i,-0.00151+0.00045161i
-0.0034499-0.0010084i,-0.0021598+0.0017585i,0.0016798+0.0026464i,0.0030384+0.0025832i,0.0014597+0.00063511i,-0.0014354-0.0028232i,-0.0022823-0.0040467i,-1.9301e-05-0.0030498i,0.0016079-0.0018662i,0.000689-0.0010904i,-0.00081041-0.00068676i,-0.0034501-0.0023972i,-0.0048492-0.0047344i,-0.0040196-0.0039134i,-0.0031077-0.0020172i,-0.0021746-0.0011067i,-0.0025892-0.00049739i,-0.0028895+0.00021936i,-0.0023308+0.00048373i,-0.0021127+0.0010731i,-0.0016626+0.0016328i,-0.00065477+0.0011286i,-0.0003213+2.324e-05i
0.0079536-0.0024434i,0.0061216+0.00047734i,0.005433+0.0022612i,0.0045127+0.0008814i,0.0013752-0.0012019i,-0.0020923-0.0016462i,-0.0034405-0.00035004i,-0.0028655+0.00036826i,-0.0012005+0.00016985i,0.0012637-0.001004i,0.0037186-0.0023503i,0.0059207-0.0034803i,0.0060231-0.0033928i,0.0036727-0.0017877i,0.0014744-0.0017964i,-0.00048405-0.0026975i,-0.001236-0.0031589i,0.00011099-0.0021052i,0.00074571+0.00031201i,0.0007095+0.0015788i,0.0016699+0.0017848i,0.0015861+0.0017565i,0.00011309+0.00095478i
0.0072582+0.0020679i,0.0059342-0.0023322i,0.0047599-0.0047881i,0.0019445-0.0057787i,-0.00024039-0.0061506i,-0.002996-0.0062206i,-0.006732-0.0043434i,-0.0076511-0.0016536i,-0.004632-0.0005808i,-0.0015127+1.2537e-05i,-0.00083657+0.0021007i,-0.0015299+0.0050231i,-0.0026548+0.0059189i,-0.0032952+0.0039622i,-0.0027494+0.0016182i,-0.0010149+0.0015816i,0.00072864+0.0021632i,0.0010393+0.0020736i,0.00088955+0.00095049i,0.00093314-0.00027673i,0.00094689+0.00082046i,0.00097245+0.0019417i,0.0011035+0.00091067i
-0.0074036+0.011152i,-0.0072044+0.009285i,-0.0044376+0.0056612i,-0.0012566+0.0016507i,0.0014399-0.0037226i,-0.00071655-0.0076585i,-0.0057174-0.0060134i,-0.0072847-0.0025474i,-0.0046435+0.00030024i,-0.00158+0.00075815i,-0.0026131-0.0010491i,-0.0047843-0.0033617i,-0.0042945-0.0048178i,-0.002417-0.0060873i,-0.00070583-0.005684i,9.3649e-05-0.0032334i,-0.00033494-0.0008872i,-0.00032392-7.2371e-05i,-3.96e-05-0.0002681i,4.6435e-06-0.00033386i,0.00041122+0.00014779i,0.00040224+3.2596e-05i,-0.00018746-0.00098237i
0.0067024+0.026483i,0.016702+0.032932i,0.03178+0.026199i,0.027352+0.006299i,0.01343-0.010287i,-0.0044281-0.015602i,-0.013857-0.0071984i,-0.010497+0.0022027i,-0.0021126+0.0056686i,0.0034932+0.0021772i,0.0017432-0.0027976i,-0.00024285-0.0047472i,-0.0016728-0.0062539i,-0.0057205-0.0098737i,-0.0074536-0.012759i,-0.0046949-0.010218i,-0.00032583-0.0038338i,0.00063594+0.0010489i,-0.0017654+0.0031579i,-0.0028114+0.0037985i,-0.0018363+0.0030982i,-0.00067541+0.0016395i,3.939e-05-0.00010193i
0.0032467-0.015223i,0.00015387-0.015851i,-0.0058295-0.012438i,-0.0067182-0.0050078i,-0.0059633+0.0017655i,-0.0041823+0.0027913i,-0.0018967-0.00055216i,-0.0011022-0.002139i,-0.0016071-0.0025631i,-0.0030252-0.00043062i,-0.0024751+0.0037019i,0.00016874+0.0060634i,0.0014183+0.0054595i,0.0010988+0.0039686i,0.0013968+0.0031128i,0.00098096+0.0026724i,-0.00017548+0.0019078i,-8.2563e-05+0.00084732i,-1.3367e-05-0.00033596i,-0.0010397-0.0010851i,-0.0023022-0.00053287i,-0.002254-2.6952e-06i,-0.0018722-3.0866e-05i
0.0040812-0.0016248i,0.00018224-0.0064078i,-0.0035501-0.0068722i,-0.0034585-0.0029194i,-0.0033287+0.00019048i,-0.0015577+0.0020839i,0.0011134+0.0015009i,0.0032966-0.0016711i,0.0028283-0.004061i,0.00032098-0.0035284i,-0.00029731-0.0021708i,0.00097982-0.0027646i,0.0012634-0.0030537i,0.00033869-0.0014258i,0.0003358-0.0004732i,0.00017417-0.00080763i,-0.000329-0.0022375i,-1.3271e-05-0.0020197i,-6.3921e-06-0.00056512i,-8.0222e-05+0.00031925i,0.00030922+0.00045164i,0.00055479+0.00029242i,0.00084994+0.00029053i
-0.007195+0.0049486i,-0.0056879+0.0025706i,-0.0026918+0.0024872i,0.0012484+0.0011246i,0.0030349-0.0014684i,0.0016194-0.0025899i,8.308e-05-0.0021679i,-0.0010579-0.00087686i,-0.00086957-0.00036493i,0.00070199-0.0010457i,0.0020588-0.0010064i,0.0026213+0.00028113i,0.0020924+0.0015461i,0.0011073+0.0018043i,-0.00043024+0.0013351i,-0.0017831+0.00031122i,-0.0018119-0.0002935i,-0.00082169-8.7119e-05i,-2.7292e-05+0.00040351i,0.00025689+0.0010316i,0.00044389+0.0011155i,0.00035992+0.0011338i,-0.00032158+0.00078926i
-0.0039673-0.0093767i,-0.0037691-0.0085195i,-0.0038733-0.0067134i,-0.002894-0.0043848i,-0.0032108-0.0038314i,-0.0055362-0.0042456i,-0.0080919-0.0017932i,-0.0075932+0.0018582i,-0.0044457+0.0011298i,-0.0021904-0.00046631i,-0.0014517-5.872e-06i,-0.001426+0.00086904i,-0.0013755+0.0017742i,-0.0014717+0.0024844i,-0.0019499+0.0019641i,-0.0017735+0.0002201i,-0.00055752-0.0004808i,0.00062875+0.0010003i,0.0012603+0.0011842i,0.0015261+0.00039149i,0.0012004+0.00022158i,0.0010815+0.00041873i,0.0010153+0.00020521i
0.0034689-0.0086535i,-0.00043176-0.0054444i,-0.0040323-0.0011257i,-0.0047191+0.00024395i,-0.0047447-0.00085517i,-0.0049374-0.00050383i,-0.0054954+0.0012405i,-0.0048855+0.002264i,-0.0027088+0.0028727i,-0.0013171+0.0030111i,-0.00062419+0.0016301i,0.00031055+0.00012347i,0.0018493-0.0010675i,0.0034838-0.001148i,0.0037285-0.00047536i,0.0026931+9.3895e-05i,0.0020826+0.0010697i,0.0018095+0.0010521i,0.0012378-0.00092684i,0.0013857-0.002111i,0.0011388-0.0016283i,0.00015987-0.00011104i,0.00063822+0.00084699i
0.0047111-0.00033779i,0.0031221-0.003575i,7.4642e-05-0.0051171i,-0.0011079-0.0036885i,-0.00017494-0.003305i,9.3674e-05-0.0039623i,-0.00048639-0.0043137i,-0.00046905-0.0022149i,-0.00039407+0.00060588i,-0.00064315+0.0016365i,-6.7879e-05+0.0025773i,0.0012698+0.0036474i,0.0022774+0.0032543i,0.0020301+0.002452i,0.00095574+0.0024018i,-1.9711e-05+0.0017448i,-0.00021238+0.00049208i,0.00048342-0.00033566i,0.00062852-0.0010337i,-0.00032172-0.0015861i,-0.0014598-0.0015752i,-0.00094365-0.00017998i,-0.00013933+0.001092i
