-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
-0.14336-0.15067i,-0.29481-0.048093i,-0.41781+0.15613i,-0.35348+0.30756i,-0.20828+0.30348i,-0.12844+0.23996i,-0.070455+0.18097i,-0.032827+0.09553i,-0.036935+0.022682i,-0.037004-0.0076847i,-0.023878-0.016375i,-0.0094141-0.015675i,0.0011123-0.012181i,0.0030233-0.0059691i,0.0012774-0.001705i,-0.0071282-0.0022639i,-0.019263-0.00057497i,-0.021565+0.0029109i,-0.012265+0.0019778i,-0.00078492-0.0040461i,0.0064023-0.010664i,0.0085458-0.012331i,0.0058334-0.0033406i
0.15927-0.04392i,0.24359-0.18059i,0.21106-0.3462i,0.060257-0.36659i,-0.059084-0.28695i,-0.084534-0.21708i,-0.073879-0.14022i,-0.027735-0.05981i,0.023365-0.028363i,0.034235-0.018822i,0.026569+0.0021536i,0.021556+0.020132i,0.019917+0.022184i,0.014582+0.014868i,0.0055597+0.010957i,0.0071883+0.0082504i,0.015683-0.0012581i,0.015198-0.011171i,0.0053623-0.011929i,-0.00079793-0.0050116i,0.0015373+0.0029016i,0.0034747+0.0052875i,-0.00079542+0.00028247i
-0.11035+0.087156i,-0.05532+0.29038i,0.12491+0.41002i,0.27127+0.33084i,0.29242+0.18615i,0.24446+0.08648i,0.16852+0.015436i,0.072739-0.006023i,0.013293+0.016308i,-0.00057331+0.023188i,-0.0043463+0.010868i,-0.0091321-0.0024395i,-0.012144-0.012692i,-0.0085942-0.01919i,-0.0045888-0.02029i,-0.0052228-0.0092053i,-0.0038654+0.0075373i,0.0015741+0.014605i,0.0055462+0.011198i,0.001302+0.0042633i,-0.0071214+0.00034736i,-0.0098536+0.00039109i,-0.00059129+0.00031866i
0.036643-0.22022i,-0.15633-0.30089i,-0.35287-0.24247i,-0.37219-0.077245i,-0.27817+0.057347i,-0.20324+0.12418i,-0.13207+0.12816i,-0.064625+0.0594i,-0.042885-0.0055627i,-0.036597-0.01045i,-0.015991+0.0017645i,0.0025023+0.00085217i,0.0071421-0.00070502i,0.0050531+0.0053872i,0.0060632+0.0074134i,0.0058573-0.0019077i,0.00020638-0.011366i,-0.0044671-0.0088102i,-0.0015259+0.00022301i,0.0069817+0.0025484i,0.011582-0.0019416i,0.0085905-0.0057578i,-0.00087544-0.0029155i
0.24221+0.15645i,0.39533+0.068975i,0.45775-0.1158i,0.32783-0.25367i,0.14193-0.28143i,0.039381-0.26284i,-0.0047099-0.20155i,-0.0046273-0.09991i,0.020624-0.037186i,0.020005-0.027443i,0.00026277-0.018313i,-0.0089443+0.0022023i,-0.0094591+0.013987i,-0.010896+0.012861i,-0.010147+0.011552i,-0.0033017+0.013095i,0.0042175+0.011241i,0.0074408+0.0038846i,0.0053699-0.0018853i,-0.00021591+0.0014076i,-0.0025206+0.0085388i,0.0017288+0.011277i,0.0056897+0.0046309i
-0.25181+0.14893i,-0.33522+0.25885i,-0.2993+0.3603i,-0.14125+0.33506i,0.025027+0.22527i,0.1077+0.14915i,0.10842+0.093584i,0.052231+0.047635i,0.0074571+0.037066i,0.0099677+0.029643i,0.01581+0.0046014i,0.0054977-0.0153i,-0.001978-0.017415i,0.0021234-0.013164i,0.0064967-0.012858i,0.00040611-0.011557i,-0.0098057-0.0057777i,-0.011948+0.00090317i,-0.0065339+0.0038484i,-0.0048509+0.0017705i,-0.0091153+0.00066046i,-0.011643+0.0035341i,-0.0076486+0.009756i
0.00256-0.22986i,-0.0153-0.38299i,-0.098674-0.42551i,-0.17352-0.29501i,-0.21034-0.10499i,-0.21639+0.0065219i,-0.17031+0.043984i,-0.084822+0.031709i,-0.034634+0.0038536i,-0.028932+0.0098701i,-0.019927+0.0288i,-0.00074066+0.027323i,0.0077065+0.016444i,0.0033189+0.013553i,0.0011873+0.012687i,0.0052625+0.0059753i,0.0082534-0.00063699i,0.0051369-0.0031875i,-0.0007339-0.0022923i,0.00051257-9.2544e-05i,0.0063567-0.0034858i,0.0072021-0.010273i,0.00013667-0.011879i
0.11287+0.16459i,0.26412+0.28772i,0.35862+0.29499i,0.3096+0.16561i,0.20084-0.010217i,0.13133-0.11763i,0.086609-0.11742i,0.052015-0.053753i,0.037988-0.015717i,0.023493-0.025102i,0.0031044-0.029724i,-0.0058276-0.013094i,-0.0019864-0.0013965i,-0.0003721-0.0046323i,-0.0062074-0.0057561i,-0.012174+0.0015901i,-0.012768+0.0053265i,-0.008615+0.0013466i,-0.0049569-0.0026797i,-0.0057289-0.0017338i,-0.0055363+0.0032432i,0.00013935+0.0075947i,0.0079246+0.0053577i
-0.23822-0.074613i,-0.39591-0.044861i,-0.41349+0.017549i,-0.25414+0.080079i,-0.068459+0.13582i,0.024704+0.16682i,0.034894+0.13466i,0.0050161+0.065688i,-0.011996+0.029795i,0.0091889+0.025665i,0.030119+0.013407i,0.023903-0.0042209i,0.0099531-0.010718i,0.0051765-0.0089821i,0.0055162-0.0092707i,0.0051102-0.0113i,0.0041828-0.0088641i,0.0040262-0.0025029i,0.0037141+0.0022248i,0.0023118+0.0010564i,-0.0021946-0.0023731i,-0.0088732-0.0016093i,-0.011227+0.0031469i
0.21466-0.20445i,0.30196-0.31159i,0.28932-0.34143i,0.15664-0.25573i,-0.0082199-0.14456i,-0.11761-0.093144i,-0.13332-0.0689i,-0.078476-0.044078i,-0.034573-0.02742i,-0.032216-0.0042951i,-0.027461+0.02011i,-0.0081573+0.024026i,-0.0010814+0.013554i,-0.0070337+0.0073521i,-0.0071857+0.0085721i,0.00028825+0.01062i,0.0064925+0.012336i,0.0082945+0.011563i,0.0082169+0.0057157i,0.0089285+7.2311e-05i,0.011635-0.00418i,0.013675-0.0087871i,0.0082339-0.012195i
0.075225+0.24784i,0.047151+0.38107i,0.017953+0.39071i,0.020997+0.23827i,0.066149+0.042655i,0.11711-0.064916i,0.11246-0.076488i,0.063552-0.040467i,0.029662-0.015712i,0.01422-0.02729i,-0.0032018-0.03711i,-0.011671-0.023178i,-0.0039122-0.0068645i,0.0046069-0.0016388i,0.0054535-0.0004574i,0.0011816-0.0025615i,-0.0032078-0.0095346i,-0.0037988-0.013273i,-0.0013501-0.010357i,-0.0020427-0.0055615i,-0.0060587+2.4517e-05i,-0.0058859+0.0061041i,0.00045124+0.0085822i
-0.17638-0.065675i,-0.28358-0.19551i,-0.29481-0.25324i,-0.20369-0.16915i,-0.10001-0.013433i,-0.050262+0.088877i,-0.031756+0.097678i,-0.019851+0.054485i,-0.01196+0.023459i,0.0024847+0.021791i,0.01468+0.016831i,0.009119+0.0026273i,-0.0029035-0.0041856i,-0.0049145-0.0040453i,0.0007214-0.0059763i,0.0047941-0.007747i,0.0047093-0.0048524i,0.0013075-0.0011375i,-0.0026018+0.0013281i,-0.0043321+0.0030158i,-0.0052658+0.0015716i,-0.0080976-0.001681i,-0.010436-0.001727i
0.15845-0.023099i,0.31599-0.023847i,0.35303+0.013085i,0.21919+0.023776i,0.041211-0.023816i,-0.055806-0.071981i,-0.063806-0.071127i,-0.032933-0.040293i,-0.014459-0.016781i,-0.02057+0.00077073i,-0.020294+0.017712i,-0.0065157+0.020483i,0.0011363+0.0091554i,-0.0006392+0.0012617i,-0.0031911+0.0016346i,-0.0050159+0.0045342i,-0.0081103+0.0069377i,-0.010293+0.007757i,-0.0073667+0.0072998i,0.00024728+0.0061439i,0.0069851+0.0047073i,0.010872+0.0025718i,0.010717-0.0016451i
-0.11598+0.15719i,-0.19405+0.24908i,-0.22712+0.23466i,-0.14955+0.13271i,-0.01656+0.050709i,0.075991+0.024782i,0.091688+0.020635i,0.058408+0.015393i,0.027668+0.0060232i,0.013949-0.010415i,0.0015005-0.021219i,-0.0075368-0.012507i,-0.0036432+0.0043209i,0.0027181+0.011479i,0.00099874+0.00962i,-0.0022892+0.0060485i,0.0013776+0.002039i,0.0070316-0.00050654i,0.0059748-0.00010168i,0.00058515+0.00028001i,-0.0043129+0.0010334i,-0.0064718+0.0034932i,-0.004157+0.0057326i
-0.095101-0.19297i,-0.069632-0.30506i,0.0052379-0.32238i,0.046951-0.19542i,0.012373-0.033148i,-0.043612+0.055674i,-0.05963+0.068193i,-0.037323+0.048139i,-0.010279+0.028049i,0.0099883+0.017556i,0.02176+0.0086923i,0.018898-0.0024185i,0.0058756-0.010426i,-0.0024488-0.011338i,-0.0012195-0.0081917i,0.0013209-0.00234i,0.0012148+0.0050643i,0.0011795+0.0073389i,0.0014304+0.0023236i,0.0017099-0.0027897i,0.0022959-0.0048082i,0.0022201-0.0050941i,0.00084741-0.0044308i
0.16193-0.0069717i,0.22576+0.096385i,0.1939+0.17307i,0.093617+0.12961i,0.014206+0.017047i,-0.019626-0.064985i,-0.032087-0.077941i,-0.029037-0.045339i,-0.013247-0.014344i,-0.0058554+0.00095756i,-0.0034296+0.013586i,0.0071547+0.018361i,0.014501+0.0090692i,0.010408+0.00091645i,0.0051223+0.00030891i,0.0041377-0.0024424i,0.0017497-0.0086855i,-0.00023986-0.010854i,0.00077636-0.008355i,0.00082859-0.0045734i,0.0018655-0.00098914i,0.0044391+0.00081194i,0.0048439+0.00057235i
-0.069274+0.071358i,-0.20294+0.065202i,-0.25821-0.0024138i,-0.17041-0.049332i,-0.035748-0.035698i,0.038155-0.0044329i,0.045147+0.0047924i,0.026181-0.0056578i,0.0065827-0.014499i,-0.006274-0.019072i,-0.016198-0.020898i,-0.023169-0.013058i,-0.019602+0.0011802i,-0.010113+0.0081483i,-0.0049634+0.0049825i,-0.0019672+0.00078319i,0.0012815+0.00084318i,0.0014316+0.001392i,-0.0021775+0.00025904i,-0.0066435-0.0011545i,-0.009272-0.0016778i,-0.0099321-0.0013294i,-0.0093235-0.001582i
0.042392-0.096556i,0.10728-0.17236i,0.17024-0.15169i,0.13785-0.06083i,0.040897-0.0023384i,-0.024372+0.0081555i,-0.032529+0.0022893i,-0.016361-0.005685i,-0.0059166-0.010067i,0.00050864-0.0052321i,0.010524-0.0015629i,0.012589-0.0066571i,0.0030915-0.011359i,-0.002275-0.0085662i,-0.0001509-0.0040885i,-0.0018462-0.0020002i,-0.0085097-4.9426e-05i,-0.011066+0.0031065i,-0.0068151+0.00533i,0.00015815+0.0052275i,0.0037911+0.0042377i,0.0034855+0.003094i,0.0020966+0.0015276i
0.066474+0.10461i,0.062785+0.18692i,-0.0012836+0.21701i,-0.049649+0.13802i,-0.032669+0.030192i,0.001762-0.028832i,0.014824-0.035058i,0.0078198-0.017637i,-0.0020099+0.00049219i,-0.0059817+0.014226i,-0.0040052+0.022998i,0.0024083+0.024478i,0.0085738+0.019443i,0.0080875+0.012302i,0.0037382+0.0071026i,0.0033056+0.0030396i,0.0063593-0.001335i,0.0090694-0.0022057i,0.0088833+0.00024091i,0.0072667+0.0011804i,0.005972+0.0020546i,0.0034101+0.0037617i,0.0013643+0.0049624i
-0.10161+0.022997i,-0.14287-0.051298i,-0.11444-0.13136i,-0.036968-0.12001i,0.009277-0.039038i,0.017334+0.025674i,0.014042+0.044213i,0.0066852+0.034373i,-0.0014148+0.017924i,-0.0075459+0.00074079i,-0.014227-0.013111i,-0.019247-0.015088i,-0.015677-0.0072152i,-0.0070108-0.0016911i,-0.003209+0.0007084i,-0.0037342+0.0054018i,-0.0020055+0.0090735i,0.0011012+0.0073974i,0.0014216+0.0020714i,-0.00051665-0.0016262i,-0.0031939-0.0026351i,-0.0044567-0.0024483i,-0.0030478-0.0011142i
0.01157-0.058857i,0.097142-0.057523i,0.1427-0.0042509i,0.090819+0.039868i,0.010601+0.037366i,-0.031922+0.017996i,-0.036719+0.0089143i,-0.017675+0.010994i,0.0074119+0.0079042i,0.021344+0.0023674i,0.025743+0.0038339i,0.026517+0.0020774i,0.01973-0.0056916i,0.0085005-0.0078949i,0.0010972-0.0050246i,-0.002484-0.0037659i,-0.0058363-0.0055182i,-0.0078486-0.0073107i,-0.0068488-0.0059214i,-0.0042288-0.0025349i,-0.0011102-2.3611e-05i,0.0013527+0.00092681i,0.0029617+0.000328i
-0.0042835+0.035808i,-0.049379+0.093968i,-0.11213+0.088963i,-0.10794+0.027644i,-0.049526-0.014038i,-0.0097473-0.020683i,-0.00068404-0.013175i,0.00070592-0.00095989i,0.0034391+0.0071648i,0.00075404+0.011044i,-0.0044866+0.01635i,-0.0025915+0.01928i,0.00028024+0.014271i,-0.0018049+0.0068261i,-0.001709+0.0020728i,0.0035333-0.00087009i,0.0073456-0.001626i,0.0059786-0.00084385i,0.003122+0.00024559i,0.0014431+0.00065952i,0.0018513+0.00014953i,0.0028127-0.0007959i,0.0013027-0.0017846i
-0.039903-0.050782i,-0.048637-0.095379i,-0.002681-0.11806i,0.042988-0.078582i,0.037473-0.026012i,0.012721-0.0025168i,-0.0069304-0.0024034i,-0.018099-0.011833i,-0.021826-0.019712i,-0.019729-0.021964i,-0.015241-0.021243i,-0.013159-0.018477i,-0.01045-0.011408i,-0.0035556-0.0038159i,0.00043902-0.0014281i,-0.0018835-0.0014733i,-0.0050045+0.0012215i,-0.005031+0.0038307i,-0.0033476+0.0042555i,-0.0019456+0.0043175i,-0.0023085+0.0032967i,-0.0029309+0.00035879i,-0.0014402-0.0010122i
0.053948-0.020179i,0.081497+0.019421i,0.074777+0.077091i,0.03086+0.07903i,-0.00052337+0.026551i,-0.0081199-0.01818i,-0.0032961-0.038506i,0.002638-0.041347i,0.0046003-0.029947i,0.0067062-0.010627i,0.0094739+0.005514i,0.0092904+0.011833i,0.0066469+0.011196i,0.0033127+0.0074901i,0.00069806+0.0013974i,-9.0513e-05-0.0053802i,-0.0012579-0.008918i,-0.0021793-0.007048i,-0.0013105-0.0032966i,-0.00053813-0.0018158i,-0.00040953-0.001561i,-0.0018988-0.00067049i,-0.0034828+0.00097319i
0.0025397+0.030137i,-0.043151+0.023854i,-0.071328-0.015874i,-0.044982-0.047626i,-0.0051221-0.041679i,0.01669-0.023249i,0.023086-0.0059237i,0.017028+0.010053i,0.0056421+0.018948i,-0.0035311+0.015357i,-0.010152+0.0052742i,-0.011811-0.0014467i,-0.007699-0.0034382i,-0.0033497-0.0016862i,0.0014888+0.0020562i,0.0057184+0.0052432i,0.0063396+0.0057362i,0.0063044+0.0031938i,0.006783-0.00061582i,0.0063941-0.0027758i,0.0046257-0.0015499i,0.0030913+0.0016525i,0.003282+0.0017785i
-0.0019904-0.0111i,0.017368-0.048308i,0.052349-0.050784i,0.053282-0.015061i,0.023226+0.01174i,-0.001179+0.022885i,-0.013499+0.030094i,-0.017712+0.029333i,-0.011937+0.018728i,-0.00036392+0.0048419i,0.0078028-0.0059865i,0.0099117-0.010092i,0.00813-0.0087296i,0.0030059-0.0047905i,-0.0041944+0.00085812i,-0.0090136+0.0046881i,-0.0089249+0.00579i,-0.0059487+0.0051137i,-0.003662+0.0026942i,-0.0043074+0.0010736i,-0.0060369+0.0015278i,-0.0052852+0.0025189i,-0.0022445+0.0033209i
0.0082124+0.018414i,0.011107+0.042527i,-0.017296+0.063698i,-0.044842+0.050043i,-0.038758+0.024962i,-0.022031+0.0085535i,-0.010717-0.00095398i,0.0013843-0.0034173i,0.010966-0.00075165i,0.013076+0.0069144i,0.0091122+0.01699i,0.0044099+0.021049i,0.0010043+0.015938i,-0.0015765+0.0061979i,0.00021797-0.0014246i,0.0046278-0.0047674i,0.005675-0.005569i,0.0023668-0.0051377i,-0.0013701-0.0036264i,-0.0029913-0.0024265i,-0.0023356-0.0022476i,-0.0011961-0.0028311i,-0.0014481-0.003534i
-0.027956+0.0041468i,-0.043263-0.01116i,-0.044269-0.037692i,-0.019631-0.036828i,-0.00058956-0.013398i,0.0027573-0.0010002i,0.0020881+0.0052064i,0.004484+0.0084322i,0.0051197+0.0042196i,-0.00071841-0.0034363i,-0.0050446-0.011072i,-0.0036714-0.017795i,-0.0025352-0.018739i,-0.00066272-0.011456i,0.0028485-0.0033687i,0.0050296+0.00097252i,0.0051275+0.0032498i,0.0045372+0.0034853i,0.0043822+0.0025938i,0.0036089+0.0030739i,0.0038649+0.0031951i,0.0047367+0.001133i,0.0039188-0.0008258i
-0.0028409-0.015759i,0.022716-0.0086813i,0.045185+0.016229i,0.036746+0.030731i,0.013954+0.019336i,-0.0051517+0.004173i,-0.021103-0.0041093i,-0.027782-0.0095815i,-0.022433-0.011334i,-0.010493-0.0067514i,0.0028486+0.00068894i,0.012407+0.0064159i,0.014798+0.0089214i,0.0096416+0.005197i,2.867e-05-0.0024337i,-0.007972-0.007179i,-0.010847-0.0065486i,-0.0086516-0.0031426i,-0.0049263+0.00085025i,-0.0023541+0.0029785i,-0.0021357+0.0024501i,-0.0027562+0.001688i,-0.0024713+0.0026488i
0.0032612-0.0075038i,-0.0060169+0.0036268i,-0.021315+0.0018201i,-0.021539-0.015777i,-0.010219-0.02709i,-0.0027127-0.031032i,-7.875e-05-0.034419i,-0.0012207-0.032396i,-0.0057486-0.021131i,-0.01262-0.003937i,-0.019367+0.011132i,-0.022604+0.017344i,-0.018895+0.013999i,-0.0091561+0.0069315i,-5.1987e-05+0.0010837i,0.004294-0.0010931i,0.0042252-0.0010814i,0.0016094-0.00084491i,0.0003028+0.00075299i,0.0020034+0.0012547i,0.0032324-0.00058648i,0.0018771-0.0011405i,0.00054436+4.8731e-06i
-0.0014819-0.010846i,-0.0027152-0.024346i,0.0089306-0.039235i,0.020792-0.036942i,0.017896-0.024298i,0.012045-0.014244i,0.011286-0.0043259i,0.010935+0.0064565i,0.0097339+0.0081055i,0.0060618-0.0031147i,0.0022817-0.017811i,0.0048396-0.025943i,0.0070266-0.023732i,0.004263-0.012296i,0.0022494+0.0012084i,0.0007938+0.0086774i,-0.00087246+0.0098245i,-0.00035159+0.0066709i,0.0010682+0.0017803i,0.00059693-0.0016772i,-0.00032715-0.001204i,0.00064801+0.00014661i,0.0025267-0.00017583i
0.015732-0.0035226i,0.017486+0.0021573i,0.0095113+0.014655i,-0.005974+0.016654i,-0.012195+0.0093023i,-0.0093322+0.006992i,-0.0069559+0.010553i,-0.0060554+0.015945i,0.00037937+0.018401i,0.01066+0.01572i,0.016364+0.015059i,0.014765+0.018534i,0.0094201+0.018251i,0.002947+0.012389i,-0.0021992+0.0042931i,-0.004062-0.0025458i,-0.0037076-0.0044083i,-0.0017524-0.0033214i,-0.00099643-0.0031279i,-0.0024732-0.0033068i,-0.0032379-0.0027285i,-0.0034519-0.0010341i,-0.0030072+5.4552e-05i
0.0027272+0.0083211i,-0.012988+0.0041249i,-0.027898-0.0046608i,-0.025421-0.0073007i,-0.014693-0.00067585i,-0.007555+0.0024128i,-0.0016415+0.0002043i,0.0011249-0.0044657i,-0.0013515-0.0079877i,-0.0073-0.0048534i,-0.015077+0.00057625i,-0.021045+0.0013989i,-0.021309-0.00095374i,-0.013569-0.00059832i,-0.0030684+0.0009332i,0.0044845+0.00021516i,0.0074555-0.001625i,0.0062054-0.002559i,0.0021712-0.0011967i,-0.0017056+0.0014197i,-0.0023761+0.0023975i,-0.001978+0.0012786i,-0.0026933-0.00026337i
0.00016109+0.0029943i,0.0067341-0.0027796i,0.016172+0.0018848i,0.016113+0.01445i,0.0081844+0.017456i,0.001489+0.014274i,-0.00050981+0.010358i,0.0048036+0.0012377i,0.0092041-0.0087379i,0.0091766-0.016236i,0.011199-0.022036i,0.016566-0.022843i,0.017147-0.016679i,0.0098101-0.0091902i,0.001603-0.0043052i,-0.0022284-0.0011627i,-0.0029066+0.00070583i,-0.0013877+0.0013361i,-0.00034471+0.00078498i,-0.0013173+8.1441e-05i,-0.0014932+2.3228e-06i,-8.1033e-05+0.00039298i,0.0010769+0.00044896i
-0.0054433-0.00084442i,-0.00081506+0.0014107i,0.001124+0.0053989i,0.0043988+0.0029791i,0.0047879-0.0024015i,-0.0054737-0.0036655i,-0.013752-0.00030652i,-0.012615+0.0031886i,-0.0083319+0.0073105i,-0.0026357+0.014025i,0.0037802+0.020462i,0.004214+0.02216i,9.3334e-05+0.017282i,-0.0014435+0.0078806i,-0.0012742-0.0011472i,-0.0021542-0.0056235i,-0.0035071-0.0046493i,-0.0025042-0.00054275i,0.00037899+0.002342i,0.0028528+0.0031061i,0.0035119+0.0019983i,0.0022878+0.0005036i,0.00049136+1.1532e-05i
-0.0023163-0.0071092i,0.001529-0.013666i,0.0081091-0.024313i,0.013061-0.030206i,0.0090203-0.026005i,-0.00040987-0.018692i,-0.0079899-0.011874i,-0.010848-0.0051051i,-0.013164-0.0020712i,-0.018107-0.00080608i,-0.021367+0.00095098i,-0.018326-0.0021119i,-0.011731-0.0077989i,-0.0064824-0.0075568i,-0.0025804-0.0011538i,0.001916+0.00469i,0.0042973+0.0058296i,0.0033791+0.0047263i,0.0024061+0.0042855i,0.0020582+0.0036197i,0.0016858+0.0019977i,0.00092958+7.4569e-05i,0.0010324-0.00096006i
0.0098848-0.0045406i,0.013997-0.0035372i,0.015927-0.0056299i,0.0085557-0.0091497i,0.00053436-0.013147i,-0.0016869-0.015739i,-0.0021811-0.012368i,0.0011377-0.0034238i,0.0088881+0.00025025i,0.014095-0.0051651i,0.016609-0.010777i,0.019667-0.0081632i,0.019535-0.0024707i,0.013886-0.0007692i,0.006256-0.0014603i,0.00059408-0.00095254i,-0.0010723+0.00082565i,-0.0011752+0.00066343i,-0.0011244-0.0021424i,-0.00096041-0.0041223i,-0.0011279-0.0039229i,-0.00075037-0.0019913i,-0.00014021-0.00082541i
0.0048756+0.00099134i,-0.0025005+0.0049073i,-0.011787+0.0048157i,-0.016193+0.00082217i,-0.011576-0.0019425i,-0.0036021-0.0040898i,0.0010337-0.0038222i,0.00074749+0.0027629i,0.0011885+0.010733i,0.0030346+0.016215i,0.0026158+0.019098i,-0.002668+0.01682i,-0.0089473+0.011535i,-0.0069357+0.007394i,-0.00050291+0.0029668i,0.0013381-0.0010185i,-0.00070432-0.0028135i,-0.001065-0.0030628i,4.3136e-05-0.0025419i,0.0006996-0.0016528i,0.00035745-0.00090838i,-1.0385e-05-0.0012616i,-0.00013657-0.0016241i
0.0091077+0.0092045i,0.01068+0.012927i,0.010996+0.014599i,0.0075386+0.017043i,0.003779+0.016814i,0.0039884+0.010681i,0.0028251+0.0026097i,-0.0026887-0.0052744i,-0.0076999-0.0095256i,-0.01171-0.010319i,-0.013006-0.0092159i,-0.0072365-0.0076748i,-9.6195e-05-0.0062988i,0.0011035-0.0032137i,-0.0010497+0.00065335i,-0.0011123+0.0041461i,0.00036456+0.0044562i,0.00034129+0.0021108i,-0.0017622+0.002015i,-0.0028187+0.0032322i,-0.0014265+0.0034357i,0.00053786+0.0025311i,0.0021506+0.0015325i
-0.0053622+0.011686i,-0.0073129+0.015711i,-0.004169+0.020616i,0.0012259+0.021875i,0.0028782+0.01659i,0.00030783+0.0096863i,-0.00050125+0.0032084i,0.00076842-0.0034765i,0.0038831-0.0082368i,0.008368-0.0097876i,0.010302-0.0075899i,0.0084729+0.00026628i,0.0047356+0.0071953i,0.0026002+0.0061986i,0.00085265+0.0015617i,-0.0027661-0.0014541i,-0.0040847-0.0010519i,-0.0035993+0.00035094i,-0.0027946+7.1402e-05i,-0.001594+0.00030921i,-0.0015031+0.0011933i,-0.00091112+0.0012348i,0.00051221+0.001106i
-0.011189-6.1334e-05i,-0.012741-0.001275i,-0.0064923-0.0020362i,0.0039148-0.0040414i,0.0052325-0.0026971i,-0.0020889+0.0039261i,-0.0054395+0.0093152i,-0.0039498+0.0097447i,-0.0042503+0.0090471i,-0.0042345+0.01209i,-0.0037387+0.01304i,-0.0066582+0.0057825i,-0.009336-0.0023945i,-0.0074771-0.0020872i,-0.0030462+0.0010843i,0.0014944-0.00088989i,0.0015443-0.0029773i,0.00049428-0.0012784i,0.0024162+0.0010092i,0.003137+0.0015461i,0.0022412+0.0006657i,0.0012527-0.00056554i,0.00068232-0.00090532i
-0.0051493-0.012293i,-0.0034631-0.014771i,-0.0024209-0.017124i,-0.0028134-0.018009i,-0.0064082-0.01575i,-0.012189-0.0083489i,-0.013959+0.0014466i,-0.010602+0.0064184i,-0.0080681+0.0029536i,-0.008988-0.001728i,-0.0074209-0.0012947i,0.00062213+0.00090755i,0.0072023+0.00066774i,0.0045401-0.00034156i,-0.00041432+0.0015347i,-0.001171+0.0046991i,-0.00015052+0.0046179i,0.00023558+0.0028353i,-0.00031037+0.0022171i,-0.0014816+0.00162i,-0.002528+0.0022171i,-0.0022509+0.0037979i,-0.0013787+0.0038438i
-0.0053036-0.0074238i,-0.011461-0.0077004i,-0.019287-0.0091121i,-0.019993-0.011654i,-0.014198-0.014473i,-0.011655-0.015534i,-0.01141-0.01203i,-0.0066797-0.0049753i,0.0016094-0.00020214i,0.0071547-9.6833e-05i,0.0066036-0.0011822i,0.00011918+0.00079697i,-0.005852+0.0032182i,-0.0043626+0.0019661i,0.00011735-0.0016129i,0.00043468-0.0043819i,-0.00052795-0.0042207i,-0.00082609-0.0032005i,-0.00023767-0.0041107i,-0.00013429-0.0051601i,-0.0015131-0.004014i,-0.0023585-0.00087002i,-0.0029296+0.00049229i
0.00042282-0.0096742i,-0.0024994-0.012806i,-0.0068181-0.010214i,-0.0096441-0.0038934i,-0.0081532-0.0035358i,-0.0028958-0.010409i,-0.0009991-0.013754i,-0.00089825-0.009449i,0.00078799-0.0017614i,0.00098051+0.0042017i,0.00081931+0.0043246i,0.0017729-0.0035102i,0.0019965-0.010735i,0.0017883-0.0084717i,0.0031358-0.0030664i,0.0058793+9.4891e-05i,0.0064534+0.0013083i,0.0048653+0.0010975i,0.0032055+0.00033102i,0.0023262-0.0012809i,0.0023477-0.0030908i,0.0023422-0.0034039i,0.0019662-0.0027566i
0.0044562-0.00020295i,0.0047213+0.0027439i,0.0031532+0.0066684i,5.9687e-05+0.011025i,0.0015086+0.0092515i,0.0045325-0.00051967i,0.003948-0.0079169i,0.00084895-0.0078845i,-0.0019389-0.0066119i,-0.0030122-0.0059471i,-0.0017109-0.00055318i,0.002977+0.0080877i,0.0065745+0.01088i,0.0047407+0.0067727i,-0.00050743+0.003524i,-0.0032189+0.0040901i,-0.0018784+0.0046245i,-0.00022431+0.003609i,-0.0018125+0.002259i,-0.0035997+0.0013774i,-0.0029958+0.0013565i,-0.0018372+0.0013979i,0.00077917+0.0014042i
0.0043975-0.0020285i,0.0067067-0.003185i,0.0090416-0.0023884i,0.011182+0.0011658i,0.01145+0.0044092i,0.011023+0.0038442i,0.0086048+0.0010692i,0.0033471-0.00074123i,0.00098716-0.0023463i,0.0028287-0.0043278i,0.0020835-0.0052096i,-0.0025634-0.0045538i,-0.0064199-0.0030352i,-0.0050077-0.0019326i,-0.0014955-0.0024623i,-0.00057932-0.0039784i,-0.001143-0.0040001i,-0.00082288-0.0025338i,0.00091937-0.0012101i,0.00096409-0.0014809i,-0.00054711-0.0021637i,-0.0012178-0.0017243i,-0.0012328-0.00095139i
