-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
-0.29474+0.034171i,-0.2685+0.083594i,-0.16083+0.041036i,-0.11925-0.037546i,-0.064892-0.033518i,0.041082-0.011022i,0.066046-0.035973i,0.025589-0.032552i,0.019126-0.0068189i,0.02826-0.00075429i,0.02257-0.0043349i,0.0036993-0.010279i,-0.019376-0.00066359i,-0.025891+0.024569i,-0.017459+0.038335i,-0.0027345+0.027319i,0.012631-0.0035625i,0.020361-0.037164i,0.016763-0.054199i,0.0058016-0.049163i,-0.0013388-0.031152i,-0.0046142-0.016629i,-0.0080679-0.0077472i
0.010326-0.4588i,-0.075496-0.54909i,-0.15505-0.39455i,-0.18749-0.14475i,-0.1789+0.022408i,-0.13054+0.070193i,-0.064455+0.050136i,-0.029049+0.019119i,-0.02289+0.011156i,-0.016315+0.013921i,-0.0079796+0.0070865i,-0.004435-0.0096736i,-0.010563-0.028451i,-0.018753-0.035369i,-0.013483-0.030219i,-0.0078813-0.020249i,-0.021463-0.0012077i,-0.04165+0.031794i,-0.037628+0.058939i,-0.014864+0.054869i,-0.005227+0.033443i,-0.0047251+0.017136i,-0.0012657+0.0065591i
0.35899+0.18453i,0.43079+0.19302i,0.39169+0.086868i,0.3112-0.080132i,0.18292-0.15437i,0.068488-0.087582i,0.031295-0.025206i,0.011611-0.020354i,-0.011345-0.0011778i,-0.0089128+0.022856i,0.0045399+0.027071i,0.022718+0.024272i,0.038331+0.010395i,0.032332-0.0088868i,0.010934-0.014904i,0.0011421-0.004944i,0.02071-0.00077886i,0.046661-0.019275i,0.045336-0.038823i,0.028562-0.037661i,0.020884-0.026275i,0.016805-0.017993i,0.0087285-0.011925i
-0.061338+0.30667i,0.018658+0.35111i,0.055053+0.29318i,0.022759+0.21849i,0.0081577+0.10227i,-0.015966-0.016784i,-0.041497-0.02174i,-0.011617+0.015997i,0.014934-0.0058302i,0.0020078-0.036406i,-0.012682-0.038251i,-0.019197-0.0208i,-0.0090428+0.0022381i,0.016603+0.0090437i,0.031426+0.0012897i,0.019391-0.010158i,-0.014762-0.014825i,-0.046523-0.0029918i,-0.052367+0.013925i,-0.036776+0.018762i,-0.022232+0.012937i,-0.017395+0.0089557i,-0.0084767+0.0092066i
-0.43061-0.18646i,-0.58557-0.16676i,-0.4998-0.081333i,-0.27114-0.004877i,-0.087231+0.046534i,0.00248+0.061826i,0.026742+0.043259i,0.026342+0.026803i,0.028944+0.018103i,0.026222+0.0088668i,0.015328+0.0064459i,0.0012046+0.010031i,-0.016184+0.018913i,-0.026752+0.029469i,-0.021606+0.029906i,-0.0054821+0.022938i,0.018798+0.018322i,0.045654+0.010953i,0.051436-0.0036604i,0.030516-0.0087327i,0.013978+0.0026683i,0.0127+0.0072704i,0.0089246+0.0024116i
0.28856-0.21228i,0.33386-0.25237i,0.22379-0.22207i,0.059133-0.15626i,-0.023173-0.078698i,-0.0016506-0.042683i,0.011833-0.054735i,-0.0064877-0.044279i,-0.0031266-0.015607i,0.00719-0.00038421i,0.013547+0.0073971i,0.019632-0.0021746i,0.015366-0.018935i,0.0082622-0.015263i,0.0042416+0.0013649i,0.0035483+0.0080746i,-0.0041902-0.006106i,-0.026708-0.01956i,-0.039438-0.010685i,-0.030278+0.0010969i,-0.02044+0.00091162i,-0.016753+0.00091508i,-0.010779+0.0027364i
0.2101+0.10566i,0.27185+0.032124i,0.26498-0.042269i,0.20104-0.048406i,0.099614-0.026089i,0.010095+0.014776i,-0.0031021+0.030745i,-0.008935+0.0002063i,-0.045239+0.0039918i,-0.049791+0.033694i,-0.037098+0.035145i,-0.028819+0.025964i,-0.018304+0.010314i,-0.019504-0.013714i,-0.025604-0.027094i,-0.027709-0.017752i,-0.01766+0.014427i,0.011949+0.038743i,0.034875+0.02867i,0.029808+0.0063136i,0.014066-0.0014067i,0.0078491+0.0010026i,0.0039379+0.00028776i
-0.29002+0.29673i,-0.33604+0.42863i,-0.27208+0.42378i,-0.16125+0.29763i,-0.056171+0.15815i,0.0083069+0.051381i,0.015822+0.0088305i,0.018266+0.0087294i,0.034513-0.010299i,0.036294-0.039316i,0.025717-0.048925i,0.018076-0.039468i,0.022817-0.022051i,0.031936-0.010607i,0.032489-0.0082347i,0.024175-0.016181i,0.006534-0.033787i,-0.015877-0.04193i,-0.025964-0.029338i,-0.013543-0.016878i,0.00052871-0.02092i,-0.003454-0.025894i,-0.0079722-0.018919i
0.018614-0.32155i,0.076315-0.37152i,0.078454-0.33286i,0.027686-0.25281i,-0.019119-0.16646i,-0.046874-0.09246i,-0.044708-0.040028i,-0.013363-0.016223i,0.0068874-0.020136i,0.0012941-0.018941i,-0.0027642-0.008983i,-0.0061073-0.0083212i,-0.014316-0.0076591i,-0.010153-0.0039672i,0.0043228-0.0032383i,0.014835-0.0010457i,0.015915+0.0051691i,0.01209+0.013456i,0.0078148+0.015549i,0.0014559+0.013818i,-7.8421e-05+0.016559i,0.0051193+0.015336i,0.0069957+0.0078621i
0.098056-0.042132i,-0.03465-0.079263i,-0.1083-0.091391i,-0.087964-0.059772i,-0.050837-0.015912i,-0.0034123+0.00619i,0.023015-0.0032198i,0.010632-0.00022294i,0.010712+0.02903i,0.022765+0.037911i,0.01928+0.035828i,0.016165+0.04381i,0.014791+0.053679i,0.0077548+0.063258i,-0.0008384+0.064258i,-0.0018379+0.051466i,0.01078+0.023625i,0.016424-0.011065i,0.0039558-0.023147i,-0.0055356-0.006594i,-0.0018928+0.0087968i,0.0033243+0.009443i,0.0044115+0.0072045i
0.052758+0.34796i,0.17966+0.39553i,0.27144+0.35483i,0.27568+0.23417i,0.19553+0.08736i,0.079125+0.005523i,0.01702-0.0027183i,0.0017045-0.00647i,-0.02485-0.02175i,-0.046766-0.019722i,-0.04484-0.013636i,-0.036248-0.019077i,-0.029067-0.034024i,-0.025598-0.046025i,-0.024517-0.042991i,-0.026778-0.025136i,-0.031474+0.0069445i,-0.020702+0.037301i,0.00282+0.037533i,0.0072222+0.014086i,-0.0072788+0.0027909i,-0.012049+0.0099024i,-0.005895+0.011349i
-0.23482-0.347i,-0.2333-0.42409i,-0.26362-0.35393i,-0.29536-0.17261i,-0.20681-0.0059896i,-0.072905+0.050051i,-0.016371+0.036903i,-0.010201+0.027643i,0.0052094+0.034348i,0.032531+0.028638i,0.04118+0.008306i,0.028738-0.0055366i,0.014121-0.0087353i,0.0017628-0.010768i,-0.0054849-0.015554i,-0.0050759-0.02348i,-0.0019914-0.028516i,-0.0033243-0.023684i,-0.0065925-0.012895i,-0.0014448-0.0049728i,0.004154-0.007222i,0.0009563-0.01381i,-0.0027397-0.012365i
0.2088+0.031581i,0.11673+0.17415i,0.057755+0.19115i,0.080673+0.0988i,0.069724+0.028833i,0.039293+0.0027719i,0.02958-0.0063566i,0.037996-0.006436i,0.045114-0.019087i,0.022936-0.024766i,0.0038102-0.0084611i,0.015072+0.0014678i,0.039618-0.0040936i,0.056504-0.015002i,0.058053-0.017501i,0.04781-0.011385i,0.028391-0.010951i,0.0058338-0.012544i,-0.0068356-0.0098617i,-0.0080357-0.0098827i,-0.006303-0.010311i,-0.0047826-0.0054574i,-0.0035505-0.0025211i
0.22034+0.25495i,0.29959+0.11843i,0.28197-0.060939i,0.13752-0.16401i,-0.0034051-0.15234i,-0.049183-0.069521i,-0.029897-0.027724i,-0.030856-0.030095i,-0.049871-0.0059258i,-0.041976+0.02284i,-0.028994+0.026373i,-0.034173+0.030305i,-0.049633+0.048083i,-0.055427+0.064331i,-0.041857+0.06118i,-0.018047+0.043008i,0.0086989+0.022428i,0.02493-0.0012378i,0.018676-0.016931i,0.0043836-0.0093191i,0.0009269+0.0027264i,0.002553+0.0011089i,-0.00041692-0.0016565i
-0.62941-0.023924i,-0.67662-0.031537i,-0.49952+0.076299i,-0.21223+0.19224i,-0.013506+0.15352i,0.015783+0.033018i,-0.018182-0.0065251i,-0.0039074+0.0032236i,0.026999-0.021434i,0.025743-0.055638i,0.0090674-0.062671i,-0.00026489-0.049246i,0.0034228-0.034556i,0.010032-0.02269i,0.0081243-0.0095468i,-0.0043424+0.0031639i,-0.019464+0.013951i,-0.018167+0.025347i,0.0015306+0.029982i,0.017068+0.018258i,0.016909+0.0064551i,0.011899+0.0060958i,0.0089956+0.005695i
0.29076-0.37571i,0.39268-0.22226i,0.32159-0.11498i,0.15122-0.13073i,0.030091-0.11785i,0.01013-0.058624i,0.029646-0.036195i,0.02453-0.038139i,0.0050203-0.018954i,0.0015607+0.015336i,0.018157+0.028744i,0.026736+0.0055264i,0.0068704-0.028855i,-0.022032-0.046304i,-0.03365-0.04377i,-0.025629-0.034216i,-0.013584-0.021463i,-0.012089-0.0060582i,-0.016879+0.0068151i,-0.016718+0.013428i,-0.011305+0.0093336i,-0.0050371+0.00012905i,0.00085057-0.0035487i
0.42174+0.030506i,0.27561-0.11375i,0.090848-0.15703i,-0.0012915-0.043355i,0.008586+0.057118i,0.036267+0.051188i,0.018456+0.01997i,-0.003408+0.035972i,0.006543+0.05933i,0.016223+0.047274i,0.0042295+0.030252i,0.0025309+0.034655i,0.028402+0.047096i,0.055572+0.046341i,0.059696+0.027046i,0.041337+0.0040145i,0.020526-0.010632i,0.0078-0.019058i,-0.0024277-0.020765i,-0.010312-0.014813i,-0.014891-0.0027225i,-0.014575+0.010371i,-0.0093665+0.014197i
-0.32057+0.71108i,-0.27084+0.70008i,-0.1408+0.46301i,-0.03453+0.16986i,-0.018348+0.0029564i,-0.028393+0.0029333i,0.0037215+0.037981i,0.019928+0.012653i,-0.0095316-0.021269i,-0.033741-0.0213i,-0.034771-0.0091543i,-0.029794-0.0025088i,-0.029625-0.0087836i,-0.03343-0.019336i,-0.027405-0.016992i,-0.0075455-0.0027639i,0.011509+0.0076853i,0.021474+0.0043446i,0.019868-0.008873i,0.0084743-0.016941i,-0.0019883-0.016072i,-0.0059968-0.012719i,-0.0075328-0.0066099i
-0.34286-0.55508i,-0.15169-0.49037i,-0.011559-0.29745i,-0.037628-0.094849i,-0.059011+0.044241i,-0.023567+0.045439i,-0.021161-0.0093159i,-0.023999-0.010809i,0.0071707+0.0023948i,0.036776-0.0095178i,0.041375-0.029473i,0.024176-0.03127i,0.0074633-0.0058428i,0.0055108+0.023595i,0.0058598+0.036952i,-0.00076758+0.031391i,-0.010364+0.019831i,-0.011416+0.01815i,0.0028828+0.021743i,0.016159+0.016828i,0.015285+0.010143i,0.009367+0.0066953i,0.0033925+0.00037487i
0.26139-0.30522i,-0.0081093-0.20857i,-0.11381-0.094483i,-0.0065825-0.090664i,0.038402-0.1436i,-0.0097286-0.097351i,-0.013072-0.0062713i,0.022154+0.014783i,0.027724-0.0013639i,0.0041259+0.00079116i,-0.0094377+0.020898i,0.0015066+0.021861i,0.011455-0.010462i,0.0033561-0.040956i,-0.0097882-0.044736i,-0.015462-0.029522i,-0.015157-0.015257i,-0.018618-0.011536i,-0.024293-0.0092461i,-0.018274-0.0022747i,-0.0025659-0.0041577i,0.0069773-0.013992i,0.010552-0.015587i
0.49509+0.5077i,0.51179+0.35771i,0.31403+0.22136i,0.095846+0.17838i,0.010252+0.13699i,0.0088978+0.041095i,0.0065282-0.044893i,-0.026768-0.059327i,-0.04814-0.020836i,-0.034715+0.011857i,-0.016616+0.016183i,-0.015028+0.014151i,-0.025472+0.028599i,-0.025928+0.049299i,-0.0085898+0.04668i,0.010525+0.020118i,0.019771-0.0042152i,0.018988-0.011275i,0.011179-0.0047792i,0.00056994+0.0024156i,-0.010615+0.0080131i,-0.014308+0.012057i,-0.0094662+0.0099354i
-0.67965+0.075211i,-0.48155-0.070762i,-0.21607-0.2132i,-0.042193-0.20886i,0.059458-0.13907i,0.05877-0.093024i,-0.0017624-0.04221i,-0.0049055-0.007568i,0.016926-0.017821i,0.015765-0.034876i,0.0030974-0.037733i,-0.0024195-0.031367i,0.016666-0.034274i,0.035045-0.052498i,0.029458-0.055297i,0.013668-0.032357i,0.0043238-0.0062404i,0.0079063+0.005007i,0.011274-0.00080089i,0.0070018-0.0060784i,0.0060048-0.0041317i,0.005855+9.0849e-05i,0.0010488+0.0054673i
0.069211-0.34581i,0.072562-0.018961i,0.032268+0.14141i,-0.10044+0.096681i,-0.1883+0.086441i,-0.087361+0.09997i,0.043879+0.048409i,0.063459+0.0067276i,0.045571+0.0094073i,0.035027+0.012479i,0.028266+0.0047664i,0.018164-0.0020348i,-0.003591+0.0059373i,-0.021462+0.023543i,-0.023719+0.030832i,-0.0165+0.024627i,-0.013812+0.017091i,-0.017868+0.015698i,-0.015583+0.017886i,-0.0082278+0.015482i,-0.0052568+0.0096292i,-0.0044726+0.0087887i,-0.0045434+0.0085239i
0.43495-0.11421i,0.22936-0.18964i,0.17466-0.068691i,0.28572+0.027975i,0.28463+0.0073958i,0.13232+0.0019324i,0.014343+0.027485i,-0.017201+0.038592i,-0.016986+0.034272i,-0.012369+0.022157i,-0.014391+0.014251i,-0.013293+0.012653i,0.0027027+0.011822i,0.02233+0.0086158i,0.025718-0.0021984i,0.010345-0.013163i,-0.0046192-0.015658i,-0.0044106-0.017555i,0.00366-0.024607i,0.0045609-0.028494i,0.00061354-0.022889i,0.00059489-0.017222i,0.0023834-0.014772i
-0.2211+0.65551i,-0.17651+0.4744i,-0.24718+0.19963i,-0.31332+0.040368i,-0.26556-0.030351i,-0.14912-0.037112i,-0.041693-0.0071802i,-0.003468-0.0062968i,-0.018325-0.010026i,-0.022173+0.0022623i,-0.005229+0.0092606i,0.0038004+0.0081441i,-0.013673-0.0027663i,-0.040952-0.0065708i,-0.038188+0.0093394i,-0.0038329+0.022047i,0.025879+0.017543i,0.029494+0.0076393i,0.014577+0.0064388i,0.00062047+0.010951i,-0.0059639+0.010432i,-0.0081578+0.0064494i,-0.0058118-0.00010248i
-0.24409-0.50302i,-0.024245-0.41339i,0.12051-0.25294i,0.13444-0.047592i,0.13741+0.089321i,0.091753+0.04618i,0.0052455-0.029274i,-0.0048149-0.028133i,0.031096-0.015289i,0.038323-0.0089516i,0.031058+0.002723i,0.034925+0.0086316i,0.052652+0.0078501i,0.064505+0.0022068i,0.05196-0.0068501i,0.026253-0.011519i,0.0059151-0.0061365i,0.00024746+0.0061522i,0.0067521+0.014411i,0.012618+0.01286i,0.01305+0.0061606i,0.011167+0.001467i,0.0096551+0.0035636i
0.14048-0.1445i,-0.090327-0.032788i,-0.12306-0.070311i,-0.095374-0.25152i,-0.13501-0.29791i,-0.1104-0.15469i,-0.03868-0.032106i,-0.011825+0.0022977i,-0.0099969+0.0025468i,-0.013604-0.0078016i,-0.022051-0.011924i,-0.031445-0.010392i,-0.03737-0.012739i,-0.037068-0.020555i,-0.037475-0.023899i,-0.037501-0.014125i,-0.03252-0.0055746i,-0.031077-0.0090765i,-0.036641-0.012196i,-0.035245-0.0029626i,-0.021544+0.0090635i,-0.0099872+0.013019i,-0.0073029+0.0096155i
0.47077+0.34859i,0.48173+0.1626i,0.27754+0.17218i,0.11805+0.31554i,0.080473+0.31056i,0.047302+0.15824i,0.0095525+0.033242i,-0.012573-0.0084132i,-0.020676-0.0034523i,-0.017768+0.0036632i,-0.022301-0.0055563i,-0.033518-0.0067765i,-0.034533+0.016746i,-0.019707+0.036359i,0.00193+0.024699i,0.011725-0.0079297i,0.0050752-0.026539i,0.0031213-0.017069i,0.016685-0.0068402i,0.024257-0.012487i,0.017451-0.020148i,0.00821-0.020704i,0.00012733-0.013629i
-0.68009+0.025968i,-0.52792+0.063894i,-0.21743+0.0165i,0.040593-0.096504i,0.13543-0.15965i,0.12589-0.10795i,0.096064-0.039232i,0.066493-0.03i,0.037692-0.041324i,0.02471-0.034868i,0.026431-0.020224i,0.032124-0.019391i,0.031594-0.035092i,0.024189-0.034889i,0.022246-0.0068502i,0.028175+0.02252i,0.036423+0.030161i,0.03806+0.015484i,0.025654-0.002559i,0.0057135-0.0075715i,-0.010249+0.00036096i,-0.013602+0.0085857i,-0.0059602+0.0043242i
0.27402-0.14398i,0.32903+0.046702i,0.22193+0.051224i,-0.047113+0.0161i,-0.19534+0.080787i,-0.12938+0.080288i,-0.038297+0.017791i,-0.005393+0.01206i,0.0036137+0.034287i,0.003204+0.040483i,0.0080627+0.037705i,0.015564+0.032928i,0.010397+0.033895i,-0.0022711+0.035474i,-0.0091077+0.031932i,-0.005639+0.026063i,-0.0030747+0.019285i,-0.010542+0.018088i,-0.016607+0.025626i,-0.0071182+0.028649i,0.0065893+0.015028i,0.0078005+0.0013573i,0.0029163+0.0067369i
0.14501-0.30521i,-0.18545-0.51576i,-0.30757-0.36719i,-0.095626-0.13336i,0.091637-0.07412i,0.062543-0.053388i,-0.0094935-0.0022105i,-0.01364+0.017956i,0.010725+0.012627i,0.02771+0.0035835i,0.026485-0.0051856i,0.017435-0.0097784i,0.016748-0.015208i,0.014236-0.026794i,-0.0069559-0.036779i,-0.034454-0.031478i,-0.036817-0.015309i,-0.015813-0.0077562i,-0.00072654-0.013921i,-0.0068309-0.01612i,-0.019492-0.0042265i,-0.019093+0.0060126i,-0.010289+0.0005674i
-0.21707+0.70756i,-0.01481+0.7673i,0.06851+0.51723i,-0.031628+0.18551i,-0.13985+0.012992i,-0.12578-0.015433i,-0.058039-0.013746i,-0.03237-0.019737i,-0.04054-0.020927i,-0.046644-0.013155i,-0.041878-0.0052184i,-0.033606-0.0018452i,-0.028875-0.0086059i,-0.02495-0.025952i,-0.0097765-0.043441i,0.0059826-0.057148i,-0.001006-0.059737i,-0.016856-0.039757i,-0.017752-0.012968i,-0.0045783+0.00075267i,0.01379+0.0014027i,0.023723-0.0054381i,0.017232-0.010165i
0.14494-0.51559i,0.28935-0.54812i,0.2745-0.4121i,0.16298-0.13054i,0.12169+0.084648i,0.1066+0.11565i,0.061136+0.081813i,0.045259+0.066532i,0.055803+0.051616i,0.049479+0.02892i,0.02464+0.018449i,0.0099448+0.027089i,0.020904+0.044549i,0.042372+0.062945i,0.054194+0.067821i,0.0547+0.05584i,0.051621+0.038512i,0.046329+0.021392i,0.036594+0.0066781i,0.020004-0.0038622i,-0.0024883-0.0064079i,-0.014891-0.00093249i,-0.0072804+0.0010044i
-0.20441-0.057758i,-0.42774+0.08754i,-0.28846+0.15954i,-0.029737+0.0093943i,0.017315-0.16412i,-0.025932-0.1752i,-0.012546-0.12463i,-0.0030405-0.099304i,-0.01449-0.083423i,-0.025195-0.062629i,-0.026959-0.043741i,-0.02435-0.035919i,-0.025749-0.032446i,-0.028327-0.025695i,-0.024929-0.0075558i,-0.011617+0.014524i,0.0017603+0.016346i,-0.00054564-0.00028807i,-0.013117-0.012494i,-0.01387-0.011935i,-0.0004521-0.0080876i,0.0034282-0.0039179i,-0.0071271+0.0095411i
0.43362+0.33524i,0.54116+0.093627i,0.29017-0.13623i,-0.025758-0.1246i,-0.091339+0.011588i,-0.017555+0.035401i,-0.0040453-0.025663i,-0.036774-0.036849i,-0.046777+0.010146i,-0.014226+0.044793i,0.01868+0.031017i,0.017736+0.0021333i,-0.0069736-0.0042428i,-0.031026+0.009572i,-0.039806+0.017322i,-0.041838+0.016632i,-0.037513+0.027387i,-0.016243+0.041169i,0.0056021+0.039797i,0.0064936+0.023163i,-0.0082036+0.0038592i,-0.014937-0.0059135i,-0.0090229-0.012334i
-0.45701-0.20897i,-0.53801-0.080553i,-0.42507+0.14223i,-0.15501+0.23948i,0.035984+0.13224i,0.054116+0.021705i,0.049246+0.023034i,0.085247+0.033686i,0.09642+0.0011289i,0.053158-0.021563i,0.012578-0.0038752i,0.015937+0.016343i,0.044085+0.004071i,0.061647-0.029682i,0.053515-0.056822i,0.034284-0.065984i,0.018869-0.062874i,0.0072787-0.048418i,0.0036433-0.025283i,0.010113+0.00023313i,0.018852+0.020764i,0.022356+0.025662i,0.018389+0.015743i
0.10017+0.17214i,0.2963+0.32961i,0.4529+0.19555i,0.29245-0.051586i,0.014158-0.06767i,-0.08315+0.066575i,-0.057379+0.10173i,-0.04383+0.059418i,-0.038396+0.030355i,-0.015119+0.017942i,0.0071568+0.0088312i,0.0044997+0.0033005i,-0.020917+0.0083378i,-0.040129+0.026297i,-0.031093+0.044377i,-0.0083783+0.041567i,0.00064116+0.021804i,-0.007062+0.0034382i,-0.017856-0.0032975i,-0.023597-0.00237i,-0.021431-0.0027111i,-0.01434-0.0031993i,-0.0049878-0.0022308i
0.37599-0.30986i,0.21325-0.61751i,-0.071323-0.54977i,-0.14702-0.20777i,-0.02842-0.03489i,0.052102-0.086943i,0.026215-0.10743i,-0.0020471-0.04194i,0.010864-6.8112e-05i,0.020121-0.0096187i,0.0054308-0.029673i,-0.0076845-0.031481i,0.0051728-0.019795i,0.028297-0.020357i,0.032816-0.034985i,0.020982-0.036521i,0.010822-0.022329i,0.0084086-0.0087164i,0.0086284-0.0042344i,0.0026468-0.0071253i,-0.007534-0.007469i,-0.013517-0.0037549i,-0.018726+0.0022288i
-0.48396+0.22155i,-0.51924+0.33894i,-0.31315+0.28688i,-0.052175+0.073191i,0.031524-0.054037i,0.0033792-0.023994i,0.024885-0.0046806i,0.040092-0.054407i,-0.005737-0.058756i,-0.031524-0.0062413i,-0.018298+0.027244i,-0.00036773+0.026122i,0.0032142+0.00671i,-0.014566-0.0036654i,-0.034795+0.01016i,-0.038317+0.02708i,-0.030106+0.033363i,-0.013911+0.029218i,0.003753+0.012921i,0.011175-0.0074086i,0.011869-0.019034i,0.017079-0.019151i,0.023988-0.017707i
0.14541+0.18625i,0.27658+0.2882i,0.18803+0.20983i,-0.048252+0.10851i,-0.1262+0.069063i,-0.036768+0.024293i,0.0049824-0.0095224i,-0.018409+0.021557i,-0.0088544+0.052165i,-0.0025094+0.032458i,-0.022455+0.014387i,-0.032744+0.025548i,-0.018957+0.048542i,0.015161+0.055417i,0.046879+0.033537i,0.057214+0.0071371i,0.053604-0.0040048i,0.040955-0.0027082i,0.022925+0.0041589i,0.010144+0.011305i,0.0015984+0.014226i,-0.009248+0.01371i,-0.014669+0.015012i
0.23988-0.46887i,0.23434-0.5528i,0.24231-0.33305i,0.2337-0.069282i,0.12044+0.0257i,-0.050706+0.034158i,-0.11401+0.050271i,-0.036658+0.045315i,0.039993+0.0055762i,0.059971-0.010943i,0.05926-0.010073i,0.042994-0.022821i,0.0098747-0.03872i,-0.029903-0.035951i,-0.053643-0.0099699i,-0.04263+0.012344i,-0.016112+0.0094985i,0.00039694-0.0087881i,0.0022471-0.019872i,0.00025372-0.011708i,0.0012806+0.0022892i,0.0021823+0.0052831i,-0.00041552+0.00074097i
-0.24182+0.27764i,-0.32219+0.19462i,-0.2621-0.020272i,-0.12237-0.15926i,0.01147-0.14833i,0.11451-0.11038i,0.12109-0.1136i,0.049214-0.11123i,-0.007553-0.074751i,-0.02026-0.042538i,-0.01395-0.031006i,-0.0050794-0.028976i,0.0063609-0.026472i,0.031631-0.026654i,0.056347-0.040744i,0.04692-0.054901i,0.0057818-0.045329i,-0.036347-0.014026i,-0.052642+0.013116i,-0.04417+0.015378i,-0.032324+0.0047931i,-0.024828-0.00097943i,-0.020366-0.002475i
0.1128+0.10498i,0.17696+0.17106i,0.054752+0.1881i,-0.081701+0.16269i,-0.10959+0.10248i,-0.096814+0.06141i,-0.045867+0.064325i,0.0033066+0.062896i,0.0043542+0.044559i,-0.011907+0.03115i,-0.018904+0.026832i,-0.011662+0.029868i,-0.00059846+0.032164i,-0.011657+0.026719i,-0.038838+0.023068i,-0.051849+0.024097i,-0.040983+0.025407i,-0.011825+0.02463i,0.019758+0.02002i,0.031959+0.013913i,0.026625+0.010184i,0.023969+0.008869i,0.028639+0.0055829i
-0.18625-0.32351i,-0.25218-0.24564i,-0.12524-0.065445i,0.025563+0.014105i,0.068496+0.016303i,0.10082+0.019649i,0.10904-0.018989i,0.061107-0.051607i,0.027478-0.044463i,0.016794-0.036527i,0.0030526-0.027194i,-0.0077182-0.013226i,-0.0081784-0.0049797i,0.007567+0.0056532i,0.035772+0.013914i,0.05484+0.0087388i,0.055113-0.0098821i,0.043541-0.032689i,0.022697-0.045375i,0.0033301-0.041905i,-0.0043659-0.031325i,-0.007261-0.023502i,-0.012804-0.016661i
0.35432+0.3868i,0.50058+0.37133i,0.45384+0.12215i,0.18723-0.10542i,-0.055616-0.12795i,-0.14519-0.089693i,-0.1385-0.057371i,-0.080395-0.013603i,-0.023644+0.018277i,0.012989+0.033287i,0.039645+0.025507i,0.040154+0.00090549i,0.014255-0.017307i,-0.019604-0.027616i,-0.04449-0.025215i,-0.044934-0.0092218i,-0.026936+0.0074138i,-0.0027534+0.016714i,0.012158+0.013831i,0.0047085+0.0044055i,-0.0082104+0.0020869i,-0.0041531+0.0056172i,0.0068231+0.0028839i
-0.085684-0.37597i,-0.17899-0.64974i,-0.30495-0.54758i,-0.23363-0.14256i,-0.0029902+0.092433i,0.1252+0.085461i,0.12183+0.055791i,0.092284+0.063903i,0.074776+0.070667i,0.052301+0.048844i,0.020214+0.021735i,0.010454+0.017712i,0.035147+0.019271i,0.069102+0.016667i,0.086685+0.0097103i,0.077117-0.0037155i,0.045362-0.013612i,0.0054376-0.010596i,-0.017402-0.00064262i,-0.012966+0.006199i,-0.0017804+0.009299i,0.00018987+0.012093i,0.002147+0.015719i
-0.54567+0.18625i,-0.66956+0.52443i,-0.42082+0.59816i,-0.059285+0.27802i,0.032792-0.05205i,-0.049423-0.10349i,-0.067639-0.042727i,-0.033175-0.047404i,-0.019546-0.077649i,-0.019711-0.066482i,-0.023227-0.025911i,-0.027713+0.0036272i,-0.03875+0.0072903i,-0.067348+0.0012899i,-0.092677+0.0014372i,-0.088995+0.011846i,-0.0626+0.028043i,-0.028848+0.039731i,-0.0015851+0.042845i,0.010843+0.039009i,0.011396+0.028376i,0.00090296+0.014145i,-0.014047+0.0065669i
0.76388+0.15843i,0.99078+0.13638i,0.78863-0.013595i,0.26485-0.091368i,-0.064327+0.021202i,-0.048621+0.092958i,0.00040847+0.038646i,-0.029324+0.01983i,-0.031594+0.057003i,0.0040741+0.065589i,0.028074+0.042254i,0.025877+0.021994i,0.025404+0.021781i,0.047988+0.024718i,0.073436+0.016392i,0.08471-0.0025665i,0.080968-0.028626i,0.059098-0.047281i,0.025957-0.043998i,-0.0034204-0.024751i,-0.021332-0.0093018i,-0.026823-0.0046952i,-0.023086-0.0058856i
-0.1779-0.34611i,-0.20761-0.61281i,-0.15195-0.5393i,-0.0037801-0.25107i,0.087643-0.12587i,0.027147-0.14396i,-0.02281-0.12254i,-0.00094515-0.095118i,-0.010443-0.111i,-0.057512-0.1062i,-0.075288-0.07254i,-0.057936-0.039549i,-0.035023-0.019022i,-0.024599-0.014963i,-0.02155-0.015042i,-0.018305-0.0096758i,-0.019645+0.0010208i,-0.021738+0.008636i,-0.016061+0.0040368i,-0.01094-0.0075386i,-0.010438-0.014401i,-0.0037087-0.014081i,0.0069564-0.014781i
