-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
-0.0015488-0.00072655i,-0.0017633-0.00038737i,-0.0019535+0.0019801i,-0.0010147+0.0018328i,0.00024242+5.8955e-05i,0.0012793-0.00090106i,0.0012826-0.00097264i,0.00074398-0.0014952i,0.00068422-0.0019296i,0.000121-0.00056246i,0.00015132+0.00080222i,0.00049617+0.0014023i,0.00027761+0.00079601i,-0.00016806+0.00058787i,-0.00046964+0.0009524i,-0.00038807+0.00064561i,-0.00078409+0.000585i,-0.00082247+0.00033976i,-0.00030068-0.00030284i,0.00035217-0.00076586i,0.00063699-0.00097006i,-9.7722e-05-0.0013332i,-0.00031073-0.0011692i
0.00037299+9.3445e-05i,0.0012125+0.0012572i,0.0010005+0.0019181i,0.00078831+0.00083668i,0.001167+9.7407e-05i,0.00062481-0.00039976i,-0.00029321-0.00017692i,-0.0011657+0.00048291i,-0.0012207+0.00027615i,-0.00038393+0.00020727i,3.1621e-05+0.00047294i,0.00051011+8.2623e-05i,0.0012178-0.00047626i,0.00094619-0.00017599i,0.00064839+0.00041915i,0.00031011+0.00052716i,0.00065046+0.0004184i,0.00072861+0.00033503i,0.00029622-1.2009e-05i,0.00013817-0.00022104i,0.00010398-9.8794e-05i,4.4907e-05-0.00023118i,-5.4869e-05+3.8286e-05i
0.0014784+0.00015214i,0.00066915-0.00062141i,0.00051268-0.0011813i,0.00015338-0.00048959i,-0.00032506-0.00026288i,0.00036724-0.00095973i,0.00041785-0.00035643i,0.00051547+0.00092886i,0.00085211+0.00050683i,0.00016148-0.00053992i,-7.576e-05+1.135e-05i,4.2473e-05+0.00051336i,-0.00039521+0.00070769i,-0.00081664+0.00074373i,-0.00085215+0.00034355i,-0.00062186-0.00013911i,-0.00025758-0.00029434i,0.00021294+1.9371e-05i,0.00040328+0.00020591i,0.00030606-3.0139e-05i,0.00016047-0.00046858i,0.00044918-0.00025264i,0.0002387-0.00047655i
-0.00074472-0.0018891i,-0.0010836-0.001073i,-0.0021671+9.7488e-05i,-0.0025529-0.00038285i,-0.0016016-0.00085226i,-0.000865+0.00026228i,-0.00041524+0.00087315i,-1.1018e-05+0.00077863i,9.7809e-05+0.00053213i,-0.00087084+0.00015095i,-0.0010197+0.00061334i,-0.00047122+0.00089176i,-0.00022902+0.00046115i,-0.00039114-7.7145e-05i,-0.00031246-0.00063548i,-7.7847e-05-0.00030115i,-0.00011027-6.694e-05i,0.00032182-0.00017517i,-7.7225e-05-0.0006643i,-0.00044149-0.00077085i,-0.00035216-0.00045423i,-0.00056284-0.00029571i,-0.00017147+3.5485e-07i
-0.0014106-0.0020779i,-0.0013105-9.9764e-05i,-0.0018614+0.0010727i,-0.0015556+0.0013811i,-0.00094295+0.0010542i,0.00014075+3.2317e-06i,0.0010287+8.6147e-05i,0.0010621+0.00088263i,0.00029949+0.00068448i,0.00039809+0.00014144i,0.0008773+0.00075187i,0.00057691+0.00047917i,0.00014408-0.00023497i,-0.00086569-8.6843e-05i,-0.0018721+0.00022025i,-0.0014959+4.3645e-05i,-0.00038601-0.0004915i,0.00070139+6.9723e-05i,0.00021462+0.00069558i,-0.00065366+0.00082228i,-0.00053423+0.0010166i,-0.00014316+0.00026224i,-8.1955e-05-0.00053337i
-5.6051e-05-0.00035631i,0.0001957-8.458e-05i,-0.00071828+0.00092828i,-0.0011316+0.0011626i,-5.6316e-05+0.0011941i,0.0010959+0.00035544i,0.00086538-0.0010016i,0.00033955-0.0012514i,-0.000291-0.0011459i,-0.00080467+0.00026271i,-0.00057377+0.0017815i,5.003e-05+0.0020621i,0.00075218+0.0014082i,0.0010276+0.00051814i,0.00039221+6.2035e-05i,-0.00067919+0.00033257i,-0.00098437+0.00059661i,-0.0007805+0.00048055i,-0.00090125+0.00043034i,-0.00091252+0.00045986i,-0.00049093+0.00045388i,-0.00046098+0.00027183i,-0.00079996+0.00041426i
0.00092534-0.0014606i,-0.00011065-0.0016746i,-0.00066318-0.0012705i,-0.0011706-0.001065i,-0.00095284-0.00014704i,-0.00022628+0.00074549i,-0.00038504+0.00024222i,-0.00035158-3.9725e-05i,-8.2975e-05-0.0001355i,-0.00086497-6.0056e-05i,-0.0012605+0.00030422i,-0.00036372+0.00073985i,8.1983e-05+0.0011229i,-0.00059885+0.00032419i,-0.00054495-0.00036448i,4.9939e-06+0.00019052i,-1.839e-05+0.00041179i,-0.00028199+0.00010437i,-0.00043772+0.00024164i,6.0092e-05+0.00069734i,0.00015965+0.00032944i,0.00047431-0.00011009i,0.00035423+0.00018982i
-0.0014592-0.0020187i,-0.0023666+6.0698e-05i,-0.0013445+0.00078891i,-2.6663e-05+0.00055547i,-0.00041213+0.00045052i,-0.00086622-0.00053582i,-0.00037379-0.00050184i,-6.863e-05+0.00053984i,-0.00018871+0.00046174i,-0.00047741+0.00042389i,-0.00028801+0.00027863i,0.00094374+0.00010056i,0.00067044+0.0004994i,-0.00012643+0.00058917i,0.00061519+0.00036264i,0.00049789+0.0011098i,-0.00097606+0.00087753i,-0.00074655+0.00020203i,-4.0289e-05-0.00035507i,-0.0004941-0.0008321i,-0.00048954-0.00062086i,0.00031259-4.5216e-05i,0.00031297-1.9336e-05i
-0.00064071+0.0018628i,0.0001153+0.0020637i,0.00039256+0.0021354i,0.00056315+0.0011938i,0.0010452-0.00066563i,0.0011729-0.0010351i,0.00025535-0.0011272i,-0.00015913-0.0019412i,0.00020014-0.0010381i,2.0176e-05+0.00027151i,-4.3012e-05+0.00026357i,-6.6137e-05+0.00080832i,-0.00016679+0.00022905i,-4.449e-05-7.2922e-05i,-0.00021561+0.00034234i,3.2718e-05-3.2407e-05i,0.00050759-0.00019538i,0.00034099+0.0004602i,0.00014199+0.00070636i,4.042e-06-7.1538e-05i,-7.7034e-05-0.00022593i,-0.00014018-0.00030812i,0.00027319-0.00086343i
2.7318e-06+0.00091266i,-0.0001672-9.6917e-05i,-0.00013848-0.00072137i,-0.00073213-0.00070393i,-0.00023529-0.00027331i,0.00029994-0.00057724i,0.00052196-0.00013415i,0.00017583+0.00069999i,-0.0002598-0.00022879i,-0.00026237-0.00095318i,-0.00012543-0.00069444i,0.00028101-0.00028091i,0.00049717+0.00074832i,0.00022746+0.0010554i,0.00020837+0.00058951i,0.00044576+0.00019136i,0.00060925+0.00070403i,0.0002412+0.00072264i,0.000258+0.00014473i,4.8198e-05+9.6119e-05i,-0.00026399+0.00024554i,0.0001361+4.8169e-05i,0.00074566-0.00058504i
-0.002504-0.0014072i,-0.0021432-0.0008354i,-0.0013894+0.0012578i,-0.0003758+0.0016966i,0.00087566+0.00072838i,0.0011819+0.00016673i,0.00050318+0.00058299i,0.00053957+0.0012965i,0.00062592+0.0014249i,-0.00018276+0.0010565i,-0.00051041+0.0001854i,-0.00042161-0.00020325i,-0.00040447-0.00061744i,5.8202e-05-0.00058867i,0.00052876-2.8369e-05i,0.00077104-0.00017367i,0.0003775-0.00062455i,0.00015074-0.00051991i,0.00059499+0.0003721i,0.00056625+0.00042953i,9.9054e-05-0.00020323i,0.00024285+0.00041676i,-4.9181e-06+0.00085626i
-0.0019625+0.0017123i,-0.0020584+0.00073521i,-0.00078525+0.00054647i,0.00071262+0.00029717i,0.00091273-0.00017291i,0.0006819-0.00032529i,0.00067016-0.00012416i,0.00068837-3.4995e-05i,0.0001482-0.00050451i,-7.7348e-05-0.00038489i,-2.0261e-05+0.00013895i,-0.00041487-0.00045703i,-0.00041712-0.0011277i,-0.00030037-0.0013436i,-0.00038351-0.0012503i,-0.0003554-0.00091055i,-0.0007916-0.00017681i,-0.00072195+0.00051448i,-0.0003675+0.00039676i,-0.00031163-0.0002033i,0.00011484-0.00053243i,0.00047299-0.00087203i,0.0010519-0.0011961i
-0.00045717-0.0019154i,-0.00040609-0.0012912i,-0.00082555-0.00056608i,-0.001293-0.00069021i,-0.0012748-0.00019775i,-0.00065276+4.4506e-05i,-0.00047418+0.00025829i,-0.00029544+0.0006774i,-0.00018723+0.0005607i,-0.00077565+0.0005548i,-0.00048225+0.00067834i,0.00061182+6.9257e-05i,0.00079506-0.00035437i,0.00072722-0.00048311i,0.00058354-0.00019992i,1.0387e-05+5.2684e-05i,-0.00043932+0.00023722i,-1.9732e-05+0.00044142i,-7.8623e-05+0.00027063i,-0.00010981+0.00021664i,0.00079419-0.00012555i,0.00085991+0.00021174i,0.0004748+0.00073549i
-0.0017356-0.0014476i,-0.0029866+0.00010644i,-0.0019108+0.0018328i,0.00063469+0.0022862i,0.0014323+0.00095274i,0.0015637+0.00055249i,0.0014955+0.00068342i,0.00064888-9.5668e-05i,-4.476e-05-0.00020465i,2.6212e-05+0.00043176i,-0.00027677+0.00016677i,-0.0008663+0.00014702i,-0.00034324-0.00023539i,0.00033065-0.00084249i,-1.4459e-05-0.00021101i,-0.0006868+0.00032194i,-0.00097268-0.00027644i,0.00013667-0.00034746i,0.00050375-0.00028127i,-0.00036212-0.00081734i,-0.00027345-0.0008209i,-7.2724e-05+0.00018844i,-0.00040472+0.00096265i
-0.00044689+0.0014864i,0.0015482+0.00092636i,0.0024213+6.5631e-05i,0.0019221-0.00069414i,0.001122-0.0020957i,0.00067027-0.0024546i,0.00047875-0.0015316i,0.00019518-0.00078616i,0.00054348-0.00056751i,0.00067629-0.00061735i,0.0006039-0.00038997i,0.00080047-7.6053e-05i,0.00024322-0.00021587i,-0.00047393-0.00029039i,-0.00020563-5.6086e-05i,0.00073733-0.00028399i,0.00088609-0.00036384i,0.0005102+0.00031991i,-0.00034164+0.00048703i,-0.00046186+8.6857e-05i,-7.6995e-05-0.00016344i,-0.0003263+0.00010473i,-0.00099063+0.00019097i
-0.0012041+4.2536e-05i,-0.00093027-0.00077457i,-0.00096817-0.00099418i,-0.00068865-0.0003523i,-0.00049985+6.4678e-06i,-0.00052908+0.00042909i,-0.00019223+0.00080802i,0.0001033+0.00102i,-0.00038107+0.00028621i,-0.00043042-0.00084542i,0.00032901-0.00092495i,0.00034255+0.00063158i,-0.00084092+0.0017887i,-0.00093037+0.0009044i,-0.00028573+0.00033422i,6.319e-05+0.00020408i,-0.00086288+0.00038113i,-0.0011854+0.00028346i,-0.00044846-0.00048659i,0.00046192+0.00025556i,0.00086981+0.00108i,0.00013991+0.00095756i,-0.0010068+0.00075989i
0.00010808-0.0005437i,-0.0010609-0.0005809i,-0.0015258-0.00035535i,-0.001261+0.00072614i,-0.0007139+0.00091794i,0.00031977-0.00033489i,0.00095232-0.00070522i,0.0003801-0.00017019i,-0.00052958-0.00034365i,-0.00058-0.00018359i,-2.8134e-05-0.00014134i,0.00020838-0.00015729i,0.00031119+0.00038696i,0.00052978+0.00098539i,0.00056637+0.00076337i,0.00018429+0.00059871i,-0.00032464+0.0010536i,-0.00080764+0.00098947i,-0.00027836+0.0009583i,-0.0002712+1.8429e-06i,-0.00017337-0.00075014i,0.00040945-9.5388e-05i,0.00034409+0.00016658i
-0.0035225-0.0014984i,-0.0024813+0.0010614i,-0.0015168+0.0031386i,1.6044e-05+0.0029358i,0.0010333+0.0020738i,0.0013438+0.00085317i,0.0011026+0.00045711i,0.00010892+0.00065404i,-0.00011469+0.0012571i,-0.00058124+0.0012704i,-0.0003702+0.0010807i,0.00092314+0.0014106i,0.0013656+0.0009589i,0.00088587+0.00030668i,0.00058939+0.00065892i,0.00044292+0.00094361i,0.00021284+0.00021138i,-6.2812e-05-0.00081306i,-0.00036234-0.00036231i,-0.00029581+0.00049931i,0.00019736+0.000568i,0.00037559+0.00030412i,0.0002866+0.00051614i
0.00037545-6.7924e-07i,6.0745e-06-0.0013499i,6.5188e-05-0.0015351i,-0.00032456-0.0013616i,0.00021161-0.001386i,0.00056838-0.0012779i,-0.00010446-0.0013041i,0.00043247-0.00074766i,0.00086712-0.00010043i,0.00047662+0.00022445i,0.00010218+9.9481e-05i,0.00010576-8.9344e-05i,0.00043156-0.00036212i,6.5645e-05-0.00039166i,-0.00072183-0.00055554i,-0.00028839-0.00055284i,0.0006845+0.00048528i,0.0010357+0.0011846i,0.00042125+0.00076387i,0.00022156+0.00023704i,0.00010901+5.0452e-05i,-0.0007976-0.00057557i,-0.00022126-0.0011876i
-0.0011745+0.0013575i,-0.000966+3.398e-05i,-0.00070585-0.00047743i,-0.0004662-0.0006279i,-0.00035587-0.00012507i,-0.0010601+0.00052307i,-0.0012282+0.00063313i,-0.00031205+0.00073133i,0.00057314+0.00051669i,0.00034973-0.00042159i,0.00066902-0.00048428i,0.0010034+0.00032103i,0.0003203-5.0177e-05i,0.0003935-0.00020462i,0.00061865+0.00033627i,0.00092002+0.00014253i,0.00054709-6.4513e-05i,0.00023753+0.00012168i,2.6439e-05+6.9174e-05i,-0.00036112-0.00041267i,-0.00041115-0.00069954i,0.00018308-0.00097553i,0.00070157-0.00036604i
0.0010626+0.00020719i,-0.0013569+0.0010496i,-0.0020047+0.001873i,-0.001098+0.0013524i,-0.00032257-0.0002999i,4.9592e-05-0.00025058i,6.3478e-05+0.00077614i,0.00088102+0.0010794i,0.0007823+0.00062021i,-0.00024823-0.00027058i,-0.00054807-0.00064642i,-0.00032761-0.00071259i,-0.00018497-0.00015026i,-0.00020441+0.00018862i,-0.00018176-0.00019928i,0.00060789-7.3894e-05i,0.00089296-0.00015014i,0.00038647-0.00050251i,0.00023675-0.00038654i,0.00015961+0.00029998i,-0.00017647+0.00033159i,-0.00035871+6.8011e-05i,-0.00051475+0.00052435i
0.00045224+0.0003684i,0.002259+0.0001994i,0.0029425-0.00039334i,0.0015319-0.0009449i,0.00042686-0.00092791i,-8.7009e-05-0.00078642i,0.00016141-0.0002261i,0.00064938+0.00071274i,-0.00018214+0.00086108i,-0.00072362+1.513e-05i,-0.00011834-0.0011434i,0.00038346-0.0012041i,1.2232e-05-0.0005278i,9.5576e-05+0.00011698i,0.00035155+0.00043395i,0.0010055+0.00042591i,0.0015264+0.00023666i,0.00048954-8.8312e-05i,-0.0005758-0.00028602i,-0.00044539-0.00082856i,-0.00037719-0.0010137i,-0.00023593-0.00053588i,-0.00029923+0.00030596i
-0.0016027-0.0013989i,-0.0020866-0.001437i,-0.0017746-0.0021338i,-0.00083524-0.00079307i,0.00046831+0.0012462i,0.00076602+0.0011526i,-0.00035368+0.000268i,-0.0002888+0.0008015i,0.00052799+0.00067563i,0.00073994+0.00011203i,-1.6084e-05+0.00031285i,-0.00084796+0.00010073i,-0.00064789+5.8787e-05i,0.00021701+0.00013169i,0.00047296-3.9412e-05i,0.0005059+1.6984e-05i,0.00055036+0.00028596i,0.00056834-0.00018348i,0.00025202-0.00044039i,-0.00022438-0.00012892i,-0.00044409-0.00015748i,0.00016336-0.00079757i,0.00046968-0.00071295i
-0.0013128-0.0018701i,-0.0026863-0.0017317i,-0.0027066+8.0952e-05i,-0.0011221+0.00020635i,2.3102e-05-0.0002545i,0.00070572-5.7764e-05i,0.0011665-0.00018032i,0.00076875+7.7975e-05i,-0.00037758-8.4103e-05i,-0.0010619-0.00023196i,-0.00091113+0.00025502i,1.6673e-05+0.0009337i,0.0013656+0.0010257i,0.0020585+0.00030306i,0.00098646-0.00041772i,3.63e-05-0.00061989i,-0.00036762-0.00019588i,-0.00071661+0.00013399i,-2.5374e-05+0.00015948i,0.00059166+0.00043797i,0.00022692-8.0734e-06i,0.00014097-0.00048666i,0.00023439-0.00075352i
-0.0011+0.00043715i,0.00016694+0.0032097i,5.013e-05+0.0045756i,0.0001993+0.0029565i,0.00072914+0.0017927i,0.00085114+0.00073581i,0.00090889+0.00088212i,0.0010179+0.00095141i,0.00099303+0.00039194i,0.0010288+0.00064961i,0.00074472+0.00053142i,0.00039744+1.9765e-06i,-0.00036522+0.00027827i,-0.00028378+0.00015815i,0.00070907-0.0003221i,0.00063611-0.00099881i,0.00046651-0.0012769i,0.00072153-0.00020059i,0.00038027+0.0010656i,-0.00015496+0.00081837i,-0.00045901+0.00080798i,-0.0006203+0.0014i,-0.00019587+0.0010127i
0.0018075-0.0031844i,0.0016136-0.0029719i,0.0013898-0.0032875i,0.00043716-0.002754i,-0.00072137-0.0021893i,-0.00088605-0.0016701i,-0.00027487-0.00035666i,-0.00019456+0.00063985i,-0.00012365-0.00013505i,-7.2739e-05-0.00070083i,-0.00026627-0.00070226i,-0.00094888-0.00010401i,-0.00095425+0.0003967i,-0.00020633+4.8188e-05i,0.00029258-0.00043856i,0.00039718-0.00054139i,9.7312e-05-7.2105e-05i,-0.00012593-0.00031112i,0.00029757-0.00061611i,0.00069199-0.00011078i,0.00072425+0.00032967i,6.5102e-06+0.00038736i,-0.00046414+0.00041327i
0.0031459+0.00054009i,0.0017869-0.00072736i,-0.00047215-0.0011613i,-0.0008334-0.0013653i,-0.00041914-0.001264i,-0.0003945-0.00020313i,1.5851e-05+0.0014899i,0.00042074+0.0015615i,0.00086037+0.00026975i,1.5387e-05-0.00050833i,-0.00080248-0.00039867i,-0.0011313-0.00044636i,-0.0012524-0.00048572i,-0.00065694-0.00026627i,-0.00052561-0.00085121i,0.00010256-0.0006728i,0.0001577+0.00020158i,-0.00024133+0.00067395i,4.6439e-05+0.00049347i,0.00031814+0.0001325i,0.00013222+6.7514e-05i,-0.00050364-6.8685e-05i,-0.001408+0.00074209i
-0.00036456+5.2808e-05i,-0.00058741+0.00038509i,0.00094171+0.001346i,0.0016029-0.00012896i,0.0001677-0.0014862i,-0.0010889-0.00010645i,-0.00030612+0.00040496i,0.00092946+0.00056396i,0.00088959+0.0011369i,0.0003098+0.0012946i,0.00016113+0.00088241i,0.00046107+0.00033651i,0.00028447+0.0003738i,-0.00031954+7.8169e-05i,0.00028226+2.3301e-05i,0.00067499+0.0002606i,-0.00010043-0.00060506i,-8.6277e-05-0.00093631i,0.00023705-0.00059405i,-0.00031515-0.00026526i,-0.00043047-0.00015812i,-0.00023352-0.00050263i,-0.00077173+9.0628e-05i
0.0016789+0.001556i,0.0016199+0.00092658i,0.0018015+0.0011436i,0.0016233+0.00050111i,0.0014255-0.0005791i,0.0011083-0.0014901i,0.00019087-0.00050891i,-0.00012025+0.00057423i,0.00039495+0.00036642i,-9.6546e-05-0.00023787i,-0.00013074-0.00020681i,0.00026391-0.00050163i,-1.0369e-06-0.0010169i,-0.00067602-0.00041021i,-0.00084368+8.3384e-05i,-0.00082491-0.00010348i,-0.00059484-0.0004227i,0.00032639-0.00071258i,0.0013092-0.0010142i,0.0013963-0.00074302i,0.00090708-8.3725e-05i,0.0011905-0.00032067i,0.0011757-0.00080039i
-0.0019-0.00014057i,-0.0014881-0.0017466i,-0.00038857-0.0030911i,0.00035822-0.0028454i,-0.00012763-0.0016658i,-0.00096843-0.0011451i,-0.00074622-0.00073562i,-0.00071654+0.00036853i,-0.00077562+0.00083777i,5.5453e-06-0.00016863i,0.0008905-0.00036216i,0.0012116+0.00062546i,0.00083946+0.0011695i,5.3165e-05+0.00051918i,-0.00034228-0.00031947i,-0.00028057-0.00043101i,0.00043975-3.8095e-05i,0.00094183+0.00036675i,0.00054702+0.0010575i,0.00030641+0.00074246i,1.1198e-05-0.00019951i,-0.00018785+0.00022895i,0.00014536+0.00097824i
-0.00021894-0.0010201i,-0.0011194+0.00049445i,-0.00082409+0.0012534i,-0.0001879+0.00041299i,-0.00045212+4.6637e-05i,-0.00036471+0.00054616i,0.00019006+0.00090662i,0.00030675+0.00059676i,0.00037007+0.00015223i,0.0005161+0.00018782i,0.000294+0.00045016i,0.00010894+0.00090766i,0.00085044+0.0004275i,0.0007097+0.00013302i,-0.00021992+0.00072323i,-0.0002256+0.00064319i,-1.2541e-05+0.00020389i,0.00035856+0.00025332i,0.00043341+9.0155e-05i,0.00025261-0.00026664i,0.00036342-0.00038658i,0.00044186-0.0004405i,0.00070966-0.00015047i
-0.0013466+0.0014152i,-0.001073+0.0012808i,0.00038545+0.0014103i,0.0014807+0.00020197i,0.0011077-0.001189i,0.00035757-0.00090822i,0.00050747-0.00036443i,8.9128e-05-0.00039877i,-0.00039247-0.00027876i,0.00023805-0.00047655i,0.00079733-0.00059375i,0.00096937-6.2019e-05i,0.00035235+0.00011568i,-0.00049198+0.00019895i,-0.00055615+0.00048313i,0.00016349+0.00060418i,0.00067431+0.00012109i,0.00018296-0.00041378i,-0.00054415-0.0004086i,-0.00062383+0.00033691i,-0.0010023+0.00095802i,-0.0012279+0.00083113i,-0.00032809+0.0006638i
-0.0031464-0.00044498i,-0.0021939-0.00070498i,-0.00092525+0.00089626i,0.00049039+0.001643i,0.00084409+0.00037973i,0.00078634-0.00072263i,0.00063728+4.0022e-05i,0.00019754+0.0010992i,0.0001144+0.0010583i,0.00035672+0.00065992i,3.7291e-05+0.00026468i,-0.00040898+0.00015444i,-0.00013711+6.4362e-05i,-0.00074204-0.00043829i,-0.0007668-7.6685e-06i,0.00018309+0.00060599i,-0.00012599+0.00017919i,-0.00054345-0.00047975i,-0.00019184-0.0011888i,9.8262e-05-0.0010664i,0.00063592-0.00073622i,0.0011432-0.00066874i,0.00107+1.3874e-05i
-0.0011653+0.0014953i,-0.00052527+0.0021138i,-0.00081865+0.0024229i,0.00065786+0.00096024i,0.0021542-0.00063512i,0.0018319-0.00096372i,0.0012144-0.00065625i,0.00029508-0.00044328i,0.00023734+0.00016503i,0.00060496+0.00059814i,0.0011107-0.0004919i,0.0017767-0.0010273i,0.00072126-0.00070191i,-0.00061842-0.0004931i,-0.00049328-0.00011079i,-0.00077973+2.1144e-05i,-0.00065194-0.00040739i,-0.00017966-0.00040667i,-0.00035906-8.9802e-05i,0.00052634+0.00028707i,0.0012022+0.00043146i,0.00040766+4.4104e-05i,-4.1428e-05-0.0003131i
-0.0021892-0.0014723i,-0.0012791-0.00074327i,-0.0012666+0.00024582i,-0.00066009+0.00056172i,0.00022319-0.00012003i,0.00042263-0.00057774i,-0.0002838-0.00045446i,-0.0005764+0.00035389i,-0.00076862+0.00033778i,-0.0010462+0.00029069i,-0.00076217+0.00059624i,0.00029224+0.00030582i,0.00010156+0.00022489i,-0.00037722+0.00056762i,0.00012262+0.00038694i,1.2483e-05-0.00027071i,-0.00073153-0.00043093i,-4.5713e-05-9.7442e-05i,0.00047296+0.0001882i,1.7831e-05+0.00020468i,-0.00055437-0.0004509i,-0.00093733-0.00076703i,-0.0012466-0.00024828i
-0.00074162+8.7298e-06i,-0.0012468-3.7765e-05i,-0.0010326+0.00029909i,0.0003629-0.00015173i,0.0019382-8.6067e-05i,0.0016174-2.6121e-05i,0.00045541-0.00046079i,0.00065651-0.00021952i,0.0011037+0.00032183i,0.00035737-6.4703e-05i,0.00029155-0.00033737i,0.00089279-0.00042828i,0.00061476-0.00050451i,0.00052107+0.00030312i,0.00074722+0.00043606i,0.00021518+6.0316e-05i,-0.00046296-0.00025718i,-0.00046851-0.00065128i,-0.0001636-0.0011412i,0.00019599-0.00084793i,0.00049615-7.8655e-05i,0.00050565+5.6914e-05i,0.00017632+0.00052265i
-0.0034407-0.00046625i,-0.0023164-0.0010758i,-0.00067259+0.00028079i,0.0016733+0.0011059i,0.0023048-0.00033951i,0.0016503-0.0015224i,0.0010811-0.00077443i,0.00065063+0.00056418i,0.00033739+0.00069195i,0.00017692+0.00041583i,0.00041225+0.00048712i,0.00041576+0.00054973i,-4.9329e-05+5.1925e-05i,0.00015836-0.00037984i,0.0004885-0.00025314i,-0.00017806-5.9833e-05i,-0.00063899-0.00010805i,-0.00045515-2.8395e-05i,-2.4145e-05+0.00041182i,9.8564e-05+0.00033579i,9.476e-05-0.00028006i,0.00042602-0.00027337i,9.9525e-05-5.8927e-06i
-0.0008758+0.0026483i,-0.00047253+0.0025015i,-0.00036635+0.0018668i,0.0004222+0.0012442i,0.0012755+0.00018845i,0.0017925-0.00036397i,0.0016428+0.00010822i,0.00097861+0.00032013i,0.00097272+0.00026407i,0.0010445+7.3494e-05i,0.0011969-0.00011857i,0.00076474-0.00042032i,-0.00077747-0.00057666i,-0.001111-0.00011779i,-3.8909e-05+0.0002577i,0.00042094+0.00037118i,0.0004588+0.00021274i,0.00017202+0.00052116i,-0.00011094+0.00072012i,-0.00065654+0.00072383i,-0.0010028+0.00041493i,-0.00046128+0.00012606i,-0.00026292+8.9633e-05i
0.00058698-0.00092568i,0.00089186-0.00048658i,-9.1487e-05-0.00093639i,-0.00086886-0.0011549i,-0.00065208-0.0014227i,-0.00037001-0.0017484i,-0.00040349-0.00037619i,-0.00052977+0.00062549i,8.0282e-07+2.7538e-05i,0.00042337-0.00038673i,3.1241e-05-3.7008e-05i,-0.00031322+0.00064717i,-0.00052845+0.00091159i,0.00014872-0.00010604i,0.00079068-0.00053729i,0.00021899+9.9084e-05i,-0.00069287+0.00014766i,-0.00094337-0.00016033i,0.00026698+0.00031554i,0.0011086+0.00036584i,0.0005253+0.00024702i,-0.00026233+9.6394e-05i,-7.4902e-05-0.0006408i
-0.00016132+0.00043526i,-0.00054113-0.00033526i,-0.00017268+0.00047711i,0.0009693+0.00071354i,0.0016032+0.00010431i,0.0012959-4.7337e-05i,0.00052128-0.0003004i,0.00056435-7.9274e-05i,0.00091752+0.00082168i,0.00046176+0.0011139i,0.00054225+0.0007087i,0.00037727+6.9597e-05i,0.0001228+7.6077e-06i,0.00043551+1.3018e-05i,0.00052798-0.00065259i,0.00027875-0.00089304i,0.00057866-0.00063782i,0.00084486-0.0010666i,0.00041707-0.001397i,5.6099e-05-0.00040356i,-0.00033485+0.00029725i,-0.0004104+0.00033436i,-0.00041119+0.00020594i
-0.0012242+0.00091653i,-0.00032569+0.0003007i,0.00059318-0.00066476i,0.00095276-0.00074935i,0.00043054-0.00049639i,0.00031036-0.0010873i,0.0006258-0.00058208i,6.0643e-05+0.00020547i,-0.00045211+8.754e-05i,3.8504e-05+3.0541e-05i,0.00014219-0.00034972i,0.00040641-0.00012701i,0.001304+0.00040542i,0.0017363+0.00043442i,0.0011816+0.0003034i,0.00028574-0.00021826i,0.00058578-0.00086895i,0.00072804-0.00021646i,-0.00019948+0.00027218i,-2.4577e-05+0.00030175i,0.00028984+0.00057375i,0.00037734-0.00014879i,0.0003888-0.001277i
1.8925e-05-0.001329i,-0.00021581-0.0017342i,-0.00088914+5.8239e-05i,-0.0011153+0.0016928i,-0.00027941+0.00099307i,0.00012693-0.00072938i,-0.00025517-0.0014456i,0.00010686-0.0003174i,0.0010109+0.0009786i,0.00075091+0.0010936i,0.0004707+0.0004936i,-2.8438e-06+0.00040286i,-0.00060785+0.00016952i,-0.00099049-0.00087482i,-0.0013426-0.00076237i,-0.0010965+0.00018737i,-0.00077774+0.00021038i,-0.00073154+0.00024213i,2.0478e-05+0.00041118i,0.00029124+0.00011749i,8.5718e-05-0.00061427i,0.0002257-0.0010421i,0.00036043-0.00095192i
