0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
0.083376-0.02249i,0.11575+0.047753i,0.11745+0.080283i,0.069048+0.064918i,0.014782+0.046625i,-0.012111+0.042476i,-0.020052+0.033733i,-0.02593+0.01889i,-0.025471+0.006418i,-0.016217-0.0022588i,-0.0038171-0.0025183i,0.0043864+0.0014359i,0.002924+0.0063829i,0.00076756+0.014957i,0.0075227+0.01953i,0.017502+0.016024i,0.01989+0.0090384i,0.0036901+0.0060395i,-0.023894+0.012099i,-0.035803+0.016512i,-0.026029+0.0073072i,-0.016149-0.0049732i,-0.011696-0.0067332i
-0.068003+0.046133i,-0.055831+0.024977i,-0.049425-0.031342i,-0.02867-0.036811i,0.0071896-0.015765i,0.026931-0.023264i,0.023267-0.026723i,0.025739-0.0083977i,0.029743+0.0070874i,0.025632+0.0090936i,0.014907+0.00085465i,0.004507-0.0056377i,0.0032174-0.006754i,0.0019861-0.0084189i,-0.0053708-0.009928i,-0.013262-0.0064078i,-0.015048-0.0011149i,-0.0046414+0.00062366i,0.011419-0.0015876i,0.015478-0.0031381i,0.0045406+0.0024745i,-0.00099177+0.011303i,0.0012478+0.010978i
-0.057851+0.030864i,-0.0058309+0.060936i,0.04721+0.10228i,0.071614+0.089989i,0.040962+0.053409i,0.00030207+0.050844i,-0.0061529+0.040284i,-0.011592+0.0070238i,-0.019955-0.014333i,-0.020585-0.021183i,-0.021083-0.01928i,-0.0183-0.01297i,-0.0086674-0.011213i,0.0042427-0.014181i,0.014522-0.016661i,0.017194-0.01483i,0.011823-0.011061i,0.00054835-0.010151i,-0.013701-0.013053i,-0.019852-0.0086189i,-0.010646+0.0022085i,-0.0011442+0.0043784i,-0.0013607+0.0011064i
0.072869-0.063801i,0.04634-0.15357i,0.000706-0.18959i,-0.039051-0.16842i,-0.039918-0.12172i,-0.0096411-0.083968i,0.0050125-0.05547i,-0.0032509-0.025489i,-0.01344+0.00018908i,-0.013212+0.016966i,-0.0045574+0.027934i,0.002318+0.031564i,5.0331e-05+0.029189i,-0.010599+0.023308i,-0.019464+0.014521i,-0.019163+0.004592i,-0.011531-0.00044056i,0.0038436+0.0094022i,0.027645+0.026395i,0.043605+0.025924i,0.036289+0.0081363i,0.019302-0.0020982i,0.010909+0.00031874i
0.030338+0.10209i,-0.063917+0.14632i,-0.12432+0.15228i,-0.12012+0.13211i,-0.088127+0.10989i,-0.058252+0.076432i,-0.041349+0.042437i,-0.023695+0.028762i,0.0042553+0.025292i,0.025938+0.016374i,0.030716+0.0018717i,0.024994-0.0072414i,0.017014-0.00862i,0.0106-0.0029654i,0.0062202+0.010498i,0.0046619+0.023003i,0.0028801+0.023035i,-0.0032219+0.0045095i,-0.017412-0.02301i,-0.027282-0.036433i,-0.018886-0.030882i,-0.0056193-0.02537i,-0.0031334-0.023252i
-0.01002-0.064141i,0.09648-0.020604i,0.19689-0.0021456i,0.1932-0.0025065i,0.13638-0.010287i,0.085529-0.012634i,0.052891-0.0081241i,0.033685-0.0029191i,0.016284-0.0062835i,-0.00033603-0.013331i,-0.0084169-0.014889i,-0.008986-0.01671i,-0.0050457-0.020782i,8.9143e-05-0.025561i,0.0017916-0.031943i,-0.0020618-0.033654i,-0.007566-0.025377i,-0.012798-0.0085231i,-0.017885+0.01149i,-0.02137+0.023434i,-0.024712+0.023257i,-0.025243+0.022631i,-0.015576+0.020345i
-0.079852-0.12507i,-0.13871-0.13503i,-0.18858-0.11009i,-0.15745-0.057682i,-0.099175-0.015789i,-0.066598+0.0021639i,-0.042426+0.0027805i,-0.024384-0.010307i,-0.014174-0.016021i,-0.0041175-0.011544i,5.448e-05-0.010847i,0.00014793-0.0079054i,0.0023871+0.0011098i,0.007411+0.011206i,0.011999+0.018834i,0.011269+0.017781i,0.0077828+0.010179i,0.01228+0.0016855i,0.02666-0.0074251i,0.034527-0.010522i,0.028504-0.0034368i,0.019451+0.0016048i,0.010023-0.00010497i
0.026863+0.17874i,0.061353+0.18583i,0.066571+0.16439i,0.058113+0.089874i,0.042552+0.013372i,0.03747-0.010255i,0.031452-0.011219i,0.011488-0.011033i,-0.0075472-0.010791i,-0.01648-0.0087729i,-0.022704+0.0042952i,-0.026949+0.017731i,-0.028647+0.017129i,-0.029229+0.0052304i,-0.025626-0.0036602i,-0.011873-0.0029003i,0.0024793+0.0016996i,0.00193+0.010705i,-0.0075173+0.022791i,-0.0078508+0.022531i,0.0011897+0.0082279i,0.0048692-0.002647i,0.0039921-0.0016518i
0.018156+0.025682i,0.044455-0.066544i,0.058352-0.14599i,0.0035957-0.13173i,-0.05106-0.047929i,-0.054069+0.00073843i,-0.045986+0.0018535i,-0.043609+0.017472i,-0.029638+0.045444i,-0.0079399+0.048889i,0.013369+0.033032i,0.027838+0.020043i,0.02843+0.016904i,0.017401+0.019341i,0.0035468+0.019203i,-0.0092608+0.013348i,-0.014329+0.005392i,-0.0056273-0.0076494i,0.004089-0.024501i,0.0031626-0.027198i,0.00073801-0.016297i,0.005183-0.011195i,0.0080414-0.014111i
0.037671-0.11342i,-0.06899-0.023443i,-0.11323+0.098119i,-0.061156+0.14158i,0.0041874+0.099576i,0.022179+0.047091i,0.023753+0.029679i,0.036244+0.019629i,0.045866-0.0027871i,0.038757-0.020089i,0.022636-0.027077i,0.012754-0.029897i,0.016684-0.031271i,0.029797-0.032405i,0.038305-0.031687i,0.033388-0.028514i,0.016944-0.022823i,-0.0047431-0.017501i,-0.023572-0.013358i,-0.030812-0.0083551i,-0.030385-0.0045802i,-0.030763+0.00045877i,-0.027278+0.0068878i
0.04794-0.014957i,0.098201-0.0048692i,0.11256-0.028504i,0.078265-0.040637i,0.033731-0.033627i,0.0062749-0.018284i,-0.0047266-0.017874i,-0.010625-0.031672i,-0.018387-0.034675i,-0.017655-0.021522i,-0.0093526-0.008633i,-0.0068242-0.0024728i,-0.016522+0.0011982i,-0.030496+0.0061213i,-0.03662+0.010962i,-0.031898+0.012724i,-0.019064+0.015035i,-0.00045299+0.02741i,0.023116+0.043089i,0.038225+0.041568i,0.034998+0.027143i,0.025938+0.016494i,0.017648+0.0094534i
-0.18217+0.03139i,-0.16299+0.0062041i,-0.13512-0.045673i,-0.089719-0.069944i,-0.03599-0.055554i,-0.00071569-0.031755i,0.0059259-0.012544i,-0.0076776+0.0027398i,-0.014406+0.014126i,-0.012593+0.010362i,-0.019483+0.00011156i,-0.027063-0.0029533i,-0.021202-0.0052252i,-0.011007-0.010309i,-0.006005-0.0066173i,-0.001617+0.01043i,0.0024076+0.022152i,0.0013221+0.012395i,-0.0064326-0.0086571i,-0.012088-0.018321i,-0.006622-0.015054i,0.0025679-0.011597i,0.0047615-0.0075779i
0.031569+0.10747i,0.085922+0.14388i,0.12576+0.17787i,0.095394+0.13087i,0.0073456+0.06585i,-0.034102+0.035593i,-0.027344+0.0097389i,-0.028213+0.0007664i,-0.026181+0.0098948i,-0.010845+0.013893i,0.0064317+0.01968i,0.017848+0.025743i,0.014386+0.023335i,0.0037037+0.018225i,0.0011474+0.0086218i,0.0058496-0.009953i,0.0083092-0.024728i,0.0071355-0.024524i,0.0025564-0.017493i,-0.0061622-0.010486i,-0.012459-0.0023584i,-0.0087327+0.0038591i,0.00093255+0.0023293i
0.19436-0.068308i,0.12598-0.19558i,0.010768-0.21644i,-0.043705-0.10307i,-0.00072175+0.0027599i,0.032037+0.017221i,0.017004+0.013326i,0.020849+0.024056i,0.037672+0.018964i,0.034779+0.0015971i,0.024509-0.012515i,0.020314-0.015643i,0.025031-0.0035302i,0.036072+0.01109i,0.039657+0.01392i,0.028346+0.0066987i,0.014085-0.001603i,0.0089254-0.0097608i,0.01101-0.013168i,0.012635-0.0090621i,0.0085416-0.0076698i,-0.0038605-0.0099355i,-0.017396-0.0068675i
-0.16574+0.027374i,-0.2676+0.12737i,-0.23386+0.15115i,-0.12406+0.084111i,-0.053709+0.008832i,-0.036534-0.0091459i,-0.017198-0.0033334i,-0.001366-0.017208i,-0.0062807-0.025371i,-0.011447-0.011719i,-0.01458+0.0021779i,-0.017176+0.0047904i,-0.017584-0.0078911i,-0.024123-0.025882i,-0.031606-0.030383i,-0.031239-0.020652i,-0.028813-0.004567i,-0.030185+0.013748i,-0.027545+0.029252i,-0.013168+0.030948i,0.0033611+0.020208i,0.0091022+0.012351i,0.0088212+0.0091729i
0.074302-0.065859i,0.2432+0.018163i,0.32388+0.038752i,0.239+0.0062471i,0.10334-0.0053459i,0.047761+0.0030994i,0.03321-0.0076787i,-0.0027669-0.013227i,-0.02463-0.0027204i,-0.015082-0.0046645i,-0.00046441-0.015824i,0.0047629-0.021285i,0.0036642-0.018222i,0.0030238-0.010612i,-0.0030451-0.0028698i,-0.015666+0.0090049i,-0.018278+0.021172i,-0.0070545+0.020117i,0.0020161+0.0045411i,-0.00090947-0.0093301i,-0.0067601-0.011795i,-0.0026548-0.0079076i,0.0036253-0.0046225i
-0.10109-0.061123i,-0.1508-0.18188i,-0.19909-0.19938i,-0.15311-0.11552i,-0.069258-0.049564i,-0.040714-0.031722i,-0.041807-0.014811i,-0.026636+0.006935i,-0.008887+0.018357i,-0.002278+0.019358i,-0.0056623+0.018472i,-0.008446+0.02043i,-0.0073862+0.016799i,-0.0068376+0.011433i,0.0060969+0.012922i,0.032352+0.010732i,0.047129-0.001247i,0.041357-0.011708i,0.025517-0.016285i,0.0090999-0.015339i,-0.0033129-0.0076525i,-0.0071497-0.0011621i,-0.0028598-0.00058887i
0.037422+0.3289i,0.034501+0.35175i,-0.00055531+0.2783i,-0.051151+0.16074i,-0.068466+0.085215i,-0.031278+0.052678i,0.0066307+0.028554i,0.018396+0.017297i,0.030334+0.010361i,0.033866-0.00066396i,0.027656-0.0045187i,0.018896-0.0014352i,0.0045479+0.0082413i,-0.0027313+0.020872i,-0.0026868+0.019668i,-0.0059706+0.00406i,-0.0099531-0.0063629i,-0.0071301-0.00098626i,0.0024333+0.014942i,0.011758+0.02656i,0.017505+0.020778i,0.014102+0.0047924i,0.00089372-0.0045653i
0.092037-0.30392i,0.069905-0.37264i,0.10472-0.29592i,0.12877-0.1554i,0.1049-0.052667i,0.045057-0.014588i,-0.0066658-0.0095613i,-0.025057-0.019996i,-0.03749-0.03028i,-0.04587-0.026197i,-0.040763-0.018198i,-0.028198-0.011042i,-0.0091185-0.0073684i,0.0056746-0.015922i,0.0027845-0.025786i,-0.0089133-0.020739i,-0.016248-0.011435i,-0.019302-0.013695i,-0.018161-0.021093i,-0.0097852-0.021153i,-0.0010576-0.01556i,0.0015451-0.0086691i,0.0019226-0.00044635i
-0.075197+0.071972i,-0.17786+0.25035i,-0.19697+0.28725i,-0.13232+0.16057i,-0.077184+0.028526i,-0.032733-0.0063211i,0.0107+0.0060263i,0.01675+0.015426i,0.0098491+0.025057i,0.020702+0.029011i,0.031458+0.024438i,0.036214+0.015249i,0.037271+0.0013985i,0.027562-0.007189i,0.013672-0.0070681i,0.0016612-0.0081882i,-0.011216-0.0060401i,-0.019855+0.0017769i,-0.023832+0.0017431i,-0.030048-0.0072339i,-0.032118-0.0099304i,-0.023873-0.0020256i,-0.01236+0.0042384i
0.12318+0.0033854i,0.32866-0.064731i,0.32142-0.11397i,0.14582-0.039361i,0.034419+0.061293i,0.004682+0.063608i,-0.015931+0.01337i,-0.022653-0.0033798i,-0.0096651+0.0030742i,-0.0022334-0.0023712i,-0.0053525-0.015283i,-0.012595-0.02043i,-0.019552-0.015596i,-0.020748-0.0052889i,-0.015916+0.011467i,-0.0025456+0.031528i,0.020197+0.040663i,0.039097+0.038098i,0.04604+0.032236i,0.04202+0.027794i,0.028589+0.021544i,0.015926+0.011368i,0.009807+0.0035967i
-0.35282+0.024944i,-0.47695-0.080874i,-0.39616-0.14537i,-0.17864-0.16548i,-0.030832-0.1572i,0.012711-0.10442i,0.014717-0.032576i,0.014249+0.0083589i,0.014816+0.014354i,0.0060249+0.0098134i,-0.012091+0.0098822i,-0.023082+0.011035i,-0.025635+0.0078692i,-0.026383+0.0069343i,-0.018985+0.0033579i,-0.0060486-0.0093576i,-0.0023912-0.023205i,-0.0081836-0.027626i,-0.01421-0.016707i,-0.010745-0.00031671i,0.0011249+0.0076789i,0.0077396+0.0043523i,0.0044274-0.0042912i
0.38864+0.10861i,0.4283+0.24249i,0.3191+0.33494i,0.14025+0.2752i,-0.0072219+0.16061i,-0.05995+0.079605i,-0.038533+0.010033i,-0.02029-0.044533i,-0.017714-0.060044i,-0.0058406-0.045404i,0.014168-0.025429i,0.023223-0.0097857i,0.02005+0.0025638i,0.019185+0.0036564i,0.018173-0.0067299i,0.0057712-0.016222i,-0.0098853-0.016518i,-0.014413-0.010465i,-0.0073206-0.0089805i,0.0014614-0.014884i,0.0083806-0.017732i,0.012216-0.013973i,0.0097575-0.0073191i
-0.0494-0.23167i,-0.10834-0.34945i,-0.089525-0.35905i,-0.023481-0.23321i,0.052327-0.10014i,0.070957-0.037107i,0.025588+0.0058424i,-0.016119+0.047115i,-0.023859+0.061941i,-0.014186+0.050011i,-0.0053678+0.030975i,0.0057151+0.021539i,0.023906+0.020069i,0.034336+0.015714i,0.028085+0.010519i,0.017328+0.0098818i,0.009736+0.0099644i,0.0044843+0.0033603i,-0.0024185-0.012014i,-0.014769-0.02496i,-0.026791-0.02658i,-0.032931-0.019463i,-0.030972-0.0080457i
-0.20177+0.25857i,-0.2127+0.36725i,-0.1797+0.29356i,-0.16636+0.14032i,-0.17745+0.061147i,-0.13813+0.046174i,-0.057456+0.025661i,0.00018334+0.0045095i,0.02013-0.0014462i,0.019375-0.0060805i,0.0095177-0.014786i,0.00065542-0.023556i,-0.0073872-0.035904i,-0.018774-0.040387i,-0.029125-0.026907i,-0.030879-0.0060607i,-0.020776+0.015368i,-0.0082646+0.03461i,-0.0004518+0.052492i,0.0061594+0.064398i,0.0090303+0.060745i,0.0071582+0.047464i,0.0087601+0.032801i
0.10159-0.23843i,0.22597-0.23569i,0.26753-0.10911i,0.24861+0.013584i,0.22668+0.04403i,0.17594+0.026057i,0.095255+0.00060761i,0.024259-0.014731i,-0.0081076-0.016826i,-0.016564-0.017781i,-0.022515-0.018226i,-0.027461-0.014484i,-0.030713-0.0084957i,-0.032721-0.0020509i,-0.026424+0.0056324i,-0.010175+0.01065i,0.0068708+9.7414e-05i,0.018234-0.021022i,0.021378-0.035323i,0.019933-0.038205i,0.018029-0.030425i,0.017854-0.021141i,0.014342-0.019006i
0.0003163+0.15402i,-0.099657+0.10226i,-0.17138+0.0073122i,-0.16088-0.063194i,-0.13603-0.093687i,-0.11156-0.09384i,-0.066457-0.06738i,-0.021712-0.039693i,0.0010904-0.015568i,0.012791+0.01198i,0.024226+0.033809i,0.028717+0.041044i,0.025887+0.039041i,0.028397+0.033426i,0.041015+0.019304i,0.046065-0.0068452i,0.026863-0.025769i,-0.0062268-0.026525i,-0.027801-0.021086i,-0.028627-0.015801i,-0.014434-0.0094573i,0.00032978-0.0033153i,0.0054913+0.00077189i
0.063362+0.070025i,0.065429+0.039301i,0.045736+0.033532i,0.018119+0.049089i,0.016007+0.079821i,0.029764+0.080425i,0.0090042+0.045956i,-0.028143+0.028419i,-0.032802+0.024219i,-0.013196+0.0095557i,0.00034699-0.0069947i,0.0041774-0.0069153i,0.0081635+0.0073885i,0.0099816+0.013867i,-0.0027532+0.0066094i,-0.026409+0.0033475i,-0.036822+0.015972i,-0.021777+0.034248i,0.0015223+0.039597i,0.011995+0.027345i,0.0068215+0.0048902i,-0.0051714-0.016798i,-0.014688-0.022245i
-0.15793-0.10494i,-0.12126-0.060451i,-0.0036732-0.030392i,0.028451-0.045687i,-0.025728-0.071305i,-0.071967-0.052871i,-0.059159-0.006781i,-0.016126+0.019376i,0.0049219+0.014107i,-0.00082656-0.0050732i,-0.0070309-0.020024i,-0.0049132-0.030209i,0.00065602-0.044138i,0.001714-0.05168i,-0.0052644-0.039105i,-0.006689-0.011592i,0.0044743+0.0094922i,0.01222+0.011674i,0.0077157+0.0089551i,-0.00036817+0.015488i,-0.0075709+0.025842i,-0.013863+0.032361i,-0.012173+0.031184i
0.1898-0.10524i,0.083055-0.037407i,-0.074953+0.022036i,-0.091307+0.070884i,-0.011198+0.098916i,0.051592+0.098507i,0.074116+0.067543i,0.058976+0.014813i,0.031185-0.013978i,0.018039-0.015413i,0.0073511-0.013421i,-0.0045089-0.014683i,-0.016801-0.018754i,-0.031431-0.019836i,-0.033226-0.013134i,-0.021498-0.0094199i,-0.0065113-0.015749i,0.0067389-0.020803i,0.01528-0.022554i,0.019413-0.02703i,0.02237-0.028346i,0.026398-0.019971i,0.026697-0.011365i
-0.14747+0.11183i,-0.00054733+0.10395i,0.11471+0.061265i,0.091736-0.012608i,0.01076-0.057645i,-0.014426-0.080842i,-0.017787-0.1012i,-0.036614-0.073286i,-0.041034-0.017929i,-0.029833+0.01912i,-0.018548+0.042997i,-0.0084377+0.062138i,0.0024+0.075423i,0.018748+0.08217i,0.036893+0.078188i,0.049455+0.060708i,0.041585+0.031189i,0.014969-0.0003195i,-0.0088265-0.01998i,-0.021264-0.02305i,-0.025568-0.01407i,-0.021408-0.004364i,-0.013176+0.0014889i
-0.089501+0.183i,-0.091315-0.0036449i,-0.086247-0.11372i,-0.062256-0.027312i,-0.00053563+0.083451i,0.021559+0.097103i,-0.010703+0.071659i,-0.026985+0.052624i,-0.012602+0.030845i,0.0046598+0.0058797i,0.013885-0.014236i,0.015469-0.022109i,0.016206-0.020104i,0.017162-0.026484i,0.0089537-0.05268i,-0.015193-0.07529i,-0.041534-0.059658i,-0.047758-0.013796i,-0.037082+0.026788i,-0.022736+0.044784i,-0.0065277+0.03783i,0.0045959+0.011418i,0.0023373-0.013921i
0.24464-0.18061i,0.034616+0.030494i,-0.069495+0.2185i,-0.018666+0.13703i,-0.0043196-0.048384i,-0.040175-0.10005i,-0.032675-0.051921i,-0.0053341-0.015547i,0.0083666-0.0046517i,0.011585-0.0081897i,0.0093348-0.015122i,0.010304-0.024827i,0.0097571-0.042369i,-0.0050192-0.048027i,-0.029876-0.021698i,-0.042999+0.025128i,-0.026742+0.055713i,0.0084204+0.050922i,0.035296+0.029562i,0.040893+0.011361i,0.02837-0.00065368i,0.0066311-0.0012783i,-0.0079845+0.009064i
0.072127-0.14558i,0.23103-0.16668i,0.26684-0.23508i,0.11289-0.19534i,-0.018677-0.045084i,-0.018336+0.052383i,0.0058115+0.052344i,0.011497+0.028891i,0.016661+0.010894i,0.020531+0.0018088i,0.020139-0.0010489i,0.0091528-0.0051941i,-0.0064441-0.003995i,-0.0054463+0.0015025i,0.015258+0.00088888i,0.043087-0.0093368i,0.057864-0.025394i,0.042845-0.038855i,0.015232-0.044464i,0.0021077-0.042103i,0.002579-0.030879i,0.0099859-0.013372i,0.017193-0.0029104i
-0.41271+0.13306i,-0.37759+0.093788i,-0.29215+0.067239i,-0.14887+0.071071i,-0.027203+0.038823i,0.010295-0.010395i,0.021776-0.032816i,0.0095521-0.04478i,-0.029541-0.037167i,-0.053021-0.016645i,-0.058826+0.0036813i,-0.055968+0.034645i,-0.041742+0.065444i,-0.032129+0.078834i,-0.028572+0.072794i,-0.02618+0.050992i,-0.029419+0.024603i,-0.029061+0.0099633i,-0.022452+0.0080365i,-0.021256+0.0083758i,-0.024831+0.0073806i,-0.025673+0.0041742i,-0.024813+0.0023622i
0.03213+0.28418i,0.038709+0.2551i,0.03867+0.21222i,-0.0053604+0.14917i,-0.041529+0.11963i,-0.026449+0.096402i,-0.028629+0.046451i,-0.048706+0.030371i,-0.028631+0.04179i,0.010549+0.031921i,0.035866+0.01009i,0.050287-0.012635i,0.054363-0.035955i,0.057571-0.050859i,0.060042-0.057973i,0.046614-0.058927i,0.020167-0.043075i,0.0013993-0.017861i,-0.0048016-0.00084544i,-0.0068962+0.010285i,0.00073453+0.014542i,0.015384+0.0078874i,0.022082-0.0036003i
0.57769-0.22538i,0.39168-0.28585i,0.17187-0.23735i,0.10487-0.14487i,0.10602-0.12217i,0.05857-0.12682i,0.0069901-0.086362i,0.0026656-0.033877i,0.018509-0.010843i,0.024009-0.010019i,0.019472-0.01386i,0.01326-0.019732i,0.0066167-0.033026i,-0.014808-0.050635i,-0.052836-0.05136i,-0.080626-0.022519i,-0.072347+0.014858i,-0.037745+0.033845i,-0.006058+0.035196i,0.015992+0.026616i,0.022395+0.0098361i,0.0091645-0.0017656i,-0.0052906-0.00053415i
-0.36205-0.29544i,-0.30517-0.074041i,-0.11478+0.038937i,-0.0097035-0.016937i,-0.034063-0.043063i,-0.049367+0.019591i,-0.014715+0.05062i,0.0075843+0.02306i,0.0090511+0.0012788i,0.0073878+0.0012524i,0.00055917+0.0075807i,-0.0070613+0.015531i,-0.011344+0.029714i,-0.0051806+0.055504i,0.02124+0.078145i,0.05818+0.077793i,0.077091+0.049373i,0.063708+0.0099331i,0.036433-0.020121i,0.012419-0.035586i,-0.0049864-0.029231i,-0.0079755-0.0086237i,-0.0013746+0.0065036i
-0.3862+0.46908i,-0.15574+0.42712i,-0.053227+0.28224i,-0.12133+0.22033i,-0.13546+0.20799i,-0.062167+0.1316i,-0.016724+0.053559i,-0.013053+0.022003i,-0.029509-0.00064974i,-0.045748-0.017115i,-0.048835-0.017921i,-0.054006-0.0061085i,-0.059681+0.0091164i,-0.050095+0.012374i,-0.030688-0.0045377i,-0.018011-0.033595i,-0.019288-0.051638i,-0.025522-0.045982i,-0.028665-0.024939i,-0.028452-0.0029407i,-0.02249+0.00649i,-0.014945+0.001393i,-0.010713-0.0078726i
0.45735-0.06805i,0.29234-0.34737i,0.076069-0.37911i,0.058244-0.22973i,0.11025-0.11762i,0.084901-0.056084i,0.035866-0.021902i,0.0020001-0.0043663i,-0.00055678+0.027661i,0.030406+0.04128i,0.056819+0.025553i,0.072246+0.009419i,0.086805-0.0061807i,0.08413-0.022118i,0.055517-0.026258i,0.015586-0.015799i,-0.011781+0.0049085i,-0.013256+0.027788i,0.003052+0.038026i,0.021324+0.032153i,0.031886+0.020768i,0.034297+0.010775i,0.027075+0.003359i
0.10689-0.096162i,-0.017997+0.14147i,0.0032801+0.24062i,0.044696+0.076535i,0.012006-0.090341i,-0.0019331-0.13177i,0.010177-0.13147i,0.0019893-0.10462i,0.0063075-0.065546i,0.01337-0.044647i,0.0056456-0.028939i,0.0021387-0.021588i,0.0019056-0.033233i,-0.0065718-0.049021i,-0.017409-0.052701i,-0.022695-0.03847i,-0.01788-0.015841i,-0.0081779-0.0054845i,-0.003714-0.0091691i,-0.0064542-0.010972i,-0.010425-0.011374i,-0.014891-0.014665i,-0.017676-0.011801i
-0.19115-0.10205i,-0.053574-0.062184i,0.038443-0.024742i,0.00017804+0.091641i,-0.033878+0.18287i,-0.049265+0.155i,-0.081257+0.11483i,-0.065792+0.088431i,-0.034848+0.04036i,-0.029923+0.0129i,-0.030394+0.013825i,-0.039349+0.021466i,-0.058129+0.044097i,-0.063794+0.077303i,-0.045183+0.10009i,-0.011214+0.095031i,0.017168+0.062018i,0.022358+0.021902i,0.011664-0.0047846i,8.982e-05-0.01713i,-0.012434-0.014932i,-0.020862+0.0016586i,-0.016003+0.015522i
-0.37826+0.082552i,-0.40863+0.049076i,-0.37364-0.0046765i,-0.25511-0.063931i,-0.16382-0.087553i,-0.1109-0.025371i,-0.032684+0.030609i,-0.0017714+0.022382i,-0.026266+0.0088901i,-0.033829-0.002697i,-0.025444-0.020588i,-0.015003-0.028828i,0.0038032-0.036516i,0.021104-0.047038i,0.026298-0.050216i,0.022376-0.045772i,0.013473-0.038648i,0.0052762-0.024644i,0.0039165-0.0055686i,0.005867+0.0096882i,0.010325+0.015738i,0.01933+0.0093784i,0.023952-0.0023737i
0.60742+0.2805i,0.73864+0.16991i,0.60588+0.026754i,0.32564-0.025388i,0.13148+0.031156i,0.093274+0.062184i,0.075878+0.015172i,0.023056+0.0062027i,0.0095336+0.054243i,0.034697+0.074794i,0.048327+0.062369i,0.050185+0.046911i,0.044557+0.032573i,0.032373+0.012763i,0.01699-0.015869i,-0.011743-0.03705i,-0.040977-0.027862i,-0.048332+0.00057673i,-0.036103+0.021032i,-0.013201+0.028363i,0.0099652+0.024362i,0.01753+0.011091i,0.0092594-0.001241i
-0.11275-0.39591i,-0.35859-0.36597i,-0.36467-0.11951i,-0.13352+0.072831i,0.06223+0.052744i,0.097066-0.046056i,0.06427-0.073232i,0.064652-0.057425i,0.07904-0.056269i,0.067674-0.059857i,0.03988-0.052219i,0.019178-0.03113i,0.019583-0.0085279i,0.026633+0.0028459i,0.023437+0.013971i,0.020905+0.032523i,0.026598+0.04068i,0.030642+0.026925i,0.025669+0.0020578i,0.0092157-0.02112i,-0.010485-0.032915i,-0.021877-0.029807i,-0.025229-0.016611i
-0.48584+0.18096i,-0.43297+0.34613i,-0.26373+0.27467i,-0.18804+0.096333i,-0.15771+0.025925i,-0.10546+0.027831i,-0.082187+0.016279i,-0.080272-0.00082245i,-0.068354-0.024613i,-0.072135-0.035838i,-0.074365-0.017226i,-0.06262-0.010972i,-0.069881-0.025903i,-0.089957-0.021647i,-0.084978+0.0037134i,-0.045232+0.016965i,-0.00055798+0.0059458i,0.022881-0.014239i,0.022377-0.027612i,0.012697-0.027649i,0.0022782-0.015868i,-0.006823+0.00021753i,-0.0044023+0.013477i
0.62655+0.070395i,0.77374-0.07406i,0.60387-0.17243i,0.35366-0.16653i,0.15754-0.16497i,0.0019065-0.14302i,-0.050619-0.072221i,-0.03808-0.035188i,-0.044782-0.023738i,-0.027125-0.00068877i,0.014503+0.0063191i,0.031765+0.0095563i,0.039811+0.026943i,0.053212+0.028126i,0.047266+0.0042524i,0.013646-0.017035i,-0.022581-0.01929i,-0.041048-0.0012575i,-0.035848+0.028285i,-0.015508+0.043811i,0.005995+0.03813i,0.023709+0.024308i,0.030829+0.0061241i
-0.2664-0.20819i,-0.35033-0.21011i,-0.24872-0.15612i,-0.12689-0.14026i,-0.12799-0.073781i,-0.099575+0.05378i,-0.02269+0.092321i,-0.016738+0.064076i,-0.029066+0.073252i,-0.0031186+0.072636i,0.011934+0.039406i,0.019809+0.015293i,0.036641-0.0067297i,0.049294-0.029038i,0.054595-0.039176i,0.046001-0.042536i,0.019449-0.033656i,-0.0034933-0.016248i,-0.010976-0.009054i,-0.014449-0.0061752i,-0.014803-0.0027335i,-0.012873-0.0088375i,-0.017877-0.016163i
-0.31222+0.32199i,-0.3708+0.42315i,-0.42711+0.40257i,-0.46534+0.36652i,-0.3278+0.33764i,-0.10099+0.19613i,-0.0047377+0.031418i,-0.0018388-0.00057081i,0.027771+0.016535i,0.047766+0.001446i,0.02935-0.0124i,-0.0080651-0.016571i,-0.05152-0.0090804i,-0.081091+0.010951i,-0.086165+0.032659i,-0.066673+0.05403i,-0.026655+0.059874i,0.0088179+0.040477i,0.017615+0.012055i,0.015492-0.012143i,0.0081475-0.025357i,-0.006869-0.019367i,-0.012743-0.0013251i
