-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
-0.077329-0.17113i,-0.090868-0.19584i,-0.053357-0.14603i,-0.012312-0.090956i,-0.0096785-0.064785i,-0.022669-0.045796i,-0.025053-0.028234i,-0.027822-0.017002i,-0.027099-0.004065i,-0.01476+0.0042346i,-0.0056443+0.0056624i,-0.0035532+0.0064502i,-0.0034057+0.0028698i,-0.0041231-0.0019295i,-0.0031373-0.001875i,-0.0009704-0.0032362i,0.00057418-0.007076i,0.0010621-0.0056533i,0.0022008-0.00068207i,0.0040071+0.002605i,0.0042444+0.005987i,0.0046127+0.0072254i,0.0055637+0.0027749i
0.15627-0.10787i,0.17762-0.17472i,0.13111-0.16843i,0.08675-0.10163i,0.062841-0.042642i,0.028035-0.0091266i,-0.0032233+0.014309i,-0.003861+0.017849i,0.0051476+0.0023727i,0.0042608-0.0071569i,0.00065241-0.0061327i,0.0012378-0.0041589i,0.001806-0.0034014i,-0.0025711-0.0025703i,-0.0082618-0.0013934i,-0.010326+0.0019386i,-0.0080438+0.0053623i,-0.004803+0.0055901i,-0.0039113+0.0044006i,-0.0051129+0.0042436i,-0.0073111+0.0051065i,-0.0071532+0.0072217i,-0.0014503+0.0084373i
0.11529+0.16225i,0.16992+0.21993i,0.12875+0.20863i,0.042359+0.16795i,0.015018+0.11351i,0.032561+0.035761i,0.038538-0.019682i,0.032768-0.02255i,0.029316-0.010464i,0.02162-0.0081373i,0.011095-0.0079164i,0.005241-0.0055428i,0.0057652-0.0028203i,0.010393-0.0038229i,0.012337-0.0073383i,0.0096282-0.0074365i,0.0076266-0.003813i,0.0056676-0.00164i,0.00046819-0.0016286i,-0.0028611-0.0025827i,-0.003334-0.0050059i,-0.0051435-0.0058339i,-0.0060013-0.0027292i
-0.11946+0.11882i,-0.13712+0.1528i,-0.091642+0.089241i,-0.068351-0.0045867i,-0.089639-0.018442i,-0.084188+0.011751i,-0.0597+0.016632i,-0.049519+0.014505i,-0.039133+0.024719i,-0.022117+0.026301i,-0.0079109+0.016453i,-0.0010162+0.0099659i,-0.0019653+0.0080033i,-0.0025165+0.0062805i,0.00043209+0.0026613i,0.00050351-0.0028217i,-0.002486-0.0055239i,-0.0032346-0.0049871i,-0.00059337-0.0053107i,0.0019235-0.0054694i,0.0041877-0.0035802i,0.0051459-0.0035936i,0.0014078-0.0049452i
-0.16456-0.086507i,-0.23969-0.10568i,-0.21877-0.073453i,-0.12061-0.055087i,-0.04145-0.059852i,-0.0044428-0.026097i,0.018601+0.011149i,0.017321+0.0025741i,-0.0059026-0.014732i,-0.01715-0.010903i,-0.01228-0.0045174i,-0.0074043-0.0059587i,-0.0059479-0.0057589i,-0.0055043+0.0009662i,-0.0030514+0.0099734i,0.0015873+0.013447i,0.0036921+0.010288i,0.001799+0.0064036i,0.00093468+0.0047188i,0.0023993+0.0043479i,0.0029523+0.0049322i,0.0040968+0.0039957i,0.0061803+0.00079622i
0.096851-0.16337i,0.14167-0.19647i,0.15862-0.13709i,0.16245-0.051824i,0.13589-0.030323i,0.059503-0.050683i,-0.00030865-0.047911i,-0.0032553-0.033983i,0.010444-0.03029i,0.0089309-0.026552i,9.216e-05-0.015777i,-0.0021362-0.0050198i,0.0010492-0.0028724i,-0.00048062-0.0062481i,-0.0048548-0.0064292i,-0.0049634-0.0044318i,-0.00072337-0.0039904i,0.0025426-0.003665i,0.002088-0.00059016i,0.00053188+0.0012738i,-0.0026635+2.0966e-05i,-0.0064079+0.0012003i,-0.0052809+0.0043549i
0.1635+0.045248i,0.1747+0.018992i,0.079951-0.011201i,-0.026135+0.022045i,-0.034961+0.081639i,0.0072803+0.088173i,0.015556+0.072133i,0.020919+0.07144i,0.037753+0.056207i,0.037031+0.027273i,0.025201+0.0105i,0.018227+0.0049833i,0.014743+0.0049412i,0.011347+0.0043637i,0.0056226+6.6263e-05i,-0.0031468-0.001777i,-0.0083808-0.00015332i,-0.007153+0.00084931i,-0.0056677-0.00056138i,-0.0056072-0.001771i,-0.0034345-0.0022046i,-0.0017831-0.0017581i,-0.0028041+0.0017762i
-0.033459+0.21014i,-0.0050472+0.27328i,0.018603+0.22434i,-0.0079092+0.11719i,-0.034621+0.038168i,-0.0068678-0.0073041i,0.02382-0.043842i,0.0037013-0.045204i,-0.022648-0.014906i,-0.021437+0.0036467i,-0.014198+0.0032498i,-0.013768+0.0016073i,-0.013403+0.0024122i,-0.0075672+0.0016704i,0.0017899+5.0748e-05i,0.0085558-0.00079293i,0.010674+0.0009227i,0.0076171+0.0020831i,0.0026962+0.00043904i,0.00078886+0.0010979i,0.0023843+0.0027852i,0.0029993+0.00021018i,0.0001439-0.0044333i
-0.17252-0.051055i,-0.19563-0.048523i,-0.11365-0.07169i,-0.037093-0.12403i,-0.045188-0.11497i,-0.075833-0.04215i,-0.070317-9.1124e-05i,-0.049893-0.010619i,-0.036279-0.020667i,-0.025493-0.012968i,-0.014184-0.0040439i,-0.0057678-0.001605i,-0.0070727-0.0032694i,-0.012144-0.0031829i,-0.011855-6.4066e-05i,-0.007928+3.2065e-06i,-0.005839-0.0043909i,-0.0040309-0.0067758i,-0.0001343-0.0055764i,0.0007538-0.0032889i,-0.0018437+0.00036392i,-0.0014665+0.0029941i,0.0010944+0.0032306i
-0.015555-0.15695i,-0.083689-0.1684i,-0.11959-0.053399i,-0.052902+0.071482i,0.032209+0.076769i,0.059475+0.030988i,0.061326+0.018579i,0.064901+0.0087524i,0.053954-0.011159i,0.03413-0.017906i,0.020703-0.017378i,0.012104-0.017086i,0.010536-0.014579i,0.011729-0.010827i,0.0065084-0.0055553i,-0.0013318+0.0024681i,-0.0043579+0.0080488i,-0.0031662+0.0089511i,-0.000829+0.0071914i,4.3643e-05+0.0030037i,-0.00079504-0.0020104i,-0.0006531-0.0032255i,0.0024627-0.00057448i
0.19108-0.012714i,0.24955-0.046647i,0.19801-0.081001i,0.091074-0.068223i,0.019586-0.037963i,-0.027768-0.034106i,-0.059791-0.026905i,-0.056508+0.0079944i,-0.029351+0.035156i,-0.010928+0.031752i,-0.0077426+0.022756i,-0.0050434+0.022335i,0.0022136+0.020748i,0.0061044+0.013741i,0.007332+0.0036999i,0.0079818-0.0062493i,0.0077751-0.010165i,0.0079216-0.0065415i,0.0068408-0.0012587i,0.0062249+0.00038867i,0.0060547-0.0008975i,0.0014522-0.00141i,-0.0038045-0.0002944i
0.026343+0.1344i,0.025733+0.11227i,-0.011127+0.020365i,-0.08173-0.034696i,-0.091507+0.0017709i,-0.028562+0.050133i,0.0076253+0.060525i,0.00048698+0.046318i,-0.011287+0.019432i,-0.016214+0.0028011i,-0.012314+0.0019252i,-0.0066711+0.00051683i,-0.0088349+0.0019803i,-0.009231+0.0064817i,-0.0047658+0.0067807i,-0.0026399+0.0032592i,-0.0044521-0.0011316i,-0.0084895-0.0035952i,-0.010884-0.0021407i,-0.009227+0.0028255i,-0.0038151+0.0077618i,0.0017877+0.007148i,0.0035736+0.0033624i
-0.15163+0.10018i,-0.11608+0.16256i,0.016997+0.17706i,0.14055+0.095871i,0.14215-0.015147i,0.082052-0.069012i,0.050313-0.085005i,0.032153-0.090587i,0.010286-0.072581i,-0.0011015-0.045658i,-0.0065906-0.03126i,-0.010804-0.024314i,-0.012225-0.02155i,-0.013392-0.018592i,-0.011972-0.0089842i,-0.0045549+0.0041287i,0.006139+0.011115i,0.0095599+0.0078542i,0.0040953+0.0012833i,-0.0024831-0.0020933i,-0.0062764-0.0017502i,-0.0058105-0.0013781i,-0.0026062-0.0036708i
-0.059146-0.17242i,-0.078442-0.15611i,-0.093163-0.087556i,-0.09598-0.019814i,-0.074516+0.032663i,-0.052888+0.063001i,-0.037757+0.067719i,-0.0060213+0.06144i,0.03177+0.044652i,0.044135+0.02258i,0.037288+0.011817i,0.030396+0.0074594i,0.024444+0.0017765i,0.015583-0.0021743i,0.0049353-0.003718i,-0.0042655-0.0050178i,-0.0074162-0.0075652i,-0.0028673-0.00946i,0.0032509-0.0095127i,0.0042247-0.0098731i,0.0014371-0.0088828i,-0.00071297-0.0030734i,-0.0015077+0.0037044i
0.12069-0.075505i,0.028144-0.095102i,-0.076323-0.035675i,-0.084984+0.063871i,-0.028625+0.084029i,0.027206+0.032148i,0.04948-0.0039158i,0.028809-0.008563i,-0.0025928+0.0051745i,-0.0079545+0.016738i,-0.0015636+0.012557i,6.0923e-05+0.0083298i,0.0037841+0.012117i,0.0099599+0.01296i,0.012283+0.0068765i,0.0057008+0.0013584i,-0.0038163+0.0036781i,-0.0055078+0.010831i,0.00074604+0.013697i,0.0079309+0.011018i,0.01116+0.0056654i,0.0084449-0.00077353i,0.0049364-0.0041894i
0.091697+0.17026i,0.1631+0.10515i,0.15941-0.050748i,0.066635-0.17653i,-0.032191-0.17722i,-0.088924-0.09946i,-0.1023-0.043038i,-0.089075-0.020462i,-0.066235-0.0080515i,-0.046972-0.00064818i,-0.036545+0.0058038i,-0.028133+0.009626i,-0.020781+0.0072273i,-0.014768+0.0050088i,-0.0048513+0.0024441i,0.007625-0.0036268i,0.013952-0.0085184i,0.010266-0.0078756i,0.0021147-0.0013572i,-0.0037295+0.0053656i,-0.0056435+0.0085522i,-0.0047618+0.0071741i,-0.0035667+0.0030932i
-0.13322+0.024937i,-0.081976+0.034634i,-0.012533+0.044867i,0.017461+0.067347i,0.041275+0.080468i,0.067214+0.063465i,0.073952+0.047834i,0.073622+0.025376i,0.058102-0.0149i,0.024704-0.032798i,0.0071178-0.026857i,0.0038088-0.02491i,-0.0015375-0.022689i,-0.0049299-0.016956i,-0.0065259-0.0095698i,-0.0080903-0.0013116i,-0.0089852+0.00073495i,-0.011889-0.002804i,-0.015411-0.0051928i,-0.016923-0.0034989i,-0.013869-0.0016618i,-0.0047375-0.00017941i,0.0050667+0.0028465i
-0.074657-0.084675i,-0.10291+0.0031261i,-0.048161+0.083615i,0.050067+0.066731i,0.067219-0.0028184i,0.015561-0.045445i,-0.023474-0.049874i,-0.029035-0.022861i,-0.011871+0.012745i,0.0090273+0.019692i,0.014582+0.0065083i,0.012552+0.00073329i,0.013471+0.00033444i,0.011488-0.0017169i,0.004143-0.00061257i,-0.0012145+0.0069752i,0.0024541+0.013171i,0.0094495+0.010514i,0.011992+0.00039677i,0.0098021-0.0094599i,0.0052859-0.015279i,0.00021865-0.013522i,-0.0046592-0.0082614i
0.13939-0.046189i,0.10265-0.061356i,-0.010691-0.055326i,-0.12797-0.021027i,-0.14765+0.039358i,-0.078672+0.087561i,-0.022391+0.086134i,-0.011867+0.061537i,-0.0054001+0.036558i,0.0030226+0.018825i,0.0058005+0.017098i,0.0063123+0.018295i,0.0030195+0.014641i,0.00043275+0.012069i,-7.3827e-05+0.0078413i,-0.00018564-0.0014409i,-0.0014719-0.0099171i,-0.0014377-0.01099i,0.0036818-0.0048786i,0.009005+0.0020036i,0.011076+0.0068956i,0.0084472+0.0078423i,0.002433+0.0066322i
0.0078939+0.065162i,-0.020354-0.011667i,-0.00034105-0.048178i,0.08256-0.030288i,0.12824-0.049045i,0.095494-0.089832i,0.05914-0.10034i,0.031714-0.10342i,-0.0060125-0.082377i,-0.020658-0.039938i,-0.016695-0.014747i,-0.014318-0.0027092i,-0.011164+0.0042291i,-0.0079283+0.0040328i,-0.0042221+0.0013i,-0.0028645+0.00020645i,-0.0047075+0.0038198i,-0.0058525+0.0094806i,-0.0047785+0.01307i,-0.0033385+0.014771i,-0.0032262+0.012642i,-0.0021483+0.0054081i,0.0011289-0.003321i
-0.091422+0.093296i,-0.021512+0.11288i,0.0035186+0.068404i,-0.038902+0.0028973i,-0.071763-0.0039028i,-0.068376+0.026508i,-0.053696+0.049544i,-0.019017+0.062526i,0.019269+0.047003i,0.023561+0.014736i,0.0091126-0.003194i,0.0041332-0.0098831i,0.0056743-0.016353i,0.0055724-0.017965i,0.0047144-0.013327i,0.0063141-0.0080762i,0.0095499-0.0059022i,0.0083256-0.0074714i,-0.0011237-0.0087393i,-0.0127-0.0088134i,-0.018065-0.0070287i,-0.014879-0.0018599i,-0.0082924+0.0026861i
-0.0042457-0.1567i,0.029347-0.11885i,0.033492-0.043451i,0.0023467+0.057732i,0.012499+0.11332i,0.063921+0.077913i,0.079283+0.024169i,0.053885+0.0089777i,0.02145+0.0081812i,-0.0026019+0.0077483i,-0.0036867+0.0062064i,-0.00025804+0.00055738i,-0.0029722+0.0014289i,-0.002681+0.0057313i,-0.0021072+0.0054851i,-0.0049365+0.0033314i,-0.0099568+0.0015584i,-0.010929+0.0011146i,-0.006051-0.00075865i,0.0011506-0.0055499i,0.0090646-0.0081034i,0.012456-0.0069694i,0.011278-0.0017577i
0.053008+0.00099359i,-0.057736+0.013761i,-0.087601-0.029997i,-0.053526-0.13636i,-0.077402-0.1769i,-0.1291-0.1083i,-0.1373-0.039921i,-0.11741-0.010045i,-0.076047+0.010723i,-0.025779+0.012674i,-0.0019188+0.0063219i,0.0065267+0.00848i,0.010611+0.010354i,0.0076474+0.010873i,0.0039103+0.012656i,0.0026199+0.013702i,0.005797+0.011982i,0.00833+0.0079355i,0.0098542+0.0049953i,0.012722+0.0033259i,0.010514+0.00206i,0.0033398+0.00077411i,-0.0040264-0.0027336i
0.068853+0.14516i,0.12071+0.12047i,0.12418+0.12171i,0.092795+0.1275i,0.067686+0.10209i,0.066961+0.077001i,0.084949+0.05567i,0.089492+0.014152i,0.063998-0.027221i,0.027845-0.034592i,0.0030502-0.021716i,-0.0086988-0.012112i,-0.012769-0.011747i,-0.012288-0.014131i,-0.0087223-0.012403i,-0.0028888-0.011097i,0.00032658-0.013868i,-0.0017795-0.013242i,-0.0049988-0.0045424i,-0.008239+0.0074973i,-0.0091767+0.014432i,-0.0057633+0.013906i,-0.0014108+0.010785i
-0.14378-0.074514i,-0.11532-0.13134i,-0.070205-0.13308i,0.0086445-0.066598i,0.082478-0.052841i,0.060752-0.10222i,-0.0052216-0.10779i,-0.031553-0.067194i,-0.030484-0.019719i,-0.01779+0.012963i,-0.0045012+0.019042i,-0.0025751+0.017695i,-0.00077158+0.018682i,0.0023077+0.014245i,0.001019+0.0049907i,-0.0034341+0.00025349i,-0.0049762+0.0040869i,-0.0015123+0.0066808i,-0.00060244+0.0031784i,-0.0027647-0.0030005i,-0.0039676-0.0090825i,-0.0025735-0.011552i,0.0002067-0.0093601i
0.0040134-0.01285i,-0.043951+0.088465i,-0.11442+0.11307i,-0.19367+0.081938i,-0.20058+0.10503i,-0.10861+0.14013i,-0.030794+0.13327i,-0.0028046+0.11053i,0.012904+0.066858i,0.010566+0.015749i,0.0040971-0.009529i,0.0068784-0.019955i,0.0067709-0.02188i,0.0051491-0.015691i,0.0051276-0.0092721i,0.0056698-0.0036422i,0.0065922-0.00012594i,0.0052198+8.2023e-05i,0.0018266-0.0031194i,-0.00047428-0.0070548i,0.00060028-0.0048062i,0.0016837+0.0010627i,-0.0018283+0.0036431i
0.15386-0.024367i,0.20387-0.083873i,0.23963-0.123i,0.21546-0.12362i,0.14833-0.10085i,0.10029-0.08273i,0.073987-0.095445i,0.038151-0.10445i,0.0014128-0.076887i,-0.01346-0.03622i,-0.013223-0.01139i,-0.013554-0.0026444i,-0.017145-0.0005211i,-0.019961+0.003011i,-0.017788+0.0071653i,-0.013245+0.0067569i,-0.010822+0.0044203i,-0.0087327+0.0045105i,-0.0036097+0.0060521i,0.0025294+0.0076525i,0.0057671+0.0080034i,0.0062307+0.0065761i,0.0075974+0.004275i
-0.11731+0.05524i,-0.18825+0.026533i,-0.19318+0.019599i,-0.12522+0.0020194i,-0.089425-0.032327i,-0.11451-0.018625i,-0.11482+0.037675i,-0.064852+0.069817i,-0.0029501+0.060946i,0.032421+0.030856i,0.034077+0.012593i,0.031261+0.013581i,0.033263+0.012841i,0.030635+0.0067877i,0.022439+0.0024413i,0.011579+0.0013621i,0.0057509+0.00056836i,0.003424-0.0012846i,0.00022063-0.0015559i,-0.0021016-0.0022545i,-0.0068242-0.0043021i,-0.011447-0.0045772i,-0.010867-0.0046266i
0.027914+0.063304i,0.11087+0.1511i,0.13387+0.21154i,0.10789+0.21745i,0.10396+0.17738i,0.12313+0.10284i,0.12685+0.034421i,0.098756-0.0044149i,0.043514-0.017527i,-0.0028451-0.01018i,-0.020278-0.0041395i,-0.024288-0.0064529i,-0.020166-0.0065176i,-0.011692-0.0071612i,-0.0065593-0.010388i,-0.0018772-0.012666i,0.0015116-0.012782i,0.0021697-0.0092658i,0.00059198-0.0034116i,-0.001188-0.00018625i,0.0015579-0.0012873i,0.0037105-0.0024609i,0.0015479+0.00021183i
0.0045692-0.1267i,-0.024491-0.22079i,-0.079497-0.30008i,-0.14094-0.28438i,-0.15152-0.19704i,-0.12824-0.12365i,-0.1285-0.082737i,-0.13387-0.042088i,-0.10152-0.0038938i,-0.051211+0.012573i,-0.021693+0.012486i,-0.014324+0.010725i,-0.017469+0.012958i,-0.017801+0.017556i,-0.010005+0.019017i,-0.0031549+0.014239i,-4.9199e-05+0.0080761i,0.0015007+0.0039919i,0.00089663+0.0024484i,0.0026424+0.0049166i,0.0081344+0.0075341i,0.011965+0.006113i,0.011601+0.001014i
-0.072656+0.085095i,-0.14414+0.16519i,-0.11919+0.20881i,-0.02629+0.16784i,0.0099897+0.10604i,0.0059107+0.098325i,0.037044+0.1081i,0.074058+0.070549i,0.069096+0.0081988i,0.039447-0.028008i,0.023914-0.034915i,0.022308-0.033393i,0.01971-0.030402i,0.01204-0.027699i,0.0016842-0.021975i,-0.0025738-0.010126i,-0.0017244+0.0011396i,-0.0024373+0.0053136i,-0.0038202+0.0028675i,-0.0072724+0.00051693i,-0.011368+0.0048416i,-0.011687+0.0095193i,-0.010031+0.0071306i
0.12024-0.038494i,0.22932-0.082089i,0.2629-0.10379i,0.21451-0.099369i,0.15824-0.09033i,0.11039-0.10438i,0.049463-0.11999i,0.0016563-0.090041i,-0.010209-0.033136i,-0.0024996+0.0061938i,-0.0018317+0.02141i,-0.0065945+0.024198i,-0.005137+0.016635i,-0.0029118+0.0086303i,-0.0047821+0.0071841i,-0.005867+0.0049002i,-0.0037076+0.00093949i,-6.0546e-06-0.0023839i,0.0032956-0.0053644i,0.002005-0.0087532i,-0.0057926-0.01267i,-0.011394-0.0093857i,-0.0067227-0.00036744i
-0.039287-0.0656i,-0.13109-0.10527i,-0.22184-0.073684i,-0.23388+0.044213i,-0.16555+0.11566i,-0.093045+0.10456i,-0.051517+0.093278i,-0.018222+0.087823i,0.0075499+0.057113i,0.0074091+0.025109i,0.0020299+0.014743i,0.0039259+0.016621i,0.0047722+0.023029i,0.011267+0.023038i,0.019001+0.0098923i,0.014641-0.0040572i,0.0039825-0.0085411i,-0.0017012-0.0062474i,0.00056142-0.0028204i,0.0077942-0.0021142i,0.014282-0.0062007i,0.013798-0.012185i,0.0073225-0.015483i
0.023153+0.21609i,0.082771+0.30061i,0.1647+0.2289i,0.16661+0.039556i,0.089899-0.047638i,0.05184-0.018174i,0.067849-0.02259i,0.054341-0.061975i,0.0093068-0.062052i,-0.017095-0.039244i,-0.020967-0.029589i,-0.015961-0.031878i,-0.012763-0.034875i,-0.016686-0.027375i,-0.019211-0.012142i,-0.012483-0.00015407i,-0.0020556+0.0052199i,0.0028021+0.0074668i,0.00040891+0.011136i,-0.00037652+0.016643i,0.0043997+0.019095i,0.0067756+0.01631i,0.0034826+0.01301i
-0.063546-0.10869i,-0.021893-0.18465i,-0.019695-0.17216i,-0.059235-0.098446i,-0.08235-0.057049i,-0.087553-0.050266i,-0.099944-0.020461i,-0.085318+0.027446i,-0.031993+0.041249i,0.0089257+0.019632i,0.01546+0.002478i,0.0076603+0.0018998i,-0.0023432+0.0025847i,-0.0064458+0.0025691i,-0.001856+0.0061361i,0.0023584+0.0058471i,0.0032843+0.00014263i,0.00040308-0.0059175i,-0.005816-0.0076546i,-0.012373-0.0019719i,-0.016654+0.007062i,-0.012285+0.012571i,0.00087209+0.01104i
-0.11277-0.13149i,-0.22864-0.034747i,-0.23866+0.10131i,-0.083278+0.17036i,0.055461+0.1186i,0.059077+0.054747i,0.034969+0.044045i,0.033234+0.030424i,0.015592+0.011172i,0.0029284+0.010571i,0.0054095+0.010411i,0.0090476+0.012874i,0.021042+0.019993i,0.026397+0.012634i,0.01263-0.003105i,-0.0034486-0.0070261i,-0.010173+0.00060042i,-0.008346+0.0066015i,-0.0030788+0.0017165i,-0.0015643-0.010406i,-0.0039556-0.019891i,-0.010479-0.02221i,-0.019213-0.016968i
0.31989+0.080871i,0.34073+0.056926i,0.2173-0.058047i,0.0040883-0.12966i,-0.087409-0.064555i,-0.020865-0.0015607i,0.019487-0.020271i,-0.010605-0.030384i,-0.023122-0.0094332i,-0.015279+0.00017815i,-0.015394+0.00022019i,-0.019248-0.0061986i,-0.025159-0.013664i,-0.024702-0.0089582i,-0.012519+0.0020356i,0.001883+0.0061746i,0.011152+0.0011313i,0.013962-0.0025622i,0.014399-0.0012984i,0.01621+0.00059289i,0.016597+0.0016857i,0.015036+0.0034233i,0.013895+0.005348i
-0.066403+0.11814i,-0.052293-0.055966i,-0.0031594-0.15287i,0.040974-0.11342i,0.036282-0.053343i,-0.0015295-0.029005i,-0.0050025-0.0073705i,0.033745-0.0032778i,0.045182-0.025627i,0.020025-0.030079i,0.0065566-0.015695i,0.0045051-0.0057187i,-0.0035198+0.0023333i,-0.0051785+0.006342i,0.00084457-0.0019401i,-0.00015818-0.013486i,-0.0087673-0.0143i,-0.013756-0.0076578i,-0.013091-0.0011408i,-0.0087272+0.0064145i,-0.00030953+0.014585i,0.0090519+0.0125i,0.01418-0.0010763i
-0.32409+0.084109i,-0.24615+0.22024i,-0.075141+0.23648i,0.042+0.08288i,0.015502-0.049148i,-0.034944-0.041573i,-0.028255-0.0065919i,-0.022014-0.004305i,-0.01892+0.0054925i,-0.00090063+0.011878i,0.014713+0.0076979i,0.030121+0.0011153i,0.039826-0.015687i,0.027744-0.023948i,0.0070708-0.010738i,-0.0011682+0.0081114i,0.0028765+0.017594i,0.0060479+0.013871i,0.00093703+0.0062467i,-0.0085567+0.001366i,-0.017665-0.0025642i,-0.0244+0.00010538i,-0.024538+0.0115i
0.17709-0.33076i,0.20447-0.2382i,0.13259-0.065093i,0.044689+0.10541i,0.056178+0.14748i,0.081558+0.057366i,0.038753-0.009065i,0.0027319-0.0026375i,-0.0019802+0.0027259i,-0.013642-0.0025537i,-0.029013+0.00033204i,-0.042139+0.0071995i,-0.04633+0.018954i,-0.03291+0.024165i,-0.011056+0.016945i,0.0058818+0.0034193i,0.011081-0.010039i,0.0092774-0.015576i,0.0099419-0.0142i,0.011416-0.013912i,0.010516-0.014375i,0.0087457-0.012278i,0.0093434-0.008304i
0.19778+0.0012917i,-0.019354-0.081953i,-0.15038-0.10556i,-0.11797-0.082592i,-0.065064-0.058726i,-0.060108-0.014277i,-0.052684+0.021144i,-0.040645+0.017985i,-0.030639+0.010533i,-0.01413+0.0056753i,-0.0091672+5.6362e-05i,-0.0071964+0.0091743i,0.0067079+0.019171i,0.012763+0.014153i,-3.3923e-05+0.0035072i,-0.017211+0.0010474i,-0.023109+0.0078446i,-0.016245+0.01324i,-0.0076661+0.013951i,-0.00064936+0.014345i,0.0064419+0.011727i,0.0075117+0.00055096i,-0.0030582-0.011972i
-0.020805+0.44823i,0.057342+0.40977i,0.063441+0.27065i,-0.0096931+0.14143i,-0.048611+0.11246i,4.9408e-05+0.11288i,0.054599+0.084683i,0.067625+0.060304i,0.06563+0.038864i,0.053903+0.0057805i,0.041343-0.024377i,0.033467-0.048735i,0.014626-0.061569i,-0.0022841-0.049635i,-0.0012573-0.024103i,0.007901-0.0062044i,0.0131+0.00059593i,0.0098936+0.0029433i,0.0018061+0.0052435i,-0.0070657+0.0098141i,-0.013624+0.016717i,-0.010301+0.024282i,0.0024879+0.027089i
-0.26979-0.15437i,-0.099403-0.22586i,0.0074237-0.26091i,0.020824-0.21917i,0.019794-0.17084i,-0.0023294-0.15308i,-0.03649-0.12548i,-0.044479-0.088228i,-0.042715-0.052937i,-0.031132-0.011079i,-0.01385+0.018495i,-0.010507+0.034285i,-0.0068958+0.043253i,0.0031251+0.036086i,0.007854+0.015171i,0.002774-0.0058905i,-0.006502-0.017126i,-0.010817-0.017884i,-0.0093789-0.017104i,-0.0085042-0.01867i,-0.0070085-0.018902i,-0.0028483-0.016966i,0.0016072-0.016087i
-0.082873-0.28686i,-0.22487-0.12478i,-0.23842-0.014564i,-0.17732-0.0081629i,-0.14553-0.0010008i,-0.10121+0.047576i,-0.039232+0.067711i,-0.012186+0.044839i,-0.0079366+0.02059i,-0.0073765+0.009868i,-0.00082795+0.013925i,0.015171+0.013084i,0.0216-3.4581e-06i,0.012217-0.0070337i,0.00099266+0.0012775i,-0.0005182+0.01731i,0.0043867+0.02252i,0.006572+0.013403i,0.0074878+0.0044015i,0.012139+0.00070801i,0.014004-0.0045211i,0.0047578-0.0093086i,-0.010825-0.0035568i
0.40136+0.10523i,0.40149+0.11233i,0.38673+0.10791i,0.33649+0.049767i,0.24555-0.0089679i,0.15302-0.041318i,0.091055-0.061826i,0.058568-0.067217i,0.034948-0.055778i,0.0098267-0.038163i,-0.015356-0.033673i,-0.039624-0.034574i,-0.052041-0.021956i,-0.042097-0.0065846i,-0.020169-0.004399i,-0.0012326-0.011274i,0.010151-0.013449i,0.014144-0.0079426i,0.012679-0.00034325i,0.0080129+0.0082295i,0.0063151+0.01668i,0.012695+0.018346i,0.020859+0.01042i
-0.024392+0.14819i,-0.022545-0.052191i,-0.075095-0.1021i,-0.084154-0.0065077i,-0.058178+0.028838i,-0.07239+0.007583i,-0.098667+0.031841i,-0.084117+0.07189i,-0.039406+0.075904i,-0.0035993+0.045777i,0.0097981+0.027106i,0.025129+0.032025i,0.041659+0.02588i,0.03744+0.0076539i,0.016263-0.005032i,-0.007802-0.0074605i,-0.02062-0.0022315i,-0.019646+0.00070111i,-0.016103+0.00036826i,-0.016944-0.00012328i,-0.020182-0.0012046i,-0.018937-0.0028311i,-0.014714-0.0064983i
-0.30624+0.086682i,-0.24906+0.22786i,-0.17294+0.25355i,-0.082034+0.19992i,0.0060523+0.14553i,0.068073+0.095189i,0.090435+0.044297i,0.076741+0.0068604i,0.044611-0.013621i,0.018523-0.016437i,0.014135-0.018485i,0.0152-0.030132i,0.006048-0.033074i,-0.0019978-0.017452i,0.0030766+0.0025225i,0.014672+0.011707i,0.015955+0.012601i,0.0089447+0.011777i,0.0048552+0.0065622i,0.0050994-0.0030899i,0.0034205-0.010516i,-0.0041548-0.0074199i,-0.0069186+0.0071259i
0.098324-0.14323i,0.14993-0.09844i,0.12767-0.14172i,-0.027845-0.17756i,-0.12154-0.11985i,-0.085661-0.051505i,-0.050209-0.039559i,-0.054967-0.040407i,-0.049696-0.029098i,-0.033478-0.020262i,-0.034203-0.010566i,-0.043858+0.0071499i,-0.039516+0.02116i,-0.022328+0.018707i,-0.0097292+0.0056163i,-0.0061867-0.0055172i,-0.0027988-0.012978i,0.0016977-0.015375i,0.004203-0.0098995i,0.0089681+0.0010337i,0.017351+0.0077148i,0.023778+0.0013847i,0.021349-0.012073i
