-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
0.05908-0.13438i,-0.13202-0.18793i,-0.18214-0.10045i,-0.088717+5.8646e-05i,-0.024233+0.028837i,-0.037029+0.034037i,-0.028431+0.058108i,0.02145+0.067139i,0.046186+0.045766i,0.037937+0.02796i,0.037435+0.02113i,0.042731+0.0070281i,0.032501-0.0078359i,0.011841-0.011827i,-0.0057191-0.0055612i,-0.014914+0.0055517i,-0.016986+0.012651i,-0.016081+0.012173i,-0.014662+0.0099094i,-0.014332+0.0094264i,-0.015084+0.010847i,-0.014158+0.010775i,-0.014339+0.007465i
-0.034166+0.21492i,0.01639+0.20102i,0.036925+0.14431i,0.039553+0.023739i,0.012432-0.061208i,0.007422-0.06222i,0.014803-0.06213i,-0.010874-0.063768i,-0.025332-0.030981i,-0.006388-0.006462i,0.0024306-0.010214i,-0.0055009-0.01283i,-0.0065603-0.0066518i,0.0014403-0.0017504i,0.011775-0.0037086i,0.018832-0.0086208i,0.020122-0.0068607i,0.018032-0.0013966i,0.011167-0.0023673i,-0.00030232-0.0090879i,-0.010616-0.010294i,-0.011753-0.0007348i,-0.00072212+0.010741i
0.11162-0.046794i,0.25486-0.12628i,0.21534-0.19986i,0.099676-0.1172i,0.076593-0.0073357i,0.086191-0.0067879i,0.048639-0.030272i,0.014005-0.018061i,-0.0020598-0.012816i,-0.023779-0.012499i,-0.032363+0.0059351i,-0.017062+0.022391i,-0.0027562+0.02151i,-0.0017002+0.011498i,-0.0074024+0.0019918i,-0.01058-0.0034058i,-0.0098245-0.0099598i,-0.0076091-0.01592i,-0.00032485-0.01488i,0.011375-0.010491i,0.019704-0.010272i,0.017924-0.014634i,0.0077003-0.01739i
-0.148-0.11848i,-0.24057-0.024726i,-0.14351+0.011989i,-0.0038798-0.041362i,0.011301-0.08164i,-0.040069-0.029853i,-0.032698+0.032164i,-0.00029582+0.0194i,0.0056602-0.0098879i,0.010956-0.016323i,0.016095-0.024095i,0.0093422-0.02986i,0.00018506-0.022591i,-0.0022019-0.0086547i,0.0022771+0.0024941i,0.005093+0.0084194i,0.0030643+0.014525i,0.0014206+0.016887i,0.00066869+0.015362i,1.3343e-05+0.016268i,0.00043301+0.017587i,-0.00069701+0.015411i,-0.0046928+0.012371i
0.045923+0.25889i,0.05949+0.33472i,0.072326+0.35691i,0.025429+0.30218i,-0.018686+0.22782i,-0.012467+0.14477i,-0.0086222+0.080866i,-0.0080557+0.072388i,0.0084762+0.060903i,0.0090747+0.029559i,-0.0023462+0.010857i,-0.0082899+0.0055971i,-0.0079443+0.0021306i,-0.0029334-0.005952i,0.00011378-0.013573i,0.0009577-0.016401i,0.0047233-0.015828i,0.0072733-0.012212i,0.0016451-0.0054365i,-0.0074247+0.00077742i,-0.011811+0.0027933i,-0.0082085+0.0033534i,0.0012401+0.0027658i
0.12492-0.21232i,0.1052-0.34673i,-0.014737-0.29639i,-0.060942-0.1512i,-0.028978-0.096343i,-0.024621-0.10338i,-0.040998-0.082345i,-0.031638-0.051282i,-0.018152-0.025431i,-0.012293+0.0051505i,-0.0062114+0.023799i,-0.0025752+0.022835i,-0.00090334+0.015208i,-0.0047408+0.013963i,-0.0093188+0.018084i,-0.010039+0.017451i,-0.014143+0.010286i,-0.019518+0.0046486i,-0.016061-0.0013048i,-0.0069789-0.011438i,-0.0024405-0.019815i,-0.0034909-0.020874i,-0.0061373-0.01636i
-0.30763+0.031415i,-0.34747+0.083835i,-0.29702+0.049573i,-0.2294+0.0052617i,-0.16597+0.033011i,-0.065665+0.083067i,0.020828+0.067898i,0.035251+0.022618i,0.022506-0.00584i,0.011492-0.031388i,-0.00039093-0.037365i,0.0011904-0.024694i,0.0058384-0.016268i,0.0055647-0.0097824i,0.0023979-0.0032559i,-0.00069561+0.0063797i,0.0051454+0.016325i,0.013524+0.015676i,0.015608+0.010072i,0.013957+0.010601i,0.013256+0.015312i,0.011636+0.016109i,0.0078165+0.013582i
0.28899+0.13376i,0.37875+0.16193i,0.36459+0.069092i,0.26468-0.030768i,0.19502-0.059868i,0.14811-0.07463i,0.081798-0.085813i,0.025731-0.070999i,0.0042969-0.044535i,0.0064121-0.023601i,0.011399-0.018731i,0.0056659-0.020115i,-0.00059194-0.013306i,-0.0005318-0.0093482i,-0.0010358-0.011267i,-0.0018566-0.014832i,-0.0014865-0.020389i,-0.0011944-0.021982i,-0.0027395-0.01461i,-0.005815-0.0022418i,-0.0078046+0.0079064i,-0.0049726+0.011431i,0.0016815+0.0084911i
-0.014078-0.34199i,-0.13437-0.43491i,-0.19937-0.30917i,-0.18633-0.14434i,-0.16627-0.061316i,-0.15252-0.018674i,-0.12849+0.027975i,-0.095958+0.064966i,-0.055611+0.072733i,-0.019939+0.05864i,-0.0029114+0.045976i,0.0010194+0.041764i,0.0018567+0.034668i,0.0043575+0.020611i,0.009316+0.0023062i,0.0048811-0.011269i,-0.0069034-0.0089416i,-0.013205+0.0027213i,-0.013849+0.0070481i,-0.014463+0.0006208i,-0.015086-0.0078933i,-0.014951-0.011502i,-0.016479-0.009334i
-0.14975+0.51097i,-0.089496+0.5489i,0.016688+0.37988i,0.087941+0.16724i,0.083637+0.073887i,0.068748+0.072833i,0.086053+0.055888i,0.095774+0.011129i,0.062577-0.014205i,0.018631-0.0093027i,0.00107-0.0074963i,-0.00060892-0.020215i,-0.0053724-0.025406i,-0.008986-0.014529i,-0.0072563+0.0016868i,0.0020287+0.012237i,0.014264+0.012123i,0.019393+0.0058435i,0.01797+0.00044825i,0.018282-0.0045563i,0.018665-0.010891i,0.011908-0.012471i,0.0054089-0.0059586i
0.25408-0.16446i,0.41045-0.16542i,0.38353-0.17187i,0.21798-0.15919i,0.065545-0.13404i,-0.023442-0.095597i,-0.04872-0.04843i,-0.036321-0.025786i,-0.017561-0.031671i,-0.010057-0.048386i,-0.023209-0.051454i,-0.033263-0.034218i,-0.025198-0.019119i,-0.014618-0.012185i,-0.0066253-0.0053613i,-0.0020551-0.0017201i,-0.0035468-0.0045044i,-0.0075275-0.0081431i,-0.0091368-0.0060874i,-0.0084183+0.0037945i,-0.0036807+0.016253i,0.0064272+0.020455i,0.01341+0.0109i
-0.47175-0.27352i,-0.63169-0.22341i,-0.49268-0.026718i,-0.22567+0.13348i,-0.058376+0.13437i,-0.022151+0.070182i,-0.020272+0.046351i,0.0018971+0.044824i,0.020442+0.030595i,0.021647+0.025826i,0.031937+0.03336i,0.046526+0.032891i,0.04429+0.02384i,0.027562+0.011689i,0.0072182+0.00021844i,-0.0075053-0.0022166i,-0.0095757+0.0042899i,-0.0027607+0.0099606i,0.0013808+0.0085894i,-0.002465+0.0025091i,-0.0078463-0.0011932i,-0.0090503-0.0016376i,-0.010174+0.00072372i
0.42403+0.35742i,0.32722+0.36911i,0.091369+0.27279i,-0.062688+0.1435i,-0.04776+0.071935i,0.034258+0.0050479i,0.030517-0.065731i,-0.030256-0.066379i,-0.039966-0.022097i,-0.011121-0.0027318i,0.0024042-0.0080659i,-0.0038677-0.015382i,-0.011973-0.013701i,-0.0061345-0.0052602i,0.0084561+0.001184i,0.018142-0.00053396i,0.017385-0.0091934i,0.011266-0.015805i,0.0055224-0.015476i,0.0027285-0.013086i,0.00066478-0.014348i,-0.0055514-0.012448i,-0.0066247-0.0041598i
0.0083623-0.26657i,0.14603-0.3949i,0.13808-0.35285i,0.045827-0.19887i,-0.0037378-0.080411i,-0.021663-0.02423i,-0.029965+0.01095i,-0.017318+0.036347i,-0.0075596+0.035169i,-0.02502+0.018278i,-0.046296+0.01602i,-0.045264+0.022466i,-0.034097+0.020226i,-0.025667+0.0080904i,-0.02154-0.0049502i,-0.020933-0.0080756i,-0.019971-1.3268e-07i,-0.017925+0.0089588i,-0.010911+0.01331i,0.0029084+0.017088i,0.015476+0.018254i,0.021026+0.010419i,0.016461-0.0022177i
-0.37598+0.32991i,-0.34794+0.3764i,-0.15692+0.20065i,-0.016413+0.017525i,-0.011894-0.02756i,-0.018581+0.028991i,0.02839+0.056343i,0.057359+0.013699i,0.051334-0.01777i,0.05526-0.023994i,0.057857-0.034173i,0.049253-0.035247i,0.038683-0.026833i,0.022141-0.013037i,0.0035281+0.0047974i,-0.0066787+0.016576i,-0.0033437+0.020167i,0.00624+0.014492i,0.0076798+0.0037087i,-0.0046034-0.0018901i,-0.018465+0.00041167i,-0.021903+0.004543i,-0.01654+0.0090041i
0.46076-0.30339i,0.40023-0.19201i,0.23725-0.064235i,0.086205-0.036088i,0.023469-0.025477i,0.034193-0.029609i,0.033596-0.050062i,0.0029291-0.047757i,-0.02175-0.038557i,-0.034149-0.027028i,-0.027261-0.012457i,-0.01608-0.0065371i,-0.012145-0.00045869i,-0.0010041+0.0036824i,0.015946-0.0029081i,0.023986-0.012168i,0.018608-0.01701i,0.0061936-0.016697i,-0.0045427-0.011693i,-0.0093241-0.0058913i,-0.011327-0.0014824i,-0.010326+0.0052367i,-0.003601+0.0087708i
-0.32252+0.055807i,-0.32203-0.13077i,-0.24457-0.20601i,-0.17827-0.15985i,-0.13838-0.08653i,-0.10454-0.011131i,-0.066657+0.038164i,-0.033288+0.046876i,-0.01747+0.05018i,-0.0064161+0.060562i,-0.0005992+0.056012i,-0.0047686+0.039718i,-0.0077796+0.022264i,-0.0096705+0.0087264i,-0.012943+0.0023964i,-0.011671-0.0028658i,-0.0083666-0.0049565i,-0.0049166+0.00053549i,0.0029792+0.0072482i,0.016651+0.0053927i,0.030099-0.0062047i,0.032384-0.01907i,0.019698-0.023331i
0.090943+0.36641i,0.0724+0.41207i,0.027596+0.36664i,0.092334+0.27856i,0.1282+0.14304i,0.064609+0.043653i,0.013365+0.031538i,0.020905+0.035172i,0.044046+0.0014383i,0.038785-0.046576i,0.01295-0.056564i,0.0021737-0.039704i,-0.00047937-0.031065i,-0.0038919-0.022542i,-0.0020331-0.0073184i,-0.00014758+0.0059261i,0.00061774+0.0089223i,-0.00012398+0.0021928i,-0.0054947-0.0042851i,-0.012422-0.00023438i,-0.015914+0.010527i,-0.014321+0.015613i,-0.0070503+0.012692i
-0.1605-0.51643i,-0.04008-0.27396i,0.12993-0.028525i,0.14555+0.026229i,0.060214-0.016019i,-0.026281-0.05167i,-0.077594-0.053806i,-0.077731-0.032716i,-0.057361-0.0063829i,-0.036714+0.014186i,-0.014099+0.013049i,0.00081868+0.0030224i,0.012348+0.0015147i,0.013904-0.0027757i,0.002913-0.01353i,-0.0051649-0.019337i,-0.0065399-0.015549i,-0.0047452-0.0081863i,-0.0026298-0.0041664i,-0.0049589-0.003632i,-0.0099777-0.00018645i,-0.010261+0.0080978i,-0.0045036+0.012147i
0.2642+0.2226i,0.15513-0.017302i,-0.018592-0.19812i,-0.13163-0.11023i,-0.070998+0.056135i,0.065399+0.064615i,0.097896-0.013922i,0.055151-0.030591i,0.040147-0.0075876i,0.034699+0.0038613i,0.019259+0.021673i,0.013356+0.03939i,0.008792+0.040883i,0.0042274+0.035439i,0.0039362+0.029445i,0.0025257+0.025719i,0.0049859+0.022592i,0.012268+0.013571i,0.014499+0.0021603i,0.012479-0.0082051i,0.0087256-0.018522i,0.00045696-0.023795i,-0.0078151-0.017731i
0.11322-0.027253i,-0.003338-0.10047i,-0.12316-0.10551i,-0.11237-0.1525i,-0.090088-0.17959i,-0.069595-0.10113i,-0.016255-0.036984i,-0.0031427-0.045068i,-0.039681-0.050827i,-0.053864-0.033071i,-0.027384-0.024046i,-0.0011628-0.029182i,0.0027989-0.025642i,0.0028925-0.014331i,0.0096013-0.007288i,0.015761-0.0046973i,0.015425-0.0027916i,0.0082588+0.002088i,0.0011081+0.010688i,0.00032378+0.02185i,0.0067647+0.028756i,0.01304+0.025103i,0.01072+0.014421i
-0.51765+0.19744i,-0.24877+0.37432i,-0.038075+0.30981i,-0.068708+0.2055i,-0.1005+0.19896i,-0.036183+0.18531i,0.010475+0.14356i,0.019674+0.11819i,0.034435+0.093536i,0.043125+0.047768i,0.012009-0.0012047i,-0.033049-0.023687i,-0.047546-0.028127i,-0.042448-0.023494i,-0.037466-0.011463i,-0.034017-0.006339i,-0.031896-0.0070913i,-0.024829-0.002782i,-0.012159+0.0029029i,-0.0029662+0.0039254i,-0.0010173+0.0028244i,0.0007863+0.0031392i,0.0060279+0.0045419i
0.45799-0.24098i,0.2762-0.2829i,0.10354-0.17616i,0.095285-0.057415i,0.1227-0.095189i,0.042216-0.14168i,-0.026105-0.084515i,-0.001219-0.041007i,0.026262-0.052479i,0.018557-0.047663i,0.011895-0.0092669i,0.017139+0.029963i,0.022381+0.043008i,0.018278+0.027594i,0.012192+0.0079793i,0.011752-0.0019823i,0.0088862-0.0087942i,0.00095411-0.014788i,-0.0079631-0.018208i,-0.016699-0.019761i,-0.023046-0.017946i,-0.024535-0.01289i,-0.019623-0.0077075i
-0.081024+0.076281i,-0.15567+0.10484i,-0.03386+0.067382i,0.019362-0.083584i,-0.10927-0.073482i,-0.12811+0.074545i,-0.037623+0.09967i,-0.020171+0.048767i,-0.041526+0.032319i,-0.045479+0.020533i,-0.031905-0.00029664i,-0.0078258-0.023143i,0.0030233-0.034978i,0.0013554-0.029922i,-0.0035829-0.021861i,-0.0082394-0.013194i,-0.0041871-0.0041793i,0.0028429-0.00032238i,0.0033363+0.0041435i,0.0036208+0.013187i,0.0094951+0.014191i,0.012255+0.0055507i,0.004656+0.00015174i
-0.057334+0.30796i,0.26685+0.11458i,0.31304-0.12312i,0.20732-0.14573i,0.18217-0.081451i,0.13807-0.10504i,0.041488-0.11896i,0.0054254-0.079304i,0.017736-0.048459i,0.021533-0.030428i,0.0059256-0.013528i,-0.015544-0.00011558i,-0.021838+0.010926i,-0.0092932+0.019808i,0.0050727+0.024653i,0.011057+0.027613i,0.01567+0.028597i,0.019093+0.019311i,0.014933+0.0027907i,0.0046438-0.006563i,-0.0050331-0.0019585i,-0.0033575+0.0089372i,0.0075476+0.011278i
-0.18893-0.56187i,-0.47604-0.411i,-0.5675-0.1186i,-0.40723+0.081312i,-0.22799+0.060865i,-0.18088+0.0020555i,-0.15672+0.025215i,-0.093937+0.050823i,-0.03389+0.03989i,0.0060444+0.017953i,0.032876+0.0028141i,0.050653-0.0028202i,0.051923-0.0099468i,0.033549-0.016869i,0.016924-0.02088i,0.011556-0.027673i,0.0040369-0.027723i,-0.0049994-0.01499i,-0.008986-0.0018839i,-0.007333+5.0927e-05i,-0.0050705-0.0028369i,-0.0079312-0.0036159i,-0.011638-0.0021138i
0.20483+0.28279i,0.14285+0.45496i,0.12437+0.48232i,0.092094+0.34454i,0.090889+0.21842i,0.15976+0.12691i,0.17277+0.032053i,0.11188-0.0090238i,0.060429-0.00071542i,0.026773+0.0086514i,-0.00095231+0.0045544i,-0.024093-0.0049515i,-0.040101-0.0012596i,-0.03793+0.0074417i,-0.026707+0.0072208i,-0.021403+0.0047473i,-0.017367+0.0049329i,-0.0087958+0.0070655i,0.0054881+0.0088948i,0.019894+0.0051098i,0.023242-0.0031761i,0.011116-0.0049086i,-0.0017077+0.0031467i
0.20293+0.28977i,0.41672-0.048838i,0.40915-0.25268i,0.24024-0.23207i,0.063221-0.13665i,-0.029786-0.065895i,-0.053586-0.031126i,-0.060585-0.016279i,-0.052606-0.010014i,-0.03587-0.014209i,-0.029234+0.0013798i,-0.013755+0.031844i,0.0085349+0.030689i,0.014258+0.0098419i,0.010282+0.0022759i,0.0074571+0.0053674i,0.0068209+0.0053475i,0.005444-0.0026595i,-0.0033885-0.0086428i,-0.014504+0.0014321i,-0.011458+0.014447i,0.0065962+0.010127i,0.01747-0.0071864i
-0.30378-0.28891i,-0.27994-0.18624i,-0.20105-0.16442i,-0.10551-0.15259i,-0.04446-0.090058i,-0.01329-0.012575i,0.018405+0.026091i,0.037509+0.0092299i,0.03072-0.01935i,0.020954-0.026497i,0.024223-0.033081i,0.024649-0.04944i,0.0078359-0.053846i,-0.010175-0.037584i,-0.014489-0.017851i,-0.013048-0.0099669i,-0.014078-0.0082327i,-0.014034-0.0072282i,-0.013735-0.0066037i,-0.015669-0.0070295i,-0.019833-0.0066426i,-0.023936-0.0020469i,-0.02075+0.0046831i
0.0065625-0.14407i,-0.12268-0.019917i,-0.22113-0.0019724i,-0.31489-0.045357i,-0.2684-0.030413i,-0.10918-0.025362i,-0.031477-0.046132i,-0.036305-0.023749i,-0.031036+0.015615i,-0.016915+0.022469i,-0.025536+0.0051781i,-0.046717-0.00098102i,-0.043844+0.014638i,-0.022549+0.022006i,-0.011512+0.012794i,-0.0068959+0.0056162i,-0.002632+0.0027307i,-0.0024536+0.0032237i,-0.00021317+0.0033064i,0.0052771-0.0009907i,0.0087313-0.0045395i,0.010706-0.0010725i,0.01223+0.0080244i
0.27337+0.4563i,0.16995+0.25572i,0.044564+0.16589i,0.041187+0.15768i,0.079204+0.12599i,0.065028+0.10911i,0.04934+0.12314i,0.061798+0.11065i,0.058897+0.063384i,0.031096+0.026594i,0.0095527+0.020673i,0.006439+0.024166i,0.0085516+0.019749i,0.010405+0.012333i,0.011846+0.0081905i,0.014833+0.0086896i,0.020182+0.0098618i,0.019543+0.0075589i,0.012902+0.0089937i,0.00932+0.016607i,0.0085157+0.017458i,0.0033521+0.0056498i,-0.006591-0.0076231i
-0.46406-0.10885i,-0.26834+0.040332i,0.019866+0.14362i,0.18487+0.040505i,0.072288-0.093463i,-0.10051-0.056441i,-0.10486+0.005509i,-0.048536-0.024001i,-0.029167-0.058833i,-0.012199-0.061999i,0.013636-0.054274i,0.036289-0.042894i,0.040878-0.034448i,0.032967-0.026121i,0.025502-0.022334i,0.011456-0.020742i,-0.0010509-0.010724i,-9.3091e-05-0.00093775i,-0.00030154-0.00019537i,-0.012644-0.00067455i,-0.021804+0.0082048i,-0.015783+0.018822i,-0.0077696+0.015107i
0.072956+0.066284i,0.23824+0.18312i,0.32957+0.047706i,0.21042-0.034306i,0.092611+0.031874i,0.063405+0.030506i,0.0081171-0.028152i,-0.0204-0.019678i,0.012114+0.011072i,0.033644+0.024829i,0.036468+0.026844i,0.0328+0.0023528i,0.011815-0.0251i,-0.013571-0.021759i,-0.023338-0.0042947i,-0.019186+0.0031829i,-0.010046+0.0022369i,-0.0010449-0.00085989i,0.003159-0.0068543i,0.0017772-0.015232i,-0.00089451-0.022098i,-0.0037437-0.020663i,-0.0010376-0.011086i
0.72508-0.38106i,0.4001-0.75525i,-0.00058948-0.75453i,-0.13461-0.51483i,-0.062653-0.33212i,-0.0188-0.24558i,-0.044315-0.15426i,-0.061415-0.059999i,-0.03199-0.0058161i,0.0043628+0.003508i,0.0065039+0.0094343i,-0.0039392+0.026881i,-0.0063536+0.031714i,-0.002939+0.022596i,0.011791+0.0089712i,0.02405-0.010337i,0.015642-0.024662i,-0.0043638-0.022104i,-0.014619-0.0090573i,-0.0049419+0.0030355i,0.0092915+0.0072774i,0.015644+0.0055627i,0.015084+0.0023128i
-0.92722+0.18836i,-0.98114+0.32457i,-0.77486+0.45973i,-0.44184+0.43084i,-0.20252+0.3016i,-0.065622+0.209i,0.010748+0.14658i,0.0087651+0.095937i,-0.026178+0.053689i,-0.056469+0.011933i,-0.074173-0.0075534i,-0.062256+0.0016435i,-0.035514+0.0090977i,-0.023713+7.8313e-05i,-0.034913-0.0093822i,-0.048012+0.00045295i,-0.040401+0.018197i,-0.02308+0.021403i,-0.014886+0.012874i,-0.012888+0.0042846i,-0.0070779-0.0010909i,-0.0019328-0.0040651i,-0.0032568+0.0018215i
0.10327+0.28914i,0.41219+0.55215i,0.47941+0.55606i,0.33738+0.44098i,0.23056+0.26223i,0.15824+0.066553i,0.080301-0.026025i,0.045638-0.051596i,0.028479-0.059327i,0.0086783-0.035256i,-0.0034399-0.0087757i,-0.014959+0.0051281i,-0.014942+0.01435i,-0.01345+0.02023i,-0.019405+0.033392i,-0.011832+0.046501i,0.0072137+0.038793i,0.016915+0.016149i,0.01286+0.00069454i,0.0016613-0.0015498i,-0.010331+0.0013785i,-0.01464+0.0098886i,-0.00394+0.015279i
0.59589-0.30353i,0.39693-0.45452i,0.20628-0.4726i,0.016531-0.34125i,-0.098268-0.13446i,-0.051189+0.0050151i,0.026492+0.037253i,0.053432+0.04818i,0.065173+0.031267i,0.047867-0.016261i,0.021521-0.037076i,0.014814-0.033845i,0.013124-0.027984i,0.014146-0.026721i,0.020934-0.030385i,0.02635-0.03365i,0.022431-0.03437i,0.013274-0.02898i,0.012639-0.016352i,0.022141-0.0014354i,0.029364+0.0020423i,0.022294-0.011587i,0.0023262-0.023122i
-0.014833+0.43976i,0.045615+0.16555i,-0.066255-0.17647i,-0.26268-0.30576i,-0.34627-0.12095i,-0.24589+0.13178i,-0.099366+0.20368i,-0.024034+0.1263i,-0.020585+0.049138i,-0.025551+0.015194i,-0.011727-0.016032i,-0.0084158-0.043728i,-0.019922-0.036437i,-0.012179-0.018863i,0.0087935-0.029707i,0.013569-0.047166i,0.0060419-0.039735i,-0.0056625-0.017284i,-0.018028+0.00049009i,-0.026399+0.015686i,-0.023156+0.037112i,-0.0088562+0.048781i,-0.00093689+0.039543i
-0.32101-0.16478i,-0.26159-0.13741i,-0.29742-0.10127i,-0.30785-0.046107i,-0.22484-0.027268i,-0.12692-0.060142i,-0.099702-0.095368i,-0.10066-0.065019i,-0.037305-0.0084311i,0.022733-0.018163i,0.0041056-0.030429i,-0.022734-0.0029212i,-0.020752+0.005061i,-0.02088-0.0033489i,-0.028966-0.010613i,-0.040464-0.0097227i,-0.031051+0.0048135i,-0.00036466+0.001212i,0.0037267-0.020073i,-0.018702-0.02082i,-0.030618-0.0032513i,-0.023983+0.01215i,-0.013678+0.018724i
0.049626-0.36064i,-0.16666-0.097612i,-0.18681+0.079001i,-0.14839+0.042886i,-0.17349-0.022333i,-0.22013-0.0083551i,-0.19228-0.0016363i,-0.081774-0.039477i,0.036152-0.070137i,0.12057-0.081084i,0.151-0.097869i,0.1232-0.10454i,0.061156-0.075356i,-0.0024539-0.023498i,-0.036931+0.028507i,-0.040031+0.060011i,-0.023173+0.059591i,-0.00051664+0.036975i,0.010252+0.015358i,0.0071345+0.0056389i,-0.005987-0.0039613i,-0.026573-0.01407i,-0.039641-0.014432i
-0.11794+0.73301i,0.018741+0.64362i,0.22686+0.34769i,0.21096-0.021496i,0.045055-0.27194i,-0.066102-0.42047i,-0.22219-0.41862i,-0.33261-0.16033i,-0.1975+0.030934i,-0.076096-0.01503i,-0.074586-0.016994i,-0.018994+0.02715i,0.01166+0.012907i,0.0038433+0.029791i,0.036711+0.047472i,0.045933+0.034433i,0.027197+0.038081i,0.016583+0.034643i,-0.0016969+0.014197i,-0.021629+0.0067149i,-0.019647+0.012273i,0.0047917+0.022056i,0.035335+0.036494i
-2.1821+7.8076i,0.092999+5.9563i,3.4943+4.8174i,5.1402+1.6202i,4.4665-1.2491i,2.4387-2.2244i,0.53046-1.2233i,-0.12357+0.2542i,0.49883+0.96127i,1.5348+0.49428i,1.799-0.67421i,1.2521-1.5517i,0.66962-1.6164i,0.57754-1.094i,0.90809-0.75603i,0.83564-0.69111i,0.29726-0.4624i,-0.071184-0.22936i,-0.20395-0.20434i,-0.19282-0.1762i,-0.019747-0.16804i,0.13643-0.32848i,0.080181-0.4624i
-0.26906-1.3364i,-0.68507-1.1787i,-0.78614-0.6521i,-0.51868-0.24341i,-0.28216-0.26769i,-0.32371-0.48266i,-0.39854-0.49485i,-0.2729-0.30527i,-0.072399-0.15544i,0.032052-0.11227i,0.063395-0.082904i,0.067855-0.054203i,0.046644-0.023306i,0.02474+0.034585i,0.019081+0.088838i,0.010551+0.1184i,0.0055433+0.11568i,0.01685+0.080338i,0.034203+0.045213i,0.043054+0.024039i,0.032115+0.00030676i,0.0089705-0.022863i,-0.0055784-0.020538i
-0.072324+0.57551i,-0.23656+0.7024i,-0.19324+0.70011i,-0.079505+0.55296i,-0.057485+0.4579i,-0.11446+0.47935i,-0.13238+0.45657i,-0.08663+0.31339i,-0.03478+0.16674i,0.0032792+0.078694i,0.0047596+0.0050038i,-0.022306-0.044309i,-0.0262-0.048783i,0.0027893-0.044142i,0.035358-0.046468i,0.051591-0.044354i,0.044483-0.036837i,0.021825-0.021052i,0.01082-0.0037986i,0.013828+0.0015536i,0.012845-0.0024324i,0.0051876-0.0038191i,0.0061195+0.0066095i
0.1346+0.11048i,0.37476-0.033739i,0.458+0.041367i,0.49873+0.11983i,0.47306-0.04302i,0.35225-0.24738i,0.24671-0.27173i,0.1561-0.17636i,0.054904-0.092873i,-0.011266-0.046129i,-0.027943+0.0038485i,-0.014103+0.053633i,0.0092464+0.072395i,0.025863+0.06929i,0.026195+0.062215i,0.009648+0.053867i,-0.0044713+0.041442i,-0.0061187+0.02998i,-0.0031948+0.026603i,0.0021219+0.023611i,0.011219+0.01894i,0.02537+0.015022i,0.038897-0.0023201i
-0.23688-0.59646i,-0.2441-0.43222i,-0.18185-0.26745i,-0.10265-0.12967i,-0.1327-0.067653i,-0.31269-0.045901i,-0.42346+0.012273i,-0.30192+0.047238i,-0.1202+0.023476i,-0.011299+0.0045272i,0.052512-0.01423i,0.066169-0.045979i,0.041872-0.046556i,0.025705-0.025444i,0.017683-0.022907i,0.002916-0.030488i,-0.010964-0.026274i,-0.016628-0.019201i,-0.015577-0.024519i,-0.012773-0.039282i,-0.012378-0.051141i,-0.017177-0.055191i,-0.023954-0.049238i
0.18921-0.068752i,-0.042939-0.082479i,-0.097654+0.0060108i,0.032448+0.098839i,0.24538+0.11593i,0.3942+0.036468i,0.3465-0.05716i,0.17158-0.056265i,0.048841-0.008794i,-0.0024579-0.0055703i,-0.050321-0.021217i,-0.071693-0.011244i,-0.037713+0.0068933i,0.0070975+0.0093374i,0.026374+0.0042129i,0.027056-0.002356i,0.01685-0.0059035i,0.0046351+0.0031014i,0.0065913+0.016236i,0.018814+0.017959i,0.027606+0.011293i,0.023049+0.0089805i,0.011054+0.019768i
0.049818+0.48076i,0.21306+0.3093i,0.25998+0.13252i,0.20324+0.0081323i,0.05974-0.035572i,-0.11657-0.019692i,-0.19328+0.02406i,-0.13734+0.054289i,-0.066309+0.06317i,-0.031374+0.083205i,0.006673+0.10355i,0.03868+0.0827i,0.032459+0.028438i,0.0060861-0.0058994i,-0.005404-0.0024637i,0.0031579+0.011404i,0.011508+0.0094498i,0.0062719-0.005158i,-0.0088065-0.0087461i,-0.020274+0.00085497i,-0.022339+0.01011i,-0.0093959+0.016047i,0.015026+0.012388i
-0.50334-0.4747i,-0.40685-0.34125i,-0.2721-0.19312i,-0.14294-0.073804i,-0.04676-0.011314i,0.0056436+0.043294i,0.066573+0.070642i,0.079899+0.021269i,0.025238-0.02157i,0.011306-0.01864i,0.03508-0.03023i,0.030877-0.032913i,0.019405-0.0028853i,0.019867+0.018206i,0.016634+0.017822i,0.0062342+0.010586i,-0.0034233+0.0077775i,-0.0033009+0.0093134i,0.010475+0.0013072i,0.021823-0.017686i,0.014634-0.028533i,3.9589e-05-0.026863i,-0.012203-0.024963i
