1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
0.24113+0.28828i,0.42514+0.30366i,0.41372+0.21656i,0.2358+0.15383i,0.0935+0.20172i,0.074725+0.34382i,0.1729+0.39553i,0.23395+0.22944i,0.11736+0.063442i,0.0018154+0.060704i,0.011288+0.062642i,0.02181+0.0031961i,0.0061086-0.038871i,0.0047683-0.079439i,0.002056-0.11903i,-0.0029096-0.11613i,-0.0068758-0.082028i,-0.016372-0.048242i,-0.026132-0.018964i,-0.024971+0.014189i,-0.010598+0.043738i,-0.0018497+0.054146i,-0.0066858+0.04478i
-0.12453-0.37928i,-0.052023-0.56101i,0.097752-0.56302i,0.18481-0.38455i,0.27058-0.20047i,0.39167-0.10552i,0.41771-0.06392i,0.32467-0.036959i,0.20363-0.042919i,0.10941-0.060543i,0.045324-0.078179i,-0.018881-0.075903i,-0.058931-0.026292i,-0.040398+0.0097264i,-0.012789-0.0052865i,-0.016456-0.027981i,-0.029422-0.032081i,-0.027451-0.02311i,-0.010893-0.0097844i,0.0034984-0.0015124i,0.0088874+0.0058073i,0.016554+0.018795i,0.027084+0.033523i
-0.11723-0.25113i,-0.26979-0.088491i,-0.34428+0.016923i,-0.26049+0.044714i,-0.14565+0.04764i,-0.066906+0.024111i,-0.0066571+0.004921i,-0.0095685+0.007013i,-0.065367+0.016822i,-0.090587+0.022546i,-0.090863+0.0091523i,-0.079933-0.0025822i,-0.038806-0.0071107i,0.017745-0.008716i,0.075235-0.0013034i,0.10318+0.019602i,0.085516+0.041827i,0.045897+0.053706i,0.022126+0.05976i,0.018976+0.052621i,0.0036332+0.04937i,0.0046658+0.06841i,0.043897+0.062804i
-1.1605+7.3591i,0.78372+7.7751i,3.679+6.2923i,4.435+2.3891i,3.3208-1.0217i,1.039-2.5544i,-0.7531-1.7481i,-1.0049-0.25514i,-0.20601+0.51548i,0.63841+0.15603i,0.65373-0.67328i,0.13921-1.209i,-0.33383-1.7102i,-0.70944-2.4694i,-0.79014-2.836i,-0.57977-2.0609i,-0.39962-0.87132i,-0.53179-0.16254i,-0.86811+0.20735i,-0.86003+0.48389i,-0.45126+0.58203i,-0.036133+0.4038i,0.12297+0.028561i
-0.18517-0.079728i,0.022337-0.15253i,0.17293-0.02657i,0.18975+0.19673i,0.20823+0.3683i,0.26309+0.53113i,0.2879+0.60586i,0.21999+0.44586i,0.090505+0.19322i,0.045911+0.05597i,0.12038-0.028831i,0.15201-0.13233i,0.071042-0.17103i,-0.010886-0.12842i,-0.023056-0.077499i,-0.004629-0.057263i,-0.0085425-0.052062i,-0.027613-0.046374i,-0.029271-0.04082i,-0.01712-0.0382i,-0.0049478-0.038169i,0.0058959-0.044734i,0.0056051-0.046322i
0.10134-0.29086i,-0.042932-0.32407i,-0.07146-0.22525i,0.017852-0.10903i,0.11469-0.026015i,0.25512-0.032976i,0.34298-0.14039i,0.2793-0.19251i,0.1974-0.15795i,0.1403-0.14592i,0.060356-0.14259i,-0.011347-0.081811i,-0.041029+0.026107i,-0.029027+0.12164i,0.0095545+0.15902i,0.042473+0.14062i,0.043824+0.103i,0.025764+0.076045i,0.02181+0.05844i,0.035333+0.030974i,0.048683-0.007774i,0.056182-0.038998i,0.050748-0.043285i
0.084595+0.31539i,-0.030581+0.39572i,-0.18577+0.33068i,-0.17716+0.21283i,-0.074347+0.063365i,-0.073148-0.055295i,-0.1232-0.023727i,-0.089777+0.055044i,-0.029731+0.034868i,-0.021232-0.032227i,-0.02938-0.054343i,-0.018734-0.040931i,-0.0076761-0.021575i,-0.011449+0.014193i,-0.014959+0.058492i,-0.0044833+0.074421i,0.0036617+0.048739i,-0.0068268+0.012286i,-0.027743-0.0072574i,-0.041138-0.016547i,-0.042033-0.02965i,-0.044587-0.04927i,-0.048752-0.05568i
-0.20972-0.11872i,-0.13619-0.0039661i,0.070482+0.14071i,0.20245+0.17689i,0.29547+0.1495i,0.38994+0.028458i,0.31606-0.17273i,0.099843-0.18318i,0.012253-0.0026022i,0.054889+0.074246i,0.029601+0.037696i,-0.026247+0.016829i,-0.03464-0.0039012i,-0.047044-0.0057139i,-0.065359+0.049105i,-0.052875+0.097625i,-0.017546+0.084149i,0.0053996+0.039756i,0.0063178+0.014944i,0.0036699+0.011276i,0.0032336+0.014493i,-0.0021673+0.028356i,-0.015434+0.045098i
0.1501-0.24657i,0.16146-0.27044i,0.12752-0.19661i,0.063988-0.15799i,-0.052726-0.23601i,-0.2318-0.3574i,-0.40802-0.36331i,-0.41752-0.21111i,-0.25328-0.090991i,-0.13275-0.068435i,-0.087927-0.0057744i,-0.0032725+0.073844i,0.056133+0.067774i,0.013108+0.032337i,-0.054174+0.027956i,-0.070146+0.030216i,-0.040044+0.022857i,-0.011003+0.010475i,-0.011161+0.0079361i,-0.015795+0.023006i,-0.0011988+0.036253i,0.020253+0.033435i,0.025513+0.024861i
0.050988+0.32543i,0.018595+0.24062i,-0.038107+0.045389i,-0.048062-0.043392i,-0.041451-0.050133i,-0.072384-0.075792i,-0.099239-0.097637i,-0.083673-0.093787i,-0.059667-0.047764i,-0.02584+0.017168i,0.017951+0.040064i,0.032525+0.030906i,0.017396+0.028785i,-0.004845+0.024574i,-0.018866+0.0035353i,-0.019714-0.023797i,-0.020564-0.03978i,-0.023-0.039048i,-0.023854-0.036716i,-0.028509-0.035392i,-0.033646-0.023422i,-0.023314-0.0039496i,0.0035847+0.0086854i
-0.29332-0.076716i,-0.33248+0.019561i,-0.26487+0.13398i,-0.15396+0.13004i,-0.039802+0.023849i,0.027507-0.13353i,0.018805-0.2775i,-0.033166-0.28568i,-0.044656-0.15951i,-0.011818-0.048615i,-0.016542-0.0031529i,-0.035467+0.014145i,-0.012034-0.0030001i,0.016822-0.033771i,0.018167-0.044979i,0.012701-0.037198i,0.01928-0.021356i,0.029067-0.014073i,0.026748-0.017005i,0.01716-0.019269i,0.015579-0.021926i,0.021794-0.032062i,0.022998-0.037722i
0.31327-0.1212i,0.39722-0.085139i,0.37276-0.0021517i,0.24177+0.009284i,0.023575-0.017826i,-0.17827+0.023997i,-0.24842+0.11614i,-0.17766+0.18658i,-0.058135+0.1639i,-0.01345+0.087755i,-0.023357+0.058506i,-0.023394+0.047975i,-0.047232+0.021136i,-0.074694+0.016284i,-0.052999+0.029124i,-0.016666+0.029941i,-0.0091107+0.029012i,-0.019144+0.036081i,-0.017295+0.041327i,-0.003962+0.038063i,0.00049645+0.029899i,-0.011073+0.022734i,-0.026644+0.015103i
-0.10585+0.24111i,-0.1074+0.13596i,-0.097138-0.057148i,-0.0836-0.1071i,-0.0077759-0.053802i,0.093899-0.041458i,0.11234-0.0441i,0.089396-0.02895i,0.081694-0.046071i,0.069662-0.081339i,0.058784-0.080275i,0.058092-0.045007i,0.057491-0.0033533i,0.050844+0.022331i,0.034409+0.028384i,0.018676+0.023527i,0.016397+0.005872i,0.016882-0.018404i,0.004408-0.034941i,-0.016173-0.037053i,-0.028901-0.029156i,-0.025794-0.018128i,-0.014062-0.0017428i
-0.15408-0.22568i,-0.22348-0.18775i,-0.21063-0.032858i,-0.13957+0.077164i,-0.1055+0.10036i,-0.12937+0.078068i,-0.15028+0.021749i,-0.16147-0.018331i,-0.14908+0.017776i,-0.084272+0.068758i,-0.016361+0.05845i,0.016898+0.015061i,0.028129-0.01303i,0.014192-0.014728i,-0.012244-0.0061376i,-0.021116-0.0047117i,-0.010101-0.0087843i,0.0077831-0.0070933i,0.020507-0.00075057i,0.027144-0.0039893i,0.027686-0.017194i,0.020983-0.024972i,0.013498-0.023938i
0.25868+0.10509i,0.25887+0.15802i,0.16435+0.14991i,0.10487+0.061105i,0.10333-0.037409i,0.11562-0.088627i,0.098346-0.098285i,0.051058-0.079561i,0.03084-0.052612i,0.031335-0.045783i,0.007546-0.042102i,-0.019534-0.02263i,-0.024844-0.017598i,-0.024817-0.021994i,-0.02572-0.0049827i,-0.027178+0.016802i,-0.033838+0.026421i,-0.038098+0.024939i,-0.035088+0.018797i,-0.02989+0.022311i,-0.023388+0.032634i,-0.014495+0.031951i,-0.0061281+0.012284i
-0.19441+0.1451i,-0.11726+0.16036i,0.050837+0.10223i,0.11456+0.032264i,0.077628-0.013727i,0.037025-0.046157i,0.015967-0.048108i,0.023112-0.0021015i,0.024279+0.027086i,-0.012488+0.022622i,-0.047944+0.025187i,-0.056574+0.034522i,-0.05077+0.041066i,-0.034919+0.034568i,-0.020044+0.011685i,-0.012195-0.0067876i,-0.004882-0.013803i,-0.003615-0.016278i,-0.0081377-0.018468i,-0.0087114-0.023724i,-0.0087777-0.02992i,-0.014889-0.026378i,-0.024981-0.0045666i
0.092054-0.37117i,0.0414-0.49227i,-0.073513-0.41454i,-0.12256-0.20465i,-0.071943-0.035757i,-0.015084+0.022833i,0.0022107+0.010943i,-0.0019511-0.023215i,0.0051196-0.034736i,0.033389-0.023953i,0.058472-0.012986i,0.073056-0.00083298i,0.077976+0.010382i,0.062542+0.016792i,0.046266+0.017168i,0.04517+0.011924i,0.046677+0.012587i,0.043947+0.018131i,0.034313+0.012529i,0.020847+0.0027089i,0.018992+0.0026389i,0.035273+0.0042949i,0.049076-0.0015435i
0.036215+0.33293i,-0.019239+0.45473i,-0.059026+0.41905i,-0.031272+0.24785i,-0.019471+0.046849i,-0.054477-0.10232i,-0.093864-0.14622i,-0.10752-0.092093i,-0.091431-0.02248i,-0.078676+0.002929i,-0.078631+0.0075146i,-0.06438-0.0018234i,-0.043591-0.033486i,-0.031445-0.047854i,-0.023611-0.030808i,-0.01822-0.015574i,-0.018699-0.020552i,-0.022633-0.02585i,-0.021981-0.012724i,-0.015469+0.0046321i,-0.012382+0.0072115i,-0.019619+0.00096942i,-0.024257-0.00098617i
-0.24284-0.076211i,-0.20238-0.052431i,-0.031517-0.028908i,0.061738-0.034834i,0.039475+0.0033689i,0.011856+0.0827i,0.007987+0.10113i,0.018301+0.065814i,0.046782+0.025287i,0.066796-0.0040917i,0.056402-0.017171i,0.021168-0.012831i,-0.012925+0.0047073i,-0.024197+0.019234i,-0.020993+0.020274i,-0.017219+0.014074i,-0.011433+0.011634i,8.3569e-05+0.010282i,0.0094656+0.0025943i,0.0060247-0.0067043i,-0.0022163-0.011632i,-0.0033485-0.015712i,-0.0046306-0.016572i
0.34879-0.17261i,0.41848-0.26254i,0.25611-0.24267i,0.039973-0.12536i,-0.042819-0.049282i,-0.0633-0.050561i,-0.078149-0.041559i,-0.076741-0.019009i,-0.07648-0.0081518i,-0.064315+0.01167i,-0.018466+0.035842i,0.036532+0.040228i,0.056318+0.026966i,0.034973+0.013412i,0.0093522+0.0068056i,-0.00066664+0.0072782i,-0.0065651+0.011384i,-0.015718+0.01065i,-0.018758+0.0086084i,-0.0076184+0.010532i,0.0073627+0.0113i,0.014681+0.012717i,0.017307+0.013038i
-0.21518+0.27395i,-0.29076+0.31948i,-0.22131+0.21527i,-0.068602+0.081324i,0.016563+0.020726i,0.034432+0.020982i,0.029096+0.023255i,0.02135+0.024339i,0.03408+0.043233i,0.050991+0.043954i,0.033383+0.017751i,-0.0018983+0.0050914i,-0.010434+0.010173i,0.0014345+0.0095691i,0.0021613+0.0027612i,-0.001738-0.0043498i,0.0046324-0.012771i,0.014091-0.017134i,0.012519-0.019338i,-0.0015786-0.021808i,-0.015629-0.019094i,-0.019566-0.013349i,-0.013987-0.0089916i
-0.12556-0.23955i,-0.19507-0.20958i,-0.1691-0.033059i,-0.074436+0.07777i,-0.01551+0.044995i,-0.011527-0.024887i,-0.023995-0.055144i,-0.030263-0.045874i,-0.031532-0.052721i,-0.047554-0.075071i,-0.057799-0.070608i,-0.045387-0.059917i,-0.0435-0.061506i,-0.045995-0.046338i,-0.027353-0.017736i,-0.0047833-0.0010833i,0.0051987+0.0053569i,0.0041504+0.010607i,0.0010143+0.015932i,0.0057403+0.018193i,0.014595+0.011405i,0.015269-0.005224i,0.002637-0.020569i
0.3727+0.17298i,0.5773+0.15467i,0.52069+0.025282i,0.26517-0.056239i,0.098853-0.003737i,0.074535+0.05391i,0.073524+0.042029i,0.05315+0.014626i,0.044755+0.018425i,0.059759+0.035385i,0.064017+0.043542i,0.049222+0.055324i,0.038905+0.063582i,0.024264+0.050429i,0.0016175+0.031247i,-0.013468+0.020212i,-0.022433+0.013806i,-0.023398+0.0040096i,-0.016196-0.0094389i,-0.014995-0.017446i,-0.017477-0.01022i,-0.011754+0.010346i,-0.00034549+0.028402i
-0.37492+0.0047832i,-0.53895-0.0008073i,-0.48092+0.012935i,-0.26546+0.024634i,-0.099893-0.01879i,-0.039375-0.070461i,-0.028785-0.07478i,-0.037771-0.048916i,-0.051415-0.023099i,-0.054855-0.014408i,-0.046413-0.021733i,-0.0272-0.029952i,-0.005169-0.029776i,0.0083906-0.021887i,0.013569-0.017703i,0.017159-0.018532i,0.021084-0.017707i,0.017401-0.010999i,0.0084081+0.0021768i,0.0082651+0.010403i,0.011003+0.0042969i,0.0028178-0.011088i,-0.00688-0.019438i
0.15288-0.21654i,0.15973-0.26805i,0.12437-0.17587i,0.096079-0.077358i,0.038699-0.070213i,-0.057206-0.090119i,-0.11273-0.070652i,-0.080547-0.021729i,-0.013778+0.015547i,0.021539+0.0299i,0.023694+0.033143i,0.013763+0.021095i,-0.0031443-0.0011483i,-0.016607-0.008881i,-0.017998+0.0018044i,-0.012959+0.013005i,-0.0074319+0.016104i,-0.00081902+0.013486i,0.0031441+0.0043818i,-0.0010017-0.0038317i,-0.0022373-0.0020684i,0.010149+0.0012914i,0.022001+3.8425e-05i
0.07362+0.35286i,0.15316+0.49282i,0.15032+0.39984i,0.062955+0.2032i,0.031087+0.11198i,0.077436+0.077354i,0.087129+0.020577i,0.036196-0.024197i,-0.0045249-0.046827i,-0.021699-0.054036i,-0.029259-0.031329i,-0.019919+0.0054338i,-0.0040932+0.021793i,-0.0010682+0.015645i,-0.006505+0.0051119i,-0.010992-0.00034534i,-0.012255-0.0033612i,-0.011512-0.0054969i,-0.0094121-0.00077202i,-0.0051116+0.0056605i,-0.0049783+0.0074367i,-0.013075+0.0091673i,-0.020558+0.01031i
-0.18274-0.29078i,-0.2616-0.38847i,-0.20324-0.3224i,-0.10077-0.16216i,-0.078423-0.040325i,-0.09522+0.040037i,-0.068472+0.078582i,-0.02271+0.073164i,-0.0016938+0.067302i,0.011811+0.062199i,0.023246+0.036979i,0.01972+0.0094091i,0.008876+0.0049077i,0.0015219+0.016192i,0.0031448+0.018521i,0.012054+0.010947i,0.017203+0.0053625i,0.015231-0.00031945i,0.0085881-0.012457i,0.0024863-0.022833i,0.0022087-0.025245i,0.0037234-0.024558i,0.0050239-0.01721i
0.21439+0.017631i,0.2519-0.028826i,0.14284-0.066385i,0.033642-0.057129i,0.033157-0.071691i,0.043512-0.13297i,-0.0039943-0.14447i,-0.035074-0.09441i,-0.013379-0.062635i,0.0084943-0.063017i,0.009833-0.05604i,0.015199-0.036471i,0.025213-0.030201i,0.022074-0.032642i,0.008375-0.024777i,-0.0027772-0.014409i,-0.0097462-0.0095811i,-0.016405-0.0014101i,-0.016971+0.013545i,-0.0090169+0.023754i,0.00024546+0.021936i,0.010424+0.013318i,0.017175-0.00019504i
-0.19953+0.23403i,-0.21238+0.42162i,-0.083947+0.44018i,0.036383+0.26433i,0.020464+0.11569i,-0.029386+0.094207i,-0.020181+0.088317i,-0.0035758+0.058685i,-0.01374+0.047962i,-0.026616+0.060462i,-0.027791+0.063216i,-0.03531+0.04473i,-0.050192+0.032014i,-0.048918+0.027135i,-0.035653+0.017438i,-0.024121+0.0089809i,-0.0089831+0.0040167i,0.0075247-0.0021289i,0.013604-0.010107i,0.0079393-0.015242i,-0.00065197-0.014089i,-0.010083-0.0062526i,-0.016939+0.0057735i
0.099598-0.28123i,0.083957-0.47168i,-0.011967-0.4565i,-0.066481-0.24191i,0.0011937-0.070523i,0.07484-0.037838i,0.070377-0.045238i,0.03829-0.045269i,0.026665-0.050026i,0.025919-0.062494i,0.018971-0.06172i,0.02344-0.039568i,0.034589-0.023865i,0.026427-0.01757i,0.010835-0.0072796i,0.001769+0.0046421i,-0.0042438+0.015056i,-0.0077903+0.019919i,-0.0071917+0.019294i,-0.0025845+0.017043i,0.0011317+0.01158i,0.0029609+0.0019336i,0.0016606-0.0070265i
0.051143+0.20972i,0.16094+0.30078i,0.23292+0.25599i,0.17146+0.12455i,0.044463+0.044626i,-0.020493+0.0081626i,-0.032961-0.021889i,-0.038083-0.0067426i,-0.035886+0.037971i,-0.024568+0.059584i,-0.014709+0.050294i,-0.010322+0.030292i,-0.0091305+0.017713i,-0.0044565+0.013081i,0.0053801+0.0078078i,0.015388-0.00010535i,0.018423-0.011751i,0.011308-0.023185i,0.0019035-0.027461i,-0.0025482-0.024861i,0.0013707-0.017698i,0.0098519-0.0059006i,0.016631+0.0044462i
-0.21442-0.084571i,-0.41327-0.073511i,-0.4603-0.017303i,-0.29525-0.0068987i,-0.13997-0.056682i,-0.1045-0.058638i,-0.085768-0.010585i,-0.043013-0.0015622i,-0.00029108-0.029227i,0.021683-0.050729i,0.014274-0.047468i,0.0016201-0.027083i,0.00067412-0.017029i,-0.0003981-0.018655i,-0.0079088-0.015929i,-0.013662-0.0076543i,-0.013055+0.0012378i,-0.010897+0.010125i,-0.0095915+0.017018i,-0.0090256+0.018793i,-0.010687+0.016549i,-0.013048+0.0074812i,-0.016074-0.0044932i
0.2457+0.016132i,0.4268-0.0488i,0.44067-0.089939i,0.28637-0.050576i,0.16613+0.0074828i,0.12398+0.0048717i,0.079599-0.026848i,0.033004-0.01988i,-0.00039802+0.013144i,-0.017752+0.044659i,-0.0097623+0.054888i,-0.00057997+0.040906i,-0.0092115+0.031688i,-0.017197+0.032705i,-0.014151+0.025952i,-0.0097453+0.013651i,-0.0078563+0.0045597i,-0.005703-0.0011905i,-0.0024127-0.0061221i,0.0012558-0.012328i,0.0036812-0.020022i,0.004963-0.020466i,0.0054975-0.011314i
-0.12786+0.032108i,-0.19654+0.11294i,-0.17502+0.13525i,-0.11508+0.082935i,-0.07671+0.066584i,-0.029392+0.074752i,0.0084325+0.038938i,0.0092679-0.005925i,0.013071-0.026336i,0.022843-0.040881i,0.01807-0.040247i,0.017041-0.021953i,0.022667-0.019686i,0.01307-0.025236i,-0.0021196-0.013069i,-0.0018693+0.00094151i,0.0065446+0.0041774i,0.011391+0.00314i,0.011191+0.0026348i,0.0076409+0.0061883i,0.0050841+0.01272i,0.0062243+0.018122i,0.0070032+0.01894i
0.031174-0.089323i,-0.039373-0.16809i,-0.096401-0.153i,-0.057004-0.074964i,-0.0085886-0.087328i,-0.043598-0.13662i,-0.089983-0.1009i,-0.08461-0.024272i,-0.058503+0.015148i,-0.041861+0.016021i,-0.036585+0.0053172i,-0.030329-0.0056754i,-0.017614-0.0034305i,0.0023297+0.0096232i,0.017435+0.0072698i,0.015264-0.003176i,0.007975-0.0028927i,0.0043712+0.00029882i,0.0030936-0.00043715i,0.001468-0.0049856i,-0.0031494-0.010077i,-0.0063345-0.014109i,-0.0054501-0.019376i
0.018312+0.11251i,0.12683+0.16015i,0.18222+0.10961i,0.098295+0.029624i,0.006257+0.045533i,0.0010936+0.101i,0.024904+0.089877i,0.037679+0.039847i,0.045156+0.008901i,0.049323+0.0017791i,0.045245+0.0039247i,0.028696+0.0134i,0.0071678+0.019054i,-0.016972+0.011023i,-0.033139+0.0056259i,-0.029941+0.0046927i,-0.022976-0.0017328i,-0.021895-0.0059352i,-0.019967-0.0024031i,-0.012882+0.0046653i,-4.5174e-05+0.0076096i,0.0099906+0.0044286i,0.010339+0.002184i
-0.014756-0.076423i,-0.073744-0.025443i,-0.084207+0.061798i,-0.01685+0.062311i,0.028823-0.018634i,0.01893-0.077849i,0.0085866-0.073474i,-0.002698-0.045341i,-0.029929-0.024206i,-0.054357-0.0069682i,-0.055227+0.0068543i,-0.03919+0.0046636i,-0.023022-0.0048099i,-0.0074523-0.0070119i,0.0025797-0.0051951i,0.0052285+0.00020112i,0.01199+0.0072842i,0.019732+0.0077392i,0.018555+0.0031916i,0.010311-0.0014826i,-0.0018795-0.0026336i,-0.013119+0.00049646i,-0.018824+0.0034652i
0.0068305+0.023212i,0.017499-0.11464i,-0.0092614-0.22904i,-0.038523-0.1542i,-0.0056388-0.013984i,0.039357+0.026366i,0.023168-0.0072482i,0.00030479-0.023408i,0.020555-0.0071505i,0.051874-0.0025365i,0.058552-0.014743i,0.051387-0.021525i,0.041164-0.025087i,0.020259-0.018799i,0.0057677-0.0037913i,0.0033201-0.00077957i,-0.0035089-0.0051126i,-0.012273-0.0048941i,-0.011719-0.0020972i,-0.0044664-0.0013772i,0.0023794-0.0023711i,0.0088317-0.0043837i,0.01604-0.0038462i
-0.045527+0.0060784i,-0.026575+0.15167i,0.037875+0.26943i,0.059257+0.19214i,-0.01565+0.046281i,-0.086436+0.0057276i,-0.075213+0.032339i,-0.046552+0.045477i,-0.04567+0.026475i,-0.056664+0.0090164i,-0.057967+0.0161i,-0.050317+0.030035i,-0.039969+0.037179i,-0.021062+0.030542i,-0.0071763+0.012017i,-0.0062191+0.0013685i,-0.0016266+0.00047971i,0.0075456-0.0015555i,0.0097699-0.0035397i,0.0036728-0.0012723i,0.00022625+0.00367i,0.00078551+0.0057441i,-0.0029349+0.0036627i
0.083766+0.013036i,0.037828-0.073296i,-0.07188-0.15688i,-0.10332-0.12525i,-0.021631-0.048124i,0.036672-0.031489i,0.023192-0.041411i,0.011622-0.034707i,0.033139-0.0093589i,0.063487+0.0049651i,0.063433-0.0060487i,0.03866-0.015717i,0.018665-0.015317i,-0.00039274-0.0089471i,-0.014089+0.001829i,-0.012655+0.008218i,-0.0090742+0.0077592i,-0.012008+0.0066127i,-0.013584+0.0047602i,-0.0067846-0.0011638i,0.00014433-0.0091471i,0.00023826-0.013244i,-0.0002643-0.010248i
-0.085123-0.0091752i,-0.026045+0.012311i,0.1103+0.044315i,0.1545+0.03435i,0.084635+0.0089726i,0.050277+0.011222i,0.06045+0.0085792i,0.037932-0.0072653i,-0.017955-0.018925i,-0.06552-0.014914i,-0.064896+0.001991i,-0.027815+0.010285i,0.00045536+0.0074761i,0.0097912+0.0053074i,0.010183+0.0040972i,0.0094468+0.0045782i,0.011892+0.0030847i,0.014452-0.00046805i,0.011781-0.00080264i,0.0047273+0.0029666i,0.00014077+0.0056057i,-8.5834e-05+0.0026904i,-0.00031062-0.0007499i
0.090335-0.030286i,0.039234-0.037103i,-0.079702-0.027436i,-0.12017-0.0089991i,-0.078647-0.015497i,-0.082692-0.058149i,-0.11722-0.06802i,-0.088895-0.026033i,-0.0058708+0.0066458i,0.052563-0.0019538i,0.051242-0.019498i,0.018922-0.023988i,-0.0091769-0.023423i,-0.019157-0.018412i,-0.012809-0.01174i,-0.0043903-0.011719i,-0.0038553-0.010811i,-0.007239-0.005666i,-0.0078016-0.0033788i,-0.006118-0.004403i,-0.0051448-0.0026688i,-0.0026966+0.0036327i,0.0033694+0.0044773i
-0.078915+0.11908i,-0.059185+0.1493i,0.012298+0.11383i,0.045713+0.062336i,0.038926+0.055191i,0.068585+0.088097i,0.11151+0.087008i,0.087275+0.038293i,0.016387+0.0026067i,-0.030612+0.0077861i,-0.034916+0.022587i,-0.014845+0.027778i,0.006894+0.027562i,0.012903+0.0198i,0.0034982+0.010242i,-0.0080702+0.0064225i,-0.011761+0.0051745i,-0.0065382+0.0041107i,0.0017585+0.0043954i,0.0070178+0.0057504i,0.0074544+0.0034386i,0.0021157-0.0054372i,-0.0068055-0.010889i
0.074182-0.18635i,0.070357-0.25237i,0.026943-0.20373i,-0.01998-0.11242i,-0.060061-0.071704i,-0.11415-0.075103i,-0.1501-0.063639i,-0.11313-0.02308i,-0.039579+0.0063171i,0.0092306+0.0047861i,0.018584-0.0068088i,0.0031222-0.0072478i,-0.012932+0.00043925i,-0.017343+0.0056369i,-0.012516+0.006599i,-0.0032418+0.0066873i,0.0050586+0.0058478i,0.0048561+0.0019868i,-0.0025951-0.0028854i,-0.0065844-0.0058712i,-0.0030789-0.0056871i,0.0043051-0.0005444i,0.0099135+0.0064352i
-0.010867+0.1941i,-0.0055333+0.28944i,0.024692+0.25222i,0.070857+0.12739i,0.12116+0.030846i,0.16936-0.017594i,0.1682-0.048331i,0.097108-0.061373i,0.020356-0.045395i,-0.017517-0.020892i,-0.017543-0.0045186i,0.0029522-0.006541i,0.014754-0.017943i,0.012681-0.015005i,0.0072534-0.0014342i,0.0025721+0.005719i,-0.0001618+0.0054668i,0.00051441+0.0017547i,0.0032276-0.0005138i,0.0031439-0.00011896i,-0.0026281-0.0015851i,-0.011112-0.0043734i,-0.015904-0.0040817i
-0.08798-0.18395i,-0.13856-0.27847i,-0.1505-0.25045i,-0.13052-0.11861i,-0.12583-0.0059697i,-0.15909+0.048837i,-0.16346+0.078986i,-0.096889+0.089923i,-0.01701+0.069513i,0.021693+0.037447i,0.02095+0.016449i,0.0052939+0.014572i,-0.0044356+0.018936i,-0.0064625+0.010622i,-0.0060974-0.0046881i,-0.0022-0.014651i,0.0032477-0.015968i,0.0043051-0.0086653i,0.0010291-0.00045925i,4.2289e-05+0.0025347i,0.0042435+0.0037694i,0.013129+0.0030333i,0.020657-0.0012878i
0.17252+0.14557i,0.29048+0.23967i,0.29487+0.22652i,0.18923+0.11188i,0.1114+0.018534i,0.12085-0.023928i,0.13276-0.052824i,0.086867-0.066918i,0.02956-0.061236i,-0.0018587-0.047328i,-0.014456-0.030898i,-0.01393-0.016529i,-0.0074935-0.0058206i,-0.0047707+0.0058949i,-0.0039448+0.016204i,-0.0052252+0.020853i,-0.0086196+0.020126i,-0.0073193+0.014362i,-0.0025458+0.0075913i,-0.0019554+0.0033896i,-0.0054452+0.0011369i,-0.011524+0.0016448i,-0.016345+0.0041822i
-0.22023-0.077528i,-0.36795-0.15133i,-0.38038-0.14883i,-0.24475-0.068654i,-0.13215-0.019629i,-0.11737-0.0066753i,-0.11954+0.0077489i,-0.086946+0.022478i,-0.0442+0.034889i,-0.01092+0.036086i,0.0080357+0.021866i,0.012734+0.0049687i,0.0085571-0.007595i,6.6997e-06-0.014995i,-0.0072223-0.015532i,-0.005709-0.012585i,0.0020045-0.012632i,0.0052648-0.0161i,0.0030147-0.016232i,0.0024408-0.013044i,0.0067661-0.011914i,0.012516-0.013965i,0.014299-0.014907i
0.20328+0.0030245i,0.34797+0.013617i,0.37372+0.012301i,0.2541-0.016526i,0.13771-0.037415i,0.099442-0.050704i,0.072658-0.062184i,0.037256-0.059102i,0.013818-0.049922i,-0.0027601-0.035529i,-0.011958-0.011285i,-0.0092596+0.0058314i,-0.0027276+0.010628i,0.0049305+0.01402i,0.010042+0.013973i,0.0059022+0.010347i,-0.0030205+0.011295i,-0.0093285+0.01472i,-0.010238+0.013911i,-0.0086112+0.011402i,-0.010001+0.010958i,-0.012208+0.01266i,-0.011841+0.013937i
