1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
-0.081926-0.034774i,-0.13072-0.10408i,-0.14702-0.15839i,-0.12555-0.11188i,-0.099885-0.01491i,-0.077781+0.037462i,-0.045249+0.044366i,-0.020025+0.03807i,-0.016823+0.044106i,-0.0020154+0.051044i,0.021098+0.032879i,0.0304+0.010601i,0.037787+0.003085i,0.039517-0.0017128i,0.027235-0.00315i,0.01786+0.0019093i,0.017383+0.0045248i,0.016968+0.0016727i,0.01208-0.0031637i,0.0042933-0.0039536i,-0.0012989-0.0023615i,-0.0031045-0.001428i,-0.0006061+0.0026387i
-0.19109+0.037507i,-0.31889+0.068794i,-0.33524+0.12738i,-0.19782+0.16146i,-0.041123+0.1241i,0.032461+0.085978i,0.058987+0.074318i,0.076351+0.042541i,0.078213-0.0002465i,0.059395-0.025738i,0.02948-0.027574i,0.012113-0.020655i,0.0077661-0.028386i,0.0011951-0.033865i,-0.0021335-0.024136i,-0.0022342-0.014698i,-0.0082625-0.0087623i,-0.015895-0.003459i,-0.018103+0.00014679i,-0.012594+0.0019072i,-0.0047212+0.0017088i,-0.0022035+0.00059319i,-0.0044286-0.00088672i
0.10886+0.0087308i,0.20243+0.021521i,0.2373+0.012056i,0.1734-0.040322i,0.081656-0.09767i,0.025854-0.13351i,-0.0049449-0.12616i,-0.027023-0.079627i,-0.048716-0.041343i,-0.0661-0.01588i,-0.055273+0.0033912i,-0.038477+0.0011836i,-0.041477-0.0015217i,-0.035907+0.0060651i,-0.016934+0.0089236i,-0.005993+0.0064124i,-0.0025539+0.0023301i,0.00065853+0.0010017i,0.0054467+0.0012592i,0.0080401-0.0048909i,0.0089139-0.011054i,0.010754-0.010069i,0.010757-0.0042385i
0.14487+0.059358i,0.16674+0.067967i,0.089353+0.016161i,-0.0094873-0.02345i,-0.040386+0.015586i,-0.020101+0.052642i,-0.017192+0.035855i,-0.021653+0.020618i,0.0063416+0.021789i,0.034163+0.011333i,0.027794-0.00072284i,0.011006+0.0076616i,0.0082832+0.022792i,0.010389+0.023089i,0.010032+0.01246i,0.010522+0.0020249i,0.011441-0.0044702i,0.012212-0.0087478i,0.0083662-0.0093889i,0.0011091-0.0034771i,-0.0045218+0.0028257i,-0.007467+0.004358i,-0.0051766+0.00071569i
-0.028485-0.058547i,-0.019001-0.068244i,0.016473-0.029567i,0.021738+0.0061403i,-0.019947-0.0063859i,-0.068177-0.0040296i,-0.058661+0.030075i,-0.02028+0.024622i,-0.018876-0.0046573i,-0.02698-0.0014989i,-0.0068743+0.013526i,0.017033+0.010853i,0.02597+0.0029264i,0.021309-0.0021783i,0.0069923-0.0066429i,-0.0056323-0.0048356i,-0.01149+0.0038176i,-0.014308+0.013281i,-0.010489+0.0192i,-0.0015266+0.019104i,0.0016556+0.016369i,-0.0018736+0.01467i,-0.007936+0.011002i
-0.17403-0.1765i,-0.24105-0.28737i,-0.18298-0.27555i,-0.057396-0.14937i,0.022662-0.023711i,0.059709+0.055676i,0.082304+0.073805i,0.073154+0.051299i,0.043646+0.047942i,0.037605+0.046462i,0.030534+0.012879i,0.0020713-0.012463i,-0.012867-0.012535i,-0.0083433-0.010496i,-0.0023757-0.007291i,3.6233e-05-0.0012009i,0.0020888+0.0019722i,0.0068632+0.0034684i,0.0099347+0.00072777i,0.0053606-0.0056285i,0.00071992-0.0071388i,0.0030422-0.0052295i,0.0076442-0.0023388i
0.0027528+0.22631i,-0.034898+0.38839i,-0.097847+0.39622i,-0.084805+0.24523i,0.01452+0.077445i,0.088378-0.048038i,0.080406-0.10266i,0.038889-0.08554i,0.016817-0.072476i,-0.010875-0.079674i,-0.034745-0.05356i,-0.018813-0.017765i,0.0026747-0.012913i,0.0046831-0.01518i,0.0079201-0.011427i,0.013551-0.011897i,0.014282-0.016854i,0.0091794-0.02483i,-0.0012424-0.02617i,-0.0067638-0.016932i,-0.0015802-0.0087146i,0.003283-0.0064607i,0.0021887-0.0053314i
0.18378+0.11438i,0.32735+0.13618i,0.36401+0.089448i,0.21118+0.031032i,-0.0028817+0.030698i,-0.11942+0.058499i,-0.12849+0.06308i,-0.084971+0.051168i,-0.044719+0.042285i,-0.020415+0.046216i,0.0028562+0.039493i,0.0063383+0.012512i,-0.0098792-0.0039739i,-0.01638-0.0047889i,-0.013833-0.0041493i,-0.012929-0.0028736i,-0.014551+0.0010599i,-0.017273+0.0083628i,-0.013253+0.013601i,-0.0028325+0.011174i,0.00026652+0.0048425i,-0.0041547+0.0034597i,-0.0066633+0.0067573i
-0.039827-0.24362i,-0.094479-0.43877i,-0.13012-0.48373i,-0.099159-0.33279i,-0.016624-0.17851i,0.045666-0.10679i,0.050701-0.06122i,0.037045-0.030585i,0.033499-0.018132i,0.031172-0.016259i,0.012059-0.016163i,-0.014727+0.0030811i,-0.02261+0.032189i,-0.01447+0.039847i,-0.0072545+0.027172i,-0.0073895+0.017273i,-0.0085+0.016501i,-0.00073003+0.01722i,0.0090782+0.01256i,0.0083316+0.0072613i,0.0019912+0.0079203i,0.00080237+0.0077066i,0.0039897+0.0024687i
-0.0031144-0.03805i,-0.038274+0.059583i,-0.073268+0.17733i,-0.056526+0.17442i,-0.0396+0.10028i,-0.05773+0.058943i,-0.047833+0.049601i,-0.027587+0.0332i,-0.035956+0.021529i,-0.038116+0.029078i,-0.012646+0.031431i,0.020077+0.016682i,0.041915+0.0026729i,0.045223-0.0036182i,0.032936-0.0074997i,0.022459-0.009012i,0.021116-0.010958i,0.017636-0.014382i,0.0088127-0.011499i,0.0032329-0.0033406i,0.002402+0.001108i,0.0021565+0.0011837i,0.00084227+0.00045928i
-0.11107+0.086302i,-0.1174+0.10882i,-0.038723+0.088639i,0.048615+0.062113i,0.090671+0.077874i,0.12562+0.12813i,0.14895+0.12631i,0.12584+0.059777i,0.081577+0.004373i,0.054383-0.021579i,0.035473-0.032468i,0.018365-0.035401i,0.010321-0.046455i,0.0039271-0.05021i,-0.0017878-0.0308i,-0.0016889-0.01188i,-0.0026582-0.0045365i,-0.0053013+0.0001798i,-0.0041282+0.001582i,-0.00088687-0.00076062i,-0.00024695-0.0011178i,-0.0017753+0.003336i,-0.0021012+0.0083713i
-0.11457+0.14674i,-0.15329+0.18808i,-0.12816+0.12883i,-0.093389+0.019323i,-0.087027-0.083501i,-0.088943-0.17042i,-0.090954-0.18266i,-0.082258-0.10809i,-0.060056-0.041998i,-0.053628-0.01755i,-0.054678-0.0011347i,-0.053437+0.0118i,-0.058107+0.020194i,-0.050881+0.021939i,-0.0273+0.014168i,-0.011073+0.0075499i,-0.0072378+0.0072334i,-0.0049244+0.0053118i,-0.0050369-0.0009798i,-0.0063949-0.0063152i,-0.0031943-0.0081654i,0.00019035-0.0084224i,4.3176e-05-0.0079305i
0.39582-0.067318i,0.6059-0.13524i,0.55346-0.14894i,0.2936-0.079826i,0.10922+0.015465i,0.041813+0.062551i,-0.0033997+0.063602i,-0.008406+0.061529i,0.021055+0.056818i,0.038937+0.042428i,0.037682+0.02403i,0.027798+0.012946i,0.022353+0.020687i,0.022141+0.026592i,0.016533+0.012417i,0.008521-0.005914i,0.0048062-0.016507i,0.0022859-0.018116i,0.00089492-0.010561i,0.0011116-0.0012866i,0.0017253+0.0018072i,0.0029855+0.0012455i,0.0055119-9.0287e-05i
-0.065453-0.15513i,-0.23854-0.25477i,-0.35918-0.2657i,-0.2739-0.16149i,-0.11457-0.0645i,-0.018249-0.021368i,0.036674-0.0023124i,0.046408-0.025469i,0.0095771-0.050161i,-0.01279-0.036691i,-0.00078939-0.018844i,0.019442-0.017556i,0.030638-0.028328i,0.026329-0.033348i,0.012939-0.023192i,0.0019787-0.0081009i,-0.0029715+0.0054906i,-0.0026103+0.0159i,0.002248+0.018654i,0.0085632+0.014316i,0.0093138+0.01051i,0.0048742+0.0083505i,0.00039723+0.0015804i
-0.32831+0.11268i,-0.44289+0.30444i,-0.3219+0.41198i,-0.10662+0.30125i,-0.042601+0.14787i,-0.072759+0.13063i,-0.046092+0.13895i,-0.008749+0.086799i,-0.0017048+0.046425i,0.0060018+0.029163i,-0.00022368+0.012013i,-0.022904+0.0097325i,-0.03327+0.015587i,-0.027957+0.011879i,-0.020366+0.0081333i,-0.010877+0.011971i,0.00088517+0.016276i,0.0092431+0.016124i,0.010493+0.010284i,0.0031114+0.003191i,-0.0071805+5.7756e-05i,-0.014526+0.0012551i,-0.017295+0.0063486i
0.15084-0.1101i,0.38876-0.19872i,0.50024-0.23452i,0.36281-0.20233i,0.22121-0.16186i,0.18429-0.1716i,0.12147-0.16658i,0.050791-0.090601i,0.025857-0.042152i,-0.0027612-0.043156i,-0.025038-0.030229i,-0.015262-0.010934i,0.0018021-0.003743i,0.011273+0.001132i,0.016857+0.001903i,0.016326-0.0069272i,0.0082965-0.022751i,-0.002388-0.037023i,-0.010673-0.035349i,-0.011609-0.020381i,-0.0053451-0.0074735i,0.0044373-0.00019126i,0.014928+0.0028623i
0.1028+0.16565i,0.030017+0.1667i,-0.12919+0.10355i,-0.2094+0.083104i,-0.18764+0.095774i,-0.16108+0.074886i,-0.13249+0.045386i,-0.081101+0.031402i,-0.041865+0.034186i,-0.015725+0.049734i,0.011609+0.043571i,0.017801+0.0082903i,-0.0021209-0.017988i,-0.014194-0.020081i,-0.0079269-0.015487i,-0.001974-0.01114i,-0.0048283-0.00064979i,-0.010394+0.014211i,-0.0078117+0.019894i,0.0025183+0.010918i,0.009601+0.00016263i,0.0092742-0.0050339i,0.0015156-0.0072126i
0.030949+0.15252i,0.019016+0.1652i,0.022183+0.079449i,0.033243+0.0032707i,0.034818+0.026808i,0.060171+0.096849i,0.0954+0.11356i,0.088346+0.053603i,0.055487-0.0029082i,0.039524-0.02296i,0.027459-0.022729i,0.0096217+0.0063164i,0.006764+0.041368i,0.010139+0.041862i,0.0020011+0.023233i,-0.0040011+0.016906i,0.0042592+0.021354i,0.020343+0.02204i,0.027073+0.014112i,0.018618+0.0070475i,0.005949+0.0068598i,-0.0024601+0.01096i,-0.0049668+0.01444i
-0.10123-0.43722i,-0.18566-0.5965i,-0.21272-0.48988i,-0.14651-0.26624i,-0.066272-0.16882i,-0.05946-0.15497i,-0.064086-0.11112i,-0.038891-0.057634i,-0.031789-0.025117i,-0.040055-0.0019654i,-0.035049+0.0051828i,-0.011211-0.0072451i,0.018446-0.024124i,0.029518-0.029666i,0.020525-0.023222i,0.0059849-0.017397i,-0.0069818-0.023196i,-0.018096-0.030828i,-0.022967-0.022888i,-0.016762-0.0071203i,-0.0046578+0.0010764i,0.0061532-0.0024521i,0.011887-0.01266i
-0.021379+0.1172i,0.033142+0.39596i,0.13924+0.59283i,0.20304+0.47866i,0.17476+0.25051i,0.13253+0.14555i,0.10696+0.093653i,0.059327+0.044737i,0.033548+0.021255i,0.034826-0.00048735i,0.02408-0.016898i,0.00027337-0.025586i,-0.02776-0.036178i,-0.036842-0.034388i,-0.020969-0.020722i,-0.0034641-0.0092698i,0.0042555+0.0014952i,0.0069969+0.012299i,0.0087047+0.015586i,0.0080912+0.0086224i,0.0016064-5.7251e-05i,-0.0091224-0.001419i,-0.016216+0.0047524i
0.08772+0.23997i,0.20895+0.14216i,0.23624-0.15254i,0.10006-0.28718i,-0.02528-0.18043i,-0.025359-0.10395i,-0.016417-0.093155i,-0.025538-0.042734i,-0.026132-0.00028364i,-0.030967+0.0085258i,-0.027121+0.015481i,-0.014538+0.026853i,-0.0087338+0.041516i,-0.0073733+0.042886i,-0.0029346+0.030077i,0.0050114+0.018955i,0.014281+0.0087096i,0.019139-0.0015456i,0.015364-0.0090304i,0.0047764-0.0088686i,-0.0042487-0.00087697i,-0.0057329+0.010211i,-0.00075956+0.019418i
-0.1518-0.13556i,-0.34474-0.32295i,-0.50163-0.35116i,-0.44299-0.16935i,-0.26085-0.02466i,-0.17873+0.026716i,-0.14218+0.078167i,-0.044617+0.073801i,0.027481+0.02407i,0.036927+0.0090517i,0.028879+0.011644i,0.019674+0.010395i,0.023085+0.013259i,0.030014+0.01301i,0.022176+0.0029372i,0.0011883-0.0070006i,-0.02362-0.0077074i,-0.037494-0.0014827i,-0.033843+0.0049734i,-0.018696+0.0070072i,-0.00083726+0.0043813i,0.012061-0.0067406i,0.013652-0.021825i
0.21118+0.013129i,0.36379+0.20729i,0.45648+0.37839i,0.40408+0.29221i,0.24648+0.11559i,0.13975+0.058244i,0.12973+0.029346i,0.085227-0.03423i,-0.00086148-0.06215i,-0.037962-0.041824i,-0.022945-0.024704i,-0.0053559-0.026484i,-0.0022007-0.029086i,3.96e-05-0.027762i,0.00087868-0.024791i,0.0019172-0.016005i,0.011607-0.005294i,0.022171+0.00061951i,0.024334+0.0030297i,0.021548+0.0013113i,0.014785-0.0020301i,0.0045139-0.0024467i,-0.003113+0.00066784i
0.046071-0.056243i,0.0028803-0.077312i,-0.051625-0.093029i,-0.059511-0.065165i,-0.0099483+0.011084i,0.061567+0.044217i,0.071476+0.01456i,0.025713+0.015233i,0.012668+0.054753i,0.032031+0.050659i,0.023151+0.01654i,0.00032319+0.0047084i,-0.0075207-0.00024566i,-0.014343-0.0056627i,-0.014124+0.0024069i,-0.00016447+0.0091589i,0.0091474+0.0041228i,0.0095679-0.00060072i,0.0094633-0.00033928i,0.0062225+0.0025891i,-0.0021134+0.010497i,-0.0085239+0.021928i,-0.0054972+0.029096i
-0.31685-0.045485i,-0.44356-0.12064i,-0.39075-0.12375i,-0.22075-0.05862i,-0.087566-0.078741i,-0.063143-0.12922i,-0.073909-0.085823i,-0.038193-0.020891i,0.0011059-0.026853i,-0.0099942-0.05054i,-0.027977-0.032148i,-0.017813-0.0066117i,-0.0067837+0.0016358i,0.00087504+0.0067316i,0.0093229+0.0038432i,0.0033403+0.00058i,-0.0075529+0.0076666i,-0.0099365+0.011896i,-0.010618+0.008126i,-0.011277+0.0028018i,-0.0075732-0.0015336i,-0.0014775-0.0088388i,0.00086962-0.016039i
0.15254+0.10972i,0.34879+0.096154i,0.40228-0.046439i,0.22423-0.14475i,0.015298-0.061711i,-0.072708+0.047056i,-0.07854+0.064508i,-0.055056+0.041915i,-0.043954+0.038579i,-0.031579+0.064149i,0.00080809+0.060005i,0.0069727+0.021148i,-0.0011722+0.0051134i,0.0069056-0.002082i,0.0082148-0.014718i,0.0039338-0.019911i,0.0024555-0.026715i,-0.0050142-0.031193i,-0.013418-0.022932i,-0.014936-0.010586i,-0.01067-0.0059488i,-0.0060863-0.0070789i,-0.0051615-0.0071098i
0.16124+0.097624i,0.10932+0.21937i,-0.035699+0.29898i,-0.061572+0.25606i,0.031842+0.14863i,0.1205+0.077152i,0.15702+0.045446i,0.13294+0.012723i,0.094351-0.018277i,0.069178-0.036738i,0.041222-0.031161i,0.02349-0.0043028i,0.020318+0.013243i,0.014642+0.01861i,0.011996+0.018804i,0.0095394+0.011931i,0.0021796+0.013555i,0.0045256+0.02496i,0.017018+0.024925i,0.024502+0.013508i,0.020437+0.009985i,0.013826+0.019113i,0.012585+0.025365i
-0.18073-0.17448i,-0.29299-0.21358i,-0.23835-0.12197i,-0.0953-0.026387i,-0.062167-0.03202i,-0.11032-0.042283i,-0.090675-0.030567i,-0.038804-0.040902i,-0.040391-0.042326i,-0.054113-0.023112i,-0.037984-0.012685i,-0.015361-0.016791i,-0.002513-0.019875i,0.0043045-0.019101i,0.00037486-0.014779i,-0.0057875+0.00042537i,0.0024279+0.012084i,0.013953+0.0052973i,0.01284-0.0064991i,0.0043535-0.0093916i,0.00032918-0.0084171i,0.0002373-0.0128i,-0.002783-0.018741i
0.040228-0.14202i,0.13431-0.28256i,0.15883-0.33864i,0.075292-0.22079i,0.045997-0.037909i,0.081421+0.047471i,0.044295+0.044252i,-0.021405+0.042494i,-0.01859+0.047549i,0.012942+0.029724i,0.011212+0.0071245i,-0.006017+0.0010809i,-0.01546-0.0053726i,-0.023778-0.010451i,-0.018382-0.0020983i,-0.0012032-0.0025776i,-0.0027966-0.018314i,-0.021701-0.02314i,-0.02886-0.0088181i,-0.017188+0.0051433i,-0.0085565+0.0078042i,-0.0093451+0.0069489i,-0.0098751+0.010428i
0.046175+0.24102i,0.096836+0.34207i,0.10667+0.26994i,0.076014+0.10086i,0.036888-0.0048175i,0.020627-0.038836i,0.026345-0.029143i,0.039302+0.0023744i,0.031582+0.0064731i,0.00043279+0.0039966i,-0.0055429+0.015585i,0.0075056+0.01474i,0.0046128+0.017487i,0.007633+0.025832i,0.022096+0.011647i,0.021246-0.0051793i,0.016557+0.001605i,0.024341+0.015162i,0.028847+0.012922i,0.018416+0.0025883i,0.0080135+0.0032617i,0.010409+0.013166i,0.021247+0.015521i
-0.17158+0.11837i,-0.33448+0.22139i,-0.36444+0.24176i,-0.23553+0.14911i,-0.11779+0.054109i,-0.073704+0.040138i,-0.027033+0.049781i,0.015233+0.015278i,0.020329-0.012258i,0.014608-0.0090369i,0.0033701-0.0094376i,-0.014432-0.0066844i,-0.0062699+0.0016941i,0.013847-0.0066625i,0.0063759-0.017571i,-0.0080002-0.0088692i,-0.0076043-0.0028612i,-0.0071769-0.010097i,-0.012443-0.0098832i,-0.013159+0.00052815i,-0.0090245+0.0018654i,-0.011091-0.010768i,-0.020701-0.021719i
0.25222-0.2668i,0.40502-0.39818i,0.4084-0.31756i,0.26387-0.12822i,0.12687-0.04696i,0.053126-0.048241i,0.017659-0.034996i,-0.0035928-0.015801i,-0.025133-0.0089936i,-0.024341-0.0022248i,0.00065653+0.00016304i,0.02026-0.0079303i,0.021518-0.021743i,0.012621-0.027163i,0.0063953-0.020037i,0.00021913-0.016294i,-0.013998-0.013511i,-0.025329-0.0021006i,-0.018782+0.0054868i,-0.005602-0.0010373i,-0.00069385-0.0084163i,-0.0030001-0.0026757i,-0.0057604+0.00948i
0.049732-0.071966i,0.088593-0.18106i,0.052893-0.2827i,-0.023547-0.22926i,-0.038076-0.064939i,0.0038173+0.023928i,0.026462+0.0065098i,0.025792-0.014573i,0.034995-0.004837i,0.044044-0.0019306i,0.033083-0.01309i,0.012965-0.016154i,-0.0046899-0.0063586i,-0.01495+0.0050387i,-0.0071714+0.009627i,0.007994+0.008855i,0.022276+0.010042i,0.036402+0.0075566i,0.036373-0.0010938i,0.020803-0.00018619i,0.0092596+0.013219i,0.013009+0.025636i,0.025375+0.027623i
-0.44313+0.28257i,-0.69031+0.53377i,-0.64671+0.59618i,-0.35766+0.40286i,-0.15697+0.17069i,-0.10196+0.075027i,-0.064514+0.073047i,-0.026965+0.055092i,-0.02535+0.0078242i,-0.054829-0.0084265i,-0.061251+0.021684i,-0.03509+0.039985i,-0.015052+0.034065i,-0.00045962+0.031923i,0.012462+0.025507i,0.015115+0.015452i,0.010068+0.0072243i,0.00074051+0.0016315i,-0.0041682+0.0045863i,0.0020559+0.0098581i,0.0094177+0.0097432i,0.0056956+0.0017209i,-0.00087626-0.0079673i
0.20532-0.12242i,0.36628-0.19837i,0.40555-0.18049i,0.28462-0.096418i,0.146-0.007053i,0.070807+0.077762i,0.045928+0.11417i,0.034757+0.093546i,0.020183+0.074294i,0.029839+0.063154i,0.042434+0.020863i,0.025575-0.018828i,0.018309-0.027123i,0.025679-0.038246i,0.013139-0.046267i,-0.0094267-0.037341i,-0.023338-0.02659i,-0.028097-0.017257i,-0.026762-0.0099529i,-0.024829-0.0095543i,-0.020304-0.01496i,-0.015179-0.020194i,-0.01767-0.020003i
0.34032-0.14513i,0.46349-0.30146i,0.34232-0.36164i,0.12937-0.25692i,0.095511-0.13804i,0.17116-0.14193i,0.15942-0.16899i,0.082292-0.13251i,0.040508-0.089178i,0.02579-0.077376i,0.0055487-0.061814i,-0.0045393-0.029106i,-0.0041698-0.0088946i,-0.0092532-0.0041041i,-0.0077621+0.00020961i,0.0015703+0.0015974i,0.0086636+0.003576i,0.012631+0.0068562i,0.014271+0.0075142i,0.013822+0.0069099i,0.0080512+0.0084588i,0.0031113+0.018383i,0.0068068+0.027033i
-0.32312+0.24154i,-0.47793+0.3747i,-0.39863+0.34007i,-0.2109+0.1662i,-0.18304+0.029671i,-0.24103+0.016585i,-0.19457+0.053973i,-0.082112+0.048047i,-0.03479+0.021693i,-0.035475+0.034425i,-0.0077925+0.047901i,0.017816+0.025111i,0.013296+0.012815i,0.016987+0.021148i,0.025468+0.015885i,0.022661+0.008899i,0.020551+0.012648i,0.024686+0.014944i,0.028653+0.0062311i,0.020674-0.0052059i,0.0082338-0.0043002i,0.0056406+0.001611i,0.0081487+6.6159e-06i
-0.17922-0.1197i,-0.25906-0.11073i,-0.23293-0.02132i,-0.11375+0.058086i,0.01021+0.083657i,0.088216+0.10301i,0.12178+0.098934i,0.10472+0.055633i,0.063743+0.015853i,0.030635-0.010599i,-0.0078612-0.023207i,-0.034436-0.015637i,-0.029506-0.01498i,-0.020772-0.023324i,-0.019063-0.016198i,-0.015759-0.006336i,-0.019141-0.012767i,-0.032519-0.021167i,-0.042039-0.014909i,-0.033136+0.00099268i,-0.012375+0.0049278i,-0.0056243-0.0084234i,-0.01529-0.017612i
0.33558-0.13313i,0.491-0.17082i,0.42961-0.13629i,0.23268-0.053609i,0.11018+0.0083387i,0.061685+0.0021783i,0.013673-0.024242i,-0.02632-0.020157i,-0.040431+0.0019393i,-0.03009+0.018041i,-0.003393+0.021487i,0.013404+0.01544i,0.0078887+0.017298i,0.0053582+0.024287i,0.018584+0.016993i,0.023668+0.00026008i,0.014934-0.0048893i,0.0089607+0.0044557i,0.014685+0.013652i,0.022837+0.0089837i,0.015164+0.0036808i,0.0034029+0.018979i,0.0074335+0.035939i
0.0093571+0.24994i,0.029245+0.24126i,0.01826+0.080004i,-0.025664-0.056638i,-0.05232-0.072371i,-0.028974-0.045975i,-0.0039509-0.034424i,0.011063-0.032821i,0.026539-0.028952i,0.033976-0.022704i,0.026242-0.023911i,0.013036-0.017766i,0.022278-0.0068731i,0.037461-0.017762i,0.026989-0.037617i,0.010664-0.0329i,0.014212-0.010232i,0.03059+0.0023993i,0.03095-0.0015016i,0.00893+0.0012449i,-0.0071187+0.016343i,-0.0053307+0.020991i,0.001273+0.011928i
-0.27347-0.083978i,-0.36009-0.10959i,-0.27496-0.064742i,-0.12021-0.0090981i,-0.07475-0.0025398i,-0.11852+0.026557i,-0.11582+0.090962i,-0.065241+0.10315i,-0.043038+0.063375i,-0.04031+0.04145i,-0.015705+0.038453i,0.0095683+0.016018i,0.0061139-0.016203i,-0.0080584-0.024777i,-0.014483-0.010738i,-0.016633-0.002308i,-0.027898-0.0067182i,-0.043422-0.0065104i,-0.043945+0.00063864i,-0.029179+0.0026116i,-0.011806-0.0033478i,-0.0039749-0.012232i,-0.0086136-0.014838i
0.096286-0.19424i,0.068907-0.19471i,0.001977-0.10198i,-0.0042391-0.0065675i,0.060985+0.05952i,0.12636+0.089324i,0.15044+0.080268i,0.13607+0.050411i,0.10938+0.012322i,0.070954-0.02573i,0.023435-0.041496i,-0.0083549-0.031341i,-0.017216-0.0093737i,-0.004253+0.011488i,0.017598+0.020485i,0.021714+0.016312i,0.014175+0.0076454i,0.012123-0.0004694i,0.014122-0.0068817i,0.015816-0.011073i,0.013914-0.0081365i,0.01472+0.005224i,0.021436+0.016556i
0.20017+0.31976i,0.2713+0.45516i,0.21543+0.41216i,0.084079+0.24804i,-0.0058934+0.1192i,-0.01486+0.057691i,0.0064979+0.014049i,-0.014828-0.028246i,-0.071795-0.031336i,-0.08383+0.0037784i,-0.043098+0.013993i,-0.012914+0.001009i,0.0012868+0.0038045i,0.020912+0.0023516i,0.033418-0.017405i,0.02941-0.022404i,0.025855-0.0060209i,0.028679+0.0049522i,0.026325+0.0048541i,0.022665+0.0040725i,0.020852+0.0032137i,0.015212+0.0017702i,0.0097784+0.00041546i
-0.14672-0.13207i,-0.093236-0.3043i,0.01099-0.39928i,0.040913-0.3114i,0.028133-0.14732i,0.045267-0.020317i,0.080911+0.025628i,0.10627+0.013295i,0.10477+0.0093413i,0.093608+0.024042i,0.078917+0.019715i,0.048873+0.0032893i,0.026167-0.011893i,0.010802-0.035528i,-0.012913-0.048857i,-0.026114-0.036009i,-0.027171-0.015601i,-0.028854+0.00071089i,-0.027232+0.01212i,-0.022496+0.015359i,-0.019446+0.01587i,-0.020421+0.015494i,-0.024951+0.010988i
-0.17546-0.2575i,-0.32252-0.27972i,-0.34998-0.17628i,-0.22222-0.061219i,-0.075452-0.034593i,-0.0052886-0.05214i,0.0029456-0.019215i,-0.00010967+0.030182i,0.00052864+0.015027i,-0.020748-0.037159i,-0.051166-0.051418i,-0.056923-0.034924i,-0.056496-0.023235i,-0.058235-0.0067088i,-0.043295+0.013759i,-0.018643+0.01517i,-0.0030397-0.0022451i,-0.0012582-0.016363i,-0.0018453-0.013216i,0.0016616-0.0026785i,0.0057238+0.0049777i,0.014857+0.0091324i,0.028763+0.01027i
0.23869+0.28549i,0.28165+0.46405i,0.2204+0.43283i,0.12151+0.24333i,0.0036075+0.145i,-0.10465+0.20801i,-0.10084+0.2752i,-0.01551+0.21597i,0.022769+0.10755i,0.016468+0.063382i,0.032963+0.049761i,0.043265+0.027726i,0.028694+0.033363i,0.029926+0.054466i,0.044935+0.053871i,0.049907+0.036818i,0.044349+0.02297i,0.037766+0.016647i,0.035401+0.010576i,0.029968+0.0059985i,0.013041+0.010312i,-0.0050374+0.026269i,-0.0066037+0.034574i
0.074851+0.13047i,0.21875+0.067718i,0.25194-0.01811i,0.1442-0.04371i,0.095186-0.068625i,0.17134-0.14638i,0.22614-0.2405i,0.15015-0.27013i,0.028015-0.18878i,-0.013719-0.083411i,-0.019363-0.041392i,-0.030105-0.02224i,0.002327-0.010668i,0.046046-0.033062i,0.044933-0.063615i,0.010673-0.070581i,-0.023943-0.050991i,-0.03192-0.022779i,-0.025757-0.012163i,-0.026807-0.010289i,-0.021859-0.0048737i,-0.019413-0.008278i,-0.031349-0.010701i
-0.27137-0.39664i,-0.36827-0.57039i,-0.28904-0.49887i,-0.11919-0.24809i,0.00017915-0.039818i,0.054375+0.057384i,0.070712+0.071476i,0.052255+0.035594i,0.0046339+0.018756i,-0.023145+0.035197i,-0.0035046+0.040023i,0.013043+0.021452i,-0.0049968+0.011304i,-0.015715+0.028649i,-0.0020575+0.044753i,0.0039439+0.038244i,-0.0092015+0.023075i,-0.020471+0.019414i,-0.0081831+0.022976i,0.014615+0.016217i,0.021814+0.01324i,0.021317+0.037187i,0.026857+0.059641i
0.039431+0.19868i,-0.10112+0.30467i,-0.25215+0.28685i,-0.26813+0.1376i,-0.2839+0.030495i,-0.39057+0.046976i,-0.45969+0.16973i,-0.34752+0.27098i,-0.11491+0.20855i,0.023951+0.062359i,0.05589-0.0069516i,0.07531-0.023653i,0.07008-0.0449i,0.051865-0.053193i,0.039805-0.043736i,0.021607-0.012984i,0.025729+0.021231i,0.046523+0.018142i,0.046192-0.0036184i,0.030895-0.00066741i,0.022904+0.026468i,0.035831+0.052026i,0.058609+0.050049i
