-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
-0.0028538-0.0010389i,-0.0022531-0.00080572i,-0.00031136-0.00051518i,0.00049406-0.00089356i,0.00017795-0.0011746i,-0.00072707-0.00098259i,-0.0012649-0.00043974i,-0.0015158-0.00060848i,-0.0010214-8.9582e-05i,-0.00036699+0.00018542i,0.00040407-0.00042136i,0.0010595-0.00011271i,0.00063236+0.00012382i,-6.909e-05-0.00039719i,-0.00060266-0.00050285i,-0.00014641-4.9484e-05i,-3.4092e-06+0.00022892i,-0.00052673+0.00018053i,-0.00029932-0.00026664i,-0.0002617-0.00060386i,-0.00054085-0.00055505i,-0.00021695-0.00027358i,1.7228e-05-0.00030577i
0.0015067-0.00045887i,0.0036136-0.00056846i,0.0035563-0.00030795i,0.0026674-0.00010917i,0.0015724-0.00019133i,-0.00016356+1.8288e-05i,-0.0006479+0.00078093i,-0.00056438+0.001509i,-0.00037546+0.0017197i,-4.3432e-05+0.0009485i,0.00059147-0.0002276i,0.00087203-0.00048311i,8.9674e-06-0.00040093i,-0.00057879+4.4994e-05i,-0.00084384+0.00017792i,-0.0007655-0.0002683i,-0.00019096-0.00063815i,0.00028129-0.0011123i,0.00066759-0.0011928i,0.0010216-0.00053027i,0.00089422+0.00026092i,0.00026858+0.00010249i,-0.00012263-0.00049622i
-0.0019417+0.0021337i,-0.0034865+0.0023228i,-0.0033208+0.00043299i,-0.002112-0.0021557i,-0.0014577-0.0022863i,-0.00059681-0.0014797i,-0.00030273-0.00096082i,-0.00097535-0.0003662i,-0.0013048-0.00010514i,-0.00083676-0.00013916i,0.00039203+8.8284e-05i,0.00080428-9.5424e-05i,-0.00068417-0.00012462i,-0.0014681+0.00047374i,-0.00069937+0.00036051i,-0.00055722-0.00043516i,-0.00018673-0.00071077i,0.00080145-0.00060118i,0.00047748-0.00017535i,0.0009757-0.00025334i,0.001215-0.00033864i,0.00047827-1.4381e-05i,0.00024995+0.00021877i
-0.0020534-0.0018682i,-0.0021491-0.0010003i,-0.00099004-5.0124e-05i,-0.00092686-1.159e-05i,-0.00029441-0.00088799i,0.0005421-0.0011307i,0.00024937-0.00075919i,0.00044092+0.00025506i,0.00041121+0.00080585i,-3.7256e-05+0.00085037i,4.1091e-05+0.00086961i,0.00028713+0.00041976i,0.0001428-1.6091e-05i,-9.0803e-05-0.00029682i,-0.00057926+4.8381e-06i,-0.0013838-0.00013881i,-0.001078-0.00030747i,-0.00092565+0.00032124i,-0.00076059+0.00069158i,2.6181e-05+0.00046395i,-1.0999e-05-0.00019488i,0.00010593-0.0005126i,0.00037741-0.00062724i
0.0039003+0.00023346i,0.0045467-0.00016429i,0.0021767-0.001004i,-0.00015467-0.0012746i,-0.00087356-0.00049562i,-0.00073266-0.00018739i,-0.00053411+0.00044255i,-0.00052765+0.00040836i,-0.0012323-0.0010129i,-0.0012277-0.0012789i,-0.00064715-0.0009264i,-0.00063674-0.00029615i,-0.00046702+0.00075703i,-9.02e-05+0.00074389i,0.00040717+0.0004774i,5.9179e-05+0.00068256i,-0.00056259+0.00055117i,-0.00030496+0.00049617i,-0.0002651+0.00068464i,-0.00064349+0.00064121i,-0.0010151-7.8146e-05i,-0.0010627-0.00020617i,-0.00018446+0.0005026i
-0.0033738+0.0023278i,-0.0038482+0.0033578i,-0.0015525+0.003032i,0.00047638+0.0012409i,0.00057253-1.6534e-05i,0.00024954-0.00078722i,-6.6978e-05-0.00055277i,0.00042951+0.00038195i,0.00033072+0.00061442i,-0.000423+0.00080958i,0.00016132+0.001028i,0.00039159+0.0007623i,-0.00026765-9.9765e-05i,0.00043929-0.00014895i,0.00064996+0.00026976i,-5.0159e-05+0.00018309i,-0.0002599-1.234e-05i,0.00018433+0.00038532i,0.00045102+0.00080835i,0.00053417+0.0010493i,0.00019666+0.00067798i,0.00032479+6.0871e-05i,0.00063457+0.00013938i
0.00038475-0.0039074i,-0.00065492-0.0041098i,-0.0018291-0.00072665i,-0.0015447+0.0006569i,-0.0009427+1.9693e-05i,-0.00172+0.00035071i,-0.0020575+0.00035796i,-0.0018116+0.00017837i,-0.0012833-3.6422e-05i,-0.0010361-0.00048855i,-0.00034353-0.00023713i,0.00039424+0.00029066i,0.00084565-5.549e-05i,0.0013235-6.7245e-05i,0.0012054+0.00015414i,5.1893e-05-0.0004509i,-0.00080753-0.0013386i,-0.00090789-0.001327i,-0.00063399-0.00044195i,-0.00097972-5.2836e-05i,-0.0016443+2.5757e-05i,-0.00094182-0.00044857i,0.00037488-0.00077915i
0.0013284+0.0021564i,0.0023467+0.0018045i,0.00147+0.00078028i,0.00039019-0.00018821i,-3.3633e-05-0.00023284i,-0.00024328-0.00025835i,-9.6774e-05-0.00049584i,0.00071748-0.0010539i,0.0012184-0.0011197i,0.0010312+5.513e-05i,0.0006035-0.00010715i,0.00020163-0.0010417i,-0.00048402-0.00073304i,-0.00010076+0.00057718i,-4.736e-05+0.00098651i,-0.00077111+0.0004169i,-0.00063279+0.00014371i,0.00025538+0.00052113i,0.00065287+0.00071167i,0.00036202+0.00041039i,0.00058369-0.00014609i,0.00061234-0.00063391i,0.00065328-3.3605e-05i
-0.0021061+0.0016202i,-0.0020669+0.0030625i,0.0004387+0.0031021i,0.0018288+0.00070977i,-0.00034604-0.001468i,-0.0020839-0.001113i,-0.0018713+0.00034487i,-0.0013863+0.00024467i,-0.00098506+8.161e-05i,-0.00033981+0.00098591i,-5.4887e-05+0.00068786i,-0.00083846+8.9842e-05i,-0.0010847-0.0003859i,-0.00068284-0.0010957i,-3.8496e-05-0.0011234i,0.0008742-0.00097589i,0.00066841-0.00042029i,0.00015777+9.2221e-05i,0.00016917-0.00023607i,-0.00011624-0.0003814i,-0.00025082+0.00017932i,-0.00035037+0.00044538i,-6.9093e-05+0.00013735i
0.0038917-0.0026296i,0.003305-0.0039883i,0.0019239-0.0056569i,8.7628e-05-0.0048363i,-0.00095359-0.0026107i,-0.0011728-0.0014431i,-0.00034545-0.0010407i,0.00086331-0.00060218i,2.2909e-05-0.00064335i,-0.001366-0.00010451i,-0.00077652-9.0331e-05i,-0.00018055-0.00022198i,-0.0006063+0.00081632i,-0.00075084+0.00082472i,-0.00014741-0.0005018i,0.00020859-0.00071268i,-0.0005288-8.7428e-05i,-0.00078293-0.00013868i,-0.00032058-0.00082289i,3.3658e-06-0.00083163i,2.8055e-05+0.00011002i,0.00064139+0.00082719i,0.00079135+0.00054207i
0.0020936+0.0026559i,0.0033355+0.0027742i,0.0042149+0.00093558i,0.0017442-0.00078522i,-0.0026518-0.0017763i,-0.0030288-0.00084643i,-0.0020265+0.00041698i,-0.0016825+0.00064666i,-0.00053524+0.00052794i,-0.00024701-0.00011025i,-0.00072168+0.00052956i,-0.0009562+0.001448i,-0.0010515+0.00014746i,-9.718e-05-0.00061292i,0.00075644+4.4723e-05i,0.00063966+0.00055862i,0.00061358+0.00027063i,0.00036232-0.00036553i,0.00063946+4.694e-05i,0.00072759+0.00060978i,0.00034629+0.00066151i,4.6348e-05+0.00075352i,0.00039375+0.00049757i
-0.0012919-0.00051426i,-0.0037421+0.00044898i,-0.0042026+0.00097982i,-0.0012339+0.00078875i,3.1767e-05-0.00056584i,-0.0015982-0.0013022i,-0.0016761-0.00038899i,-0.0017555+0.00051125i,-0.0019429+0.0004829i,-0.00044684+0.00036812i,0.0006165+0.00052897i,0.00021193+0.00069994i,-7.0947e-05+0.00079178i,-7.2405e-05+0.00044101i,0.0001046+0.00061088i,0.0002625+0.00071498i,0.00042756+0.00035351i,0.00034129-0.00074288i,0.00028058-0.0016431i,4.2248e-05-0.00038907i,-0.0012458+0.00056275i,-0.00097009-6.6782e-05i,0.00046279-0.00062297i
0.001984-0.0032521i,0.0025017-0.0050106i,0.0018524-0.0070373i,0.00058725-0.0055946i,-0.00098349-0.0020493i,-0.0018015+0.00021455i,-0.0018221+0.0015716i,-0.0011679+0.0021668i,-0.00045399+0.0011333i,-0.00054998+0.00062521i,-0.00027789+0.0011766i,0.00046206+0.0011305i,8.2938e-05+0.00045839i,-0.00051495+3.7725e-05i,-0.00025071+7.1093e-05i,-5.8681e-05-0.00059905i,0.00040664-0.00096683i,0.00091946-0.00039167i,0.00094692+0.00046368i,0.00040987+0.00050019i,-0.00070336-0.00037106i,-0.0010843-0.00036031i,-0.00045608-8.4733e-05i
0.00076434+0.0044258i,0.0016028+0.0075264i,0.0020936+0.0073614i,0.0013974+0.0038928i,-5.9052e-05+0.00048854i,-0.00072624-0.00071634i,-0.00085085-0.00085277i,-0.00090843-0.0011711i,-0.00063207-0.00060563i,0.0005973+0.00050807i,0.0016814+0.0006565i,0.0014183+0.00029777i,0.00030013+0.00054087i,-0.00031507+0.00013156i,-0.00043562-9.0349e-05i,-0.00035125+0.00034711i,-0.00039781+0.00032007i,-0.00062787+0.00028613i,-0.0010996+0.00060716i,-0.00094856+0.00054867i,-0.00060366-2.3394e-05i,-0.00077803-2.7818e-05i,-0.00080197-0.00014952i
-0.0028046-0.0032476i,-0.0048-0.0048909i,-0.0062755-0.0044195i,-0.0050118-0.0013636i,-0.0026399+0.00038495i,-0.00090901+0.00034539i,0.00043427+0.00020072i,0.00068531+0.00033613i,-0.00032657+0.00041431i,-0.00069806+0.00052266i,-0.00033952+0.00046857i,-0.00073582+3.8648e-05i,-0.00063415+0.00025132i,-0.00033143-0.00022875i,-0.00014743-0.00054826i,-0.00030383-3.8201e-05i,-0.00084158+0.00054845i,-0.0012906+0.0007197i,-0.00083063-0.00013984i,-0.00044015-0.0010337i,-0.00043368-0.00050816i,0.00017351-6.9545e-05i,-0.00021323+0.00020277i
0.0032625-0.00017437i,0.0055472-0.00010535i,0.0071357-0.0020167i,0.0044294-0.0036186i,-0.0001158-0.0035893i,-0.0019768-0.0023147i,-0.0015881-0.00094438i,-0.0014658-0.00031893i,-0.0012113-0.00042611i,-0.00033903-0.00076024i,-0.0003885-0.00025762i,-0.00032665-0.00061852i,-0.00025726-0.0011739i,-0.00041719-0.0005479i,-0.00023243+0.00020554i,0.00011408+0.00026764i,0.00035986+0.00020009i,0.00045867-1.7117e-05i,1.393e-05+7.7344e-05i,-0.00011048+0.00033683i,-6.9048e-05+0.0011318i,-3.6323e-05+0.0010439i,4.16e-05-0.00035674i
-0.0046164+0.0036293i,-0.0054788+0.006149i,-0.0039437+0.0076386i,-0.0011837+0.0048693i,0.00040293+0.00069323i,-0.00032663-0.00081389i,-0.00059022-0.00021829i,0.00016318-0.00010909i,0.00024941-0.0011063i,-0.00010842-0.00097763i,-0.00022119+0.00033241i,-0.00053931+0.00070583i,-0.0012424+5.1881e-05i,-0.0013344-0.00036902i,-0.00048124+0.00010832i,-0.00024919+0.00034719i,-0.00028685-0.00010614i,0.00030634-0.00010746i,0.0003089-6.1157e-06i,0.00044053+0.00026525i,0.00025937+0.00051814i,0.00034554-0.0002371i,0.0005287-0.00075768i
0.0012739-0.0037183i,0.001732-0.0077526i,0.0006523-0.0086067i,-0.00096725-0.0058228i,-0.0016818-0.0020295i,-0.001878-0.00036077i,-0.0015329+6.8294e-05i,-0.0013596+0.00083218i,-0.0013281+0.0013722i,-0.0008381+0.0014676i,-0.00060475+0.00042981i,-0.00036571+0.00022628i,-0.00070168+0.00010797i,-0.0012271-0.00050555i,-0.00025475-0.00049406i,-6.2625e-06-0.00046581i,0.00018952-0.00070326i,0.00023224-0.0012796i,0.00010334-0.0011549i,0.00038202-0.00098553i,0.00048702-0.0010042i,0.00028386-0.00055299i,-0.0004449-0.00093762i
0.0015448+0.0040249i,0.0031066+0.0076116i,0.0043471+0.0081876i,0.0040743+0.0046388i,0.0028708+0.00097728i,0.0014452-0.0002949i,0.00065279-0.00082262i,0.0004283-0.00079387i,-2.8052e-05+0.00052928i,-0.00031881+0.0015638i,0.0004513+0.00087106i,0.0013029+0.00056407i,0.00088387+0.00078969i,-6.7583e-05-0.00020262i,-0.00083268-0.0011015i,-0.0010642-0.00070426i,-0.00080364+5.8721e-05i,-0.00075409-0.00023771i,-0.000649-0.00069326i,-0.00033478-0.00043234i,0.00026685-9.0039e-05i,0.00055519-0.00021394i,0.00010339-0.00033081i
-0.0040439+0.0015753i,-0.007012+0.00067824i,-0.0068625-0.0004641i,-0.0043752-0.0010876i,-0.0025112-0.00052964i,-0.0025352-0.0010097i,-0.0022359-0.00095467i,-0.0010654-0.00014893i,7.9773e-05+2.4406e-05i,0.00092079+0.00072506i,0.0012914+0.0011209i,0.00021441+0.0008656i,-0.0010668+0.00067126i,-0.00041293+0.00061972i,0.00025786+0.00095223i,-0.00020493+0.00090528i,-0.00044745+0.00053811i,-0.00010788+0.0012324i,0.00041756+0.0010364i,0.00043603-0.00028842i,-0.00016725-0.00063081i,-0.00036447-0.00066544i,-0.00034526-0.00035962i
0.0036307-0.0012815i,0.0061935-0.0025105i,0.0061275-0.0035224i,0.0040991-0.0032931i,0.00057606-0.0027279i,-0.00097204-0.0018583i,-0.00049507-0.00090718i,-0.00059925-0.0010055i,-0.00052804-0.00046039i,-0.00040508+0.00059246i,-0.00024389+0.0005117i,0.00022589+0.00068035i,0.00032067+0.00085864i,-0.00014616+0.00037817i,-0.00013558-0.00025688i,0.00048423-2.3568e-05i,0.00060426+0.00052657i,-0.0002395+0.00046118i,-0.00088427+0.00056331i,-0.00064119+0.00046206i,-0.00026401+0.00086139i,-0.00026644+0.00082913i,-0.00022811+0.00031966i
-0.00095466+0.00036528i,-0.0031712+0.0032676i,-0.0043711+0.0049577i,-0.0035665+0.0044189i,-0.002096+0.0035881i,-0.00089001+0.0026858i,-0.00010304+0.0012753i,-0.0001568+0.00048668i,-0.00094679-0.00020621i,-0.0014075-0.00072113i,-0.00066846-0.00037753i,-0.00029365+0.00034432i,-0.00057741+0.00056019i,-0.00041808+0.00055695i,0.00040714+0.00051514i,0.0011364+0.0004437i,0.00073893+0.00073439i,5.7988e-05+7.5999e-06i,0.00011197-0.001016i,7.4668e-05-0.00085103i,-0.00010903-0.00035028i,-3.7292e-05-0.00021021i,0.00012418+9.4114e-05i
-0.0022708-0.001882i,-0.0020269-0.0043726i,-0.00050897-0.0062671i,0.00018641-0.0054977i,-5.8675e-05-0.0039006i,-0.00077089-0.002957i,-0.0017503-0.001935i,-0.0005805-0.0003609i,0.00067249+0.00025974i,-4.5917e-05-0.0005822i,0.0001429-0.00095401i,0.00037874-0.00058946i,0.00015724-0.00063846i,-0.00016098-0.00013776i,-0.00070165+0.00029313i,-0.00026297-0.00026799i,0.00074853-0.00028701i,0.0010106-0.00023597i,-8.4497e-05+0.00021862i,-0.0010879-7.065e-05i,-0.00029754-0.00046968i,-0.00015588+0.00038167i,-0.00053674+0.00068799i
-0.00097795+0.0010935i,-0.00030854+0.0038907i,0.00090236+0.0061888i,0.0011751+0.0061843i,0.00056108+0.0036839i,0.00080353+0.0012223i,0.0013813+0.00053279i,0.0010222+0.00086442i,-8.3191e-05+0.0009532i,-0.00019059+0.001281i,0.00063788+0.0013702i,0.00068618+0.00041744i,7.7858e-05+0.00032512i,-0.00080747+0.00012375i,-0.00075861-0.00031465i,1.1715e-05-0.00028281i,0.00041933-0.00032838i,0.00036047-0.00034368i,0.00045753+9.8984e-05i,0.00030707+0.00021748i,-3.0806e-05+1.2137e-05i,1.918e-05+0.00015115i,-0.0001604+0.00031496i
-0.0031287+0.00090932i,-0.0057007-5.3627e-05i,-0.0080054-0.00025561i,-0.00641-0.00070563i,-0.0034914-0.0003082i,-0.0022015-0.00022586i,-0.0014567-0.00028243i,-0.00085054-0.00027314i,-0.00037731-0.00041315i,1.523e-05+0.0001924i,-0.00046492+0.0005141i,-0.00094581+0.00015223i,-0.0010314+0.00039491i,-0.00041854+0.00033433i,0.00053328+0.00011284i,0.0011022+0.0003309i,0.00048555+0.00012537i,-0.00056817+4.9835e-05i,-0.00023442-7.8171e-05i,0.00031395-0.00029683i,0.00045475+0.00026134i,0.00068156+0.00080463i,0.00033549+0.00069406i
3.2855e-05-0.00082299i,0.0021808-0.0014262i,0.0039836-0.0012672i,0.0038746-0.0016485i,0.0021747-0.0024261i,0.00086315-0.0026615i,0.0010314-0.00086277i,0.0010617+0.0010041i,2.12e-05+0.00035084i,-0.00073582-0.00074155i,0.00021292-0.00054038i,0.00066529+0.00013847i,0.00042138+0.00062032i,8.8161e-05+0.00033546i,-0.000466+0.0005336i,-0.00032893+0.00061189i,-4.3778e-05+0.00028905i,-0.00050664+5.417e-05i,-0.00041322+8.6432e-06i,0.00071514-0.00039175i,0.0011698-0.00066522i,0.00097076-7.6273e-05i,0.0011426-0.00035066i
-0.001093-0.00068089i,-0.0033168+0.0010525i,-0.0049475+0.0029922i,-0.0050744+0.003526i,-0.003587+0.0026073i,-0.0016247+0.0011673i,-0.00060932+0.00080929i,-0.00068363+0.00071057i,-0.00076976+0.00016862i,-0.00086876+5.5349e-05i,-0.00082294-6.0053e-05i,-3.0205e-05-1.8391e-05i,0.00020576+0.00012749i,-1.5084e-05+0.00053594i,0.00011443+0.00038898i,-0.00022931+0.00016105i,-0.00030691+0.00074335i,-0.00017893+0.0012714i,-0.00027889+0.0011641i,7.3961e-05+0.00016907i,-0.00017202-0.00043909i,-0.0005568-0.00020115i,-0.0003959+0.00051032i
-0.00043887+0.0029311i,0.00046899+0.0013408i,0.003211-0.002104i,0.0036528-0.0040419i,0.0011171-0.0034439i,-0.00094552-0.0020728i,-0.0011593-0.0011303i,-0.00053699-0.00068476i,0.00025664-0.00027374i,0.00081516-0.00059645i,0.0010221-0.0010646i,0.00079153-0.0007322i,4.7472e-06-0.00071581i,-0.00091233-0.00022487i,-0.00078592+0.00030785i,-6.3335e-05-0.00016517i,-7.4466e-05-0.00088574i,-0.00014929-0.0009663i,-0.00046911-0.0006131i,-0.00032678-0.00012631i,0.00017801+0.00045387i,0.00024046+5.5715e-06i,0.00048449-0.00031057i
-0.0003498+0.00025415i,0.00042729+0.0010573i,0.00024543+0.0031269i,4.3008e-05+0.0032155i,0.00019247+0.0010023i,3.7913e-05+0.00041264i,-0.00025526+0.00012564i,0.00013246+0.00027254i,0.00082033+0.0011057i,0.00075733+0.00092774i,0.00024674+0.00027797i,-0.00012879+0.00050277i,-0.00017052+0.00075745i,-5.3612e-05+0.00030828i,-0.00030801-0.00017718i,-0.00045402+0.00052254i,-8.964e-05+0.0012969i,-3.5426e-05+0.00075692i,-0.0005406+0.00036517i,-0.00043907+0.00064647i,-0.00069581+0.0014964i,-0.0014276+0.0013303i,-0.001348+0.00058572i
-0.00087181+0.0014819i,-0.0020238+0.00038109i,-0.0018539-0.001522i,-0.0012276-0.0032994i,-0.00052809-0.0030982i,-7.7516e-05-0.0020802i,-0.00069375-0.00078625i,-0.00044974+0.00083376i,0.00040315+0.0012736i,0.000649+0.00053703i,0.00037398+0.00046615i,-0.00017348+0.00034173i,-0.0005626+7.4521e-05i,-0.00036585+0.00020614i,2.1931e-05-2.1056e-05i,0.0001698+0.00014721i,0.00056059+1.8748e-05i,0.0013817-0.00026112i,0.0015092+7.2172e-05i,0.00080589+0.0001768i,-8.4514e-05+0.0003028i,-0.00060001+0.00071492i,-0.00077878+0.0014361i
-0.0014322+0.00012123i,-0.0010664-3.399e-05i,0.0010688+0.0013407i,0.0020757+0.001575i,0.0015663+0.00055298i,0.00085548-0.00026258i,-2.0016e-05-0.00029492i,-0.001479-3.849e-06i,-0.0018054+0.00060453i,-4.6548e-05+0.00044512i,0.00095221+0.00023588i,5.9007e-05+0.00038305i,3.8287e-05+0.00038215i,9.8834e-05+3.6832e-05i,-0.0003175-0.00045043i,-0.00074236-0.00093631i,-0.00058777-0.00085268i,0.00040743+0.00033004i,0.00048744+0.00063487i,0.0001723+0.00026805i,0.00045159+0.00059121i,0.00060128+0.0004181i,0.0006304+9.8611e-05i
-0.0016431+0.00072532i,-0.0018623+0.0033697i,-0.0030214+0.0047855i,-0.0027428+0.0027061i,-0.0013273+0.00036301i,-0.00098322+0.00012408i,-0.00095483+0.0011112i,0.00038043+0.0009672i,0.0013176+0.00091903i,0.0011241+0.0011087i,0.00012866+0.0012854i,-0.0006911+0.00058048i,0.0002466-0.00021195i,0.0011291-1.0817e-05i,0.00017958+0.00047833i,8.5021e-05+0.00057438i,0.00087006+0.00025961i,0.00027901+0.00042293i,-0.00031325+0.00093219i,3.5574e-05+0.0006813i,0.0015756+5.3981e-05i,0.0017174-5.7673e-05i,0.0002142+0.00058588i
0.00029881+0.0014463i,0.0013862+0.00019119i,0.0038995-0.001388i,0.0034084-0.0023346i,0.00098148-0.0028299i,-0.00091172-0.001898i,-0.0017473-0.0014158i,-0.001046-0.0017905i,0.00030897-0.0014332i,0.00065168-0.00087422i,0.00032874-0.00044324i,-2.3964e-05+0.00025738i,-0.00055272+0.00040358i,-0.00073533-4.9711e-05i,-0.00053067-0.00022227i,-0.00065587-0.00026437i,-0.0009896-0.00023052i,-0.0010457+0.00022617i,-0.0001226+0.00052347i,0.00094602+0.00046012i,0.00090582+1.7833e-05i,0.00049272-0.0001212i,0.0008591-4.7521e-05i
-0.0034396+0.0023245i,-0.0027612+0.0026657i,-0.0014142+0.0041422i,-7.5052e-05+0.0036813i,0.00038169+0.0013478i,-0.00044473-0.00048136i,-0.001223-0.00073839i,-0.00057339-0.00074291i,0.00039892-0.00069627i,0.00075794+1.3655e-05i,0.00031065+0.00030795i,-0.00040572-0.00045048i,-0.0014963-0.00088014i,-0.0018651-0.00045665i,-0.0016772-0.00016129i,-0.0008157-0.00010599i,-5.7204e-06+0.00049635i,0.00033676+0.00048821i,0.00018543+0.00022354i,-3.9276e-05-0.00020288i,2.346e-05-0.00053253i,-0.00022353-0.00016906i,-0.00030311-3.0334e-05i
-0.00057128-0.0011767i,-0.0011341-0.0011965i,-0.0010166-0.0013347i,-0.0003657-0.001915i,-0.00054766-0.00121i,-0.0014166-0.00030865i,-0.0017719-0.00010023i,-0.0014922+0.00018155i,-0.0010519+0.0008827i,-0.00014372-8.9927e-05i,0.0010767-0.00071389i,0.0011132-0.00021488i,0.00038181-0.00032749i,0.00028609-0.00090515i,4.2502e-05-0.00030927i,-0.00038783+0.00023045i,0.00024833-0.00058209i,0.00036943-0.00050269i,-0.00052065+0.00069485i,-0.00099893+0.00062458i,-0.00050948-0.00032448i,0.00029747-0.00076049i,0.00033473-0.0010187i
-0.00012575+0.00011727i,0.00053691+0.00042263i,0.001286+0.0021967i,0.0014514+0.0028939i,0.0010492+0.0010453i,0.00057761-0.00027676i,-7.0385e-06-2.4219e-05i,-0.00035157+0.00024295i,-7.1392e-05+0.00036644i,0.00026277+0.00053702i,0.00051927+0.00015761i,0.00012471+1.5447e-05i,-0.0002178+9.565e-05i,0.00080427-0.00051237i,0.0012465-0.00053584i,0.0007126+0.00011624i,0.0009196+0.00016114i,0.0010828-5.4873e-05i,0.0007908-0.00012769i,0.00043261+0.00019342i,0.00019594+0.00098509i,-0.00037882+0.00096799i,-0.00016338+0.00028543i
-0.0011677+0.00033853i,-0.0021863+0.0010459i,-0.0028149+0.00028589i,-0.0022238-0.00073862i,-0.0024262-0.00076794i,-0.0025593-0.00078072i,-0.001695-6.1824e-06i,-0.0010601+0.00078619i,-0.00067526+0.00062089i,-0.00049863+0.0001067i,-0.00053882-0.000798i,-0.00014106-0.001178i,-0.00016439-0.00059342i,-0.00010656+0.00010349i,0.00057094+0.00019211i,0.00089692-0.00014249i,0.00065907+0.00047296i,-3.8732e-05+0.0003063i,-0.00061722-0.00048321i,-0.00031168-1.4613e-05i,0.00052715+0.00010726i,0.00042073+3.2423e-05i,-0.00067695-0.00019912i
0.00018191+0.00072658i,0.0013203+0.00042467i,0.0021418-0.00071545i,0.00095952-0.0003143i,-0.00045941-0.0001662i,-0.0004932-0.0003758i,-0.00019336+0.00055247i,-0.00038263+0.0010976i,-0.00082175+0.00014986i,-0.0010227-0.00038091i,-0.00079506+0.00027502i,-0.00041316+0.00065574i,0.00041324+0.00024146i,0.001049-5.0452e-05i,0.00060532-0.0006395i,0.00024077-0.0015191i,0.00027444-0.0014325i,-0.00022778-0.00068608i,0.00018659+0.00012171i,0.00096853+0.00048459i,0.0004985+1.7267e-05i,-5.4947e-05-0.00089717i,-0.00027441-0.0010245i
-0.002851+0.00081052i,-0.0038909+0.0015108i,-0.0033175+0.0022822i,-0.0016824+0.0025493i,-0.00030094+0.0020435i,0.00027727+0.0011645i,-3.9182e-05+6.4174e-05i,-0.00078756-0.00018536i,-0.0011414+9.9144e-05i,-0.00046267+0.00093215i,0.00068161+0.0013105i,0.0012456+0.00060832i,0.00056957+0.00067527i,-6.3574e-05+0.00044614i,-0.00012026-0.00042714i,-0.00029484-0.00052572i,-0.00042726-0.0010516i,0.00016116-0.0010054i,0.0006085-0.00036782i,0.00071405-0.00046869i,8.7468e-05-0.00027307i,-0.00012543+0.00019038i,0.00017566+0.00035569i
-0.00069041+0.00010713i,-0.00024047-0.0013105i,-0.00064022-0.0029719i,-0.001125-0.0033444i,-0.0013107-0.0020905i,-0.00099504-0.00067577i,-4.0147e-05-8.1813e-05i,9.5021e-05+0.00033113i,-0.00021176+0.0011842i,-3.251e-05+0.0012433i,0.00028554+0.00069913i,-7.0185e-05-0.00045322i,0.00024654-0.00021384i,0.00013518+0.00065402i,-5.0123e-05-0.00027899i,4.8787e-05-0.00058969i,-0.00075982+0.00024393i,-0.0007073+0.00040713i,4.4679e-05+1.6493e-05i,0.00036806+0.00032773i,6.0809e-05+0.00012675i,-0.00060141-0.00030634i,-0.00032251-0.00031041i
-0.0002764+0.00030813i,0.00075658+0.0016426i,0.00069278+0.0027929i,-0.00025946+0.0023758i,-6.0143e-05+0.00066536i,0.00027657-9.8633e-05i,6.7965e-05+0.00048291i,6.1832e-05+0.0011274i,-0.00071488+0.00078783i,-0.001335+0.00044483i,-0.00057605+0.00015329i,0.00025181-3.9332e-05i,0.00032314-0.00077117i,0.00036682-0.001286i,0.00076616-0.00056136i,0.00042831+0.00026807i,-0.00039132+0.00082381i,-0.00029162+0.0010018i,0.00010269+0.00058453i,-0.00013838+0.00020305i,-0.00078639-0.00030976i,-0.00077616-0.00050046i,-0.00042315-0.0002297i
0.00074275-0.0013724i,-0.00083827-0.0031201i,-0.0021897-0.0046839i,-0.0025358-0.0030647i,-0.0033676-0.0014366i,-0.0027428-0.001768i,-0.00070356-0.00070277i,-0.00088709-6.4412e-05i,-0.0021041-0.0001984i,-0.0016258+3.1217e-05i,-0.00045402+0.00026086i,-0.00048146+0.00043097i,-0.00040605+0.00061031i,0.00013453+0.00056033i,0.00034404+0.00033844i,-8.2663e-05+0.00088091i,-0.00040032+0.00052559i,-0.00026118-0.00032152i,-0.00021402+0.00029955i,-0.00037944+0.00083747i,-0.00055448+0.00062543i,-0.00081412+0.00034697i,-0.001033+0.00037414i
