-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
0.077308+0.0059402i,0.067394+0.10298i,0.019741+0.23997i,-0.009023+0.26891i,-0.037436+0.17764i,-0.081445+0.066944i,-0.12712-0.026412i,-0.17179-0.065932i,-0.14466-0.038768i,-0.061325-0.030501i,-0.029674-0.042478i,-0.026307-0.027708i,-0.0043806-0.01699i,0.008268-0.01644i,0.0065759-0.011258i,0.0054981-0.0071157i,0.0071014-0.0043249i,0.012034-0.0019562i,0.016939-0.0027865i,0.018979-0.0059116i,0.02051-0.0081652i,0.021481-0.0095219i,0.017246-0.010712i
0.13029+0.010045i,0.26777-0.089788i,0.3401-0.26827i,0.23335-0.37476i,0.06642-0.29285i,0.023201-0.11024i,0.078723+0.027208i,0.13381+0.07697i,0.12123+0.06158i,0.059716+0.04603i,0.023241+0.046777i,0.0097085+0.034361i,-0.0066889+0.01683i,-0.011121+0.0082238i,-0.0025621+0.0060775i,0.0065511+0.003989i,0.010123-0.0061624i,0.0031933-0.018368i,-0.0064306-0.018338i,-0.0092106-0.0078179i,-0.0083748+0.0022312i,-0.0082782+0.0066315i,-0.0086545+0.0035163i
-0.10126+0.057521i,-0.21694+0.12364i,-0.28591+0.19212i,-0.21463+0.2067i,-0.081186+0.11283i,-0.031574-0.020492i,-0.044471-0.080289i,-0.059319-0.080493i,-0.058137-0.047932i,-0.029871-0.011361i,-0.003597-0.0077328i,0.006714-0.0092569i,0.016036+0.00058531i,0.015054+0.0054418i,0.0083057+0.0061705i,0.0037869+0.0059312i,-0.0015032+0.010348i,-0.0032578+0.019714i,-0.0029269+0.024691i,-0.0016592+0.021719i,-0.0008241+0.014427i,-0.0018658+0.011489i,0.0019483+0.014599i
0.041362+0.076804i,0.14706+0.20229i,0.30497+0.3308i,0.37914+0.32034i,0.29052+0.20828i,0.13346+0.1442i,0.030682+0.13997i,0.005691+0.13109i,0.0036195+0.077536i,-0.02193+0.020768i,-0.033911+0.014571i,-0.014597+0.016561i,-0.0071464+0.00017026i,-0.012346-0.0039356i,-0.013528+0.0010031i,-0.013249+0.003154i,-0.008081+0.00406i,-0.00097739+0.0010062i,0.0022676-0.0069571i,-0.0003696-0.016078i,-0.0056159-0.018937i,-0.0059375-0.014727i,-0.0012016-0.0087699i
-0.061137-0.091736i,-0.084843-0.26426i,-0.13554-0.39188i,-0.19674-0.30225i,-0.18664-0.10787i,-0.079218-0.044315i,0.0022765-0.11282i,-0.0010493-0.16604i,-0.018319-0.12945i,0.0059632-0.056529i,0.029514-0.023968i,0.015667-0.011753i,0.0053606+0.00882i,0.013397+0.01069i,0.015974-0.0033392i,0.012441-0.012997i,0.0043657-0.015518i,-0.004249-0.0089375i,-0.0060456-0.00019796i,-0.0031316+0.0051057i,0.0016119+0.009404i,0.0034651+0.0081652i,-0.0037875+0.00071406i
-0.11396-0.076993i,-0.2418-0.023414i,-0.32449+0.032163i,-0.23558+0.0064913i,-0.073948-0.049098i,-0.026467-0.046288i,-0.038837+0.029208i,-0.0094107+0.094546i,0.034012+0.081252i,0.035895+0.021817i,0.0035941-0.014084i,-0.016713-0.018321i,-0.013359-0.019509i,-0.009791-0.017252i,-0.01275-0.0091565i,-0.015339-0.00049866i,-0.0088322+0.0063865i,0.0041835+0.0039297i,0.012189-0.0021304i,0.014165-0.0022188i,0.014246-0.00091224i,0.013191+0.0001323i,0.011428+0.0016331i
0.22584-0.038465i,0.32731-0.0197i,0.32809-0.013031i,0.19521-0.054729i,0.079415-0.083001i,0.06681-0.047526i,0.09125-0.018882i,0.084278-0.027169i,0.036072-0.027853i,-0.0091744-0.0024496i,-0.011652+0.015752i,-0.0010222+0.0085785i,-0.0053805+0.005988i,-0.005145+0.014919i,0.0032719+0.019677i,0.011382+0.015964i,0.012743+0.0072137i,0.0028532+0.0012681i,-0.011253+0.001644i,-0.020086+0.0057324i,-0.02086+0.0066722i,-0.0161+0.0013833i,-0.0081777-0.0037382i
0.082001+0.16456i,0.035104+0.084815i,-0.064853+0.017697i,-0.098232+0.094336i,-0.047207+0.17902i,-0.009175+0.13521i,-0.053888+0.063278i,-0.095309+0.063707i,-0.063321+0.071823i,-0.016708+0.037171i,0.0014236+0.010596i,0.017975+0.0084062i,0.031256-0.0071022i,0.018807-0.029003i,-0.00027623-0.034703i,-0.0098063-0.030552i,-0.012742-0.023654i,-0.010241-0.014234i,-0.00479-0.0043789i,0.0036233+0.0022094i,0.0097793+0.0023157i,0.0053599+0.002904i,-0.0054314+0.0097754i
-0.27939+0.19309i,-0.24869+0.32872i,-0.097421+0.35323i,-0.0097269+0.20764i,-0.064747+0.041222i,-0.090491-0.013805i,0.0010008-0.038462i,0.066798-0.099233i,0.045264-0.11859i,0.0065334-0.069373i,-0.0075886-0.015428i,-0.010036+0.0041455i,-0.014709+0.0087964i,-0.010596+0.019085i,9.3782e-05+0.027848i,0.0080287+0.030895i,0.011543+0.025443i,0.0077424+0.013062i,0.0048817+0.0014173i,0.0047905-0.0092489i,0.003428-0.0148i,0.0052032-0.011203i,0.010143-0.0079728i
-0.10089-0.34238i,0.017883-0.41711i,0.23141-0.42282i,0.3141-0.36273i,0.22527-0.23438i,0.094475-0.11985i,-0.013067-0.056127i,-0.081442+0.00050365i,-0.082558+0.054525i,-0.032839+0.063188i,-0.0032433+0.028935i,-0.0073122+0.0093012i,-0.00027565+0.012768i,0.018177+0.0088371i,0.024718-0.0040769i,0.01733-0.012514i,0.0097635-0.0066868i,0.013039+0.0049957i,0.017675+0.0095914i,0.012786+0.010154i,0.0022811+0.011378i,-0.00321+0.00803i,-0.0021534-0.0020167i
0.28331-0.29464i,0.10212-0.39775i,-0.17367-0.33008i,-0.17992-0.19247i,0.011228-0.14071i,0.083931-0.11197i,0.063059-0.021679i,0.089191+0.042021i,0.10332+0.014418i,0.05967-0.030143i,0.023239-0.039377i,0.0075981-0.039023i,-0.016763-0.033311i,-0.040686-0.012139i,-0.045889+0.0061875i,-0.041063+0.0092845i,-0.035303+0.0028374i,-0.02933-0.00097821i,-0.022408-0.001278i,-0.014968-0.0037116i,-0.0089176-0.0050191i,-0.0045827-0.00035392i,-0.00077334+0.009854i
0.23711+0.49566i,0.2373+0.65174i,0.10544+0.66715i,-0.039583+0.56645i,-0.095036+0.41938i,-0.081411+0.2571i,-0.084217+0.097311i,-0.12171-2.4658e-05i,-0.12422-0.013178i,-0.077117-0.0014847i,-0.037888+0.005628i,-0.019118+0.020753i,0.0038207+0.02857i,0.025666+0.014325i,0.033137-0.0025666i,0.032148-0.0095072i,0.024703-0.009705i,0.012035-0.0076309i,0.00031065-0.0050695i,-0.0070904+0.00067801i,-0.0065114+0.0033939i,-0.002529-0.0012809i,-0.0026014-0.0054753i
-0.28979+0.30783i,-0.16952+0.25362i,-0.0072732+0.033822i,-0.020408-0.10097i,-0.078774-0.079473i,-0.024403-0.029345i,0.06527+0.010375i,0.12961+0.040074i,0.14185+0.033553i,0.093597+0.017756i,0.044009+0.023658i,0.032871+0.022941i,0.032004+9.4642e-05i,0.016869-0.021535i,-0.0033134-0.022121i,-0.0074838-0.0087198i,0.0067689-0.0060654i,0.015608-0.016465i,0.0092699-0.019641i,0.0058053-0.0087011i,0.0086637+0.0021063i,0.0042903+0.0034058i,-0.005217+0.00050529i
-0.46837-0.47864i,-0.53788-0.44888i,-0.37993-0.22198i,-0.1554-0.044738i,-0.053067-0.030859i,-0.050125-0.063101i,-0.03607-0.089727i,-0.030589-0.11927i,-0.052799-0.10604i,-0.055713-0.054463i,-0.039318-0.032615i,-0.036866-0.031042i,-0.032393-0.0084692i,-0.013674+0.020573i,0.00086537+0.03051i,-0.0011924+0.025946i,-0.010036+0.023484i,-0.0095022+0.027074i,0.0013706+0.02647i,0.008033+0.017637i,0.0062596+0.0076793i,0.0063251+0.0045323i,0.011348+0.0054326i
0.45453-0.32132i,0.50555-0.27393i,0.49251-0.15581i,0.46024-0.12576i,0.36162-0.10101i,0.2221-0.020022i,0.092109+0.055827i,0.0111+0.10824i,0.0022466+0.10479i,0.0091655+0.047011i,0.005118+0.015776i,0.0099487+0.010473i,0.008832-0.0060106i,-0.0043467-0.021574i,-0.011162-0.026595i,-0.01062-0.02491i,-0.0079724-0.016295i,-0.0032484-0.0048198i,0.0022676-0.00075257i,0.0024363-0.0063666i,-0.0025336-0.011299i,-0.0020529-0.011084i,0.0028141-0.010046i
0.48704+0.22301i,0.39405-0.018315i,0.0014239-0.27915i,-0.29859-0.25784i,-0.28031-0.079685i,-0.13489-0.028692i,-0.055735-0.076743i,-0.034596-0.10805i,-0.028426-0.092425i,-0.0088331-0.050419i,0.017045-0.025719i,0.020866-0.019257i,0.0076395-0.010918i,-0.00031021-0.0018289i,0.0063994+0.0040376i,0.017892-0.0044319i,0.012475-0.025209i,-0.0076303-0.032461i,-0.019518-0.016994i,-0.015614-0.00081873i,-0.0079742+0.0052108i,-0.0080883+0.0078928i,-0.011659+0.0087426i
-0.57843+0.54399i,-0.65559+0.66183i,-0.54387+0.57999i,-0.33623+0.37922i,-0.15013+0.16408i,-0.074257+0.066919i,-0.043674+0.080464i,-0.0084564+0.093445i,0.010154+0.076307i,0.0034572+0.049372i,-0.021162+0.034631i,-0.027437+0.035198i,-0.0073259+0.028801i,0.0099469+0.017043i,0.0086451+0.010823i,-0.0045942+0.015679i,-0.0094667+0.02791i,-0.00022658+0.026085i,0.0072336+0.0094086i,0.0067184+2.6173e-05i,0.0071911+0.00092836i,0.0098744+0.0019966i,0.010147-0.00029968i
-0.16627-0.21632i,0.10605-0.060817i,0.44681+0.087904i,0.46741+0.057978i,0.23001-0.034365i,0.077437-0.054611i,0.055575-0.052175i,0.050859-0.06102i,0.014665-0.056729i,-0.020445-0.023405i,-0.012787+0.0028191i,0.0029753+0.0019904i,0.00051147+0.0047618i,-0.0032653+0.015039i,-0.0067341+0.019813i,-0.0079485+0.022355i,0.0020859+0.023264i,0.012259+0.01887i,0.0097026+0.010503i,-0.0012944+0.0047807i,-0.0093718+0.0015226i,-0.011897-0.005212i,-0.011334-0.010322i
0.21888-0.62614i,0.14628-0.7329i,0.11137-0.54179i,0.18404-0.23687i,0.21132-0.03869i,0.12032+0.019358i,0.0056623+0.030797i,-0.044297+0.055261i,-0.016002+0.064625i,0.026936+0.024516i,0.029169-0.021751i,0.01349-0.034918i,0.0074696-0.036425i,0.0012371-0.041792i,-0.0031748-0.046551i,-0.0061245-0.051147i,-0.018272-0.048381i,-0.0248-0.029528i,-0.012412-0.0078056i,0.0064149-0.00057598i,0.015024-0.0015943i,0.012233+0.0021777i,0.0064516+0.011603i
0.2332+0.49685i,0.067157+0.55364i,-0.14629+0.39485i,-0.19343+0.16273i,-0.13126+0.022131i,-0.062479-0.025429i,0.00073069-0.062426i,0.024648-0.11119i,0.0095553-0.11221i,-0.00095547-0.062236i,0.0021019-0.012833i,0.00031036+0.010034i,-0.0079249+0.017276i,-0.0054284+0.023318i,0.0045061+0.030951i,0.015806+0.039278i,0.028274+0.034488i,0.026686+0.016829i,0.011504+0.002244i,0.00085858-0.0070259i,-0.002527-0.01046i,-0.00072382-0.0085054i,0.0049638-0.0074546i
-0.034746+0.064959i,0.054801-0.14671i,-0.0080786-0.29244i,-0.14401-0.19834i,-0.12881-0.029236i,-0.045692+0.036951i,-0.03935+0.063533i,-0.053962+0.11606i,-0.038793+0.13092i,-0.019031+0.094589i,-0.0093386+0.053454i,0.0030459+0.032021i,0.02478+0.018159i,0.035529+0.00093895i,0.030924-0.0078247i,0.027428-0.0097216i,0.028954-0.013552i,0.026739-0.019951i,0.013759-0.018439i,-0.0011886-0.0010859i,-0.007748+0.01593i,-0.0093705+0.018932i,-0.0081941+0.012461i
-0.54344-0.20122i,-0.65002-0.13145i,-0.56117+0.0018361i,-0.36738+0.087209i,-0.1554+0.064944i,-0.00044397+0.004275i,0.085774-0.020064i,0.13766-0.053307i,0.12027-0.10389i,0.038032-0.10867i,-0.021343-0.071817i,-0.035256-0.042524i,-0.04525-0.025805i,-0.057732-0.0068734i,-0.064096+0.0014159i,-0.07316-0.0021422i,-0.079569+0.0057405i,-0.065452+0.023205i,-0.037056+0.027481i,-0.014909+0.015447i,-0.0036285+0.0017533i,0.0040262-0.0054159i,0.0088128-0.0068015i
0.55056+0.10779i,0.73567+0.4053i,0.7469+0.56434i,0.5685+0.42415i,0.28276+0.20326i,0.054341+0.075158i,-0.077187+0.0040005i,-0.15503-0.010453i,-0.15106+0.019742i,-0.081478+0.027654i,-0.024467+0.016413i,0.0014911+0.019036i,0.023433+0.024679i,0.045957+0.013962i,0.058581-0.0030505i,0.06069-0.011144i,0.051863-0.012481i,0.035533-0.0073871i,0.021594+0.00090136i,0.0092702+0.0030155i,-1.9371e-05+0.00083999i,-0.0020362-0.00017167i,-0.0055465-0.0027754i
0.029753-0.14079i,0.036875-0.3765i,0.15897-0.52652i,0.22467-0.50149i,0.13589-0.33698i,0.077348-0.12804i,0.12527-0.014715i,0.16237+0.0059264i,0.15137+0.011178i,0.11618+0.011228i,0.075347+0.0056421i,0.047922-0.0091443i,0.020012-0.031221i,-0.0093984-0.036602i,-0.020625-0.025282i,-0.012387-0.018074i,-0.0023468-0.025759i,-0.0096807-0.036498i,-0.021276-0.028672i,-0.012889-0.0092186i,0.0030502+0.0022626i,0.0068412+0.0044877i,0.0021713+0.0057321i
-0.4032+0.36434i,-0.56363+0.28757i,-0.60344+0.042559i,-0.45259-0.093593i,-0.21124-0.076084i,-0.070043-0.074861i,-0.077674-0.090974i,-0.13221-0.069205i,-0.14541-0.029767i,-0.10769+0.0066571i,-0.060305+0.027452i,-0.039723+0.032054i,-0.033243+0.045237i,-0.01558+0.064939i,-0.003594+0.071664i,-0.0090912+0.072322i,-0.011057+0.071847i,0.0029909+0.059829i,0.015921+0.035316i,0.01419+0.010902i,0.0014575-0.0040608i,-0.012642-0.0075736i,-0.013333-0.001448i
0.21455-0.46037i,0.29208-0.45149i,0.11103-0.18527i,-0.10415+0.061516i,-0.13152+0.10474i,-0.11081+0.08847i,-0.081185+0.14264i,0.013846+0.16736i,0.070076+0.10355i,0.050276+0.03557i,0.029869+0.0012744i,0.037009-0.014591i,0.046556-0.03557i,0.029842-0.059992i,0.0061266-0.067305i,0.00034146-0.060745i,0.0024014-0.050716i,0.0030868-0.037826i,0.0024912-0.026339i,-0.0027541-0.017292i,-0.0058349-0.0040558i,0.0028196+0.0062397i,0.011451+0.0051403i
-0.14166+0.0090867i,-0.23398+0.15719i,-0.13462+0.2739i,0.023769+0.29141i,0.083173+0.21317i,0.097212+0.081808i,0.081998-0.052838i,0.035219-0.12996i,0.0031857-0.12644i,-0.0025642-0.082561i,-0.0074864-0.047699i,-0.024509-0.031892i,-0.03436-0.015067i,-0.022502+0.0041515i,-0.0062902+0.01014i,-0.0032568-0.0023229i,-0.013147-0.01244i,-0.020438-0.0022641i,-0.015067+0.012972i,-0.0017244+0.015811i,0.011996+0.0081402i,0.016467-0.0035141i,0.0083961-0.012635i
0.41311+0.35733i,0.48331+0.39911i,0.42041+0.31032i,0.34641+0.13883i,0.25051-0.040937i,0.095996-0.12487i,0.0057665-0.081099i,0.0028465-0.018115i,0.0053861+0.011685i,-0.0040014+0.022608i,-0.0081661+0.026415i,0.0033306+0.034564i,0.028852+0.032219i,0.04517+0.011074i,0.036831+0.00081243i,0.02256+0.016952i,0.024899+0.030272i,0.032538+0.014829i,0.023801-0.0072209i,0.0042186-0.012308i,-0.0118-0.0067554i,-0.017765+0.0056797i,-0.010227+0.015898i
-0.32843-0.27229i,-0.25204-0.42404i,0.0026845-0.39751i,0.13837-0.25699i,0.075539-0.064422i,0.041047+0.099757i,0.064084+0.082981i,0.012021-0.0026392i,-0.052413-0.011767i,-0.05779-0.0012533i,-0.049283-0.0060716i,-0.042459-0.013523i,-0.046057-0.017204i,-0.060088-0.005477i,-0.058433+0.0068959i,-0.043579+0.006323i,-0.031404+0.0025415i,-0.024369+0.0038294i,-0.020558+0.0073661i,-0.014541+0.012459i,-0.001277+0.014427i,0.012464+0.0054773i,0.01331-0.0043972i
-0.060704+0.26701i,0.023748+0.21483i,-0.030995-0.16742i,-0.19863-0.41792i,-0.19811-0.30738i,-0.03509-0.1671i,0.012485-0.10318i,0.006109-0.013557i,0.051073+0.018927i,0.062376-0.011265i,0.037144-0.015664i,0.013299+0.0084234i,0.0027154+0.034825i,0.012624+0.037455i,0.019212+0.014396i,0.012854-0.0078364i,0.0043455-0.01543i,-0.00060177-0.0086989i,0.0041175-0.00013765i,0.010862-0.0036846i,0.0068992-0.015083i,-0.0053555-0.01952i,-0.011763-0.0079381i
0.19141-0.35332i,-0.090552-0.26805i,-0.44978+0.032363i,-0.51101+0.26501i,-0.32319+0.23781i,-0.19087+0.11198i,-0.11799+0.057294i,-0.052019+0.0099698i,-0.026036-0.025034i,-0.01173-0.020068i,0.0089696-0.017147i,0.020211-0.022768i,0.020579-0.028658i,0.012724-0.026281i,0.01589-0.0053661i,0.035615+0.0091875i,0.039598+0.0014675i,0.018263-0.0067218i,-0.0030695-0.0013529i,-0.013402+0.0093186i,-0.016028+0.022511i,-0.0069588+0.032585i,0.0092276+0.02327i
-0.21015+0.23216i,-0.21299+0.42767i,0.043174+0.6129i,0.32205+0.55006i,0.3904+0.28996i,0.29224+0.11228i,0.1746+0.071361i,0.10322+0.083582i,0.076012+0.083132i,0.045049+0.055683i,0.006553+0.035046i,-0.007373+0.021971i,-0.0063028+0.011238i,-0.00067601+0.013558i,0.0033326+0.010224i,-0.0032765+0.0050048i,-0.0031081+0.010296i,0.0075988+0.012039i,0.01255+0.0076418i,0.012659+0.001512i,0.011599-0.010756i,0.0048707-0.024529i,-0.006365-0.028626i
0.32377-0.060038i,0.52145-0.37715i,0.44464-0.50766i,0.23458-0.32432i,0.06167-0.14242i,-0.057151-0.095217i,-0.090502-0.076493i,-0.072921-0.090791i,-0.087263-0.11597i,-0.087884-0.085754i,-0.042897-0.037884i,0.0064402-0.011422i,0.038893-0.015759i,0.034529-0.041229i,-0.0033272-0.046637i,-0.033992-0.028763i,-0.037835-0.015061i,-0.027159-0.012266i,-0.017418-0.014876i,-0.01397-0.015591i,-0.015214-0.011113i,-0.017504-0.0026994i,-0.017317+0.0067028i
-0.34407-0.25959i,-0.42073-0.12534i,-0.24747-0.050684i,-0.0044592-0.15573i,0.031786-0.20466i,-0.030071-0.081443i,-0.022228+0.032841i,-0.0001131+0.068407i,0.011446+0.089082i,0.028513+0.084839i,0.031594+0.054354i,0.02316+0.022693i,0.005542+0.0037531i,-0.0056918+0.0086322i,0.0055203+0.010527i,0.017123-0.0058774i,0.011161-0.016157i,-0.00018769-0.010154i,-0.0024809+0.0033827i,0.0050363+0.015543i,0.017345+0.022976i,0.026403+0.021688i,0.02336+0.013547i
0.095915+0.26156i,0.21027+0.31828i,0.2697+0.078742i,0.10808-0.15736i,-0.020179-0.13976i,0.01342-0.092556i,0.026923-0.11532i,0.024825-0.10022i,0.050124-0.076105i,0.040282-0.053723i,0.01806-0.020763i,0.0049963-0.0047819i,-0.0014127+0.0091977i,0.0055772+0.017573i,0.0065657+0.017027i,0.0029309+0.0207i,0.0082331+0.019708i,0.015008+0.011191i,0.015143-0.00037188i,0.005313-0.007116i,-0.0050393-0.006552i,-0.0054792-0.003988i,0.0012204-0.00066858i
0.22345+0.096583i,-0.0059089-0.089892i,-0.36306-0.08403i,-0.41903+0.14316i,-0.17187+0.26517i,0.018646+0.18395i,0.039702+0.099309i,0.0151+0.080033i,-0.010359+0.055339i,-0.04364+0.014747i,-0.067499-0.0065503i,-0.062445-0.0018024i,-0.044097-0.0016097i,-0.039344-0.00817i,-0.037505-0.0036413i,-0.030743+0.00087976i,-0.026015-0.00018057i,-0.024677+0.0019658i,-0.024166+0.0056936i,-0.018942+0.0029309i,-0.014691-0.0072578i,-0.01446-0.010667i,-0.0053541-0.0048781i
-0.1055+0.06849i,0.053963+0.26316i,0.10394+0.44893i,0.013607+0.43398i,-0.072663+0.2686i,-0.0617+0.10033i,-0.002171-0.040655i,-0.0030098-0.12711i,-0.026929-0.12125i,-0.0077329-0.083995i,0.0077926-0.068066i,-0.0050647-0.046597i,-0.003263-0.011888i,0.022684+0.00068664i,0.033308-0.012926i,0.017566-0.027284i,-0.0032608-0.022714i,-0.00699+0.0017458i,0.009477+0.017448i,0.020451+0.0088264i,0.01866+0.00058367i,0.019333+0.0028347i,0.016384-0.0027738i
-0.10788-0.22238i,0.015123-0.23501i,0.25807-0.24992i,0.38228-0.23687i,0.34161-0.19499i,0.25234-0.12849i,0.15605-0.062692i,0.066007-0.0094415i,0.016666+0.038799i,0.014762+0.053421i,0.0062858+0.039795i,-0.010156+0.03618i,-0.0063714+0.031028i,-0.0011164+0.021901i,0.0071556+0.028316i,0.027401+0.040239i,0.047617+0.031261i,0.051388-0.0024967i,0.02723-0.026305i,0.0024785-0.012485i,-0.00024242+0.0091583i,-0.0020471+0.0068994i,-0.018677-8.8619e-05i
0.12697-0.28411i,-0.16554-0.38455i,-0.32803-0.31496i,-0.22151-0.2208i,-0.091279-0.209i,-0.0814-0.21353i,-0.12248-0.16528i,-0.11963-0.070794i,-0.055555+0.0082592i,-0.0054914+0.035915i,0.021316+0.042669i,0.045012+0.027297i,0.030981+0.007894i,0.0047291+0.020433i,0.0041521+0.03778i,0.014784+0.036768i,0.017992+0.020865i,0.0037693+0.0057449i,-0.011127+0.0062763i,-0.01534+0.0055869i,-0.025232+0.00173i,-0.035827+0.010294i,-0.023879+0.026422i
-0.45409+0.23841i,-0.56406+0.29565i,-0.46234+0.31251i,-0.25312+0.22752i,-0.13694+0.15829i,-0.10887+0.18004i,-0.09552+0.18166i,-0.078655+0.14557i,-0.037056+0.091637i,-0.01582+0.0083468i,-0.031959-0.027891i,-0.024332-0.015387i,-0.0041575-0.031567i,-0.012759-0.06826i,-0.036684-0.09338i,-0.054416-0.096978i,-0.051974-0.068503i,-0.028767-0.025288i,-0.0051595-0.00045289i,0.0034692+0.0040068i,0.013336+0.0042864i,0.033243+0.00022441i,0.045038-0.0079366i
0.095523+0.49731i,0.45399+0.59264i,0.54831+0.22648i,0.28449-0.17618i,0.022914-0.26147i,-0.070841-0.15171i,-0.055025-0.027823i,0.033451-0.018726i,0.074023-0.1106i,0.02006-0.12956i,-0.010983-0.060837i,-0.0036439-0.015035i,0.0011941+0.0041412i,0.013733+0.015126i,0.014608+0.0075884i,0.0044763-0.0089435i,0.0034186-0.030189i,-0.00821-0.043957i,-0.026018-0.027576i,-0.019253-0.00075835i,-0.0012536+0.0017998i,0.001238-0.0053821i,-0.0021298-0.0074702i
0.3839-0.83404i,0.21596-1.0115i,-0.012299-0.72852i,-0.022323-0.22199i,0.1049+0.10789i,0.13875+0.23409i,0.15297+0.26209i,0.1696+0.15688i,0.046977+0.0588i,-0.052965+0.1003i,-0.016457+0.12635i,0.032097+0.074769i,0.046948+0.032554i,0.036422+0.032757i,0.021068+0.066563i,0.024282+0.093452i,0.023549+0.082507i,0.01135+0.055435i,-0.0031201+0.032478i,-0.017808+0.018547i,-0.025523+0.018714i,-0.017619+0.018999i,-0.007526+0.010281i
0.059286+0.26662i,0.070493+0.36445i,0.1793+0.44988i,0.30184+0.37211i,0.309+0.15891i,0.21805-0.060224i,0.10829-0.18613i,0.031952-0.17505i,0.022658-0.1113i,0.0059532-0.092989i,-0.045085-0.083753i,-0.066871-0.049218i,-0.045615-0.014678i,-0.019058-0.00018919i,-0.0098985+0.005494i,-0.017567+0.012801i,-0.02469+0.023701i,-0.011756+0.027008i,0.0029089+0.01053i,-0.0013656-0.0066069i,-0.0091643-0.010913i,-0.009191-0.0068562i,-0.0068964+0.0021821i
0.035002+0.13644i,0.19511-0.10287i,0.15789-0.32535i,0.046353-0.26343i,0.12832-0.14068i,0.30099-0.23101i,0.23287-0.4136i,-0.040836-0.37675i,-0.15368-0.14445i,-0.061027-0.025129i,-0.019199-0.028391i,-0.022562-0.0015808i,0.021339-0.007856i,0.034057-0.073182i,-0.0031406-0.10666i,-0.033892-0.091032i,-0.033405-0.054531i,-0.0080937-0.018805i,0.014231+0.00041829i,0.017439+0.0026019i,0.010516+0.00069736i,0.0058795+0.0029858i,0.0047856+0.0069431i
-0.4357-0.14044i,-0.61246+0.20564i,-0.44567+0.39062i,-0.11745+0.21471i,0.033587-0.1144i,-0.014838-0.3373i,-0.073736-0.27306i,-0.0025541-0.06249i,0.11325-0.0088174i,0.078665-0.086523i,-0.028849-0.10312i,-0.061591-0.058654i,-0.039198-0.013895i,0.011132+0.003022i,0.055933-0.01129i,0.068258-0.023472i,0.04707-0.018892i,0.010562+0.0005744i,-0.004876+0.014405i,-0.0022188+0.0066678i,-0.0075339+0.0082452i,-0.02137+0.025636i,-0.020216+0.03158i
-1.045+8.1409i,0.25952+8.8373i,4.3908+7.8829i,6.5095+3.4225i,5.5524-0.93037i,2.7506-2.9099i,0.50198-2.0926i,-0.059542-0.47815i,0.56187+0.38462i,1.2794+0.10329i,1.0506-0.62111i,0.28439-0.90122i,-0.35392-0.88737i,-0.93399-0.88363i,-1.0812-0.64678i,-0.38693-0.040589i,0.44789+0.30133i,0.55702+0.2335i,0.24114+0.24794i,0.065036+0.27218i,-0.097191+0.18279i,-0.23552+0.22448i,-0.1163+0.28803i
0.28691+0.54166i,0.50404+0.46538i,0.41025+0.20789i,0.092696+0.025293i,-0.10144-0.12362i,-0.06174-0.41602i,0.014944-0.69728i,-0.029541-0.70007i,-0.11264-0.46259i,-0.12981-0.24949i,-0.15072-0.15228i,-0.18715-0.043497i,-0.14384+0.052574i,-0.093823+0.030922i,-0.12253-0.015671i,-0.15692-0.0019404i,-0.1391+0.022159i,-0.085388+0.009827i,-0.039982-0.019487i,-0.021822-0.025563i,-0.018376-0.0095997i,-0.024049+0.0034185i,-0.032158+0.012489i
-0.50112-0.31964i,-0.60897-0.24707i,-0.51691-0.085564i,-0.28198+0.044115i,-0.062521+0.13252i,0.10592+0.25954i,0.193+0.30897i,0.092677+0.24025i,-0.029468+0.24745i,0.028498+0.27568i,0.11585+0.17581i,0.10372+0.070258i,0.079856+0.04107i,0.089729+0.019491i,0.10873-0.020321i,0.12004-0.045512i,0.1112-0.032095i,0.090441-0.0029155i,0.069909-0.00016145i,0.045608-0.017278i,0.017874-0.0075827i,0.0020042+0.030758i,-0.0015128+0.052863i
-0.26907+0.39065i,-0.29996+0.8393i,0.010552+0.87747i,0.25686+0.39065i,0.22355-0.1615i,0.13681-0.50534i,0.045415-0.55743i,-0.0027185-0.30963i,0.060467-0.088047i,0.056532-0.076618i,-0.038187-0.10226i,-0.10088-0.091341i,-0.12308-0.054112i,-0.10374-0.0028456i,-0.068543+0.016545i,-0.060482+0.020732i,-0.050646+0.037389i,-0.012749+0.032478i,0.015032-0.005695i,0.0052458-0.029744i,-0.0098338-0.023032i,-0.0093167-0.013213i,-0.0006364-0.012543i
