-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
0.019576-0.0016777i,0.062374+0.0053661i,0.12366+0.029311i,0.14589+0.054625i,0.098629+0.056766i,0.051408+0.045691i,0.056498+0.023618i,0.056721-0.017439i,0.025153-0.038281i,0.0032201-0.021273i,0.0016454-0.00348i,0.0031583-0.00079834i,8.2669e-05-0.0042728i,-0.007378-0.0064658i,-0.0081899-0.0041319i,-0.00077476-0.0015348i,0.0023981-0.00085673i,-0.0021733+0.00083547i,-0.011356+0.0076406i,-0.015386+0.018333i,-0.0090661+0.021089i,-0.0036944+0.012725i,-0.0048957+0.0062781i
-0.013168+0.012201i,-0.05334+0.012048i,-0.11292-0.0065469i,-0.13878-0.038216i,-0.094479-0.05694i,-0.04466-0.062958i,-0.045399-0.052335i,-0.048827-0.0095265i,-0.020727+0.022075i,0.001064+0.011985i,0.00055594-0.0034983i,-0.00064403-0.0062102i,0.0037422-0.0045089i,0.0086182-0.0016519i,0.008645-0.00048282i,0.0025046-0.00018551i,-0.0016601+0.0015559i,0.0010525+0.00070654i,0.0074884-0.0069462i,0.010044-0.018153i,0.0063011-0.021057i,0.0044613-0.014442i,0.006153-0.0093108i
0.014815-0.0039787i,0.055257-0.0060086i,0.11591+0.0070878i,0.14167+0.033087i,0.090918+0.05255i,0.031063+0.070547i,0.031035+0.0783i,0.047839+0.044121i,0.034298+0.007657i,0.01496+0.0053484i,0.010262+0.009673i,0.0058672+0.00884i,0.0012121+0.0058145i,-0.0016013-0.0011722i,-0.0041083-0.0055677i,-0.0018937-0.0050437i,0.00091782-0.0039809i,-0.0014995-0.0018909i,-0.007367+0.0053318i,-0.0079195+0.015325i,-0.0028376+0.017014i,-0.0029254+0.010859i,-0.0068608+0.0090317i
-0.011771+0.0083487i,-0.048984+0.013512i,-0.11019+0.0036812i,-0.14139-0.023928i,-0.094136-0.04651i,-0.024658-0.070119i,-0.018282-0.088994i,-0.050205-0.061176i,-0.048838-0.016925i,-0.025406-0.0060264i,-0.015848-0.01001i,-0.01295-0.0082634i,-0.008168-0.0035155i,-0.0010696+0.0041345i,0.0062453+0.0084196i,0.0055346+0.0068998i,0.0026661+0.0057355i,0.0050556+0.0043385i,0.0083037-0.0039393i,0.0062568-0.015295i,-0.00063572-0.017883i,-0.0027535-0.012026i,0.00020767-0.0095149i
0.014511-0.011063i,0.048555-0.021104i,0.10415-0.017377i,0.13384+0.010807i,0.089009+0.041766i,0.011093+0.066075i,-0.007439+0.085589i,0.030633+0.064768i,0.038309+0.016315i,0.014574-0.002334i,0.0050301+0.0018363i,0.0057363+0.0023808i,0.0015626-0.0026903i,-0.0071344-0.0085685i,-0.012924-0.0095837i,-0.011415-0.0070964i,-0.0088537-0.0050508i,-0.01018+0.00068304i,-0.0097302+0.013735i,-0.0010485+0.026124i,0.010352+0.026095i,0.012382+0.018029i,0.0072877+0.01388i
-0.010495+0.009356i,-0.042997+0.020067i,-0.099378+0.019818i,-0.13236-0.003995i,-0.088309-0.035278i,-0.0051858-0.056209i,0.027566-0.072809i,-0.0010841-0.059621i,-0.015083-0.014079i,0.0008635+0.0047289i,0.0040507-0.0042315i,-0.0010453-0.0068869i,0.001725-0.0015845i,0.0088265+0.0036772i,0.012765+0.0042209i,0.010524+0.0023478i,0.0084499+0.001888i,0.0085042-0.0028679i,0.0050251-0.016315i,-0.0042353-0.028609i,-0.012823-0.028322i,-0.012505-0.0209i,-0.0077587-0.017076i
0.0025492-0.013307i,0.030435-0.026406i,0.085181-0.027857i,0.12369-0.0049644i,0.081147+0.02186i,-0.007366+0.042238i,-0.048019+0.065411i,-0.026522+0.06619i,-0.0046001+0.034636i,-0.0071228+0.016286i,-0.005376+0.018002i,-0.00078684+0.015312i,-0.003491+0.010823i,-0.0078514+0.0056332i,-0.0098772+0.00081324i,-0.0087214-0.00015968i,-0.0074642-0.00040226i,-0.0047531+0.0039801i,0.0039378+0.015206i,0.016469+0.022957i,0.022895+0.020079i,0.016911+0.012741i,0.0079473+0.010491i
-0.0060306+0.010435i,-0.031871+0.025921i,-0.08212+0.032197i,-0.12256+0.010649i,-0.091256-0.012325i,-0.00056537-0.024755i,0.053589-0.049503i,0.032437-0.062113i,5.2631e-05-0.04163i,-0.002425-0.022862i,-0.0018441-0.019876i,-0.0057544-0.016888i,-0.0036064-0.011428i,0.0011656-0.0040271i,0.0057167+0.0024831i,0.0088471+0.0045862i,0.0091502+0.003201i,0.0058772-0.0026133i,-0.005149-0.012081i,-0.021802-0.017325i,-0.030514-0.013001i,-0.024793-0.0073103i,-0.015524-0.0085352i
0.0023768-0.0095912i,0.02385-0.024012i,0.071363-0.030464i,0.11519-0.013674i,0.092408+0.0059153i,0.0047537+0.0077525i,-0.055216+0.02433i,-0.035676+0.044259i,0.0027743+0.031927i,0.0083097+0.013408i,0.0057392+0.0086949i,0.0083884+0.0077249i,0.0073475+0.0049963i,0.0036699-0.0016488i,-0.0024691-0.0076751i,-0.0085241-0.0080447i,-0.01017-0.0044249i,-0.0071632+0.0023639i,0.0043741+0.010959i,0.023735+0.014906i,0.035256+0.010812i,0.029389+0.0071196i,0.017819+0.0087789i
-0.0014162+0.011734i,-0.02082+0.027443i,-0.066489+0.035916i,-0.11635+0.019729i,-0.10324+0.0051708i,-0.018767+0.01331i,0.049681+0.003781i,0.040079-0.016887i,0.0058814-0.0072222i,0.0031769+0.0079593i,0.0063117+0.0035213i,0.00045239-0.0025351i,-0.0022986-0.0022205i,0.00025542+0.0012527i,0.0071005+0.0038539i,0.011367+0.00238i,0.011229-0.00078292i,0.0073801-0.0056224i,-0.0062245-0.011784i,-0.025834-0.01255i,-0.036166-0.0069665i,-0.030776-0.0043141i,-0.020704-0.0062923i
-0.0011613-0.010357i,0.016039-0.025981i,0.058933-0.034351i,0.11206-0.019896i,0.11119-0.011317i,0.032836-0.029884i,-0.046137-0.028875i,-0.049115-0.0010179i,-0.020273+0.0058495i,-0.017581-0.0018033i,-0.019388+0.0027342i,-0.010992+0.0078033i,-0.0060779+0.0052639i,-0.0063186+0.0010818i,-0.0081739-0.00048995i,-0.010809+0.0015497i,-0.011792+0.0057038i,-0.0071698+0.012021i,0.0098521+0.016937i,0.03229+0.013468i,0.040433+0.0046402i,0.032428+0.0015276i,0.022032+0.0040297i
-0.00062792+0.0083011i,-0.015439+0.025538i,-0.056546+0.03579i,-0.11317+0.020529i,-0.12813+0.010618i,-0.06345+0.042701i,0.021921+0.055493i,0.041858+0.018206i,0.021707-0.0033754i,0.018427-0.0040051i,0.017647-0.014015i,0.0070723-0.019142i,0.000956-0.013184i,0.0012001-0.0076596i,0.0034743-0.004542i,0.0058171-0.0037727i,0.0077038-0.0048294i,0.0037639-0.0084457i,-0.013449-0.011067i,-0.035567-0.0056746i,-0.043257+0.0035378i,-0.03397+0.0059523i,-0.02252+0.001415i
-0.0018229-0.010727i,0.010051-0.025917i,0.048577-0.038964i,0.10709-0.02544i,0.13136-0.012199i,0.08552-0.045522i,0.0076926-0.06575i,-0.025998-0.025966i,-0.013217+0.0055327i,-0.006947+0.0081793i,-0.0066794+0.01342i,-0.00073532+0.016911i,0.0021931+0.01376i,0.0023172+0.0084138i,0.0010493+0.002925i,-0.002581+0.0015728i,-0.0048577+0.0042979i,0.00046288+0.0085471i,0.018019+0.008249i,0.039374-0.0014055i,0.046622-0.012594i,0.037783-0.013921i,0.024229-0.0073869i
0.0049764+0.0035196i,-0.005314+0.017018i,-0.043574+0.026999i,-0.11017+0.013969i,-0.15154+0.0076097i,-0.11976+0.046562i,-0.041143+0.072777i,0.0069264+0.039031i,0.0022114+0.0093555i,-0.0041909+0.0090495i,-0.0026929+0.0016938i,-0.0070368-0.008773i,-0.0095292-0.010258i,-0.0090625-0.0071489i,-0.0052505-0.0035331i,0.0024473-0.0033382i,0.0082224-0.0061646i,0.0041873-0.0095103i,-0.012228-0.0061621i,-0.033052+0.0074289i,-0.042943+0.018188i,-0.03579+0.016591i,-0.023686+0.0089172i
0.00093524-0.0071435i,0.0083148-0.02422i,0.04158-0.033556i,0.1069-0.015103i,0.1623-0.0015065i,0.14738-0.037541i,0.07215-0.070913i,0.013009-0.046318i,0.002231-0.016019i,0.0013731-0.015193i,-0.0040138-0.012858i,-0.001704-0.0030174i,0.0035641+0.0031203i,0.0057128+0.0045225i,0.00229+0.0039996i,-0.0047973+0.0053188i,-0.0088472+0.0080378i,-0.0045246+0.0093847i,0.010256+0.0050664i,0.028281-0.0085679i,0.035865-0.020535i,0.030066-0.019621i,0.019757-0.011462i
0.0033988+0.0049204i,-0.0029772+0.016573i,-0.035271+0.026143i,-0.10243+0.0082955i,-0.16953-0.014102i,-0.1737+0.018844i,-0.1051+0.061182i,-0.035187+0.046843i,-0.0095637+0.019926i,0.0025186+0.016929i,0.013928+0.011262i,0.010681-0.00052413i,0.0016892-0.0048582i,-0.0018408-0.0046333i,-0.00055945-0.0057908i,0.0022585-0.0095171i,0.0038027-0.012119i,0.00063025-0.011846i,-0.011178-0.0052108i,-0.026055+0.011644i,-0.031707+0.026948i,-0.02527+0.027117i,-0.016082+0.017624i
-0.00025059-0.0088595i,0.0025-0.020396i,0.031218-0.028486i,0.099032-0.0063807i,0.17051+0.024094i,0.18579-0.0001564i,0.12311-0.044402i,0.044039-0.038568i,0.0081812-0.014829i,-0.0046518-0.0096372i,-0.015363-0.002664i,-0.013314+0.0070692i,-0.0049291+0.0089198i,-0.00012476+0.007632i,0.0019036+0.0076969i,0.0010382+0.009371i,-0.00083669+0.010904i,0.0015867+0.011354i,0.012387+0.0052692i,0.026776-0.012551i,0.031646-0.028721i,0.024346-0.029979i,0.01453-0.021464i
-0.0022486+0.0050745i,-0.0058448+0.017323i,-0.030125+0.024127i,-0.096252-0.0042147i,-0.17903-0.042287i,-0.20511-0.025296i,-0.14369+0.021091i,-0.056931+0.02776i,-0.013234+0.012589i,-0.0010645+0.0077161i,0.0049714-0.00077516i,0.0023847-0.011404i,-0.0017891-0.013201i,-0.0031136-0.012119i,-0.0037469-0.011333i,-0.0025742-0.0097041i,-0.00080204-0.0086002i,-0.0025256-0.007382i,-0.010903+0.0010832i,-0.021002+0.018558i,-0.024232+0.031881i,-0.019474+0.031209i,-0.011919+0.021763i
-0.0072805-0.0025197i,-0.0043038-0.011111i,0.01974-0.015391i,0.085125+0.015085i,0.17151+0.066776i,0.20863+0.061233i,0.1557+0.010964i,0.068002-0.0057023i,0.02116+0.00094267i,0.0096494-0.0024139i,0.0047568-0.0023721i,0.0048751+0.0046815i,0.0063059+0.0086111i,0.0065819+0.0093336i,0.0052332+0.0082821i,0.0017945+0.0078638i,-0.00065927+0.008671i,0.0016255+0.0071658i,0.0076695-0.0026925i,0.014078-0.020884i,0.015767-0.034601i,0.011685-0.033867i,0.0057565-0.023763i
0.00076789+0.0044925i,0.0011795+0.012821i,-0.02099+0.015076i,-0.084079-0.020928i,-0.16829-0.083726i,-0.2119-0.090339i,-0.16663-0.03728i,-0.079441-0.0060347i,-0.03173+0.00010708i,-0.017534+0.010651i,-0.0064719+0.012411i,-0.0032245+0.0040011i,-0.0052318-0.0026299i,-0.0053708-0.0059462i,-0.0036257-0.0068358i,-0.0005087-0.0077682i,0.001158-0.0085153i,-0.00050782-0.0056404i,-0.0030271+0.0040781i,-0.0050091+0.021022i,-0.0065456+0.035321i,-0.0058803+0.035987i,-0.0032675+0.026489i
0.00088396-0.00082151i,0.0016415-0.010917i,0.019329-0.013205i,0.075582+0.027502i,0.15531+0.098774i,0.19876+0.1198i,0.16006+0.067631i,0.076137+0.017133i,0.027417-0.0015667i,0.013482-0.013023i,-0.00079435-0.016428i,-0.0076152-0.0087878i,-0.0034549-0.0013001i,0.0010818+0.0029282i,0.0026752+0.0059806i,0.0020145+0.0085254i,0.0014591+0.0091535i,0.0024455+0.0062979i,0.0032261-0.0031338i,0.0029769-0.020076i,0.0023385-0.034321i,0.0012154-0.03526i,-0.0013326-0.02699i
0.0028995+0.0031274i,0.0021346+0.010182i,-0.011223+0.0097811i,-0.061526-0.033941i,-0.14166-0.11486i,-0.18469-0.14734i,-0.14586-0.095254i,-0.066196-0.029588i,-0.017548+0.0012687i,-0.0032962+0.012837i,0.0066246+0.012533i,0.0090375+0.0034456i,0.003569-0.0033106i,-0.0007344-0.0052412i,-0.0023094-0.0061941i,-0.0027813-0.0076149i,-0.0036037-0.0080146i,-0.0050559-0.0053703i,-0.0041114+0.0036856i,0.00067622+0.020529i,0.0046944+0.033921i,0.004952+0.03432i,0.0043568+0.026356i
-0.004798-0.0021604i,-0.0073573-0.0085041i,0.0039965-0.0066302i,0.048781+0.039645i,0.11757+0.12994i,0.15532+0.17155i,0.12269+0.1199i,0.05325+0.050119i,0.011453+0.016645i,0.0019886+0.0035617i,-0.0042771-0.0012126i,-0.0069867+0.001792i,-0.003804+0.0036725i,-0.0011643+0.0041973i,0.0010804+0.0049986i,0.0025392+0.0045616i,0.0036093+0.0038257i,0.0047468+0.002436i,0.0016566-0.0044323i,-0.0057903-0.017912i,-0.0097042-0.028984i,-0.0081258-0.029741i,-0.0061177-0.0231i
0.0018304+0.0014415i,0.0033528+0.0084157i,-0.0061621+0.0060543i,-0.043221-0.043882i,-0.09894-0.13845i,-0.12994-0.18747i,-0.10382-0.13751i,-0.04755-0.060437i,-0.014973-0.021508i,-0.008353-0.0075905i,-0.0036583-0.0014468i,-0.00032302-0.0020661i,7.2045e-05-0.0024594i,0.00060014-0.0025674i,-0.0001893-0.0040501i,-0.0021089-0.0040498i,-0.0037907-0.0028681i,-0.0044729-0.00030944i,-0.00033834+0.0065254i,0.0093736+0.017369i,0.015939+0.025455i,0.014232+0.025529i,0.0093647+0.019788i
-0.0042853-2.7237e-05i,-0.0070233-0.0034171i,-0.0032182+0.0023143i,0.026684+0.050913i,0.074787+0.14656i,0.097688+0.19904i,0.076705+0.14792i,0.036466+0.064206i,0.015803+0.020649i,0.014422+0.004867i,0.0097777-0.0048485i,0.0026883-0.0049355i,-0.0014185+0.00019569i,-0.0021003+0.0031124i,0.00010942+0.0037004i,0.0023519+0.0030579i,0.0049423+0.0025232i,0.0055913+0.0011505i,-0.0001774-0.0039679i,-0.01096-0.013762i,-0.017442-0.022878i,-0.016048-0.025048i,-0.01192-0.020491i
0.000865+0.00038998i,0.0057499+0.0053333i,0.0044389+0.0016304i,-0.01637-0.047411i,-0.050348-0.14666i,-0.064967-0.20136i,-0.047143-0.14873i,-0.020408-0.060833i,-0.0088106-0.011134i,-0.009224+0.0073101i,-0.0060594+0.013717i,-0.0015209+0.010323i,0.00027883+0.0029825i,0.00074661-0.0018159i,-0.00054788-0.0026609i,-0.0028219-0.0020025i,-0.0056367-0.0011197i,-0.0064766+0.00081575i,0.0011878+0.0048088i,0.015489+0.01267i,0.022301+0.020494i,0.017167+0.021418i,0.01178+0.016829i
-0.0094229-0.0013098i,-0.013748-0.0045065i,-0.013522+0.0023053i,0.00096863+0.049026i,0.020026+0.14241i,0.025597+0.19745i,0.015327+0.14668i,-0.00049096+0.060083i,-0.0050442+0.013263i,-0.0006341-0.0038517i,-0.0018697-0.011583i,-0.0052316-0.0091929i,-0.0033709-0.0037111i,-0.00076033-0.0010691i,-0.00016771+0.00018464i,0.001497+0.00074572i,0.0050834+4.2037e-05i,0.0070378-0.0012036i,0.00078497-0.0038846i,-0.012984-0.0090933i,-0.021997-0.014138i,-0.01962-0.015269i,-0.013366-0.012344i
0.0024761+0.0025217i,0.0071071+0.0045409i,0.011098-0.0014328i,0.0060549-0.047049i,-0.0016773-0.13525i,0.0015749-0.18659i,0.0061737-0.13856i,0.007435-0.055236i,0.005337-0.012258i,0.0022678+0.00041594i,0.0046209+0.0065568i,0.0064197+0.0067027i,0.0050575+0.0045086i,0.0042453+0.0040367i,0.0026988+0.0028259i,-0.00097567+0.0010229i,-0.0052281+0.0021218i,-0.0066812+0.0036492i,0.00019697+0.0046617i,0.015706+0.0066781i,0.025817+0.0092687i,0.021544+0.010456i,0.012619+0.0085048i
-0.0035587+0.0010903i,-0.0084909-0.00021605i,-0.015372+0.0049868i,-0.019878+0.044615i,-0.024259+0.1256i,-0.035718+0.17177i,-0.035247+0.12697i,-0.020914+0.051007i,-0.0091891+0.014032i,-0.0014853+0.0053816i,-0.0012903-6.5892e-05i,-0.0052666-0.0029632i,-0.0081222-0.0025781i,-0.0084245-0.0013088i,-0.0050509-0.0012407i,-0.00012175-0.0024408i,0.0042752-0.0026612i,0.0060647-0.0029841i,-0.00043547-0.0034648i,-0.014673-0.003805i,-0.022953-0.0056558i,-0.018838-0.0068959i,-0.011302-0.0065075i
0.0039413-0.0030371i,0.0084364-0.0018208i,0.0147-0.0073797i,0.021394-0.042605i,0.035396-0.11251i,0.054755-0.1488i,0.051852-0.10296i,0.027301-0.035059i,0.0072045-0.0035773i,-0.0024986+0.0016756i,-0.0047109+0.0012865i,-0.0019299-0.00036935i,0.0021168-0.0012356i,0.0044259-0.0015417i,0.0036412-0.00049526i,-5.8251e-06+0.0014902i,-0.0042968+0.0029856i,-0.0061344+0.0042176i,-0.00060048+0.0044785i,0.01326+0.0031887i,0.022549+0.0034066i,0.01864+0.0045711i,0.010707+0.0035973i
-0.0026252-0.00059463i,-0.0084402-0.0018669i,-0.018535+0.0041727i,-0.032121+0.037386i,-0.055697+0.098175i,-0.076318+0.12789i,-0.063378+0.085901i,-0.031392+0.027911i,-0.0094719+0.0041511i,0.0025117-0.00021707i,0.0057964-0.0050461i,0.0014486-0.0062542i,-0.002404-0.0024136i,-0.0032446+0.00011694i,-0.0027114-0.00049518i,-0.00026374-0.0022281i,0.0043496-0.0041348i,0.0070358-0.004872i,0.0018613-0.0028827i,-0.010814+0.00010635i,-0.018933-0.00032124i,-0.016241-0.0022291i,-0.0096437-0.0028841i
0.0022157-0.00067175i,0.0070176+0.0014767i,0.018843-0.00082935i,0.037803-0.026014i,0.065623-0.077118i,0.088161-0.10167i,0.071959-0.065859i,0.032535-0.016113i,0.0081584+0.004309i,-0.00055977+0.0061571i,-0.0023683+0.0080514i,-0.0010131+0.0080025i,0.00044728+0.0049186i,0.0012958+0.0031368i,0.00098242+0.0028702i,-0.00094286+0.0031998i,-0.0046644+0.0046003i,-0.0072898+0.0056992i,-0.0022122+0.0045337i,0.010441+0.0013739i,0.018629-0.00083517i,0.015342-0.00063673i,0.0081023-0.00020198i
-0.0056654+0.00079032i,-0.010535-4.93e-06i,-0.022159+0.0022467i,-0.043495+0.020451i,-0.075597+0.059593i,-0.098621+0.074329i,-0.078875+0.040507i,-0.033896+0.004539i,-0.0074193-0.0058874i,0.00066863-0.0062419i,0.00093245-0.0083117i,-0.0030421-0.0079464i,-0.0061331-0.0060412i,-0.0066544-0.0054756i,-0.003714-0.0048755i,0.00073798-0.0044826i,0.0051184-0.0053651i,0.0072693-0.0060191i,0.0031125-0.0036674i,-0.0062426+0.0015512i,-0.014155+0.0035424i,-0.013183+0.001852i,-0.0070359+0.001138i
0.001305-0.0022601i,0.0077678-0.0021627i,0.019623-0.0050042i,0.042041-0.018238i,0.0774-0.043368i,0.099062-0.048293i,0.07434-0.018387i,0.031308+0.0069406i,0.0084446+0.011921i,0.0021111+0.0086559i,0.001717+0.0049662i,0.0040891+0.0025607i,0.0066371+0.0017649i,0.0080879+0.0022197i,0.0057478+0.0028324i,0.0013215+0.0039158i,-0.0036129+0.0060732i,-0.0066345+0.0074078i,-0.002836+0.0052027i,0.0068028-0.00051868i,0.014128-0.0031232i,0.011928-0.0022548i,0.0054489-0.0016261i
-0.0034542-0.00081955i,-0.0082521-0.0012419i,-0.021905-0.00065087i,-0.048182+0.0065674i,-0.083273+0.02182i,-0.10142+0.024461i,-0.07167+0.0047717i,-0.027564-0.0093256i,-0.0091817-0.0064628i,-0.004204-0.0011005i,-0.0019855+0.00044873i,-0.0033549+0.00057773i,-0.0059967+0.00051834i,-0.0075414-0.00021789i,-0.0059054-0.0012871i,-0.0014605-0.0025i,0.0028246-0.0037367i,0.0045354-0.0046974i,0.0022884-0.0032684i,-0.0038002+0.0016503i,-0.0088186+0.0053125i,-0.0075298+0.0043397i,-0.0024307+0.0023827i
-0.00010387-0.00093055i,0.0040297-0.00194i,0.015652-0.00034099i,0.039646-0.00089031i,0.073219-0.008023i,0.090308-0.0023856i,0.061602+0.014118i,0.016463+0.017387i,-0.0036337+0.0097885i,-0.0050368+0.0031183i,-0.0038756+0.00023004i,-0.0021658-0.00048262i,0.0010676-0.00075588i,0.0039128-0.00091765i,0.0034152-7.542e-05i,-7.9749e-05+0.0016379i,-0.0033802+0.003591i,-0.0051022+0.0048004i,-0.0033812+0.0026302i,0.0023209-0.0018186i,0.0066554-0.0053851i,0.0053573-0.0057403i,0.0011715-0.0039079i
0.0015304+0.00081384i,-0.0036687-0.00025042i,-0.016533-0.0013036i,-0.040617-0.0039179i,-0.073973-0.0060294i,-0.086216-0.015995i,-0.05274-0.027585i,-0.011512-0.021999i,0.0053587-0.0097915i,0.0091138-0.0036985i,0.0080192-0.0036275i,0.0032392-0.0045117i,-0.0020473-0.0037972i,-0.0044565-0.0032025i,-0.0029994-0.0030609i,7.7074e-05-0.0036541i,0.0029594-0.0044317i,0.0056243-0.0044069i,0.0054303-0.0024809i,0.00059614+0.0011635i,-0.0036221+0.0036813i,-0.0030788+0.0023798i,-0.00012699+0.00075208i
0.0032444-0.00052157i,0.0070233-0.00052608i,0.018869+0.0025517i,0.041457+0.0090769i,0.067221+0.018162i,0.071842+0.030778i,0.039154+0.035229i,0.0047752+0.025867i,-0.0055179+0.016509i,-0.0055645+0.011497i,-0.0041195+0.0076919i,-0.00074091+0.00511i,0.0026232+0.0038791i,0.0038273+0.0035385i,0.0031082+0.0029365i,0.0011305+0.0034278i,-0.00091432+0.0054398i,-0.002776+0.0071714i,-0.0028603+0.0061873i,-0.00017441+0.0019641i,0.0020225-0.0012884i,0.0013483-0.0013598i,-0.0012462-0.0010882i
0.0017667+0.00022693i,-0.0016716-8.1516e-05i,-0.012027-0.0073421i,-0.033321-0.020608i,-0.058077-0.033561i,-0.061421-0.044088i,-0.031928-0.039974i,-0.0027937-0.021959i,0.0038355-0.0084025i,0.0030702-0.0042001i,0.0014206-0.0041458i,-0.0027276-0.0039009i,-0.0056581-0.0028056i,-0.0055272-0.002814i,-0.0047602-0.0037626i,-0.0031236-0.0039753i,0.0005725-0.0040683i,0.0037918-0.0050504i,0.0037264-0.0052878i,0.0016756-0.0025686i,-0.00093699+0.00072817i,-0.0017201+0.00044635i,0.00016571-0.00037928i
-0.00029479+0.0014449i,0.0028399+0.0022301i,0.012351+0.007256i,0.029177+0.020258i,0.046765+0.037411i,0.043735+0.05005i,0.014872+0.044122i,-0.0070325+0.021796i,-0.008431+0.0058624i,-0.0035112+0.00018207i,-8.4383e-05-0.001128i,0.0023443-0.00094145i,0.0043555+0.00021139i,0.0053413+0.0020844i,0.0040093+0.0023903i,0.0012356+0.0022983i,-0.0013498+0.0040665i,-0.0027568+0.0054541i,-0.0020232+0.0049877i,-0.00039926+0.0028374i,0.0005065-0.0002715i,-0.00021719-0.0012404i,-0.0018475-0.0012472i
0.00098416+0.00051841i,-0.0014311-0.0011804i,-0.012643-0.007845i,-0.029751-0.022741i,-0.041951-0.042483i,-0.032776-0.053132i,-0.0029531-0.041879i,0.014217-0.018584i,0.012807-0.0029052i,0.0084264+0.0026316i,0.0042711+0.0031378i,0.00040567+0.002117i,-0.001817+5.541e-05i,-0.0024536-0.0022176i,-0.001129-0.0025511i,0.0015519-0.0025348i,0.0025856-0.0030485i,0.0023702-0.0042496i,0.0026969-0.0045162i,0.0029476-0.0024489i,0.0024639-0.0016849i,0.0018421-0.0024955i,0.0019724-0.0025842i
0.0018509+0.0015318i,0.0047899+0.0015516i,0.012043+0.011112i,0.023815+0.029895i,0.029742+0.047769i,0.018454+0.054922i,-0.0053429+0.040571i,-0.017318+0.017739i,-0.014237+0.0057691i,-0.0094976+0.0014756i,-0.0069672-0.0013355i,-0.0047076-0.0015237i,-0.00043743+0.00080434i,0.0019351+0.0018852i,0.00073832+0.0011235i,-0.00047838+0.00097201i,-0.0011684+0.0020876i,-0.0021097+0.003872i,-0.0023506+0.0049605i,-0.0021673+0.0043537i,-0.001748+0.0041907i,-0.0017029+0.0049626i,-0.0021185+0.004903i
0.0002134-0.0033631i,-0.0033445-0.0058114i,-0.01005-0.014642i,-0.018538-0.031606i,-0.022078-0.050835i,-0.0095409-0.05594i,0.010697-0.038181i,0.01624-0.014128i,0.0093365-0.0028711i,0.0055214+0.00011103i,0.0048156-0.00014804i,0.0019534-0.0030596i,-0.0024636-0.0039336i,-0.0039221-0.0031675i,-0.0018064-0.0030681i,-0.00073363-0.0023579i,-0.0011606-0.0017652i,-0.00052916-0.0027173i,0.00072869-0.0041416i,0.0012529-0.0047107i,0.0010069-0.0050222i,0.00063124-0.0061088i,0.00026346-0.0062429i
-0.0013966+0.0023404i,0.0012891+0.0045533i,0.0084837+0.01121i,0.015131+0.026151i,0.012572+0.045511i,-0.0026467+0.049348i,-0.019922+0.0295i,-0.021563+0.0071009i,-0.012515-0.00081844i,-0.005744-0.00073951i,-0.0024945+0.00079736i,0.00046302+0.0021795i,0.0028585+0.0017226i,0.0029323+0.0013768i,0.0019684+0.0014854i,0.0006797-0.00038253i,-4.6534e-06-0.00029117i,0.00023346+0.0029506i,0.0004198+0.005031i,0.00026156+0.0053452i,-0.00011221+0.0057379i,-0.00046451+0.006175i,0.00015188+0.00579i
-0.0015667+0.0014499i,-0.0037177+0.0001931i,-0.0087728-0.0097803i,-0.012624-0.029342i,-0.0074253-0.047253i,0.0072476-0.047064i,0.0198-0.024438i,0.019201-0.0021878i,0.011201+0.0057458i,0.0048546+0.0045245i,0.00084866+0.00084847i,-0.0019142+0.00037178i,-0.0020756+0.00024946i,-0.0013008-0.0018833i,-0.00047965-0.0029572i,0.00040639-0.0013216i,0.00026483-6.4538e-05i,-0.00025859-0.0015528i,-0.00063732-0.0044105i,0.00059735-0.0059861i,0.0016528-0.0058505i,0.00091543-0.006428i,-0.0011653-0.006259i
0.0019158+0.0018576i,0.0035814+0.0031784i,0.0051097+0.01091i,0.003726+0.028742i,-0.0046613+0.044526i,-0.020056+0.040822i,-0.027917+0.019781i,-0.021216+0.0019135i,-0.010172-0.0022897i,-0.0023871-0.0017715i,0.00054776-0.0024057i,0.00055764-0.0028563i,0.00059415-0.00097174i,0.0012608+0.0016966i,0.0004473+0.0023516i,-0.00054096+0.0016806i,0.00013118+0.0015138i,0.00043875+0.0024851i,0.00044191+0.0049411i,0.0013799+0.0070591i,0.0025064+0.0080911i,0.0020632+0.0082057i,0.0016776+0.0078207i
