0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
-0.046672+0.047066i,-0.07218+0.19593i,-0.070672+0.32311i,-0.037319+0.30102i,-0.023347+0.18662i,-0.014037+0.1275i,0.03696+0.12033i,0.079175+0.095315i,0.081702+0.062748i,0.06943+0.037983i,0.053488+0.017583i,0.039126+0.010083i,0.028196+0.010326i,0.018987+0.0073503i,0.012099+0.00058998i,0.0050023-0.0044154i,-0.0024034-0.0038631i,-0.0061475+0.0013847i,-0.0054543+0.0069088i,-0.0037644+0.0070125i,-0.0030954+0.0044332i,-0.0011246+0.0022125i,0.0013283+0.00026622i
0.099339-0.056604i,0.19354-0.12699i,0.25926-0.20487i,0.2188-0.20417i,0.1418-0.12418i,0.10482-0.081935i,0.057271-0.10851i,-0.0034805-0.11021i,-0.031632-0.069329i,-0.033486-0.033833i,-0.026413-0.018069i,-0.014476-0.015225i,-0.0028712-0.016326i,0.0021045-0.014454i,-0.00066965-0.0092653i,-0.0034896-0.001948i,-0.0018356+0.0035126i,0.0028422+0.0022338i,0.0052168-0.0023265i,0.0042271-0.001834i,0.0046168+0.0017293i,0.0041514+0.0018621i,0.00098601-0.00055404i
-0.082008+0.0017608i,-0.2045-0.028884i,-0.30684-0.029622i,-0.2844+0.010783i,-0.18461+0.025968i,-0.13106+0.024725i,-0.11566+0.061715i,-0.083758+0.08424i,-0.051451+0.061183i,-0.032952+0.033707i,-0.022861+0.024542i,-0.020219+0.025539i,-0.020698+0.025521i,-0.014891+0.024031i,-0.001342+0.019933i,0.0079367+0.009523i,0.0062113-0.0015493i,-0.0023469-0.005881i,-0.0082432-0.004873i,-0.0074556-0.0043495i,-0.0062043-0.0038717i,-0.0052063-0.0015517i,-0.0020587+0.00083736i
0.0068108+0.072762i,0.084131+0.18906i,0.19083+0.26159i,0.23378+0.20243i,0.18668+0.10565i,0.12834+0.057083i,0.11288+0.014211i,0.10525-0.031843i,0.079905-0.0535i,0.050732-0.053279i,0.029563-0.043687i,0.021203-0.032357i,0.018695-0.022803i,0.01216-0.018584i,-1.4065e-05-0.017485i,-0.009275-0.011112i,-0.0097581-0.00036177i,-0.0032076+0.0071357i,0.0033672+0.0087614i,0.0050564+0.0071927i,0.0046675+0.0044246i,0.004887+0.00029645i,0.003976-0.0036701i
0.054758-0.11505i,0.068261-0.23208i,0.034088-0.32613i,-0.044255-0.30336i,-0.083732-0.2004i,-0.069831-0.11672i,-0.076499-0.057201i,-0.085015+0.0027571i,-0.057107+0.039614i,-0.027649+0.042915i,-0.014867+0.030432i,-0.011229+0.011397i,-0.013751-0.006584i,-0.017676-0.010725i,-0.017284-0.0026372i,-0.0094828+0.0040627i,-3.8265e-05+0.0029665i,0.0039115-0.0032743i,0.0026392-0.0078418i,0.0019066-0.0074037i,0.0046188-0.0048448i,0.0044297-0.0015136i,0.0025357+0.001636i
-0.046461+0.068662i,-0.16479+0.12302i,-0.23462+0.20929i,-0.15769+0.25447i,-0.045732+0.21039i,0.0010994+0.14649i,0.037235+0.11118i,0.068056+0.072241i,0.053766+0.032792i,0.022575+0.016767i,0.012103+0.017202i,0.013063+0.022897i,0.01423+0.031027i,0.021168+0.030028i,0.024813+0.013943i,0.015844-0.0029548i,0.0024422-0.0088704i,-0.0064681-0.0047461i,-0.0077836+0.0019147i,-0.0066043+0.00376i,-0.0060392+0.0038937i,-0.0029327+0.003884i,0.0011593+0.0015102i
0.045976+0.086461i,0.18218+0.10731i,0.29542+0.067596i,0.26891-0.028139i,0.16003-0.08192i,0.087581-0.074152i,0.046542-0.083114i,-0.0011615-0.098042i,-0.029194-0.08357i,-0.02891-0.059591i,-0.024203-0.041489i,-0.015775-0.029889i,-0.0035286-0.028239i,-0.0038109-0.024776i,-0.011552-0.011337i,-0.0115+0.0021309i,-0.0059047+0.0082737i,0.0017928+0.0060118i,0.0059715+4.4327e-05i,0.0035762-0.0018942i,0.00029125-0.0018759i,-0.0036028-0.0030599i,-0.0068719-0.0032983i
-0.072231-0.13092i,-0.11663-0.21636i,-0.17815-0.24115i,-0.20251-0.12955i,-0.15037-0.0032698i,-0.083015+0.024295i,-0.050403+0.029628i,-0.014172+0.048309i,0.023648+0.041376i,0.031631+0.018698i,0.021283+0.0043368i,0.0021667-0.0016736i,-0.019738+0.0020547i,-0.023523+0.009673i,-0.0092883+0.012845i,0.0033138+0.0091468i,0.0062706+0.0020611i,-0.00045265-0.0020443i,-0.0074039-0.0012469i,-0.0057038-1.4399e-05i,-0.00086007-0.0020948i,0.0013167-0.0034512i,0.002708-0.001857i
0.0039161+0.040124i,-0.059467+0.15752i,-0.051972+0.23551i,0.047824+0.16705i,0.1095+0.043698i,0.075974-0.0056411i,0.030166-0.0093321i,-0.00026986-0.018339i,-0.022333-0.0091214i,-0.019688+0.010709i,-0.0053891+0.013738i,0.011255+0.012868i,0.029611+0.01103i,0.032936-0.0014267i,0.018712-0.014847i,0.0015095-0.01604i,-0.0068336-0.0066656i,-0.0044109+0.0033247i,0.0014991+0.0076694i,0.0043083+0.0070517i,0.0050037+0.0044951i,0.0055755+0.00049113i,0.0032854-0.003879i
0.11142+0.052668i,0.22085-0.0082587i,0.25304-0.087995i,0.12721-0.12186i,-0.013564-0.082211i,-0.041529-0.025886i,-0.02759+0.0041981i,-0.030236+0.02566i,-0.029137+0.02982i,-0.025501+0.014774i,-0.021935+0.0082409i,-0.016683+0.0016373i,-0.020304-0.012034i,-0.024954-0.011811i,-0.018989-0.00077556i,-0.0093541+0.0034531i,-0.0026438+0.00064082i,7.697e-05-0.0042543i,-0.00092446-0.0075837i,-0.0021972-0.0054871i,-0.0024149-8.7224e-05i,-0.0022587+0.004566i,1.8964e-05+0.0065186i
-0.15652-0.045817i,-0.23555-0.086083i,-0.26723-0.060723i,-0.17081+0.042306i,-0.027014+0.092957i,0.026683+0.051486i,0.023204+0.014214i,0.042633-0.005621i,0.054991-0.030328i,0.036967-0.035373i,0.016586-0.023551i,0.0037699-0.0054084i,0.0017786+0.017918i,0.0091806+0.027376i,0.012831+0.016815i,0.010929+0.0024782i,0.0063422-0.003683i,0.00045865-0.0020847i,-0.0017925+0.0017547i,-0.0013158+0.0017643i,-0.00063342-0.00076533i,0.0022911-0.0027644i,0.0043802-0.004494i
0.0092664+0.012657i,0.011394+0.15429i,0.038808+0.23796i,0.049545+0.15162i,0.009211+0.030671i,-0.017041+0.013329i,-0.0046597+0.033238i,-0.00042814+0.036774i,0.0035227+0.042903i,0.019193+0.036751i,0.02495+0.017119i,0.027598-0.001344i,0.031378-0.021727i,0.021823-0.032627i,0.0047483-0.024607i,-0.0054082-0.0095058i,-0.005113-0.00032347i,0.000445+0.00046095i,0.0034367-0.0018519i,0.0023603-0.0031592i,-0.00059509-0.0012691i,-0.0026972+0.00085217i,-0.0045057+0.0016497i
0.14385-0.053033i,0.19788-0.16692i,0.19233-0.23147i,0.12785-0.15743i,0.080793-0.027963i,0.076392+0.011477i,0.056599-0.026242i,0.020551-0.045578i,-0.0081378-0.038146i,-0.028667-0.019077i,-0.026221-0.0011835i,-0.02142+0.0021999i,-0.032323+0.0078931i,-0.030637+0.019774i,-0.01424+0.022414i,-0.0032605+0.01688i,-0.001319+0.0097587i,-0.0034019+0.0041207i,-0.0050466+0.0022185i,-0.0035681+0.00474i,0.00013081+0.0073449i,0.0029145+0.0074425i,0.0054023+0.0049205i
-0.15062+0.081122i,-0.23943+0.066832i,-0.27183+0.046889i,-0.17427+0.018345i,-0.060184-0.034904i,-0.051575-0.048554i,-0.077611-0.0088887i,-0.072883+0.0018045i,-0.062924-0.014012i,-0.048117-0.015611i,-0.030633-0.0060363i,-0.013239+0.0083349i,0.0091012+0.013234i,0.018622+0.0047351i,0.012535-0.0034355i,0.0049635-0.0078631i,0.0019913-0.0072086i,0.0026292-0.0027206i,0.0030605+0.0007508i,0.00098076-0.0011988i,-0.0015184-0.0067079i,-0.0020851-0.010757i,-0.0021691-0.010632i
-0.022405+0.027545i,0.072625+0.14763i,0.14213+0.21259i,0.092753+0.17472i,0.0038636+0.13311i,0.0068814+0.1165i,0.063982+0.084025i,0.089552+0.05916i,0.091148+0.039342i,0.07315+0.0083366i,0.041327-0.010131i,0.019027-0.016803i,-0.00052509-0.024262i,-0.016496-0.022989i,-0.018351-0.013875i,-0.011465-0.0055301i,-0.0044537-0.0030465i,-0.0021703-0.0043114i,-0.0015951-0.0032889i,0.00058987-0.00096619i,0.00095382+0.0005546i,0.0002096+0.002041i,0.0014607+0.0035683i
0.079697-0.17798i,0.062445-0.27842i,0.026446-0.32582i,-0.001272-0.26164i,0.01684-0.16566i,0.027352-0.12194i,-0.010668-0.094034i,-0.040026-0.051307i,-0.040621-0.0064359i,-0.02685+0.024237i,-0.0095643+0.028083i,-0.0035736+0.02488i,0.0037059+0.033843i,0.016661+0.03424i,0.019448+0.022066i,0.013333+0.012372i,0.0071887+0.0081306i,0.0024787+0.005691i,0.00093818+0.0031594i,0.0042244+0.00051973i,0.0085733-0.00069344i,0.010123-0.00095259i,0.0087009-0.0029191i
-0.017474+0.14068i,-0.12533+0.18449i,-0.18254+0.22321i,-0.12194+0.20874i,-0.056683+0.13956i,-0.042448+0.090918i,-0.01581+0.076964i,0.011873+0.053601i,0.01193+0.020486i,0.001323-0.0046346i,-0.0041839-0.01044i,0.0053412-0.01082i,0.012149-0.021239i,0.0067047-0.024988i,0.0011089-0.017845i,-0.0034617-0.011825i,-0.0048717-0.007026i,-0.0023617-0.0030202i,-0.0026367-0.00012167i,-0.0068139+0.0025271i,-0.010612+0.0029602i,-0.011298+0.0014028i,-0.010371+0.00088483i
-0.0074982+0.06888i,0.15162+0.099532i,0.28152+0.089571i,0.28615+0.049728i,0.22083+0.015847i,0.14932-0.012642i,0.079475-0.059313i,0.033988-0.094561i,0.0089814-0.098297i,-0.011598-0.073556i,-0.017538-0.043942i,-0.020679-0.029289i,-0.029114-0.016099i,-0.028976-0.0016171i,-0.019701+0.0043411i,-0.01019+0.0034924i,-0.0061916+0.00016731i,-0.0043513-0.0017233i,-4.0817e-06-0.0016186i,0.0027851-0.0017192i,0.0022087-0.0010136i,0.0020258+0.0015656i,0.0033663+0.0033452i
-0.076163-0.22205i,-0.16156-0.27927i,-0.22624-0.2878i,-0.25206-0.21711i,-0.23231-0.11614i,-0.1834-0.041534i,-0.14662+0.027595i,-0.11027+0.086058i,-0.051411+0.10435i,0.0019355+0.082441i,0.021301+0.050197i,0.023345+0.031699i,0.027692+0.017i,0.025635+0.00036542i,0.017389-0.0074451i,0.012773-0.0053944i,0.010413-0.00040331i,0.0069288+0.0023323i,0.0021747+0.0017735i,0.00016289-0.00069845i,0.0014116-0.0024044i,0.001629-0.0045253i,0.00031779-0.0073514i
0.098714+0.10281i,0.006745+0.17979i,-0.049201+0.23667i,0.00092591+0.19491i,0.055275+0.11551i,0.063192+0.082812i,0.071791+0.06162i,0.066155+0.022104i,0.0263-0.0030709i,-0.013551-0.0013818i,-0.023384+0.0067328i,-0.018723+0.0074345i,-0.019313+0.009877i,-0.017246+0.012932i,-0.013533+0.0099282i,-0.011507+0.0068738i,-0.0064474+0.0045337i,-0.00086236+0.0024974i,0.0029605+0.0042911i,0.0034137+0.0077651i,0.00081909+0.0088219i,-0.0010916+0.0080883i,-0.00092961+0.0082083i
0.049908+0.083317i,0.20633+0.018299i,0.26995-0.061486i,0.18107-0.08995i,0.076128-0.074203i,0.043187-0.049867i,0.034514-0.036246i,0.014341-0.02858i,0.0015868-0.025906i,-0.0021849-0.023789i,-0.007896-0.01377i,-0.0069611-1.9805e-06i,0.0039892+0.0049672i,0.0077735+0.0043317i,0.0037859+0.004359i,-0.00074193+0.0016317i,-0.0067099-0.00027732i,-0.0092692-0.0030338i,-0.0096809-0.0078981i,-0.0087314-0.008459i,-0.0045425-0.0068842i,0.0027819-0.0055735i,0.0091275-0.0043381i
-0.19847-0.09844i,-0.27757-0.10099i,-0.28209-0.052485i,-0.18485+0.076086i,-0.054415+0.16033i,0.023322+0.117i,0.049683+0.052119i,0.082639+0.025347i,0.1029-0.0077748i,0.079743-0.03918i,0.047813-0.042492i,0.028075-0.035614i,0.010574-0.031214i,-0.00080251-0.023984i,-0.0011823-0.014703i,0.0021096-0.0075959i,0.0057579-0.0046286i,0.0069222-0.0022007i,0.0057176+0.0023551i,0.0058137+0.0023434i,0.0063207-0.0025643i,0.003016-0.0069821i,-0.0031951-0.0074324i
0.1078-0.0097917i,0.076015+0.11364i,0.070544+0.16851i,0.088245+0.041432i,0.067238-0.10053i,0.010331-0.11509i,-0.039098-0.081301i,-0.082157-0.054054i,-0.10154-0.006214i,-0.074267+0.033959i,-0.038869+0.035951i,-0.020819+0.026687i,-0.0051697+0.02545i,0.0082576+0.022691i,0.012598+0.01527i,0.010755+0.0062589i,0.0055842-0.001826i,0.0038498-0.0046269i,0.007157-0.0039776i,0.0072133-0.003233i,0.0043735+0.00059902i,0.0035176+0.0063357i,0.0045761+0.0087573i
0.086637+0.016184i,0.17075-0.10979i,0.18529-0.1942i,0.099133-0.16028i,0.009642-0.075153i,-0.023992-0.016672i,-0.029529+0.0017488i,-0.032631+0.0051464i,-0.033107+0.0074839i,-0.030185+0.0074111i,-0.020854+0.0079339i,-0.0078355+0.00092974i,-0.0051113-0.013096i,-0.01203-0.016558i,-0.016408-0.0096991i,-0.016944-0.0010132i,-0.014855+0.007197i,-0.013956+0.0099917i,-0.014939+0.010319i,-0.012449+0.01439i,-0.0085885+0.014223i,-0.0042091+0.0071149i,0.0011336-0.0009435i
-0.17073+0.063921i,-0.24527+0.07245i,-0.26554+0.068863i,-0.15769+0.086744i,-0.025383+0.06542i,0.01056+0.022287i,-0.0021338+0.018783i,0.010855+0.01187i,0.024255-0.018447i,0.016288-0.030271i,0.0063365-0.022998i,-0.0014147-0.012948i,-0.0072081+0.0015025i,-0.0057687+0.0098283i,-0.0023552+0.0061634i,0.0013254-0.00047074i,0.0048872-0.0054042i,0.0070769-0.0058638i,0.008053-0.0050077i,0.0066944-0.0088739i,0.0025082-0.012998i,-0.0039043-0.011076i,-0.00933-0.0037454i
0.036331-0.12267i,0.040424+0.039598i,0.04756+0.18283i,-0.017791+0.18037i,-0.096811+0.15072i,-0.074457+0.14349i,-0.0017218+0.12356i,0.040289+0.11421i,0.068192+0.099023i,0.073034+0.055939i,0.048831+0.026519i,0.035653+0.018151i,0.03844+0.0048407i,0.034393-0.011064i,0.021694-0.016798i,0.0073313-0.014426i,-0.0037935-0.011249i,-0.0075727-0.010354i,-0.0075229-0.010847i,-0.0081003-0.0083572i,-0.0049391-0.0027121i,0.0019803-0.00024725i,0.0063028-0.0025082i
0.10354+0.028539i,0.11542-0.1343i,0.12169-0.23897i,0.13196-0.19699i,0.15091-0.10508i,0.13558-0.063488i,0.073537-0.071905i,0.013143-0.082918i,-0.029534-0.070539i,-0.047939-0.034938i,-0.040206-0.0071357i,-0.035077-0.0014313i,-0.041097+0.0040603i,-0.037994+0.015622i,-0.023459+0.023651i,-0.0072955+0.025215i,0.0041683+0.023458i,0.00834+0.020129i,0.01077+0.017851i,0.01238+0.016556i,0.010691+0.013312i,0.0059+0.0070672i,0.0028766+5.0978e-05i
-0.04917+0.10492i,-0.078139+0.10745i,-0.12032+0.098559i,-0.057235+0.066716i,0.016165-0.0062902i,0.0021483-0.0383i,-0.014538-0.011292i,-0.012133-0.010728i,-0.025004-0.029901i,-0.031655-0.035523i,-0.025946-0.028228i,-0.01254-0.01022i,0.0065965+0.0015582i,0.015626+0.00058173i,0.012201-0.0069896i,0.0057448-0.013927i,0.0011927-0.01575i,-0.0012417-0.015079i,-0.0058674-0.013771i,-0.012095-0.011645i,-0.013702-0.008314i,-0.0089541-0.00045041i,-0.0019222+0.0083678i
-0.13242-0.10008i,-0.056721+0.030107i,0.081867+0.11806i,0.10735+0.10198i,0.051344+0.081178i,0.039969+0.063658i,0.047902+0.016011i,0.046307-0.0065836i,0.047959-0.004238i,0.034661-0.0048396i,0.02059-0.004539i,0.020737-0.014517i,0.013158-0.029548i,-0.0012028-0.02933i,-0.0099865-0.018929i,-0.013669-0.0077766i,-0.015356-0.00070323i,-0.014039+0.0039012i,-0.009054+0.0067213i,-0.0013643+0.0073322i,0.0073797+0.0053531i,0.011311+0.00060013i,0.0071371-0.0032358i
0.18716+0.031895i,0.11747-0.078748i,-0.02363-0.21126i,-0.158-0.22516i,-0.18489-0.14629i,-0.13391-0.074325i,-0.10103-0.015331i,-0.088248+0.045246i,-0.050876+0.084971i,0.00033087+0.081372i,0.019746+0.053286i,0.0061605+0.039584i,-0.0022781+0.0425i,0.0051892+0.038855i,0.01486+0.027248i,0.019502+0.012666i,0.019102+0.00066367i,0.017904-0.004009i,0.018359-0.0046751i,0.018334-0.0055004i,0.014459-0.0059829i,0.0061654-0.0061984i,-0.00033587-0.0071738i
-0.053606-0.037353i,-0.10408-0.027123i,-0.13036+0.10408i,-0.029729+0.19295i,0.060466+0.14132i,0.04392+0.071391i,0.031999+0.04205i,0.044385+0.0025859i,0.023996-0.042956i,-0.015892-0.055181i,-0.031235-0.037872i,-0.017101-0.023674i,-0.0039865-0.024663i,-0.006991-0.025813i,-0.017181-0.019675i,-0.02301-0.012338i,-0.019742-0.0096831i,-0.016661-0.0075107i,-0.01836-0.00096624i,-0.021128+0.0060542i,-0.01919+0.0094113i,-0.010886+0.0086693i,-0.0020237+0.0058032i
-0.20595+0.13346i,-0.065652+0.24208i,0.14154+0.2174i,0.21183+0.1298i,0.15904+0.073465i,0.095156+0.051122i,0.044327+0.030821i,0.021842+0.0026607i,0.010968-0.01576i,0.0010656-0.0084734i,-0.0030495-0.0026598i,-0.011716-0.0069508i,-0.016648-0.0045902i,-0.012221+0.0015684i,-0.0069399+0.0054935i,-0.0016037+0.0085527i,7.7024e-05+0.013032i,0.00091873+0.014293i,0.002715+0.0075867i,0.0017354-0.0016539i,0.00053174-0.0071066i,-0.00083221-0.0072107i,-0.00073172-0.0027019i
0.34494-0.21837i,0.24853-0.2835i,0.049483-0.28695i,-0.082892-0.17627i,-0.062126-0.029755i,0.0091826+0.010734i,0.028027+0.00061906i,0.024062+0.016509i,0.037317+0.017761i,0.03985-0.0066248i,0.028449-0.0077877i,0.027976+0.012663i,0.032432+0.01978i,0.031749+0.0099757i,0.025227-0.0024843i,0.015883-0.0077669i,0.010071-0.0077204i,0.0061885-0.0086325i,0.0025103-0.0072285i,0.0035121-0.0042064i,0.0073319-0.0036803i,0.0068685-0.0036092i,0.0014592-0.0055093i
-0.23766+0.03364i,-0.34043+0.011729i,-0.28187+0.026187i,-0.13607-0.058198i,-0.076679-0.16659i,-0.095725-0.13114i,-0.086528-0.053905i,-0.083329-0.032911i,-0.1019-0.0068687i,-0.092038+0.027022i,-0.057962+0.029151i,-0.031053+0.0087106i,-0.023219-0.0035329i,-0.025501+0.0029494i,-0.022683+0.016107i,-0.01471+0.018539i,-0.0098034+0.010704i,-0.0077128+0.0070752i,-0.0024777+0.010914i,0.0026686+0.012737i,0.0041869+0.011424i,0.0064662+0.0076484i,0.0082525+0.0021529i
0.034092+0.3504i,0.24151+0.37411i,0.30096+0.23832i,0.18677+0.14416i,0.081663+0.14947i,0.084777+0.13419i,0.10271+0.067604i,0.096297+0.020271i,0.097985-0.0033469i,0.087171-0.025139i,0.045388-0.030004i,0.0081718-0.018588i,-0.0050162-0.012113i,-0.0054341-0.012567i,-0.0020593-0.014937i,-0.0013607-0.015349i,-0.0018126-0.0097274i,-8.3511e-05-0.0067142i,-0.0020281-0.0093445i,-0.0084025-0.0084846i,-0.01268-0.0034821i,-0.012067+0.001476i,-0.0055355+0.0057745i
0.080102-0.59917i,-0.03063-0.60702i,-0.13071-0.37578i,-0.10049-0.09793i,0.0031174+0.00052303i,0.018537-0.046775i,-0.033965-0.0541i,-0.035965-0.02112i,-0.021112-0.023608i,-0.031101-0.030695i,-0.022299-0.018262i,-0.00098476-0.0084282i,0.0086932-0.0035897i,0.010593-0.0053915i,0.0053042-0.013257i,-0.0017737-0.01359i,-0.003162-0.0084149i,-0.0020258-0.0039127i,0.00032976-0.0015844i,0.0042827-0.0028499i,0.0058479-0.0047678i,0.0027441-0.0027977i,-0.0023934+0.00078599i
-0.15869+0.41242i,-0.27836+0.52324i,-0.18928+0.4676i,-0.070593+0.26829i,-0.081457+0.14184i,-0.093645+0.15082i,-0.035358+0.15908i,-0.00447+0.13684i,-7.3489e-05+0.12525i,0.01294+0.10135i,0.014587+0.061744i,0.0078978+0.034491i,0.0077346+0.022236i,0.011595+0.019334i,0.013888+0.019013i,0.012427+0.013505i,0.0059293+0.0047433i,0.0012066+0.0016063i,0.0024902+0.0047464i,0.0050454+0.0082145i,0.0074082+0.0075548i,0.0069784-0.0014795i,0.0025816-0.0097798i
0.33054+0.17573i,0.58933+0.019738i,0.57779-0.12586i,0.44466-0.15929i,0.36383-0.15648i,0.26686-0.16172i,0.1381-0.1563i,0.051166-0.15251i,0.0038553-0.14879i,-0.01627-0.11406i,-0.011704-0.064185i,-0.0024705-0.035196i,-0.0038233-0.026406i,-0.012397-0.019045i,-0.017211-0.0053078i,-0.013228+0.0047666i,-0.0070743+0.0054333i,-0.0080396+0.0024459i,-0.012375+0.0030523i,-0.012337+0.0048157i,-0.010111+0.005614i,-0.0043161+0.0071882i,0.0061419+0.0036386i
-0.54888-0.56441i,-0.69571-0.50274i,-0.62052-0.31152i,-0.44765-0.14001i,-0.32532-0.057242i,-0.24823-0.004402i,-0.16395+0.059735i,-0.081872+0.091083i,-0.034438+0.083525i,-0.014324+0.059035i,-0.0056528+0.02697i,-0.0030139+0.0085816i,0.0030671+0.004316i,0.0057627-0.00041576i,0.0010482-0.0064354i,-0.0026188-0.0073448i,0.00026883-0.0043376i,0.0071016-0.003291i,0.0071773-0.0083155i,0.0003785-0.012799i,-0.0001178-0.010993i,0.005364-0.0078105i,0.0062238-0.0037013i
0.37073+0.42761i,0.2766+0.57932i,0.12621+0.50388i,0.0031819+0.3314i,0.0027802+0.25259i,0.095068+0.18879i,0.13257+0.071066i,0.10485-0.0022604i,0.084944-0.017032i,0.05958-0.020214i,0.023902-0.0081514i,0.0029676+0.0057922i,-0.005265+0.010742i,-0.001616+0.009482i,0.0027407+0.0017343i,-0.0030697-0.0039527i,-0.0091762-0.0036615i,-0.0092828-0.002812i,-0.0022623+0.00067022i,0.010098+0.0049001i,0.014749+0.0022834i,0.005587-0.001552i,-0.005929+0.0021131i
0.24557-0.10682i,0.32753-0.36384i,0.27094-0.38569i,0.16955-0.26029i,0.076067-0.19992i,-0.027591-0.17007i,-0.10573-0.1041i,-0.13559-0.048204i,-0.13224-0.027672i,-0.10405-0.018171i,-0.063765-0.0063138i,-0.0283+0.0025228i,-0.0096905+0.0048366i,-0.0075504+0.005786i,-0.0052647+0.0080909i,-0.00017883+0.0084622i,-0.0014387+0.0092457i,-0.0048788+0.013876i,-0.0041825+0.016361i,-0.0020045+0.011809i,-0.0026604+0.0086274i,0.0012026+0.0071828i,0.0075663-0.00051301i
-0.7762+0.042636i,-0.72823+0.19098i,-0.43101+0.24512i,-0.10055+0.25995i,0.076576+0.25862i,0.10902+0.22091i,0.11509+0.16403i,0.13904+0.097527i,0.1316+0.037089i,0.08141+0.01134i,0.038311+0.0079839i,0.022659-0.002221i,0.018849-0.018595i,0.013596-0.023917i,0.0052469-0.02057i,0.0020819-0.015465i,0.0053814-0.01503i,0.0050956-0.020574i,-0.0049379-0.0202i,-0.014955-0.011407i,-0.014299-0.0071636i,-0.011653-0.0092369i,-0.011052-0.0072555i
0.58559-0.16359i,0.54425-0.042063i,0.38168+0.017088i,0.22149-0.056696i,0.11795-0.13978i,0.067022-0.14933i,0.028793-0.11566i,-0.0081273-0.069939i,-0.0128-0.025314i,0.0076229-0.0067047i,0.01739-0.0096508i,0.007514-0.006845i,-0.0016186+0.0058332i,-1.3688e-05+0.010615i,0.0022234+0.0086402i,-0.00065053+0.0040906i,-0.0076769-0.00096967i,-0.010605+0.00024809i,-0.0028038+0.00054185i,0.0048556-0.0046843i,0.0037441-0.0040843i,0.0013436+0.0057735i,0.0049791+0.012105i
0.12946-0.03934i,0.035766-0.24971i,-0.036353-0.3211i,-0.096724-0.27075i,-0.16341-0.14679i,-0.16276-0.0041922i,-0.10228+0.059733i,-0.057329+0.059279i,-0.039666+0.04392i,-0.034686+0.016175i,-0.033325-0.0051204i,-0.022714-0.014162i,-0.017856-0.017812i,-0.019042-0.0077i,-0.012479+0.005348i,-0.0050908+0.010853i,0.0022104+0.01584i,0.01113+0.016164i,0.010606+0.012239i,0.0030046+0.014083i,0.0037374+0.015596i,0.010731+0.0028358i,0.009424-0.012271i
-0.49978+0.43934i,-0.37392+0.44671i,-0.25951+0.31981i,-0.13997+0.2363i,0.024681+0.15631i,0.09933+0.042986i,0.069606-0.02091i,0.033667-0.04606i,0.0016402-0.052669i,-0.012377-0.02572i,-0.0048412+0.0030269i,-0.0018875+0.016119i,-0.00019723+0.017663i,-0.00041422+0.0066975i,-0.0045551-0.0035562i,-0.0014272-0.0075065i,0.0038354-0.014393i,-0.0011067-0.017514i,-0.0058545-0.0085389i,0.00045299-0.0022478i,0.0028371-0.0070033i,-0.0017648-0.0068385i,0.00057324+0.002351i
0.10475-0.40741i,0.044215-0.15388i,0.014075+0.16083i,0.0094268+0.30451i,-0.0076329+0.26382i,-0.031897+0.16243i,-0.034645+0.096523i,-0.0041808+0.081629i,0.036326+0.060229i,0.042629+0.022001i,0.030856+0.0090025i,0.03752+0.017782i,0.054499+0.019978i,0.055302+0.0086995i,0.034354-0.0050934i,0.0095152-0.0087012i,-0.0038304-0.002518i,-0.0026846+0.0012691i,0.0032218-0.0068651i,0.003695-0.017222i,0.0051556-0.014083i,0.012509-0.0047976i,0.017041-0.0037556i
0.3178-0.12588i,0.25285-0.22682i,0.20396-0.24034i,0.16331-0.19634i,0.11241-0.10818i,0.078464-0.019767i,0.03752+0.015646i,-0.0083786+0.014939i,-0.038048+0.0079911i,-0.046363+0.010479i,-0.033636+0.0034376i,-0.029479-0.021997i,-0.037837-0.026202i,-0.028455-0.0060795i,-0.0079775+0.0078791i,0.0036624+0.010656i,0.0055635+0.0078388i,0.0012747+0.0048538i,-0.0032956+0.0083312i,-0.00036918+0.015903i,0.0048177+0.016907i,-0.0010635+0.010741i,-0.01285+0.0066753i
-0.25107+0.51375i,-0.22481+0.32412i,-0.19098+0.078787i,-0.079623-0.04023i,0.0090399-0.09199i,-0.00037606-0.10386i,-0.013237-0.070286i,0.0045194-0.040919i,0.019909-0.031657i,0.015762-0.03256i,-0.0054188-0.020982i,-0.015343+0.00099654i,-0.01642+0.0031819i,-0.023754-0.0066612i,-0.025806-0.014704i,-0.024784-0.020115i,-0.026325-0.017804i,-0.022299-0.0084531i,-0.014798+0.0012724i,-0.012119+0.0033882i,-0.012568+0.001133i,-0.0080523+0.0032608i,0.00073911+0.0068929i
