-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
-0.023866+0.0076482i,-0.026224+0.092698i,0.00049348+0.19332i,0.025743+0.23591i,0.01496+0.23564i,0.014784+0.21321i,0.051946+0.15885i,0.064533+0.07498i,0.03463+0.016939i,0.0088953+0.0032103i,-0.00097444+0.001962i,-0.0081392+0.00319i,-0.010941+0.0053753i,-0.0087733+0.0054856i,-0.0076144+0.0068157i,-0.008231+0.008926i,-0.0093735+0.0096665i,-0.0086255+0.0057425i,-0.0050616-0.0018955i,-0.00045831-0.0048685i,0.00025909+0.00066454i,-0.003775+0.0096901i,-0.0069567+0.01354i
0.0071589-0.048979i,-0.047745-0.087121i,-0.11629-0.10551i,-0.14749-0.10418i,-0.14946-0.095189i,-0.12995-0.058356i,-0.082119-0.019028i,-0.031711-0.010373i,-0.011919-0.0096432i,-0.0045777+0.00072907i,0.0042517+0.0058711i,0.0092001+0.0041406i,0.010694-0.00019758i,0.0054139-0.00621i,-0.0024358-0.0066259i,-0.0030069-0.0041712i,0.00078813-0.0057725i,0.0065015-0.010514i,0.011056-0.01312i,0.0086957-0.0099139i,0.0013131-0.0041845i,-0.0063335-0.00098728i,-0.0091637-0.0018362i
0.045491-0.03516i,0.10979-0.092963i,0.18833-0.090839i,0.21006+0.00056825i,0.1432+0.027922i,0.039212-0.028458i,-0.021933-0.032996i,-0.012878+0.00063271i,0.0053622+0.0038507i,-0.0032304-0.0010375i,-0.0087565+0.0031838i,-0.0013156+0.0034039i,0.0051885-0.00073785i,0.00046332-0.004383i,-0.0078383-0.0042946i,-0.0090077-0.0045772i,-0.0088654-0.0047735i,-0.007305-0.0012066i,-1.2585e-05+0.0051829i,0.0034078+0.0070599i,-0.00073062+0.00030991i,-0.004127-0.0092517i,-0.0038721-0.013339i
-0.027634-0.017595i,-0.041247-0.13522i,-0.042344-0.32447i,-0.0077522-0.42602i,0.070952-0.34342i,0.11699-0.23078i,0.062142-0.16777i,-0.0091048-0.088586i,-0.011933-0.023758i,0.0063903-0.011378i,0.0065764-0.011049i,0.0034531-0.0060887i,0.0035146-0.0043214i,0.0073514-0.0046163i,0.013951-0.0056287i,0.019474-0.0049115i,0.022923-0.0021868i,0.023096+0.00034941i,0.01623+0.0033547i,0.0077684+0.003291i,0.0063914+0.00014848i,0.010943-0.0016671i,0.012857-0.0020316i
-0.0016111+0.051161i,0.025175+0.18632i,0.009298+0.37844i,-0.045784+0.45337i,-0.05142+0.34717i,-0.012082+0.19231i,0.005731+0.082623i,0.00056684+0.03567i,0.0029933+0.021821i,0.0071629+0.0043502i,0.0021767-0.0082683i,-0.0059307-0.011722i,-0.014609-0.0083264i,-0.013625-0.0015307i,-0.0042376-0.0015319i,-0.00106-0.0017733i,-0.0013858+0.0026536i,-0.0039667+0.008047i,-0.0082611+0.012485i,-0.0067599+0.011455i,-0.0010708+0.0078245i,0.0031581+0.0086017i,0.0039834+0.0099879i
0.036355+0.0041598i,0.075508+0.035337i,0.11028-0.00079924i,0.10533-0.098795i,0.039571-0.087296i,-0.0027121+0.021536i,0.027218+0.050762i,0.029162+0.00058291i,-0.0044034-0.011832i,-0.0055145+0.010887i,0.0066565+0.013884i,0.003172+0.0063262i,-0.0027425+0.00353i,0.00085574+0.0035993i,0.0058964+0.005861i,0.0036915+0.010028i,0.0017983+0.014126i,0.0026279+0.012589i,0.0001364+0.0041445i,-0.0018958-0.001443i,-0.0029133+0.00078181i,-0.0053919+0.0065367i,-0.0071631+0.0093319i
0.026964+0.040246i,-0.033956+0.14836i,-0.12353+0.29025i,-0.18333+0.33202i,-0.20507+0.19579i,-0.17914+0.055882i,-0.10054+0.031708i,-0.020123+0.030357i,0.0012117+0.012695i,-0.010504+0.0085049i,-0.01104+0.0090952i,-0.0050862+0.0074112i,0.0013204+0.0052879i,-0.00077166-0.0035726i,-0.010652-0.011124i,-0.017111-0.013396i,-0.022796-0.01294i,-0.025996-0.010784i,-0.021711-0.0093667i,-0.014255-0.0078244i,-0.0075853-0.0072953i,-0.0058254-0.010094i,-0.0058889-0.011816i
-0.036578-0.03927i,-0.036995-0.2136i,0.081472-0.42591i,0.25516-0.47268i,0.29437-0.34314i,0.17547-0.1907i,0.057997-0.077648i,0.021916-0.02251i,0.0096695-0.013964i,-0.0055162-0.0066989i,-0.012359+0.0033133i,-0.0074159+0.0091771i,0.0054591+0.013423i,0.010591+0.015916i,0.0058876+0.017199i,0.002861+0.01286i,0.00040642+0.0028954i,0.00030168-0.0038159i,0.006623-0.0086057i,0.0094066-0.011823i,0.0057556-0.010061i,0.0059173-0.0077726i,0.0073946-0.0074471i
-0.13052-0.025855i,-0.27583-0.063907i,-0.46346-0.021306i,-0.53173+0.082723i,-0.33531+0.10786i,-0.070958+0.027951i,0.011378-0.025726i,-0.0031703+0.0066762i,0.0087049+0.024845i,0.011967-0.003571i,-0.00069963-0.016574i,-0.0049509-0.011126i,-0.0055644-0.010455i,-0.0037729-0.010682i,0.0027632-0.0092986i,0.0082864-0.0092938i,0.0095869-0.013043i,0.0067087-0.016729i,0.0041682-0.011621i,0.0054584-0.0018674i,0.0083284+0.0034543i,0.010662+0.0059313i,0.01036+0.0097675i
0.058594-0.095279i,0.24194-0.10066i,0.45686-0.064262i,0.51384-0.023413i,0.35875+0.034054i,0.15856+0.074325i,0.056049+0.040629i,0.013694-0.015018i,-0.0053345-0.029025i,-0.0039761-0.017082i,0.001415-0.0053429i,0.0019842-0.0050029i,-0.0078102-0.0083206i,-0.015133-0.0015189i,-0.012617+0.0065272i,-0.0070994+0.01034i,0.0032529+0.013275i,0.014779+0.012452i,0.020265+0.0096612i,0.015967+0.0068609i,0.0039729+0.0067618i,-0.0051721+0.012454i,-0.0078433+0.014979i
0.12691+0.0099903i,0.098721+0.08306i,-0.10756+0.090206i,-0.34762+0.0013643i,-0.3822-0.044877i,-0.22366-0.014277i,-0.071201+0.0053471i,-0.023016+0.00095882i,-0.022303+0.0050633i,-0.010398+0.0075709i,0.00085987+0.0033221i,0.0032613+0.0003906i,0.0036016-0.0066402i,0.0032779-0.017777i,0.0040053-0.024369i,0.0036664-0.02152i,0.003361-0.013156i,0.0026668-0.0062826i,-0.0029355-0.00083123i,-0.0074804+0.0038624i,-0.0087362+0.0038627i,-0.01162-0.00050683i,-0.013326-0.0038629i
0.12461+0.1416i,0.25093+0.23683i,0.46217+0.27665i,0.60942+0.20111i,0.46473+0.032751i,0.16998-0.078406i,0.014986-0.083354i,0.00053229-0.067232i,-0.0013174-0.047687i,-0.010642-0.013073i,-0.0097844+0.0055396i,-0.0034995+0.012405i,0.0085478+0.01654i,0.0098056+0.010346i,0.00029579+0.003476i,-0.0025984+0.0011107i,-0.0023958+0.0033515i,-0.0016238+0.0091558i,0.00039596+0.009089i,-0.0005508+0.0013488i,-0.0022793-0.0098198i,-0.0018564-0.021109i,0.00017692-0.026735i
-0.21158+0.049548i,-0.42073-0.068042i,-0.59287-0.24838i,-0.5889-0.30375i,-0.36042-0.20254i,-0.11009-0.091742i,-0.027807-0.01971i,-0.030993+0.037312i,-0.015813+0.049094i,0.00011234+0.022487i,-0.001303+0.0037835i,-0.0066824+0.0016382i,-0.00041897+0.007533i,0.016801+0.010928i,0.026898+0.010092i,0.024439+0.0070457i,0.012829+0.00053132i,1.5013e-05-0.0036022i,-0.0058086-0.0037459i,-0.0049222-0.0028093i,0.0042284-0.0016603i,0.016653-0.0039361i,0.019311-0.0064651i
-0.17505-0.094131i,-0.15768-0.054263i,0.02485+0.19387i,0.24654+0.44366i,0.30672+0.40695i,0.2044+0.1882i,0.10662+0.034771i,0.076526-0.018726i,0.057667-0.024862i,0.030546-0.014346i,0.011969-0.0080293i,-0.0010178-0.008772i,-0.014443-0.0077005i,-0.022164-0.00071544i,-0.020848+0.0058875i,-0.017774+0.01207i,-0.012925+0.016781i,-0.0060216+0.016964i,0.00040011+0.012699i,0.003979+0.0057955i,0.0042995+0.0055685i,0.0065417+0.014491i,0.012806+0.02056i
0.085927-0.23058i,0.099411-0.39287i,-0.021611-0.55219i,-0.21335-0.59058i,-0.28841-0.3792i,-0.20376-0.082639i,-0.092788+0.050857i,-0.050125+0.048249i,-0.036055+0.025262i,-0.016172+0.0073649i,-0.0050471-0.0021366i,-0.0025517-0.0087119i,-0.0049242-0.014084i,-0.0062379-0.010349i,-0.0027253-0.0042365i,-0.0034398-0.0027235i,-0.005393-0.0041885i,-0.0049448-0.0066625i,-0.0075028-0.008129i,-0.01058-0.0028564i,-0.013033+0.010226i,-0.016+0.022324i,-0.016284+0.025468i
0.3026+0.1275i,0.39198+0.3358i,0.34436+0.52328i,0.26418+0.5206i,0.19771+0.32218i,0.13129+0.097375i,0.10617-0.00056068i,0.1046-0.021345i,0.063424-0.028398i,0.010444-0.0093539i,-0.0063949+0.010965i,-0.00061794+0.016875i,0.0053198+0.012658i,0.00012649-0.0029773i,-0.008837-0.016412i,-0.010534-0.019351i,-0.0080506-0.016363i,-0.0062703-0.011548i,-0.0050661-0.0071794i,-0.0019811-0.006604i,-0.003317-0.011825i,-0.012875-0.014535i,-0.018691-0.010265i
0.051638+0.21136i,0.086132+0.16357i,0.10177-0.10676i,0.032186-0.37848i,-0.065237-0.40582i,-0.099577-0.24169i,-0.11141-0.094264i,-0.11599-0.017898i,-0.079362+0.013704i,-0.035593+0.0084519i,-0.016966+0.00047585i,-0.0034029+0.0023597i,0.010142+0.0069056i,0.016745+0.010237i,0.017832+0.0086409i,0.020417+0.0021727i,0.021454-0.0074464i,0.016133-0.015513i,0.008672-0.018034i,0.0042451-0.01573i,0.0057189-0.016616i,0.0063184-0.023513i,-0.00045972-0.027442i
-0.36856+0.039078i,-0.52173+0.099428i,-0.47264+0.30374i,-0.24023+0.54449i,0.01488+0.52774i,0.13857+0.27563i,0.12785+0.085685i,0.091369+0.037465i,0.06307+0.022519i,0.030634+0.0064781i,0.0091339+0.001232i,-0.0029456+0.00095193i,-0.011877-0.0012255i,-0.01512-0.0032269i,-0.012458-0.00088674i,-0.0082374+0.0062358i,-0.0049441+0.010105i,0.0012714+0.010595i,0.010837+0.0090299i,0.017952+0.00021716i,0.02156-0.0082116i,0.022984-0.011825i,0.020268-0.010479i
-0.15834-0.33345i,-0.13733-0.53724i,-0.0019869-0.66532i,0.06394-0.68041i,-0.03453-0.52526i,-0.13201-0.28308i,-0.14077-0.1483i,-0.12608-0.099128i,-0.082978-0.044988i,-0.020435-0.020953i,0.0043797-0.026209i,0.0026903-0.0241i,-0.001638-0.01673i,-0.0063577-0.0045451i,-0.0067546+0.0050264i,-0.007829+0.0082613i,-0.0055897+0.011564i,0.0048622+0.011732i,0.010664+0.0053192i,0.0047713+0.0042136i,-0.0025754+0.016935i,0.0021284+0.028937i,0.012628+0.024247i
0.26077-0.13687i,0.2289-0.12925i,-0.021349-0.0043953i,-0.20123+0.15923i,-0.14543+0.22192i,-0.037547+0.17733i,0.028622+0.13242i,0.0676+0.084286i,0.04725+0.024683i,0.0012923+0.0040636i,-0.016354+0.0088595i,-0.015735+0.0079656i,-0.0061892+0.001625i,0.0052297-0.009833i,0.0064317-0.020484i,-0.0011681-0.025356i,-0.0095168-0.020394i,-0.011285-0.0064581i,-0.0062067+0.0059649i,-0.00067764+0.012933i,-0.0018278+0.013776i,-0.0071154+0.013314i,-0.0050556+0.013507i
0.39143+0.28586i,0.59387+0.42568i,0.63178+0.32936i,0.48829-0.0016343i,0.2706-0.25499i,0.11515-0.26393i,0.049404-0.18797i,-0.0020392-0.12628i,-0.037595-0.053681i,-0.026206-0.0010419i,-0.0064508+0.010103i,0.0047705+0.012441i,0.01507+0.015429i,0.019515+0.013285i,0.024298+0.0079727i,0.030875+4.7169e-05i,0.028922-0.0059773i,0.017685-0.0070552i,0.0047785-0.0048391i,-0.0038165-0.0017228i,-0.0092244-0.0036181i,-0.015158-0.0067468i,-0.016559-0.0048048i
-0.18339+0.22601i,-0.23139+0.32986i,-0.1911+0.40518i,-0.11703+0.4986i,-0.029165+0.50815i,0.039407+0.35716i,0.041199+0.20382i,0.043649+0.12906i,0.050034+0.059067i,0.019234+0.012317i,-0.0012457+0.0066697i,-0.0057179+0.00073971i,-0.013179-0.0025348i,-0.010358-0.00039676i,-0.0051611+0.0042752i,0.0019888+0.012813i,0.0094044+0.01034i,0.0047755+0.0022352i,-0.0027353+0.0033369i,0.0015871+0.0030644i,0.012365-0.0084628i,0.012811-0.021873i,0.0012849-0.022183i
-0.45619-0.16707i,-0.56941-0.24777i,-0.35061-0.28056i,-0.014659-0.31083i,0.1147-0.29462i,0.090035-0.18709i,0.072837-0.10533i,0.038375-0.085376i,0.0017673-0.051002i,0.0058605-0.018042i,0.011094-0.0095554i,0.0039783-0.0033454i,-0.0082188+0.00070611i,-0.021915+0.0059721i,-0.025877+0.014988i,-0.023625+0.023463i,-0.017374+0.027795i,-0.0071324+0.022369i,-0.00028066+0.0084737i,-0.0016318-0.0040423i,-0.0042424-0.0016172i,-0.0010189+0.0083441i,0.0011808+0.011095i
-0.037116-0.34291i,-0.18938-0.52366i,-0.40649-0.50691i,-0.49214-0.26117i,-0.38192-0.029762i,-0.24854+0.039853i,-0.17081+0.062482i,-0.076915+0.077734i,0.0029253+0.033652i,0.0063622-0.013315i,-0.011332-0.013451i,-0.0042735-0.0065675i,0.011111-0.011626i,0.014956-0.016201i,0.00077407-0.020567i,-0.018913-0.023206i,-0.027204-0.019891i,-0.023774-0.012618i,-0.017352-0.0087i,-0.012205-0.0052059i,-0.0066572+0.0039939i,0.0027685+0.011256i,0.012748+0.010888i
0.45749+0.080869i,0.55684+0.10357i,0.43697+0.055832i,0.2843-0.069282i,0.21382-0.1854i,0.16031-0.18823i,0.11287-0.11012i,0.059724-0.059064i,-0.0072844-0.022442i,-0.027287+0.013598i,-0.016854+0.01901i,-0.010798+0.020711i,0.0019154+0.022488i,0.011437+0.010977i,0.016167-0.0013913i,0.017982-0.0136i,0.0096514-0.017689i,0.0023566-0.012585i,0.0016889-0.0088409i,-0.0019615-0.0086665i,-0.011388-0.0092618i,-0.017411-0.0069191i,-0.012788-0.0060707i
0.26813+0.27192i,0.51261+0.36694i,0.59398+0.37739i,0.38903+0.35302i,0.13109+0.27755i,0.025001+0.10019i,-0.025703-0.058403i,-0.048406-0.059471i,-0.002276-0.0069597i,0.028543-0.0034576i,0.01866-0.01127i,0.0086092-0.010402i,0.0035306-0.0053745i,0.0037594-7.1165e-05i,0.0099631+0.00045108i,0.020256-0.00026907i,0.030676-0.0054953i,0.029904-0.014735i,0.019233-0.016412i,0.013166-0.011665i,0.014319-0.012521i,0.012279-0.017282i,0.0050887-0.015156i
-0.36993-0.046685i,-0.34255-0.036557i,-0.071997-0.05748i,0.14749-0.13311i,0.13308-0.13475i,0.036255-0.021971i,0.0042068+0.034216i,-0.014512-0.00036119i,-0.038941-0.022217i,-0.030753-0.018757i,-0.016871-0.018255i,-0.025415-0.021092i,-0.042375-0.018574i,-0.043225-0.0031569i,-0.027179+0.016311i,-0.0087966+0.028926i,0.0045841+0.029224i,0.011397+0.017794i,0.01391+0.0047428i,0.01494-0.0014904i,0.011882-0.0025535i,0.0055964-0.001113i,-0.0020719+0.001492i
-0.30969-0.1905i,-0.53623-0.16329i,-0.64698-0.049258i,-0.58395+0.038592i,-0.40885+0.074712i,-0.212+0.069293i,-0.076072+0.040826i,-0.010519+0.029904i,0.019966+0.021818i,0.01541+0.0022991i,-0.0026894-0.001773i,-0.00073574+0.0051364i,0.0091037+0.0055639i,0.0091877-0.00075654i,-0.00338-0.012878i,-0.021268-0.018821i,-0.025606-0.012155i,-0.012828-0.00024659i,0.0023688+0.0056821i,0.0094991+0.0057491i,0.011069+0.012488i,0.012808+0.022993i,0.014347+0.028411i
0.17721+0.070287i,0.039272+0.08153i,-0.18417+0.1003i,-0.18881+0.096152i,-0.040526+0.029957i,0.01582+0.027429i,0.025844+0.11899i,0.046519+0.12128i,0.0085657+0.047471i,-0.035374+0.020988i,-0.030144+0.016742i,-0.012211+0.0055512i,0.0027809-0.00782i,0.0095453-0.02174i,0.0032988-0.024118i,-0.0092602-0.022059i,-0.023773-0.016162i,-0.0269-0.0003557i,-0.016274+0.012219i,-0.0080036+0.013391i,-0.0089392+0.0079309i,-0.01202+0.0017257i,-0.0065897-0.0058817i
0.30193+0.25739i,0.40692+0.32299i,0.35632+0.31668i,0.26748+0.31751i,0.26574+0.26377i,0.29003+0.087975i,0.24623-0.061631i,0.15348-0.073333i,0.081869-0.0084716i,0.054554+0.03531i,0.043672+0.037755i,0.032274+0.031634i,0.02714+0.028448i,0.024686+0.018508i,0.026571+0.0044539i,0.033666-0.005788i,0.031032-0.01022i,0.015644-0.0077337i,0.0047677-7.279e-05i,0.0044665+0.0029048i,0.0036279-0.0033385i,-0.0020036-0.011563i,-0.010897-0.015497i
-0.079659-0.2265i,0.071074-0.41559i,0.32094-0.56595i,0.38623-0.60794i,0.20654-0.50525i,-0.0032192-0.32678i,-0.11883-0.19998i,-0.13828-0.12431i,-0.079457-0.070148i,-0.013514-0.049897i,0.0042068-0.042165i,-0.0022022-0.03385i,-0.011263-0.030898i,-0.017904-0.018551i,-0.013305+0.0056381i,0.0014397+0.022023i,0.016524+0.018778i,0.017966+0.002497i,0.0051777-0.0095154i,-0.0055979-0.0092615i,-0.003646-0.0062718i,0.0037955-0.0087218i,0.0039434-0.011655i
-0.31658-0.34838i,-0.44005-0.44747i,-0.44835-0.41662i,-0.41621-0.29713i,-0.3519-0.12857i,-0.21446-0.0083347i,-0.09452+0.0085233i,-0.045976-0.00030598i,-0.024469-0.0086068i,-0.022963-0.017908i,-0.030215-0.0079179i,-0.027255+0.0054387i,-0.021208+0.017065i,-0.0092284+0.028347i,0.0028133+0.023555i,0.0042345+0.012384i,0.0037559+0.0066512i,0.0033472+0.00077278i,0.00088554-0.0030412i,-0.00071798-0.00072209i,0.00010079+0.0057499i,0.0020516+0.01458i,0.004938+0.023943i
0.12729+0.072415i,0.11725+0.16676i,0.019605+0.19735i,-0.059106+0.11643i,-0.073354-0.01139i,-0.10231-0.059722i,-0.11183+0.013336i,-0.059647+0.064192i,-0.032008+0.032093i,-0.043766+0.00071206i,-0.036893-0.005689i,-0.011784-0.0097187i,0.0099729-0.016773i,0.016893-0.026876i,0.0046622-0.031668i,-0.014699-0.028928i,-0.024248-0.016929i,-0.015936+7.8819e-05i,-0.0035897+0.0037227i,-0.0042608-0.0019844i,-0.0081428+0.00050313i,-0.00093307+0.010109i,0.018288+0.015375i
0.25806+0.48228i,0.31453+0.63496i,0.26145+0.65894i,0.21324+0.63859i,0.21471+0.53052i,0.21822+0.32903i,0.2135+0.15687i,0.18467+0.049015i,0.10131+0.001961i,0.026129+0.016039i,0.0076107+0.030294i,0.0015967+0.026288i,-0.011211+0.028211i,-0.017136+0.02655i,-0.012002+0.022651i,0.0016902+0.020653i,0.0082999+0.011264i,0.002809+0.0033218i,-0.00042389+0.0059518i,0.0034783+0.0052443i,0.0026338-0.0087532i,-0.008362-0.023586i,-0.020087-0.028751i
0.075283+0.061037i,0.23198+0.035262i,0.39936-0.045292i,0.44437-0.18564i,0.33014-0.26946i,0.17569-0.23833i,0.061243-0.19911i,-0.028195-0.14272i,-0.032849-0.042838i,0.02671+0.001626i,0.038901-0.008006i,0.025271-0.0054415i,0.027861-0.0087663i,0.021929-0.0184i,0.011221-0.014179i,0.0092505-0.0046404i,0.010113+0.0012219i,0.0078992+0.00069969i,0.0035837-0.004723i,0.0018129-0.008889i,0.0038352-0.0055201i,0.0026899-0.0011526i,-0.011658-0.00044819i
-0.31154-0.48453i,-0.48707-0.59287i,-0.5122-0.47557i,-0.43826-0.27581i,-0.33668-0.11975i,-0.22546-0.04134i,-0.13962-0.025239i,-0.070089-0.020186i,-0.0082425-0.032608i,0.0011308-0.052922i,-0.02447-0.033267i,-0.035747-0.007634i,-0.039036-0.00012733i,-0.03399+0.0070873i,-0.025138+0.0054078i,-0.024967+0.002283i,-0.019827+0.0011776i,-0.0089026-0.0082691i,-0.0053357-0.014286i,-0.0036909-0.0099163i,0.0024641-0.0056844i,0.0064879-0.0065681i,0.0038428-0.0039677i
0.012416-0.064016i,-0.091961+0.00073772i,-0.18636+0.10188i,-0.14553+0.11243i,-0.056386+0.035454i,-0.016503+0.021765i,-0.0098636+0.084184i,-0.023546+0.1134i,-0.04118+0.090519i,-0.045216+0.044973i,-0.044986+0.0051564i,-0.034646-0.0050768i,-0.0025921-0.0025883i,0.02634-0.011053i,0.02985-0.027647i,0.012818-0.035254i,-0.0038763-0.020231i,-0.0070887+0.0035533i,-0.00081713+0.010363i,0.0019394+0.0052168i,-0.0035349+0.011313i,-0.0029083+0.028577i,0.013534+0.035336i
0.020318+0.32626i,0.07127+0.34825i,0.061549+0.27541i,0.05306+0.29293i,0.13135+0.3205i,0.208+0.21302i,0.21275+0.09432i,0.1952+0.035083i,0.13581-0.0088485i,0.052109-0.014488i,0.022946-0.0073448i,0.012689-0.023623i,-0.014543-0.030078i,-0.0282-0.021021i,-0.020422-0.01251i,-0.0010397-0.0095716i,0.015005-0.014999i,0.02025-0.017449i,0.01913-0.011502i,0.015363-0.0080297i,0.015615-0.013089i,0.022059-0.023043i,0.02814-0.02953i
-0.015853+0.23638i,0.093495+0.21709i,0.17262+0.0061364i,0.14172-0.17293i,0.087861-0.14894i,0.066426-0.073397i,0.031169-0.063328i,-0.037076-0.059144i,-0.079769-0.0024339i,-0.038758+0.051647i,0.018105+0.046335i,0.029987+0.027915i,0.021811+0.022406i,0.009744+0.021831i,0.0077525+0.030366i,0.019572+0.032327i,0.018977+0.020527i,0.006022+0.0063451i,0.00031539-0.002098i,0.0023167-0.0046991i,-0.00068111-0.002996i,-0.012377+0.00017718i,-0.026412-0.0042453i
-0.080967-0.55577i,-0.12412-0.70485i,-0.1333-0.56383i,-0.15379-0.33913i,-0.16791-0.23694i,-0.1362-0.20963i,-0.085991-0.1936i,-0.038754-0.15152i,0.017799-0.094824i,0.040272-0.05926i,0.025266-0.020964i,0.021171+0.0085948i,0.02143+0.0068084i,0.010586+0.0013214i,0.001988+0.0019617i,-0.0013297+0.0014399i,0.0039087-0.0021442i,0.013466-0.008805i,0.015305-0.012875i,0.014028-0.010008i,0.015885-0.0049464i,0.015415+0.0022671i,0.0047644+0.014688i
0.15833-0.087522i,0.11663+0.034173i,0.093962+0.16282i,0.084565+0.10057i,-0.06396-0.061225i,-0.24383-0.074501i,-0.26688+0.025483i,-0.19561+0.063936i,-0.14274+0.032105i,-0.11825+0.0034042i,-0.099802+0.0035326i,-0.071852+0.01755i,-0.030228+0.024402i,0.0049868+0.011303i,0.0068936-0.011398i,-0.018182-0.017944i,-0.038105-0.0040828i,-0.037902+0.013767i,-0.021931+0.02103i,-0.0094343+0.018333i,-0.015447+0.015208i,-0.025405+0.016494i,-0.015345+0.016351i
0.31007+0.049636i,0.40673+0.090759i,0.40764+0.1175i,0.37597+0.12644i,0.33457+0.13012i,0.26688+0.11702i,0.22275+0.095819i,0.20776+0.060736i,0.15971+0.015294i,0.087314-0.0065892i,0.038993-0.013714i,0.014315-0.020688i,0.0019528-0.0168i,0.00046204-0.0085359i,0.007306-0.0042015i,0.021005+0.00085237i,0.033358+0.0069814i,0.036684+0.01311i,0.032061+0.015993i,0.021232+0.013457i,0.016117+0.0086729i,0.020186+0.0048126i,0.021022+0.0025103i
-0.27118+0.36804i,-0.3451+0.37267i,-0.32858+0.12903i,-0.28225-0.11643i,-0.20434-0.1547i,-0.11535-0.072739i,-0.06413-0.0015088i,-0.047838+0.031519i,-0.038305+0.029156i,-0.024399+0.0081257i,-0.0099873-0.01146i,-0.0067989-0.024257i,-0.016482-0.029481i,-0.024335-0.027816i,-0.020248-0.019194i,-0.0086088-0.0099974i,-0.0050207-0.012224i,-0.015224-0.020539i,-0.024041-0.015178i,-0.017774-0.0019151i,-0.0066616-0.001882i,-0.0018999-0.015075i,-0.0016347-0.027321i
0.033634-0.23826i,-0.035747-0.3968i,-0.21342-0.27246i,-0.26638+0.039543i,-0.080138+0.18056i,0.11847+0.09789i,0.15077-0.0098019i,0.10376-0.035893i,0.075772-0.012554i,0.065894+0.0084776i,0.054565+0.016496i,0.044483+0.015744i,0.02936+0.0096851i,0.0063887+0.015029i,-0.0053415+0.032184i,-0.00055221+0.040219i,0.0086051+0.035136i,0.016683+0.023591i,0.016899+0.0057195i,0.0085252-0.006651i,0.002418-0.0050494i,-0.0019862+0.0017815i,-0.013777+0.0067434i
-0.20915+0.096183i,-0.27635+0.19014i,-0.16864+0.25742i,0.01708+0.20503i,0.067169+0.022598i,-0.0090776-0.15276i,-0.092065-0.19081i,-0.12449-0.12501i,-0.10353-0.068693i,-0.09023-0.06623i,-0.10397-0.051015i,-0.087314-0.006822i,-0.034631+0.010604i,0.010709-0.0047673i,0.020447-0.031628i,-0.0027294-0.04793i,-0.020672-0.038149i,-0.01808-0.020501i,-0.013337-0.010684i,-0.015238-0.0046055i,-0.017451-0.0022087i,-0.01434-0.00043109i,-0.0020261+0.0062652i
0.55229+0.29555i,0.91338+0.32129i,0.94069+0.14407i,0.65566+0.023764i,0.38639+0.095312i,0.23703+0.13027i,0.14914+0.052745i,0.083206-0.026341i,0.020163-0.039759i,-0.010896+0.0049234i,-0.0049773+0.030906i,-0.0064582+0.027445i,-0.01621+0.028052i,-0.022641+0.022952i,-0.023089+0.01721i,-0.0096401+0.017074i,0.0039765+0.019381i,0.0089427+0.023564i,0.013411+0.021662i,0.014183+0.011309i,0.0092952+0.0020719i,0.0058585+0.00060514i,0.0041424-0.00073719i
-0.52166-0.26226i,-0.68995-0.34668i,-0.55605-0.36833i,-0.34281-0.38789i,-0.23688-0.3535i,-0.12796-0.21265i,-0.028839-0.09396i,-0.015382-0.018412i,-0.0059922+0.033287i,0.025898+0.019999i,0.026295-0.01555i,0.0071426-0.030906i,-0.00097692-0.033348i,0.010659-0.026184i,0.027204-0.024846i,0.028657-0.030642i,0.019618-0.035404i,0.0011128-0.03584i,-0.018797-0.026412i,-0.021015-0.01353i,-0.0083595-0.0045829i,0.0063857-0.00075696i,0.01375+0.0020575i
-0.048108-0.11035i,-0.072999-0.01062i,-0.12556+0.10091i,-0.1744+0.12651i,-0.16329+0.09102i,-0.11569+0.057018i,-0.060164+0.063758i,0.0054672+0.065082i,0.031673+0.041124i,0.020772+0.045986i,0.029481+0.053168i,0.035033+0.022194i,0.013913-0.0072904i,-0.01671-0.013946i,-0.038584-1.8791e-05i,-0.037728+0.019449i,-0.025105+0.019837i,-0.010304+0.0084762i,0.006208-0.0033517i,0.015092-0.011822i,0.013251-0.0090681i,0.006595+0.00040373i,0.00042993+0.0029035i
