-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
0.068526+0.011348i,0.026984+0.072432i,0.042926+0.14493i,0.088695+0.14931i,0.1051+0.14487i,0.13457+0.13501i,0.13917+0.064075i,0.074092+0.0096352i,0.021444+0.014079i,0.012979+0.010426i,0.0032018-0.010338i,-0.013388-0.012761i,-0.023991+8.9557e-05i,-0.025135+0.0073059i,-0.019707+0.0026051i,-0.011255-0.006614i,0.0010239-0.012451i,0.011771-0.012082i,0.015236-0.0063925i,0.013889-0.00046009i,0.010254+0.004943i,0.0056087+0.0075101i,-0.00065717+0.0029796i
-0.174-0.052308i,-0.23544+0.011876i,-0.16769+0.031573i,-0.073413-0.024443i,-0.034029-0.053565i,-0.026311-0.049134i,-0.028283-0.041353i,-0.025093-0.021728i,-0.010922-0.00526i,-0.0023684+0.0052081i,0.0052219+0.019631i,0.014149+0.024409i,0.016706+0.020396i,0.014725+0.013708i,0.010218+0.0039201i,0.005847-0.0045274i,0.00082006-0.011517i,-0.0064066-0.013132i,-0.0082775-0.010066i,-0.0051602-0.010802i,-0.0036191-0.011288i,-0.0066048-0.0066672i,-0.011544+0.002925i
-0.15526-0.051057i,-0.18365-0.030878i,-0.13401-0.0062629i,-0.068232-0.006038i,-0.029195-0.02636i,-0.037901-0.015434i,-0.04202+0.031731i,-0.012125+0.044669i,-0.001477+0.015326i,-0.01314+0.0011278i,-0.013696+0.0074375i,-0.00018392+0.014951i,0.017236+0.011344i,0.022021+0.00098968i,0.013273+0.003158i,0.0036215+0.014856i,-0.0026994+0.02435i,-0.0056317+0.026824i,-0.0073084+0.020755i,-0.0082362+0.010405i,-0.010027-0.0015226i,-0.011013-0.0072422i,-0.0043574-0.0015395i
0.22087+0.16395i,0.38252+0.14923i,0.38876+0.036022i,0.24326-0.023456i,0.14317-0.02463i,0.1195-0.048123i,0.078063-0.068433i,0.036413-0.049197i,0.025073-0.026428i,0.016125-0.027076i,0.0034091-0.034417i,-0.0034605-0.035938i,-0.0094027-0.028721i,-0.012643-0.014701i,-0.0096079-0.0059649i,-0.0064563-0.0058126i,-0.0026612-0.0080948i,0.0042741-0.011442i,0.00849-0.013291i,0.0065721-0.0074252i,0.0046853+0.0061757i,0.0072232+0.014377i,0.0086731+0.0073687i
0.16585-0.0061612i,0.20522-0.11038i,0.1135-0.19832i,-0.027071-0.16429i,-0.11924-0.081129i,-0.13675-0.028i,-0.098001-0.0013023i,-0.049247+0.0079347i,-0.01699+0.016562i,0.0092635+0.028097i,0.023269+0.020214i,0.013928+0.00024641i,-0.00053326-0.0082725i,-0.0021472-0.0083363i,0.0056697-0.010889i,0.009664-0.016088i,0.0043052-0.019501i,-0.0048472-0.018187i,-0.011331-0.013745i,-0.0099878-0.0055101i,-0.0020077+0.0011442i,0.0043309+0.0022746i,0.0028959+0.0015361i
-0.28689-0.1731i,-0.52059-0.12336i,-0.55781+0.037933i,-0.33334+0.13651i,-0.13423+0.13197i,-0.057111+0.14592i,0.01635+0.14342i,0.048874+0.06805i,0.017973+0.0099676i,-0.0013152+0.00064199i,-0.0023383+0.0066964i,-0.0040456+0.01578i,-0.0037038+0.015451i,-0.0022583+0.0072171i,-0.0028816+0.0053423i,-0.0046489+0.013703i,-0.0041959+0.023952i,-0.0017045+0.028651i,0.00039338+0.026911i,0.00033167+0.016047i,-0.0035568-0.0013354i,-0.0058916-0.012031i,-0.0005606-0.0086754i
-0.081148+0.072066i,-0.059923+0.23031i,0.015983+0.33176i,0.10454+0.25179i,0.14599+0.12345i,0.15158+0.034153i,0.10975-0.033403i,0.037875-0.050242i,0.00044497-0.041498i,-0.016351-0.045879i,-0.028993-0.037185i,-0.025123-0.011225i,-0.015182+0.011213i,-0.01038+0.019845i,-0.011923+0.017027i,-0.012296+0.013191i,-0.0053465+0.011894i,0.0042061+0.0085153i,0.010291+0.0018348i,0.011122-0.0017565i,0.0080925+0.00075373i,0.001452+0.00035971i,-0.0050183-0.0060261i
0.21548+0.001476i,0.48444-0.14786i,0.53697-0.2733i,0.29598-0.24797i,0.084923-0.12879i,0.0084795-0.074044i,-0.043685-0.059706i,-0.048274-0.011061i,-0.0084388+0.024821i,0.016018+0.031005i,0.025473+0.020383i,0.028429-0.0006128i,0.026624-0.012378i,0.022632-0.013263i,0.021281-0.014297i,0.022288-0.022414i,0.016591-0.033033i,0.0057252-0.032908i,-0.0013427-0.022314i,-0.0022408-0.010326i,0.00033669-0.0021482i,-0.00069154+0.0052546i,-0.0066369+0.011442i
-0.10781+0.020386i,-0.22501-0.13276i,-0.22445-0.22611i,-0.11902-0.18496i,-0.029432-0.12551i,-0.012658-0.0846i,-0.0212-0.024882i,-0.011352+0.0065394i,-0.0097089+0.0029532i,-0.011935+0.0032192i,-0.0016848+0.0054846i,0.0034569-0.0026091i,0.0010952-0.015333i,-5.4023e-05-0.020203i,-0.0010513-0.013876i,-0.0055171-0.0049938i,-0.010944+0.0015571i,-0.011504+0.0039356i,-0.0080939+0.0017208i,-0.0073239-0.0020848i,-0.0092586-0.0046684i,-0.0035835-0.0034227i,0.009751-0.00022664i
-0.0067264+0.30492i,-0.18239+0.51253i,-0.25115+0.53833i,-0.14765+0.34766i,-0.062661+0.13497i,-0.04314+0.058584i,-0.0069356+0.053871i,0.010566+0.03086i,-0.0060159+0.005106i,-0.02168-0.010395i,-0.03174-0.014777i,-0.030729-0.0011611i,-0.021587+0.014567i,-0.015904+0.020119i,-0.015822+0.021116i,-0.016724+0.024465i,-0.013122+0.02882i,-0.0050168+0.02497i,-0.0014009+0.012701i,-0.0041091+0.0049999i,-0.0047264+0.0049737i,-0.0036168+0.0011208i,-0.0048101-0.0080888i
0.24383-0.2534i,0.34103-0.2306i,0.28389-0.14271i,0.095081-0.049508i,-0.045762+0.049961i,-0.054635+0.11612i,0.01177+0.097375i,0.060774+0.035744i,0.070254+0.0097659i,0.068344+0.01373i,0.053525+0.0058571i,0.024659-0.006004i,0.0052057-0.0045381i,0.0031265-0.00076507i,0.009928-0.0052311i,0.016088-0.013997i,0.016473-0.019224i,0.011699-0.015585i,0.0069998-0.0043379i,0.0076517+0.0046344i,0.0087975+0.0060742i,0.0026861+0.006746i,-0.0084997+0.010799i
-0.17492-0.46677i,-0.19832-0.63116i,-0.16479-0.56546i,-0.087831-0.3268i,-0.0051959-0.15045i,0.033464-0.08974i,0.017983-0.068481i,-0.0099595-0.050608i,-0.023365-0.039128i,-0.022158-0.025163i,-0.015309-0.0042792i,-0.010205+0.011084i,-0.0046767+0.012725i,-0.00087955+0.0066008i,-0.0015799+0.0026625i,-0.0028259+0.0027405i,-0.0028288+0.002813i,-0.0017653+0.0018875i,-0.00020501-0.00075825i,0.00062054-0.0054384i,0.00029093-0.010344i,0.004346-0.012885i,0.01177-0.010263i
-0.13527+0.39045i,-0.070112+0.58477i,0.016597+0.54122i,0.0803+0.33282i,0.11336+0.1572i,0.10449+0.040699i,0.037249-0.020792i,-0.030865-0.0091457i,-0.053046+0.012108i,-0.057043+0.0039622i,-0.042584+0.0018738i,-0.0033348+0.0079567i,0.023692+0.0053919i,0.023203+0.001851i,0.011006+0.0053295i,0.0025085+0.012985i,0.002197+0.016195i,0.0012633+0.011444i,-0.0048466+0.0063999i,-0.0087639+0.004307i,-0.008023+0.0022067i,-0.0085871+0.00048566i,-0.0071179-0.00057443i
0.074086+0.30983i,0.22156+0.24873i,0.26544+0.12529i,0.16177+0.052831i,0.038659+0.049505i,-0.00072125+0.059749i,0.0065944+0.043697i,0.022319+0.025156i,0.043109+0.016296i,0.056917+0.0072531i,0.052499-0.014992i,0.027391-0.043522i,-0.00028531-0.050002i,-0.007269-0.036175i,0.0007159-0.029197i,0.0047269-0.034472i,0.0011785-0.035559i,-0.00046167-0.024563i,0.0031135-0.0091986i,0.0081314+0.001715i,0.0081702+0.0088164i,0.004596+0.016869i,0.0021838+0.019894i
-0.21393-0.27176i,-0.46283-0.47275i,-0.5368-0.4584i,-0.35761-0.30382i,-0.18033-0.20554i,-0.13929-0.11301i,-0.086539+0.0061041i,-0.0063926+0.031503i,0.013144+0.0069355i,0.0091876+0.0028502i,-0.0002676+0.00093574i,-0.024798+0.009911i,-0.03115+0.022916i,-0.020943+0.022883i,-0.014896+0.018136i,-0.014586+0.014536i,-0.014669+0.011818i,-0.0082974+0.0078864i,0.00050147-0.0012495i,0.0022165-0.010832i,0.0012265-0.013617i,0.0043812-0.016433i,0.0035123-0.020772i
0.34504+0.048854i,0.30506+0.25534i,0.19891+0.38623i,0.14192+0.28527i,0.11411+0.13067i,0.089211+0.046084i,0.061828+0.0033852i,0.027243-0.0089942i,-0.0019118-0.012368i,-0.029935-0.01112i,-0.037258+0.010297i,-0.010513+0.032119i,0.016077+0.030155i,0.019736+0.016051i,0.010516+0.014805i,0.003882+0.026177i,0.0059268+0.030853i,0.0081551+0.02229i,0.002426+0.009944i,-0.0039435+0.0021134i,-0.0070915-0.0043738i,-0.011079-0.0081822i,-0.014149-0.0046605i
0.34345-0.051167i,0.60497-0.081322i,0.63928-0.12135i,0.3573-0.083516i,0.11693+0.033766i,0.076325+0.086009i,0.066961+0.028656i,0.021839-0.023365i,-0.0022225-0.02414i,0.0068171-0.01042i,0.020624-0.011184i,0.016472-0.026297i,-0.0010458-0.027636i,-0.0082324-0.017615i,-0.001056-0.018564i,0.0073215-0.024379i,0.0085304-0.023903i,0.003428-0.017546i,-0.00040728-0.0080051i,-0.0011047+0.0017301i,-0.0021369+0.010052i,-0.0022932+0.018342i,0.0031342+0.02257i
-0.72453-0.22354i,-0.95926-0.36286i,-0.81694-0.39115i,-0.47947-0.26953i,-0.24107-0.14729i,-0.12567-0.072168i,-0.054469-0.014011i,-0.01475+0.017703i,0.0015131+0.02759i,0.017793+0.017191i,0.019813-0.0015133i,0.0091321-0.0010564i,0.0083835+0.0070139i,0.010996+0.0085184i,0.0085839+0.0058388i,0.0040593-0.00059815i,-0.00026482-0.0067073i,-0.0046431-0.0065788i,-0.0092008-0.00037078i,-0.0087011+0.0051445i,-0.0021679+0.0064633i,0.0055475+0.0022298i,0.006657-0.0030032i
-0.085234+0.29031i,-0.080306+0.51121i,-0.068039+0.52705i,0.0038804+0.33124i,0.060753+0.099164i,0.018081-0.029883i,-0.043012-0.031337i,-0.035034+0.0088431i,-0.0081878+0.0065336i,-0.021109-0.0095685i,-0.025438+0.00034669i,0.0018145+0.0010964i,0.020999-0.016332i,0.020274-0.021448i,0.0096218-0.010016i,-0.00099497+0.0041011i,-0.0046059+0.0099608i,-0.0012194+0.0075822i,0.0044429+0.003735i,0.0062952-0.0028503i,0.0054326-0.0097243i,0.0046935-0.012853i,0.0047601-0.010618i
0.6678+0.12648i,0.89768+0.11842i,0.72163+0.072688i,0.3473+0.073138i,0.11156+0.13782i,0.052336+0.16222i,0.051511+0.10491i,0.036915+0.027712i,0.0057047+0.001306i,0.00087958+0.014802i,0.0058267+0.0052284i,-0.020267-0.011758i,-0.046281-0.0034252i,-0.039818+0.0023716i,-0.019613-0.0043218i,-0.0070107-0.0085896i,-0.0034238-0.0051823i,-0.00017183-0.0017622i,0.0043778-0.0049086i,0.0036562-0.0065802i,-0.0028314-0.0029683i,-0.0096621-0.00043832i,-0.010911-0.0054977i
-0.2746-0.23442i,-0.45175-0.41152i,-0.42707-0.34688i,-0.22916-0.16049i,-0.070207-0.057117i,0.010583-0.0020907i,0.067281+0.010416i,0.068-0.021234i,0.046331-0.022502i,0.046147-0.015868i,0.028096-0.015257i,0.0054939+0.011252i,0.0058333+0.032201i,0.007047+0.029099i,0.004643+0.016335i,0.0040327+0.0048646i,0.005696+0.0010836i,0.0066942+0.0019176i,0.0019925+0.0053528i,-0.00035573+0.0093921i,0.001327+0.0098418i,-0.0034412+0.0082621i,-0.016583+0.010083i
-0.27021-0.11147i,-0.25893-0.1319i,-0.089411-0.11429i,0.072509-0.12911i,0.10422-0.17033i,0.032657-0.17281i,-0.05248-0.096876i,-0.059567-0.012339i,-0.033457-0.0098884i,-0.040697-0.028614i,-0.024664-0.011638i,0.021004-0.0094194i,0.037806-0.025995i,0.024621-0.027579i,0.0060268-0.014154i,-0.0038701-0.0007289i,-0.0042223+0.00018036i,-0.0035812-0.0036489i,-0.0023935-0.003643i,0.00071287-0.0066369i,0.0049564-0.011115i,0.012841-0.0079682i,0.021661+0.0045173i
0.27088+0.14895i,0.34241+0.21024i,0.22417+0.13814i,0.019224+0.055425i,-0.061798+0.07931i,-0.02014+0.096814i,0.014878+0.061832i,0.0013734+0.039348i,-0.016332+0.044769i,-0.0097183+0.043703i,-0.0023277+0.01316i,-0.013674-0.014562i,-0.021571-0.012715i,-0.012892-0.0044345i,-0.00048569-0.0051775i,0.0028668-0.0068601i,-0.0039993-0.0032866i,-0.011666-0.002523i,-0.015338-0.0058761i,-0.017437-0.0043243i,-0.017054-7.7528e-06i,-0.0098374-0.0011982i,0.0052922-0.010742i
-0.11734+0.28668i,-0.25341+0.46972i,-0.22573+0.51469i,-0.1033+0.35i,-0.056167+0.1506i,-0.033897+0.069877i,0.020708+0.023974i,0.037831-0.022751i,0.032049-0.020342i,0.03368-0.0074539i,0.011861-0.0022851i,-0.011275+0.010393i,-0.0096678+0.015635i,0.0012712+0.01056i,0.0080291+0.0048334i,0.0098855+0.0023i,0.012344+0.0041746i,0.013368+0.0083892i,0.0099905+0.011989i,0.004979+0.01357i,-0.00038525+0.01573i,-0.0098138+0.013692i,-0.022327+0.0068791i
0.042247-0.16039i,0.13916-0.32653i,0.19655-0.39442i,0.15132-0.29972i,0.063707-0.18224i,-0.023043-0.10488i,-0.059044-0.02291i,-0.020313+0.013299i,0.0082634-0.01481i,0.0017712-0.025019i,0.0086769-0.0071576i,0.017579-0.0029236i,0.0069361-0.010064i,-0.010316-0.01102i,-0.017944-0.0039478i,-0.013973+0.00054665i,-0.0068837-0.0029323i,0.00043504-0.0064729i,0.0073664-0.0072091i,0.011963-0.0083253i,0.0139-0.010106i,0.012176-0.0095279i,0.0041919-0.00085542i
0.22208-0.3768i,0.24978-0.54543i,0.049062-0.50045i,-0.11867-0.21692i,-0.07322+0.029273i,0.016387+0.068773i,0.031042+0.022518i,0.012541-0.0012455i,-0.006779-0.004669i,-0.0084351-0.0069197i,-0.0026556-0.017275i,-0.0028634-0.011352i,0.0034848+0.011043i,0.012162+0.017236i,0.013651+0.0068435i,0.0055497+0.00032731i,-0.0054091+0.0034663i,-0.012147+0.004012i,-0.013446+0.00048577i,-0.0087085-0.0014943i,-0.0034896-0.0035552i,0.00055004-0.004657i,0.0065424-0.0058081i
-0.32238+0.16158i,-0.40529+0.44542i,-0.24994+0.58216i,-0.021991+0.40548i,0.049489+0.17917i,0.034985+0.10737i,0.030366+0.071406i,-0.00012509+0.024933i,-0.024509+0.016049i,-0.021202+0.013521i,-0.016102+0.0075568i,-0.0047336+0.0013551i,0.008558-0.01109i,0.01467-0.018478i,0.014628-0.017337i,0.017463-0.0087i,0.023201+0.00042329i,0.022001+0.0056148i,0.014521+0.0074006i,0.003232+0.0058415i,-0.006311+0.0057512i,-0.0082045+0.0084687i,-0.004538+0.0064544i
-0.19062+0.30336i,-0.18079+0.29451i,-0.042589+0.14971i,0.066037-0.01431i,0.058193-0.077442i,0.032811-0.042551i,0.03017+0.015623i,0.040309+0.044281i,0.043436+0.032322i,0.030864+0.017899i,0.023056+0.0095765i,0.01109-0.0099382i,-0.012701-0.021898i,-0.027456-0.015099i,-0.02609-0.0059646i,-0.019366-0.010369i,-0.013406-0.020521i,-0.0073153-0.02261i,-0.0031263-0.017075i,-0.0045198-0.010076i,-0.005861-0.0058978i,-0.0052028-0.0033086i,-0.0041036+0.002591i
0.37306+0.00016035i,0.48246-0.18726i,0.28714-0.2635i,0.04069-0.1408i,-0.0089177-0.036139i,0.0062921-0.055605i,-0.0096305-0.070852i,-0.010759-0.051907i,-0.0048901-0.030267i,-0.001171-0.01397i,-0.0032355-0.0073917i,-0.011844+0.0082706i,-0.0093328+0.028609i,0.00065051+0.029728i,0.00076725+0.016117i,-0.014164+0.010577i,-0.027996+0.015741i,-0.028229+0.011603i,-0.019944+0.0021495i,-0.0070168+0.002234i,0.0053604+0.0037318i,0.010715-0.0013275i,0.0073727-0.0090095i
0.10933-0.248i,0.12761-0.22769i,0.14338-0.10795i,0.12954-0.046456i,0.072492-0.023046i,0.035661+0.025227i,0.041517+0.039651i,0.02486+0.013704i,-0.00097732+0.00025179i,-0.0015424-0.0056377i,-0.0033398-0.0092046i,-0.0047596+0.0016621i,0.0060335+0.0055015i,0.01034-0.002199i,0.00825+0.00068399i,0.016353+0.012102i,0.026596+0.018899i,0.023137+0.018629i,0.011736+0.013117i,0.0032618+0.0038956i,-0.0022849-0.0017655i,-0.0077141-0.0012731i,-0.012466-0.0022858i
-0.33856-0.061181i,-0.56632-0.0028609i,-0.49706+0.037253i,-0.25345+0.007707i,-0.096096-0.040315i,-0.031511-0.057i,0.0042122-0.049693i,0.027954-0.039277i,0.038305-0.042844i,0.026294-0.044672i,0.019081-0.034101i,0.024113-0.03289i,0.017509-0.034557i,0.0062326-0.021132i,0.0059592-0.0087208i,0.010014-0.013815i,0.010155-0.022362i,0.0082057-0.016392i,0.0056767-0.0035433i,-0.00053624+0.00057185i,-0.0085608-0.00074448i,-0.01083+0.0055488i,-0.0059641+0.020151i
0.016544+0.26089i,0.046692+0.2629i,0.014349+0.16494i,-0.073683+0.091429i,-0.14798+0.054607i,-0.19249+0.029289i,-0.18424+0.031339i,-0.12199+0.034027i,-0.073689+0.02433i,-0.055895+0.028706i,-0.031901+0.029738i,-0.012387+0.0089142i,-0.0089951-0.0027749i,0.00075228-0.0017401i,0.0064945-0.0073841i,-0.0054248-0.0086382i,-0.014679-0.0010567i,-0.010899+0.0011047i,-0.0018797-0.00066676i,0.0064658+0.0018965i,0.014789+0.0018801i,0.022293-0.0052684i,0.025967-0.011065i
0.19044-0.03211i,0.39119-0.039233i,0.39818-0.044484i,0.2368-0.0050917i,0.12122+0.10628i,0.11554+0.19972i,0.13185+0.1807i,0.092814+0.10506i,0.034703+0.067602i,0.017881+0.051171i,0.0021959+0.027377i,-0.031524+0.026531i,-0.039527+0.033683i,-0.029731+0.017662i,-0.024612+0.003507i,-0.017039+0.0036643i,-0.0091801+0.0019184i,-0.0067288-0.0030579i,-0.0074095-0.0058965i,-0.0076188-0.0050986i,-0.0096578-0.0042947i,-0.014784-0.0069958i,-0.018427-0.015764i
-0.019253-0.13497i,-0.042174-0.06436i,-0.010943+0.049874i,0.091498+0.098245i,0.19013+0.051781i,0.20769-0.011542i,0.14685-0.03749i,0.079291-0.032438i,0.057153-0.025052i,0.055344-0.030766i,0.049543-0.031376i,0.046489-0.018712i,0.04017-0.0088066i,0.020956-0.0025498i,0.00097108+0.0042092i,-0.0045604+0.0073255i,-0.00038622+0.0081861i,0.001624+0.0073157i,-0.0010388+0.0028991i,-0.006183-0.0001007i,-0.010681+0.0060061i,-0.012046+0.01697i,-0.011703+0.024807i
-0.082672+0.031555i,-0.21476-0.11327i,-0.24621-0.2377i,-0.17943-0.25503i,-0.13907-0.22889i,-0.13492-0.19018i,-0.10819-0.11598i,-0.045459-0.051721i,-0.0033523-0.037225i,-0.0010948-0.037777i,0.0035339-0.034006i,0.01911-0.042925i,0.024595-0.047999i,0.02406-0.027566i,0.026969-0.0030342i,0.026393+0.0042183i,0.020899+0.0021464i,0.01542+2.5811e-05i,0.0097838-0.00077573i,0.0092532+4.8848e-05i,0.01905-0.0033896i,0.025753-0.0098774i,0.023768-0.0070335i
-0.17636+0.013229i,-0.23814-0.030521i,-0.2792-0.00035154i,-0.2216+0.030398i,-0.12066+0.017509i,-0.058983+0.0064682i,-0.012876-0.0070674i,-0.0038829-0.040912i,-0.033147-0.050381i,-0.053857-0.034988i,-0.072693-0.016505i,-0.088373+0.011001i,-0.076546+0.027138i,-0.044206+0.016143i,-0.018067-0.0013091i,-0.012375-0.008818i,-0.018468-0.0080134i,-0.020345-0.0001451i,-0.012677+0.010859i,-0.0060064+0.0096757i,-0.010024-0.0044301i,-0.016611-0.014662i,-0.015847-0.019198i
0.13763+0.10418i,0.36353+0.36509i,0.50457+0.49974i,0.41312+0.40078i,0.21245+0.26624i,0.076452+0.20727i,0.019973+0.15574i,-0.0065444+0.10463i,-0.015027+0.075416i,-0.0038904+0.065529i,0.021764+0.058077i,0.036645+0.042321i,0.028774+0.034205i,0.014951+0.023446i,0.0043988+0.0052299i,0.0060411+0.0005497i,0.017358+0.0064169i,0.0242+0.0073261i,0.02285-0.0011609i,0.012924-0.0078414i,0.00036274-0.0031727i,-0.0056941+0.0042603i,-0.0080101+0.0063175i
0.24011+0.041136i,0.21725-0.12973i,0.1521-0.35352i,0.028194-0.35663i,-0.056724-0.1533i,-0.043558+0.013451i,-0.015398+0.076481i,0.021686+0.082911i,0.054059+0.060449i,0.063824+0.038135i,0.077024+0.011123i,0.08248-0.024353i,0.067459-0.039063i,0.045714-0.026843i,0.030492-0.014883i,0.02206-0.022512i,0.012486-0.036947i,0.0014554-0.043215i,-0.010072-0.038979i,-0.012323-0.022752i,-0.0020697-0.0075342i,0.0036564+0.00023879i,0.0012656+0.012236i
-0.18851-0.20336i,-0.43775-0.41999i,-0.58603-0.34353i,-0.39033-0.12132i,-0.080522-0.067656i,0.04864-0.092159i,0.071558-0.062452i,0.061991-0.052777i,0.024169-0.06089i,-0.0037549-0.065046i,-0.036079-0.0688i,-0.066986-0.049112i,-0.06587-0.024049i,-0.050983-0.015263i,-0.048665-0.011141i,-0.061469-0.0013109i,-0.072065+0.012377i,-0.065877+0.025798i,-0.046892+0.033404i,-0.029844+0.028607i,-0.022511+0.021581i,-0.014401+0.017738i,0.0030529+0.0079492i
-0.20051-0.07653i,-0.057256+0.20126i,0.10939+0.38738i,0.15221+0.30854i,0.098628+0.17128i,0.07619+0.10469i,0.089065+0.032932i,0.056236-0.030198i,0.014095-0.039362i,0.0032566-0.034457i,-0.012243-0.030349i,-0.03546-0.011631i,-0.03622+0.0098268i,-0.016621+0.016499i,-0.0021583+0.021206i,0.010567+0.037421i,0.029938+0.050453i,0.039702+0.045353i,0.032751+0.028352i,0.019288+0.014369i,0.0094978+0.0051802i,0.004626-0.004905i,0.00071706-0.018087i
0.078285+0.34359i,0.13295+0.50574i,0.2077+0.3424i,0.09955+0.047009i,-0.069334-0.086249i,-0.08628-0.11071i,-0.051329-0.12492i,-0.038423-0.086854i,-0.026471-0.036527i,-0.030324-0.00060232i,-0.015364+0.043235i,0.032608+0.061683i,0.061936+0.042447i,0.061769+0.017816i,0.061688+0.002307i,0.064599-0.011661i,0.0597-0.025545i,0.048946-0.032278i,0.037177-0.027866i,0.028149-0.017514i,0.022055-0.012569i,0.0097955-0.012179i,-0.012851-0.0036381i
0.21756-0.0048398i,0.21731-0.36553i,0.12985-0.47188i,0.099515-0.2855i,0.062846-0.15531i,-0.076647-0.1156i,-0.17022-0.027842i,-0.12574+0.047529i,-0.059127+0.061754i,-0.027878+0.053382i,-0.0019862+0.032677i,0.02014+0.0026025i,0.020313-0.023924i,-0.003337-0.035964i,-0.025739-0.03305i,-0.034412-0.029165i,-0.037412-0.027237i,-0.033438-0.020222i,-0.01985-0.014639i,-0.008036-0.015129i,-0.0031923-0.010983i,0.0011223+0.00036484i,0.0058188+0.012322i
-0.07023-0.40032i,-0.091498-0.51866i,-0.24022-0.39372i,-0.24014-0.066821i,-0.056407+0.23459i,0.068912+0.37153i,0.10189+0.36335i,0.098012+0.23953i,0.080944+0.10447i,0.085364+0.01948i,0.073148-0.0504i,0.0095514-0.091566i,-0.051282-0.071336i,-0.061317-0.022929i,-0.04244+0.0024491i,-0.02926+0.0029802i,-0.026304+0.00057845i,-0.031842+0.0032813i,-0.037139+0.0092573i,-0.029281+0.0064214i,-0.018248-0.0052974i,-0.009928-0.012776i,0.0079087-0.013647i
-0.24639+0.24108i,-0.38618+0.73374i,-0.21753+0.89759i,-0.023742+0.53054i,-0.0016768+0.12591i,0.023625-0.013592i,0.086167-0.065899i,0.078144-0.10677i,0.019366-0.09469i,-0.027735-0.041994i,-0.038457+0.016194i,-0.028414+0.057409i,-0.011469+0.078289i,0.013462+0.069235i,0.025183+0.042361i,0.017192+0.032156i,0.011978+0.039554i,0.022712+0.03901i,0.03094+0.023017i,0.021832+0.011125i,0.010898+0.007726i,0.002789+0.0012771i,-0.010841-0.0066633i
0.17684+0.3783i,0.38076+0.16737i,0.54375-0.080027i,0.481-0.20365i,0.28347-0.20628i,0.12938-0.13275i,0.056599-0.056222i,0.036534-0.022874i,0.024652-0.020803i,0.010291-0.027612i,0.0080641-0.020774i,0.020417+0.0017145i,0.042147+0.010216i,0.048811-0.0031526i,0.036548-0.011471i,0.032391-0.01461i,0.030129-0.024393i,0.017735-0.031072i,0.0023917-0.027157i,-0.011165-0.012712i,-0.01813+0.0016122i,-0.02118+0.0089603i,-0.024502+0.014328i
0.079883-0.33077i,0.083823-0.65727i,-0.2323-0.72408i,-0.44909-0.31678i,-0.33846+0.11894i,-0.1642+0.22525i,-0.085401+0.15038i,-0.064426+0.058676i,-0.052085+0.015199i,-0.0081699-0.011146i,0.014005-0.060123i,-0.0031976-0.081205i,-0.0036918-0.067625i,0.0059502-0.055153i,0.0023584-0.056274i,-0.011786-0.062923i,-0.026203-0.056772i,-0.037696-0.035259i,-0.036897-0.0057792i,-0.022374+0.0094167i,-0.016934+0.0048254i,-0.017+0.0026414i,-0.003931+0.0058998i
-0.26262-0.31444i,-0.54358+0.037254i,-0.45198+0.35606i,-0.16297+0.29098i,-0.052616+0.12239i,-0.043178+0.15944i,0.030349+0.22855i,0.078888+0.1801i,0.064179+0.10808i,0.032638+0.076104i,0.018995+0.06882i,0.029463+0.051835i,0.018728+0.019857i,-0.020422+0.0076105i,-0.050912+0.023173i,-0.06048+0.050944i,-0.042605+0.076047i,-0.0054791+0.073438i,0.013974+0.042099i,0.012183+0.01495i,0.018646+0.00035346i,0.032722-0.015313i,0.034276-0.024475i
0.030166+0.19731i,0.045874+0.11227i,0.19008+0.069881i,0.35476-0.10675i,0.43936-0.43297i,0.4494-0.65369i,0.37531-0.62818i,0.24581-0.42815i,0.14165-0.24169i,0.049378-0.15982i,-0.031245-0.11449i,-0.067558-0.070388i,-0.055122-0.029114i,-0.0054935+0.0098786i,0.044344+0.03285i,0.069682+0.029553i,0.066621+0.0042554i,0.048253-0.013716i,0.037036-0.014231i,0.026076-0.011024i,0.0062694+0.00031079i,-0.0082142+0.013455i,-0.013517+0.0058216i
0.091531+0.3791i,0.46404+0.27883i,0.39386+0.036715i,-0.022295+0.088561i,-0.29616+0.33795i,-0.35559+0.42055i,-0.33801+0.33695i,-0.25919+0.20699i,-0.17467+0.10997i,-0.10024+0.09112i,-0.030695+0.079646i,-0.0028838+0.046318i,0.0043997+0.025281i,0.02055+0.0017976i,0.025339-0.030833i,0.013632-0.049345i,-0.00058948-0.046468i,-0.014356-0.035047i,-0.027568-0.019305i,-0.03048-0.0045659i,-0.022828-0.0081524i,-0.021183-0.02042i,-0.024843-0.011914i
