-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
0.0027531-0.010182i,0.010466-0.016495i,0.014848-0.016336i,0.0056593-0.0055234i,-0.0049962+0.0029138i,-0.0062202+0.0034082i,-0.0030087-0.00074237i,0.0018811-0.0046543i,0.0059939-0.0064306i,0.0051394-0.0075135i,0.0010197-0.0075677i,-0.0031072-0.0040654i,-0.0032468+0.0012597i,0.00024592+0.0043849i,0.0016974+0.0044328i,0.0010469+0.0043265i,0.0011288+0.0054009i,0.0015661+0.0054028i,0.0016441+0.0035999i,0.00055603+0.0020748i,-0.0014892+0.00081078i,-0.0016075-0.00031711i,0.00084888+2.006e-05i
0.0017672+0.0076083i,0.00096465+0.014711i,-0.0058694+0.017059i,-0.013155+0.013619i,-0.012106+0.011187i,-0.0074998+0.0048766i,-0.0080651+0.00077791i,-0.009889+0.0033321i,-0.0074768+0.0080408i,-0.0031163+0.010309i,-0.0011911+0.0087026i,-0.00064493+0.003993i,-0.0010139-0.0012606i,-0.00072508-0.003511i,0.0015823-0.0026576i,0.0014989-0.0014598i,-0.00064406-0.0012228i,-0.00087141-0.0014116i,-0.0013895-0.0017148i,-0.0027675-0.0022307i,-0.003635-0.0014609i,-0.0033572-0.00015144i,-0.0032775+0.00073326i
-0.0046812-0.0023549i,-0.0075303-0.0086806i,-0.0035623-0.010939i,0.0030881-0.0035968i,0.0020521+0.0030319i,-0.0046317-0.00024781i,-0.011294-0.004749i,-0.01239-0.0040626i,-0.0071444-0.0051921i,-0.0037396-0.0088682i,-0.0042252-0.0067843i,-0.0021949+0.0010313i,0.0025088+0.0054976i,0.0042201+0.0038757i,0.0031366+0.0012933i,0.0027198+0.0011941i,0.0034464+0.0020241i,0.0038925+0.0013813i,0.002532+0.00036937i,0.0012496+0.00101i,0.0018469+0.0019219i,0.0018902+0.0013505i,0.00085434-0.0014153i
0.011008-0.00077704i,0.01236+0.0027475i,0.0088968+0.010847i,0.0061341+0.014839i,0.0064302+0.0089643i,0.0056707+0.0027364i,0.0026231+0.0047879i,0.0033408+0.0084216i,0.0095526+0.0061726i,0.013863+0.00098693i,0.012049-0.0017015i,0.0056604-0.0021688i,-0.00059481-0.0033609i,-0.0028348-0.0042959i,-0.0044839-0.0066691i,-0.0058088-0.0073445i,-0.0049909-0.0048563i,-0.0029964-0.0026293i,-0.0016595-0.00061067i,-0.0018459+0.00048403i,-0.0013153+0.0011548i,-6.0674e-05+0.0010256i,0.0014823+0.00040244i
-0.0015653+0.0077699i,-0.0039565+0.0076207i,-0.0034186+0.0047647i,0.0013038+0.0012978i,0.0058892-0.00013176i,0.0049278+0.0025716i,0.0024056+0.0081495i,-5.8882e-05+0.0094892i,-0.0046264+0.0076432i,-0.0082294+0.0080247i,-0.0061162+0.0081518i,-0.0011021+0.0053448i,0.001538+0.0015186i,7.3665e-05+0.0001456i,-0.0017801+0.00076859i,-0.00066856+0.001629i,0.0023609+0.00075023i,0.0028924-7.6807e-05i,0.0022776+0.00039152i,0.0036382+0.00075443i,0.0040716-4.343e-05i,0.0013752+0.00025429i,-0.0018488+0.0018473i
3.716e-05-0.0023625i,0.0049257-0.0022592i,0.0077649-0.0014228i,0.0037539-0.00060474i,0.00019949+2.186e-06i,0.001195+0.00018639i,0.0046236-0.00036959i,0.0072163-0.0035572i,0.0057671-0.0094014i,0.0011039-0.012324i,-0.0017787-0.0090792i,-0.0020206-0.0034226i,-0.0032075+0.00019363i,-0.005317+0.0022036i,-0.0061781+0.0040181i,-0.0051704+0.0049921i,-0.0033091+0.00415i,-0.0018717+0.0019457i,-0.0008844+0.00064794i,-0.0014379+0.00075684i,-0.0016906+0.0010363i,-0.00053179+0.001181i,0.000376+0.00011278i
0.0033307+0.0048387i,0.003395+0.0066705i,0.0013765+0.0061253i,-0.0022362+0.00067685i,-0.0040483-0.0028937i,-0.0030362-0.0046541i,-0.0020494-0.0053076i,0.00074397-0.0022907i,0.0053869+0.0026306i,0.0074272+0.0058747i,0.0073555+0.0045747i,0.0066094+0.0011363i,0.0075497+0.0012406i,0.0090161+0.0028022i,0.0085972+0.0033115i,0.0070565+0.0027759i,0.0049849+0.0011982i,0.0027787+0.00056607i,0.00095071+0.00060882i,0.00038818-0.00087004i,0.00036109-0.0030988i,0.00086031-0.0022932i,0.0023015+0.00011478i
-0.0027274-0.0019246i,-0.0021186-0.003927i,-0.00018564-0.0035057i,0.00041105+0.0026643i,-0.00047488+0.0052236i,-0.0011765+0.00026549i,-0.0031544-0.0047i,-0.0064261-0.0041589i,-0.0097297-0.0006542i,-0.011101+0.0011377i,-0.0090807+0.00077008i,-0.0061923+0.0011876i,-0.0028216+0.0026964i,0.00058577+0.0022037i,0.00153-0.0004405i,0.00042087-0.0021014i,-0.00029297-0.0016942i,0.0013278-0.0016426i,0.0025303-0.0017424i,0.0014861+0.00012209i,0.00064797+0.0017732i,0.00089734+0.00094335i,0.00028561-0.001073i
0.00093074+0.0033569i,0.00061263+0.0035555i,-0.0036214+0.0058361i,-0.0061135+0.0083285i,-0.0021116+0.0063047i,0.00075617+0.0025205i,-0.0016439+0.0024377i,-0.0017413+0.002079i,0.0032975-0.0016411i,0.0082356-0.0059754i,0.0079372-0.0072757i,0.0038243-0.0066652i,0.0014007-0.0092685i,0.0013325-0.0131i,0.0010405-0.013396i,-7.0858e-06-0.0095509i,-0.00049667-0.0052256i,-0.00074216-0.003331i,-0.00068929-0.0024162i,-0.00085593-0.0022709i,-0.001036-0.0021811i,-0.0005016-0.0013072i,0.00065396-0.00032627i
0.00074387-0.0012277i,0.0012188+0.0011321i,4.0796e-05+0.0024137i,0.0014332+0.0060112i,0.0032282+0.0078683i,0.00047363+0.004911i,-0.0025249+0.004426i,-0.00070614+0.0083516i,0.0041001+0.013045i,0.0067741+0.013891i,0.0048047+0.011159i,0.0022865+0.0082449i,0.0010877+0.0052741i,-0.0011794+0.0023142i,-0.002981+0.001124i,-0.0034512+0.00093425i,-0.0033122+0.0014186i,-0.0027071+0.00071904i,-0.0020907-0.00095953i,-0.0020763-0.0012034i,-0.0010134-0.0010829i,0.00031939-0.00066176i,0.00012926+0.00083805i
-0.00093079+0.0012587i,0.00053211+0.0014109i,0.0008466+0.0053089i,0.0014363+0.0070669i,0.0020242+0.0050441i,-0.00045778+0.00094635i,-0.0041729-0.00045899i,-0.005985+0.00017882i,-0.0070256-0.0015269i,-0.0086811-0.0039315i,-0.0082977-0.0040612i,-0.0068314-0.0031435i,-0.0077437-0.0018586i,-0.010183+0.00020893i,-0.009255+0.003382i,-0.0051097+0.0063516i,-0.0025766+0.0066534i,-0.0015816+0.0054236i,-0.0014647+0.0044607i,-0.0018288+0.0034172i,-0.0016888+0.0022197i,-0.0019959+0.0018616i,-0.0026753+0.0007162i
0.0017041+0.001925i,0.003377+0.0035015i,0.0040274+0.0021825i,0.0038817-0.00070672i,0.0016319-0.0013598i,0.0010603-0.00099707i,0.0036971-0.00034971i,0.0067754-0.0019073i,0.0098555-0.0062426i,0.0098007-0.0079048i,0.007827-0.0048949i,0.0067201-0.00090791i,0.0059192+0.0016169i,0.0046828+0.0029763i,0.0028519+0.0029096i,0.0015032+0.0018649i,0.00080051+0.00070625i,0.00062539+0.001102i,0.00067391+0.0014516i,-2.2711e-05+0.00095107i,-0.00059822+7.6715e-05i,2.5917e-05-0.0013802i,0.0016605-0.0019495i
0.0024879-0.0038921i,0.003023-0.0056636i,0.0028994-0.0066787i,-0.00070356-0.0051522i,-0.0043597-0.0015151i,-0.0016309+0.0017205i,0.0033525+0.0042413i,0.003939+0.0061569i,-0.00019766+0.0066591i,-0.0048951+0.0072003i,-0.0054877+0.0067546i,-0.0034613+0.0036i,-0.0025213+0.0028216i,-0.00029857+0.0049349i,0.0045039+0.0054475i,0.0070472+0.0035786i,0.0056658+0.0010695i,0.0046916+0.0002461i,0.0055848+0.00055854i,0.0055215+0.0013356i,0.0037332+0.0015169i,0.0018757+0.0022642i,0.0010168+0.0029592i
-0.00019078+0.00061048i,-0.0018035-0.0005895i,-0.0054987-0.00032209i,-0.0077225+0.0025391i,-0.0063362+0.0037382i,-0.0034293+0.0017984i,-0.003448+0.00011161i,-0.0047399-0.00077451i,-0.0053491-0.0045132i,-0.0055422-0.0083408i,-0.0035025-0.0076644i,0.00042318-0.0051682i,0.0041466-0.0039946i,0.0048298-0.0049992i,0.0023277-0.0067648i,0.00014014-0.0054398i,-0.00073354-0.0033139i,-0.00032929-0.0028999i,0.0012111-0.0030258i,0.0015886-0.0020974i,0.00079995-0.0010418i,0.00058395-0.001182i,0.00049802-0.00196i
-0.00034166+0.0014523i,0.00024205+0.003773i,-0.0024606+0.0076729i,-0.0034464+0.011403i,0.00010496+0.0096122i,0.0013271+0.0030067i,-0.0016264-0.0013473i,1.0063e-05-0.00080862i,0.0069861+0.0040775i,0.011332+0.00681i,0.0092992+0.0029024i,0.0039627-0.00049796i,0.0019371-0.00066179i,0.0037152-0.0029908i,0.0045237-0.005114i,0.0022613-0.0049379i,0.00043004-0.0039873i,0.00041752-0.0026801i,0.00035657-0.0029794i,0.00092714-0.0039376i,0.0016992-0.0030051i,0.0028623-0.0013375i,0.003433-0.0002258i
0.0016487-0.0036711i,0.0015456-0.0027751i,-8.6683e-05-0.00061652i,-0.00038598+0.0040307i,0.0011459+0.0053283i,6.323e-05+0.00054231i,-0.0030008-0.0021372i,-0.0053373+0.0020472i,-0.0069579+0.0075316i,-0.0082258+0.00915i,-0.0073116+0.0061994i,-0.0048928+0.0013575i,-0.0042791-0.0018851i,-0.0058291-0.0022156i,-0.0086855-0.00090486i,-0.0087115+0.0010108i,-0.0057199+0.002201i,-0.0039516+0.0017106i,-0.003836+0.00048317i,-0.0037698-9.8772e-06i,-0.002561-8.3028e-05i,-0.0019282+0.00018066i,-0.0026291+0.00061698i
0.0018621+0.0027982i,0.0018162+0.0058221i,0.0029532+0.00683i,0.0042568+0.0045841i,0.0042643+0.00055852i,0.0035801-0.0031221i,0.0029204-0.0027105i,0.0025649-0.0024871i,0.0031399-0.0070025i,0.0021558-0.010439i,-0.0007127-0.0077343i,-0.0017779-0.0021482i,-0.0022191+0.0010612i,-0.0035816-0.00028823i,-0.0028559-0.0018164i,-0.0015307-0.00045624i,-0.00072236+0.00077878i,0.00027452+0.001117i,-0.00099452+0.0013661i,-0.0024598+0.0003966i,-0.0015143-0.0011907i,-0.00039318-0.0025812i,-0.00016375-0.0039035i
-0.00048826+0.0057334i,0.0022202+0.007817i,0.0076678+0.0071228i,0.0095447+0.0028047i,0.0054257+0.0010986i,0.0012665+0.0024641i,-0.00031788+0.0058723i,0.0027333+0.0073425i,0.0079337+0.0061353i,0.01028+0.0054326i,0.008512+0.0051573i,0.0040948+0.0040359i,-0.00011763+0.0036882i,-0.0018041+0.0051593i,-5.0372e-05+0.0072419i,0.0030819+0.0074617i,0.0034165+0.005502i,0.0028114+0.0032903i,0.0025428+0.0032926i,0.002127+0.0044414i,0.0011708+0.0042029i,-0.00022443+0.0032178i,-0.00029641+0.0031605i
0.00028718-0.0056118i,0.00039498-0.0085747i,-0.0012464-0.0085072i,-0.0026192-0.0047511i,-0.0041547-0.0010553i,-0.0038716+0.0023502i,-0.0030677+0.0043572i,-0.0039088+0.0021912i,-0.0068266-0.0017436i,-0.0097144-0.002414i,-0.0073343+0.00084763i,-0.001504+0.0033263i,0.002715+0.003278i,0.0032775+0.0016789i,0.0027846-0.0006842i,0.0022786-0.0015264i,0.0012195-0.0011808i,0.00047337-0.0013581i,0.0011159-0.001256i,0.0016641-0.00051083i,0.00072251-0.00097885i,-0.00026108-0.0010244i,-0.0011427+0.00032397i
0.0022738+0.0017105i,0.0018677-0.0011184i,-0.0012077-0.0026926i,-0.0049666-0.00092966i,-0.0043487+0.00078895i,-0.0029382-0.00050143i,-0.0018184-0.0020432i,0.0011677-0.0031354i,0.005008-0.0054709i,0.0077828-0.0084725i,0.0071692-0.0091787i,0.0035742-0.0076138i,0.00084321-0.0047637i,0.0015486-0.0029536i,0.0029742-0.0033413i,0.0023528-0.0036123i,0.00077466-0.002808i,0.00024792-0.0021683i,0.001124-0.0013478i,0.0025357-0.00036235i,0.0033692+0.00048914i,0.0027747+0.00067425i,0.0021393-0.00042241i
-0.0020079+0.0052871i,-0.0025705+0.0076452i,-0.0051334+0.0080204i,-0.0072477+0.00886i,-0.003621+0.0076975i,0.0021029+0.00043352i,0.0028681-0.004252i,0.0012962+0.0011713i,-0.00014523+0.0091048i,0.00030933+0.012426i,0.0027355+0.0086856i,0.0036649+0.0017986i,0.0032029-0.0017237i,0.0008914-0.0027954i,-0.002201-0.0031867i,-0.0045237-0.0028636i,-0.0034514-0.0017435i,-0.0010488-0.00071404i,-0.00079626-0.0010315i,-0.0010225-0.0021241i,-0.0007857-0.0028957i,-0.0002895-0.0019551i,0.00079008-0.00019915i
0.0011711-0.00081156i,-0.00071535-0.00085264i,-0.0034755+0.0036877i,-0.0026295+0.0087929i,0.0020991+0.0090633i,0.0032231+0.0038833i,-0.001127+0.00094487i,-0.00601+0.0019296i,-0.0086421-0.00016703i,-0.010404-0.0040578i,-0.01061-0.0044638i,-0.008819-0.0011344i,-0.0058043+0.0017952i,-0.003484+0.0017287i,-0.0029914+0.00071211i,-0.0025411+2.6305e-05i,-0.0022195+0.00053279i,-0.0018314+0.0010949i,-0.0011801-8.7868e-05i,-0.00057166-0.00063789i,5.2692e-05-0.00012005i,0.00090451-0.00050082i,0.00051722-0.0016995i
0.00018338+0.0033919i,0.0018972+0.0039326i,0.0043734+0.0071767i,0.0062276+0.0093198i,0.0045697+0.0063055i,0.00078834+0.0026813i,-0.0022634+0.0027194i,-0.0010032+0.003414i,0.0055996+0.0022155i,0.0099575+9.289e-05i,0.0083401-0.00097188i,0.0043814-0.0011393i,0.00092612-0.0019309i,9.6778e-06-0.00062217i,0.00035253+0.0019731i,0.00065622+0.0030458i,0.0015175+0.0019904i,0.0018286+0.00055128i,0.000188+0.00030368i,-0.0026767-5.142e-05i,-0.0042393-0.00017614i,-0.0025184-0.00026415i,0.00050457-7.7036e-05i
0.0017917+0.0012022i,0.0042521+0.0030962i,0.0067526+0.0020296i,0.0067297-0.00063658i,0.0035384-0.0021643i,-0.00083789-0.0014339i,-0.0027728+0.0020044i,-0.00077816+0.0040846i,0.00021471+0.0048043i,-0.0024775+0.0068571i,-0.0037751+0.008966i,-0.0017487+0.0091428i,0.0011641+0.0063047i,0.0015941+0.0038143i,0.00087443+0.004124i,0.001278+0.0040976i,0.0021554+0.0021471i,0.0021102+0.000254i,0.0011398-0.00012041i,0.00065654+0.000536i,0.0011757+0.0010185i,0.0012008+0.00121i,-0.00086963+0.0014832i
0.0025999-0.005224i,0.0019589-0.0083347i,-2.8207e-05-0.00818i,-0.0013266-0.0059812i,-0.0010528-0.0037697i,-0.0011669-0.0028305i,0.00022859-0.0025829i,0.0032981-0.0024172i,0.003828-0.0061842i,0.0024201-0.011069i,0.00046674-0.011375i,-0.0012001-0.0076053i,-0.0024454-0.0041396i,-0.0015919-0.0041368i,0.0008171-0.0045888i,0.0013113-0.0040305i,0.00055461-0.0034857i,0.00023696-0.0023645i,0.0011758-0.00083007i,0.0012931+0.00044537i,0.00020391+0.0010558i,-0.00048792+0.00036693i,-0.00045844-0.00038239i
0.0011126+0.0022003i,0.00046341+0.0018043i,-0.00089441-0.0014334i,-0.0052915-0.0036955i,-0.0068573-0.0013234i,-0.0024498+0.00092002i,0.0019323+0.0019251i,0.0048191+0.0032971i,0.0072402+0.0053226i,0.0088621+0.0071094i,0.01057+0.0067432i,0.011356+0.0041854i,0.0099442+0.00066328i,0.0069427-0.0010172i,0.003359-0.00090846i,0.00066084-0.00067024i,-0.0001545-0.00043022i,-0.00032853-0.00046852i,-0.00018113-0.00083829i,0.00057038-0.0014683i,0.00060915-0.001634i,0.0009348-0.0011164i,0.0014626+0.00048475i
-0.0015217-0.0002016i,-0.003056-0.00051006i,-0.00608-0.00018507i,-0.00817+0.0016733i,-0.0068204+0.0033682i,-0.0035035+0.0018609i,-0.0022572-0.00098085i,-0.0055305-0.00067926i,-0.010159+0.00067153i,-0.013629+0.00051117i,-0.013126+0.0003686i,-0.010058+0.00096607i,-0.0066504+0.0023964i,-0.0048113+0.0020095i,-0.0052116+0.00034726i,-0.0050163-0.00053401i,-0.0040887-0.00032754i,-0.0024499-0.0001002i,-0.0010732+0.00020059i,-0.00080223+0.00054495i,-0.00070515+0.00058265i,-0.00029169+0.00026105i,-0.00095764-8.45e-05i
0.0012556+0.00045244i,0.00086152+0.00017579i,-0.0028905+0.004141i,-0.0046085+0.010076i,-0.0025582+0.010086i,-0.0010326+0.0045732i,-0.003173+0.0012272i,-0.0038159-0.0008456i,-0.00014737-0.0043607i,0.0041726-0.0080648i,0.005597-0.0092246i,0.0041562-0.0085257i,0.001434-0.0068576i,3.7403e-06-0.0038335i,0.00061687+0.00010108i,0.00065353+0.0027746i,0.00089898+0.0026767i,0.00085148+0.0023674i,0.00056034+0.0019608i,0.00010567+0.00028951i,-0.00098527-0.00089599i,-0.0011555-0.00069627i,-6.0611e-05-0.0010774i
0.0026284+0.005109i,0.0031258+0.0083724i,0.0043133+0.011829i,0.0054956+0.013803i,0.0046538+0.010885i,0.0014498+0.0033429i,-0.0029087-8.707e-05i,-0.0022495+0.0028671i,0.001166+0.0076028i,0.0018724+0.010357i,0.00057469+0.01106i,0.00044128+0.010132i,0.0018416+0.0090074i,0.0019109+0.007048i,-0.00037623+0.0048338i,-0.0022475+0.0029453i,-0.0012875+0.0016824i,0.00023963+0.00064037i,0.00054652-0.00052642i,0.00041163-0.00090751i,0.0010093-0.00010127i,0.0016437+0.0014142i,0.00081615+0.0024505i
-0.0025021+0.00036031i,-0.00050967+5.8721e-05i,0.0024732+0.0010065i,0.0049549+0.0020164i,0.0053335+0.0011041i,0.0020703-0.00043792i,-0.00090458+0.0010424i,-0.0013289+0.0042603i,-0.0022795+0.0019764i,-0.0045907-0.0039857i,-0.0058051-0.0078068i,-0.0061684-0.0079348i,-0.0049297-0.0057302i,-0.0014413-0.003573i,0.0023285-0.0031069i,0.003489-0.0019065i,0.002847-3.5735e-05i,0.0028147-0.00029931i,0.0020253-0.00059227i,5.823e-05-3.4468e-06i,-0.00065438-0.0002832i,-0.00045804-0.00050719i,-0.00029551-0.00060301i
0.0031877+0.0010178i,0.0059962-2.6083e-05i,0.0085462-0.0028523i,0.007366-0.0043861i,0.005119-0.0038726i,0.0033754-0.0020954i,0.0028478+0.0012108i,0.0050664+0.0025103i,0.0081298+0.0010835i,0.010183+0.0010329i,0.011369+0.003247i,0.011799+0.0032525i,0.01005+0.0010719i,0.0065419+8.4756e-05i,0.0029495-0.0001921i,0.00081845-0.00028822i,-8.4695e-05-0.00088442i,-0.0005374-0.00078213i,-0.00043489+0.00026468i,-0.00040815+0.0014483i,-0.00056462+0.0016709i,0.00021458+0.0007199i,0.00093658+0.00041847i
0.0014102+0.0012516i,0.0022136+0.0005044i,0.00017292-0.0016808i,-0.0022378-0.0050345i,-0.0030736-0.0062858i,-0.0022808-0.0042772i,-0.00043214-0.0021525i,0.00094545-0.00074087i,-0.00020787+0.00087749i,-0.005885+0.0029001i,-0.010271+0.0046436i,-0.0094962+0.0056438i,-0.0071202+0.0048511i,-0.0062021+0.002184i,-0.0045854-0.00091793i,-0.0012167-0.002447i,0.00085342-0.001448i,0.0012797-0.00057621i,0.0005978+9.8056e-05i,0.00020444+0.0010021i,0.00026379+0.00040628i,-0.00074847-8.2897e-05i,-0.0013039+0.00047758i
0.00018852-0.0039118i,-0.0023669-0.005666i,-0.0052083-0.0071412i,-0.0072267-0.005048i,-0.0065386-0.00086055i,-0.0031074-0.00079973i,-0.00073881-0.0022076i,0.0002942-0.0029384i,0.0021378-0.0055276i,0.0042268-0.009175i,0.0048996-0.011298i,0.0041967-0.010831i,0.0027621-0.0077554i,0.0011141-0.0036892i,-0.00051795-6.1876e-05i,-0.0018768+0.001687i,-0.001816+0.0005614i,-0.0009086-0.00016578i,-0.00011404+0.0013808i,0.00070391+0.0017958i,0.00023059+0.00062369i,0.00040239-0.00070627i,0.0016056-0.00090367i
0.0074917+0.0031164i,0.0057908+0.0025528i,0.0011647+0.0042367i,-0.0049351+0.0071413i,-0.0070258+0.00651i,-0.0062233+0.0022998i,-0.005213-0.0012097i,-0.0034381-0.00070438i,-0.00074725+0.0030103i,0.0023868+0.0076897i,0.0042536+0.0099786i,0.0033594+0.0095879i,0.0014897+0.0078931i,0.00032112+0.0045697i,-0.00082025+0.0012099i,-0.00079364-0.0011692i,0.0001448-0.0020105i,0.00070635-0.0012189i,0.0007385-0.00097604i,0.0003337-0.0016344i,4.4878e-05-0.0010125i,0.00034803+0.00035735i,0.0013686+0.0005767i
-0.0025954-0.00050464i,-0.00068722+0.0011559i,-0.0023637+0.0036005i,-0.0044233+0.0072203i,-0.0037538+0.0083968i,-0.0028164+0.0057258i,-0.0029179+0.0029003i,-0.0052607+0.0027801i,-0.0073162+0.0026316i,-0.0086325-0.00035822i,-0.0091904-0.0042504i,-0.0081133-0.0060069i,-0.0052697-0.0057238i,-0.0017008-0.0038883i,0.0010407-0.00081399i,0.0020872+0.0016848i,0.0011864+0.0015485i,-0.00012222+9.105e-05i,-0.00036683-0.00090962i,0.00071727-0.0015723i,0.0018277-0.0017269i,0.0010996-0.0014277i,0.00032276-0.00084131i
0.00021592-0.0004583i,0.0026385+0.0017793i,0.0070914+0.0059105i,0.0091179+0.0081199i,0.0088938+0.0061012i,0.004978+0.0027587i,0.00055477+0.00229i,0.00016042+0.0017391i,0.0026511-0.00085939i,0.007324-0.0022288i,0.010797-0.00096247i,0.01025+0.0016541i,0.0074396+0.00245i,0.0040428+0.00099343i,0.0016573-0.0012129i,0.00045048-0.0024931i,-0.00017456-0.0029633i,-0.00027367-0.0017675i,-0.00024721-0.00046644i,-0.00091445-0.00055303i,-0.0010849-5.2837e-05i,-0.00075478-0.0003698i,-0.00071072-0.0012868i
0.0061274-0.0004945i,0.0053845-0.000264i,0.0036942-0.00085133i,0.0043749-0.00023354i,0.0047534+0.0016164i,0.0027471+0.00318i,0.0017578+0.0036288i,0.0029301+0.0049718i,0.0029947+0.0048489i,-0.0016965+0.0037481i,-0.0075042+0.0037484i,-0.0092842+0.0037847i,-0.0075694+0.0029145i,-0.0048439+0.0013296i,-0.0021109+0.0003747i,0.00040066+0.0010733i,0.00047175+0.0021925i,-0.0010254+0.0012732i,-0.0017077-4.6877e-05i,-0.0016755-0.000159i,-0.0013151-0.00062105i,-0.00056256-0.00095198i,0.00041544+0.00014353i
-0.0024584+0.0020223i,-0.00095245-0.0011316i,0.0013099-0.0035821i,0.0017857-0.0057074i,0.00017855-0.0054443i,0.00055196-0.0037658i,0.0027722-0.00184i,0.0041542+0.0005067i,0.0049332-0.0011642i,0.0052797-0.006013i,0.0054266-0.0094486i,0.0061685-0.0097167i,0.0058121-0.0075034i,0.0031321-0.00433i,-0.0009545-0.0012498i,-0.0029133+0.00034713i,-0.0024655+0.0009516i,-0.00094086+0.0015588i,-0.00017704+0.0025605i,-0.00078624+0.0036069i,-0.0013012+0.0037196i,-0.00087482+0.002389i,0.00048424+0.0013086i
-0.0024345-0.00033594i,-0.0039361-0.0004267i,-0.0048497-4.0459e-05i,-0.0047154+0.00078962i,-0.0034611-0.00013751i,-0.001062-0.0022458i,0.00036358-0.0031378i,0.0012829-0.0014233i,0.0029146+0.0020885i,0.0041179+0.0078236i,0.0034528+0.01148i,0.002357+0.010403i,0.00080016+0.0067721i,0.00015718+0.0029474i,0.0016404+0.00072453i,0.0031856+0.00011483i,0.0034227+0.00023094i,0.0018712+0.00069123i,0.00072248-0.00019493i,0.0005568-0.0011616i,-0.00019907-0.0009853i,-6.0686e-05-0.0004424i,0.0002122-0.00014947i
0.0044339+0.00048155i,0.0042951+0.00084838i,-0.00075468+0.0016146i,-0.0048744+0.0021935i,-0.0050631+0.0013594i,-0.0036991-0.00065753i,-0.0032347-0.0023128i,-0.0047776-0.0023437i,-0.0069997-0.0012779i,-0.0082962-0.00088491i,-0.0079299-0.0028339i,-0.0053109-0.0059453i,-0.0019337-0.0069529i,0.00043792-0.0036545i,0.00097646+0.00032233i,0.00034089+0.0014394i,5.8742e-05-0.00046238i,-2.5614e-05-0.0027208i,0.0014454-0.0021942i,0.0029727-0.0003764i,0.0029847+8.5973e-07i,0.0020611-0.0003229i,0.0012584-0.0002484i
0.00079414+0.00070901i,0.00014355+0.0010987i,-0.00099876+0.0038836i,-0.0034246+0.007576i,-0.0044768+0.0075536i,-0.0035973+0.0033598i,-0.0038761-0.0001855i,-0.0032156-0.0017935i,-0.00013217-0.0033145i,0.0038977-0.0031296i,0.007498+0.00026013i,0.0086261+0.0036725i,0.0063699+0.0042286i,0.0023144+0.0029511i,0.00041385+0.00035346i,0.0005167-0.0016358i,0.00071734-0.0019885i,0.001128-0.0017829i,0.00012437-0.0015384i,-0.00053779-0.0015386i,0.00057708-0.0013757i,0.0008875-0.0013735i,-0.00010184-0.0017483i
0.00076107+0.00067866i,0.0012035+0.0014441i,0.0015808+0.002991i,0.0005777+0.0067723i,-0.00029888+0.0081638i,0.00071832+0.0052759i,0.00072124+0.0030514i,0.0006875+0.0033708i,0.0020025+0.0034677i,0.00037394+0.0028231i,-0.0038766+0.0021427i,-0.0062303+0.00038518i,-0.0062869-0.0021588i,-0.0045386-0.0032529i,-0.0020685-0.0019627i,-0.00097494+0.00033174i,-0.0026377+0.0012521i,-0.0039173+0.00013547i,-0.0028425-0.00093807i,-0.0014687-0.0010532i,-0.00080624-0.00073667i,-0.00067013-0.00073541i,8.7238e-05-0.00028921i
0.0045022+0.00024819i,0.0063757+0.00017646i,0.0060947+0.00049226i,0.0037759+0.00092819i,0.0016577+0.0015319i,0.00068815+0.0026302i,0.00048479+0.0044432i,0.0009311+0.0050983i,0.0021973+0.0022633i,0.0032035-0.0022781i,0.0049277-0.0055966i,0.0069718-0.0052665i,0.0066997-0.0028428i,0.0036003-0.0010082i,-0.00064581-0.0012506i,-0.0024259-0.0021927i,-0.0019056-0.00097753i,-0.00087505+0.00078167i,-0.0012002+0.0022174i,-0.0021483+0.0017976i,-0.0011692+0.00038024i,-0.00077789+0.00053231i,-0.00079856+0.00042574i
-0.00010991-0.00023023i,0.00042483-0.00035438i,0.0026391-0.00047397i,0.0042982-0.00029892i,0.0035938-0.00075129i,0.0023049-0.0013922i,0.0015296+8.2484e-05i,0.0026517+0.0024485i,0.0042585+0.0037454i,0.0028597+0.0048147i,-0.00014326+0.0070507i,-0.0031388+0.0080678i,-0.0044581+0.0059773i,-0.0031469+0.0033834i,-0.0012229+0.001702i,0.00018588+0.001791i,0.0011471+0.0028938i,0.00076042+0.0036842i,0.0001968+0.0034724i,0.00041508+0.001865i,-0.0001466-0.00019559i,-0.00088562-0.00028183i,-0.0006367+0.00080584i
