-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
0.16719-0.17083i,0.3686-0.27296i,0.50985-0.2879i,0.4193-0.19415i,0.17221-0.064656i,-0.017759+0.013962i,-0.08039+0.016213i,-0.071373-0.0095498i,-0.0473-0.024741i,-0.026864-0.028343i,-0.0031222-0.034243i,0.012986-0.049082i,0.0022786-0.052579i,-0.012942-0.030608i,-0.014857-0.0062988i,-0.022054+0.0043181i,-0.037318+0.012024i,-0.041892+0.015918i,-0.029819+0.013382i,-0.012991+0.010698i,-0.00028346+0.0091746i,0.0082752+0.0060437i,0.010606+0.0021445i
-0.078701-0.024526i,-0.25432-0.050655i,-0.38281-0.037695i,-0.28204+0.0082168i,-0.050062+0.025279i,0.10008+0.017552i,0.13233+0.021356i,0.10326+0.0090678i,0.054513-0.00597i,0.023827+0.0003695i,0.0086522+0.015191i,0.0064409+0.035096i,0.025764+0.040902i,0.036523+0.01792i,0.024831-0.0080159i,0.016292-0.018585i,0.021887-0.018873i,0.028307-0.015387i,0.025061-0.0099718i,0.020636-0.0055664i,0.016781-0.007484i,0.0056482-0.010767i,-0.0048385-0.0089206i
0.078783+0.20543i,0.19211+0.35187i,0.2535+0.38115i,0.18308+0.25917i,0.038839+0.10523i,-0.06564+0.0023804i,-0.091365-0.038225i,-0.058187-0.016973i,-0.010606+0.0067057i,0.0045682+0.0069153i,0.0066429+0.010612i,0.014832+0.010037i,0.0079458+0.0046554i,-0.0074909+0.0097499i,-0.012347+0.020611i,-0.010325+0.026226i,-0.010434+0.024619i,-0.009161+0.017115i,-0.0041862+0.00048321i,-0.007074-0.013789i,-0.012606-0.010023i,-0.0070922+0.0015462i,-0.0009735+0.0086182i
-0.074682-0.15427i,-0.14442-0.32513i,-0.22696-0.4196i,-0.25766-0.29851i,-0.15863-0.067574i,-0.018306+0.080802i,0.040331+0.11208i,0.029168+0.078382i,-0.005802+0.040494i,-0.027174+0.03094i,-0.031217+0.024784i,-0.040483+0.017454i,-0.032912+0.021614i,0.00039084+0.014566i,0.026603-0.010602i,0.036404-0.029169i,0.038704-0.033494i,0.032052-0.027886i,0.01579-0.012467i,0.0011003+0.0032985i,-0.0069668+0.010275i,-0.012027+0.0098752i,-0.010194+0.0057435i
-0.096637+0.052298i,-0.1616+0.19328i,-0.1277+0.3406i,-0.025718+0.28763i,-0.0042537+0.053279i,-0.04663-0.11788i,-0.057813-0.13553i,-0.042166-0.080291i,-0.016314-0.031607i,0.0050435-0.025733i,0.014438-0.029281i,0.028491-0.025314i,0.027977-0.028406i,0.0037993-0.018503i,-0.015653+0.0068843i,-0.024156+0.023074i,-0.028539+0.025791i,-0.026612+0.019853i,-0.01656+0.0082566i,-0.0056096-0.0029533i,0.0021992-0.0064349i,0.0097367-0.0036948i,0.011638-0.0027096i
0.20494-0.039713i,0.36764-0.12025i,0.41345-0.24144i,0.27469-0.26412i,0.096039-0.10415i,0.010738+0.073917i,0.010018+0.1168i,0.027097+0.0578i,0.021242-0.00521i,0.0016152-0.017504i,-0.0084127-0.0065963i,-0.013209-0.00050506i,-0.014095+0.012947i,-0.0014276+0.023007i,0.014951+0.015482i,0.023274+0.0042395i,0.027974-0.0010635i,0.027707-0.0051686i,0.018119-0.0043642i,0.0098836+0.0034146i,0.0077839+0.0028923i,0.0026771-0.0057424i,-0.0022891-0.0080223i
-0.066786-0.022623i,-0.19132-0.061697i,-0.27535-0.056267i,-0.18345+0.0050923i,0.010938+0.0069958i,0.10749-0.069004i,0.064065-0.10675i,-0.0028615-0.062448i,-0.012777+0.00024106i,0.014115+0.018638i,0.025505+0.010747i,0.019662+0.011374i,0.012636+0.0072492i,-0.0044235-0.0053943i,-0.024721-0.0080055i,-0.032996-0.0022224i,-0.033432+0.0032933i,-0.028038+0.0091701i,-0.013059+0.0091693i,0.00062915+0.001251i,0.0056265-0.0031601i,0.0088909-0.00027538i,0.0082712+0.0029015i
-0.040466+0.14366i,0.019384+0.2102i,0.11405+0.17599i,0.11027+0.044229i,-0.021079-0.031566i,-0.12101+0.015491i,-0.10577+0.075411i,-0.044201+0.072725i,-0.015146+0.027554i,-0.029258-0.00071989i,-0.039438-0.0028583i,-0.033589-0.012418i,-0.02695-0.019102i,-0.010206-0.016614i,0.0075144-0.024438i,0.010949-0.031659i,0.0095915-0.026877i,0.0079359-0.017338i,0.00096556-0.0071356i,-0.009648+0.0015829i,-0.016029+0.0067536i,-0.015125+0.0080796i,-0.011501+0.0064116i
-0.0055577-0.10057i,-0.020746-0.11047i,-0.0785-0.01339i,-0.12523+0.13388i,-0.067694+0.18456i,0.042054+0.10607i,0.091307+0.0064397i,0.063236-0.044778i,0.015591-0.038437i,0.0057567-0.0062742i,0.021218+0.013609i,0.030602+0.023016i,0.034582+0.019793i,0.024575+0.0066624i,0.0035379+0.0063296i,-0.0066061+0.015388i,-0.0046509+0.018853i,-0.00043251+0.014085i,0.0035452+0.0044707i,0.0067021-0.0016288i,0.0087375-0.0010525i,0.012674+0.0014758i,0.01312+0.00066133i
0.0026357-0.046158i,-0.0085942+0.013294i,0.050801+0.082338i,0.156+0.066082i,0.15858-0.021667i,0.04562-0.056423i,-0.024033-0.015699i,-0.0055732+0.01306i,0.022-0.0015275i,0.01284-0.022708i,-0.0031693-0.019851i,0.0014314-0.0067818i,0.0089476+0.0060574i,0.014369+0.020675i,0.026933+0.019677i,0.033667+0.0020696i,0.031474-0.012887i,0.027578-0.020111i,0.020149-0.019679i,0.012846-0.015625i,0.0060073-0.013253i,-0.0040146-0.011291i,-0.0079215-0.0075942i
0.099078+0.058818i,0.10443-0.028122i,-0.0030241-0.17048i,-0.15614-0.19863i,-0.19414-0.078179i,-0.091843+0.023123i,-0.00063892+0.022292i,0.015826+0.0049914i,0.0057324+0.014381i,0.00039579+0.030433i,-0.0017359+0.032992i,-0.011164+0.022529i,-0.019238+0.016368i,-0.016341+0.01312i,-0.01398+0.012929i,-0.010614+0.021487i,-0.005523+0.028324i,-0.006445+0.02593i,-0.0081663+0.016798i,-0.006548+0.009509i,-0.0027693+0.0088128i,0.0034948+0.0081033i,0.0071604+0.0055144i
-0.0744+0.033524i,-0.092612+0.01552i,-0.065933+0.0086884i,-0.0032921+0.017454i,0.042886+0.014015i,0.029133-0.0094693i,-0.029157-0.018112i,-0.066269-0.0031837i,-0.053773+0.0035498i,-0.027455-0.017022i,-0.017695-0.039231i,-0.0169-0.042161i,-0.01504-0.032793i,-0.0055007-0.021063i,0.010857-0.020715i,0.017206-0.032822i,0.013172-0.040606i,0.0072988-0.035536i,-0.0017351-0.019372i,-0.008419-0.0053612i,-0.012329-0.0025064i,-0.017303-0.0021601i,-0.016303+0.0012978i
-0.10612-0.023175i,-0.098662+0.027463i,-0.078421+0.028781i,-0.10505-0.054596i,-0.13027-0.10956i,-0.10376-0.071703i,-0.048974-0.0044904i,-0.013881+0.02932i,-0.0075483+0.02922i,-0.011617+0.024872i,-0.0046248+0.030698i,0.014322+0.032737i,0.024809+0.01821i,0.01011-0.001863i,-0.023804-0.0072714i,-0.049884+0.0099341i,-0.051999+0.032832i,-0.036541+0.038819i,-0.016441+0.025054i,-0.0048552+0.0094086i,0.0016304+0.0078305i,0.012034+0.012222i,0.015296+0.010132i
0.11029-0.088752i,0.12251-0.059587i,0.13545+0.075265i,0.17728+0.2168i,0.16868+0.22252i,0.097048+0.14991i,0.062402+0.08062i,0.070956+0.01229i,0.062093-0.027356i,0.047572-0.022578i,0.041727-0.0095098i,0.032319-0.0027867i,0.018575+0.0050229i,0.0084301+0.014464i,0.014306+0.015923i,0.027978+0.0015326i,0.035846-0.015604i,0.036836-0.020519i,0.030833-0.013928i,0.025418-0.0064604i,0.022052-0.0096928i,0.011455-0.019758i,0.00032902-0.021232i
0.10239+0.047106i,0.11675-0.0043961i,0.14445-0.11457i,0.17123-0.20279i,0.14544-0.18636i,0.09966-0.12559i,0.049925-0.089354i,-0.0061895-0.055011i,-0.032003-0.017084i,-0.031694+0.00054794i,-0.032344+0.0092948i,-0.029944+0.017749i,-0.018893+0.018578i,-0.0048425+0.010413i,7.2255e-05+0.0015814i,-0.0028874+0.0032562i,-0.0066473+0.0092064i,-0.010183+0.0087074i,-0.0095192+0.0038196i,-0.010192+0.00092061i,-0.014173+0.0070223i,-0.0099829+0.017465i,-0.0019068+0.016785i
-0.10614+0.13003i,-0.098321+0.11066i,-0.13014+0.060682i,-0.20348+0.05735i,-0.20024+0.075963i,-0.13529+0.051823i,-0.078346+0.027143i,-0.022924+0.01534i,0.0071687-0.0070686i,0.0039223-0.017059i,0.0062424-0.018167i,0.010307-0.025747i,0.00648-0.025429i,0.0067701-0.016893i,0.014028-0.011184i,0.023117-0.013473i,0.027972-0.023445i,0.021939-0.030121i,0.0048094-0.024026i,-0.0073225-0.01386i,-0.0079704-0.010156i,-0.0067573-0.0091436i,-0.0047427-0.0065627i
-0.13748-0.1009i,-0.18681-0.05255i,-0.20209+0.031723i,-0.15517+0.072339i,-0.06678+0.053992i,-0.003182+0.028635i,0.0071809-0.0011429i,-0.023497-0.021762i,-0.044909-0.01724i,-0.039648-0.0099771i,-0.035582+0.0020095i,-0.028953+0.024849i,-0.0098123+0.038089i,0.003717+0.030177i,-0.0012985+0.012657i,-0.017035+0.011608i,-0.025373+0.027543i,-0.019979+0.031833i,-0.0083973+0.017616i,-0.0027628+0.0009107i,-0.0051582-0.0034627i,-0.0081544+0.0052421i,-0.0093161+0.012412i
0.158-0.12118i,0.14147-0.056464i,0.1021+0.075359i,0.06697+0.14447i,0.017177+0.10804i,-0.021021+0.060221i,-0.021698+0.069515i,0.019302+0.086871i,0.051562+0.064418i,0.040269+0.037131i,0.030836+0.027538i,0.035331+0.012957i,0.028806-0.0042168i,0.01642-0.0077828i,0.012661-0.0061422i,0.015481-0.013287i,0.016531-0.024491i,0.015908-0.021891i,0.016534-0.0072425i,0.022682+0.0053544i,0.03177+0.0054389i,0.031795-0.0049296i,0.02452-0.011629i
0.12273+0.13107i,0.16361+0.0073745i,0.18857-0.16777i,0.16742-0.22906i,0.092266-0.14672i,0.040587-0.045925i,0.047792-0.017353i,0.041347-0.035383i,0.012706-0.029383i,0.006627-0.012089i,-0.00051625-0.024207i,-0.024198-0.038502i,-0.041296-0.027839i,-0.039683-0.0052574i,-0.02577+0.012551i,-0.015377+0.025464i,-0.011828+0.03626i,-0.0067716+0.034668i,-0.00044644+0.021669i,-0.0022044+0.0096065i,-0.010411+0.0022407i,-0.015711-0.0020827i,-0.016245-0.0047824i
-0.19721+0.14614i,-0.18709+0.15461i,-0.1796+0.073499i,-0.18537-0.01844i,-0.13047-0.041111i,-0.053517-0.02493i,-0.03271-0.017417i,-0.035685-0.0029847i,-0.019907+0.0042169i,-0.0081643-0.0057523i,0.00088269-0.0025688i,0.021981+0.0064369i,0.036383+0.0026075i,0.03351-0.0072558i,0.022875-0.018563i,0.017501-0.031648i,0.023004-0.047833i,0.021192-0.055359i,0.0053702-0.042509i,-0.0067186-0.019098i,-0.0074516+0.00040958i,-0.00033053+0.010329i,0.0075266+0.0088304i
-0.066748-0.26314i,-0.041327-0.23061i,0.021892-0.14378i,0.05532-0.11043i,0.03861-0.12078i,0.00012374-0.10817i,-0.027894-0.067921i,-0.035436-0.03388i,-0.036521-0.016685i,-0.030541-0.00018887i,-0.01528+0.015719i,-0.005298+0.026048i,-0.0039338+0.028275i,-0.0097914+0.018825i,-0.023323+0.008394i,-0.038203+0.016031i,-0.042777+0.040271i,-0.029693+0.051467i,-0.011083+0.031234i,-0.0065399+0.0024772i,-0.011751-0.0099174i,-0.013343-0.010579i,-0.012954-0.0074014i
0.17544-0.04842i,0.032827-0.024567i,-0.11949+0.093868i,-0.12909+0.21745i,-0.070562+0.22584i,-0.043156+0.15843i,-0.024833+0.11292i,0.0035474+0.080976i,0.014393+0.04347i,0.0046959+0.020142i,-0.0013513+0.02248i,0.0082911+0.032775i,0.0236+0.033962i,0.03191+0.025957i,0.038718+0.011923i,0.049347-0.0091618i,0.052327-0.032127i,0.040124-0.036636i,0.021173-0.017396i,0.011889+0.0067651i,0.015461+0.018419i,0.017765+0.018947i,0.016496+0.014962i
0.11091+0.33651i,0.26164+0.35541i,0.3883+0.2894i,0.42504+0.18941i,0.34625+0.083497i,0.21704+0.011735i,0.12444-0.031969i,0.053853-0.056887i,-0.0033988-0.046141i,-0.019468-0.017278i,-0.011831-0.012981i,-0.011577-0.02798i,-0.017533-0.032689i,-0.015871-0.024111i,-0.0092399-0.01065i,-0.011411+0.0059291i,-0.024334+0.023064i,-0.033763+0.031779i,-0.025941+0.026804i,-0.0088836+0.010861i,0.0002677-0.0052566i,0.0007733-0.011602i,-0.00049818-0.010163i
-0.29826-0.13173i,-0.26375-0.24526i,-0.21596-0.38594i,-0.25899-0.39309i,-0.27093-0.22588i,-0.1834-0.056148i,-0.092987+0.015036i,-0.025396+0.026003i,0.022911+0.0093153i,0.032334-0.010905i,0.022729-0.015495i,0.014265-0.0094244i,0.0095634-0.0017477i,0.011977+0.00056345i,0.016669-0.0083919i,0.023587-0.02444i,0.036304-0.042285i,0.038415-0.054219i,0.020195-0.050773i,0.0012599-0.032644i,-0.0038858-0.010444i,-0.0013125+0.0049133i,0.0046867+0.0090508i
-0.028701-0.23759i,-0.18859-0.10156i,-0.28047+0.10897i,-0.21104+0.21317i,-0.077852+0.18473i,0.010007+0.088833i,0.032854-0.0060056i,0.013462-0.055905i,-0.013112-0.058566i,-0.029273-0.037727i,-0.035451-0.0097621i,-0.034341+0.011657i,-0.032303+0.020425i,-0.030767+0.021749i,-0.030903+0.019515i,-0.037799+0.02434i,-0.042423+0.040471i,-0.029206+0.043731i,-0.0067902+0.021303i,0.00056216-0.0051527i,-0.0066406-0.014518i,-0.012929-0.0097788i,-0.015517-0.0042485i
0.40524+0.14402i,0.44105+0.10806i,0.30694+0.08246i,0.1205+0.064083i,-0.0044866+0.022952i,-0.064183-9.0779e-05i,-0.092434+0.037406i,-0.075321+0.09349i,-0.023671+0.096053i,0.001693+0.057552i,0.0052239+0.036875i,0.018159+0.032256i,0.027031+0.024661i,0.025084+0.018015i,0.023457+0.015572i,0.031429+0.010033i,0.048194-0.002773i,0.055664-0.012647i,0.045778-0.010932i,0.029178-0.0019795i,0.013798+0.0056107i,0.004119+0.0097077i,0.002138+0.013318i
-0.24452+0.21659i,-0.20757+0.13063i,-0.11389+0.028432i,-0.027861+0.03424i,0.019225+0.056504i,0.040268+0.041683i,0.077291+0.022522i,0.09155-0.013944i,0.046054-0.03995i,0.0084462-0.029043i,0.0062714-0.027613i,0.0074912-0.043822i,0.0017679-0.049781i,-0.0070073-0.040239i,-0.015032-0.024512i,-0.026173-0.0073323i,-0.04025+0.01091i,-0.043982+0.024232i,-0.031977+0.027463i,-0.015168+0.019788i,-0.0071527+0.0057039i,-0.010311-0.0065097i,-0.016763-0.010705i
-0.26925-0.15307i,-0.2254-0.03434i,-0.065827-0.046104i,0.018589-0.19501i,-0.019146-0.2093i,-0.05697-0.078793i,-0.05509-0.0028785i,-0.044845+0.021286i,-0.014315+0.044972i,0.015806+0.041189i,0.021102+0.030986i,0.021588+0.032322i,0.026188+0.028965i,0.03111+0.012289i,0.02915-0.016826i,0.025307-0.040458i,0.028332-0.050471i,0.02318-0.046593i,0.0083947-0.024927i,0.0063917+0.0026527i,0.016977+0.018276i,0.023657+0.019109i,0.024021+0.013485i
0.38489-0.30805i,0.34464-0.36718i,0.17597-0.26948i,0.026646-0.12062i,-0.015879-0.042515i,0.013604-0.034918i,0.033945-0.046725i,0.034853-0.054993i,0.022897-0.05937i,0.0034693-0.04741i,-0.0027749-0.025524i,-0.0041951-0.0099161i,-0.0070372-0.0025518i,-0.0080285-0.0015614i,-0.0073998+0.00045183i,-0.010724+0.0076993i,-0.022688+0.019091i,-0.029773+0.02631i,-0.023327+0.017188i,-0.014457-0.00072921i,-0.0077249-0.013514i,-0.0026203-0.022673i,-0.0040389-0.029312i
0.0459+0.35375i,-0.073312+0.27401i,-0.18918+0.18161i,-0.16935+0.15255i,-0.1063+0.096035i,-0.11467+0.025557i,-0.13487+0.021309i,-0.1196+0.037633i,-0.087689+0.044092i,-0.051334+0.037783i,-0.02932+0.023822i,-0.018217+0.029249i,-0.0055706+0.041677i,0.0033922+0.043314i,0.011883+0.040059i,0.023842+0.030756i,0.035034+0.014031i,0.039544-0.00272i,0.028523-0.0077732i,0.0093446+0.00052261i,-0.00043359+0.011113i,0.0010919+0.017424i,0.005078+0.01694i
-0.31495+0.22102i,-0.12993+0.37136i,0.10657+0.376i,0.20605+0.26863i,0.21139+0.15685i,0.19339+0.07351i,0.16694+0.014376i,0.12571-0.027578i,0.059443-0.049622i,0.0050178-0.034753i,-0.0020088-0.012539i,0.010352-0.014299i,0.01436-0.018699i,0.013577-0.010542i,0.0083114-0.0024922i,-0.0017324+0.0017659i,-0.01069+0.0069831i,-0.014155+0.0063766i,-0.0105-0.0071531i,-0.0061182-0.023009i,-0.0052813-0.026003i,-0.0020843-0.022651i,0.0018365-0.022935i
0.029844-0.56188i,0.043735-0.62667i,0.11775-0.55395i,0.14568-0.4473i,0.068221-0.3195i,-0.027226-0.18019i,-0.081353-0.071763i,-0.086708+0.005286i,-0.059342+0.039585i,-0.034026+0.040026i,-0.016447+0.038871i,-0.0047349+0.033354i,-0.0021275+0.022011i,-0.0034985+0.0050788i,-0.0073372-0.022215i,-0.0081354-0.043477i,0.0059312-0.052682i,0.022345-0.056845i,0.01949-0.049343i,0.0034996-0.025406i,-0.0087856+0.006206i,-0.0084518+0.031704i,0.0069299+0.038493i
0.28225+0.12219i,0.041167+0.12845i,-0.25182+0.17642i,-0.31425+0.24215i,-0.18262+0.25404i,-0.021206+0.20195i,0.08732+0.12056i,0.11624+0.037904i,0.08573-0.01913i,0.040928-0.037128i,0.012779-0.030606i,-0.00034754-0.021147i,-0.0095483-0.010649i,-0.014653+0.001037i,-0.014158+0.012328i,-0.010457+0.025306i,-0.0052656+0.035252i,0.0026124+0.035605i,0.013692+0.025322i,0.020319+0.011896i,0.018194+0.0029239i,0.013593+0.00011807i,0.0096356+0.0025349i
-0.028629+0.47413i,0.17419+0.46048i,0.24327+0.30363i,0.14045+0.17894i,0.054307+0.1001i,-0.0029316+0.010781i,-0.085152-0.047108i,-0.13279-0.044804i,-0.1096-0.022379i,-0.065144-0.0058442i,-0.032241+0.0090469i,-0.0051786+0.023099i,0.013827+0.028324i,0.02712+0.020846i,0.037239+0.0064547i,0.038805-0.0084631i,0.036896-0.013978i,0.034217-0.0051311i,0.024942+0.0099122i,0.013838+0.018079i,0.0026064+0.012512i,-0.013697+0.0066688i,-0.023536+0.013818i
-0.39628-0.40743i,-0.39634-0.42563i,-0.24937-0.3256i,-0.132-0.1588i,-0.09287-0.0093788i,-0.041941+0.093238i,0.047728+0.14464i,0.12217+0.11666i,0.11832+0.030565i,0.06049-0.020946i,0.022005-0.022979i,0.010462-0.024281i,0.0025703-0.028255i,0.001158-0.022987i,0.0085743-0.01309i,0.011273+0.0010711i,-0.00046081+0.022374i,-0.018146+0.043973i,-0.021961+0.047301i,-0.011988+0.028162i,-0.001124+0.006475i,0.0037783-0.010761i,-0.002541-0.022158i
0.25154-0.16355i,0.10518-0.032915i,0.023442+0.091734i,0.058119+0.040435i,0.036027-0.034333i,-0.015268-0.043394i,-0.026569-0.07258i,-0.039219-0.094312i,-0.02814-0.061574i,-0.0093628-0.033119i,-0.019919-0.0059209i,-0.020807+0.033445i,-0.0037639+0.048869i,0.0059044+0.040127i,0.0076959+0.019574i,0.007665-0.0014076i,0.0091872-0.011629i,0.0078766-0.020673i,-0.0014568-0.028375i,-0.013259-0.023812i,-0.021752-0.012945i,-0.020371-0.006162i,-0.011779-0.005421i
0.34542+0.36117i,0.42123+0.20047i,0.20982+0.0010488i,-0.079838-0.035347i,-0.15327+0.016666i,-0.088666+0.043469i,-0.051499+0.062061i,-0.021549+0.082684i,0.015549+0.076207i,0.033198+0.051976i,0.044115+0.025605i,0.049112+0.0013542i,0.035028-0.011595i,0.011379-0.01145i,-0.012419+0.0043407i,-0.029071+0.03079i,-0.034963+0.044711i,-0.031699+0.034588i,-0.022018+0.011247i,-0.013626-0.0077523i,-0.0048013-0.0092443i,0.010999-0.0038262i,0.019326-0.0059559i
-0.56483+0.013436i,-0.54576-0.0003263i,-0.35858-0.021488i,-0.17947-0.0055471i,-0.10369-0.010077i,-0.094626-0.037688i,-0.07456-0.050037i,-0.046133-0.052061i,-0.041409-0.026996i,-0.03059+0.010048i,-0.01786+0.021418i,-0.022425+0.028588i,-0.025272+0.038356i,-0.020583+0.037413i,-0.016218+0.027668i,-0.010696+0.0092607i,0.0029594-0.016113i,0.016822-0.038842i,0.018582-0.041942i,0.015954-0.026811i,0.015132-0.012586i,0.014466-0.002872i,0.01303+0.0060288i
0.052787-0.27824i,0.049445-0.057141i,0.14639+0.12584i,0.18995+0.076119i,0.092422+0.0085551i,0.0058089+0.044776i,-0.0090887+0.086727i,-0.014082+0.09409i,-0.018952+0.06101i,-0.032812+0.010829i,-0.046013-0.008138i,-0.043735-0.017562i,-0.037375-0.022588i,-0.016632-0.0046453i,0.012339+0.0055111i,0.019112-0.0015312i,0.0045837-0.0058709i,-0.013277-0.0069473i,-0.024554-0.0081401i,-0.022954-0.0057133i,-0.011758+0.0039925i,-0.00061807+0.016855i,0.0064216+0.02139i
0.53326-0.0032409i,0.52879-0.2264i,0.33162-0.34061i,0.15985-0.2924i,0.080686-0.21875i,0.023381-0.16638i,-0.016385-0.10379i,-0.0195-0.048055i,-0.0044655-0.018869i,0.0078445-0.012418i,0.0039973-0.022401i,-0.012248-0.027864i,-0.021002-0.028321i,-0.028096-0.042688i,-0.044722-0.06422i,-0.055864-0.073286i,-0.04308-0.070217i,-0.018903-0.062838i,-0.0039555-0.047465i,0.0039498-0.0277i,-0.0011959-0.013112i,-0.015301+0.0030631i,-0.020633+0.016163i
-0.44326+0.35153i,-0.54158+0.29935i,-0.57873+0.15609i,-0.48775+0.10036i,-0.27067+0.0956i,-0.066435+0.052462i,0.031035-0.0054343i,0.035574-0.039339i,0.0010399-0.015544i,0.0020862+0.034317i,0.045749+0.039555i,0.084489+0.012574i,0.090578-0.013178i,0.06242-0.029151i,0.028703-0.023532i,0.014433-0.0085221i,0.013255+0.00041238i,0.021254+0.0041983i,0.030147-0.0055776i,0.022597-0.020361i,0.006816-0.022065i,-0.0043963-0.019968i,-0.0099561-0.026569i
-0.16472-0.15629i,-0.0112+0.13706i,0.23513+0.36088i,0.32486+0.32422i,0.24635+0.16993i,0.12114+0.040069i,0.026628-0.03382i,-0.025907-0.061116i,-0.066935-0.061096i,-0.090416-0.028082i,-0.056468+0.014922i,0.0058331+0.028158i,0.055589+0.018913i,0.083981+0.0005889i,0.084601-0.021483i,0.079664-0.032861i,0.09297-0.029681i,0.10628-0.019031i,0.095266-0.005961i,0.065565+0.0096543i,0.04147+0.019987i,0.027765+0.020927i,0.020512+0.019869i
0.46404-0.34521i,0.42441-0.5045i,0.31844-0.44174i,0.23511-0.26161i,0.13703-0.11365i,0.064301+0.026273i,0.060071+0.12825i,0.067795+0.12624i,0.057537+0.05405i,0.035853-0.0086485i,0.016698-0.030429i,0.020378-0.032291i,0.029933-0.015838i,0.020959+0.017523i,0.0060174+0.039039i,0.0019848+0.047187i,0.0028883+0.055292i,0.0013094+0.050608i,0.0035237+0.025384i,0.01202+0.0010386i,0.018952-0.0049237i,0.021403-0.0036186i,0.017435-0.00073027i
-0.114+0.44967i,-0.20876+0.34766i,-0.29927+0.12144i,-0.27144+0.0086458i,-0.18299+0.024653i,-0.11528+0.01792i,-0.083584-0.050832i,-0.058255-0.10432i,-0.018142-0.098502i,0.016145-0.061043i,0.042186-0.013076i,0.069855+0.036712i,0.079902+0.060992i,0.063091+0.032749i,0.027787-0.025209i,-0.0056959-0.053923i,-0.01041-0.050779i,0.0045707-0.038453i,0.015119-0.019854i,0.012492-0.0061949i,-0.006424+0.0023696i,-0.02936+0.012725i,-0.037806+0.021407i
-0.27617-0.0074943i,-0.14616+0.098802i,-0.085709+0.089707i,-0.19358+0.063385i,-0.20072+0.12546i,-0.073305+0.17122i,0.025986+0.1575i,0.056257+0.11438i,-0.01172+0.077915i,-0.11237+0.11985i,-0.094454+0.19861i,-0.015733+0.22385i,0.021655+0.20311i,0.046467+0.14006i,0.05838+0.050501i,0.045818+0.0056749i,0.036756+0.0088718i,0.033796+0.014114i,0.021803+0.013448i,0.0060627+0.018616i,0.00080152+0.02225i,0.006297+0.012504i,0.0078218-0.0074783i
0.14881-0.46989i,0.0016775-0.42077i,-0.053334-0.082052i,0.024762+0.17911i,0.04496+0.12307i,-0.032975-0.012553i,-0.057247-0.015781i,-0.019898+0.0085041i,-0.039982-0.038726i,-0.11074-0.082796i,-0.1556-0.057792i,-0.17296+0.0065366i,-0.15274+0.078554i,-0.067476+0.12197i,0.027463+0.097636i,0.058495+0.042542i,0.049124+0.019408i,0.030178+0.021119i,0.0013498+0.018783i,-0.021092+0.013008i,-0.025516+0.012806i,-0.0159+0.017735i,-0.00061604+0.022616i
0.18819+0.41994i,0.17242+0.43305i,0.14391+0.31008i,0.13297+0.11352i,0.0095918+0.0094701i,-0.1394+0.07779i,-0.18535+0.16935i,-0.1476+0.14095i,-0.048142+0.0049578i,0.02457-0.13193i,0.015256-0.1697i,-0.0010234-0.14198i,-0.027305-0.10107i,-0.053756-0.036527i,-0.027619+0.0025949i,0.0054206-0.00013812i,0.015025+0.0091101i,0.022883+0.011078i,0.021858-0.01384i,0.0021299-0.022247i,-0.022087-0.00013454i,-0.028115+0.029405i,-0.013655+0.035981i
-0.16744+0.10103i,0.089287-0.014066i,0.20583-0.27079i,0.041252-0.35123i,-0.066545-0.21003i,0.0030221-0.1575i,0.046621-0.23864i,0.035107-0.24106i,0.048298-0.13665i,0.069349-0.023572i,0.084759+0.052173i,0.085453+0.074874i,0.047878+0.044375i,-0.0091985-0.0049522i,-0.052649-0.028439i,-0.067796-0.023734i,-0.051985-0.0042602i,-0.0059197+0.01018i,0.05163-0.0049517i,0.082847-0.042014i,0.063442-0.076777i,0.0089615-0.082161i,-0.029952-0.046818i
-0.18559-0.5258i,-0.44071-0.55952i,-0.58458-0.42034i,-0.53487-0.23276i,-0.34278-0.092453i,-0.13666-0.0045276i,0.014631+0.051938i,0.12486+0.039499i,0.12867-0.054032i,-1.5958e-05-0.10225i,-0.093492-0.033328i,-0.062318+0.036605i,-0.00068641+0.031443i,0.032093+0.0090085i,0.049672+0.0075663i,0.047413+0.025557i,0.028875+0.062827i,0.033364+0.10405i,0.066032+0.11491i,0.074679+0.090287i,0.05588+0.062461i,0.041822+0.032341i,0.020872-0.0032537i
