-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
0.0023046+0.0010654i,0.0021531+0.00081554i,0.0029031+0.0015167i,0.0035189+0.0015872i,0.0027967+0.00061896i,0.0018438-0.0003928i,0.0011298-0.0008221i,-2.4114e-05-0.00030228i,7.2457e-05+0.0002418i,0.00055145+0.00061932i,1.7329e-05+0.0002658i,-0.00067949-0.00081712i,2.2398e-05-0.00090837i,0.00027783-0.0010901i,-0.00033286-0.0015733i,-0.00018651-0.0014698i,0.00084853-0.00071999i,0.00099587-0.00020304i,-0.00023831-8.2041e-05i,-0.00060476+0.00020833i,-9.4717e-05+0.00091549i,-0.00028525+0.00095103i,-0.00043604+0.0012829i
-8.3042e-07+0.0017917i,0.00040025+0.0015827i,0.0022411+0.0017979i,0.0025252+0.0011495i,0.0023645+0.0005676i,0.0021276+0.00014841i,0.0015497+6.9672e-05i,0.00083683+1.4854e-07i,0.00069126+0.00060353i,0.00037635+0.0014385i,-0.00015048+0.00051793i,0.00031253-0.0004965i,0.00084121-0.00046172i,0.00041983-9.6878e-06i,-0.00030814-0.00019064i,-0.00086869-0.00079161i,-0.00055792-0.00099521i,-0.00037517-0.00085886i,-0.00087063-0.00092765i,-0.00056188-0.00030323i,8.3189e-05+5.4973e-06i,0.00099034-0.00046814i,0.0010162-0.00033867i
-0.00060981-0.0027344i,-0.001516-0.0028361i,-0.0020445-0.0024557i,-0.0017905-0.0009919i,-0.00023302+0.00039437i,0.0011951+0.00080454i,0.0011878+0.00074348i,0.00040724+3.5544e-05i,-0.0010287-0.00033674i,-0.0012408+0.00071742i,-0.00027255+0.00090512i,0.00046625+0.00019467i,0.0012565-0.00020748i,0.0014685-0.0010227i,0.0001838-0.0012558i,-0.0013677-0.00099694i,-0.0014217-0.00037643i,-0.00058976+0.00031926i,6.865e-05-0.00033872i,-9.6889e-05-0.00050833i,-0.0003124-9.5266e-05i,4.1465e-05+8.8112e-07i,0.00028904-0.00042175i
8.6425e-05-0.0006737i,-0.00036649-0.00024295i,-0.001401+0.00071231i,-0.001017+0.0011721i,-0.0002032+0.00088141i,-0.00035351+0.00022821i,-0.00068398+1.714e-05i,-0.00022219+0.00022909i,-5.5233e-05+0.00026656i,-0.00010213+0.00026593i,0.00034795+0.00075019i,0.00019625+0.00084753i,0.00051559-0.00011018i,0.0013642-0.00062616i,0.00070188-0.00080256i,0.00011601-0.00027306i,-0.00011718+0.00068757i,9.6078e-05+0.00032472i,0.00031124-0.0008376i,-0.00033231-0.0008987i,-0.00073082-0.00050049i,-0.00045623-0.00074977i,0.00025846-0.00082692i
0.0013432-0.00041758i,0.0019987-0.00045926i,0.0029662-0.0023323i,0.0026723-0.0017958i,0.0021692-0.0003657i,0.0017081+0.00028607i,0.00070204+0.00038839i,2.5522e-05-0.00024969i,0.00018495+0.00052212i,-6.9346e-05+0.0014778i,0.00018284+0.00079816i,0.0011472-6.958e-06i,0.00096145-0.00061232i,0.00079903-0.00062461i,-0.00010228-0.00019945i,-0.00066087-0.00037554i,-0.0004937-0.00045102i,-0.000618-0.00032295i,-0.00042034+0.00017427i,-3.0534e-05-0.0003575i,0.00046828-0.00071956i,0.00024731-0.00022931i,-1.0483e-05-0.00013917i
0.00067362+3.308e-05i,0.00086017+0.00069349i,0.00074904+0.00057623i,0.00068252+0.00033128i,0.00059536+0.0009833i,-0.0001676+0.00062844i,-0.00034888-0.00026076i,-0.00047209+0.0001288i,-0.00092196+0.00079223i,-0.0011975+0.0010208i,-0.00081983+0.00025879i,0.00028599-0.00053247i,5.4029e-05-0.00017202i,-0.0005667-0.0001672i,-0.00033382-0.00098259i,0.00036592-0.00063041i,0.00037534+3.2544e-05i,0.00017086+0.00025042i,-0.00015421+1.407e-05i,-0.00032655-0.0001368i,0.00027007+0.00023847i,0.00074128+0.00057061i,0.00086117+0.0010571i
0.00014189+0.0016358i,-8.6791e-06+0.0020231i,-0.00096283+0.0017884i,-0.00037662+0.001085i,0.0016921+0.00083589i,0.0026289+0.00042058i,0.0025597-5.0943e-05i,0.0015133-5.6372e-05i,0.00011444+5.8141e-05i,-0.00042185+0.00072432i,-0.00056545+0.00070579i,-0.00037089-2.3936e-05i,5.8997e-05-0.00035501i,-5.186e-05+4.3606e-05i,-0.00028523+0.00037211i,-0.0001872+0.00078376i,-0.00030551+0.00056461i,-0.00037942-0.00013231i,-0.00020036-0.00024635i,-0.00092347-0.0003191i,-0.0010094-0.0004414i,-3.6031e-08-0.00034653i,0.00062591-6.667e-05i
-0.0017119-0.0017973i,-0.0007909-0.0020494i,-0.0007869+0.00044754i,-6.8292e-05+0.002178i,1.0362e-05+0.0020313i,-7.3642e-05+0.00088227i,0.00068787-0.00041562i,0.00093542-0.00067496i,7.0501e-05-0.00040392i,-0.0001715-0.00019213i,0.00093559+0.00021258i,0.0018167+1.6414e-05i,0.0011494-0.00085637i,0.00030134-0.0016128i,-1.7876e-05-0.0011707i,-0.00047018-0.00022241i,-0.00082987-0.00054284i,-0.00031429-0.00098153i,-0.00027916-0.00026321i,-0.00014853+0.00069028i,-0.00025346+0.00028185i,-0.00077844-0.00080883i,-0.00059658-0.0010979i
0.00013867-0.00065454i,-0.00046836-0.00057569i,-0.0015674+0.00034199i,-0.00049693+0.00037373i,0.00094373+0.00045478i,0.00061907+0.0004201i,9.5599e-05-0.00036492i,0.00010011-0.00068031i,-0.00023434+7.7655e-05i,-7.9239e-05+0.00078925i,7.0572e-05+0.00051396i,0.00013442+3.7843e-05i,0.00052433-0.00073838i,0.00085236-0.0013247i,0.00043645-0.0012903i,3.6382e-05-0.00064542i,0.00086708+0.00024356i,0.0010839+0.00074183i,0.0002201+0.00044273i,0.00054495+0.00017368i,0.0003215+0.00023782i,-0.00035739+7.6645e-05i,-0.00035097-0.00023204i
0.0019035+0.002182i,0.0018027+0.0030174i,0.0017674+0.0027619i,0.00093513+0.0012342i,0.00055343-6.548e-05i,0.0008377-7.5007e-05i,0.0010969-0.00025612i,0.00085957-0.00057784i,0.00012471-0.00027879i,-0.00035143-0.0002589i,-0.00011013-6.9795e-05i,0.0011392-0.00010969i,0.001967-0.00052389i,0.001487-0.00074098i,0.00047903-0.00033509i,-1.1485e-05+0.00020687i,0.00075564-5.0817e-05i,0.001571+0.00018199i,0.0015011+0.00069521i,0.0010869+0.0002394i,0.00046368-0.00022367i,0.00024611-0.00021718i,0.000365-0.00035437i
-0.0019998+0.0014655i,-0.00098921+0.00098824i,0.000241+0.0019564i,0.00061781+0.0031112i,0.001014+0.0027855i,0.00091543+0.0011973i,-5.3425e-06+0.00048146i,-8.0298e-05+0.00042272i,0.00052404+0.000389i,0.0010047+0.00016837i,0.00067283+4.8514e-05i,0.00014051+0.00024414i,-0.00016345-0.00012082i,-0.00037831-0.00089143i,-0.00050299-0.0013994i,-0.00060359-0.00069635i,-0.00086954-0.00027203i,-0.00086441-0.00035147i,-0.000524-0.0006324i,0.00029521-0.00040484i,0.00029357-4.7099e-05i,-0.00020773-0.00049758i,-0.0005465-0.0009011i
-0.00092238-0.0017928i,-8.6859e-05-0.0016935i,-0.00020151-6.9154e-05i,0.00032259+0.00069775i,0.0013222-0.00011914i,0.0015511-0.00044953i,0.001433+0.00030932i,0.0010407+0.00011619i,0.00036556-0.00019963i,0.00042579+0.00028504i,0.00058641+0.00030335i,0.00084748-0.00046583i,0.00086251-0.00087064i,0.00026387-0.00084768i,-7.4808e-06-0.00073032i,-9.9519e-05+9.437e-05i,-0.00097651+0.00059754i,-0.0016142-1.7442e-05i,-0.0011279-0.00041705i,-9.1251e-05-0.00055814i,0.00046936+0.00013811i,0.00069678-4.7299e-05i,0.00070644-0.00049749i
0.0013107-0.0015468i,0.0023728-0.0007191i,0.0022245-0.00055411i,0.00035503-0.0007641i,0.00031141+0.00031679i,0.0010759+0.0011318i,0.00036866+0.00063354i,-0.000676+0.00081168i,-0.001113+0.00092932i,-0.0012049+0.00049502i,-0.00074968-2.9604e-05i,0.0009637+3.3902e-05i,0.0013091-9.9269e-05i,0.00053084-0.00061629i,-1.191e-05-0.00065115i,0.00013615-0.00040826i,0.00077773-6.6508e-05i,-3.1389e-05-0.00039561i,-0.00078046-0.00042406i,-0.00023276+0.000127i,-0.00042327+0.00039474i,-0.00081386+0.00046885i,-0.00046128+0.00067658i
0.00068631+0.001557i,0.00043128+0.001381i,0.00032991+0.00089808i,0.00048325+0.00082949i,0.00078016+0.0011499i,0.00068476+0.00075592i,0.00016745+0.00028497i,-0.00035396+0.00053812i,-0.00079334+0.00033594i,-0.0010714+0.00030574i,-0.00035934-2.5965e-05i,0.00029757-0.00012155i,0.00015583-0.00035972i,-0.00010763-0.00083444i,-0.0006784-0.00061364i,-0.00079747-0.00048964i,-8.0093e-05-0.00068342i,-0.00016714-0.00039689i,-0.00038078+0.00036935i,0.00057938+0.00060108i,0.00095524+0.00019353i,0.00056635-0.0003153i,0.00085015-0.00097324i
0.001726+0.00076741i,0.0012781+0.0017107i,0.0020464+0.00017249i,0.0024953-0.00027751i,0.0019014-0.00020771i,0.0017679+0.00013341i,0.0019313+0.0012321i,0.0010272+0.00083124i,0.00011426+0.00029312i,-0.00051101+0.00019965i,-0.00063737+8.7817e-05i,-2.1738e-05+0.00026i,-5.3848e-05-0.00036104i,-0.00039083-0.00097881i,-0.00026307-0.00054331i,0.00025202-0.00028401i,0.00021225-0.00020795i,-0.0002426+3.8521e-05i,-0.00028405-7.4551e-05i,-0.00033899-0.00051853i,-0.00022489-0.00076019i,0.00030472-0.00045627i,0.00079434+0.00059379i
0.0011529-9.0333e-05i,0.0020322-0.00045854i,0.0027438-0.0010838i,0.0027338-0.001278i,0.0020631-0.00067095i,0.0015135-0.00031278i,0.00055774-0.00034437i,0.00029883-0.00043724i,0.00035298+5.7369e-05i,-0.00014652+0.00013726i,-0.00036132-0.00016786i,-0.00045444+0.0004704i,-0.00061991+0.00034764i,-0.00034211-0.00012963i,-0.00043726+5.3351e-05i,-0.0004108+0.0004175i,-0.00052795-9.6652e-05i,-0.00061994-0.00078766i,-0.00035386-0.00067006i,-0.00026349-0.00017469i,0.00034837+0.00012773i,0.00057793+0.00048979i,-1.0255e-05+0.00042716i
-0.0016692-0.001123i,-0.0024815-0.0012238i,-0.0033558+8.9914e-05i,-0.0023867+0.0013898i,-0.00073982+0.0019541i,0.00073574+0.00072218i,0.0017225-0.001416i,0.0014724-0.0013599i,0.00092526+5.9029e-05i,0.00054665+0.00046733i,0.00027311+0.00031092i,0.00029457-0.00019053i,0.00067424-0.00058253i,0.00041071-0.00035327i,-0.00024018+0.00021559i,-0.00027569+0.00030153i,-0.00015014+0.00031529i,-0.00011729+8.3411e-05i,-0.00033986-3.6257e-05i,-0.00089562-0.0002073i,-0.0013349-0.00034227i,-0.0010623-0.00072436i,-0.00017232-0.00083965i
0.00029064+0.00029379i,0.00075206+0.0016282i,0.00076044+0.0019678i,0.0013148+0.0016795i,0.0012211+0.00087923i,7.8786e-05+0.0003408i,0.00060897-0.00024605i,0.0015142+0.00012803i,0.0010433+0.00098184i,-6.9269e-05+0.0013533i,-0.00034612+0.00087971i,0.00029994+9.782e-05i,0.00068855+0.00022876i,0.00060554+5.2554e-05i,0.00028801-0.00059367i,-4.4131e-05-0.0014187i,-0.0004666-0.0012052i,-0.00058455-0.00080361i,-0.00016826-0.00084442i,0.00028058-0.00057985i,0.00040852-0.00056399i,0.00036589-0.00044698i,0.00041425+0.00040837i
-0.0011894-0.0024426i,-0.00054675-0.001616i,-0.0002939+2.0856e-05i,0.00061051+0.00052952i,0.0015974+0.0005534i,0.0016508+0.00015707i,0.00084282+0.00034423i,-1.5756e-05+0.0012591i,-0.00031535+0.0010792i,0.00057889+0.00020578i,0.00051661-3.8537e-05i,-7.2707e-05-0.000814i,0.00025652-0.0012945i,0.00054266-0.0011081i,-5.5366e-06-0.0016246i,9.3104e-05-0.0015221i,0.00034463-0.0010254i,0.00033078-0.0012603i,8.0914e-05-0.00045967i,-0.0002204+0.00043014i,0.00018775+0.00031751i,0.00017043-0.00013257i,7.448e-05-0.00063873i
-0.001586-0.0017006i,-0.0018185-0.0011492i,-0.0026179+3.3869e-05i,-0.0019138+0.00092328i,-9.2182e-05+0.001617i,0.00093717+0.001243i,0.00075171+0.00044405i,0.00057515+0.00072437i,0.00047362+0.00092022i,0.00018078+0.0004571i,-0.00064043-0.0001269i,-0.00028176+1.0306e-05i,0.0004462-0.00022823i,0.00036061-0.0009817i,8.0776e-05-0.0010278i,-0.00018512-0.00082087i,-0.00046811-0.00010287i,-0.00060609+0.00041967i,-0.00063064+8.6894e-05i,-0.00037805+0.00036907i,-0.00021995+0.00058079i,-0.00035024+0.00027599i,-0.00028181-1.0899e-05i
-6.2053e-05+0.0022802i,0.0007675+0.003446i,0.0012801+0.0044902i,0.001548+0.003267i,0.0015059+0.0010703i,0.0013551+0.00049763i,0.001189+0.00084114i,0.00082532+0.00080195i,-7.4764e-05+0.0011333i,-3.0847e-05+0.0010846i,0.00084058+0.00014707i,0.0014555-0.00078479i,0.0011749-0.0011308i,0.00011512-0.0012975i,-0.00021066-0.0012029i,-0.0002164-0.00051524i,-0.00014121+0.00013565i,0.00011965+0.00020729i,-0.00036045+0.00021924i,-0.00091774+0.00033486i,-0.00048609-0.00012671i,-0.0002395-0.00070532i,-0.00051279+6.0566e-05i
0.0014325-0.0011694i,0.0012951-0.00094859i,0.0027624-0.0016492i,0.0030295-0.0025258i,0.0020322-0.0018601i,0.0011843-0.00092922i,0.001064-0.0011226i,0.0015253-0.00015505i,0.0006246+0.00094941i,-0.00028955+0.00089016i,-0.00040825+6.3012e-05i,-0.00071325-0.00015917i,-0.00065959+0.00013021i,0.00029362-0.0002366i,0.00064009-5.2737e-05i,-9.1771e-05-0.00018064i,-0.00053095-0.00040192i,-0.000989-0.00011043i,-0.00088516-0.00025563i,0.00012398-0.0003598i,0.001089+4.4195e-05i,0.001332+0.00035197i,0.00092931+0.00012023i
0.001039+0.00075337i,0.00017634+0.00083179i,-0.00027508+0.0012628i,0.00057837+0.0013274i,0.0012582+0.00018831i,0.0013563-0.00010332i,0.00085022+0.00016389i,0.00014753-0.00024825i,0.00015137-0.00017172i,0.00062626-6.4063e-05i,0.00090545-0.00055589i,-4.3127e-05-0.0011067i,-0.0007427-0.0018834i,-0.0012502-0.0016242i,-0.0014554-0.00017956i,-0.0010428+0.00017937i,-0.00050398-0.00041044i,-0.00044951-0.00047368i,-0.00042346+0.00028891i,-5.6538e-05+0.00073842i,3.855e-05+0.00068016i,-0.00037475+9.3012e-05i,-0.0001131-0.00066565i
0.00045916+0.0012034i,-0.00049069+0.0023647i,-0.0011027+0.0023795i,-0.0010194+0.002363i,1e-05+0.0021499i,0.0011755+0.0012037i,0.0015616+0.00038636i,0.0010162+0.00025896i,0.00075637+0.00085385i,0.00050928+0.0017704i,0.00035518+0.00077524i,0.00018937-0.00019684i,5.6098e-05-3.693e-06i,0.00033661-0.00043131i,0.00034651-0.0012544i,-0.00019169-0.0012914i,-0.000967-0.0010639i,-0.00051117-0.00061727i,0.00015197-0.00013756i,-3.5022e-05-0.00053788i,-0.00043756-0.0011903i,-5.6833e-05-0.0014067i,0.00016723-0.00061992i
0.0016649-0.00054414i,0.0016818-0.0003811i,0.0014087-0.00091102i,0.0012171-0.0013154i,0.0016098-0.00040992i,0.0017096+0.00043768i,0.0013462+0.00073708i,0.00056355+0.00078443i,0.00057522+0.00057131i,0.00058096+0.00092117i,0.00023125+0.00064787i,4.8397e-06-0.00027829i,0.00037621-0.00092672i,0.0010078-0.0010965i,0.00034852-0.00079805i,-0.00036705-0.00046023i,-0.00078256-0.00043373i,-0.0011315-0.00095278i,-0.00064331-0.00065118i,-0.00048415-0.00024966i,-0.00031586-0.00042647i,-0.00061751-0.00042452i,-0.00077748-0.00015802i
-0.00023614-0.0018696i,-0.00075857-0.0020461i,-0.00089844-0.0011113i,-0.00097158-0.00030013i,-0.00043485-0.00034901i,0.00018627-0.00066692i,0.00028286-0.00046112i,0.00028995+2.7165e-05i,-0.0011618-0.00022384i,-0.001887-0.00027107i,-0.00018489+9.6849e-05i,0.00083953-0.00055458i,0.00067215-0.00071544i,0.00035995-0.00039728i,0.00044212-0.00053238i,0.00044913+2.2067e-05i,0.00061605+0.00039484i,0.00042171+0.00021589i,-0.00067343-0.00017491i,-0.00072872-0.00080371i,0.00058911-0.00090686i,0.0010005-0.00065166i,0.00065192-0.0005097i
0.00013396+0.0016567i,-0.00018212+0.002296i,0.00040056+0.002058i,0.00063129+0.0014331i,0.0006526+0.0013136i,0.0012126+0.0010766i,0.00085831+0.001077i,-0.0001683+0.0013398i,-0.00082828+0.0011517i,-0.0007446+0.00069298i,-0.00082899-0.00040585i,-0.00098421-0.00092766i,-0.0012441-0.00048904i,-0.0011295-0.00061605i,-0.00080768-0.00074131i,-0.00036421-0.00059455i,-0.00071337-0.0003645i,-0.00057207+0.00028314i,-9.2068e-05+0.0008037i,0.00017078-0.00013859i,1.9521e-05-0.0011459i,-0.00029516-0.0003831i,-0.00020346+0.00051275i
-0.001296-0.00073275i,-0.0016292-0.00029051i,-0.0016754+0.00022178i,-0.00084552+0.00071154i,0.00080793-0.00018416i,0.0010862-0.0006082i,0.00039494-0.00014149i,0.0001444+0.00040335i,-0.00014337+0.00060352i,0.00016196+0.0008063i,0.00067781+0.00078528i,0.00023529+0.00040089i,0.00019571+0.00055636i,-4.8141e-06+0.0004392i,-0.00065092-0.00033288i,0.00012137-0.00095249i,0.00054942-0.0013105i,-0.00023306-0.00089532i,-0.00033058+0.00034916i,-9.9593e-05+0.00044617i,-0.00022926-8.4337e-05i,8.3277e-06-0.00021947i,0.00016481+3.1232e-05i
0.0016153-0.00055674i,0.0020792-0.00016885i,0.0029798-0.00047968i,0.0029829-0.00076281i,0.0019092-0.00069099i,0.0006791+0.0002631i,0.00034418+0.00032361i,-7.3997e-05+8.0008e-05i,1.9771e-05-0.00063058i,0.00049282-0.00095715i,0.00031221-5.6875e-05i,0.00035703+0.0001452i,0.0001192+8.725e-05i,-0.0001799+0.00048629i,-4.1697e-05+0.00055511i,-7.6933e-05-8.3023e-05i,0.00015731-0.00076829i,-4.3074e-05-0.0013521i,-0.00049666-0.001243i,-0.0008872+0.00017962i,-0.00072046+0.00066403i,-0.00028851+0.0001008i,-0.0001476-0.00050319i
0.0001075+0.0018933i,7.1678e-05+0.0019786i,-0.00023199+0.0019255i,0.00091847+0.0015288i,0.0021316+0.00068511i,0.0016303-0.00071169i,0.000613-0.0013261i,-0.00021109-0.00014227i,-0.0010248+0.00082165i,-0.0004633+0.00066609i,3.405e-05+0.00037504i,-8.5576e-06-0.00028705i,0.00054541-0.00056233i,-1.6558e-05-5.5185e-05i,-0.00081339-0.00039658i,-0.00082092-0.00062547i,-0.0005362-0.00015375i,4.5593e-05-8.0148e-05i,0.00010078-0.00019034i,-0.0001495-0.00026072i,-0.0001976+0.00021559i,0.00015771+0.0004344i,0.00041327-5.6756e-05i
-0.0013401+0.0015409i,-0.00057537+0.0015015i,-6.0636e-05+0.0028653i,0.00055383+0.0023596i,0.0007701+0.00099498i,0.00066657-0.00021938i,0.0007202-0.00090661i,0.00074291-0.00014596i,0.00025662+0.0010864i,0.00061198+0.00093035i,0.00092347+0.00059946i,0.00083434+0.00042412i,0.00065043+0.00026561i,5.6285e-05+0.00019037i,-0.00076205-0.00011153i,-0.00026694-7.5537e-05i,3.1474e-05-2.0631e-05i,-0.00045053-0.00054438i,-0.00096207-0.00079503i,-0.0012626-0.00032066i,-0.00058599+0.00020824i,-9.2495e-05+0.00038596i,-0.00024414+0.00014207i
4.075e-05-0.00016488i,0.00015613+0.00063526i,0.00066773+0.0008477i,0.0021743+0.00091896i,0.002245+0.0013346i,0.0011184+0.0010463i,0.00078793+0.00080696i,0.00091093-3.5005e-05i,0.00041836-0.00026797i,0.00026558+0.00053996i,3.8511e-05+0.00076201i,-0.00046479+1.8612e-06i,-0.00030064-0.00091997i,-0.00031383-0.0010622i,-0.00017574-0.0002251i,0.00011102-0.00038967i,3.1369e-05-0.0013571i,0.00016282-0.0010164i,0.0010862-0.00045293i,0.0012805-0.00052276i,0.0008478-0.00048218i,0.00053659+0.00016955i,-0.00037371+0.00031843i
0.00030026-0.00040293i,-7.5337e-05-0.0004539i,0.0003782-0.0015874i,0.0010526-0.0022784i,0.0013145-0.0013022i,0.00069928-1.8451e-05i,0.00059496-0.00012872i,0.00055846-0.0003877i,0.0002029-0.00043336i,0.00075382-0.00041992i,0.0013422-0.00032749i,0.00070253-0.00054329i,0.00015943-0.0010105i,4.0463e-05-0.0005087i,-0.00016333-0.00040904i,0.00029475-0.00096033i,0.00020222-0.00059003i,3.5174e-05-3.8406e-05i,9.3117e-05+0.00073476i,0.00048188+0.0013591i,0.00057812+0.00083073i,0.00020312+0.00025187i,0.00062438-0.00036183i
-0.00070556-0.00076758i,-0.00041405-0.0012093i,-1.1133e-05-0.00094797i,-5.2553e-05+0.00012381i,0.00022385+0.00043369i,0.0005738+0.000413i,0.00012927+0.00068988i,-0.00031718+0.00066372i,-0.00048604-0.0001638i,-0.00027367-9.2837e-05i,0.00039788+0.00033447i,2.3446e-05-4.0292e-06i,-0.00044157-0.00027686i,-0.00022883+0.00040542i,-0.00049245+0.00079794i,-0.00032615+0.00063262i,-0.00037304+3.6833e-06i,-8.726e-06-0.00037448i,0.00010709+0.00039687i,-0.00051716+0.00091518i,-0.00051241+0.00074844i,0.00034986+0.00041259i,0.00055116-0.00034683i
-0.0012388+0.0021562i,-0.0014235+0.0017732i,-0.0013497+0.0027818i,-9.903e-05+0.0017843i,0.001115+5.4746e-05i,0.0012604-0.00061484i,0.00090399-0.0012211i,-0.00013296-0.0012854i,-0.00010858-0.0011484i,0.00086012-0.0012302i,0.00093637-0.0014654i,0.00066192-0.0012073i,0.00032106-0.00087329i,-0.00022067-0.00026934i,-0.0010097-3.6687e-05i,-0.0010202-0.0002583i,0.00011331-0.00064915i,0.00069757-0.0010289i,0.00085909-0.00033441i,0.00085182+0.0012883i,0.0013014+0.001197i,0.0011033-0.00019179i,8.6844e-05-0.00052135i
0.00019798+0.0014441i,0.0011491+0.0011393i,0.0018835+0.0017639i,0.0015795+0.0010952i,0.0013718-9.2685e-05i,0.0014133-0.00021236i,0.0011689-0.00012798i,0.00058267+0.00023961i,0.00041129+0.00056588i,0.00057275+0.00048568i,0.00053111-0.00019443i,0.00043521-0.00091959i,0.00059576-0.00087428i,-5.168e-05-0.0001359i,-0.00027622+0.0008002i,-3.9816e-05+0.00040697i,-0.00037245+0.00035573i,-0.00034021+0.00012075i,0.00041063-0.00040541i,0.00040803-0.0004279i,-0.00024049-0.00068489i,-0.00023541-0.00036873i,9.2307e-05+0.00040659i
-0.0036887-0.00086235i,-0.0037211-0.00052171i,-0.0030755+0.0017493i,-0.0011652+0.003245i,0.00020498+0.0021765i,0.00084233+0.0002021i,0.0012706-0.00054703i,0.00083586+4.709e-05i,-0.00021879+0.00025634i,5.9794e-05-9.8593e-05i,0.0010534-0.00013348i,0.0008923-0.00027565i,-0.00026813-0.00095488i,-0.00041282-0.0018404i,-0.00045008-0.0011964i,-0.00078182+7.7376e-05i,6.7589e-05+8.2902e-05i,0.0001563-0.00036561i,-0.00043043-0.00033492i,-0.00067729-0.00017718i,-0.00076515+0.00016597i,-0.00048973+0.00015735i,-4.5894e-05+0.00013456i
0.00097472+0.00087097i,0.00068233+0.0011673i,0.0004831+0.0012819i,0.0013203+0.0015341i,0.0013933+0.001767i,0.0010089+0.0012304i,0.00074145+0.00069823i,0.00016065+0.00076297i,-0.00062432+0.0015496i,-0.00082671+0.0017538i,6.7222e-05+0.0010588i,0.00081437+0.00041716i,0.00078412-0.00034541i,0.00058815-0.0010808i,0.00044504-0.001245i,0.00075727-0.0011215i,0.0010018-0.00016081i,0.00030369+0.00079349i,-0.00023021+0.00060591i,-0.00029918+0.00034293i,-0.00018454+0.00041971i,0.0002996+0.00048837i,0.0006235-0.00011991i
-0.00020674+0.0011047i,-0.00055969+0.0014573i,-0.00060691+0.00053891i,-0.00029408+0.00024312i,0.0010077+0.00065325i,0.0014183+0.00018541i,0.001069-0.00039458i,0.00097598-0.00051289i,0.0010231-5.6361e-05i,0.00050826+0.00023146i,0.00015972+7.6734e-06i,3.7782e-05-0.00023912i,-0.00022366-0.00055632i,0.00012339-0.00060475i,0.00035487-0.00068591i,-0.00050055-0.00084672i,-0.0010279-0.00079107i,-0.00075898-0.0010259i,-0.00012531-0.0014007i,0.00053319-0.00093086i,0.00049843-0.00045374i,2.2225e-05-0.00024512i,0.00038891+0.00048647i
-0.0011882+0.00013201i,-0.00059838+6.3693e-05i,0.00022747-0.00023474i,0.00081704+0.00049982i,0.0016149+0.0010359i,0.0014524+0.0010964i,-6.4852e-05+0.0005511i,-0.00069742+0.00098685i,0.00023363+0.0012087i,0.00065032+0.00031439i,0.00015175+0.00039417i,-0.00011081+0.00099465i,0.0005696+0.00084607i,0.00079452+0.00017673i,0.00013688-0.00074888i,-0.00025011-0.00079281i,-0.0013333-6.0661e-06i,-0.0014609+0.00045097i,-0.00088081+0.00037078i,0.00020165+0.00016327i,0.00066082+0.00010707i,0.00029483+0.00017296i,-0.00010831+0.00010388i
0.00097192-0.00027062i,0.00094442-0.00048787i,0.00084428+0.0003333i,0.00019367+0.00082227i,-6.7775e-05+0.00096005i,0.00088765+0.00081064i,0.0012814+0.00057847i,0.00089935+0.00060656i,0.00026857+0.0010755i,0.00041927+0.0012632i,0.00064941+0.00014368i,-0.00018139-0.00019249i,0.00012703+0.00027839i,0.00071848+0.00016351i,-0.00010274-0.00024158i,-0.00079779+0.00016569i,-0.0011067+0.00038689i,-0.00064904-0.00043869i,-4.1437e-05-0.00081511i,-0.00020011-6.9952e-05i,-0.00035127+0.00030482i,-7.7885e-05+0.00039395i,0.00018719+0.00054324i
0.00049559+0.00076146i,-0.00026037-3.3291e-05i,-0.00060865-0.00086174i,-0.00058219-0.00015439i,-0.0001448-3.0608e-05i,0.00095361-0.00043869i,0.00084501-0.00040579i,-7.9852e-05-1.634e-05i,-6.8067e-05+0.00053874i,8.0593e-06+0.00053604i,-0.00032893-0.0002101i,-0.00018758-0.00096134i,0.00097755-0.00098943i,0.00097476-0.00086163i,0.00024503-0.0004877i,-0.00012995-0.0010449i,-0.00082151-0.0016268i,-0.00015444-0.00080081i,0.00012053+0.00021522i,-0.00064896+0.00034355i,-0.00053348+4.6071e-05i,-0.00016196+7.8322e-05i,0.00022602+0.00020845i
-0.001983+0.00040919i,-0.0026734+0.00094178i,-0.002433+0.00047496i,-0.0012573+0.00070395i,-0.00011805+0.00069952i,0.0009214+0.00032445i,0.00077898-0.00020761i,0.00081917-0.00035841i,0.0012798+0.00034608i,0.00023916+0.00022516i,-0.00035006-9.5097e-05i,0.00033928-0.00025416i,0.00064847-0.00084504i,0.00016755-0.0010456i,-0.00045706-0.0009094i,-0.00082043-5.8259e-05i,-0.00077169+0.00015609i,-0.0004427-0.00037671i,-0.00048348-0.00053992i,1.1829e-05-0.00058133i,0.00015299-0.00051445i,-0.00025743-0.00081754i,-0.0001608-0.00068343i
