-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
0.11122+0.18858i,0.21926+0.22983i,0.21597+0.077717i,0.075003-0.080294i,-0.015569-0.080838i,-0.0066168-0.047646i,-0.021347-0.050049i,-0.046394-0.024959i,-0.031513+0.00021266i,-0.018117-0.0054066i,-0.018084-0.013473i,-0.015749-0.018653i,-0.016997-0.022317i,-0.018953-0.022708i,-0.016901-0.017607i,-0.0097099-0.0072214i,0.0060115-0.0029889i,0.03073-0.013885i,0.051996-0.027789i,0.056199-0.025053i,0.046515-0.011738i,0.030995-0.001189i,0.016254+0.0043971i
-0.23044-0.08672i,-0.40584-0.033486i,-0.3769+0.13235i,-0.16787+0.1972i,-0.046289+0.092885i,-0.046125+0.026966i,-0.023426+0.04369i,0.011061+0.0293i,0.0096275-0.0037709i,0.00091834-0.008445i,-0.0010217+0.004148i,-0.0007234+0.019453i,0.0032057+0.025763i,0.0050147+0.022349i,0.00015437+0.017989i,-0.0081903+0.014776i,-0.017991+0.01364i,-0.034294+0.015279i,-0.052513+0.012358i,-0.058483+0.0021028i,-0.047892-0.0061659i,-0.028914-0.010937i,-0.013449-0.012287i
0.25368-0.028652i,0.3949-0.14105i,0.30196-0.25115i,0.081491-0.21444i,-0.01063-0.078501i,-0.0090405-0.015886i,-0.021628-0.007311i,-0.0199+0.012608i,-0.010216+0.018696i,-0.013855+0.012846i,-0.013486+0.0072385i,-0.0087217-0.0012511i,-0.0040646-0.006814i,5.8505e-05-0.0064479i,0.0051839-0.0025157i,0.013835+0.0023126i,0.020863+0.0030468i,0.022226+0.0011622i,0.019558+0.0051434i,0.019565+0.012728i,0.020065+0.012339i,0.015041+0.0073579i,0.0078351+0.0041452i
-0.17719+0.18225i,-0.19245+0.39139i,-0.020427+0.47678i,0.14432+0.34883i,0.12546+0.18385i,0.075743+0.1237i,0.087453+0.077559i,0.07047+0.01351i,0.028029-0.011851i,0.0054133-0.0097436i,-0.0029205-0.0040544i,-0.0047071+0.00064914i,-0.0065907-0.0006089i,-0.010185-0.0049397i,-0.010676-0.00874i,-0.0091423-0.0090088i,-0.0036131-0.0022619i,0.011061+0.0096617i,0.026941+0.017286i,0.027005+0.016408i,0.013712+0.013255i,0.0029402+0.010169i,-0.0013371+0.0070903i
0.0701-0.29254i,-0.011165-0.5255i,-0.16729-0.5536i,-0.21669-0.36922i,-0.11335-0.20481i,-0.034832-0.13496i,-0.033033-0.071933i,-0.02398-0.014899i,-0.00045173+0.012166i,0.013984+0.01605i,0.014547+0.0085386i,0.0046598+0.006114i,-0.0030263+0.010157i,-0.0045106+0.014129i,-0.0017562+0.013688i,0.0023963+0.002303i,-2.9338e-05-0.017755i,-0.015867-0.041013i,-0.034284-0.056761i,-0.036785-0.056397i,-0.027034-0.045333i,-0.01556-0.030586i,-0.0069946-0.016178i
0.098198+0.28422i,0.29429+0.43276i,0.43194+0.37284i,0.3627+0.19425i,0.19142+0.10284i,0.10225+0.063291i,0.069131-0.0031824i,0.015071-0.035549i,-0.021497-0.019089i,-0.019984-0.0015333i,-0.0059496+0.0050721i,0.0081203+0.0045044i,0.015345+0.00057707i,0.015857+0.00013117i,0.012234+0.0018472i,0.005102+0.0062317i,0.00047161+0.016527i,0.0048801+0.034251i,0.015318+0.050146i,0.02101+0.050815i,0.017043+0.039651i,0.0078796+0.026159i,0.0020277+0.014665i
-0.25144-0.19898i,-0.50488-0.25153i,-0.59513-0.17122i,-0.43668-0.070189i,-0.22575-0.058571i,-0.12401-0.05661i,-0.082063-0.017348i,-0.031844+0.001505i,0.0069008-0.010475i,0.01413-0.025072i,0.0025268-0.029439i,-0.0080179-0.023124i,-0.010241-0.016i,-0.0067285-0.014083i,-0.0027437-0.014937i,-0.0037731-0.016192i,-0.008192-0.015291i,-0.010069-0.01334i,-0.0079775-0.013418i,-0.0066825-0.012931i,-0.0065377-0.0083973i,-0.0026676-0.0030769i,0.00063337-0.00077412i
0.31546+0.033322i,0.53445-0.042349i,0.55266-0.13499i,0.37147-0.12862i,0.20478-0.047459i,0.11813-0.020961i,0.049619-0.031431i,0.0049367-0.015026i,-0.0050962+0.00037266i,-0.0050758+0.0036211i,-0.0014861+0.0082045i,0.0025791+0.0088711i,0.0022877+0.0071131i,-0.00085971+0.007165i,-0.0062529+0.010714i,-0.0066634+0.017534i,0.0037047+0.018871i,0.016016+0.00091836i,0.019531-0.023809i,0.015742-0.030688i,0.013401-0.024238i,0.012663-0.015895i,0.0095301-0.0091344i
-0.29602+0.15992i,-0.45996+0.34608i,-0.45334+0.43209i,-0.31399+0.31395i,-0.21379+0.13362i,-0.15289+0.067675i,-0.068542+0.06785i,-0.0053425+0.040598i,0.0057165+0.0035725i,-0.010289-0.012587i,-0.022233-0.0095179i,-0.017584-0.0011i,-0.0072762-0.00044763i,-0.0012497-0.0047963i,0.0011965-0.0083841i,0.00056785-0.0085147i,-0.0087669-0.00054206i,-0.027647+0.021094i,-0.04159+0.046466i,-0.038187+0.053609i,-0.02514+0.041468i,-0.015534+0.023641i,-0.0085691+0.0093483i
0.18022-0.28138i,0.25588-0.48684i,0.25531-0.51119i,0.2102-0.3168i,0.17735-0.11101i,0.12421-0.030142i,0.054051-0.011792i,0.015105+0.0051513i,0.0020085+0.019044i,0.0027223+0.021661i,0.0087496+0.011622i,0.0084225+0.0012341i,0.0024656-0.0048479i,-0.0024455-0.0080175i,-0.00052602-0.0064634i,0.0081784-0.0051148i,0.02001-0.0082549i,0.033775-0.018083i,0.04266-0.029414i,0.037547-0.033281i,0.022812-0.02989i,0.010792-0.019768i,0.003491-0.0077258i
0.0075824+0.32157i,0.056142+0.51635i,0.073474+0.51453i,0.022335+0.31837i,-0.031446+0.14336i,-0.014343+0.077234i,0.020842+0.034669i,0.0098967-0.0077449i,-0.014474-0.016463i,-0.022882-0.0023253i,-0.021667+0.0098596i,-0.017768+0.013719i,-0.015268+0.013828i,-0.014921+0.014637i,-0.016239+0.013768i,-0.01794+0.0096303i,-0.015232+0.0063939i,-0.0079688+0.0073123i,-0.0010016+0.008607i,0.0026638+0.0083564i,0.004912+0.0077494i,0.0046547+0.0042119i,0.0017479-0.00014198i
-0.17601-0.26615i,-0.29089-0.41926i,-0.26696-0.43326i,-0.10939-0.31296i,0.016032-0.19196i,0.03699-0.12161i,0.01697-0.065397i,0.0097859-0.021865i,0.015226-0.0040254i,0.021253-0.0055567i,0.019894-0.012705i,0.013603-0.012676i,0.0096779-0.0064075i,0.011047+0.00016481i,0.015376+0.0027689i,0.01368-0.00024415i,0.0011188-0.0079168i,-0.019718-0.015513i,-0.037995-0.017774i,-0.040125-0.012354i,-0.031847-0.006082i,-0.022246-0.0019233i,-0.011707+0.0018804i
0.27763+0.12184i,0.42786+0.19166i,0.38198+0.20804i,0.17005+0.17475i,0.01613+0.13068i,-0.01069+0.075299i,-0.004944+0.022722i,-0.011365+0.0068151i,-0.010297+0.011086i,-0.0023307+0.011952i,0.003147+0.01138i,0.0049982+0.0081372i,0.0044234+0.0038315i,0.0033599+0.00079125i,0.0010964-0.001957i,-0.00022655-0.0011061i,0.0068449+0.0076125i,0.026746+0.021413i,0.046201+0.02726i,0.048831+0.019255i,0.037474+0.0083783i,0.022159+0.0033827i,0.0083692+0.002118i
-0.28712+0.03917i,-0.44741+0.039463i,-0.42307-0.011307i,-0.22783-0.082811i,-0.072441-0.11676i,-0.031024-0.090772i,-0.020805-0.044742i,-0.00088176-0.021591i,0.010163-0.020907i,0.0035505-0.025316i,-0.0082092-0.022969i,-0.010773-0.014345i,-0.0057316-0.0079767i,-0.0030116-0.0066279i,-0.0041711-0.0059492i,-0.0063665-0.0024803i,-0.010056-0.0032843i,-0.017448-0.012222i,-0.027606-0.018549i,-0.032723-0.012542i,-0.026383-0.001546i,-0.013212+0.0028966i,-0.0022746+0.00056932i
0.20449-0.17287i,0.32316-0.22718i,0.31855-0.1407i,0.18546+0.016008i,0.06861+0.092763i,0.018427+0.070903i,-0.0035061+0.033826i,-0.0060125+0.017039i,-0.00026238+0.0068936i,0.0016906+0.0014486i,0.0021506+0.001676i,0.0028181+0.0024018i,0.003891+0.00017531i,0.0049897-0.00012442i,0.0070036+0.0026719i,0.0097327+0.0024221i,0.010456-0.0023583i,0.0083603-0.0075834i,0.0076676-0.0094726i,0.0094325-0.010008i,0.0087545-0.012993i,0.0042754-0.013798i,-0.0001802-0.0073307i
-0.063974+0.24193i,-0.13017+0.34453i,-0.1604+0.27821i,-0.12015+0.099547i,-0.069885-0.0045961i,-0.037946-0.0015244i,-0.0086215+0.011626i,0.0013293-0.00039831i,-0.0086163-0.0098553i,-0.018354-0.0067123i,-0.018509+0.00035206i,-0.011554+0.0029241i,-0.0068775-0.0014314i,-0.0061173-0.0081929i,-0.0053188-0.009909i,-0.0030206-0.0055005i,-0.0029562+0.0052369i,-0.005203+0.023657i,-0.0037014+0.038519i,-0.00013068+0.037709i,0.0015599+0.027878i,0.002292+0.018499i,0.0015537+0.0077258i
-0.063705-0.21695i,-0.036025-0.32856i,0.05323-0.28629i,0.12463-0.12326i,0.13114-0.0051743i,0.096139+0.02538i,0.050538+0.026348i,0.020614+0.023676i,0.0097364+0.018408i,0.0079801+0.01123i,0.0056525+0.0041489i,-0.00062944+0.00085655i,-0.006969+0.0035021i,-0.0096109+0.0085539i,-0.011138+0.0088684i,-0.013182+0.003991i,-0.0080798-0.0047392i,0.0047864-0.021562i,0.011583-0.039239i,0.0052108-0.042147i,-0.0035384-0.032141i,-0.0054173-0.019126i,-0.0020141-0.0065223i
0.16053+0.13175i,0.19112+0.22152i,0.10626+0.20475i,-0.015192+0.082986i,-0.059524-0.013388i,-0.036323-0.037775i,-0.01244-0.031011i,-0.01486-0.014181i,-0.021215+0.0042549i,-0.015903+0.012508i,-0.0072823+0.011943i,-0.0022756+0.0082513i,-0.0010191+0.005889i,-0.00030549+0.0066723i,0.0040896+0.0078058i,0.0085642+0.0061388i,0.0054229+0.0050243i,-0.0045765+0.010202i,-0.0075315+0.019386i,0.0021783+0.023425i,0.011571+0.018329i,0.010923+0.0084704i,0.0040154+0.00062165i
-0.18265-0.025534i,-0.25063-0.095014i,-0.18574-0.13889i,-0.049065-0.10947i,0.024508-0.061556i,0.02925-0.03936i,0.018258-0.029501i,0.013824-0.023531i,0.012954-0.022319i,0.0088593-0.02087i,0.003549-0.015255i,0.00059866-0.0070049i,0.0010739-0.001569i,0.0038742-0.00017671i,0.0037105-0.00029274i,0.00056619+0.00088446i,-0.0025997+0.003197i,-0.0054056+0.0038048i,-0.0107+0.0012495i,-0.016562-0.0030564i,-0.018488-0.0033279i,-0.015035+0.00029159i,-0.007055+0.0016425i
0.14694-0.064405i,0.22743-0.037551i,0.18739+0.029944i,0.057951+0.063657i,-0.024859+0.053582i,-0.036256+0.026069i,-0.021771+0.0015698i,-0.0025-0.0017287i,0.013187+0.0030113i,0.016012+0.0038077i,0.01067+0.00082306i,0.006779-0.0038974i,0.0047569-0.0062066i,0.0007542-0.0055083i,-0.0052091-0.0057763i,-0.0073796-0.0066882i,-0.00091013-0.0043508i,0.015301-0.0013705i,0.029154-0.0016954i,0.029784-0.0050102i,0.022659-0.0080788i,0.014366-0.0083595i,0.0066093-0.0056555i
-0.075664+0.12698i,-0.15252+0.14609i,-0.15842+0.082227i,-0.079024+0.0057861i,-0.013803-0.02601i,0.0025821-0.016133i,0.00047883+0.0041856i,-0.0047048+0.0059521i,-0.0095902-0.0029458i,-0.012135-0.007976i,-0.011045-0.0048261i,-0.0058752+0.0016579i,-0.00020913+0.0026474i,0.0039552+0.00014332i,0.0087732+0.0041853i,0.015491+0.0082441i,0.012919+0.0024281i,-0.0065089-0.0060744i,-0.026267-0.0057968i,-0.028126+0.0035906i,-0.018542+0.011179i,-0.0099225+0.010639i,-0.004063+0.0049952i
-0.0004934-0.12791i,0.058989-0.17106i,0.10276-0.1132i,0.07987-0.0076542i,0.037142+0.051508i,0.0088546+0.053302i,-0.0052889+0.034259i,-0.005552+0.01842i,-0.0026089+0.0077429i,5.7129e-05+0.0018628i,1.2714e-05+0.00015122i,-0.0037603-0.0013445i,-0.005903-0.0041224i,-0.0068128-0.0053321i,-0.0088679-0.00603i,-0.011418-0.0060756i,-0.0092743-0.0015049i,-0.00039086+0.0063151i,0.0089797+0.0047414i,0.010378-0.006683i,0.0042852-0.014179i,-0.001531-0.011229i,-0.0043469-0.0040586i
0.063865+0.094636i,0.047736+0.15769i,0.0043042+0.13655i,-0.0082265+0.047953i,0.0068184-0.010041i,0.020819-0.016646i,0.020979-0.007309i,0.0040784-0.00029009i,-0.013269+0.0044342i,-0.017591+0.005544i,-0.012504+0.002704i,-0.005062+0.0010134i,-0.0023533+0.0016031i,-0.0031884+0.00086084i,-0.0014531-0.0039709i,3.1005e-06-0.011114i,-0.0018086-0.012681i,-0.002367-0.0045811i,0.00058658+0.0090498i,0.0044659+0.016818i,0.0082208+0.016524i,0.0094914+0.011646i,0.0077643+0.0057304i
-0.084981-0.035416i,-0.092603-0.10273i,-0.035874-0.12541i,0.024769-0.081083i,0.044758-0.036987i,0.03822-0.020364i,0.022778-0.018805i,0.0123-0.02002i,0.0091689-0.017295i,0.0074084-0.013021i,0.0032146-0.0084693i,-0.0017876-0.0036207i,-0.0053977+0.00098511i,-0.0064318+0.0065352i,-0.0051732+0.014283i,-0.0022941+0.021897i,0.0033899+0.018729i,0.0040991-0.0012713i,-0.0032026-0.019575i,-0.0096534-0.019394i,-0.0098436-0.011761i,-0.0067183-0.0074504i,-0.0034843-0.0044849i
0.076578-0.014519i,0.11238+0.029567i,0.076638+0.061783i,0.0084031+0.038993i,-0.027067+0.0013778i,-0.0243-0.019389i,-0.0061666-0.019604i,0.0053238-0.0061226i,0.0084623+0.0065862i,0.0057815+0.012082i,0.001896+0.010267i,0.0018387+0.0032568i,0.0034047-0.0016735i,0.004638-0.0045562i,0.0035875-0.010851i,-0.0035033-0.016213i,-0.01314-0.0087673i,-0.0143+0.010919i,-0.0027729+0.020343i,0.0089618+0.011194i,0.010709-0.00017449i,0.0062321-0.0046151i,0.0032608-0.0055631i
-0.05589+0.045383i,-0.10616+0.027907i,-0.10411-0.014782i,-0.054068-0.030742i,-0.015319-0.017056i,-0.007069+0.0006341i,-0.01279+0.008569i,-0.015017+0.0054057i,-0.011043-0.00080096i,-0.0064144-0.0048827i,-0.0033577-0.0049897i,-0.00040664-0.00081346i,0.0010056+0.0023807i,0.0017935+0.0039022i,0.0041314+0.0076828i,0.0095442+0.010105i,0.016105+0.0035743i,0.015887-0.00614i,0.0063754-0.0068779i,-0.0036069+0.00090592i,-0.0070072+0.0078984i,-0.0050635+0.0095841i,-0.0027872+0.0076693i
0.023762-0.052292i,0.069931-0.058317i,0.085802-0.018472i,0.050051+0.020837i,0.010534+0.031105i,-0.0051175+0.022408i,-0.0049818+0.0092386i,-0.00024743+0.0027174i,0.0040471+0.00080034i,0.0055531-0.00061525i,0.0024825-0.0014877i,-0.0019167-0.0021707i,-0.0014815-0.0034225i,-0.0013317-0.0050877i,-0.0071298-0.0028415i,-0.012249+0.0057016i,-0.007987+0.011832i,0.0019773+0.0066661i,0.007747-0.0043345i,0.0072827-0.010027i,0.0041754-0.0099572i,0.00018004-0.0082721i,-0.0029991-0.0062562i
0.0081756+0.048363i,-0.022761+0.078971i,-0.050208+0.066054i,-0.035826+0.027653i,-0.0043122+0.0040413i,0.014007+0.0021025i,0.014878+0.0063758i,0.0065734+0.0045338i,-0.00098941+0.00094266i,-0.0048482-0.0032849i,-0.0048281-0.0060671i,-0.0022552-0.0046538i,-0.00047915-0.0023516i,0.0016553-0.0024872i,0.0090839-0.0059699i,0.014261-0.016407i,0.0051675-0.025433i,-0.012712-0.018235i,-0.019843-0.0014425i,-0.010535+0.0068376i,-0.00017871+0.0049737i,0.0035553+0.0024787i,0.0040005+0.00308i
-0.023715-0.030157i,-0.0044773-0.066761i,0.035752-0.064124i,0.051202-0.02572i,0.039673+0.0036097i,0.024083+0.0072377i,0.014158-0.0026605i,0.0092175-0.0089997i,0.004597-0.0093133i,0.00055112-0.0060861i,-0.002911+1.0393e-06i,-0.0046886+0.003683i,-0.0054324+0.0037713i,-0.0090354+0.0036441i,-0.012334+0.0057063i,-0.0097633+0.011102i,0.0011938+0.014536i,0.013584+0.0089457i,0.014367+0.00058423i,0.0041837-0.0014826i,-0.0032681+0.00022881i,-0.003475+0.0026024i,-0.002923+0.0037645i
0.030979+0.01511i,0.040174+0.048608i,0.019894+0.058168i,0.0017701+0.026604i,0.0026301-0.0050575i,0.0078873-0.016747i,0.0061038-0.012986i,-0.00027845-0.0043393i,-0.0036509+0.0015342i,-0.0064641+0.0027091i,-0.0082415+0.00083785i,-0.0064242-0.0029252i,-0.0035684-0.005255i,-0.00061419-0.0042951i,-0.00090655-0.0044906i,-0.0086492-0.0050169i,-0.017878-0.00027897i,-0.017428+0.0045595i,-0.0055703+0.0038229i,0.0046556+0.00089929i,0.0076857-0.0012464i,0.0074881-0.0031424i,0.0060505-0.0048895i
-0.031283+0.00043281i,-0.051665-0.025053i,-0.037385-0.051046i,-0.0077508-0.045984i,0.002348-0.026283i,-0.0041279-0.011557i,-0.011886-0.0042889i,-0.013082-0.0023938i,-0.0092601-0.0010944i,-0.0043424+0.0016952i,-3.4951e-05+0.0052048i,0.0038038+0.0071775i,0.0051089+0.0070259i,0.0042291+0.0084111i,0.0071738+0.0099838i,0.01552+0.0056912i,0.01946-0.0036925i,0.010851-0.010191i,-0.0015568-0.0088447i,-0.0049343-0.0036592i,-0.0033051-0.00054448i,-0.0030103+0.00069596i,-0.0029192+0.0012934i
0.021859-0.012745i,0.043885-0.0025265i,0.037797+0.019497i,0.0082098+0.023235i,-0.010655+0.012235i,-0.011923+0.0054417i,-0.0037888+0.0046921i,0.0032507+0.0042069i,0.0050509+0.0013291i,0.0041135-0.0013709i,0.00074503-0.0035262i,-0.0037394-0.0035127i,-0.0042708-0.0010604i,-0.0022766-0.0028261i,-0.0041675-0.0058178i,-0.0090325+0.00054375i,-0.006903+0.013268i,0.0032982+0.019892i,0.0086503+0.014524i,0.0034327+0.0048859i,-0.0011995+0.001158i,-0.0018567+0.00093763i,-0.0034259-0.00016646i
-0.0083358+0.016893i,-0.032306+0.020762i,-0.043+0.0055518i,-0.025711-0.0072923i,-0.003953-0.0014529i,0.0088344+0.0093624i,0.012788+0.012454i,0.011966+0.0078291i,0.010337+0.0031195i,0.0093775+0.00038998i,0.0097626-0.0029854i,0.010481-0.0054993i,0.0093126-0.0063003i,0.0064178-0.0041598i,0.0040964-0.0026948i,0.0025443-0.007621i,-0.0019126-0.016415i,-0.0070413-0.021033i,-0.0059685-0.015529i,-0.0013508-0.0046506i,0.00077187-0.00048581i,0.0012614-0.001177i,0.0020628-0.00021432i
-0.0018076-0.014767i,0.014658-0.02107i,0.031325-0.0056318i,0.026987+0.014732i,0.015049+0.017184i,0.011261+0.0090121i,0.010101+0.00018244i,0.0052998-0.00403i,-0.0011269-0.0052813i,-0.0062486-0.0048624i,-0.010705-0.0013349i,-0.011659+0.0036146i,-0.0098941+0.004723i,-0.0095867+0.0017571i,-0.006232-0.00026987i,0.004362+0.0021284i,0.015104+0.0042696i,0.015408+0.0021495i,0.0075264-0.00060967i,0.0026907-0.0017103i,0.0027008-0.0013293i,0.0016383-0.00017045i,-0.00085843+0.00096339i
0.0063877+0.01266i,0.00077836+0.02671i,-0.010496+0.023961i,-0.008936+0.0087808i,0.00076175-0.0027475i,0.0046785-0.0086943i,0.0017252-0.012051i,-0.0042146-0.014032i,-0.0062508-0.014254i,-0.0054134-0.013564i,-0.0047492-0.011425i,-0.0037598-0.0092429i,-0.001637-0.0081794i,0.00063292-0.0072631i,-0.001291-0.0060986i,-0.012015-0.004398i,-0.024303+0.0014917i,-0.02383+0.01026i,-0.012958+0.012725i,-0.0053026+0.0079975i,-0.0031236+0.003748i,-0.0011899+0.0027821i,0.00035404+0.0021111i
-0.0057734-0.01144i,-0.0029432-0.025491i,0.014417-0.030218i,0.024422-0.018127i,0.017924-0.0072828i,0.0050148-0.0052336i,-0.0053834-0.0056344i,-0.0090553-0.002957i,-0.008864+0.0013192i,-0.0074997+0.005099i,-0.0048584+0.0083872i,-0.00027852+0.0095915i,0.0019046+0.0097028i,-0.00074809+0.010447i,-0.0013047+0.0088726i,0.0034655+0.0024426i,0.0103-0.0077109i,0.01392-0.015216i,0.01152-0.012815i,0.0079107-0.00624i,0.0058062-0.005141i,0.0050549-0.006372i,0.0047057-0.0050253i
0.011154+0.00893i,0.01748+0.01753i,0.011175+0.020336i,0.0022053+0.0061702i,0.00049011-0.0051068i,-0.00066905-0.0037389i,-0.0032961+0.0019105i,-0.0053567+0.006659i,-0.0052269+0.0076183i,-0.0033024+0.0041459i,-0.0023809-0.00013937i,-0.0040623-0.0035279i,-0.006375-0.005003i,-0.0045434-0.0044561i,0.00011509-0.000194i,0.0029858+0.01033i,0.0037013+0.02013i,0.0025429+0.020278i,-0.00044099+0.012333i,-0.0018554+0.0050065i,-0.0013537+0.0034506i,-0.0014819+0.0025803i,-0.0017724-0.00023366i
-0.0092006-0.0012389i,-0.017212-0.0075837i,-0.013647-0.018349i,-0.0037033-0.017312i,9.5271e-05-0.0056115i,0.0017201+0.0061969i,0.0047101+0.012366i,0.009227+0.012189i,0.01215+0.0090395i,0.011235+0.0053219i,0.0098512+0.0026643i,0.0095873+0.0024305i,0.0094471+0.002625i,0.0085088+0.0019474i,0.0055296-0.0011691i,-0.001334-0.0097464i,-0.010306-0.017277i,-0.013405-0.015586i,-0.0094091-0.0080631i,-0.0060605-0.003595i,-0.0075649-0.0036054i,-0.0083387-0.0029684i,-0.0053521-0.0012133i
0.0065017-0.010482i,0.012072-0.0071049i,0.012772+0.0042074i,0.0060124+0.0099575i,0.0037499+0.0078031i,0.0062242+0.0067693i,0.0094475+0.0061593i,0.0086311+0.0037314i,0.0040087+0.00097149i,-0.00067523-0.0017678i,-0.0053127-0.0032227i,-0.0078271-0.0014843i,-0.0079211+0.00041726i,-0.0081793-0.00073853i,-0.004423-0.0020516i,0.006426+0.0011553i,0.018717+0.0047795i,0.023902+0.0051925i,0.018369+0.0034944i,0.011358+0.0025897i,0.010054+0.0027158i,0.0099858+0.0020774i,0.0069257+0.001277i
-0.0003543+0.011359i,-0.0040396+0.013134i,-0.0068189+0.0060136i,-0.0025592-0.00092257i,0.0035335-0.003069i,0.0079956-0.0063154i,0.0082063-0.011653i,0.0044809-0.016621i,0.0021938-0.017505i,0.0019815-0.014449i,0.00042544-0.01035i,-0.0016649-0.0079457i,-0.0015104-0.0069444i,0.00019161-0.005294i,-0.00087729-0.0019695i,-0.0062675+0.0016592i,-0.014135+0.0046653i,-0.018787+0.0052821i,-0.015409+0.0028143i,-0.0094649+0.001927i,-0.0071263+0.0033942i,-0.0070223+0.004457i,-0.0064466+0.0029223i
0.0021619-0.00347i,0.006827-0.0059049i,0.014403-0.0028222i,0.014048+0.0019804i,0.0072406-0.00048226i,0.0018262-0.0052625i,-0.0011245-0.007932i,-0.0025655-0.0084025i,-0.0029066-0.0037507i,-0.0027665+0.0016239i,-0.0026226+0.0042751i,-0.0012984+0.0056652i,-0.0014666+0.0068242i,-0.002798+0.0076796i,-0.0016572+0.0031253i,0.00073784-0.0087267i,0.0046678-0.018743i,0.0082066-0.018024i,0.0083711-0.010579i,0.0070241-0.0069187i,0.0061718-0.0084898i,0.005346-0.0087626i,0.0033448-0.0056416i
-0.00064717+0.00082919i,0.00064929+0.0056925i,-0.0006978+0.0069772i,0.0019039+0.0044982i,0.0053419+0.0025122i,0.0017204+0.00011713i,-0.0051464-0.00033209i,-0.01167+0.0013834i,-0.01486+0.0015287i,-0.013706-0.00012099i,-0.010574+4.0166e-05i,-0.0062802+0.0007957i,-0.0024115-0.0015872i,-0.00095171-0.0034973i,-0.002595-0.00056829i,-0.0043954+0.0086477i,-0.0040134+0.018146i,-0.0013132+0.018966i,0.00024716+0.01289i,2.0307e-05+0.0093245i,0.00080534+0.0081051i,0.001606+0.0059058i,0.002399+0.0033061i
-0.0015541-0.0046644i,-0.00073588-0.0090782i,0.0034383-0.012037i,0.0058603-0.0078235i,0.0034723-0.0022833i,0.00088449+0.002817i,-0.0015168+0.0077537i,-0.001381+0.0098439i,0.0016289+0.0070746i,0.0036934+0.0022867i,0.0042907+7.6303e-05i,0.0040238-0.0003825i,0.0047886+0.00069845i,0.0053427+0.0025922i,0.0022631+0.0020638i,-0.0031248-0.00096821i,-0.0087163-0.0057722i,-0.011213-0.010475i,-0.0094322-0.011502i,-0.0081262-0.010209i,-0.0092874-0.0097926i,-0.0097891-0.0082895i,-0.0071348-0.0054386i
0.0087651-0.00037125i,0.007718+9.9226e-05i,0.0039973-0.00064771i,0.00031318-0.0028785i,0.00073289-0.0015233i,0.0024902+0.0039009i,0.0044633+0.0086751i,0.0055464+0.011289i,0.0036119+0.011035i,-0.00011948+0.0083428i,-0.0014897+0.0060993i,-0.00061731+0.0052396i,-0.0012438+0.0035273i,-0.0023628+0.00070274i,0.001256-0.0012702i,0.0092399-0.0011798i,0.016045+0.00070748i,0.016846+0.004559i,0.012697+0.0071798i,0.010732+0.0063598i,0.010936+0.0050291i,0.0087707+0.0047584i,0.004902+0.0035378i
-0.0049454+0.0042331i,-0.0050221+0.0031106i,-0.0010914+0.00047598i,0.0035037-0.0011003i,0.0061022-0.0016842i,0.0086137-0.00065312i,0.011143-0.0011292i,0.011548-0.0052728i,0.0092413-0.0093845i,0.0059672-0.01186i,0.0024853-0.011412i,-0.00029434-0.0079637i,-0.0010418-0.0049542i,-0.00026374-0.00359i,-0.001279-0.0017212i,-0.0042051+0.00341i,-0.0084462+0.0095308i,-0.010616+0.0097872i,-0.0089062+0.0052985i,-0.0082907+0.0032211i,-0.0086727+0.00367i,-0.0070767+0.0037153i,-0.0037929+0.0024842i
0.0026356-0.0028062i,0.0051739-0.0016227i,0.0071932+0.0018597i,0.0053925+0.0015184i,0.0040031-0.0020029i,0.0049506-0.0046025i,0.0066525-0.0075474i,0.0069148-0.0087364i,0.005747-0.0043011i,0.0049189+0.0029084i,0.0044791+0.0056927i,0.0034189+0.0047719i,-5.9251e-05+0.0027464i,-0.0043583+0.0021103i,-0.0043937+0.0011616i,0.00038617-0.0050031i,0.0062239-0.012867i,0.0093728-0.015207i,0.0085969-0.011471i,0.0070007-0.0080913i,0.0061331-0.0079688i,0.0045271-0.0080409i,0.0021166-0.006656i
0.0033373+0.0017436i,0.003575+0.00022462i,0.0033556-0.0015737i,0.0030333-0.0013242i,0.0018533-0.0010618i,0.0015003-0.0043998i,-0.0017899-0.0069191i,-0.0078159-0.0069597i,-0.012142-0.0074285i,-0.013575-0.008067i,-0.013091-0.0062593i,-0.010269-0.0029771i,-0.0056132-0.0015216i,-0.0013222-0.0006029i,0.0022704-0.00043357i,0.0049559-0.00074379i,0.0053269+0.002795i,0.003207+0.0067537i,0.00075149+0.0087833i,0.00022499+0.0095401i,0.0017652+0.0089234i,0.001772+0.0075857i,0.00091773+0.0060132i
