-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.0018178+0.0028039i,3.2788e-05+0.0052475i,0.0045214+0.0058507i,0.0061919+0.0028277i,0.00481-3.3036e-05i,0.0015853-0.00051958i,-0.0025758-0.0013853i,-0.0048555-0.002163i,-0.0023336-0.0024752i,0.0025486-0.002849i,0.0052029-0.0029816i,0.0052396-0.0025836i,0.0039785-0.0010738i,0.0026824+0.00040613i,-0.0014933-0.00016327i,-0.009835-0.0015737i,-0.016917-0.0033465i,-0.015944-0.0056823i,-0.010009-0.008266i,-0.0059007-0.010439i,-0.0043931-0.010206i,-0.0031248-0.0073755i,-0.0012781-0.0042133i
0.00053329+0.001456i,0.003292+0.0011158i,0.0052535+0.00043603i,0.0060347-0.00078428i,0.0065029+0.00017774i,0.0033482+0.0013129i,-0.0010134+0.0033822i,-0.0042939+0.007035i,-0.0061619+0.0082784i,-0.0088511+0.0067187i,-0.01145+0.0059481i,-0.0097941+0.0054541i,-0.0050922+0.0024347i,-0.0025231-0.00026876i,-0.0012718-0.00065462i,0.0019669+8.1067e-05i,0.0074446+0.0023279i,0.0098386+0.0044762i,0.0082594+0.0047982i,0.0063712+0.0045753i,0.0054159+0.0040085i,0.0033774+0.0022908i,0.00050318-0.00033459i
-0.0013819-0.0021236i,-0.0013981-0.0035164i,-0.00053225-0.0027533i,0.0028507-4.813e-05i,0.0058826+0.0011799i,0.0053125+0.0034429i,0.0039495+0.0053144i,0.0040486+0.0033162i,0.0044551-0.0007411i,0.0046011-0.0053564i,0.0037122-0.0081976i,0.0020444-0.0082946i,6.4751e-05-0.0062928i,-0.00063858-0.0033324i,-0.0001796+0.00010933i,0.00013791+0.0057334i,-0.0017501+0.0099464i,-0.0047003+0.0091815i,-0.0066162+0.0061935i,-0.0068675+0.0039815i,-0.0061275+0.0035213i,-0.005043+0.0034078i,-0.0042048+0.0025806i
0.0023147+0.0017498i,0.0030792+0.0037743i,0.0024971+0.0028293i,0.0021792-0.00090396i,0.0033304-0.0019553i,0.0065774-0.00051768i,0.0095746+0.00056034i,0.010333+0.0020314i,0.0086362+0.0045713i,0.0069056+0.0079506i,0.005347+0.010387i,0.0036058+0.0090763i,0.0013485+0.0042703i,-0.00134+0.0010299i,-0.0023812-0.0008597i,-0.0021318-0.0054341i,0.00021994-0.0099165i,0.0040852-0.010154i,0.006936-0.0086771i,0.0079124-0.0079004i,0.0065765-0.0068314i,0.0039726-0.0043201i,0.0011773-0.0016254i
-0.00028119+0.00050727i,0.001678+0.001211i,0.0031493+0.00080098i,0.0040651-0.00020416i,0.0045813-0.00028001i,0.0049297-0.00093418i,0.0041469-0.0033934i,0.0020678-0.0064277i,-0.0023507-0.0083489i,-0.0071661-0.0090138i,-0.0082544-0.0082394i,-0.0057484-0.0061476i,-0.0025475-0.003198i,-0.0012871-0.00030188i,0.00055998+0.0017978i,0.0042634+0.0034107i,0.0066318+0.0057376i,0.0054524+0.0072404i,0.0015889+0.0069486i,-0.0017395+0.0066154i,-0.0025986+0.0060174i,-0.0015496+0.0043751i,-0.00038724+0.0019428i
-0.00085689+0.00046061i,-0.00061426+0.00080555i,-0.00060696+0.0014686i,0.0012676+0.00060009i,0.0035135-0.0023456i,0.0030171-0.0059509i,0.0014813-0.0076381i,0.0013598-0.0070722i,0.0029497-0.004633i,0.006275-0.0021574i,0.0073563-0.00011643i,0.0051842+0.0013467i,0.0017801+0.0018427i,0.00031816+0.0024374i,0.00022094+0.002142i,-0.0018135-0.00010044i,-0.0049869-0.0032174i,-0.0054871-0.0068544i,-0.0042707-0.0080996i,-0.0030407-0.0068181i,-0.0018474-0.0046801i,-0.0015128-0.002008i,-0.00080916+0.000133i
0.0052054+0.0010975i,0.0066571+0.00083951i,0.0087879-0.0002893i,0.0077387-0.0013521i,0.0039604-0.0012965i,0.00039142-0.0014137i,-0.002643-0.0027683i,-0.0056599-0.0025376i,-0.0079441-0.00077144i,-0.010261+0.00052487i,-0.011808+0.00046427i,-0.010263-0.00024602i,-0.0060185-0.00093033i,-0.0014327-0.0017407i,0.00097964-0.0033469i,0.00086117-0.005352i,0.0006679-0.0043671i,0.0024886-0.0015658i,0.0049243+0.0012107i,0.0066691+0.0030082i,0.0062183+0.0025068i,0.0037132+0.0012774i,0.0014161-0.00011957i
0.0010479+0.002101i,0.0011936+0.0005766i,0.0030495-0.0012945i,0.0042644-0.00068668i,0.0031811+0.00038685i,0.0015983+0.0015174i,-0.00045287+0.0021735i,-0.0013555+0.00096847i,0.00019246-0.0021515i,0.0019528-0.0063084i,0.0019567-0.0073897i,0.0022441-0.004221i,0.0025096-0.001963i,0.0018626-0.0014895i,-0.00050212-7.7182e-05i,-0.002157+0.0037216i,-0.0024889+0.0084294i,-0.0041161+0.0093487i,-0.0064289+0.0055451i,-0.0080058+0.0012855i,-0.0065399-0.00038798i,-0.0032091-0.0010479i,-0.00086494-0.0015761i
-0.002313-0.0017068i,-0.00061751-0.00023296i,0.0019608-2.2212e-05i,0.0035895-0.0004696i,0.0041307+0.00071415i,0.0038906+0.0033573i,0.0025624+0.0051819i,0.00094994+0.006483i,0.0005771+0.0082717i,0.00050121+0.010072i,-0.00070296+0.010102i,-0.0015051+0.0077173i,-0.0018205+0.0028474i,-0.0021818-0.0010199i,-0.0011586-0.0010171i,0.00044468-0.00017416i,0.0016895-0.0019689i,0.0035663-0.0027029i,0.0060571-0.0015669i,0.0071441-0.00075681i,0.0053845-0.00075116i,0.0024498-0.00097795i,-0.00041307-0.00081146i
0.0012616-0.0025544i,0.0021828-0.001764i,0.0034025-0.00033848i,0.0045754-0.00078954i,0.0056185-0.001541i,0.0058925-0.00017703i,0.0062224+0.0013638i,0.00497+0.0010836i,0.0014061-0.0023799i,-0.0014321-0.0060888i,-0.0031085-0.0064936i,-0.0026403-0.0045586i,-0.00098121-0.0020855i,-0.00045115-0.00043837i,0.00019187-0.00061894i,0.0019218-0.0013827i,0.0038819-0.0015142i,0.0043454-0.0017593i,0.002478-0.001514i,-0.00013724+0.00063508i,-0.00069684+0.0025783i,-0.00034817+0.002716i,-0.0006501+0.002038i
0.00041842+0.0037958i,-0.0005638+0.0034947i,-0.00027712+0.0017798i,0.001972+0.00078172i,0.0042264+7.3805e-05i,0.0057306-0.0002979i,0.006286-0.00081692i,0.005993-0.0014937i,0.0064007-0.0012504i,0.0069717-0.00087474i,0.0057059-0.00010378i,0.0028579+0.0012836i,-0.00022725+0.0015613i,-0.0032465+0.0013875i,-0.0044866+0.0020595i,-0.0048215+0.0018863i,-0.0061816+0.0013676i,-0.0065764+0.00086305i,-0.0056983-0.00099007i,-0.0034988-0.0035312i,-0.0014149-0.0039453i,-0.00043371-0.0022494i,0.0001362-0.00056754i
-0.003332+0.00063045i,-0.00072141+0.0027906i,0.0029012+0.0041498i,0.0052765+0.0032779i,0.0058132+0.0018385i,0.0061108-0.00050181i,0.0035769-0.0040516i,-0.00079211-0.0056519i,-0.0056133-0.00417i,-0.01056-0.00095218i,-0.010837+0.0010924i,-0.006456+0.00060557i,-0.0021433-0.0010635i,0.00065418-0.0015481i,0.0016537-0.0015381i,0.0010608-0.0021771i,0.0010649-0.0034329i,0.0022572-0.0027182i,0.0027947+0.00050207i,0.0023553+0.0040554i,0.00072118+0.0050424i,-0.00074928+0.0028604i,-0.00096516+0.0010724i
-0.0023721-0.0040442i,-0.0029425-0.0025725i,-0.0026096-0.00028425i,-0.0011153-0.00057788i,0.00016715-0.0006048i,0.00040876-0.00025322i,-0.00028414-0.0025196i,-0.0012905-0.0055632i,-0.00060557-0.0074467i,0.00054821-0.0078903i,0.00035479-0.0061623i,-0.00055274-0.0026157i,0.0002845-0.00021201i,0.0018296+0.001455i,0.00098485+0.0024661i,0.00072756+0.002635i,0.00044166+0.0026323i,-0.0011265+0.002079i,-0.0016091+0.0010453i,-0.00079729-5.657e-06i,-0.00041256-0.00057191i,-0.00010831-0.00064467i,0.00045669-0.00078966i
0.0029615-0.0035561i,0.0033852-0.0031418i,0.0029287-0.0029822i,0.0020878-0.0011215i,0.0011978+0.00142i,0.00047925+0.0017548i,-0.00072944+0.0010455i,-0.002147+0.0019543i,-0.003016+0.0046769i,-0.00275+0.0069223i,-0.0016288+0.00691i,-0.00035458+0.0046406i,0.00062485+0.00073253i,4.6437e-05-0.0028238i,-0.0028673-0.0034191i,-0.0052769-0.001407i,-0.0053864+0.00077883i,-0.0031795+0.0012442i,0.00014556+5.4317e-05i,0.0026992-0.00093978i,0.003297-0.00091823i,0.0031127-0.00060778i,0.0028006-0.00047359i
2.2249e-05+0.0016129i,-0.001471+0.0025031i,-0.0016634+0.0027571i,0.0013288+0.002679i,0.0034558+0.0031344i,0.0029484+0.0037473i,0.0010496+0.0037024i,-0.00061866+0.0019723i,-0.0016862-0.0023686i,-0.0030296-0.0056433i,-0.0030937-0.0052896i,-0.0017577-0.003193i,-0.00042004-0.0014474i,-0.00011319+0.00027213i,0.0011449+0.0014281i,0.004459+0.0011355i,0.0074113+0.0010196i,0.0079019+0.0018288i,0.0050993+0.0027078i,0.00012494+0.0031419i,-0.0021404+0.0023191i,-0.0023268+0.0016198i,-0.0025284+0.00066621i
-0.00047187+0.00061246i,0.0013902+0.00026376i,0.0035035-5.7348e-05i,0.0033234-0.0015628i,0.0022306-0.00051766i,0.0025342+0.0021574i,0.0030207+0.002939i,0.0035572+0.0033665i,0.0051307+0.0043922i,0.0064399+0.0036923i,0.0051892+0.0016756i,0.0031158-0.00027594i,0.00066995-0.0016454i,-0.00084297-0.0017051i,-0.00030054-0.0012655i,-0.00021455-0.00085692i,-0.00084951-0.0014518i,-0.00059367-0.0031424i,0.00083857-0.0042393i,0.0022277-0.0045264i,0.0023052-0.0043558i,0.000932-0.0030866i,9.5433e-05-0.0015265i
0.0010583-0.002194i,0.0015697-5.2838e-05i,0.0028586+0.0019332i,0.0041412+0.002052i,0.0045072+0.00087374i,0.0051179+5.4955e-05i,0.0052041-0.00025046i,0.0032602-0.0010409i,-0.0010925-0.0014879i,-0.0063085-0.0013837i,-0.0079246-0.00028357i,-0.0060766+0.00041565i,-0.0032314+0.0010606i,-0.00010122+0.0018401i,0.0014635+0.00025237i,-0.00026923-0.0022165i,-0.0023447-0.003244i,-0.0017161-0.003032i,-0.0010357-0.0017896i,-0.0013008+5.5939e-05i,-0.0014794+0.0016987i,-0.0012588+0.0020983i,-0.0013222+0.0023389i
0.0012486-0.00089064i,0.0012179-0.0020392i,0.0022015-0.0034867i,0.002883-0.0038494i,0.0021143-0.0030985i,0.0022677-0.0026443i,0.0032984-0.0036131i,0.0031333-0.0052831i,0.0020494-0.0072366i,0.000219-0.0086763i,-0.0016353-0.0065657i,-0.0026222-0.0018333i,-0.0019656-4.0081e-05i,-0.0020381-0.00062826i,-0.002567-0.00029557i,-0.0012269+0.0013573i,0.00028595+0.003476i,-0.000444+0.0042194i,-0.0019586+0.0030207i,-0.0021134+0.0011625i,-0.0020551-0.00036766i,-0.0016312-0.0021248i,-0.00073146-0.0026801i
0.0037407+0.0026831i,0.0048292+0.00078i,0.005565-0.0005855i,0.0049416-0.00015491i,0.0035835-0.00051798i,0.0025478-0.0017064i,0.00062647-0.0020676i,-0.0012733-0.0019792i,-0.0019485+0.00066798i,-0.0015788+0.0040391i,-0.0010204+0.0047725i,-0.0002325+0.0038204i,0.00087895+0.0020313i,0.0018796-0.00052692i,0.0018686-0.0019541i,0.00052067-0.0016373i,-0.00060222-0.0011276i,-6.1046e-05-0.0016269i,0.0020145-0.001035i,0.0035089+0.0011524i,0.003631+0.0023742i,0.003194+0.0018489i,0.0017944+0.0017132i
-0.0036318-0.00050244i,-0.0034398+0.0019828i,-0.001428+0.0032857i,0.001285+0.0017449i,0.0026252+0.00044235i,0.0017167+0.00010969i,3.7643e-05-0.0011193i,-0.0016471-0.0031932i,-0.003398-0.0044264i,-0.0044331-0.0039725i,-0.0032022-0.001969i,-0.0010417-0.00036781i,0.00013637-0.00045773i,-0.0015001-0.00015585i,-0.0032856+0.00079684i,-0.0020385+0.00044798i,-0.00092574+8.5171e-05i,-0.0012605+0.0015642i,-0.0014089+0.0020102i,-0.001168+0.00023005i,-0.00098624-0.0009113i,-0.00093283-0.0014705i,-0.0014215-0.00097308i
0.00016099+1.9678e-06i,0.0024001+0.00080777i,0.0039968+0.0021372i,0.0048376+0.0022518i,0.0049242+0.0027215i,0.0043259+0.0039319i,0.0025569+0.0031875i,0.00028786+0.0019129i,0.00029537+0.00083667i,0.0022983-0.00083491i,0.0020909-0.0017918i,0.000778-0.0020651i,-9.8264e-05-0.0024888i,-0.0010057-0.0020686i,-0.0011936-4.8842e-05i,0.00028205+0.0024778i,0.0021008+0.0040546i,0.0023961+0.0029588i,0.0015735+6.1316e-05i,0.0010661-0.0016051i,0.0023038-0.0017545i,0.0036574-0.0013708i,0.0039388-0.00076249i
0.00064223+0.00095269i,-0.00023624+0.0003369i,-0.00031849-0.0014355i,-0.00010209-0.0017494i,0.00076503-0.00059377i,0.0024663+0.00052958i,0.0022091+0.0015121i,0.00088828+0.0020593i,-0.00088762+0.0014864i,-0.0027552+0.00037918i,-0.0036017-0.00012807i,-0.0037237-0.00066657i,-0.0033329-0.00045361i,-0.0020067+0.0022516i,0.00053261+0.0032377i,0.0022963+0.00074876i,0.0021895-0.0011022i,0.0020854-0.0019063i,0.002355-0.0012267i,0.0016407-6.2193e-05i,-9.5542e-05+0.00057556i,-0.0013103+0.00095331i,-0.0012211+0.00096781i
-0.0022238-0.0017635i,-0.0012512-0.0012564i,0.0011322+0.00056444i,0.0033126+0.0018669i,0.0043161+0.0015414i,0.0043095+0.0011589i,0.0040556+0.000966i,0.0039399-0.00013915i,0.003731-0.0027556i,0.0018476-0.0053976i,-0.0011688-0.0055557i,-0.0022467-0.0028982i,-0.0014261-0.00031439i,0.0002394-0.00037464i,0.0012584-0.0019076i,0.00073504-0.0032439i,-0.00043347-0.0025686i,-0.0019543-0.0018285i,-0.0033767-0.002933i,-0.0034567-0.0029579i,-0.002497-0.0026589i,-0.00081634-0.002952i,0.0004343-0.0030184i
0.003224+0.0029733i,0.003737+0.004125i,0.0043686+0.0035621i,0.0041038+0.00035718i,0.003009-0.0025464i,0.0027439-0.0034397i,0.0027314-0.0028405i,0.0023192-0.00094812i,0.002289+0.00087434i,0.0025659+0.002083i,0.0023975+0.0029626i,0.0017714+0.0031364i,0.0012512+0.0022301i,0.0020004+0.001076i,0.0014934+0.00029681i,-0.0007019+0.00062033i,-0.0018311+0.0020406i,-0.0010089+0.0028069i,4.3788e-05+0.0026222i,0.00064082+0.0027764i,0.0011388+0.0030394i,0.00088734+0.0020283i,0.00056518+0.00052835i
0.0013147+0.00049591i,0.0017441-0.0013215i,0.0033681-0.0014338i,0.0052004-4.826e-06i,0.0043646-0.00015979i,0.0022118-0.00051109i,0.00099767-0.00094081i,-0.00020658-0.0010533i,-0.003238-0.00087941i,-0.0054184-0.00065358i,-0.0053551+0.00071599i,-0.003445+0.0020182i,-0.0015592+0.0013971i,-0.0012347-0.0007124i,-0.0018179-0.0014069i,-0.0019767-0.0010228i,-0.00062923-0.0010013i,3.7145e-05-0.00087125i,-0.00022912-0.00026146i,0.00031545+0.00080648i,-0.00038182+0.00080282i,-0.0013996-0.00017394i,-0.0018482-0.00035034i
-0.0012908-0.0014935i,-0.00091579-0.001793i,0.00052789-0.0018891i,0.0018907-0.0023984i,0.002451-0.0026033i,0.0020366-0.0015578i,0.00057099-0.0013065i,-0.00077021-0.0018282i,0.00023964-0.0019162i,0.0019605-0.002501i,0.0023167-0.0031846i,0.0020094-0.0028793i,0.0017703-0.0024266i,0.00021446-0.0022994i,-0.0015751-0.0010503i,-0.0015943+0.00044864i,-0.0014349+0.00062138i,-0.0015849-0.00017847i,-0.0004315-0.0015076i,0.00096103-0.0016479i,0.0017357-0.0015575i,0.0020543-0.0010736i,0.0016255-3.5981e-05i
0.0029754+0.0011803i,0.0030229-0.00017307i,0.0039431-0.0015219i,0.0035869-0.0027435i,0.0017179-0.0019925i,6.1557e-05+0.00029822i,-0.00047934+0.0015312i,-1.1425e-05+0.0016512i,-0.0002+0.0015635i,-0.00084559+0.0014874i,-0.0012116+0.0013611i,-0.0012468+8.1013e-05i,-0.00091373-0.00078091i,-0.0020631+0.00035548i,-0.0036107+0.0022386i,-0.0030716+0.0031171i,-0.0017954+0.0034924i,-0.0014063+0.0043531i,-0.0015498+0.0038656i,-0.00095787+0.0015141i,-0.00053083+0.00046689i,-0.00019938+0.00052424i,0.0003019-2.9069e-05i
0.0016284+0.0017868i,0.0021838+0.0014818i,0.0030215+0.0022997i,0.0048674+0.0021853i,0.0058628+0.0013871i,0.0051849+0.00078043i,0.0026761+0.00034702i,0.00053288-0.00031651i,0.00079849-0.0020423i,0.00041551-0.0042381i,-0.0018063-0.0045568i,-0.0034639-0.0030658i,-0.0040722-0.0015281i,-0.0023696+0.00098345i,0.0010078+0.0028084i,0.003144+0.0011743i,0.0034094-0.00024736i,0.0027074-0.0008993i,0.0023314-0.0018766i,0.0018089-0.002538i,0.001172-0.0029335i,0.0012164-0.0024669i,0.0010623-0.0020603i
-0.0021081+0.0043731i,0.00014629+0.0063133i,0.0027728+0.0052115i,0.0051674+0.0012164i,0.0064471-0.0012738i,0.0056869-0.0013419i,0.004041-0.00060132i,0.0023437+3.0909e-05i,0.0012649+0.0013742i,0.00061359+0.0031385i,-0.0006303+0.0034827i,-0.0016308+0.0029341i,-0.0017057+0.0028798i,-0.00043273+0.0028035i,0.0011899+0.0022181i,0.00088516+0.00045349i,4.6689e-05-0.00052318i,-0.00010616-0.00013204i,0.00075898-0.00020285i,0.0010871-8.0883e-05i,0.00026148-1.0675e-06i,-0.00080342+0.00033746i,-0.0010124+0.00040438i
0.0012344+0.00028917i,0.0033956-0.00054016i,0.0043541+0.00018857i,0.0033601+0.0013747i,0.0035589+0.0019729i,0.0036107+0.0005489i,0.0022452-0.0016199i,0.00010271-0.0015143i,-0.0025358-0.00048887i,-0.0049102-0.00037425i,-0.0065977+0.0001651i,-0.0053572+0.0013462i,-0.0024161+0.002472i,0.00078126+0.0013609i,0.0022955-0.002273i,0.00061069-0.0035224i,-0.00030443-0.0019826i,-0.00047159-0.00073351i,-0.0018114-0.00029899i,-0.0020424-0.00035799i,-0.0011645-0.00051356i,-0.00080734-0.00031942i,-0.0011648-0.0001486i
-0.001141-0.001047i,-0.0026574-0.0025228i,-0.0022391-0.001818i,0.0010301-0.00080036i,0.0032881-0.0014437i,0.0023454-0.00037179i,0.00059733-0.00075007i,0.00042484-0.0028434i,0.0010194-0.003431i,0.0012045-0.0037498i,0.0014588-0.0041701i,0.0022463-0.0028997i,0.0025761-0.002237i,0.0018274-0.0032673i,0.00078118-0.0038045i,3.8449e-05-0.0026265i,8.6544e-05-0.0011617i,0.0008155-0.00040753i,0.0019946+0.00021068i,0.0020595+0.00011034i,0.0019135-0.00029891i,0.0016398-0.00031893i,0.0006276-0.00036471i
0.0003197+0.0013578i,0.00055767+0.0016416i,0.0021312+0.00090063i,0.002283-0.00099145i,0.0015376-0.0014623i,0.0021692+3.7907e-05i,0.0022333+0.00025836i,0.00098818+0.00047019i,-0.0009924+0.00086992i,-0.0022977+0.00080395i,-0.0014028+0.00092786i,0.001024+0.00030937i,0.0014926-0.0015563i,-0.00051258-0.0032561i,-0.0019262-0.0027348i,-0.0022156-0.0005785i,-0.0024335+0.00041021i,-0.0025329+0.00029188i,-0.0019476+0.00032567i,-0.00043791+0.00077215i,-0.00040104+0.00068145i,-0.00034955+0.00037213i,-0.00051111+0.00022682i
0.0021277-0.0003082i,0.0027466+0.00046657i,0.0014662-0.00031213i,0.0016303-0.0001289i,0.0021496+0.001887i,0.0017995+0.001864i,0.00091897+0.00070572i,-0.00050296+0.00070712i,-0.00087549-0.00023037i,-0.00075399-0.0019184i,-0.0018708-0.0022424i,-0.0020645-0.0019569i,-0.0024305-0.0019913i,-0.0044191-0.0013087i,-0.0047585+0.00032351i,-0.0032934+0.0012397i,-0.0014085+0.0010891i,-0.00031662+0.0013156i,-9.5519e-05+0.001313i,-1.3172e-06-0.00053653i,-3.9227e-05-0.001955i,0.00039635-0.0015908i,0.0011608-0.0013525i
-0.003716-0.0017999i,-0.0049599-0.00076484i,-0.0036204+0.0013055i,-0.00034436+0.0021204i,0.0021594+0.0014635i,0.0034237+0.0010446i,0.0027429+0.00058817i,0.0014292-0.00031198i,-9.6295e-05-0.00017431i,4.261e-05+0.00059545i,0.00015478+0.00077173i,-0.0012287+0.00014237i,-0.0028188-0.00032664i,-0.0034182+0.001302i,-0.0017068+0.002541i,0.00091821+0.0024408i,0.0022057+0.0020073i,0.0029806+0.0020133i,0.0036355+0.0027851i,0.001856+0.0024525i,0.0004883+0.0011025i,0.00067379+0.00019884i,0.00037166+9.1941e-05i
0.00047699+0.00060365i,0.0014995+0.0014879i,0.0019987+0.0023112i,0.0027404+0.0022113i,0.0021359+0.00078185i,0.0030643+6.3157e-06i,0.0032419-0.00028901i,0.00070877-0.00057713i,-0.00089412-0.0013819i,-0.0022999-0.0018662i,-0.0036317-0.00059271i,-0.0041494+0.0014626i,-0.0032451+0.0030453i,-0.0010172+0.004166i,0.00079333+0.0036216i,0.0011624+0.00032548i,0.00086307-0.0019811i,0.00096319-0.0023337i,0.00054084-0.0022104i,-0.00049971-0.0019267i,-0.0014403-0.0017526i,-0.0019543-0.0014782i,-0.0023255-0.0014162i
0.0014339-0.00040574i,0.0021511-0.0016485i,0.0029494-0.0024188i,0.0037332-0.0025352i,0.0042574-0.0021403i,0.0035048-0.00097043i,0.0021361-0.00067586i,0.00060335-0.0015652i,0.00064509-0.002263i,0.0018634-0.0027957i,0.0022019-0.0024628i,0.0021264-0.00033852i,0.0028242+0.0014509i,0.0039907+0.0010176i,0.0045145-0.00094447i,0.003544-0.0015652i,0.0018229-0.00071396i,0.00094378+0.00024579i,0.0011634+0.00055883i,0.00064668+0.00039867i,2.9205e-06+0.00030873i,-1.8982e-05+3.8579e-07i,0.00026841+0.00028941i
-0.00041678+1.3118e-05i,0.001204+0.0012105i,0.0025548+0.0021615i,0.0034805+0.0013673i,0.0044312-0.00049212i,0.0043856-0.0017157i,0.0028422-0.0016987i,0.0010399-0.00067231i,-0.00037708+0.00030268i,-0.0015294+0.00092281i,-0.0018225+0.0021667i,7.3748e-05+0.0020843i,0.002203+0.00075659i,0.0020508-0.00046564i,0.00043347-0.0004158i,-0.0011125+0.00077387i,-0.0013527+0.0015786i,-0.0010856+0.0011792i,-0.0013656+0.0007202i,-0.0015416+0.00038009i,-0.00085779+0.0002335i,-0.00034358+0.00015571i,-0.00022001-5.1106e-05i
-0.0006166+0.0027125i,0.0014171+0.0035046i,0.0030526+0.0023674i,0.0029415+0.0013633i,0.0028431+0.00069983i,0.0036693+0.00021437i,0.0027574+0.00032852i,9.4145e-05-0.00085433i,-0.0012396-0.0020499i,-0.0023808-0.002196i,-0.0027998-0.0025812i,-0.0014012-0.0031606i,-0.00036371-0.0044875i,-0.00077423-0.0057242i,-0.0016481-0.005599i,-0.00069745-0.0041445i,0.0003304-0.0027707i,8.7632e-05-0.0018194i,0.00068008-0.0010283i,0.0018756-0.001027i,0.0017186-0.00091075i,0.0007801-0.00058206i,0.00045026-0.00081031i
-0.0037072-0.00087131i,-0.0021083-0.00062709i,0.0017255+0.0014164i,0.0045768+0.0017848i,0.0050778+0.00099896i,0.0038182+0.00026432i,0.0023128+3.7863e-05i,0.00086357+0.00011249i,0.00053508-4.5817e-05i,4.4704e-05+0.00031653i,-0.0013306+0.0003841i,-0.0015648-0.0012292i,-0.0026944-0.0033842i,-0.0049326-0.0033156i,-0.0055687-0.00083461i,-0.0040164+0.0010884i,-0.0023624+0.0021674i,-0.0017782+0.0031141i,-0.0014688+0.0039934i,-0.00093507+0.0032964i,-9.7807e-05+0.0010404i,0.00019597-6.5809e-05i,7.725e-05-0.00059512i
-0.015916+0.0019584i,-0.015556+0.0099394i,-0.014982+0.020023i,-0.0050897+0.019658i,0.0058619+0.015949i,0.012209+0.009016i,0.0088062+0.0021152i,0.00056581+0.0001613i,-0.0039449+0.0016146i,-0.0033232+0.0034565i,-0.0012381+0.0012746i,-0.00084483-0.0026762i,-0.0022326-0.0050537i,-0.0045887-0.0056675i,-0.0056224-0.0037208i,-0.0038388-0.0013808i,-0.00065694-0.00078012i,0.0026364-0.00065759i,0.0038361-0.00085949i,0.002537-0.0017343i,0.0012539-0.0020564i,0.00089349-0.002827i,0.00086618-0.003151i
0.0028002+0.0023559i,0.0042668+0.0010582i,0.0050539-0.001242i,0.0037549-0.0011913i,0.0025939-0.00061118i,0.0013858-0.0010599i,0.001042-0.0018203i,0.0017794-0.0025682i,0.0028225-0.0037535i,0.0030618-0.004555i,0.0012675-0.0029576i,-0.00024201-0.00031499i,-0.0006717+0.0021555i,-2.5415e-05+0.0046181i,0.00068625+0.0053193i,0.00098848+0.0030535i,0.0010989+0.00084414i,0.00098236-0.00016943i,0.0012654-0.00030017i,0.0013596+0.0003186i,0.00012078+0.0002189i,-0.00041516-0.00035779i,-0.00072357-0.00031356i
0.0023609-0.0029862i,0.003561-0.0024507i,0.0037625-0.00052756i,0.0039674+0.00062064i,0.003892+0.0011591i,0.0031241+0.0011968i,0.002762+0.0012914i,0.0020566+0.0016616i,0.00084377+0.0018732i,-0.00069656+0.0016459i,-0.0014859+0.0009113i,-0.00051101+0.0011827i,0.00042199+0.0028068i,0.0012432+0.0035969i,0.0013712+0.0029259i,0.0001965+0.0014747i,-0.0015679+0.00037686i,-0.0020969-0.0012154i,-0.0012021-0.0019036i,-0.00032724-0.00065389i,-0.00024077+7.0717e-05i,-0.00085423+0.0002379i,-0.0012962+0.00083033i
0.00094038-0.0015134i,-0.0010507-0.00051376i,-0.0010652-0.000679i,6.8022e-05-0.00031107i,0.00026875+6.906e-05i,0.00015829+0.0006485i,0.00038669+0.00031495i,-0.00079906-0.0011941i,-0.0031026-0.0028477i,-0.0034117-0.0035627i,-0.0022905-0.0026181i,-0.00013594-0.001778i,0.0024364-0.0022997i,0.0038396-0.0028805i,0.0037523-0.0024721i,0.0025821-0.0016057i,0.0014759-0.00023436i,0.00094829+0.00077303i,0.0010369+0.0013794i,0.00083118+0.0013866i,0.00028922+0.00053527i,0.00022324+0.0002424i,0.00057587+3.737e-05i
-0.00051912-0.00069065i,0.00096768-0.0007936i,0.00073927-0.00028134i,0.00035204+0.0014231i,0.00060639+0.0024768i,0.0024276+0.0023659i,0.0029352+0.00065413i,0.001998-0.0010972i,0.0011251-0.00094756i,0.00056126-0.00042086i,0.00028113-0.00015082i,0.0002463-0.0004274i,0.00098397-0.0021538i,0.0017638-0.003612i,0.0014143-0.003537i,0.00020576-0.0016542i,-0.00050457-9.4628e-05i,-0.00039987+0.00021649i,-0.00055707+0.00014126i,-0.0001602+0.00043359i,-0.00040025+0.00086569i,-0.0006642+0.00059801i,-0.00029031-0.00046898i
