-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
-0.00037721+0.00059147i,-0.00048888+0.00063062i,-0.0013469+0.00066708i,-0.0012421+0.0014666i,0.00026165+0.0016334i,0.0012833-2.9598e-05i,0.00028504-0.0015717i,-0.00096171-0.0012169i,5.9222e-05+0.00058804i,0.00042562+0.0017007i,-0.00031188+0.00091409i,-0.00037615+0.00063273i,-0.0001488+0.00086238i,-0.00037077+0.00039117i,-0.00069673-1.4583e-05i,-0.00098531+0.00017443i,-0.0010987+0.00047647i,-0.00023316+0.00043788i,0.00039517+0.00030369i,0.00025401-3.9963e-05i,0.00014237-0.00064287i,-0.00061173-0.0011274i,-0.00079196-0.00091616i
-0.00067346-0.00064714i,-0.0009199+4.8445e-05i,-0.0012562+0.0012256i,-0.0017289+0.0024004i,-0.0007073+0.0024337i,0.0011762+0.001624i,0.0010326+0.00073286i,-0.00050606+0.0011852i,-0.0010238+0.0019151i,-0.000389+0.0010941i,-0.00031729+0.00019323i,0.00051476+0.00061662i,0.00078449+0.00044777i,0.00028554-0.00019103i,0.00052243-0.00016834i,0.00047586-0.00015585i,-0.00012001-0.00032403i,-7.3349e-05-0.00050965i,0.00014344-0.00035809i,-0.00010054-0.00036918i,-0.00012237-0.00016065i,1.5113e-05-0.00019245i,-0.00016839-0.00091792i
-0.00014454-0.00096358i,-0.0027224-0.00023104i,-0.0038691+0.00043607i,-0.0022708+0.0016223i,-0.00055998+0.0015052i,0.00052752-7.6488e-05i,0.00084545-0.00080636i,0.0006794-0.00045373i,0.00095595-8.6426e-05i,0.00038939+0.00036047i,0.00010638+0.00040055i,0.00054824-0.00021551i,0.00030612-0.00066082i,-0.00039885-0.00053345i,-0.00027779-0.00012185i,-0.00013936+0.00024578i,-0.00047238+0.00065508i,-0.00095084+0.00046236i,-0.0012754-0.00037446i,-0.00021278-0.0010057i,0.00046635-0.00066253i,5.6451e-05-0.00022079i,-0.00040551-0.00045637i
-0.00050055-0.00081946i,-0.001084-0.0010462i,-0.0018445-0.0016303i,-0.0016264-0.0016008i,-0.00081089-0.0005819i,-4.1862e-05-0.00033509i,0.00035027-0.00018191i,-0.00015694+0.00045531i,-0.00054391+0.00014358i,-0.0010162+0.00048918i,-0.001362+0.00060418i,-0.00086372+0.00026639i,-0.0004981+0.00038077i,-0.00020011-6.5014e-06i,-0.0002983-0.00063737i,0.00018432-0.000137i,0.00013641+0.00050679i,-0.00026508+0.00053633i,0.00022817+0.00071098i,-0.00023602+0.00059496i,0.00014665+1.3151e-05i,0.00091186+0.0001578i,0.00045696+0.00029365i
-8.4326e-05-0.0005193i,0.00042793-7.7197e-06i,-0.00050546+0.00017333i,-0.0011053+0.0015357i,5.2191e-05+0.0017334i,0.00091236+0.00021803i,0.00033067+8.3343e-05i,-0.00046781+0.00032439i,-0.00057866+0.00044656i,0.00044006+0.0004158i,0.00073116+0.00048772i,-0.00053112+0.00075484i,-0.0010308-0.0002167i,-0.00035334-0.00099175i,0.00064518+6.3143e-05i,0.00047091+0.00044702i,-0.00041517-0.00068386i,0.00035905-0.00080961i,0.0011269+6.4213e-05i,0.00020048-0.00035482i,-0.00087184-0.0011228i,-0.00049265-0.0013741i,2.9673e-05-0.0012751i
0.00079882-0.0018473i,-0.00035626-0.00056025i,-0.0016546-0.00024151i,-0.0022781-0.00033823i,-0.0014313-0.00033191i,-0.0003062-9.6467e-05i,-0.0004894-0.00064332i,-0.00085741-0.00013852i,-0.00028227+0.00080246i,-9.9903e-05+0.00082991i,-0.00079017+0.00011281i,-0.00086127-0.00029321i,-4.2926e-05+0.00073719i,0.00059392+0.0013633i,-3.3116e-05+0.00021963i,-0.0002611-0.00097133i,-0.00046939-0.0011945i,-0.00039953-0.0011676i,-0.00027963-0.0012101i,-0.00041712-0.00085638i,-0.00029995+0.00019183i,-5.7258e-06+0.00037329i,-0.00050301-0.00018244i
5.9825e-05+0.00066486i,-0.001532+0.00082169i,-0.0011425+0.0026648i,0.0002806+0.0033376i,0.0012515+0.0030264i,0.0018587+0.0023161i,0.0008539+0.00036193i,-0.00022445-0.0010927i,0.00019084-9.8466e-05i,0.0006917+0.0010152i,0.0011268+0.00072401i,0.00096464+0.00023689i,-1.8735e-05+0.00010864i,-0.00054627-9.809e-05i,-0.00044288-0.00027532i,-0.00023061-0.00015696i,-0.00016102-0.00020169i,-0.00010871+4.6868e-06i,-2.4656e-05-0.00019648i,-0.00022503-0.00022921i,-0.00051754-0.00012524i,-0.00083527-0.00088296i,-0.00070688-0.00037018i
-0.00038263-0.00039628i,-0.00061342-0.00027119i,-0.00082835-0.00098729i,-5.3588e-05+0.00051248i,0.00082077+0.0022103i,0.0012091+0.0011566i,0.00067424-0.00048897i,-0.00013351+0.00089315i,-2.4887e-05+0.0019831i,-0.00012071+0.0011847i,-0.0003171+0.00069621i,0.0005248+0.00074992i,0.0013655+0.00035985i,0.001241-0.00029436i,0.00047654-0.00030516i,-0.00018296-0.0007479i,-0.00011877-0.0013877i,0.00034735-0.00077226i,0.00044358+0.00033316i,0.00020577+0.00074883i,-0.00013439+0.00051394i,-5.6672e-05+0.00056735i,0.00041424+0.00044233i
-0.0012896-0.0026425i,-0.0012897-0.0017759i,-0.0026363-3.7855e-05i,-0.0030552+0.0010619i,-0.00097716+0.0012557i,0.0012003+0.0012045i,0.0017426+0.00010947i,0.00071506-1.0458e-06i,6.3801e-05+0.00033247i,0.00013007+0.00025832i,0.00062121-5.1788e-05i,0.00057241-0.00038519i,0.00047998-0.000288i,0.00038782+0.00021269i,-0.00045827+0.00031911i,-0.0010578+0.00035941i,-0.0010045+0.00018311i,-0.00074216+0.00028227i,-0.00017778-9.7066e-05i,-0.00050646-0.00043449i,-0.00082813-0.00064663i,-0.00041503-0.00039546i,-4.2284e-05+5.1408e-05i
0.00055195+0.00032794i,0.00077943+0.00095003i,-0.000216+0.0015686i,-0.00033781+0.0024105i,0.0015274+0.0022117i,0.002381+0.00075461i,0.00069254-4.4987e-05i,-0.00052963+6.2221e-05i,-0.00023264+0.00011603i,-9.9455e-05+0.00051206i,-0.00030488+0.00028448i,-0.0008003+1.8352e-05i,-0.00029758-0.00075237i,0.00021366-0.00097217i,0.00013201-0.00024188i,0.00060603+0.00077656i,8.8471e-05+0.0010765i,-0.00018928-4.5228e-05i,0.0006118-0.00023327i,0.00048885+0.00013472i,-6.0108e-05-0.00012526i,-0.00039251-0.0007861i,-0.0002868-0.0010172i
0.00041904-0.0010279i,-0.00020892-0.00090558i,-0.00076431-0.00042488i,-0.0014985+0.00057767i,-0.00097854+0.00046422i,0.00019641-0.00029863i,0.0011869-0.00044136i,0.0011419+0.00044657i,0.00054959+0.0011408i,0.00023593+0.0011256i,-0.0001111+0.00062661i,0.00033015-6.7806e-05i,-3.1174e-05+0.00010044i,-0.00032079+0.00063363i,0.00099851+0.00075866i,0.0015145+4.0356e-05i,0.00033765-0.00064329i,6.7082e-05-0.00015366i,0.00046628+9.2446e-05i,-3.2904e-05-0.00020538i,0.00019655+0.00010708i,0.00092611+0.00040805i,0.00039121-0.00070234i
-0.00096145+0.00094385i,-0.0011634+0.00053981i,-0.0008604+0.00033487i,-0.00043203+0.0012221i,0.00033945+0.0020615i,0.0014226+0.00098169i,-5.9082e-05-0.00035313i,-0.0021333-2.4541e-05i,-0.0016023+0.0011374i,-0.0005057+0.00085222i,-0.00050056+0.0006005i,-0.0005104+0.0011141i,-0.00080972+0.0012205i,-0.0011756+0.0011962i,-0.00079982+0.0011309i,-0.00074512+0.00092245i,-0.00028868+0.00068155i,0.00061799+0.0004711i,0.0005229+0.00063774i,0.00040006+0.0006397i,0.00056829+0.00047948i,-0.00015951+3.4515e-05i,-0.00032545+0.00015882i
0.00089858+0.00014248i,0.0013+0.00023783i,0.0011171+0.0010186i,0.0017453+0.0018223i,0.0022101+0.0020321i,0.002132+0.00091291i,0.00078355-0.00049208i,-0.00064588+0.00021563i,-0.00036846+0.00069037i,0.00075228+5.2856e-05i,0.00085004-0.00023029i,-8.7001e-05+6.3941e-05i,-0.00060468+0.00023776i,-0.00076376+6.4213e-05i,-0.0010854-0.00025476i,-0.00047589-0.00044321i,-0.00012764+0.00030486i,0.00020456+0.00043325i,0.00052526+3.6256e-05i,-9.2617e-05-0.00016207i,-0.00045049-3.2521e-05i,-0.00022815-0.00018865i,0.00037728-0.00084956i
-0.00026031+0.00013104i,-0.00053957-0.00069025i,-0.00092094-0.00088982i,-0.00093559-0.00021286i,-7.264e-05+0.00015079i,0.00058607-0.00047249i,-0.00021261-0.0010853i,-0.00071048-0.00064245i,-0.00053345-0.00041328i,-0.00073989-0.00052023i,-0.00032186+0.00034593i,0.00028884+0.00084225i,0.00013173+0.00032791i,-0.00044988-0.00019807i,-9.9515e-05-0.00029931i,0.00046248+5.9435e-05i,0.00061615+8.5156e-05i,0.00019554+0.00019028i,0.00025443+0.00052766i,0.00030277-0.00031431i,0.0001198-0.00034075i,0.00042069+9.7365e-05i,0.00062013-0.0005571i
-0.00060123+0.0016187i,-0.00094713+0.0020398i,0.00095231+0.0023865i,0.0019193+0.0021959i,0.0022016+0.0014606i,0.0024429+0.00069568i,0.0008838+2.7639e-05i,-0.00032898+0.00018137i,-0.00028697+0.00098813i,-0.0003904+0.00081287i,-9.0824e-05+0.00045129i,-5.4084e-05+0.00054645i,-0.0016894+0.00049539i,-0.0020791+0.00035167i,-0.0014649-1.2147e-06i,-0.00096-7.0914e-05i,-0.00063494+0.00049868i,-0.00081273+0.00081674i,-0.00061115+0.00082844i,-0.00026978+0.0006279i,-0.00019945+0.00046525i,-0.00054664+0.00099529i,-0.00053553+0.00092892i
-0.00017981+0.00021717i,-0.00048624-0.00091737i,-0.00061633-0.00094761i,-0.00029354+0.00028614i,0.00074766+0.00086446i,0.0018354-0.00055902i,0.001361-0.0011844i,0.00030982+0.00032989i,-0.00010624+0.0010716i,-0.00031249+0.00067834i,0.00024583-0.00020537i,0.00015019-0.00045817i,-0.00017602-0.00070545i,-4.0537e-05-0.0010473i,-0.00039379-0.00082651i,0.0001488-0.00031052i,0.00028074-0.00039457i,2.5817e-05+0.00013627i,0.00026402+0.00070764i,-0.00035+0.00036778i,-0.00042054-2.3152e-06i,0.00028095-0.00037221i,0.00070745-3.5548e-05i
0.00044364+0.0010149i,-0.00020937+0.00078221i,-0.0011798+6.0864e-06i,-0.0021928+0.00080978i,-0.0015086+0.00087819i,-8.6195e-05+0.00016894i,0.00036818+0.00022055i,-0.00013863+0.0012909i,-0.00067412+0.0017189i,-0.00078466+0.00051627i,-0.00044133-9.6263e-05i,-0.00059686+0.00029208i,-0.00039228+0.00055933i,0.00055023+0.00069531i,0.00087458+0.00018175i,0.001139-0.00013447i,0.00055427-2.1985e-05i,0.00021456+0.00022028i,-0.00018381+0.00022817i,-0.00082901+0.00026316i,-0.00060663+0.00034197i,0.00024666-8.3197e-05i,0.00014228-9.394e-05i
-0.0016025+0.00050109i,-0.0020805+0.002165i,-0.0018114+0.0029723i,6.8423e-05+0.0029024i,0.0021768+0.0028486i,0.0027911+0.0016484i,0.0018428+4.0744e-06i,0.00047141+0.00036192i,5.5713e-05+0.0012365i,-5.3604e-05+0.00099335i,5.8263e-05+7.0986e-05i,0.0002357+0.00025248i,-4.4742e-05+0.00017684i,0.00026018-0.00020289i,0.00052207-0.0002233i,7.3353e-05-6.51e-05i,0.00030613+0.00072362i,0.00071677+0.00095141i,0.00041279+0.00014541i,0.00059952-0.0004673i,0.00070112-0.0002133i,-0.00010112-0.00051194i,-0.00025199-8.769e-05i
0.001253-0.0010988i,0.00024351-0.0013428i,-0.0003884-0.0011804i,-0.0010088-0.00062272i,-0.00032112-0.00028553i,0.0010666-0.00069507i,0.00040814-0.00056997i,-0.001574+0.00088748i,-0.0012929+0.0017132i,7.3864e-05+0.00118i,-5.0993e-05+0.00093028i,-0.00052343+0.00053603i,0.00017834-0.00045568i,0.00067998-0.00036677i,0.00051454+0.00027767i,0.00065207-0.00048469i,0.00028544-0.00054863i,-0.000643+0.00024328i,-0.00039609+0.00036774i,0.00010304+0.00076551i,-1.2289e-06+0.00095957i,0.00023703+0.0010867i,0.0010527+0.00078291i
-0.0013036-0.00040084i,-0.0010063+6.2442e-05i,-0.0011503+0.00021175i,-0.0013814+0.0016646i,-0.00034004+0.0020909i,0.00082864+0.00028632i,0.00098136-0.0004095i,0.00043113-0.00015378i,-6.004e-05+0.00058434i,-0.00038613+0.0015495i,0.00023236+0.0012208i,0.0013885+0.00071244i,0.00151+0.00061727i,0.00069168+0.00049968i,0.00071708+2.6512e-05i,0.00044451-0.00011804i,3.1511e-05+0.00032891i,-8.9446e-05+0.0003212i,0.00046813-0.00036161i,0.00089257-0.00024361i,0.00062196+6.0824e-05i,0.00027373+4.5424e-05i,-0.00023725+0.00036976i
0.00031723+5.017e-05i,-0.0010959+0.00049433i,-0.0020616+0.0015463i,-0.0016002+0.0021641i,-0.00070475+0.0013243i,0.00017127-0.00030917i,0.00025743-0.0010843i,-4.0559e-05-0.00012202i,0.00011129+0.00068468i,0.00013496+0.00037587i,0.00014241+0.0003233i,0.00028699-0.00013943i,0.00098799-0.00065871i,0.0016161+6.789e-05i,0.001034+0.00067783i,0.00011292+0.00074579i,0.00046574+0.00055218i,0.00098768+0.00040663i,0.00031764+0.0005223i,-0.00055134+0.0006245i,-0.00043196+0.00040446i,4.1339e-05+0.00055233i,-0.0001401+3.5017e-05i
0.0012102+0.00035182i,0.00038875+0.00017817i,0.00018675+0.0010073i,0.00083488+0.0021065i,0.0023174+0.0021547i,0.0024709+0.00065471i,0.00020667-0.00032162i,-0.0012134+0.00068616i,-0.00039541+0.0020259i,-0.00026341+0.0019245i,-0.0002115+0.0008866i,0.00041303-0.00029519i,-0.00018015-0.00074779i,-0.00091755-0.00014721i,-0.00062106+0.00049138i,0.00051935+0.00010012i,0.0011317-0.00077649i,0.00065151-0.00064559i,0.00072051+0.00050311i,0.00061186+0.00061341i,8.1315e-05-1.2738e-05i,-0.00013749+0.00020501i,0.00024046+0.00045385i
-0.001672-0.00017642i,-0.0029008+0.00074333i,-0.0024028+0.00065052i,-0.0013386+0.001015i,1.0145e-05+0.0010301i,0.0007322+0.00092389i,0.0005979+7.0456e-05i,9.4577e-05-0.00039689i,7.1556e-05+0.00030496i,0.00060914+0.00072119i,0.0011395+0.00067258i,0.00084818+0.00055717i,-5.8451e-05+0.00087117i,-0.00059069+0.00067462i,-0.00070087-0.0003072i,-0.00077788-0.00013459i,-0.00044111+0.00072031i,-2.1424e-06-8.1266e-05i,0.0005412-0.00076225i,0.00029455-9.0099e-05i,-0.00024806+0.0005537i,-0.00057054+0.00017254i,-0.000256+0.00013142i
0.00044633-0.0011545i,0.00071196-0.0011568i,0.00010841-0.00039318i,-0.00010415+0.00084308i,0.0014984+0.0014083i,0.0026759+0.00067451i,0.00088925-9.8272e-05i,-0.00085929+0.00055995i,-0.00064625+0.0012744i,-0.00016117+0.0011282i,-0.00015605+0.00064353i,0.00055279-9.173e-06i,0.00045532-4.5648e-05i,-0.00053244+4.5582e-05i,-0.00071341-0.00015675i,-0.00046872+9.4384e-06i,-0.00066494+0.00018819i,-0.00041434+0.00041651i,0.0001499+0.00052703i,0.00018652+0.00020044i,-0.00023187+0.00041182i,-0.00061796+0.00040567i,-0.00054192-2.0741e-05i
0.0021066+0.00051929i,0.0012544+0.0011172i,0.00053179+0.001639i,-0.00022921+0.0024641i,0.00031007+0.0032512i,0.001442+0.0015981i,0.00062432-0.00028204i,-0.00094108-0.00019746i,-0.0012314+0.00041754i,-0.00041681+0.00075457i,-0.00033979+0.0010971i,-0.00072253+0.0010884i,-0.00086208+0.00084929i,-0.0002897+0.00069799i,0.00023348+0.00074484i,0.00023045+0.00046799i,6.0821e-05+0.00047413i,0.0002241+0.0014416i,5.5899e-05+0.00044082i,-0.00021978-0.00063721i,-6.7361e-05-0.00019829i,0.00057932-2.8903e-05i,0.00082968-0.00021537i
-0.00045613-0.00050785i,-0.0012817+0.00050733i,-0.0020083+0.0010348i,-0.001697+0.0017593i,-0.00096201+0.0011999i,-0.00026528-0.00052886i,-0.00085313-0.0014809i,-0.0013065-0.00061056i,-0.00053363-0.00049822i,-0.00013326-0.00043324i,-0.00024824+0.00035961i,-0.00016651-1.1818e-05i,0.00012834-0.00048969i,0.00031135+0.0002176i,-0.00031778+0.00042099i,-0.0003626-0.000253i,-1.3177e-05-0.00060424i,0.00027166+5.8533e-05i,0.00085495+0.00013626i,0.00090365-0.0004009i,0.00086303-4.8973e-05i,2.4894e-05+0.00025839i,-0.00040728-0.00054001i
0.0017661-0.00039573i,0.0016581-0.0012683i,0.00047903-0.0012699i,0.00061244-0.00015608i,0.0013027+0.00026264i,0.00093827+9.1631e-05i,0.00024698+0.00011789i,-0.00068485-0.00015091i,-0.00047158-0.00042125i,-0.00045129-4.9564e-05i,-0.00050291+0.00019641i,0.00012768+0.00041302i,0.00019232+0.0005526i,-0.00018442+0.00064585i,-4.1836e-05+0.00064079i,0.00046716-5.876e-05i,0.00054766+0.00029989i,-0.00020729+0.00082589i,-0.00027454+0.00049759i,0.00029286-0.00010051i,0.00035638-0.00046527i,8.1349e-05-9.544e-05i,-0.00021339-0.00021473i
-8.9608e-08-0.00037133i,-0.00076487+0.00061942i,-0.0020088-7.95e-05i,-0.0031741-3.7066e-05i,-0.0018925+0.00060077i,-0.00058866+9.2895e-05i,-0.00024208-0.00044731i,-0.0001585-0.00017683i,-9.4847e-05+0.0001875i,-0.0002433+0.00061599i,-0.00017416+0.00050418i,-7.0678e-05+0.00045806i,1.9397e-05+0.00064549i,-9.4584e-05+0.00057232i,-0.00044614+0.00026953i,0.00017825-8.3808e-05i,0.00081119-0.00022888i,0.0010581-0.00050378i,0.0013709-0.00043871i,0.0016655-0.00016974i,0.00097394-0.00040609i,0.0010211-5.7881e-05i,0.00083452+0.00030006i
-0.0023231-0.00016885i,-0.0026018+0.0011675i,-0.0032635+0.0022654i,-0.0019849+0.0026517i,0.0010944+0.00249i,0.0020084+0.00087844i,0.00053685-0.00026876i,-0.00081323-0.00018772i,-0.0011819+0.00016583i,-0.00034992+0.00042431i,-0.00031478+0.00013372i,-0.00083089-0.00053528i,-0.00070786-0.00068064i,-0.00039161-0.00036654i,-0.00010832-0.00029926i,-0.00022289-0.0002072i,-0.00019616+8.4146e-05i,-0.00011009+0.00014045i,0.00020516-0.00059087i,0.00021978-0.00034489i,6.6454e-05-0.00028244i,0.00056465-0.00030237i,0.00054553-0.00023046i
-0.00085401-0.00018122i,-0.00021431-0.00093005i,-0.0019075+0.00011407i,-0.00089008+0.0012203i,0.0013935+0.0010841i,0.0015455-0.00043504i,0.00094237-0.00094662i,-0.00043815+0.00040887i,-0.0012424+0.0014218i,-0.00040341+0.00075367i,0.00019486+0.00069422i,-8.6595e-06+0.00050112i,-0.00043013+0.00019237i,-0.00059765+0.00018107i,5.5067e-05+0.00063032i,-0.00032354+0.00079433i,-0.00029925-7.1132e-05i,0.00030681-0.00057299i,6.2138e-06-0.00033469i,-5.9843e-05+0.00018002i,0.00047914-0.00019361i,0.0003089+0.00015861i,-0.0001358+0.00028655i
0.00084452+0.0010789i,0.0011356+0.00044543i,0.00041304-0.00080575i,-0.00050434-0.00079031i,-0.00067749-0.00045907i,-0.0010667-0.00067987i,-0.0018171-0.00078823i,-0.001934+0.00025454i,-0.0014559+0.0012344i,-0.0013719+0.00035442i,-0.00046719-5.5178e-05i,0.00027894+0.00019021i,-0.00032732+0.00026182i,-0.00084757+0.00025484i,-0.0010432+0.00023935i,-0.00071566-0.00011643i,7.9806e-05-9.597e-05i,0.00043053-0.00045642i,0.0002661-0.0010752i,0.00035705-0.00071705i,0.00048604-6.7506e-05i,0.00032194-0.00038342i,0.00053619-0.00063117i
-0.0016324+0.00090542i,-0.0024826+0.0024733i,-0.0025016+0.0035791i,-0.0018619+0.0029146i,-0.0001641+0.0022214i,0.00055874+0.0011477i,0.00051915-0.00010864i,-0.00060321+3.0696e-05i,-0.00047021+0.00059065i,0.00043289+0.00056522i,0.00040036+0.00022507i,-0.00014973+0.00013869i,-0.00022863+0.00055397i,0.00010204+0.00049779i,0.00040095+0.0005763i,1.7164e-05+0.001003i,-0.0010534+0.00065706i,-0.00037391+0.00098682i,-6.948e-05+0.00078651i,-0.00025238-0.00029836i,3.9494e-05-0.0001985i,-0.00012101+9.4909e-06i,-0.00036748-0.00013616i
-8.6766e-05-0.0017941i,-0.00013194-0.0017068i,-0.00043265-4.7779e-05i,-0.00034811+0.00078666i,0.0013062+0.0005016i,0.0017784-0.00055591i,0.00048245-0.00087798i,-0.00075961-0.00025101i,-0.00086976+0.00058981i,-0.00083207+0.00082976i,-0.00077292+0.00019702i,-0.00043677-0.0001898i,-0.00010075-0.000557i,-0.00044699-0.00037416i,-0.00090501-0.00024581i,-0.00030204+0.00036689i,0.00037706+0.00070748i,0.00056163-0.00012645i,0.00043612-0.00087055i,-0.0002186-0.00054169i,-0.00034189-0.00018438i,-0.00053186+8.743e-05i,-0.00026071+0.00040204i
0.00013721-0.00021068i,-7.7779e-05+0.00026948i,-0.0011028+0.0003468i,-0.0016915+0.0012417i,8.4876e-05+0.0019519i,0.0017803+0.0008141i,0.002083-0.00049103i,0.0010617-5.3168e-05i,-0.00058211+0.00030007i,-0.00096014+0.00064636i,-0.00089067+0.00075579i,-0.00099289+0.00017669i,-0.00047771-0.00014086i,-8.2283e-05-6.8074e-05i,-0.00030696-0.0001954i,-2.1982e-05-0.00028294i,-0.00016708+0.00035687i,-0.00018614+0.00051417i,0.00022099+0.00045982i,0.00068239+0.00025415i,0.00083139+0.00035421i,0.00033986+5.08e-05i,0.00018894+1.7815e-06i
-0.0012775-2.2777e-05i,-0.002161+0.00068676i,-0.002037+0.00084845i,-0.0014423+0.00068463i,-0.00020748+0.00082502i,0.0015405+0.00089957i,0.0020728+0.00089761i,0.00044396+0.001207i,-0.00010312+0.0011141i,0.00059727+0.00052458i,0.00056468+6.6235e-05i,0.00035702+0.00019362i,-0.00015515+0.00036404i,-0.00020567+0.00054451i,-0.00013007+0.00026768i,0.00039496-2.206e-05i,0.00064637+3.7788e-06i,0.00077781-0.00057565i,0.0012809-0.0010055i,0.00024981-0.00028557i,-0.0004599+0.00014916i,0.00030548+0.00012144i,0.00063841+0.00035888i
-1.207e-05-1.7515e-05i,-0.00029098-0.00078073i,-0.00032485+0.00012975i,0.00024106+0.00088209i,0.0017112+0.0010984i,0.00077788+4.4269e-06i,-0.00098795-0.00091652i,-0.0010554-0.0002924i,-6.4393e-05+0.00059265i,0.00042908+0.0010606i,0.00023793+0.00068129i,-2.3441e-06-0.00062637i,0.00033568-0.0013274i,-0.00013805-0.0013045i,-0.00064198-0.0011779i,0.00053789-0.00033536i,0.0006317+0.00027659i,-0.00010288+0.0007278i,-0.0002587+0.00040378i,7.5154e-05-0.00036304i,0.00010444-0.00016813i,-4.8464e-05+0.00030854i,-0.00030983+0.00027267i
0.00019148-0.00029511i,-0.00098458-8.8651e-05i,-0.0018262+0.00056781i,-0.0015276+0.0019566i,0.00016469+0.0027791i,0.0012681+0.0017087i,0.00039391-1.0719e-05i,-0.00065049-0.00016194i,-0.0010194+0.00037266i,-0.0011013+0.00055133i,-0.00097628+0.00029624i,-0.000765+0.00062612i,-0.00064892+4.1172e-05i,3.9867e-05-0.00067244i,-1.4013e-06-0.00014757i,-0.00072931+0.00024129i,-0.000535+0.00020824i,0.00014677+0.00038369i,0.00050614+0.00055337i,0.00053583+0.00037519i,0.00070006+0.00049724i,0.00091321+0.00051889i,-0.00034858+0.00010703i
0.00070387+0.00019931i,-0.00028932-0.00019068i,-0.00057167-0.00035607i,-0.00022631+0.00048419i,0.00043283+0.00047689i,0.00037736-0.00065428i,7.027e-05-0.0010991i,0.00010923-0.00044505i,-0.000225+0.00020885i,-0.00068037+2.1428e-05i,1.997e-05+0.00014619i,0.00041397+0.00063512i,-5.3327e-05+0.0003203i,-0.00030748-0.00026431i,-0.0002504-0.00066775i,5.2106e-05-0.00012438i,9.4265e-05-3.497e-05i,0.0003824-0.00054401i,9.4814e-05-0.0001502i,-0.0001168-1.5935e-05i,0.00039516-8.8406e-05i,0.0004937+0.00018114i,0.0011464+0.00036773i
0.00010046+0.00036554i,8.4441e-05+0.0004257i,-0.00053781+0.00041841i,-0.00094354+0.0006848i,-0.00029165+0.0016794i,0.0010079+0.0016214i,0.0010713+0.00067126i,0.00044705+0.0010573i,0.00048646+0.0014891i,0.00016211+0.0012863i,-0.00059949+0.0012065i,-0.00025707+0.00082056i,0.00061011+0.00048148i,-1.0036e-06+0.00089475i,-0.00066139+0.0010524i,-0.00047146+0.00057743i,4.014e-05+0.00010286i,0.00043105-0.00047404i,0.00076077+2.0867e-06i,7.7384e-05+0.00032505i,-0.00083845-0.00022404i,-0.00080632-0.00056621i,-0.00082822-0.00068388i
-0.00057169+0.0026709i,5.4679e-05+0.0031813i,-4.7759e-05+0.0034443i,-9.2941e-05+0.0035386i,0.001931+0.0020127i,0.0030286-0.00010409i,0.0019799-0.00050493i,0.00064077+9.1785e-05i,0.00028621+0.0013673i,0.00014292+0.001371i,-0.00057972+0.00067116i,-0.00065034+0.00030124i,-0.00026343+0.00019228i,0.00026274+0.00045186i,0.00035953+0.00019398i,0.00038945-5.4453e-05i,0.00028198+0.00032339i,0.00045599+0.00015898i,0.00061934+2.8455e-05i,1.4346e-05+0.00034921i,5.3357e-05+0.00048364i,0.00024081+7.5842e-05i,0.00012561-5.4067e-05i
-0.0016502-0.00090356i,-0.0014452-0.00096973i,-0.0018214+0.00070533i,-0.001326+0.0025379i,-5.4649e-05+0.0017464i,0.001383+0.0003031i,0.00077406-0.00065866i,-0.00054265+3.029e-05i,-0.00025317+0.00067931i,0.00019007+0.00083748i,6.1316e-05+0.0010677i,0.0002725+0.00068938i,1.782e-05+0.00032663i,-0.000211-0.00038405i,-3.8368e-05-0.00037515i,-0.00038994+0.00029965i,-0.00026583-0.00010408i,-3.1568e-05-0.00083918i,0.00042178-0.00148i,0.00099763-0.0013273i,0.00058168-0.00051975i,-8.5212e-05+6.0033e-05i,-0.00019952+0.00084544i
0.00010715-0.00085711i,-0.00014889-0.0010495i,-0.0018271-3.25e-05i,-0.0026506+0.0016533i,-0.00016315+0.0017275i,0.0020265+0.00088618i,0.0005744+0.00050439i,-0.00056046+3.4313e-05i,-7.918e-05+0.00030714i,-1.2448e-05+0.0010878i,-0.00033087+0.0010016i,-0.00011318-7.6159e-05i,6.3357e-05-0.00061146i,-0.00040581-0.00069181i,-0.00086795-0.00059911i,-0.00048939-0.00052114i,0.00046989-0.00026683i,9.8963e-05+0.00045321i,-0.00080735+0.00069622i,-0.0003717+0.00032845i,0.00030739-0.00029035i,9.7189e-05-0.00048903i,-0.00039633-0.00010358i
