-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
0.52616-0.33977i,0.61856-0.42294i,0.37736-0.25726i,0.13616-0.0094426i,0.13063+0.12644i,0.18187+0.15156i,0.18214+0.12559i,0.14036+0.082655i,0.088457+0.047727i,0.065885+0.0055173i,0.050242-0.039834i,0.023404-0.047304i,0.0092421-0.023546i,0.0098006+0.0049572i,0.0089359+0.037088i,-0.0028556+0.066366i,-0.011765+0.071262i,0.00062235+0.054277i,0.016194+0.035367i,0.0088877+0.022877i,-0.0096055+0.020627i,-0.011593+0.023122i,-0.0040693+0.018254i
0.54582+0.44258i,0.92841+0.35355i,0.90607-0.094138i,0.4471-0.35883i,0.093492-0.22203i,0.070906-0.11263i,0.083454-0.16252i,0.039467-0.15369i,0.011749-0.083307i,-0.0060147-0.022444i,-0.008532+0.017902i,-0.0038055+0.02669i,-0.0020873+0.015021i,0.0015846-0.018672i,-0.0045681-0.069475i,-0.019278-0.10039i,-0.039369-0.089317i,-0.057849-0.052972i,-0.050987-0.019004i,-0.019584-0.0039179i,0.0038231-0.0031649i,0.0061922-0.0001911i,0.0063592+0.0036062i
-0.84737+0.29201i,-1.1733+0.59438i,-0.93122+0.71412i,-0.42632+0.48301i,-0.17445+0.20395i,-0.080553+0.17316i,0.02016+0.20127i,0.028421+0.13026i,-0.017976+0.073154i,-0.016505+0.053513i,0.0061356+0.029753i,0.013676+0.0048248i,-0.001443-0.0062698i,-0.017695+0.010274i,-0.019986+0.036211i,-0.025204+0.046549i,-0.02309+0.047712i,-0.0033959+0.047188i,0.015012+0.03811i,0.019207+0.016596i,0.0073585-0.0092589i,-0.010038-0.020251i,-0.017716-0.010529i
0.090111-0.58023i,0.19243-0.67831i,0.35504-0.45459i,0.423-0.22627i,0.24666-0.17062i,0.0073671-0.14119i,-0.056946-0.10092i,-0.033403-0.076705i,-0.020692-0.045508i,-0.024258-0.024808i,-0.039641-0.0047836i,-0.028329+0.01312i,0.003104-0.0046627i,0.016165-0.036779i,0.025135-0.056949i,0.048414-0.072452i,0.059778-0.087257i,0.03828-0.093413i,0.007163-0.081938i,-0.002316-0.050642i,0.013877-0.020846i,0.029781-0.013504i,0.025597-0.019868i
0.62485-0.034473i,0.67699-0.22771i,0.26355-0.28919i,-0.082006-0.04817i,0.0035069+0.16563i,0.088837+0.13208i,0.0017842+0.098411i,-0.022725+0.099047i,-0.0036583+0.045421i,0.0034747+0.0074121i,0.021433-0.014622i,0.01378-0.024174i,-0.0045882+0.013i,-0.0042574+0.067885i,0.0059003+0.1134i,0.016831+0.13962i,0.018925+0.1389i,0.016326+0.11958i,0.0076184+0.094642i,-0.011286+0.070649i,-0.026998+0.050739i,-0.027415+0.035807i,-0.017656+0.024664i
-0.38416+0.6654i,-0.41687+0.90764i,-0.25741+0.74186i,-0.15975+0.34789i,-0.18391+0.064994i,-0.12294-0.069565i,-0.045972-0.14238i,-0.044296-0.12345i,-0.051882-0.056868i,-0.05756-0.0057934i,-0.059904+0.034546i,-0.033367+0.049565i,0.0098147+0.019644i,0.03438-0.039371i,0.024756-0.091427i,0.0059534-0.10913i,0.0036435-0.097907i,0.017402-0.084482i,0.030668-0.078575i,0.025292-0.070723i,0.0099869-0.051327i,-0.00082244-0.027161i,-0.0075067-0.012324i
-0.4137-0.41641i,-0.59402-0.46252i,-0.58242-0.32602i,-0.43184-0.15012i,-0.25388+0.032656i,-0.11734+0.18564i,-0.045758+0.19483i,-0.027508+0.11056i,-0.011018+0.043686i,0.012964-0.0064209i,0.020003-0.040201i,0.0072781-0.043317i,-0.021384-0.026448i,-0.049256+0.0060022i,-0.060679+0.040683i,-0.069701+0.057769i,-0.084745+0.064415i,-0.084416+0.077902i,-0.054028+0.086953i,-0.011615+0.07318i,0.0093559+0.045929i,0.010338+0.02772i,0.013511+0.021715i
0.59788-0.36428i,0.76551-0.47123i,0.68229-0.31849i,0.50043-0.11548i,0.3315-0.081881i,0.19889-0.1295i,0.14717-0.15514i,0.10507-0.15399i,0.04229-0.097247i,0.0068771-0.031036i,-0.012958+0.0052624i,-0.0056462+0.021178i,0.030693-0.00052896i,0.045399-0.047884i,0.035117-0.086381i,0.029637-0.10701i,0.031972-0.10879i,0.020492-0.089909i,-0.00083182-0.057023i,-0.0064529-0.0301i,-0.0013756-0.02487i,-0.0001917-0.022093i,-0.00070313-0.011487i
0.030842+0.58364i,0.087341+0.47547i,0.03594-0.065835i,-0.14443-0.3992i,-0.26364-0.22595i,-0.18937+0.020397i,-0.10072+0.071698i,-0.07945+0.063297i,-0.048799+0.049448i,0.0009384+0.0034282i,0.03765-0.046992i,0.028028-0.07367i,-0.022673-0.03724i,-0.052191+0.050297i,-0.037439+0.12598i,-0.011482+0.15967i,0.0055531+0.14507i,0.006741+0.096213i,-0.0078566+0.055822i,-0.01451+0.044002i,-0.0061013+0.0418i,-0.00011156+0.029804i,0.0007174+0.016816i
-0.57272-0.021781i,-0.71944+0.18826i,-0.5644+0.39768i,-0.28637+0.3484i,-0.088071+0.14966i,0.037019+0.055858i,0.12853+0.041947i,0.13557+0.010211i,0.069443-0.014536i,-0.0086743+0.0079997i,-0.046525+0.058632i,-0.032236+0.080771i,0.00057585+0.041577i,0.023082-0.028795i,0.025182-0.086426i,0.017896-0.10612i,0.021396-0.082941i,0.039038-0.05678i,0.048619-0.064983i,0.026151-0.075841i,0.0042017-0.060526i,0.0052016-0.04409i,0.0011322-0.03743i
0.34094-0.66547i,0.43791-0.86078i,0.47877-0.64832i,0.46898-0.2984i,0.34415-0.13403i,0.13484-0.090181i,-0.0018479-0.052916i,-0.032473-0.05105i,-0.034678-0.054529i,-0.015561-0.049761i,-0.0050197-0.061249i,-0.019333-0.05618i,-0.031135-0.030559i,-0.044105+0.00069487i,-0.049318+0.040458i,-0.04571+0.06503i,-0.055424+0.06322i,-0.051481+0.059992i,-0.012012+0.061846i,0.024017+0.05215i,0.0302+0.034348i,0.018243+0.020117i,0.0014736+0.0043678i
0.27513+0.62853i,0.23169+0.85144i,-0.030213+0.83711i,-0.17167+0.6922i,-0.094374+0.46423i,-0.0441+0.20948i,-0.055667+0.093815i,-0.038631+0.079973i,-0.024002+0.081081i,-0.010384+0.10742i,0.01815+0.10785i,0.036256+0.061909i,0.055675+0.0048669i,0.069747-0.064252i,0.052146-0.12855i,0.027768-0.15633i,0.015592-0.14249i,0.00079037-0.09925i,-0.021356-0.051614i,-0.039572-0.025674i,-0.051238-0.017829i,-0.045083-0.0019555i,-0.011505+0.014402i
-0.39604+0.17218i,-0.21272+0.168i,0.18134-0.077442i,0.28996-0.29955i,0.12708-0.21508i,0.065914-0.050973i,0.046714-0.068724i,-0.040653-0.077321i,-0.066332-0.023833i,-0.063274-0.035569i,-0.074796-0.04349i,-0.051293-0.0040989i,-0.023023+0.047572i,-0.0017612+0.11141i,0.026865+0.15563i,0.036638+0.15833i,0.027181+0.12928i,0.010588+0.078525i,-0.0075429+0.039704i,-0.0016083+0.028546i,0.018208+0.024609i,0.016765+0.02017i,-0.0023584+0.020476i
-0.18144-0.81385i,-0.59538-1.1299i,-0.99544-1.0151i,-1.0331-0.59088i,-0.6967-0.1905i,-0.31291+0.019923i,-0.088216+0.065168i,-0.021809+0.019222i,-0.027655-0.033303i,-0.023219-0.048468i,-0.0018958-0.03925i,0.020526-0.037281i,0.032297-0.057871i,0.015574-0.082016i,-0.0050658-0.092081i,-0.0039245-0.099401i,0.0039863-0.088934i,0.0080219-0.041013i,0.015834+0.0046747i,0.015541+0.01442i,-0.00013555+0.0048542i,-0.0070786-0.0026427i,0.0048851-0.0054702i
0.66562+0.4137i,0.91036+0.55305i,0.80274+0.54147i,0.46888+0.4262i,0.17202+0.31775i,0.053524+0.22033i,0.052045+0.07875i,0.059199-0.047398i,0.061871-0.07992i,0.059667-0.077017i,0.010181-0.072877i,-0.046969-0.03529i,-0.060085+0.0051769i,-0.049231+0.030267i,-0.03247+0.07265i,-0.014548+0.1153i,-0.0081462+0.11121i,-0.010423+0.0664i,-0.0088609+0.029291i,0.0081218+0.018116i,0.037002+0.0093986i,0.042313-0.0044384i,0.022081-0.0079549i
-0.4123+0.40769i,-0.4453+0.49135i,-0.36079+0.29582i,-0.32392+0.033925i,-0.32867-0.064154i,-0.2644-0.0054274i,-0.10518+0.084216i,-0.001382+0.098118i,-0.048179+0.093884i,-0.076994+0.14159i,0.0087036+0.14544i,0.084845+0.071656i,0.0938-0.0071551i,0.055077-0.068083i,-0.011591-0.1055i,-0.043184-0.11904i,-0.021703-0.116i,-0.0076558-0.09989i,-0.01695-0.082376i,-0.020857-0.062649i,-0.01946-0.045391i,-0.018989-0.038352i,-0.020041-0.024141i
-0.25446-0.57791i,-0.15126-0.6389i,0.38805-0.48409i,0.8824-0.46022i,0.83846-0.5513i,0.5045-0.50078i,0.24787-0.40595i,0.079351-0.36068i,-0.0027669-0.30641i,-0.035838-0.24787i,-0.086541-0.14765i,-0.11351-0.040185i,-0.1281+0.022563i,-0.12218+0.080164i,-0.063698+0.11915i,-0.0069222+0.14385i,0.027744+0.17649i,0.076374+0.15705i,0.11073+0.086927i,0.092821+0.035088i,0.050991+0.016285i,0.017349+0.010549i,-0.0064646+0.003975i
0.59324-0.041898i,0.57898-0.33994i,0.095295-0.63972i,-0.35781-0.57641i,-0.39754-0.17715i,-0.20184+0.16113i,-0.036989+0.28594i,0.060307+0.30142i,0.11876+0.25771i,0.13029+0.16507i,0.087599+0.057088i,0.030074-0.011744i,0.018918-0.048474i,0.025463-0.088696i,0.0053061-0.11267i,-0.045868-0.11452i,-0.11771-0.084458i,-0.14526-0.0010358i,-0.095343+0.069804i,-0.049064+0.07803i,-0.033638+0.077714i,-0.0063222+0.078949i,0.020129+0.050357i
-0.14415+0.57419i,-0.10488+0.80319i,-0.06691+0.7887i,-0.071505+0.62473i,-0.02603+0.37678i,0.0094644+0.061811i,-0.070572-0.144i,-0.15412-0.15104i,-0.17124-0.081116i,-0.14693-0.024837i,-0.082334-0.0094032i,-0.015915-0.039603i,0.009705-0.058002i,0.01204-0.039103i,0.0074185-0.015237i,0.016665-0.015912i,0.035369-0.051346i,0.018244-0.085025i,-0.029534-0.068378i,-0.055663-0.031442i,-0.04754-0.021601i,-0.03032-0.026708i,-0.01606-0.030764i
-0.61282-0.46348i,-0.91121-0.37917i,-0.90029-0.12792i,-0.72637+0.099794i,-0.52228+0.27872i,-0.23206+0.37027i,0.06636+0.26299i,0.16354+0.050638i,0.11306-0.066159i,0.047803-0.077158i,-3.9353e-05-0.033757i,0.00075119+0.0192i,0.031416+0.024221i,0.048331-0.0076635i,0.057621-0.039727i,0.043264-0.050745i,0.00090611-0.021324i,-0.024191+0.023359i,-0.015913+0.043147i,0.010341+0.034131i,0.020631+0.011483i,0.0063856+0.0027761i,-0.00051396+0.010017i
0.72279-0.16236i,1.0063-0.27719i,0.99461-0.17955i,0.73724+0.025932i,0.36825+0.204i,0.15155+0.25793i,0.089293+0.1234i,-0.028169+0.0091398i,-0.11666+0.059874i,-0.076961+0.07602i,-0.066973+0.020845i,-0.096402+0.027933i,-0.074434+0.057996i,-0.046697+0.079701i,-0.023438+0.11304i,0.00601+0.10379i,0.012696+0.044901i,0.00052908-0.0013725i,-0.015566-0.01777i,-0.025689-0.029692i,-0.023146-0.04656i,-0.021536-0.043287i,-0.018075-0.012097i
-0.10174+0.41814i,-0.17653+0.16686i,-0.47986-0.50881i,-0.85741-0.80264i,-0.82904-0.36623i,-0.34416+0.093865i,0.037243+0.061788i,-0.00087638-0.12106i,-0.16436-0.11107i,-0.16553-0.033243i,-0.073957-0.016341i,-0.010695-0.020157i,0.019044-0.017059i,0.033726-0.0025187i,0.070136+0.025886i,0.14265+0.022298i,0.18217-0.025814i,0.13051-0.060277i,0.056304-0.052697i,0.037787-0.039926i,0.026901-0.041266i,-0.013896-0.029365i,-0.029901-0.0013935i
-0.47479-0.13521i,-0.71205-0.14567i,-0.70365-0.18212i,-0.65052-0.20371i,-0.55715+0.020239i,-0.26051+0.29939i,-0.0059602+0.15814i,-0.10476-0.16033i,-0.30851-0.20386i,-0.29506-0.087305i,-0.18015+0.014728i,-0.1147+0.097173i,-0.10291+0.14355i,-0.097037+0.16843i,-0.061902+0.18641i,0.007302+0.207i,0.12778+0.21618i,0.22696+0.12893i,0.20093-0.012258i,0.1186-0.064666i,0.081774-0.060173i,0.053817-0.065398i,0.017724-0.037152i
1.0631+5.6157i,2.8813+4.5294i,5.8333+4.5015i,6.7548+2.4014i,5.77-0.41994i,3.1026-2.4931i,0.32831-2.0447i,-0.49303-0.5211i,0.26863+0.083504i,1.0549-0.39639i,0.69801-1.0378i,-0.41586-0.98593i,-1.3708-0.46223i,-1.8201+0.22717i,-1.4811+0.82015i,-0.5727+0.94694i,0.19328+0.65867i,0.42048+0.24976i,0.24653+0.021273i,0.079649+0.1166i,0.11306+0.27489i,0.13705+0.29178i,0.079654+0.24651i
0.37584+0.69149i,0.5944+0.76267i,0.7005+0.56722i,0.54703+0.32332i,0.19326+0.23476i,-0.07433+0.30345i,-0.11218+0.2438i,-0.11842+0.079774i,-0.12404+0.089706i,-0.011423+0.1586i,0.064331+0.10575i,0.0082034+0.053608i,-0.058704+0.078929i,-0.069082+0.13611i,-0.030584+0.18739i,0.050042+0.19661i,0.14731+0.13283i,0.17777+0.016858i,0.098577-0.077371i,0.0011577-0.097489i,-0.040744-0.081984i,-0.060948-0.056637i,-0.063876-0.0054764i
-0.62607-0.22397i,-0.76942-0.25065i,-0.56582-0.38265i,-0.33437-0.5554i,-0.22446-0.54595i,-0.088295-0.35302i,0.013794-0.14989i,0.029311+0.0032141i,0.039504+0.061344i,0.045866+0.041467i,0.061713+0.027225i,0.06573+0.047535i,0.049821+0.10593i,0.080028+0.13717i,0.12891+0.089019i,0.14364+0.018435i,0.13519-0.036087i,0.083523-0.070376i,0.0023562-0.078466i,-0.042198-0.071374i,-0.051174-0.060123i,-0.055696-0.041838i,-0.045973-0.013022i
0.40094-0.44695i,0.43244-0.61139i,0.25753-0.42144i,0.14426-0.060256i,0.18261+0.13823i,0.15727+0.11585i,0.0048449+0.086935i,-0.094599+0.13579i,-0.097511+0.18299i,-0.058619+0.17532i,-0.037497+0.11211i,-0.068302+0.079849i,-0.078174+0.11576i,-0.037306+0.14455i,0.01224+0.141i,0.065562+0.10676i,0.1004+0.028322i,0.086982-0.056597i,0.039031-0.096121i,-0.010123-0.080116i,-0.029125-0.030122i,-0.011924+0.016179i,0.012456+0.02601i
0.10867+0.57934i,-0.019257+0.79553i,-0.30509+0.88478i,-0.27057+0.79241i,0.14411+0.31625i,0.32158-0.2297i,0.17955-0.26924i,0.17898-0.020367i,0.27563+0.02283i,0.20765-0.034764i,0.11576-0.0026976i,0.11623+0.019358i,0.11736-0.0199i,0.10582-0.067911i,0.086613-0.11172i,0.016849-0.11981i,-0.072844-0.066795i,-0.11618+0.018089i,-0.10175+0.093353i,-0.056468+0.10523i,-0.0252+0.055824i,-0.022712+0.008085i,-0.017841-0.0098803i
-0.49799+0.15155i,-0.29221+0.4499i,0.38061+0.63641i,0.78818+0.43292i,0.44865+0.075025i,-0.1444-0.052146i,-0.36447-0.013839i,-0.24906-0.027596i,-0.12162-0.065753i,-0.070238-0.032402i,-0.034332-0.0018101i,-0.024482-0.024011i,-0.043358-0.030496i,-0.046608-0.022579i,-0.0471-0.033753i,-0.04927-0.018517i,-0.016047+0.02523i,0.036566+0.033589i,0.06276+0.0084402i,0.051618+0.0032255i,0.034644+0.026875i,0.036819+0.038472i,0.035236+0.021347i
0.33907-0.65465i,0.33777-0.96949i,0.28453-0.93958i,0.38347-0.69208i,0.55606-0.49835i,0.56813-0.32182i,0.42754-0.095777i,0.29123+0.041268i,0.21099+0.029421i,0.16867-0.03183i,0.12535-0.049931i,0.07983-0.020407i,0.053059+0.0079308i,0.014286+0.020632i,-0.028884+0.047025i,-0.035804+0.064661i,-0.019376+0.039777i,-0.00085654-0.00066259i,0.023002-0.034439i,0.038545-0.063463i,0.027746-0.073973i,0.011238-0.058409i,0.0048639-0.037209i
0.29596+0.47569i,0.34319+0.49102i,0.12623+0.20028i,-0.23004-0.10236i,-0.506-0.17011i,-0.53883-0.055714i,-0.36324+0.085027i,-0.16138+0.14099i,-0.057047+0.12009i,-0.037458+0.096638i,-0.026542+0.06951i,-0.0065188+0.030792i,0.011776-0.0029572i,0.032885-0.024157i,0.04763-0.031499i,0.044747-0.039375i,0.018237-0.045938i,-0.029327-0.039422i,-0.073304-0.024672i,-0.08928-0.0021881i,-0.069662+0.021341i,-0.039949+0.026982i,-0.023314+0.019953i
-0.65317+0.12916i,-0.82718+0.34158i,-0.7208+0.50503i,-0.47572+0.51632i,-0.20856+0.40518i,-0.012993+0.2487i,0.043845+0.10779i,0.026723+0.0285i,0.017226-5.9073e-05i,0.014089-0.0077408i,-0.0010202-0.014652i,-0.039003-0.030046i,-0.08226-0.028067i,-0.091751-0.014525i,-0.076161-0.0072167i,-0.058123+0.012258i,-0.021944+0.03778i,0.033206+0.046948i,0.063221+0.031514i,0.048822+0.0095209i,0.030648-0.0048671i,0.026133-0.017576i,0.017485-0.024721i
0.30963-0.56261i,0.41118-0.66959i,0.50098-0.43381i,0.5217-0.18369i,0.31079-0.18546i,-0.03469-0.26296i,-0.20336-0.21036i,-0.14211-0.11485i,-0.044827-0.072845i,0.00060189-0.045382i,0.028542-0.0090915i,0.051691+0.01394i,0.052028+0.023966i,0.037954+0.039965i,0.034974+0.055856i,0.049732+0.056344i,0.056887+0.032307i,0.034179-0.0075015i,0.0030537-0.019135i,-0.00084821+0.0086758i,0.014339+0.026462i,0.014473+0.01679i,-0.0043968+0.011161i
0.34156+0.44813i,0.42658+0.4535i,0.30007+0.25023i,0.17523+0.088202i,0.20042+0.060343i,0.2408+0.082621i,0.21022+0.088528i,0.15662+0.084315i,0.12602+0.084511i,0.12868+0.065387i,0.12447-0.0011859i,0.079844-0.06789i,0.024366-0.074176i,-0.0034533-0.05307i,-0.0096604-0.061753i,-0.017958-0.092546i,-0.029156-0.10318i,-0.035395-0.074517i,-0.029509-0.040766i,-0.020062-0.039334i,-0.031567-0.046267i,-0.049006-0.029643i,-0.039558-0.0091378i
-0.56044+0.091036i,-0.61781+0.051891i,-0.42634-0.20602i,-0.28036-0.45142i,-0.17101-0.40591i,0.022827-0.25817i,0.081984-0.22232i,-0.0019123-0.16574i,-0.033928-0.090033i,-0.057164-0.077849i,-0.10214-0.04882i,-0.10362+0.015291i,-0.061179+0.054542i,-0.0087678+0.062574i,0.010457+0.062456i,-0.014056+0.072514i,-0.044155+0.083265i,-0.053853+0.067419i,-0.045343+0.032054i,-0.024422+0.0088018i,0.0054744+0.010955i,0.035326+0.019903i,0.046946+0.01782i
0.16349-0.54933i,-0.0071724-0.56624i,-0.30588-0.14256i,-0.37322+0.28552i,-0.17404+0.25534i,-0.069112+0.016234i,-0.058325+0.00045049i,0.018135+0.073343i,0.048711+0.045086i,-0.012632+0.020337i,-0.045096+0.048755i,-0.019076+0.057382i,0.002927+0.023818i,-0.0085791-0.009683i,-0.018095-0.012081i,-0.006198+0.0043569i,0.0057938+0.022442i,0.02064+0.040824i,0.036963+0.048238i,0.029275+0.037306i,0.0045737+0.0185i,-0.0084315+0.0034326i,-0.0068185-0.0051202i
0.34337+0.45785i,0.42295+0.56578i,0.32759+0.55692i,0.17354+0.55758i,0.0065326+0.56244i,-0.13627+0.49406i,-0.18366+0.34319i,-0.14137+0.15972i,-0.066405+0.057453i,0.032604+0.040812i,0.090721+0.00060949i,0.055613-0.039243i,0.0052158-0.024562i,0.008224+0.00035121i,0.042817-0.0017576i,0.075018-0.026494i,0.092541-0.052786i,0.08296-0.066427i,0.05266-0.063492i,0.029654-0.048661i,0.017855-0.037034i,0.0030745-0.032476i,-0.0079608-0.026476i
-0.49765+0.20999i,-0.35673+0.38891i,0.19872+0.34751i,0.61825+0.02477i,0.56505-0.27273i,0.33202-0.32773i,0.17121-0.2547i,0.059916-0.15794i,0.0039545-0.080777i,-0.0089686-0.049692i,-0.01788-0.031179i,-0.025817-0.0039207i,-0.032763+0.023099i,-0.040794+0.032906i,-0.057696+0.028357i,-0.071885+0.032769i,-0.058394+0.031617i,-0.027857+0.0030013i,-0.023486-0.028292i,-0.040716-0.023543i,-0.038193+0.010224i,-0.016908+0.033068i,-0.0061081+0.035225i
0.18939-0.6979i,0.079265-1.0707i,-0.19766-1.1095i,-0.34333-0.81702i,-0.26478-0.48239i,-0.20551-0.24604i,-0.18797-0.014536i,-0.083902+0.15831i,0.029336+0.16024i,0.060186+0.089567i,0.067121+0.06193i,0.092668+0.052418i,0.10881+0.027464i,0.10513+0.0060308i,0.097585-0.0082556i,0.084643-0.021916i,0.052084-0.02215i,0.0017354-0.00035485i,-0.02498+0.031132i,-0.010748+0.036592i,0.0076164+0.013977i,0.012973-0.0015512i,0.017517-0.0019358i
0.30646+0.52768i,0.35312+0.74005i,0.23547+0.7235i,0.10474+0.47244i,0.057879+0.15181i,0.090661-0.041683i,0.14687-0.07607i,0.1596-0.06124i,0.10576-0.038184i,0.037457-0.0027697i,0.0028763+0.010432i,-0.0069457-0.011149i,-0.021424-0.038231i,-0.047772-0.050744i,-0.068881-0.050083i,-0.072689-0.045852i,-0.060853-0.040541i,-0.03241-0.025891i,0.0007013-0.0095614i,0.014026-0.0016404i,0.0077166+0.0016153i,0.0004273-0.0036688i,-0.00452-0.021058i
-0.53646+0.14963i,-0.57103+0.28702i,-0.31136+0.31617i,-0.092697+0.21497i,-0.059287+0.12567i,-0.030754+0.076263i,0.0055648-0.050233i,-0.032589-0.15673i,-0.073715-0.1336i,-0.063607-0.061192i,-0.043222-0.023188i,-0.035979-0.016633i,-0.028525-0.016938i,-0.012461-0.019287i,-0.0074709-0.014269i,-0.021982+0.010866i,-0.033334+0.039484i,-0.025256+0.043704i,-0.0067419+0.017947i,6.4138e-05-0.0098022i,-0.004597-0.014978i,-0.0058162-0.0051547i,-0.0052006+0.0094385i
0.32313-0.65013i,0.46849-0.9863i,0.45409-1.0055i,0.29991-0.67761i,0.15226-0.25924i,0.063769-0.0033084i,0.014312+0.077507i,0.0070948+0.086327i,0.049293+0.062922i,0.08519+0.0024054i,0.065216-0.045132i,0.016212-0.037658i,-0.020385+0.0080784i,-0.034989+0.071011i,-0.02358+0.12668i,0.012765+0.13991i,0.045019+0.10583i,0.053394+0.048826i,0.038769+0.0012105i,0.016425-0.012462i,0.0067197-0.007587i,0.0011803-0.010654i,-0.0074722-0.015696i
0.14636+0.46226i,-0.064337+0.58076i,-0.47104+0.53119i,-0.5974+0.48009i,-0.32855+0.42101i,-0.10921+0.26717i,-0.098908+0.16967i,-0.082335+0.14561i,-0.036897+0.084369i,-0.027182+0.027551i,-0.024776+0.0017254i,-0.021537-0.0061523i,-0.005628+0.00337i,0.040872-0.014072i,0.089655-0.074046i,0.10759-0.12446i,0.097237-0.13024i,0.054446-0.099657i,-0.0023568-0.050406i,-0.023964-0.010931i,-0.014457+0.0021423i,-0.0052896+0.0027363i,-0.0017658+0.0039334i
-0.50492+0.11321i,-0.5339+0.2808i,-0.20932+0.35969i,0.10785+0.17569i,0.14616-0.12622i,0.073314-0.25626i,0.036553-0.19817i,0.034175-0.099314i,0.021829-0.041803i,-0.015174+0.0040957i,-0.016931+0.04767i,0.015488+0.038735i,0.024066-0.0045256i,0.004474-0.024394i,-0.031411-0.019827i,-0.073073-0.013836i,-0.095242-0.011177i,-0.075181+0.0011259i,-0.030862+0.020301i,-0.0026995+0.023895i,-0.0010203+0.018212i,-0.0044567+0.023781i,0.0059535+0.031522i
0.33044-0.46407i,0.4373-0.5182i,0.40568-0.21686i,0.33727+0.079704i,0.22609+0.035826i,0.02098-0.090651i,-0.082681-0.059145i,-0.051083+0.0049093i,0.0011012+0.020622i,0.04609+0.0023144i,0.052756-0.027138i,0.024486-0.021871i,-0.0033925-0.0031839i,-0.039574-0.0015608i,-0.073118+0.0017987i,-0.078736+0.018587i,-0.062814+0.035815i,-0.035778+0.034712i,-0.0029261+0.012445i,0.014094-0.012076i,0.014969-0.018407i,0.020035-0.01757i,0.022883-0.022654i
0.20942+0.42916i,0.2952+0.4023i,0.27708+0.054838i,0.14807-0.21398i,0.011182-0.14439i,0.0022601-0.0055252i,0.039361+0.0049696i,0.031343-0.0338i,0.003838-0.03604i,-0.016153-0.0079455i,-0.02003+0.02105i,-0.020527+0.031652i,-0.023535+0.045504i,0.0067046+0.08088i,0.071142+0.10947i,0.12035+0.10776i,0.12253+0.080805i,0.084025+0.038047i,0.031495-0.002265i,-0.0018542-0.013817i,-0.0091718-0.0041203i,-0.011344+0.00086621i,-0.018006-0.003265i
-0.49693+0.023469i,-0.54594+0.14973i,-0.24947+0.21144i,0.041824+0.11245i,0.096469+0.064302i,0.095969+0.14096i,0.10067+0.14905i,0.05042+0.093113i,0.007626+0.058072i,-0.0085226+0.037723i,-0.020827+0.034198i,-0.00018069+0.039385i,0.039008+0.015816i,0.042083-0.038701i,0.0020339-0.081502i,-0.03382-0.088633i,-0.031678-0.065464i,-0.010744-0.026962i,-0.0006005+0.0040545i,-0.0035571+0.0099341i,-0.0094757-0.0012622i,-0.012417-0.0072252i,-0.0059651+0.0018816i
0.37256-0.52574i,0.35956-0.86178i,0.028939-0.84315i,-0.20512-0.47831i,-0.097824-0.20177i,0.014125-0.12593i,-0.0021671-0.051331i,0.011764+0.036893i,0.052592+0.056184i,0.069788+0.033158i,0.075481-0.0076102i,0.052064-0.047418i,0.015151-0.046549i,0.010477-0.024315i,0.029241-0.017877i,0.0371-0.022826i,0.02848-0.032802i,0.017393-0.038678i,0.011609-0.028704i,0.013598-0.0098643i,0.018921+0.0039395i,0.01871+0.0047368i,0.0063446-0.0041884i
0.068307+0.54629i,0.099058+0.76365i,0.071754+0.65588i,-0.015816+0.35437i,-0.11237+0.10677i,-0.14779-0.051701i,-0.10838-0.12561i,-0.04886-0.12182i,-0.014065-0.08439i,0.0004287-0.047753i,0.0064796-0.026666i,0.003295-0.021245i,-0.01261-0.019551i,-0.042311-0.0070258i,-0.068915+0.010531i,-0.074293+0.014406i,-0.06451+0.0046232i,-0.049472-0.0079201i,-0.03666-0.01299i,-0.032397-0.0091768i,-0.032275-0.0042405i,-0.027846-0.0040612i,-0.015998-0.0038533i
-0.54515-0.11083i,-0.72811-0.016717i,-0.58498+0.095913i,-0.32102+0.085082i,-0.15682+0.027485i,-0.077577+0.0081735i,-0.035518+0.00098725i,-0.017519-0.020166i,-0.019631-0.042937i,-0.029967-0.053363i,-0.032506-0.042682i,-0.026345-0.015079i,-0.010573+0.0056316i,0.017729-0.0019821i,0.033076-0.021535i,0.022065-0.022831i,0.001058-0.0055026i,-0.016275+0.013058i,-0.01633+0.017607i,-0.00057442+0.010952i,0.014018+0.009081i,0.021882+0.013552i,0.02181+0.017767i
