-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
-0.1245+0.2887i,-0.12464+0.71664i,0.026837+0.91808i,0.15193+0.71566i,0.060932+0.41856i,-0.11772+0.20033i,-0.21105+0.01445i,-0.21412-0.068948i,-0.16619-0.066191i,-0.13021-0.058203i,-0.10222-0.027092i,-0.050533+0.0061665i,-0.015315+0.011628i,-0.0040113+0.0098153i,0.0038801-0.0027676i,0.0037156-0.028612i,-0.0018154-0.049675i,-0.009558-0.057485i,-0.023211-0.04189i,-0.028739-0.011364i,-0.017887+0.001021i,-0.013182-0.0019936i,-0.012756+0.0090001i
0.21058-0.2377i,0.21182-0.43363i,0.10667-0.53068i,-0.066595-0.43684i,-0.14383-0.2674i,-0.076401-0.16008i,-0.003906-0.1184i,0.022657-0.079086i,0.046078-0.032478i,0.055436-0.0033149i,0.027117+0.013609i,-0.0035029+0.022985i,-0.013357+0.019141i,-0.020722+0.010473i,-0.025707+0.01069i,-0.016924+0.021028i,-0.0095882+0.028087i,-0.010678+0.031942i,-0.0024161+0.03005i,0.014384+0.013703i,0.021941-0.0029251i,0.025053-0.013555i,0.026671-0.027184i
0.12709-0.03025i,-0.024973-0.10584i,-0.15941-0.097784i,-0.17762-0.0262i,-0.16578+0.037975i,-0.12323+0.1073i,-0.031927+0.12771i,2.0506e-05+0.070198i,-0.033937+0.038597i,-0.035675+0.03338i,-0.0096132-0.010948i,-0.012791-0.064825i,-0.038462-0.068843i,-0.032049-0.030389i,0.0188-0.0065192i,0.061846-0.018971i,0.067821-0.031061i,0.051611-0.0204i,0.024939+0.0030214i,-0.0010918+0.027277i,-0.012723+0.041121i,-0.016638+0.041852i,-0.02153+0.039783i
0.34676+0.1469i,0.35638-0.050439i,0.10047-0.17603i,-0.093654-0.11652i,-0.088119-0.10703i,-0.16128-0.17558i,-0.28689-0.06375i,-0.20162+0.12714i,-0.015302+0.12923i,0.042394+0.040589i,0.0099026+0.035412i,-0.0048534+0.078635i,0.0056339+0.082396i,0.00792+0.039005i,-0.0093994+0.0070378i,-0.023511+0.013492i,-0.018835+0.021627i,-0.01017+0.010173i,-0.0086258-0.0019874i,-0.0065598-0.0003437i,0.0047964+0.0035524i,0.01663-0.0012082i,0.013385-0.0067135i
-0.14859+0.41104i,0.057579+0.48648i,0.31879+0.36319i,0.44571+0.14741i,0.44718+0.004787i,0.39296-0.060836i,0.26092-0.1208i,0.073313-0.10973i,-0.033488+0.0016029i,-0.026327+0.061674i,0.0028033+0.032998i,0.03612-0.0031713i,0.059471-0.032963i,0.032497-0.037617i,-0.0086815-0.0028905i,-0.016396+0.030679i,-0.012266+0.032746i,-0.026748+0.024573i,-0.037955+0.028555i,-0.0261+0.025035i,-0.015937+0.00062276i,-0.024639-0.026447i,-0.037059-0.044373i
-0.30047+0.12297i,-0.17412+0.18859i,-0.14894+0.051643i,-0.40061-0.062374i,-0.58889-0.034747i,-0.50046-0.10955i,-0.3537-0.26609i,-0.24831-0.26307i,-0.15522-0.16396i,-0.10531-0.083449i,-0.080992-0.017464i,-0.061244+0.01161i,-0.053993+0.0053155i,-0.045423-0.0008034i,-0.034338-0.0076121i,-0.034022-0.022558i,-0.03267-0.02803i,-0.021345-0.022739i,-0.020107-0.022666i,-0.033356-0.022604i,-0.027894-0.014959i,0.0037176-0.015241i,0.026853-0.030256i
-0.33833-0.33374i,-0.45123-0.19937i,-0.29776+0.021363i,-0.01963+0.12256i,0.16144+0.057907i,0.20639-0.11006i,0.12352-0.23618i,-0.012971-0.18045i,-0.049354-0.040097i,-0.017645-0.014392i,-0.051028-0.052185i,-0.090899-0.019205i,-0.057286+0.03224i,-0.021384+0.029105i,-0.042226+0.013864i,-0.082483+0.029569i,-0.078242+0.043967i,-0.036447+0.027527i,0.00074487+0.0074577i,0.025804+0.0082744i,0.042194+0.019945i,0.04883+0.028513i,0.054561+0.023406i
0.32367-0.036268i,0.27402+0.1887i,0.181+0.31215i,0.059618+0.14304i,-0.03859+0.0073722i,0.071527+0.061818i,0.27618+0.004575i,0.23318-0.16431i,0.038995-0.19178i,-0.020878-0.11738i,0.014863-0.079951i,0.035976-0.053482i,0.058239-0.016695i,0.10194-0.0074613i,0.15161-0.024759i,0.17552-0.045893i,0.14575-0.052002i,0.078536-0.035095i,0.019087-0.013894i,-0.015826-0.0045732i,-0.032391-0.006659i,-0.037795-0.022008i,-0.046854-0.041349i
0.75976-0.26268i,0.63935-0.78273i,0.17623-0.98843i,-0.14283-0.71149i,-0.080542-0.50156i,0.02426-0.60408i,-0.027243-0.62693i,-0.028696-0.44166i,0.035277-0.2235i,0.042784-0.068287i,0.012449+0.012802i,-0.0090692+0.039589i,0.0086427+0.017847i,0.028187-0.051526i,0.008544-0.11773i,-0.028001-0.13839i,-0.060278-0.10149i,-0.062229-0.021767i,-0.012061+0.026811i,0.036984+0.018602i,0.033579+0.01472i,0.01309+0.029892i,0.0068949+0.025209i
-1.0204+8.0393i,0.63265+8.3344i,3.5505+7.0212i,4.6667+3.1673i,3.7842-0.46195i,1.4428-2.2839i,-0.70772-1.5948i,-1.3349+0.11728i,-0.48237+1.0666i,0.58159+0.47651i,0.62376-0.6426i,0.10875-1.2781i,-0.35437-1.84i,-0.77157-2.5916i,-0.8232-2.8488i,-0.52825-1.989i,-0.30309-0.76452i,-0.43317-0.062451i,-0.79887+0.27982i,-0.81998+0.55076i,-0.43669+0.6396i,-0.081122+0.44532i,0.020418+0.074684i
-0.15646+0.27255i,0.20011+0.22437i,0.38212-0.002023i,0.23738-0.21623i,0.04594-0.43794i,-0.17753-0.72279i,-0.49397-0.76958i,-0.56995-0.44111i,-0.33935-0.14895i,-0.18944-0.089523i,-0.19219-0.033344i,-0.14156+0.039023i,-0.0587+0.016321i,-0.053151-0.031705i,-0.10638-0.0085736i,-0.12978+0.069257i,-0.078106+0.097925i,-0.01102+0.055081i,0.021799+0.011214i,0.038506+0.00080855i,0.044363+0.012393i,0.030521+0.040925i,0.014551+0.069164i
-0.46666-0.3814i,-0.40871-0.2784i,-0.16036-0.10532i,-0.061576+0.010134i,-0.11643+0.12338i,-0.037768+0.23099i,0.13078+0.18202i,0.13738+0.036894i,0.018576+0.0015611i,-0.024254+0.050549i,0.022258+0.048526i,0.066079+0.0034346i,0.060414-0.03953i,0.0069612-0.067542i,-0.044714-0.069255i,-0.05344-0.051833i,-0.032684-0.027469i,-0.011833-0.00075322i,-0.0019638+0.020999i,0.0085754+0.027868i,0.021704+0.0166i,0.02629-0.0058256i,0.017324-0.021312i
0.20995-0.42661i,0.061908-0.30398i,-0.14523-0.083867i,-0.20593+0.055167i,-0.15242+0.058214i,-0.15678-0.055237i,-0.22837-0.14137i,-0.22054-0.11671i,-0.092721-0.087705i,0.0067412-0.1038i,0.018783-0.087511i,0.016718-0.037413i,0.017331-0.015687i,0.0024818-0.0072646i,-0.014487+0.011332i,-0.024029+0.027729i,-0.0073371+0.044858i,0.03548+0.045927i,0.051076+0.015961i,0.013865-0.0079231i,-0.036488-0.00084014i,-0.070111+0.017359i,-0.084236+0.031226i
0.54803-0.14434i,0.43875-0.26008i,0.28208-0.21548i,0.33126-0.13256i,0.42327-0.11441i,0.34242+0.035356i,0.23897+0.28301i,0.2173+0.32806i,0.18384+0.21011i,0.13183+0.11173i,0.086896+0.052743i,0.041703+0.035727i,0.02367+0.048884i,0.015934+0.043602i,-0.015256+0.035359i,-0.042981+0.04906i,-0.050561+0.050972i,-0.051412+0.029427i,-0.047334+0.013744i,-0.030756+0.017049i,-0.0074209+0.032036i,0.019971+0.055353i,0.057253+0.0657i
0.00059887+0.51558i,-0.035943+0.53052i,-0.10459+0.38884i,-0.17104+0.20202i,-0.24286+0.062646i,-0.27474-0.0040158i,-0.22548-0.058733i,-0.15603-0.12433i,-0.12452-0.12219i,-0.092625-0.040199i,-0.01465+0.01591i,0.044759-0.0095502i,0.025173-0.046481i,-0.030686-0.033453i,-0.068648-0.00026761i,-0.07473+0.012901i,-0.058317+0.0035345i,-0.038395-0.0099558i,-0.030167-0.022795i,-0.028245-0.040673i,-0.018901-0.060076i,-0.00029044-0.08051i,0.013029-0.092361i
-0.45241-0.022448i,-0.409-0.18589i,-0.30733-0.27562i,-0.22698-0.11148i,-0.10676+0.10164i,-0.010069+0.13184i,-0.026527+0.085375i,-0.059286+0.081914i,-0.026711+0.08928i,0.017747+0.061843i,-0.001839+0.017843i,-0.063173+0.0063617i,-0.084569+0.030189i,-0.053026+0.03587i,-0.02308-0.001149i,-0.026067-0.042329i,-0.031493-0.050451i,-0.012871-0.033908i,0.014092-0.020362i,0.025798-0.017035i,0.021183-0.017269i,0.0095344-0.014685i,-0.0011715-0.0053326i
-0.49228-0.1838i,-0.48066+0.12221i,-0.11466+0.37855i,0.24079+0.23505i,0.24308-0.035343i,0.09537-0.079763i,0.074484-0.053891i,0.068318-0.087887i,-0.019558-0.096721i,-0.092119-0.05749i,-0.082135+0.0082415i,-0.0042715+0.0551i,0.060026+0.029099i,0.060049-0.02893i,0.032282-0.050376i,0.020844-0.032496i,0.033567-0.0084893i,0.047387-0.0073669i,0.038651-0.022214i,0.015713-0.020006i,0.0053981+0.0030732i,0.0041803+0.021821i,-0.006259+0.025902i
0.53125-0.27822i,0.68374-0.43535i,0.51111-0.61225i,0.06159-0.65913i,-0.23619-0.50183i,-0.19791-0.32456i,-0.061733-0.23473i,0.028763-0.16859i,0.069437-0.11677i,0.067099-0.072389i,0.053225-0.04239i,0.027589-0.044573i,-0.0045761-0.044843i,-0.024502-0.028446i,-0.031397-0.0083239i,-0.023887+0.0002301i,-0.015128-0.0021178i,-0.016068+0.0052483i,-0.012677+0.019252i,0.0029014+0.023356i,0.013531+0.014007i,0.012693-0.0020543i,0.0048566-0.015395i
0.26795+0.059306i,0.077594-0.082226i,-0.15976-0.05411i,-0.092256+0.19289i,0.1829+0.32178i,0.29575+0.20534i,0.20206+0.083062i,0.0804+0.058503i,0.0344+0.092709i,0.057758+0.085785i,0.040744+0.01343i,-0.035427-0.0027319i,-0.05792+0.048336i,-0.016527+0.064156i,0.013917+0.029012i,0.0055444-0.0081581i,-0.026889-0.013778i,-0.049761+0.0098378i,-0.043971+0.035419i,-0.02805+0.040506i,-0.025876+0.033801i,-0.027065+0.034537i,-0.010349+0.033844i
-0.16577+0.68478i,-0.13505+0.96353i,-0.02605+0.90508i,0.097523+0.49898i,0.10202+0.070553i,-0.020396-0.15877i,-0.12685-0.20481i,-0.13435-0.12486i,-0.075149-0.061994i,-0.063327-0.056938i,-0.081815-0.012434i,-0.037098+0.026452i,0.011564+0.00026493i,0.0074993-0.022387i,-0.0098031-0.013422i,-0.0038582-0.00030015i,0.024506-0.0049032i,0.041491-0.030083i,0.0257-0.051752i,-0.0040886-0.052416i,-0.014944-0.042836i,-0.006114-0.040814i,-0.0032867-0.041035i
-0.14633-0.30445i,0.022585-0.49438i,0.11389-0.57662i,-0.064565-0.43185i,-0.23298-0.14402i,-0.14801+0.11639i,0.043483+0.23832i,0.13572+0.19884i,0.085159+0.13138i,0.040248+0.12487i,0.059779+0.079102i,0.037726-0.0074198i,-0.018808-0.033202i,-0.037139-0.018964i,-0.016991-0.013886i,0.010831-0.01914i,0.017134-0.029931i,0.0039954-0.029394i,-8.3808e-05-0.012437i,0.012572+0.0036964i,0.021659+0.0078869i,0.014171+0.0096633i,0.0012434+0.017267i
-0.34021-0.43154i,-0.64962-0.28485i,-0.61543+0.084635i,-0.22404+0.27655i,0.020395+0.16125i,-0.0055314+0.017563i,-0.029309-0.044193i,-0.037036-0.10981i,-0.086364-0.14635i,-0.10305-0.12205i,-0.072046-0.072818i,-0.031104-0.024422i,-0.00046111-0.0015963i,0.015092+0.003306i,0.017505+0.0070101i,0.0072856+0.01773i,-0.00020235+0.041199i,0.0070711+0.055572i,0.017585+0.041733i,0.015896+0.016014i,0.0062518+0.0038673i,0.0010359+0.0039647i,-0.0052609+0.00045047i
0.50057+0.094301i,0.68468+0.079413i,0.66111-0.070484i,0.46913-0.26706i,0.30313-0.32204i,0.18369-0.25529i,0.053095-0.13398i,0.0048939-0.0075183i,0.05063+0.024525i,0.056543-0.0080691i,0.018893-0.013617i,0.011385-0.0065047i,0.021705-0.015384i,0.015415-0.027798i,-0.0064494-0.030901i,-0.017263-0.02227i,-0.0017531-0.015952i,0.017866-0.023478i,0.017387-0.029251i,0.0057752-0.015154i,0.0025985+0.0032772i,0.0088914+0.007192i,0.017422-0.003261i
0.086147+0.12537i,0.10982-0.13342i,-0.0024891-0.30707i,-0.13183-0.12238i,-0.092136+0.1681i,0.05531+0.28389i,0.14582+0.23808i,0.13392+0.12896i,0.052685+0.063822i,0.010424+0.067418i,0.02821+0.047968i,0.015073+0.0033122i,-0.016703-0.00026772i,-0.013366+0.017506i,0.0087103+0.018774i,0.0151-0.00029514i,-0.013729-0.018184i,-0.051396-0.010296i,-0.056729+0.011038i,-0.038469+0.017019i,-0.028005+0.012244i,-0.027222+0.018938i,-0.016549+0.032021i
-0.49728+0.3375i,-0.6328+0.57734i,-0.55164+0.6279i,-0.3332+0.46485i,-0.16389+0.24692i,-0.081711+0.029154i,-0.061579-0.1294i,-0.065217-0.14497i,-0.027805-0.1015i,0.0008281-0.095524i,-0.017835-0.068934i,-0.012668-0.012369i,0.013195+0.0080664i,0.013867+0.001877i,0.0040766+0.00076745i,0.0046807+0.0084882i,0.021509+0.018246i,0.040992+0.016316i,0.039481+0.0014593i,0.022431-0.015166i,0.01365-0.027744i,0.016037-0.041028i,0.011332-0.047373i
0.14291-0.25544i,0.3691-0.19219i,0.52025-0.12096i,0.39258-0.16815i,0.13665-0.17413i,-0.023209-0.023001i,-0.048584+0.1365i,-0.014954+0.17013i,-0.0046934+0.13058i,-0.010987+0.10304i,0.001686+0.071365i,0.0030882+0.028881i,-0.0064567+0.0088859i,0.00037855+0.0010674i,0.011026-0.0061865i,0.018498-0.005087i,0.026104-0.0096283i,0.026851-0.024954i,0.018888-0.02854i,0.011015-0.011787i,0.0087738+0.0054308i,0.003481+0.013559i,-0.0056957+0.017432i
0.15056-0.32698i,-0.076799-0.45555i,-0.28375-0.35868i,-0.26722-0.19615i,-0.18956-0.18226i,-0.16881-0.19233i,-0.11924-0.14656i,-0.051343-0.12796i,-0.024885-0.13613i,-0.029249-0.12073i,-0.036306-0.072885i,-0.027818-0.030976i,-0.020259-0.016823i,-0.021793+0.00019328i,-0.018206+0.021468i,-0.016928+0.023515i,-0.032623+0.019371i,-0.056811+0.029728i,-0.056602+0.042114i,-0.030962+0.034509i,-0.014625+0.019951i,-0.010214+0.019646i,-0.0065308+0.020381i
0.16765+0.36582i,0.1995+0.39744i,0.15515+0.2946i,0.14436+0.19676i,0.20718+0.14883i,0.22659+0.05001i,0.12209-0.025348i,0.029261+0.018526i,0.040554+0.079151i,0.067872+0.065622i,0.051089+0.020983i,0.019733+0.0022683i,0.0044508+0.0061454i,-0.0019153+0.00030241i,-0.013675-0.013348i,-0.018306-0.010391i,0.0011044+0.00535i,0.034612+0.011839i,0.04462+0.0040398i,0.023195-0.0022019i,0.0054318-0.0011526i,0.0043701-0.0059013i,0.010724-0.014222i
-0.17627+0.1256i,-0.0073641+0.074816i,0.17449-0.033236i,0.17478-0.060678i,0.066241+0.031173i,-0.0087752+0.14515i,-0.0079449+0.16318i,0.0035309+0.085631i,-0.041802+0.016378i,-0.076078+0.01878i,-0.043255+0.03127i,-0.0071353+0.0055927i,-0.0051374-0.017516i,-0.0065816-0.015287i,0.0005737-0.0093805i,0.0042962-0.014838i,-0.0016212-0.031213i,-0.009852-0.050066i,-0.01074-0.051932i,-0.0058638-0.036511i,-0.0030806-0.024704i,-0.011297-0.016426i,-0.022287-0.0033784i
-0.42659-0.26358i,-0.65926-0.25486i,-0.73602-0.21214i,-0.65762-0.17797i,-0.48438-0.15276i,-0.26312-0.15196i,-0.083537-0.16415i,-0.0055135-0.15157i,0.029061-0.1112i,0.041354-0.085683i,0.015126-0.056625i,0.0035489-0.011384i,0.015036+0.0013143i,0.010917-0.0025924i,0.0043706+0.0055475i,0.0070859+0.011092i,0.0034211+0.013299i,-0.0085563+0.02012i,-0.013064+0.025215i,0.00051631+0.020021i,0.018502+0.012226i,0.030122+0.0036878i,0.027373-0.0049674i
0.34449-0.12735i,0.42146-0.032849i,0.43339+0.1631i,0.41633+0.23783i,0.33279+0.14684i,0.19368+0.075365i,0.086449+0.079768i,0.034169+0.094801i,0.014151+0.086555i,0.013532+0.062463i,0.011197+0.026334i,-0.01148+0.0046832i,-0.022328+0.016385i,-0.0084543+0.0203i,-0.002069+0.006337i,-0.0057509+0.0072221i,0.0068742+0.025793i,0.034581+0.036955i,0.045034+0.028343i,0.024843+0.018126i,0.00059902+0.019574i,-0.0059707+0.02204i,0.00070484+0.016198i
0.28176+0.14105i,0.35007+0.044173i,0.34788-0.087626i,0.33363-0.19484i,0.28095-0.24488i,0.16063-0.21349i,0.07007-0.13228i,0.055726-0.086842i,0.042819-0.087824i,0.016461-0.07969i,0.0054139-0.053926i,0.010151-0.038215i,0.012598-0.038164i,0.010054-0.034601i,0.0080669-0.023932i,0.0055243-0.024154i,-0.0058184-0.040388i,-0.023668-0.052939i,-0.033233-0.043063i,-0.029374-0.025699i,-0.026396-0.016417i,-0.027348-0.0047169i,-0.020529+0.0048273i
-0.21921+0.262i,-0.24536+0.24194i,-0.30517+0.098002i,-0.36962+0.07348i,-0.26572+0.16918i,-0.036186+0.16831i,0.065625+0.075864i,0.030105+0.044612i,0.010751+0.086438i,0.032635+0.10727i,0.053301+0.074115i,0.051217+0.029294i,0.036272+0.0092304i,0.024015+0.0091854i,0.018322+0.016464i,0.018295+0.022419i,0.014884+0.024157i,0.0025935+0.026083i,-0.0082367+0.022108i,-0.007589+0.0093598i,0.0019371-0.0054886i,0.0085387-0.017676i,0.0063437-0.015097i
-0.20594-0.12518i,-0.11519+0.025852i,0.11612+0.18643i,0.23598+0.21432i,0.12478+0.18529i,-0.03997+0.16986i,-0.088413+0.1311i,-0.076987+0.052031i,-0.091961-0.02395i,-0.11078-0.037476i,-0.09342-0.0029895i,-0.06101+0.025497i,-0.044507+0.037073i,-0.038015+0.037074i,-0.031934+0.028624i,-0.024941+0.023029i,-0.011864+0.02229i,0.010328+0.017051i,0.025883+0.0025469i,0.024283-0.0093293i,0.01688-0.011239i,0.0088401-0.0090539i,-0.00098979-0.0072236i
0.03371-0.35636i,-0.15609-0.48558i,-0.30116-0.50286i,-0.26718-0.48893i,-0.16743-0.45221i,-0.10132-0.30974i,-0.040479-0.13814i,0.02251-0.042293i,0.065522-0.022912i,0.057482-0.040877i,0.0073939-0.04161i,-0.018316-0.018653i,-0.0057063-0.012993i,0.0030415-0.021492i,0.00050279-0.026328i,-0.0031612-0.031938i,-0.0068259-0.039214i,-0.013162-0.036232i,-0.014289-0.016628i,-0.005637+0.0061238i,0.0024502+0.020649i,0.0069662+0.026313i,0.0094708+0.01732i
0.25655+0.16103i,0.23682+0.13625i,0.059827+0.16638i,-0.069242+0.28519i,-0.030154+0.30925i,0.040907+0.18421i,0.039698+0.082206i,0.018004+0.054386i,0.0029261+0.057874i,0.017068+0.064197i,0.054899+0.031664i,0.050275-0.017614i,0.013714-0.022637i,0.0016929-0.0060927i,0.0056285-0.00042096i,0.0048575+0.0051963i,0.0022409+0.020035i,-0.0027065+0.034273i,-0.011688+0.034579i,-0.018655+0.025316i,-0.020694+0.01435i,-0.018937+0.0066127i,-0.010173+0.0061931i
-0.068508+0.31048i,0.12435+0.40951i,0.36512+0.38283i,0.467+0.26187i,0.37834+0.1312i,0.20886+0.048277i,0.099681-0.0022111i,0.058361-0.0433i,0.030921-0.073297i,0.0024871-0.069174i,-0.0072293-0.027732i,0.0084485+0.0046955i,0.012136-0.00092564i,-0.0038441-0.0095283i,-0.011688-0.0066278i,-0.0087474-0.0049342i,-0.0030573-0.006116i,0.0085373-0.018248i,0.017431-0.036383i,0.014148-0.039886i,0.0059406-0.030286i,-0.0030155-0.019055i,-0.0098622-0.0091854i
-0.26997-0.18449i,-0.36662-0.22371i,-0.3798-0.29662i,-0.39192-0.33634i,-0.35965-0.22217i,-0.20288-0.055835i,-0.064415+0.0087196i,-0.035128+0.026396i,-0.026555+0.065937i,-0.0097463+0.079285i,-0.016874+0.062161i,-0.020198+0.047207i,0.0042472+0.028818i,0.022993+0.0085107i,0.017132+0.0031158i,0.0088812+0.0033526i,0.0030705-0.0079051i,-0.004858-0.014658i,-0.0033803-0.0076405i,0.0050092-0.0010304i,0.012435+0.00087009i,0.017829-0.0021518i,0.012059-0.0069105i
0.18654-0.18971i,0.19502-0.14692i,0.15612+0.021671i,0.096262+0.14724i,0.018117+0.10854i,-0.069655-0.008857i,-0.10173-0.060683i,-0.072511-0.062125i,-0.049218-0.077602i,-0.044955-0.083837i,-0.041771-0.068998i,-0.042987-0.042347i,-0.042881-0.0095671i,-0.034551+0.0083431i,-0.021827+0.0083426i,-0.0085202+0.011406i,0.0043456+0.021862i,0.0095777+0.027512i,0.0032041+0.024135i,-0.0037989+0.013408i,-0.0065752+0.0050074i,-0.0046251+0.0033123i,0.0022462-0.00068977i
0.1701+0.13925i,0.17714+0.069025i,0.16378-0.046796i,0.23132-0.14481i,0.28915-0.18131i,0.2284-0.11464i,0.12845-0.0039814i,0.080985+0.054278i,0.075532+0.050264i,0.061038+0.013643i,0.027645-0.016811i,0.0045942-0.024662i,0.00038672-0.021863i,0.0083682-0.017852i,0.017546-0.019921i,0.013594-0.024034i,0.0062521-0.02023i,0.009437-0.017898i,0.011784-0.019013i,0.0068912-0.013026i,0.001646-0.0034018i,-0.0024106+0.0053319i,0.00089538+0.0095946i
-0.19754+0.12682i,-0.25893+0.074904i,-0.35454-0.025277i,-0.41749-0.0036267i,-0.31809+0.099214i,-0.13379+0.12155i,-0.041521+0.064351i,-0.036286+0.019315i,-0.046975+0.022543i,-0.026279+0.049571i,0.027786+0.048233i,0.053955+0.014628i,0.038915-0.0054225i,0.020473+7.9781e-05i,0.0089271+0.010498i,-0.0015579+0.0098308i,-0.016988+0.0013133i,-0.031835+0.0033711i,-0.029748+0.012586i,-0.017408+0.011759i,-0.011237+0.0024757i,-0.012671-0.0033992i,-0.015773+0.0018132i
-0.12348-0.085208i,-0.049696+0.08528i,0.14151+0.27111i,0.23231+0.28006i,0.1328+0.17024i,0.036823+0.071301i,0.04665+0.005094i,0.072607-0.040423i,0.061874-0.070469i,0.028706-0.063632i,-0.002236-0.018352i,-0.012569+0.022402i,-0.012503+0.026015i,-0.019657+0.0076413i,-0.026446-0.0014649i,-0.018348+0.0069168i,0.0001372+0.015794i,0.013068+0.01504i,0.01352+0.010318i,0.010235+0.004162i,0.0089089-0.0017295i,0.0061481-0.0053273i,0.00035146-0.0085198i
0.11174-0.17468i,0.020162-0.23625i,-0.061314-0.24419i,-0.034961-0.25097i,0.0102-0.22386i,-0.004678-0.11053i,-0.014453-0.0039905i,-0.017493+0.038088i,-0.034757+0.070337i,-0.040056+0.074179i,-0.046895+0.029843i,-0.055411-0.00076726i,-0.036566+0.0087188i,0.0015364+0.01919i,0.023265+0.0086493i,0.018293-0.0060039i,0.0099628-0.011479i,0.0098667-0.01422i,0.0094048-0.012399i,0.0097374+0.00052075i,0.015889+0.013351i,0.024826+0.014669i,0.029523+0.0049807i
0.16882+0.1436i,0.21759+0.023841i,0.096951-0.07315i,-0.062868-0.014528i,-0.081952+0.012644i,-0.050041-0.083173i,-0.069296-0.14264i,-0.072009-0.12064i,-0.034617-0.10469i,0.005317-0.10261i,0.039521-0.08892i,0.05156-0.071813i,0.026026-0.054066i,-0.0079603-0.028458i,-0.013044-0.0058419i,-0.0015965-0.0014279i,0.00065315-0.0070043i,-0.0068275-0.0089282i,-0.012473-0.0079792i,-0.01701-0.0080492i,-0.023352-0.0050038i,-0.027223+0.002177i,-0.023266+0.0099523i
-0.15879+0.16525i,-0.017352+0.28308i,0.21875+0.26199i,0.31485+0.14234i,0.24153+0.10537i,0.17377+0.14183i,0.142+0.15506i,0.10658+0.13808i,0.088791+0.10681i,0.071054+0.07952i,0.043147+0.070972i,0.028317+0.06126i,0.025031+0.02896i,0.017948-0.0035149i,0.0083526-0.012128i,0.0073782-0.0040454i,0.011653+0.0062753i,0.016981+0.0095279i,0.018787+0.0018043i,0.014512-0.0090512i,0.0083175-0.018595i,-0.0022721-0.024331i,-0.01612-0.019072i
-0.16681-0.26472i,-0.37481-0.25027i,-0.46188-0.15033i,-0.3624-0.084293i,-0.22443-0.036509i,-0.15152+0.009912i,-0.11091+0.014853i,-0.082965-0.0070224i,-0.095072-0.014937i,-0.11313+0.0038314i,-0.092867+0.020848i,-0.062134+0.013202i,-0.040468+0.01221i,-0.013918+0.021533i,0.0026656+0.017693i,-0.0011043+0.0062402i,-0.011467-0.0036087i,-0.020066-0.0039782i,-0.017931+0.00561i,-0.0048809+0.012021i,0.011082+0.012151i,0.02506+0.007533i,0.028463-0.003771i
0.31272-0.052532i,0.32787-0.13675i,0.17621-0.10847i,0.032918+0.0061268i,0.0079315+0.010465i,0.026701-0.06813i,0.043185-0.092949i,0.063864-0.088814i,0.088698-0.097268i,0.091649-0.10861i,0.057491-0.094093i,0.03371-0.056245i,0.024164-0.033867i,-0.0021041-0.023253i,-0.020926-0.0056993i,-0.014191+0.0082921i,0.0014578+0.0097394i,0.0080891+0.0026449i,0.0027164-0.0036674i,-0.0079862-0.0034443i,-0.02017+0.0036272i,-0.023173+0.015404i,-0.0097386+0.02179i
-0.012211+0.35703i,0.14128+0.41081i,0.28206+0.2473i,0.26337+0.034814i,0.15009-0.0094184i,0.08238+0.080657i,0.074753+0.14016i,0.056471+0.14101i,0.010059+0.14566i,-0.005064+0.14774i,0.0087561+0.10285i,0.00671+0.055233i,0.0066992+0.037166i,0.01565+0.017888i,0.014868+0.0031893i,0.010185+0.0048622i,0.010566+0.011473i,0.014526+0.011219i,0.01281+0.0037472i,0.0050343+0.00063408i,-2.1984e-05-0.002275i,-0.0051845-0.0080576i,-0.010296-0.0045252i
-0.37616-0.14401i,-0.51777-0.10628i,-0.45888-0.024059i,-0.2862-0.0085558i,-0.17145-0.061664i,-0.14018-0.1207i,-0.14433-0.14976i,-0.13622-0.13826i,-0.10363-0.12151i,-0.076258-0.10016i,-0.049005-0.058622i,-0.027217-0.029759i,-0.028341-0.015355i,-0.022382+0.00027741i,-0.0073559-0.00024692i,-0.0056656-0.0099641i,-0.014231-0.012691i,-0.019662-0.0081064i,-0.014377-0.00071266i,-0.0035797+0.0022619i,0.0059401+0.0023732i,0.01148-0.0014304i,0.0082512-0.010897i
0.25369-0.34261i,0.26681-0.44545i,0.17425-0.33662i,0.099543-0.11389i,0.099266+0.01572i,0.11116+0.032546i,0.09273+0.047357i,0.082208+0.073809i,0.10444+0.068725i,0.10665+0.026925i,0.064953-0.002117i,0.03418+0.00014755i,0.03021-0.0011766i,0.020317-0.0059959i,0.0092003-0.00284i,0.0069113-0.0024335i,0.0062685-0.0039957i,0.005699-0.0024895i,0.0070073+0.00054028i,0.0083089+0.0025597i,0.0057656+0.0029601i,0.0025816+0.0063705i,0.0018244+0.0087531i
