-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.0035596+0.1598i,0.019513+0.24518i,0.043605+0.21396i,0.019748+0.10168i,-0.049289+0.060672i,-0.07088+0.094475i,-0.020092+0.097381i,0.014235+0.055006i,0.0010222+0.023973i,-0.0090035+0.023323i,-0.0019698+0.023759i,-0.00017499+0.011007i,-0.0051082-0.0038299i,-0.0090178-0.011429i,-0.0078897-0.011295i,-0.00081273-0.0041938i,0.0048548+0.0078224i,0.0076533+0.019503i,0.012426+0.027675i,0.019652+0.033107i,0.02424+0.031005i,0.02194+0.019795i,0.016166+0.0075718i
-0.12026-0.092846i,-0.20068-0.13674i,-0.18305-0.11999i,-0.043225-0.11087i,0.10701-0.17808i,0.13983-0.23305i,0.06955-0.18695i,0.0031616-0.096288i,-0.021071-0.042467i,-0.027864-0.028521i,-0.027487-0.022468i,-0.01844-0.0083809i,-0.0030631+0.0074333i,0.011381+0.0092214i,0.013559-0.00072012i,0.0048487-0.010102i,-0.004672-0.013507i,-0.0081439-0.014573i,-0.0065369-0.019315i,-0.010866-0.028347i,-0.019582-0.032334i,-0.019292-0.028008i,-0.010936-0.022541i
0.14836-0.03904i,0.23066-0.080337i,0.1881-0.1004i,0.04224-0.049724i,-0.064694+0.050169i,-0.07381+0.10521i,-0.040496+0.08022i,-0.022245+0.040054i,-0.013879+0.033867i,0.0085942+0.037786i,0.026215+0.026015i,0.018825+0.012044i,0.0033454+0.0055989i,-0.0067059+0.0040883i,-0.0077238+0.0080158i,-0.0011002+0.011286i,0.0052963+0.0087689i,0.0083831+0.0056394i,0.0073518+0.0070294i,0.0062028+0.010687i,0.0076853+0.012732i,0.0043511+0.013761i,-0.0052832+0.012695i
-0.06564+0.13756i,-0.09192+0.23378i,-0.062771+0.22231i,-0.03605+0.084183i,-0.074073-0.059958i,-0.11282-0.11277i,-0.10441-0.074212i,-0.06536-0.014595i,-0.026616+0.010244i,-0.019126+0.01762i,-0.024232+0.024835i,-0.0182+0.018033i,-0.0071826+0.0020768i,-0.00017894-0.010053i,-0.0025802-0.013775i,-0.006704-0.0087675i,-0.0061647-0.0030321i,-0.0047561-0.0002394i,-0.0040803+0.0030495i,-0.0043337+0.010634i,-0.0018048+0.015351i,0.0027807+0.0096455i,0.0067213+0.004501i
-0.065405-0.13936i,-0.12679-0.2153i,-0.15407-0.16191i,-0.097256-0.0073956i,-0.0015055+0.10425i,0.058779+0.13665i,0.083739+0.10679i,0.080786+0.048494i,0.063124+0.011544i,0.051501-0.0091449i,0.035558-0.020491i,0.018947-0.014342i,0.0095105+0.00027937i,0.0054109+0.012842i,0.004226+0.011794i,-0.00025966+0.0020342i,-0.0042576-0.0027533i,-0.0034149-0.0061622i,0.00019847-0.016228i,0.0014767-0.032289i,-0.0027799-0.037356i,-0.004138-0.02402i,-0.001821-0.0095028i
0.14823+0.03474i,0.25748+0.036332i,0.26134-0.0023963i,0.15367-0.032092i,0.043834-0.016318i,-0.028045-0.005935i,-0.055785-0.0024721i,-0.033785-0.0010272i,-0.015893-0.011017i,-0.015967+0.0017728i,-0.0048198+0.022247i,0.0021743+0.022006i,-0.0033341+0.01458i,-0.0084483+0.010932i,-0.005741+0.01282i,0.0023173+0.015899i,0.0045039+0.014472i,-0.0013386+0.013126i,-0.0085284+0.022532i,-0.0092069+0.039556i,-0.005151+0.044088i,-0.0042027+0.033798i,-0.0048937+0.020216i
-0.12273+0.089693i,-0.19018+0.16881i,-0.15575+0.18066i,-0.044702+0.10135i,0.055466+0.022935i,0.1201-0.013752i,0.11954-0.048329i,0.05426-0.060439i,-0.00045752-0.04289i,-0.022842-0.036854i,-0.033932-0.032739i,-0.028743-0.019637i,-0.015093-0.0097065i,-0.0055427-0.0058663i,0.00037951-0.0068701i,0.0035206-0.0076429i,0.0065358-0.0052869i,0.011167-0.0034647i,0.012375-0.0086732i,0.0079579-0.017072i,0.0064509-0.018139i,0.012766-0.01594i,0.016993-0.013883i
0.010823-0.15154i,-0.012121-0.26038i,-0.050788-0.26228i,-0.068294-0.17392i,-0.07828-0.11282i,-0.099928-0.067136i,-0.09128-0.0055404i,-0.054259+0.016978i,-0.03037+0.013416i,-0.0066459+0.01966i,0.01522+0.016251i,0.015144+0.0099638i,0.010223+0.011348i,0.0077897+0.010981i,0.0032213+0.0076365i,-0.00073684+0.0013586i,-0.004907-0.004071i,-0.0062676-0.0022851i,-0.00014298+0.00094034i,0.007752-0.0038374i,0.0068484-0.010301i,-0.0030318-0.008632i,-0.0096796-0.0053993i
0.11227+0.10394i,0.20574+0.16186i,0.21623+0.14647i,0.12389+0.096624i,0.049822+0.069801i,0.034618+0.017145i,0.0035613-0.039558i,-0.024221-0.025291i,-0.011767+0.0064222i,-0.0059284+0.011417i,-0.013505+0.01416i,-0.012318+0.010659i,-0.010049+0.0019883i,-0.0084079-0.0039468i,-0.0079311-0.0061974i,-0.0076978-0.001559i,-0.0040667+0.00077161i,-0.0057485-0.0016027i,-0.016924+0.0054868i,-0.027075+0.025044i,-0.025639+0.034852i,-0.017799+0.024061i,-0.012827+0.012617i
-0.14908+0.021341i,-0.25192+0.057089i,-0.24383+0.084957i,-0.14183+0.053305i,-0.092516+0.0038907i,-0.083768+0.036652i,-0.026695+0.086924i,0.016895+0.066465i,0.014782+0.033762i,0.017969+0.016351i,0.022751-0.0022585i,0.018032-0.0091272i,0.013687-0.0057075i,0.0077625-0.00084864i,0.0021899+0.00082151i,-0.001711+0.0020007i,-0.0014453+0.0093505i,0.0077171+0.012239i,0.023471-0.0038397i,0.034504-0.030066i,0.031783-0.037128i,0.024981-0.020999i,0.021731-0.0057128i
0.084413-0.12535i,0.13007-0.22673i,0.11286-0.23799i,0.081738-0.11999i,0.10517-0.016236i,0.095995-0.030176i,0.028377-0.048873i,0.0099477-0.018176i,0.022388-0.0058308i,0.010348+0.0004i,0.0017471+0.014385i,-0.0015759+0.016918i,-0.0075817+0.016164i,-0.0063905+0.015426i,-0.00080195+0.011872i,0.0028831+0.0047785i,0.00073089-0.0037952i,-0.0077341-0.00432i,-0.016262+0.0085109i,-0.017836+0.021344i,-0.015256+0.017573i,-0.015508+0.006399i,-0.014824+0.0012731i
0.041319+0.13828i,0.090137+0.23753i,0.11078+0.21775i,0.038796+0.090073i,-0.067598+0.026216i,-0.063305+0.04889i,0.0088848+0.026976i,0.015317-0.016226i,-0.0063681-0.012615i,-0.008071-0.0034717i,-0.011523-0.0054149i,-0.0095524-0.0062265i,-0.003754-0.0089788i,-0.0018746-0.0097085i,0.0027123-0.0064101i,0.008627-0.0016599i,0.013451+0.0014097i,0.013845-0.0026397i,0.0028781-0.0087044i,-0.015452-0.004631i,-0.020821+0.0080969i,-0.0087879+0.012571i,-0.00073124+0.0066192i
-0.13678-0.058164i,-0.24987-0.088896i,-0.255-0.056004i,-0.10089-0.016474i,0.041917-0.058418i,0.037003-0.090496i,-0.015184-0.044669i,-0.018302-0.01955i,-0.014282-0.02984i,-0.016626-0.017679i,-0.0091445+0.002662i,-0.0026391+0.013493i,0.00061299+0.019047i,0.0031249+0.017161i,0.00028104+0.0098571i,-0.0072864+0.0020518i,-0.013068+0.00060608i,-0.0075835+0.0074495i,0.017247+0.0084708i,0.04716-0.0042217i,0.0517-0.01454i,0.034374-0.010266i,0.021362-0.0021258i
0.129-0.057339i,0.22689-0.11955i,0.19505-0.14365i,0.032499-0.053399i,-0.058591+0.0867i,-0.025397+0.10719i,-0.0016928+0.032716i,-0.013172+0.0067356i,-0.0063297+0.013612i,0.0043521+0.0021783i,0.0020226-0.0050244i,-0.0012613-0.0049352i,-0.0052179-0.0027231i,-0.0062014+0.0026668i,-0.0013526+0.0044646i,0.0033317+0.0014458i,0.0044431-0.0058658i,-0.0061957-0.011249i,-0.031993-0.0064762i,-0.053667+0.0059686i,-0.051757+0.010582i,-0.036085+0.0014792i,-0.024851-0.0055762i
-0.039282+0.13126i,-0.053517+0.25028i,0.0036594+0.25493i,0.083176+0.080891i,0.062584-0.0979i,-0.0066023-0.10679i,-0.016113-0.03156i,-0.00746-0.0060061i,-0.019921-0.0035433i,-0.018219+0.00657i,-0.0015953+0.0041637i,0.0078505-0.0010836i,0.009832-0.0044334i,0.0042721-0.00805i,-0.0035798-0.0042384i,-0.0061212+0.0053579i,-0.0015255+0.014636i,0.011128+0.015624i,0.023325+0.0038028i,0.023526-0.010006i,0.013767-0.010217i,0.0068161-0.00055757i,0.0048524+0.0043596i
-0.069459-0.11755i,-0.14847-0.21212i,-0.1995-0.18741i,-0.14527-0.014099i,-0.013378+0.11827i,0.053872+0.093862i,0.025963+0.036099i,0.012008+0.031533i,0.02577+0.027576i,0.019805+0.0096253i,0.0040335+0.0025102i,-0.0072943+0.002954i,-0.01073+0.0056315i,-0.0055056+0.0042643i,-0.0014827-0.0020241i,-0.0020593-0.0068245i,-0.0053788-0.0079154i,-0.01003+0.00095518i,-0.0035923+0.01811i,0.015546+0.027532i,0.02718+0.021851i,0.022036+0.012086i,0.013378+0.0091185i
0.13527+0.024885i,0.25961+0.028072i,0.28433-0.034994i,0.1294-0.14262i,-0.066063-0.17353i,-0.11185-0.10087i,-0.048383-0.039907i,-0.016855-0.018638i,-0.011694+0.0072941i,0.0032389+0.025213i,0.010488+0.020542i,0.0074506+0.0084814i,0.0021058+0.001368i,0.00070178+0.0021848i,0.0040162+0.0057776i,0.0093457+0.0073127i,0.014101+0.0035384i,0.0093819-0.01007i,-0.013527-0.026402i,-0.043368-0.030328i,-0.051785-0.022015i,-0.035051-0.013548i,-0.019105-0.010997i
-0.10776+0.079933i,-0.19963+0.17117i,-0.18931+0.24781i,-0.024632+0.2451i,0.12662+0.15478i,0.12066+0.061762i,0.053842+0.024414i,0.03177-0.0022747i,0.019188-0.030585i,-0.0050755-0.0268i,-0.014972-0.0034372i,-0.010912+0.011444i,-0.0043898+0.014114i,-0.00055623+0.0093927i,-0.0028086+0.0021646i,-0.009737-0.00053721i,-0.013222+0.004308i,-0.0017962+0.01422i,0.026936+0.021326i,0.052068+0.020035i,0.05045+0.014694i,0.031582+0.012612i,0.017533+0.010361i
0.01246-0.12684i,0.013444-0.25772i,-0.047188-0.31299i,-0.16303-0.21073i,-0.21317-0.04772i,-0.14545+0.026066i,-0.064368+0.013201i,-0.031694-0.00058096i,-0.011937-0.0013153i,0.0061963-0.0090498i,0.0109-0.013662i,0.0073613-0.0099615i,0.0020388-0.001732i,0.0011547+0.0069699i,0.0053599+0.007361i,0.0076913-2.9655e-05i,0.0040078-0.0069411i,-0.0087927-0.0084099i,-0.025873-0.0035174i,-0.030986+0.0041087i,-0.02087+0.0066171i,-0.01013+0.0040619i,-0.0057828+0.0039066i
0.083302+0.098319i,0.17791+0.19333i,0.2746+0.20945i,0.31612+0.081448i,0.26471-0.058592i,0.16009-0.085197i,0.073658-0.050221i,0.020463-0.028582i,-0.0149-0.015597i,-0.023999+0.0028152i,-0.0098564+0.01111i,0.0034087+0.0072632i,0.0058673+0.0002337i,0.0018049-0.0055184i,-0.0019346-0.0034306i,8.1391e-05+0.0039792i,0.007189+0.0075167i,0.015691-0.00061134i,0.015053-0.020058i,-0.0001155-0.03704i,-0.013834-0.03742i,-0.013349-0.026193i,-0.0080254-0.019177i
-0.12186-0.0055908i,-0.25774-0.0081771i,-0.34714+0.02919i,-0.30656+0.11633i,-0.18834+0.16348i,-0.094863+0.11748i,-0.051346+0.053718i,-0.027168+0.033064i,-0.0068357+0.026097i,-0.00097986+0.0080161i,-0.007736-0.0046547i,-0.012807-0.0052467i,-0.010112-0.0025983i,-0.0037748-0.0039038i,-0.0033152-0.0081479i,-0.0089275-0.010192i,-0.012912-0.0059764i,-0.012712+0.009259i,-0.0011019+0.034535i,0.017709+0.053577i,0.024896+0.050378i,0.01868+0.034093i,0.012155+0.02274i
0.085645-0.082641i,0.18498-0.1763i,0.23433-0.26318i,0.16355-0.30474i,0.051409-0.27322i,-0.0014652-0.17391i,-0.0072512-0.073265i,-0.0060687-0.0164i,-0.0021427+0.012711i,0.006912+0.02561i,0.011176+0.018361i,0.0045279+0.0071418i,-0.004113+0.0067225i,-0.0076712+0.010988i,-0.0052531+0.011888i,0.0010657+0.0094601i,0.0050102+0.0030302i,-0.00013043-0.010135i,-0.01637-0.027327i,-0.029407-0.03725i,-0.026223-0.033034i,-0.015823-0.022341i,-0.010869-0.013701i
0.0015891+0.11909i,-0.0079729+0.25426i,-0.0039778+0.3585i,0.033704+0.35694i,0.0624+0.27312i,0.046172+0.16391i,0.025607+0.077631i,0.025773+0.026875i,0.023589-0.0017884i,0.008233-0.0091362i,-0.002106+0.00017179i,-0.0026704+0.0082754i,-0.0013823+0.0085585i,-0.0011881+0.0049556i,-0.0019708+0.0024676i,-0.0036061+0.0042307i,-0.0022404+0.00935i,0.0092285+0.014146i,0.025547+0.013033i,0.030611+0.0065865i,0.022106+0.0010131i,0.013572-0.001194i,0.011081-0.0020854i
-0.078661-0.081561i,-0.15978-0.1847i,-0.22101-0.26179i,-0.2311-0.24518i,-0.19144-0.16816i,-0.11433-0.08979i,-0.042782-0.040794i,-0.0095469-0.025483i,0.0020856-0.020903i,0.011397-0.015397i,0.012822-0.0098199i,0.0078484-0.0036721i,0.0062207+0.00149i,0.0079058+0.003498i,0.0077561+0.0010557i,0.0053798-0.0049139i,-0.00065303-0.0095577i,-0.011182-0.0046253i,-0.021772+0.013602i,-0.023211+0.032159i,-0.016145+0.036191i,-0.010395+0.027968i,-0.0073119+0.020827i
0.10804-0.0043035i,0.23496+0.013807i,0.33269+0.043354i,0.33488+0.057359i,0.26345+0.052438i,0.16024+0.034235i,0.066737+0.0077403i,0.014525-0.008724i,-0.0075924-0.0070955i,-0.013654+0.0040996i,-0.0069874+0.010651i,0.00049925+0.0075436i,0.0021143+0.0017387i,0.0012368-0.00055165i,0.0017971+0.00059577i,0.0052693+0.0044139i,0.010122+0.0051336i,0.014698-0.0056963i,0.014367-0.028913i,0.0086737-0.048189i,0.0060565-0.045678i,0.0066743-0.030873i,0.004883-0.02168i
-0.075059+0.0751i,-0.17588+0.14366i,-0.26832+0.16824i,-0.28276+0.12781i,-0.22191+0.063312i,-0.12976+0.014838i,-0.059067-0.0031548i,-0.03536+0.00052829i,-0.029058+0.0066708i,-0.021917+0.0027616i,-0.017256-0.00049144i,-0.012313+0.0013784i,-0.007096+0.0010393i,-0.0040759-0.0014051i,-0.0043485-0.0034958i,-0.0072984-0.0050569i,-0.0088859-0.0019959i,-0.006337+0.0087974i,0.0016302+0.026026i,0.0081434+0.037134i,0.0069997+0.032755i,0.00383+0.02156i,0.0042198+0.013672i
-0.0019024-0.098425i,0.023644-0.21038i,0.080113-0.28196i,0.12991-0.25861i,0.13167-0.17839i,0.081446-0.092464i,0.025544-0.026834i,0.0058727+0.0036219i,0.0039153+0.0087112i,0.0029432+0.0066438i,0.0024601+0.0011342i,-0.0019136-0.0029822i,-0.0079687+0.00052603i,-0.010684+0.0059498i,-0.0084149+0.0058815i,-0.0034692+0.0017468i,-0.0008904-0.0031227i,-0.0066633-0.0088739i,-0.019326-0.013917i,-0.023718-0.014288i,-0.016187-0.011053i,-0.0098623-0.0088917i,-0.010341-0.0058514i
0.077222+0.061749i,0.12978+0.15546i,0.12042+0.2433i,0.034681+0.25831i,-0.048128+0.19942i,-0.061016+0.11087i,-0.028419+0.043366i,-0.0016857+0.019377i,0.0097408+0.013357i,0.010024+0.0072701i,0.0079134+0.0048299i,0.0062472+0.0032392i,0.0015426+0.0017963i,-0.0032409+0.002705i,-0.005008+0.0068835i,-0.0043034+0.012377i,-0.0020829+0.015673i,0.0060303+0.013863i,0.020148+0.0031005i,0.027297-0.011857i,0.021711-0.017017i,0.01436-0.011374i,0.012866-0.0065196i
-0.09103+0.0052249i,-0.18411-0.026622i,-0.22113-0.096517i,-0.15296-0.15885i,-0.055317-0.15834i,-0.0024771-0.093516i,0.015014-0.031928i,0.018793-0.016774i,0.013781-0.01576i,0.0098727-0.0066477i,0.0068207+0.0001591i,0.0041118+0.0037199i,0.0066054+0.0042645i,0.0084678+0.00061346i,0.0058797-0.0037461i,0.0036473-0.0071245i,0.0014914-0.0083423i,-0.0047309-0.0015358i,-0.015994+0.01664i,-0.025076+0.031805i,-0.024795+0.030166i,-0.018833+0.020659i,-0.012423+0.014459i
0.053652-0.062358i,0.13591-0.10111i,0.20217-0.069142i,0.1902+0.033272i,0.12061+0.10486i,0.046786+0.084051i,0.0026953+0.027816i,-0.0063907+0.00068243i,-0.0011729-0.0024571i,0.0016848+0.0010092i,0.0018508+0.0030035i,0.0009839+0.0032964i,0.0024574+0.00537i,0.0063099+0.0054006i,0.0091443+0.0030044i,0.0099955+0.0029625i,0.0096887+0.0025521i,0.0087798-0.0052026i,0.0060921-0.019584i,0.0053955-0.025712i,0.0063229-0.017117i,0.0051526-0.0087802i,0.0023157-0.00832i
0.0048319+0.084025i,-0.023686+0.16104i,-0.088366+0.16985i,-0.1419+0.068641i,-0.12785-0.035898i,-0.059744-0.055508i,-0.012622-0.032251i,-0.015693-0.014915i,-0.026554-0.0039659i,-0.022778+0.0011597i,-0.014634+0.0046552i,-0.0085289+0.0064472i,-0.0066351+0.0033416i,-0.0071102+0.00058892i,-0.0073969-0.00057974i,-0.0089695-0.0020406i,-0.0096808-0.00070842i,-0.0037178+0.0047576i,0.0090022+0.011802i,0.017885+0.013362i,0.015761+0.008316i,0.010029+0.0055141i,0.007774+0.0056464i
-0.057463-0.045497i,-0.087266-0.11443i,-0.043693-0.15602i,0.061652-0.11257i,0.11691-0.034662i,0.075892+0.0072942i,0.019748+0.016735i,0.0034389+0.010714i,0.00043113-0.0026762i,-0.0054368-0.0079502i,-0.007664-0.0056022i,-0.0064711-0.0029551i,-0.0048089-0.00065113i,-0.0033158+0.00041742i,-0.0010502-0.0011369i,0.0024243-0.0031119i,0.0047404-0.004232i,-0.00024412-0.0052048i,-0.013501-0.0031796i,-0.021865+0.0018299i,-0.017768+0.0043652i,-0.010819+0.0026325i,-0.0090934+0.0023668i
0.066569-0.0074952i,0.12792+0.018425i,0.11723+0.072635i,0.005752+0.10194i,-0.086453+0.068317i,-0.076302+0.011709i,-0.029498-0.012811i,-0.0059347-0.00090855i,0.0037529+0.013077i,0.0090582+0.014387i,0.011254+0.010181i,0.0084637+0.0044087i,0.0015682+0.0024184i,-0.0037887+0.0059031i,-0.0062961+0.009801i,-0.0073192+0.01237i,-0.0066609+0.013424i,-0.0018605+0.0084207i,0.0078253-0.0031369i,0.016722-0.013096i,0.016089-0.014265i,0.010774-0.011266i,0.0073384-0.0080514i
-0.045349+0.048771i,-0.099331+0.072062i,-0.11772+0.030961i,-0.049929-0.057529i,0.030054-0.088005i,0.040018-0.043839i,0.018493-0.0054383i,0.0080595-0.0041837i,2.3099e-06-0.0058523i,-0.0029304+0.0015151i,-0.0022439+0.0039885i,-0.0011682+0.0026148i,0.0022159+0.0025524i,0.0031535+9.8962e-05i,0.00054338-0.004037i,-0.00083961-0.0054727i,-0.00055495-0.0056541i,-0.0016875-0.0012637i,-0.0062945+0.0097982i,-0.011283+0.014205i,-0.010653+0.0092694i,-0.0052752+0.0061828i,0.00029814+0.0056132i
-0.0078526-0.057646i,0.013959-0.10639i,0.049317-0.090347i,0.051279+0.012263i,0.0089971+0.085887i,-0.02283+0.063303i,-0.022412+0.019387i,-0.0077971+0.0058826i,0.0054482+0.0036024i,0.0081602-7.2555e-05i,0.0032552-0.0033091i,-0.0019233-0.0014955i,-0.0012818+0.0043809i,0.0039896+0.0071714i,0.0089299+0.0057611i,0.010318+0.0045883i,0.0091374+0.0043101i,0.0062117+6.5041e-05i,-0.00065558-0.0077708i,-0.0087863-0.0086263i,-0.012153-0.0025363i,-0.010475+0.00023867i,-0.0077382-0.0020429i
0.038627+0.035236i,0.055097+0.081477i,0.024048+0.087769i,-0.038007+0.013902i,-0.050117-0.05514i,-0.012931-0.043332i,0.0066989-0.010162i,-0.0034164-0.00049983i,-0.012361+0.002058i,-0.0084476+0.0043412i,-0.003166+0.0070076i,-0.0013207+0.006972i,-0.0028485+0.0031372i,-0.0057961+0.00084062i,-0.0063575+0.00083598i,-0.0070262+0.00031638i,-0.0085094-0.00048973i,-0.0035633-3.2062e-05i,0.0096057+0.0016188i,0.020569+0.0016861i,0.02066-0.0010594i,0.014137-0.0026214i,0.0086894-0.0023123i
-0.048109-0.0011454i,-0.090137-0.019091i,-0.073731-0.038346i,0.014045-0.018164i,0.069242+0.023599i,0.046558+0.030652i,0.015883+0.014209i,0.010746-0.00094216i,0.0070246-0.012725i,-0.002396-0.012621i,-0.0063518-0.0045865i,-0.0029287+0.00029151i,0.00041139+0.00093061i,0.00091564-0.0015449i,0.0016934-0.0057867i,0.0040371-0.0072235i,0.0066736-0.0051238i,0.0046472-0.00094697i,-0.0051213+0.0054615i,-0.013569+0.010475i,-0.012485+0.011305i,-0.008747+0.010207i,-0.0072787+0.010545i
0.033762-0.034552i,0.074343-0.050607i,0.073949-0.02912i,0.0019046+0.0084511i,-0.052034+0.0071134i,-0.031915-0.016394i,-0.0035616-0.020686i,0.00052634-0.0063518i,0.00033523+0.006807i,0.0018573+0.0097482i,0.0040411+0.0072428i,0.0031209+0.0044671i,-0.0011441+0.0053038i,-0.003241+0.008118i,-0.0031972+0.0098202i,-0.0038115+0.010485i,-0.0039167+0.0094188i,-0.0017255+0.0038693i,0.0010347-0.0054749i,0.0012861-0.010691i,-0.00025601-0.010401i,-0.0011096-0.0097112i,-0.0020925-0.0080462i
-0.0041462+0.044942i,-0.01995+0.082541i,-0.030803+0.068021i,-0.0040352-0.0070107i,0.026923-0.049891i,0.013698-0.035561i,-0.0089594-0.018869i,-0.014532-0.015484i,-0.015916-0.0091249i,-0.012411+0.0022778i,-0.0063588+0.005796i,-0.0024337+0.0023669i,-0.00067744+0.0016084i,-0.0020407+0.0016739i,-0.0053018-0.00081676i,-0.0066242-0.0043291i,-0.006078-0.00653i,-0.0041411-0.004184i,4.7623e-05+0.0025853i,0.0060608+0.0074254i,0.011041+0.0066505i,0.013006+0.0047998i,0.012824+0.0043455i
-0.027396-0.027517i,-0.040757-0.063847i,-0.024105-0.066962i,-0.0010872-0.007821i,-0.0090902+0.039039i,-0.01973+0.02962i,-0.014424+0.013959i,-0.0046268+0.012228i,0.0046922+0.0087515i,0.00722+0.00057236i,0.0030734-0.0054391i,-3.8505e-05-0.0041187i,0.0003286-7.9647e-05i,0.0028525+0.0021261i,0.0063503+0.0027355i,0.0082295+0.0023826i,0.0075119+0.0025187i,0.0045773+0.0030687i,-0.0033375+0.0013137i,-0.013549-0.00032101i,-0.018204+0.00052605i,-0.01696+0.00076974i,-0.012388+0.00052676i
0.038455+0.00071091i,0.069908+0.015548i,0.058405+0.027424i,-0.0018921+0.0068549i,-0.036547-0.014013i,-0.029139+0.0029151i,-0.016844+0.019874i,-0.011543+0.017833i,-0.0074912+0.013743i,-0.0016287+0.010206i,0.00057072+0.0067985i,-0.00081808+0.0042251i,-0.0022776+0.0016597i,-0.0040155+0.0010073i,-0.0047412+0.0032957i,-0.0051953+0.0052706i,-0.0068563+0.0041759i,-0.0041024+0.0025839i,0.0052145-0.00016785i,0.012345-0.0041712i,0.013331-0.0058873i,0.011715-0.0080871i,0.0085521-0.010715i
-0.025398+0.025155i,-0.056746+0.035697i,-0.059395+0.023659i,-0.0061917+0.0080486i,0.041412+0.0085767i,0.042406+0.0037339i,0.033461-0.0052548i,0.029388-0.010072i,0.020374-0.012612i,0.0093085-0.0081359i,0.0037647+0.00059744i,0.0022655+0.0053715i,0.0021844+0.0031634i,0.0023074-0.0027498i,0.0026905-0.0071507i,0.0032715-0.0084722i,0.0041865-0.0067235i,0.0034299-0.0014993i,-0.00074572+0.0043973i,-0.0036448+0.0081809i,-0.0027047+0.010564i,-0.0016048+0.012515i,-0.0018286+0.013611i
-0.002031-0.032665i,0.015115-0.057916i,0.030941-0.048835i,0.018271-0.0033414i,0.0013921+0.023415i,0.0094179+0.017874i,0.012553+0.0055557i,0.0043421+0.00011377i,-0.00033191+0.00061031i,-0.0010016+0.0023947i,0.0014906+0.0034905i,0.0026239+0.005146i,0.0019064+0.0080308i,0.003503+0.0087993i,0.004528+0.008074i,0.0028323+0.0079503i,0.0011774+0.0075482i,-0.0004686+0.0032328i,-0.0034446-0.0040039i,-0.0074046-0.0090773i,-0.010197-0.0099788i,-0.010166-0.0090049i,-0.0093747-0.0070377i
0.017673+0.024574i,0.021527+0.051788i,0.0077637+0.053213i,-0.0068065-5.7917e-05i,-0.010274-0.05206i,-0.017927-0.062275i,-0.023402-0.051238i,-0.023116-0.035875i,-0.022668-0.019372i,-0.017456-0.0069609i,-0.0089005-0.0027776i,-0.0043202-0.0032384i,-0.0033174-0.00081313i,-0.0050186+0.0012882i,-0.0082718-0.00070868i,-0.0095697-0.0032722i,-0.0076575-0.0052145i,-0.0024194-0.0051986i,0.0045331-0.0008256i,0.010194+0.0053186i,0.013902+0.008131i,0.015728+0.0078031i,0.014855+0.0057646i
-0.023217-0.0013074i,-0.042458-0.02018i,-0.034007-0.034053i,0.00014149-0.018755i,0.016084+0.0042205i,0.009597+0.010543i,-0.0013367+0.013943i,-0.0055347+0.016428i,-0.0018358+0.012048i,0.0019375+0.0064511i,0.0033584+0.0032035i,0.0027073+0.0010075i,0.0023374-0.00053153i,0.0033454-0.0013725i,0.0049733-0.0025175i,0.0063429-0.0021662i,0.0059956+6.3428e-05i,0.0022184+0.0025427i,-0.0046374+0.0038574i,-0.010277+0.0039753i,-0.012806+0.0042615i,-0.013314+0.0029863i,-0.011091+0.0031224i
0.017584-0.01285i,0.04021-0.012653i,0.039187+0.006488i,-0.006982+0.025174i,-0.05229+0.02916i,-0.060545+0.031374i,-0.044187+0.029046i,-0.023537+0.022566i,-0.0092645+0.017342i,-0.0015519+0.012697i,-0.00021344+0.0086697i,-0.0031431+0.0055876i,-0.0053834+0.0041957i,-0.0062952+0.0059891i,-0.0059097+0.0088323i,-0.0055436+0.0092376i,-0.0054846+0.006401i,-0.0039408+0.0016861i,-0.00016005-0.0029195i,0.0041005-0.0067943i,0.0066662-0.0095793i,0.007339-0.011697i,0.0059824-0.012217i
-0.0080742+0.016015i,-0.026665+0.029736i,-0.042104+0.018087i,-0.020697-0.01218i,0.019444-0.024593i,0.039863-0.017724i,0.043678-0.0088626i,0.038128-0.006376i,0.025005-0.0074078i,0.010934-0.0051944i,0.0031305-0.0016744i,0.00079433+0.0002327i,-0.00077169-0.00057503i,-0.0023492-0.0041318i,-0.002248-0.0061118i,-0.0017491-0.0053668i,-0.00065846-0.0034268i,0.0011897+0.00032262i,0.0030357+0.0050561i,0.0043485+0.009148i,0.0041906+0.012408i,0.0026792+0.013605i,0.0012907+0.011993i
