-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.0093968-0.019065i,-0.0024576-0.03847i,0.019967-0.034124i,0.037037+0.0093335i,0.033995+0.049162i,0.025122+0.050764i,0.014919+0.027329i,0.0072018+0.0063915i,0.0051607-0.0003703i,0.0039712+0.00072807i,0.0019834+0.0030368i,0.00087508+0.0072941i,0.0020955+0.011302i,0.0055768+0.010916i,0.0069086+0.0080912i,0.0056393+0.0053665i,0.0035797+0.0045321i,0.00063094+0.0028773i,-0.0042614-0.0020315i,-0.0082748-0.0076031i,-0.0091285-0.010478i,-0.0098926-0.010326i,-0.0098343-0.0079627i
0.019797+0.011352i,0.026878+0.027992i,0.011216+0.035487i,-0.019868+0.0016811i,-0.033294-0.049542i,-0.02765-0.071811i,-0.019478-0.062647i,-0.017131-0.041697i,-0.017395-0.023437i,-0.013483-0.013129i,-0.0076133-0.0078788i,-0.0050407-0.0041354i,-0.0051293-0.0012726i,-0.0060568-0.00021261i,-0.0061282-0.00026761i,-0.0053336-0.00030255i,-0.0039376-0.00067649i,-0.00022324-0.0017408i,0.0054988-0.001958i,0.0093242+0.00024242i,0.010884+0.0033262i,0.012027+0.0047986i,0.011043+0.003484i
-0.017001+0.0016165i,-0.032865-0.0084127i,-0.027103-0.029531i,0.010033-0.037087i,0.037362-0.021218i,0.032324-0.0024629i,0.012024+0.010378i,-0.0033293+0.014605i,-0.0059243+0.010468i,-0.0016925+0.0052736i,0.0021473+0.003532i,0.0038281+0.0016812i,0.0032985-0.0010987i,0.0037745-0.0029568i,0.004391-0.0033307i,0.003005-0.0025247i,0.0020855-0.0012856i,0.00057801+0.00065783i,-0.0028327+0.0039653i,-0.0067574+0.0064099i,-0.0095717+0.0068933i,-0.0099158+0.0063303i,-0.0083873+0.0046258i
0.010196-0.013723i,0.025942-0.0141i,0.028272+0.0085598i,-0.0090071+0.041084i,-0.058152+0.047802i,-0.074978+0.032982i,-0.05656+0.019825i,-0.029132+0.015532i,-0.012506+0.015635i,-0.0067974+0.014827i,-0.0043914+0.010962i,-0.003861+0.0067819i,-0.0052022+0.0053042i,-0.0064111+0.0063944i,-0.0054175+0.0069506i,-0.0031503+0.0058909i,-0.0017176+0.0034321i,-0.0016924-0.0011347i,-0.0028179-0.0068091i,-0.0018701-0.010981i,0.0016973-0.012162i,0.0044556-0.012187i,0.0042043-0.0099724i
0.0029384+0.015875i,-0.007002+0.026958i,-0.023957+0.017501i,-0.020535-0.017919i,0.008414-0.036653i,0.031911-0.025444i,0.036923-0.0093539i,0.030519-0.0018328i,0.019591-0.00031063i,0.0096407-9.2555e-05i,0.0041444-0.00166i,0.0021471-0.0024205i,0.00042729-0.0020533i,-0.00078935-0.0033831i,-0.0019883-0.0036673i,-0.0025467-0.0023226i,-0.001771-0.0014959i,-0.00047676+0.00043901i,0.002491+0.0053746i,0.004869+0.010566i,0.0039063+0.013101i,0.0025761+0.012216i,0.0015104+0.0087135i
-0.0087989-0.0057706i,-0.0051316-0.019372i,0.020025-0.019194i,0.049154+0.012248i,0.048414+0.050133i,0.027532+0.056635i,0.011219+0.033267i,0.0055218+0.0079882i,0.0063549-0.0013304i,0.0073643+0.0003914i,0.0048471+0.0027463i,0.0014041+0.0046421i,0.002176+0.0068213i,0.0053032+0.007776i,0.0063835+0.0051122i,0.0048341+0.0016791i,0.0023216+0.0018646i,-0.00087712+0.0035721i,-0.0044536+0.0027959i,-0.0069314-0.00011109i,-0.0072628-0.0034682i,-0.0068073-0.005392i,-0.0051841-0.0037916i
0.0071639+0.00059214i,0.011391+0.010773i,-0.0043401+0.024107i,-0.035185+0.010406i,-0.04392-0.030372i,-0.027316-0.055168i,-0.012513-0.049268i,-0.0088668-0.032546i,-0.0097448-0.018581i,-0.0098487-0.0089924i,-0.0087163-0.0020162i,-0.0077053+0.0016371i,-0.0064517+0.002151i,-0.0047372+0.0020882i,-0.0036015+0.0029394i,-0.0025763+0.0038937i,-0.0012239+0.0033057i,0.0017742+0.0014356i,0.0074741-0.0012205i,0.01108-0.0027085i,0.011547-0.0014053i,0.010717+7.4401e-05i,0.0081938+0.00050403i
-0.0075741+0.0028689i,-0.015489-0.0021467i,-0.011577-0.024522i,0.015043-0.043571i,0.04085-0.032837i,0.038361-0.009857i,0.017734+0.0045499i,-4.2509e-05+0.0081117i,-0.0059716+0.0037539i,-0.0040365-0.00073658i,-0.0005669-0.00050634i,0.0016891+0.0009357i,0.0017426+0.0009445i,0.0012037-0.00054313i,0.0010871-0.0018847i,0.00036071-0.0010663i,-5.2474e-05+0.00028477i,0.00012111+0.0017008i,-0.0011664+0.0058632i,-0.0040161+0.0094547i,-0.0072103+0.0086509i,-0.008172+0.0058316i,-0.0056464+0.0030015i
0.0014329-0.0031059i,0.011111-0.0010454i,0.01758+0.017925i,-0.0028521+0.045582i,-0.043643+0.048424i,-0.06116+0.027372i,-0.045667+0.010922i,-0.02338+0.0065046i,-0.011391+0.0084894i,-0.0076662+0.010577i,-0.0032791+0.0086263i,0.00039854+0.0043273i,-0.0002791+0.0032345i,-0.0014144+0.0035578i,-0.00036269+0.0025994i,0.00078751+0.001526i,0.00063219+0.00046611i,-0.00037078-0.0019314i,-0.0021019-0.0074611i,-0.0024339-0.012546i,0.00021376-0.012685i,0.0017752-0.0098713i,0.00090719-0.0058665i
0.0010685+0.0037378i,-0.0070999+0.0092968i,-0.025066+0.001331i,-0.031015-0.023512i,-0.010478-0.036783i,0.012628-0.026021i,0.020792-0.010577i,0.01701-0.0017286i,0.0074488+0.0022615i,0.00077495+0.0028046i,-0.0001659+0.00025879i,-0.00029205-0.00056168i,-0.0014611+0.00096512i,-0.0019237+0.00075589i,-0.0019089-0.00032935i,-0.0022487-0.00053652i,-0.0016561-0.0012579i,0.00078693-0.0016891i,0.004698+0.00054828i,0.0063128+0.0054159i,0.004423+0.0086519i,0.0023423+0.0084427i,0.0010496+0.005044i
-0.003882-0.0063358i,0.0013705-0.016212i,0.024609-0.017853i,0.050486+0.0051958i,0.047451+0.037801i,0.02265+0.04767i,0.0041793+0.03076i,0.00025714+0.0095576i,0.004539+0.0015327i,0.0085862+0.001779i,0.0080223+0.0015925i,0.0048856+0.0016734i,0.0023713+0.0029029i,0.0019203+0.0030299i,0.0023157+0.00061877i,0.0014126-0.0011629i,-0.00082102-0.00057387i,-0.0040272+0.0016893i,-0.0094947+0.0038931i,-0.013338+0.0033707i,-0.012175+0.0010183i,-0.0085544-0.00038723i,-0.0044171+0.00017931i
0.0065703-0.0024003i,0.0092144+0.0047729i,-0.0047404+0.016141i,-0.030971+0.011854i,-0.038702-0.015449i,-0.02355-0.034336i,-0.0088378-0.030809i,-0.0025702-0.018852i,-0.0010644-0.0091373i,-0.0020343-0.0029894i,-0.0039485+0.001693i,-0.0048065+0.0040899i,-0.0040276+0.0041789i,-0.003774+0.005233i,-0.0031898+0.006226i,-0.001817+0.0056263i,-0.0011682+0.0046374i,0.00055722+0.0026556i,0.0044649-0.0017347i,0.0082784-0.0053008i,0.0099676-0.0039499i,0.0083823-0.0019265i,0.0046377-0.0015658i
-0.0050732+0.0053652i,-0.012286+0.0020717i,-0.0133-0.017349i,0.0061019-0.038337i,0.030579-0.033915i,0.03371-0.012801i,0.018652+0.0033862i,0.0040694+0.0067792i,-0.0021217+0.00013074i,-0.0038503-0.0055926i,-0.0047074-0.0044346i,-0.0048652-0.0014222i,-0.0035172-2.1504e-05i,-0.0026443+0.0005861i,-0.0024423+0.0016809i,-0.0020357+0.0023225i,-0.00029715+0.0026481i,0.0015795+0.004435i,0.0016392+0.0087797i,0.00027037+0.011222i,-0.0019412+0.0088406i,-0.0018954+0.0056734i,-0.00014875+0.0030047i
-0.0035326-0.0029139i,0.0018051-0.0020853i,0.011802+0.012496i,0.0056511+0.035234i,-0.021284+0.037981i,-0.036124+0.018394i,-0.026907+0.0026983i,-0.012518-0.0013039i,-0.0057188-0.00051361i,-0.0032913+0.0023309i,0.00071603+0.0037987i,0.004044+0.0032029i,0.004398+0.0034242i,0.0041286+0.0031183i,0.0043151+0.0010455i,0.0039792-0.00032623i,0.0026047-0.00023111i,0.00012906-0.0014235i,-0.0033921-0.0048227i,-0.0052621-0.0083787i,-0.0041545-0.0091405i,-0.0028323-0.0066113i,-0.0024494-0.0031814i
0.0044444-0.00092194i,0.0016953+0.0014007i,-0.016036-0.001996i,-0.02968-0.017404i,-0.018307-0.02856i,0.00043325-0.023391i,0.0092815-0.013528i,0.0075323-0.0048927i,-0.00038205+0.0019775i,-0.005257+0.0060129i,-0.0041781+0.0063048i,-0.0029879+0.003509i,-0.0022701+0.0026254i,-0.0015636+0.002163i,-0.0011407-0.00011558i,-0.0011615-0.00060791i,-1.9169e-06-0.00078938i,0.0036546-0.0017405i,0.0083236-0.00066248i,0.010526+0.0015798i,0.0079694+0.0030553i,0.0046898+0.0027473i,0.0034466+0.00037759i
0.00059608+0.0049365i,0.0048831-0.00010931i,0.020154-0.0073186i,0.039267+0.000988i,0.038346+0.022101i,0.018046+0.029959i,0.00010295+0.019052i,-0.004568+0.0059482i,-0.00095578+0.0024747i,0.0040558+0.0035261i,0.0059186+0.0018441i,0.0033617-0.0010351i,0.00088007-0.001744i,0.00041534-0.0022732i,0.00051425-0.0043138i,0.00015347-0.0049986i,-0.0013077-0.0029261i,-0.003005+0.0002561i,-0.0065341+0.0027447i,-0.010637+0.0034744i,-0.010903+0.0027289i,-0.0077148+0.0015889i,-0.0036338+0.0012498i
-0.0040285-0.0028442i,-0.0051229+0.0019357i,-0.010939+0.011984i,-0.023083+0.014792i,-0.02722+5.4801e-05i,-0.018682-0.014479i,-0.0095082-0.014686i,-0.0032235-0.0061683i,0.0015532+0.00047507i,0.0042263+0.0040549i,0.003584+0.006805i,0.00081023+0.0080241i,-0.0018492+0.0073329i,-0.0026016+0.0064777i,-0.0014425+0.0060211i,-0.0010759+0.0043683i,-0.0018217+0.0020351i,-0.0018668-0.00093831i,-0.0011108-0.0054495i,0.0014455-0.0085328i,0.0041551-0.0067864i,0.0036375-0.0042775i,0.0012203-0.0030957i
0.0020958-0.0005104i,-0.0012483-0.0056083i,-0.0047851-0.019177i,0.0039226-0.034i,0.019104-0.029332i,0.023056-0.010808i,0.014559+0.0040389i,0.006531+0.0066964i,0.0030677-0.00038761i,-0.00053877-0.0061814i,-0.0048138-0.0049126i,-0.0065731-0.0018091i,-0.0053928+0.00012046i,-0.0049842+0.0024235i,-0.0048431+0.0038526i,-0.0031656+0.0041286i,-0.0010579+0.003434i,0.00053434+0.004964i,0.0026326+0.0089362i,0.0040058+0.011778i,0.0027944+0.010865i,0.0013339+0.0069925i,0.0016792+0.0039367i
0.0025516+0.0040451i,0.0074555+0.0061062i,0.014387+0.012948i,0.0098715+0.024117i,-0.0089439+0.025788i,-0.019513+0.013135i,-0.012754-4.6806e-05i,-0.0033739-0.0055597i,-0.001656-0.00697i,-0.0033874-0.0054558i,-0.0016439-0.0023565i,0.0016081-0.00078374i,0.0027903+0.00052035i,0.0029692+0.0022771i,0.0034849+0.0026052i,0.0035157+0.001261i,0.0022498+0.0011377i,-0.0012981+0.0017782i,-0.0063+0.00081061i,-0.0090178-0.0014057i,-0.0073771-0.0032838i,-0.0040639-0.0027941i,-0.0024979-0.00028222i
-0.0051459+0.0022062i,-0.010756+0.0053275i,-0.01971+0.006909i,-0.023242-0.0013206i,-0.014477-0.012716i,-0.0012892-0.015937i,0.0068101-0.012329i,0.0059219-0.007272i,-0.00073377-0.0017776i,-0.0039934+0.0039676i,-0.0020094+0.0060333i,-0.00038769+0.0054846i,-0.00026555+0.0046276i,-0.00013043+0.0024468i,-0.00015936-8.3159e-05i,-0.00083958-0.00097692i,0.0008757-0.001685i,0.0047094-0.0021157i,0.0086788-0.0023237i,0.010765-0.0023934i,0.0088161-0.00091027i,0.0056596+0.00043532i,0.003511-0.00016596i
0.0019708-0.0092363i,0.0031129-0.013829i,0.010599-0.017788i,0.021204-0.0096975i,0.02115+0.0072968i,0.0089898+0.015273i,-0.0036943+0.0091571i,-0.0089352+0.0011482i,-0.0077797+0.0023321i,-0.0037487+0.0063338i,-0.00049843+0.0041496i,0.00048648+0.00013718i,0.00061759-0.0014944i,0.0010523-0.0023003i,0.00026843-0.0036038i,-0.00038598-0.0039381i,0.0010114-0.0016458i,0.0015692+0.0015095i,-0.00055241+0.0035944i,-0.0040891+0.0050653i,-0.0049058+0.0046311i,-0.0023976+0.0027786i,3.396e-05+0.002563i
0.0016448+0.0010463i,0.0028524+0.0061409i,-0.00082875+0.012136i,-0.0089423+0.012577i,-0.013156+0.0025076i,-0.012099-0.0075762i,-0.009217-0.0069694i,-0.0045817+0.00083519i,0.00035869+0.0058199i,0.0046196+0.006095i,0.006001+0.0050913i,0.0034856+0.0042556i,0.00027222+0.0044978i,-0.00093602+0.0049491i,-0.00096284+0.0047189i,-0.00086742+0.0036171i,-0.0019472+0.0015975i,-0.0032663-0.0022849i,-0.0039196-0.0068909i,-0.0033601-0.0096587i,-0.0017535-0.0079167i,-0.00050543-0.003991i,0.00019324-0.002164i
-0.0020538+0.00067899i,-0.0043362-0.0011637i,-0.0062594-0.009426i,-0.00074218-0.020173i,0.008278-0.01934i,0.01175-0.0076571i,0.0088946+0.0034926i,0.0055476+0.0067259i,0.0045232+0.0030429i,0.00184-0.00012231i,-0.0025139+5.0967e-05i,-0.0038904+0.0010674i,-0.0048097+0.0011883i,-0.0057099+0.001709i,-0.00448+0.0035288i,-0.002783+0.0037795i,-0.0014204+0.0024938i,0.00043916+0.0027626i,0.0034587+0.0050037i,0.0056991+0.0065643i,0.005063+0.0052358i,0.0029734+0.0027925i,0.0012743+0.00092802i
0.00053831-0.0028923i,0.0022988-0.0033937i,0.0052778+0.00073573i,0.0034438+0.010039i,-0.0056409+0.013423i,-0.010552+0.0086543i,-0.0050373+0.001551i,0.0020022-0.0041954i,0.0022883-0.0084833i,-0.0013084-0.0088881i,-0.0031221-0.0050767i,-0.0031505-0.0010782i,-0.0020526+0.00084532i,-0.00066573+0.0013684i,0.0009131+0.0017925i,0.002306+0.0021569i,0.0015334+0.0028114i,-0.0024415+0.0035222i,-0.006894+0.0035849i,-0.0086667+0.0024682i,-0.0068883+0.0014511i,-0.0038627+0.0010763i,-0.0029109+0.00045471i
-0.0011451+0.0031781i,-0.0029008+0.005337i,-0.0083646+0.0066542i,-0.013462+0.0026045i,-0.0097112-0.0042184i,-0.0010247-0.0090353i,0.0051364-0.0095348i,0.004369-0.0079463i,-0.00052283-0.0055101i,-0.002634-0.0011703i,-0.001588+0.0023404i,-0.00063749+0.0031256i,1.2844e-05+0.0022659i,0.00089897+0.00083244i,0.00097819-0.00044065i,0.00010778-0.00084595i,0.00037546-0.0013497i,0.0015436-0.0019579i,0.0030492-0.003017i,0.0048409-0.004398i,0.0036283-0.0038055i,0.00084934-0.0023097i,1.9342e-05-0.0011485i
-0.00075247+0.0028153i,0.0014679-0.00029134i,0.0063456-0.0038045i,0.013222-0.0018051i,0.014814+0.0050683i,0.0070277+0.0070598i,-0.0042307+0.0024496i,-0.0099681-0.00068558i,-0.0099008+0.0023209i,-0.0068079+0.0055002i,-0.0025959+0.0045222i,-0.00070783+0.0026872i,9.8744e-05+0.0022636i,0.0018168+0.00035153i,0.0026187-0.0026809i,0.0015136-0.0026378i,0.0013832-0.00031445i,0.0024096+0.0019146i,0.0025074+0.0048403i,0.0015399+0.0070472i,0.00063385+0.0058549i,0.0016071+0.0035773i,0.0022701+0.0024233i
0.0014502+0.00050238i,0.0026552+0.0032706i,0.0029779+0.0058469i,1.3334e-06+0.0046494i,-0.0037153-0.0014591i,-0.0057505-0.0066221i,-0.0073161-0.004874i,-0.0056512+0.0016211i,-0.0021181+0.0059585i,0.0012944+0.0064003i,0.0044764+0.0038201i,0.0050268+0.0010248i,0.0025588+0.0012431i,8.1331e-05+0.0026805i,-0.00078079+0.0033878i,-0.0012412+0.0031595i,-0.0013471+0.0023022i,-0.00071255-0.00025401i,-0.0012479-0.0039535i,-0.003132-0.0062263i,-0.0033982-0.0053987i,-0.0015731-0.0024531i,8.3393e-05-0.0003064i
-0.0006037-0.0014861i,-0.0023611-0.0024861i,-0.0042264-0.0070291i,-0.0036165-0.012903i,-0.00069609-0.012648i,0.0015196-0.0047236i,0.0030049+0.0047398i,0.0036022+0.0088883i,0.0038576+0.0071758i,0.0026546+0.0051733i,0.0010424+0.0043132i,0.00048954+0.0037008i,-0.0014456+0.0026756i,-0.0035105+0.0018693i,-0.0029547+0.0013544i,-0.0023552+0.00078489i,-0.0016654-2.7962e-05i,0.00012552-0.00024544i,0.0030391+0.00036248i,0.0053073+0.0015502i,0.0037913+0.0019887i,0.0013502+0.00032468i,0.0014641-0.0011092i
0.0018383+0.0026665i,0.0032092+0.0014127i,0.0049899+0.0018805i,0.0018904+0.0049072i,-0.0058515+0.0055288i,-0.0086711+0.0024399i,-0.002403-0.0010494i,0.0056571-0.0036559i,0.0070723-0.0050105i,0.0029886-0.0041657i,-0.0012316-0.0011093i,-0.0028614+0.00077771i,-0.0027103+0.00036676i,-0.0012494+0.00015074i,0.00052979+0.0013792i,0.0014849+0.0018067i,0.0006312+0.00175i,-0.0016201+0.0027332i,-0.0044314+0.003756i,-0.005537+0.0033744i,-0.0037111+0.0031505i,-0.0015443+0.0031022i,-0.0015102+0.0021587i
0.0015396+0.00070064i,0.00095564+0.0016015i,-0.0015478+0.0029525i,-0.0042062+0.0020319i,-0.002686-0.00020861i,0.0010093-0.0014855i,0.0033747-0.0054641i,0.002424-0.0098072i,-0.0015748-0.009569i,-0.0039235-0.0056679i,-0.0032114-0.0010127i,-0.0016579+0.0018589i,-0.00067896+0.003546i,-0.00060776+0.0036925i,-0.0011878+0.002296i,-0.0020529+0.0012521i,-0.0023892+0.00031666i,-0.001872-0.0014253i,-0.00079371-0.0036201i,0.0011831-0.0051618i,0.00135-0.0041232i,8.9997e-06-0.0019391i,-0.0015604-0.0008389i
-0.0027306-0.0010459i,-0.0024386-0.0025227i,1.2266e-05-0.0029642i,0.0049604-0.00063125i,0.0077718+0.0028886i,0.0044172+0.0035221i,-0.0025329-0.00050313i,-0.0081969-0.0044531i,-0.0094973-0.0035377i,-0.0069205-0.0006029i,-0.0050827+0.0010347i,-0.0049699+0.0023725i,-0.0032663+0.0033787i,-0.00078136+0.0029904i,0.00032151+0.0013617i,0.00064393-0.00053655i,0.0019387-0.00072012i,0.0034716+0.0011645i,0.0029556+0.0036741i,0.0018936+0.0054353i,0.0010861+0.0041148i,-0.00015622+0.0017455i,-0.00053721+0.0013292i
0.00049555-0.0040173i,0.0017202-0.0044573i,0.00061686-0.0042507i,-0.0019793-0.0034914i,-0.0039021-0.0041278i,-0.0037953-0.0052736i,-0.0043361-0.0034596i,-0.0057405+0.002182i,-0.0044594+0.00638i,-0.0016968+0.0055166i,0.00025448+0.0021021i,0.0012331+0.00056368i,0.00025136+0.0007964i,-0.0011753+0.0012175i,-0.00153+0.0020279i,-0.0018562+0.0025541i,-0.0014624+0.0021478i,-0.0016206+0.001544i,-0.0032961+0.00035736i,-0.0037561-0.00064159i,-0.0022418+0.00023405i,-0.00086448+0.0015057i,0.00044956+0.00086837i
-0.00087288-0.00042049i,-0.00039213-0.00063978i,-0.0021516-0.0029053i,-0.0019148-0.0051186i,-0.00042712-0.0054133i,-3.2372e-05-0.0025721i,0.00092256+0.0033089i,0.0020705+0.0081772i,0.0028106+0.0076605i,0.0033438+0.0055069i,0.00328+0.0049587i,0.0024659+0.0032864i,-0.00022013+0.0014859i,-0.0030532+0.00085248i,-0.0032201-0.00028057i,-0.0027199-0.0013749i,-0.0015467-0.0014182i,0.00087459-7.8836e-05i,0.0033927+0.001068i,0.0037095+0.0005571i,0.0016694-0.00037423i,0.00019274-0.00037973i,-7.6593e-05-0.0002427i
-0.0094009-0.0071365i,-0.0086398-0.010013i,-0.012399-0.0091143i,-0.011681-0.001064i,-0.010389+0.0048904i,-0.007089+0.0050517i,-0.00066264+0.001053i,0.0047021-0.0015992i,0.0046697-0.00029454i,0.0014249+0.0029401i,-0.00079067+0.0049845i,-0.0019866+0.0034842i,-0.0020785+0.0019599i,-0.0010233+0.0014818i,0.00018619+0.00049223i,0.00064511-5.7042e-06i,0.00021443+0.00047063i,-0.00045466+0.0013291i,-0.00064274+0.0015993i,-0.00032697+0.0020585i,0.0004638+0.0026597i,0.0020637+0.0016034i,0.0028287+0.00033612i
0.0027313+0.00037507i,0.0025034+0.0016656i,0.0027051+0.0021755i,0.00072077+0.001071i,0.00042309+0.00092136i,0.00053496-9.9405e-05i,0.0013165-0.0031935i,0.002106-0.0068705i,0.00031016-0.0085012i,-0.0017895-0.0055317i,-0.0029635-0.0014304i,-0.0027906+0.0012871i,-0.00091049+0.0039924i,-0.00059901+0.0047846i,-0.0012831+0.0035277i,-0.00076897+0.0017261i,-0.00018483+0.00024907i,-0.0009388-0.001476i,-0.001029-0.0040497i,-0.00026062-0.0049452i,-0.00039687-0.0027806i,-0.00090231-0.00068909i,-0.0016497+6.5639e-05i
0.004107+0.00097662i,0.0032048+0.0016905i,0.0042687+0.0010513i,0.0055323+0.0019894i,0.0049627+0.0039004i,0.0016973+0.0032457i,-0.003256-0.00076968i,-0.0072834-0.0050551i,-0.0078364-0.0062815i,-0.0050095-0.0055157i,-0.0028213-0.0025684i,-0.0036011+0.00051901i,-0.0045977+0.00099762i,-0.003343+0.00096978i,-0.00060345+0.0015061i,0.0012546+0.0012581i,0.001958+0.00084129i,0.0012655+0.001016i,0.00026454+0.0012321i,-0.00048348+0.0012535i,-0.0012198-4.6621e-05i,-0.0019343-0.0017802i,-0.0024444-0.0023073i
-0.0019056+0.0025387i,-0.0018226+0.0022044i,-0.0013999+0.0015715i,-0.00072477-0.0013351i,0.00072552-0.0048965i,0.0017107-0.005928i,-0.000204-0.0029826i,-0.0044452+0.0018437i,-0.0061582+0.0045917i,-0.0039883+0.0033661i,-0.0017133+0.0018769i,-0.00074625+0.00065701i,0.00015582-3.6539e-05i,0.00093621+0.00062351i,0.00040517+0.0014017i,-0.00039013+0.0016209i,-0.000951+0.0011752i,-0.0028493+0.00024356i,-0.0048146-6.159e-05i,-0.0043212+0.00077855i,-0.0022498+0.0022758i,0.00043458+0.0038289i,0.0015115+0.0040765i
4.4762e-05+0.00014073i,-0.00044564+0.00074972i,-0.00081633+9.8984e-05i,-0.00030645-0.0019365i,-1.9193e-05-0.0033154i,-0.00063547-0.0029222i,-0.00030058+0.00073677i,0.00060955+0.0055962i,0.0010037+0.0070972i,0.0010931+0.0055508i,0.001478+0.0028792i,0.00093258+0.0012305i,-0.00054369+0.00088016i,-0.0014045-0.00076597i,-0.0015393-0.0026436i,-0.0018181-0.0027077i,-0.002117-0.0017675i,-0.0010028-0.00068281i,0.0010911+0.00060225i,0.0017999+0.0013261i,-0.00026039+0.001961i,-0.0020971+0.0022414i,-0.0019344+0.0020621i
0.00082404-0.00093588i,-0.00046156-0.0004831i,-0.00021122+0.0012165i,-0.0026362+0.0013991i,-0.0063725-0.0004539i,-0.0070249-0.001718i,-0.0026923-0.0017074i,0.0040083-0.0010248i,0.0067214+0.0010452i,0.00557+0.0028439i,0.0045602+0.0033134i,0.0040622+0.0020113i,0.0031221+0.00021346i,0.0023135-0.00040097i,0.0013156-0.00089793i,-0.0001313-0.0012424i,-0.00076308-0.00021503i,-3.5489e-05+0.00219i,0.0010909+0.0035853i,0.0018139+0.0031716i,0.0025334+0.0012804i,0.0033163-0.00038263i,0.0025515-0.0014855i
0.0011168+0.0022612i,0.0023024+0.0012487i,0.0039914+0.0018217i,0.0032312+0.001621i,0.0010938+0.0017344i,-0.00059473+0.0010091i,0.00012866-0.002229i,0.001023-0.0052091i,0.00050496-0.0055418i,-0.00076882-0.0024775i,-0.0022635+0.0011553i,-0.0027373+0.003729i,-0.0021886+0.0059975i,-0.0010611+0.0065952i,-0.00053403+0.0047836i,-0.00010767+0.0022113i,0.00017277+0.0011228i,0.00030695+0.00047908i,0.00092502-0.0016579i,0.0015014-0.0016183i,0.0010329+0.00088574i,0.00047091+0.0024322i,0.00033643+0.0025927i
-0.0042789+0.00094964i,-0.0039375+0.00073955i,-0.0031364+0.0011786i,-0.00092419+0.0024219i,0.00093007+0.0034538i,0.00032617+0.0026452i,-0.0024838-0.0011546i,-0.0056473-0.0039363i,-0.0061628-0.004639i,-0.0038924-0.0040031i,-0.003038-0.0026167i,-0.0042372-0.00038603i,-0.0051572+0.0015057i,-0.0047677+0.002136i,-0.0028425+0.0032804i,-0.00045355+0.0040505i,0.0012073+0.0023757i,0.001728-0.00023437i,0.0010463-0.0020783i,-0.0003145-0.0024657i,-0.00057754-0.0025502i,-0.00027623-0.0027126i,-0.0012829-0.0026846i
-0.0033647+0.001947i,-0.004284+0.0022176i,-0.0044512+0.0027308i,-0.00171+0.00074845i,0.001885-0.0018511i,0.0027683-0.003002i,0.00043932-0.0015952i,-0.0030765+0.00063962i,-0.0054606+0.0008822i,-0.0055114+0.00042798i,-0.0043885+0.0014154i,-0.002985+0.0022503i,-0.0012964+0.0017954i,-0.0007806+0.0012024i,-0.0011577+0.0011739i,-0.00078618+0.0011391i,-0.00032674+0.001145i,-0.0012364+0.00055229i,-0.0030955-7.8065e-05i,-0.0030131-8.2981e-05i,-0.00055786+0.00052265i,0.0019151+0.00098492i,0.0028219+0.00018895i
-0.0012402+0.00087903i,-0.0006484+5.8516e-05i,-0.00076076+0.0012998i,0.00035695+0.00055525i,0.0024083-0.0016871i,0.0021883-0.0031362i,0.00028756-0.00037593i,-0.00027185+0.0045208i,-0.00035737+0.0060545i,-0.00029625+0.0044725i,-0.00026206+0.0021989i,-0.0003897+0.00054351i,-0.00049727-0.00076112i,-0.00083247-0.001805i,-0.0002965-0.0022131i,6.1809e-05-0.0024651i,-0.00032821-0.0022116i,-0.00093764-0.0012161i,-0.0012246+0.00014845i,-0.0011935+0.0013925i,-0.0017174+0.0023551i,-0.0028575+0.0031932i,-0.0031435+0.0038944i
0.0050385+0.00030556i,0.006286+0.0013898i,0.0061296+0.00038844i,0.00072254-0.00087173i,-0.0045217-0.0026234i,-0.0052299-0.0041164i,-0.0014943-0.0036009i,0.0043694-0.0018009i,0.0062219+0.00074788i,0.0044718+0.003273i,0.0045906+0.0035632i,0.0051392+0.0024632i,0.0036434+0.0013565i,0.0021379-7.8315e-05i,0.0016946-0.001209i,0.00072759-0.0020065i,-0.00033365-0.00048967i,-0.00089147+0.002197i,-0.00075888+0.0029375i,-0.00027792+0.0021745i,0.00045753+0.00034659i,0.00082631-0.0015532i,0.00056781-0.002133i
