-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
0.0096417+0.0011587i,0.0066337-0.001854i,-0.0039669-0.018346i,-0.011452-0.043214i,0.0018161-0.046002i,0.019294-0.02868i,0.029632-0.016547i,0.028161-0.0094014i,0.011623-0.00043774i,-0.0090806+0.0097137i,-0.020276+0.017219i,-0.018048+0.018112i,-0.011656+0.011899i,-0.010476+0.0042971i,-0.011036+0.00093521i,-0.0060181+0.0015553i,0.0025777+0.0024735i,0.0057072+0.002345i,0.002882+0.0032575i,0.0024261+0.0033209i,0.0041161+0.0024835i,0.004161+0.0025236i,0.0020878+0.0039498i
-0.0025654-0.0011462i,-0.00053346-0.00046198i,0.010204+0.018761i,0.010862+0.054371i,-0.013392+0.066479i,-0.03102+0.048099i,-0.034873+0.026181i,-0.03454+0.0093687i,-0.031746-0.001184i,-0.032675-0.0043557i,-0.032452-0.00023954i,-0.023081+0.0063641i,-0.0079915+0.0085307i,0.0015975+0.0055612i,0.00020185+0.0034725i,-0.0060081+0.0036361i,-0.010316+0.0016527i,-0.010386-0.0028279i,-0.0078749-0.0044053i,-0.0058848-0.0014438i,-0.0039394+0.0006533i,-0.0026403-0.00061272i,-0.0024781-0.0021757i
-0.0061761+0.0018522i,-0.010947-0.0054064i,-0.016817-0.03005i,-0.0026951-0.064191i,0.031873-0.069274i,0.052612-0.043604i,0.055353-0.023633i,0.041685-0.012907i,0.018229-0.005859i,0.0023738-0.007504i,-0.0046583-0.013855i,-0.0077472-0.01394i,-0.0069199-0.0092412i,-0.0032763-0.0081255i,-0.0019233-0.010588i,-0.0024942-0.0091786i,0.0004809-0.0018973i,0.0035547+0.004131i,0.0019244+0.0043457i,-7.9243e-05+0.001825i,0.00059996+9.6555e-05i,0.0016941-0.00026955i,0.00077251+0.00042904i
-0.00011603-0.0047099i,0.0037301+0.0045835i,0.0048424+0.033602i,-0.017366+0.063833i,-0.048913+0.052866i,-0.063504+0.010252i,-0.064054-0.01405i,-0.044178-0.014798i,-0.0077552-0.016409i,0.016469-0.025993i,0.017533-0.03058i,0.0064858-0.0241i,-0.001699-0.011447i,-0.0020748-0.0023343i,-0.0021863-0.0017666i,-0.0058146-0.006114i,-0.0087788-0.010182i,-0.0076455-0.011489i,-0.0028628-0.0087888i,-0.0006205-0.0034266i,-0.0012379-0.00020301i,-0.0004078-0.00098688i,0.001314-0.0034726i
-0.0065321+0.0015241i,-0.018142-0.0067907i,-0.011176-0.037816i,0.026491-0.074807i,0.054141-0.063517i,0.053228-0.014995i,0.048462+0.019563i,0.041721+0.023989i,0.028332+0.013616i,0.02083+0.0077027i,0.020981+0.0036646i,0.015862-0.0040016i,0.0043335-0.006587i,-0.00058368-0.0029493i,0.0027889-0.00069075i,0.0087551+0.0019925i,0.010623+0.0084699i,0.0066425+0.013359i,0.0029629+0.010568i,0.002625+0.0052965i,0.0034289+0.0038113i,0.002939+0.0042405i,0.0020117+0.0039939i
0.0058324-0.0011259i,0.018394+0.0091363i,0.0065157+0.049405i,-0.038256+0.088073i,-0.071382+0.06494i,-0.068968+0.013958i,-0.056849-0.015882i,-0.042164-0.020528i,-0.021801-0.0056618i,-0.0031766+0.012436i,0.0091851+0.016562i,0.014173+0.0084761i,0.011139+0.0017175i,0.0055144+0.0015052i,0.003726+0.00157i,0.004579-0.0030398i,0.0050541-0.011418i,0.0049198-0.016081i,0.0041472-0.011637i,0.0018605-0.0058444i,-0.0012616-0.0030414i,-0.0022394-0.0011118i,-0.00071826-0.0006875i
-0.013488-0.0049617i,-0.022773-0.021546i,-0.0025782-0.065161i,0.056076-0.086901i,0.095748-0.038i,0.080023+0.026189i,0.053143+0.057065i,0.030593+0.055732i,0.0032222+0.040815i,-0.015765+0.033115i,-0.014992+0.029011i,-0.0028055+0.018461i,0.0049041+0.0035384i,0.0045518-0.0041873i,0.002342+0.00069683i,0.0010238+0.010316i,-0.0014424+0.017513i,-0.005032+0.016949i,-0.0065917+0.010292i,-0.0048989+0.0053224i,-0.0028063+0.0034637i,-0.0027096+0.0023626i,-0.0035193+0.0021752i
0.0027389+0.0051271i,-0.0014505+0.035521i,-0.032601+0.084253i,-0.087941+0.094161i,-0.10583+0.042057i,-0.062495-0.023783i,-0.025651-0.063414i,-0.017022-0.0619i,-0.0093203-0.035299i,-0.0035385-0.018868i,-0.0056865-0.010839i,-0.0059753+0.00038074i,-0.0011861+0.0048361i,0.0020613+0.00062924i,0.00096144-0.0050809i,-0.00037424-0.0096185i,0.0032602-0.013142i,0.0088429-0.013725i,0.0088515-0.010542i,0.0030816-0.006389i,-0.000649-0.0040157i,-0.00072492-0.003009i,0.00087034-0.0016263i
-0.0090359-0.012389i,-0.0014016-0.049753i,0.043907-0.084801i,0.1111-0.074693i,0.11687-0.028571i,0.054128+0.018714i,0.0058936+0.049579i,-0.0011148+0.048226i,-0.00037016+0.014297i,-0.0090687-0.015321i,-0.015998-0.016627i,-0.011988-0.0039078i,-0.0036833+0.0025382i,-0.0012228+0.0014091i,-0.0059947+0.0014719i,-0.013109+0.004927i,-0.018554+0.010389i,-0.019578+0.013902i,-0.013587+0.010887i,-0.005721+0.0049966i,-0.0022075+0.0025579i,-0.001234+0.0016752i,-0.00167-0.00092137i
0.0069619+0.015283i,-0.006547+0.052956i,-0.072504+0.079374i,-0.159+0.054746i,-0.16104-0.0036642i,-0.088679-0.048965i,-0.025374-0.06824i,0.0026599-0.062616i,0.014389-0.037607i,0.02348-0.017111i,0.024418-0.0096025i,0.01375-0.0049583i,0.0036824+0.0020861i,0.0012068+0.0047055i,0.0036312-0.00026214i,0.010317-0.0065358i,0.017217-0.0091239i,0.01855-0.0065639i,0.014406-0.002145i,0.0088585-0.0004866i,0.0050552-0.0014153i,0.0031939-0.0017077i,0.0034655-0.00025062i
-0.00047639-0.033586i,0.019173-0.070029i,0.098508-0.091879i,0.18065-0.05672i,0.15682+0.012357i,0.063144+0.055066i,-0.0043433+0.071449i,-0.019913+0.06876i,-0.011092+0.047652i,-0.0027772+0.029026i,0.00010629+0.016353i,-0.00071009+0.0025754i,-0.00039989-0.0035206i,0.0013741-0.0009479i,-0.0006181+0.0019338i,-0.0059432+0.0027108i,-0.013295+0.0010461i,-0.018043-0.0012014i,-0.014345-0.0019442i,-0.0078637-0.0020927i,-0.0049251-0.0014923i,-0.003824-0.00044368i,-0.0026022+0.00025832i
-0.014828+0.027052i,-0.064446+0.049696i,-0.15772+0.055747i,-0.21353+0.012077i,-0.15704-0.04421i,-0.041716-0.052274i,0.035393-0.046989i,0.044713-0.042145i,0.024275-0.012827i,0.01457+0.019089i,0.011466+0.023409i,0.003096+0.011391i,-0.0043546+0.0048305i,-0.0025917+0.0035686i,0.0073581+0.0026772i,0.016772+0.0026168i,0.021785+0.00255i,0.019924+0.0012869i,0.011373+0.00090457i,0.0052823+0.00084128i,0.0038009-0.00040335i,0.0024106-0.00066014i,0.00073299+0.0022102i
0.017699-0.028036i,0.085603-0.039075i,0.18073-0.014531i,0.23147+0.056461i,0.19089+0.099677i,0.083818+0.075868i,-0.0096193+0.047963i,-0.043847+0.039938i,-0.040737+0.020212i,-0.038549-0.0032583i,-0.034515-0.0082141i,-0.016807-0.0023812i,-0.001035+0.00071243i,0.0036005-0.00021459i,-0.0011014-0.0016309i,-0.010109-0.0015264i,-0.015537-0.0028548i,-0.01548-0.0080043i,-0.010316-0.010566i,-0.004738-0.0079906i,-0.0026414-0.0045962i,-0.0019513-0.0034403i,-0.0012264-0.0044193i
-0.030317+0.0193i,-0.10517+0.027397i,-0.19259-0.016813i,-0.22656-0.099797i,-0.17391-0.1222i,-0.068824-0.078331i,0.015892-0.042358i,0.042925-0.03622i,0.024683-0.030547i,0.0021988-0.018697i,-0.0020534-0.01022i,0.00075559-0.0064349i,-0.00087913-0.0060553i,-0.0026435-0.0043846i,-0.00076251+0.00024046i,0.0027582+0.0066687i,0.0075007+0.012565i,0.011678+0.01406i,0.0094018+0.0091969i,0.0047087+0.0040436i,0.0036026+0.0012713i,0.0038775-0.0011228i,0.0014609-0.0001154i
0.037232-0.0086911i,0.10886+0.0037725i,0.19414+0.081357i,0.21879+0.17273i,0.13777+0.17152i,0.018979+0.099284i,-0.057768+0.042958i,-0.068582+0.024982i,-0.035217+0.0068019i,-0.0056542-0.020138i,0.0030724-0.029695i,0.0047275-0.020213i,0.0054323-0.01097i,0.0018589-0.0069177i,-0.00401-0.006503i,-0.0092154-0.010047i,-0.011623-0.012391i,-0.0082779-0.010215i,-0.0012905-0.0061352i,0.0035155-0.0039896i,0.0035834-0.0027566i,0.002839-0.00020294i,0.0045212-0.00087447i
-0.047973-0.0049863i,-0.1177-0.059052i,-0.20562-0.16959i,-0.23534-0.25634i,-0.16913-0.23005i,-0.071787-0.11928i,0.012165-0.031241i,0.055621-0.0071434i,0.055045+0.0010564i,0.045098+0.016975i,0.037541+0.021723i,0.021166+0.013118i,0.0036577+0.0048028i,-0.0032528+0.0001927i,-0.00083576-0.00073135i,0.0040957+0.00097792i,0.0047419+0.0038983i,0.0031522+0.0079047i,0.002902+0.0094796i,0.0015696+0.0081963i,0.00083223+0.0072461i,0.0022573+0.0061197i,0.00052213+0.0050157i
0.038337+0.025491i,0.088179+0.11502i,0.14216+0.23739i,0.14916+0.30176i,0.10466+0.25457i,0.04137+0.12832i,-0.02251+0.029011i,-0.054895+0.0027126i,-0.039201+0.0081469i,-0.008724+0.0099308i,0.0039195+0.011396i,0.0044031+0.016044i,0.0063163+0.017365i,0.0076554+0.011811i,0.0046385+0.0012014i,0.0019433-0.0075904i,-0.00015551-0.012068i,-0.0031535-0.011521i,-0.004632-0.0044387i,-0.0026614+0.0012734i,-0.002118+0.0017864i,-0.0034008+0.0029318i,-5.2289e-06+0.0037026i
-0.031548-0.047867i,-0.066796-0.14769i,-0.073845-0.26794i,-0.042823-0.3285i,-0.0087224-0.28268i,0.028136-0.16067i,0.061307-0.056991i,0.064971-0.01093i,0.029929+0.0077151i,-0.010205+0.026061i,-0.021019+0.033434i,-0.010984+0.019111i,-0.002228+0.001485i,0.0013506-0.0045157i,0.004101-0.001824i,0.0043957+0.003686i,0.0035084+0.0074326i,0.00081506+0.007116i,-0.0030565+0.0041021i,-0.0049772+0.0021706i,-0.0047728+0.0020457i,-0.0033281+0.0011504i,-0.0047526-0.00017501i
0.014976+0.044435i,0.030714+0.13748i,0.018011+0.27015i,0.0058771+0.35068i,0.017036+0.29316i,0.0038609+0.14835i,-0.034295+0.033035i,-0.059492-0.011076i,-0.053161-0.019179i,-0.037486-0.026298i,-0.032174-0.02826i,-0.026179-0.016593i,-0.015306-0.0037039i,-0.0092744+0.00068669i,-0.0067697+0.0016459i,-0.0041737+0.0031265i,-0.0017548+0.0032949i,-0.0014148+0.00038319i,-0.0033328-0.0015152i,-0.0033011-0.0021259i,-0.0020786-0.0049119i,-0.0017587-0.0066505i,0.0012736-0.0049933i
0.0049804-0.062721i,0.027206-0.16162i,0.06881-0.29897i,0.077721-0.37052i,0.046123-0.29488i,0.025905-0.1411i,0.039126-0.019498i,0.062944+0.019992i,0.052063+0.0063089i,0.017351-0.0090979i,0.00061428-0.012222i,-0.0021782-0.012665i,-0.0054242-0.011455i,-0.003048-0.0076082i,0.001049-0.0035597i,2.28e-06-0.00032682i,-0.00088489+0.0028365i,0.0024617+0.0035403i,0.005129-0.0014541i,0.0028696-0.0057494i,0.0014044-0.0048558i,0.0034222-0.0044344i,0.0013948-0.0069282i
-0.031054+0.067773i,-0.11197+0.16719i,-0.20308+0.29293i,-0.22193+0.35586i,-0.17415+0.30624i,-0.11296+0.18432i,-0.07659+0.063191i,-0.062169-0.0020723i,-0.028-0.019581i,0.020326-0.029837i,0.037171-0.03743i,0.02304-0.026719i,0.00882-0.010902i,0.0011534-0.0055331i,-0.0038561-0.0063488i,-0.0071482-0.0078926i,-0.0085807-0.0078848i,-0.0068854-0.0068562i,-0.0039318-0.0061882i,-0.00091473-0.0044004i,0.0039743-0.0023278i,0.0065393-0.00016132i,0.007228+0.0039382i
0.052097-0.03084i,0.1591-0.10167i,0.25946-0.18783i,0.25685-0.24629i,0.17321-0.2338i,0.09675-0.1311i,0.070026-0.019521i,0.064238+0.031443i,0.047629+0.040812i,0.030696+0.040489i,0.027122+0.032896i,0.028242+0.015854i,0.023818+0.0010116i,0.017826-0.0035423i,0.015029-0.0041813i,0.012301-0.00572i,0.0080352-0.0055564i,0.005118-0.0025633i,0.0063229+0.00048804i,0.0057692+0.0015665i,0.0024104+0.0036684i,0.0021039+0.0061305i,0.0028935+0.0041166i
-0.07749+0.012066i,-0.17585+0.037866i,-0.26622+0.080357i,-0.26642+0.14487i,-0.18406+0.16811i,-0.11051+0.084548i,-0.089608-0.014829i,-0.083324-0.040509i,-0.054752-0.014831i,-0.016632+0.012139i,0.0046682+0.019725i,0.0044356+0.015703i,-0.0011348+0.0097505i,-0.0043213+0.0022534i,-0.0065839-0.0036293i,-0.0051756-0.005216i,-0.0020522-0.0052988i,-0.0016188-0.005725i,-0.0041164-0.0027269i,-0.0035393+0.0025418i,-0.0011405+0.0047674i,-0.00077887+0.0053002i,-0.0016486+0.0086503i
0.045367-0.0045456i,0.13535+0.0081866i,0.2551-0.008606i,0.3065-0.090737i,0.2451-0.15369i,0.14558-0.10497i,0.083149-0.0079236i,0.055495+0.042477i,0.020463+0.040054i,-0.027518+0.032928i,-0.046103+0.043683i,-0.026195+0.041474i,-0.0053561+0.022844i,0.0025244+0.014492i,0.0073607+0.015601i,0.011256+0.015567i,0.013132+0.01228i,0.013528+0.0092261i,0.012022+0.0082339i,0.0064521+0.0052759i,-0.0015193+0.0014101i,-0.0061535-0.00052658i,-0.0049103-0.0048088i
-0.055898-0.036595i,-0.16173-0.07934i,-0.2821-0.072971i,-0.31187+0.019549i,-0.23177+0.095194i,-0.13182+0.055948i,-0.079259-0.029013i,-0.057888-0.070848i,-0.039357-0.066956i,-0.020492-0.048831i,-0.012305-0.036511i,-0.013009-0.021052i,-0.010335-0.0062625i,-0.0072102-0.0056791i,-0.0082923-0.0078674i,-0.0087856-0.0050418i,-0.0050021-0.0032563i,-0.0027942-0.0050849i,-0.0051729-0.0076831i,-0.0061316-0.0059634i,-0.0031312-0.0032392i,-0.0019304-0.0033068i,-0.0047182-0.00073777i
0.064931+0.057615i,0.14457+0.14697i,0.2261+0.19435i,0.24886+0.10938i,0.19338-0.0043093i,0.11536+0.002599i,0.082686+0.067654i,0.073807+0.079712i,0.046282+0.038077i,0.0071912-0.0083385i,-0.016063-0.026537i,-0.016349-0.022468i,-0.0084277-0.013798i,-0.0053796-0.0048194i,-0.0052742+0.0028352i,-0.0040182+0.0061636i,-0.0016014+0.0081952i,0.0016945+0.0093557i,0.0033354+0.0078824i,0.0020432+0.0032401i,0.00060904-0.0030165i,0.0013938-0.0066335i,0.0045092-0.0081293i
-0.0035949-0.073476i,-0.02255-0.18244i,-0.072014-0.2445i,-0.14105-0.15209i,-0.15309-0.011019i,-0.090287+0.0071555i,-0.040942-0.061959i,-0.031324-0.092564i,-0.0091073-0.057343i,0.03572-0.022823i,0.053543-0.022963i,0.030694-0.02833i,0.0075735-0.020855i,0.0058382-0.01628i,0.0068077-0.020224i,0.0012663-0.02088i,-0.0047301-0.015652i,-0.0070948-0.010791i,-0.0062554-0.0093816i,-0.0054904-0.0063681i,-0.0030771+0.00013326i,-0.00018381+0.0035087i,-0.0018879+0.0035961i
-0.041975+0.074188i,-0.081213+0.14716i,-0.062573+0.17862i,0.031474+0.099264i,0.085115-0.0024046i,0.044363-0.0026788i,-0.0017296+0.06956i,0.0022122+0.10838i,0.016345+0.084195i,0.012685+0.047507i,0.0066776+0.030696i,0.0091839+0.021135i,0.0097874+0.0095792i,0.0043255+0.0042215i,0.0019248+0.001879i,0.0023516+0.001022i,0.0044115+0.0035519i,0.005579+0.0080464i,0.0028011+0.011508i,0.001866+0.0086432i,0.0023238+0.0031673i,0.0026697+0.0017305i,0.0062227+0.0025428i
0.019728-0.040511i,0.064543-0.10007i,0.057326-0.13248i,-0.026617-0.074122i,-0.079123+0.010384i,-0.043402+0.01104i,-0.0066492-0.055089i,-0.015572-0.0832i,-0.022596-0.046738i,-0.0058643+0.0069007i,0.016797+0.03372i,0.024001+0.027898i,0.018747+0.016709i,0.016617+0.011289i,0.017064+0.0084076i,0.014685+0.0049116i,0.0091149-0.0017317i,0.0055117-0.010107i,0.0048978-0.015585i,0.0019303-0.013081i,-0.0030464-0.0062203i,-0.0074349-0.0011818i,-0.011503+0.0010214i
-0.072101+0.028074i,-0.13415+0.098566i,-0.13878+0.15266i,-0.040103+0.11039i,0.046924+0.0060269i,0.013958-0.022379i,-0.03557+0.049929i,-0.02432+0.090688i,-0.01811+0.057718i,-0.041182+0.016982i,-0.051733+0.007367i,-0.029931+0.011921i,-0.007117+0.0068925i,-0.0066905+0.0014612i,-0.0090195+0.0061483i,-0.0042649+0.011667i,0.0006297+0.01339i,0.0027301+0.014221i,0.0011614+0.013082i,0.0010982+0.0075013i,0.0033133+0.0002884i,0.004901-0.0021396i,0.0072053-0.0010554i
0.090329-0.039715i,0.18613-0.048142i,0.22915-0.050309i,0.13422-0.023985i,0.015088+0.039182i,0.024674+0.0454i,0.07489-0.040273i,0.05628-0.099494i,0.013637-0.080561i,-0.0040023-0.038032i,-0.0075981-0.014769i,-0.012292-0.008013i,-0.010951-0.0014003i,-0.003801+0.0056596i,-0.0018462+0.0090907i,-0.0044282+0.0073521i,-0.006903+0.00014516i,-0.0051879-0.0069903i,0.001474-0.00922i,0.0043295-0.0082627i,0.0015341-0.0069117i,-0.0018633-0.0058734i,-0.0037611-0.0064087i
-0.068921-0.046806i,-0.17425-0.12175i,-0.22635-0.16907i,-0.13834-0.16061i,-0.023078-0.15031i,-0.020292-0.12041i,-0.067935-0.031949i,-0.056805+0.04185i,-0.0074302+0.037069i,0.014905-0.012332i,0.0010906-0.038958i,-0.012754-0.026065i,-0.011014-0.010878i,-0.0082533-0.013733i,-0.010812-0.020068i,-0.014632-0.015086i,-0.014388+0.0005087i,-0.012806+0.014115i,-0.011153+0.016854i,-0.0062428+0.014687i,0.0012908+0.012539i,0.0066425+0.010484i,0.0092956+0.0091666i
0.031125+0.10013i,0.064531+0.18824i,0.063151+0.2326i,0.0062591+0.20723i,-0.03975+0.1828i,-0.010054+0.15605i,0.047102+0.069471i,0.051717-0.019i,0.028246-0.037283i,0.027323-0.012223i,0.035946-0.00039253i,0.025967-0.0032488i,0.0097782+0.0014155i,0.0049126+0.0050591i,0.0024864-0.0003638i,0.0005108-0.0067807i,0.0014068-0.014024i,0.00294-0.016845i,0.0053535-0.011794i,0.0071141-0.0081435i,0.0053398-0.0058525i,0.0015512-0.0052225i,-0.0025226-0.0048175i
-0.01827-0.058517i,-0.016816-0.13139i,0.0045189-0.16508i,0.048692-0.13508i,0.077405-0.11526i,0.036154-0.10376i,-0.036699-0.035494i,-0.053158+0.046719i,-0.023485+0.070637i,0.0014629+0.052073i,0.01343+0.031218i,0.016376+0.013284i,0.014382-0.0010267i,0.013656-0.0068209i,0.016508-0.0079239i,0.014899-0.0071461i,0.0051587-0.0010573i,-0.0051088+0.0030474i,-0.011212+0.00079689i,-0.012157+0.00075566i,-0.0093643+0.0046931i,-0.0071413+0.0084688i,-0.0052209+0.010126i
-0.033537+0.051164i,-0.03537+0.13547i,-0.021945+0.20072i,-0.027782+0.19761i,-0.060448+0.17656i,-0.047614+0.15629i,0.022968+0.086574i,0.052503-0.0031167i,0.020782-0.026857i,-0.0029939+0.011057i,0.002886+0.03667i,0.011705+0.022655i,0.0049968+0.0022406i,-0.0023442+0.0022729i,0.00018634+0.0086742i,0.0056386+0.0066313i,0.013164-0.0045686i,0.015849-0.014704i,0.012362-0.013186i,0.010222-0.0076389i,0.0081984-0.0079013i,0.0048974-0.010682i,0.0018176-0.010796i
0.060958-0.099914i,0.11658-0.19881i,0.13931-0.27356i,0.10748-0.27524i,0.071498-0.235i,0.042764-0.18839i,-0.0073903-0.1175i,-0.035293-0.028801i,-0.024867+0.015346i,-0.022613+0.0056886i,-0.033925-0.0059152i,-0.032296+0.00062718i,-0.017603+0.005225i,-0.0090835+0.0044064i,-0.0065507+0.0068802i,-0.0078973+0.0092109i,-0.013112+0.013296i,-0.013948+0.01599i,-0.01073+0.0089835i,-0.0092311+0.0021852i,-0.0076412+0.0017905i,-0.0065229+0.001971i,-0.0057804+0.00012294i
-0.088439+0.0070802i,-0.21341+0.043071i,-0.30646+0.088079i,-0.28685+0.11146i,-0.21118+0.10674i,-0.14091+0.092737i,-0.063991+0.061239i,-0.0066004-0.00046794i,0.0023313-0.048272i,-0.012637-0.051684i,-0.020342-0.031073i,-0.013584-0.0088136i,-0.003974+0.0041088i,-0.0033677+0.0013667i,-0.011263-0.0047417i,-0.0099283-0.0015627i,0.0066943+0.0021365i,0.021755+0.0025248i,0.025103+0.0047364i,0.021826+0.0077621i,0.020402+0.0076612i,0.020618+0.003862i,0.016901-0.0016492i
0.091042+0.054943i,0.18045+0.086512i,0.24106+0.076441i,0.23189+0.013333i,0.19452-0.054879i,0.1406-0.080338i,0.056993-0.048467i,-0.0055487+0.010429i,-0.019139+0.035282i,-0.0098852+0.013975i,-0.0047394-0.013213i,-0.0028813-0.018519i,0.0054644-0.013697i,0.0083312-0.012612i,0.0022004-0.014054i,-0.0062548-0.015514i,-0.017914-0.012136i,-0.024289-0.0036745i,-0.017686-0.0011687i,-0.011208-0.004448i,-0.013424-0.0051721i,-0.015525-0.0029583i,-0.010559-0.0021511i
-0.032385-0.040292i,-0.085703-0.088587i,-0.11153-0.08666i,-0.082489-0.0044029i,-0.051509+0.075978i,-0.039871+0.088494i,-0.021269+0.053154i,0.0064843+0.011942i,0.029967-0.011039i,0.043044-0.0087627i,0.045707+0.0018851i,0.032077-0.00088337i,0.01164-0.005957i,0.0077835-0.0056337i,0.012737-0.0080378i,0.014284-0.0075588i,0.016831-0.0024983i,0.014615+0.00026526i,0.00403+0.004358i,-0.0042151+0.011345i,-0.0034734+0.015934i,0.0012703+0.017095i,0.0042477+0.017036i
0.0082245+0.061553i,0.059623+0.13282i,0.11932+0.14347i,0.13657+0.062817i,0.11406-0.0094467i,0.083144-0.021868i,0.046994-0.013022i,0.0062474+0.0036698i,-0.010845+0.024739i,0.0026841+0.027467i,0.013865+0.0097816i,0.0099265-0.005274i,-7.2616e-05-0.006111i,-0.0046315-0.0014102i,0.0022272+4.2877e-05i,0.005295-0.0056397i,-0.0075558-0.01257i,-0.021032-0.012182i,-0.019953-0.0074543i,-0.011412-0.0087929i,-0.0078804-0.016897i,-0.0080146-0.020859i,-0.0067206-0.017195i
0.020838-0.11501i,0.017762-0.21885i,-0.037454-0.23706i,-0.11844-0.11911i,-0.14066+0.011421i,-0.1016+0.036231i,-0.054191-0.0061739i,-0.01599-0.034689i,0.0033404-0.032102i,-0.0021121-0.0069664i,-0.0074852+0.017883i,-0.0042757+0.02334i,-0.0022469+0.019423i,0.0014103+0.020813i,0.0044864+0.024267i,0.006543+0.026918i,0.014805+0.02661i,0.022953+0.017136i,0.018097+0.0058753i,0.0072721+0.0042932i,0.0029147+0.0083072i,0.0020128+0.010003i,-0.00016681+0.011215i
-0.085677+0.077813i,-0.16442+0.15311i,-0.1657+0.18311i,-0.08879+0.10335i,-0.049228-0.011292i,-0.053373-0.02951i,-0.032508+0.019979i,-0.013817+0.035648i,-0.026113+0.026302i,-0.035307+0.017761i,-0.026925+0.0092415i,-0.0060005+0.0064412i,0.012405-0.00059643i,0.0088395-0.010848i,-0.0027731-0.010991i,-0.0041057-0.010976i,-0.0022833-0.017533i,-0.0031514-0.020661i,-0.00063635-0.017822i,0.0092865-0.014663i,0.01759-0.016293i,0.016706-0.02096i,0.011763-0.021293i
0.11596+0.039262i,0.20524+0.033497i,0.22041-0.0093409i,0.14537-0.032508i,0.071626-0.00053486i,0.055904+0.012725i,0.051715-0.016078i,0.036363-0.02991i,0.025136-0.023755i,0.015261-0.014947i,0.0063532-0.0030325i,0.0044283+0.0034806i,0.0064227+0.0013113i,0.005277+0.0015373i,-0.0020003+0.0029531i,-0.0099503+0.0049122i,-0.0090205+0.010873i,-0.00038752+0.013154i,0.0014836+0.0059268i,-0.0082415+0.0017191i,-0.016986+0.0090592i,-0.017665+0.018874i,-0.015554+0.022539i
-0.090594-0.038429i,-0.14169-0.05813i,-0.14204-0.062576i,-0.070661-0.084772i,-0.012453-0.13016i,-0.021251-0.10996i,-0.035072-0.025137i,-0.021897+0.022538i,-0.0077639+0.014906i,0.0065813-0.0039707i,0.017521-0.013103i,0.0122-0.0086038i,0.0068834-0.0014718i,0.011975-0.0077352i,0.016087-0.018445i,0.013864-0.02113i,0.0059819-0.017527i,-0.0050336-0.0090235i,-0.009038+0.0032467i,-0.00057855+0.011572i,0.011921+0.011701i,0.021174+0.0057465i,0.024515-0.0030301i
0.031547+0.021991i,0.097124+0.071034i,0.13742+0.10058i,0.097362+0.12267i,0.068256+0.15075i,0.088754+0.11847i,0.075915+0.02851i,0.030024-0.018402i,0.0090471-0.014139i,0.0056026-0.0021117i,0.0011517+0.0062343i,-0.003528+0.0076473i,-0.0074069+0.012198i,-0.0067488+0.017974i,-0.0032679+0.014601i,-0.0026929+0.0096872i,-0.0042737+0.009561i,0.0015148+0.0099117i,0.010087+0.0032726i,0.0045994-0.0080036i,-0.011735-0.0094895i,-0.021691-0.0030012i,-0.023804+0.001159i
-0.097999-0.1278i,-0.2019-0.2254i,-0.22174-0.2152i,-0.13619-0.1081i,-0.058312-0.061541i,-0.063363-0.068395i,-0.082916-0.028954i,-0.052125+0.017045i,-0.017226+0.026113i,-0.011867+0.02882i,-0.01525+0.030388i,-0.016288+0.022772i,-0.013235+0.01386i,-0.0073678+0.011405i,0.00096022+0.014306i,0.011167+0.014017i,0.015806+0.0063153i,0.0082094-0.0051037i,-0.0027755-0.0082023i,-0.0012486+0.00054301i,0.010162+0.0040273i,0.017511+0.00020137i,0.020091-0.002392i
-0.0092871+0.20884i,-0.053421+0.3723i,-0.059402+0.42326i,-0.0054818+0.3269i,0.027534+0.22871i,0.039062+0.18104i,0.055531+0.10164i,0.038553+0.012529i,0.006168-0.017654i,-0.011005-0.01174i,-0.014765-0.0025608i,-0.0050074+0.00054212i,-0.0031653-0.003575i,-0.013948-0.0026959i,-0.019613+0.0023534i,-0.015288+0.0016405i,-0.0055001-0.0029865i,0.0053645-0.0048619i,0.014588-0.0072296i,0.014201-0.015593i,-0.00066117-0.021458i,-0.017396-0.018105i,-0.024594-0.010427i
0.17077-0.1442i,0.32205-0.26131i,0.32169-0.31065i,0.15288-0.28926i,0.0090496-0.22843i,-0.044185-0.158i,-0.048652-0.079267i,-0.026861-0.016217i,-0.0082626+0.002901i,-0.0059135-0.0047601i,-0.0064666-0.016665i,-0.0053286-0.019692i,-0.0040506-0.014883i,-0.0082641-0.0088844i,-0.012586-0.0018062i,-0.011862+0.0061373i,-0.0077242+0.01189i,-0.0062698+0.0096522i,-0.011927+0.0088243i,-0.013009+0.017481i,-0.0026089+0.023184i,0.008582+0.020705i,0.014384+0.016732i
